-0.00329429+0.0102627j -0.00850809-0.00454259j -0.00687003+0.00131161j -0.0030463-0.00698724j 0.00156219-0.000191362j -0.00115298-0.000973982j -0.00680268+0.000340531j -0.00483237-0.00148236j 0.000205709-0.000217313j -0.000270092+0.000515294j -0.00221617+0.0034845j 0.00250504+0.00440584j 0.000569919-0.00279439j 0.000610415+0.00228108j -0.00114139-0.00191402j 0.000925959+0.00173142j -0.0032904+0.00126933j 0.00610835-0.00289335j -0.00215738-0.000124432j -8.63715e-05-0.00115577j 0.00576556+0.0035703j 0.00460016-0.000138629j -7.99284e-05+0.00541712j 0.00352983-0.00150892j -0.000855178-0.00761691j -0.00566948+0.0013969j 0.00350084+0.000735107j -0.000574987-0.00592596j 0.00707684+0.00135922j 0.00086637-0.00266698j -0.00213134-0.00031877j -0.00268404+0.000963891j 0.00834822-0.000921808j 0.0027356+0.000499552j 0.00326901+0.00134698j 0.00437202-0.00563067j 0.00189296-0.00974612j -0.000496694-0.000396051j 0.00231472+0.00241273j 0.00337264+0.000369742j -0.00250779+0.00477959j 0.000793806+0.00219827j 0.00255905-0.0034677j -0.000658195-0.00772357j 0.00405814+0.00609192j 0.00407169+0.000582742j 0.00343881-0.000152112j 0.000513704+0.000505437j -0.000730204+0.00332756j -0.000613783-0.00493006j 0.00323704+0.00282724j 0.00173675+0.00150624j 0.00172473+0.00347407j -0.00319139-0.00262122j 0.00220723+0.000643607j -0.00384351+0.000412678j 0.00173654-0.00758072j 0.00221489+0.000921649j -0.00151333+0.00309983j 0.0029478+0.00285852j -0.00100681-0.00253917j -0.00116575+0.00162602j -0.000972843-0.000568062j 0.00226357-0.00110853j 0.00158814-0.0025832j -0.00301018-0.00020623j 0.00044648-0.000651357j 0.00104117-0.00160885j 0.00130378-0.0015006j -0.00130806+0.00213987j 0.000617308-0.000901577j -0.00134529+0.00291776j 0.00110292-0.00144022j 0.0047521+0.00241333j 0.00157336-0.000699282j -0.000458653-0.000181855j 0.00250183-0.00394332j 0.00134299+0.00205003j -0.00112378+0.0021565j 0.000307713-0.00329406j 0.000328025-0.00188785j -0.00164059-0.002126j -0.0010975+0.00480918j -0.000895804-0.00209252j -0.00352035-0.00072885j 0.000831046+0.001556j 0.000899183-0.000202255j -0.00449425-0.000599427j -0.000194652+0.00252346j 0.00581357-0.0252706j 0.00341179+0.00455251j 0.00760987-0.0104688j -0.00110514+0.00172902j -0.0262564-0.0211004j -0.0275592+0.021023j 
-0.00381444+0.00114592j -0.00147055+0.000487263j -0.00515479-0.0025552j 0.00145469-0.00719464j 0.00700187-0.00449603j -0.00500313-0.00610496j 0.00441365-0.00239786j 0.000243028+0.00230517j 0.00678735-0.00175142j 0.00736819+0.0061939j -0.00476817-0.000846501j -0.00746476+2.81082e-05j -0.0137267+0.00482723j -0.0119265-0.0032441j -0.000424382+0.00461652j -0.0124619-0.00494396j 0.00151465+0.00494951j -0.010127-0.000487246j 0.00126845+0.00641877j 0.00417088+0.00397166j 0.0163444+0.0093188j 0.00108374+0.00847972j 0.00476426+0.000589546j 0.00531579-0.0111564j -0.00172002+0.00945877j 0.00299919+0.00361688j 0.00488296+0.000949855j -0.00293595+0.00360114j 0.00292717+0.00787968j 0.000809218-0.000160351j -0.00382656+0.0174143j 0.00172904-0.00402422j -0.00265287-0.00291193j -0.0043733-0.0105858j 0.00105869-0.00341802j -0.00579013+0.00929618j -0.00857594+0.00249573j 0.00486791-0.0100161j 0.00157506+0.000695712j 0.00362871+0.00936306j 0.00543424+0.0114662j 0.00102009+0.00396159j 0.00654754+0.00927394j 0.00401776-0.000409482j 0.00358115-0.00822664j -0.00107315-0.00190426j -0.00639749+0.00441816j -0.00566459-0.00675996j 0.00435673+0.00474708j 0.000125432-0.000271106j -0.00796656+0.00610467j 0.00447666+0.00886437j -0.00376926+0.00293387j 0.00214817+0.0109302j 0.00401124+0.00228495j -0.00362732+0.0154472j -0.00587725-0.00286054j -0.00610339-0.00057031j -0.00699225+0.0155717j 0.0131696+0.00259167j -0.00154174+0.022893j 0.00391864+0.000427389j -0.00806328-0.00486932j 0.0112908+0.00600989j -0.00480005+0.0024634j -0.0130765-0.00471708j 0.00478018+0.0081544j -0.000302164+0.00755388j 0.0017104+0.00268619j 0.011988-0.00107164j 0.00230525-0.015638j -0.0100715+0.00786481j -0.00416465+0.00464833j -0.0116288-0.00152511j 0.0113369+0.0029442j 0.00392862-0.00485673j -0.00665814-0.0013308j -0.0103561+0.0203755j 0.000453326+0.000210396j 0.00587392+0.0069062j 0.0058145+0.0090748j -0.00394388+0.0061273j -0.000263538-0.00319637j -0.00259456+0.00213111j -0.0044704-0.0034999j -0.00287876+0.000493213j 0.0166856-0.00185382j 0.0105466+0.00125887j 0.000812133-0.00105299j 0.00519539+0.00124714j 0.00611788-0.00135058j -0.00335705+0.00420297j -0.000715043-0.00418752j -0.0014091+0.00179488j 0.000135221-0.000341904j 
-0.000917264-8.40979e-05j 0.00183137+0.00227686j 0.00490538+0.00644177j -0.00138893+0.00150743j 0.00184968+0.00399683j 0.00656271-0.00214329j -0.00602446+0.00452668j -0.0085702-0.000977195j 0.00401499-0.0034906j -0.00631366-0.0103469j -0.00803336+0.00112446j -0.00100845+0.00891632j -0.00271707-0.00503113j -0.00355445-0.000559091j -0.0142903+0.00467149j 0.000189921-0.00129989j -0.00271908-0.00190248j 0.0147688-0.0120318j 0.0221798-0.00071247j -0.00937906-0.0101704j -0.0125823-0.0100311j -0.00210363+0.00467295j 0.00663495+0.00777115j -0.00609404+0.00384251j 0.012408-0.00465008j -0.00626039-0.00179012j 0.000842751+0.00868277j -0.0124044+0.0031046j -0.00236403+0.00171707j 0.00363229+0.00121453j 0.000212277+0.0105382j -0.00796337+0.00500394j -0.00312056-0.00812023j -0.00456304-0.00217505j 0.00204801+0.000505332j 7.80169e-05+0.00206579j 0.0040967-0.00534413j -0.0117017+0.00217297j -0.0043319-0.000911782j -0.000717037+0.0238303j -0.000120496-0.0183801j 0.00175103+0.0133336j 0.00146602-0.00742986j -0.000988158+0.0126826j -0.00284599+0.000420762j 0.00373576+4.15781e-05j -0.00432283-0.00187671j 0.00126384+0.00314806j 0.000309449-0.00478768j 0.00211534-0.00490206j -0.00392332-0.00131324j 0.00150545+0.000949548j 0.000394328+0.00589102j 0.00423945+0.000490085j -0.00447325+0.010317j -0.000175163-0.00018645j -0.00326404-0.0141302j 0.00441334-0.00199012j 0.00699317+0.00922823j -3.91093e-06+0.00766487j -0.0134013+0.00117583j 0.000927209-0.00383923j -0.00167797+0.00622718j 0.00790617+0.00860497j 0.00261496-0.00568265j -0.00919484-0.00353137j 0.00220068+0.00915337j 0.00616592-0.011575j -0.00192263-0.00974957j 0.00695926-0.000685007j 0.0103411-0.00973683j -0.00170749+0.0107832j -0.00365706+0.0102681j 0.00881947-0.00593753j 0.0175861+0.00812936j 0.00168314+0.0116423j -0.00376829+0.00851311j -0.00729184-0.00184392j -0.00330653-0.00127313j 0.00298305-0.00140873j 0.00130139+0.0114756j 0.00994191+0.00464889j 0.0063828-0.000567622j -0.000371581-0.00142748j 3.02439e-05-0.00391056j -0.00368727+0.000626738j -0.0118859+0.00128669j 0.00500898-0.00472071j -0.0147178-0.00227626j 0.00351037+0.000722119j 0.00595935-0.00110608j -0.00516609+0.00551616j -0.00140678+0.00266541j 0.00156058+0.00398409j -0.00179786+0.0018649j 
-0.00121039-0.00128864j -0.00227106-0.000370819j 0.0112073-0.011224j 0.000695186+0.00396031j 0.00116257-0.00296693j 0.000725761-0.00358978j -0.00449606-0.00518377j -0.00414806-0.00163036j -0.000204707+0.00241861j -0.0068126+0.0131968j -0.00812021-0.00918834j -0.000472106+0.00626664j 0.00566086+0.0140774j -0.0172379+0.000558313j -0.00730195+0.00500038j 0.00485043-0.00193603j -0.00213859+0.00941558j 0.00209243+0.000750505j -0.0127198+0.0063376j -0.00327279-0.00948706j 0.00117361+0.00367741j -0.00493452+0.00717449j -0.00193989+0.00502708j -0.00728482-0.00992503j -0.000219915+0.000850962j 0.00635564+0.00782002j 0.00854611-0.000387654j 0.00176145+0.0111485j 4.93133e-05-0.00392032j -0.0022284+0.0048962j -0.0103311-0.00919495j -0.0026521+0.0104766j 0.0138685+0.00395634j 0.00273563-0.00526654j 0.00437612-0.00246533j 0.00904252+0.0146677j -0.00211301-0.0137004j 0.0154441-0.0135276j 0.0065822-0.00110645j 0.00891514+0.0226372j 0.00164214-0.00285136j 0.00560537-0.01858j 0.000351732+0.0042756j 0.000897265+0.00924902j 0.00820694-0.0109576j -0.000498953+0.00357526j -0.00237682-0.000975044j -0.00477019-0.0183747j 0.000941661-0.00387735j 0.0033195+0.00750926j -0.00633986+0.00195842j -0.00542523+0.00658066j -0.00454745-0.0031531j -0.000469483-0.00225427j -0.00317402+0.0143037j 0.00248735-0.00319537j -0.00673602-0.00614236j 0.00218091-0.0088444j -0.00513354+0.00163341j 0.00944895-0.00370995j 0.00915968-0.00201973j -0.00767458+0.00912901j -0.0112607-0.0107556j -0.00991532-0.00735526j 0.00267706+0.00123948j 0.00278579+0.00900294j 0.00199398+0.00223562j -0.010781+0.0165837j -0.00464318-0.0113383j 0.00196656+0.00160419j 0.00734156-0.00734255j 0.000716979+0.00926722j 0.0081161+0.00145737j 0.00550631+0.00687931j 0.011835+0.00882021j -0.00405046-0.00957028j -0.0136168+0.00681688j -0.00171382-0.0106502j 0.00523116-0.00905702j 0.000161784-0.00481775j -0.00125251-0.00168981j -0.0120356-0.00654717j -0.010051+0.00785377j -0.00150272-0.000875279j 0.00739446+0.00256686j 0.00303002-0.000860567j -0.00681006+0.00447673j -0.00099534+0.00232536j -0.00364313-0.000386054j -0.00752547-0.000999426j 0.00114426+0.000892885j 0.00988506-0.00526156j -0.000864357+0.00455676j -0.00346517-0.000284999j -0.00208197-0.00163121j 
0.00112403+0.00301801j -0.00526327-0.000181321j -0.00423108+0.000970609j -0.000159457-0.00660413j -0.00493849+0.00039836j -0.00589449+0.000970838j -0.00134527-0.00157919j -0.00631744+0.00550479j 0.00457572-0.00538024j 0.00215515-0.0024428j -0.00753964+0.00715752j 0.00401038+0.00640967j -0.0040318-0.0151497j -0.00844838+0.00030342j -0.0145625-0.00699286j 0.00985436+0.00355932j 3.63979e-05-0.00761314j -0.00311246-0.00399222j 0.00988864-0.00307549j -0.000943645+0.004681j -0.000933439+0.000789118j 0.00429502-0.00155555j 0.00238935-0.00267118j 0.00190232-0.00197925j -0.000247279-0.00182308j -0.00767766-0.00759448j -0.000434509+0.00698567j -0.00516715-0.00494203j 0.00360263-0.00314845j 0.00194129+0.00630556j -0.000852788+0.00432418j -0.00426919+0.00399522j -0.00924382+0.00689901j -0.00461425-0.0156j -0.00039628-0.0232939j 0.00246547+0.00840755j -0.00187716+0.00792924j -0.00221887-0.00242683j -0.00428101+0.00477359j 0.000755719+0.000451446j -0.00532005-0.00526211j -0.00247991+0.0071473j 0.00140522-0.000467593j -0.00645825+0.00413864j -0.000112352+7.07774e-05j -0.000841487-0.00565273j 0.00103603-0.010341j -0.00152507-0.000332822j 0.014063+0.00122914j -0.000819487+0.00661967j 0.000361537+0.00623828j -0.00284215-0.00621161j -0.000176688+0.00516872j -0.0041081+0.00502568j 0.00512291-0.00505734j 0.00843665+0.0138398j 0.00496497+0.0174102j -0.00708291+0.0110391j -0.00540255-0.00141966j -0.0149763+0.00339402j 0.00559614-0.00699928j -0.00113035-0.00575635j 0.000716383+0.00598355j -0.00126782-0.00579218j -0.0115627-0.000909754j -0.0015819-0.00931145j 0.00166308-0.00383662j 0.00916499-0.0027896j -0.000667934-0.00679618j 0.00177586+0.0183585j -0.00191584-0.00709878j -0.00826514+0.012352j 0.00522169-0.0161237j 0.0173484+0.00275139j -0.00142579+0.00574729j -0.00892936-0.0111868j 0.00519959+0.00112068j -0.00296509+0.0047102j 0.0149388+0.00288972j 0.0146414-0.00252445j 0.00159666-0.00588776j -0.00362265-0.00270791j -0.00240701+0.00260093j 0.00307859-0.000793374j 0.00234036+9.54945e-05j -0.00070293-0.00149149j 0.00493731+0.0036475j -0.00933562-0.00365312j 0.0101421-0.00275455j -0.00410393-0.00177476j 0.000978094+0.00372119j 0.00184141-0.000298131j -0.00612593-0.000545852j -0.0026027+0.00121877j -0.00332586+7.88601e-06j 
-0.000779638+0.00460442j -0.00122757-0.000236722j -0.00232127-0.00443032j -0.00191279+0.00621679j -0.00268107+0.00120318j 0.00361166-0.00254829j -0.0037395+0.0069079j -0.00414329+0.00083948j 0.00250998-0.00367596j 0.00876349-0.00173845j 0.0130352-0.0127727j -0.00238096+0.00430184j 0.00275302+0.0237911j 0.00496761+0.00610258j 0.0128573+0.00286831j 0.000390738-0.00948609j 0.0073713+0.0103194j 0.00177632-0.0114324j -0.0100267-0.00732813j 0.00128152-0.0127851j 0.00800335-0.00434257j 0.00499335-0.000797695j -0.00330527+0.0193225j 0.00336413-0.00620555j -0.00285154+0.000497343j 0.00130857-0.0104768j 0.00530461+0.000581355j -0.0059315+0.00349593j 0.00689705+0.0113957j 0.00194488-0.00746949j 0.00600044+0.000220264j 0.00269596-0.00206796j -0.00162326-0.0114501j 0.00319848+0.018182j -0.00196928-0.00191j -0.00435373+0.00178218j -0.00245167+0.00826331j 0.00318494+0.00521119j -3.17485e-05-0.00169673j -0.000404596+0.00270903j 0.0135746+0.00703956j -0.000486594-0.00189168j 0.00681505-0.00260628j 0.0126457+0.00862111j -0.00330745+0.00100863j -0.00199724+0.00146009j -0.0107507+0.0194319j -7.27166e-05-0.00904937j 0.00645602+0.0116577j 0.00226341-0.0143996j -0.00630082+0.00122507j 0.00692607+0.012367j -0.00604345+0.00528321j -0.000213063+0.0140619j 0.00346771-0.00778261j -0.0125658+0.00541425j -0.00207094-0.0125785j 0.0118241+0.00522061j 0.000181553+0.00484872j 0.000193421+0.00335611j -5.16659e-05-0.00270693j 0.00155966-0.00767067j 0.0120185+0.0172449j 0.0085955+0.0103919j 0.00512202-0.00347863j -0.00985454-0.00158279j -0.00143444+0.00137182j 0.0211596-0.0165131j -0.00459044-0.00127013j 0.00673313-0.00181895j 0.00398225+0.00618179j -0.0055765+0.00490989j -0.0116149-0.00704149j 0.00307977+0.00994071j -0.000572789-0.00684406j -7.61511e-05+0.00720966j 0.0116659-0.00119683j 0.0020574-0.00916996j 0.00129648-0.00863065j -0.0137104+0.00137204j 0.00145358-0.00206245j 0.000410509-0.00259243j -0.0060496-0.00152382j -0.00326684+0.00413887j 2.60105e-05-0.00182244j -0.00285916+4.14334e-05j -0.0144524+0.00167083j 0.0010315+0.00160117j 0.000505784+0.00555929j -0.000318642+0.000118948j -0.00135429-0.00018782j 0.00126853-6.04777e-05j -0.00101906-0.0058215j -0.00149997-0.00065727j 8.23564e-05+4.45153e-05j 
0.00503727+0.00180351j -0.00281881+0.00420843j 0.00443968-0.00614451j 0.00521211+0.00518085j -0.00694329+0.0033522j 0.00186588+0.000909433j -0.000619873-0.000638383j 0.000672385+0.00821714j 0.00267029+0.000397693j 0.0125845+0.00731895j -0.000418351-0.00312347j -0.00264087+0.00410298j -0.00718805+0.00668823j 0.0140658-0.00133283j 0.0137398-0.0113404j -0.0123139-0.00460785j -0.0225379-0.000246846j -0.00482245-0.00323675j 0.0118247-0.000872499j -0.00478794-0.00469204j 0.00870481-0.00038108j -0.00334626-0.0175456j 0.000528455+0.00271506j -0.00554904+0.00252219j -0.00511256-0.00167753j -0.00751738-0.0211179j -0.00948194-0.0192304j -0.00189209-0.00483344j 0.00659372+0.00108927j 7.32415e-05-0.0119807j -0.00101753-0.0198236j 0.00695893+0.00646019j -0.0047116+0.00407297j -0.00638974+0.0172116j 0.000987362-0.0204205j 0.0023964+0.00909685j 0.00492777-0.0108263j 0.00258759-0.00493212j 0.00632159-0.00243023j 0.00493481-0.00148266j -0.00897222+0.000416414j 0.00676463+0.00259634j -0.00361575-0.00546007j -0.0147892+0.0067341j -0.00155197+0.00531762j -0.00541199-0.0024805j -0.003499-0.0134139j -0.00169385-0.0141778j 0.0141948-0.00816795j -0.00225301+0.0192707j 0.00231166+0.00450941j -0.0102524+0.00703207j -0.00204055+0.00582688j 0.00264872-0.00521265j -0.00286924-0.00339313j 0.00619338-0.00138547j 0.00543272+0.00484096j -0.0114799+0.00315608j -0.0148997+0.00582646j 0.0072751+0.00338447j -0.0051786-0.00182658j 0.0010771+0.013772j 0.00587846+0.00571369j -0.0122838-0.00567952j 0.000798239+0.013738j 0.00855125-0.014329j 0.00698781-0.0104039j 0.00301465+0.00363025j 0.00572119+0.016619j 0.00403067+0.00102035j -0.01473+0.00892769j -0.0126476-0.00216952j -0.001746+0.0085126j -0.00381831+0.00541171j -0.00864864-0.00751133j 0.00908731+0.0129035j 0.00327589-0.00869856j 0.00679327+0.00607659j -0.00674282+0.0135621j -0.00274092-0.000806801j 0.00134444+0.00177755j 0.00332903-0.000886218j 0.00962701+0.00404094j -0.00382196+0.000843929j -0.0135924+0.00178699j 0.00254563-0.000376009j 0.00415141+0.00123014j -0.000576158+0.000194303j -0.00158178-0.00148557j 0.00180157+0.000174738j -0.00121052-0.00118207j 0.000365376-0.00180835j 5.55334e-05-0.000783388j 0.00102281+0.00209635j 0.00247368-0.00168599j 
-0.00119825-0.000173388j -0.00128494-0.00122732j 0.00485331+0.0022432j -0.000919821+0.00134741j 9.74272e-05-0.000357042j -0.00102054+0.000989356j -0.00248993-0.00233804j -0.00368523+0.00140478j 0.00377216-0.00149781j 0.00458021-0.00500626j -0.0131998-0.00461149j 0.00705216-0.00487152j -0.0114973+0.00611738j -0.00634898-0.000997341j -0.00672605-0.00710946j -0.0126317-0.00311464j -0.0060366-0.00822938j -0.00612471-0.00359921j 0.00868977-0.00322706j -0.00185002-0.00299489j -0.00125501-0.00595155j -0.0017485-0.00604123j -0.000834413-0.00248396j -0.000878409+0.00643393j -0.000306481-0.00731753j 0.00413447-0.00489347j 0.00761952-0.000822806j 0.00184032-0.00789633j 0.000323496+0.00668192j 0.000434158-0.0172559j -0.00707258+0.0132795j -0.000596416-0.00844805j 0.000441363+0.00126143j 0.000333106-0.0355058j -0.00397279+0.0184454j 0.00072364-0.00306504j 0.00220859+0.00680635j 0.00131253+0.00766175j 0.00576813+0.00118259j 0.0107772+0.00417081j 0.00887849+0.00796061j 0.000935458-0.000990225j 0.00491334-0.00869404j 0.00548623+0.010653j -0.00149715-0.0073055j -0.010584+0.00293945j -0.00150185+0.00914178j -0.00191309-0.0117352j 0.0124861+0.00201517j 0.00543292+0.00243425j -0.00602391+0.0211137j -0.00492003+0.0141032j -0.00829449-0.0014481j -0.0046846+0.00898476j 0.00687799-0.00821742j 0.00369441+9.86202e-05j 0.00171542-0.000160091j -0.0059089+0.00210396j -0.0112818-0.00111011j 0.0186393+0.00771274j 0.00816863+0.0117097j -0.00615506+0.0160375j 0.00885942+0.00292232j -0.00965399-0.0142j -0.00884112+0.0074154j -0.00670763-0.00816455j 0.0113149-0.00887444j -0.000582971+0.00445554j 0.0080143-0.00916259j 0.00882814+0.00546381j -0.00318086-0.00184372j -0.0117367+0.0138284j 0.0052051+0.014372j 0.00655496+0.00275879j 0.0135924+0.00213708j 0.00455308+0.00450794j -0.00891284+0.00334554j 0.000417813-0.00378244j -0.0027631+0.00368138j 0.00169131-0.00760043j -0.00434942+0.00285389j 0.00126434-0.00417569j 0.00301298+0.000811128j -0.00367498+0.00472341j -0.00675605+0.000543147j -0.00607084-0.0012914j -0.00998169+0.00233971j -0.00325218-0.000476179j -0.000846154-0.000413721j -0.00280353-0.000362894j -0.00256306+0.00120826j 0.00135339-0.00293548j -0.000360589+0.000939466j -0.00088378+4.80486e-05j -0.00107886+1.22759e-05j 
-7.52321e-05+0.000501411j 0.000864611-0.00182654j -0.00112929-0.0090791j -0.0026981+0.00350089j -0.00891473-0.000958194j 0.003978+0.00421929j 0.00336667+0.00475306j -0.00341564-0.00221568j -0.00444024+4.36432e-05j 0.010985+0.00305603j -0.0114916-0.00390039j 0.0050533+0.00716986j -0.00350751+0.0132889j -0.0150062+0.00515525j -0.019399+0.00225321j -0.0183198-0.00243314j 0.0108185+0.00250648j 0.00179638-0.00359008j -0.00525259+0.00186223j -0.00409045-0.00285309j 0.00271116+0.00650956j 0.00263597+0.000874134j -0.000419103+0.0154594j 0.00878183-0.0119213j -0.0062991-0.00584217j -0.0020168+0.0051448j -0.00614688+0.0152662j -0.000420448+0.0145893j -0.00156302+0.00300079j 0.00504351+0.0226336j 0.00668978-0.0167805j -0.00502427+0.0063869j 0.0011078+0.00541994j -0.00655504-0.0234043j 3.78906e-05-0.0108083j 0.00222718+3.8235e-05j 0.00550587+0.00232556j 0.000507962-0.0030232j -0.00302891+0.0104278j -0.00926866-0.00561307j -0.00808575-0.00471755j -0.00396199+0.00239858j -0.00157985+0.00177226j -0.0128343-0.00207622j 0.00140684-0.000741135j 0.0130412-0.00194056j 0.00813794-0.0108829j 0.00498575+0.0105393j -0.0145324-0.00433394j 0.00167142-0.000903384j 0.00212237-0.0152586j -2.7071e-05-0.0153811j 0.00243303-0.00832868j -0.00116791-0.0111715j 0.00135475-0.00277198j 0.0124753-0.00297017j 0.00845716+0.00178137j -0.00618485+0.00973027j 0.0115256-0.0025692j -0.00587074-0.00214315j 0.00112883-0.00385411j 0.00201651+0.00435785j -0.0001135+0.0135953j 0.00161928+0.00105249j -0.00281929+0.000646872j -0.00428496-0.00623965j 0.00908673+0.00374748j 0.0026745-0.00213825j -0.00409617-0.0119103j 0.00538808+0.00201024j 0.00442762-0.0176178j 0.00271523+0.0119636j -0.00502245+0.00555127j 0.013152-0.00769513j 0.00944825+0.013231j 0.00493725-0.00433206j -0.00981137-0.00114999j -0.00230529+0.0131376j 0.00739502+0.00242591j 0.0156373+0.000523558j -0.00249733-0.00237858j 0.00523172-0.000782926j 0.0025714-0.000389852j 0.00226394-0.00129272j -0.0033234+0.00498875j 0.0029406-0.00183073j 0.00973931+0.000840703j -0.00327053+0.00176889j 0.00101752-0.002431j -0.00177176+0.00228671j 0.00192927+0.000869528j 0.00106671+0.000209534j -0.00454651-2.45221e-05j 0.0013938-0.00227154j -0.000224211-0.00257229j 
-0.00521094-0.00273741j 0.0033548-0.00555773j -0.00161084-0.000471716j 0.000216513-0.00315012j -0.00264584+0.00429143j 0.00770084-0.00204331j 2.40726e-05-0.00141552j -0.0147411-0.0142193j -0.00358611+0.00822983j 0.00535371+0.00809695j 0.000279925+0.00482851j 0.0198733+0.00467206j 0.00252047-0.00686303j 0.0204609-0.00653236j -0.000745221+0.010432j -0.000327872-0.000198064j -0.0111232+0.00801145j 0.00861945+0.0013618j 0.00690011+0.0094231j -0.00252108-0.00647985j -0.00881535+0.003997j 0.000770556+0.002918j -0.000772108-0.00136359j -0.000580096-0.00934487j 0.00848276+0.00873148j -0.000930759-0.00363413j 0.00048733-0.00770898j -0.000241855+0.00628362j 0.00387544+0.00785983j 0.00343485+0.00056722j -0.000240948+0.0103842j -0.00196589-0.00567941j 0.00164208-0.0107493j 0.00105011+0.0158763j -8.98973e-06-0.011151j -0.00195423+0.00768727j 0.00309672+0.00361749j -0.00315365-0.00402985j 0.00301492+0.00114553j 0.000831272-0.000482614j 0.00826246+0.0116683j -0.00169239+0.0101701j 0.00716315+0.00011835j 0.00613247-0.000588369j -0.000768108+0.00158151j 0.00697604-0.00207375j -0.00722389+0.0121828j -0.00410387-0.0010484j 0.00397812-0.00160889j -0.00354851+0.0021202j -0.00140814-0.000406792j 0.00239736+0.000779786j 4.19173e-05-0.00420123j 0.00262444+0.00931249j 0.00195342-0.00458375j -0.008429+0.0137181j 0.00236443-0.00528526j 0.00457331+0.00809325j -0.00791261+0.00105535j 0.00883807-0.001567j 0.00520891+0.0132025j 0.0010094+7.42919e-05j 0.000969143-0.00926557j 0.0120707-0.00195217j -0.000966401-0.012916j -0.00266319+0.00354658j 0.000438601-0.00189295j -0.00624487+0.00524475j 0.00695751+0.010714j -0.00425316-0.0065073j -0.0105627+0.00169892j 0.00458594-0.00170424j -0.00069589-0.0016997j -0.00897886+0.000443798j -0.00198105-0.00461505j -0.00104614-0.00164519j -0.00150061+0.00105684j -0.00349289+0.00850886j 0.00302237+0.00458707j -0.00358237-0.00249153j 0.00486483+0.00359233j 0.000880818+0.00274504j 0.00327689-0.00458339j -0.00132082+0.000313031j -0.0034561-0.000327302j -0.0038147+0.00074957j 0.00641479+0.002534j -0.00425061+0.00188215j 0.000961265+0.00229127j 0.000523673+0.000126294j 0.00259197+0.00251453j -0.00232417+0.00331454j -0.0039792-0.000589567j -0.000783904-0.00422675j -0.00357237-0.000246661j 
0.00101666-0.0059209j 0.0018206+0.00013809j 0.00212133+0.0126j -0.000429916+0.00663351j -0.000970126+0.00431175j -0.00492575-0.000388546j -0.00329699-0.00179392j -0.0072408+0.00484491j 0.00404392+0.00178667j -0.00578142+0.00490738j 0.00534912+0.00141376j -0.00141476-0.00163137j -0.00859258-0.00286289j -0.00841715+0.00112337j -0.00753321-0.00289316j 0.0124646+0.00335768j 0.00447584-0.00367778j -0.0200228+0.00201115j -0.013542-0.000473161j 0.00549592-0.00129145j 0.00257696+0.00350248j 0.00357125+0.000576533j 0.000656669+0.00219848j -0.00877868+0.010548j 0.00178095+0.00757524j -0.00121151-0.0018848j 0.00652823+0.00866214j 0.00130372-0.00504801j -0.00185931+0.00259818j -0.00475547-0.0020688j -0.00250172-0.00461199j 0.00102207+0.00466343j 0.00350355-0.0155281j -0.00184698-0.00299796j -0.00407023-0.0060056j -0.003409+0.00677763j -0.000846669+0.00729374j -0.00273639-0.00210026j 0.00147709+0.00147579j -0.000122206+0.00705612j 0.0109442+0.000350627j -0.00314452+0.0031378j 0.0046822+0.00304028j 0.00516615-0.001886j -0.00212027-0.00279273j -0.00417247-0.00722369j 0.00414287+0.019411j -0.0133375-0.00511619j 0.00735773-0.0093138j 0.00415641-0.00300391j -0.00881575+0.00899684j -0.00615374+0.00235464j -0.00563083-0.00990195j 0.00224988+0.00179432j -0.00115499-0.00100049j -0.00233624+0.0117714j 0.00513752+0.00184081j 0.0016379+0.0166169j -0.00308268+0.00337768j -0.00534208+0.00269324j 0.00642856-0.00447575j 0.00226006-0.0104601j -0.00427393-0.0078357j 0.0190635-0.00194194j -0.0073051-0.00191558j -0.00562601+0.00499647j 0.00110374+0.0191312j -0.00224794-0.00486271j -0.0102454-0.0100454j -0.00085093-0.00585919j 0.0111292-0.00686854j 0.00934118-0.00467218j -0.00115687+0.001614j 0.00204413-0.00836938j -0.00212859+0.000463382j 0.00139015+0.0153433j 0.000193592+0.00616474j 0.000660369-0.0100011j 0.0033507+0.00821794j -0.00252572-0.00114058j -0.00412175-0.00100299j 0.00757565-0.0138249j 0.0149536-0.00139509j -0.00390302+0.000702315j -0.00484314+0.0017675j 0.00190298+0.00216424j -0.0130494+0.00105183j -0.00319075-0.00473356j -0.00215028-0.000176664j -0.00379774+0.000368261j -0.00535073+0.00217802j 0.00349087-0.00473514j 0.00526567+0.00233325j 0.00113551+0.00100779j 0.000102175-0.00226959j 
