0.00488412+0.0491512j 0.050605+0.0334717j 0.0284758-0.0425172j -0.0826555+0.0823401j 0.011125+0.0356359j 0.0138444+0.0442492j -0.00616958+0.13197j -0.0296951+0.0812093j 0.0113918-0.0225437j 0.0260534-0.00526838j -0.049511-0.0359992j -0.0237497+0.0130784j -0.027125-0.0108415j 0.0427373+0.0114636j 0.00789583+0.0616423j -0.01079+0.0443474j -0.0145705+0.0244657j -0.0112353-0.00924768j 0.0469512-0.00633125j -0.00920632-0.0971262j -0.0113869+0.0156622j 0.0121764+0.0361706j -0.0337292+0.0731456j -0.0341769+0.045707j 0.0343667-0.0398737j -0.149443-0.0824941j -0.0394177-0.0217278j 0.0532588-0.0449016j 0.0440054-0.0162213j -0.00323705+0.0670444j 0.00715076+0.133078j 0.0122779+0.028332j 0.0607431+0.00755061j -0.0811835+0.0977297j 0.0350853+0.0463551j 0.0565793+0.0519532j -0.0920501-0.0585808j -0.0141189-0.0259318j 0.00310916-0.0603631j -0.00547378+0.092283j 0.0873664-0.0501492j 0.0784751+0.0445527j -0.113052-0.0769947j -0.00683263-0.0327717j -0.0114052+0.0264993j -0.096167-0.123376j -0.0583481-0.134362j -0.0228747+0.0450573j -0.0897442-0.0547467j -0.0542686-0.108089j 0.0265321-0.0231233j 0.0267097+0.0164291j 0.0309201+0.0254177j -0.0595096+0.00903588j 0.0039057+0.0354301j -0.00860491+0.0162046j -0.00859521-0.0255713j -0.00302897-0.041606j 0.0102024-0.014246j 0.00112541+0.0312507j -0.00473235-0.0146237j 0.0101392-0.0323618j -0.0599657+0.0105303j -0.0102714+0.0254369j -0.0231111-0.0181389j 0.0190396-0.00456855j -0.0111653-0.00470909j -0.00106169-0.00105209j 0.00125349-0.0660696j 0.0117071-0.00257729j -0.00797086+0.0494538j 0.0130265+0.00924444j -0.0201994+0.00563842j -0.0560898+0.0205649j -0.0301369-0.0312856j 0.0281426-0.0572079j 0.0706657+0.0651896j -0.0257087+0.0140956j -0.0133945+0.00996082j 0.174696+0.00145951j 0.0879626-0.0677343j 0.0102805+0.0887389j -0.0873044+0.0525815j 0.0925669+0.0239447j 0.0462589+0.142866j 0.00938253-0.0766294j -0.0410356-0.0240724j -0.0265486-0.0113024j 0.0540754-0.020956j -0.0944557-0.0288786j -0.0054281+0.117339j 0.0322574+0.0680868j -0.00342959+0.0256491j -0.150146+0.00275918j -0.0922329-0.170864j 0.166527+0.0134533j -0.153049-0.256598j -0.17054-0.0924582j 
0.011636-0.00534995j -0.00583051+0.0204626j -0.00731683+0.000588468j -0.00581377+0.00556352j 0.00495219-0.0137369j -0.000503638-0.0166812j -0.00224162+0.00458705j -0.00437327+0.00861757j 0.0125791-0.00920269j 0.00139011+0.00216944j 0.00638325+0.00563778j -0.000974628-0.00871604j 0.012389+0.000438846j 0.00853866+0.00144794j 0.0100332-0.0068414j 0.00475066+0.00466665j -0.00100415+0.0145994j -0.000761231+0.00931073j 0.000775016-0.00463726j 0.00176194-0.00631037j 0.0163859+0.00145084j 0.00245329+0.00187891j -0.0156551-0.00789982j 0.00291168+0.0016542j 0.00796023-0.00724785j -0.00014662+0.00692823j -0.00562088-0.0117121j -0.0044623+0.00274997j -0.00380488+0.00528231j -0.00638007+0.00391068j 0.00366195-0.00449585j -0.00164994-0.00468185j 0.00568841+0.00508573j 0.0135466-0.00224834j 0.0104514-0.00125535j -0.000244041-0.0032154j -0.00331981-0.0112314j 0.00976851-0.0119594j -0.0113201-0.00722486j -0.00527109+0.0062794j -0.00661484-0.00146989j 0.00696046+0.00635793j -0.00802263-0.00870707j 0.00412213-0.0168668j 0.00134013+0.00646384j -0.00756007+0.0112069j -0.00568504+0.022093j 0.00436037+0.00137395j -0.0052342-0.0144842j 0.0039063-0.0154548j -0.0246561+0.00158302j -0.00685215-0.0162419j 0.00222007+0.0334922j 0.000893664-0.00630739j 0.0150486-0.00520755j 0.000703534-0.0144059j 0.0146904+0.0282717j -0.00411602+0.0344288j 0.0250577+0.0348042j -0.0286975+0.00667647j -0.0281653+0.0245883j 0.00539705+0.0164904j 0.015068-0.00903165j -0.0136564+0.0164786j 0.0321984-0.027606j 0.00267213-0.0447067j -0.0137056+0.014812j -0.0071+0.0121486j 0.00986668-0.010422j 0.00637918+0.0229043j 0.008947+0.0288169j 0.00334518+0.0104396j -0.00647721+0.00745356j -0.000496527-0.0103816j -0.0103279+0.0153337j -0.0123729-0.0204831j -0.0191457+0.00491471j 0.00317943-0.0309526j -0.00548168+0.0317937j 0.0095733+0.0072306j -0.0121274-0.0118616j -0.00694997-0.0146831j -0.0114915+0.00823286j 0.0127506-0.0132571j -0.00257862+0.0241814j 0.00540415+0.0153662j -0.0252844-0.00320942j -0.00893614+0.00714277j -0.00337091-0.00833859j 0.0069913-0.00799426j 0.017676-0.00294107j 0.00302443+0.00538252j 0.00846495+0.0136066j -0.00659614+0.00626397j -0.0141827-0.00702905j 0.00528276-0.00569603j 0.00165212-0.0026308j 0.00259741+0.00996697j 
-0.000231561+0.0132798j 0.00191681-0.00527166j 0.0334385+0.00668698j 0.0110557-0.0111781j -0.00418066-0.00213788j -0.00338183-0.00242973j 0.00228764-0.00559523j -0.000246852-0.0133549j -0.00547907-0.000210545j 0.00593609-0.0097351j 0.0155737+0.00773802j -0.0128867-0.0135965j 0.000627181-0.000123249j -0.00734063+0.00783356j 0.0123933+0.00058402j -0.00573239+0.0142036j 0.0021762+0.00528397j -0.00247304-4.55027e-05j 0.00581163+0.00824j 0.00673002+0.00113486j 0.0204561+0.0110823j 0.0108606-0.00447556j -0.0099514-0.0160036j 0.00196488-0.00915672j 0.00524212-0.0105402j 0.000177979-0.00601998j -0.00360468-0.00112919j -0.0170464+0.00422319j 0.011703-0.00252448j 0.0140376-0.00301133j 0.012674+0.00692386j 0.00124401+0.00169022j -0.00974657+0.000403543j 0.0123397+0.0173487j 0.0033744+0.00676491j -0.00733973+0.00784148j 0.00785661+0.00236861j -0.00771559+0.000701562j -0.00040458-0.00396302j -0.000468968-0.00387027j -0.00620481-0.00366395j -0.00672076+0.0090112j -0.00329796-0.00721626j -0.00084318+0.00748432j -0.000166648+0.000307446j 0.00381334-0.00766054j 0.00840863-0.0186144j 0.00373461+0.00392411j -0.00561472+0.00269774j -0.00947366-0.00442745j 0.0186214-0.00877106j -0.00664963+0.0271824j -0.00811186-0.0332475j -0.0048217-0.00661304j -0.0533725-0.0166521j -0.0176247+0.0308961j 0.0146102-0.0329952j 0.0272537-0.00753848j -0.0162427-0.0109982j 0.0410447+0.0141994j 0.0136278+0.0145614j 0.0146177-0.00231906j -0.0117185+0.0380744j 0.0171014-0.0476073j -0.0376532+0.0168381j 0.000155333+0.0261572j 0.0184014-0.0113528j -0.00426057+0.0141582j -0.0164495-0.0209256j -0.0393698-0.0224795j -0.00140004-0.0174379j 0.00673918-0.0124745j 0.0140941+0.00860486j -0.000252902+0.0101296j 0.00232203-4.71205e-06j 0.00294825-0.00467927j 0.00218732-0.000626781j -0.0134695+0.0039258j 0.0105833-0.0163429j -0.0095191+0.00291633j -0.00213057+0.0196294j 0.0149298+0.012587j 0.0166626+0.0141768j -0.00340246+0.0386812j 0.00290307-0.00835356j 0.00207304-0.00585696j 0.0115204-0.0048084j 0.0197689+0.0165664j -0.00471245+0.00454329j -0.00553261-0.00468082j -0.0122523+0.0112097j 0.00961807+0.000447112j -0.00172167-0.00400922j -0.00297397-0.0111868j 0.00724309-3.01983e-05j 0.011797+0.00762717j -0.00723101-0.00626595j -0.00526369-0.00719046j 
-0.00193596-0.000235258j -0.010608+0.0120006j -0.0178355-0.0103138j -0.00945739+0.00517719j -0.000482428+0.00804869j -0.00413862-0.0148017j 0.00843366-0.00931127j -0.00696334+0.00804613j 0.0160476+0.000332102j -0.00598739+0.00527624j -0.00147029-0.00175943j 0.018511+0.00845839j -0.000942075-0.012166j 0.00421316-0.0231207j 0.0142763+0.00749148j -0.000639043+0.00783447j 0.0201046+0.0120924j 0.00991073-0.00798808j 0.00153683+0.0129134j -0.00372184+0.00261919j -0.00990368+0.00126912j 0.00148624-7.36423e-05j 0.000193933+0.0139455j 0.00639655-0.00123949j -0.0163124-0.00657382j 0.0181726+0.0114515j -0.00321061-0.0110478j 0.0160979-0.00428312j -0.00113488+0.00385041j -0.00218805-0.00321171j -0.00113201-0.00136255j 0.000567623-0.000708359j 0.0107083-0.0109968j 0.00984112+0.00353982j -0.000379689+0.0124325j 0.00294902-0.00660901j -0.0086298+0.00636193j 0.0105576+0.0106158j 0.005454+0.0125983j 0.00451347+0.00404131j -0.000958386+0.00638262j 0.00706064-0.00828382j -0.0234644-0.00439801j 0.00287326-0.00959023j 0.0191246+0.00467729j -0.00187614+0.0167682j 0.00185445+0.0210833j 0.0218005+0.0116127j -0.00373668+0.0073356j -0.000494902-0.000339164j -0.0233309+0.0142923j -0.0155343+0.0154501j -0.0282905+0.00308465j 0.00295046-0.0290895j -0.0466346-0.0170923j -0.0138148+0.0275385j 0.0259361+0.00868346j -0.00960665+0.0162002j 0.00218172-0.00347286j -0.00757855+0.0221797j 0.00225024-0.0116153j 0.00732646+0.000152857j -0.00556996+0.00710061j -0.000682267-0.023659j 0.0257337-0.0139022j 0.0144427-0.023285j 0.00368647-0.0101862j -0.0108332+0.0310607j 0.0178758-0.00277701j 0.0087356-0.00777304j 0.010097+0.00879788j 0.0101485+0.0251553j 0.000970361-0.00112239j 0.0263224-0.0139579j -0.0173324+0.0159846j -0.00281403+0.00165349j -0.00809685+0.00247461j 0.0075886-0.0209931j -0.00369415+0.00931396j -0.0120572+0.00435982j -0.00694339+0.00454362j 0.00497356+0.0135685j 0.000599377+0.0125344j -0.0151157+0.0234647j -0.00998097+0.0150218j 0.00493194+0.00475236j -0.0133095-0.0100468j 0.000891876+0.00938333j -0.00394735+0.00458123j -0.00341343-0.00170341j 0.00741385+0.00221863j 0.00464716+0.00538387j 0.0138007+0.0081185j -0.00306359+0.00285311j -0.00410674+0.00511323j 0.00534264-0.00461416j 0.00473943+0.0067242j -0.00233345+0.0120423j 
0.0177595-0.0160749j 0.00614372-0.0137962j -0.00571275+0.00177033j 0.00651662+0.00645577j 0.00845097+0.00239911j 0.00489595+0.0146165j -0.0143816-0.00974656j -0.00206326-0.0142817j -0.0103938-0.00967188j -0.0118535+0.00539661j 0.00388984+0.0105923j 0.00767084+0.00107723j -0.0100995+0.000725767j 0.00884248+0.0149294j 0.00154556+0.00542079j -0.014802-0.00100958j -0.00265148-0.00761122j 0.00983886-0.00892013j -0.002071-0.00869741j 0.00458911+0.0106992j -0.0219627+0.00712518j 0.0116244-0.00548613j -0.00457176+0.000166384j -0.00512937-0.00255911j 0.00236174-0.00771178j -0.00780974-0.012974j 0.0103537-0.00872233j 0.000768722+0.00131049j 0.0151359-0.00860955j -0.00491818-9.18416e-05j 0.00636469+0.0110209j -0.00515609-0.00101101j -0.00319414-0.00816507j -0.0256557+0.00273945j 0.00379736-0.0094598j -0.0074574+0.0179246j -0.00312299-0.00322489j -0.0164625-0.00512731j -0.0134065+0.00815394j 0.00697972-0.00325169j 0.00962071+0.00626821j 0.00436779-1.07503e-05j 0.0239278+0.0123766j -0.0192619+0.00537912j -0.0241759-0.0139998j 0.00114721-0.00601018j 0.0162571-0.0226412j -0.0131096-0.00844254j 0.0360944+0.0174071j -0.0128396-0.0108999j 0.00871237+0.00718772j -0.00942715+0.0318831j -0.00730729-0.0216891j -0.0143729+0.00145766j 0.00197528+0.00847738j 0.030673-0.0344174j 0.00979054-0.00685431j -0.00239786-0.00828476j 0.00788954-0.027196j -0.0324388-0.0105542j -0.00747293-0.0165721j -0.0423524-0.00677462j -0.0381271+3.78028e-05j 0.0395215-0.00359184j -0.00557066-0.0289737j -0.00403372+0.0103032j -0.0157928+0.0153391j -0.00213257+0.00546919j -0.0165327-0.00922536j -0.0152755+0.00566669j -0.0151619-0.00644132j -0.0235824+0.00345426j -0.0195979-0.00315794j 0.00809533+0.00989598j -0.017998+0.0170779j -0.0169835+0.00362406j 0.0127625-0.0190295j 0.00480689-0.00895182j -0.0184911+0.00509535j -0.0305202+0.0301539j -0.0410531-0.00926219j 0.00201347-8.24377e-05j -0.00875477+0.00973118j 0.0160259-0.0103754j -0.0195627-0.00572545j -0.0229481+0.00395656j -0.000138166+0.00568638j 0.00402531+0.00558872j 0.0291856-0.0269871j 0.00942061+0.0114576j -0.00139103-0.00410946j -0.0053359-0.00596894j 0.00487226+0.000752655j -0.00370435-0.00257045j 0.0190149+0.0120916j -0.0160818-0.00551987j -0.00168532+0.0080878j -0.00552865-0.0107989j 
-0.0204762+0.0103673j -0.0110376+0.00832386j 0.0289526-0.0561599j -0.0469054-0.00543938j 0.0152289+0.0133465j -0.00699115+0.0119928j -0.00426434-0.0163809j 0.028988-0.000891553j 0.0124077-0.000172104j 0.0144255+0.00453738j -0.0155388-0.00903092j 0.00108953+0.0211193j 0.000916863-0.00972263j 0.00193769+0.00776814j 0.00778578+0.00388304j -0.02734-0.000354896j 0.0193144-0.0058258j 0.0108229-0.00106508j -0.0169885+0.00123879j 0.00617152+0.00973282j 0.00761831+0.0023504j 0.022484+0.0035162j 0.015699+0.00384685j 0.00148538-0.0028469j -0.0102552-0.000639186j -0.00954696-0.0090996j -0.00268432-0.0131424j 0.000277161-0.00204j 0.00915546+0.0194667j -0.000370029-0.000864398j 0.0042401-0.00446916j -0.0071002+0.00479483j 0.0081975-0.00120138j -0.0142354-0.000908238j -0.00242823+0.00605176j 0.00541668+0.0132276j -0.00810644+0.00152171j -0.00565981-0.0117238j 0.00426542+0.0109097j 0.0109178+0.00126564j -0.00904104+0.00886673j -0.00996012+0.00150513j -0.0106341+0.0110371j -0.00632798-0.0102054j 0.0102131-0.00600728j -0.000346253-0.00379019j 0.0274354+0.0066991j -0.0193731-0.0145542j -0.0266379+0.0216569j -0.00515031-0.02986j 0.0147194+0.00125485j -1.4892e-05-0.0329912j 0.0266558-0.0148637j 0.0228178-0.0155485j 0.0116391+0.00296227j 0.0258711+0.00161616j 0.000636084+0.00619971j -0.00987609-0.0120382j 0.0256703+0.0172991j 0.00253737-0.0250106j -0.00075861+0.00762669j 0.0619878-0.0293711j 0.0395033+0.00837181j -0.0037004-0.019475j -0.00770508+0.0126879j -0.0131781-0.0175217j -0.00301366-0.00938603j -0.0203278+0.0271966j -0.00310661+0.00211881j 0.0432882-0.00219231j 0.0105296-0.00754024j 0.00925931-0.00319845j 0.0243143-0.0116694j -0.00275218-0.0136826j 0.0212824-0.0197667j -0.00655937-0.00848089j 0.00356198-0.00391333j 0.0171484-0.000344121j 0.00550543-0.00990047j 0.0286323+0.0148436j 0.00226697-0.0013893j 0.0157521-0.0235761j 0.0126632-0.0147689j -0.0138249+0.00746408j 0.0121073+0.00661659j 0.00679297+0.00203045j -0.0078941-0.0121274j -0.01684+0.0204238j -0.00531303-0.00726103j -0.00584782-0.01221j 0.00674227+0.0116048j 0.000875988+0.0140384j -0.00968898-0.0024943j -0.00268832+0.00449147j -0.00464546-0.0143719j 0.00257998+0.0100011j -0.00557819-0.00472295j 0.0032942+0.00390482j 
0.00149466+0.00337331j 0.0175085-0.0145717j 0.0190476+0.00484803j 0.0243755-0.0123507j 0.00311131+0.00862523j -0.00326682-0.00655813j -0.0114956-0.0115191j -0.0128585+0.00350134j -0.00490032-0.00329513j 0.0129495-0.00122216j 0.00872569-0.0257341j -0.0117973-0.00768076j 0.0132002-0.0111052j -0.0256433-0.0214207j -0.00426012+0.00925046j -0.0222725+0.010556j 0.022426+0.00230379j -0.0165279-0.00474744j 0.000702391-0.00861409j 0.0203689-0.0171812j 0.00397201-0.00862524j -0.00985649-0.0223472j 0.00032154+0.00235852j 0.00774873-0.000874772j -0.00793026-0.0203813j 0.00807341+0.00447707j -0.0235984+0.0162453j 0.00288602+0.00481292j 0.00588554-0.0014847j -0.00465478-0.000162986j -0.00876388+0.00695006j -0.0163825-0.00189148j 0.0153186+0.0011896j 0.000371675+0.012447j 0.0110371-0.00804051j -0.00807807+0.00128445j 0.00462062-0.00422052j -0.00144843-0.00938203j -0.00730777+0.00313076j -0.00565118-0.0111332j 0.00327583+0.00381417j -0.00736329+0.00717785j 0.0188659-0.0036174j 0.000692945+0.0151652j -0.00913955+0.00306207j 0.00505805-0.0114091j -0.00147454-0.0203016j -0.00762034-0.0142564j 0.00121122-0.0117304j 0.0107992-0.0207968j 0.0346513-0.00472855j 0.0185723-0.0280126j 0.0299265+0.022048j -0.00184819+0.042821j 0.055965+0.0148551j -0.0143177-0.041438j -0.0144202+0.0116364j -0.00695572-0.00482606j -0.0107113+0.0189136j -0.00972509-0.00225104j -0.0287103-0.00172697j -0.0331821-0.00667971j 0.000754834-0.0181545j -0.00478763+0.0214715j -0.0111659+0.000602923j -0.0117071+0.00910361j -0.0247354+0.00531929j 0.0200068-0.0146824j -0.00623626+0.0156404j 0.0117796+0.00769173j 0.00241576+0.011508j -0.0141299-0.0106617j -0.0160623+0.0113375j -0.0313606-0.00823961j 0.0133906-0.0199461j 0.00233119-0.0102442j -0.00226185-0.00336822j 0.00504208+0.0084307j -0.00564039-0.00311125j 0.0126533-0.0131901j 0.00738813-0.00593482j -0.00613724-0.0110388j -0.0019028-0.0111367j 0.00921558-0.0236661j 0.0174727-0.00780172j -0.00290078+0.00453668j -0.000818917+0.0109396j -0.00326998-0.000854737j 0.00949666-0.000171621j 0.00910494-0.00324925j 0.00483893-0.00635611j -0.0109285-0.00826333j -0.0080496-0.00486813j 0.00469206+0.00219436j -0.000318801-0.00374365j -0.00256254+0.00490036j -0.00308044-0.00805776j -0.00112918-0.0132512j 
-0.0112434+0.0188162j 0.00544873-0.00364993j 0.00510018+0.00072879j 0.00490107-0.00397813j 0.000281981+0.00644074j 0.00675933-0.00389969j 0.00787871+0.00292937j 0.00331458+0.00806762j -0.00409163+0.00909008j -0.00539655-0.00780363j -0.00417415-0.0125664j -0.0178345+0.00591333j -0.0116878-0.0123935j 0.00332686-0.00969292j -0.013343+0.0157681j -0.00141918-0.00946992j 0.00197976+0.013903j 0.00528283+0.00268731j -0.00635064+0.0143768j -0.0064465+0.0116242j -0.0112301-0.0011656j 0.0070497+0.0160569j -0.00442672+0.0277198j -0.00760342+0.0101833j 0.00418018-0.00438874j 0.0153623+0.00554705j 0.0139097-0.014985j 0.00489423+0.00617706j 0.0119734+0.00863099j 0.000133531+0.000123331j -0.00471324+0.00155875j -0.00124964-0.00870767j -0.00377277-0.00214305j -0.00566223+0.0121725j 0.00257763+0.0060941j -0.00426944-0.00129987j 0.00250293+0.00676861j -0.0120327+0.0151029j -0.00206162+0.00519385j -0.00811457-0.00168772j 0.0107099-0.00948054j -0.00322827-0.0014974j 0.00665092-0.0206868j 0.0121747+0.00207204j -0.0045132+0.0180789j -0.00238729+0.00943399j -0.0106995+0.00769588j 0.0137906+0.017297j -0.0135851-0.0241101j 0.0248896+0.012245j 0.00828679-0.00891687j 0.0346224-0.0205999j 0.0102373+0.0425564j -0.0279317+0.030721j 0.0242499+0.00972567j -0.0208033-0.0154785j -0.0118411+0.0142765j 0.00812246+0.0301055j -0.0196939+0.00962327j 0.000340401+0.0191987j 0.00970053+0.00850551j 0.00308485+0.00869419j 0.00732781-0.0220675j -0.00401229+0.0130007j -0.0019941+0.0176684j -0.0122814-0.00101986j 0.0176655-0.00475821j 0.0131311-0.0185439j -0.0146356-0.00270157j -0.0327345-0.00249573j 0.00470862+0.0129532j 0.0140878-0.0330227j 0.0143538+0.0130329j -0.00626587+0.00616j 0.0167407-0.00329338j -0.0195252-0.0208541j 0.00232654+0.0102512j -0.0174626+0.000553585j 8.02337e-05-0.0126394j -0.0117386-0.0130629j -0.0085999+0.00574298j -0.0145279+0.00677366j -0.00803671-0.0176594j 0.00111802-0.00521245j 0.0114745+0.00697465j 0.00322119-0.00818832j -0.00770344+0.0130017j 0.00788912-0.0100478j -0.00218793+0.0187952j -0.0081218-0.00796189j 0.00419188+0.00580267j -0.00392704-0.0125573j -0.00247568+0.00238767j 0.00388755-0.0121353j -0.0021499+0.006086j 0.0132077+0.0122685j -0.00394308-0.009996j -0.00129176-0.000548793j 
0.0139613+0.00899006j -0.0192951+0.00790261j -0.000767644+0.0145932j 0.0050209+0.0361126j 0.012816+0.0071391j -0.0131991+0.00126223j -0.0299858-0.00131692j -0.00347524-0.0243759j -0.0166398+0.00146476j -0.00821931-0.0256184j -0.0129725+0.00767538j -0.00142837+0.00066602j 0.013636-0.00260887j 0.00854736-0.00579179j -0.00427001+0.0039843j -0.00204436-0.0035802j 0.0149427+0.0159767j 0.00317907-0.0130118j 0.00583133+0.00299252j -0.00249718+0.0117134j 0.00128056-0.00163129j -0.00812909+0.00687731j -0.0129403-0.00219537j -0.000366834+0.00266537j 0.00913691+0.00295225j -0.00268153+0.0205263j 0.00774878-0.00582558j 0.000634962+0.00641422j 0.00940846+0.0004211j 0.00679837-0.0135474j 0.00213557+0.00304922j 0.00486141-0.00349195j -0.000671809-0.00266513j 0.00155396+0.0154269j -0.000553045+0.00559511j -0.00808778-0.000513159j 0.0113266+0.00335244j -0.00130644+0.00563793j -0.000616842-0.00205034j -0.00513583-0.00267181j -0.0125499-0.00131726j -0.0059083+0.00801303j 0.0052534-0.00901819j -0.00357975+0.00991744j -0.00622758-0.00322172j 0.00307291+0.000190465j 0.0012796-0.0192792j -0.0287758+0.00190777j -0.0149727+0.00317535j -0.00546958-0.00511513j -0.00831197-0.00193881j -0.00214127+0.0209277j 0.0100839-0.00808596j 0.014592+0.00565096j 0.0228856+0.0108011j 0.0377084-0.0181057j -0.0250943+0.00302235j 0.0166058-0.015653j 0.0211075+0.00863363j -0.000589927-0.0309923j 0.0124185-0.0234147j 0.0116519-0.0159024j 0.00106493+0.00266814j 0.0311701+0.00804093j 0.00671339+0.0087463j -0.003806+0.0109698j 0.0096368+0.018232j -0.00299181+0.00426013j -0.00958149-0.000376869j 0.0445766+0.0265726j 0.00303845+0.0211027j -0.0243048+0.0211474j 0.0158983-0.0028179j -0.0154936-0.00433442j 0.011476-0.0197801j 0.0158014+0.016616j 0.0119329-0.00693386j 0.0179593+0.019867j -0.00648297+0.0165711j 0.00717523+0.000106582j 0.0089366+0.0053919j 0.00699403-0.00985808j -0.00253737+0.0134996j -0.00149182-0.0138289j -0.00485215-0.0119611j -0.00338529-0.0106649j 0.0133+0.00799131j 0.00154396+0.0131979j 0.0105582-0.01883j 0.00706795+0.00504974j -0.00554505-0.00547147j -0.00379768+0.0109027j -0.00656902+0.00204874j 0.00327909+0.00319681j -0.00200045-0.0137553j -0.00260531+0.00172178j -0.00209402-0.00409653j 0.00108345-0.00406722j 
0.0205496-0.00907268j -0.00482777+0.00035408j 0.0137276-0.0097035j 0.0198618+0.0173531j 0.00176244+0.0197527j -0.0324942+0.00868424j -0.0134594-0.0335262j 0.0116663-0.0355626j -0.0176565-0.00941765j 0.011894-0.0169578j 0.000826982+0.00138843j 0.00313995+0.0173641j 0.0128713-0.00533883j -0.00251352+0.0033121j 0.0103123-0.00998435j 0.0118848-0.0084883j 0.00581245+0.0113135j -4.68688e-05+0.00443305j -0.0131589-0.00623504j 0.00102381+0.0110092j 0.00936416-0.0128273j -0.00508393+0.018j -0.00737755-0.00819225j 0.0201257-0.00894545j -0.0151573-0.00502299j -0.00734499+0.0132012j -0.00583315+0.00206256j -0.0052578-0.00820992j 0.00154025+0.0101086j 0.0108385-0.00515715j -0.00261573-0.00132716j -0.00400134+0.00113945j 0.00733619+0.00311904j 0.00530393+0.00123222j -0.0181221+0.00434062j 0.00518252-0.0119261j -0.01049+0.00531623j 0.0110294+0.00167754j 0.0218724-0.00456142j 0.000581747+0.0055847j -0.00478753-0.00442764j -0.0201357+0.00279753j 0.00705473+0.0204857j -0.0202068-0.0113454j 0.022346-0.0399191j 0.00260193+0.00522084j 0.0432292-0.0173607j -0.047096-0.0473583j -0.0197995+0.0368824j -5.23761e-05-0.070374j 0.0447591-0.00129344j -0.0253022-0.0180894j 0.0235164-0.0161407j 0.011312-0.00976784j 0.00119895+0.00277021j 0.0043518+0.00713732j 0.0144146-0.0315774j -0.0180123-0.0127289j 0.0210061+0.0148203j -0.0199117-0.014419j -0.0308128+0.0446942j 0.0312318-0.0183064j 0.0110169+0.0258695j 0.0110131-0.00358746j -0.0240065-0.0205063j -0.00286527-0.00468436j -0.0169673-0.00931276j -0.0143207+0.00408198j -0.019813-0.0105246j -0.0111273-0.0143192j -0.00135341-0.0242613j 0.0170659-0.01036j -0.0264523-0.0121215j 0.00595618+0.0144459j 0.00488659-0.00901722j -0.0140363-0.0276079j -0.0122448-0.00857523j -0.00356544-0.00924829j -0.00451115-0.0137606j 0.000493784+0.0179709j -0.0173533-0.0137227j -0.00500744-0.029521j 0.0234352-0.0117929j 0.0101187-0.0126586j -0.00282548-0.00242307j -0.00945216+0.00200435j -0.00650745-0.0164771j -0.0039835+0.0123774j -0.00322367-0.0178151j 0.00482455-0.00480048j 0.0118332+0.010605j -0.0093633+5.06472e-05j -0.0141466-0.0125744j 0.00174774+0.0172393j 0.0147443-0.0111033j -0.0081233+0.0159011j -0.00762317+0.0106179j -0.00612424-0.0129922j 
-0.022878+0.0117269j -0.0260492-0.0238452j 0.00615693-0.00345334j 0.00525847+0.0182007j 0.010164-0.0246788j -0.0183281-0.00463509j -0.0101116-0.0134995j 0.00905791-0.0369932j -0.0230131-0.0258959j -0.0126674-0.02118j -0.0261289-0.0103276j 0.00077868+0.0237397j -0.00106391+0.0189684j -0.0113164+0.00704095j -0.00539075-0.00646521j -0.0217228-0.0203878j 0.0267512+0.0134174j 0.0151109+0.00435605j 0.0134165+0.0155646j 0.00548817-0.00171561j -0.00361818-0.00251357j -0.0108034-0.0207121j -0.00190824-0.0132021j 0.00423074+0.00392036j -0.00902478+0.0119059j -0.00539715+0.00725173j 0.00720748+0.00333222j 0.00924086+0.014926j -0.00355947-0.000178501j -0.00226245-0.00133135j -0.00467259-0.0183098j 0.00331533+0.00787379j 0.00917316+0.0076756j -0.00485114-0.00471978j -0.0017877+0.000723013j -0.00937256+0.00509481j 0.0134752+0.0135389j 0.00527666-0.000231632j 0.000626957-0.00370099j 0.00114455-0.00844812j -0.0154605-0.00297998j -0.00279214-0.000529495j -0.00336796+0.0133021j 0.00258858+0.0130934j -0.00347424-0.00561087j 0.00935927-0.0055287j -0.00715784-0.0197256j 0.00175989-0.00204409j 0.00331277+0.037107j -0.0272544-0.00844839j -0.0167351+0.00780833j -0.0176931-0.00890665j 0.016218-0.00462231j 0.0418945-0.0385755j -0.00450497-0.0061121j 0.00910073+0.0176722j 0.0187834+0.0155388j 0.00694392-0.0279673j 0.0200616+0.0200532j 0.00066709-0.0168966j -0.0182129+0.0317473j 0.0244976-0.0055951j -0.00756926+0.00944092j -0.00132776-0.0118324j 0.00415173-0.0240255j 0.0201485-0.0109933j -0.0113472-0.0190712j -0.00709038+0.00594327j -0.010137-0.0218135j -0.0117326-0.000650636j 0.00797945-0.0253008j 0.0108618-0.0111655j -0.00962717-0.0159506j -0.00221196-0.0105062j -0.00872663+0.0133912j -0.00709602-0.0138073j 0.0143062-0.00810947j 0.00615368-0.00528162j 0.0013629-0.0161985j 0.00949544+0.00679387j -0.00566246-0.0063072j 0.000475873-0.0151913j 0.0100345-0.00873881j 0.0145788-0.00508425j -0.000493459+0.00640285j -0.00822214-0.00335679j -0.00331017-0.00823078j -0.00106961-0.00633788j 0.00696319-0.00297997j -0.000533558+0.00106616j 0.00217915+0.00217633j -0.00321572+0.00349683j -0.00840576-0.0109346j 0.000189794+0.00213914j 0.00735719-0.00330653j -0.00859299+0.0008925j 0.00290164+0.00304019j 0.00342763-0.000548548j 
