-0.0482602-0.0653324j -0.0100454-0.00756049j 0.093605+0.0729625j -0.0185757+0.171549j -0.0452659-0.0610594j 0.057338+0.0928895j 0.226654+0.00136905j -0.0994691+0.0148969j -0.0696996+0.043094j 0.0256032-0.0234674j -0.0356798+0.0735148j 0.0365374-0.0014487j 0.0713492+0.0522251j 0.152796+0.0239874j -0.179858+0.147998j 0.0109397-0.050375j -0.00236343-0.0176436j -0.0882625-0.00984879j 0.0868857-0.0385228j 0.0450609+0.0195536j -0.0384463+0.0493015j 0.00585369-0.121958j -0.0164239+0.0607622j -0.00473933-0.0444846j 0.0475047+0.0367387j 0.0401793+0.0777654j -0.0659186-0.00817425j -0.00518912-0.0203719j -0.0242408+0.071144j -0.12119-0.00929146j -0.0165226-0.00292213j 0.0529745-0.013043j -0.0477444+0.0103169j -0.00445144-0.035897j -0.00758037-0.00752506j -0.0369331+0.0433468j -0.00978989-0.0563296j 0.0134416-0.00805699j -0.0234557-0.118183j 0.010815+0.0061444j 0.00723241-0.00626047j -0.0250971-0.0260527j -0.0247781+0.0415505j -0.0155454-0.00961603j -0.0196698-0.0256165j 0.00880233+0.00681575j -0.00013802-0.013175j 0.0419098-0.0021543j 0.0267474+0.00831161j 0.0366372-0.0347594j -0.00188659+0.00302659j 0.010777+0.00914486j 0.0208782-0.00778888j 0.0262707-0.0124585j 0.0310827-0.0185668j 0.013631-0.0157836j -0.0155998-0.030379j 0.0326807+0.0298212j 0.0191629+0.0352133j 0.0229612-0.0542239j 0.0255564+0.0199544j 0.00684555-0.0250735j -0.0500547+0.0154133j -0.0195047-0.0244036j -0.0159995-0.0617879j -0.00278415+0.0417494j -0.0294694+0.0106055j 0.052376-0.0203815j -0.0209722+0.0552856j 0.0109805+0.018195j 0.00141893-0.0125006j 0.00928828+0.0162303j 0.0329835+0.0507635j 0.0127552+0.0808837j -0.00847369+0.0403145j 0.0226071-0.0264517j -0.027404-0.0502017j 0.0380848-0.00865354j -0.0131691-0.0147123j 0.00411796-0.0189998j 0.0672278+0.0174072j -0.0683051-0.00698336j 0.0136441-0.00438968j 0.0253515+0.00412994j -0.0308113-0.0205417j 0.0451126+0.0302706j 0.0132895+0.0225602j -0.010792-0.00571646j -0.0625978-0.0519441j 0.0406245+0.0437278j 0.084554-0.0564374j -0.00572732-0.0348701j -0.019424-0.00974692j -0.14184-0.119962j -0.0656469+0.0486452j 0.101665+0.180206j 0.0540438-0.0254744j 
0.00936619-0.0178621j -0.0174303+0.00913937j -0.0053051-0.00521342j 0.00295197+0.00963514j 0.000499715-0.00260975j -0.00268701-0.00622678j -0.0049897-0.00305706j -0.00138597+0.00533352j 0.00376757-0.00462656j 0.000743123+0.000217635j 0.00151496+4.63537e-05j 0.00101821+0.00393629j -0.00271046-0.0069439j -0.00175923+0.00291151j 0.00574314-0.00653501j -0.000854536-0.00314171j -0.0111526-0.00174741j -0.00401979+0.00381034j -0.0131198-0.0132202j -0.0222692+0.00851145j 0.00122823-0.00113395j -0.00419028+0.0067323j -0.00540184-0.00687001j -0.00889694+0.00955849j -0.00414946+0.000233592j 0.00716165-0.00020502j 0.00783282-0.00642851j -0.00295455-0.00318727j -0.00415158+0.00154948j 0.00462667-0.0157753j -7.08569e-06+0.00249129j -0.000439233-0.00101602j 0.0111202+0.00473859j 0.00394371+0.000785223j 0.00408837-0.00771517j -0.000243514+0.00232777j -0.027194-0.0192319j -0.00833912+0.0185113j 0.01055+0.0150293j -0.0229628+0.00479997j -0.0196528-0.0316162j 0.00523631+0.0071842j 0.0181648-0.00695868j 0.00984955-0.0140491j 0.00849897+0.00119743j 0.00884675-0.000245643j -0.00669077-0.00404672j -0.00251741-0.000569345j 0.00607727+0.0185408j -0.00688655-0.0205232j -0.00406681+0.00855713j -0.0299734-0.00274593j 0.00013802-0.00273581j 0.00236397+0.0180679j -0.000201392+0.00572445j -0.0143783-0.00201655j 0.00987297-0.00255595j -0.00770789+0.0219015j -0.0045564+0.00914186j -0.0057673+0.000502809j -0.000955299-0.0111093j -0.00117622-0.0212368j -0.0200987-0.00210554j 0.00605844-0.00422239j 0.00609301+0.00307348j 0.00603673+0.00385905j -0.00251882+0.0036169j 0.00196465-0.00802286j -0.00732189-0.00304412j -0.000665787+0.00107858j 0.00959695-0.00152155j -0.00192567+0.00689922j 0.00617042-0.0154568j -0.00191438-0.00733566j 0.0034804-0.00984916j -0.0128528-0.0166945j -0.00419245+0.00919954j 0.00595439-0.010034j 0.00476443-0.00271193j 0.00298744+0.00900374j -0.0105713-0.00401351j -0.00589436+0.00567936j -0.00180003-0.000623215j 0.0135829-0.000606784j 0.0142396-0.0089131j 0.00708657-0.00806649j -0.00184315+0.0150779j 0.0139181+0.00466987j 0.00377137-0.0133267j -0.00205196+0.00633486j 0.000791012-0.00542837j -0.00451421-0.0106393j 0.00134139+0.0100943j 0.00912563-0.0051567j 0.00618992-0.0080482j -0.00265872-0.00915779j -0.00152948+0.00489421j 
-0.00137389+0.0110522j 0.00489299-0.00136999j -0.00462039+0.000170222j 0.0194306+0.00531369j 0.00180447+0.000721575j -0.0053843-0.00434528j -0.00560878-0.00244591j -0.00167469-0.00268113j 0.00313869-0.00207859j -0.000237088+0.00105618j -0.00247684-0.00257019j 0.00282742+0.000433543j -0.00714247-0.00341444j -0.00724733-0.000945704j 0.00625497-0.00123348j -0.00515983+0.00431566j 0.000327513-0.00593871j 0.00736561-0.0071387j 0.00175488-0.00122398j -0.0118547+0.00623133j -0.00323571-0.00035015j -0.0058251+0.00905213j 0.00271621-0.00716692j 0.000530681+0.00167295j 0.00838799+0.000712103j -0.00151079-0.00734578j 0.00203748+0.00149924j -0.0045423-0.0058172j 0.00315456-0.0101867j 0.00363965+0.000749857j 0.00571469+0.00536141j -0.00113816-0.00124414j 0.00759793-0.00606612j 0.00541005-0.00197194j -0.00191154-0.00202804j 0.00019391+0.00438534j -0.0155808+0.0074798j -0.01817+0.0161366j 0.00552061+0.00197697j 0.000708993-0.0056696j -0.00654732-0.00452519j 0.0019649+0.00114552j -0.00515402+0.00809182j 0.00805504-0.0056287j 0.00847055-0.00740505j -0.00394151+0.00870197j 0.00905215+0.001398j -0.00940525-0.00600138j -0.0022551+0.00660381j -0.00738583-0.00279534j 0.00714245-0.00124358j -0.00574329+0.00204771j 0.00299424-0.00521575j 0.000336031+0.00239183j 0.000244621-0.0102895j -0.00572513-0.00118822j -0.0125423+0.00378952j 0.0149805+0.0103611j 0.0136676+0.00415269j -0.0141769-0.00333483j -0.000260679-0.00639255j 0.00879763-0.00664517j 0.0134291+0.00254953j 0.0145596-0.00713783j 0.00254134+0.00203366j 0.00460051-0.00803877j 0.00696123+0.00219366j -0.0156192+0.000236789j 0.00827984+0.0059881j 0.0037216-0.0042181j -0.00115266+0.0170212j -0.000909609+0.0119477j 0.000947448-0.000795078j 0.00289051+0.000511986j 0.00259099-0.000806694j -0.00132663+0.0105467j -0.00479592+0.000727334j -0.00472345+0.00380274j 0.00843584-0.00209955j -0.000906829+0.00353939j -0.00043524-0.00422249j 0.00620848+0.006717j 0.000107911+0.00121079j -0.00301651-0.00535872j 0.0126974+0.005539j 0.00929402-0.00693708j -0.00974073+0.000259625j 0.000122596-0.00041087j 0.0060604-0.00255265j -0.00717849-0.0019686j -0.00366525-0.00233233j -0.00207994+0.00123799j -0.0025054+0.000567733j 0.000926274-0.00431794j -0.00803078-0.00832175j -0.000164423+0.0042412j 0.00299318+0.00884361j 
0.00240308-0.00777744j 0.00283564-0.0135314j -0.00658439-0.00600748j -0.0226304-0.00905148j -0.00532922-0.00290699j 0.00193033-0.00179191j -0.00365926-0.00425573j -0.00445443-0.000242023j 0.00255201+0.000286546j 0.00295936+0.00203751j 0.00406172+0.00363385j -0.00116712-0.00332565j 0.00803036+0.00568133j 0.00927547-0.00135196j -0.0151724+0.00988104j 0.000941123+0.00853436j -0.00919065+0.00448569j -0.00153066-0.00108844j -0.00558169+0.00185734j 0.00832117-0.0080615j 0.00979448+0.00204583j -0.0119225-0.00674714j -0.00849022+0.00222901j 0.0061489-0.00151021j -0.00673765-0.00136182j 0.0010538+0.0119773j -0.0108013+0.00266576j 0.00114973+0.00672634j 0.00338691+0.00751632j -0.00904972-0.00142542j -0.00666775-0.0069884j -0.00303418-0.00129236j -0.012033+0.00598477j -0.0088407+3.68063e-05j 0.00127855+0.00884445j 0.00548693+0.00373401j -0.0136363-0.00609566j 0.0214425+0.00914922j 0.00910937+0.00439321j -0.0156049+0.0061938j -0.00960338-0.0212686j -0.00962585+0.0016543j 0.00630621-0.00625539j -0.00886983-0.00669798j 0.00196875+0.0140226j 0.000652873-0.0165289j 0.0121632+0.000497432j -0.00343798+0.00371746j 0.0113979+0.00814441j 0.00226643-0.00689607j -0.0154542+0.00147037j -0.0165736-0.00943436j -0.0132361+0.000392149j 0.00295023+0.00113503j 0.00140639-0.00485038j -0.00810888-0.000580365j 0.00107269+0.0174682j 0.00313207+0.0154109j -0.00017409-0.00809959j 0.0083956+0.00910463j 0.00863959+0.00335286j -0.00272301-0.0122125j -0.00596176-0.00451457j 0.00437674-0.0043162j 0.00666609+0.00335225j 0.00182184+0.00229368j 0.0094616+0.00918535j 0.00804255-0.00391671j -0.0107906-0.00516593j -0.00103411-0.00341768j 0.00134678+0.00161201j -0.00952576+0.0118741j 0.00558767-0.00124101j 0.00256148+0.00110442j 0.00516932-0.0123593j 0.000731135-0.0103412j -0.000811669-0.00232441j -0.000853113+0.0065949j 0.00377896+0.00851184j -0.00202835+0.00235632j -0.00567592+0.0029627j -0.00189864+0.00784936j -0.00545373+0.00450813j -0.000630009+0.0107941j 0.009492-0.00852568j 0.00874891+0.00739842j 0.0114495+0.00549544j 0.00832359-0.00726986j -0.00479883-0.00313164j 0.00702409-0.0047577j 0.00515679-0.0101172j 0.000860479-0.00400097j 0.00320955+0.00681213j -0.00543764-0.00271274j 0.00412813-0.00583099j -0.00103455+0.00224268j -0.00299434-0.0094294j 
-0.00822094-0.0027001j -0.00939565+0.00105499j -0.00413575-0.0025727j -0.00832386-0.0025881j -0.00522266-0.00258975j -0.0044798+0.000510289j 9.87575e-05-0.00182846j -0.000861845-0.00100166j 0.00287371+0.00772694j -0.00375517+0.00198088j 0.00623169+0.00182571j 0.00158209-0.00331509j 0.00625884-0.00322574j -0.00497253+0.00116826j -0.00144839+0.00310123j -3.3534e-05-0.000856298j 0.00162683-0.00553251j -0.00345339-0.000389006j -0.00730547-0.00500672j -0.0014692-0.00582617j 0.0108639-0.00384047j 0.000376187-0.00504222j -0.0120505+0.0024618j 0.000478735+0.00192282j 0.00609886+0.00378103j -0.00290223+0.00560292j 0.00100265-0.00686135j -0.0110759+0.00104824j 0.00676252-0.00175273j 0.00518234-0.00503564j -0.00139014+0.00589801j 0.000720025-0.00426847j 0.00300569+0.00792507j -0.00740094-0.0044278j 0.000406378-0.00423884j -0.00210678-0.00474744j 0.0032388-0.013841j -0.00100866-0.00121884j 0.000280831+0.00677119j -0.000727796-0.00915843j 0.00269283-0.00299182j 0.00362547-0.000447951j -0.00166692+0.00319652j -0.0139528+0.00244767j -0.000680734+2.96011e-06j 0.00402911-0.0273974j 0.00474672-0.00724402j 0.00951502+0.00117406j 0.0230725+0.00307395j -0.00909897-0.00294839j 0.00639714-0.00697434j -0.000885985+0.00278013j -0.00373663+0.00471162j 0.0136377-0.00539062j 0.0038971+0.0189004j 0.00760134-0.0162635j 0.0115779+0.0040715j 0.0193895-0.00756979j 0.000552003+0.000607748j -0.00862933-0.0141176j -0.00291054-0.00686876j -0.00898027+0.00147137j 0.00221856+0.00326293j -0.00636065+0.013011j -0.00193409+0.000587049j -0.0115176-0.00415396j 0.00427789-0.015049j 0.00372687+0.00251468j 0.0036924-0.00229452j 0.011433+0.00558813j 0.00184567-0.000257671j 0.00960552-0.0123768j 0.00707725+0.0103211j -0.00265042+0.00682177j -0.00880026+0.00838514j 0.00206836-0.00987791j 0.00191599+0.00447309j 0.000987092+0.000526362j 0.00289268-4.20148e-05j -0.0112006-0.00356633j 0.000567613+0.0030039j -0.00278118-0.00817773j 0.00557291-0.00524738j 0.00610167-0.00825214j -0.00724584+0.00130744j -0.00359494+0.0117448j 0.00202859-0.00412669j -0.00349286-0.00496056j 0.00593755-0.00485354j -0.00716751-0.00172022j -0.00231282+0.0125421j 0.00535311-0.00432075j -0.000889399+0.00296437j 0.00023088-0.000720226j -0.0125545-0.00710241j 0.00330632+0.0103555j 0.00932826+0.00772293j 
0.010144-0.00959776j 0.00175963-0.00162215j 0.000493003+0.00973738j -0.000676977-0.00434943j 0.00264838+0.00245649j -0.000252038+0.00156941j -0.00340851+0.00376886j 0.00398546+0.00349629j -0.000238073-0.00572498j 0.000104446+0.000621896j -0.000954502-0.0021877j -0.00144179-0.00251967j -0.00461087-0.00377327j -0.00104382+0.000621037j 0.00589049-0.00768451j -0.00197733-0.00389613j -0.000981844+0.00866294j -0.00292144-0.00469946j 0.0126145-0.0199645j 0.00352981+0.0104403j -0.00528539+0.000278678j 0.00431389+0.00537946j 0.00133249+0.011444j -0.00561877+0.0103024j 0.00147699-0.00876213j 0.00826819-0.00342525j 0.00362471+0.00176435j 0.00640045+0.0105289j -0.00789356+0.00948763j -0.0031067-0.0113255j 0.0017223-0.00729416j 0.000676014+0.00132973j 0.00929875+0.000369773j -0.00210864-0.00295826j 0.00285893-0.0105249j -0.0100814-0.0034704j 0.00621364-0.0255552j -0.0210957-0.0158871j -0.00863622+0.00911202j -0.00628972-0.012218j 0.0144941-0.00146705j -0.000959322+0.011733j 0.0077362-0.0038311j -0.00324386+0.00403113j -0.0089167+0.00852158j 0.00264075-0.00617818j -0.00198626-0.018269j 0.0108411-0.000928066j 0.0262059+0.00698154j -0.0116873+0.00636163j 0.00456061-0.0120303j 0.00145167-0.00993648j 0.0166064+0.00615814j -0.00382245-0.0231991j 0.0147976+0.00141918j 0.0208041+0.0110444j 0.000284456-0.00426042j -0.00405568+0.0172903j 0.00688187+0.01629j -0.00877333+0.0127237j 0.00460374-0.0026503j -0.0161482+0.00493679j -0.0185495-0.00139448j -0.013488+0.0232854j -0.00388167-0.00629064j 0.00774886+0.00938128j -0.00479068+0.00622337j -0.00517167-4.4881e-05j 0.0165802+0.00538983j -0.0010206-0.00258333j -0.00830125-0.00757035j 0.011301+0.000132421j -0.00790157-0.00369329j 0.019116+0.0065157j 0.00144453+0.00908676j 0.00535719+0.00359733j 0.00527462+0.0040353j -0.00278615-0.00314204j -0.00302821+0.00474848j -0.00485784-0.0108089j -0.00605678+0.00447876j 0.00512133-0.00195996j 0.0015401-0.00264625j 0.00342916-0.00155304j -0.0153373-0.000572558j -0.0134423+0.00373275j -0.00288382-0.00364291j -0.00982427+0.00697642j -0.013487-0.0053915j -0.0112494-0.00144007j -0.0037369+0.00299174j 0.00419093-0.00642144j 0.000392414-0.0083241j -0.000575156-0.00436265j 0.0021936+0.00289775j 0.00666447-0.00243826j 0.000851522-0.000209681j 
-0.00279246-0.0182397j -0.015706-0.00208546j 0.008015-0.00299321j -0.000772631-0.000753407j 0.0106569-0.00706633j 0.00185162-0.00529951j 0.00477592+0.0028676j -0.0032425-0.00339209j -0.00232867-0.00310765j 0.00288654-0.00550763j -0.00471835+0.00134809j 0.000200325+0.00457404j 0.008856+0.00157626j 0.00470317-0.0042283j -0.00218917+0.00237824j 0.0143999-0.00273954j 0.00362694+0.0122511j -0.0116351-0.00416778j -0.00547652-0.000756836j 0.000116849+0.0109999j -0.0201776+0.0182404j -0.00941488-0.0112429j -0.0132956+0.0208101j 0.00188104+0.00405207j -0.0038161+0.00919521j -0.0128233-0.00455742j -0.0163934+0.00615631j 0.00226835+0.00715717j 0.00144365+0.00399092j 0.00286532+0.00281537j -0.00216435-0.00294176j 0.00489007+0.00277661j -0.00758895+0.000468367j 0.00247688+0.000689428j 0.00159629-0.000910098j -0.00554605-0.00140275j 0.00437016-0.0225998j -0.016572+0.00136593j -0.00296274+0.0123316j -0.0073046-0.0165747j -0.0160657-0.0032703j 0.020891-0.00558107j -5.99962e-05-0.0191176j -0.00473661-0.00210453j -0.012884+0.0101311j -0.00323265-0.0195506j -0.012759+0.01109j 0.000212509+0.00306429j 0.0313111+0.0188733j -0.00506509-0.00832182j -0.00282909-0.0065103j -0.0153503-0.0121958j 0.00111511-0.00577839j -0.00235768+0.00385503j 0.0105388+0.0104574j -0.00109812-0.00470031j 0.0053618-0.00977902j 0.0104799+0.00290301j -0.00475866+0.00323298j -0.0137655+0.00488628j -0.00317044-0.0209873j -0.00713019-0.0130074j -0.000208332+0.00268032j 0.0103075+0.00546683j 0.0134334+0.0115902j -0.0132458+0.0106457j -0.0160867+0.00614865j -0.00475867-0.00216365j -0.00326748+0.00994515j 0.0153953+0.00264609j 0.00918041+0.0167922j 0.011017+0.0132677j 0.0037119-0.00438472j -0.0183476-0.00573339j -0.0025706+0.00155087j 0.00406954+0.00381467j 0.00710192+0.0199825j 0.00321254+0.00910405j -0.00315247-0.00132592j -0.00737536+0.00483171j 0.00606567-0.0053101j 0.0054831+0.000132374j -0.00512114+0.00663313j -0.00954501+0.00121869j 0.00452904-0.00584421j 0.00547168-0.00523762j 0.00414103-0.0051794j 0.00537264+0.001592j 0.0115375-8.8115e-05j 0.0108196+0.00455704j -0.00124315-0.00383635j 0.00323266-0.011333j -0.00121216-0.00627603j 2.09473e-05+0.00672453j 0.00580184-0.00201245j -0.00495698-0.00184167j -0.00236674-0.00738223j 
0.0143025+0.00209469j 0.0110653-0.00189354j -0.00100602+0.00432438j -0.00537913+0.00797136j -0.00565522+0.00302508j -0.00125961+0.00681914j -0.00384732-0.00167079j 0.0035672+0.0019354j 0.000488851-0.00374366j -0.00260091+0.00422146j 0.000862153-0.00153914j 0.00129664-0.000596029j -0.0074023-0.0024267j 1.66198e-05+0.00311139j 0.000857631-0.00832382j -0.00379764-0.00565525j -0.000898891+0.00274581j -0.014399+0.00467897j -0.00670036-0.00605778j 0.00794485-0.000170279j 0.00806572-0.00122434j 0.00625727+0.00089039j 0.0079055+0.00263709j -0.000210072-0.00334318j -0.00057005-0.000830514j 0.000949016+0.00634644j 0.00158773-0.00902683j 0.010724+0.00258822j 0.00159737+0.00771266j -0.0028996-0.00661191j 0.010509+0.000964957j -0.00541638-0.000947677j -0.00257815-0.00234282j 0.00177778-0.00176212j -0.00869173+0.0038187j -0.00107089+0.00438223j -0.00744875-0.00594642j -0.00799914-0.0137829j -0.00319966+0.00459758j -0.0122033-0.00730866j 0.0165521-0.00606181j 0.00116593+0.0182674j 0.0194737+0.00570318j -0.00215795-0.00227393j 0.0075066+0.00807814j -0.000107624-0.0104406j 5.47853e-05-0.00594818j 0.010232-0.0141848j 0.0184022-0.00206361j -0.00380176-0.016419j 0.00460693+0.00373473j -0.0017114-0.0147754j 0.00954507-0.00388208j -0.0114007+0.00206631j 0.00650651+0.00316663j 0.0160509+0.0160848j 0.00616035+0.0129508j 0.0121845+0.00205264j 0.0134937+0.0228451j -0.0035878+0.000673744j -0.00184392-0.0114681j -0.00882778+0.00221094j -0.00956033-0.00351081j -0.000672075+0.0208665j 0.00194798-0.00516893j 0.00824243+0.00710737j -0.0103028+0.00340376j -0.00895106-0.00355036j 0.00450373-0.00911206j 0.00976249+0.00897216j -0.00221177-0.0138511j 0.00308935+0.00261611j -0.00550838-0.0069423j 0.00226374-0.00658227j -0.00650584-0.000760578j 0.00935941-0.00166565j 0.00979853+0.0111338j 0.0109668+0.00138159j 0.000844067+0.00929231j 0.0008187-0.0063409j -0.00153108+0.0157813j 0.00834302+0.000671759j -0.0051331-0.00628225j -0.00701497-0.00144271j -0.0160248-0.00659218j -0.00634562+0.0032241j -0.00451885-0.00790234j -0.00867955-0.00223967j -0.00705108-0.00508647j 8.7272e-05-0.00339286j -0.00802287-0.00305121j 0.00319466+0.00371196j -0.000801179-0.00930698j -0.00871668-0.00113986j 0.0120481-0.00135832j -0.00097432-0.00361097j -0.00667837+0.002147j 
-0.00303361-0.00373948j 0.00267947+0.0170587j 0.00979314-0.00617265j 0.00454508+0.0114501j 0.0126091+0.00311534j 0.0134614+0.00478179j 0.00377123+0.00192441j 0.000565548-0.00158659j -0.000914459-0.00155583j -0.00187419+0.000581603j 0.00282233+0.000662982j -0.00779658+0.00235543j 0.00871881-0.00191947j 0.00620764-0.00365317j 0.00556571-0.000286096j 0.0186641-0.00256031j -0.00363963+0.0142113j -0.0141566+0.0167052j -0.00114607-0.00866195j -0.00652049-0.000831685j -0.000374242-3.38209e-05j 0.00494062+0.000244275j -0.00474211+0.00511724j -0.0040634+0.0146786j -0.0055953-0.00151969j 0.00421505+0.0003117j 0.00401988-0.0131441j 0.00854694-0.00360995j -0.000820358+0.00499616j 0.00124299-0.0088811j -0.00100332-0.00136231j -0.00800061+0.0040088j -0.00367461-0.000378647j 0.0035866+0.00703404j 0.000711091-0.000142694j 0.00858425+0.00264705j 0.00857273+0.0230996j 0.0120075+0.0138334j -0.00869246-0.00253624j 0.0157918+0.0238698j -0.00976722+0.00947026j 0.0100635-0.00373694j 0.0145285-0.0101249j 0.00279923+0.00245127j -0.00955103+0.000755628j -0.0101103+0.0143109j -0.0101667-0.004459j 0.0160386-0.0216402j -0.0275582-0.0142904j 0.0232085-0.00170926j -0.00644595-0.0155624j 0.026655+0.00386099j -0.00698453+0.0142203j -0.00102922+0.00954311j -0.0160539-0.0215106j -0.0174566+0.0138927j 0.0102033-0.00886926j -0.00408377+0.00539445j -0.00269481-0.0112461j 0.00224422-0.00100761j -0.00385307+0.014553j 0.0153233-0.00409636j 0.00400349-0.00619376j -0.00570575+0.00241084j -0.0127363-0.0133977j 0.00642863-0.000722751j 0.00399172-0.00663311j 0.0126535-0.0121859j -0.00376664-0.00377246j 0.00244135+0.00238999j 0.00765874-0.0136579j -0.00873252-0.00404265j -0.00425282+0.00844394j 0.00205935+0.00362968j 0.012828-0.00120143j 0.00879937-0.0136825j -0.00629605-0.00853601j -0.00725858-0.00808301j -0.00057016-0.0041146j 0.00393621-0.00154648j -0.00351349+0.00342864j 0.00256223+0.00782211j -0.00308023-0.00256927j -0.00409937+0.00535294j 0.00282824-0.00775517j 0.00384692+0.00273708j 0.00441247+0.00914958j -0.00150528-0.00667612j -0.00253743-0.00290508j 0.0104182+6.63911e-05j 0.00481117-0.00374791j -0.00598612+0.0126186j -0.00146648+0.015735j 0.00193639-0.00337519j 0.00543854+0.00340764j -0.000717486-0.0034094j -0.00314688-0.00233466j 
0.0122121+0.00705205j 0.00332623+0.00177669j 0.0055859+0.00102851j -0.00255092+0.00138676j 0.000119973+0.00403429j 0.00216718+0.00307897j 0.00311794+0.00021026j 0.00597799+0.00194621j -0.00430716+0.000623773j 0.00127294-0.000982051j 0.00124339-0.000963029j -0.000808328+0.00611555j -0.00243373+0.00223803j 0.00484013+0.0052369j -0.00335492-0.00661418j -0.00664639-0.0102914j 0.0067418-0.0054588j -0.000148521-0.00381318j -0.00650446+0.00452786j -0.0061427+0.0123993j -0.00671258-0.0039878j 0.000348754-0.00532682j 0.00342268+0.00269299j 0.00536055+0.00753272j -0.0138856+0.00202696j 0.0062131-0.00956363j -0.00180809+0.000946655j 0.0117821+0.00373693j -0.00201113+0.00603588j 0.00419369+0.00940287j -0.00348002-0.00257506j -0.00334659+0.00551677j -0.0144869+0.000161778j 0.00206007+0.00823155j 0.00297231+0.00584184j 0.00725202-0.00921718j 0.000740665+0.00541171j -0.00415023-0.0142221j -0.0028623+0.00363708j -0.00193667+0.00437341j 0.00714195+0.00737727j -7.16416e-05+0.00231773j 0.00550491-0.00645665j 0.00988716-0.00358822j 0.00600007-0.00374552j -0.00560535+0.00372131j -0.0136106-0.00435035j -0.0138477-0.0134673j -0.00925403+0.00123346j 0.00314188-0.00297524j 0.00463762-0.00703352j -0.00531124+0.0158861j 0.00971613+0.00773634j -0.0198849+0.0149203j -0.0090371+0.0101967j -0.00495169-0.0111307j 0.0164649+0.00095112j -0.00383214+0.0067741j -0.0102744+0.00714506j -0.00348818+0.00938641j -0.00527387-0.012699j 0.0116502+0.0135102j -2.26609e-06-0.00604987j -0.00531776+0.0102589j 0.0142964+0.005777j -0.00291687+0.00791598j -0.000932296-0.00411258j 0.000398576-0.00345273j 0.0018813-0.000755579j -0.00211458+0.00438967j -0.0030782-0.013944j 0.0029444+0.00125166j -0.0028095-0.00629772j -0.00295742+0.0056327j 0.00604874+0.00112939j 0.00818362+0.00547297j 0.00452694+0.00629747j 0.00674164-0.00779645j -0.00374757+0.0116129j 0.000847463+0.00807625j -0.0167926+0.0126964j 0.00919051-0.00318391j -0.00223258-0.00363973j 0.00755219+0.0038652j 0.00362511-0.00655473j -0.00749826-0.00142381j -0.00398614-0.00549461j 0.00277524-0.0044976j 0.0121132+0.000194161j 0.00975536-0.00934489j -0.00524869+0.00637726j -0.00270127+0.0127826j 0.00554757-0.00189231j 0.00904996+0.013775j 0.016336+0.00309731j -0.0117139-0.0113607j -0.00243045+0.00857428j 
0.0133232-0.0163901j -0.0218729-0.0204808j -0.00114185-0.000630488j -0.00715438+0.00350092j -0.00340196-0.00356483j -0.00938926-0.00151483j 0.00190429+0.00352905j 0.00142728-0.00589465j -0.00587626+0.000147272j -0.00357031+0.000431096j -0.00772535-0.00300635j 0.000913341+0.001963j 0.00181851+0.00260335j 0.00024035-0.00587967j 0.00587213+0.00364093j 0.0087775+0.00907935j -0.00484644+0.00772631j -0.0015652+0.0142065j 0.00955963+0.0168268j 0.00491881-0.00351362j -0.0145598-0.00424943j 0.00479915-0.00880215j 0.000258541-0.0019832j 0.00315405-0.00619722j 0.00292222+0.00428726j 0.00604987-0.00206756j 0.00174884-0.00768943j -0.0107723-0.00604626j 0.0100832+0.00136356j -0.0042358-0.000805712j 0.0105583+0.00703558j -0.00842842-0.00145741j -0.00179752-0.0106713j 0.00547889-0.00204871j -0.013982-0.000175894j 0.00233577+0.000176655j -0.00271+0.0133748j 0.00547784-0.00321726j 0.00387363-0.0096885j -0.0108245-0.0246877j 0.006219+0.00990618j 0.00351128-0.00581533j -0.00256877-0.0189012j 0.0053195+0.00239392j -0.00302776-0.0175106j 0.00431341+0.00228607j -0.00626546+0.00245013j 0.00788878-0.00493137j 0.0293575+0.00954113j -0.000141037-0.00922255j -0.0115955-0.0287673j -0.0142152+0.0037831j 0.0129911+0.00458967j -0.0237596-0.00226624j 0.000879556+0.000851359j 0.00685076-0.00232825j 0.0166482+0.00244072j 0.0131732-0.00754008j 0.00597879-0.000939027j -0.0101973+0.00402741j -0.00481442-0.016787j -0.00817886+0.00500001j -0.00477572-0.000454521j -0.0140961-0.00156814j 0.0182273+0.00897281j 0.00807939+0.00633398j -0.00270575+0.00814616j 1.93603e-05+0.00389997j 0.00225022+0.0112067j 0.00405285+0.00874792j -0.00764543-0.00196834j 0.0168038+0.0164595j -0.00287465-0.0020631j 0.0100358+0.00326222j -0.0142278+0.0067838j 0.00947041-0.00403294j 0.0121503+0.00461294j 0.00433025+0.000398732j 0.00936291+0.00432736j 0.000113236-0.00723331j -0.00798393-0.00181923j 0.00576642-0.00697709j -0.00123974-0.0074451j -0.0182884+0.00519382j -0.0159438-0.00957331j -0.00379173-0.00713367j -0.00873521-0.00343795j -0.00253411+0.00860576j -0.0019879-0.000959012j 0.0104104-0.00279892j 0.00610499-0.00098424j 4.91423e-05-0.0104239j -0.00577123-0.0146711j -0.00488163+0.00267416j 0.000171231+0.0109774j 0.000377913+0.0062594j -0.0075281-0.0106537j 
