-0.0128+0.000983563j 0.0184692+0.054152j 0.0341499+0.0082819j 0.0669867-0.0910842j 0.00251605+0.000289744j 0.0105398+0.0382315j 0.0193979-0.0457014j -0.028261-0.0354515j 0.000994398-0.0211608j 0.0263124-0.046508j 0.025126+0.0457807j 0.00849777+0.0307106j 0.00902361-0.0804566j 0.000164624+0.00467994j 0.0222633-0.0284292j 0.0677533+0.0452172j -0.00898355+0.0195161j -0.0361071-0.0193775j -0.0116569+0.00191389j -0.0115361-0.0763329j -0.000346763+0.0149671j 0.0196395-0.0435169j 0.094343-0.00449982j -0.0175064-0.0319572j 0.0331434-0.00458175j 0.0244254-0.0547021j 0.00383285+0.0282163j -0.02024-0.0434129j 0.0621451+0.0534227j -0.00290904+0.0291683j 0.0240514-0.00549587j 0.0111017+0.111946j 0.0528666+0.0421266j -0.00801008-0.0515658j 0.0169592-0.00717676j -0.00782571+0.0129842j 0.0105823+0.0128999j 0.0329517-0.0448741j -0.00145199+0.0111267j 0.00929553+0.0160563j -0.000262436-0.0174506j -0.0300451+0.0208506j -0.0235981-0.0208312j 0.0158596+0.0121974j -0.00128586+0.0383133j -0.0162412+0.0502749j 0.0167402-0.00142792j 0.0144313-0.0198729j 0.0233385-0.0243412j -0.032324-0.0654898j 0.060223-0.0615395j 0.0484439+0.00905556j -0.0508179-0.0759965j 0.0256541+0.0241964j 0.0741315+0.0219004j -0.0446879+0.0551653j 0.0567466-0.00729791j -0.0195588-0.109673j 0.0466039-0.0767955j 0.0552436+0.0713451j 0.00434533-0.0210837j 0.0777405+0.0236289j -0.0124773+0.0159028j -0.00351111-0.00743539j 0.0210807+0.0541029j -0.0532973-0.0677682j -0.0326081-0.0284166j 0.0987432-0.0368045j 0.138019+0.138455j -0.0808586+0.0352005j 0.140453+0.211319j 0.050853-0.0272177j 
-0.00705361+0.00385854j -0.000966017+0.00255273j 0.000694088+0.00388479j 0.00320193-0.00450456j 0.00135611+0.00246159j -0.00455372-0.00465035j 0.000519415-0.000953535j -0.00276731+0.00933525j 0.0040804+0.00292986j -0.00109013-0.000357955j 0.0195705-0.00420846j -0.00757379-0.00686565j 0.00857364-0.00740643j 0.00881355+0.0110067j -0.00144725-0.00388522j -0.00366155-0.00417785j -0.00114624-0.0147948j 0.00633955+0.000497651j 0.00507405+0.00193366j 0.0146913-0.00803435j 0.00148515-0.00910094j 0.0133676-0.00693695j 0.0020261-0.00376552j -0.00228728-0.00862606j -0.0179591+0.00122076j 0.00996203-0.00732903j 0.00268592-0.00497081j 0.00202093+0.00745075j -0.000312791-0.00401442j 0.0110553+0.000317216j -0.00214051+0.0104718j -0.00453678+0.00173051j 0.00189129-0.00285148j -0.00214551-0.00392778j -0.00556003-0.00436802j 0.004344+0.00847574j 0.00430419-0.0140646j 0.000476228-0.00647059j -0.00954697+0.00319575j 0.0111762-0.000927133j 0.00896619-0.0099904j 3.43182e-05-0.0159451j 0.0035533-0.000552472j -0.0184983+0.00765138j -0.00320353-0.00202176j 0.00445952-0.0126998j -0.00971248+0.00677426j 0.00787025-0.0251965j 0.0070527+0.00768851j 0.0131369+0.013856j 0.0105531-0.00163669j 0.00573691-4.66935e-05j -0.00524983+0.0195493j -0.0174725-0.00935813j -0.0100537-0.00797526j -0.0281562+0.0139295j 0.00332718+0.000108515j 0.014913-0.00858258j -0.0135315-0.0031255j 0.00331427+0.00839182j 0.00320381-0.0059884j 0.0129471+0.0209533j -0.0136406+0.00296071j -0.0072379-0.00226796j 0.00911503+0.0067158j 0.0081822+0.0137137j -0.00316905+0.00143168j 0.0204543-0.00399945j 0.00214123-0.00370587j 0.00027662+0.00328674j 0.00273146+0.00242714j -0.00209901+0.000586678j 
0.0112305-0.00932095j -0.00148783+0.0069535j 0.00435196-0.00271788j -0.00215729+0.00111813j 0.00122374+0.00191103j 0.00230623+0.00142681j 0.00248608+0.00172879j -0.00629913+0.00739998j -0.00313254+0.00272256j -0.00168857-0.000100906j 0.00731301+0.0160201j 0.00651197-0.0034505j -0.0021265+0.0022966j 0.00119143+0.00428307j 0.00361097+0.00322553j 0.0084839+0.0043514j 0.00566807+0.00276682j -0.00323207+0.000129967j -0.0032223-0.00285895j -0.00566981-0.00119121j -0.00960271-0.00630024j 0.0107971-0.00100854j -0.00663372+0.00484629j 0.0048091+0.00488111j -0.0128728-0.0065826j -0.00347637+0.00485219j 0.00520406-0.00134171j -0.00822099+0.00292228j -0.00186409+8.11665e-06j 0.00935396-0.00416749j 0.00388195-0.00815775j 0.00887974+0.00420121j -0.00371254+0.000763786j -0.00904328+0.00547454j -0.00139586+0.00193912j 0.00444455-0.00266761j 0.0120575-0.00298144j -0.00222821-0.00137615j -0.00565198-0.00395144j -0.00813835+0.00473828j 0.0140427-0.00909291j 0.00032306+0.00173034j 0.00679678-0.00612485j 0.00647591-0.00299147j 0.00756573+0.0102766j -0.00696068-0.000629334j 0.018467-0.0146125j -0.00898442-0.00876659j 0.00389855+0.022091j -0.0100669+0.0045514j -0.0180678+0.00217647j -0.00599659+0.00116989j 0.0162581-0.0103875j -0.0098753+0.0123801j -0.00124062+0.00235218j -0.0167243+0.000453761j 0.0191641-0.0068105j 0.00144779-0.00166238j 0.0116943-0.00508784j 0.00241547-0.0213266j 0.0214209+0.00184849j 0.00276453-0.0299399j -0.0124282+0.00125213j 0.0173541+0.00636861j -0.0181646-0.00461747j -0.0123764-0.00768938j -0.011399-0.00410993j -0.00630531-0.00438701j -0.00402956+0.00297575j 0.000628229-0.00119211j -0.00105894-0.00919933j -0.00386897-0.00656578j 
-0.00369087+0.00562816j 0.00455294-0.00480253j -0.0197905+0.00489638j 0.00762339+0.00206351j 0.01079-0.00264686j -0.0143808-0.00662996j -0.00202207+0.000939991j 0.00786959-0.00461229j 0.000221895-0.00267254j 0.0120956-0.00188868j -0.00883822-0.00850279j 0.00377291+0.00255462j -0.00818329+0.00240375j 0.000858771-0.00449841j 0.00927627+0.00831151j 0.00973256-0.00123478j -0.00318376-0.00850065j -0.00466858-0.0129601j -0.00753621-0.00515096j -0.00845417-0.00380606j 0.0063161+0.00167028j -0.00959067+0.0135436j 0.00584757+0.00333422j 0.00876207+0.0108494j 0.0030614+0.0112805j -0.0186782-0.00275006j -0.00110887-0.000286667j 0.00307469-0.0174806j -0.00808049-0.0142693j -0.011689-0.00709653j -0.0089546+0.00855425j -0.0079345-0.00985298j -0.000433953+0.00663261j -0.000231371+0.00490078j 0.00269962+0.00078242j 0.00369167+0.00531957j -0.000720193-0.000849879j -3.40002e-05+0.00220906j -0.00246414-0.00159694j 0.00986551+0.0130387j -0.0094363+0.000995158j 0.00105396-0.00511363j -0.00201739+0.00865285j -0.00636719+0.00276551j 0.000282083+0.00322617j -0.000325161-0.000289075j -0.00369972-0.000629386j 0.00860382-0.00296884j -0.00559214-0.00103261j -0.00221465+0.0157127j -0.00147705-0.00751226j -0.00362152+0.00996403j -0.017571-0.00767617j -0.0125674+0.00473117j 0.00702075+0.00537887j -0.00373248+0.00622539j -0.00267135+0.00954718j -0.00428458+0.0121435j -0.00317775-0.000951605j 0.00339075-0.0104652j -0.00336828-0.0115164j -0.00422589-0.00811529j 0.00680904+0.000682294j 0.00965614-0.0126296j 0.00334239-0.00241462j -0.000854051+0.0118658j 0.00147466+0.00365851j 0.00296491-0.00241656j 0.0114518-0.0075034j -0.00223753+0.00705631j -0.000571406-0.00267606j -0.00378209+0.00245705j 
0.00759764-0.00491093j 0.00279228+0.00324514j -0.00323746-0.0050606j -0.00384267+0.000950008j 0.00466472-0.000607642j -0.00166852+0.00145941j 0.000214106+0.000958909j -0.00648668+0.00673516j -0.0118091-0.00758585j 0.0244627-0.00593379j 0.0038117+0.0102701j 0.0131872+0.00137353j -0.0151296-0.00112294j -0.0148293-0.00110387j 0.00359436+0.00687382j -0.0122111-0.0111679j 0.000972366+0.0161733j 0.00390536+0.0130502j 0.00294777-0.00197751j -0.00231133-0.00764372j 0.00570973+0.017311j 0.00468717+0.00454473j -0.00128098+0.00142726j 0.0142413+0.00477364j 0.00184795-0.00321486j -0.00255058+9.14438e-05j 0.0073834-0.00654926j 0.00505917+0.00662297j -0.00131963-0.00668534j 0.0134794+0.00612891j 0.0038448-0.00151941j -0.000330399+0.00715888j -0.00288427+0.00335933j -0.00665306+0.00570813j 0.000670436+4.06073e-05j 0.00520591-0.0021496j 0.00430984+0.00249745j -0.00167043+0.0020941j 0.0031728+0.00450605j -0.00407504-0.00465121j -0.00110356+0.00976104j 0.0111049+0.00310929j 0.00117203+0.00234533j 0.00249068-0.000867161j -0.0104962+0.00569705j -0.00113689-0.00201654j 0.00502858+0.00196969j 0.00277525-0.00664731j -0.018433-0.00513233j 0.00730534-0.015493j 0.00582137-0.0108147j -0.00233321-0.00619776j 0.00857623+0.000561474j -0.00241934+0.00172002j -0.0020139+0.0192979j 0.00294375-0.00165477j -0.00123493+0.00576474j 0.00224999-0.00425818j 0.00321416-0.0121373j 0.0101039+0.000347694j -0.00987633+0.00246717j -0.00887948+0.0088539j 0.0127602+0.0037106j 0.00473029-0.00564167j -0.00433265-0.00173953j -0.00499057-0.00213987j 0.00230063+0.00144871j 4.69628e-05-0.00599082j 0.00318758+0.00123636j -0.00279908+0.000244955j -0.00414471-0.000225287j 0.00232862+0.00130153j 
0.00922873-0.0143154j 0.00756394-0.00761361j 0.00839588-0.00344255j 1.84592e-05-0.00399576j 0.0160093-0.000915217j -0.00850995+0.000615267j -0.0041695-0.00410569j -0.00260122-0.00111942j 7.39418e-05-0.00116403j -0.00610911-0.011975j -0.00276174-0.00493904j -0.00348923-0.00739081j 0.0048115+0.00427115j 0.00605521-0.00367249j 0.000894364+0.00143569j -0.000646867+0.0150271j 0.0044136+0.0042311j -0.00145955-0.00504992j 0.00169091+0.00388388j 0.0151532-0.00155049j 0.00537462-0.00784088j -0.00520388-0.0101258j -0.0080366-0.0132301j 0.0028276+0.0016882j 5.85138e-05-0.0149447j 0.0147951+0.00365275j -0.00856074+0.00247203j -0.00556734-0.0204005j -0.0102772+0.000459895j -0.0142152-0.00486863j -0.00462525-0.00853139j 0.0120268-0.00763609j -0.0067213+0.000640759j -0.00222788-0.00492096j -0.00250088-0.0033598j 0.00168518+0.00314581j 0.00935032-0.00595952j -0.00245929+0.00599827j -0.00316459+0.00577798j 0.000490718-0.0130814j 0.00214289+0.00886125j 0.00715062-0.00602382j -0.00350413-0.00294897j -0.00655139-0.00293116j -0.0120411-3.07181e-06j -0.00252913-0.00285027j 0.00159122-0.0031427j -0.00167026+0.00346514j -0.00262524+0.00717947j 0.0175151-0.00852779j 0.00463753-0.00160997j 0.00610683-0.0080726j 0.0188191+0.000115957j 0.00184972-0.00478463j 0.00794335+0.0114017j -0.00214677+0.00238049j -0.0154073-0.00384777j 0.00419769-0.0213248j -0.00118035+0.000600008j -0.0051939+0.00248213j -0.000435476+0.00339138j -0.00828561+0.00891013j -0.0022306+0.00327433j 0.00159661+0.00893302j -0.00360906-0.00181969j 0.0039543+0.00875037j -0.00616003-0.000935947j 0.00179476-0.00384155j 0.00191294-0.00833827j 0.010587-0.00103523j -0.0103939-0.00698919j -0.00456435+0.00482122j 
0.0101524-0.0164398j -0.00310975+0.014022j 0.00340061-0.0013502j 0.00948817-0.0146107j -0.00316472+0.00343237j -0.0102538-0.000753489j -0.00547835-0.00364937j -0.00220219+0.00382385j -0.00505618-0.000346007j 0.00330226-0.00596406j 0.00724611-0.00875884j -0.0122281+0.00598216j -0.00543295+0.000367543j 0.00481107+0.0107254j 0.00372996+0.00357484j -0.00633733+0.0035345j -0.00345644-0.00856107j 0.00125936+0.00218371j 0.00526268-0.00144519j 0.0041779-0.00421873j 0.0053786+0.000191684j 0.00658966+0.00108181j 0.00690751+4.43164e-05j -0.00603868-0.0143268j -0.00227809-0.00788277j 0.00473309-0.00117617j 0.0046712-0.00846248j -0.00755389+0.00605513j 0.00046741-0.0047052j 0.00303007-0.00279552j 0.0033332+0.00351506j 0.00307688+0.000469485j 0.00398661-0.00188399j -0.00620392-0.00471577j 0.00491788-0.0052239j 0.00436208-0.00185279j 0.00835706-0.0129141j 0.00170841+0.00672054j -0.000251962-0.00374113j -0.00349759-0.00578182j 0.0117616+0.00729084j 0.00373753+0.00434794j -0.012008-0.00509086j -0.0110335+0.00407969j -0.00150628-0.0051409j 0.0188557+0.00648262j -0.0051633-0.00308491j 0.0211519+0.0128185j 0.0058263-0.00411747j 0.00543226+0.0144158j -0.00540999+0.00507807j -0.0105263+0.00760968j -0.0076273+0.00684579j -0.00394709-0.00274158j 0.0053928-0.0130311j -0.00594701+0.0132184j 0.00874711+0.00594175j -0.00489152-0.0162386j 0.00354871-0.0042519j -0.0175745+0.00117756j 0.00933397+0.00527945j 0.00407592+0.00347816j 0.000122701+0.0107031j -0.0020042+0.010831j 0.00166918+0.000302602j 0.00158738-0.0110258j 0.0113311-0.000150147j -0.00158471+0.00494385j 0.00215279-0.00141546j 0.00781725-0.00377344j -0.00547867-0.00603909j -0.00540822-0.00666174j 
-0.00882447-0.00093397j -0.00645841-0.00367985j -0.00647743+0.0181263j -0.00292154-0.00270046j 0.0099221+0.00335878j -0.00323925-0.00172601j -0.0140073-1.41587e-05j -0.012874+0.00883756j -0.00339454+0.00651923j -0.0136327-0.00746111j 0.000119275+0.00169958j 0.00231906+0.00163721j 0.00368662-0.00877553j -6.85431e-05+0.009707j -0.00888178-0.0119213j 0.0109215+0.0208872j 0.000433423+6.2531e-05j -0.00465958+0.00755761j 0.0156754-0.0118922j -0.0018007+0.0140067j 0.0161947-0.0101576j 0.00547115+0.00562467j -0.00876785+0.00236517j -0.00320063-0.00648555j -0.00161293+0.000136277j -0.0137356-0.00110299j 0.00467062+0.00109922j -0.00582382-0.00233071j 0.0148118-0.0100952j -0.000784868+0.00688405j -0.00234249-0.00221978j 0.000316904+0.0141983j 0.00849019-0.00387941j -0.00361559-0.0154736j 0.00148557+0.00387829j 0.00429861+0.00799644j -0.00291806-0.000833824j -0.0089934-0.00075684j 0.00803995-0.0111095j -0.0106805-0.00698153j -0.00183504-0.0066335j 0.00229953+0.00232344j -0.00433604-0.00792674j 0.0106094-0.0119025j -0.00581622-0.00284213j 0.0201168-0.00712382j -0.00351554+0.00488041j -0.00605942+0.0058385j -0.00499203-0.00343238j -0.0141886-0.016306j -0.00506038+0.0251936j -0.0199536+0.0055176j 0.00308359-0.000218126j 0.00197745+0.00797052j -0.00773335-0.00722221j 0.0132699-0.0098915j 0.00645642-0.00234712j -0.00884141+0.00716485j -0.00704546+0.0110143j 0.00635466+0.00663461j -0.00491828-0.00950379j 0.00465881+0.00586946j -0.00553528-0.0125402j 0.0124011+0.00595209j -0.00161845+0.00623275j 0.0120695-0.00755052j 0.00404138+0.00714237j -0.00121795+0.0134234j -0.0126867-0.00395732j 0.00590594+0.00170609j 0.00565706+0.000111035j 0.00582514+0.0006101j 
-0.00380484+0.00188181j -0.0126921+0.0105044j -0.00292978+0.0069431j 0.00872401-0.00275772j -0.00790946+0.00201368j -0.00248396+0.00204369j -0.00746774+0.00167428j 0.00625363+0.00716011j -0.00251387-0.00386908j -0.010348+0.00797129j 0.00839334-0.00628382j -0.00465946+0.0039541j -0.0134088+0.0131823j 0.00197199+0.0062093j 0.00944983+0.0010765j 0.00154544-0.0166682j 0.00109183+0.00360128j -0.00330431-0.00559674j -0.0107169+0.00275865j 0.00536407-0.00946252j -0.00851477+0.00176715j -0.00199153+0.0154318j -0.007135+0.00402247j -0.00851456-0.00451725j -0.00241928-0.00434661j -0.00182156-0.000283038j 0.00159746+0.00559857j -0.00915724+0.00149074j 0.00494693-0.0087163j 0.00585768-0.00551226j 0.0030877+0.00512155j 0.00250968+0.00444259j 0.00506766-0.00890023j -0.0107305-0.00280137j -0.00315971-0.000700274j 0.00177309-0.00332352j -0.00526148-0.0132477j -0.00127128-0.0107683j -0.00201998-0.0107787j -0.0015895+0.00571328j -0.00472277-0.0114298j 0.000228015-0.00983637j 0.0104132-0.00529315j -0.00667406-0.00632515j 0.00251237+0.0101642j -0.00271793-0.0178892j -0.000126107-0.00875015j -0.0109907-0.0120647j -0.0215038-0.00436861j -0.00348932-0.00633083j -0.00294325+0.00934299j 0.000946498-0.00842003j 0.0114132+0.011094j 0.00426224+0.00396924j 0.00921957+0.0104709j -0.00617298-1.31665e-05j -0.00388158-1.74515e-05j -0.0035252+0.0207619j 0.000118032-0.00469171j 0.00741774-0.0148428j -0.00638042-0.0131134j -0.00346008-0.00406872j 0.0105373-0.00212835j 0.00763925-0.0135486j -0.00869813+0.0102138j 0.00243595-0.00583122j 0.00265014+0.00220162j -0.00751929+0.00946656j -0.00205139-0.00352735j 0.00290355-0.00622613j 0.000342456+0.00170087j -0.0010268+0.000317817j 
-0.00219051-0.000376773j 0.000521656-0.000481581j -0.00130055+0.00545612j 0.00570454-0.00478547j 0.00156411+0.00167624j 0.000352618-0.0125702j -0.00437851-0.0065619j 0.00377667+0.00303323j 0.00278122+0.011449j -0.0122644-0.00283498j 0.00776092+0.002912j 0.00306703+0.00451637j 0.00298787+0.00127075j 0.013203+0.0173849j -0.00045199-0.00250134j -0.00901693+0.00964482j -0.0164989-0.00864354j -0.00686776-0.00647511j 0.00143011-0.00772734j 0.00275461-0.00317629j -0.00450649-0.0137019j 0.0188279+8.33744e-05j 0.00479356-0.00699034j -0.00699779-0.00647187j -0.0119654+0.000153584j -0.0112911-0.000626874j 0.00373988-0.00682743j -0.00207893+0.00652277j 0.000764438-0.011492j 0.00332668+0.00390617j -0.00376951-0.000395621j -0.00147398-0.000244705j 0.00268851-0.00419426j -0.00228267+0.00211753j -0.000111267+8.96837e-05j 0.00546897+0.000723443j -0.00153989+0.00513729j -0.0068221+0.00185948j -0.000770847+0.00839682j 0.0030728-0.00982947j -0.00389356+0.00790716j 0.000251305+0.00879776j -0.00554446+0.00195228j 0.00533713-0.00129186j 0.000162671-0.00878318j -0.00199714+0.00316054j -0.00934365+0.00257036j -0.00103309+0.00564343j -0.0126096-0.0093918j 0.00973854-0.00523368j 0.00349313+0.00475643j -0.0041097-0.00300145j 0.00996995+0.00214009j 0.00367678+0.0164209j -0.000480059+0.00864094j 0.00713638+0.00746057j 0.00182758+0.00686121j 0.00662809-0.0114044j 0.00201022+0.00481256j -0.00501975-0.00180801j -0.00956613-0.00193542j -0.0177816+0.00451843j 0.0134302+0.00805072j 0.00500812+0.00159853j -0.0074782-0.00531688j -0.00276689-0.000641495j 0.000880348+0.0066557j -0.000192376-0.00841151j 9.31963e-05+0.00331234j 0.000792744-0.00302815j -0.00284303+0.00234857j 0.000748887+0.00086565j 
-0.00857073+0.0127014j -0.00270162-0.0030381j 0.0018003-0.0077698j -0.000252994+0.00240351j -0.00812246-0.00200978j 0.0106152+0.00137904j 0.00433659+0.00788973j -0.00158319-0.00961769j -0.00553959-0.00244022j 0.00214011+0.00450547j -0.00240502+0.0133441j 0.00565488-0.0113457j -0.00966203+0.00877876j 0.00630918+0.00209517j -0.00815609+0.00527059j 0.00660898+0.00385892j 0.00366798-0.00198613j 0.00594706-0.00412039j -0.00539832-0.0039391j -0.0219865-0.00809956j -0.00575293-0.0119568j 0.014729-0.00426419j 0.00259366+0.0148878j 0.00754765-0.000318643j 0.00261049+0.00061197j -0.00642731+0.00775951j -0.00709743-0.0141664j 0.00370754-0.0129998j -0.00182629+0.00295623j -0.000580848-0.00862227j 0.00261985+0.00262238j 0.00226461-0.00326388j 0.00714209-0.00273733j 0.00615016-0.000813126j -0.000903078-5.12359e-05j -0.00152344-0.00523431j -0.00708963+0.00994851j 0.00925523-0.00537337j 0.000234502-0.0014807j -0.00932826-0.00155846j 0.00995619+0.00236949j -0.000333701-0.012004j -0.00991807+0.0105767j -0.00373644+0.0061354j 0.00186404-0.00787581j 0.00310251+0.00312493j 0.00588291+0.010914j 0.000759747+0.00983211j 0.00600952-0.00262185j -0.00785054+0.00541477j -0.0039679-0.00903118j 0.00195865-0.00471226j -0.00892223+0.00751706j -0.000799014-0.0121289j -0.00541513-0.0143866j 0.00544185-0.00445378j -0.00351557+0.00136806j -0.0081452-0.00123844j -0.0114471+0.00375054j -0.00794827+0.00675838j 0.00526183+0.00378428j 0.0112622-0.00185614j -0.000421204-0.00654025j -0.00584938-0.00264467j 0.00903631+0.000663987j -0.00589747-0.00345696j 0.00635865+0.00214388j 0.00291157+0.00112095j -0.00210065-0.00122181j -0.00722395-0.00233188j 0.00400979+0.00510238j 0.00550259+0.00370088j 
-0.00982947+0.00391684j 0.00889652-0.00767026j -0.0142751+0.00526733j -0.00952798+0.0089707j -0.000764181-0.00160822j 0.00153427+0.000713143j -0.00745519-0.000841516j -0.00126825-0.00656721j -0.00854844-0.00106784j -0.00464793+0.00740372j -0.00596651-0.00465315j 0.00153542+0.00901843j -0.0095788+0.00436784j 0.00465445-0.000736405j 0.00205093+0.0103249j -0.00542073-0.00321921j -0.0264305+0.0182547j -0.00510064-0.00135423j -0.00199929-0.00681261j -0.00437162+0.0101286j -0.00327949-0.00100232j 0.00592694+0.00336058j 0.000659139-0.0141852j -0.00232811+0.002299j 0.0132741+0.00526262j -0.00652314+0.00511936j -0.0076291-0.00291689j 0.0044012+0.00043818j 0.0014352-0.00350349j -0.00723155+0.00775886j 0.00435438-0.000281672j -0.00143865+0.00543139j 0.00231674+0.00575526j 0.0175675-0.0125327j -0.0033254-0.00108425j 0.00300563+0.0121822j 0.00127019-0.00419489j -0.0180501+0.00693056j 0.00382412-0.0074975j 0.00152233-0.00403686j 0.0106911-0.00569661j -0.00464291-0.00539165j -0.00514673-0.00628957j 0.0046565+0.00706689j -0.00168271+0.00494299j -0.00197573+0.0101529j -0.00763804+0.00229862j -0.00971711+0.00930312j -0.0111125+0.0198045j -0.0138+0.0110415j -0.0058477+0.00312219j -0.00347488+0.0125869j 0.00618683+0.00824727j -0.0111139+0.0110297j -0.00260446-0.00402061j -0.0146243+0.0107366j 0.0238542+0.00645678j 0.00420294-0.00961893j 0.000959509+0.0187828j -0.00413292-0.00119543j 0.00449699-0.00402551j 0.00938265-0.0106408j -0.0131334+0.000292787j 0.0121327+0.0152366j -0.010441-0.00119291j 0.00825049+0.00998339j -0.00528032+0.00260248j 0.010348+0.00244143j -0.0115002-0.00575279j 0.00882913+0.00287924j 0.00202293+0.00462049j 0.00826837+0.00286491j 
0.00687038-0.00928133j -0.0025954+0.00670335j -0.0034864+0.000966334j 0.00201881+0.000549505j 0.00851888-0.000584965j -0.00124393+0.00415294j 1.21583e-05+0.00587215j 0.00166811-0.00671365j 0.00290035-0.000523278j -0.010258+0.00851305j -0.00642801+0.00277347j 0.00378171+0.00831809j 0.00131405-0.000330767j 0.0025423-0.00776405j 0.0123616-0.00567546j 0.0176828-0.0144426j -0.00247596+0.000314155j -0.00327382-0.00432598j -0.0146628-0.00239065j 0.00866272+0.00050416j -0.00769836+0.0100294j -0.0139124+0.0104439j -0.00783021+0.00457389j -0.00179091+0.0152449j 0.00383976+0.0100503j 0.000147663-0.00565666j 0.00923372+0.00241766j -0.00471114+0.00116162j -0.000339705+2.54757e-05j 0.000654094-0.00444431j 0.00541694-0.0029199j -0.00134481+0.010722j -0.000876899+0.00156796j -0.00502018+0.00416779j -0.000666304-0.000535637j -0.00326329-0.00268235j 0.00541755-0.00597526j -0.00379534+0.00308427j -0.0107302+0.000965134j -0.00238483-0.00894074j 0.00820054-0.00257357j 0.00437355+0.00171076j 0.00728532-0.00117623j -0.00268547+0.000529823j -0.00182616+0.00158834j 0.00648343+0.000355625j 0.000412262-0.00191765j 0.0134224-0.0132935j 0.00234161+0.00128725j 0.012185+0.00575454j 0.00167012+0.00436923j 0.00386454-0.00663943j -0.00297581+0.00466983j 0.00336836-0.0165086j -0.00359968-0.00396989j -0.00454162+0.00186546j -0.00168412-0.00725259j 0.00742675+0.0017776j -0.000225255-0.0110249j 0.00332953+0.0108363j 0.00796131+0.00713697j 0.000723232+0.011867j -0.00543415-0.00114604j -0.0116637+5.8092e-06j 0.00254647+0.00862238j -0.00424231-0.00459285j 0.00109515+0.000790116j 0.00208021+0.00197391j -0.00348019-0.00313057j -0.000861348-0.00460211j -0.00335144-0.000276834j 0.00288527+0.000280711j 
-0.00234736+0.00469449j -0.00190824-0.00402846j -0.011016+0.00412938j -0.00598433+0.00045745j 0.00951485-6.72974e-05j -0.00166638-0.00093207j -0.00738578+0.00893665j -0.017141+0.0057011j -0.0100562+0.00287471j -0.00512452-0.00066156j -0.0037212+0.0086138j 0.010523+0.00525486j -0.00192264-0.00501215j -0.00724106+0.000837285j -0.00460686-0.0100817j 0.0030289-0.0038798j -0.00649594+0.00595336j -0.00599194+0.00321524j 0.00255356-0.00346655j 0.0124664+0.00725343j 0.00186272-0.0132801j 0.0184225+0.00468208j -0.00932709-0.00663163j 0.00929859+0.00244537j 0.00178056-0.0118649j -0.00147034+0.00294074j 0.00491298-0.0116651j 0.000221505-0.00843799j -0.00287607-0.0117143j 0.00327508+0.000482043j -0.00648686+0.00535691j 0.00472625-0.00126874j 0.00585609-0.000625333j 0.00627876-0.000748679j 0.00454226-0.00148198j -0.000380983-0.0064745j -0.00799942-0.00250395j -0.00215771+0.00546927j 0.00659016+3.67982e-06j 0.0101887+0.0119685j -0.0152404-0.00632693j -0.00761122+0.00523256j 0.0161103-0.00153511j 0.00505204-0.00136126j 0.00584912+0.0036312j -0.0117561+0.000501053j -0.0185698-0.00774276j -0.00768069-0.00732426j 0.00406672-0.00986017j 0.000783874+0.00834189j 0.0028677-0.00109915j 0.000779287+0.0225042j -0.0231887-0.000940892j 0.00162597+0.00278423j -0.00909436+0.00492412j 0.012238-0.00467572j -0.00356517+0.000433331j 0.00431634+0.00162397j -0.00387521+0.00872686j 0.000430653+0.00712266j -0.00851837-0.00834967j 0.00439928-0.00207628j 0.000126846+0.00308924j -0.00684676-0.00786102j 0.00341957-0.00381934j 0.00702981+0.00442843j 0.00555147-0.00326389j -0.0040076+0.00123556j -0.00582439+0.0030011j -0.0034162-0.000250604j 0.00118324+0.00411092j 0.00744938+0.000222976j 
