-0.0128+0.000983563j 0.0184692+0.054152j 0.0341499+0.0082819j 0.0669867-0.0910842j 0.00251605+0.000289744j 0.0105398+0.0382315j 0.0193979-0.0457014j -0.028261-0.0354515j 0.000994398-0.0211608j 0.0263124-0.046508j 0.025126+0.0457807j 0.00849777+0.0307106j 0.00902361-0.0804566j 0.000164624+0.00467994j 0.0222633-0.0284292j 0.0677533+0.0452172j -0.00898355+0.0195161j -0.0361071-0.0193775j -0.0116569+0.00191389j -0.0115361-0.0763329j -0.000346763+0.0149671j 0.0196395-0.0435169j 0.094343-0.00449982j -0.0175064-0.0319572j 0.0331434-0.00458175j 0.0244254-0.0547021j 0.00383285+0.0282163j -0.02024-0.0434129j 0.0621451+0.0534227j -0.00290904+0.0291683j 0.0240514-0.00549587j 0.0111017+0.111946j 0.0528666+0.0421266j -0.00801008-0.0515658j 0.0169592-0.00717676j -0.00782571+0.0129842j 0.0105823+0.0128999j 0.0329517-0.0448741j -0.00145199+0.0111267j 0.00929553+0.0160563j -0.000262436-0.0174506j -0.0300451+0.0208506j -0.0235981-0.0208312j 0.0158596+0.0121974j -0.00128586+0.0383133j -0.0162412+0.0502749j 0.0167402-0.00142792j 0.0144313-0.0198729j 0.0233385-0.0243412j -0.032324-0.0654898j 0.060223-0.0615395j 0.0484439+0.00905556j -0.0508179-0.0759965j 0.0256541+0.0241964j 0.0741315+0.0219004j -0.0446879+0.0551653j 0.0567466-0.00729791j -0.0195588-0.109673j 0.0466039-0.0767955j 0.0552436+0.0713451j 0.00434533-0.0210837j 0.0777405+0.0236289j -0.0124773+0.0159028j -0.00351111-0.00743539j 0.0210807+0.0541029j -0.0532973-0.0677682j -0.0326081-0.0284166j 0.0987432-0.0368045j 0.138019+0.138455j -0.0808586+0.0352005j 0.140453+0.211319j 0.050853-0.0272177j 
-0.0157327+0.00677257j -0.00147553+0.000592951j -0.016408+0.019273j -0.00620276-0.0032476j -0.0169725+0.00138922j -0.00876182-0.00944716j -0.016467+0.00549711j 0.0104177+0.00390607j 0.00776812+0.00908746j -0.00236264+0.00535235j -0.00152607+0.00518863j 0.000333+0.0060855j -5.29485e-05+0.0106664j -0.00185775-0.000655085j -0.00394607+0.00345067j -0.00249559-0.0203856j 0.00993271-0.00244518j 0.0048178+0.0062459j -0.00265451+0.00214998j 0.00702667+0.00764274j 0.00339446-0.000287566j -0.00675367+0.0102513j 0.00472641-0.00360497j -0.0124128-0.0129059j 0.0134492-0.00774832j 0.00672958-0.0129467j -0.000420688+0.00654367j 0.00302646+0.0117661j 0.00376467+0.0110131j 0.0067726+0.00161606j 0.00533454+0.0137808j -0.00928851+0.00189555j -0.00974816-0.00705647j 0.0122184+0.00678486j -0.000196326+0.00477599j -0.0246277-0.0137877j -0.0190303+0.00886886j -0.00343047+6.47289e-06j 0.0111431-0.00325985j 0.00163265+0.00182836j -0.0142608+0.00121052j -0.0031762+0.0127929j 0.000573493-0.00626838j 0.00970219+0.0028673j 0.00880402-0.00677829j 0.00254905-0.00581717j 0.00659165-0.0163925j 0.0034884-0.000966737j -0.00728116+0.000633107j -0.00080621-6.02906e-05j -0.00322355+0.0165844j -0.00592206+0.0134396j -0.0137691+0.0135739j -0.00216685+0.00539032j 0.0013181+0.000910004j 0.0124246-0.0120575j 0.023226+0.00311178j 0.0269059+0.00182006j -0.0214428-0.0198573j 0.00253143-0.00461766j 0.0144792+0.00353534j 0.00784929-0.0125596j 0.00421592-0.00694817j 0.0188351+0.0284355j 0.00979722+0.00716034j -0.00740204-0.00113493j 0.0125378+0.00433022j -0.00584597-0.00438867j -0.000290927+0.00736466j -0.0177241+0.000962563j 0.0100653-0.00483763j -0.00633913+0.00306973j 
-0.0143866+0.00809949j -0.00672584-0.0126486j -0.00971282+0.00575626j 0.00425083-0.00888887j 0.00600644+0.00430407j -0.00604508-0.00847557j -0.000100305+0.00297722j -0.00438026-0.00375951j -0.00168375-0.000204962j -0.00236786+0.0028434j -0.00267259-0.00282511j -0.00246347-0.00187808j -0.0107044+0.00471469j -0.00842308+0.00590228j -0.00301437+0.000177966j 1.63739e-05+0.00325164j -0.000279649+0.00598398j -0.00239337-0.0096611j 6.22257e-05-0.000803909j 0.00423446-0.000617061j -0.00578215+0.00240706j -0.00937855-0.00338776j -0.000580142-0.00188437j 0.0168171-0.00536992j 0.00125609-0.00498097j -0.00719546+0.00177899j 0.00264384-0.00243613j 0.004744-0.0144294j -0.00167064-0.00798973j -0.00556922-0.0128512j -0.0107499-0.00361907j 0.00512465+0.00649533j 0.00850586-0.013253j 0.00359591-0.00593734j -0.000460543-0.0082537j -0.0141463-0.0167835j -0.0128604+0.0163401j 0.00229288+0.00313097j -0.0124332+0.00231746j 0.0135874+0.00911022j -0.0059606+0.0110463j 0.0109457+0.0046663j 0.00862354-0.00169348j -0.00233384-0.00772752j 0.0135051-0.0237461j -0.0102668-0.0118303j 0.00268175-0.0090405j -0.0051968-0.00829571j 0.00410213+0.00181369j 0.00454176+0.00556879j -0.00149239+0.0117683j -0.0192714+0.0013926j -0.00713214+0.0045168j -0.0171248+0.00568308j -0.00344527+0.0036698j -0.0049561-0.00694764j 0.0176037+0.00724781j -0.00423777+0.00275338j -0.00790357-0.0113412j 0.000566779-0.0173894j 0.0123512+0.00230138j 0.0148009-0.0119834j -0.0153353-0.00288499j 0.00429042+0.00508841j 0.01427+0.000794883j 0.000140839-0.013501j 0.0193808+0.00624444j -0.0125287-0.0011428j 0.0064177+0.00487787j -0.0248732-0.0136222j -0.00166155+0.00922145j 0.016211+0.013129j 
0.0117139-0.0250186j 0.00939146-0.00375353j 0.00999361-0.00785919j -0.00462142-0.00474282j -0.000662269+0.000203206j -0.00343279-0.000585948j -0.00285072-0.00230456j -0.00312241+0.00639157j 0.000775213-0.00358056j 0.000697161-0.00721509j 0.00465214+0.0123927j -0.000164579-0.00348565j 0.0011218-0.00284957j 0.000425641-0.00430721j -0.00147462-0.000926047j 0.000966472+0.000430009j 0.00106346-9.0352e-05j 0.00505618-0.00355685j -3.76101e-05+0.00195562j 0.0077886+0.00365614j 0.00139343-0.008418j 0.00119471+0.00160505j 0.00364824-0.00393436j -0.0037924+0.00507204j 0.0124379-0.00456214j 0.00175564-0.00406723j 0.00737682-0.00316246j 0.00788919+0.000563599j -0.00514809+0.0105713j 0.0050295+0.00220378j 0.0109652-0.00786941j 0.00194389+0.0107203j -0.00983102+0.00498612j 0.00124836+0.0030237j 0.00417957+0.00329391j -0.00488516-0.0114443j 0.00679475-0.0011362j -0.00635989+0.021148j -0.000184511-0.00448297j -0.000208153-0.0116608j -0.00452767+0.00774873j -0.00441782-0.00513284j 0.0101243+0.000658915j -0.00691468+0.00978713j 0.00321409+0.00846587j -0.00341521+0.025131j 0.00634026-0.0104322j 0.0115842-0.0117277j 0.00397472+0.00820523j 0.0147202-0.0203703j 0.00314242-0.0107943j -0.0245214+0.00869121j -0.00925444+0.00406207j -0.000203463+0.0039275j 0.0265727+0.00258406j -0.00831817+0.00519849j -0.00316327+0.0232004j -0.00818148-0.0174367j -0.00895532+0.00888887j -0.0128473-0.00421217j -0.00528527+0.00901275j -0.0188397+0.010157j 0.00548851+0.00664087j 0.002931-0.0269426j -0.0134913-0.000627561j -0.0120152+0.00158938j 0.00613121-0.0376637j 0.00960549-0.00183802j 0.0177103+0.00249835j 0.00560331+0.0126497j 0.00513215-0.00238673j 0.00324568-0.00643948j 
-0.00656423+0.00440429j -0.0144415+0.0181395j 0.00252715+0.00796539j 0.015887-0.00911696j -0.00371045+0.00157675j 0.0029157+0.00364597j -0.0134171+0.00789346j 0.00419848-0.0114766j 0.00114399+8.61876e-05j 0.0025239-0.00285368j 0.00589661+0.00356064j -0.0053203-0.00332026j 0.00917589+0.00381664j -0.000142732-0.00393195j 0.0043603+0.000342376j 0.00194776-0.00401856j 0.000230973+0.00103357j 0.00391132+0.0143721j 0.00208273+0.0071544j -0.00651109-0.0109913j 0.00361319+0.00185989j 0.00297876+0.00416368j -0.0104918-0.0106305j -0.0012141-0.00608012j 0.000361752+0.00729473j 0.0220668-0.00817065j -0.00310364+0.0092279j 0.01324+0.00744659j 0.00439985+0.0160774j 0.0188809+0.000952789j 0.00511442+0.0240914j -0.0158787+0.00828958j 0.00287313-0.000260862j -0.00804242+0.00406j 0.000429594+0.00587345j 0.00860019+0.00519867j 0.00338823-0.00125554j 0.00237609-0.00327811j -0.00965663+0.000491619j -0.00603004+0.00545718j 0.0100005-0.00790925j 0.00409292-0.0127591j 0.00507067+0.00149154j -0.00569064-0.00795674j 0.021667-0.00521672j -0.00253605+0.0017024j -0.0114293-0.00212765j -0.000713356-0.00886829j 0.00243046-0.0105494j -0.0118798-0.000530427j -0.00662122+0.0141058j -0.00211545-0.00874963j 0.00449473+0.00207696j -0.00691394-0.0135512j -0.0015637-0.0178294j -0.0177614+0.00193989j 0.00527591+0.0135514j -0.025362+0.0135313j 0.0163832-0.00878557j 0.00294176-0.00512577j -0.00348633-0.0146695j 0.00635051+0.00999907j 0.0172123+0.00372227j -0.00798674-0.016471j 0.00661727+0.0152891j 0.00749108-0.0126581j 5.88947e-05+0.0153638j -0.00287275+0.0087068j 0.00346151-0.000634375j -0.0147409+0.000839948j -0.00407351-0.00525465j -0.00926231+0.0114754j 
0.0157791-0.0203305j -0.0136116+0.0147548j 0.0166609-0.0028243j 0.00557234-0.0146406j 0.00797139+0.00298664j -0.0126817+0.00320537j -0.00606138-0.00289201j -0.0049804+0.00104103j 0.00341799-0.00687232j -0.000619389-0.00492939j 0.00526088+0.00986335j -0.00508887+0.000817176j -0.00284266+0.00313433j 0.00295024+0.00165246j -0.000971314-0.00508816j -0.00644734+0.00105864j 0.00373199+0.00425913j 0.00639257-0.00849372j -0.00315378+0.00565936j 0.00371967+0.00618066j 9.21899e-05-0.00204164j -0.00741995+0.00367566j 0.000114263+0.00346113j -0.000818588-0.0101167j 0.0206876-0.00319125j 0.00128876-0.000688932j 0.00431233+0.00393949j 0.00437343+0.00925922j -0.00215761+0.00487636j 0.00109434-0.0114667j 0.0221019-0.0105591j 0.00144063+0.0226373j -0.0144843+0.00553821j -0.0127097+0.00123886j -0.00860149+0.00245538j -0.00402097-0.00699368j 0.00328281-0.0188554j -0.0110715+0.0137231j -0.00615963+0.00168509j 0.00357404+0.0027575j 0.00892635-0.00685311j 0.00904298+0.00403199j 0.00256878-0.0154588j -0.011993-0.00666038j -0.0145019+0.00283541j 0.00630749+0.00660276j -0.00905452-0.00992191j 0.0101214-0.00943738j 0.00727883-0.00621271j 0.00196843-0.0278466j -0.00286368+0.0107044j -0.0168113-0.0115038j 0.00517201+0.00691625j -0.00187691-0.00822641j 0.00213297-0.00548388j -0.00701494-0.00844172j -0.00275609-0.00139856j -0.0205408-0.0313027j -0.0169151-0.00756757j -0.0130938+0.0182243j -0.00451921+0.00155025j -0.00150595+0.0244686j 0.00321845-0.00031449j 0.0104126-0.0118094j 0.0126365+0.00374236j 0.0120789-0.0216165j 0.00714125-0.00586432j 0.00217625-0.00272495j 0.00484165+0.011347j -0.00214374+0.00243024j -0.00243985+0.000343751j -0.00379928-0.0116244j 
0.0105351-0.0153369j 0.00134931+0.00804732j -0.00775639-0.00340692j 0.0199211-0.0143214j 0.00559063-9.88926e-05j -0.011624-0.00454316j 0.0129924+0.00798338j 0.00384105-0.00827037j 0.00818125+0.0031304j 0.00530474+0.00120402j -0.00394927-0.0074681j -0.0113181-0.00105083j -0.0082549-0.000619497j -0.00563972+0.00500931j 0.00273054+0.00386084j -0.000505484-0.00037328j 0.0105443-0.00624196j 0.00501186-0.000860337j -0.00543747+0.00694613j -0.00597709-0.00757655j -0.00327332+0.0144212j -0.015912-0.00464881j 0.00984116+0.00237286j -0.00470759-0.0129829j -0.00414401-0.00493677j 0.0120752-0.00442695j 0.00937986-0.00170279j -0.00324897+0.0187528j -0.00625139+0.00451808j -0.00559055-0.0100432j 0.0054168-0.00437028j 0.00485624+0.00666304j -0.00408179+0.0127593j 0.000747772+0.00711198j 0.00726543+0.00560091j -0.00890208-0.00350481j 0.00471365+0.00628698j 0.002156+0.00751626j -0.0065566-0.0068229j -0.00506085-0.00254117j 0.0036133+0.00771051j -0.00084365+0.00837802j 0.00455709+0.00795951j 0.00532476-0.00192207j 0.0109698+0.0107942j -0.00162584+0.00704769j 0.0119401+0.00213027j 0.00610739-0.000847748j -0.00733865-0.0138668j -0.00940663-0.0127636j 0.00416019-0.0106603j -0.00954716-0.0046428j -0.0159422-0.00694186j 0.0118467+0.00459824j -0.00488289+0.00215907j 0.00298508+0.00323734j 0.00198545+0.017615j 0.00265091+0.0120092j 0.0109582-0.00183293j -0.00243217+0.00214471j 0.00519464-0.00493053j -0.0195651-0.00518525j 0.00435426+0.0038244j -0.00259374-0.014443j -0.00157048-0.00585801j -0.0106711-0.0125622j -0.00523892-0.0100406j -0.00580175-0.000201021j -0.00198749+0.0124716j -0.0105283+0.00259887j 0.00589555+0.00155988j -0.00228397-0.0100315j 
-0.00104027-0.00513022j -0.00253302+0.00708828j 0.00734331+0.000638686j 0.00112729-0.000911776j -0.00681824+0.00280827j 0.00702622+0.00546218j -0.00922048+0.0050655j -0.00191891-0.00317669j -0.00480027+0.00548385j 0.0061362-0.000772516j -0.0029764+0.000661232j 0.00894564+0.00719178j 0.00567926+0.00314164j 0.00686159-0.00274942j 1.26495e-05-0.00278974j 0.00420265+0.00809812j 0.00483673-0.00275656j 0.0011961+0.00372382j -0.00271397-0.00324917j -0.00115225-0.00268066j 0.0083492+0.00880304j -0.000408776+0.013446j 0.00476773+0.00701121j -0.00473319+0.0122505j 0.000516932-0.00304815j -0.00478249+0.00265952j 0.0147873-0.00794653j -0.000739114-0.00361891j 0.00585101+0.00231806j 0.00161939-0.00214906j 0.000432412-0.00123086j -0.00114335+0.000543728j 0.00134567-0.00101848j -0.000383914+0.00943626j -0.000386437+0.00910188j 0.0010159-0.00213679j 0.00997122+0.00756103j -0.00346194+0.00230792j 0.000106396+0.0101246j 0.00303419-0.00603901j 0.0129921-0.00184784j -0.000922449-0.00196802j 0.00174992+0.00681158j 0.000137874-0.00795745j 0.00452148-0.000511796j -0.0124324+0.00174829j -0.0146965+0.00848584j 0.0107358-0.0131104j -0.00830128-0.0100438j 0.00672671-0.00777909j 0.0108435+0.00708897j -0.00960872-0.00710843j -0.00350741-0.0147414j -0.00493275+0.00620477j -0.00894295+0.000504547j 0.00572232+0.00274773j -0.0115726+0.00782309j 0.0146417+0.00250997j -0.00987631-0.0135088j -0.00656802-0.00303943j -0.0158941-0.000914607j -0.0101513+0.0129927j -0.00256511+0.002399j -0.00417237-0.000575303j 0.00062432-0.00677776j 0.0024019-0.00357581j -0.0055622+0.00127368j 0.0220902-0.00943009j 0.00958714-0.00208365j 0.0137188+0.0117651j 0.00578056-0.00722275j -0.00756287-0.0120346j 
0.0118417-0.012526j -0.00801201+0.00961739j 0.0137504+0.0016368j 0.00208687-0.0193488j -0.00312186+0.00390113j -0.0105898+0.00168765j -0.0142668-0.00353724j -0.00032537-0.0114669j -0.000266519-0.000474672j 0.000575124-0.00562873j -0.0133195-0.00410228j -0.00545735+0.00670201j 0.010013-0.00125854j 0.00360209-0.0123264j 0.00172329-0.00672354j 0.00169385+0.0165703j -0.00928158-0.0116187j -0.00880513-0.0160898j 0.00572678+0.00705502j 0.001293-0.0104268j 0.00600551-0.000254784j -0.0104733+0.00859025j 0.000416793-0.023358j 0.00537038+0.0169796j -0.00296005-0.00878389j 0.00207217+0.00133754j 0.00354412+0.000968517j -0.0042896-0.00882299j -0.0165716+0.00800996j 0.00541006-0.0266883j -0.00805995+0.0108717j -0.0129263-0.00684174j -0.0104325-0.00814805j -0.00851591+0.00985984j 0.00607446+0.00186287j -0.00791751-0.01488j 0.00123579-0.00389743j 0.00801423+0.000636164j 0.0011686-0.00779369j -0.00681543+0.00410633j 0.0041687-0.00687922j -0.00720771+0.00828211j 0.00791803-0.01451j 0.000380043-0.00194359j 0.00317172+0.00472048j 0.0113663-0.00410591j 0.00724481-0.00268735j 0.00395818+0.00421893j -0.00135935-0.00894142j -0.00623579-0.00683833j -0.0101553+4.0677e-05j 0.00343315+0.00543522j -0.00803006+0.0195892j 0.0105204-0.007316j -0.000373653+0.00448144j -0.000156276-0.00637849j 0.0151831-0.0079067j 0.00116241-4.5082e-05j -0.00019255-0.0171597j 0.00777862-0.00589257j -0.00235749+0.00744879j 0.00265772+0.00149201j -0.00255342-0.00417059j -0.00665395+0.000793594j -0.0023153-0.000979661j -0.0188424-0.0185409j 0.0113611-0.0154239j -0.00275193+0.00662474j -0.00932732+0.0155858j -0.00794013-0.00217739j 0.00488306-0.00264052j -0.00254479-0.00631376j 
0.00132326-0.00980288j 0.0029566+0.00246739j -0.00852459+0.0102125j -0.00288963-0.000897433j -0.00375238+0.0014128j -0.00363744-0.00486976j -0.00136026-0.000375133j 0.000313078+0.00523305j -0.0079569+0.00585826j 0.000367679+2.89678e-05j 0.00659883-0.00771252j 0.00265043-0.00170488j -0.000671202-0.000406573j -0.000519756+0.00284507j -0.00317585-0.00259853j 0.000551922-0.00245382j 0.00151704+0.000138813j -0.00377534-0.00792451j 0.00148629+0.00292301j 0.000180191-0.000919459j 0.00931215+0.00770367j -0.00211178+0.00822888j -2.11403e-05+0.00283777j 0.00854038+0.0167389j -0.00644252-0.00578401j -0.0241965-0.0139587j -0.00108807-0.010542j -0.0178275-0.00381887j -0.0117204-0.0102381j -0.00055529-0.0193456j 0.00274056-0.0127031j -0.00178457-0.00587447j -0.00701126-0.00259896j -0.00491555-0.00274628j -0.00319203+0.00082887j -0.00721913-0.00341147j -0.00672407+0.00429124j -0.00772285+0.00339849j -0.00719981-0.00555057j -0.0114915-0.00143513j 0.00665752+0.00123808j 0.000541363+0.00402644j 0.00965806-0.00237255j -0.00283737+0.00342521j 0.0133214-0.00861323j -0.00719655+0.00358205j -0.0126522-0.00425435j 0.00793785+0.00507434j 0.00548347+0.00443131j 0.000180577+0.000399791j -0.00108605+0.0114433j 0.00529527-0.00755607j 0.00081564+0.00652859j -0.00321454-0.0166002j 0.00105414-0.0124534j -0.00151275-0.0129282j 0.0030031+0.00232697j -0.0122882-0.00544337j -0.00348826-0.00254237j -0.0078392+0.00766467j -0.00640669+0.00393762j 0.00520443-0.0011082j -0.0154824+0.00291321j -0.0124539+0.000166448j 0.00789095+0.00310884j 0.00513672-0.0161375j 0.0139524-0.00844363j 0.00263938+0.00817719j -0.00589152+0.00126178j -0.000222518-0.00490541j 0.0053906-0.00370184j 0.00516557-0.00360079j 
-0.00512495-0.00140752j -0.000952578-0.0107072j -0.00647548+0.00170882j 0.000188011-0.00743825j 0.00626627+0.00104613j -0.0170322-0.00287236j -0.00924189+0.00723686j 0.00304949+0.0013161j 0.00241964-0.00292794j 0.00516748-0.000866986j -0.00167619+0.000191037j -0.00159041-0.00295405j -0.0168792+0.0139815j -0.00514687+0.00540506j 0.0107683+0.00880111j -0.00188429-0.00158219j 0.00582207+0.00266391j 0.00189449-0.000273316j -0.0103213-0.00549023j -0.00606401-0.000700729j 0.000644607+0.00254174j -0.00358119+0.0156247j 0.0026273+0.00842413j 0.00229511-0.0133773j 0.00800349+0.0102027j 0.00269591+0.00826492j 0.0113766+0.00179246j 0.00954368+0.00210511j 0.00203033-0.00687058j 0.00366579+0.00153962j -0.00230559+0.00959726j 0.00323148+0.0138314j -0.00375711-0.00586559j 0.000765064+0.00150796j -0.00121614-0.000423606j -0.00684668-0.00191706j -0.00715927+0.000131652j -0.00128026-0.003349j -0.00724003+0.00928424j -0.00916918-0.00299728j -0.0001267-0.0052439j -0.00572636-0.00837575j 0.00500214-0.0057499j -0.000640143+0.0100032j 0.00257817-0.00653061j 0.0021611-0.0127777j -0.0128576-0.00417552j -0.00905373+0.0086818j 0.0168968+0.00759218j -0.00273006+0.0048137j -0.00580223+0.00905615j 0.0130396-0.00533127j 0.00315078+0.00197072j 0.00146244-0.00763006j -0.00680676-0.00528714j 0.00200163+0.0070948j 0.00292114-0.011726j 0.0118286+0.00476166j -0.0107004-0.000265977j 0.00617793+0.0142358j -0.00258007+0.00305673j 0.00568422-0.00262998j -0.0122612+0.00563471j -0.0148802+0.0104363j 0.0129929+0.0110273j 0.00490747-0.000215072j -0.00294129+0.00664271j 0.00433125-0.00159482j -0.0115736+0.000882575j -0.00173956-0.0103754j -0.00237351+0.0087588j 0.0080451+0.00972615j 
-0.0112484+0.0135169j -0.0109743+0.0138283j -0.0154122+0.00563307j 0.0126144-0.00411255j -0.0112304-0.00176113j 0.00259799-0.00504438j 0.00218391+0.0153291j 0.00476243-0.00424833j 0.00549987+0.00700507j -0.0102355+0.00308734j 0.00193057-0.00736137j -0.00315861-0.00481418j 0.00178033+0.00355122j -0.00110058-0.00127557j -0.00876339-0.00309649j 0.0114798-0.00780364j 0.00555749-0.0050807j -0.000872221-0.00788705j -0.00260268+0.00598717j 0.0105572+0.000953046j -0.00106701-0.00441711j -0.0091249-0.00500382j -0.00462047-0.00685493j -0.0059871-0.0024176j 0.00730862-0.0210063j 0.00442243-0.00752843j -0.0128277+0.0120035j -0.00378134-0.0137014j -0.00218991+0.00417341j -0.000501367-0.0182042j 0.0046514+0.0123233j -0.0141568+0.00316295j 0.00971203+0.00256754j -0.00185955+0.00776448j -9.87559e-05+0.006696j -0.0018152-0.00334969j -0.0121502+0.00427634j 0.0059-0.0043116j -0.00766416+0.00113902j 0.00201792+0.000278352j -0.00192755-0.00109602j 0.0131247-0.00926035j -0.00314088+0.0110893j -0.00216562+0.00164739j 0.0121652+0.00100474j -0.0023301-0.0111534j 0.00477097-0.00673692j 0.00445823-0.0176223j -0.0134705-0.00968859j 0.00238442+0.00473312j 0.00130081+0.00574466j -0.00947674-0.0044812j -0.000192537+0.00259994j -0.0147515+0.00783062j 0.000939209+0.00184954j -0.004419+0.018026j 0.00356761+0.00701702j -0.00271045+0.0253335j -0.00229315-0.0225808j -0.000702708-0.0131632j -0.00467738-0.0210057j -0.00960439-0.00520517j 0.0125765+0.00165264j 0.0101049-0.0136852j -0.000502271+0.00912087j -0.00879544-0.00372486j 0.00684011+0.0119516j 0.00921076-0.000904359j 0.0111038-0.0030302j -0.00938699-0.000731254j 0.00723857+0.00404146j 0.000874248+0.000160028j 
-0.0107335+0.00126787j -0.00111758-0.000381318j -0.000599047+0.00846649j 0.010814+0.00433879j -0.00677754+0.00608354j 0.0115224+0.00677164j -0.00756993-0.00672121j 0.00532503-0.00886421j -0.011587-0.00176822j 0.00324191+0.0159288j 0.00107588-0.00800696j -0.00566547+0.013978j 0.00273291+0.00206848j 0.0103789-0.00105104j 0.00168996+0.00197941j -0.00289953-0.00310781j 0.00461613-0.00100645j -0.0012411+0.00842831j 0.00376206-0.000916699j -0.00601545-0.00931754j -0.00872469+0.0167732j -0.00538966+0.000223761j 0.00203046+0.0126558j -0.00715273-0.00234393j -0.00774711+0.00689519j 0.00830958-0.00392422j 0.0165551-0.010072j -0.00855983+0.0137158j 0.0130245-0.00351526j 0.00221497+0.0111502j -0.00876048-0.00497072j 0.00996205-0.00439511j 0.0133206-0.0126735j 0.00106342-0.00588453j -0.00026468-0.00508908j -0.00851146-0.0113349j -0.00306508+0.000975084j 0.00238766+1.26344e-05j -0.00464663-0.00688291j 0.00499546+0.00490416j 0.000723216+0.00209537j 0.0052065-0.000983778j 0.00608381+0.000104602j -0.00559073+0.000462994j 0.0101832-0.00539413j 0.000955759-0.00373823j -0.00100348+0.00722869j 9.03505e-05-0.0124989j -0.0110479-0.00449577j 0.00330453+0.00654795j -0.00322684+0.00697975j -0.00368972+0.000287002j -0.00512243+0.0132513j -0.00698872+0.0109112j 0.00215493+0.00243816j -0.00918673+0.000726314j 0.00827603+0.0117227j -0.00816621-0.00556149j -0.0136804+0.00596496j -0.00691395-0.0111832j -0.00467504-0.00523547j -0.00583264+0.00179943j 0.00796339+0.000963597j 0.00771482-0.0224111j 0.00474169+0.00787323j 0.00352068-0.00042221j 0.0143472+0.00216565j -0.00365273-0.00411058j 0.000312083+0.00847655j -0.015663-0.00699328j 0.00453566+0.000462556j 0.003349-0.000563204j 
-0.0120573+0.00952502j -0.0182718+0.00974861j 0.000100727+0.0133178j 0.0158533-0.00924738j 0.00595007+0.00214135j -0.00140516+0.00344761j -0.00904499-0.00148509j 0.00191708-0.00781891j -0.00955595-0.00234512j 0.00753612-0.00153376j 0.00494493-0.0150498j -0.00509113+0.00430637j 0.00181643+0.00328794j 0.00498834-0.000720821j 0.0068172-0.00233832j -0.00521286-0.00200399j 0.00223651+0.00423037j 0.000656261-0.000864347j 0.00746327+0.00283917j 0.00602553-0.0110769j 0.0042392+0.0114799j -0.00174072+0.00011424j -0.0087239-0.00216011j 0.00953248-0.00250993j -0.00725725-5.53497e-05j 0.0018837-0.0056343j -0.000114195-0.00319608j -0.00721214-0.00159536j 0.000731802-0.0138819j 0.00435044-0.00856537j -0.00624797+0.00195857j -0.00664288+0.0027026j 0.00784393-0.0120825j -0.0121758-0.00652787j -0.00282875+0.00146706j 0.00661318+0.00421339j 0.00313474-0.0090023j 0.00139244-0.0124923j 0.000746066+0.00158723j -0.00427879+0.00113819j 0.0104935-0.0204967j 0.00481173-0.00809448j -0.00300903-0.00357571j -0.00328006-0.00271559j -0.0045516-0.000469298j -0.00232517-0.0218671j 0.000109066-0.00144449j -0.00610423-0.0179665j 0.00830237+0.00257111j 0.0044111-0.00744808j 0.0107134+0.0190703j -0.00918557-0.0227601j 0.016956+0.0065527j -0.0110397-0.000938975j -0.0035121-0.0135469j -0.0151013+0.0182719j 0.00561202-0.00612759j 0.00901454-0.00929693j -0.00251597+0.0020868j -0.00566202-0.00697938j 0.00946971-0.0141323j -0.00495623+0.0108735j -0.00659224-0.00121712j 0.022022+0.000729178j -0.0043567+0.0127819j -0.000946159+9.68476e-05j -0.00548552+0.0126003j 0.00849511-0.00497128j 0.00419679+0.00247052j 0.00199552-0.00409297j 0.00991205+0.00829695j -0.00721371-0.00426219j 
