-0.143885-0j 0.986342-0j -0.0103606-0j -0.010468-0j 0.14297-0j 0.144452-0j -0.00686379-0j -0.00849351-0j 0.057395-0j -0.00495455-0j 0.014551-0j 0.0710226-0j 0.0414299-0j 0.0180059-0j 0.0105034-0j -0.0051156-0j -0.0059682-0j 0.0403302-0j -0.00365476-0j -0.000522109-0j -0.00522218-0j 0.0101891-0j 0.0470519-0j -0.00215404-0j 0.00120708-0j 0.0288133-0j -0.000609127-0j -0.000373013-0j 0.0411704-0j 0.0118873-0j -0.000532986-0j 0.00727946-0j 0.0169819-0j 0.00140826-0j 0.0104014-0j 0.000862379-0j -0.000219846-0j 0.00429035-0j 0.00123223-0j 0.000508267-0j -0.00406685-0j -0.00459399-0j 0.0310439-0j -0.000535854-0j -0.00375098-0j -0.00378985-0j 0.00739447-0j 0.0350679-0j -0.00328211-0j 0.00316841-0j -0.0027076-0j 0.00113599-0j -0.000605312-0j 0.0286328-0j -0.000865092-0j 8.66579e-05-0j 0.00835294-0j 0.0289295-0j -0.000494235-0j 0.0035791-0j 0.0250537-0j -0.000499357-0j 0.00682015-0j 0.0206682-0j 0.00128324-0j 0.00292232-0j -0.000432456-0j 0.00689083-0j 0.0066036-0j 9.78905e-05-0j -0.000356758-0j 0.00295261-0j 0.00596763-0j 0.00104776-0j 0.00255703-0j -0.000113986-0j 7.99272e-05-0j 0.00492305-0j 0.00105862-0j 0.00210944-0j 0.000916789-0j 8.07555e-05-0j 0.00157294-0j 0.000673977-0j 0.000756312-0j 6.99363e-05-0j 0.000241645-0j 5.76945e-05-0j 1.84337e-05-0j 
2.8085e-06-0j -9.78905e-05-0j 2.02229e-07-0j 2.04325e-07-0j 0.00134798-0j 0.00136195-0j 1.33975e-07-0j 1.65786e-07-0j -5.69622e-06-0j 9.67082e-08-0j -0.0130705-0j -7.04871e-06-0j -4.11175e-06-0j -0.0161739-0j -0.00943475-0j -3.01362e-07-0j 1.16494e-07-0j 1.20802e-05-0j 7.13376e-08-0j -3.07577e-08-0j 1.01932e-07-0j -0.00028994-0j -4.66971e-06-0j 4.20448e-08-0j -0.231761-0j -2.8596e-06-0j 1.18896e-08-0j 7.28086e-09-0j -4.08599e-06-0j 0.000112078-0j 1.04034e-08-0j 6.86337e-05-0j -1.68539e-06-0j 0.0895891-0j 9.80686e-05-0j 0.0548619-0j 4.29118e-09-0j 4.04512e-05-0j 0.0783904-0j 0.0323344-0j 7.93811e-08-0j -2.70634e-07-0j -3.08099e-06-0j 1.04594e-08-0j 7.32157e-08-0j 7.39744e-08-0j 6.97182e-05-0j 1.0504e-05-0j 6.40637e-08-0j -3.14452e-07-0j 5.28499e-08-0j -0.00102041-0j -3.56592e-08-0j -2.84169e-06-0j 1.68858e-08-0j -0.199404-0j -0.00023769-0j -2.87114e-06-0j 9.64701e-09-0j 1.07206e-06-0j -2.48648e-06-0j 9.74699e-09-0j 6.43032e-05-0j -2.05124e-06-0j 0.00347887-0j -2.90029e-07-0j 8.44114e-09-0j 6.49696e-05-0j -6.55381e-07-0j 0.679828-0j 6.96358e-09-0j -2.93034e-07-0j 5.62653e-05-0j -0.000941152-0j -2.53775e-07-0j 2.2249e-09-0j -0.183916-0j 4.64165e-05-0j -0.000950905-0j -2.09354e-07-0j -0.000823508-0j -0.185822-0j 1.48303e-05-0j -6.68895e-08-0j -0.00067936-0j -0.160927-0j -0.000217059-0j -0.132758-0j -0.0424168-0j 
-0.00426389-0j 0.000600332-0j -0.0290663-0j -0.0298342-0j 4.36045e-05-0j 4.47565e-05-0j 0.0296438-0j 0.0350664-0j 0.00345954-0j 0.0195966-0j -2.9964e-06-0j 0.00409238-0j 0.00228699-0j -3.54451e-06-0j -1.98082e-06-0j -0.000151596-0j 0.000171827-0j 0.00368227-0j 0.000321442-0j 0.00299276-0j -0.00015221-0j 0.000303868-0j -0.00417368-0j -0.000304782-0j -1.86102e-07-0j -0.00780782-0j -0.00339215-0j -0.00634579-0j 0.00369719-0j -0.00034442-0j 0.00300488-0j -0.000644316-0j 0.00740316-0j 2.10938e-07-0j 0.000305099-0j 3.94607e-07-0j 0.00601691-0j 0.000610923-0j -1.86856e-07-0j -3.74156e-07-0j -0.000120517-0j 0.000132263-0j -1.94484e-05-0j -0.222667-0j 0.000109374-0j 0.000112263-0j 0.000334038-0j 2.13439e-05-0j -0.000280448-0j 0.000383943-0j 7.23035e-05-0j 2.25071e-05-0j 0.244368-0j 1.76501e-05-0j -0.000271155-0j -1.06773e-08-0j -0.000366594-0j 1.81164e-05-0j 0.202078-0j -0.000421363-0j -4.52572e-05-0j 0.207416-0j -0.000303152-0j 1.16679e-05-0j -2.47007e-05-0j -0.000348442-0j -0.518154-0j -0.00031116-0j -4.37574e-05-0j 1.17179e-08-0j 0.133587-0j -0.000357648-0j 0.000777321-0j -2.0426e-05-0j 0.000893452-0j -0.500983-0j 9.69002e-09-0j -0.000200404-0j -2.09656e-05-0j -0.000230344-0j 5.2375e-05-0j 9.94602e-09-0j 0.000751561-0j 0.000863844-0j -1.3503e-05-0j -2.48465e-08-0j 5.06393e-05-0j 6.40577e-09-0j -2.40231e-08-0j 
-0.000609127-0j 5.9435e-05-0j 0.00848392-0j -0.00832782-0j 0.000605254-0j -0.000594117-0j 5.79607e-05-0j -5.11802e-07-0j 0.0937481-0j 4.10539e-05-0j -0.000122874-0j -0.00082781-0j 0.0664023-0j 1.085e-06-0j -8.70326e-05-0j -2.16566e-05-0j 7.17356e-07-0j 0.000170735-0j -1.54722e-05-0j -0.0409201-0j 2.14784e-05-0j -0.00834351-0j -5.65546e-06-0j 2.68378e-05-0j 5.11009e-06-0j 0.000121979-0j 0.00135545-0j -0.0292348-0j -0.00016933-0j 0.000276372-0j 0.0405835-0j -0.00596089-0j -0.000211582-0j -1.69268e-07-0j 0.00827486-0j 3.65083e-06-0j 0.05071-0j 0.0103396-0j -5.06805e-06-0j -6.33264e-06-0j -1.72167e-05-0j -2.76825e-07-0j 0.000131423-0j 0.000438792-0j 3.16748e-05-0j -3.1092e-05-0j 3.1304e-05-0j 2.11312e-06-0j -1.97773e-07-0j 0.248323-0j 2.24354e-05-0j -0.000930222-0j 7.05526e-06-0j -0.000241787-0j 1.43886e-05-0j 3.6686e-07-0j 5.03332e-07-0j 0.000237338-0j -0.000807277-0j 0.00399274-0j 1.50969e-06-0j 0.000792423-0j -5.75922e-05-0j -0.000171259-0j -1.49569e-05-0j -0.456857-0j 5.04052e-06-0j 5.65325e-05-0j -0.000109834-0j 5.89868e-09-0j -0.000571798-0j 0.448451-0j 3.59598e-07-0j 0.00171139-0j 0.00285255-0j -0.000366713-0j -6.74939e-07-0j -4.07928e-05-0j -0.0016799-0j -0.323594-0j -1.06857e-05-0j 6.6252e-07-0j -2.61618e-05-0j -0.207532-0j 0.00121219-0j 4.21422e-09-0j 0.000777417-0j -4.78062e-07-0j -3.06597e-07-0j 
-0.000430718-0j 0.00596763-0j 9.2048e-05-0j -3.13357e-05-0j 0.0594423-0j -0.0202358-0j 0.00299448-0j -0.0109976-0j 0.000347255-0j 0.00216153-0j -0.00414976-0j -0.00127533-0j 0.000250662-0j 0.0152405-0j -0.00299546-0j -1.53135e-05-0j -1.78658e-05-0j -0.0355618-0j -1.02441e-05-0j -1.56293e-06-0j 4.63961e-05-0j -0.00142737-0j -0.0414887-0j -6.44809e-06-0j -0.000519085-0j -0.0237894-0j -1.82342e-06-0j -1.04554e-06-0j 0.107743-0j -0.00166526-0j 4.73528e-06-0j -0.000954852-0j -0.0149741-0j -0.000605599-0j 0.00432456-0j -0.000347247-0j -6.58106e-07-0j -0.000601024-0j 0.0015727-0j -0.000218572-0j -1.21741e-05-0j -1.37521e-05-0j 0.000187824-0j 0.000233778-0j 3.33253e-05-0j -1.13449e-05-0j 0.150968-0j 0.00021217-0j -9.1996e-06-0j 1.91697e-05-0j 2.40555e-05-0j -0.000323971-0j 0.00026408-0j -0.00051415-0j -2.58964e-06-0j -4.98091e-05-0j 0.170537-0j 0.000175031-0j -0.000639945-0j 2.16545e-05-0j 0.000141933-0j 0.000217855-0j -0.41326-0j -0.000371133-0j -0.000365964-0j -5.24752e-05-0j 0.000176659-0j 0.140685-0j 3.99536e-05-0j -5.62653e-05-0j -0.000461936-0j 1.78641e-05-0j 0.114082-0j 0.000886839-0j 1.4486e-05-0j 4.97288e-05-0j 0.000136347-0j -0.298307-0j -0.000301905-0j -3.78786e-05-0j -0.000244816-0j -4.64165e-05-0j 0.0321136-0j 4.07774e-06-0j 0.000640154-0j -3.76393e-05-0j -6.89144e-05-0j 9.84208e-05-0j -1.05953e-05-0j 
-0.000373013-0j 0.00255703-0j -0.0154193-0j 0.00524916-0j -0.00110003-0j 0.000374482-0j -1.7794e-05-0j 6.53503e-05-0j -0.0287807-0j -1.28444e-05-0j 3.77225e-05-0j 0.1057-0j -0.020775-0j -0.00013854-0j 2.72295e-05-0j -1.32619e-05-0j -1.54722e-05-0j 0.000104554-0j -8.87168e-06-0j -0.0250584-0j 4.01802e-05-0j -0.00510934-0j 0.000121979-0j -5.58421e-06-0j 3.12928e-06-0j 6.99422e-05-0j -0.0292348-0j -0.0167631-0j -0.000316771-0j -0.00596089-0j 0.0759206-0j -0.00341795-0j 4.40246e-05-0j 3.65083e-06-0j 0.01548-0j 2.09336e-06-0j -0.0105514-0j -0.0021514-0j -9.48093e-06-0j 1.31765e-06-0j -1.05431e-05-0j -1.19097e-05-0j 8.04795e-05-0j 0.000268704-0j 2.88606e-05-0j -9.82496e-06-0j 1.91697e-05-0j 9.09113e-05-0j -7.96709e-06-0j 0.152066-0j 2.08327e-05-0j -0.000569642-0j 0.000303534-0j -0.000220305-0j -2.2427e-06-0j 2.24655e-07-0j 2.16545e-05-0j 7.4998e-05-0j -0.000735552-0j 0.171777-0j 6.08161e-05-0j 0.000250403-0j -5.24752e-05-0j -0.000159024-0j -0.000643479-0j -0.416267-0j 0.000203052-0j 1.78641e-05-0j 1.71194e-05-0j 2.53775e-07-0j -0.000530949-0j 0.141709-0j 1.4486e-05-0j 0.00155934-0j 0.114912-0j 5.71582e-05-0j -6.14972e-07-0j -3.78786e-05-0j -0.000530843-0j -0.300477-0j -0.000430462-0j 2.09354e-07-0j 4.07774e-06-0j 0.0323472-0j 0.00112559-0j 1.69766e-07-0j -0.000121173-0j -4.4391e-07-0j 4.77882e-08-0j 
0.00061544-0j 0.00828422-0j -4.36045e-05-0j -4.47565e-05-0j -0.0281587-0j -0.0289026-0j -0.00427872-0j -0.0050614-0j -0.000496182-0j -0.00282853-0j 0.00592947-0j -0.000586946-0j -0.00032801-0j 0.00701412-0j 0.00391979-0j 2.1881e-05-0j -2.48011e-05-0j 0.0508131-0j -4.63961e-05-0j 2.23322e-06-0j 2.19696e-05-0j 0.00203952-0j -0.0575944-0j 4.39915e-05-0j 0.000741704-0j -0.107743-0j -2.53125e-06-0j -4.73528e-06-0j 0.051019-0j -0.0023117-0j 2.24227e-06-0j -0.00432456-0j 0.102159-0j -0.000840688-0j 0.00204778-0j -0.0015727-0j 4.48987e-06-0j 0.00410043-0j 0.000744709-0j 0.00149119-0j 1.73952e-05-0j -1.90905e-05-0j -0.000268376-0j -0.000334038-0j -1.57867e-05-0j -1.62038e-05-0j -0.215714-0j 0.000294533-0j 4.04792e-05-0j -2.7391e-05-0j -1.04361e-05-0j 0.000462912-0j 0.000366594-0j 0.000243561-0j 3.91378e-05-0j 7.11706e-05-0j 0.236738-0j 0.000249995-0j 0.000303152-0j 3.00606e-05-0j -0.000624522-0j 0.00031116-0j 0.195768-0j 0.00016101-0j -0.000508028-0j 2.48583e-05-0j -0.000777321-0j 0.20094-0j -0.000603826-0j -7.81071e-05-0j 0.000200404-0j 2.5515e-05-0j -0.501974-0j -0.000420109-0j -6.374e-05-0j -0.000751561-0j -6.45899e-05-0j 0.129416-0j -0.000431208-0j 1.64331e-05-0j 0.00107721-0j -6.62962e-05-0j -0.485339-0j -6.16277e-05-0j -0.000277721-0j 0.000165617-0j 0.00104152-0j -4.26983e-05-0j 0.000160129-0j 
0.00175877-0j -0.000750129-0j -0.0121847-0j -0.0587811-0j 1.82792e-05-0j 8.81818e-05-0j -0.0122275-0j 0.0445306-0j -0.00142699-0j -0.0102701-0j 1.23595e-06-0j 0.00519689-0j -0.00119855-0j -4.50115e-06-0j 1.0381e-06-0j 6.25302e-05-0j -0.000214702-0j -0.00151886-0j 4.46737e-05-0j -0.00123445-0j 0.000304782-0j -0.000125339-0j 0.00521512-0j -0.000371344-0j 7.6763e-08-0j -0.00108513-0j 0.00423857-0j -0.000881933-0j -0.00740316-0j 0.000430361-0j -0.00601691-0j -8.95466e-05-0j 0.00901996-0j -2.63572e-07-0j -0.000610923-0j 5.48422e-08-0j 0.00733095-0j 0.000744344-0j 3.74156e-07-0j -4.55868e-07-0j 4.97108e-05-0j -0.000165266-0j 8.02205e-06-0j 0.0918453-0j 4.58498e-05-0j 0.000221187-0j -0.000137784-0j -2.66697e-05-0j -0.000118072-0j -0.000158369-0j 3.85101e-05-0j -9.28371e-06-0j -0.305344-0j 7.39898e-06-0j -0.000197653-0j 4.40416e-09-0j 0.000458068-0j 3.5694e-05-0j 0.0847117-0j 0.000526503-0j -1.90537e-05-0j 0.408664-0j -0.000127082-0j 6.21454e-06-0j 3.08641e-05-0j -0.000146068-0j -0.218148-0j -0.000613066-0j -3.18961e-05-0j -1.46418e-08-0j 0.0711509-0j -0.000704658-0j 0.00032726-0j -8.56265e-06-0j 0.000376152-0j -0.365182-0j 4.06209e-09-0j -0.000106739-0j -4.13077e-05-0j -0.000122685-0j 2.20504e-05-0j 1.95962e-08-0j 0.000547836-0j 0.000629683-0j -7.19192e-06-0j -1.04606e-08-0j 3.69126e-05-0j 3.41182e-09-0j -1.75112e-08-0j 
7.17863e-05-0j -2.13096e-05-0j -0.000497335-0j 0.000488184-0j 0.0102289-0j -0.0100407-0j -6.83074e-06-0j 6.03165e-08-0j -0.0167192-0j -4.83825e-06-0j 0.063859-0j 0.000147633-0j -0.0118423-0j -0.000563885-0j 0.0452316-0j 2.55225e-06-0j -8.45413e-08-0j -6.12148e-05-0j 1.82342e-06-0j -5.03857e-05-0j -2.53125e-06-0j -0.0701387-0j 2.02769e-06-0j -3.16286e-06-0j -0.00821301-0j -4.37339e-05-0j 1.66898e-06-0j -3.59973e-05-0j 6.07111e-05-0j 0.00232329-0j 4.99711e-05-0j -0.0501095-0j 7.58599e-05-0j 0.000272049-0j 0.0695617-0j -0.00586766-0j 6.24401e-05-0j 0.0869189-0j 0.00814544-0j 0.0101779-0j 2.02901e-06-0j 3.26241e-08-0j -4.71197e-05-0j -2.57224e-05-0j -3.73292e-06-0j 3.66423e-06-0j 0.000529042-0j -7.5763e-07-0j 2.33078e-08-0j 0.000930222-0j -2.64404e-06-0j 0.240473-0j -4.13586e-07-0j 8.66895e-05-0j -1.69571e-06-0j -0.00119047-0j 8.50637e-06-0j -8.50944e-05-0j 4.73233e-05-0j 1.49569e-05-0j -5.41277e-07-0j -4.64526e-05-0j -0.000973316-0j 6.14026e-05-0j 0.00386652-0j -0.00171139-0j -2.9548e-07-0j 0.000955407-0j 3.93795e-05-0j -1.91414e-05-0j 3.35193e-05-0j 0.0016799-0j 6.07725e-06-0j -0.442415-0j 1.06857e-05-0j 2.14971e-05-0j 0.0021902-0j -0.000689404-0j 0.434274-0j -0.00121219-0j 0.00276238-0j -0.0021499-0j -0.000442138-0j -0.000777417-0j -0.313365-0j -1.36753e-05-0j -0.200971-0j 0.00155133-0j 0.000994918-0j 
0.000532986-0j 0.00354965-0j 0.00730435-0j 0.00749732-0j 0.000521102-0j 0.000534869-0j 2.54253e-05-0j 3.00762e-05-0j 0.0411239-0j 1.68078e-05-0j -5.39005e-05-0j 0.0486465-0j 0.0271857-0j -6.37603e-05-0j -3.56319e-05-0j 1.89495e-05-0j -2.14784e-05-0j -0.000149393-0j -4.01802e-05-0j 0.0358051-0j 1.90263e-05-0j 0.00730057-0j 0.00016933-0j 3.80978e-05-0j -4.47133e-06-0j 0.000316771-0j -0.0405835-0j -0.0759206-0j -0.000149998-0j -0.00827486-0j 0.0359502-0j -0.01548-0j -0.000300354-0j 5.06805e-06-0j 0.00733015-0j 9.48093e-06-0j 0.0719858-0j 0.0146777-0j -4.48944e-06-0j -8.98956e-06-0j 1.50647e-05-0j -1.65329e-05-0j -0.000114995-0j -0.000383943-0j -1.36717e-05-0j -1.40329e-05-0j -2.7391e-05-0j 0.000126202-0j 3.50561e-05-0j -0.217283-0j -9.03794e-06-0j 0.000813944-0j 0.000421363-0j 0.000104362-0j 3.38943e-05-0j -3.21003e-07-0j 3.00606e-05-0j 0.000107119-0j 0.000348442-0j 0.23846-0j -0.000267597-0j 0.000357648-0j 2.48583e-05-0j 6.89903e-05-0j -0.000893273-0j 0.197192-0j -0.000893452-0j 2.5515e-05-0j -0.00025873-0j 3.52289e-07-0j 0.000230344-0j 0.202401-0j -6.374e-05-0j -0.000738684-0j -0.505626-0j -0.000863844-0j 2.91322e-07-0j 1.64331e-05-0j -0.000758198-0j 0.130357-0j 0.00189408-0j 2.99018e-07-0j -6.16277e-05-0j -0.48887-0j -0.00048832-0j -7.46987e-07-0j 0.00183131-0j 1.92584e-07-0j -7.22233e-07-0j 
4.396e-05-0j -0.000916789-0j 0.000903892-0j -0.00030771-0j -0.0185907-0j 0.00632879-0j 2.09704e-06-0j -7.70161e-06-0j 0.00513279-0j 1.51372e-06-0j -0.0196047-0j -0.0188507-0j 0.00370505-0j 0.0720006-0j -0.0141515-0j 1.56293e-06-0j 1.82342e-06-0j -3.74862e-05-0j 1.04554e-06-0j -3.08548e-05-0j -4.73528e-06-0j -0.042951-0j -4.37339e-05-0j 6.58106e-07-0j -0.00502942-0j -2.50768e-05-0j -3.59973e-05-0j -2.06407e-05-0j 0.000113574-0j -0.0501095-0j 9.34823e-05-0j -0.0287325-0j -1.57844e-05-0j -0.00586766-0j 0.130131-0j -0.00336449-0j -1.29921e-05-0j -0.0180855-0j 0.0152379-0j -0.00211775-0j 1.24251e-06-0j 1.40357e-06-0j -2.88548e-05-0j -1.57517e-05-0j -3.40125e-06-0j 1.15788e-06-0j 0.000323971-0j -3.2595e-05-0j 9.38931e-07-0j 0.000569642-0j -2.45515e-06-0j 0.147259-0j -1.77934e-05-0j 7.89873e-05-0j 2.64304e-07-0j -0.000729013-0j 0.000365964-0j -2.68895e-05-0j 4.31187e-05-0j 0.000643479-0j -2.18048e-05-0j -1.46788e-05-0j -0.000886839-0j 5.7016e-05-0j 0.166347-0j -0.00155934-0j -1.19031e-05-0j 0.000301905-0j -6.13794e-06-0j -0.000823508-0j 3.11247e-05-0j 0.000530843-0j 0.000244816-0j -0.403107-0j 0.000430462-0j -3.35067e-06-0j 0.0019956-0j -0.000640154-0j 0.137229-0j -0.00112559-0j 0.111279-0j -0.00067936-0j 6.89144e-05-0j 0.000121173-0j -0.290978-0j -0.000550895-0j 0.0313246-0j 0.0014405-0j -0.000155074-0j 
-3.27658e-06-0j 1.62558e-06-0j -2.35934e-07-0j 2.31593e-07-0j -0.00157264-0j 0.00154371-0j 3.11779e-07-0j -2.75306e-09-0j -1.32559e-05-0j 2.20835e-07-0j -0.0304168-0j 1.17052e-07-0j -9.38924e-06-0j 0.000268585-0j -0.0215444-0j -1.16494e-07-0j 3.85876e-09-0j 4.66971e-06-0j -8.32272e-08-0j -1.18896e-08-0j 1.15535e-07-0j -0.000112078-0j -1.5468e-07-0j 1.44364e-07-0j -0.0895891-0j 3.3362e-06-0j 3.93833e-10-0j -8.49434e-09-0j -4.63129e-06-0j 3.71251e-06-0j 1.17918e-08-0j -8.00727e-05-0j -5.7869e-06-0j 0.00296756-0j 0.000111156-0j -0.0640055-0j 1.47341e-08-0j 0.000138892-0j 0.088852-0j 0.111023-0j -9.26113e-08-0j -1.48908e-09-0j 3.59448e-06-0j -1.22026e-08-0j 1.70384e-07-0j -1.67249e-07-0j -8.13378e-05-0j 5.77951e-08-0j -1.06385e-09-0j 3.6686e-07-0j 1.20683e-07-0j 0.00119047-0j -1.96204e-10-0j -6.61302e-06-0j 7.73983e-08-0j 0.232638-0j -1.30782e-06-0j 6.49134e-06-0j 2.245e-08-0j 5.89868e-09-0j 4.12908e-08-0j -2.20369e-08-0j 0.000149643-0j -4.68404e-06-0j 1.91414e-05-0j -6.74939e-07-0j -1.40175e-10-0j -0.00014689-0j -3.00403e-06-0j 0.00374054-0j 1.59014e-08-0j 6.6252e-07-0j -9.34349e-07-0j -0.0021902-0j 4.21422e-09-0j 1.01981e-08-0j -0.428-0j 0.000105993-0j 0.0021499-0j -4.78062e-07-0j 1.36753e-05-0j 0.420125-0j 6.79767e-05-0j -3.06597e-07-0j -0.00155133-0j 0.00267237-0j -0.000994918-0j -0.303155-0j -0.194423-0j 
-0.000253856-0j -0.0103513-0j -1.82792e-05-0j -8.81818e-05-0j -0.0118042-0j -0.0569456-0j 0.00176488-0j -0.00642744-0j 0.000204664-0j 0.00148235-0j -0.00244578-0j -0.000745359-0j 0.000171901-0j 0.00890719-0j -0.00205425-0j -9.02545e-06-0j 3.09896e-05-0j -0.0209593-0j -6.44809e-06-0j -9.21156e-07-0j -4.39915e-05-0j -0.000841259-0j 0.0719655-0j 5.35989e-05-0j -0.000305937-0j -0.0149741-0j 3.16286e-06-0j -6.58106e-07-0j -0.102159-0j 0.00288853-0j -4.48987e-06-0j -0.000601024-0j 0.12447-0j 0.00105046-0j -0.00410043-0j -0.000218572-0j 5.47042e-06-0j 0.00499594-0j -0.00149119-0j 0.00181685-0j -7.17514e-06-0j 2.38541e-05-0j 0.000110699-0j 0.000137784-0j -6.61785e-06-0j -3.19256e-05-0j 0.0889773-0j -0.000368025-0j 1.70422e-05-0j 1.12982e-05-0j -5.55845e-06-0j -0.000190941-0j -0.000458068-0j 0.000102102-0j 2.85288e-05-0j -2.93564e-05-0j -0.295809-0j 0.000492555-0j 0.000127082-0j -3.75614e-05-0j -0.00026293-0j 0.000613066-0j 0.0820665-0j 8.57569e-05-0j 0.000634793-0j 1.04207e-05-0j -0.00032726-0j 0.395903-0j -0.000440148-0j 9.75966e-05-0j 0.000106739-0j 5.02712e-05-0j -0.211336-0j -0.000176111-0j -2.68352e-05-0j -0.000547836-0j -2.70763e-05-0j 0.0689291-0j -0.00084959-0j 8.75253e-06-0j 0.000453518-0j -0.000130621-0j -0.353779-0j -4.49224e-05-0j -0.000147919-0j 6.97264e-05-0j 0.000759194-0j -2.27419e-05-0j 0.000116723-0j 
-2.00649e-06-0j 6.99363e-05-0j 4.28803e-07-0j -1.45977e-07-0j 0.00285823-0j -0.000973023-0j -9.57163e-08-0j 3.51529e-07-0j 4.06958e-06-0j -6.90917e-08-0j 0.00933798-0j -1.4946e-05-0j 2.93757e-06-0j -0.0342948-0j 0.00674051-0j -7.13376e-08-0j -8.32272e-08-0j 2.8596e-06-0j -4.77221e-08-0j -7.28086e-09-0j 2.16135e-07-0j -6.86337e-05-0j 3.3362e-06-0j -3.00383e-08-0j -0.0548619-0j 1.91296e-06-0j -8.49434e-09-0j -4.87061e-09-0j -8.66387e-06-0j -8.00727e-05-0j 2.20592e-08-0j -4.59133e-05-0j 1.2041e-06-0j -0.0640055-0j 0.000207943-0j -0.0367004-0j -3.06577e-09-0j -2.88998e-05-0j 0.166218-0j -0.0231008-0j -5.67126e-08-0j -6.40637e-08-0j 2.20116e-06-0j -7.47254e-09-0j 1.55245e-07-0j -5.28499e-08-0j -4.98091e-05-0j 2.48648e-06-0j -4.28561e-08-0j 2.24655e-07-0j 1.12062e-07-0j 0.000729013-0j -8.44114e-09-0j -6.02547e-06-0j -1.20638e-08-0j 0.142461-0j -5.62653e-05-0j 2.05124e-06-0j 2.04554e-08-0j 2.53775e-07-0j 1.66336e-06-0j -6.96358e-09-0j 0.000136347-0j -4.34941e-06-0j 0.000823508-0j -6.14972e-07-0j -5.64679e-09-0j -4.64165e-05-0j 4.68227e-07-0j 0.160927-0j 1.47655e-08-0j 2.09354e-07-0j -3.76393e-05-0j -0.0019956-0j 1.69766e-07-0j -1.58954e-09-0j -0.389973-0j 9.84208e-05-0j 0.00067936-0j -4.4391e-07-0j 0.000550895-0j 0.132758-0j -1.05953e-05-0j 4.77882e-08-0j -0.0014405-0j 0.107654-0j 0.000155074-0j -0.281498-0j 0.030304-0j 
-6.2813e-05-0j -0.00127268-0j -0.000428188-0j -0.0004395-0j 0.00880669-0j 0.00903935-0j -2.9964e-06-0j -3.54451e-06-0j -0.00733409-0j -1.98082e-06-0j 0.0280126-0j -0.00867568-0j -0.00484833-0j 0.0331368-0j 0.0185183-0j -2.23322e-06-0j 2.53125e-06-0j 5.35629e-05-0j 4.73528e-06-0j 4.40875e-05-0j -2.24227e-06-0j 0.0613714-0j -6.07111e-05-0j -4.48987e-06-0j 0.00718639-0j -0.000113574-0j -4.99711e-05-0j -9.34823e-05-0j 5.37799e-05-0j -0.0695617-0j 4.42661e-05-0j -0.130131-0j 0.000107688-0j -0.00814544-0j 0.06162-0j -0.0152379-0j 8.86374e-05-0j 0.123387-0j 0.0072155-0j 0.0144482-0j -1.77539e-06-0j 1.94842e-06-0j 4.12298e-05-0j 2.25071e-05-0j 1.61123e-06-0j 1.65379e-06-0j -0.000462912-0j -4.52481e-05-0j -4.1314e-06-0j -0.000813944-0j 1.06513e-06-0j -0.210414-0j -2.47007e-05-0j -3.74175e-05-0j -3.99449e-06-0j 0.00104166-0j 0.000508028-0j -3.8406e-05-0j -2.0426e-05-0j 0.000893273-0j 9.59434e-05-0j -2.09656e-05-0j 0.000420109-0j -2.47355e-05-0j 0.230921-0j 0.000738684-0j 5.2375e-05-0j 0.000431208-0j 9.27639e-05-0j -0.00114319-0j -1.3503e-05-0j 0.000758198-0j -0.00107721-0j 0.190958-0j -0.00189408-0j 5.06393e-05-0j -0.000945348-0j 0.000277721-0j 0.196003-0j 0.00048832-0j -0.489642-0j -0.000970322-0j -0.00104152-0j -0.00183131-0j 0.126236-0j 0.002424-0j -0.473415-0j -0.00062494-0j 0.00234367-0j 
