-0.0121767-0.0110516j 0.0106648-0.006926j 0.00436242+0.00723163j -0.00068144+0.0114615j -0.00691939-0.0242769j -0.000186425+0.00581879j 0.000468976+0.014093j 0.00373762+0.0120706j 0.00159162+0.0184145j 0.000148199+0.0102219j -0.00414709+0.00204393j 0.00776283-0.0164279j 0.0113396-0.0208154j -0.000132272+0.0337742j -0.0355865+0.0260363j -0.00136765-0.0124753j -0.00392825+0.0121143j -0.00665881+0.00804221j -0.00184357+0.00470523j -0.00114763+0.000127045j -0.0168443+0.0107518j -0.0134823+0.00680214j -0.010139+0.00403374j -0.00939592+0.00376889j -0.0155043+0.00722504j -0.014508-0.000110607j 0.00487811-0.00379512j 0.0137971-0.00236268j -0.0163843+0.000713296j 0.00862425-0.00329204j 0.0115275-0.00140178j -0.00569466-0.000163297j -0.00487741-0.00037551j -0.00661303-0.008637j 0.0132495-0.00141053j -0.0184477+0.0059384j -0.0238244-0.0148822j 0.00421421-0.00551186j -0.00478792-0.00405315j 0.00444321-0.00737868j 0.0105205-0.00275053j -0.00209185+0.000364471j -0.00170142+0.00405287j -0.00244703+6.39184e-05j -0.000670541+0.00035896j 0.00615292+0.00303644j 0.00090869-0.0068916j -0.0043258-0.00607932j 0.000474675-0.00218392j -0.00291607-0.00381038j 0.00289424+0.00705076j 0.00835047-0.00290177j -0.00741925+0.00026897j -0.00470913-4.88052e-05j 0.00330734-0.0069338j -0.00140816-0.0034668j -0.00399644-0.000884431j -0.00369313-0.00851622j 0.00612871-0.00824687j 0.00290919-0.00197365j 0.00729644+0.000788894j 0.00171253+0.001026j -0.00149022-0.00550351j -0.00841202+0.000597605j 0.00915782-0.00643097j -0.00352807+0.00155694j 0.000161565+0.00317478j -0.000469624-0.00296465j 0.00826524-0.000990587j -0.00504775-0.00627082j -0.00753834-0.0034102j -0.00283869-0.00662806j -0.00345813+0.00176837j 0.00868795+0.00296653j 0.00584819-0.00468793j -0.00233918-0.00155825j 0.00258807-0.00512935j 0.00502591-0.00335286j 0.00249862+0.00198436j -0.00171948+0.00682339j -0.0106719-0.00652251j 0.00327135-0.00734638j 0.0076723+0.00498338j 0.00247704-0.00492113j 0.00390072+0.00171718j -0.00163756+0.00661813j -0.00360333-0.00131792j -0.000672644-0.00530119j 0.00103161+0.00827721j 0.00420998+0.00461452j -0.00428279+0.00576915j 0.0126888-0.00400493j -0.0122606-0.00687302j 0.000389545+0.00288167j 0.00502317-0.00379404j 0.00258117+0.00877737j -0.00755201+0.00396215j 
-0.00215149-0.00262402j 0.00578255-0.0245045j -0.023872-0.109386j 0.0459232-0.101494j 0.0542358-0.00665122j 0.0665348-0.042845j 0.101543-0.070647j 0.053865+0.0648437j -0.00404315-0.0219735j 0.115988-0.0243078j 0.0192113+0.020157j 0.0178205+0.0651964j -0.039835-0.00945624j 0.0235952+0.0508215j -0.00740186-0.0241809j -0.00642384+0.0290601j 0.00692288-0.0168008j -0.0296484-0.0491464j 0.0123153+0.0422544j -0.0263744-0.0100974j -0.00939202-0.00452305j 0.0199988-0.0053091j -0.00926069+0.0105675j -0.00768771-0.00882332j -0.00418535+0.0183873j 0.0211831-0.0339855j 0.00497803-0.0345454j -0.0121725-0.0121239j 0.0222333+0.00431842j 0.00703057+0.0126959j 0.000680366-0.00789066j -0.00218464-0.0127446j 0.00294224+0.000429251j -0.00714513-0.00826409j 0.00672472+0.0156613j -0.00513303-0.0113419j -0.00305806-0.00619932j -0.00359425+0.00154724j 0.00530025-0.00252029j 0.000831675-0.00526334j -0.00505697+0.00402255j 0.003523-0.0115j 0.014674+0.0079563j -0.0155347-0.000150542j -0.0120943+0.00380941j -0.0117218-0.00082237j -0.00115857-0.00274996j -0.00119899-0.009334j 0.0167968-0.00433162j 0.00228596+0.0147217j 0.00444539-0.0085586j 0.0237896-0.00493356j -0.00724413-0.00746948j 0.0239587+0.0160272j -0.00736372+0.0128175j -0.000332161-0.0185475j 0.0156996-0.00727575j -0.00288017+0.00386354j -0.000963282-0.020395j -0.00979532+0.00190543j -0.00180565-0.00352333j -0.00404884+0.0065697j -0.00691761+0.0134472j -0.00639635+0.000856215j 0.00854666-0.0135518j 0.000185292+0.0149129j 0.00271077-0.00994873j 0.00261369-0.00516494j -0.0125237+0.00609189j 0.00250961+0.00707104j -0.00255952-0.00141102j 0.00396396-0.00260497j 0.00272063+0.00251335j -0.00100756+0.0060226j -0.00208067+0.00713399j 0.000936845+0.00457748j -0.00875702-0.00952131j 0.000263611+0.0022911j 0.00344888+0.00677524j 0.00428-0.00511888j -0.00884543-0.00936938j -0.0072942-0.00439407j 0.00270778-0.00315293j -0.0121864-0.00113206j 0.000998717+0.00568278j 0.00929291-0.00160795j 0.00321583+0.00139492j -0.00718679+0.00284729j -0.00512533-0.00485637j -0.00283136-0.00231352j -0.00310483+0.00508564j 0.00192052+0.00755296j 0.00104853+0.00134902j 0.00961972-0.00865259j 0.00508979+0.00477459j -0.00729878+0.00693872j 0.00241347-0.000495689j 
0.022062+0.034745j -0.0470476+0.0130368j 0.00070831-0.031715j 0.106517+0.130928j 0.278049+0.0364989j 0.0492194-0.0414587j 0.020988-0.00601321j 0.0113298+0.130303j 0.0704741-0.0251587j 0.0257774+0.0850483j -0.0529052+0.0136617j -0.0291718+0.0589418j 0.0132447-0.00572785j -0.00592542+0.0106733j 0.00356051-0.0126556j 0.0261831-0.00220443j -0.0103459+0.0425766j -0.00342129+0.00617262j -0.0316632-0.0368782j -0.0144105-0.00349349j -0.0396953-0.0213611j -0.00664876-0.0117134j -0.0168195+0.0118301j -0.0148702+0.00293559j -0.0379069-0.00356721j -0.00284251+0.0102806j -0.00839239-0.00447167j 0.0219304-0.00322305j 0.00084349+0.000334213j -0.00342767+0.00848823j 0.0226514+0.0224824j 0.0254706+0.0139422j 0.00319003-0.00370522j -0.003031-0.00492105j -0.0105437-0.0179614j 0.00390092+0.0116724j -0.00179356+0.0065004j -0.00240542-0.000790985j -0.00154723-0.00138802j -0.00124881+0.00462536j 0.00461484+0.000521438j -0.0098284-0.00385951j 0.00564029-0.0147924j 0.00101832-0.0102408j 0.00766212-0.0130857j -0.00817644+0.00785361j 0.00512622-0.00624884j 0.010691-0.00326405j 0.00387212+0.00452648j 0.00654236+0.00184186j -0.00815904-0.00992358j -0.000796073+0.00864037j 0.000799654-0.0239089j -0.0178218-0.00880309j 0.00849924+0.012477j -0.00889738-0.0245315j 0.0094035+0.00975895j -0.0148924-0.0080286j -0.0182192-0.00529353j -0.0060552-0.0292418j 0.0184882-0.0210084j -0.00138922-0.00177093j -0.00215028+0.0108174j -0.00925574+0.0129393j -0.00569764-0.00118135j -0.00397061+0.00164017j 0.00884932-0.00744102j -0.00750948+0.000135927j -0.00137651+0.00385059j 0.00548361+0.00415375j -0.0078646-0.00299712j 0.00246053-0.00450321j 0.00315093-0.00701718j -0.00723365+0.003535j -0.0112097+0.00142485j -0.0128926+0.00834787j -0.00328718-0.00604014j 0.00858569-0.0110224j -0.0027779+0.00921076j 0.00548811+7.5685e-05j 0.0134667-0.00082562j 0.0125597+0.00802331j 0.00255094+0.00851471j -0.00517142-0.0011166j -0.00355812+0.00508044j 0.00936517-0.00373519j -0.00204973-0.00462525j -0.00257705+0.00618128j -0.00444322-0.0016788j -0.00435319-0.00473513j -0.0180282-0.00584816j -0.000573698-0.00543172j -0.00634693+0.00620504j 0.00469547+0.00660864j 0.00680192-0.00110188j 0.00856065-7.1593e-05j -0.00114038+0.00418931j 
0.0667389-0.0157619j 0.0331139+0.140448j 0.0336474-0.055663j -0.21227+0.00714516j 0.054139+0.0174739j -0.175861+0.0360534j 0.0933787-0.129771j -0.144285-0.0180716j -0.0412994-0.0212119j -0.118756+0.0514016j 0.00661932-0.0200611j -0.0535067-0.0791216j 0.0655037-0.0217729j -0.0599932-0.0471804j 0.0200867-0.0081125j -0.00613408-0.0903854j 0.0151644+0.0339742j -0.0467545-0.0290219j 0.018736+0.0349241j 0.0153628-0.00114425j -0.0144228-0.000816337j 0.00718217+0.0127348j -0.0145993-0.0220115j -0.00396416-0.00939172j 0.00865789-0.0199108j -0.0182036-0.0264071j -0.00111173-0.00253214j 0.00278428+0.0212569j -0.0077781-0.00159827j -0.0103024-0.0124622j -0.00775097+0.00231013j -0.0024944+0.013911j -0.00544988+0.00159147j 0.00224894+0.00748155j -0.00337307-0.0137889j 0.0040586+0.00988524j 0.000620156-0.00432941j 0.0179011-0.00409481j 0.0131412-0.00162074j 0.0015591+0.00544414j -0.00259193-0.0194279j -0.0266816-0.0102404j 0.0175135+0.00163988j -0.00495585+0.00214311j 0.00957893-0.00158747j 0.00452903-0.00197334j -0.00218894+0.00344155j 0.020306+0.00756269j 0.0149041-0.00878052j -0.00664477+0.004284j -0.00334985-0.00578987j 0.00801649-0.00862891j -0.0028196-0.00264622j -0.0183994-0.00196843j 0.00372884+0.0068305j 0.00527363-0.00611748j 0.000327866-0.00346603j -0.000318269-0.00746974j 0.00632416+0.0031959j 0.00105891-0.00157716j 0.00401631-0.000101554j 0.00861456+0.00908782j -0.00386705-0.004217j -0.00133975+0.000885589j 0.00141796-0.00707359j -0.00228679-0.002088j 0.00976812+0.00255553j -0.00112439+0.00409007j 0.00532676-0.00215574j 0.000652456+0.00457841j -0.00626786-0.002033j -0.00320368+0.00662619j -0.00612941-0.00645234j -0.000479663+0.00298808j -0.00129199-0.00240624j -0.00348103-0.00807602j 0.00177455-0.00179187j -0.000193605-0.0048878j -0.00363469-0.000872576j 0.000683091+0.00142435j 0.00532886+0.00246905j -0.00453744-0.00287085j 0.00131777-0.00113282j 0.00205552-0.00134754j 0.000400434+0.00810018j 0.00233723-0.00901938j 0.00393333+0.00117536j -0.00383799-0.00310011j 0.00521505+0.00347428j 0.00693463-0.00539241j 0.000936777-0.000125133j 0.00625559-0.0065901j -0.00200482+0.00778124j 0.00142133-0.00296189j -0.000251353-0.00521809j 0.00810506-0.0085029j 0.00683005+0.00882981j 
0.0213922+0.0802153j -0.0304635+0.0336745j -0.114233-0.163317j 0.130356+0.0169384j -0.00549271+0.12503j 0.0254067-0.0591641j 0.0344512+0.197396j -0.0152189-0.114224j -0.0159291+0.00275477j -0.0385192+0.00618631j -0.0137067-0.00284973j -0.0332754-0.0423806j 0.00712185+0.0314563j -0.0102954-0.0221375j 0.0144175+0.000277854j 0.0249446-0.00356136j 0.0170468+0.0493544j -0.0127519-0.0459166j -0.0464286-0.00353482j 0.00862379+0.00241954j -0.00521826+0.0117397j 0.00132139-0.0166594j 0.0115928+0.00953877j 0.0217959-0.000536345j 0.0130613-0.0122605j 0.0211288+0.0125435j 0.0179997+0.00127552j -0.00190923+0.0042006j -0.0117423-0.00949853j -0.00228348-0.00459094j 0.00652353+0.00746577j 0.00252301+0.00744784j -0.00228359-0.00269834j 0.00692453+0.00421882j -0.00353301-0.00293283j -0.00830786+0.00284044j 0.00234555-0.00299928j 0.00192934-0.0111777j -0.019706-0.0029991j -0.00120454+0.00759648j -0.0090652-0.00547711j 0.0071298+0.000261987j -0.00949552-0.0088358j 0.0127346-0.0095652j 0.00557937-0.0106393j 0.00842121-0.00894849j 0.0160415-0.00689419j -0.00412637-0.0061874j -0.00564091-0.000652132j -0.0024055+0.0161815j 0.0246726-0.00615993j 0.0093176+0.000508761j -0.00087256-0.0183738j 0.00468717+0.0216648j -0.000954152+0.00377584j -0.00629832+0.00288367j -0.00182618+0.00666791j -0.00173217+0.00822895j 0.00597445-0.00281215j 0.0166701+0.0032716j -0.001798-0.000480695j 0.00432492+0.0111351j -0.00499704-0.00205324j -0.00894716-0.000310586j 0.00979033-0.00235309j -0.00276603-0.00145795j -0.00316015-0.00561526j -0.0011356+0.000735448j 0.00168686+0.00548957j 0.00695959+0.0080853j 0.00981257+0.00590911j 0.002592+0.00124976j 0.0030208-0.00657262j -0.0152838+0.00229953j 0.00100518+0.00573132j 0.00263363-0.000506241j 0.00337774-6.08973e-05j 0.00609058-0.00100943j -0.00395605-0.000725093j 0.000964007+0.000574717j -0.00486446-0.0108298j 0.00112206-0.00602871j -0.00626857+0.0066528j 0.00277092+0.00354168j -0.00298498+0.00432153j -0.00219469-0.000216351j -0.00166655+0.000209959j 0.00254278-0.000739608j -0.00158314-7.12925e-05j 0.00109475-0.00124433j -0.0012373+0.0012544j 0.00103845+0.00437338j -0.00751313-0.000254922j -0.00262606+0.00319228j -0.00400129+0.00119041j 0.00324675+0.000223721j -0.00585205+0.000843173j 
-0.0141665+0.00468789j 0.00502761-0.0489835j 0.0723328+0.0514279j 0.06692+0.0212849j 0.0808188+0.124774j -0.0169696+0.000848819j 0.0244789+0.0865077j -0.102756-0.0991938j -0.0388379+0.0107634j -0.0388906+0.0229016j 0.0145348+0.00387018j -0.0842152-0.0109919j -0.0166533-0.0103348j -0.0213105+0.00889885j 0.0264545-0.000169115j 0.00686494+0.0219391j -0.0223957-0.0216064j 0.000778309+0.0246656j 0.0196031-0.0261655j -0.0185382+0.00800422j 0.00757706-0.00422505j 0.0320333-0.0176785j 0.00288695-0.0028725j 0.0188613-0.00978697j 0.00708368-0.0110254j 0.0297887-0.00866821j 0.0183166-0.00642641j -0.00972421+0.00344191j -0.00177496+0.00827126j -0.00521716-0.0117303j -0.00261739-0.000361043j -0.00344568+0.0148936j -0.000732127+0.00584647j 0.00461144-0.018989j 0.00645526-0.00222825j -0.00798272+0.0104649j -0.00238568-0.00312034j -0.0052571+0.00988055j -0.000994565+0.00079379j -0.00130703-0.00508234j 0.00144679+0.0120938j -0.000173624-0.00771521j 0.0220259-0.000131814j -0.00510519+0.010762j 0.00451127+0.0133416j -0.0198121+0.0198187j -0.00249558+0.000555186j 6.69582e-06-0.0046241j 0.0153831+0.0107852j 0.00454805-0.0155981j 0.0161307+0.0108288j 0.00543672+0.0168926j 0.00149175-0.00014557j 0.0354854-0.0110195j -0.00388936+0.0166866j 0.00719507-0.00197292j 0.0226044-0.00164112j 0.00469926-0.00239427j 0.000560195+0.0103989j 0.00276723-0.0125631j -0.0131027-0.00938464j 0.0215834-0.000573197j -0.00939407+0.000866989j -0.0148025-0.00384702j 0.00987973+0.0016312j -0.00222567-0.000230527j 0.00987985+0.00762507j 0.00399913-0.00486772j 0.000431393+0.00192413j 0.000170379-0.0039091j 0.00495164+0.00259588j -0.0030252-0.00401927j -0.0081861+0.00306008j -0.0107947-0.011071j -0.00243817-0.00449546j -0.0083364-0.0062292j -0.00642293-0.00503809j 0.00686512-0.004434j -0.00303444-0.00312894j 0.00199064+0.000475027j 0.00170635+0.000830533j -0.00635892+0.00440047j -1.4427e-05-0.00590296j -0.00479703-0.000409542j 0.00213784+0.00488387j 0.000548498+0.00118368j 0.00764318-0.000882427j -0.00322768+0.00472852j -0.00420622-0.00678727j -0.00180451+0.00141135j -0.00130425-0.00368416j 0.0030387-0.00417008j -0.00362928-0.00393956j 0.00252192-0.00182153j 0.00117668-0.000267195j -0.00359457+0.00197895j -0.00220195-0.0020656j 
-0.00565601-0.0508203j 0.0381532+0.0986431j 0.0124724+0.0636387j -0.128583-0.0649422j 0.0333414+0.0338454j -0.0354157-0.140258j 0.0394771+0.0388425j 0.190031-0.0322192j 0.0460069-0.0805003j 0.10224-0.073348j -0.00447576+0.0233702j 0.138649-0.0505481j 0.00686041+0.00755371j 0.00772637-0.0619116j 0.00215549+0.0553092j -0.0381229-0.083662j 0.0401134-0.00595532j -0.00308675+0.0171785j 0.00277723-0.00904982j -0.00252553+0.00591969j -0.0105909-0.0109559j 0.00847758-0.0052048j 0.012568+0.0102175j 0.0109205+0.00953641j 0.0393506+0.0361434j 0.0151923+0.00548715j -0.00222214-0.00646291j -0.021088-0.0212974j 0.00237834-0.0114157j 0.0106036+0.0100126j -0.00447681-0.00984681j -0.0157937-0.0253521j -0.0052104-0.0102187j -0.0026561+0.0172235j -0.000970757+0.000433987j -0.00244423-0.00419951j 0.00898385+0.00149083j 0.0154907+0.0164103j -0.000646114-0.0119423j -0.00925396-0.0121017j -0.00685916-0.010696j -0.0026558-0.0138723j 0.00101247-0.0151414j 0.00133337+0.0127036j 0.0141435-0.00773993j 0.00309643+0.00630165j -0.0110347+0.0142962j 0.0175781+0.00645963j 0.00835487+0.00523434j 0.00471736-0.00590936j -0.00201239+0.00442277j 0.00136025-0.000336905j -0.00835347-0.0072428j -0.00937072-0.00490887j -0.016861-0.00124836j -0.0152254-0.00338675j 0.00407906+0.00344602j -0.00275003+0.00378264j -0.00762605+0.0089058j -0.00311844-0.0134587j -0.00589274-0.0106091j -0.00165023-0.0183695j 0.00107922+0.000431628j -0.00657951-0.00181702j 0.00568249+0.0118159j 0.00219468-0.00707044j -0.00564018-0.00392205j 0.000853575-0.00110712j 0.00119347+0.00235198j 0.00657571-0.00198528j -0.00336154-0.00247674j 0.00638375-0.0129445j 0.00790486+0.00467084j -0.00523381-0.00925212j 0.00385599+0.00153529j 0.00298732+0.00731458j 0.00379805+0.000661491j 0.005083+0.0014732j 0.00163109-0.00248052j -0.00695684-0.00260595j -0.0053434+0.00870145j 0.00108019-0.0108603j -0.0069581+0.000250312j -0.00519298-0.00294094j 0.000256543-0.0085077j 0.00152011-0.000843287j -0.00493414+0.00353949j 0.003985+0.000968121j -0.0050401+0.000636111j 0.00484104-0.000436501j 0.000576439+0.00804166j 0.00313618-0.000831836j 0.000853483-0.00328816j -0.00214277-0.0079801j -0.00833424+0.000110115j -0.00134154-0.00074002j -0.00159962-0.00875147j 
0.0710248+0.141031j -0.0183171+0.118554j -0.144657-0.10403j -0.0128636-0.090606j -0.100509-0.0275474j -0.00259692+0.0120331j 0.116267+0.0147093j 0.0291004+0.101583j 0.0455317+0.0046405j 0.00359045-0.0223257j -0.0133681-0.0329434j 0.0247651-0.00076605j 0.0565366+0.0684291j -0.0106173-0.043774j -0.0121215-0.0402371j 0.0310643-0.0170904j 0.0512191+0.145058j -0.0294371-0.0138731j 0.00664128-0.000178519j -0.00799054+0.0248814j 0.0124094-0.00853636j -0.0124217-0.00940386j -0.00038674-0.0125176j -0.0106848-0.00935042j -0.0292957+0.00255552j 0.00545446-0.0196671j 0.00390025-0.00905389j 0.00817238+0.00760963j 0.00727958-0.000947021j 0.000405933+0.00591002j 0.00911617+0.00125762j 0.0112365-0.00189292j 0.00411772-0.00256714j 0.00148074+0.00436155j -0.00434483-0.00134537j -0.00347709+0.00181082j 0.000646863-0.00776179j 0.00159648-0.00995812j -0.000823014-0.00715023j 0.016339+0.0281624j -0.00693534-0.0074642j 0.00400081-0.0050452j 0.0047075-0.00931174j -0.00652322+0.0141218j -0.00649172-0.00181251j 0.0198544+0.022997j 0.00527199+0.00757029j -0.00640179+0.00160844j -0.00862039+0.000920765j 0.00355848-0.014689j 0.00201879+0.00387971j 0.00947274+0.0059852j 0.00768967+0.0210368j 0.0141028-0.0165796j -0.00411968-0.0160497j 0.0119528+0.00909932j 0.000514777+0.000350839j 0.00506167+0.00568458j 0.0107476+0.00176144j -0.0112264-0.00241167j 0.00266821+0.000616097j 0.0007956-0.011169j 0.0137023-0.00477002j 0.00310505+0.000153981j -0.00978027+0.0122704j 0.00392749+0.00236749j -0.0103034+0.0131558j 0.00816798-0.00440687j 0.00113066-0.00508472j -0.00543481-0.0155917j 0.00112898-0.00703619j 0.00510089-0.00616158j -0.00261847+0.00448084j 0.0144887-0.00314775j 0.00319565-0.00881527j 0.00581486-0.00151622j -0.00774495-0.00356148j -0.0125517-0.00808926j 0.00250884-0.00494269j 0.00429012-0.00136588j -0.0114208+0.00445115j -0.00277361+0.00417484j 0.0100973-0.0027954j 0.00773011-0.00497737j 0.00341054-0.000799534j 0.000256236-0.00663064j 0.00100272-0.00480177j 0.0021845+0.00371537j 0.00909116+0.0071773j -0.00287558+0.00203562j -0.000940547+0.000902534j 0.00379039-0.00140715j -0.00135293+0.00709315j 0.00410934+0.00476881j -0.0048436-0.00431152j 0.00196764-0.00261412j -0.00118997+0.00858186j 
0.0224223+0.0855482j 0.0156643-0.00259084j -0.000329551-0.0560354j -0.00429316+0.0721763j 0.134789+0.0255795j -0.0141603-0.00376811j -0.106188-0.124662j 0.0954315-0.151986j -0.0230437-0.0613453j -0.00784444-0.0664694j -0.0127807-0.00649929j 0.00915403-0.0725837j -0.00167886-0.00664608j -0.00554626+0.0180024j -0.00363493-0.0368673j 0.0208812+0.0497024j 0.00506417+0.0307614j -0.00916502-0.0334896j 0.0293105+0.0173761j -0.0116663-0.00652052j -0.024406-0.0107925j 0.00655988+0.0225761j 0.0154922+0.00111752j 0.0111073+0.0103945j 0.0282539+0.016951j -0.021109-0.0022357j -0.0271962-0.000126991j -0.00551274-0.00725805j -0.0162177-0.0108677j 0.014099+0.00355898j -0.000999408-0.00195505j -0.0177843-0.0116864j -0.00623619-0.00505179j 0.0155045+0.00370279j 0.00532355+0.00918728j -0.00519958+0.00348878j -0.00701308-0.00717817j -0.0106534-0.00918584j 0.00140152+0.0129631j 0.0188532+0.0180644j -0.00977273+0.00727632j 0.000560593+0.00687678j 0.0125182+0.0054553j 0.00395403-0.00688634j -0.00642261-0.00398076j 0.000903921+0.0181497j 0.0177511-0.0199987j -0.00253147+0.0150482j -0.00399035+0.00335368j -0.000855538-0.000594973j 0.0196249+0.00485236j -0.0109476+0.00784616j -0.00138237-0.00746168j -0.010711-0.0182843j -0.0151693+0.0189729j -0.00971858-0.0202691j 0.00487054+0.00385187j -0.00857595-0.0024273j -0.00235489-0.00695784j -0.00478877+0.00192049j -0.00217656-0.00514762j -0.00789652-0.000593348j 0.000582629+0.00693023j -0.0036686+0.00474244j 0.00493775-0.00193551j -0.00448613+0.00339711j -0.00311743-0.00714955j 0.00118908-0.00334932j -0.00311342+0.00936899j -0.00394843+0.0121115j -6.71507e-05+0.00105216j -0.00450552-0.00403072j -4.05165e-05-0.00481372j 0.000439863-0.00374473j 0.00339903+0.000743571j -0.000135907+0.0070404j 0.00224099+0.00457272j 0.00786886+0.00127632j -0.00169991+0.0013682j -0.00515407+0.000941965j 0.000134869-0.00404768j -0.00303891-0.00266443j -0.0063293+0.00100608j -0.00216397-0.00228054j -0.000468785-0.00188605j -0.00563579-0.00663275j 0.00229147+0.00161858j -0.00622173-0.0053296j -0.00364876+0.00158103j 0.00271836+0.00205976j 0.00512556+0.00211992j 0.0041877+0.00183517j 0.00333275+0.00303153j -0.00213891-0.00479844j 0.00587898-0.00136747j 0.00216088+0.0003172j 0.00613248+0.00351531j 
-0.0320379-0.075993j 0.0402073+0.00185753j 0.0835984+0.0579449j -0.174049-0.056523j 0.117034+0.0115331j 0.21894+0.184061j 0.0221005+0.0925636j 0.0696806-0.0175303j 0.0858867-0.00581117j -0.0817173+0.00249139j -0.0552745-0.00609031j -0.0271605-0.0345755j 0.0249832-0.0183958j -0.0538042-0.0214655j 0.0201833+0.0110137j -0.0371577-0.026802j -0.0219972-0.0399106j 0.0205414+0.0235775j 0.0432195+0.0297155j -0.0218033-0.0180688j 0.0293607+0.0301985j -0.0155977-0.00382321j 0.00273095+0.0204938j 0.00186931+0.00683193j -0.00837878-0.00637459j 0.0137949+0.0183894j -0.0158078-0.0175771j 0.0078422+0.00424639j -0.00324724-0.0207181j -0.000887155+0.00741441j -0.000362059+0.0228074j 0.00361036+0.0118127j 0.00197014-0.00447162j 0.00364404+0.00429289j -0.000910392-0.0110056j 0.000563432+0.0011109j -0.00301335+0.00453741j -0.00914401-0.000705732j 0.00710708+0.00107158j -0.00199186-0.00986879j -0.0104407-0.00719439j -0.00167283+0.0119358j 0.000414656-7.2382e-05j 0.0114326-0.00238854j -0.0131159+0.00792244j -0.00184536-0.000232646j 0.0126031-0.000116061j 0.022045-0.00237021j 0.0129178+0.000286832j 0.0154366+0.00975952j 0.00964263+0.00480346j 0.00535482+0.024802j -0.00974546+0.00946567j 0.00230411-0.0032797j -0.0140409+0.00145399j -0.00610172-0.0104193j 0.0093358+0.00355787j -0.012349+0.0139566j -0.00989655-0.0165105j -0.00101697+0.00465256j 0.020173-0.00783893j -0.0160489+0.00209778j -0.00105911+0.0150898j -0.015205+0.00752152j -0.00631096+0.00815234j -0.0138862+0.0123089j -0.0150327-0.000454626j 0.00304598-0.00612746j -0.00559295+0.00138051j -0.0043441-0.00740876j 0.00464754+0.00758072j -0.00169102-0.00929283j -0.000998092-0.00415219j 0.00421435-0.00342357j 0.00565755-0.00546449j 0.000660638+0.00586159j -0.00906738+0.00224627j -0.00196728-0.00512637j -0.00309149+0.00413643j 0.00125989+0.00280675j -0.0018659-0.00528881j -0.0133022+0.00803325j 0.0116827+0.00159837j 0.00754722-0.00985049j -0.00262002+0.000707252j 0.00215852-0.00160482j 0.00690271-0.0020884j 0.000483736+0.000168423j 0.0115765-0.00328927j -0.0183301+0.00324495j 0.00243382-0.00031002j -0.0056948-0.000690775j -0.00219404+0.000927109j -0.00502563-0.00208728j -0.00261772+0.000208826j -0.00407862-0.00441275j -0.00474986+0.000240652j 
0.0545768+0.0492599j -0.0908088-0.0338183j -0.155425-0.0788522j 0.0686547+0.0648698j 0.0752907-0.100891j -0.0306555+0.0202921j 0.118094-0.0132037j -0.00613731-0.0882893j 0.0455739+0.0021475j -0.0960034-0.0304719j -0.0330694+0.00475416j 0.0115624-0.0294798j 0.0638033-0.0019532j -0.00994516+0.00330549j 0.018492-0.00797949j 0.032145+0.0137052j 0.00505465+0.0010498j -0.0495216-0.0386639j -0.0476279-0.0174649j -0.0121634+0.00878179j -0.025901-0.0270726j -0.0294359+0.00874235j 0.0217888-0.00971921j 0.00814049+0.000108305j 0.00336026-0.00203543j -2.3359e-05-0.0151819j -0.00820743+0.000911459j -0.000677697+0.0103718j -0.0138557-0.0112775j 0.0031019+0.00109778j 0.00844673+0.0114907j 0.00228996+0.00380257j -0.00301731-0.00745098j 0.00126976+0.00786969j -0.0143411-0.0172803j 0.0102246+0.0110031j 0.0103255+0.00226953j 0.0298073+0.0080174j 0.00398246+0.003292j -0.00401357+0.00285089j 0.0403037+0.0100588j -0.0129728-0.0163635j -0.0176164+0.018522j -0.0101625-0.00273547j -0.0185232+0.00730214j -0.0154554-0.00387571j -0.00188275+0.00858324j -0.00285512-0.0109488j 0.00646077+0.00341418j 0.00984402-0.0023372j 0.00735026+0.0110718j -0.0176844-0.00143948j -0.0239413+0.00110254j -0.0012967-0.00603071j -0.0124324-0.00333269j -0.00522627-0.0051816j 0.00103774+0.00434748j 0.000265406-0.000472297j -0.00490277-0.00237304j -0.00166138-0.00291042j 0.00781112-0.002874j -0.0148179-0.00588494j 0.00397706+0.00257396j 0.0014926+0.00586097j 0.00303441+0.00414561j -0.000167311+0.00951315j -0.0152935-0.00253467j 0.00467279+0.0018801j 0.000906401-0.00234949j 0.00622433-0.00185596j 0.00598392+0.00255321j 0.000663347-0.00693413j -0.00419759-0.00730599j 6.26307e-05+0.00373795j 0.00681255-0.00615894j 0.00282267+0.00298821j -0.000846992+0.00412731j 0.00173775+0.00268474j -0.00545396-0.00138853j -0.00120687+0.0070309j -0.00459223-0.00493418j -0.00498786+0.00162602j 0.00301407+0.00599708j 0.00585533-0.00116189j 0.00159919+0.000954647j 0.00192856-0.0106901j -0.00123954+0.0015329j 0.00402379-0.00647981j -0.000477478+0.00470547j -2.45049e-05+0.00326479j -0.00265684-0.00102332j 0.00298489-0.00149304j -0.00516697+0.00722256j -0.0052424+0.00198685j 0.000674188+0.00272661j 0.0136992+0.000962574j -0.00750136+0.0107699j 
