-0.00467855+0.0270515j -0.0432802-0.0148168j -0.0162254-0.0281584j 0.0143804-0.0183524j -0.00674314-0.00937187j -0.00140115-0.0239637j -0.00961231-0.0178451j -0.000295934-0.0157813j -0.00569143+0.00304268j -0.00329434+0.00524055j 0.00301672-0.0048932j 0.0238005-0.00482914j 0.0240922+0.00234899j 0.0225983-0.0134359j -0.00372391+0.00924198j -0.0270541-0.0160474j 0.0138126+0.00126691j -0.00308174-0.00618896j 0.00303815-0.00557917j -0.00469882+0.00117436j -0.00175738+0.00201352j 0.00572941-0.00587643j -0.00383563+0.00302886j -0.000507579-0.000866777j 0.00171873-0.00402182j -0.00167136-0.00363649j -0.00195766-0.000298192j -0.000901577-0.000182672j -0.000363577+0.00193682j 0.000482014-0.00318176j 0.000425045-0.00183809j 0.000832658+0.000431903j 0.000526996-0.00231133j 0.00202651+0.00491648j -0.00271344+0.00362848j 0.0110523-0.0043816j -0.00896825+0.00991321j 0.00156762-0.000643316j -0.00192568+0.00940907j 0.00164413+0.00212183j -0.00034418-0.00832108j -0.00145798+0.00196759j -0.00111859+0.0068917j -0.000732221+0.00274189j 0.00200745-0.000547278j -0.00135344-0.00130046j -0.0038211+0.00317801j -0.00286931+0.00634554j -0.00194357+0.0020283j -0.00330836+5.79228e-05j -0.000868442-0.000173399j -0.00238732+0.00183907j 0.00578843-0.00361765j 0.000956307-0.00269894j 0.00195304-0.00217882j 0.00246318-0.00283127j 0.000711012+0.000943571j -0.00154361+0.00134525j -0.0011567-0.00118827j -0.00156575+0.000559326j -0.00229038+0.00121738j -0.000348625+0.00186895j -0.000507425-0.0014243j -0.00184855-0.000617476j 0.00350997+0.000651724j 0.00123856+0.0021503j -0.00132387+0.000792312j -0.000941341-0.00117171j 0.0014221-0.00233517j 0.000119299+0.00113934j -0.00314979+0.000374874j -0.00151462-0.000988725j 0.00169983-0.000300244j 0.00186802-0.00123004j -0.000350543-0.000979643j 0.00289149+0.000402932j -0.000621483+0.00152286j 0.000223095-0.000117604j -0.0013403+0.00303423j -0.00169703+0.000779675j 0.00192726-0.00273923j -0.00289034-0.00177455j -0.00352968+0.00208106j 7.63349e-05-0.00130383j 0.00431373+5.90361e-05j 0.000116032+0.00160747j -0.00326754+0.00373294j -0.00534854-0.00474779j -0.00278561+0.00222729j 0.00126295-0.00418236j -0.000859195+0.00163234j -0.00438861-0.0126792j -0.0287502-0.0245975j -0.00932859-0.000413461j 0.004005+0.00300545j 0.00689044-0.00781391j 0.00400683+0.0123749j 
0.012671+0.0532071j -0.0292042+0.0126296j -0.130373+0.133664j -0.0231771+0.0761137j 0.0856798+0.0627013j 0.0984511+0.142734j -0.0214461+0.153131j -0.103549+0.083368j -0.138998+0.0662733j -0.136765+0.0625141j 0.0838064+0.11416j 0.0173195-0.102176j -0.0108655-0.0235677j -0.0114615-0.0540456j -0.0920471+0.116983j -0.0803186+0.007313j -0.0208416-0.067943j -0.0377319+0.0448531j 0.00554226-0.0224475j 0.00577703-0.0217029j -0.00902828-0.00434821j -0.00757388+0.000286387j 0.00987484-0.00211545j 0.00800676+0.00604553j -0.00657981-0.0116287j -0.00322733+0.00191918j 0.0107113-0.000584778j 0.02563-0.000345782j 0.0166118+0.0108164j -0.0188557+0.0175551j -0.00818221-0.0121265j -0.0182272-0.0114428j 0.00491565+0.0165139j 0.0228832-0.00349301j 0.00222292-0.000665327j 0.00822711+0.00109529j 0.00853652+0.00255045j -0.00129398+0.000572054j -0.000475435-0.00769921j -0.00641362-0.00912683j -0.0133374+0.00305095j 0.00636521+0.00432298j 0.013905-0.0019024j -0.00461848-0.00245022j -0.00153633-0.000250444j 0.00993177-0.00111441j 0.00842047-0.00927646j 0.0138657-0.0123947j -0.0013184-0.00471486j -0.00405176-0.00786475j 0.00220356+0.00270945j -0.00633517+0.00453135j 0.00137973+0.0114377j 0.004582+0.00768064j -0.00392395-0.00277962j 0.00806011-0.00450164j -0.00758757-0.00276104j 0.00744808-0.0056631j 0.00207627-0.00199581j -0.0042851+0.00250881j 0.00317477+0.00320528j 0.000605832+0.00038033j 0.0137489+0.00265155j 0.00670673+0.00297409j 0.000646315+0.000416479j 0.00516091-0.00599824j 0.00295614-0.00206729j -0.00166231-0.0106307j 0.014712-0.00305582j 0.00477681-0.00011408j 0.0157942-0.0190846j 0.00647891-0.00291927j -0.00508838-0.00529049j 0.00581366+0.00129488j -0.00387721+0.000416471j -0.0134874+0.0051747j 0.00162118-0.00885212j -0.00267877-0.00708595j 0.000200536+0.00169515j 0.00451744-0.0099799j 0.000290983+0.00440562j 0.0110476+0.00233715j -0.00358115-0.00365389j -0.00249804-0.00073724j -0.00335428+0.00782922j -0.00235134+0.00538944j -0.000999451-0.0198095j 0.00703962-0.00511717j 0.00488139-0.00251393j -0.00294401+0.0025827j -0.00372345-0.00350659j 0.0137882-0.0013986j -0.0039145+0.00131914j 0.00388327-0.00520489j 0.00281854-0.00406471j -0.015426+0.00663444j -0.00261354-0.00335636j 
-0.0147255+0.00193632j -0.0217799-0.0301059j -0.00231775+0.115259j -0.120875+0.0724319j -0.0199705-0.233428j 0.133322-0.0769389j -0.00805012-0.0177933j -0.150093+0.00592143j 0.0566984-0.128632j 0.106182-0.154854j 0.0108834+0.057599j 0.0508873+0.0244993j 0.023433-0.00805986j 0.0440646+0.164163j -0.087605+0.0845628j -0.0227758+0.0057755j -0.0183699+0.0121744j 0.000739629+0.0286114j 0.0340417-0.0233122j -0.0206015-0.0066877j -0.00298108+0.0354547j -0.0127242+0.0177397j 0.00560032-0.0311403j -0.00223572+0.00298339j 0.00814795+0.00342451j -0.0173951-0.034416j -0.00496719+0.0206487j 0.000330434-0.0174805j 0.0160151-0.0319029j 0.0113142-0.0084971j -0.0152697+0.0121613j 0.0101322+0.00493212j 0.000250005+0.00501437j -0.00261992-0.0256029j -0.019092+0.0025914j -0.00159426-0.0102145j 0.010734-0.00685632j -0.000157991-0.0111261j -0.00528143+0.00580164j -0.00180608+0.00277074j -0.00442941-0.00375492j -0.000127073-0.0039242j -0.00351006-0.00295277j -0.00777032+0.00980851j 0.0100717+0.000406967j 0.00734437-0.00871718j -0.00145422-0.00929592j -0.00756792+0.00355043j -0.00135139+0.00943972j -0.00764411-0.00382936j 0.00122186+0.00479786j 0.00498205-0.0051079j -0.00395325-0.00905934j 0.00132366+0.00253058j -0.00293446+0.0101909j 0.0102844+0.00717058j -0.000210295-0.00208746j 0.0076545-0.000358252j 0.00479329-0.00259789j -0.00691509-0.00664631j -0.00892164-0.00228982j -0.00883657-0.00872082j -0.013183+0.0125987j 0.00841226+0.000440173j 0.0121332-0.000197857j -0.00386929+0.00696744j -0.0157492-0.00766807j 0.00398519+0.00772956j 0.0150099-0.000856218j -0.00146235+0.0147608j -0.00265434-0.00163612j -0.0178008+0.000631181j -0.00221166-7.2856e-05j -0.00131141+0.00809979j 0.0142955+0.0199258j -0.00813047+0.00926981j 0.00995306+0.0110981j 0.00227369-0.015262j 0.00758987+0.0128962j 0.0132434+0.000488949j -0.00162585+0.0135978j -0.00234549-0.0093088j 0.0018455-0.00579101j -0.00844161+0.0072209j 0.00986676+0.000884551j 0.000979393+0.0018442j -0.00570349+0.00863825j -0.0129915-0.00765029j 0.00332822-0.00425754j 0.000594089-0.000234656j -0.00400844+0.00842273j 0.00559765-0.00574994j 0.0079511+0.00522265j -0.000986565+0.0008821j 0.00350879+0.00439717j -0.00242829+0.00101501j -0.00244821-0.00335412j 
0.0216151+0.0031908j -0.00715483+0.0828687j 0.0638028+0.0827998j 0.0556893+0.0645841j 0.107548+0.0203665j -0.128997-0.0125662j 0.104034+0.0606129j 0.016178+0.0786388j -0.124051-0.086011j 0.0313125-0.000528935j -0.0688293+0.254606j 0.0508455-0.0728123j 0.0789184+0.0750805j -0.125918-0.091997j -0.0317098-0.001987j -0.0659121+0.0324698j 0.0125254-0.0575755j 0.0133789+0.0162959j -0.0194675-0.00842767j 0.02333+1.62119e-05j -0.00139469-0.00763807j 0.0173422+0.00105746j 0.0079921-0.0108094j -0.037669-0.00392154j -0.00453698-0.00395214j 0.00598914+0.0116846j -0.0173945-0.00971633j 0.00599489-0.0135626j -0.00685533+0.00241122j 0.0302872+0.0201987j 0.000773418+0.0110363j -0.0143369-0.00898981j 0.0214776+0.0152773j -0.0105222+0.00417795j -0.0104826+0.006867j -0.00431644+0.00590065j 0.00369463-0.0102768j 0.0111619-0.00394306j 0.00537102-0.00575375j -0.00148882-0.00643459j -0.00181246+0.0139688j 0.0030408+0.0037631j 0.00347824-0.00407187j -0.000788091-0.00141432j -0.00404844-0.000299812j -0.00329375+0.00482227j -0.00320452-0.00293161j 0.00491676-0.00238192j 0.00136319-0.00533319j -0.00570025-0.00400024j -0.00343039-0.00083564j -0.00527201-0.00334395j -0.00580025+0.00323917j 0.00167893-0.00204382j -0.0005333-0.00854915j 0.00806398+0.00713573j -0.00370014+0.00671801j 0.00229398+0.00915371j 0.00650853+0.0143976j 0.00548033-0.00952394j 0.00682862-0.015492j -0.00716582-0.0018943j -0.00408343-0.00447623j 0.00568462+0.00146932j -0.0036058+0.00182095j 0.00826756+0.00675325j -0.0217352+0.00727706j 0.0110467-0.0235619j 0.000315547-0.00303278j -0.000234121-0.00651108j -0.000183109-0.00124838j 0.00195336-0.0279491j 0.00574368-0.00352157j -0.00299473-0.00393878j -0.000895075+0.00673821j 0.0164797+0.00986193j 0.0158259+0.00865633j 0.00444724+0.00594054j -0.00730817-0.00362949j -0.00148828+0.00762833j 0.0094897-0.00308158j -0.00273481-0.00635231j -0.00688537+0.012895j 0.00111783-0.00405006j 0.00357632-0.00882125j -0.000766203+0.00443737j 0.00436838+0.00189312j 0.00446973-0.00221207j 0.00234234+0.00223294j 0.000118782-0.00638491j 0.00258242-0.0013277j 0.0054794-0.00250159j -0.00112642+0.0103452j 0.00557813+0.00206862j 0.000272264-0.0021766j -0.0080343+0.00576652j -0.00341972-0.0084641j 
0.0115179-0.0323967j -0.0656299+0.0482584j -0.0199266-0.0287577j 0.0144506+0.0611997j -0.218319+0.103657j 0.0811523+0.0479176j -0.0255852+0.0433771j -0.091683+0.171089j 0.143294+0.127126j -0.0109666-0.0756196j 0.074464-0.0463986j 0.141391-0.00613783j 0.179248+0.0288922j 0.00596807-0.11552j 0.0153698+0.079135j -0.0662522+0.05758j -0.00469142+0.0191249j 0.00126869-0.0013538j -0.0111818-0.00463555j -0.0145035+8.8753e-05j 0.0427208-0.0300961j -0.000210311-0.0118162j 0.0237266-0.00242689j -0.00812479+0.000236092j -0.00834566+0.026456j 0.00260253+0.00521225j -9.83116e-05-0.00945575j -0.0195147+0.0161828j 0.0202319-0.00128974j 0.0160812-0.0350666j 0.00416461-0.00790555j 0.0108894-0.00185772j 0.0122211-0.0149966j -0.0038309-0.0236569j 0.000672134+0.0166616j -0.00292263-0.00812256j 0.00464663-0.0131196j -0.0020907+0.000829881j -0.000842448+0.000228427j -0.000747401+0.00247358j -0.0134076+0.00546834j 0.00630609+0.000587987j 0.0113758+0.00350756j -0.0102185-0.00552629j 0.00301507+0.00545829j 0.00721505+0.00536017j -0.00192336-0.00306873j 0.00556926-0.00851818j -0.00059892-0.00605363j -0.0112431-0.00335461j -0.00385825-0.00224032j 0.00423929+0.00229292j 0.000243639+0.0141597j -0.000705883+0.005626j -0.00012819-0.00187582j 0.0160042-0.00778206j -0.000724466-0.00507605j 0.00611441+0.00115019j 0.00374023+0.00310103j -0.00391546-0.000126932j -0.0119743+0.00497389j -0.00939386-0.00728692j -0.0096596+0.00158121j -0.00718585+0.000148514j 0.00487378-0.0128209j -0.00109931+0.00626997j -0.00230978-0.00730624j -0.0120975+0.0102392j -0.00385655-0.00776964j -0.00802644-0.000369813j -0.00791221+0.00998784j -0.00845861+0.0171444j 0.00787808+0.00869507j 0.00258593+0.00542919j -0.00283621-0.0216975j -0.00590186+0.00735464j -0.0150493+0.000974568j 0.00613964-0.00181211j 2.54257e-05+0.00324982j 0.00350976+0.00455348j -0.00271135-0.00681782j 0.00158386-0.00615697j -0.000284639+0.0111974j -8.61547e-05-0.00177902j 0.00420594+0.00360404j 0.00360995-0.00321844j 0.00326291-0.0102879j -0.0151424+0.00276175j -0.0010367+0.000183904j 0.00167933-0.00416916j -0.00258257-0.00104172j 0.00502657+0.00302692j 0.00399249-0.00669369j -0.00125223-0.00652229j 0.0112737-0.00593836j -0.00863917+4.56334e-05j -0.00275272+0.00577212j 
0.0755146-0.014503j 0.0152918+0.037156j 0.097278-0.0196222j -0.00488046+0.129255j -0.107504-0.0693044j 0.184876-0.0196872j -0.0860975-0.113976j 0.223895-0.0280567j -0.0099712-0.0702108j -0.0682949+0.114679j -0.0064751+0.0192139j -0.0406497+0.0325207j 0.073226-0.0198062j 0.065133-0.0232356j 0.177538+0.0261021j 0.027723+0.0734236j -0.0932834+0.0264312j 0.0402386-0.00696873j 0.00232854-0.0369393j -0.0208703+0.00280502j -0.00100849-0.00280664j 0.00129648+0.000440037j -0.00353748+0.0107373j -0.0296129+0.00285031j -0.0208207-0.0157218j 0.0044548+0.00686039j 0.00295568+0.0256613j 0.00463517+0.0254209j 0.00456103+0.00530885j 0.000579819+0.0248301j 0.00530995-0.0145211j -0.00921947+0.0104611j 0.011596+0.000186984j -0.00615381-0.0125238j 0.00853936+0.0152482j -0.0052894-0.00340109j -0.000713661-0.00601532j -0.0121763-0.00339213j -0.00479618+0.00865728j -0.0141129+0.00471922j 0.000551077+0.00527209j 0.00300486+0.00060746j -0.00334012-0.00328413j -0.00720766+0.00696143j 0.006599+0.00687568j 0.00333675-0.00926627j -0.00343973+5.95547e-05j -0.0129192-0.000339599j -0.00272658+0.00310905j -0.00779186-0.00607688j -0.00808441+0.00528922j 0.00976963+0.00383504j 0.0102255-0.0131215j -0.00308545-0.00338457j -0.0028802+0.00107485j -0.00259619+0.00527792j 4.87919e-05-0.00511717j 0.0102098+0.00157664j 0.00738422+0.000979057j 0.0123759-0.0053146j 0.00254453-0.00478522j 0.00413302-0.00649156j 0.00914327+0.0105888j -0.015902+0.00382693j 0.0091437+0.00695967j 0.00828022-0.0065442j 0.00479709+0.00169825j 0.00214898-0.0142913j -0.00571409+0.0117927j 0.0082352+0.00258762j 0.00292957+0.00302044j -0.00757958-0.0197435j 0.00623896-0.00262133j -0.00518098+0.0041428j -0.0013507+0.0168586j 0.00468985-0.00207414j 0.0100768+0.00432242j -0.00528838+0.00437959j 0.00882207-0.00267157j -0.00700288+0.00029976j 0.00982579-0.001413j 0.00327946-0.00427674j 0.00155528+0.00265715j -0.00329891+0.00443737j -0.000260663-0.00473782j 0.00986571-0.00338779j 0.00220305-0.00555337j -0.00868342+0.0102636j 0.00294415-0.00227506j 0.00101979-0.00256614j 0.00118637+0.000577415j -0.0110444+0.00283877j 0.00580021-0.0132146j -0.000620082-0.0020811j 0.00308881-0.00490612j 0.0101682+0.000235572j -0.00397544+0.00831717j 
0.0204851-0.00957976j -0.0558332-0.0111796j 0.00257411-0.0440949j -0.00836871-0.0457582j -0.06516+0.0554462j 0.0596963+0.185078j 0.0183595-0.00440807j -0.14248+0.00167945j -0.0998495-0.0135742j 0.0445614-0.0357371j -0.224741-0.126059j -0.044747-0.0170776j -0.0660324-0.0311488j -0.0241642-0.0615961j 0.00332262-0.00685123j -0.0373456-0.0135778j 0.0239651+0.0303205j -0.00323569+0.00414335j -0.00452846+0.0115349j -0.0136746+0.00258841j 0.00817375-0.0188861j -0.0170596-0.0219321j 0.0243755-0.023224j -0.00303123+0.0147378j 0.00430534-0.0251671j -0.00819639+0.0013119j -0.00578522+0.00329927j -0.00678111-0.00312049j 0.0047766-0.0234157j -0.0164044+0.0523398j -0.0018223-0.000577531j 0.0207583+0.0272764j 0.0186677-0.00392927j -0.0108818+0.00336037j 0.0027512+0.00300781j -0.0071756-0.00186614j -0.00526395-0.00373335j -0.00542511+0.0113234j -0.000477381+0.00147673j -0.000386357+0.00287637j -0.00924774-0.00520574j -0.00465837-0.000840965j 0.00290222+0.00480273j 0.00870069-0.00855078j -0.00268438+0.00648496j -0.00727617+0.00234011j 0.0026481+0.000395696j 0.0039485+0.00253097j 0.0100084+0.000918632j 0.0101938+0.00748782j -0.010154-0.000236014j 0.00442938-0.00450685j 0.00328976+0.0068851j -0.00972518+0.00378569j 0.0016543+0.00223758j 0.00655392+0.0108622j -0.005997-0.00908771j 0.0146896-0.00315159j -0.00180424-0.000953369j 0.00403613-0.0138367j 0.00945762-0.0061839j -0.00292219+0.00095699j -0.00787193+0.0049851j -0.0023523-0.00271925j -0.0101648+0.00443105j -0.0167564-0.0145837j -0.0135941-0.00181283j 0.00601494-0.00581558j -0.000537427-0.00165668j -0.00915262-0.000494058j 0.00583845-0.0214499j -0.00159381-0.00238064j -0.00679705-0.00469373j -0.013041-0.00568601j -0.00733713+0.005703j 0.00600803+0.000746006j 0.0176469-0.00584287j 0.0110849+0.00345632j -0.00136495-0.0040629j -0.00432665-0.00682214j -0.00777274-0.01136j -0.0157681-0.00386293j -0.00209077+0.00116174j -0.00036524+0.00336483j 0.00120714-0.00315095j -0.00245931-0.00596522j 0.0103973-0.00162982j -0.00363147+0.00662874j -0.0011755+0.000143034j -0.00289964-0.000740842j 0.0049871-0.00162229j 0.00620606+0.000771125j -0.00300319-0.00222117j 0.00274584-0.000992397j 0.00133665-0.00240942j -0.00792836-0.00211174j 0.00729976+0.000438536j 
0.0695905+0.150874j 0.0485804-0.0273826j -0.0826191-0.0120604j -0.16232-0.109363j -0.205843+0.0928488j -0.197217-0.0231707j 0.00135994-0.0210347j -0.0441556+0.0450794j -0.0863971+0.100294j -0.0438805+0.0532729j 0.00283551+0.103878j 0.0281508-0.141152j -0.242581+0.0984143j 0.0859158+0.105434j 0.161397+0.00723057j 0.0469028-0.0809123j 0.0103935-0.162719j -0.000947422+0.00266031j 0.0299506+0.0238452j 0.0213645+0.012772j 0.0145894-0.0142486j 0.00560836+0.0094874j 0.00253285-0.0107663j -0.00162103-0.00570682j -0.00204797+0.0080246j 0.00186464-0.0145401j -0.0112563-0.0020154j 0.00175309-0.0103759j -0.0084707-0.0129114j -0.00356531-0.00220809j -0.0122315-0.00588019j -0.0081745-0.00289061j 0.0123454-0.0125843j 0.00770409+0.00571359j -0.0144459-0.00830518j 0.000260705-0.0160967j 0.00744411+0.00160454j -0.00888569+0.00858953j 0.00510504-0.0133216j -0.00765726-0.0313807j -0.00146799-0.0107702j -0.0033558+0.0120481j 0.007534-0.00296161j -0.00371594-0.0071655j 0.00529245-0.00493373j 0.00993764+0.00723505j 0.000921369-0.00625815j 0.00207784-0.0034253j 0.0127436-0.0002238j 0.00401081-0.00569422j -0.000968722-0.000297434j 0.00036163+1.76527e-05j -0.0174779+0.0106262j -0.00400848+0.00472968j 0.00681489-0.00110461j 0.00723625+0.00806323j 0.00528487-0.00463465j -0.000464567+0.00605909j 0.000443327+0.00682387j -0.00964762+0.00357569j 0.00320381-0.00152414j 0.00172047+0.00264864j -0.0134927-0.00320077j 0.0012225+0.000124656j -0.00112599+0.000726655j 0.00863043+0.00150366j -0.00290008-0.0024005j -0.00243509-0.00109944j 0.00720272-0.00157284j -0.00966057-0.00113037j 0.00893142-0.00727317j -0.00715319+0.00578863j 0.00569754-0.0059435j 0.00220969-0.00221149j -0.00744952-0.00866438j -0.00196673+0.0109613j -0.00382927-0.00132913j 0.00400494+0.00411983j 0.00150481-0.00725053j -0.00245603-0.00207182j 0.00278561-0.000527897j 0.00109743+0.00348853j 0.00119497+0.0113131j 0.00120224-0.00121271j -0.00352681-0.00875728j 0.000361681+0.0080104j 0.0111499+0.00315811j -0.00295775+0.00712936j -0.00258064+0.00257296j -0.00447195-0.00276751j 0.0039885-0.00482459j -0.00219137+0.00557367j -0.00188327+0.0122578j 0.00287797+0.00973307j 0.00762451-0.00470907j -0.000573967-0.00347276j 0.00426455-0.0191854j 
-0.0339866+0.0385039j 0.00310116-0.0667852j 0.153021-0.00369159j -0.0457661+0.0243361j 0.0330215-0.0497895j -0.0313659+0.0442295j 0.0233074-0.0211973j 0.0393549-0.0389157j 0.0176004+0.14039j 0.00919731+0.0284403j -0.0645593-0.0654634j -0.0558111-0.052039j -0.0662749+0.0079649j 0.0562868+0.128895j -0.141456+0.0357818j 0.0165773-0.0248833j 0.00905313-0.0244957j 0.0529003+0.00258762j 0.00566594-0.0133426j -0.00179864-0.00116538j -0.00749724+0.0248916j -0.0391128-0.00629263j -0.00143428+0.00600131j -0.0197983+0.00914438j -0.0113832-0.0265879j -0.021306+0.0179613j 0.0204625+0.000697662j 0.0122805+0.0214726j -0.00590666+0.0104986j -0.0177752-0.011835j -0.00636493-0.00729806j 0.0145115-0.00320219j -0.00754396+0.00229459j -0.0202643-0.00559634j -0.020668+0.0110572j 0.0148969+0.00250432j 0.00628498+0.0115353j -0.00116146+0.00228497j -0.00199525+0.00157853j 0.0084904-0.00884594j -0.00216682-0.00781875j -0.0126241+0.00431666j 0.00149686+0.00100911j 0.00260298-0.00103601j 0.00246897-0.00794268j 0.00155178+0.00473112j -0.00807069+0.000565854j 0.00569861+0.00514322j 0.0125241-0.00555034j 0.00412986+0.000282072j 0.00889773-0.000264036j -0.0121416-0.00775598j -0.0128327+0.0146675j 0.00247348+0.00539997j 0.00419422-0.00747465j 0.00472015-0.00130937j -0.00219392-0.00145626j -0.00341082-0.00161176j -0.00747551+0.00308045j 0.0070777-0.013656j -0.00674825-0.000103245j -0.00482343+0.00427416j -0.00619086+0.00505517j -0.0172789+0.00507661j 0.00296602+0.00623557j -0.00760871+0.00369599j -0.0088079-0.00152714j -0.00714939-0.00193594j -0.0103313+0.00144567j -0.00313124+0.00153181j -0.0129917-0.0133769j -0.0054955-0.0130675j 2.2001e-06+0.00280472j 0.000455528-0.00367922j 0.00272586+0.00938812j 0.00199533+0.00548804j -0.00224631-0.00612563j 0.00114577+0.000716227j 0.00386595+0.00334977j 0.00261549-0.0130232j 0.0111482+0.00809961j 0.0145744+0.00579656j 0.00429113-0.0104098j -0.00418563-0.000241355j -0.00294476-0.00253462j -0.00238682+0.00559043j -0.00649363+0.00430261j 0.00509295-0.00749168j -0.000809034-0.00104757j 0.0028021+0.00605624j -0.00355449+0.0011923j -0.00559095-0.00462401j -0.0029606-0.00135419j -0.00182961+0.000387066j -0.00549265+0.00266742j 0.00317454+0.00222185j 0.000957756-0.00285329j 
0.0155389+0.0487923j -0.0439443+0.0118377j -0.0405558+0.0736295j -0.0980079-0.0236427j 0.0530709-0.236402j 0.0315756-0.0449267j -0.0696966-0.0338511j 0.0347659+0.0203559j 0.0538848+0.0966889j -0.00810278+0.0840365j -0.0585912-0.0982834j 0.12993+0.0656595j -0.0163055+0.181297j -0.00425035-0.00924333j -0.0024459-0.00905219j -0.0589732-0.0122322j 0.0179042-0.0584471j -0.0151841+0.0224583j 0.0297955-0.00647861j -0.00791717+0.0156676j 0.00801897+0.00569685j 0.0162984+0.00647625j 0.0128537-0.0442752j -0.0404445+0.0106601j -0.0358999-0.00373283j -0.0181636-0.0165932j 0.035142+0.0106901j 0.00248263+0.0015655j 0.0226421-0.00826465j -0.0099107+0.00114786j 0.0305642+0.0222081j -0.0222926-0.0467155j 0.015193-0.0309962j 0.0117261-0.0049032j -0.00419932-0.00979077j 0.00229089-0.00395071j 0.000607638+0.00408462j 0.00655109-0.00507285j -0.00100636-0.00542531j -0.00110322-0.00654064j -0.00802141+0.00377383j -0.00104391+0.00242257j -0.00276953-0.00723092j 0.00266068-0.00574454j -0.00922529+0.014063j 0.00105831-0.00519692j 0.0131129-0.00177644j -0.00639461+0.00441795j 0.00365025+0.0033639j 0.0183833-0.00319677j -0.0162918+0.000110036j 0.0126979+0.0184181j 0.015108-0.0101493j -0.018188-0.00461892j -0.00277379+0.00478946j 0.0056419+0.00646499j -0.00690566-0.000307241j 0.00300762-0.00410711j -0.00709198+0.0127658j -0.000668987+0.00165195j -0.00584825-0.00849361j -0.0120049-0.00901388j 0.00863807+0.00565511j -0.00598156-0.000617594j 2.61776e-05-0.00971662j -0.00767739+0.0152529j -0.00374142+0.0033576j -0.00780272-0.00779679j -0.00810259-0.0131036j 0.0136152+0.000585037j -0.00463705+0.00018789j 0.000605282+0.00665554j -0.0157111+0.0132722j -0.00637641+0.0123029j -0.00480449-0.00203122j 0.00183878+0.00232217j -0.0011565-0.0058735j -0.00480023-0.00213996j 0.00226118-0.00130241j -0.0169644+0.00942522j -0.00687603+0.00104851j -0.011173+0.000798372j 0.00727006+0.00761471j 0.0129057-0.000175163j -0.0109874+0.000293307j 0.00789167+9.53477e-05j -0.00698133+0.0047998j 0.00244609-0.00512659j -0.00297812+0.00561218j -0.0044+0.00338694j -0.00300595+0.00232301j 0.00536808-0.00279077j -0.00146409+0.00475265j -0.00106752+0.00444066j 0.00269959+0.0031148j -0.00336977+0.00118343j 0.000695489-0.00243509j 
-0.0696278+0.0132799j 0.0446099-0.0259023j -0.0439721+0.0129249j 0.0644528-0.000627366j -0.0732292+0.051888j 0.184688-0.0500412j -0.0251898+0.00231776j 0.0792904+0.107674j 0.0813572+0.0807264j -0.171626+0.14698j -0.068977+0.0238543j -0.0123997+0.158248j 0.0539233+0.0420867j 0.0301656-0.0210462j -0.00886601-0.0234983j 0.0675568-0.0316161j 0.011304+0.000114096j 0.00383581-0.00077732j 0.000792541+0.00373558j -0.0388732-0.000549839j -0.00108681+0.0163106j 0.0128851-0.00435067j 0.018699+7.79782e-05j 0.00764058+0.051652j 0.0242621-0.0287623j 0.000834761-0.0133066j 0.00888035-0.000980081j -0.00991484-0.0181356j 0.0182924-0.00224661j 0.00432134+0.0103028j 0.00561954-0.0160874j 0.00980739+0.0319464j 0.0175037+0.0207373j 0.0194458+0.0121352j -0.00209739-0.0113181j 0.00559367+0.0106706j -0.00602804+0.0166358j 0.00475712-0.00775178j -0.00692668-0.00479058j 0.011355+0.00157193j 0.0127178-0.00703124j -0.00684205+0.000635352j 0.000691851+0.00440901j 0.0041457-0.00564885j -0.00423691-0.00530936j -0.00370753+0.00829371j 0.00745744+0.00571381j 0.00404696-0.00210065j -0.00558541-0.00520154j -0.00123946+0.00468818j 0.0010775-0.00277353j -0.00303254+0.00540173j -0.010185+0.00729818j 0.00549463-0.00827144j 0.0110407+0.000380699j 0.0120487-0.00726452j -0.00313443+0.00489662j 0.00876616+0.00706018j 0.00248768-0.00686712j 0.00292563+0.0116651j 0.00741186+0.00445689j 0.00256062-0.00128529j -0.00393936+0.00135664j -0.00195445-0.0180407j -0.00730301+0.00190713j -0.0166647+0.00596719j -0.00715027-0.000480025j 0.0149216-0.00248577j 0.00458932-0.0129199j -0.0109094+0.00860203j -0.000157492+0.00265868j 0.00155501+0.00684288j -0.00158328-0.00216565j -0.00698643-0.000665367j 0.00443764-0.00960047j 0.00155494-0.000765507j 0.0039644+0.002206j 0.00833894-0.00485959j -0.00298427+0.0097299j 0.00683942+0.00644431j 0.00258174-0.00121051j 0.00372451+0.00519617j -0.0123807+0.0120973j -0.0086769-0.00397188j 0.00862703+0.00102133j -0.00575823+0.00534283j 0.0031431+0.00356324j 0.00159846-0.000999549j 0.00178372+0.00711144j 0.00743622-0.0025869j 0.000450439-0.0039858j -0.00796608-0.00359077j -0.00195927-0.00278721j -0.00478951-0.00126248j -0.00156495+0.00515747j 0.0109087+0.000946451j 0.000146377+0.00544871j 
