-0.0139511-0.0115488j -0.003357-0.00942212j 0.00645454+0.00238481j 0.0104239+0.0146841j 0.00574353+0.00620301j -0.00152721-0.00761539j 0.000683844+0.00906024j -0.00109089-0.00192727j 0.00250267+0.00359205j 0.00763892+0.00956385j -0.00115425-0.00707253j -0.000539064+0.00952694j 0.01109+0.0165947j 0.000965086+0.00970521j 0.00634736+0.00651887j -0.00524755-0.00887518j 0.000621341+0.00324014j -0.000567861-0.0101169j 0.00597243-0.000391408j -0.00466512-0.00721032j 0.00362139+0.00603984j -0.00494015-0.00320687j -0.00362876+0.00364602j -0.00878429+0.000325648j -0.00664829+0.000629809j -0.00575654+0.00750333j -0.0194317+0.00604415j 0.00523935-0.0161875j 0.0204004-0.00719888j 0.00533051+0.0130854j 0.0387175-0.0059442j -0.00382954+0.0393559j -0.00716876-0.0056288j -0.00849207+0.0143331j -0.00182243+0.00107515j 0.00511071-0.0021465j 0.00382473+0.00269931j -0.00367565+0.00618989j 0.00182024-0.00114941j 0.000425456+0.0031705j -0.00113634+0.00162207j -0.00593263+0.00125472j -0.00984166+0.00479981j 0.0127461-0.00784979j -0.00555706+0.00260438j -0.0050851+0.00285291j 0.00655609-0.00769605j -0.0094441+0.00196587j 0.00720246-0.00242444j 0.00800076-0.00717101j -0.00740265+0.00329202j -0.00530309+0.0013058j 0.00371587+9.56895e-05j 0.00908396+0.0019461j 0.00475454-0.00532285j 0.00595311-0.000710922j 0.00267238+0.00269914j -0.0134878-0.00436592j 0.0020365-0.000519906j -0.00365138-0.00150739j 0.00204818-0.0057677j -0.000848576+0.00898707j -0.0145989-0.0095135j 0.00367984-0.00468153j 0.00163963+0.00435765j -0.00470393+0.00312993j -0.00348225+0.000708784j 0.00701746-0.00173142j 0.000710442-0.0018199j -0.00832413-0.00443666j -0.0181717+0.0204188j -0.0348935-0.00935241j 
-0.0180344-0.00308133j -0.00149996-0.0142301j -0.0436273+0.0226235j 0.0322495-0.00402132j 0.0613877+0.00558613j 0.00183284-0.0221517j 0.0100806+0.00871797j -0.0179829+0.00289035j -0.0115278-0.00438812j 0.0315255+0.0100582j 0.0196899-0.0332551j -0.00141398-0.00335689j -0.00764101-0.0130988j -0.00358626-0.0280583j 0.00606017+0.0103313j 0.00290313+0.00601128j 0.00153108-0.0102378j -0.000418688+0.00661307j -0.0145282+0.0128821j 0.0105569+0.00383041j 0.00166353-0.0104943j 0.00216478+0.00608632j 0.00264563+0.00848604j -0.00179826+0.0100697j 0.00459763+0.00256571j -0.00571186+0.009168j 0.00629317+0.0124067j 0.000618377-0.0034488j -0.000717364-0.00446925j -0.016763-0.0109059j 0.00226398+0.00800056j -0.00215379+0.00802126j 0.00197449+0.007137j 0.0214526-0.0179292j 0.0271703-0.00835354j 0.00334604+0.00166236j 0.00340288+0.0104734j 0.00452688-0.00970335j 0.0250418-0.00439569j -0.00823918+0.0082169j 0.000770259-0.0146235j 0.00771622+0.00446486j -0.0066717-0.00447362j -0.00376446-0.0207132j 0.00140005-0.000637614j -0.00917249-0.00622477j -0.0043669+0.00885351j 0.0131786+0.000323752j -0.00397429+0.0103521j -0.0129844-0.00635356j -0.00964545-0.00445292j -0.00345378+0.000819361j -0.00203758-0.00207233j 0.00991179-0.0097742j -0.00583106+0.000133971j 0.000306291+0.0063592j -0.000332964+0.00043792j 0.00521328+0.00359969j -0.00642014-0.00386033j 0.00615508-0.000919821j -0.00750746+0.00227845j 0.00119866+0.00344967j -0.00130118-0.00863741j -0.00350012-0.00486683j -3.30671e-05-0.00224857j -0.00240573-0.00272039j 0.00108374-0.00615205j -5.44772e-05-0.00022936j -0.000874811+0.00454097j -0.00186947-0.00546082j 0.00365841+0.00210869j -0.0016683-0.00311386j 
-0.00306157-0.0283944j 0.0260619+0.0150255j 0.00366782-0.0202942j -0.0519386+0.0307177j -0.00742491-0.0154121j -0.00705768-0.00045565j -0.0272728-0.00773607j 0.0342257+0.0173394j -0.0306329+0.00978539j -0.00856267-0.00305161j 0.023174+0.00270333j 0.0106651-0.00854006j -0.00751365+0.00964776j 0.00789938-0.00290086j -0.000827797+0.00122058j 0.00594166-0.0130946j 0.010481-0.00407169j 0.0135637+0.00114378j -0.00357949+0.000660041j -7.58598e-05+0.00146094j -0.00308691-0.002445j -0.000273821-0.000214824j -0.00799377-0.00330546j -0.000359682+0.0102564j 0.00277286-0.00691614j 0.000404552+0.00492798j 0.00204936+0.012971j 0.000843219+0.0145724j 0.0120041+0.022301j 0.00468846-0.0049267j -0.00723559-0.0151035j 0.00997213+0.00245107j 0.0055192-0.0185117j -0.0161751+0.00247489j -0.00151124+0.00334236j 0.000899945-0.00787361j -0.00659702+0.0182257j 0.0057531+0.0113756j 0.00491099+0.0135756j 0.00963462-0.0092082j 0.000843116-0.00595499j 0.0251186+0.00243108j -0.0286609+0.000880838j -0.0191939+0.000809308j -0.00155367-0.00189148j -0.0105781-0.00703752j 0.0143885-0.00215834j 0.0252736+0.0010987j 0.0206658+0.00378848j -0.011639-0.00586203j -0.00127761-0.00689896j 0.00106473-0.00356129j 0.000342692+0.0010537j 0.00655207+0.000375652j 0.00107709-0.00266002j -0.00374736+0.00217855j -0.000260485-0.0014565j 0.00281869+0.00380502j -0.00351438-0.00514964j 0.00168503+0.00428552j 0.00113452-0.00237224j 0.0044157+0.00222132j 0.000964587-0.00272227j 0.00203752-0.00121529j -0.00186625-0.000551305j 0.00218054+0.00181662j -0.000217859-0.000307276j -0.00329333-0.00496336j 0.00192019+0.00064119j 0.00106292-0.00323509j -0.0038181+0.00542849j 0.0040228+0.00171874j 
-0.0212206-0.0111162j -0.0126651-0.0318528j -0.0443466+0.020867j -0.0342883+0.0160745j -0.0069944+0.00452351j -0.00522349-0.00985136j -0.000812256-0.00833065j 0.0366669+0.00201562j 0.00633718+0.0108993j -0.0196332+0.0203468j 0.00427304+0.0197187j 0.000664046+0.00347269j 0.00599152+0.0184498j 0.00169171+0.00974076j 0.00055273+0.00911318j 0.00271366-0.0108458j 0.00583342+0.00306623j 0.00165487-0.025949j -0.00122207-0.024112j -0.00832251+0.00167942j 0.00157053+0.021409j -0.00414683-0.00204436j -0.00774869+0.000712334j -0.0069558-0.0164381j 0.00628747+0.00272139j -0.000400691-0.0194126j 0.00441764+0.00121824j -0.0155303-0.00795336j -0.0103475-0.00220031j -0.011088-0.0215573j 0.0137147+0.00386235j 0.0134733+0.0109004j 0.010032-0.000702917j -0.00969187-0.00979167j 0.00298328+0.00440679j -0.00657728+0.00771308j -0.00353854+0.0173038j 0.00491555-0.00573381j -0.00219432+0.00827351j -0.00569203-0.00456395j 0.00828943+0.00637578j -0.0086196-0.0103111j 0.00874432+0.00820892j 0.00632487+0.0119667j -0.00533014+0.00527801j 0.0114261-0.0132981j 0.00239755-0.00235256j -0.0125986+0.000886275j -0.00467653-0.00526837j 0.00856778+0.00535902j 0.0063953+0.00241148j 0.00511474-0.00132753j 0.00361196-0.00053688j -0.00102169+0.00692179j 0.00190354+0.00174079j -0.0012566-0.00446822j -0.0059042-3.29141e-05j 0.00147884-0.00505803j 0.00724903+0.00226222j 0.000555572+0.00189038j -0.000365482-0.00483043j 0.00337346-0.00148339j 0.00309458+0.00240366j 0.00261342+0.00123292j 0.00222869+0.00429742j 0.00179272-0.00244096j 0.00317118+0.00455563j -3.32967e-05-0.00150383j 0.00176785-0.00168904j 0.00149832+0.0059901j -0.000642953+0.00243282j 0.00331608-0.00311906j 
0.0363461+0.0232296j -0.0139989+0.0172861j 0.024395-0.00847048j -0.0174868-0.0165546j -0.0465818+0.0130547j 0.0121448+0.0184783j 0.00574098-0.00320585j 0.00647615-0.0340746j -0.0102124-0.00947738j -0.00325314-0.0206685j -0.000983819-0.017769j -0.0014565+0.00165962j -0.00182171-0.0213741j -0.00493304+0.00670109j 0.0124373-0.0240157j -0.00150664+0.0019966j 0.000523989-0.00982401j 0.000301858-0.000587096j 0.0101051+0.00765915j -0.000878702-0.00207163j 0.00269628-0.00331916j 0.00232992-0.00406665j 0.0116442-0.00383487j -0.00259213-0.000686302j -0.00689664+0.000220274j 0.00371941+0.000680438j -0.0143445-0.00950401j 0.00056528-0.00422802j -0.0109241-0.0107891j 0.0229129+0.0125705j -0.00178539+0.00324401j -0.0103768-0.00910332j -0.0142074+0.00285917j -0.0149265+0.0207144j -0.0213993+0.017462j -0.00556891-0.00539944j -0.00276637-0.0184451j 0.00221878+0.000177967j 0.00284468-0.00441676j 0.00822389+0.0180576j -0.0034778+0.00488533j -0.0026581+0.000644233j -0.00579569-0.0107637j -0.0149649+0.00694197j -0.0122889+0.00215854j -0.00666476-0.00071479j 0.00755081-0.00426669j 0.00111193+0.0063807j 0.010856+0.00911149j -0.00158676-0.00162096j -0.0068054-0.00249925j 0.0119255+0.00808792j -0.00123165+0.00205173j 2.37971e-05-0.00322006j 0.00517221+0.00391032j 0.00348502-0.000680575j -0.00614208-0.00218234j 0.0015784+0.000323004j 0.00468907+0.00110474j 0.000578426-0.00210815j -0.000995483+0.00426269j 0.00302413+0.00647253j -0.0055443-0.000842377j 0.00474864+0.00522073j 0.00306467+9.62405e-05j -0.00477024+0.000663741j -0.00377229+0.00254175j -0.00314-4.99573e-05j 0.00558148-0.000836072j 0.00487252+0.00119851j -0.00555115-0.00351426j -0.00104001+0.00208482j 
-0.0302238-0.0289623j 0.014828-0.0095622j 0.00646946+0.00246267j -0.0181147+0.0174699j -0.00175604+0.0214634j 0.00448967+0.0184808j 0.035786-0.0190815j 0.0133641-0.0336653j 0.00788463-0.0186686j 0.0296585-0.0173362j -0.000754809+0.0137981j -0.0107059+0.01067j 0.014822-0.0215376j 0.00239862+0.0191803j 0.0156513-0.0197587j -0.00621791+0.00589308j 0.00281708+0.0054363j -0.0126367+0.0158458j -0.00150767-0.00422215j 0.000695158+0.000682801j 0.0072447-0.00971629j 0.0045316-0.00234893j 0.00297596-0.026749j 0.00373639+0.00520602j -0.00290399+0.00803502j 9.22089e-05+0.00132121j 0.0151591+0.0208018j 0.0101244-0.00805196j 0.0209343+0.00380631j -0.0225433-0.012856j -0.00554741-0.00153432j 0.0134284+0.0126722j -0.00873486+0.00314977j 0.00794611-0.0169213j -0.00787307+0.00151927j 0.00041681-0.00571595j -0.00188251-0.00141323j -0.0018227+0.00181205j 0.00924022-0.013482j 0.00571177+0.0220138j 0.00726561+0.017823j -0.00756417-0.00155957j 0.0145711-0.0131495j -0.0056111-0.000865789j -0.0119856+0.000753686j -0.000234692+0.0023659j -0.014854+0.00626368j -0.00496111+0.000547574j -0.00426072+0.00379737j 0.00360923-0.00278592j -0.00257237-0.0016094j 0.0102782+0.00725467j -0.00476447+0.000527562j 0.0020922+0.00138373j -0.00226579+0.000965355j 0.00536204-0.0026084j -0.00498376-0.000828485j 0.000838729+0.00109697j 0.00267702+0.00270084j 0.00329758+0.00010523j -0.00626522-0.00424846j 0.00251829+0.0050674j -0.00419811-0.00126384j 0.00139906+0.00344093j 0.00277662-0.00139579j -0.00177597-0.0037333j 0.000217568+0.00638613j -0.00142127+0.000674627j 0.000371042+0.00704612j -0.00171974-0.000418925j 0.00342283-0.00064451j -0.000911769-0.00304155j 
0.0380681+0.00961504j -0.00624317+0.0238429j -0.0127528+0.0160967j -0.00176338+0.00431648j 0.0302618-0.0160617j -0.0127761-0.0177017j -0.0252633-0.00605399j 0.0106686+0.0281711j 0.00038199-0.0049383j 0.00389187+0.0127704j 0.0112054+0.00511668j -0.000926718+0.00191413j 0.00170627+0.0128153j -0.00427846-0.0163238j -0.00228418+0.0213543j 0.00595683+0.000809806j -0.000799313+0.00171295j 0.00310596+0.00282235j -0.00724551+0.00605835j 0.00284371+3.61672e-06j 0.00108427+0.00147285j -0.00103103+0.00354293j 0.0105207+0.0175128j -0.00554335+0.00210416j -0.00294329-0.00863424j -0.00459695+0.00384514j -0.0210539-0.006706j 0.00334471+0.00893013j -0.00810642+0.00630516j 0.0227125+0.0129588j 0.000704309-0.00736454j -0.0179879-0.00753312j 0.00564161-0.00775277j 0.0144177+0.00769703j 0.00190528-0.00127258j -0.00244425-0.00728235j -0.01442+0.0029482j 0.00720506+0.00756355j 0.00866487+0.0181485j -0.0100745-0.0127441j 0.00762123-0.0132523j -0.0162679-0.00353296j 0.00390781+0.0177626j 0.0136655-0.0134461j -0.00491458-0.010062j -0.00133017-0.0122537j 0.0035099-0.00469728j -0.00255947-0.00038279j -0.0118893-0.00665261j 0.00221396-0.000746217j -0.0022838-0.00123243j 0.00042091+0.00325468j 0.00929802+0.00047204j 0.00532772+0.00103501j 0.00244661-0.00221535j -0.00560727+0.00218412j -0.000166498-0.00294944j -0.000611157+0.000883435j -0.00238988-0.00727829j 0.00184645+0.00610164j 0.000205943-0.00290181j -0.00268491-0.00171141j 0.00298396-0.00107359j -0.00130845-0.00353794j 0.00146982+0.00222431j -2.77751e-05+0.00394069j -0.00254783-0.00541099j 0.0012576-0.00156563j -0.0013909-0.000873373j 0.00254318-0.00212802j -0.00360314+0.000429284j -0.000565916+0.00195519j 
0.0142241-0.0247074j 0.0504709+0.0289991j 0.00741837+0.00380469j 0.0225486-0.0168341j -0.00839888+0.0285781j 0.00356653+0.0314678j -0.00786099-0.0134592j 0.0103727-0.00360471j 0.00531476-0.0137535j 0.0038207+0.0200782j 0.0213171+0.0204455j 0.00101018-0.0107281j 0.0135584-0.00495939j 0.0104797+0.0073254j 0.000849976-0.007254j -0.00490213-0.00485075j 0.00535179-0.00407756j 0.00191152-0.00762464j -0.00547441-0.00744159j 0.0030994+0.0114438j -0.000819706+0.00615439j 0.000924002+0.00368649j -0.0028655+0.00798543j 0.00644819+0.0035036j -0.00554287-0.0102717j 0.00315512-0.00484513j -0.000848129-0.00228562j 0.0211875+0.0173998j 0.0335593+0.018302j 0.017472+0.00166004j -0.0254289-0.0103692j -0.000396439+0.00350559j -0.00178182-0.0168916j 0.0118695-0.0181856j 0.00366476+0.0076362j -0.00152166-0.0196702j -0.00355298+0.00235774j 0.00224975-0.00892789j 0.00757565+0.0124919j -0.00263625-0.00351837j 0.0126802+0.0109086j -0.0099431+0.00345674j 0.0128321+0.00537602j 0.00691363+0.000395563j -0.00880499+0.00106707j 0.0019733-0.0081441j -0.00197292+0.004911j -0.00427446+0.00391903j -0.0120817-0.0042061j -0.00175245-0.00344192j -0.000982247+0.000351198j 0.00305587+0.00998996j 0.00609045-0.000817958j 0.00594754+0.00675167j 0.00208626-0.00470574j -0.00757022-0.00411366j -0.0063688-0.00123211j 0.00370868-0.00133022j 0.00261068-0.00232315j 0.00282753+0.00317947j -0.000442657-0.00983869j 0.00473302+0.00802582j 0.0068685-0.00391076j -0.000831791+0.000165018j 0.00502907+0.00328492j 0.00591827-0.000349224j 0.000697593+0.0030963j 0.00175253-0.00489981j -0.005386+3.26449e-06j 3.13147e-05+0.000913205j 0.000286294+0.00469909j 0.00451161+0.000471717j 
-0.00752971+0.00304033j -0.00811874-0.0072928j 0.0205049-0.0256025j -0.018944+0.0197703j -0.0163603+0.0276385j -0.0109248-0.0470732j -0.0117459-0.0241987j 0.0308516-0.00990684j -0.00402897-0.0114196j 0.00744649-0.021123j -0.000665549-0.00373523j 0.00269293+0.0344933j 0.00998799-0.00871086j -0.00677166+0.0129487j 0.0195868-0.0158661j 0.00276599+0.00562921j 0.00364789+0.00274144j 0.00304304+0.0218394j 0.00856594+0.00458464j -0.00622096-0.0072591j 0.00496284-0.0156285j 0.00286214-0.00600225j 0.0100672-0.0237718j -0.00340624+0.00235403j -0.00721539+0.00969615j 0.00342486+0.0029752j 0.00139566+0.00632502j -0.00179701-0.0138533j -0.00829457-0.00860678j -0.00473445+0.0084863j 0.00975296-0.00131955j 0.00417085-0.00475725j -0.00362815+2.21108e-05j -0.0198524+0.010862j 0.00237369-0.000138158j -0.0162487-0.0083894j 0.007845+0.00582862j 0.0112125-0.00482686j 0.0237014-0.00286608j -0.0144036-0.012289j -0.00734274-0.018618j -0.0269267+0.00833253j 0.0226874+0.00855593j 0.00207525-0.0137618j -0.0159871-0.00895826j -0.0253489-0.00751351j 0.00658568-0.00297j -0.0088499-0.00254757j -0.0134075+0.00508947j -0.00220074+6.2518e-05j -0.00827482+0.000446933j 0.0121681-0.00242786j 0.00209055+0.00266449j 0.00598922-0.00227113j -0.00336923+0.00143878j 0.00158905+0.000583963j -0.00229818-0.00399488j -0.00251917+0.000815523j -0.00253098-0.00158114j 0.00188936+0.00452004j -0.00359228+0.00131245j -0.000226318+0.00221626j -0.00381695+0.00481435j 0.00279814+0.00435926j 0.0012053-8.5584e-05j -0.00102175+0.000826123j -0.00427606+0.00656694j -0.00456367+0.00300858j 0.00382885+0.00459037j 0.000380057+0.000392322j -0.000959335-0.00496114j 0.000150661+0.000210552j 
0.0156512-0.00794332j 0.0251689+0.00992049j -0.043225+0.0328378j 0.00234772+0.00817631j -0.0149239+0.0176273j -0.00865396-0.0522934j 0.0120589+0.0153341j 0.00653494-0.013715j -0.0109692+0.0170092j -0.0214685+0.0356431j -0.0110268-0.0313701j 0.00313988+0.00739878j -0.01925+0.0126592j -0.000343371+0.000758226j -0.00788044-0.0114607j -0.00214173-0.0122874j -0.00782084-0.018619j 0.00931888-0.0184998j 0.0122198-0.00480729j 0.00219475+0.00618605j -0.00925258+0.00303012j -0.00228121-0.000552114j -0.00646954+0.00483652j 0.0105048+5.18272e-05j -0.00726262+0.00346055j 0.00738701-0.00613085j -0.000414586-0.00982719j 0.00961639+0.00933259j 0.0119882+0.0102544j 0.0191324-0.000557025j -0.00208166-0.0102138j -0.00845436+0.00459551j 0.0249486-0.0219597j 0.0136418-0.0207511j -0.01252+0.00598861j -0.00390251-0.012538j 0.00579954+0.0154761j -0.00299263-0.00925613j -0.0121888-0.0166115j -0.00594717+0.000852803j -0.0135946-0.00857481j 0.00540656+0.0229932j 0.0126969+0.000575218j -0.0067586+0.00202018j -0.00508465+0.0109096j -0.00889931+0.00511655j -0.00257477-0.0101016j -0.00249841-0.00116052j 0.000877627+0.0129863j -0.00794352+0.00912092j -0.00142966+0.00790356j -0.00655675-0.0110026j -0.00519056-0.00573157j -0.00234469-0.00749375j -0.000707851-2.88808e-05j -0.00145105+0.00370871j -0.000273103+0.00295242j -0.000709534-0.00846068j -0.00163873+0.00438095j -0.0016374-0.0062593j 0.00439751+0.00682208j 0.00146352+0.00382605j 0.00417982-0.000366847j -0.00258835+6.70038e-05j -0.0014723-0.00315592j 0.00516253-0.00181258j 0.00095295+0.00886014j -5.19773e-06+0.00284055j -0.00111182-0.00790881j -0.00157301+0.00112851j 0.00113882+0.00540653j 0.00414483+0.000473872j 
-0.0307983-0.0187158j 0.0175221-0.0112053j 0.0671082-0.018968j 0.0293331-0.0627778j -0.00470709+0.0311195j 6.96483e-06-0.0317339j -0.0133002-0.0113773j -0.0351914+0.0526285j 0.000528404+0.00228034j -0.0103126+0.0111291j -0.00793639+0.0137344j 0.0129419+0.00809062j -0.0051844+0.0186839j 0.00666169+0.0103184j -0.011719-2.43811e-06j 0.00113934-0.00120208j -0.00038619+0.00891714j 0.00638298+0.00584797j -0.000574525-0.00599178j -0.000643461-0.00445354j -0.0078467-0.00193146j 0.00091785+0.000236756j -0.0154979-0.00873111j 0.00746359-0.00188023j 0.00835844+0.00598425j 0.00228486-0.00223409j 0.0221558+0.00259645j -0.00188231-0.003839j 0.0112586+0.00395673j -0.0229102-0.00258967j -0.0122889+0.0073877j 0.0137896+0.00754982j -0.0455317+0.0393677j 0.00357767-0.0114987j -0.0101133-0.00904096j -0.00617716-0.00362379j -0.00847186+0.0111115j 0.00641272-0.00552328j -0.00774041-0.00853642j 0.0113116-0.00295721j -0.00853019+0.00229193j -0.00846033+0.00541168j -0.0137746+0.00670621j 0.00305987-0.00665366j -0.00336809-0.00345727j -0.00362783+0.00394889j 0.00133302-0.00232251j -0.00177495-0.0037716j 0.0131033+0.00289762j 0.00103326+0.0055849j 0.00474686+0.00519583j 0.00824767-0.00770441j -0.00326768-0.00154806j -0.0066104+0.000498242j 0.00408871+0.000484289j -0.00145149+0.00172121j 0.00659226+0.00012945j -0.00467561-0.00135162j 9.85947e-05+0.00190014j -0.0029999+0.0015795j 0.000573157-0.000283755j 0.000250309-0.0033761j -0.00216597+0.0035128j 0.00494637-0.000411004j -0.00502881-0.000243236j -0.0021069-0.000831714j 0.0010464+0.00235599j -0.00184329+0.00359681j 0.00168129+0.00148241j -0.00107986+0.000889531j 0.000324282-0.00306927j -0.00219049-0.00114625j 
-0.0143592-0.00607303j -0.00263101-0.0084137j 0.0449064-0.0142368j -0.019483-0.0111449j -0.0363328-0.0264253j 0.00671981-0.0142258j -0.00961016+0.0586146j 0.0240215+0.0219992j 0.00458347+0.0147357j 0.00658479+0.0318607j 0.00670233-0.0157397j -0.00454324-0.0124803j 0.0135213+0.0188791j 0.00158196-0.0123325j 0.0114074+0.0284816j -0.00608919-0.00839805j 0.00451777-0.00146538j -0.00485714-0.0201272j -0.00261164+0.00522548j -0.0016827-0.00177927j 0.00564199+0.0109867j 0.00177236+0.00366713j 0.000283166+0.0196507j -0.00288426-0.000846237j -0.00127025-0.00483636j -0.00283274+0.00309847j 0.00589575-0.00167834j -0.00294315+0.00712302j 0.00131478+0.00338517j -0.003518-0.0112744j -0.00811817+0.00842347j 0.00422662+0.0019178j -0.0193149+0.0106814j -0.0168139+0.0127395j -0.0143351-0.0013729j 0.00286681+0.0126529j 0.0138587+0.00297074j -0.0118219-0.00308826j 0.0199853+0.00826889j -0.0345001+0.00622707j -0.0200277+0.00965903j 0.00647553+0.00244941j 0.0289156+0.000721184j -0.005578-0.00681534j -0.00959502+0.00500649j -0.0157986+0.0059833j -0.00455817-0.0107916j -0.00564575+0.00453183j -0.00479029-0.00937669j 0.000166233+0.000669108j 0.00341928-0.00398092j -0.0111344-0.000405073j -0.000619019-0.00600978j 0.000924348-0.0015079j -0.00116347-0.0079017j 0.00164345+0.0130618j -0.00296474-0.00205931j -6.80284e-05+0.00565868j -0.00431122+0.00135239j 0.00352532+0.00184897j 0.000474767-0.00193207j -0.00179335-0.00460568j 0.00256763-0.00803289j -0.00187874-0.00684188j 0.000855012+0.00524208j 0.00294189-0.00459473j -0.000651664-0.0100948j -0.00145908+0.00117322j 0.00105595-0.0029904j -0.00100881+0.000636033j -0.000222825+0.00151211j -0.00104814+0.00282898j 
-0.0148281-0.0130273j 0.0255871-0.012578j 0.00114326-0.0280654j 0.0389588-0.00827508j -0.0345573+0.0148943j 0.0155973+0.0349201j -0.0148143+0.00404064j -0.0156928-0.0264898j -0.011615-0.00587176j -0.0377936-0.0107693j 0.0105431+0.00546038j 0.0123068+0.00189094j -0.0107134-0.0138232j 0.00290247+0.0124996j -0.0054258-0.0137545j 0.00247466+0.00452567j 0.00446178+0.00254032j 0.0183331+0.00302515j 0.00610188-0.00263713j -0.000667976+0.00047899j -0.0118927-0.00177242j -0.000418199-0.00116853j -0.013668-0.0137136j 0.00939258-0.00317493j 0.00149859+0.00776229j 0.00729321-0.00114308j 0.00931637+0.0069183j 0.00723708-0.0143104j 0.0175706-0.0166649j 0.000522909-0.0127632j -0.0138589+0.0123834j -0.0023746+0.00287995j -0.0170257+0.00836671j 0.024052+0.00321283j -0.00740918+0.0252302j 0.00656243-0.0018368j -0.0131462+0.00303521j 0.0382006+0.0303197j 0.0113374+0.0131714j -0.00952009-0.00883073j -0.000334883-0.00982635j -0.0103221-0.00490244j -0.00260039-0.00992512j 0.00635015+0.00196444j -0.00608845-0.00934611j -0.00396315-0.00197208j -0.0210514-0.00141874j 0.00438265+0.000517292j -0.00953893-0.00384479j -0.000281615-0.00751818j -0.00417376-0.0021365j 0.00190549-0.00324648j -0.00277073+0.00105191j 0.00393154+0.00187885j -0.00692992-6.03182e-05j 0.00610935-0.00417455j 0.00243768-0.00166306j 0.00117166+0.00766518j -0.00340668+0.0021239j 0.00241067+0.00419j -0.00357995-0.0031411j -0.00850025-0.00184369j -0.00168477+0.0064421j 0.0014299+0.00291158j -0.00505938-0.000977609j -0.00322466-0.000833316j -0.00199146-0.000541096j -0.00206338+0.000531345j 0.00370204+0.000436401j -0.000150518-0.00221956j -0.000284749-0.000186299j 0.000580364-0.00407799j 
-0.0452638+0.0295392j -0.0355073-0.0190225j 0.0268484+0.0139434j 0.0170147+0.0146718j 8.64209e-05-0.00588827j -0.0168395+0.00905483j -0.010982-0.0217728j -0.00248757-0.0140161j 0.00571747+0.00158932j 0.0044792-0.00668757j -0.00141072+0.0026826j 0.00919395+0.00156253j 0.00798523-0.00238069j 0.00257069+0.00386949j 0.00227832-0.00563338j -0.00357711+0.00041438j 0.00189976-6.66117e-06j 0.000305261+0.0020851j -0.00394273+0.000828786j -0.00205784+2.01862e-05j -0.000802168-0.000613175j -0.000179049-0.00170531j -0.00991419+0.00370347j 0.00130012-0.00348527j 0.00612545-0.00423823j -0.000615546-0.000413973j 0.0187413-0.0199346j -0.00611812-0.000134788j 0.0062576-0.016542j -0.0244234+0.0342656j -0.00557213-0.00245237j 0.0172106-0.0232664j -0.0264836-0.00231094j -0.0121547-0.0167203j -0.00777129+0.00664841j 0.00139527-0.0177359j 0.0247328+0.0190959j 0.00666601-0.00559832j 0.00299057-0.00132388j -0.00360241-0.00645529j -0.00788872-0.00138159j -0.00298607+0.00522409j -0.00536239+0.00708185j -0.00243836-0.00321691j -0.00416473+0.000970509j -0.00257463-0.00262677j -0.00576609-0.00198915j -0.00403277+0.00102603j 0.00805226+0.000918229j 0.00589839+0.00252784j -0.000653378+0.00341735j 0.00128304-0.00399679j -0.00223839-0.000993286j -0.00327816+0.00143324j 0.00205552-0.00170892j 0.00521425+0.00259174j -0.00101325-0.00241518j -0.000458226-0.000811145j 0.00280314+0.000968272j 0.00201654+0.00199393j -0.00391535-0.0016904j -0.000536395-0.000185081j -0.00390033+0.00134882j 0.00360211+0.000488391j -0.00146652+0.00248842j -0.00586827-0.000986716j 0.00238626+0.00282272j -0.00107333+0.00186366j 0.00508813+0.0012032j -0.000644833+0.00285037j 0.00257081-0.00259173j -0.00448537-0.00243885j 
