0.043495-0.0637002j 0.0116251-0.0847226j 0.142529+0.0700517j 0.0829942+0.107312j -0.00334734-0.0107854j -0.0502482-0.202805j -0.0535983+0.0968867j 0.0520463+0.145724j -0.0100522+0.015191j -0.0599829+0.0286475j 0.00591485+0.00836335j -0.0901244+0.18109j -0.0577012+0.190429j -0.11849+0.0302323j 0.0466495-0.217232j 0.0537397-0.148165j -0.105745-0.02798j 0.00192431-0.0143084j 0.175257+0.120921j 0.152425+0.00624521j 0.0598451+0.0230146j -0.259054+0.0616422j -0.0559592+0.067192j 0.072757-0.0328579j 0.0941121+0.111104j -0.176703-0.127483j 0.253278-0.222017j -0.0931006+0.0187324j 0.0274431-0.233755j -0.00658298+0.0488339j -0.0305175+0.0315265j -0.036323-0.0426609j -0.0321287+0.0331577j 0.00320797-0.0161076j -0.0312763+0.01348j -0.0346111-0.0254006j 0.006059-0.0141672j 0.00570327-0.0154864j -0.0355072-0.00406889j 0.0103369+0.0328614j 0.0153125-0.0203338j -0.0218855-0.0064236j -0.00716572+0.0202861j 0.0253019+0.0208946j 0.056201+0.0312762j 0.0138247-0.0174883j -0.0136527-0.0130415j 0.00249768-0.00444348j -0.00300956+0.000581112j 0.0236814-0.0486955j -0.0212075+0.0581711j 0.0800318-0.0302243j -0.039975+0.00780961j 0.0579951+0.0296181j 0.0110188+0.067038j 0.0353944-0.0206173j 0.00100486-0.0653568j -0.0122044-0.00109522j -0.0434666-0.00374977j -0.0235463-0.016279j 0.0124386-0.0125925j 0.0171453-0.0360117j 0.0241362-0.036451j 0.00877052+0.00556574j -0.080197-0.0236047j -0.055533+0.0641192j 0.0752231+0.00596872j -0.0381768+0.122075j 0.0751067-0.072125j 
0.00967133+0.00856569j -0.0018103+0.00138605j -0.00238283-0.0081547j 0.00326958+0.000273339j -0.00340544-0.00121458j 0.00558481-0.00129766j -0.00307794-0.0014706j 0.00154373+0.00250172j -0.00193177-0.00364677j -0.00263127-0.00318758j -0.00476293-0.00201153j -0.00305352-0.00223349j -0.00455392+0.000404719j 0.00073291+0.000384564j -0.000424152+0.00152227j -0.00369264-0.00567984j -0.00800817+0.0041119j 0.00139412+0.000334083j -0.00379762+0.00158067j 0.00419329-0.00160554j -0.00129862+0.00215065j 0.00379331+0.00299174j -0.00391857-0.00249519j 0.00700304+0.00496344j -0.00425289-0.00344225j -0.0026876-0.00130156j 0.00249236+0.00555918j 0.00710419-0.000541821j 0.00237478+0.00823711j 0.0101414+0.0110527j -0.00569991+0.000978006j -0.014664-0.0139157j -0.00137791+0.00732443j 0.00732702+0.00195547j 0.00784162-0.00474763j 0.00253345+0.00411388j -0.0106781-0.00629999j 0.00459578-0.00270009j -0.00175116-0.00109253j -0.00614168-0.00305005j 0.00358956-0.00548143j 0.00092587-0.00502156j -0.00838843+0.00471809j 0.000759207+0.000136921j -0.00499563-0.00884235j -0.00596184-0.0035224j -0.000608124-0.00592397j -0.00752059-0.0161034j -0.00159744+0.00786821j 0.00427632+0.0106932j -0.0191816-0.00914278j 0.00479198-0.00584918j 0.0072559+0.0133844j 0.0102564-0.00118801j -0.000531154-0.0233122j 0.0031649-0.00686907j 0.0116049-0.0015835j -0.00409869-0.00610349j -0.00675148-0.0115046j -0.0100114+0.00871456j -0.00836422-0.00295629j 0.000382118-0.00772897j -0.00885138+0.00547432j 0.00661567-0.00184383j 0.0165247+0.0109498j 0.0142974+0.00378235j 0.000647218-0.00810996j 0.00187817+0.00216935j 0.00980672-0.00212272j 
0.000598339-0.00330697j -0.000591643-0.00643283j 0.00587127-0.00377227j 0.00766263-0.00305538j -0.0062785+0.00300372j 0.0106823-0.00186696j -0.00614617+9.57181e-05j 0.00310107+0.00365334j -0.00250952-0.00669914j -0.00353096-0.00555522j -0.00180938-0.00368332j -0.00510629-0.000927361j -0.002257-0.000416287j 0.00484963+0.00144206j 0.00496552-0.00964195j -0.00420909-0.00800911j 0.00203432+0.00334452j -0.00759+0.0117233j -0.000280532+0.000696212j -0.00115651+0.00650523j -0.00909757-0.00973175j 0.00750834+0.0084785j 0.00197452-0.00194396j 0.00756737-0.00741308j 0.00267941-0.00270278j -0.00999229-0.0118183j 0.0189687-0.00526445j -0.000859192-0.0138812j 0.0111079+0.00981917j -0.00353969-0.00291434j -0.00481799+0.0025598j 0.00223558+0.000865945j -0.00391817-0.00403336j -0.00269705+0.00428671j -0.000290303+0.0024214j -0.00308107-0.000747595j 0.00133853-0.00392946j -0.000283688+0.00258098j 0.00700581-0.00162996j -0.000970127-0.00491675j 0.00218834-0.00692381j -0.000710851-0.00375772j -0.000769082+3.2087e-05j -0.00617485+0.00142326j -0.00392399+0.00630485j 0.00469705+0.0015894j 0.0122717-0.00323955j -0.00647135+0.00844795j 0.008225+0.00112288j -0.00242831+0.00452361j 0.00919326+0.00561612j 0.00700107-0.0060791j 0.000885115-0.00470833j -0.0031443-0.00795896j -0.00668665+0.00250954j 0.012319-0.00297171j -0.0111119+0.0119642j 0.00158506-0.00333434j 0.00706561+0.00810814j 0.0147146-0.000926048j 0.0108883+0.0203959j -0.00697317+0.00353952j -0.0032379-0.00511216j 0.000200173-0.00533564j 0.00427582+0.00145218j -0.00185874+0.00354413j 0.00636958-0.00378613j -0.00492428+0.00203401j 0.00476548+0.00564762j 
-0.000354239-0.00162901j 0.00273962+0.000599785j -0.00163913-0.00200028j 0.00380136-0.00232562j -0.00742174+0.000446813j -0.000340336+7.41421e-05j 0.000671525-0.00030132j -0.002464-0.00492047j -0.00140741-0.000222232j 0.000965901-0.000107799j 0.0019145+0.00311655j -0.0034294+0.00259288j -0.00473282-0.00621113j -0.00109679+0.00215791j 0.00345596+0.000897691j 0.00760854+0.00423698j 0.000411886-0.00509441j 0.00455103+0.00249198j -0.00649827+0.000826694j 0.00329634-0.00252876j -0.0051773+0.00106711j -0.00408643+0.00264063j -0.00226792+0.00387123j -0.00118373-0.0034067j 0.00196915-0.00143333j -0.00348817+0.00301759j -0.00487254+0.000631808j -0.00446073-0.00482247j 0.00581217-0.00162911j -0.00158639+0.000165194j 0.00247686+0.00228301j 0.00202613+0.00168871j 0.00172138+0.00130677j 0.00353619+0.00147538j 0.000839317+0.00123949j 0.00213848+0.00149701j -2.06798e-05-0.00743634j -0.00874018-0.000646877j -0.00486617+0.00133516j -0.00232409-0.00403403j 0.00561025+0.00059888j 0.00633267-0.00829292j 0.00290584+0.000449385j -0.0101664-0.00628818j 0.00295317+0.00297971j -0.00698956-0.00953593j -0.00622688+0.000252753j -0.0166139-0.00657566j -0.0134242-0.00566637j 0.000630339+0.0118024j -0.00149507+0.00775136j 0.0059898+0.005851j 0.00564934+0.00638385j 0.00385661+0.000487876j 0.0160012-0.00949225j 0.0142104+0.00322995j -9.07233e-05+0.0107277j -0.0101142-0.00345629j 0.00926983-0.0245638j -0.00290203-0.0104363j 0.00138533-0.00330749j -0.00680831+0.00320317j 0.00969553-0.00573767j -0.00301018-0.00143055j 0.009519+0.00574006j 0.00380674-0.00072331j -0.00281527-0.00429088j 0.00364373-0.00065423j 0.000890645+0.00117514j 
9.37968e-05-8.19343e-05j -0.000540683-0.00622899j -0.00361893+0.000884157j 6.91219e-05+0.000668219j -0.00331839+0.00169194j -0.00214203+0.00207744j -0.0046156+0.000557888j -0.00586774+0.00463688j -0.00915341-0.000799864j 0.000951371-0.00367599j 0.00260103-0.00279341j -0.00272292-0.00361289j -0.00245265+0.00282783j 0.00869375-0.00405934j 0.000402426-0.00141958j -0.000731505-0.00228644j -0.00736412-0.00810869j 0.00204236+0.000583211j 0.0070439-0.00970261j 0.00412522+0.00422775j 0.00520781+0.00445707j -0.00743494-0.00230509j 0.00695379-0.00541181j -0.00393439-0.00794881j 0.00330003+0.000984932j -0.00509852-0.00274019j -0.00672982-0.00519402j -0.0138353-0.000911162j -0.0018611-0.0122304j 0.00274303-0.00373616j -0.00182488+0.00262405j -0.00511447-0.0062127j -0.00206833+0.00652307j 0.00125917-0.0042946j 0.00331515-0.000524188j 0.00184669-0.00255873j -0.00584695+0.00150002j -0.00402138+0.00783675j 0.00703203-0.00329324j 0.00087422-0.00586909j -0.000700283-0.00531687j -0.00134776-0.00367596j 0.00287764-0.000843756j 0.00543644+0.00438723j 0.00100796+0.00305596j 0.00423619-0.00563266j 0.00415876-0.00960983j 0.00203994-0.00188811j 0.00723393-0.00540815j 0.00213864-0.00334392j -0.00803877-0.00364055j 0.000697976+0.00423602j 0.0123892+0.0141867j -0.00499959-0.00629835j 0.0106449-0.00405424j 0.00213796+0.0017281j 0.0123663-0.0136942j 0.00199834-0.00180378j -0.00686099+0.00651036j 0.000393004+0.00531245j -0.0138363-0.0123419j 0.00228194-0.00298781j -0.0066323+0.00242433j -0.00417325-0.0138434j 0.00422436+0.0108076j 0.00215975-0.00678512j -0.0102929+0.00047447j 0.00451069+0.00246563j 0.00472783-0.00255149j 
-0.00244455-0.00091588j -0.00088763-0.00256571j 0.00387406+0.00560221j 0.00249098+7.81081e-05j -0.00094482+0.00215582j -0.00314177-4.85818e-05j 0.00173229+0.00407161j 0.00516625+0.00474712j -0.00109928-0.00146781j 0.0027413-0.00272669j -0.000353987-0.0080809j -0.000202878-0.000889273j 0.00207092+0.000405458j -0.00257854-0.00176738j -0.00387934+0.00725853j -0.00156631+0.00155217j 0.00288588+0.0146877j -0.00573074-0.00413096j -0.00586805+0.00573952j -0.00383144-0.00446575j -0.00355803-0.00761673j -0.00308226+0.0103854j -0.00130241+0.00136738j 0.00741311-0.00326758j -0.000905904-0.000576137j -0.00500389+0.00794412j -0.00269542+0.00867855j 0.00493111-0.00723495j 0.00662057+0.0124729j -0.00229167+0.000315361j 0.00172873+0.00042532j 0.00135378+0.00485917j -0.00088009-0.00624846j -0.00390954+0.00289073j -0.00597668+0.00223214j -0.00663473-0.00098686j -0.00348742-0.000934177j 0.00358146-0.00161611j -0.00901124-0.00182297j 0.00342078+0.00316229j 0.00164601+0.00666099j -0.00129549+0.00516646j 0.000629323+0.00350787j 0.00448369+0.00185671j 0.00672003+0.000574656j 0.00644145+0.00218214j -0.00903576-0.0102218j 0.0163925-0.00421362j 0.0059766+0.00123513j 0.00269509-0.00564369j -0.0157948-0.00952287j -0.00776444+0.0117328j 0.00103655+0.00304652j -0.0106488+0.00338471j 0.000419212+0.0123822j -0.00820379-0.0109041j -0.0073532-0.00883841j 0.00110978+0.00814526j -0.00784597+0.0110445j 0.00158012-0.00011093j -0.0120905+0.000550212j 0.0115182+0.0037329j -0.00256189-0.00431812j 0.00339326+0.00606195j -0.00448666-0.00383708j -0.00360337+0.00511926j 0.00432584+0.000600505j -0.00522469+0.00482399j -0.0027037+0.00146972j 
0.00185855-0.00188456j 0.00109039+0.00201494j -0.00422434+0.00223447j -0.000285438+0.00107854j 0.000235211-0.000886073j -0.00197995+0.00162239j 0.000922875-0.00116553j 0.0019422-0.00147774j -0.00186558+0.0013513j -0.00219102-0.00116689j 0.00414654+0.00463727j 0.00301185-0.00252397j -0.00502384-0.00270517j 0.00279496+0.00240521j -0.00744173+0.000895348j -0.00230739+0.0112722j 0.011284-0.00249289j -0.000632367-0.00259169j 0.00688058+0.0154548j -0.00308211+0.00926134j -0.00253286+0.00262545j 0.00264605-0.00744252j -0.0121802+0.00294618j 0.000513085-0.0101037j 0.00703515+0.00156437j 0.00383246+0.00776401j -0.0138516+0.01165j -0.00460085-0.00686134j 0.00780303-0.00409267j 0.00317784+0.00717444j 0.00278089+0.00390407j 0.00251047-0.00327975j 0.00516255+0.0012763j -0.00131273-0.00132055j 0.000707986-0.00348449j 0.00440076+0.000600492j 0.00377818+0.00280223j 0.00028465+0.00295592j -0.000204185+0.00380011j 0.00781712+0.00127926j -0.00255776+0.00101846j -0.0044171+0.00103916j 0.00883501-0.0059613j -0.00307338-0.00232126j 0.00457036-0.000686074j -0.00730025-0.000645776j 0.00336545+0.00773373j 0.00536997+0.00960397j -0.00172705+0.00024494j -0.00176558-0.00405615j 0.00972237-0.00238008j 0.00893285-0.00328252j -0.00153966-0.00371496j -0.0102701-0.000357626j 0.00194569+0.00142851j -0.00827443-0.0094318j -0.00449793+0.0014825j 0.0030592-0.000381621j 0.00175335+0.000181363j -0.00218056-0.00367371j 0.00414172-0.00638664j -0.00259737-0.00120392j -0.00257084+0.00205046j -0.00308519+0.00512381j -0.00398528-0.00196809j -0.00390058-0.0045814j -0.00300859+8.52312e-05j 0.000561044-0.00406354j -0.0029168-0.00253029j 
-0.0017738+0.00276189j 7.30501e-05+0.0021208j 0.00407448-0.00184502j -0.00163207-0.00161182j 0.000161636-0.000173479j 0.00497668-0.00380679j 0.00185547+0.000459474j -0.000162705-0.00232822j 0.00647321-0.000322713j -0.00218432+0.00220324j 0.00804603-0.00240282j 0.00354931+1.47627e-05j 0.00520585-0.0067314j -0.00764165-0.00596642j -0.00177929-0.00555469j 0.00557896+0.00364743j 0.00286603-0.00949424j 0.00160389+0.00206326j -0.00818969+0.00142633j -0.00151153-0.0119428j 0.000940518-0.0116265j -0.00215425+0.00663169j 0.00437711-0.000417064j -0.00576713+0.00910592j -0.00635758-0.00503372j 0.00120555-0.00943437j 0.0109293-0.00383414j 0.00657243+0.00190302j -0.00230227+0.0051412j -0.00234984+0.00108845j -0.00167172-0.00467738j 0.00102571+0.00589516j 0.00190151-0.00536186j -0.000680838+0.0036489j 0.00106212+0.00504812j 0.00158394-0.00266157j -0.00416206+8.23887e-05j -0.00144021+2.19125e-05j -0.00136556+0.000941227j 0.00300053-0.00946913j -0.00538211-0.00626279j -0.00111585-0.0023515j 0.0106371-0.00585495j -0.00453492+0.00685009j 0.00426449+0.00802036j -0.0105475-0.00308912j 0.0101355-0.00156693j -0.00131806+0.0123744j 0.00189684-0.000923998j -0.000772653-0.00222311j -0.00541513+0.00407699j 0.0159766-0.010734j 0.00875933+0.0137723j -0.0087941+0.000634384j 0.0103711-0.00363956j -0.0166488+0.004493j 0.0169323+0.00632332j 0.00986315+0.00964219j -0.000964655+0.00670044j 0.0134891+0.00345314j -0.0102307+0.00486227j 0.000868619+0.000812475j 0.00280614+0.000294792j -0.000857181-0.00253782j 0.00304944-0.00470974j 0.00212141+0.00523761j -0.00092207-0.00376397j 0.00298599+0.00172865j -0.000516214-0.00342107j 
-0.00290194-0.01428j -0.000136591+0.0048379j -0.00282468+0.00338013j -0.00338199+0.00561507j 0.0137787-0.00161546j 0.00761178-0.00208113j 0.00189261-0.00181253j 0.00699031+0.00761741j 0.00160441+0.00418661j -0.0015157-0.00101961j -0.000464072+0.00767507j 0.00469262-0.0064829j -0.000845475+0.00858491j -0.00584183+0.0015286j -0.00336824-0.00120619j -0.00555154-0.00569365j -0.00120033+0.00637385j 0.0113827-0.00912035j 0.00613186+0.00157611j -0.00166409-0.0103154j 0.00840915-0.00432002j -0.0016169-0.00618202j -0.00897629+0.00898355j 0.00399794-0.00032336j -0.0157752-0.00467786j 0.00300647-0.000313697j -0.00323614+0.0143913j 0.00923567-0.00076223j 0.00807311-0.00203809j -0.00358868-0.00211914j 0.000261762-0.00459234j 0.0035188-0.00197664j -0.00373233+0.000413247j 3.9275e-05-0.00020712j -0.00388133-0.00103016j 0.00519769+0.00170111j -0.00135021+0.0007574j -0.00326637+0.00718418j 0.00875723-0.00157534j 0.00328543-0.00512199j -0.00375522-0.00529751j -0.00269492+0.000584523j -0.0034656+0.000736865j 0.00372175+0.000709541j -0.00976561-0.00107007j 0.0152496-0.0105432j 0.00334884-0.00740752j 0.00445834-0.00122788j 0.0104399+0.00158191j -0.00268331-0.000665981j 0.00475786-0.000403144j 0.00381277-0.00346601j 0.00240456-0.00863448j -0.00502545+0.00163815j -0.00247885+0.00899403j 0.00279566-0.000162052j -0.00805826+0.00563032j 0.00668766+0.000874777j 0.00113851+0.011843j 0.00563119-0.00256599j 0.00700313-0.00239907j -0.0015183+0.00326982j -0.00815871-0.00185438j 0.00538523-0.0057452j 0.000351722+0.00388287j -0.00627654-0.00426543j -0.00642264+0.000161707j 0.00131099-0.00433295j -0.0052018+0.00335094j 
-0.00263543-0.00521761j -0.00118999-0.00418351j -0.00248482-0.000283796j 0.0027997-0.00089027j -0.001085+0.000477064j -0.00403157+0.00202549j 0.00260564-0.00474467j -0.00176519-0.00335615j -0.00179646-0.00534235j -0.0010454+0.00253917j -0.00356677+0.00413718j -0.00512942+2.44202e-05j -0.00405998+0.00541116j -0.00675809-0.00231615j 0.00954345+0.00805917j 0.00629686-0.00478527j 0.00597784-0.00158071j 0.00106468+0.00416196j -0.00122192-0.00136579j 0.00308742-0.00869358j -0.000365222-0.00175506j 0.00549534+0.00864504j 0.00243712-0.0124086j 0.00363853-0.00788909j -0.00740577-0.00319758j 0.00176032-0.0117529j 0.00439351-0.000567889j -0.00933088-0.00538068j 0.00325479-0.00871037j -0.0102134-0.00966849j 0.000489416-0.00475526j 0.0103745+0.00407089j -0.00348018-0.00471853j -0.00435588+0.00359898j -0.00181352-0.00656866j -0.00442671-0.00115998j 0.00526629+0.00108624j 0.00132928-0.00973714j -0.00235821+0.00275947j 0.00619874+0.0105853j 0.000751888+0.00310556j 0.0043922+0.0083174j 0.00027726-0.00581235j -0.00194155+0.00959959j -0.000823821+0.0106192j -0.0032319+0.0124591j 0.00767439+0.0144584j 0.0072606+0.010041j -0.000859122-0.00315645j -0.000616053-0.0039068j 0.00569674-0.00279742j 0.00239935+0.000420958j -0.0151677+0.00519071j -0.000381818-8.49971e-05j -0.005166+0.00530846j 0.00576784+0.0160111j 0.00136018+0.00547092j -0.00333153-0.000591317j -8.99519e-05+0.00651527j 0.00174442+0.00175809j 0.00355787+0.0163247j -0.00273179-0.00234023j 0.00116795-0.00253272j 0.00189708+0.00115794j 0.00109516+0.00109444j -0.00203298-0.000508415j 0.00123951-0.00172806j -0.000906937+0.00282712j 0.00202516+0.00251948j 
-0.00399251-0.00168679j 0.00173943+0.00252734j 0.00636499+0.00682572j -0.00474092-0.0030191j 0.00051752+0.00200702j -0.00457669-0.00266219j -0.00293546+0.00190146j 0.00698281-0.00155874j 0.000783576-0.000960548j 0.0031148+0.00285573j 0.0039242-1.23295e-05j 0.000942288-0.00364063j 0.00497488+0.00523673j 0.00193757-0.00220359j -0.00109744-0.00310225j -0.00713928-0.00117162j 0.0135667-0.00164388j -0.0123581+0.00971912j 0.00458195+0.000172018j 0.000542814+0.014742j -0.00372595-0.00899933j 0.0076761+3.51248e-05j -0.000735772-0.0120523j -0.00101322-0.0023959j 0.00346881-0.00551321j 0.00530804-0.0133832j 0.0169312-0.00834541j 0.000835822-0.0014305j -0.000779764+2.34942e-05j 0.00095426-0.00292675j 0.000896245+0.00490507j 0.00558311+0.00369735j -0.000364459-0.00510586j -0.000146645+0.00398834j -0.00294485-0.00167767j -0.00022431-0.00049841j 0.00530048+0.00310773j -0.00373083+0.00432356j 0.000923283-0.000824631j 0.00432272-0.00295597j 0.00417758+0.00434743j 0.00184453+0.00231663j -0.0048943+0.0055654j 0.00437929+0.000318695j 0.00519022-0.00372834j 0.00140288+0.00687014j -0.00917914+0.00309779j 0.0102913-0.00120509j 0.00298651-0.00571566j -0.00434875-0.000975514j -0.00382313-0.00508658j -0.0120317+0.0128375j 0.000980792+0.00342053j -0.0069684+0.0050448j 0.00267933+0.00848896j -0.00931091-0.00600907j -0.00236255-0.0106828j -0.0022665+0.010398j -0.00601825+0.00410889j -0.00835873+0.00355339j -0.0135568-0.00842777j 0.00567653-0.00161909j -0.000834661-0.00268443j 0.00232325+0.00124864j -0.00639065-0.0032297j 0.00430533+0.00128864j 0.000140001-0.0059806j 0.00079819-0.00149704j -0.00206961+0.00294567j 
-0.00306931-0.00319354j 6.5423e-05+0.00403296j 0.00577327-0.00200895j -0.00116761-0.000208143j 0.00148609+0.00185602j 0.0022108-0.00241774j -0.000878517+0.00173963j -0.0064265+0.0039393j -0.00159222+0.0041935j 0.00609575-0.00417157j -0.0123677-0.000420648j 0.0013528-0.000199594j 0.0113763-0.000578749j 0.00802898+0.00604721j 0.00827738-0.0087374j -0.00782255-0.00103436j 0.00115212+0.00921861j 0.000609689-0.000120749j 0.0112968-0.010828j -0.0186684+0.013767j -0.00420016+0.00468099j -0.000475484-0.0116874j -0.0024628+0.0103707j -0.00183401+0.000810188j 0.0130527+0.0111138j -0.0111967+0.0100359j 0.00218524-0.0135578j 0.00563983-0.00176037j 0.00523954+0.0018221j -0.00285492-0.00198149j -1.2072e-05-0.0047396j 0.00557659+0.000557401j 0.00274373-0.00284383j -0.00406167+0.00140776j -0.00536077-0.00486659j -0.00322291-0.00173062j -0.000670283+0.00316398j 0.00104375-0.00363844j 0.000461162+0.00137022j 0.00441729+0.00139681j -0.00277378+0.00129676j 0.0031048+0.00646415j -0.00253428-0.00609483j 0.00397109+0.00174398j -0.0022491+0.00227774j -0.00579484+0.000322993j -0.00416657+0.00374756j 0.0050937+0.00396871j -0.00320702-0.00352749j 0.00113132-0.00630538j 0.00315852+0.0011967j 0.00575057+0.00331145j 0.00376215+0.00335996j -0.00871757+0.00838371j 0.00187241-0.00446286j -0.00273496+0.00287911j 0.000289179+0.000719204j -0.00232901-0.00114226j 0.00212995+0.00130642j -0.00676881+0.00190536j -0.00343426-0.000773583j 0.000284162-0.0052195j -0.00261518+0.00386639j -0.00201276+0.00218118j 0.00536001+0.00309446j -0.00237924-0.00296982j -0.00716583-0.00231661j 0.00130988-0.000814203j -0.00265119-0.000915224j 
8.05755e-05-0.000505543j -0.00350246-0.00224288j -0.000769115-0.000856765j 0.000509701+0.00423314j 0.00333389-0.000497364j -0.00305859+0.00328951j 0.000953239-0.000827804j -0.000549821+0.00685307j -0.0054271-0.00376339j -0.00362419-0.00175555j -0.00430859-0.00608671j 0.00280463-0.0117327j 0.00695197+0.000407274j -0.00968209-0.00760268j -0.00865414+0.00116772j -0.00417003+0.00560879j 0.00577469-0.00282187j -0.00159303-0.00756386j 0.0110966+0.00840395j -0.0136325-0.00169112j 0.00275188-0.00777923j 0.00741197-0.00323222j -0.00452937-0.0136803j -0.000228527-0.000244229j -0.00245815+0.00564767j 0.000139812-0.0067495j -0.000204978+0.00507493j 0.000661341+0.00181829j -0.00013988-0.00173508j 0.00245463-0.000662352j 0.001234+0.00042256j -0.00317416-0.00375034j -0.000598354+0.00276852j 0.00152027+0.000654017j 0.000232973-0.00339404j 0.00312234+0.00433698j -0.000318819+0.00370421j 0.00977626-0.00701153j -0.00595466+0.00169174j 0.000763151+0.000309195j -0.0054874-0.00413145j -0.0030271+0.00299693j 0.00704747-0.0073765j -0.00248232+0.00579735j -0.000359139-0.000493138j -0.00519416+0.00507907j 0.00807733+0.00650395j 0.0107985-0.00641594j 0.00854847+0.00158706j -0.00144645+0.00389197j -0.00269019-0.0013286j 0.00573665-0.0180945j -0.00709958-0.00300418j 0.00417054-0.00464289j 0.00339187-0.00629124j -0.00204352+0.0144447j -0.00116732+0.00154243j 0.00571841-0.00741379j 0.00340707+0.00828114j 0.00816887-0.0032228j -0.00292785+0.012052j -0.00451143+0.000574515j -0.00406871+0.00528491j -0.000683369+0.00473607j 0.00118676+6.20536e-05j -0.00204038+0.000566934j -0.00319645+0.00169769j -0.000566462-7.99828e-05j -0.000247842+0.00343684j 
0.000661534+0.000171989j -0.0008202+0.00140541j -0.000933409+0.00780383j 0.000954084-0.000649907j 0.00321445-0.00318715j 0.00377801-0.000484773j -0.00272695+0.00451872j 0.000151791+0.000739307j -0.00120421-0.0063132j -0.00311963+0.00370252j 0.000367346+0.00395368j -0.00038157-0.0029856j -0.00561168+0.00422713j 0.00404359+0.00333725j -0.0166058-0.00389075j -0.00150419-0.00622229j -0.00676105+0.00450769j -0.00424869-0.00583039j -0.00133642-0.00447585j 0.00428268+0.00929113j -0.00125019-0.0025681j 0.00104596-0.00462558j 0.0104111-0.00564946j 0.00469368+0.00308215j 0.00291072-0.00846662j -0.0030204-0.00113703j 0.00683289-0.00705646j 0.00171417-0.00129569j 0.000433882+0.00170049j -0.000925463-0.00180098j -0.000786611-0.00285149j -0.00606876-0.000585273j -0.00231452-0.00186099j 0.000242556+0.000446319j 0.00121877-0.0041276j 0.00203663+0.00210457j 0.00302491-0.00480511j 0.00211728+0.00938461j 0.00243548+0.00720772j -0.00487322-0.000657637j 0.00876829+0.00180637j -0.00669599-0.00395023j 0.00321656+0.00572182j 0.0072594-0.000906018j -0.00922579-0.00863225j 0.00954979-0.0165556j -0.00586189-0.00498235j -0.00692721-0.00857345j -0.00792592+0.00878862j -0.00276407+0.00851876j -0.000839469-0.00603896j -0.00590091+0.00258627j -0.00976437-0.0260998j 0.0164321+0.000787581j -0.00845548+0.00322976j 0.00179367-0.0032416j -0.0175112+0.000181934j 0.00129507+0.00266482j -0.00460212-0.00157801j -0.00361103-0.00646582j 0.00128136-0.00165436j 0.00107089+0.00206833j -0.00529837-0.00567231j 0.00288596+0.00220505j -0.00608727-0.00103258j 0.00634815+0.00350649j -0.000835546-0.00267081j -0.000539695+0.00534606j 0.00148472+0.000957682j 
0.00259042+0.00035409j 0.00313767+0.00185712j -0.00635991-0.0005244j 0.000803537-0.00634293j -0.0018366+0.00260686j 0.00609708-0.00183173j -0.000969856+0.000684166j -0.0055503-0.00489183j -4.85324e-05-0.00432117j -0.00360357+0.00670656j 0.0111105-0.00381712j 0.00124396-0.000294059j -0.00566702-0.0158038j -0.0115782+0.00279606j -0.00817694-0.00192995j 0.0206253+0.0123009j 0.00179923-0.0200583j 0.00358175-0.00220112j -0.00210363+0.00907434j -0.0084195-0.00756173j -0.00728916-0.0100248j -0.00533654+0.00392024j 0.00401525+0.00591227j -0.00852958+0.00444298j 0.00594046-0.00410594j -0.00461556+0.000971473j 0.00185267-0.00506844j -0.00363385-0.00225924j 0.00291136-0.00225278j 0.00335296+0.00332022j -0.000607614+0.0012723j -0.00731079-0.00486851j 0.00483063+0.00203394j -0.00177043+0.00021946j 0.00143861-0.00386454j 0.00541286+0.00596981j 0.00397994+8.49314e-05j 0.000906511-0.00487569j -0.00284243+0.00573644j 0.000585248+0.00953971j -0.00320039+0.00398117j -0.000549899+0.002155j 3.09021e-05-0.00456293j 0.000868644+0.00157499j -0.00221818-0.00202198j 0.000894526+0.00262498j 0.00364459+0.00715371j 7.54744e-05-0.00755072j -0.00360206+0.00607192j 0.000607004+0.000557734j 0.000245522-0.00556791j -0.00146805-0.00451171j -0.00776736-0.00856215j 0.0116324-0.000363886j -0.0107789-0.00483277j 0.00555773+0.00706479j -0.00263179+0.000836513j -0.00393177-0.00490965j -0.00253786-0.00741801j -0.00662896-0.00333394j 0.00883788+0.00112105j -0.00169394-0.00236591j -0.00390582+0.000482917j 0.00259882+0.00358855j 0.00187859+0.00276968j 0.00394383-0.0022569j -2.92106e-05-0.00146054j 0.00334752-0.00134049j 0.00338171-0.00236145j 
