0.043495-0.0637002j 0.0116251-0.0847226j 0.142529+0.0700517j 0.0829942+0.107312j -0.00334734-0.0107854j -0.0502482-0.202805j -0.0535983+0.0968867j 0.0520463+0.145724j -0.0100522+0.015191j -0.0599829+0.0286475j 0.00591485+0.00836335j -0.0901244+0.18109j -0.0577012+0.190429j -0.11849+0.0302323j 0.0466495-0.217232j 0.0537397-0.148165j -0.105745-0.02798j 0.00192431-0.0143084j 0.175257+0.120921j 0.152425+0.00624521j 0.0598451+0.0230146j -0.259054+0.0616422j -0.0559592+0.067192j 0.072757-0.0328579j 0.0941121+0.111104j -0.176703-0.127483j 0.253278-0.222017j -0.0931006+0.0187324j 0.0274431-0.233755j -0.00658298+0.0488339j -0.0305175+0.0315265j -0.036323-0.0426609j -0.0321287+0.0331577j 0.00320797-0.0161076j -0.0312763+0.01348j -0.0346111-0.0254006j 0.006059-0.0141672j 0.00570327-0.0154864j -0.0355072-0.00406889j 0.0103369+0.0328614j 0.0153125-0.0203338j -0.0218855-0.0064236j -0.00716572+0.0202861j 0.0253019+0.0208946j 0.056201+0.0312762j 0.0138247-0.0174883j -0.0136527-0.0130415j 0.00249768-0.00444348j -0.00300956+0.000581112j 0.0236814-0.0486955j -0.0212075+0.0581711j 0.0800318-0.0302243j -0.039975+0.00780961j 0.0579951+0.0296181j 0.0110188+0.067038j 0.0353944-0.0206173j 0.00100486-0.0653568j -0.0122044-0.00109522j -0.0434666-0.00374977j -0.0235463-0.016279j 0.0124386-0.0125925j 0.0171453-0.0360117j 0.0241362-0.036451j 0.00877052+0.00556574j -0.080197-0.0236047j -0.055533+0.0641192j 0.0752231+0.00596872j -0.0381768+0.122075j 0.0751067-0.072125j 
0.0106611+0.00269816j 0.00487602+0.00540809j -0.00383533-0.00266689j 0.00268407-0.00138106j -0.00162127-0.000323889j -0.000887044-0.00320225j -0.000508809+0.000204891j -0.0041793+0.00273187j -0.00178812+1.90983e-05j 0.00199931+0.00231131j 0.0023365-0.00263433j -0.00450187+0.00415977j -0.00491614+0.00397543j -0.00127002+0.00124763j 0.0026724+0.00218751j 0.00451629-0.00167202j -0.00340887-0.00297745j 0.00392643-8.59223e-05j -0.00207135+0.0060448j 0.00830248-0.002256j -0.00308884+0.00818531j 0.00355146-0.00856961j -0.000532769+0.00881307j -0.00218854-0.00309955j 0.00701403-0.0080055j -0.0111666+0.0037478j 0.00776988+0.00175481j -0.00468658-0.00141894j 0.0111144+0.0103824j 0.000862765+0.0122896j 0.00724068+0.004171j -0.00659576-0.00365256j 0.0107269+0.00106541j -0.000379372+0.0038985j 0.00902897-0.000775065j 0.00836342+0.00404316j 0.0102422-0.00396303j 0.000345824-0.0028589j 0.00703798-0.00549345j -0.00219896-0.00647883j -0.00915668+0.000502965j -0.00170343-0.00114866j -0.00172839-0.00045755j -0.0031469+0.000531802j -0.00473398-0.00278226j -0.00514852-0.00327045j -0.00172161-0.00133266j -0.00583066-0.00302392j 0.0102219-0.00200337j -0.00936146-0.000397438j -0.0103186+0.000716581j 0.00407932-0.000470659j 0.00168348-0.00702331j -0.00317988-0.00243689j 0.0037401+0.0024519j -0.0149702-0.0125217j 0.00970938+0.00619945j -3.46892e-06+0.00582917j -0.00209182-0.00127891j -0.00277631-0.0050273j -0.00439475-0.00991734j 0.00855993+0.00887699j -0.00412556-0.00307153j -0.00106811+0.00530329j 0.00698623+0.00291591j 0.0146158-0.00115871j 0.0103974-0.0118823j 0.0266602-0.00460172j 0.00172036-0.0228942j 
-0.000691021-0.000953271j -0.00328277-0.00159096j -0.00100201+0.000132331j -0.00250019-0.000822128j 0.00362321+0.00324022j 0.000918023-0.000912413j -0.00181151-0.00562934j -0.000577697-0.00234524j -0.000452957-0.0046448j 0.00078621+0.000329771j -0.00161064+0.00289684j 0.00187707+0.00265485j 0.00149369-0.00233577j 0.00131308+0.000486405j -0.00168531-0.000981088j -0.00236367-0.00135322j 0.00392976-0.000279898j -0.00540059-0.00429929j 0.00431906-0.000612722j -0.00442699-0.00355578j 0.0062245+0.000748956j -0.00453038-0.00282699j 0.012406-0.00381505j -0.00586559+0.00398192j -0.00305759+0.00220013j -0.00173731-0.00145864j 0.0146125-0.0137263j 0.012596+0.0125222j -0.00538883+0.00137622j 0.00325032-0.00535069j 0.00311115-0.00905934j -0.00750025+0.000493363j 0.00280934-0.00368667j -0.0108867+0.0057528j 0.0110612+0.00551978j -0.00367614+0.00416852j -0.00630883+0.00244828j 0.00490154-0.00230212j 0.00218403+0.00139261j 0.00639388+0.00378802j 0.00242592-0.00558026j 0.00110758+0.000403048j 0.0013632-0.0083955j -0.00524507-0.0164195j 0.00306125-0.00456498j 0.0109152+0.00462655j 0.00186836-0.00435665j 0.00154156+0.00527623j 0.00539007+0.00265015j 0.0141355+0.00403486j 0.00280617+0.00414816j 0.0012124-5.98372e-05j -0.00958771+0.0109056j 0.00637051+0.00994323j 0.00370454-0.00603462j -0.0135946-0.000671658j 0.00145449-0.00166842j 0.00499389+0.0114161j 0.00942525-0.0171235j -0.0272439-0.00142082j 0.00135545+0.00010152j 0.00554779-0.00243858j -0.00125228+0.00261475j 0.0075948+0.0136501j -0.018732-0.0119383j -0.0157208-0.00728445j -0.0034795+0.00681658j -0.00694786+0.0263216j 0.0231396+0.00783578j 
0.0106352+0.0149048j -0.00364867+0.00144951j -0.0036744-0.00196827j 0.00365354-0.00172336j -0.00595239-8.0064e-05j 0.00139199+0.00407227j -0.000625262+0.000592979j -0.000425143-0.000130524j -6.61618e-05+0.000328685j -0.00104844-0.003434j 0.000415173+0.00132625j -0.00349591-0.00259087j -0.00267843-0.00118192j -0.000835823+0.000144917j 0.000985008+1.58963e-05j 0.000166742-0.00237223j -0.00122381-0.00147583j -0.000162526+0.000719235j -0.00359271+0.0050604j 0.00446887+0.000701948j -0.000432366+0.00194327j 0.00763792+0.00174394j -0.0022967+0.000501188j 0.00139463+0.0041944j 0.00175647-0.00217823j 0.000232211+0.00279619j 0.0043296+3.22179e-06j 0.00274232+0.00235001j 0.0019372+0.00351516j 0.00927245+0.0237021j -0.0128312-0.0091936j -0.00893945-0.00481601j -0.00783652+0.000594643j 0.0133571-0.00201127j 0.00439472+0.00352247j -0.000238006-0.0117446j -0.00212535-0.00694345j 0.00466945-0.00140481j 0.00106035+0.0060435j -0.00686007-0.0103501j 0.00268809+0.0121695j -0.00533049+0.00757634j 0.00209808+0.00488664j -0.00601577+0.0100897j -0.00168241-0.0117512j -0.010302+0.00523561j -0.00207872-0.00251189j 0.00122048+0.00222756j -0.0022701-0.018813j -0.00171692+0.00290856j 0.00297676-0.00157071j -0.013656-0.00243422j -0.0131882-0.0131392j 0.00735693-0.00346055j 0.0185547-0.0014688j 0.00848731+0.0213193j 0.0173872-0.00213893j 0.00457199-0.0133717j 0.00172271-0.00686618j -0.0025892-0.0135065j 0.00423487-0.00576534j -0.00317837-0.00657583j 0.00500093+0.0155835j 0.00157385+0.00406637j -0.0109779-0.00511655j 0.000708067-0.00679785j 0.00652942-0.00302247j 0.0136777-0.00057006j 0.00660027-0.0238111j 
0.00317414+0.00056763j -0.000697955+0.00447891j -0.000229537-0.000780755j -0.00119313+0.00201277j 0.000783697-0.00226347j 0.000751196+0.00184566j 0.000355454-0.000364447j 0.00113419+0.00123716j 0.00178424+0.000309713j 0.000117721-0.000425044j 0.000723917+0.00314533j 0.00102586-0.00243033j 0.00132027-0.000742223j 0.000406011+0.000553398j 0.000373939-0.000531368j 0.000130906-0.00170783j -0.0004725-0.00109256j 0.00137438+0.00381445j 0.000860543-0.00416163j -0.00302268+0.000641024j -0.00187296-0.00642466j -0.00697971+0.00333492j -0.00451065-0.00432991j 0.00116245-0.000801758j -0.00453657-0.00193901j 0.00293725-0.000909702j -0.00422797+0.00487015j -0.00254125-0.00347939j -0.000348374-0.00807348j 0.00994134+0.00305158j -0.00132532+0.00982181j -0.000767904-0.00632924j 0.00192267+0.000619337j 0.000107092+0.000487908j -0.00351091+0.00740558j 0.000392059-0.00338907j -0.000605192-0.00416123j 0.00567554+0.00074172j -0.00567934-0.00363343j -0.00297801-0.00879646j 0.00221475+0.00522003j -0.00187656-0.000487967j 0.00519395+0.00255973j -0.00202954+0.00454219j 0.0057073+0.0032003j -0.000802106-0.00281872j -0.00247901+0.00381597j -0.000849924-0.0106843j 0.00554463-0.0092573j -0.00725771+0.00485829j -0.000169226-0.00301267j -0.00196612-0.00627014j 0.00277326+0.00260299j -9.79324e-05+0.00887757j -0.0109823-0.00228319j -0.00872654+0.00311229j 0.00274061+0.0147859j -0.0106386-0.0097401j -0.0194069-0.00269989j -0.0055179+0.00978011j 0.00598356-0.0153653j 0.000863907-0.00616194j -0.0131834+0.0120268j -0.00431033-0.0154278j 0.0120709+0.00665224j 0.0169794+0.0147967j 0.00570723-0.00553808j -0.00716405-0.0201295j -0.00792153+0.00777736j 
-0.00276171+0.00716831j 0.0094119+0.0104683j 0.00437817+0.0028696j -0.00751063-0.00613678j -0.00601243-0.000965305j -0.00109637-0.00220549j -0.00536045-0.0015194j 0.00270787+0.00149425j 0.00088298+0.000419198j -0.00799193-0.00544575j 0.000728596+0.0016583j 8.73964e-05-0.00430959j -0.00243167-0.00240404j 0.000655943+0.0032801j -0.000143731-0.000607075j -0.000833824-0.00667829j -0.00252453-0.00512974j -0.00390314+0.00179248j -0.00562726-0.00424202j 0.0071238+0.0052185j -0.000716072+0.00424366j 0.0068989+0.0100881j -0.000794947+0.00299716j 0.00531126+0.00825521j 0.00019754-0.00561814j 0.00167911-0.00612059j -0.000293909+0.00469236j 0.00263728-0.00358249j 0.003333+0.00653088j 0.010619+0.0140962j 0.00466244+0.0162219j -0.00267798-0.000507902j 0.00467148+0.0185157j 0.0211886-0.0177595j -0.0080348-0.00777755j 0.0168354+0.00328448j 0.00188323+0.00344894j -0.00325715+0.00912297j -4.83343e-05+0.0108388j -0.000849893-0.00309956j -0.00702775-0.0031848j -0.00546233-0.00771046j 0.00433212+0.0083421j 0.00193267-0.00200087j -0.00513629-0.00470757j 0.0018525+0.00161907j 0.00151704+0.00401185j 0.00758048-0.00594367j -0.00293206-0.000825013j 0.00243421-0.00470577j -0.00177913+0.00439128j 0.00216399-0.000376337j -0.00499117-0.00317457j -0.0111781-0.00666202j 0.0333477-0.00856678j -0.00142136-0.00890966j 0.010336-0.0056457j 0.0113826+0.00722788j 0.00568777+0.000967368j -0.00490344-0.00858921j 0.00179078-0.00863912j -0.00921165+0.00863315j 0.00746497+0.0135059j -0.0122983+0.0255407j -0.0221081-0.00578647j -0.0148346-0.0226966j -0.0231856+0.0249038j 0.0107352-0.00774096j -0.0101028-0.00475994j 
0.00742545+0.00114836j 0.00156444+0.00065023j -0.0080263-0.00408569j 0.000449672-0.00185699j 0.00175222-1.57637e-05j 0.00392904+0.00273879j -0.000654732-0.00511536j -0.00494659+0.00198625j 0.000924993-0.00432447j 0.00115485-7.99674e-05j -0.00122107+0.00130609j -4.7165e-05-0.00166848j -0.00331836-0.00169464j 0.00234685+0.0011944j 0.00421404+0.00397256j 0.00379098-0.00324521j 0.00134192-0.00412504j -0.000641344+0.00421695j 0.00486225-0.00426771j 0.00205407-0.00461762j 0.00432285-0.000764826j -0.00655676-0.00354781j 0.00910005-0.00324359j 0.000825065-0.00652821j 0.00196114-0.00368047j -0.00802849-0.00422416j 0.00358059-0.00441681j -0.00607055-0.00194256j 0.00225535-0.0031134j 0.00168981+0.00228824j 0.00211431-0.000452562j -0.00863617+0.000761866j 0.00750294+0.00415035j -0.00104513-0.000446923j 0.00188478+0.00231947j 0.0098648+0.00151413j -0.00605378+0.00428539j 0.00138721+0.00565435j 0.00387531+0.000360545j 0.000671608+0.0019725j -0.00765441-0.00448225j -0.0109216-0.00402684j -0.00172641+0.000883304j 0.00596551+9.18479e-05j -0.00365111-0.00366014j 0.00575672-1.18191e-05j 0.0102702-0.0041689j -0.00632317-0.000412203j 0.0102367-0.00138394j 0.00566386+0.00372993j 0.000339742+0.0103526j -0.0064252-0.0133742j 0.00754852+0.000349694j -0.0077095-0.00244507j -0.00877993-0.00724814j -0.0264308-0.00573842j 0.00217233-0.00531439j 0.00812356-0.00759307j 0.00166256-0.00657768j -0.00415632+0.00686113j 0.0127865-0.00890283j -0.00211605-0.00609188j -0.00905818+0.0113421j -0.00656748+0.00162506j -0.0120399-0.00444671j 0.00167179+0.00379855j -0.0135711+0.00413726j -0.0120372+0.00207706j 0.00498402+0.0106167j 
0.00342034+0.00831281j 0.000590676+0.000629869j -0.00483389-9.10908e-06j 0.00273352-0.00136817j -0.00586742-0.000926493j -0.000205647+0.00426238j 0.00179451-0.00308513j -0.00257612+0.00281823j 0.000797018-0.00367099j 0.000734353-0.00222054j 0.00438366+0.0006406j -0.00295437-0.00312176j -0.0028541-0.00175352j -0.00056939+0.00247592j 0.00474129+0.00183801j 0.00444523-0.00490027j -0.00147636-0.0010153j 0.000199482+0.00129278j -0.00213842-0.00244091j 0.00216843+0.00301623j -0.00532932-0.0035j -0.00300707+0.00679653j 0.00135457+0.0049201j 0.00778666-0.0042704j -0.00352395-0.00448225j -0.00708-0.000239369j 0.00135419+0.00158871j 0.000583269-0.00858757j 0.00878537+0.00441076j 0.00707237+0.00893027j -0.00348185-0.00242417j -0.0126789+0.00419351j 0.000180792-0.00110799j 0.00247527-0.00103871j -0.00742588+0.00987606j -0.00334809-0.00224495j -0.0121767-0.00829068j 0.000797335+0.0052116j -0.00369179-0.00466471j -0.00731698-0.004255j 0.000462117+0.00092474j -0.00613114-0.00844045j -0.0104443+0.000687226j -0.00750394+0.00275412j -0.00131685-0.00752002j 0.00417185-0.00197816j 0.00673268+0.00632683j -0.00213445-0.00848149j 0.000348262+0.00392547j 0.00637839+0.000310554j -0.00556007+0.0112741j 0.00561691-0.010602j 0.00201578-0.00939793j 0.0141705+0.00522367j 0.00339335+0.00811799j -0.0189637+0.0203586j 0.0033172+0.0113071j -0.0045435+0.00669516j -0.00137297-0.00958853j -0.00254721+0.000651264j 0.00427726-0.00657446j -2.3174e-05+0.00385401j 0.0124572+0.00665898j 0.010181+0.00254006j -0.00435582-0.0122363j -0.0132657-0.00313851j 0.000785361+0.0103017j -0.00106111+0.00437471j 2.13797e-05-0.00390503j 
0.00292275-0.0060332j -0.0024323-0.00805213j -0.00151111-0.00166629j 0.00415456+0.00146984j 0.00447087+0.00265145j 0.0042067+0.00382783j 0.00209407+0.00171923j 0.00186811+0.00291864j 0.00130456+0.00103637j 0.00209357-0.000993107j -0.00548635+0.000264902j -0.00182749-3.88581e-05j 0.00107846+0.00304608j -0.00387574-0.00145287j 0.000177207-0.000396638j -0.00255642-0.00116851j 5.28679e-05+0.0098298j -0.00252177+0.00386847j -0.00378763+0.00791482j -0.00196433-0.00773223j 0.00619517-0.00887412j 0.00670349-0.00290685j -0.00292758-0.00420306j 0.00431548+0.004565j 0.00474045+0.00224705j -0.00362208+0.00156393j 0.0108687-0.00515315j 0.00656798+0.00967773j -0.00375532+0.0101167j -0.00670815-0.00635464j -0.00112423-0.00845935j -0.000755031+0.000853193j -0.00719872+0.00142888j 0.002524-0.00273835j 0.00040779-0.00350977j -0.00452299-0.00809374j 0.00191911-0.000161966j -0.0115097-0.000652465j 0.000868694+0.0018778j -0.00388079-0.0025476j 0.0078593+0.00365926j 0.0058267+0.00347218j 0.00857658-0.00218484j 0.00241746+0.0140915j 0.00620328-0.000544254j -0.00345102+0.00172936j -0.00150246+0.00047865j 0.00268624-0.000553009j -0.0141904-0.017474j -0.00120891-0.00109381j 0.000124227-0.00567885j -0.0103185+0.00559004j -0.00417587+0.00585611j 0.0167323+0.0076455j 0.00925226+0.00237623j -0.00878152+0.0227907j 0.0204066-0.00159476j -0.00980136-0.00694887j -0.00500266-0.00612737j -0.00326153+0.000858413j -0.00870755-0.0137014j 0.00410345-0.00549487j 0.00536009+0.00632206j -0.00467067-0.0136004j 0.00325094+0.00404532j 0.0146651-0.00186922j -0.00696173-0.00164908j -0.0042108-0.00169008j -0.00462369+0.00656162j 
-0.00924405-0.00270451j -0.00279546+0.00734873j 0.00652821+0.00822619j 0.000667511+0.00322087j -0.00628668-0.00286081j -0.00823767-0.000678719j 0.00270357+0.00374101j 0.00530197-0.000543512j -0.00161042+0.000684503j 0.000677677-0.000310752j 0.00493179+0.00560931j 0.00200655-0.00557262j 0.00185002+0.000297215j 0.00117845-5.70112e-05j 0.000428573-0.00474327j 0.00100122-0.000798061j 0.00107969+0.000353981j 0.00402243-0.0102944j -0.0042169-0.00627249j -0.0116235+0.00968491j -0.00996763-0.00807406j -0.0133334+0.0140195j -0.0120585+0.00513494j 0.000588426-0.00333907j -0.0128312-0.00743246j -0.00137254-0.000819577j -0.00910471+0.0110315j 0.00603516-0.0176261j 0.0163067-0.00799649j 0.00533036-0.01047j 0.00576084+0.000739699j 0.00211326+0.00353561j 0.00328511-0.00390646j -0.00613772+0.00275221j -0.000970361+0.00380618j -0.00169781+0.00368219j 0.00364958-0.00359171j -0.001774-0.00125075j 0.0014116-0.00605145j -0.00509859-0.00484804j -0.000240574-0.00477292j 0.00335303-0.00343799j -0.00462774+0.0014561j -0.00344449+0.00312356j 0.00140826+0.00228909j -0.00257203-0.00467609j 0.000866591-0.000874056j -0.00247565+0.00181634j 7.54847e-05+0.000255298j -0.00356901+0.00429462j -0.00590382+0.000269998j -0.00723676-0.00373749j 0.00121476+0.00665663j 0.00433018+0.00200049j 0.00498228+0.00770706j -0.00211318+0.00405888j 0.00391371+0.000509882j -0.0023847+0.00995242j 0.0032245-0.00355274j -0.00508041-0.00134047j -0.00561495-0.00326174j 0.011203+0.00892063j 0.00624139-0.0105232j 0.00453698-0.00389057j 0.00628573-0.00576149j 0.00142307+0.00119268j 0.00563269-0.00335035j 0.00830515+0.00525721j -0.00171668-0.000722921j 
0.0016817-0.00400392j -0.00378407+0.00256509j 0.00187395+0.00407897j 0.00443152+0.00361243j -0.000588631-0.00285961j -0.00788374+0.00084578j 0.00797673+0.00442377j 0.000933983-0.00191151j -0.000592738+0.00692347j 0.00636785+0.00685663j -0.00148386+0.00166174j -0.000882933-0.00548668j 0.00264404+0.00226025j 6.68172e-05+0.00110583j -0.00335032+3.03782e-05j 0.00111928+0.00130358j 0.00356343-0.00297876j -0.00961662+0.00322029j 0.000513258-0.00494733j -0.0131298+0.00510377j 0.00308641-0.0117716j -0.00689836-0.00241132j 0.0100972-0.0279602j -0.0144306-0.000409306j 0.0152179-0.00189375j -0.00203209-0.00719891j 0.00911272-0.0166402j -0.0084754+0.00739884j -0.0017519-0.0124178j 0.00245247+0.00340826j 0.00616475-0.000222767j -0.000289208+0.00295721j -0.00225094+0.0017056j 0.00280199-0.00187773j -0.00251719+0.00168122j -0.00155805+0.00138773j -0.00202835-0.00148245j 0.00157833+0.00153411j -0.00195081+0.000672421j -0.00223902-0.00106214j 0.00163843-0.00308401j 0.000183322-0.00479041j -0.00871981-0.00205558j -0.00256015+0.003214j -0.00442989+0.00126623j 0.00226699-0.00534908j 0.00285231-0.0021531j -0.00373725-0.00234939j 0.00127551+0.00411989j -0.00625864+0.00114009j -0.00590174+0.00130911j 0.00755942-0.00523016j -0.000179517-0.00428687j 0.0044966-0.00869828j 0.00704533+0.005205j -1.61062e-06+0.000738181j 0.00238436-0.000308882j -0.0077114+0.000936032j 0.00153735+0.00840511j 0.0161608-0.00534014j 0.00566375+0.00720223j 0.0033493+0.00298113j 0.0043917+0.00106379j -0.00264342+0.00164903j 0.00886307-0.00612059j -0.000516005+0.0043614j 0.0125867+0.00451859j 0.00274066-0.00342438j -0.00949283-0.00825503j 
-0.00176435+0.000920494j -0.00551642-0.00420326j 0.00265552+0.00212709j 0.00171978+0.00190871j -0.000480517+0.00167004j -0.00146315-0.000304615j -0.000859798+0.00315848j 0.00120739+0.0020878j -0.00146382+0.00193888j 0.0019634-0.000863947j -0.000928539-0.0035505j 0.00314371+0.00118402j 0.00235644+0.000710114j 0.0019838-0.000710374j -0.00228163-0.00157986j -0.00513744+0.00369941j -0.00109323+0.00685684j 0.00220811-0.00845575j 0.00433632+0.00817003j -0.00828788+0.00529168j -0.00288487+0.00226216j 0.000116073-0.00472003j -0.0108143+0.00948086j 0.00198075-0.000627467j -0.000406216+0.00788048j -3.52698e-05+0.011281j -0.00918628+0.00489758j 0.0071572+0.00015315j -0.000319568+0.00146753j -0.000262337-0.00384716j -0.00616523-0.0069425j 0.00187586-0.00126387j -0.0071855-0.000314472j 0.00254723+0.00206165j -0.000636123-0.00442416j 0.000515625-0.00165917j -0.000791896+0.00315788j -0.00242773-0.00262544j 0.00438912+0.00302167j 0.00209461-0.000793954j 0.00307744-0.00455687j -0.0015212-0.00117419j -0.00867037-0.00466213j 0.00132687+0.0121337j 0.00282364+0.00149363j -0.00385197+0.00191057j 0.00903015+0.00468176j -0.00785666+0.00799629j -0.00184152-0.00260479j -0.0049377+0.0018185j 0.0108726+0.00505295j 0.00590301-0.00826258j 0.000892519-0.00219638j 0.0102882+0.00656214j 0.00209139-0.0116921j -0.00568159+0.00801022j 0.00280566+0.00751161j -0.00743741-0.00538112j 0.00835658-0.00322324j -0.00096031+0.00593611j 0.0112102+0.00320406j -0.00803466-0.0039335j 0.00882683+0.00228354j 0.006863-0.00239212j 0.00135823-0.00130724j 0.00290397+0.00543461j -0.00040584-0.00420496j -0.00752707+0.0070313j 0.00409582+0.00643952j 
0.00389067-0.00307347j -0.00668332+0.000782285j 0.00252654-0.000927508j 0.0029971+0.00100983j 0.00281187+0.00109365j 0.00465499+0.000411739j 0.000391345+0.000869888j 0.00608661+0.000605914j 0.00103172+0.000851257j -0.00217028-0.00238887j -0.00466208+0.00598735j 0.000144478-0.00325084j -0.000286645+0.00335433j -0.00141364-0.00135097j 0.003534-0.00263597j -0.00214476-0.00357681j 0.00387146+0.00154707j 0.000606185+0.000228827j 0.00128831-0.000933978j -0.00274544-0.0045229j 0.00414403-0.00464448j 0.000744915+0.00524478j -0.00538506-0.0020628j 0.000535893+0.00145552j -0.00815117-0.0059305j 0.00341668-0.00761787j 0.00624193+0.00384008j 0.00348552-0.00425622j 0.00382307-0.00592743j 0.00141051-0.0018104j -0.00668323-0.00727209j 0.0019723-0.00328844j -0.00489387+0.00321365j 4.21865e-06-0.00445398j 0.00491907-0.00681156j 0.00293119-0.00520937j 0.00867836+0.00683839j -0.00330418+0.00200231j 0.00621062+0.00978459j 0.00170479-1.64942e-05j -0.000415632-0.00170862j 0.00120062+0.00186114j 0.0129449+0.0012395j 0.0044712+0.0038735j -0.00322259+0.000547099j -0.00239146+0.0102662j -0.00233104-0.00127457j -0.00307893+0.00975063j 0.0148954-0.0104312j -0.000677141+0.000290772j 0.00718178+0.00456297j -0.00939093+0.00533285j -0.00690596-0.00432535j -0.00450004-0.0249046j -0.000977683-0.00552107j 0.00784218-0.00138976j -0.00622821-0.00954334j 0.00736121-0.0125322j 0.00555649+0.011962j 0.00090989-0.000427838j -0.000806523+0.0113045j -0.00141266-0.00672506j -0.00737209-0.00322778j -0.0134818-0.00659502j -0.010968+0.00656593j 0.000262189-0.0054985j -0.00417421-0.000367746j -0.00710439+0.00282217j 0.00451476+0.0031473j 
-0.0019997+0.000784931j 0.00420181-0.00256219j 0.00417775+0.000599668j -0.00232653-0.00101976j 0.00011851+0.00128251j -0.00147323-0.00128013j -0.00226934+0.0016273j -0.00231285+0.000203883j 0.00178252+0.00427743j 0.00109586+0.000973499j 0.000495738-0.00613158j 0.0021337+0.00696098j 0.00546261+0.000187898j 0.00256086-0.00112453j -0.00274209-0.00224585j -0.00360379+0.00398688j -0.00232374+0.00506189j -0.00649155+0.00301791j 0.000920725+0.0071778j 0.00103349+0.00387449j 0.00199795+0.00472318j 0.00712257-0.00897481j 0.00150427+0.0055338j -9.88013e-05+0.00655172j 0.0100042+0.0110827j 0.00293174+0.00726893j 0.00279996-0.00551557j 0.00393414+0.0139804j -0.0134521+0.0114321j 0.00153673+0.000816066j 0.00353255+0.0105703j -6.11151e-07+0.00475301j -0.00141427+0.00261185j 0.00675354-0.000616649j -0.0058394+0.00445069j 0.00158297+0.00364814j -0.000311098-0.00442362j 0.00111083+0.0017868j -0.00470039-0.00134837j -0.000861863-0.00394086j 0.00140924-0.00597441j -0.000505017-0.00746981j -0.000932628+0.00268771j -0.00904005-0.00433684j -0.00258873+0.00742215j 0.00353757+0.00304797j 0.0109508+0.000870752j -0.00336769-0.00097059j 0.00597498+0.00860979j -0.00306352+0.00211027j 0.00106148+0.0029272j 0.00270643-0.00413466j -0.00611901+0.00331061j 0.00216421-0.0101209j 0.00830544+0.00943148j 0.00272334+0.00290731j 0.0032181+0.0116098j -0.00112382+0.00204002j -0.00264177+0.000157991j 0.0119074+0.00637826j 0.00458823+0.00151708j -0.00708252+0.0111921j 0.00800549-0.000789781j -0.000429838+0.00793527j -0.00417628-0.00111518j -0.0039158+0.00175016j 0.00432748+0.0109482j -0.0040831-0.00797925j -0.00743064+0.00614888j 
0.000953229+0.00279444j 0.000223351-0.000830269j 0.00174037-0.00574572j -0.00444668+0.00206433j 0.0038088-0.00423661j 0.00484476-0.00254631j -0.00373824-0.00334946j 0.00514359+0.000939028j 0.00185685-0.00476406j -0.00987045-0.000181048j -0.00237651+0.00482249j 0.00181726-0.0039402j -0.00257238-0.00080853j -0.000770238-0.00163136j -0.00692273-0.00748038j -0.00823691-0.00533997j 0.00358458-0.007473j -0.00331017+0.0060041j -0.00139465+0.000668451j 0.00786921+0.00558008j 0.002381-0.00034425j 0.0152298-0.00119401j -0.0013518-0.014009j 0.00125456+0.00444049j -0.00247651-0.00884342j 0.00671117-0.0166092j 0.00928431+0.000995635j 0.000748919-0.000922045j -0.00134349+0.00279573j -0.00217854+0.00271026j -0.000683313-0.00120569j -0.000221379-0.00703162j 0.0069919+0.00170064j -0.000224561-0.00235902j -0.000408357-0.00902712j 0.00831271+0.000148472j 0.0068708+0.0099716j -0.00148519-0.00438773j 0.00776878-0.0038468j 0.00441667+0.00289759j -0.00536209-0.00227923j -0.0020739+0.00726993j 0.000386489-0.000742348j 0.0108957-0.00184729j 0.00606701-0.00875282j -0.00959222-0.00581729j -0.00310262+0.00424548j -0.0013785-9.26479e-05j -0.0106713-0.0024324j -0.00437891-0.00201527j 0.0119657+8.20486e-06j -0.00173655-0.00191555j 0.0073659-0.00745949j 0.00825363+0.012602j -0.0041572-0.0115012j -0.00839982-0.0228301j -0.003663-0.00394874j -0.00989428+0.000749557j 0.00602156-0.00850059j -0.015431-0.00151175j 0.00791508-0.02006j -0.00494566-0.00602735j -0.00210521+0.00927647j -0.00436069-0.0025704j 0.00913984-0.00335332j 0.00522247-0.00265927j -0.0114886-0.00682657j 0.00368104+0.0014615j -0.000597165-0.00361316j 
