0.000908696+0.00201361j -0.00201346+0.000815352j 0.000773985+0.000209353j -0.000998917+0.00064636j -0.000823704-0.00142284j 0.000680519+0.000698924j 0.000236375+0.000766961j -0.000782349+0.000511818j 0.000735553+0.000111099j -2.80235e-06-0.00104806j -0.000125897+0.000567812j -0.000556746-0.0015187j 0.000300697-0.000861823j 0.00108538-0.000426415j -0.000503354+0.000490392j 0.000255725-0.000846659j -0.000356913+7.00804e-05j 3.13283e-05-0.000552635j 0.000550079+0.000297337j -0.000326955+0.000408756j -5.20571e-05-0.000764099j 0.000528366+0.000631306j -0.0010433+0.000161932j -0.000447483+0.000595601j 0.000451435+0.000397084j -0.00118716+0.00137779j 0.000140456+0.000609533j 4.59384e-05-0.000624784j 0.00176823-0.000680035j -0.000109053+0.000737296j 0.00148083-0.000310514j -0.00112115-0.000642504j -0.00111239+0.000527114j 0.00069987+0.000176241j -0.00109475-0.000933748j 0.000655068-0.00130228j -0.00122408+0.000291647j -0.00140572-0.00052493j 0.000131438+0.000325623j -0.00147957-0.000857475j -2.44137e-05+3.61411e-05j 6.66736e-05+0.000616749j -7.54843e-05-0.000876219j 0.000632688+0.000263512j -0.00098806-0.000478293j -0.000991871+0.000474959j 7.63748e-05-0.000746376j 0.000553988+0.00123917j -0.000407194+0.000908969j 0.000654734-0.000247811j 0.00149544+0.0017727j 0.000100077+0.00200529j -0.00121253+0.0014905j 0.000659559+0.00102987j -0.00301338-0.00440464j -0.00442836+0.00311023j 
-0.0038329-0.0110369j 0.0111789-0.00394595j -0.00442243-0.0109676j 0.0110678-0.00385738j 0.00236894+0.000897685j -0.00549513-0.00673501j 0.00777102-0.00668813j 0.00150068+0.000484984j -0.00476132+0.00227592j -0.000811863+0.010533j 0.00448019-0.000608076j -0.000593472+0.00374145j -0.00293995-0.00110119j -0.0077098-0.00300564j -0.00428875+0.000361927j 0.00430529+0.000466782j 0.00151514-0.00126118j -0.00185829+0.00121193j -0.00475701-0.00862978j 0.00490218+0.000506954j -0.00367019-0.00225864j 0.00433321-3.00603e-05j 0.00251995+0.00242047j 7.35998e-05-0.00139942j -0.00141325+0.00723318j -0.000272296-0.00326561j 0.00168177-0.00757534j -0.00162279+0.00222507j -0.00501587+0.00166447j -0.00128247+0.00419411j -0.00532748+0.00154334j -0.000475528+0.00269001j -0.00220482+0.00169708j -0.00528773-8.1148e-05j 1.16535e-05+0.00509365j -0.00279702-0.002177j 0.00778674+0.00121353j 0.0039385-0.00698674j -0.00477788-0.00155307j 7.24862e-05-0.0016535j 0.002941-0.00174364j 0.00782678+0.003313j 0.00211139+0.00303486j 0.00317483-0.0028447j -0.00152089+0.00262924j 0.00290524-0.00622394j -0.000264675+0.0116715j -0.0130584+3.34699e-05j -0.000674504-0.00364682j -0.00815153-0.00475502j 0.00330352-0.00877039j 0.0013483-1.62348e-05j 0.00469474+0.00107364j 0.00246252-0.0044562j 0.00981331+0.00292321j 0.00281908-0.00986982j 
0.000393348-0.0062061j 0.00624651+0.000478093j 0.00321185+0.00313681j -0.00126632+0.00389388j -0.00419848+0.000730693j -0.000151415+0.00139551j 0.000945848+0.00112049j -0.00116068+0.0042351j 0.00197879-0.00160234j -0.00079296-0.00182307j -0.000383835-0.000836028j 0.00286651-0.00259558j 0.00363521-0.00173385j 0.00530066-0.00239506j -0.00224504+0.000454807j -0.000700403-0.000417999j 3.84219e-05-0.00259156j -9.99839e-05+0.0015733j 0.00175792-0.001941j -0.00148155-0.00207329j 0.00113672+0.00387687j 0.00594527+0.00861829j -0.000976735+0.00204047j 0.000386126-0.00223713j -0.000835258-0.000395021j 0.00123442+0.00210118j 0.00146693+0.00121348j -0.000307865+0.0026784j -0.00233959+0.00170331j -0.00112855+0.00180488j -0.000708073-0.00171099j 0.000424758-0.00137236j 0.00102198-0.00152299j -0.00422196-0.0014491j -0.0092967+0.00288618j -0.000908207+0.00151565j -0.00185823-0.00068057j 0.00123735+0.00134675j -0.00265943+0.000190516j -0.00122998+7.36072e-05j 0.00282044+0.00210229j -0.00351938+0.00419243j -3.83895e-05-0.00839301j -0.00224309-0.00108984j -0.00189318-0.00332818j -0.000847769+0.00479919j 0.0074003+3.71254e-05j 0.00057383+0.00408888j -0.00141374-0.00380418j 0.000585079-6.39446e-05j -0.00192063-0.00175317j -0.000160018-0.00167548j -0.000260897-0.00298457j -0.00244148-0.000584068j 0.00316214-0.00237241j -0.00239244-0.003389j 
0.00117116+0.00268854j -0.002689+0.00135464j 0.0018568+0.00353218j -0.00260552+0.00182896j -0.000881336-0.0009713j -0.00250365+0.00264599j -0.00319375-0.0014575j 0.00117133+3.01884e-05j 0.000692563+5.02734e-05j 0.000317345+0.000698553j 0.00281818-0.00394056j 0.00335267+0.00412394j -0.00160879+0.00143812j -0.00362843-0.0019661j -0.00117152-0.00157868j -0.00232134-0.000515543j -0.00135811-0.0016314j 0.000755447-0.000156009j 0.00236856-0.000189558j 0.000179881+0.000204768j 0.00289865-0.000872525j 0.00247212-0.00443477j -7.70161e-05-0.00150819j 0.00306208-0.000892969j -0.000667818-0.00207654j 0.000200726-0.000488604j 0.00127787+0.00216922j 0.000422702+0.00539015j -0.00238964+0.00425353j -0.00084015+0.00446413j 0.00248662-0.000448492j -0.000537589+0.00199145j 0.000691747+0.00122829j -0.00265833-0.00290822j 0.00394826+0.00148414j -0.0017308-0.000851253j 0.000196606+0.000871314j -0.00239223-0.00334523j -0.00285379-0.000744932j -0.00208773+0.000947922j 0.0025522-0.000591921j 0.00134504+0.00176793j -0.000565642-0.000413829j -0.00255662+0.002842j 0.00281869-0.00172342j 0.0014009-0.00010567j 0.000339938-6.25039e-06j -0.003699-0.00165593j 0.000211755-0.000300188j 0.00311576-0.00242515j 9.19016e-05+0.000636267j -0.000305505-0.00695624j 0.000953572+0.00197234j 0.00171344+0.00140907j 0.00311173+0.00177125j 0.00201956-0.00350391j 
0.00142874+0.00988508j -0.00989311+0.00146314j 0.0015631+0.0109597j -0.0130593+0.00260015j -0.00426784-0.0129634j -0.00998987+0.00160788j 0.00344467-0.00350945j -0.00820351+0.00913561j 0.0106206+0.000440538j 0.00261657+0.00266536j -0.0118198-0.00838046j 0.00131695-0.0131929j 0.000292108-0.00539931j -0.00674447+0.00113313j -0.00284764+0.00165025j 0.0036258+0.00640379j 0.000865905-0.00368351j 0.0013995+0.00427083j -0.00358846+0.00572234j -0.00675235+0.000469859j 0.0116371-0.000876889j 0.00662763-0.00157027j -0.00476145-0.0152843j 0.00568749+0.00343798j -0.0057184+0.00255987j -0.00138219-0.00100649j 0.0049509+0.00698346j 0.00210527+0.0026447j -0.0014995-0.000396967j 0.0049635-0.00365125j 0.00291248-0.00491726j 0.00443533+0.00442326j -0.00891646+0.00590936j 0.00379034-0.00594487j 0.00161374+0.00406408j 0.00953194+0.000140132j -0.00453226-0.00175326j -0.00234801+0.00572443j 0.00489709-0.00492613j -0.000854102+0.00578346j 0.000285225-0.00948832j 0.00574867+0.00098736j -0.00548646+0.005728j 0.00196614+0.00805135j 0.00102529-0.0110127j -0.00601194+0.00533666j -0.00366456-0.00997491j 0.0133139-0.00371049j 0.00868754+0.00487727j 0.00384259-0.00165972j 0.00724914+0.001636j 0.000104784+0.00775664j -0.0135258+0.00187052j 0.00199829+0.013706j -0.00465643-0.00409438j -0.00391321+0.00440784j 
-0.003801+0.00584659j -0.00576567-0.0039061j 0.00203632-0.000603539j 0.000269022+0.00116449j -0.000807178-0.00126393j -0.00166111-0.000293219j 0.00273314-0.00106379j 0.000460584+0.00148791j 0.000232647+0.000230737j -0.00214599+0.00225594j 0.000508881-0.001539j -0.00317094-0.0015787j -0.00265683-0.00291782j -0.00359212-0.00266038j -0.000228579+0.00417625j -1.53529e-05+0.000577323j -0.00306383-0.0023533j -0.00030866+0.00268497j -0.00372099-0.00160862j -0.00385067+0.00236466j 0.00122439-0.00335177j -0.000165794-0.00763395j -0.00156488+0.000811954j -0.000807431+0.000165427j 0.000675538+0.00221635j -0.000564586-0.00431853j 0.000854195-0.00259445j 0.00640931+3.80491e-05j 0.00419476+0.00244762j 0.00351741-0.00101567j -0.00450938+0.00108894j -0.000486331-0.00181165j -0.00518735+0.00128918j -0.00357534+0.0037801j 0.00328879-0.00303844j 0.0029229-0.00154391j 0.000127758-0.00315651j -0.00162029-0.000908016j -0.00132015+0.00385971j 0.00032173-0.00217195j -0.00468182+0.000185775j 0.0033821+0.00189292j 0.00249487+0.00202934j 0.00112029+0.00113799j -0.00384065-0.000576892j 0.00427173+0.0033883j -0.00148596-0.00158283j -0.00269182-0.00165098j -0.001246-0.000996094j 0.000735557+8.07631e-05j -0.0024713+0.00035141j -0.00454846-0.000778135j -0.00814006-0.00776169j -0.00750313+0.00839043j -0.00527953+0.00550028j 0.0054499+0.00492493j 
0.0058678-0.00144397j 0.00158714+0.00589271j 0.0020812-8.09376e-05j -0.000854703+0.000793768j 0.00247698-0.00455532j -0.00224427+0.00292566j -0.0044377+0.00265184j -0.00703364-0.00320533j 0.00191263+0.00275436j 0.00182573+0.00248839j -0.00270687-0.0029262j 0.000657138-0.00101827j -0.000976585+0.00268451j -0.00312099+0.00461246j 0.000622286-0.00329392j 0.00264283+0.00180702j -0.00172971+0.000897776j 0.00405375-0.00291235j -0.00198495+0.00532699j -0.00287435+0.00187854j -0.00263422+0.00095881j -0.00539675+0.002916j 0.00487565-0.00356333j -0.0063649+0.00169426j 0.00213763+0.00190684j -0.00574993-0.00625518j -0.00241081-0.000753025j -0.00343528-0.000165039j 0.00493468+0.00160612j -0.00375406-0.00291969j 0.00424627+0.004625j -0.00199004-0.00570822j -0.00225025+0.00250835j -0.00357212+0.00926585j -0.000479443-0.00138962j 0.000864743-0.00128417j 0.00177283+0.000730931j 0.00568971-0.00309144j -0.00102251+0.000410425j -0.000377528+0.000676848j -0.00424877+0.00135352j -0.000679467+0.00424087j 0.00163433-0.00383987j -0.00417981-5.45806e-05j 0.00225645+0.00159864j 0.00507931+0.00643588j 0.00564199-4.26159e-05j 0.00400195-0.00193421j 0.000670208-0.000388357j 0.00257679-0.000556236j 0.00334453-0.000586671j 0.00557441-0.00188713j 0.005438+0.00426792j 0.00191699-0.00399416j -0.00403921-0.000912565j -0.000826954+0.00407067j 
0.00379839-0.0023951j 0.00231864+0.00385434j -0.00315369+0.00194604j -0.00101803-0.00355019j 0.00077115+0.00226372j 0.00393564+0.00318032j -0.00527592+0.00401155j -0.0018149-0.000670959j 0.0012993-0.00218127j 0.00189987-0.00430708j -0.00292629+0.00149957j 0.00137127-0.000693701j 0.000455582+0.00165323j 0.00525594+0.00162145j 0.000944631-0.00191093j 0.000587443+0.00286839j -0.00138237-0.00116166j 0.00203773-0.00196754j 0.00262674+0.00295024j 2.46569e-05-0.00039167j 0.00104221+0.00272527j 1.48908e-05+0.00497601j 0.00492583-0.00363326j -0.00135131+0.00221524j -0.007433-0.000211556j -0.000158557+0.00332889j 0.00238792+0.00341535j -0.00434836+0.00155364j 0.00234213+0.000320926j -0.0024204-0.00271714j 0.00135346+0.00275978j -0.00281839-0.0036624j -0.00145669-0.00678387j 0.00162275-0.000212257j -0.0038908-0.00286189j 0.000778881+0.00108708j -0.000611862+0.0046269j 0.00107353+0.00184366j -0.000187077-0.0023571j 0.00363768+0.000342231j -0.00131782+0.00140043j -0.00493855+0.00492779j 0.00301552+0.00209955j -0.00117227+0.00415676j 0.00351568-0.00366468j -0.00290888-0.00287193j -0.00148976+0.00430671j -0.00289359+0.00211389j -0.00011976+0.00234201j -0.0124524-0.00305152j 0.00239274-0.0143202j 0.00432219+0.000837263j -0.00234928+0.000381064j 0.00103258+0.00278914j -0.00143034-0.000204768j -0.000240734+0.00132532j 
0.000484211-0.00664806j 0.0067549+0.000267463j 0.000751069-0.00564609j 0.00401779+0.00122896j -0.000736451-0.00282517j 0.00137205-0.00303355j 0.00602845+0.00341729j -0.00548657+0.00480593j 0.00186508-0.000246721j -0.000171755+0.00390017j -0.00100784+0.00318404j -0.00551639+0.000675785j -0.00264002+0.000478161j -0.00116061+0.000638264j 0.00203668+0.0010592j 0.00258354+0.00251525j -0.00429862-0.000891084j 0.00186871+0.00083016j -0.00621796+0.00543233j 0.000885439+0.00127277j -0.000572625+0.00330088j -0.000697113-0.00251731j 0.00265431+0.000365206j -0.0049148+0.00189399j 0.00224898+0.00260257j -7.22913e-05-0.00549925j -0.0017735-0.00247054j -0.00371023-0.00592427j 0.00140004-0.000295217j 0.00273681+0.00298084j 0.00276109+0.00430355j 0.00316197-0.00292713j 0.00176958+8.03723e-06j 0.00181842+0.00815604j 0.000987195+0.0039008j -0.000144266+0.00017449j 0.00244667+0.00195098j 0.00726345-0.00119354j -0.00529693+0.00327729j -0.0033679+0.00191253j 0.00173342-0.00268351j 0.000917295-0.000253904j -0.00231245-0.0075649j -0.00294518-0.00588796j 0.0010132-7.64488e-05j 0.00453452-0.00677252j 0.000803944+0.00217408j -0.00223761-0.00269671j -0.00243274+0.00442375j -0.00353125-0.00053092j -0.00285312+0.000393609j -0.00462568-0.00323088j 0.00296066-0.00178045j -0.000450642-0.00246048j -0.00220006+0.000738663j 0.000505528+0.00231537j 
0.00121078-0.00165645j 0.00166641+0.0013385j -0.000444952+0.00205648j -0.00326486-0.00121643j 0.00193131-0.000592797j 0.0011119+0.00169654j -0.00258881-9.39123e-05j 0.0031681-0.00130771j -0.000804574+0.000371278j 0.00133815-0.00201501j 0.000568731+0.00261352j -0.00102425+0.00196953j -0.000991558-0.000373039j 0.00316412-0.000633614j -0.00157259-0.000520005j 0.000195405+0.0018746j 0.000790756+0.000548116j 0.00118192-0.000834414j 0.00380456+0.000245438j -0.00162859-0.00281236j 0.00253828-0.00205041j 0.00107991+0.0006359j 0.00148588-0.00326407j 0.00110611-0.00106792j -0.00289969-0.00190891j 0.0047681+0.00213669j 0.000963392+0.0017476j -0.00156179-0.000397549j -0.00390476+0.000195834j 0.00491645+0.00206261j 0.0059875-0.00215313j 0.00430112-0.000343195j -0.000720379-0.0020717j -0.000691406-0.00636342j -0.000357341+0.00141555j 0.00159897+0.0025435j -8.77303e-05+0.00383408j -0.0028365-5.38432e-05j -0.000274344+0.00142959j 0.000625947+0.00536596j 0.00309937-0.0048931j 0.000900728-0.00220441j 0.00188434-0.00417043j -0.00450864+0.00253144j -0.00180393+0.00108658j -0.00242933+0.00370005j -0.000391024+0.00546966j 0.0016937-0.000443923j 0.00132849+0.00605484j -0.00234126-0.00117681j 0.0033551+5.27106e-05j 0.00127424-0.00242768j 0.0041572+0.00498351j 0.00406782-0.00203365j -0.00211644-0.00533284j -0.00502618+0.00221143j 
-0.00221205+0.0101609j -0.0104399-0.00227443j 0.00618481+0.0133815j -0.0150898+0.00677939j -0.00489207-0.00770072j 0.00149567+0.00469564j -0.00429693+0.00691309j -0.0087245+0.00271623j 0.0120409+0.00111675j -0.00192899-0.0113326j -0.00250245-0.00635205j -0.000820546-0.00767874j 0.00271965-0.00174772j 0.0054536+0.00513032j -0.00132762+0.00113836j -0.00478851-0.00133169j -0.00163767-0.00232061j 0.00127342+0.00325084j 0.000893053+0.00736168j -0.00919858+0.00641178j 0.00546547+0.0042257j -0.0052278+0.0024199j -0.00485512-0.00282834j 0.001928+0.0102132j 0.00184119-0.00323159j -0.006043+0.0014373j -0.00134229+0.00845003j 0.00811637-0.000691645j 0.0047889-0.0043703j 0.00052171-0.00338536j -0.00312612-0.000419714j -0.00277342-0.000395413j -0.00496888+0.00395017j 0.00851448-0.00220089j -0.00426637-0.00510863j 0.00502803+0.000672502j -0.00655949-0.00707217j -0.00391723+0.00680755j 0.00167777-0.00049605j -0.00169657+0.00518355j -0.00287348+0.00447005j -0.00126468-0.000504675j 0.0073297+0.0010444j -0.00159499+0.00348683j -0.00433271-0.011653j -0.00715905+0.0143747j -0.00283577-0.00353456j 0.015827-0.00273184j 0.0127269+0.00772488j 0.000789008+0.00388879j 0.00411137+0.00318717j -0.00311164+0.00964101j -0.0089846-0.00418344j -0.00433021+0.00828331j -0.00845595-0.000333127j -0.000361838+0.00850857j 
0.000843998+0.00877324j -0.00871006+0.000761541j -0.00532557+0.00393944j -0.00464857-0.0058545j -0.00142385-0.00311086j -0.00127821+0.00926745j -0.00816092+0.000153443j -0.00244023-0.00206452j 0.00569625+0.000482478j 0.000124667-0.0071721j -0.00567946-0.00200238j 0.00204373-0.00804031j 0.00614955-0.00464519j 0.00624595-0.00125868j -0.00152375+0.00101221j 0.00492046+0.00454268j -0.000837602+0.00161736j -0.000401735+0.00122757j -0.00120919+0.00345426j -0.0062491+0.0023497j 0.0080929+0.00651065j -0.000484631+0.00303641j -0.00504401-0.00816301j -0.00536338+0.00542897j -0.00194887+0.00506908j 0.00351798+0.00224156j 0.00316657+0.00206134j 0.00473814+0.000356035j 0.00299271-0.00241425j 0.00205341+0.00111663j -0.00397791-0.00349592j -0.00114271-0.0069582j -0.00809914+0.000972168j 0.00807031-0.0019155j -0.00231604-0.00141688j 0.0057751-0.000392576j -0.0039946-0.00348412j -0.000143447+0.006853j -0.00401723+0.00320587j -0.00403417+0.00144771j -0.00373815+0.000397181j 0.00166215-0.00060874j 0.00136664+0.000929596j 0.00285907-0.00443539j -0.00703415-0.0134658j -0.00376857+0.00688747j -0.000775457-0.00135732j 0.000924529-0.00510329j 0.00621647-0.00149652j 0.00408831-0.00271568j 0.00626865+6.49693e-05j 0.000231122+0.00472409j -0.00926699-0.00294645j -0.00314782+0.00975239j -0.00647704+0.000624273j 0.000769262+0.00620747j 
-0.00497814-0.000175589j 0.000162549-0.00515537j -0.000110152-0.00381966j 0.00277563+0.00108745j -0.003494+0.000374526j 0.00134978+0.00389955j -0.00271955-0.000125454j -0.000483686+0.000167519j 0.00437446+0.000682862j -0.000996779+0.000142523j -0.000840927-0.00350973j -0.000700181-0.000959281j -0.00352144-0.000100497j -0.00624518-0.00304203j 0.0055599-0.00291108j -0.000715214-0.00390849j 0.000856086-0.00211371j 0.00168965+0.00218269j -0.00329906+0.0032847j -0.00259559+0.0033861j -1.92568e-05-0.00178119j 0.00372112-0.00447347j 0.000567059-0.00270045j -0.00318282-0.00188317j -0.00224061-0.000113831j -0.00255327-0.00267321j -0.000881565+0.00082647j 0.00144531-0.00154829j 0.000216273+0.00103406j -0.0011595-0.00410084j -0.000182767+0.00188929j -0.00138786-0.00118375j -0.00399815+0.000636903j 5.7108e-05+0.00204212j 0.00464688+0.00417464j 0.0045851-0.00263258j -0.0012251+0.00317039j -0.000657504+0.00170701j 0.000472445-0.00183706j 0.000736332+0.000159363j -0.000882828-0.00325941j 5.7499e-05+0.00359623j -0.00854656+0.00606849j 0.00411152+0.00165492j -0.00249439+0.000373841j 0.00140115-0.00439167j -0.00474708-0.00855743j 0.00143135+0.00196499j -0.00130425+0.00151954j -0.00531069+0.00204931j -0.00474898-0.00530717j 9.56234e-05-0.00045682j -0.00412856+0.00285125j 0.00362617+0.00460958j -0.00378543-0.00128261j -0.00157923+0.00374407j 
0.00010568-0.00343185j 0.00355849-5.47375e-06j -0.00337164-0.00202251j 0.00149294-0.00339547j 0.00171019-0.00352129j -0.00279922-0.00472283j 0.00653411-0.000102036j -0.00428526+0.00287637j 0.00145898+0.00191701j 0.000642399+0.00191895j -0.000670125+0.00029748j -0.00123071-0.00141946j 0.000246975-0.00262807j 0.000813341+0.00213803j -0.000767136+0.000485944j 0.0016467-0.00255869j 0.00107163-0.00196164j -0.00212351+0.00133479j 0.00273808-0.00223418j 0.000309708-4.99231e-05j -0.00584502-0.00159858j -0.00142962+0.00639975j -0.00383016+0.000949023j 0.000212514-0.00271568j 0.00345703+0.00129569j -0.00478848-0.000487251j -0.00139859-0.00491917j 0.00424144-0.00208819j 0.00190454-0.000402438j -0.000414565-0.00280656j -0.00218826-0.00444173j 0.000355597+0.00103995j -0.00238621+0.00459859j -0.00504892+0.000367576j -0.00412052-0.00544363j 0.00306255-0.00344379j 0.00326877-0.00726183j -0.00160387+0.000924682j 0.00128109+0.000258041j -0.000473604-0.00230298j -0.00210548+0.000911149j 0.000449295+0.00404736j 0.000584241+0.000917494j 0.00258252+0.000695329j -0.00033577+0.00375379j 0.00213374+0.000934428j 0.000856968-0.00100245j -0.00258058+0.00159208j 0.000660602-0.00765489j 0.00667428+0.00103399j 0.000153897+0.00277065j 1.55759e-05+0.0006182j 0.00132532-0.0040955j -0.00398783-0.00125047j 0.000647281+0.00456384j 0.00463206-0.000725107j 
0.000215978-0.000112203j 9.07019e-05+0.000159009j 0.000928042+0.00090579j -0.00137439+0.00174273j 0.00113387+8.81273e-05j 0.00316289-0.00270895j 0.000927396+0.00227381j -0.000842441-0.00276185j 0.00280881+0.00053539j -0.00361684-0.00186422j 0.00437976+5.12362e-05j -0.00031215+0.00190652j -0.00057299-0.00276324j 0.00294626-0.006328j -0.00053519+0.00139674j -0.00121022+0.000445087j 0.0036599-0.00423687j -0.00215061+0.000822645j -0.000333369-0.000858113j -0.00145245+2.81121e-06j -1.41272e-05+0.00137128j 0.00534332+0.00583922j 0.00301009+0.00398868j 0.00140336+0.00111843j -0.000627011-0.00326985j 0.00203403-0.00149511j -0.000420156+0.00111688j -0.00233105-0.000623682j -0.00422608-0.00187194j 0.000815131-0.000771833j 0.0018713+0.000506315j 0.000580525+0.000542049j 0.0033369+1.48022e-05j -0.000751922-0.00318674j -0.00593818+0.00358419j 0.00296245+0.000403417j -0.0040065+0.00178347j 0.00311469-0.00281086j 0.00302388-0.000578833j -0.000932834+0.0019588j 0.00339749-0.000935452j -0.00236951-0.00137682j -0.00232783-0.00969944j -0.00546687+0.0023101j -0.000347487-0.000465884j 0.00517004+0.00370141j 0.0085112-0.0013473j -0.00031362-0.00285453j 0.00354494-0.00132336j 0.00182408+0.000964787j 0.00252518-0.00202549j 0.0041635-0.00142607j -0.00128262-0.00449026j -0.00645396+0.00261256j 0.000793087-0.00116415j -0.00079597-0.00084128j 
0.00121574+0.00307422j -0.00303043+0.00128591j 0.00296304+0.00290115j -0.00320408+0.00161887j 0.00168592-0.00154314j -0.0011367-0.00333092j 0.00435449-0.000516382j 0.000647286+0.00236302j -0.00175258+0.000771665j 0.00234335+0.00321608j -0.000971663-0.00281143j 0.00267052-0.00205707j -0.000913885-0.000856798j -0.00311905+4.40324e-05j -0.000885654+0.00216984j -0.00129504-0.000641107j 0.000602282+0.000403826j -0.00165284-0.00271157j 0.000604249-0.00263773j 1.20228e-05-0.00257193j 0.00111813+0.000140209j 0.00300092-0.00125616j 0.000883992+0.00115783j 0.00197031-0.00485239j -0.00190765-0.000468783j 0.00158179+0.000243003j 0.00417703+0.000959894j -0.000272639+0.00182004j 0.000361551+0.00108434j -0.000670955+0.00100838j -0.000203122-0.003202j 0.00330883-0.00167339j 0.00072029-0.00211977j -0.00273036-0.00164754j 0.0010951-0.000311925j 6.61234e-05+0.000601995j -5.18166e-05+0.00220254j -0.00358234+0.0034074j -0.000860311-0.00387314j -0.00212521+0.00248253j -0.00251128-0.00275908j -0.00328744+0.00141591j -0.00361773+0.00207264j 0.001395+0.000305419j 0.00168857+0.000620653j -0.00189831-0.00246805j -0.00199124-0.0012194j -0.000539128+0.000890417j 0.000210216-0.000767587j -0.00146495+0.00264572j -0.00203981-0.00272481j 0.00377072-0.00186458j 0.00182402+0.00435364j 0.00320652-0.00113699j 0.000750016-0.00305898j -0.00299659-0.000722203j 
0.00251849-0.00980174j 0.00984417+0.00258824j -0.00543485-0.00765713j 0.0092857-0.00535082j 0.00412026+0.00628182j 0.00252055-0.00549449j 0.00314568+0.000536354j 0.00214252-0.00297184j -0.00685034-0.0016755j -0.000913592+0.00291929j 0.00228987+0.00900943j -0.00492846+0.00533531j -0.000416556+0.000112858j 0.00463449-0.000755872j 0.000574679+0.00329818j 0.00287731+0.00318449j -0.00152812-0.000341407j -0.00238934+0.000974301j 0.000472943-0.00298291j 0.00581462-0.00327057j -0.00517402+0.000649716j -0.00234784+0.00329827j 0.00461374+0.0019893j -0.00365389-0.00305996j -7.07648e-05+0.0014635j 0.00612201+0.0015462j -0.00344456-0.00649834j -0.00433821-0.00129603j -6.87725e-05-0.00114263j 0.00166873+0.0026146j 0.000783214-7.40585e-05j 0.000943627-0.00149998j 0.000562685-0.00424429j -0.00525816-0.000703574j -0.00477285+0.000916707j -0.00328849-0.0019548j 0.00734005+0.00479257j -0.00150352-0.00277055j -0.00329847+0.00552825j 0.000313679-0.00388769j 0.00103481+0.0011019j -0.000123039-8.94651e-05j 0.00249055-0.000629074j 0.0001127-0.00461858j -0.00194207+0.00593196j 0.00112613-0.003892j -0.00237277+0.00741902j -0.0079837+0.00141321j -0.00299173-0.000710039j -0.00386259+0.000519945j -0.00123938-0.00417378j 0.00433839-0.0023534j 0.00677272+0.00112601j 1.27893e-05-0.00654258j 0.00492314-0.00424656j -0.00413368-0.00472346j 
