0.000388128+0.00147646j 0.00135019-0.000200618j 8.10766e-05-0.00122787j -0.00145857-9.66521e-05j 0.000160999-0.0008601j 0.000193244-0.000678945j 0.00198864+0.00167538j -0.000470906+0.00207215j 0.000896321+0.000596052j -0.00026326-0.00051289j 0.00101946-0.000354069j 0.000507452-0.000612541j -0.000136778-2.2818e-05j 0.000761106-0.000668278j -0.00129389+0.00095175j -0.0010998+0.00110399j 0.000895896-0.000606055j 0.000944493-0.000421348j 5.84636e-05-0.000161098j 0.00089013-2.73006e-05j 0.000406109+0.000188909j 0.000752383+0.000742685j 0.00170691+0.000924502j -0.00160557+0.00109947j 0.000424465-0.00130802j -0.00105704-0.000371105j -0.00111028-0.0012579j 0.00024791-0.000380675j 0.000171209-0.000602045j 5.44121e-05-0.000575758j -0.000604262+0.000709707j -1.97533e-05-0.00011154j -0.000604-0.000768998j 0.000678567-0.00136661j 0.000176045+0.0008643j -0.000762812+0.000554278j 0.00154341+8.73389e-05j -0.000318909+0.000793707j -0.00126749+0.00159051j -0.000943567-0.000263476j 0.000264836-0.000158636j -0.00110615+0.00242777j -0.00136584+0.000284646j -0.00175539+3.90715e-06j 0.000343657-1.88062e-05j -0.000664966-0.000113443j -0.000786583+0.00135495j 0.000929373-0.000491194j -0.00248012-0.000660142j -0.00041123-0.00147218j 0.0021762-0.000844753j -0.00136715+0.000289447j -0.00155822-0.000620594j 0.000867503+0.00101243j 0.00160229+0.00126726j -0.000646734-0.000283508j 0.000218737+0.000125277j 0.000893386+0.00107289j -0.000285077-3.65511e-05j -0.00132842-0.00103574j 0.000851164-0.00116163j 0.00192318-0.00199354j 7.30127e-05+0.000696343j 0.00207483+0.00167899j -5.00306e-05+0.00250794j -0.000349731-0.00034468j 0.00295567+0.00030585j 0.00199775+0.00257198j 0.000755103+0.00286865j 0.00193607-0.000248051j -0.00394008-0.00720893j -0.00735036+0.00408814j 
0.00365864+0.00129884j 0.00111006-0.00361443j -0.000737785+0.00231373j 0.00284938+0.000223274j -0.000643761-0.00242729j 0.00131843+0.00234309j -0.00148911+0.00485021j -0.00629801+0.00372641j 0.00185315+0.00558123j 0.00115634-3.99872e-05j 0.00380262+0.00300062j 0.000994048+0.00662618j -0.00725607-0.00303721j 0.0020205-0.00128203j 0.00714276-0.00425865j -0.0054525+0.00378445j 1.30451e-05+0.00355358j 0.00411116-0.000345065j 0.000661096+0.00467503j -0.000511349+0.00401095j 0.00430864-0.00188927j 0.000150752+0.00572148j 0.00104815+0.00289676j -0.000985053+0.00191554j 0.000318203-0.00403166j -0.00127031-0.0027915j -0.00349375+0.00272991j 0.00439413-0.0068475j -0.00403391-0.000614858j -0.00147845+0.00178318j 0.000547562+0.00236359j -0.00179854-0.00301155j 0.000128187-0.00282137j -0.00117688-0.0072653j -0.000946045+0.00203874j 0.000565421-0.00219855j -0.00229127+0.000161844j -0.00404865-0.00144885j 0.00135292+0.000307945j 0.00118712+0.000350078j -0.00592912-0.000791596j 0.00216981-0.000464356j 0.00326637+3.39403e-05j -0.000203174+0.000779169j -0.000777641-0.00217897j 0.00181928-0.00054418j -0.00456059+0.00057269j 0.00214981+0.0035734j -0.00451897-0.000329783j 0.00604624+0.00307418j -0.00326975+0.0029996j -0.000998771+0.000226949j -0.0007607-0.00267483j -0.0023879-0.00224188j -0.00302233-0.00445624j -0.00161103-0.000277166j 0.00133214+0.00154921j 0.00584115+0.00093355j -0.00225009+0.00689003j -0.00450671-0.000196926j 0.000629002+0.00303747j 0.00262607+0.00287604j -0.00267068+0.00316617j -0.00140776+0.00356528j -0.00492097-0.00202664j -0.000269301-0.00223076j 0.000307512-0.00252733j 0.00277901-0.00193049j 0.00156362-0.000594888j -0.00157077-0.00125257j 0.000351168+0.00606709j 0.00603229-0.000497902j 
0.00132256-0.000226275j -0.000148929-0.0013962j 0.0019084+0.00142455j 0.00198751-0.0016356j -0.000450813-0.00108452j 0.00199548+0.000580731j -0.000310913+0.00213103j -0.00278347-0.00112042j -0.00079628+0.000511401j 0.00250909-0.00165661j 0.000742789+0.000165237j 0.000124335+0.00451995j -0.00313152-0.00138836j -0.00165753+0.000889612j 0.00565598-0.00388906j -0.000908544+0.000328161j 0.000330352+0.00086307j -0.00258887-0.000733566j 0.00469149+0.00620865j -0.000591068+0.00315245j 0.0046392+0.000870884j -0.000714555-0.00181386j -0.00179769-0.00227076j -0.00296846+0.00287499j 0.00374978-0.000874251j -0.00358986+0.000843416j 0.00295514+0.00111423j 0.000590319-0.00418108j -0.00249326+0.00101448j 0.00134801-0.00513395j -0.000711432-0.00295594j 0.000759676+0.00118261j -0.00244609+0.000591299j -0.000235416-0.00245094j -0.000539858+0.000568052j -0.00399047-0.00129371j 0.00214374-0.003205j 0.000199312+0.00350993j 0.000910975+0.00100389j -0.00544248+0.000232061j -0.000746299+0.00053769j 0.00340671+0.00337858j -0.000644616+0.000709109j -0.00327332-0.00461899j 0.00224253-0.00193813j 0.00248325-0.000167898j -0.00228642+0.00235298j 0.000488576-0.00347066j -0.000787708-0.00264491j -0.00149259-0.000836259j 0.00143947+0.00317738j -0.0003978+0.0006054j -0.00312343+0.00137017j 0.000547724-0.00069215j -0.000561764-0.00475909j -1.2636e-05+0.000770785j -0.00206882+0.00205155j -0.000932601-0.000184137j 0.000674998-0.000627278j 0.00223439-0.00172311j 0.00472603+0.000506948j 0.00137319-0.000453125j -0.00142667+0.00144156j -0.000888376+0.00375078j 0.000555473-0.00193499j 0.000745529-0.00185597j 0.000202421-0.00133615j -0.00181763-0.00256382j 0.00157259-0.00126956j -0.000784168+0.00105712j -0.000817204-0.000356716j -0.00023197+0.000432213j 
-0.00161434-0.00230082j -0.00201043+0.00169172j 0.000837242+0.000611558j -0.000813047-0.00131656j -0.000383705+0.0031833j 0.00131094-0.0014608j 0.000680666-0.00259972j 0.00320054-0.00153016j -0.00274907+0.00160486j -0.00513037-0.0019157j -0.0010988-0.000608127j 0.00149473+0.000446214j -0.0030034+0.0029966j -0.00253879-0.0050997j 0.00134989+0.00471036j 0.00363799-0.00345039j -0.000647491-0.00221276j -0.00442354+0.00381965j -0.000333393-0.0012126j -5.03207e-05-0.000902611j -0.00164892+0.0015815j -0.00303189-0.00228503j -0.00203028+0.000214262j 0.000851996-0.00236571j 0.00157646+0.000335626j -0.00164447+0.0017644j -0.0012738-0.000465739j 0.00147603+0.00117531j 0.0010729+0.00194746j 0.00182128+0.000747355j -0.000694889-0.00324017j -0.00338155-0.000201945j -0.000136782+0.00575004j 1.73863e-05-0.000423249j 0.00042326-0.000548956j -0.000155836+0.000235588j 0.00163617-0.00268223j -0.00173107+0.00196429j -0.00109917+0.00224613j -0.00205398-0.00126713j 0.00343212-0.00276497j -0.000630222-8.78248e-05j 0.000338516-0.00143254j -0.00193086-0.00340204j -0.00100318+0.00111068j 0.00146399+0.00013534j 0.00349104-0.00249018j -0.00264206-0.00382624j 0.00292124-8.01028e-06j -0.00183315+0.00321081j 0.00131201+0.00331155j -3.97748e-05+0.00127925j -0.00094701-0.0014042j 0.00297747+0.0014176j 0.00115791+0.00367714j -0.000895728-0.00185931j -0.00226513-0.0018577j 0.000852372+0.00121067j 0.0059513-0.00186411j -0.00414156+9.93678e-05j 0.00256421-0.00490017j -0.00132108-0.00242105j -0.00216352-0.0031203j -0.00276041+0.00406337j 0.000357844-0.00180691j -0.00153333+0.000295418j 0.00110293-0.00079675j -0.00181873+0.00100763j -0.000973479+0.000674916j 0.00196788+0.00194941j -0.000842804-0.000145569j -0.000131842+0.00067371j 
0.000156041+0.00297592j 0.00309049-0.000194743j -0.00107391+0.00189614j 0.000607318+0.000637588j -0.00199544-9.66578e-05j -0.00323181+0.00222029j -0.00157795-0.00358595j 0.000214135+0.00442573j 0.00467394-0.000597462j 0.000165082+0.00201648j -0.00335022-0.00130768j 0.0043522-0.00129295j 0.00429503-0.0025545j 0.00578082+0.00513994j 0.00274224-0.00239864j -0.00254981+0.00102918j 0.000183791+0.00830701j -0.000283174-0.00221112j 0.00152993-0.000640385j -0.00349625+0.00352402j 0.00490159-0.00141254j 0.00306863-0.00119083j -0.0020393+0.00128924j 9.41607e-05-0.00127575j -0.00022938+0.00232253j -0.00603853-0.00392142j 0.00328801-0.00116998j 0.00260155+0.000185668j -0.000859066-0.00181377j 0.000932586-0.000481919j -0.0024991-0.00312468j 0.00156804+0.00144217j 0.00126965-0.00211434j -0.000178931-0.0040747j 0.00325711+0.000922535j 0.00130295-0.00133362j 0.000452534-0.00537461j -0.000850677+0.00260834j -0.00189845+0.00143931j 0.00136733-0.00132618j -0.00127553+0.00252475j 0.000599789-0.000183554j -0.00377345+0.00311064j -0.0006966+0.00157202j 0.00613133+0.00164461j 0.00070582-0.00295643j -0.00406533-0.000128686j -0.000262915-0.000693889j -0.00465392-0.00193501j -0.00125294-0.00149j -0.00235294+0.000173739j -0.000156349+0.000472819j 0.000616746+0.00190159j -0.00173229+0.0010522j -0.00224041+0.00049189j 0.000492768+0.000682154j 0.000498295+0.00115109j 0.00145859+0.000197283j -0.000997936+0.00211286j 0.000169499+0.00167356j 0.000276828+0.000472468j -0.000918589+0.0042634j 0.00139467+0.00306991j 0.000210355-0.00194843j 6.8732e-05+0.00107244j 0.000941902-0.00120802j 0.000273013-0.000312318j -0.000690291-0.00122357j 0.0012142-0.00138701j -0.00141338-0.000481148j 0.000967843+0.000394264j 0.000306105-0.0010516j 
-0.00101239+0.000379362j 0.000476808+0.00116134j -0.00205072+5.6585e-05j -0.000760567+0.000974343j -0.00328974+0.00204992j 0.000730164+0.00421027j -0.00369511-0.00205871j 0.00256843+0.000801835j -0.00273785+0.000887047j -0.00128241-0.0034529j -0.000191305+0.00454335j 0.00306339-0.00192744j -0.00255954-0.00331467j 0.00307973-0.000327539j 0.00241941-0.00298333j -0.00119435+0.00167008j -0.00307524+0.000214856j 0.0038676-0.00287718j 0.000555767+0.00321536j 0.00337785-0.00270462j 0.000924722+4.62181e-05j 0.00240629+0.00453974j 0.00310546-0.000510204j -0.000434441+0.00255085j -0.000182494-0.00465616j 0.00720859-0.00104959j 0.00399535+0.00751811j -0.00119969+0.00246884j 0.00126716+0.00373318j -0.00113149+0.000576974j -0.000801282+0.000361994j 0.004755+0.00100221j -0.000756116-0.000625825j 0.0031463+0.00266087j -0.00180189+0.000973891j -0.00302011-0.000690456j 0.00193653+0.00128741j 0.00154848-0.00454643j 0.00369582-0.00245585j -0.00259168+0.000492912j 0.000240556+0.000200064j 0.000979128+0.00325588j 0.000274945-0.000365013j 0.000958262+0.00170243j -0.000929464-0.00111849j -0.00183528+6.72516e-05j -0.00306381+0.00513702j 0.000487248+0.000874572j 0.0011702-0.00479019j -0.00100757-0.00141127j -0.0015075-0.000824593j 0.000947554+0.00273306j -0.0035655+0.00140463j -0.000613016-0.00158832j -0.00071298-0.00064289j -0.00415491-0.000904539j -0.000106747+0.00113557j 0.000390091-0.00429646j -0.00409374+0.00157077j 0.002502-0.00162275j -0.00209425+0.00129171j 0.00403458+0.00477783j 0.00344019-0.00137447j -0.00182452+0.000167471j -0.0017047+0.00146663j 0.0013129-0.00153487j -0.00249439+6.6983e-06j 0.000258529-0.00299366j -0.000185257+0.00167469j 0.00139316+0.00134324j -0.000446237+0.000814001j 0.000755747+0.000290442j 
0.00369653+0.000916495j 0.000749848-0.00355842j -0.00107749-0.000510976j 0.000414868+6.34695e-05j -0.00308102-0.000301931j 0.00426043-0.000176066j 0.00248905+0.00548868j -0.00411862+0.00573522j 0.00507379+0.000354653j 0.00224253+0.00314297j -0.000267085+0.0016682j -0.00184616-0.00304295j 0.000847966-0.0023634j 0.00256567+0.00266181j 0.00432241-0.00112318j 0.000721377-0.00485827j 0.00102596+0.00144382j -0.00168126+0.00202876j -0.00298154+0.00311708j 0.00279075-0.00123366j -0.00167701+0.00111285j 0.00240495+0.000850186j -0.000299789-0.00274594j -0.00251738+0.00553899j 0.00264262-0.00542281j 0.00715314+0.00292744j 0.00219499-0.00269396j -0.000740214+0.00332941j 0.00900902-0.00493679j -0.00219217+0.00530028j -0.000106338-0.000586234j 0.00492046+0.000239187j 0.00113253-0.000331418j -0.0027589+0.00195852j 0.00174125+0.0011296j 0.00233825-0.00160686j 0.00152691+0.00323657j 0.000404397-0.000497085j 0.00219986-0.00140877j 0.000778877+0.000133742j -0.000940574-0.000202558j -0.00188263-0.0025885j -0.00440555+0.00192812j -0.000110551+0.00179319j 0.0022283+0.00597534j -0.00285829+0.0012718j -0.00153669-0.00292871j -0.00148245+0.00427386j -0.00243335-0.000539206j 0.00164298+0.00294592j -0.00352212-0.00148981j -0.000383746-0.00313816j 0.00492728-0.00328593j -0.00497321-0.00143817j 0.00177144+0.00355405j -0.00109831+0.000333684j 0.00357131-0.00170885j 0.00250066+3.39234e-05j 0.000389506+0.00279418j -0.00192387+0.00314232j -0.00169864-0.000212892j -3.44241e-05+0.00365962j 0.0014589+0.000846278j -0.00112386+0.00179708j -0.00364474-0.000238292j 3.18134e-05-0.00163185j -0.000505264-0.00188288j -0.00087987-0.00201448j -0.00160118-0.00163323j -0.00189606+0.00115449j 0.00155578+0.00233219j 0.00247719-0.00167646j 
-0.00116834-0.00483717j -0.00503861+0.00128666j 0.00155495-0.00422719j -0.00348215-0.00221263j 0.00101139-0.000493646j -0.00117007-0.00347114j 0.00267585-0.00121291j -0.00104565-0.0012665j -0.00167477+0.00169334j -0.00209098-0.00100443j 0.00146483+0.000741557j -1.7815e-05-0.00292591j 0.00210274+0.00179626j 0.000494623-0.000129354j -0.00328261+0.00621285j 0.00120904-0.0006112j 0.00186421+0.000204529j -6.39498e-05+0.00109635j -0.00399689-0.00332532j -0.00373511+0.000110976j 0.000669141-0.00189678j 0.000227929-0.00133969j 0.00123679+0.00225613j 0.00156352-0.002932j -0.00223903+0.00473322j 0.000720371-0.00206589j -0.0013957-0.00178933j -0.00264197-0.000667872j -0.00237445-0.00222338j 0.000578402+0.000656145j -0.00106797+0.00538266j 0.00107861-0.00222405j -0.000536509-0.00168098j -0.0016424+0.000965422j 0.000352455-0.00170985j 0.00568454+0.00457241j -0.00614917-0.00169887j -0.000439153+0.00445992j 0.000439231-0.00529918j 0.00100283-0.00326182j 0.00519748+0.0010598j -0.00606719-0.000305209j -0.00222699-0.0005536j 0.00213167+0.00141727j 0.00247535-0.000295874j 0.00416033+0.00119399j 0.00217725-0.0040452j -0.0011726-0.00396636j -0.00331768+0.00127998j -0.00092612-0.00341803j 0.00144349-0.00424882j 0.000480573+0.00244668j 0.00410192-0.00337231j 0.00333449+7.88836e-05j 0.00161594+0.0062495j 0.00235697-0.000822374j 0.00033252-0.000469914j -0.000349807+0.00351594j -0.00236391+0.000724556j -0.00102008+0.00113022j -0.00198051-0.00153892j -0.00127385+0.000236911j 0.00250436+0.000179273j 0.00192239-0.00291931j 0.00186767+0.0046089j -0.00342035+0.00418206j -0.00192137-0.00222444j 0.00285962-0.00144006j 0.00447466+0.00322816j 0.00114943-0.00431029j -0.00222182-0.000566994j -0.000530199+0.00254811j 
-0.00411064-0.000838927j -0.000750902+0.00426605j -0.00247402+0.000388842j -0.000851819+0.00233782j 0.00111505+0.00251295j 0.00190994-0.00153245j 0.00150937+0.000352997j 0.00237736-0.00120051j -0.000967993+0.00087801j -0.00191987-0.00042673j 0.000437647+0.000187034j 0.000519819+0.00125395j -0.00503391+0.00195449j -0.00269945-0.0044722j -0.00131906+0.000225339j -0.000914849+0.00316033j -0.00211848-0.00197581j 0.00117517+6.2637e-05j -0.00319006-0.0011937j 0.00223227-0.00228677j -0.0035049+0.00278531j -0.00226933+0.000836421j -0.000220431+0.000965385j 0.00407247+0.000908693j 0.00120954-0.000674822j -0.00016213+0.00143367j 0.000539706-0.0017789j 0.00308042+0.00172516j 0.000747165+0.00349728j 0.000695061+0.00213869j 0.000193218-0.00642451j 0.000853584-0.00208792j 0.000976711-0.000688299j -0.00293392-0.00100329j 0.000230277-0.00404718j -2.94562e-06-0.000159535j -0.000725072-0.00169059j 0.000294579+0.00383538j -0.00109239+0.000883438j 0.00049778-0.00129819j 0.00106981+0.00268782j 0.000730874-0.000830278j -0.0021472-0.000237419j -0.00553195+0.00312111j 0.00326942+0.00292907j -0.00464901-0.00536187j -0.00211259-0.00365824j -0.00237211+0.000370071j 0.000309265-0.00170353j -0.00209657-0.000438621j -0.000497177-0.000319514j -0.00157182-6.99681e-05j -0.00030592+0.00320048j -0.00198833-0.00182987j 0.001025+0.00517024j -0.00170293-0.00227247j -0.0008347+0.000915053j 0.000435546+0.00158224j 0.000678005-0.000903845j -0.000544853+0.00123973j 0.000258061-0.00014338j -0.00102111-0.00147005j 0.00263425-0.00134188j -0.00324123-0.000866635j -0.000340984+8.60005e-06j -9.13025e-05-0.000296466j 0.00102799-0.00139808j 0.00250239-0.00259091j 0.00203312+0.00119188j -0.000406746-9.20258e-05j 0.000747415+0.00226986j 0.00243071-0.000813875j 
5.02511e-05-0.00355751j -0.00372286-8.44833e-05j 0.00102041-0.00189936j 5.39835e-05-0.000823868j 0.00111648-0.00197983j -0.000812351+0.00328362j -0.00373355+0.00160957j -0.000440455-0.00347969j 0.00356293+0.000863391j 0.00290722+0.00615928j 0.00306966+0.000722122j -0.00338523+0.000840705j 0.000567024+0.000413847j -0.000864627-0.000266799j -0.00144444-0.00374522j -0.00351883+0.00390091j -0.000128971-0.00230691j 0.00247455-0.00323809j -0.000666146+0.00294265j 0.00274241-1.55528e-05j -0.000801932+0.00273755j -0.00185217+0.000717686j -0.00243233-2.17141e-05j 0.00388238+0.00103912j -0.00281211+0.00234484j -0.000470209+0.00438531j -0.00337886-0.00331173j 0.00258171+0.00441721j 0.000712481-0.00112816j -0.00241651-0.000578175j 1.82698e-05-0.00488311j -0.00361558-0.00108853j -0.00520219+0.000334495j -0.000559241+0.000755715j -0.00109915+0.00250945j -0.00623631+0.00318612j -0.000406309+0.00111384j 0.00135509+0.00201325j -0.0021419+0.00164584j 0.0031764-0.00133603j -0.00100947-0.00111204j 0.00140512-0.00171909j -0.00214314+0.00160239j 0.00108483+0.00146458j -0.00236558-0.00142802j -0.00302277-0.00288964j -2.02479e-06-0.00243124j -0.00136683+0.000871792j -0.000468136+0.00444958j 0.00089879+0.00170678j 0.00034122-0.000954394j 0.000829024-0.000312424j -0.000502384-0.00335064j -9.76355e-05+0.00317575j -0.000465669-0.000564934j 0.000294385+0.000759031j 0.00184208-0.000761716j 0.00164179-0.00185254j 0.00224188-0.00121028j -0.000419077+0.00197849j -0.00157112+0.00104771j 3.96817e-05-0.00196437j -0.00306889+0.000440686j 0.00316646+0.000397734j 0.000599134+0.000388735j -0.0016248+0.00184934j 0.000597221-0.000450555j 0.00157769+0.00112853j 0.00063714+0.00134687j 0.000858451-0.00139495j -0.000759194-0.00131043j -0.00121678+0.000993642j 
0.00235054+0.00265626j 0.00273448-0.00226785j -0.00194597+0.00103924j 0.000170452-0.000312126j -0.0046941-0.000901257j 0.000152345+0.00433315j -0.00344237+0.00112109j -0.00213392+0.00115825j 0.00110995+8.50693e-05j 0.000436066-0.000886924j 0.00248316-0.00135294j 0.000395424-0.0011762j -0.00062329+0.000682654j -0.00112372-0.00474779j 0.00173805-0.000370687j 0.00310843+0.000385584j 0.00331233-0.00237919j -2.60718e-06+0.00195943j 0.0018959+0.00117919j 0.00577102-0.00094408j -0.0002013+0.00235044j 0.000887444+0.00344946j -0.00371011-0.00242839j -0.00309756+0.00263049j 0.00292963-0.00200614j 0.00241691-0.000720825j 0.00244152-0.00305567j 6.17243e-05-0.00141837j 0.0026859-0.0046103j 0.00125709+0.000719259j 0.000158204+0.00107686j -0.00222931+0.00567306j 0.000168844-0.000780015j 0.00172311-0.000392576j 0.000627925+0.000221791j 0.000518843-0.00362357j 0.00204263+0.00150365j 0.000400468-0.00216294j 0.00318011-0.000592843j -0.00167857+0.00608428j -0.00394594+0.000608772j 0.00335931+0.000555425j -0.00197973-0.00160801j -0.00282699+0.00101677j 0.00268016+0.00182756j -0.00369212-0.0013176j -0.000593431+0.00384868j -0.000661991+0.00356631j 0.00071455-0.00158475j 0.0018381+0.00246143j 0.000849325+0.00132203j -0.00201586-0.00035122j 0.000193269+0.000528382j -0.00211094-0.00127667j 0.000377738-0.000101689j 0.000193436+0.00104818j 0.000155965+0.00116654j -0.00142626+0.00178559j 0.00136005-6.24358e-05j 0.00238179-0.000407335j 0.00325415+0.00216343j 0.000730041-0.000483894j -0.0002431+0.000413381j -0.00364907+0.000914773j 0.000558417-0.00455935j -0.000432328-0.000623539j -0.00101569-0.00291114j 0.00163827-0.00165069j 0.000430804-0.0017064j -0.0024847+0.000768122j 0.00268471+0.00157108j 0.00168238-0.00303758j 
-0.00116801+0.0032293j 0.00315071+0.00112107j -0.00153267+0.00186401j 0.00153867+0.00188813j 0.000926005+0.00151363j 0.000380435+0.00281114j -0.00326708-1.92728e-05j 0.00272431-9.8254e-05j -0.00100952+0.000433011j -0.00463878+0.000373629j -0.00288336-0.00274892j 0.00137887-0.00299255j 0.00440568+0.000135553j 0.00355684-0.000787008j -0.00413821+0.00310476j 0.00234946+0.000815904j 3.59391e-05-0.00244061j 0.00264756+0.00016747j -0.00239091-0.00585166j 0.00513696+0.00129178j 0.00106759-0.00464164j 0.00195232+0.0052949j 0.00344281-0.00182277j 0.00101391-0.00404817j -0.00429695-0.00129873j 0.00327857-0.00413766j -0.000651785+0.00326818j 0.000398256+0.00657969j 0.000927412-0.000428495j 7.92106e-06+0.00441085j 0.000616751+0.00300458j -0.000732858-0.000430071j 0.000819496-0.0019059j 0.00147606+0.000305045j -0.000183892+0.00171171j 0.00458892-0.000100104j 0.000571042-0.000430658j 0.0022896-0.00280839j 2.95909e-05-0.0023174j 0.00192586+0.00218864j 0.00130134-0.000143598j -0.00124379-0.00157923j -0.00139232-0.00193258j -0.00108699+0.0029872j -0.00159897-0.0016004j 0.000455754-0.00112231j -0.00203562+0.00325693j -0.000901951+0.00188788j 0.0014095-0.00109193j -0.000296702-0.000650984j 0.000764968-0.00277885j 0.000556572+0.000998423j 0.000734285-0.00348505j 0.00181423+0.00175037j -0.000846664+0.0034101j -0.0033775+0.00165192j 0.00155584-0.000113551j 0.000958758+0.000574883j 0.00129318+3.98859e-05j 0.00138362+0.000624836j -0.000943786+0.00117077j 0.000111636+0.000338262j 0.000722432-0.00195698j -0.00179551-0.00204521j -0.00143972+0.000495583j -0.00154338+0.000992509j -0.000820982-0.000821431j 0.00299973+7.55359e-05j -0.00111902+0.00192102j 0.000522786+0.000985979j 0.000388602+0.00176642j 0.00178788-0.00035424j 
-0.00311646-0.000248623j -4.38732e-06+0.00317131j 0.00158742-0.00091067j -0.00225469-0.000863919j -0.00220436+0.00349109j 0.00356898-0.000656206j 0.00048111+0.00250724j -0.00210565+0.002641j 0.000704377+0.00222318j -0.00233364+0.00146477j 0.00181771+0.00269995j -0.00211516-0.00360643j 0.000600068+0.00103548j 0.00263983+0.0028804j 0.000497375+0.00466267j -0.00408638+0.00377744j 0.00129615-0.00148767j 0.000840102+0.00316012j -0.00245162+0.00119624j 0.000491807+0.000878884j -0.00155089+0.00462996j -0.00212129-0.000268911j 0.00079856-0.00290239j 0.00195696+0.000550574j -0.00208254+0.00125097j 0.00155635+6.20585e-05j -0.000341623-0.00278749j -0.00268959-0.00177119j -0.0026187-0.000198494j 0.00152968-0.000307691j -0.00353354-0.000247095j -0.0046479-0.00175555j -0.0010784-0.00268274j 0.00137248+0.000283665j -0.00173128+0.000943106j -0.000773966+0.00136309j -0.000967508-0.00314562j -0.00409276+0.00250875j -0.000539691+0.00131802j 0.00176565-0.00316449j -0.00226689+0.00218517j -0.000384401+0.00128865j -0.000245646-0.00068664j -0.00111101+0.00553691j 0.00041114-7.8179e-05j -0.00135408-0.00323224j -0.00298746-0.000188223j -0.00086264-0.00179889j -0.0024022+0.00131108j -0.00448363-0.000630778j 1.0335e-05+0.00268274j -0.00115314+0.00103747j 9.64731e-05+0.00128726j 0.000693474-0.00122678j -0.000537869-3.79844e-05j -0.000471757-0.00152295j -0.001821+0.00101905j 0.000503919+0.00124598j -0.00110036+0.000932663j 0.00121417-0.00237117j 0.00276236-0.000198012j 0.00106334-0.00131061j 0.00120188+0.000689274j 0.00103661-0.000563817j 0.00335057+0.00124248j -0.00284102+0.002108j -0.000984261-0.00344261j 0.000685633-7.47008e-05j 0.000858607-0.000460644j 0.000195572+0.000201207j -0.00263553-0.000537434j -0.000593971+0.00270984j 
-0.00128271-0.0053696j -0.00564142+0.0012938j 0.00113414-0.00336153j -0.00136286+0.000112877j 0.00442066+0.000625148j 0.001748-0.00205425j 0.000303247+0.000242467j 0.0020646-0.00212439j 0.000789034-0.00181468j 0.00146181+0.00174663j -0.000785091+0.00200818j 0.000534775-0.00404182j 0.00479218-0.00218539j 0.00581159+0.00498642j 9.99818e-05+0.00197957j -0.000882959+0.00185196j 0.000175015+0.00315792j 0.00276084-0.0033735j -0.00250188+0.000641073j -0.00287196+0.00656809j 0.000489891-0.00313111j 0.00138298+0.00225427j 0.000572849-0.000831671j 0.00188661-0.00253339j -0.00279963-0.00288162j -0.000161096-0.0021679j -0.00186536-0.00333537j -0.000466466+0.00189937j -0.00384473-0.000779004j -0.00688603+0.0019692j -0.00310585-0.00151875j -0.00259896-0.00119466j -0.0022265-0.00162053j 0.00353067-0.00203411j -0.00135647+0.00170841j 0.00138797+0.00218749j 0.000327858-8.43265e-05j -0.00290141-0.00217704j -0.000785464-0.0023758j 0.00097106-0.00133801j -0.00295632+0.00249289j -0.000672519+0.00124621j -0.00536448-0.000986888j -0.00200649+0.00219921j -0.00027509+0.000316817j 0.00162337-0.000245966j -0.00170769+0.00509976j 0.000415936+0.00252098j -0.0010283+0.000449927j 0.000313181-0.00323425j -0.00256888-0.00172218j 0.000646348+0.00162895j 0.00142951-0.00141239j -0.00100154-0.00101888j -0.00144609-0.00260508j -0.0010833-0.000945109j -0.000587331+0.00247727j 0.00132942+0.000137954j -0.00164707+0.00281535j 0.00185154-0.00015785j -0.000280814+0.00271813j 0.00307261+0.00339161j 0.000950443-0.00135963j -0.00259765+0.00138721j -0.0013136+0.00097548j -0.00251814-0.00181142j -0.00217995-0.0044658j 0.000734302-0.00543693j 0.00250823+0.00215164j 0.00265217-0.00011914j -1.45811e-06+0.00257282j 0.00253137-0.000212357j 
