-0.0536891+0.216264j -0.216258-0.0508296j -0.139154-0.187445j 0.192628-0.133257j 0.00734746+0.133813j -0.147552-0.0230206j -0.0304001+0.107141j 0.0457919+0.000708841j -0.0233374-0.0051837j 0.0217026+0.00611216j 0.0293644-0.0741889j 0.0483961+0.12914j -0.159102-0.0495935j -0.123283+0.0829097j 0.0108224+0.109553j 0.0552892+0.166629j -0.00840827-0.0170618j -0.107981+0.0153266j 0.0767634+0.0273054j -0.016375-0.030614j -0.103459+0.0995667j -0.0271293-0.0432888j -0.0298675-0.118795j 0.0572947-0.0753352j 0.0521982-0.032175j 0.0411606-0.0735299j 0.0614529+0.029552j -0.0541195-0.0193735j 0.141427-0.0209964j 0.0197341+0.0676175j -0.0268454-0.0482695j -0.0587307+0.078989j 0.0398204-0.0093717j 0.0347012+0.0421077j 0.0343747-0.0695534j 0.120603+0.0182576j 0.131847+0.0165752j -0.0794394-0.0298877j -0.0351413-0.129232j -0.0383615+0.0317452j -0.0121912-0.00202011j 0.0571529+0.125761j -0.0214793+0.0218761j -0.00912472+0.0464811j 0.0851816-0.00414099j 0.0980575+0.0355785j 0.0118355-0.0147353j 0.0661953-0.00906951j 0.0430671-0.0525132j 0.00581453-0.100241j 0.0955308+0.0099476j 0.109349-0.0275487j 0.00988694+0.10561j 0.0653309-0.126082j 0.042568-0.0465647j -0.0187807-0.137253j -0.043357+0.0676479j 0.047946-0.0208669j -0.0818316+0.0137732j 0.04607+0.00549397j 0.0147938-0.00518617j -0.0419142-0.0404793j 0.073422-0.0484539j 0.066557-0.0684635j -0.0571272-0.0915912j -0.0646596-0.0359796j -0.116852-0.010471j -0.0286726-0.0242327j 0.0856066+0.0644959j 0.0106514-0.0796915j 0.016644+0.0547086j 0.077089-0.123762j 0.117557+0.023667j -0.235952+0.0925463j 0.0889128+0.235723j 0.133448+0.139897j 0.137375-0.132486j 
0.000755754+0.000379991j 0.000526522+0.00131246j 0.00213992-0.00358461j -0.000973435+0.00216201j 0.00899894-0.00906603j -0.00245621-0.00278594j 0.000698634+0.00337473j -0.00683044-0.000397171j -0.00643832-0.000622908j -0.0033283-0.00631807j 0.010234+0.00178144j 0.00594645+0.00497698j 0.00859847-0.00408962j -0.00107134-0.00207577j -0.00540441+0.00412519j -9.33962e-05-0.0058587j -2.05207e-05-0.0030748j 0.000252705+0.000302577j 0.00136402-5.58897e-05j -0.00337847+0.00605558j 0.00301858-0.000234839j 0.000954485+0.00248264j -0.0044783-0.000113118j 0.0146123+0.00320404j 0.00576764-0.00247533j -0.00201723+0.00273469j -0.00540269+0.00456768j -0.000911283-0.0169696j -0.00347545-0.00626143j 0.000360027+0.00640157j 0.00404361+0.00252539j 0.00387664-0.00165163j 0.00525452+0.00132257j -0.00788816+0.00383566j -0.00494055+0.00230425j 0.00161958-0.000920607j 0.000484704+0.000419342j 0.00160388+0.00308766j -0.00520576+0.00489884j -0.000464819+6.18732e-05j 0.00326241+9.03608e-05j -0.00073897+0.00176386j 0.00402078-0.00260621j 0.00280862+0.00420402j 0.00103062-0.00126461j 0.000284069-0.000546685j 0.000805529-0.00241152j -0.00102808-9.68892e-05j 0.00203162+0.0035442j -0.00129102+0.00164232j 0.00102248-0.00391442j -0.00251415-0.00709183j -0.00352511-0.00214892j 1.96074e-05+0.00101206j 0.00177552+0.00142909j -0.00118723+0.00641962j 0.00358352+7.41773e-05j -0.00190981-0.00449385j -0.000658159-0.00175623j -0.00131119-0.00403335j -6.56213e-05+0.00115533j 0.00062905-0.000424824j 0.00073715-0.00114611j 0.00141146+0.000125085j -0.000305107+0.00273777j 0.000870565-0.000858575j 0.00137518+0.000523469j 0.00224512-0.00101654j -0.00439144+0.000325814j 0.00290374-0.000919949j -0.00296974-0.00100893j -0.000756473-9.44234e-05j -0.00146085-0.00254032j 0.00100916+0.00025255j 0.000836984-0.00140549j -0.000638691-1.76479e-06j 0.000373389+0.00120016j 
0.000919967+0.000787014j -0.000164352+0.000420704j -0.00115071-0.00137035j -0.000989794+0.000260801j -0.000615161-0.00526202j -0.00290177-0.00139159j 0.00338773+0.0013392j -0.00369818-0.000714852j 0.00141278-3.5437e-05j -0.000150933-0.00207785j 0.00444508+0.00167516j 0.00102452+0.00215789j 0.00430786-0.000619214j -0.00286865-0.00181835j -0.00436901+0.00339511j 0.00224698-0.00124112j -0.00141999-0.00243358j -9.71845e-05+0.00215092j 0.00384847+0.00147082j -0.00442252+0.000594213j 0.000941402+0.0014691j -0.000438147+0.00131538j -0.00485555-0.00132216j 0.00252136+0.000739875j 0.00205106+0.00181853j -0.000492371+0.00376925j -0.00153208-0.00064372j 0.00166234-0.00438778j -0.00277066-0.00233343j -0.00184226+0.00442347j 0.00112835+0.000530736j 0.000650197-0.00070286j 0.00297247-0.00199751j -0.00250826+0.00112788j 0.000934776-0.000206774j 0.00258154+0.00149792j 0.00156988-0.000525432j 0.00179036+0.00303688j -0.000441268+0.00256054j 0.000264902-0.00152968j 0.00119153-0.000644956j 0.00179561+0.000656607j 0.00131-0.00156545j 0.000290482+0.00156245j -0.000793175+0.00151582j 0.00025756+0.00119652j -7.01595e-05-0.00136701j 0.00175589-0.000247948j 0.00102338-0.000997941j 0.00158098-0.000446853j -0.00165185-0.000802217j -3.13733e-06-0.00296709j -0.00126464-0.000171264j -0.000938483-0.000493173j -0.00211682+0.000823874j 0.00165632+0.00141205j -0.00079639+0.000699275j 0.000725491-0.000446741j -0.00143289-0.00154062j -0.00122934+2.06758e-05j -0.0012347+4.24478e-05j 0.00192923+0.000948955j 0.00186624+7.76996e-05j 0.000742004-0.000402726j 0.00285705+0.00233403j 0.000121692+0.000169114j 0.00156263-0.000418847j -0.000163641-0.000585661j -0.00118457-0.000256751j 0.000241646-0.00208264j -0.00137725+0.000343368j -0.000646921+9.21544e-05j 0.000160788-0.000385139j 0.000712315+0.000153758j 0.000968117-0.00100937j -0.000515636+0.000248171j 0.000350489+0.000259241j 
-7.79187e-05-0.000220241j -0.000320476-3.1621e-05j -0.00209898+0.000273678j 0.000922583-0.0019745j -0.00108206+0.0042418j -4.52578e-05+0.00193679j 0.00281386-0.000386323j 0.00322675-0.00328819j 0.00256928-0.000940018j 0.00235958-0.00103567j 0.000579132-0.00197699j 4.04414e-05+0.0043559j -0.000156825-3.89359e-05j 0.00141982+0.00491076j 0.000114598-0.00274003j 0.0030264-0.00514882j 6.7838e-05-0.00421087j -0.00141565+0.000253747j -0.00143861-0.00236161j 0.00257838+0.000849083j -0.0018318+0.000759944j -0.000704626-0.000427819j 0.00360974-0.000809368j 0.00128638+0.000403251j -0.00608732+0.000723248j 0.00208693+0.000652335j -0.0016198-0.00244383j -0.00599199+0.00276833j 0.000480281+0.0037994j -0.00127272+0.00198053j 0.00133159-0.00252516j 0.00111963-0.0034919j 0.00104697+0.00192864j 0.00415692+0.00417602j 0.00282026-0.00189174j -0.00127571-0.000169402j -0.00104558+0.00282162j -0.0003694-0.00516316j 0.000912151+0.000251157j 0.00159079-0.00408267j 0.000600658-0.00420938j 0.000194576+0.0029763j 0.00223013-0.00345747j -0.000338892-0.00262621j -0.00280389-0.00202062j -0.000154884+0.00463966j 0.00131402+0.000312999j 0.000254618-0.0012184j -0.000874041-0.00331608j 0.00299214+0.0012665j 0.000961506-0.000170369j 0.000172072-0.00123776j 4.27232e-05+0.000185097j 0.00165991+0.000189964j -0.00151748+4.97267e-06j -0.000715479+0.000199231j 0.00156307+0.0013504j 0.00418695+0.000231452j 0.00135868-0.00425694j -0.000366966-0.00239968j -0.00323166-3.46029e-05j 0.000122766+0.000180319j 0.00107775+0.000491772j -0.000511428+0.00126933j 0.000149895-0.000739015j -0.00079042+0.00143064j 0.000573717+0.000833581j -0.000554995+0.000947647j 0.0010464-0.0015686j -7.64109e-05+4.71109e-05j 0.000382113-0.000131392j 0.00148048-0.00145027j 0.00253937-0.0007116j -0.000206582+0.000248491j 0.000551111+3.38278e-05j 9.41603e-05+0.000581314j 0.000188064+4.10653e-05j 
-0.00152246-0.00118532j 0.00106488-0.000302312j 0.00338213-0.00016388j 0.000804426+0.00105577j 0.00703007+0.00126288j 0.00285949+0.000313177j -0.00498062+0.000956618j 0.00151926+0.00226906j -0.00529641+0.000270889j -0.00287974-0.000575952j -0.000240676-0.00130538j 0.00289296-0.00207607j -0.00304854+0.00103435j 0.00522039-3.60551e-05j 0.00279008+0.000541178j -0.00409648+0.000353979j 0.00343999+0.00387824j 0.00124321-0.00384731j -0.00599709-0.00372276j 0.00580213+0.000855596j 0.000316187-0.00303951j 0.00152949+0.000268706j 0.00555429+0.00375379j 0.00473537-0.000328547j 0.00170291-0.00404982j 0.00104119-0.00663689j -0.00172893+0.00474769j -0.00275249-0.0030735j 0.000549961-0.000284739j 0.00562764-0.00330291j 0.000408104+0.00060948j 0.000857039-6.61487e-05j -0.00279781+0.000854339j -0.000411311+0.00110829j -0.00507947+0.00223256j -0.00266868-0.00237409j -0.00268215+0.000433949j -0.00224656-0.00199284j -0.00270321+0.000960151j -0.00137275+0.00278985j -0.000296492+0.00210332j -0.00212244-0.000874432j 0.00119105+0.000483192j 0.00182904+0.00184149j 0.00170509-0.00252665j 0.000869136-0.00374633j 0.000123553+0.00019204j -0.00479385-0.00106278j -0.000797352+0.00381916j -0.00127108+0.00124766j 0.00455168-4.19235e-05j 0.000431154+0.00258392j -0.000708965-0.000621329j 0.00162712+0.000298769j 0.00368619-0.000113797j -0.00409399+0.00175527j 0.00257095-1.02143e-05j -0.00333142-0.00129871j 0.00108231+0.00177447j 0.00190172-0.000191313j 0.00323967-0.00155704j -0.00291232-0.00379911j -0.00245171-0.000820505j 0.000893995-0.000494937j -0.00510881-0.00260609j -0.00142233-0.00328793j -0.00267503+0.000838201j 0.00348611-0.000389822j 0.000152007+0.00103987j -7.17559e-05+0.00321976j 0.00126498+0.000906033j 0.000266891-0.000374703j -0.00232723-0.00150256j 0.000514514-0.00036837j -0.00159133-0.000314789j -0.000337343-0.000295458j 0.000112144+0.00107998j 
-0.000464192-0.00180101j 0.00103582-0.000960984j -0.000229631-0.00028714j 0.000359114+0.000245608j 0.000884083-0.000481847j 0.00385167+0.00456681j 0.00131621-0.00277544j -0.000957496-0.000381257j -0.00227736+0.003286j 0.00611327+0.00318682j 0.000736329+0.000593187j -0.00486163-8.15667e-05j 0.00253739-0.00353738j -0.00308934-0.00285498j 0.00442141+0.00103448j 0.000899943+0.00346198j 0.000392059+0.000738926j -0.000194101-0.00404842j -0.00171812-0.00312958j 0.000234453+0.00423642j -0.0039035+0.00169596j -0.00593125-0.00212573j -0.00269949+0.00173047j 0.000116405-9.98861e-05j 0.000476035-0.00374991j -0.000453935-0.0014571j 0.00100311+0.0022269j 0.0047081+0.00477142j -0.00264914-0.00204719j -0.000252179-0.000986005j 0.0015418+0.00206699j -0.00152005-0.00496j -0.00453688-0.00254477j 0.00171327+0.000768736j -0.00307966+0.0020974j -0.00393478+0.0010511j -0.00115463-0.000927867j -0.0055991-0.000590821j 0.000446411-4.80918e-05j -0.0016737+0.00293679j 0.00174212+0.00368739j 0.00241718+0.00146064j -0.001232+0.00305052j 0.00254893+0.0013292j 0.000340764+0.00266447j 0.00226346-0.00814052j 0.000870456-0.00238768j -0.0020565-0.000315302j 0.00489649-0.00314038j 0.00158321-0.00223183j 0.00247327-0.00363911j -0.00265338-0.000566975j -0.000274045+8.88925e-05j -0.000170693+0.00351085j -0.00319374+0.00283729j 0.0025301-0.00312827j -0.00230424-0.00207173j 0.00300411+0.00186194j 0.00236605+0.00192378j 0.00073833+0.00210097j 0.000920195+0.00177605j -0.000618933-0.0029223j -0.00179481-0.00346508j -0.00444957+0.00217155j 0.00249283+0.000943357j 0.00412821-0.00328574j -0.00187454-0.00234945j -0.00181329+0.00282531j 0.000356897+0.000907919j 0.000547737+0.000475952j -0.00176098-0.000837244j -0.000223507+0.00195282j 0.00300951-0.00234988j 0.000178028+0.000311704j 0.00154319-0.00094769j -0.00170332-0.00039858j -0.00135541+0.0016224j 
0.000953967-2.8269e-05j -0.00101438+0.000871585j -0.00253483-0.00197426j 0.00358011-0.0023297j -0.00114612+0.00744717j -0.000127647+0.0012878j 0.000144104-0.00431299j 0.00152426-0.0037031j -0.00228016-0.00635647j 0.00075706-0.000456327j 0.00176592-0.00370147j 0.000132868+0.00309931j 0.00642353-0.00448539j 0.00285838+0.000423958j 0.00399164-0.00119101j 0.00149415-0.009808j -0.00394159-0.00108521j -0.00353683-0.00140477j -0.00493365-0.00210601j 0.0013741+0.00118524j 0.00209724-0.00267841j -0.0023413-0.000847959j 0.00198573+0.000207327j 0.00218138-0.00420589j -0.00160159-0.00368105j 0.000192603+0.00101619j 0.00165835+0.000641211j -0.0074415-0.0019211j 0.000141488-0.00130399j -0.000876206+0.00231411j 0.00488325-0.0014108j -0.00109161-0.00297756j 0.00361212+0.00449554j -0.00188042+0.00352634j -0.000357321+0.000433069j -0.00390941-0.000359143j 0.000427221+0.00139849j -0.00181517-0.00377785j 0.000202932-0.00151347j 0.00427096+0.00233987j -0.000999245-0.00361237j -0.00422892+0.00476939j -0.00207567+0.00138473j -0.00263796-0.00206992j 0.000394016-0.00251809j -0.0039776+0.00108171j 1.62515e-05+0.0027173j 0.00480418+0.00153559j 0.00169148+0.000711358j -0.00408616+0.00326984j 0.00238661+0.000453927j -0.00230969-0.00279038j 0.0016757-0.00136525j 0.000102225+0.00239324j 0.000925223-0.000161729j -0.000165075+0.00141703j 0.00333824-0.000359487j 0.00446807-0.00140796j 0.00205695-0.00411783j -1.07003e-05-0.00589798j -0.00258339+0.00448328j -0.00041377+0.00560568j 9.9861e-05+7.33441e-05j -0.00194839+0.00144312j 0.00293312+0.000142865j 0.00271882+0.00327049j 0.0016745-0.000756816j -0.00190414+0.0011127j -0.00164376-0.00216034j -0.000275004-0.000764998j -0.00238618-0.00177399j 0.00016535-0.000399679j 0.00450918-0.00319595j -0.000227934-0.000736636j 0.000269617-0.000386955j 0.000546748-0.000404314j -0.00132748-0.000353414j 
0.000501317+0.000746175j -0.0013142+0.000656687j 0.000835873+0.000389202j 0.00242662+0.00046464j -0.000831884+0.00524204j 0.00147749+0.00396682j 7.49855e-05-0.00133841j 0.00594809+0.000542136j 0.00140306-0.00368937j -0.00168753+0.00153675j -0.00372931-0.00324185j -0.000564358-0.00124605j -0.00465844-0.000449199j 0.00349875+0.00463629j 0.000810327-0.0032767j 0.000359663-0.00242082j 0.00188946-8.44277e-05j 0.00182064-0.0027275j -0.00190468-0.00109191j 0.00129482-0.000730551j -0.0015023-0.000499818j 0.00192216+0.000664974j 0.00384405-0.00199522j 0.000765971+0.00475207j -0.00244995+0.00146856j -7.89874e-05-0.00497178j 0.000142233-0.0022748j -0.000620875+0.00109947j 0.00655535+0.000324794j -0.00173773+1.9519e-05j -0.00145296+0.000946283j -0.000640515-0.00149893j 0.00209673+0.00418235j 0.00197746-0.000141585j 0.000107715-0.00164866j -0.00255486-0.000775287j -0.000971359+0.00187562j 0.00444591-0.00480024j -0.000554026-0.00296172j 0.000837281-0.00179918j -0.0012558-0.00233008j -0.00129638+0.00127014j -0.00011031-0.000673579j 0.00025645-0.00121528j -0.00168082-0.00219385j 0.000621399+0.00234578j 0.00205369+0.00116355j -0.00147429-0.00156181j -0.000662492-6.1102e-05j -0.000346315+0.00135658j 0.00334815+0.00191959j 0.000119925-0.000662379j -6.10532e-05-0.000321226j 0.000426711-0.000108209j 0.00170617-0.000630466j -0.00237595+0.000608784j 0.00300708+0.00198764j -0.000955785+0.00101183j -7.21964e-05-0.000143298j -0.000515477-0.00186233j -0.000774078-0.00257072j -0.000387854+7.3825e-05j -0.000230084+0.000300259j 0.000561014+0.000602862j -0.00066457-0.00327289j -0.00149447+0.0013338j 0.000404877+2.92053e-05j -0.00053637-4.26964e-05j 0.000755489+0.000871931j 3.12424e-05+0.000990834j 0.00124959-0.000694944j -2.49802e-05-0.000419599j 0.000154663+0.00018288j -0.00133782+6.63355e-05j -0.000620066+0.00141491j 0.00124275-0.000313924j -0.000362355-0.00119067j 
0.00114411+0.000889788j -0.000204594+0.00104316j 0.000561565-0.00100603j 0.000447801+0.00176154j 7.50257e-05-0.00504528j -0.00166481+0.00106806j 0.000496797+0.00115316j -0.000402129+0.00516278j 0.000699525+0.00027138j -0.00588537+0.000480953j 0.00197083-0.00127323j 0.0019967-0.00249057j -0.00215006-0.00195884j -0.000517014+0.000863458j -0.00195721+0.00230542j -0.000315832+0.000480672j 0.00184959+0.000826666j 0.00171413+9.79285e-05j 0.000231659+0.000566418j -0.00150343+0.000294017j 0.00114608+0.000688928j 0.00248195+0.00179461j -0.000287183-0.00225592j 0.00320041+0.00201386j 0.00102181+0.0013461j -0.00270497-0.00227161j -0.00139124+1.33993e-05j 0.00149923-0.00565152j 0.000746536-0.00338947j -0.000274104+0.00154645j -0.00102591+0.000634686j -0.000579276+0.00118631j 0.00233698+0.000770572j -0.0016882+7.16329e-06j 0.000603825+0.00145371j 0.00172603+0.000488029j 2.84658e-05-0.000679572j 0.00495427+0.00371035j -0.00252254+0.00172604j -5.49037e-05-0.00164352j 0.000113502-0.000218753j 0.00191804-0.00186967j 0.00253783-0.000947112j 0.00103333+0.00178925j 0.00096048-0.000273283j 0.00122979+0.0016394j 0.000449369-0.000571j -0.001003-0.00166322j -0.000479813+0.000579127j 0.000858509+0.000432693j -0.000417048+0.000881383j 0.000690342+7.14733e-05j -0.00202271+2.93559e-05j 0.000482299-0.00170051j 0.00187619-0.000554181j -0.000850581+0.00144208j 0.000993185+0.00115552j -0.00372914+0.000369251j -0.00203292+0.00114893j -0.000884205+0.00152007j 0.00178891-0.00268095j 5.80083e-05-0.000852995j -0.00081918+0.000191262j 0.00177159-0.00127007j -0.000402681+0.000485686j -0.00149925-0.000439201j -5.0666e-05-0.00013247j 0.00130037-0.00199307j 7.83621e-05+0.0014938j 0.00114841+0.000100345j 0.00162873-0.000612313j -0.00214857-0.000140438j -0.00358641+0.000856734j -0.00154548-0.000809934j -0.0017268+0.00173197j 0.00151636-0.000345561j 0.000372668-0.00162985j 
-0.000473169-0.00110859j 0.00143659-0.000182102j 0.000240876+0.000205799j -0.000899583-2.20438e-05j 0.00156323+9.79685e-05j -0.00161123-0.00119534j 0.00152325+0.00122683j -0.00121918-0.00203867j 0.000879766-9.98032e-05j -0.000241317-0.000474565j 0.00312725-5.51615e-05j 0.00202514+0.00143605j 0.00182743+0.00122314j 0.0021087-0.000471489j -0.00191156-0.000916027j -0.000379541-0.00213587j 0.000280204-0.00197645j -0.00092864+0.00146913j 0.00134584+0.000732623j 0.000823882+0.000180851j 0.000890129-0.00100962j 0.000355607+0.000933681j 0.000397621+0.00054592j 0.00107082-0.000381153j 0.000105463-0.000304092j 0.00136829+0.0033408j -0.00161524+0.000600192j -0.00358522-0.00208739j -0.00257039+0.000859074j 0.000889591+0.000798563j 0.000972446-0.00218556j 0.00261404+0.000126972j 0.00229685+4.65713e-05j -0.00171649+0.00313607j 7.13232e-05-0.000946858j 0.00123563-0.000651706j -0.00097065+0.000296292j -0.00150755-0.000825095j -0.000146804+0.0022853j 0.000184427-0.00135738j 0.000186331-0.00103907j -0.00131283+4.41166e-05j 0.00160985-0.00199166j 0.000548815+0.000848037j -0.000440037-0.000732453j 0.00078695+0.000947495j 0.000143908-0.000183728j -0.0005357-0.000142801j -0.00116077+0.0021615j 0.000412799+0.000847823j -0.00050944-0.000325582j -0.000152638-0.0012863j -0.000529218-0.000797321j -0.000106691+0.000260342j -0.000631394-0.0005567j 0.000156544+0.0015262j 0.000333218-0.000512922j -0.000281143-0.0015601j 0.000290876-0.00153708j -0.000660496-0.0019044j -0.000708847+0.000278063j 0.000312303+0.000229173j 0.000828383+0.000232919j 0.000637169-0.000366718j -0.000794085+0.00118647j -0.000214315+0.000296941j 0.000371155+0.000357813j 0.00114289-0.00140997j -0.0014625-0.000769633j 0.000154038+0.000550008j 0.000217689+0.000519191j -0.00052348-0.00108854j -0.000476555-0.00174159j 0.000958604-0.000481146j -0.000342943-0.00108117j -0.000865913-0.00037738j -0.000141201+0.00107668j 
-0.000704324+0.00120359j -0.00137626+0.000187843j 0.0010795-0.000222569j 0.000458888-0.00189488j 0.00279185+0.00476024j 0.0011916-0.00520139j -0.00421311+0.00245578j 0.00206008-0.004288j -0.00108258-0.00143212j 0.00418093-0.00296475j -0.00360297+0.00193298j -3.6884e-05+0.00248656j -0.00136798+0.00524831j 0.00211675+0.000276003j -0.000999778-0.00462204j -0.000234335+0.000881972j 0.000544053-0.000433398j -0.00102244+0.00236032j 0.00156113+0.00107998j 0.00244443-0.00286956j 0.00035555-0.00128487j 0.00082481+0.00152227j 0.00308071+0.00284846j -0.00344847-6.33726e-05j -0.00144419-0.00104264j 0.00400022+0.00188995j 0.0015776-0.000575839j -0.00326984+0.0016054j 0.00100363+0.00548772j 0.000810229-0.00231838j -0.000117095-0.00192661j 0.00335734+0.00236188j -0.00156374+0.00197626j -0.000428862+0.000130491j -0.000118816-0.00295968j 0.00154595-0.00187013j -0.000129278+0.00114856j -0.00119736-0.00253469j 0.00159962-0.00128366j 0.00110561+0.000421509j 0.000853897-0.000841813j -0.00274036+0.000620407j 0.000251357-0.00056838j -0.000394086-0.000374483j 0.000328212-0.00188812j -0.000808757+0.00271834j -0.000513421+0.000783753j 0.000485532+5.2711e-05j -0.00224532+0.00248357j -0.00139225+0.000603093j 3.42834e-05+0.000559887j 0.00177672+0.00086933j 0.000950737-0.00087593j 0.000539446-0.000309916j 0.000847456-0.0019218j -0.00236027-0.000815742j 0.000262181-2.26249e-05j 0.000177164-0.000496471j 0.000605131-0.00103277j 0.000385682-0.00206871j -0.000166231-0.000666649j -0.00032787+0.0011943j 0.000661271+0.00134057j 0.00143726+2.04658e-05j -0.002538-0.00187107j -0.00153571+0.000445374j -0.000303044+0.00211189j 0.000328631+0.000493121j 0.000662853-0.000534357j -0.000850076+0.000284456j -0.000369732+0.00139744j 0.00227538-0.000795646j 0.000488349+3.63697e-05j 0.000656719+0.000274426j -8.53454e-05-0.000380678j 0.000642847+0.000761856j 0.000794131-0.000236908j 
-6.26969e-05-0.000507297j 0.000634046-6.46861e-06j -0.000329468-0.000766223j 0.000577788+0.000560144j 0.000967717-0.00201797j -0.00136692+0.00221427j 0.000719596+0.00124466j 0.000248252+0.00241238j -0.000809168+0.0020456j -0.00324987+0.000957057j 0.00269029-0.00133194j 0.00214414-0.000809725j 2.60273e-05-0.00235375j 0.00141598+0.00220164j 0.00113564+0.000988819j -0.00127554-0.00249511j 0.000526093+0.000152788j 0.000150729-0.000384552j -0.00180986+0.000112034j 0.000505821+0.0022873j -0.000106928-0.000694124j 7.64209e-05-0.000203445j 0.000776223-0.000706183j 0.0027282+6.88021e-05j -0.000417718+0.000540075j -0.00099621-0.00155803j -0.00251366+0.000642152j -0.00225673-0.00175449j 0.000141159-0.00085446j 0.000698124+0.000728123j -0.000619781-0.000118641j -0.000263468-0.000291337j 0.00169794-0.000544374j 0.000283855+0.00188052j -0.000175106+0.000850537j 0.000216029+0.000441172j -0.00150825+0.000754095j 0.000633789-0.000532337j -0.000936235+0.000748027j 0.000208541-0.00113601j -0.000757863-0.000355384j -0.000146408+0.000710499j 0.00145272-0.000856297j -0.00010339-0.000820156j -0.000925997-0.00145705j -0.000722218+0.000402611j 0.00121992+0.00124002j -0.000746781-0.000444125j 0.000459062+0.000227618j -0.000235253+0.00143398j 0.0012064+0.00053812j 0.000349739-0.00110618j -0.000801275+7.3748e-05j 0.000171528-0.000206168j 0.000519279-8.77816e-06j -0.000853437+0.00195203j 0.00109198+0.00145532j -0.000694363-0.00103094j 4.05489e-05-0.000480757j -3.21235e-05-0.000757922j -0.000170321-0.000473035j 0.000375711-0.000543796j 0.000374192+0.000714646j 0.000372098+0.000367647j 0.00019334-0.000728245j -0.00103495-0.000307474j 0.000204137+0.000354464j 0.00123309-0.000874971j -0.000975247-0.00110168j -0.000560112-0.000432112j -0.000129266+0.000246556j -0.000536764-0.00102081j 0.000261146-0.000506383j 0.000209521-0.000259539j -0.000381582-0.000189142j -0.000247047-0.000109978j 6.96651e-05+0.000358811j 
-0.00287689-0.00207441j 0.00264032-0.00241317j 0.000313431+0.00192044j -0.0048484-0.00111556j 0.00450948+0.000209634j -0.0042097-0.00558349j -5.67703e-05+0.00353895j -0.0065727-0.00545557j -0.00260789+0.00308694j 0.00478537-0.00374421j 0.00262983+0.00353802j 0.00290392+0.00365354j 0.00463551+0.00518924j -0.00206228-0.00321254j -0.00324892+0.000489817j -0.000681836+0.00110655j -0.00155425-0.00334496j -0.00073259+0.00471088j 0.0037854+0.00129502j -1.87387e-05-0.00105335j 0.00107792-0.00071374j 0.000476488+0.000632276j -0.00206468+0.00380514j -0.000888581-0.00311484j 0.0011989+0.000217886j 0.0044528+0.0070233j -0.000106918+0.00112306j -0.00318649+0.000592163j -0.00555189+0.00525825j 0.0018118-0.000241551j 0.000720136-0.00068145j 0.00420637+0.00112854j -0.00344754-0.00212994j -0.00121707+0.00106368j 0.000350546-0.00126404j 0.00297093-0.00103939j 0.000431041+6.34668e-05j -0.00311636+0.000650045j 0.001376+0.00322592j -0.00102016-0.000439034j 0.00293341+0.00134603j -0.00125412-0.000767195j 0.00101471-0.00311463j -0.00126946+0.00160569j -0.000741123-0.000506571j 0.000377493+0.00157428j -0.000235572-0.000809103j 0.000700303+0.00069302j -0.000701443+7.10483e-05j 0.000988358+0.00107252j -0.00390023-0.00093414j 7.85461e-06-0.00127537j -0.00089265-0.000353702j 0.000738546+0.0021405j -0.0040644+0.000493016j -0.000264726-0.00073137j -0.0012935-0.0016025j 0.00185972-0.000844009j 0.00165077-0.00181201j -0.00129623-0.000868843j -0.00130063+0.00225973j 0.00193181-0.000687794j 0.00123858+0.000290997j -0.00199608-0.000467549j -0.00109475+0.00202522j -0.000336619+0.000338058j -0.000182943+0.00271655j 0.000193935-0.000371004j -0.000198836-0.00236324j 0.000542665-0.000630517j -0.000409529+0.00127905j 0.00210567-0.00191515j 0.000164859+0.000220316j 0.00211276+0.00109486j 0.00153132-0.00216126j -0.00296092+0.000224574j 0.000337375+0.00326882j 
