-0.0536891+0.216264j -0.216258-0.0508296j -0.139154-0.187445j 0.192628-0.133257j 0.00734746+0.133813j -0.147552-0.0230206j -0.0304001+0.107141j 0.0457919+0.000708841j -0.0233374-0.0051837j 0.0217026+0.00611216j 0.0293644-0.0741889j 0.0483961+0.12914j -0.159102-0.0495935j -0.123283+0.0829097j 0.0108224+0.109553j 0.0552892+0.166629j -0.00840827-0.0170618j -0.107981+0.0153266j 0.0767634+0.0273054j -0.016375-0.030614j -0.103459+0.0995667j -0.0271293-0.0432888j -0.0298675-0.118795j 0.0572947-0.0753352j 0.0521982-0.032175j 0.0411606-0.0735299j 0.0614529+0.029552j -0.0541195-0.0193735j 0.141427-0.0209964j 0.0197341+0.0676175j -0.0268454-0.0482695j -0.0587307+0.078989j 0.0398204-0.0093717j 0.0347012+0.0421077j 0.0343747-0.0695534j 0.120603+0.0182576j 0.131847+0.0165752j -0.0794394-0.0298877j -0.0351413-0.129232j -0.0383615+0.0317452j -0.0121912-0.00202011j 0.0571529+0.125761j -0.0214793+0.0218761j -0.00912472+0.0464811j 0.0851816-0.00414099j 0.0980575+0.0355785j 0.0118355-0.0147353j 0.0661953-0.00906951j 0.0430671-0.0525132j 0.00581453-0.100241j 0.0955308+0.0099476j 0.109349-0.0275487j 0.00988694+0.10561j 0.0653309-0.126082j 0.042568-0.0465647j -0.0187807-0.137253j -0.043357+0.0676479j 0.047946-0.0208669j -0.0818316+0.0137732j 0.04607+0.00549397j 0.0147938-0.00518617j -0.0419142-0.0404793j 0.073422-0.0484539j 0.066557-0.0684635j -0.0571272-0.0915912j -0.0646596-0.0359796j -0.116852-0.010471j -0.0286726-0.0242327j 0.0856066+0.0644959j 0.0106514-0.0796915j 0.016644+0.0547086j 0.077089-0.123762j 0.117557+0.023667j -0.235952+0.0925463j 0.0889128+0.235723j 0.133448+0.139897j 0.137375-0.132486j 
0.000145404-0.000524445j -0.000367065-9.22039e-05j -0.000570888+0.000543322j 0.0026875-0.00118091j -0.00244536+0.00773301j 0.0036097+0.00270445j -0.000279317-0.00750808j 0.00273141+0.000963729j 0.00178973-0.00855412j 0.0024569+0.00123736j 0.00273156-0.00319231j -0.00175399+0.00189283j 0.00237126+0.00683448j 0.00551223-0.000120686j 0.00529931+0.00857435j 0.0066447-0.0030866j -0.000915157-0.00243545j 0.00250557-0.0033531j -0.00231339-0.0112504j 0.00708414-0.00253011j 0.00419146-0.00243837j 0.00115278-0.00419305j 0.012272+0.014268j 0.00818839-0.00936511j 0.00285639-0.0082586j 0.0119591-0.00699716j -0.00387103-0.00166723j -0.010672+0.00308819j 3.12958e-05-0.00253456j 0.00773352-0.00147709j 0.00410227-0.00350746j -0.0053618-0.00490159j 0.000514573-0.00317981j 0.0016849+0.00494284j -0.005611+0.00452978j -0.0085733-0.000772557j -0.00562892+0.0022166j -0.00990792-0.0116187j -0.00225044-0.00468831j 0.00229357+0.00928792j -0.00466484+0.000536483j -0.002074-0.000614007j -0.00446677+0.00653857j -0.00384667-0.00635921j 0.00386057+0.00512178j -0.00348227-0.00053486j 0.00239381+0.00234938j 0.0010048+0.0040555j -0.00491505+0.00329347j -0.00578266+0.00536307j 0.00455455+0.00810962j -0.00583121+0.00314109j 0.00382296+0.00478576j 0.00389325-0.00200266j 0.00262022+0.00494971j -0.00307435+0.00198646j 0.00369406+0.00154312j 0.00535596+0.00220566j -0.000241111+0.000160285j 0.00190345+0.00326257j -0.00265963+0.00171882j -0.00343766+0.00222371j -0.000545386+0.000530064j 0.000102862+0.000340051j 4.92243e-05+0.00100844j 0.00242476+0.00194306j -0.0029336-0.000697728j -0.00126844-0.00238029j 0.00169728-0.00202583j -0.00232045+0.000906451j 0.00186403-0.00115053j 0.000279864+0.00107149j -7.7519e-05+0.0026208j 0.000710302-0.000659383j -0.00165011-0.000151657j 0.0017306-2.14323e-06j -0.000344231-0.00202514j 
0.000166878-0.000462832j -0.000117923+0.000211249j -0.000732563+0.000927778j -0.0001207+4.39046e-05j -0.00194952+0.00354951j -0.000843864-3.98456e-05j 0.00045475-0.000423203j 0.00151108-0.00113732j 0.00169101-0.00113638j 0.00231798-0.00141291j -0.0001807-0.00268019j 0.000149171-0.00251364j 0.00509995-0.00285499j 0.00605596+0.00193658j -0.00161284+0.00179896j 0.00367802-0.00851161j 0.00095591+0.00133228j -0.00459471-0.00611676j -0.00358872+0.0013038j -0.0041561+0.001966j 0.000351098+0.00359504j -0.00452235+0.00254235j -0.00285455+0.00271183j -0.000704221-0.00343149j -0.0067146+0.0021091j 0.00081123-0.00304804j -0.00118798+0.00308404j -0.00183486-0.00558947j -0.000436872+0.00055475j 0.00222366+0.000743115j 0.00157257+0.00136691j 0.0013419-0.0025345j -0.00202375+0.00253637j -0.00419473+0.000630692j 0.00241541-0.00685298j -0.000317807-0.000114769j 0.00656379-0.0023998j 0.000829046-0.00256392j 0.00130019-0.000511574j 0.00225698-0.000852725j 0.00450488-0.00463195j -0.0109494+0.00357968j -0.0021335-0.00419834j -0.00343428-0.000732785j -0.00185105-0.000685921j 0.00131015-0.00456235j -0.00161478+0.00477851j 0.0042471+0.00543814j 0.000910828-0.00517064j -0.0064244+0.00410181j 0.00369212+0.00116239j -0.00263035+0.000653819j -0.00331138-0.0042473j -0.00405051+0.00353499j -0.00141864-0.00571859j 0.00306209+0.00380264j 0.00175174-0.00250948j 0.00358877-0.00387242j -0.00189499-0.00575322j -0.0014374-0.0058064j -0.00284723-0.00193681j 0.00328259-0.0029016j -0.000936404-0.000790034j -0.0013976+0.00114958j 0.00278833-0.00261918j -0.000929825-0.00097075j 0.0012581+0.00135881j -0.00446435+0.00280505j -0.00103163+0.00244327j 0.00214009+0.0004199j -0.0014594+0.00031233j 0.00155902+0.000915155j -0.000115061-0.00249156j -0.000450843+0.000976296j 0.00145626-0.000607061j -0.000406474-0.00044299j -0.000945827+0.000789476j 
-0.000250909+0.000317786j -0.000385396-0.00029526j -0.000236103-0.00040748j 0.000936772-0.000190601j 0.00150397+0.000146123j 0.000760832+0.00345515j 0.00249441-0.000860308j 0.000201586-0.000781811j -0.000787328+0.00193397j 0.00391226+0.000851684j -0.000489149-0.00514097j -0.000148302+0.000920522j 0.00217473-0.00214676j -0.00410996+0.00223451j 0.00557924-0.00550841j 0.00619591+0.00300661j 0.00335673+0.00239411j 0.00107317+0.00760668j -0.00376392+0.000986133j 0.00268786+0.00338315j -0.000571892-0.00234249j 2.10966e-05+0.000219399j 0.00218109-7.19091e-05j 0.00369459+0.00330787j -0.00572451+0.00373295j -0.000869666+0.00331856j -0.0078726-0.00072163j 0.000159975+0.00115894j -0.00243456-0.00448475j -0.00310034+0.00231306j 0.00471605-0.00246546j 0.00149352-0.00025842j -0.00453552+0.00485884j 0.00525848+0.000265827j -0.00985444-0.00282106j 0.00497872-0.000301075j -0.000269557+0.00424014j 0.00314222-0.000794435j -0.00352134-0.00198367j 0.00213239+0.000864148j 0.00131064-0.00148878j 0.00304833+0.00361567j 0.00179381-0.00640949j 0.00120805-0.0044913j 0.0047892-0.00261436j 0.00475789+0.00299193j 0.00418961-0.0038124j -0.00797288-0.00551252j 0.00232257+0.00470235j 0.000889039-0.00143077j 0.00896809-0.000371354j 0.004691-0.0034863j -0.00801867+0.00152446j 0.00330057+0.00189427j -0.000401762+0.00302256j 0.00391156+0.000586473j -0.00180183-0.000581981j 0.00406782+0.00599963j 0.00300094-0.00224308j -0.00174267+0.00168746j 0.00489822+0.00369099j 0.00258772+0.00440724j -0.00113131+0.000585152j 0.000431618-0.00360567j 0.00200876+0.000420928j 0.000746105+0.00178599j 0.00261164+0.0009052j -0.00297645+0.00248574j 0.0014986+0.00145053j -0.00106628+0.000222795j 0.000506909+0.00155442j 0.000935659-0.000518834j -0.000375672+0.000863238j -0.000420008-0.000250178j -0.000550241+0.000429206j -4.10631e-05+0.000240778j 0.000286438-1.22294e-05j 
-5.78537e-05-0.00010707j -8.31975e-05+0.000209777j 0.00055483-0.000807431j 0.000820316+0.00081523j 0.000136884-0.000166844j -0.000270441+0.000181484j 0.000992567+0.00104965j 0.00206688-0.00152416j -0.00124979-0.00167699j -0.00420454-0.00224541j 0.00173662+0.000143563j 0.00143886+0.00427645j -0.00163318-0.00333567j -0.00124416+0.00334757j 0.00066092-0.00456583j -0.0030985-0.00390043j -0.00117174-0.0037324j 0.00162498+0.000703705j -0.000467348-0.001714j 0.00216343+0.00185942j -0.00148029-0.0026988j 0.00263809-0.000720472j 0.000337426-0.00567337j 0.00367306+0.00690868j 0.00141669-0.00164069j -0.00202218+0.00272077j 0.00116773-0.00284204j -0.00180398-0.00220276j 0.00337725+0.00325166j -0.00351713+0.00197578j 0.000231137+0.00136499j 0.00186368-0.000752271j 0.00424386+0.0041925j 0.00147602+0.00187528j 0.001929+0.00134481j -0.00325036-0.00139137j -0.00425705+0.00245059j 0.00406927-0.000597552j -0.000291578+0.00111951j -0.000962116-0.00369004j -0.00119427-0.00160868j 0.00196996+0.000796334j 0.00414096-0.000464558j 0.00400927+0.00102082j -0.00230235-0.00509837j -0.00235951+0.00406004j 0.0011071-0.00088979j -0.00142992-0.00386477j 0.000299904-3.56416e-06j 0.00246904-0.00178842j -0.00212515-0.00204934j 0.000279397-0.00539512j 0.00320516-0.00108011j 0.00189032+0.00101833j 0.00136483+0.00199725j -0.00424427-0.000490769j 0.00319854+0.00313306j -0.00275188-0.000749798j 0.00264583-0.000418726j 0.000335381-0.00506057j -0.00200654+0.000845339j -0.00326989+0.00125784j 0.00167139+0.000302695j -0.000757876+0.00218876j -0.00219187-0.000142338j -0.000828221+0.00271041j 0.00107902+0.000344738j 0.00245182-0.000104944j -2.84524e-05-0.00232493j 0.000650018-0.000749788j -0.000406585-0.00148349j -0.000187532-0.00121427j 0.00112635-0.00102391j 0.000848761+0.000383242j 0.000312153-0.00089121j -0.000124605-1.91703e-05j -9.02981e-05+0.000412604j 
-0.000270475-0.000301049j 0.000303175-0.000390364j 1.40352e-05+0.000518169j -0.000913294+6.76401e-05j 0.000798917-0.000871233j 0.000537387+0.000588703j -0.000502932+0.000212066j -0.00125911+0.00149486j 0.000435597+0.002741j 0.00295194+0.00129066j -1.41489e-05+0.00107609j -0.00156536-0.00294632j 0.000948078+0.000742877j 0.00164383-0.00208472j -0.00160828+0.00462242j 0.000651255+0.00146217j 0.00193765+0.00151937j -0.000836243-0.00439238j 0.000120811-0.000107313j -0.00248514+0.000374056j -0.00132492+0.00353422j -0.00349733+0.000275446j -0.00163451+0.00365047j -0.00182578-0.00297069j -0.000185424+0.000106684j 0.00134066-0.00461204j -0.000510266+0.00268725j 0.00234713+0.00108565j -0.00173004-0.00157559j 0.00274896-0.0013531j -0.00173988+0.000827522j -0.000991204-0.00194897j -0.00302355-0.00442959j -0.00169203+4.79534e-05j 0.000761856-0.00133246j 2.49372e-05+0.00127249j 0.00216391-0.00220408j -0.00392484-0.000393628j 9.4943e-05+0.000420597j -0.000739456+0.0008774j 0.00228179+0.00255955j -0.00181726-0.00015436j -0.0015112+0.000950833j -0.0012799+0.00219165j -0.000400044+0.00395424j 0.00290468-0.0055772j 0.000281827+0.000738804j 0.000567103+0.00251798j 0.00103923-0.00267123j -0.000541981+0.00165381j 0.00142378+0.000104871j -0.00167981+0.00289764j -0.00142989-0.000608142j -0.00231481+0.000846797j -0.00232623-0.00203403j 0.00188715-0.000126939j -0.00161919-0.00203896j 0.000575805-0.00143829j -0.00274781+0.00114925j -0.000639762+0.00236164j -0.000202102-0.00307792j 0.00170292-0.00536816j -0.00121327-0.00214877j -0.00109194+0.00082251j 0.00069114-0.000371675j 0.00069274-0.00368756j -0.0021722-0.000612732j -0.00118717+0.000150685j -0.000117822+0.00190634j 0.00125767+0.000565198j -0.000278034+6.52717e-05j -0.000142578+0.000906155j -0.000240213-0.000636247j -0.000585695+0.000198376j 0.000503657+0.000258134j -0.000363815+1.82418e-05j -0.000113532+0.000344864j 
0.000427745-0.000473853j 0.000461272+0.000574941j -0.000755825-2.09321e-05j 0.000245497+0.000682588j -0.00149334-0.00123837j -0.000523286+0.00198371j 0.00210236+0.000721659j -0.000125355+0.00113142j 0.00193717+0.00217287j -0.00661727-0.00315538j -0.00539495+0.000711947j -6.97944e-05-0.00607985j -0.00177427-0.00494895j -0.000625076+0.00283006j -0.00295556+0.000253302j 0.000426566+0.00159547j 0.00214551+0.00954673j -0.00186759-0.000463959j -0.00627881-0.00377018j 0.00216136-0.000186023j -0.00170649-0.000191101j 0.00355246-0.00279447j -0.00402411-0.00457583j -0.00207269+0.00598223j -0.00379466+0.00477775j -0.00595121+0.00144801j 0.00236889-0.0047046j 0.00181187-0.00212596j 0.00325803+0.000254592j -0.00257034+0.00259382j 0.00202832+0.00258055j 0.00087686-0.00401745j -0.00239414-0.00101387j 0.00270734-0.00674233j 0.000983816+0.000724805j -0.00156376-0.0059676j 0.00286214-0.0061148j 0.00524999-0.00104203j 0.000216743-0.00329787j -0.00334261-0.00357344j -0.00297785-0.00283902j 0.000835772+0.00308773j -0.00101554-0.000949698j -0.00166703-0.000892503j -0.00243268-0.00328505j -0.00349222-0.00199497j -0.00709201+0.00205873j -0.00269253-0.0023514j 0.00211451-0.00512806j 0.00380676-0.00344601j -0.00072011+0.00186225j 0.00371553+0.00329082j 0.00489499-0.000471319j -0.00128915-3.93527e-05j -0.00170207-0.00170393j 0.00359256+0.00162768j -0.00160794-0.000743634j 0.00102307-0.00115981j 0.00243794-0.00439979j 0.00250012-0.000150381j 0.00417835+0.00244013j -0.00411062-0.00208242j -0.00203287-0.00243255j 0.00161513+0.00101248j -0.0038879-0.00168857j -0.00201862-0.00096391j 0.00338286-0.00372565j 0.00281447+0.00322012j 0.000945533+0.00355312j 0.00239094+0.00381532j 0.00214773+0.0012262j -0.000371717-0.000240466j -0.00282756-0.00459073j -0.00227589-0.00139872j -0.00153815+0.000894017j -8.87152e-05-0.000507349j -0.000404292+0.000539636j 
0.000144231-0.000319129j 0.000481224-3.99541e-05j -0.00124617+4.95011e-05j -0.00207476-0.000880046j 0.00347996-0.0025064j -0.000890837+0.00169265j 0.00370915+0.00216064j -0.00265873-0.000867143j 0.00132219+0.00413669j 0.00344972-0.000908864j 0.00464484+0.0051394j -0.00303025+0.00427093j 0.00317169+0.000981834j -0.00457451+0.00198723j -0.00385448+0.00253693j 0.00682029+0.00147023j 0.00548799-0.00490642j -0.0001744+0.000288137j 0.00156097-0.00570021j 0.000344107+0.00395007j -0.0053885+0.00433081j -0.00259189-0.0021233j -0.000282566+0.000250606j 0.00546744+0.00397218j -0.00325736-0.00102815j 0.00216442+0.000482331j -0.00451044-0.00366775j -0.00175155+0.00160794j -0.00337903+4.64403e-05j -0.00132803+0.00420288j 0.00137485-0.00085884j 0.00181815-0.00820754j -0.00151182-0.00612657j 0.00240284+0.00652733j 0.00294685+0.0020738j -0.00136758+0.000518552j -0.00461611+0.000100007j -0.00411185-0.00408434j -0.00209096+0.00323867j -0.00133809-0.00609694j 0.0028517+0.00203587j 0.00756276+0.00371422j 0.00755837-0.000616861j 0.00247737+0.00324447j -0.00448917+0.00285996j 0.00265177+0.00239527j 0.0029245-0.00206811j -0.00281525-0.00479127j 0.00186049-0.00651892j 0.0103678-0.000818774j 0.00123874-0.00257506j 0.00156247-0.00133398j -0.000185261-0.000678795j 0.000916822+1.66495e-05j -0.00621364+0.00160997j 0.00117102-0.000655507j -0.0016559+0.00162199j 0.00386796+0.000699391j 0.000330416-0.00331959j 4.45237e-05+0.00185439j -0.000360305-0.00360003j 0.000378594-0.00598039j 0.000918312-0.00292019j -0.00120852+0.00216473j -0.000951811+0.00254173j 7.46006e-05-0.00429194j -0.00274522-0.000470211j 0.000239049+0.000592519j 0.0019374+0.00112826j 0.00279632+0.000128562j -0.00078955-0.000478294j 0.000433815+0.00144668j -7.93332e-05-0.00161179j -0.000110502+0.000371523j 0.00122695-0.000400524j -0.000602423+0.0011504j 0.000886679+0.000625111j 
-0.000985448-0.00204473j 0.001297-0.00101488j 0.00221998+0.000981639j -0.000683022+0.00295715j 0.00209409-0.00135408j 0.00269429+0.00474228j 0.000111028-0.000969004j 0.000841924+0.000962403j -0.00568145+0.00166694j -0.000615256+0.00243057j 0.00152066-0.00134753j -0.00143635-0.00121169j 0.00100417-0.00868367j -0.000815895-0.000541038j 0.00699045-0.0019535j -0.00542241-0.000755308j 0.000836706-0.00104448j 0.00333606-0.00604034j -0.00247107-0.000672684j -0.000388636+0.00692235j -0.00422276-0.00115j -0.00536475-0.00184294j -0.00396684-0.00269713j 0.00430077+0.00581824j 0.00546587-0.00423105j -0.00276874-0.00261337j 0.00109872+0.0041811j 0.00556134-2.62892e-05j 0.00134046-0.0017176j -0.00180067-0.000863728j -0.000160006+0.00526216j 0.000854323-0.00252926j -0.00195144+0.00298783j -0.000793623+0.000312534j -0.00527916+0.000142256j -0.00605566+0.000115399j -0.00374049+0.000842275j -0.00109503-0.000379691j -0.0014069+0.00106209j -0.00415544+0.00203451j 0.00142196+0.00446871j -0.000523131+0.00176408j -0.000116049+0.00110846j 0.00686993+0.00464342j 0.00154877-0.00322447j 0.00436197-0.00921228j 0.00399513-0.00198853j -0.00562835-0.00323555j 0.00581391+0.00173481j -0.00135495-0.00323909j 0.0047643-0.00430245j -0.00306877-0.00709891j -0.00120144-0.00217647j -0.000467284+0.00771644j -0.000396008+0.00438481j 0.000235504-0.00226337j 0.00114119-0.00171651j -0.0031685-0.000303601j 0.00366779+0.0041818j -0.00155592-0.00441395j 0.000679364+0.00169928j -0.00145187-0.00351326j -0.000826527-0.00448819j -0.00510316+0.00318348j 0.000272418-0.00105952j 0.00304148-0.000729907j -1.0181e-05-0.000875389j -0.00195459+0.00243593j -0.00215182+0.0016182j 0.00192296+0.000299656j -0.00296492-0.00141027j -0.000270181+0.00182761j 0.00135262-0.00268816j 0.000563082+0.000886424j 0.00157435-0.00142663j -0.00144818-0.000610017j -0.00131768+0.00181307j 
-9.52732e-06+0.000300682j 0.000107023+0.00057487j 0.000791477-0.00163654j -0.000439147-0.000644995j 0.006761-0.00199198j 0.000206229-0.00216212j -0.00105788+0.00169177j -0.00293083+0.000357367j -0.000683193-0.000745558j 0.00117699-0.00475769j 0.0052763+0.00349084j 0.00129943+0.00350941j 0.00466307+0.00490786j 0.0015678-0.00100566j -0.00476126+0.0074338j 0.00584915-0.00137095j 0.00382578-0.000551457j -0.00162002-0.000320579j -0.000829855-0.00710226j 0.00240074+0.000457272j 0.00109039+0.00136873j 0.00113581-0.000949805j 0.00532736+0.00603952j 0.00861244-0.00293647j -0.000670394-0.00369766j 0.00429038-0.00261372j -0.00574743+0.000228244j -0.0065331-0.00604332j -0.0044516-0.00171487j 0.00509492+0.00255595j 0.00403316-0.00257994j 0.00161569-0.00411624j -0.000749488-0.00614605j -0.00149078+0.00535687j -0.0011198+0.00407755j 5.40119e-05-0.001922j -0.00159166-0.00147717j -0.00670124-0.00348491j -0.00370833+0.00177806j 0.000837432-0.000465734j 0.000363962-0.000248467j 0.00229289+0.00203487j 0.00407735+0.00054984j -0.00163998+0.00080127j 0.0003836+0.00281322j -0.00139367+0.00223499j -0.00127356+7.63733e-05j 0.000254665-9.39468e-05j -0.00208993-0.000779224j 0.0034479+0.00244181j 0.00231505+0.00064252j 0.000925663+0.00336081j 0.00103183+0.000835957j 0.00121267-0.00304077j -3.55806e-05-0.000122416j -0.000357786+0.00383548j 0.0015076+0.00090861j 0.00362641-0.00173793j -0.00127352-0.00345316j 0.00260619+0.00278677j 0.000184009-0.00111494j -0.00137165-0.00300809j 0.000171719-0.000511885j 0.00281736-0.000958699j -0.00323305+0.0019204j -0.000584716-0.00348574j -0.00262705+0.000459147j 0.00234367-0.000566832j 0.000767663+0.000689409j 0.00128853+0.00147837j 0.000331266-6.86401e-05j 0.000709539+0.000738271j -0.00186292-0.000317508j 5.8346e-06+0.000116347j -7.90501e-05+0.000285539j 0.000390869+0.000736651j 0.000985859-0.000100337j 
4.58507e-05-0.000986522j 0.00100461+0.000289319j 0.000806994+0.00111348j -0.00137114-0.00013598j -0.00106836+0.000833737j 0.00226057-0.00423087j -0.00106159-0.00198977j -0.00219036-0.00412079j -0.000482627-0.0027963j -0.00193397-0.00196662j -0.00297587+0.00317618j -0.000457685+0.000545394j 0.00111151+0.00197557j -0.00211034-0.00326131j -0.000862002-0.00182322j -0.00114625+0.0024658j -0.00164828+0.00380081j -0.00142327+0.00292898j -0.00149936-0.000118264j 0.00299228-0.00281081j 0.00122656-0.00365987j 0.00285993-0.00452798j -0.00386544-0.000470602j -0.000394965-0.0018533j 0.00259285-0.00105666j -0.00168065+0.00854068j 0.00289185-0.00177344j -0.000941605+0.000444096j -0.00198275-1.85677e-05j 0.0010929+0.000811212j 0.00450933-0.000180938j 1.5072e-05+0.00133967j -0.000997183-0.00189523j -0.000351846-0.00524256j -0.000982933+0.00215424j -0.0014078-0.00351312j 0.000629283-0.00240333j -0.0016279-0.000769168j 0.00127665-0.00102709j -0.0019076+0.00279119j -0.00431161+0.000108656j 0.00114326-0.00116303j -0.00306803+0.00217907j -0.000930536-0.00195129j -0.000354836-0.000349588j -0.00421077+0.000846735j -0.00579277+0.000499361j -0.000571285+0.000587113j -0.000708611+0.00164927j -0.000303226-0.00546031j -0.00376256-0.000573787j 0.00205965+0.000284869j 0.00575912-0.000312932j -0.00114598-0.000996902j 0.000713328+0.000734745j 0.00140062+0.000492406j -0.00214117-0.00127976j 0.000538371-0.00107067j 0.00307563-0.00160792j 0.00328018-0.00109025j 0.00219744+0.00569839j -0.00308749+0.00382392j 8.91321e-05+0.00129539j 0.00107051-8.44548e-05j -0.00247672+0.00194034j 0.00184723+0.00114355j 0.00189564-0.00176036j 0.00154438+0.00169457j -0.000827015-0.000454375j 0.000113633+0.00144496j -0.000113822+0.000258587j 0.000788448+0.000584038j -0.000267759-0.000461172j 0.00154335-0.000490354j -0.000143206-0.00150246j -0.000323049+0.000115831j 4.59439e-05+0.000459377j 
0.000785549-0.000644084j 0.00092093+0.0011554j 0.00140911-0.00138451j -0.00180233-0.000572064j 0.00648338-0.00187928j 0.00155908-0.00654557j -0.00234205-0.00171271j -0.00698712-0.00501893j -0.00566962-0.00612509j 0.00252453-0.0061202j 0.00500048+0.0039596j 0.000526054+0.00505713j 0.0128753+0.00243539j -0.00214479-0.00929648j -0.00129901+0.00721823j 0.0022297-0.00314316j -0.0023916-0.000771489j -0.00433371+0.000739306j -0.000201651-0.00423464j -0.000167448+0.00121273j 0.00511605-0.00225143j 0.00100286-0.00366879j -0.00185193+0.00413944j 0.00889121-0.00762805j 0.00646038-0.00659722j -0.00082355+0.0061792j -0.0011684+0.00415145j -0.00480432-0.00903423j -0.00786846-0.00477861j 0.00504432+0.00251874j 0.00902109+0.000891866j 0.00140682-0.00067623j -0.000674656-0.00563513j -0.00662629+0.000592173j -0.00527167+0.00461096j -0.000213342-0.00267457j 0.00156359-0.00366167j -0.00971514-0.000416501j -0.00241373+0.00127945j -0.000248837+0.00561394j -0.0013162+0.00053765j -0.00170656+0.00298801j -0.00118004+0.0035011j -0.00205186+0.00193837j 0.00326103+0.00243804j -0.00399054-0.0025028j -0.00422809-0.000900019j 0.00301262+0.0025849j 0.000462621+0.004383j -0.00135625-0.00106805j 0.000594973-0.00129354j -0.000208206-0.000478073j 0.00472073+6.37435e-05j -0.00125513+0.000176827j 0.000133174+0.00129175j 0.00302779+0.00458818j -0.000697767-0.00284125j 0.00352511-0.00443758j 0.00110993-0.00206408j 0.00412025-0.00126525j -0.00069381+0.00746177j -0.00324189+0.00171714j 0.00158626-0.000210227j 0.00099114+0.000402702j -0.000670568+0.00418111j 0.00390913-0.00111609j 0.000634448-0.000890393j -6.39224e-05+0.0015641j -0.00234097-0.000646245j 0.00121885+0.000407341j -0.00259921-0.00038923j 0.000952461+0.00196109j -0.000195271-0.00135508j 0.00206063-0.000326038j 0.000686846-0.00215149j -0.0001478+0.000624055j 0.000354111+0.000402129j 
0.000939502+0.00241257j -0.00213325-0.000558106j -0.00491949-0.0022435j 0.00167964+0.00172543j -0.00774823-0.00848036j -0.00746599+0.00721155j 0.00617868-0.00236023j -0.00191278+0.0112336j -0.000267642-0.000835332j -0.0169407-0.00382573j 0.00553489-0.00510755j 0.00492049-0.00379115j 0.00303314-0.0137149j -0.00301915+0.00671399j 0.00334881+0.0115753j 0.00353432-0.00820819j -0.00381848+0.0050059j 0.00428295-0.00454534j -0.00951043-0.00748328j -0.00594633+0.00229289j 0.00193623-0.000262749j 0.00244769-0.00387273j 0.00272839-0.0080591j 0.00732327+0.00566608j 0.00125714+0.00231264j -0.00618653-0.0127664j -0.00406367-0.00365902j 0.00613072-0.00771269j 0.00740164-0.0102499j -0.0056123+0.00509777j -0.00182022+0.00350215j -0.00801179-0.00350637j 0.00513915+0.00429046j 0.00269115-0.00249004j 0.000534581+0.00547295j -0.00701559+0.00233742j 0.00235166-0.000132357j 0.00960347+0.00711044j -0.00659033-0.00334551j 0.00107786-0.000337848j -0.0016202-0.00138797j 0.000633462+0.00189504j -0.0003823+0.0017392j -0.00137599-0.00125244j 0.00457135-0.0014208j -0.0033162-0.00127112j -0.000364532+0.00155874j 0.00150022+0.000822788j 0.00330989-0.00274564j -0.000822428+0.00281745j 0.00393429+0.00455049j -0.0018971-3.45365e-05j 0.00101428+0.00201436j 0.000994827-0.00220405j 0.00449472+0.00454079j 0.00240128+0.0042995j 0.00390958+0.0025976j -0.000566919-0.000713366j -0.00349664-0.000655798j -0.000175973+0.000355143j 0.000759944-0.000192145j -0.00159457+0.000131242j -0.000471307-0.00415055j 0.00146608-0.00283387j 5.17076e-05+0.000706465j -0.00128294+0.00415773j 0.00267328-0.00502609j 0.00231953-0.00235589j -0.000247711+0.00255045j 0.00101791+0.000239589j 0.00232597-0.00189949j -0.0033168+0.000318892j -0.00203102-0.000445613j -0.00358736+0.000460596j 0.000198214+0.0028499j -4.38374e-05-0.000746854j -0.000540259-0.000537548j 
