0.176391+0.0867161j 0.0868013-0.178j 0.218462+0.124588j -0.138556+0.249813j 0.183665+0.117803j -0.00334472+0.15219j -0.0542586+0.0986883j -0.118462+0.161882j 0.0976538-0.0807969j 0.0592635+0.0487647j 0.123161-0.0366077j -0.0788506-0.0592977j -0.0249518+0.00950684j -0.0730326-0.0118534j 0.156496-0.00795325j -0.0925962+0.0197005j -0.0243526-0.00930085j 0.0540323+0.0485634j -0.0404265+0.0969776j 0.117413-0.00903821j -0.0169538-0.00397189j -0.103957-0.118196j -0.102193-0.0422535j 0.0765677-0.0307415j -0.144547-0.145062j 0.00481381+0.185239j 0.0538452-0.244261j 0.224185-0.0087306j -0.0388152-0.323949j 0.321505-0.0393722j 0.176952-0.125641j 0.122422+0.176257j -0.0684774-0.108857j -0.113154+0.0713024j 0.0541404+0.050535j -0.00954257+0.069788j -0.0400313+0.0472921j -0.0628528+0.0168582j 0.039197-0.00525355j 0.0251531+0.0114049j -0.0398378-0.00434697j -0.0264007-0.0376464j -0.0133693-0.0225775j 0.0109275-0.0116934j -0.00798488-0.0118867j 0.00524763+0.00883154j -0.0116055-0.025438j 0.0230418+0.0067361j -0.00415636-0.00696922j 0.00788261+0.00583071j -0.000244882+0.000652955j 0.0158015-0.0310549j 0.00362249-0.00474271j -0.00744836-0.00329844j 0.012452+0.0198082j 0.00391004-0.0131366j -0.00400864+0.0141554j 0.00776486-0.00768972j 7.90174e-05+0.00409775j -0.000548415-0.00044931j 0.0179744-0.00305372j -0.0103583-0.0203775j 0.0106498+0.00678515j 0.00977266-0.0197423j -0.00783282+0.0094113j 0.000907478-0.0143587j -0.0207013+0.0127855j 0.0177985+0.0151363j -0.0115148+0.0321155j 0.0297558+0.00917713j -0.00253363+0.042248j -0.0419932-0.00230574j 
0.00195368+0.0059548j 0.0059531-0.00233991j -0.0055874-0.00667542j 0.00942801-0.00365696j 0.00812406-0.0120976j 0.0197091+0.00285702j 0.00770391+0.0165655j 0.00316142+0.0154631j 0.011288-0.0102217j -0.00528966-0.00417625j 0.011153+0.004824j 0.0122123+0.00414127j 0.00985669-0.0120977j -0.0068471-0.00349238j 0.004364-0.0043821j -0.00489382-0.00259442j 0.000524635-0.0017482j 0.00502172-0.00540243j -8.52266e-05-0.00508046j 0.00398912-0.0026609j 0.00294528-0.0196524j -0.00761495-0.00534855j 0.00680189-0.00330474j 0.00400545+0.0068702j 0.0117538+0.00560224j 0.00817845-0.00546033j 0.00797793+0.00997636j -0.0137163+0.00912702j 0.00805184-0.000683774j 0.000337717+0.00793384j 0.0087869+0.0070348j -0.00679414+0.00964398j -0.015759+0.00432564j 0.0042891+0.0147208j -0.000207191-0.0063162j 0.00813452-0.0056012j 0.0029128+0.00340075j 0.00254428-0.00323379j -0.00429317-0.0114142j 0.0155356+0.00379771j -0.00123262-0.00819089j 0.00494585-0.000353387j -0.00149283+0.00543638j 0.00271662-0.00290757j -0.00221648-0.00673292j 0.00208949+0.00116149j -0.0036972+0.00447694j -0.00393506+0.00414677j 0.00579862-0.0107249j 0.000659953+0.00470487j 0.00203678-0.00339814j -0.00392649-0.00319262j 0.00197622-0.00261693j -0.00292753+0.00546022j -0.000956108-0.000469149j 0.00348095-0.00509711j -0.000966482+0.00559599j -0.0117044-0.00326545j 0.00139762-0.00580563j 0.00381236-0.000753427j -0.00632469-0.00943867j -0.00894912-0.00123035j 0.0057945+0.00355175j 0.00865609-0.0141215j -0.0119858+0.000193316j 0.0121334+0.00333506j -0.00548268-0.0139771j -0.0103462+0.00608671j -5.73855e-05-0.00267602j -0.0012469-0.0012608j 0.000621566-0.0069979j 0.00708271+0.00093666j 
0.0104482+0.0101124j 0.0109547-0.0109523j 0.00842119-0.00233105j 0.000543567+0.00771037j -0.0082354+0.00274074j -0.0100399-0.00354648j -0.00321582-0.00498543j -0.0022492-0.0109744j 0.00243469+0.0135419j -0.00415761+0.00348628j -0.00298254-0.00278753j -0.0122649+0.00710678j -0.00237623-0.00612613j 0.00623659+0.00435483j -0.00238268+0.00641909j -0.00717914+4.34548e-05j -0.00165563-0.000633453j -0.00755855-0.00741988j 0.00727493+0.00415273j 0.00868938+0.0109994j -0.00405357+0.0105261j -0.00190034+0.00049036j -0.000602532-0.013996j -0.0193303+0.00806501j 0.010204-0.00352491j -0.00748002-0.00364125j -0.0113069-0.00160719j 0.0029336-0.0156047j 0.00541604-0.00325242j 0.00309763+0.00359339j -0.0062436-0.00637914j 0.00557935-0.00521103j -0.0100315+0.0056936j 0.00735464+0.00895235j -0.0083958-0.00772004j 0.00961662-0.0173833j 0.0138001+0.00251345j 0.00781559+0.00160585j -0.00524884-0.0156013j 0.0132044-0.00173564j -0.00566223-0.00450115j 0.00845423-0.000871365j 0.00274222+0.00187224j 0.00442327+0.00465273j -0.00595893-0.00307297j -0.00367023+0.000385556j -0.00301948+0.00881279j -0.00137833+0.00194405j 0.00331973-0.00942967j -0.000697375+0.00546995j -0.000328424-0.00224522j -0.00110334+0.000407359j 0.000228558-0.00700723j -0.000180524+0.00877881j 6.28835e-05-0.000916877j -0.00131485-0.0100543j 0.001147-0.000481044j -0.00883185+0.00053098j 0.00652672-0.00324595j -0.000241318-0.000575303j -0.0107712-0.00843944j -0.00953897+0.00194994j 0.0104134+0.000276957j 0.00785856-0.0152888j -0.00910939-0.00341547j 0.0135043+0.00476092j -0.00168246-0.0179542j -0.0129057+0.00304179j -0.00808142-0.00806077j -0.00635742+0.00755859j -0.00162421-0.00774077j 0.00756384-0.00128493j 
-0.00242389-0.00884784j -0.00880029+0.00283089j 0.0136997+0.00221962j -0.000748895+0.0117557j -0.00140074-0.0156596j 0.0138433-0.00967057j 0.00585717+0.00095224j 0.0182818+0.00341266j 0.00952608-0.00867786j 0.00430011+0.0191463j 0.000263859+0.0072433j 0.00383648+0.00793781j -0.00586843-0.00459943j -0.00972659-0.00726337j 0.00653609-0.00316553j 0.00912586-0.0011834j 0.00330175-0.00831387j -0.000686456-0.00275255j 0.0042796-0.00229686j 0.010636-0.00969379j 0.00670193-0.00444122j -0.0027474-0.0196576j 0.0084278-0.0156212j 0.00228059+0.000362803j 0.0260756+0.00281212j -0.00743757-0.0134176j 0.00705519+0.000821386j 0.00400688+0.00851029j -0.00953143-0.00392494j 0.00540144-0.00965426j -0.00135449+0.0164914j -0.0164087-0.00203011j 0.00331285-0.00362277j -0.00388664-0.00258929j -0.000389807+0.00420909j -0.00572617+0.00472202j -0.00565235-3.6593e-05j -0.00400377-0.00113259j 0.0059231+0.00454875j -0.0013927+0.00232197j 0.00155916+0.000788065j 0.000187696+0.00343793j -0.00239568-0.000206547j 0.00280333-0.00191004j 0.00456021-0.00274495j 0.00220087+0.0040326j -0.000638348+0.000853173j 0.00316423-0.00218796j 0.000278886+0.00347734j -3.41903e-05+0.00125841j 0.00209703+0.00359572j -0.000974968+0.00331348j -0.00123003+0.00231179j -0.00225993-0.00537527j 0.00511548+0.00129849j -0.0032341+0.00161028j -0.00269074-0.000536677j 0.00166285-0.001697j -0.00222467-0.0040099j 0.00249219+0.00349765j 0.00240799+0.00296485j -0.00182021-0.0013632j -0.00760974+0.00364098j -0.00607962+0.00477003j 0.00500317+0.00848602j 0.00159979-0.00722883j -0.00484911+0.00256694j 0.00381815+0.00368532j -0.000693961-0.00480075j -0.00582817+0.000261492j 0.00357468+0.0031346j -0.00303764+0.00324598j 
-0.00856225+0.00314645j 0.00296663+0.00897727j -0.00275422+0.0166856j -0.0149538-0.00191j 0.0125052-0.000509382j 0.00357826+0.00788769j -0.00273428-0.00126258j -0.00187296+0.00790512j -0.0103198+0.00115012j -0.00398403-0.00788446j -0.00399461+0.000765153j 2.37983e-05-0.011488j 0.0049016+0.00948843j -0.000370871-0.000919348j -0.0035438-0.000852789j 0.00654858-0.00109021j 0.00298986+0.00371253j 0.00874086+0.00625302j -0.00671388+0.00115567j -0.0160249-0.000417261j 5.26665e-05-0.000907191j 0.00837421+0.00673306j 0.00415159+0.0189562j 0.0105372-0.0152321j -0.0180168+0.00774659j 0.00610222+0.00505395j 0.00559378-0.000183681j 6.3185e-05+0.00844379j -0.0130091+0.0106466j -0.010128-0.0124678j 0.0140944+0.00427339j -0.00356838+0.0135855j -0.000139135+0.0107154j 0.00961262-0.000600839j -0.00631652+0.000337148j -0.00499256-0.00743113j 0.00144577-0.00280909j 0.000263436-0.00583641j -0.00781029-0.00535051j 0.0107333-0.00395514j -0.0052119-0.00321221j 0.00889713-0.00213916j -0.00222252+0.00257769j 0.00839824-0.00463026j -0.00133895-0.00729841j 0.00391812+0.00582877j 0.00030896+0.00908039j 0.00176595+0.000796578j 0.000238049-0.00912765j 0.00248605+0.00802705j 0.00347564+0.000687088j -0.00366905+0.00604277j -0.00203335-0.00295196j -0.00237552+0.00300658j 0.00493301-0.000393648j -0.00401948-0.00419038j -0.00455255+0.0023553j -0.0105154-0.000258131j 9.42595e-05-0.0128827j 0.00555383+0.00373511j -0.00989107-0.00288441j -0.0132239+0.00338604j 0.00101056+0.00494433j -0.00295839-0.0123865j -0.00490093+0.0107314j 0.0156219-0.00762446j -0.0124298-0.0134369j -0.00762505+0.0111051j -0.00510449-0.0100583j -0.0100722+0.00370074j 0.00273934-0.00580238j 0.00598989+0.00255739j 
-0.00763882-0.00601457j -0.00727404+0.00724547j 0.00650647+0.00381548j -0.00292224+0.00673232j 9.76416e-05-0.00186869j -0.00115308+0.0028416j -0.00474314+0.000920368j 0.000693209-0.00283674j -0.00167591+8.96225e-05j -0.000362206-0.00214194j 0.00224705+9.69981e-05j 0.00185646+0.000183796j 0.0011033+0.000591109j -0.000122679+0.000111713j -0.00136634-0.000363795j -0.000291076-0.00241493j -0.000421322-0.000956662j 0.00390956-0.00169641j 0.000850676+0.00076737j -0.000211474+0.000338201j -0.00135003-0.000882181j -0.00123167-0.000574858j -0.00108419+0.00216695j 0.000361618-0.000769971j -0.000546998-0.00150984j 0.00169426+0.000765539j -0.00149826-0.00414697j 0.00264412-0.00163664j 0.00574375-0.0050168j 0.00468947+0.00552595j -0.00517643+0.00487226j -0.00359532-0.00516005j 0.000123538+0.0124894j 0.0130263+0.00266218j -0.00457064+0.000391727j -0.00309465-0.00582678j 0.00263948+0.0091181j -0.0065632+0.00215454j 0.00360512+0.00834319j -0.00115906-0.00319974j -0.00581148+0.00319704j 0.000439514+0.00764699j 0.00532151-0.00522413j 0.00304354+0.00750858j 0.00809902+0.00222101j -0.00960893+0.00710525j -0.00752038+0.00176243j 0.0137078+0.000419507j -0.00388089+0.00166561j -0.00204957-0.00164759j -0.00211676+0.00760889j 9.23249e-05+0.00656395j -0.00357082-0.00413685j 0.000671707-0.00541198j 0.0070284+0.00576235j -0.00248566-0.00774884j -0.00126598-0.00977628j 0.00531055+0.00431237j 0.00855551-0.00248516j -0.00244157+0.00690999j -0.00374217+0.00541292j -0.00369795-0.00328312j -0.00616216+0.00258667j -0.00478784+0.00140559j 0.00246794+0.00496668j 0.00313296-0.00147141j 0.00320398-0.00425434j -0.00277989-0.00151398j 0.00240653-0.00717275j -0.00875324-0.000845575j -0.000752151+0.0122075j -0.0116679-0.00154724j 
0.0035644-0.00460095j -0.00476084-0.00324992j 0.000733274+0.0035493j -0.00324139-0.000396529j -0.000358576+0.000538274j -0.00101225+0.00103417j -0.0013742-0.00217377j 0.00129947-0.000874716j -0.000844482-0.00121196j -0.000324394-6.89456e-06j -0.000366004+0.000997891j 0.00107139+1.11786e-06j -0.000355974+0.000142823j -2.30357e-05-0.00026715j 4.79621e-05-0.00129712j 0.00166696-0.000541645j 0.0010976-0.000867591j 0.0021629+0.00114053j -0.000187587+0.000721385j -0.000864811+7.56027e-05j -0.000495242-0.000435863j 0.000192505-0.000531737j -0.0026464+0.000533313j 0.00106346+0.00022667j 0.00146006-0.000731883j 0.00102007+0.000889595j 0.00308153-0.00090741j 9.65365e-05+0.00226922j 0.00313144+0.0015535j -0.000640105+0.00251654j -0.00293912-0.00184347j 0.00211941-0.00324141j -0.00252075+0.0033841j 0.0045989+0.00319315j 0.0011046-0.00101898j 0.00033507-9.5082e-06j 0.000936434+0.00482879j -0.00297876+0.00176546j 0.00152142+0.00293009j 0.000952873-0.00197271j -0.00250242+7.84391e-06j -0.000113679+0.00192611j 0.00359316-0.000515012j -0.00133101+0.00231947j 0.000718872+0.00297205j -0.00377384-0.000151883j -0.00360439-0.00127321j 0.00438141+0.00156927j -0.00159934-0.000213225j 0.000320573-0.00168002j -0.00198428+0.00253839j 0.0021074+0.00306406j -0.000846161-0.00400125j 0.000957254-0.00142782j 0.000201258+0.00130417j 0.00206957-0.00287146j 0.00310435-0.00236509j 0.000271637+0.00382947j 0.00231014+0.000617489j -0.0034201+0.00155848j -0.0026687+0.000478654j -0.00101379-0.000353724j -0.00408941-3.5631e-05j -0.00246177-0.000669037j 0.00265589+0.00211584j -0.000949611-0.000321801j 0.00159367+0.000873174j -0.00233982-0.00349127j -0.000494039-0.00795613j -0.00621211+0.00178958j -0.00410635+0.00890963j -0.00884206-0.00406222j 
-0.0117564+0.00132855j -0.000636643+0.0122698j 0.00683815+0.000650596j 0.00026765+0.00656565j -0.00281802-0.000289528j 0.000387473+0.00168355j -0.000824756+0.00562678j -0.00222381-0.00264431j -0.00144073+0.00270596j -0.00354491-0.00105094j 0.00123864-0.00492807j 0.00133524-0.000719831j 0.00118198-0.00114476j 0.0014633+0.000983073j -0.00104916+0.00197245j -0.00344013-0.000445149j -0.000820306+0.0007603j 7.20855e-05-0.00393481j 0.00147061-0.000199077j 0.00084927+0.000238859j -0.00325789+0.00102353j -0.000349277+0.00114324j 0.0010935+0.000980452j -0.000161094-0.000189603j -0.000403325+0.000486249j 0.00140326-0.00147411j -0.00514804-0.00150426j 0.00081533-0.00348922j 0.000958385-0.00548654j 0.00578798+0.00279372j -0.000212355+0.00721733j -0.00557385-0.00104968j -0.000148175+0.0122146j 0.0141819+0.00269069j -0.000982257+0.00245201j -0.00471837+0.0016565j 0.00123152+0.00613795j -0.00331982-0.00103763j 0.00414786+0.00239954j 0.000794105-0.000795234j -0.000296734+0.00369861j 0.00588092+0.0057653j 0.00195771-0.000660728j 0.00210434+0.00116613j 0.00811162-0.00315244j 0.00201722+0.00570141j -0.00175945+0.00627978j 0.00726609-0.00554178j -0.00207172-1.86093e-05j -0.00191236+0.000625154j 0.00601001+0.00347522j 0.00095839+0.00455797j -1.12416e-05+0.00299328j -0.00316438-0.00160289j 0.00337688-0.00418437j -0.00416873+0.00172748j -0.00325299-0.00186738j -0.00264983-0.000707473j -0.00218281-0.00286013j 0.0026811+0.000846144j 0.00358718+0.00164055j -0.00566036+0.00339428j -0.000329088+0.00640666j -0.000895114+0.00329958j 0.00129623+0.00270069j -0.00428667+0.00235989j -0.000326296-0.00140185j 0.000850912+0.00502275j 0.00413314+0.00233779j 0.00204624-0.00307019j -0.000943666-0.0109713j 0.0110014-0.00233408j 
-0.0104469+0.00157788j 0.00114794+0.0100096j -0.00100822+6.0399e-06j 0.00111729+8.39768e-06j -0.00121787-0.0021901j 0.00295577-0.00179192j 0.00134374+0.00262123j -0.00168257+0.00210493j -0.00114763+0.00112717j 4.28507e-05-0.000779137j -0.000590342-0.00511413j -0.0040461+0.000553401j -0.00171619-0.000514465j 0.000464934-0.000836473j -0.000499865+0.00284675j -0.00186247+0.00113183j -0.000941041+0.000190452j -0.00177986+0.00117019j 0.000939031+0.0012559j 0.00096733-0.000146478j -0.00122664+0.00119987j 0.000237412+0.000625299j 0.00271485-0.000418294j -6.96756e-05-0.00164436j -0.00153054+0.00171701j -0.00092239-0.000984798j -0.00425935+0.000246138j 0.00185444-0.00470626j -0.00135797-0.00527957j 0.00461799+0.000533848j -0.00090006+0.00458069j -0.00441455-0.000111534j -0.00174027-0.000358756j -0.00106513+0.00252276j -0.00690385+0.0011942j -0.0067656-0.00401013j -0.00582898-0.00797289j 0.00553261-0.00927753j -0.00653748-0.0016427j 0.0038567+0.00146927j 0.0061657+0.00336209j -0.0047157+0.00947294j -0.00651277+0.00943183j -0.000978903-0.00325339j 0.00258389-0.000148467j 0.00764825-0.00243499j -1.2742e-05+0.00269753j -0.00296578+0.00270537j 0.0021908-0.00321918j -0.000431244+0.00343803j 0.00222383-0.00647411j -0.00793055-0.00024285j 0.00509084+0.00735148j -0.00289257-0.00397904j -0.000522685-0.000503436j -0.00274302+0.00815343j 0.00131833+0.00448852j -0.0101415-0.00400674j -0.00206452-0.00484364j 0.00233424-0.00292309j 0.00438541-0.00228656j 7.15238e-05-0.00191988j -0.00232022-0.00268676j -0.00661187+5.25931e-05j 0.00379136+0.00460264j 0.000200634-0.00346477j 0.00130929-0.00129559j -0.00388644-0.00646129j 0.00404077+0.00243273j 0.00156864-0.000632944j -0.00236422-0.010596j 0.0109277-0.0017647j 
-0.0006666+0.00332541j 0.00130955+0.00106103j 0.00061976-0.00634888j 0.007291+0.0017928j -0.00213436+0.00419243j 0.00119645+0.00200109j 0.00543251+0.00637872j -0.00585723-0.0005147j 0.00403683+0.00258327j -0.00256306+0.00227398j -0.000452246-0.00632577j 0.00109132-0.0021848j -0.00119698-0.00338994j 0.00459249-0.00138053j 0.000927266+0.000795589j -0.00303045+0.00648268j 0.00139995+0.00275408j -0.00462373+0.0011534j -0.00202761-0.00255857j 0.00311611-0.0036931j -0.000842922+0.00302438j 0.00374059-0.00108173j 0.00275097-0.00256351j 0.00552105-0.00205545j -0.00299211+0.00212595j -0.00400993-0.00129739j -0.0026824-0.00334718j 0.00887762+0.00199899j -0.000490618+0.00169856j -0.00203155+0.00462128j -0.00110671+0.00341095j -0.0021645-0.00159942j 0.000996772+0.00751656j 0.00702834+0.00140264j 0.00279003+0.00421443j -0.00116284+0.00116946j 0.00206905+0.000374038j -0.00168148+0.00105124j 0.00188432-0.00134343j -0.000310581+0.000681805j 0.000359628+0.000525146j 0.0011777-0.00262021j -0.000398782-0.000337745j 0.00188074-0.000596672j -0.000951263-0.00184207j 0.00278632+0.000217391j 0.003185-0.00140974j -0.000555868-0.00199055j -0.00253919+0.000994361j 0.00141973-0.000524888j 0.00324495-0.00125886j 0.000374792-0.00236228j 0.00131861+0.00101513j 0.00203903+0.00291179j -0.00257534-0.00373792j -9.07927e-05+0.00315505j -0.000400702+0.00247651j -0.000224714-0.000897435j -0.00484624+0.0023052j -0.000191972-0.00422891j 0.00466236+0.00398838j 0.000377725+0.00550207j 0.0100733+0.000294064j 0.00248834-0.0029219j -0.00999638+0.00107427j -0.000995929+0.0092809j 0.00195475-0.00116119j 0.00680695+0.00646962j 0.0102843-0.000338825j -0.00421003-0.0108037j -0.00488131+0.00154518j -0.00205236-0.0061262j 
-0.000564885-0.00359242j -0.00275966+0.000962126j 0.000232583-0.000345153j 0.000578864-1.48083e-05j 0.0086035+0.00208497j 0.00267084+0.00450811j -0.00145599+0.00144205j -0.00166091-0.0020775j -0.00205729-0.00193379j -0.00299157+0.00507221j 0.00592439+0.00133504j 0.00311639-0.0110861j 0.00356817-0.00280217j 0.00121179+0.002537j -0.00448121+0.0025604j -0.0041813-0.000498887j -0.000907864+0.00307477j -0.00883212-0.000880246j -0.00411064+0.00415462j -0.00101089+0.00203435j -0.00206771-0.00704604j 0.000449793+0.00132715j -0.00011679+0.000263467j -0.00181586+0.00495432j 0.00191216-0.000536492j -0.00512821+0.0023549j 0.00345452+0.00211485j 0.00176517-0.00257965j -0.00106109+0.00447671j -0.00253908-0.000432102j -0.00201093-0.000674587j 0.000554425-0.00171045j 0.00166626-0.00191989j -0.0011756-0.00291642j 0.00664714-0.00408589j 0.00822426-0.00058097j 0.00577863+0.00700443j -0.00577719+0.00766731j -0.00216335+0.00224217j -0.00481528+0.00166719j 0.00348122+0.00364684j -0.00425896-0.00231088j -0.00130348-0.00473997j 0.000230434-0.00626578j 0.0045775-0.000588236j -0.00213765+0.00397591j -0.00299814+0.00320789j 0.0033927-0.00380516j 0.00257647+0.0052726j -0.00535534-0.0015781j -0.00162191+0.00163762j -0.00112888-0.00351301j -0.0056512+0.00606334j 0.00105987-0.00510696j 0.00513398+0.00427833j -0.00364526-0.00628033j -0.0054488-0.0040621j 0.00699894-0.0035898j 0.00277605+0.00329848j 0.00644172+0.00730899j 0.00264077-0.00539033j 0.000838088-0.00218651j -0.00377228-0.00353631j -0.000448225+0.00405749j 0.00294816+0.00393786j 0.00694363-0.00716118j -0.00722074+0.000970903j 0.00865823+0.00124879j -0.00188158-0.00383194j -0.00537837+0.00200173j 0.0015766-0.00466983j 0.00425349+0.00183339j 
-0.00136362-4.42376e-05j -0.000475234+0.00147613j 0.00135632-0.00342761j 0.00406543+0.00211767j 0.00459472+0.00474354j 0.0041834+0.00566076j -0.000248062+0.00642338j -0.00528414-0.00408273j 0.000958984+0.00130926j -0.00642295+0.00360803j 0.00294819-0.00177655j 0.00689175-0.00682036j 0.00498879-0.00338691j 0.00471167+0.00374261j -0.00420507+0.000255342j -0.00624405+0.00367563j -0.000739693+0.00419515j -0.00897446-0.0026782j -0.00285994+0.000475634j 0.00118059+0.000657358j -0.00197412-0.0040082j 0.00355816+0.000633792j 0.000114534-0.000977432j -0.000430863+0.0017223j -0.0010895+0.00107729j -0.00849412-0.00257887j 0.00218585+5.19858e-05j 0.00727199+0.00470113j -0.00535656+0.00429512j -0.00485409-0.00187374j -0.00364437+0.00132287j -0.000847972-0.0034286j -0.00307135+0.00148053j 0.00123466+0.00263906j 0.0040905-0.000824019j 0.00762365-0.000298824j 0.00147394+0.00486404j -0.00493335+7.78472e-05j 0.00184732-0.000741046j 0.000516331+0.00575682j -0.00308696-0.00552242j 0.00470137-0.0136209j 0.00325145-0.00746455j 0.00302295+0.000110874j 0.00208931-0.000453407j -0.00617129+0.00189481j 0.00452275+1.82698e-05j -0.00255407-0.00587185j 0.00053212+0.00218555j 0.000799294-0.000780957j 0.00158042+0.00349501j 0.00615897+0.00152049j -0.0066328-0.0023844j 9.15395e-05+0.00486773j -0.000974803+0.000630235j -0.000703015-0.00491979j -0.00356097-0.00422251j 0.0053378+0.00140121j 0.00213217+0.0025604j -0.00225353+0.00476983j -0.00297752-0.00149111j -0.000178343-0.000230716j -0.00157929+0.00135651j 0.00669826+3.74956e-05j -0.001245+0.00329792j 0.00501253+0.00186652j -0.00377311+0.00317431j 0.0168525+0.00611212j 0.00234827+0.002106j -0.00275963-0.00529879j 0.00118559-0.00460038j 0.00388093+0.000775436j 
0.00459715+0.000626375j 0.00120132-0.0043836j -0.00186784+0.00611115j -0.00535032-0.00221876j 0.00347193-0.00543589j -0.000412045-0.00234303j -0.0028016-0.00569999j 0.00241453+0.000276535j 0.00329121-0.00263724j -0.00196507+0.00594445j 0.00441314+0.0121155j 0.00686212-0.00891278j 0.00093864-0.00180431j -0.00310132-0.00550029j -0.00877608+0.00338963j 0.00507381-0.00107555j -0.00079513+0.00147051j -0.00411643-0.00834361j -0.00333521-0.00192426j -0.00295943-0.00030097j 0.00349238-0.0103352j -0.00612795+0.000837666j 0.00155833+0.00405852j -0.00557009+0.00527008j 0.00188993+0.000382976j 0.00191168+0.0101156j -0.000348463+0.00310572j -0.00159893-0.0103786j -0.00440881-0.00183348j 0.00422413-0.00555001j -0.00138193-0.0042834j 0.00392041-0.00158586j 0.00111072-0.00261817j -0.00289969-0.00049897j -0.00161569-0.00281154j -0.00544609+4.11563e-05j -0.0059602-0.00509299j 0.000819191-0.00186709j 0.00724781+0.000517539j 0.00691861+0.00327465j -0.0142916-0.00950873j -0.00148073-0.0127299j 2.68673e-05-0.00812034j 0.00251651+0.00665038j -0.00158241-0.00316071j -0.00628498+0.00357957j 0.00703595-0.00922845j -0.00789616+0.00140275j -0.000898674-0.00463821j 0.00586863-0.00277232j 0.0022035+0.00275482j 0.00838208+0.00269647j -0.00318881-0.00717149j -0.00148374+0.00764912j -0.00232381+0.000519226j 0.000403687+0.00039921j 0.000814375-0.00165502j 0.00433063+0.00333758j 0.00324926-0.00390885j -0.00604362-0.000461446j -0.0118629+0.00842497j -0.00120531-0.000752918j 0.00262745+0.00789377j 0.00569624-0.00904707j 0.00380913-0.00201907j 0.00106534-0.00357637j 0.00356171+0.00566104j 0.00667812-0.0149894j 0.00133402+0.00119887j -0.00156127+0.00274135j 0.00617478+0.0053342j -0.00553289+0.00676872j 
-0.00284055+0.00106205j 0.000655324+0.00245186j 0.00212047-0.00288652j 0.00228415+0.002757j -0.00259155+0.00231923j 0.000767474-0.00286042j 0.00445751+0.00346146j -0.00308164-0.000325829j -7.51838e-05+0.00192542j 0.000494996+0.000834584j 0.000247695-0.00256408j -0.000823236-0.000396383j -0.00087982-0.000112532j 0.00113206-0.00109934j 0.00209312+0.000240037j 0.000181682+0.00175994j 0.000139331+0.0010648j -0.00141142+0.000979978j 0.000670574-0.00301561j 0.00161245-0.00144985j 0.00112977+0.0031666j 0.00258579-0.000234327j 0.00208084+0.000189802j 0.00282767-0.000630052j -0.00138662+0.00142443j -0.00041968-0.00208294j -0.00166456-0.00285158j 0.00281475+0.00266057j -0.000541855+0.00019929j -0.00127651-0.000912912j 0.00158157-2.90155e-05j 7.13218e-05+0.00185048j -0.00229465-0.00132793j -0.00212002+0.00227396j 0.000492031+0.00468964j -0.00992453+0.00398076j -0.00340013-0.0111374j 0.00832043+3.75051e-05j -0.000761576+0.000816589j -0.00561712-0.00596846j 0.00113557+0.00280969j -0.00231229+0.0119497j -0.000122468+0.00574484j -0.00328583+0.004667j -0.00352483+0.000183444j 0.000784784-0.00729536j -0.00395978+0.000219007j 0.000518693+0.00754873j 0.00112829-0.00271907j -0.00053375-0.00215721j -0.00441278-0.00108167j -0.00747706-0.000540303j 0.0107962-0.00177273j -0.000868079-0.00345209j 0.00042962+0.00150786j 0.00304193+0.00573815j 0.0057836-5.64996e-05j -0.00237476+0.000704269j -0.00329233+0.00147627j 0.000982522-0.00500198j -0.000696626-0.00233687j -0.000129855+0.000870736j 0.0029473+0.00112675j -0.00519607+0.00169815j 0.00729702-0.000573j 0.00342882-0.00416107j 0.00494638-0.0099402j -0.013299-0.00513649j -0.00304647-0.000367022j 0.00136404+0.00368116j -0.0019236+0.00341519j -0.00260223-0.00190008j 
