0.0873195-0.291501j 0.292114+0.084278j -0.000602652+0.15413j -0.16463-0.00955712j -0.00864978+0.120175j 0.0561529+0.0726299j 0.120086+0.0434731j 0.11349-0.108588j 0.087098+0.0749677j -0.0375065-0.0236518j -0.114566+0.0149707j 0.0578033+0.0489669j 0.056033-0.191053j 0.0332759+0.0971823j 0.0570302+0.0747126j -0.00172363+0.0747712j -0.155934+0.0542869j 0.016793+0.0884355j -0.0646325+0.0278741j 0.156868+0.00322597j -0.126023+0.039471j -0.108967+0.0530354j 0.054691-0.0343535j 0.0675377+0.0627821j -0.0247587-0.0316951j 0.100761-0.0450345j 0.046793+0.00940523j 0.0381407+0.151827j -0.0129436-0.0377145j -0.0177954-0.0140075j -0.0994817-0.0907131j -0.0356739-0.0302441j -0.0262622-0.0295267j -0.0530649+0.0289681j -0.0525174-0.11792j -0.161435-0.0673295j -0.100783-0.0628099j 0.0520134-0.00646195j -0.00400054+0.16377j -0.0662985-0.0437224j 0.0135248-0.0876171j -0.0383354+0.0231149j 0.0908301-0.119087j 0.0788554-0.157656j -0.0190722-0.0152227j -0.0946675-0.0359027j 0.0248646+0.0298676j -0.0647664+0.0421478j -0.109864+0.0500441j 0.0731788+0.0927146j 0.0133339-0.0255848j 0.0261412+0.0739744j -0.144045+0.166088j 0.152863+0.135093j 0.285114-0.00202367j -0.00447172-0.284595j 
-0.000152216+0.000163263j 0.000167066-0.000214122j 0.000549199+0.000167315j -0.000149542+0.000153462j -0.00144601+0.000148701j -0.00184987-0.000516429j -0.000705899+0.000183888j -0.000394843+0.00160651j 0.00156424-0.00171946j -0.00110786-0.000304419j 0.00100039-0.00175384j -0.00160135+0.00277287j 0.00129565-0.00380786j 0.000303561+0.00254745j -0.000431278-0.0013557j 0.00601866+0.000958043j 0.0027173-0.00260653j 0.000288594-0.00296611j 0.00297227-0.00353519j 0.000416815-0.000583172j -0.00173191-0.00243654j -0.00363871+0.00153843j 0.000587626-0.00128846j -0.00185577+0.00229804j 0.0014106+0.00140601j 0.00267621-0.00127135j 0.00225175-0.00244252j 0.00222587+0.00160316j -0.00381038+0.00154413j 0.0017998-0.00132949j 0.00263433-0.00121127j -0.00586045+0.0012198j 0.000776275+0.0031985j -0.0025298+0.000783791j 0.00216423-0.000538489j 0.00257966+0.00314454j -0.000250846-0.00159837j -0.00052864-0.00134381j -0.000245131-0.000903291j -0.00359048+0.00176369j -0.00155605-0.00250326j 0.000592537-0.00441326j 8.95479e-05+0.00089256j 6.72033e-05+0.00115445j -0.00230998+0.000360974j -0.0011657+0.0019162j -9.19904e-05-0.000590321j -0.000139078-0.000519487j -0.000716067-7.36913e-05j -0.000791604-0.00103183j -0.00041838-0.0014234j 0.000325667-0.000572063j 0.00108158+0.000807767j -0.000467516-0.000158491j -0.000326815+0.000195097j 0.00029282+0.000551581j 
-0.00011228-0.000749994j 0.00130062-0.00110309j -0.0020198-0.00332097j -0.00100203+0.00174364j 0.0011877+0.00404217j -0.00572254-0.00189144j 0.00124254-0.000938121j -0.00122377+0.00425052j 0.00252675+0.00243221j 0.00164754-0.00317368j -0.00116069-0.00510613j 0.00459446-0.00219581j -0.00287383+0.00218851j -0.000468024+0.00293878j -0.000695794-0.00661529j 0.00229691-0.00326049j -0.00627194-0.000138279j 0.00737559+0.00238813j -0.000457333+0.0115476j -0.00446378+0.00153965j -0.00199798-0.00244574j -0.00692085-0.000177695j -0.0065236-0.00111248j -0.0008621+0.0022483j -0.00227716-0.00203949j -0.00721352+0.00171816j -0.00441648-0.0024297j -4.71834e-05+0.00463676j 0.00218494+0.00929376j 0.00194921-0.00172744j 0.00489143+6.12535e-05j -0.00326413-0.00321367j 0.00361636+0.00157471j -0.00105538-0.00155905j 0.00128066+0.00246172j 0.0020012+0.000847957j -0.00144331+0.00440246j 0.000807994-0.00134929j -0.00246595+0.00238731j -0.00236891+0.00233116j -0.00107638-0.00289211j 0.00174338+0.00594772j 0.00169801+0.00353916j 0.000332074+0.00179968j -0.00443579+0.00135364j 0.00269696-0.00258789j 0.00239088+0.000530258j 0.00158811+0.000892131j 0.00187175-0.00231112j -0.000752655-0.000331024j -0.001873-8.96264e-05j 0.00366478-0.00194149j 0.00122217+0.00416457j -0.00043344+0.000252975j -0.00125118+0.00125213j 0.00211158+0.00138252j 
-0.000458779+0.00205908j -0.00384864+0.00177564j 0.00259907+0.00785222j 0.00638067-0.00322399j 0.00132873-0.00703125j 0.0133184+0.00551981j -0.00264564+0.00144714j 0.00369457-0.00779661j -0.005423-0.00617857j -0.00126847+0.0082772j 0.00236012+0.00605717j -0.00243958+0.00328562j 0.00182334-0.00672161j 0.00299637-0.00313129j -0.0031913+0.00736121j 7.80199e-05-0.0036575j 0.00335504-0.00581166j -0.0053822-0.00126565j 0.00250408-0.00740061j 0.00696141-0.000344838j 0.00190272+0.0030301j 0.00847257+0.000408096j 0.011749+0.00496397j -0.00643006-0.00282832j -0.00311178-0.000637858j 0.00110022+0.00258487j 0.00189421+0.00239028j 0.00353717-0.0110249j 0.00251068-0.00304793j -0.00309536-0.000881743j -0.00513728+0.000573797j -0.000816876+0.000523311j 0.00223911+0.00151151j -0.00413293-0.00329136j -0.00245247-0.00299312j -0.00219448-0.000936272j -0.00152014-0.000163402j 0.00465559+8.51526e-05j -0.0023311+0.00281694j 0.00228913+0.00158688j -0.00132786+0.00404372j -0.00174445-0.00314168j 0.00123663-2.05744e-05j 0.000996148-0.0029002j -0.00103544-0.00525105j -0.00475931+0.00255728j -0.00365926+0.00337008j -0.00167453-2.9879e-05j -0.00241296+0.00240872j 0.00219691+0.00117732j 0.00270159-0.000994116j -0.00432589-0.000698332j -0.000926979-0.00186801j -0.0013577-0.000596166j 0.00188179-0.00164985j -0.00227992-0.00189776j 
-0.000572424+0.000440355j -0.00110243+8.15684e-05j -0.000365158+0.00288931j 0.00286825-0.00125918j -0.000130947-0.00355509j 0.000844777+0.00148478j -0.00180027+0.00111207j 0.00199792-0.00112417j 0.00323223-0.00141812j -0.000358246+0.00286124j 0.00472129-0.00092143j -0.00115948-0.00242415j -0.000398256-0.00129403j -0.00487742-0.00445679j 0.00574997+0.00512448j 0.0040133+0.000985712j -0.000260713-0.00198259j -0.000904596+0.000408595j 0.00582559-0.00370642j 0.00410587-0.0033951j -0.00192016-0.00338271j 0.00294796-0.00374904j 0.00323042+0.003396j -0.00115099-0.00291114j -0.00748981+0.00100261j 0.00236296-0.00228899j -0.00408685-0.00374137j 0.000802343+0.00049324j -0.00246514+0.0047335j 0.00126199-0.00787037j 0.00236567-0.000521607j -0.00477059+0.00257415j 0.00405943-0.00700987j -0.00222175+0.00140318j -0.000230201+0.00538205j -0.00220585+0.00116943j -0.00376572-0.00084307j -0.00305898+0.00155918j -0.00247158-0.00171724j 0.0024478+0.00208195j 0.00407583-0.000814661j 0.00672196-0.000477954j -0.00171318+0.000589941j -0.000468307-0.00505597j 0.000148106-0.000909258j 0.00174174+0.000389557j -0.000259577+0.00254776j -0.00165758+0.000613383j -0.000421631+0.000500564j 0.000485855+0.000764553j 0.000545376+0.000104139j -0.000437099-5.93669e-05j -0.000429667-0.000478473j -0.0017502+4.34013e-05j 0.000670711-0.000370446j -0.00046825-0.000582208j 
-0.000376288+0.000279953j -0.000303216-0.000159044j 0.00107919-0.000202869j -0.00115795-2.75802e-05j -0.00258283-0.002553j 0.00139821+0.00100084j 0.00293859+0.000836057j -0.000579098-0.00175961j -0.00332686+0.0041633j 0.00235318+0.00020571j 0.000690807+0.00526773j -0.00286733-3.99722e-05j -0.00395868-0.00241349j 0.00160209+0.00229762j 0.000663082+0.00178828j 0.00263482-0.00127329j 0.00805834-0.00436885j -0.00152416-0.000350165j -0.00195381+0.00507335j 0.00379963+0.00113513j -0.000724291+0.00681116j -0.00143918-0.000381577j 0.0017004+0.00480831j 0.00487514-0.00706592j 0.00625034+0.00015275j -0.00106102+0.00847666j 0.000253694+0.00443464j 0.00389535-0.00275272j -0.000476521-0.000539778j 0.00356214-4.05529e-05j 0.00591532+0.00243671j 0.00282569-0.000859394j -0.00318741-0.00426314j 0.00175181+0.00256126j 0.00582764+0.000893664j 0.00152041-0.00228827j -0.00457622+0.00511283j 0.00587334-7.09791e-06j 0.00264749+0.00522352j 0.00206968+0.000959194j -0.00173212-0.00270678j -0.0040707+0.00479651j 0.00272273+0.00147628j 0.00402983+0.00466017j -0.00436453-0.00354868j -0.00136753-0.00435472j -0.00173883-0.000355262j 0.000388323+0.00308628j -0.00115299-0.000517506j -0.00146367-0.00103107j 0.000401643-0.00108048j 0.00034723-0.00330322j 0.000132344+0.000608438j 0.000318389-0.000343304j 0.000497876+0.000243651j 0.000419257-0.000633997j 
0.000892238-7.30334e-05j -0.00119508+0.00129383j -5.64874e-05+0.00508371j 0.00443523-0.000263164j 0.00348801+0.000743831j 0.00176447+0.00433837j -0.00721847-0.0027354j 0.0064826-0.00210124j 0.00466671-0.00777084j -0.00672086+0.00198054j 0.00143074-0.00545004j -0.00178757-0.0063675j 0.00220745+0.00686547j -0.00343936-0.00519958j 0.00900999+0.00187512j -0.00771148-0.0110662j -0.00602167+0.0122815j 0.00030048+0.00675125j -0.00309111+0.00124794j -0.00309343-1.43064e-05j 0.000251475-0.00219639j 0.00571841+0.000211629j -0.00857646+0.00280027j -0.00291542-0.000260526j 0.0034708-0.00133481j -0.00236574-0.000816201j -0.00479394-0.0036674j 0.00132267-0.0005037j -0.00190592-0.00266877j -0.0065457-0.00102115j -0.00115955+0.00213463j 0.000520488-0.000834711j -0.00111284-0.00698097j -0.000886059-0.00385057j 0.000136962+0.00233134j -0.00399324-0.00621141j 0.00146076-0.00083282j -3.87173e-05-0.000359497j 0.00733994+0.00227306j -9.13492e-05-0.00420179j 0.00125222+0.00233482j -0.00224068+0.000587829j 0.000110981+0.00421464j 0.00233766-0.00174806j -0.000700413+0.00140569j 0.00181479-0.00175386j 0.00132066-0.000668173j 0.00140701+0.00185168j -0.00265767+0.00134769j -0.000645678-0.000599135j -0.00169006+0.000352607j -0.00023421+0.000116816j -0.000372761-8.01178e-05j -0.00142891+0.00243372j 0.000362916-0.000700521j -0.000546553-0.000398126j 
0.00268368-0.00259046j 0.00128241+0.00149692j -0.00465963+0.00143298j -0.000495918+0.00361949j 0.00363843+0.00186458j -0.00363712+0.00457453j -0.00466004-0.00525409j 0.00241553+0.00323388j 0.0106621-0.00349645j -0.00163067+0.00135643j 0.00228559-0.00392615j 0.00423248-0.0058148j 0.00604848+0.00238289j -0.00259575-0.0033836j 0.00264151+0.00170525j -0.000131183-0.00478341j -0.00190006+0.00205442j 0.00507525+0.00685696j -0.00446784-0.00164777j -0.000563417+0.00235791j 0.0035334+0.000454168j -0.00191911-0.00263377j -0.00131641-0.00599035j -0.00684037+3.80875e-05j -0.00118573+0.00340994j -0.00249322-0.00657692j 0.000636085-0.00144652j -0.00232401+0.0013573j -0.00424927+0.00401889j -0.000179266+0.00595611j 0.00137199+0.00262427j -0.00286305+0.00121475j -0.0044764+0.00121107j -0.00643625+0.000890223j -0.00267906+0.00499415j 0.00102702-0.00523722j 0.00137084-0.00727007j -0.00177847+0.00183714j 0.00276002+0.00288754j -0.000119534+0.00297095j -0.00016344-0.00194578j 0.00150547-0.00762852j -0.00360963+0.00255645j -0.00193324-0.00595978j -0.000471305+0.00121049j 0.000129764-0.0011985j -0.00199726+0.00185678j 0.00168466-0.000275407j 0.000150887+5.68201e-05j 0.00225482+0.000183529j -0.00278523+0.00148806j -0.000337776+0.00196023j -0.00197321-0.00112757j 0.0024131+0.00100878j -0.000955758-0.000721673j -0.000957471+0.000389989j 
-0.00158814+0.0012905j -0.000137011-0.0013064j 0.00363052-0.00272139j -0.00166163-0.00333123j -0.00376864+0.000560664j -0.000729322-0.00157064j 0.000963009+0.00399843j -0.00326343-0.00323554j -0.0037589+8.06448e-05j 0.000860819+0.0049892j -0.0012495+0.00190023j -0.0022971-0.00191692j 0.00164118-0.00526396j -0.000377451+0.000387605j -0.00255487+0.00175278j 0.00549834+0.00211488j 0.00370228-0.00521113j 0.00232517-0.00526257j 0.00631049-0.000514708j 0.00430245+0.000379015j 0.000590201+0.00104583j -0.00120791-0.000889097j 0.00470694+0.000978122j -0.00123409-0.000481546j -0.0021109+0.00346638j 0.00200215+0.00228082j -0.00199981-0.000791728j 0.00138788-0.000365367j 0.00330198+0.00388357j 0.000783365-0.00474879j 0.00188281-0.00306771j -0.00390561+0.00123694j 0.00281007-0.00176042j -0.000291859+0.00230878j -0.000361285+0.000784989j -0.000580851+0.00220973j -0.00385945+0.0002858j -0.000662114+0.000899886j -0.00331286-0.00080925j 0.00072056+0.00492553j 0.00120142-0.00185764j 0.0044454-0.000124974j 0.000635633-0.00169662j -0.00017858+0.00235337j -0.00242682-0.00219681j 0.00141162-1.2625e-05j -7.07089e-05-0.00111212j -0.00294993+0.00105127j 0.000486252+2.00385e-05j -0.0020453-5.26614e-05j 0.00133863-0.00193606j 0.000365425-0.00193492j 0.00216176+0.000133412j -8.89529e-05+0.000279361j 0.000314587+0.000426854j 0.000867376-0.000155437j 
0.0024649-7.27186e-05j -0.00144609+0.00171134j -0.0042942+0.00268292j 0.00256829+0.00531551j 0.00470926+0.00260616j -0.000716685+0.0055002j -0.00475013-0.00233862j 0.00413457+0.00246185j 0.00518476-0.00661451j -0.00193809+0.000654655j -0.000607746-0.00316405j -0.00194604-0.00131092j 0.00531553-0.00310893j -0.00421946-0.00101957j 0.003645-0.000721616j 0.001112+0.00472992j -0.000597281-0.00130143j -0.00275876+0.00760565j -0.00160063-0.000999024j -0.00736561-0.00535856j 0.00628749-0.00224433j -0.00132361+0.00267026j 0.00317712-0.000528141j 0.00127085+0.00334301j -0.00144345+0.00104252j 0.00117752-0.00460306j 0.00332615+0.00493992j 0.00394348-0.00306976j -0.00393249-0.00286694j -0.00455185-0.000786962j -0.0023115-0.000341039j 0.00214912-0.00106124j 0.00354002+0.000211543j -0.00211208-0.00707938j -0.00033882+0.0030683j -0.000416156-0.00634669j -0.00375703-0.000812199j 0.00202506-0.00082677j 0.0033098-0.00331807j 0.000684144-0.00126653j -0.00345459+0.000268758j 0.00116348-0.000970382j 0.000130599+0.00287207j -0.00346024+0.00059529j -0.00316655-0.000672017j 3.29278e-05-0.000316003j 0.000351699+0.000562848j -0.0019094-0.000611501j -0.00112002-0.000731837j 0.00216331-0.00355898j -0.0011145-0.00105719j 0.00118937-0.000594027j -0.00286718+0.000682359j -0.000590086+0.000607464j -0.000917028-0.0013751j -0.00152592+0.000904114j 
-0.00107957+0.00205019j -0.00135194+8.32227e-05j 0.00316574-0.000231888j 7.83526e-05-0.00312698j -0.0058088-0.00142737j 0.0011176-0.00241458j -0.000586267+0.00254029j -0.00288607-0.00319528j -0.000678546-0.000163261j -0.00156357+0.000608129j 0.00210569+0.00228428j -0.00546679-0.000797438j 0.00196865+0.00104189j 0.000694594+0.00208801j -0.000427185+0.000395293j 0.00315281-0.00407441j 0.005408+0.000577718j -0.00199985-0.00702145j 0.00082427-0.000953979j 0.00412156-0.00169932j -0.00424075+0.00501056j -0.00219272+0.00196777j -0.0042705-0.000859111j -0.00110679-0.00181943j 0.00958971-0.000130182j 0.00651038-0.00204068j 0.00554985-0.0029718j 0.00208385-0.00342978j -0.00784868-0.00324374j -0.000210991+0.0019427j 0.000421711-0.00167159j -0.0015852-0.00256817j 0.00129936-0.00233679j -0.00157354-0.00112676j 0.000985065-0.00291924j 0.00632167-0.00152764j 0.00050627+0.00049255j 0.00305135-9.65982e-05j 0.00120816+0.00187963j -0.00432442-0.000651668j -0.00129363-0.000228162j -0.0034531-0.00182234j -0.000230365+0.00142704j -0.00372836+0.00237456j 0.00119195-0.00540596j -0.00362226-0.00023871j 0.000443626+0.00323455j 0.00269818-2.59033e-06j -0.000297946-0.00230125j -0.00124238+0.00166925j 0.000999002+0.000708458j -0.000714787+0.00293754j 0.000406046-0.000547163j -0.00253211-0.00300987j -9.63739e-05+0.000500434j 0.000328368+0.000677112j 
0.00113074-0.00145196j 0.000606722+0.000520514j -0.00181551+0.00238213j 6.61261e-05+0.00276285j 0.00337621+0.000329885j -0.00146439+0.00390408j -0.00210155-0.0003875j 0.0016798+0.00298848j 0.00279762-0.00339877j -0.00149633+0.00037159j 0.00185164-0.00233098j -0.00293914+0.00476747j 5.49154e-05-0.00433789j -0.00211266+0.00186941j 0.00369876-0.00113025j 0.00446512-0.00428833j 0.00240612+0.00236408j -0.00101799-0.000452256j 0.00325242-0.00598439j -0.00125001+0.000689365j -0.00308753-0.00409593j -0.00233391-0.000600841j -0.000526886+3.08293e-05j -0.00146539+2.70606e-05j 0.000303815+0.000471546j 0.00165576-0.000909662j -6.79107e-05-0.00224835j 0.0040953+0.0027809j -0.00410142+0.00146739j 0.00194626-0.00129816j 0.00311215-0.000311329j -0.00774379+0.00594171j -0.00288967+0.00122579j -0.00204484+0.00242058j 0.00530327+0.00297372j -0.000741741+0.00391822j 0.000474375-0.00330376j -0.00258693-0.000812385j 0.00126012+0.000613446j -0.0041925-0.00118813j -0.00103536-0.00222506j -0.00299831-0.00451003j -0.00171561+0.00328709j 0.00415635+0.000268789j -0.00268563+0.00335413j -0.00041023+0.000668064j -0.00184557-0.00152174j 6.26083e-06+0.00117826j -0.00142399+0.00200557j -0.000329352-0.000567008j -0.00177591-0.000837424j -0.00227453-0.00166712j 0.000466015-0.000183449j 0.00198714+0.00144274j -0.000139152-0.000157581j -0.00023887-0.000335901j 
-0.000389086+3.91409e-08j -7.27253e-05-0.00041958j -0.000437631-0.000377845j 5.31593e-05-0.000236547j -0.00143105-0.000767146j -0.000824319+0.000584207j 7.48249e-05+0.000776435j 0.000688353+5.00759e-05j 0.00168322+0.000891582j 0.000660227-0.000145708j 0.00196828+0.000208795j -0.0031624-0.00116006j -0.00167812+0.00198268j -0.00419352-0.00212154j 0.00654268+0.00215082j -0.000471111+0.00413294j 0.00208324+0.00189966j -0.0023197+0.00161748j 0.00109654-0.00229271j 0.000408585-0.00289595j -0.00161687-0.00100312j 0.00162949-0.00244429j 0.000322083+0.00255838j 0.00415435-0.0039452j -0.00017153+0.00104735j 0.00367245-0.00184776j -0.00197547+0.000280254j 0.000117339+0.00167239j -0.00255013-0.00120498j -0.000350137-0.0042615j 0.00155323-0.000696504j 0.0025127+0.00193491j -0.00228845-0.00678301j 0.00344831+0.00129579j 0.00195705+0.00219878j -0.00200692+0.000406787j -0.00188688+0.000114086j -0.00150763+0.00157485j 0.00173638-0.0029612j 0.00200577-0.00281927j 0.00340102-0.000134789j 0.00251814+0.00105784j -0.00123226-0.000816079j 0.000535787-0.00122731j 0.00228001+0.000877941j 0.0019635-0.00110985j -7.329e-06-0.000962744j -0.000466673+0.000948094j -0.000498088+0.00038239j -0.00108178-0.000323543j -0.000400561+0.000987308j -0.000381106+0.000470904j -0.000556883-0.00174995j -0.000411447+0.00046165j 0.000597043-0.000464419j -0.000611636-0.000719604j 
0.000158338-0.00027063j -0.000175444-9.11214e-06j -0.00122684-0.000555152j 0.000495802+2.44021e-05j 0.00155836-0.000485781j 0.00133056+0.00184408j 0.00072492+0.000609066j 0.000301487-0.000960375j -0.000931873+0.000666341j 0.00309036+0.00272587j -0.000433363+0.000809287j 0.000996049-0.00174307j -0.000480276-0.00105556j -0.00273351-0.00279158j 0.00145671+0.00153967j -0.00065843+0.00422687j -0.0026183-0.00250868j 0.000801316+0.00346558j 0.000435115-0.000192748j -0.000280337-0.000976904j 0.00261377-0.000892853j 0.00158668-0.00312346j 0.00538072-0.000217092j 2.99515e-05-0.00145465j -0.00642687+0.00191638j -0.00145113-0.00123623j -0.00269764+0.00306086j -0.0016839-0.000565277j 0.00453204+0.001553j -0.00187188-0.00269078j -0.00190862-0.000661092j 0.00335963+0.000776511j 0.000902875-0.00206129j 0.00156162-0.000521395j -0.0018101+0.00221664j -0.00346846+2.58243e-05j -0.00270797+0.000642739j -0.000575856+0.00220161j -0.00297086-0.00196519j 0.00390874+0.000262519j 0.00231659+0.000802956j 0.00424363+0.00133693j -0.00103071-0.00130597j -0.00126954-0.00251275j 0.000866969+0.000106558j 0.00201376-0.000921941j -0.000477827+0.000103439j -0.00229862+0.000802699j 0.00135379+0.000295592j 0.00121546-5.17438e-05j 3.38263e-05+0.000149192j 1.94532e-05-0.000616442j -0.000769277-0.000602464j 0.000770796+0.000439001j 0.000135681-0.00062083j -0.000613355-0.000403687j 
0.00165567-0.00237465j 0.00157598+0.00113203j -0.00124737+0.00122144j -0.00155435+0.00136459j 0.00249644-0.000791354j 0.00193144+0.00301265j 0.000501856-0.00209839j 0.00186495-0.000454814j -0.000710372+0.00145409j 0.000244448+0.000793424j 0.000557721+0.00346857j 0.00188494+0.00211979j -0.000797083-0.000494758j 0.00162761-0.00228817j 0.00137918+0.00319005j -0.00527052-0.000753722j 0.00338413+0.00063818j -0.000754318+0.00533508j -0.00441011-0.00240564j 0.00218544+0.00418783j 0.00327302+0.00181071j 0.00324122-0.00295719j 0.00358733+0.000571391j 0.00136044-0.00389579j 0.000885438-0.000218989j -0.00147475+0.00299383j 3.8754e-05+0.00370158j -0.00178855+0.000434092j -0.000181818-0.00172745j 0.0018371+0.00449384j 0.00224338+0.00374602j 0.00310568+0.00264296j -0.00832895+0.000940575j 0.000954927+0.00387867j 0.000248819+1.702e-05j -0.00416571-0.00085394j 0.00193255-0.00244082j 0.000740417+0.000177312j 0.00437562+0.00229182j 0.00226971-0.000787096j 0.00041772+0.000860159j -0.00336781-0.00137485j 0.000108952-0.00208325j 0.0054205-0.0023174j -0.000291519+0.00289448j -0.00127508-0.000947879j -0.00341019-0.00318064j -0.000472534+0.000886293j -0.00141937+0.00433794j 0.000463309-0.000169995j -0.000354029+0.000458819j -0.00231821-0.00045379j -0.00133999-0.00233342j 0.00441597+0.00213561j 0.0010244-0.000834898j -0.00131409-0.00182248j 
-0.000720485+0.000283587j 0.000324345-0.000821898j 0.0010167-0.0018796j -0.000939083-0.00126099j -0.00123108+0.0021465j -0.00290361-0.00156365j -0.00187026+0.00135638j -0.000594991-0.000374263j 0.00106778+3.69876e-05j -0.00249092-0.000601222j -0.00120092-0.00198749j -0.00310249-0.00324032j 0.00126479+0.00575618j -0.00196114-0.000560276j 0.00257696-0.00248148j -0.0040106-0.00270466j -0.000544373+0.00852363j 0.00148326-0.00155204j 0.000282397+0.00218604j -0.00193619+0.000209506j -0.00269025-0.000315428j 0.000130927+0.00111285j -0.00777452+0.00014768j 0.00123695+0.000224049j 0.00472187-0.000836945j 0.00272056-0.00204152j -0.000157486-0.00256887j -0.000560778+0.00172479j -0.00264828-0.00203542j -0.0018064+0.000824204j -0.000405458-0.00227232j 0.000416303-0.000559728j -0.000795662-0.00296184j 0.00301925-0.000859723j 0.000179046-0.000636835j 8.2859e-05-0.000845982j 0.00286982-0.000962786j -0.00180467+0.000780015j 0.00278312-0.00184869j -0.00353442-0.00276812j 0.00158933+0.00136747j -0.000235975+0.0016226j -0.00105406-5.05094e-05j -0.000682604+0.00107041j 0.00284892+0.000947224j 0.000804943-0.000543928j 0.00131219-0.000888518j 0.00157968-7.70902e-06j 0.000715326-0.00143237j -0.0019847+0.000838829j -0.00101591+0.00128947j 0.000129+0.00123089j 0.000991565-0.000600726j -0.000766673+9.14823e-05j -0.000376121+0.000598182j 0.000834732+0.000438945j 
-0.000613286-0.00040695j 0.0012379-0.000352281j 0.00220935+0.00115215j -0.00111687-0.00164205j -0.00456183-0.0021471j -0.00158549-0.00307366j 0.000451319-0.00237558j 0.00088756+0.00174772j 0.0020292+0.000570367j -0.00222534-0.00319119j 0.00271784-0.00177198j 0.0006341+0.00257193j -0.00165168+0.00208594j 0.00242079+0.000785747j 0.00197522+0.000915354j 0.00162946+0.00139551j 0.00394733-0.000412705j -0.00167897-0.00129155j -0.00147311-0.00415822j 0.00306387-0.000390298j -0.00204978-0.00103588j 0.00117081+0.000278379j -0.00121547+0.000773113j 0.000443212-0.000400955j 0.00305188+0.000571642j 0.00183383+0.00130575j -0.000743019-0.00441466j -0.00112039+0.00426608j -0.00247407-0.00108601j 0.00237245-0.00145636j 0.00317888+0.00122281j -0.00151423+0.00115452j -0.00483009+0.000821299j 0.000331445+0.00407018j 0.00288936-0.00191087j 0.00121962+0.00361216j 0.00103305-0.00213048j -0.0025144-0.00166743j 0.00263755-0.00117611j -7.69552e-05+0.000469686j 0.00203331-0.003088j 0.000175688-0.00389153j -0.000170294-0.00107531j 0.00281531-0.00142713j 0.000896556+0.00189513j 0.000477303+0.00212006j 0.000782465-0.00249195j 0.000181591-0.00109582j -0.00230457+0.00117295j -0.00167632-0.00148053j 5.1174e-05-0.000563722j 0.000101123-2.94895e-05j 0.00142241-0.000580028j -0.000565362+0.00118455j 0.000404992-1.94416e-05j -0.000118026-0.000211143j 
-0.000287862+0.000720575j -0.000610124-0.000360053j -0.00107958-0.00095202j -0.000629064+0.00118924j 0.00013249+0.000948242j -0.0015364+0.000375628j 0.00251174+0.00431325j -0.00283944+0.000960905j -0.00191481+0.00181335j 0.0011277-0.000962061j 0.00155307+0.00196535j -0.00500064+0.00585177j -0.00227542-0.00335598j -0.00176805+0.00310374j 0.000705112-0.00227859j 0.00573341-0.000778805j 0.00222568-0.000580233j -0.00457495-0.00410888j 0.00594473-0.00235528j -0.00222256-0.00245579j -0.00426311-0.000534643j -0.00317063+0.00142568j -0.000630791+0.00186702j 0.00333443-0.00234521j 0.000666629-0.00290973j 0.00503643-0.00272754j 0.00289062-0.000103856j 0.00431281-0.0010924j -0.00485593+0.000389906j 0.0011088-0.00254992j 0.00047226-0.0033824j -0.00420539+0.00205988j 0.00251926-0.00267082j 0.000519815-0.0010223j 0.00299973+0.000564447j 0.00156568+0.00276937j -0.000173835+0.00231344j 0.000466959-0.000673912j -0.0021558-0.000805401j -0.0048176-0.00255289j -0.0015229+0.000746891j -0.00183352+0.00200567j -0.000190836+0.00123617j 0.000603098+0.00374308j -0.000809584-0.000456909j -0.00169335+6.06311e-05j -0.00036974+0.0012037j 0.000875947+0.00141259j 0.00044995-0.00074459j -0.000795071+0.00124147j 8.04187e-05-0.00033335j -0.0018141+0.000257532j -0.000102326+0.000141448j -0.000782575-0.00179569j 0.000351151+0.000433821j 0.000344616-0.000263831j 
3.21716e-05+0.000666584j -0.00053822-0.00095197j -0.0027689-0.00192408j 0.000583598+0.00363356j 0.00266209+0.00188901j -0.00445552-0.000410386j 0.00134652-0.0020241j 0.00118274+0.00510175j 0.000890926+0.00106207j -0.000479251-0.00497163j -0.00399931-0.00272608j 0.000748946-0.00179677j 0.000193137+0.0025417j -8.22204e-05+0.00383753j -0.0019303-0.00525591j 0.000286885+0.00802295j -0.000760665+0.000378941j 0.000647614+0.000281643j -0.000426782+0.00471981j -0.00648465-0.0012745j 0.000976837-0.00205989j -0.00261731+0.00322874j -0.0031771+0.00163969j 0.00602041+0.00246575j -0.00140878-0.000713198j -0.00255935-0.000135542j -9.24444e-05+0.00346551j 0.00110259+0.00213858j 0.00129009-0.00121006j -0.000566223-0.000461936j -0.000664483+0.000610187j 0.00441028-0.00322695j 0.00227292+0.000280971j 0.00182829-0.00252649j 0.00104063+0.000284288j 0.00161878-0.000492343j -0.000660705+0.0031744j -9.16063e-05-0.000715091j -0.000335562-0.00414168j 0.00151413-0.00128589j -0.00163311-0.00101899j 0.00238933+0.00314161j 0.00128839-0.000265808j -0.00284993+0.00318833j 0.000932808+0.000873362j 0.00178587-0.00127484j 0.00325551-0.0016487j 0.000378806-0.00147688j 0.00106288-0.00279811j 0.000171852-0.00216422j -0.000304678-0.000542177j 0.00357112-0.000677507j 0.000214759+0.00195612j -0.00179991-0.00104164j -0.0015911+0.00077635j 0.00110557+0.00197324j 
