0.000833127+0.0105711j -0.0109575+0.00139111j -0.00656243+0.00044458j 0.000617153+0.0061178j -0.00163102+0.00202837j -0.00269613+0.00279667j 0.00428672+0.00488048j -0.00245148+0.00122319j -0.00212672-0.00144833j 0.00226427-0.00210188j 0.00257294-0.00104909j -0.00270811+0.00440402j 0.00485275-0.00666915j 0.00442076+0.00691128j 0.00227134-0.0014062j 0.000604194+0.00250044j -0.00157906+9.96128e-05j -0.00535051-0.00120122j 0.00210517-0.000753873j -0.00614087+0.000800842j 0.000504272+0.00209765j -0.00297873+0.00126482j -0.000718205-0.00139028j 0.00180773+0.00469655j 0.00624228-0.00299787j 0.00473391-0.00156833j 0.00293822+0.000339177j -0.00531282+0.000442458j 0.000204218-0.00334298j 0.00247334-0.00203854j 0.0033714-0.00186019j -0.0030915-0.00321465j -5.78061e-05+0.00867451j -0.00265317+0.000167557j -0.00161913+0.00712211j 0.00312961-0.00633972j -0.0033391-0.000944192j -0.00132331+0.00401629j -0.000701502-0.00467967j 0.00200317+0.000712084j 0.000470125+0.00118418j 0.00281092+0.00157033j -0.00214929+0.00103133j 0.00395226-0.000689917j 0.00169358-0.00133713j -0.00515872+0.0038453j -0.00142739-0.000559433j 0.000421582+0.000243746j 0.000805947+0.00214833j 0.00154125-0.00158213j -0.000402713+0.0041093j -0.00480893+0.00100001j -0.00400662-0.00300909j -0.0106151-0.0086414j -0.00852847+0.0125832j 0.000144431-0.00562685j -0.00934831-0.0041091j -0.000348048-0.00280249j -5.55181e-05+9.82804e-05j 0.00766479-0.0024284j 0.000562453+0.00370613j 0.00118959+0.000645187j -0.00322155+0.00186945j -0.00418481+0.00177978j -0.00786002-0.00514427j 0.00446578-0.0107059j -0.00613064-0.00416051j -0.0178-0.0141698j -0.0160034+0.0159878j 
0.0028685+0.00116492j 0.000340208-0.00474643j -0.00416211-0.00181403j -0.00489643+0.00184523j -0.00719923+0.00231654j -0.00142336+0.00276822j 0.0020871-0.000807849j 0.00535154-0.00083999j -0.00144945-0.00438238j 0.00403125+0.00942708j 0.00414362+0.00572282j 0.00514558+0.00308319j 0.00217917+0.00225953j 0.00109383+0.00437043j 0.00208295-0.00137982j 0.00236352+0.00406817j 0.00472199-0.00536713j 0.00249556+0.00457015j 0.00151878-0.00218165j -0.00283278+0.00575949j -0.00212905+0.00321221j 0.00128701+0.00393189j -0.000743569+0.00234916j -0.00320034-0.00354513j 0.00403794-0.0029273j -0.00654371-0.00630807j -0.00861474-0.000585752j -6.2552e-05+0.00520019j 0.000526219-0.000857658j 0.00167504-0.00796031j 0.00366514+0.000768651j 0.000420355-0.00546089j -0.000294824-0.000334263j -0.000136847-0.00396047j 0.00279138-0.00288769j -0.00159242-0.000503077j 0.00315622+0.000288449j 0.00367871-0.0046329j -0.00312255-0.00445474j -0.000798392+0.00146438j 0.00314739-0.00128384j -0.00246832-5.82554e-05j 0.0009768+0.000139785j -0.00257359-0.00105172j 0.00228624-0.00188981j 0.00198603+0.00342353j 0.0012604+0.00389547j 0.00027466-0.00227293j -0.00331134-0.00192949j -0.000454738-0.00354289j -0.00157774-0.000743092j 1.10862e-05+0.00411103j -0.00307411-0.00391678j -0.00174764+0.000665723j -0.00164263-0.000347111j -0.000877488-0.00147926j -0.000759525+0.000538635j -0.00304724+0.000320798j 0.0017315+0.00121488j -0.00060283-0.000646399j 0.00118086-0.00155122j 0.000417071+0.00111087j -0.00272295-0.00123259j -0.000452382+0.000214557j -0.000507356+0.00109864j 0.00238828+0.000772586j 0.00324654+0.00213152j -0.00217172-0.00186476j 0.000103006+2.79286e-05j 
0.00253475-0.00269833j 0.00292567-0.000165876j -0.000562619+0.00315554j -0.00271367+0.000857478j -0.00137119-0.00208379j -0.00510252+0.00566253j 0.00121487+0.000731422j -0.00166088-0.00818469j 0.00201833-0.00385999j -0.00188139+0.00402576j 0.00570352+0.00450667j -0.00155451+0.0126981j 0.00742758-0.00244231j 0.00593101-0.00318225j 0.00530365-0.00453688j -0.000763833+0.0020517j 0.00666035-0.00462368j -0.00585335-0.00571946j -0.000153398+0.00439663j 0.00116824-0.000876409j -0.000965543-0.00837173j 0.0010174+0.0038439j -0.00190921-0.000616645j 0.00149821-0.000903544j 0.00160802+0.0071627j 0.00186357-0.00875733j -0.00144134-0.000911169j -0.00322797+0.00184936j 0.000582034+0.00269626j 0.000199954-0.000964782j -0.000584168+0.0107784j 0.000568673-0.00782245j 0.00251152+0.00210255j 0.00470453-0.00970558j 0.00565408-0.000680925j 0.000574914+0.00113175j 0.00304957+0.000855219j 0.00530356-0.00168712j 0.0033512+0.0009768j 0.0007839+0.000235855j 0.003869+0.000965425j 0.0023996-0.00295141j -0.00203691+0.00233238j 7.55496e-05+0.00232072j 0.00066458-0.0057561j 0.00478234-0.00557164j 0.00101868+0.00350179j 0.00259756-0.00150562j -0.000430569-0.000204395j -0.00199766-0.00260421j -0.00452641+0.0013636j 0.00292834+0.00751398j 0.000641987-0.00546176j -0.00201331-0.000713175j -0.00235064+0.00412043j 0.00164632+0.000983862j 0.00161363+0.00138781j -0.00478161-0.00213987j -0.00546196+0.00182022j 0.00262814+0.00288402j 0.00205932-0.00359851j 0.00170077-0.00422592j 0.000633477+0.000334214j -0.00268692+0.00166757j 0.000484422+0.00241252j -0.00144585-0.000601932j 0.00102637+0.00293441j 0.000550236-0.00230236j -0.000794317-0.000778374j 
-0.000778444+0.001966j 0.00243302-0.000875699j -0.00217114+0.000816369j -0.00487154+0.00346165j 0.00272058-0.0041383j -0.00125625+0.00228295j 0.0158086-0.00332142j -0.0013523+0.000990014j -0.00238487-0.00219371j -0.00784171-0.000932324j -0.000909084+0.00420036j -0.00551027+0.00371027j -0.000165996+0.00173667j 0.00832996-0.00213698j -0.00213205+0.00318233j 0.00776811+0.00585186j 0.00884511+0.00256873j 0.00457735-0.00527348j 0.000115011+0.001684j -0.00930389+0.000878007j -0.00386519-0.00343862j 0.0023796-0.00352903j 0.00251866-0.00180198j 0.00325634-0.00491378j 0.00256836+0.000211317j 0.00765177-0.00564169j 0.00556727-0.0011921j -0.00400434-0.00208044j 0.00275061+0.000904355j 0.00276076+0.00127543j -0.0113869+0.00375514j 0.0123142+0.00292861j 0.00124467+0.00123223j 0.00213876-0.00259817j -0.00339292-0.000100571j 0.00091416+0.0039467j 0.00598386+0.00581628j 0.00419063-0.00030009j 0.00557762-0.00512078j 0.000667247+0.000277935j -0.00153503+0.00147308j 0.0074221+0.000735242j 0.00384951+0.00151282j 0.00248275+0.00208362j 0.00918527+0.0031012j 0.00800507-0.000982491j -0.00178961-0.000907319j 0.00434785+0.000501205j 0.00430113+0.000476982j -0.000156088-0.000379842j -0.00221312+0.00155637j -0.00603775-0.00234341j 0.00706839+0.00201181j 0.00192648-0.00204043j -0.00327313-0.00594875j 0.00327784-0.000142773j -0.000137164-0.00334629j 0.00211144-0.000353171j 0.00074042-0.0032583j -0.000755724-0.000269329j 0.00289562+0.00344009j -0.00193638-0.00153122j 0.0045001+0.00157434j -0.00507139-0.00185953j -0.00126648+0.00119896j -0.000643643+0.00034956j -0.000902026+0.00155065j 0.000294539-0.00156178j 0.000796129+0.00131275j 
0.00242746-0.00303673j -0.000741581+0.00307053j -0.00394137-0.000733408j -0.00262982-0.0037592j -0.00586881-0.000628647j -0.00206682-0.00388758j 0.00219969-0.0104004j 0.00670125-0.00748368j -0.00307256+0.00897671j 0.00181673+0.0108124j -0.00274623+0.0100588j 0.0104158-0.00941736j 0.00483505+0.000488197j 0.00493421+0.0117181j 0.00951912-0.00214447j -0.00176214-0.00617156j 0.0079338-0.0109624j -0.000686401+0.00158906j 0.000553761-0.00523337j 0.00411443-0.00190793j 0.00382503+0.00390022j -0.00176434+5.42378e-06j -0.000862965+0.00277356j -0.000867357+0.00238312j -0.000359405-0.00650334j -0.00292488+0.00402588j -0.00407403+0.00852062j 0.000362107-0.006614j -0.0029194-0.00151694j -0.000782025-0.00394042j -0.00230057-0.00759824j 0.00748074-0.00906494j 0.00288483+0.0011219j 0.00612636-0.00292281j 0.00260679-0.000420179j 0.000754291+0.00108749j 0.00221464-0.00248413j -0.00356825-0.00174878j -0.00403672+0.00539285j -0.00338418-0.0016359j -0.00369801+0.000382686j -0.00251773+0.006869j 0.00166451-0.00331438j -0.00102579-0.0013256j 0.00543271-0.00723618j 0.00148106+0.00314024j -0.00185042+0.00125719j 0.00198215-0.00703179j -2.64724e-05+0.00176046j 0.00300302-0.00501703j -0.00188855-0.0012426j -0.00133662-0.00159389j -0.00175469+0.00229987j 0.0042803-0.00391447j -0.00396166+0.00379868j 0.000785777+0.000541441j -0.00117732+0.00152364j 0.000175625-0.00232412j 0.000838748-0.00166077j -0.000616978+0.000374686j -8.90379e-05+0.00321047j 0.000261994+0.00309165j -0.000520699-0.00181323j 0.00116678-0.00201659j 0.000359148-0.00224017j -0.00172279+0.00226444j -0.000168629+0.00179354j 0.000638898+0.00102374j 0.00229239-0.00193325j 
0.00123509-0.00706438j 0.00259775-0.00207703j -0.000216688+0.00230296j 0.0034232+0.00181406j 0.00514849-0.00894232j 0.00970548-0.00703434j 0.00474938-0.00972891j 0.00633076+0.00354255j 0.00430904-0.00137573j -0.000201592+0.00927657j -0.00371561+0.00328407j -0.00327605+0.00130772j -0.00130155+0.00886449j -0.0119271+0.00726458j -0.00817849+0.00345744j 0.00454226-0.00259734j 0.00413514-0.00092315j -0.00458184-0.00476117j 0.00643597-0.00612164j -0.00216528+0.00528647j -0.00471084+0.00783601j 0.00125274-0.00347587j -0.00467124+0.000166892j -0.000554626-6.91731e-05j 0.00619229-0.0119617j -0.00341055-0.00772269j -0.00318994-0.0024231j 0.00367515+0.00190187j 0.00229792-0.00550598j 0.00199091-0.000255157j 0.00647108-0.0018582j 0.00225778-0.00456346j 0.000732519+0.000170317j -0.00656584+0.000560027j 0.00171814-0.000531798j 0.00737189+0.000962818j 0.00397543-0.00428012j 0.00123129-0.00204251j 0.00120633-0.00468555j -0.00216178+0.000690931j -0.00287378+0.00250126j -0.00490986-0.0038122j 0.00749828-0.00657056j 0.00449535-0.00470096j 0.0020234-0.000508343j -0.006374+0.000594826j 0.00357928-0.000124133j -3.7091e-06+0.000493544j -0.00247317-0.00283362j 0.000784496-0.00361894j -0.000702116+0.000966313j -0.00199403+0.000490999j -0.00558823-0.00632944j 0.00137531-0.00195294j -0.00276615+0.00116118j 0.000524626-0.000741136j -0.00233967-0.00227355j 0.000172393-0.00331665j 0.00500129-0.00285303j -0.00231064+0.0040862j -0.00288522-0.00318943j -0.00201351+0.00320243j 0.00218372-0.00259827j 0.00083391+0.00279778j -0.00236913+0.000132861j 0.00145702-0.00224643j -0.00173513-0.000372444j -0.000666905+0.00458134j 0.00406928-0.00138167j 
-0.00628548-0.00704616j 0.000858792+0.00361193j -0.00257602+0.0021175j 0.00245998+0.000230964j -0.0017554+0.00283952j -0.00774064+0.00420747j 0.010706+0.00919206j 0.00047563-0.00311072j 0.00224396+0.0104352j -0.000932279+0.000174697j -0.000100039+0.00436387j 0.00864184+9.63302e-05j -0.00525713-0.00524265j 0.00734166+0.00344858j 0.00267615-0.00436305j 0.00230721+0.000946231j 0.00234971-0.00249808j -0.00301736+0.00235552j 0.00175124+0.00498412j -0.0023348-0.00432377j 0.00236539-0.00399847j 0.00117682+0.00738158j -0.00139003-0.00250091j 0.000169145+0.00579539j -0.000630777+0.00415773j -0.00233978+0.00491645j -0.00551561+0.00385152j 0.00494835+0.00129933j -0.000680325+0.00400646j 0.0041477+0.00216291j -0.00144434-0.000464195j 0.00272102+0.000773589j -0.000832147+0.00302433j 0.0024692-0.00335002j -0.00110719-0.00302885j 0.00323806+0.0044662j -0.0019066+0.00419397j -0.00246736-2.63318e-05j 0.00130496+0.00614098j 0.00175969+0.000895912j -0.000469697-0.000313276j -0.00130884+0.000633329j -0.00225695+0.00428942j 0.00235992+0.00453317j 0.00401065-0.00319879j 0.00343671-0.00177714j -0.000321787+0.00253003j 0.00349934+0.00184359j -0.000581609-0.00248992j -0.000113692-0.000954616j -0.00153746-0.000866491j -0.000317028-0.0019493j -0.000291495-0.00259899j 0.00186577+0.002434j -0.000485841+0.00177869j -0.000994099+7.47923e-05j 0.000183945-0.00129981j -0.0042765+0.000544227j -0.0025159+0.00262062j -0.000109019+4.5192e-05j -8.17421e-06-0.00216456j 0.00136427+0.000857573j -0.00188589+0.00364614j -0.002537-0.00383311j 0.00132576-0.00262547j -0.00127992-0.000624917j -0.000742408-0.00175126j 0.000388943+0.00337128j -0.000300365-0.00175303j 
-0.00229046+0.00113053j -0.00658764-0.00554026j -0.000717437+0.00162178j 0.00487963+0.000462048j 0.0163957+0.00396625j 0.000413689+0.00391889j 0.00743725-0.00354311j 0.00406081-0.00370034j 0.0012106+0.00213897j -0.0022892+0.004634j -0.00829179-0.0011041j 0.000495664-0.00182697j -0.00838842-0.00462537j 0.00154353+0.00178029j -0.00746269-0.00481745j 0.00159414+0.00203531j 0.00203638-0.0062842j -0.00371799-0.00242074j 0.000864476-0.00118319j 0.00139421+0.00383888j 0.00232223+0.00264982j 0.00234458+0.000338717j -0.00498124-0.00195408j -0.00146768-0.000470917j 0.00230286-0.00024087j 0.00266695+0.00053173j -0.00109514+0.00200459j 0.00273706+0.00322585j 0.00281332+0.00386409j 0.000194642-0.00155707j -0.00389802-0.00197133j 0.00276339-0.00587169j 0.000880472+0.00115368j 0.00107272-0.00345951j -0.00100493-0.00186746j 0.00344811+0.00144157j 0.00771867+0.00106273j -0.000645898-0.00349802j 0.00211829+0.00151682j -0.000296825+0.00128708j -0.00123122+0.000157292j -0.00262097-0.000455701j 0.000605388-0.00158509j 0.00230613+0.0032658j 0.00242418-0.00469494j 0.00277401-0.00231255j 0.00307995+0.00266459j 0.00125949-0.00255539j -0.00272257+0.00116977j -0.00179496-0.00227198j -0.00287867-7.67022e-05j -5.83961e-05+0.000171486j 0.00338332+0.00154577j 0.00159862-0.000420107j -0.00390002+0.00352821j 0.00257804+0.0024201j -0.00252374+0.00194044j 0.00370062+0.000432025j 0.00202662-0.003488j -0.00165438+0.00110615j 0.00106827-0.00115271j 0.00042867+0.00128536j 0.00379073+0.000796372j -0.00211917+0.00202126j -0.000399922+0.00048937j -0.000731322-0.000421152j -0.000434306+0.00142556j 0.000135353+0.00134488j 0.00134348-0.00131527j 
-0.00227207-0.00254924j -0.000686341+0.000382571j -0.00288755-0.0024622j 0.000524797+0.00154152j 0.0126626-0.00976713j 0.00109792-0.00591536j -0.00929004-0.00612007j -0.00394257-0.0089264j 0.0104622-0.00374447j 0.00417398-0.00712676j 0.00292509+0.00351169j -0.00742371+0.00363817j -0.0142272-0.00210423j 0.00580968-0.000584236j -0.00574157+0.00611975j -0.00203537-0.0051611j -0.011454-0.00238145j -0.000423016+0.000186391j -0.00239421-0.00481665j 0.000367936+0.000108489j 0.00492378-0.00137813j 0.00428454-0.00412072j -0.000944068-0.000762379j 0.00597685+0.00630703j -0.00247787-3.32452e-05j 0.00341369+0.00208059j 0.00751647+3.07196e-05j 0.000338084-0.00486437j 0.00414906+0.000259255j -0.00484765+0.0016664j -0.00155704-0.00115393j -0.00796722-0.00375158j -0.00049149+5.11743e-05j -0.0076777+0.000551177j -0.000422954-0.00010958j 0.00533379-0.00966704j 0.000976254+0.00195403j -0.00359016+0.00113465j 0.00321879+0.00359414j 0.00118658-0.000619061j 0.000445594+0.00281031j 0.00343573+0.0028151j -0.00147243-0.00263748j 0.0007067-0.00324224j -0.00761841-0.00541796j 0.00282061-0.00183551j 0.00449255-0.00445773j -0.0043714-0.00336895j -0.00017414+0.00125632j -0.0047689+0.000545868j 0.000607271+0.0025027j 0.000657267+0.00251267j -0.000965262+0.00346319j 0.000677068-0.000630632j -0.000216337+0.00615206j 0.00106019+0.000333472j 0.000293823+0.00279061j -0.000524679-0.000446356j -0.00143083-0.00143189j -0.000911535+0.000204347j 0.00205931+0.00141275j 0.000700436+0.000631705j -0.00017873-0.00280348j 0.0019403+0.00294549j 0.000459192-0.00091001j 0.00131076+0.00406823j 0.00177785+0.00113547j 0.00284273-0.00260466j -0.00105494-0.000662756j 
0.00513777-0.00276578j -0.00256775-0.00402115j -0.000156389-0.00289704j 0.0124303-0.00203168j 0.00208536-0.000450982j -0.00241749-0.00248094j -0.000893657+0.0124857j 0.00774742+0.00539507j 0.00435514-0.00992558j 0.00190599+0.00741272j -0.00874427+0.00978185j -0.0139794+0.0112871j -0.00374552-0.0054286j -0.0123714+0.0110837j 0.0061757-0.00215055j -0.000278249+0.00166374j -0.000952807+0.00143424j -0.00713928-0.00259459j 0.00117098+0.000976836j -9.42228e-05-0.00335353j 0.00433975+0.00234057j -0.0091362-0.00472973j -0.000412353-0.00516167j -0.00482585-0.00126836j -0.000423834+0.00236292j 0.00720186-0.000564772j -0.00143518-0.00527328j -0.000258413+0.00568785j 3.20369e-05+0.00511195j 0.000491086-0.000610046j -0.00198415-0.00157354j 0.00699855-0.00136226j -0.0020793-0.00156175j 0.0054771+0.00553136j 0.00720002-0.00423336j -8.01016e-05-0.00386968j -0.000728287+0.00363344j 0.00519219+0.00217346j -0.00259724-0.000785483j -0.00262625-0.00311637j 0.00445921-0.00128795j 0.00326824-0.00195254j -0.000187408-0.00173122j -0.00515083+0.000333543j -0.000530989+0.0104709j 0.000141904+0.00564362j -0.00206414+0.00351247j 0.00178504+0.00337383j 0.00271099-0.00302305j 0.00510051-0.00123971j 0.00225424-0.00368226j -0.000314943+0.00262964j 0.000877028+0.000984384j 0.000524721-7.61563e-05j -0.00199472-0.00366943j -0.00436785+0.00088842j 0.00305133-0.000116977j -0.00163292+0.00185483j 0.00498166+0.00163685j 0.00610432-0.00310109j 0.00521664+0.00405707j -0.00362493+0.00119666j -0.00148551-0.000128003j 0.000694016+0.00155386j -0.000531694+0.00013169j -0.00322588-0.00298529j -0.00522314+0.000709013j 0.00127171-0.00431575j 0.00196962-0.00287383j 
-0.00141579+0.00606222j 0.00256579-0.00251393j -0.00146815+0.000654343j -0.000441468+0.00818993j -0.00723398-0.000139746j 0.0109462+0.00960043j 0.0108789-0.00900743j -0.00734878+0.00669455j -0.00570489-0.000585928j 0.000157787+0.000991143j 0.00497842+0.00329288j 0.0017911-0.00471527j 0.00584007-0.000943266j -0.000754436-0.00505604j 0.00606197+0.000222409j 0.00401328-0.00210261j -0.00474368-0.00519228j 0.00157261-0.00312094j 0.00723053+0.00321214j -0.00118939-0.00125876j -0.00483244-0.00327057j 0.0029086-0.0129802j 0.00230198-0.000636245j 0.000330578-0.00461356j 0.00244849+0.002756j 0.000157923-0.000722358j 0.00438916-0.00149268j -0.000128582-0.00267701j 0.00276914+0.000323369j 0.00361202-0.00166739j 0.00455781+0.00478357j 0.00189273-0.00103305j 0.00130488-0.00213211j -0.00327634+0.00168811j 0.00166805+0.00240932j 0.000269976+0.000128129j 0.00286807-0.000697257j -0.00080794+0.00249617j 0.00114621-0.00256712j -0.00144491-0.0031097j -0.000907435-0.00202477j 0.00129811-0.00547966j 0.00743246+0.000799655j 0.00264143-0.00175955j -0.00691298+0.00318596j -0.00728503-0.00773987j -0.00456644-0.000913796j 0.00136258-0.00280611j 0.001496-0.00219316j 0.000878483+0.00117535j 0.0045944-0.000413786j 0.00224785-0.00287416j -0.000438469-0.00197857j 0.00172716-0.00262789j 0.00372565-0.000907981j -0.00190702+3.36274e-05j 0.000581004-0.00189707j 0.00357245+0.0026505j 0.00771774+0.0048131j -0.00119429-0.00318579j -0.000869454+0.0013652j -0.00469844-0.00155737j 0.00849893+0.000634411j -0.000547577+0.00682727j -0.00445676-0.00230369j -0.000143161-0.00044156j -0.00422976-0.00297782j 0.00101215-0.00349413j 0.000663827+0.00126988j 
-0.00288748-0.000658719j 0.00303515-0.00239426j 0.000757623+0.00367359j -0.000422668+0.00493282j -0.0159777-0.00184456j 0.00166311-0.00784308j -0.0146967-0.00353664j -0.00316134-0.00141491j -0.00636236+0.0030392j 0.00678445-0.00261775j 0.00617375-0.00197684j 0.00301838-0.00133564j 0.017458-0.00140261j 0.00764598+0.00200945j 0.00627401+0.00712958j -0.00203363+0.000804348j -0.0029457-0.00188006j -0.0012692-0.000383967j -0.00434585-0.00110208j 0.00426234-0.00143716j 0.00354643+0.00127327j -0.00443238-0.00522722j 0.00590357+0.00231084j -0.00192854-0.00147586j -0.00747449-0.0047012j -0.00790804-0.000386277j -0.000947223-0.000539621j 0.00151614-0.00131004j -0.00568921-0.00365565j 0.00136589-3.23316e-05j 9.48576e-05-0.00189102j -0.00493533+0.00343642j 0.00159101-0.00105263j 0.00130891+0.00370224j 0.00272678+0.00242496j -0.00254972-0.00168174j -0.00392171-0.00675523j -0.00361222+0.000962293j -0.00375828-0.00160533j 0.001441+0.00174833j 0.00124579+0.00496119j -3.62644e-06+0.00314328j -0.00665308-0.00541011j -0.00776147-0.00384965j -0.00311008-4.76912e-05j -0.000886403+0.00563649j -0.00366459-0.00124987j -0.00186493+0.00299107j 0.000505453+0.00344082j -0.00202402-0.000535157j 0.00235809+0.000264404j 0.000952412+0.00189891j -0.00048734+0.0025004j -0.00423643+0.000253471j 0.0041072-0.000846362j 0.00117758-0.000333642j -0.000816586+0.000811854j -0.00152609-0.00373777j -0.00414732-0.00254736j 0.00427335+0.00420152j -0.000949067+0.00142575j 0.00474097-0.0020625j -0.00158299-0.000792686j 0.00362263-0.001766j -0.00044541+0.00471119j -0.00210169-0.00468755j -0.00276797+0.000123634j 0.00177011-0.001348j -0.00260746-0.00227404j 
-0.00969503+0.00248218j -0.00261016+0.00798349j -0.00570196-0.000552026j 0.00186152+0.00160396j -0.00513519-0.0248172j -0.00487269-0.00301969j 0.00103616+0.00300077j -0.00431571+0.00210288j -0.00102892+0.00623219j -0.0110506+0.00997007j -0.0113711+0.0081996j 0.014497+0.00245082j -0.00766319+0.00409138j 0.00129387+0.00653149j 0.00711185+0.00716445j -0.00371322+0.00210167j 0.00208787+0.00109563j -0.00528321-0.00110711j 0.00158801+0.0027266j 0.00377933-0.00340266j 0.00210309-0.0018228j -0.00359313-0.00233236j -0.00614017+0.00219068j 0.00597353-0.00436507j -0.00206622+0.000510027j 0.00276355-0.0054003j -0.00306134-0.00537758j -0.002274+0.00169392j -0.000893891-0.000402971j 0.00586753+0.00481074j -0.000798059+0.00249912j 0.00436627+0.000736197j -0.00120015+0.000260721j 0.00530152+0.00623457j -0.00168121-0.00354862j -0.00330918-0.0030386j 0.000879807+2.91133e-05j -0.00303095+0.00422283j 0.00386533-0.00270207j 0.00205741-0.00208717j -0.000923106+0.00819929j -0.00371746-0.00391678j -0.000908937-0.00300242j 0.00682027-0.00426394j -0.00253966-1.28112e-05j -0.00668705-0.00268726j -0.00325454-0.0044208j 0.00215951+0.00351248j 0.00377402-0.00356133j 0.00314608+0.000192228j 0.00356392+0.00130877j -0.00133881-0.00226089j 0.00469903-0.00114485j 0.00327858-0.00109664j 0.00592857-0.000448315j 0.00222776-0.00192732j 0.00464521-0.0034721j 0.00226024-0.000841571j -0.0032747+0.00239584j -0.000925782+0.000781145j -0.000998776+0.00195117j 0.00129157+0.00374522j -0.000354598-0.00131126j 0.00282984-0.000517504j -0.00125703-0.00377544j 0.00218655+0.00133231j 0.00063394-0.00552756j -0.00133118+0.000111443j -0.00262787+0.00319286j 
0.00145989+0.00494987j 0.00765631+0.000148033j 0.000837632+0.0040529j 0.0104521+0.0027143j -0.0113727+0.00820019j 0.00194886-8.11818e-05j 0.00219512-0.0129237j 0.00798096-0.00113478j 0.00112095+0.00809577j 0.00071592-0.00126344j 0.0091366+0.0055883j 0.00304711-0.00443087j -0.00334508-0.0093143j 0.00807559-0.0011872j 0.00339123-0.00202164j 0.00237603-0.0010737j -0.00474487-0.00394819j -0.00488885+0.00396679j 0.00364193-0.00161116j -0.00561171-0.00088989j -0.00298185+0.000354334j -0.00650753-0.00315758j 0.00211374+0.0030499j -0.00239139+0.000578582j 0.00196419+0.00483654j -0.00606508+0.00450924j -0.00800772+0.00362497j -0.00179223-0.00528893j 0.000170029+0.00313209j 0.00161086-0.00426593j 0.0081375+0.000758596j 0.00166073-0.00651189j -0.00439623+0.002665j 0.00247838+0.00154622j -0.00527122-0.00283923j 0.000128525-0.00219731j 0.00105368+0.00162585j 0.00434804+0.00100257j -0.00673163+0.00151039j 0.000953098-0.000503312j 0.00558953+0.00388876j -0.00512794+0.00169273j -0.00232014-0.00338174j -0.00194428+0.000279406j 0.00273819-0.000404019j -0.00149457-0.000716036j -0.00236873+0.000582591j 0.000287113+0.000378761j -0.0067834-0.00502983j 0.00361258-0.00284636j 0.000856641-0.000625836j -0.0022342+0.00213915j 0.000804169-0.00290263j 0.0001207-0.000761984j -0.00417726-0.00512654j -0.00219941-0.000857846j -0.00239905-0.00903521j 0.00453869-0.000115971j 0.00464882-0.0015796j -0.00109795+0.00273476j 0.00191057+0.00406815j 0.00101369+0.0015749j 0.00313907-0.00483917j 0.00474676+0.0013647j -0.00118646+0.00105007j -0.00316589+0.00256576j -0.00389377+0.00111029j -0.00224896-0.00359352j 0.00158061+0.00683934j 
-0.0027692-0.00105566j -0.00262918+0.000693721j -0.00647597+0.0113508j 0.0104699+0.0105432j 0.00421224+0.0122512j -0.00541485-0.000437798j -0.00129364-0.000315699j 0.00274827+0.00061152j 0.0161161+0.00551256j -0.000378914+0.0027909j -0.00350541-0.00697243j -0.00412146-0.0167724j -0.00481608-0.00579593j -0.00303883-0.0096372j 0.00120776-0.00987576j 0.000805374-0.00209197j -0.000111834-0.00576135j -0.00713892-0.00386133j 0.000131277+0.00300261j -0.00316094-0.00027863j 0.00161293+0.000183955j -0.00204098-0.00261081j -0.000791328-0.0031768j 0.00440719-0.00151098j -0.00432109+0.00161126j 0.000499251+0.00889283j -0.000314271+0.00192477j -0.00187219-0.000880797j -0.00386586+0.00322047j -0.00160203-0.000344094j -0.000274855-0.00248866j 0.00596064-0.000563241j 0.00105032+0.000686943j -0.00144828+0.00266873j 0.00322758-0.00475628j 0.00335447-0.000913719j 0.00259622-0.00247384j 0.00196355+0.00708425j 0.00358222+0.00194366j -0.000181739+0.000598718j 0.00276489+0.00507526j 0.000214252+0.000168605j -9.32186e-05-0.00226531j -0.000961514+0.00284187j -0.000632085+0.000452678j 0.00334929-0.00243597j -0.000164992+0.00450156j -3.35227e-05+0.00109274j -0.000136176+1.52579e-05j 0.0028975+0.00195154j 0.000223159-0.00106978j 5.01043e-05+0.000346256j -0.00261038+0.00419827j 0.0032395-0.00214113j -2.32133e-05-0.00232643j -0.00142772+0.0015723j 0.0025111+0.00121619j -0.00575735+0.00363713j -0.00147715+0.00219301j -0.000158786+0.00335466j 0.000339774-6.42615e-05j 0.0031665+0.00105403j -0.00713774+0.00208602j -0.00108433-0.00275595j -0.00134538+0.000560654j 0.00211984-0.00288741j -0.000180834-0.00251502j -0.001446+0.00167273j -0.0014576+0.000876151j 
