0.000833127+0.0105711j -0.0109575+0.00139111j -0.00656243+0.00044458j 0.000617153+0.0061178j -0.00163102+0.00202837j -0.00269613+0.00279667j 0.00428672+0.00488048j -0.00245148+0.00122319j -0.00212672-0.00144833j 0.00226427-0.00210188j 0.00257294-0.00104909j -0.00270811+0.00440402j 0.00485275-0.00666915j 0.00442076+0.00691128j 0.00227134-0.0014062j 0.000604194+0.00250044j -0.00157906+9.96128e-05j -0.00535051-0.00120122j 0.00210517-0.000753873j -0.00614087+0.000800842j 0.000504272+0.00209765j -0.00297873+0.00126482j -0.000718205-0.00139028j 0.00180773+0.00469655j 0.00624228-0.00299787j 0.00473391-0.00156833j 0.00293822+0.000339177j -0.00531282+0.000442458j 0.000204218-0.00334298j 0.00247334-0.00203854j 0.0033714-0.00186019j -0.0030915-0.00321465j -5.78061e-05+0.00867451j -0.00265317+0.000167557j -0.00161913+0.00712211j 0.00312961-0.00633972j -0.0033391-0.000944192j -0.00132331+0.00401629j -0.000701502-0.00467967j 0.00200317+0.000712084j 0.000470125+0.00118418j 0.00281092+0.00157033j -0.00214929+0.00103133j 0.00395226-0.000689917j 0.00169358-0.00133713j -0.00515872+0.0038453j -0.00142739-0.000559433j 0.000421582+0.000243746j 0.000805947+0.00214833j 0.00154125-0.00158213j -0.000402713+0.0041093j -0.00480893+0.00100001j -0.00400662-0.00300909j -0.0106151-0.0086414j -0.00852847+0.0125832j 0.000144431-0.00562685j -0.00934831-0.0041091j -0.000348048-0.00280249j -5.55181e-05+9.82804e-05j 0.00766479-0.0024284j 0.000562453+0.00370613j 0.00118959+0.000645187j -0.00322155+0.00186945j -0.00418481+0.00177978j -0.00786002-0.00514427j 0.00446578-0.0107059j -0.00613064-0.00416051j -0.0178-0.0141698j -0.0160034+0.0159878j 
0.00278667+0.000353913j 0.00505875+0.00171425j -0.00545807-0.00135307j 0.0034939-0.00224365j -0.00372056-0.0024258j -0.00325514-0.000593903j 0.00272222+0.00123183j 0.00845041-0.00319191j 0.00595683-0.00348061j 0.000153522-0.000140993j -0.00377135+0.00140485j -0.00286448-0.000220984j -0.00102992+0.00214162j -0.000645147-0.000171766j 0.00247641-0.0015359j -0.00650894-0.00219986j 0.00652752+0.000936958j -0.00833475-0.00159547j 0.00486456-0.00413286j -0.00463996-0.00040585j 0.00360913+0.00321686j -0.000345412+0.00176003j -0.00183903+0.00192658j 0.00303202+0.0024392j 0.000221732+0.000848287j 0.000436139+0.000837377j -0.00190497-0.00174j 0.00121507-0.00227515j -0.000107569-0.00279529j -0.00359036+0.00459288j 0.00618687-0.00306516j -0.00667997-0.000541901j 0.00778739-0.00207459j 0.00390816-0.00245609j -0.00602782+0.00681068j 0.00688043-0.0105981j 0.00400459-0.00094532j -0.00296105+0.00664185j 0.00410355-0.00144563j -0.00948151-0.00112483j 0.00358733+0.000148339j 0.00415497-0.00132579j -0.000307561+0.00279529j 0.00242777-0.0024442j 0.00238874-0.00293417j 0.0049562+0.00241322j 0.00389806+0.00290359j -0.0012485-0.00589147j 0.000292906-0.00390492j 0.00148888+0.000301511j -0.00195336-0.00399797j -0.000178247-0.00193783j -0.00298298+0.00416864j 0.00331602-0.00352129j 0.000293753-0.0043746j -0.00282504+0.00802249j -0.000924735+0.000598599j -4.11502e-05-0.00564705j -0.00187367+0.00698622j 0.000447874-0.00509527j 0.0023146+5.54501e-05j 0.00230579-0.00177591j -0.00203002+0.00220063j -0.00430439+0.00117086j 0.000769944-0.00140069j -0.00131999-6.21648e-05j -0.00195461-0.00214764j 0.00251164-0.00301506j -0.00242403+0.00247612j 
0.000794878-0.00178392j 0.000735805-0.00363416j -0.00364327-0.00216749j -0.00175014-0.000157386j -7.66184e-05-0.00145569j -0.00187567-0.00526398j 0.0018315-0.00427152j -0.00119134+0.000446427j 0.00185943-0.00432657j -0.000992578+0.000291254j 0.00375718-0.00188487j 0.00822477-0.00152345j 0.00292601-0.000275389j 0.00622716-0.000412037j 0.00257137+0.00172148j 0.0103199-0.00628169j 0.00732262+0.00417006j -0.00455984+0.00270589j 0.00810333+0.00431895j 0.00401522-0.00111264j -0.00442086+0.00511934j 0.000922491-0.00285651j 0.00859004+0.00143955j 0.00317874+0.00530995j -0.00155025-0.00817456j 0.00717665-0.00364256j -0.00385105-0.00259591j -0.00246272+0.00311363j -0.00128063-0.000568316j -0.0096047+0.0131911j 0.0002362-0.000284362j 0.000911421-0.00755586j 0.00376718-0.00535863j 0.00313166-0.000510602j 0.000541892-0.00109019j 0.00142868-0.00197725j -0.000947864+0.00636606j -0.00346048+0.00181429j 0.00151453-0.00402256j -0.00723675-0.00260571j 0.000483559-0.00554783j 0.00269158-0.000505993j -0.000597792-0.00345212j -0.0013444+0.00299885j -0.00499494+0.000720494j 0.00045941-0.000464715j 0.00114473-0.000216958j -0.000379507-0.00073563j -0.00320389-0.00407616j -0.00633233-0.00327928j -0.000963352-0.000545968j 0.00348879-0.00252871j -0.00431142-0.00780083j 0.00146661+0.00131967j -0.00633747+0.00277192j -0.000704387-0.0022217j -0.00833433-0.00355964j -0.000588953-0.00124752j -0.00529511-0.00302879j 0.000493761+0.0039916j -0.00615609-0.00129011j 0.00206668+0.00322049j -0.000306834+0.00069118j -0.000875708-0.00381495j -0.00349493-0.00104845j -0.000368279+0.00188638j -0.000527649+0.00367942j 0.00127776-0.00213043j 0.00246747-0.000679579j 
-0.00590077-0.000171069j -0.00348643-0.0031096j 0.00094508+0.000439089j -0.00164177+0.000415103j 0.000506244+0.000635622j -0.00205398-0.00277202j -0.00154746+0.00344434j 0.000300133-0.00037482j 0.00464271+0.00259288j 0.00113328-0.00299086j -0.0013963+0.00105523j -0.00570034-0.00451349j -0.00597476+0.00383523j -0.00405915-0.000534504j 0.000303712+0.00061359j -0.00979212+0.00221141j 0.00420008+0.00468185j 0.00080774-0.0019735j 0.000365322+0.0016561j -0.00352848-0.00528981j 0.012461-0.00107729j 0.00682617+0.00687608j -0.000660574-0.00553092j 0.00647113+0.0019823j -0.00455451+0.00655158j -0.0109712-5.50805e-06j 0.0036188-0.00332533j -0.00230518+0.00462339j -0.00675907+0.00288411j 0.0040418+0.00123604j 0.00263456+0.00357389j 0.00127517+0.00146832j 0.0025747+0.0036002j -0.0018154+0.00310584j -0.00623159-0.00912711j 0.00545848+0.0134093j -0.00578199+0.00559823j 0.0053068-0.00103773j 0.00658181+0.00769695j -0.00162048+0.00477772j -0.000122632+0.00160075j 2.97633e-05-0.00597266j 0.000321758-0.000333719j -0.000587606-6.05524e-05j -0.00229029+0.00769332j -0.00010233+0.00136312j -0.00366552-0.000337128j -1.51492e-05+0.00391158j -0.00549801-0.00436599j -0.000172709-0.00194535j 0.00151294+0.000747241j -0.00506631-0.0001456j -0.00279898-0.0123147j -0.000121888+0.00412176j -0.0021719+0.00235794j 0.00354364-0.00743435j -0.00239156-0.000981034j -0.000514209-0.00224192j 0.00237075-0.00475601j -0.00223554+0.00863434j -0.00180868+0.00381052j -0.00338429+0.000345731j -0.000140335-0.00523136j 0.00343303-0.0021933j -0.0034745+0.0011206j 0.00405617+0.00125355j 0.000872005-0.00128377j -0.00376128+0.00396638j 0.00462042-0.00157907j 
-0.00750486+0.000892932j -0.00272221-0.000585489j -0.000822691+0.000855554j -0.00129565-0.0012648j -0.00261119+0.00259475j -0.00583515+0.00397286j 0.00107787+0.00279542j 0.00260665+0.000185662j 0.000401255+0.00165928j 0.000697708-0.00352048j 0.00629645+0.00424513j 0.000899884-0.00504803j 7.15654e-05+0.00822325j -0.00286155+0.00106945j 0.000314608-0.00295679j 0.00527375-0.00651897j -0.00184426+0.00118696j -0.00153151-0.00387835j 0.00438607-0.00170945j 0.00590657-0.00629585j 0.000655673-0.00117596j 0.0043299-0.00235173j -0.00377895-0.00366075j 0.00131358+0.00414281j -0.0141331-0.00052631j -0.00194794+0.00478776j -0.00525101+0.0020082j -0.00045973+0.00192772j -0.00121218+8.49638e-05j -0.00487259+0.0108606j -0.00101184-0.00878482j 0.00424201+0.000889217j 0.0025069+0.00304576j -0.00263027+0.0024755j -0.00305151-0.00635978j 0.00368952-0.000155734j -0.00264012+0.00871945j 0.00209295-0.00221705j 0.00271577+0.00557374j -0.000431165-1.50054e-05j 0.00446979+0.00178018j 0.00514365+0.00309361j -0.00281947-0.00425758j -0.00239888-0.00164423j 0.000199189-0.000744997j -0.00229677+0.00657824j -0.0056949+0.00299475j 0.00117069+0.00476366j -0.000871274-0.00315512j -0.000867718-0.00210941j 0.00340905+0.00407587j -0.00107025+0.00215197j 0.000585948+0.00411228j 0.00163271-0.00237797j -0.0013302+0.000587843j 0.000555199+0.000185442j 0.00171662-0.00528518j 0.00401735-0.000754697j -0.000906388-0.00262744j 0.00288707+0.00226862j 0.00541267-0.00395385j -0.000824187+0.000988285j -0.00145275-0.00358867j -0.0003752+0.00129795j 0.000135393-0.00216712j 0.00173182+0.00123377j 0.00028527-0.00151133j -0.00160713+0.00454611j 0.00328564-0.00156511j 
0.00385602-0.000641104j -0.000452879-0.00160478j 0.0041942-0.00451965j 0.00509638-0.000142192j 9.1627e-05+0.00396189j 0.00252792+0.000643277j -0.000988886+0.00526338j -0.00141339-0.000304152j -0.00313956+0.00136697j -0.00163409+0.00198804j 0.0043511-0.00580704j 0.00384498-0.000378726j -0.00548529+0.00113052j -0.000895941+0.00695779j 0.001067-0.0032543j -0.000696072-0.00469242j -0.00278671+0.00176694j 0.0139097-0.00261407j 0.00219799+0.00758684j 0.000378381-0.0049765j -0.00207032-0.00208328j -1.86873e-05-0.00103873j 0.000954736-0.00196392j -0.000791394-0.00196323j 0.00350893-0.00351408j -0.00798123+0.00363589j -0.00261797-0.00511625j -0.00135466+0.00481959j 0.00470084+0.000365498j 0.000764966+0.00650126j 0.00199082-0.00282872j 0.00757693-0.00645376j -0.00301241+0.000191986j 0.000811796+0.00228211j 0.00386455-0.00543836j -0.000608531-0.000894749j -0.0019767+0.0068877j -0.00399675-0.00312476j -0.00549458+0.00359655j 0.00230917-0.00411701j 0.00149393-0.00429252j 0.00276773+0.00294402j 0.000595205-0.000450972j -0.00745807+0.00337106j -0.00521865+0.00430149j 0.00165132-0.00117115j -0.000690046+0.00426101j -0.000217546-0.0020726j -0.00164876-0.000615291j 0.00227155-0.00459648j 0.00230542+0.00206557j 0.00499889-0.00249005j -0.00273467-0.000505301j -0.0043764+0.00350292j -0.00278384+0.00812856j 0.000220833-0.00557105j -0.00473691+0.00106853j 0.00335068-0.00163532j -0.00677787+0.00416735j 0.00250086+2.4516e-05j -0.00672736+0.00175913j -0.00130462+0.00391961j -0.00343855+0.00214718j -0.000791737-0.000596813j 0.00374449-0.00187246j 0.000506044-0.000210713j 0.00537006-0.00313624j 0.00305553+0.00059779j 0.00171252+0.00142401j 
-0.00304274+0.0013404j 0.00407143-0.0010751j 0.00167404+0.00166377j -0.00513298+0.00400583j 0.00289489-0.00330195j 0.000508702+0.000345984j 0.00130191-0.00291347j 0.00715469-0.00017749j -0.00250004+0.00195732j -0.00119569-0.00457581j -0.00174033+0.0133527j -0.0013892-0.00856662j 0.00357163+0.00231921j -0.00352203-0.00230996j 0.00102608-0.000966735j 0.000301764-0.00429035j 0.00272703-0.00198208j -0.0013374+0.00422565j -0.00620955+0.00349063j -0.00782129+0.00457308j 0.000548944-0.00275327j -0.00268367-0.00561128j -0.00521909-0.00479181j 0.00458302+0.00535515j -0.00698868-0.000143399j 0.00323271-0.000553404j 0.00396966-0.00205167j 0.00592752-0.00118885j -0.0014471+0.00937635j -0.00696974+0.00267039j -0.000282146-0.00316396j 0.00572915+0.0020344j 0.00314287-0.00444866j 0.00580469-0.00568692j -0.00165764-0.00253152j 0.00120694+0.00113184j -0.000918678+0.0028525j 0.00246551-0.00585412j 0.000367688+0.00143255j -0.0024737+0.00463761j 0.00424057-0.0055924j -0.00151723-0.00259589j 0.00136133+0.00298729j 0.000272159+0.00376807j 0.000461365+0.00405659j 0.00211128+0.00449494j -0.000567149-0.00500117j 0.00253542+0.00581872j 0.00343869+0.00136196j 0.00227508+0.000484699j 0.002229-0.0013101j 0.0046224-0.00374651j 0.00206187-0.00460912j 5.59521e-05+0.00273429j 0.00433954-0.00134851j -0.00171311+0.000600124j -0.00129745-0.000871713j 0.00852672-0.000617342j -0.00225031-0.00376768j 0.00171425-0.000201565j -0.00140426+0.00196916j 0.000800156-0.00496057j 0.00109717-0.00450158j 4.59323e-06-0.00130846j -0.00275731+0.00373358j 0.00271422+0.000364967j 0.00358961-0.00146791j 0.0023464+0.00196517j -0.00166162+0.00013211j 
0.00141395+0.00236409j 0.0036621-0.00303959j -0.00351013+0.00117562j 0.000809556+0.000624294j -0.00164695-0.00427051j -0.00332203+0.00381168j -0.00181492-0.00255129j 0.00236667-0.00420435j -0.000401906-0.00446979j -0.000130859-0.00350861j 0.00531846+0.00878537j -0.00076255+0.00362239j 0.00390628+0.00375648j 0.00369857+0.00155008j -0.00246719+0.00580445j -0.00376552-0.00046834j -0.00631184+0.00194879j -0.00442806+0.00965009j -0.00637259+0.00705203j 0.0119291+0.00217849j -0.0025751+0.00521276j 0.000400483+0.00046463j -0.00346678-0.00479215j -0.00166773+0.00536303j -0.000582702-0.00220409j -0.00117721-0.0016609j -0.00220755-0.00468177j -0.000188106+0.00164799j 0.00927883-0.00156354j 0.000204451-0.0014058j -0.00745611+0.00423734j 0.00553976-0.00283823j -0.00148424-0.00233094j 0.00215108+0.00128866j 0.00363071-0.00535094j -0.00336745+0.00237935j 0.0043098+0.000627317j -0.00489639-0.00359591j 0.00174709-0.00296826j 0.000106064+0.00345442j -0.002067-0.00527515j 0.00101768-0.00317466j 0.00412961-0.00226428j 0.00688092-0.0060842j -0.000774919-0.000803068j -0.0037013-0.00627333j 0.00315923-0.00134126j 0.00147145-0.00298385j 0.00106239-0.00391484j -0.00156721-0.00388525j 0.00589085+0.00205024j 0.000352546-0.00475902j 0.00236003-0.00746007j 0.00262193+0.00319078j -0.000336482-0.00128114j 0.000728507-0.00675808j -0.000636758+0.00114722j -0.00199856-0.00168864j 0.00692457-0.00050575j -0.00463907+0.00272497j 0.00219724+0.00184486j 0.000330536+0.00349559j -0.00284478+0.000771151j -0.000451373+0.00346j -0.000459974+0.0020128j -0.000206462-0.000586248j -0.00506788-0.000194286j 0.00282904-0.0012563j 0.000492047+0.00390252j 
0.0044321-0.00128288j 0.00339853-0.000796076j -0.00172222-0.00245169j -0.000155366+0.00466867j -0.00129095-0.00479847j -0.000705735-0.00233554j -0.00107167-0.00133036j 0.00162724+0.00132727j -0.00862558-0.000682792j -0.000111667+0.00107797j -0.00816804-0.0110646j -0.000204011+0.00352724j -0.00506928-0.00201126j 0.002507-0.0075218j -0.00157131+0.00935328j -0.000846464-0.00126869j 0.00337135+0.0040073j 0.00699022-0.00180666j -0.00483826+0.00165868j -0.00484209-0.0094912j -0.0021485-0.000889953j 0.00370077+0.00300493j 0.0039959+0.00912159j -0.00465647-0.00572661j 0.00229615-0.00945266j -0.00407286-0.00192641j 0.00228917+0.00231924j -0.000170265+0.00719837j 0.00261729-0.0021353j -0.00199415-0.0084879j 0.0014992+0.00512647j 0.00243909-0.000535067j 0.000890995-0.00305917j 0.00675233+0.00360421j -0.00118209-0.00862268j 0.0100797-0.00154454j 0.00100043-0.000703233j 0.00181531+0.00029121j -0.00590276+0.00186168j 0.00258832-0.00435421j -0.000830371-0.00164898j -0.00247517+0.00154954j 0.00452326+0.0010047j 0.00344172+0.00264675j -0.00255902+0.00836038j -0.00560856-0.00608637j -0.000608239-0.00389055j -0.00444231+0.000228475j -0.00143204+0.00134006j -0.00291672+0.00189741j 0.0011985+0.00191721j 0.00342084-0.00137164j 0.00193511+0.000491775j -0.00452905+0.00199677j 0.00200408+0.00249624j 0.00156344-0.00175712j -0.00223288+0.00498153j 0.0034513-0.0005941j -0.00466288+0.00352644j 0.000510758+0.00492013j -0.00288561+0.00622405j 0.00111344-0.00306055j -0.00162636-0.00209655j -0.000339788+0.000601262j -0.000835365+0.00364373j -0.000329009-0.000774043j -0.00103708-0.00265315j 0.00192908-0.00122018j 0.000388871+0.00124265j 
-0.00177083-0.000733728j 0.000695749+0.000693874j -0.00049648+0.00186956j -0.00123924-0.00467766j -0.00242225+0.00181554j -0.000913798+0.000217659j -0.00363583+0.000306856j 0.003076-0.00247519j -0.00614932-0.00283697j -0.000898327+8.39148e-05j 0.0061502-0.00734801j -0.000989371+0.00289176j 0.00706219-0.00030182j 0.00300651+0.00290143j -0.00054095+0.00147089j -0.0126596+0.00391197j -0.00839442-0.000878461j 0.00367145-0.000343171j -0.00616492-0.000201157j -0.0013323-0.000397415j -0.00162009+0.00334795j -0.0090248+0.0156649j -0.00185829+0.00485242j 0.00594686+0.00246709j 0.00163784-0.00454354j -0.00144312-0.00286447j -0.00415753-0.00433372j 0.00233342+0.00776354j 0.0010453-0.00293193j 0.00234049-0.00824421j 0.00180926-0.005755j 0.00237022+0.00340025j -0.00441789-0.00317619j 0.00699303+0.00290548j 0.00555931-0.0012113j -0.0013351-0.00700686j -0.00511445-0.00156978j -0.00211768+0.00239224j -0.00247745+0.0085142j -0.00192859-0.00326417j 0.00109523+0.00256169j -0.00375277+0.00279898j 0.00148911-0.00065394j 0.00610908-1.8842e-05j -0.00406334+0.00678219j -0.000247938-0.00140683j 0.00138144-0.00355967j -0.00465369+0.00592455j -0.00576523-0.0022052j 0.00191873-0.000165687j -0.00080409-0.00154112j 0.00290966-0.00139894j 0.00515243-0.00492057j 0.00159453-0.00222622j -0.00198889+0.00311381j 0.00540051+0.00372863j -0.00780736+0.00139995j 0.00298395+0.00606516j -0.00399987+0.00385889j -0.00269847+0.00312532j -0.0026769-0.00525546j 0.00133321-0.00349702j 0.00018602+0.000720082j -0.000182673+0.00233354j -0.00418982-0.00124561j 0.00172306+0.00377763j -0.00127486+0.00239257j -0.00309272-0.00167079j -0.000786177-0.0019086j 
-0.00239785-0.00194854j -0.000889589+0.00223284j -0.000231734-0.000154217j -0.00369187-0.00184278j 0.000821429-0.000167449j -0.00106613-0.00167918j 0.00209197-0.000230197j 0.000309668+0.000600222j 0.00437603+0.000218563j 0.00313967-0.00158053j 0.00100215+1.51721e-05j -0.00624846+0.000232563j -7.73284e-05-0.00235j 0.000376857-0.00088183j -0.00231371-0.000871717j 0.00172861+6.68724e-05j -0.00033554+0.000588096j -0.000560224+0.00585597j 0.00383425+0.00137735j -0.00972036-0.00707866j -0.000697774-0.00326482j -0.000314171+0.00330011j -0.00472768+0.00666808j -0.00513593-0.0023467j -0.00317832-0.00507817j -0.0028541+0.00437926j 0.00319909+0.00100631j 0.00308063+0.00199308j 0.00299064+0.00344461j 0.00427049+0.0119865j 0.00300249-0.0025767j 0.0041219-0.00259386j 0.00243457-0.00753723j 0.00255591-0.00679548j -0.00115835+0.00368626j 0.00749937-0.00564414j -0.00734201+0.00118454j 0.000895514+0.00274517j 0.000152705-0.000337169j 0.00208765+0.0034907j -7.50115e-05-0.00293315j -0.00206014-0.00543599j 0.00105233-0.000585835j 0.000487589-0.00113794j 0.00450875+0.0069089j -0.00609875-0.00201101j -0.000681869-0.0037667j -0.00262947+0.00133974j 0.00235183-0.00165938j -0.00359408+0.00252187j 7.69458e-05-0.00262989j -0.00795501-0.00243431j 0.0044341-0.00275024j -0.0127907-0.00491801j 0.00748184+0.00718506j 0.00750536+0.000545803j 0.00345911+0.00594763j -0.0129407-0.00259227j 0.00438089-0.000168006j 0.00130747+0.00265115j 0.000940415+0.0032428j -0.000990588+0.000275563j -0.000122775+1.52136e-05j -0.00179161-0.00210507j -0.00270488+7.05396e-05j -0.000308668+0.00200121j -0.000529013+0.00287196j -0.000343275-0.000124534j -0.00250575-0.00357629j 
-0.00472039-0.00222392j -0.00420855+0.00221755j 0.00332453-0.00216402j -0.00147924+0.000247877j 0.000806277-0.00144383j -0.00290163+0.00400719j 0.00267861+0.00220785j 0.00350115+0.00435868j -0.000258549+0.00514281j 0.00441037+0.000642043j 0.000681181+0.00881035j 0.000156946+0.00461185j -0.000158831-0.00371041j -0.00158954-0.00108421j -0.0024543+0.00346101j -0.00103362+0.00246839j 0.00183169-0.00183579j -0.00247861+0.00288041j -0.00755269+0.00444639j -0.00420694+0.00466553j 0.00228599-0.00441192j -0.00108447-0.00555324j 0.00637496+0.00249781j 0.00646081-0.00202164j -0.00271108-0.000318424j -0.00111472+0.00701694j 0.000996191-0.000361269j 0.00644113-0.00440037j -0.0021682+0.000949648j -0.000620878-0.0126877j 0.000394252+0.0067625j 0.000565584+0.00312294j 0.000869366-6.97023e-05j -0.00097917+0.00346706j -0.00355498+0.000245913j 0.00760538+0.00498292j 0.000388773-0.000989003j 0.00131033+0.0023094j -0.000310163+0.00160497j 0.00142795-0.00158462j 0.00170895-0.003614j -0.00443067-0.00372317j 0.00211816+0.00467636j 0.000936942-0.00173547j 0.00226889+0.00366117j 6.82679e-05+0.000797828j -0.00194069-0.00342785j 0.00800369+0.00146394j -0.001693-0.00126148j -0.00150008+0.00679733j 0.00121136-0.00243492j 0.00698816+0.00210654j -0.0108858-0.00602315j 0.00803476+0.0050022j -0.00362596+0.00277102j -0.00531018-0.00729659j -0.00582751+0.00261257j 0.0042399+0.00610178j -0.00513082-0.00337526j 0.00594692-0.00139032j -0.00525772+0.000533274j 0.000172786+0.00315375j -0.000155085-0.00138191j -0.000722712-0.000173419j 0.000226133+8.1294e-05j -0.00181644-0.000815952j 0.0024441+0.00272896j 4.65475e-05+0.000284019j -0.00284596-0.00539059j 
-0.00184812+0.000195952j -7.74383e-05-0.000657141j -0.000931762+0.00379415j 0.000579211+0.0021315j 0.00092507-0.00359673j -0.00111944-0.00737733j -0.0010912-0.00137232j 0.00218234+0.00343114j 0.000938151-0.0063914j -0.000148737-0.00166883j 0.00299197+0.00149223j -0.00187161-0.00246987j -0.0021963+0.00416797j 0.00170849-0.00493994j 0.00366565-0.000511462j -0.00744393+0.0106699j -0.00181809-5.91895e-05j 0.00517061-0.00447594j 0.00291071+0.00167365j 0.00306213+0.00716783j 0.00614797-0.00262583j -0.00535018+0.00621848j -0.00392377-0.00717139j 0.00554949+0.00306803j 0.00119388+0.00199667j -0.00856019+0.00388723j 0.000809749-0.00935859j -0.000900825+0.00164971j 0.00432152+0.0013107j 0.00106665+0.000455287j 0.0100565-0.000659139j 0.000191775-0.00238663j 0.00497681-0.0023081j 0.000353546-0.00292314j -0.00230886-0.0002257j 0.00022567+0.00232203j -0.00384508-0.000665199j -0.000894048-0.00375115j -0.000367942-0.00275599j 0.000457956-0.00338341j 0.000817821+0.00566065j -0.0068115+0.00266884j 0.00529008-4.25608e-06j -0.00184049+0.0123983j 0.00185262-0.00706914j 0.00148904-0.00174585j -0.001298+0.00449609j -0.00303154-0.000466531j -0.00201184+0.000760236j 0.00449113-0.001553j -0.000787489+0.00593799j -0.00208022+0.0016832j -0.00429465-0.00731508j 0.00396982+0.00629029j 0.00311561-0.00267169j -0.00325222-0.00776242j 0.00283321-0.00718234j 0.00631121+0.00568883j -0.00345661-0.00139463j -9.09288e-05-0.00273462j 0.0087153+0.00197433j 0.000611124+0.00192614j 0.00510029+0.00231794j -0.00277638-0.00421634j -0.00335734-0.000773597j 0.00531665+0.00014679j 0.00206601-0.000445177j -0.000801484+0.000895332j 0.00339662-0.00123058j 
-0.00104487+0.000570643j 0.000246372+0.0014795j -0.00557672+0.0018211j 0.0010812-0.00171962j -0.00213076-0.00200021j 0.00304642-0.00351271j 0.00739363+0.000875342j -0.00144183-0.00349874j 0.0048586-0.0048324j 0.00546137-0.00284234j 0.00871681-0.00265761j -0.00180736+0.00692986j -0.00522662+0.0044903j 0.000216818+0.00395635j -0.00234838+0.000251832j 0.0084201+0.00605295j -0.00301333+0.00114035j -0.00270112-0.00122958j 0.00496426-0.00094767j 0.000689355-0.00992881j -0.00420912-0.00379966j 0.000684958+0.00260746j 0.00848208+0.00237035j -0.00188428-0.000753685j -0.0108592-0.00368081j -0.00133466-0.00138306j 0.0130095+0.00178886j 0.00411417+0.00328552j 0.012283+0.00446195j -0.00139487-0.00709492j -0.00313508+3.70395e-05j 0.00667199+0.00849563j 0.00833003+0.00255669j -0.00167738+0.00616793j 0.00255053+0.00251204j 0.00227304-0.00125231j 0.00774012-0.00355479j 0.000701009-0.00159631j 0.00723163+0.0025959j -0.00514374-0.00800927j 0.00173815+0.00619781j 0.00649496+0.00477005j 0.00141299+0.00169489j -0.00701738-0.000212375j 0.00371523-0.00030524j 0.00714653-0.00243659j -0.00470156+0.000700812j 0.00583314+0.00194561j -0.00232626+0.00061794j 0.00261348-0.00168184j -0.00134374+0.00354725j 0.00705635+0.00756018j -0.00277514+0.00182136j 0.00375014+0.00299045j -0.00424093+0.00183371j 0.000921916+0.00138984j -0.00653339-0.000496647j 0.00351298+0.000597141j -0.0115058-0.000814319j 0.00791485+0.00249619j -0.0035415+0.000570096j -0.00146512-0.00238756j -0.00287308+0.00274471j -0.00387382-0.000767666j -0.0040392-0.000277266j 0.000797442+0.00185852j -0.00296805-0.000315619j 0.00100853+0.000779534j -0.00180829+0.000755595j 
0.00049302-0.00101957j 0.000400918-0.00124222j -0.000809453-0.00108778j -0.000255509-0.00111278j -0.00225327+0.0048828j -0.00138024+0.00057344j -0.00131146+0.00321738j 0.000656573+0.00043922j -0.00594637-0.000241131j 0.000317718+2.7456e-05j 0.00132189-0.0062465j 0.00932531-0.00246888j 0.00271888-0.00571514j 0.00288035+0.000281797j 0.0034649-0.0072031j -0.000919695-0.00076104j 0.00172591+0.00243446j -0.0038464-0.00433947j -0.00110665-0.00291019j 0.00711285-0.00123751j 0.00125878+0.00249945j -0.00248879+0.000515462j 0.00219357-0.00224919j -0.000194016-0.000937166j -0.003458+0.00564112j -0.000108449-0.00102723j -0.00370318-0.000782075j 0.000311847-0.000309619j 0.000681413-0.000197587j -0.00761487+0.00817143j 0.00359388-0.00217955j -0.000711395-2.20533e-05j -0.000682102+0.00199739j 0.00685504-0.000264525j 0.0050586+0.000646974j -0.0025099+0.00496179j -0.000191802-0.00140714j 0.00730943+0.00450163j -0.000222004+0.00155733j -0.00112185+0.00241664j -0.00242866-0.00401058j -0.00624645-0.00628988j -0.000311146+0.00372559j -0.00710427-0.00272191j 0.0137137+0.0149534j -0.00381379-0.00716977j -0.0190724-0.0148211j 0.011735+0.0122261j 0.00232639+0.00646411j 0.00267446+0.000409165j -0.00817245-0.00431358j 0.00590626-0.0043732j -0.00680873-0.00162611j 0.00237908-0.011498j 0.00247065+0.00807849j 0.000544451+0.00925945j 0.00689176+0.0112152j 0.00867088+0.00104708j -0.000349573+0.00204946j 0.00297731+0.00265308j 0.00364913+0.00934918j 0.00124779-0.00235791j 0.000752823-0.00193779j 0.00403549-0.00154969j 0.00137629+0.00186266j -0.000210142-0.00140917j 0.000184738-0.000434569j -0.000205092-0.000138332j 0.00242054-0.000491383j 
