0.0047849-0.00654806j 0.00629059+0.00431048j -0.00176862+0.00647333j 0.00629316+0.00110274j 0.00237643+0.00177051j 0.000201496+0.00150527j 0.00398164-0.00246455j 0.000464563+0.00461553j -0.00210665-0.00154741j 0.00372282+0.000115128j 0.000118986-0.00473699j -0.00184973+0.00242537j -0.00237667-0.00335011j 0.00367753-0.001479j -0.00147259-0.00216563j -0.0011278+0.000642053j 0.000842862-0.00105284j 0.00143364+0.000260357j 0.000341852+0.00318246j 0.000806037+0.000668982j -0.00393874+0.00177138j 0.00137133-0.00124481j 0.00133049+0.00267538j -0.00306391-0.00268379j -0.00016422-0.000644015j 0.000136097+0.00123222j 0.00235215-0.00108737j -4.88286e-05+0.000504945j -0.000431602+0.00127082j 0.0017303-0.000502437j -0.000265194-0.00236707j 0.00285936+0.000881978j 0.00329931+0.000311065j 0.00105051-0.000367637j 0.00208253-0.000382294j 0.00147823-0.00114252j -0.000388306+7.27516e-05j -0.000700996+0.00162147j -0.00135268+0.00112573j -0.00143149+0.00292317j -0.00207495-0.00171466j -0.00197494-0.000887773j -0.00248167+0.000252998j -0.00109065-0.002309j -0.000724851-0.00166166j 0.00101834+8.1958e-05j -0.00131383-0.00218972j 0.00314443+0.000181128j 0.000286133-0.00123073j 0.000252019-0.00230299j 0.00276421-0.00171918j 0.000449821+0.000718421j -0.000668423+0.00261245j 0.00103384-0.000427175j -0.000449087-0.00107249j 0.000643523-0.00242236j 0.000189114+0.0014023j -0.00115067+0.00760203j 0.00988747+0.00444284j 0.00182988-0.0104087j 0.000227897-0.00131993j -0.00761823+0.00327174j -0.000990676-0.000834202j -0.00585429+0.00592602j 0.00445774+0.00302849j 0.00566939+0.00250831j 0.00642974+0.00698075j -0.00517133+0.00775713j -0.00852528-0.0117357j -0.0126+0.00834166j 
0.000219922-0.00126102j -0.000167605+0.00155258j 0.00168765-0.00218746j -0.00175783+0.00374661j 0.000833599-0.00241281j -0.00195428+0.000976275j -0.00356731+0.00150578j 0.0019473+0.000965485j -0.00405281-0.0013345j -0.00568195-0.0023113j 0.00116473-0.00105712j -0.00123719+0.00160458j -0.000697245+0.00327291j -0.00232145+0.00177048j -0.00265345-0.00151891j -1.97875e-05-0.00264626j -0.00179295-0.00129893j -0.00108987+0.00062202j -0.00332943+0.00678953j 0.00128965-0.00109445j -0.00187243-0.00189259j 0.00352373+0.00134987j -0.000392965+0.00738402j -0.00249873-0.00347858j 0.00430429+0.000320216j 2.30758e-05+2.10581e-05j -0.000648261+0.00195941j 0.00412016+0.00249553j -0.00156782+0.000361467j 0.00389907-0.00481296j -0.0021663+0.00354153j 0.00333769+0.00261669j -0.00120378-0.00141792j -0.00439322-0.00297036j -0.00333282-0.00329879j -0.00575789-0.00527601j 0.00223749-0.00251161j 0.00413167-0.00755814j -0.00354534-0.000141644j 0.00317685-0.00350902j 0.00840155-0.00192331j -0.00359208+0.00377019j -0.00104568+0.00217152j -0.00173427-0.00120557j -0.00212138+0.00290707j -0.00385931+0.0019878j -0.000786085+0.00458459j 0.000336405+0.000364679j -0.00243552-2.6693e-05j -0.00216352+6.24482e-05j -0.00365112-0.0044321j -0.000331182+0.00410481j 0.00154893-0.00267578j -0.000947685+0.00192957j -0.000952721+0.00236346j 0.00188907+0.000998972j -0.000461056+0.00128659j 0.00100834+0.00439548j 0.00224109-0.00132941j -0.000349614-0.00243005j 0.00274411-0.00208633j 0.000803408-0.00352651j 0.00295795+0.000321658j -0.00157142+0.000623458j -0.0013053-0.000681999j -0.00174975+0.00226126j 0.00126612+0.00223316j 0.00163279-0.0019543j 0.00202553-0.00174897j -0.0013909+0.00246217j 
0.000575176+0.000179745j -0.000744927+0.0027111j -0.00086942+0.00256641j 0.00152461+0.000422967j -0.000180332+0.00260998j -0.000557135+0.0013481j 0.0012305-0.00115307j 0.0024591+0.00261793j -0.00196426-0.00406493j 0.000997186-0.00221078j 0.00184158-0.00124534j 0.00358933-0.00276868j -0.00202671+0.00061232j -0.00184108-0.00278853j -0.00651006+0.00108506j -0.000180623+0.00324509j -0.000558538+0.00279404j -0.000348336-0.00328827j 0.00887408-0.00635191j 0.00750091-0.00136467j 0.0016016-0.00836626j -0.00854507-0.0038601j -0.00163724+0.00383243j 0.00460107-0.00136136j -0.000766891+0.00328165j -0.0018844-0.00267422j -0.00196168-0.0018597j -0.00261087+0.00497861j 0.00109209-0.00631255j 0.00158462+0.000128302j 0.00116008-0.000478097j 9.41635e-05-0.000765649j 0.00288816+0.00258362j 0.00243396-0.00235065j -0.0100085-0.00346558j 0.000956949+0.00341126j 0.00443316+0.00478962j -0.00437344-0.00371958j 0.00380298-0.00108364j -0.0013708-0.00223465j 0.0010044-0.00596707j 0.00413338-0.00167095j -0.000328107-0.00324594j 0.00250725-0.00269225j 0.0011086-0.00218789j -0.000665522+0.00252835j -0.00135476+0.00528522j 0.00345531-0.00294138j 0.00320495-0.0028848j 0.00108289-8.63309e-05j -0.0022848-0.00351312j -0.00101446-0.00266127j -0.00349926-0.00149892j -0.00214019+0.00133654j 1.81955e-05+0.0033375j -0.00269974+0.00265884j -0.000553046+0.00163351j 0.00100999+0.000421365j -0.00203751-0.000980903j -0.00143268+0.000265729j -0.00197876-0.00344445j 0.00286932-0.00426409j 0.00158442+0.000688058j 0.000891964-0.000254876j -0.00161961+0.00096682j -0.00145308-0.0011295j 0.000781829+0.00170405j -0.00150953+2.49195e-05j 9.9562e-05-0.000393763j 0.000842304+0.00262191j 
-0.00292627-0.000348916j -0.00225809-0.00229444j 0.000683332+0.000187491j 0.00314752-0.00283105j -0.00236844+0.0037897j 0.000741151+0.00526901j 0.000624276+0.0025384j 0.00143112-0.000223319j 0.00348857-0.000639247j 0.00111615+0.00477505j -0.00264815+0.00318546j 0.00157839-0.00111697j 0.000787261+0.000209661j 0.000159769+0.00275522j -0.00188621+0.00480202j 0.002695-0.000962573j -0.000395362-0.000292532j -0.000479461-0.00596936j -0.00279332+0.00358789j 0.00133509-0.00323389j 0.00499204+0.00635772j 0.0042569-0.0030832j 0.00873172-0.00153641j 0.000892004+0.00230712j -0.00617651+0.00479493j 0.000423443-0.00118928j -0.00599783+0.00134094j 0.000880918+0.0100683j -0.00163529+0.00968033j 0.000278924+0.0048914j -0.00239669-0.00370606j 0.000790967+0.00397909j -0.00161841+0.00201066j 0.00554083+0.00075607j -0.00496087+0.00548894j 0.000317318-0.00136022j -0.000406057-0.00483476j -0.00227419-0.00141954j 0.00327968+0.00369712j 0.00865175-0.00363555j 0.0020117-0.00420694j 0.00506966-0.00471976j 0.000607908+0.00444491j 0.00180795-0.00487374j -0.00233918+0.0032187j 0.00144231-0.00113736j 0.00116515+0.00201141j -0.00101416+0.00182516j 0.00224089+0.00213402j 0.000685101-0.00437319j -0.00433775+0.00686348j -0.00394163+0.00063935j 0.0112967-0.006045j -0.0010445-0.00278855j -0.000663524+0.00376876j 0.00234755-0.00560798j -0.00128215-0.000177366j -0.00645043+0.0019676j 0.00125414-0.00561671j -0.00411774-0.00161214j 0.00516649+0.00232685j -0.0019374+0.00495061j 0.000515949+0.00377629j 0.00109674+0.00301636j 0.00315175+0.00264893j 0.0020888+0.00290239j -0.00151635-0.00231753j 0.000700766-0.00284093j 0.000918084-0.00194862j -0.002897+0.00167489j 
0.00322218-0.00145509j -0.00162129-0.00158017j 0.00151634+0.00244965j 0.000366802+0.00281118j -0.000134231+0.000763307j -0.00472208-0.00352819j -0.00453837+0.0018111j 0.00166921-0.00290412j 0.000847-0.00109449j 0.00315978+0.00139613j 0.000205895-0.00675181j 0.000872828-0.00259109j -0.00312208+0.000158901j -0.002514+0.00424683j -0.00371078-0.00504601j 0.00257564+0.00420096j 0.00342141+0.000287063j -0.00171371-0.00809819j 0.000654186-0.00336576j 0.00855376-0.00342863j 0.00334493+0.00508364j -0.00313859+0.00487933j -0.00361334-0.00683461j 0.00937429+0.00184547j -0.000699016+0.00276852j -0.00339663+0.00298714j -0.00203527-0.00233289j -0.0032359+0.00279953j 0.00149876-0.0033434j 0.0029945+0.00439774j -0.00014911-0.0091236j -0.0068944-0.00313649j 0.000194133-0.00162967j -0.00234959+0.000893971j -0.00648949-0.000590584j 0.000735725+0.000975475j -0.0016396-0.00101942j -0.00458378+0.00534989j 0.00482883-0.00146054j -0.00115142+0.00707906j -0.00538138+0.00063594j 0.00369937-0.000152744j -0.00579116+0.00475394j -0.00224974+0.00192085j 0.00174568+0.00325625j -0.000343649-0.000965702j -0.00359554-0.000524682j -0.000115276-0.00218921j 0.00167721+0.000202048j -0.00166195+0.00243172j -0.00116614+0.00271177j -0.00303059-0.00113896j -0.00104089-0.000217422j 0.00313984-0.00297538j -5.52151e-05-0.00416981j -0.00370244+0.00741181j -0.00387547+0.000917947j -0.00298339-0.00313642j -0.00393386+0.00266597j 0.00179749+0.00233717j -0.00343123+0.0038741j 0.001872+0.00380866j 0.0022311+0.00152283j 0.00191393+0.000583444j 0.00127737-0.000302416j -0.00386592-0.00120996j -0.00220962+0.00303482j 0.00410066-0.00189145j -0.000242838+0.00366695j -0.00178881+0.00208301j 
0.000634321+0.00140452j 7.69403e-06-0.00308777j 0.00122749+0.00316331j 0.00119509+0.0039469j -0.00266843-0.000736566j 0.002071+0.00425284j 0.000215928-0.00342103j 0.0016107-0.00353601j -0.00268845-0.00193163j -0.00279281-0.00155723j 0.00275551+0.00654165j 0.00151632+0.000602224j 0.000532402-0.00245062j -0.00199874-0.00808237j -0.00675888-0.00592441j 0.00465533+0.00257752j 0.00142343-0.000989223j -0.00245384-0.0015913j -0.00630488-0.0117774j -0.00128984-0.00463964j -0.00144439+0.00263474j 0.00383617+0.000403806j 0.000402982+0.0102178j -0.00183002+3.23428e-05j 0.00133822+0.00470429j 0.00361581+0.00181516j -0.00430757+0.00709509j -0.00307557+0.00803579j -0.00687835-0.000251799j 0.00591958+0.00276145j -0.00517659-0.00524707j 0.0034839-0.000293877j -0.00273796-0.0063582j -0.00318632-0.00830776j 0.00315237+0.00384408j -0.0018505-0.00314078j 0.000884914-0.00809622j 0.0021901+0.000447159j -0.00443225+0.000172853j -0.00608031+0.00201679j 0.00250249+0.000357328j -0.00428433-0.00360127j 0.0041094+0.000514798j -0.00505518-0.00310563j 0.00164165+0.00100742j -0.00166565-0.00168834j 0.00493649-0.00267509j -0.003255-0.00677623j 0.00109372+0.00298036j -0.000188088-0.000522989j -0.00201995+0.00117686j 0.0029028+2.9704e-05j 0.00216444+0.00111287j 0.00176502+0.000130388j 0.00127683-0.00598858j 0.00165666+0.00154193j -0.000665115-0.00695998j 0.000821058-0.000612818j 0.00105767-0.00502271j 0.000886365+0.00234533j 0.000835975-0.00143056j -0.00529875-0.00244199j -0.00242535-0.00439073j 0.000346466+0.0054402j 0.000195187+0.00143769j 0.00042764+0.00171186j 0.000614006+0.00115045j 0.00111483+0.0012977j 0.000418282+0.000662248j -0.000961398-0.00295149j 
0.000313467-0.000898031j -0.0014484+0.00103769j -0.00474782-0.00252113j 0.000559617-0.00113718j 0.001406-0.000197254j -0.00203462-0.00128651j 0.00396384+0.000986828j 8.70422e-05+0.00325692j 0.00210588+0.00121392j 0.00451073+0.00221756j -0.00591165-0.000480107j -0.000199106+0.00209796j 0.000273286-0.00173994j -0.00490192-0.00251085j -0.00235317+0.00615256j -0.0062305-0.00225988j -0.00473149-0.000131082j -0.00102935-6.03158e-05j 0.00341908-0.00734313j -0.00200437-0.00395366j 0.00249502-0.00695237j -0.000583803+0.00248353j 0.00697107+0.00461649j 0.00641127+0.000656865j -0.000254793-0.00137837j -0.00733409-0.00241432j -0.00410117-0.0027739j 0.00040089-0.00417593j 0.00457915+0.00372801j -0.000209663-0.000945865j -0.00079042+0.00677041j -0.000505817-0.00185427j 0.000161792-0.00635418j -0.00150645-0.00471094j 0.000134298+0.00733584j 0.00693731+0.00448061j -0.0026603-0.00752636j -0.0109862-0.00598351j 0.00195865+0.00289802j -0.00707217-0.00193758j -0.00528758+3.91965e-05j 0.00061149+0.000566277j 0.00176307-0.00152674j -0.00269955-0.001653j 0.00477304+0.00218849j -0.00453395-0.000117597j -0.00196963+0.00261336j -0.00761223-0.00308555j 0.00282898+0.000717422j -0.00422081-0.00869357j -0.00128638+0.000648852j -0.000262632+0.00294534j 0.00198988+0.000808472j -0.00153386+0.0014872j -0.00463256-0.00395222j 0.00500288-0.000296102j -0.00031016-0.00676149j 0.000587179+0.000467961j 0.00113473+0.00691578j 0.00112998+0.00109358j 0.000479165+0.00182258j -0.00100625-0.000636845j -0.000995467+2.42427e-05j -8.12769e-05-0.00175604j -0.000991455+0.00141954j 0.00222497+0.000633913j 0.000515479-0.00483183j -0.000798675-0.00113888j 0.000534077-7.96071e-05j 3.68646e-05-0.000435769j 
-0.00445307-0.00153957j -0.00259268-0.00204609j 0.00323412+0.000537473j 0.00451271-0.0023964j -0.00236507-0.00241583j -0.00184614-0.00369568j 0.00107877-0.00129546j -0.000955379+0.000728827j 0.0026003+0.0012578j 0.00377312+0.00366667j -0.00157903+0.00315105j 0.00503269+0.00214645j 0.00302923-0.00291992j -2.86858e-05-0.00111027j 0.000821575+0.00339148j 0.00200846-0.00157267j 0.000233556+0.00114628j 0.00375947+0.00236207j 0.00575351+0.00383599j -0.00367622+0.00245459j 0.00297129-0.00226966j -0.00215616+0.000977939j -0.00177761-0.000383212j 0.00540486-0.00230787j -0.00248811-0.000366245j 0.00393487+0.000425263j 0.00140834+0.00910958j -0.00393733-0.00109432j -0.00912604+0.00334372j -0.00158473-0.00374674j -0.000166469+0.00564147j -0.00305131+0.000234687j 0.00156656-0.00225665j 0.00141488-0.00419931j 0.000657736+0.00407512j -0.000152833-0.00740551j 0.0001206-0.00231023j -0.00125994-0.000649195j 0.00331476+0.00454001j 0.000799182+0.00200596j 0.000191721-0.00216645j -0.00125073+0.00494816j 0.000258251+0.00488309j 0.00200968+0.00684716j 0.00306376-0.00371944j 0.00309246+0.00110802j -0.00219404-0.00209825j 0.00140704+0.00569022j 0.00187984-0.00496773j -0.00433151+0.00211251j -0.000158837-0.00446649j -0.00360694+0.000174354j -0.00127775-0.000835202j 0.000238691-0.00198572j 0.00386878-0.00169132j -0.00737718+4.89896e-05j 0.00256688+0.00181691j 0.0065693-0.00107125j -0.00137062+0.000873439j 0.00293938-0.00248244j -0.00159203-0.00112916j -0.00214479+0.0039789j -0.00106644+0.00126289j -0.000604038-0.00155639j -0.000424169-0.00262796j 2.00869e-05-0.00212719j 0.000374369+0.00034369j 0.001273+0.000186954j 0.00216378-0.00162918j -0.00364786+0.000580568j 
0.00029285+0.00127238j -0.000325972+0.00141186j 0.00149147-0.00101692j 0.00042281+0.000946287j -1.90046e-05-0.00110364j -0.0017114-0.00238461j -0.00327421+3.15666e-05j -0.00217685+0.00108653j 0.00212746-0.00127566j 0.000210751+6.36131e-06j 0.00468445-0.0024285j -0.0017507-0.00124239j -0.00130682-0.00075343j -0.00474126-0.00133586j 0.0014401-0.00527005j -0.00485534+0.00487079j -0.00337211+0.000894196j 0.000634625-0.00337862j -0.00992403-0.00298392j -0.000136031-0.000619796j -0.00578056-6.42221e-07j 0.000568108-0.00138046j 0.00598427-0.00343154j 0.00487483+0.00400104j -0.00322097+0.000922067j -0.00497366-0.00775035j 0.00644558-0.00564733j -0.00228103+0.00187261j 0.006267+0.000939837j 0.00130948+0.00549977j 0.00118956-0.00277408j -0.00603091-0.000372425j 0.00160832-0.0022589j -0.00322252-0.00561941j 0.00257899-9.91461e-05j -0.00426318-0.00239897j -0.00229863-0.00544206j 0.00232314-0.00200471j -0.00290471-0.00152036j 0.00370443-0.00187076j -0.00187086+0.00260489j 0.00229606-0.00428837j -0.000336251-0.00118441j 0.0027831-0.0069095j -0.0022276+0.00189516j -0.00155266-0.00195597j -0.00106894+0.000115846j 0.000164157-0.00454637j -0.00268785-0.00290686j -7.98349e-06-0.00508789j -0.000107384+0.00216885j -0.000593442-5.90624e-05j 0.00356156-0.00171412j 0.000715861-0.00378336j -0.00123696-0.00209418j 0.000772004+0.00340474j -0.00246011-0.00367762j -0.00150473+0.00171468j 0.00273366+0.000506531j 0.000357569+0.0010892j -0.00100772+0.00169766j 0.000374089+0.00331591j 0.000141267+0.00174887j -0.00118261-0.000323745j -0.000611292-0.00111887j -0.000207717+0.000680815j -0.000400292-0.000685563j 0.00202917-0.00107213j -0.000207002-0.000213004j -0.000165012+0.000248285j 
-0.00319204+0.00233533j -0.00233102+0.000648682j 0.00265072+0.000454938j 0.00278577+0.0006355j -0.000737697-3.50763e-05j 0.000408988+0.00242809j 0.00192475+1.10798e-05j -0.00774685-0.000447421j 0.0049979-0.00275457j 0.00113262+0.00327021j 0.000113552+0.00766593j -0.00322079-0.00162587j 0.00218145-0.00256298j -0.00529508-0.00174912j -0.00150724-0.00295802j -0.00359677+0.00678129j -0.00922375+0.00345834j -0.00466994-0.000137801j 0.000842151-0.00170703j -0.000208364+0.00523475j -0.000910559+0.00662706j 0.00392885+0.000140073j 0.0121381-0.00252074j 0.000102964+0.000215179j 0.00379721+0.00646809j 0.00811849-0.00438396j 0.00199188-0.00130036j -0.00239276+0.00699318j -0.00137402+0.00248916j -0.00260062+0.00100858j -0.00397579-0.00428982j -0.00187388+0.00201582j -0.00150002-0.00184192j 0.00277287-0.00751561j 0.00159864-0.000883098j 0.00315884-0.000375875j 0.000842934-0.00171917j -0.000373965-0.000171976j 0.00172864-0.00116309j 0.000584585+0.00161428j -0.00277878-0.00208033j 0.00420902+0.000108564j 0.0010315+0.00446875j 0.00595725+0.00295423j -0.00203604-0.000657863j -0.000446808-0.00600714j 0.00427599-0.00339901j 0.00145295+0.00063368j 0.00194013-0.00226587j 0.00011867+0.000831389j -0.00564125-0.0012032j -0.00127438+0.00130157j 0.000712914+0.00129484j 0.00396665+0.00155402j 0.00677774-0.00121682j -0.00248389+0.00511021j 0.000147024+0.00103423j 0.00470977-0.00425927j 0.000258456-0.00319677j -0.00219269-0.000487933j -0.00264927+2.23756e-05j -0.00450821+0.00194063j -0.00199855+0.00297249j 0.000244505-0.00196046j -0.000935959-0.000126612j 0.000743597-0.00168844j 0.00195814-0.00403442j 0.00195945+0.000961104j 0.000265819-0.00464402j -0.00144791+0.000665049j 
-0.00215963-0.000873543j 0.000578386-0.00107587j 0.00131021+0.0010586j -0.0014926-0.00112653j -0.00147468+0.000429834j -0.00160559+0.00166831j -0.000121317-0.00135881j -0.00236503-0.00156067j 0.00166136+0.00152347j -0.0040396+0.00194757j 0.00228425+0.00430671j -0.00425552+0.000839456j -0.00418479-0.00198236j 0.00168274-0.00297804j 0.00718039-0.00365237j -0.00106183-0.00234141j -0.00243593+0.00443376j -0.00285204-0.00101964j -0.00306205-0.00386032j -0.000478073+0.00052047j -0.00374642+0.00217339j -0.000129841+0.000475423j 0.00265257+0.00328177j -0.00461568+0.00345439j -0.000794727+0.00255186j 0.00230507-0.00171332j -0.00157731+0.00540855j 0.000276201+0.00346351j 0.00141045-0.00125819j 0.00721926+0.00200397j -0.00330691+0.00094678j -0.00630493-0.00246638j 0.00227432+0.000679099j 0.00273573-0.00142063j 0.00205157-0.00676659j -0.00279771+0.00436753j -0.000636245+0.000843717j 0.00595164-0.000306228j -0.00567449+0.00157517j -0.00122227+0.00578039j -0.00189834-0.00126341j -0.00544454+0.00583567j -0.000704256+0.00472403j -0.00269806+0.0056924j 0.00459016-0.001343j -0.00261966-0.00163666j -0.000287944-0.00510573j -0.000783656-0.00186915j -0.00142332+0.00328053j -0.00551973+0.00194093j -0.00399301-0.00261747j -0.000270219-0.00512781j -0.000403965+0.000332227j 0.000544907-0.000299273j 0.000932748-0.00396129j 0.00518409+0.00652432j -0.00284868-0.00425367j 0.0030287-0.0015314j 0.000929661+0.00187209j 0.00181757+0.000894923j -0.000503181+0.00213429j -0.00107389+0.00380332j 0.00168651+0.00186623j 0.00052692+0.000671906j 0.00153957-0.00106556j -0.000390752+0.000476882j -0.000466247-0.000520016j 2.27696e-05-0.000706283j 0.00106649-0.000252102j -0.00123165-0.000333094j 
0.00318008-0.000846464j 0.000700668-0.00566029j -0.00294578-0.00151427j -0.00278425+0.00242675j 0.000846377-0.000930351j -0.00294782+0.00108683j 0.000242504+0.00209243j 0.000984144-0.0058345j 0.00245589+0.00266975j -0.000374788+0.00752086j -0.00286928+0.00338993j 0.00146352+0.00254855j 0.000681398+0.00328207j -0.00103103+0.00273374j -0.00724805+0.000553057j -6.31686e-05+0.00225616j -0.00367934-0.0046624j -0.00184211+0.00112991j 0.0109735+0.00360087j 0.00197175-0.00223772j 0.00540148+0.00261257j 0.0015275-0.00244884j 0.00239466+0.00541003j -0.0020669-0.00251542j 0.00172466+0.00221808j -0.000700595+0.00415797j 0.000142492+0.00608775j -0.00175858+0.00381284j -0.00222868+0.00229417j -0.000255756-0.00686583j 0.00212989-0.000467568j 0.00325861-0.00133488j 0.000309391-0.00371068j 0.000704613-0.00313612j -0.00268651+0.00250476j 0.0034575-0.00340189j 0.00533124-0.00239021j -0.00177209+0.000373735j -0.00141677+0.00124842j -0.000740222+0.00351687j 0.00191899-0.000982945j 0.00104244+0.000927667j 0.000818297+0.00172887j 0.00108383+0.00153798j -0.00076249-0.0045921j -0.0019336+0.00135953j 0.00255146-0.00306022j -0.000435623+0.00346351j -0.000977224-0.000981431j 0.00146876+0.00179008j -0.00480975-0.00396879j -0.000719362-0.00316381j 0.00451945+0.00279888j -0.000490503-0.00427993j -0.00139211-0.00424099j 0.0072428+0.00794311j -0.00135499-0.000304487j -0.000952659-0.00467127j 0.00192551-0.00230145j -0.00190074-0.00225211j 0.00188246-0.000487415j -0.00517776+0.00338107j -0.000972763+0.000555017j 0.00227638-4.45588e-06j -0.000225473-0.000333476j 0.0012723-0.000257148j 0.00017493+0.00149896j 0.00076625+0.00111232j -0.00128258+0.000588213j -0.00268917-0.00266007j 
0.00234965-0.00132259j 0.00048539+0.00155955j -0.000652961+0.00155192j -0.00144517-0.00100067j -0.00113098+0.00171634j -0.000470816-0.000178341j -0.00302978+0.00176607j -0.00029089-0.000841387j -0.00476494-0.00233198j 0.00352017+0.00531263j 0.0012016+0.000106798j 0.00140866-0.0026901j -0.00473761-0.00554289j -0.00214029+0.000135844j 0.000233282+0.00430659j 0.00019931+0.000567912j 0.00388005+0.00367936j -0.000965197-0.00510387j 0.00370324+0.00623137j 0.000436683-0.000117769j -0.00224335+0.00804373j 0.00125502-0.00061592j -0.00175355-0.00138501j -0.00254049+0.00416593j -0.00212628+0.00686609j 0.00175924-0.00434135j -0.00221607+0.00420237j -0.00241267+0.00601489j -0.00281751-0.00230576j 0.00129155+0.00874847j 0.00645645-0.00100173j -0.00179464+0.00364942j 0.0035884+0.00114032j -0.0014809+0.000809391j 0.000413599-0.00508448j -0.000417168+0.00495554j -0.00104602-0.00277243j -0.00245099-0.00624173j 0.00169664+0.00409053j -0.00798757-0.0112909j 0.000685105-0.00914267j 0.000374401-0.00311331j -0.000248604+0.00664667j 0.00049673+0.00152642j 0.000663139+0.00122558j 0.0022376-0.00069945j 0.00388238-0.00399149j -0.00220797-0.00759083j 0.00114096-0.000822805j -0.00529805-0.0038784j -0.00220706+0.00114764j 0.00045204+0.00207184j -0.00185792-0.00203757j 0.00368454+0.00192775j 0.00572363+0.00100379j -0.00618993-0.00076691j -0.000667057+0.00223993j 0.000541484+0.000332505j 0.00141286+0.002752j -0.000641753+0.00592544j -0.00113991-0.000763117j 0.000327532-0.00363384j -0.000641778-0.00486875j -0.00135952+0.00106766j 8.91457e-05+0.00346771j 0.0017267-0.000496813j -0.00197176-0.00246971j 0.000410092+0.00151318j 0.0002844+0.0011268j -0.000570074-0.00180269j 
0.00343206-0.00137933j 0.00137164-0.00557859j 0.00126332-0.00287668j -0.000645743-0.00106459j 0.00327167-0.00235489j 0.00103131+0.000215078j 0.000503971+0.00282831j -0.00258676-0.0025408j 0.00343225+0.00143121j -0.00391238-3.13652e-06j -0.00314693-0.0043873j -0.000470944+0.0039341j -0.00180596+0.00403052j 0.00129119+0.00732761j 0.0123108+0.0045266j -0.00585037-0.00541737j -0.00110882-0.00562012j 1.21863e-05-0.00146043j -0.000285905+0.00671344j -0.00173175-0.00352185j -0.000306478-0.00469444j 0.00332245+0.00195366j 0.00737447+0.00423372j 0.00350669-0.00102307j -0.000662969-0.000201692j -0.0018729+0.00424855j 0.00433583-0.00440937j 0.000493605-0.0102653j 0.00771457-0.0019129j 0.00380728-0.00316594j 0.000764685+0.000681135j -0.000769319+0.00333169j -0.000187109+0.000910658j 0.0024235-0.000741814j 0.0034141+0.00988467j 0.000106679-0.000917839j -6.08622e-05-0.00105586j -0.000709065+0.000915701j -0.00293535-0.00534036j -0.00743839-0.00437826j -0.00646379-0.00218883j -9.99386e-05-0.00526942j 0.00157836-0.00205623j -9.73822e-05+0.000245697j 0.00254243+0.00124007j 0.001545+0.00452748j 0.00135984-0.00163728j 0.0020306+0.000798406j -0.00211218-0.00295013j -0.000308411-0.00651903j 0.00212831-0.00370488j 0.000561086+0.00240934j -0.00237633-0.00200044j -2.65622e-05+0.00236598j 0.00280343+0.00430436j -0.000852692-0.00236791j -0.000703509+0.0041345j 0.00234922+0.0057291j -0.000269592-0.000413433j 0.00199394+0.000262412j 0.000776316-0.0017396j -0.000684352-0.00135808j -0.00285074-0.00372274j 8.06566e-05+0.00297465j -0.000641635+0.00283501j 0.00190954+0.000147642j -0.000363868+0.0022667j 0.00127504+0.00103215j -0.00107434+0.00226241j -0.00142992-0.00396508j 
-0.00198164-0.00174187j 0.000864148+0.000502278j 0.000880255+0.00142017j -0.000653756-0.000525883j 0.00116395-0.00318848j -0.0026417-1.77652e-05j 0.00408385-0.00361721j 0.000854228-0.00259948j 5.69586e-05+0.00124495j -0.00124824+0.00104302j -0.00129038-0.00211779j -0.00383524+0.000839987j -0.0035243-0.000569763j -0.000537379+0.0077624j 0.00196253+0.000897582j 0.00125678+0.00431104j -0.000532995+0.00307558j 7.53736e-05-0.000787614j 0.00113827-0.00125571j -0.000936346-0.00374276j 0.000636561-0.0034317j 0.00479157+0.00262786j 0.0056661-0.000983568j -0.00495432+0.000726965j 0.00450263-0.00131413j 0.00339334+9.97931e-05j -0.00363994-0.000488116j -0.00169681-0.00169149j -0.00093544-0.00662185j -0.00728181+0.00113305j -0.00514398+0.00112628j 0.00236588-0.00017559j -0.00805139+0.00188002j -0.00242098+0.000687691j -0.0019089-0.0027089j -0.000574125+0.00555291j 0.00243418-0.00201134j -0.00320325+0.00378705j -0.00075304-0.00125369j -0.0088071-0.000166371j 0.00027567-0.00441255j 0.000990194-0.00197494j -0.00377323+0.00565385j -0.00443062+0.00288683j 0.000122213+0.000910523j -0.00262645+0.00172451j 0.00449276-0.00106634j -0.00198706+0.0016307j 0.00120096-0.00117615j -0.00194425-0.00155646j -0.00683485-0.000239205j 0.00208657+0.000255706j 0.0013598+0.00158978j 0.00152089+0.000188393j -0.0028911+0.00328965j 0.00830407-0.000557337j -0.0031427+0.00143788j -0.00118923-0.000294379j 0.00277288+0.000824134j 0.00029265-0.000560177j -0.00318832-0.00213732j -0.000783459-0.00290823j -0.00124997-0.000444599j -0.0022199-7.33443e-05j 0.00106694+0.00103582j -0.00187671-0.00147209j 0.00185889+0.000492723j -0.000418166+0.000710061j 0.00150176-0.000353393j 0.000790429+0.000424746j 
