0.0047849-0.00654806j 0.00629059+0.00431048j -0.00176862+0.00647333j 0.00629316+0.00110274j 0.00237643+0.00177051j 0.000201496+0.00150527j 0.00398164-0.00246455j 0.000464563+0.00461553j -0.00210665-0.00154741j 0.00372282+0.000115128j 0.000118986-0.00473699j -0.00184973+0.00242537j -0.00237667-0.00335011j 0.00367753-0.001479j -0.00147259-0.00216563j -0.0011278+0.000642053j 0.000842862-0.00105284j 0.00143364+0.000260357j 0.000341852+0.00318246j 0.000806037+0.000668982j -0.00393874+0.00177138j 0.00137133-0.00124481j 0.00133049+0.00267538j -0.00306391-0.00268379j -0.00016422-0.000644015j 0.000136097+0.00123222j 0.00235215-0.00108737j -4.88286e-05+0.000504945j -0.000431602+0.00127082j 0.0017303-0.000502437j -0.000265194-0.00236707j 0.00285936+0.000881978j 0.00329931+0.000311065j 0.00105051-0.000367637j 0.00208253-0.000382294j 0.00147823-0.00114252j -0.000388306+7.27516e-05j -0.000700996+0.00162147j -0.00135268+0.00112573j -0.00143149+0.00292317j -0.00207495-0.00171466j -0.00197494-0.000887773j -0.00248167+0.000252998j -0.00109065-0.002309j -0.000724851-0.00166166j 0.00101834+8.1958e-05j -0.00131383-0.00218972j 0.00314443+0.000181128j 0.000286133-0.00123073j 0.000252019-0.00230299j 0.00276421-0.00171918j 0.000449821+0.000718421j -0.000668423+0.00261245j 0.00103384-0.000427175j -0.000449087-0.00107249j 0.000643523-0.00242236j 0.000189114+0.0014023j -0.00115067+0.00760203j 0.00988747+0.00444284j 0.00182988-0.0104087j 0.000227897-0.00131993j -0.00761823+0.00327174j -0.000990676-0.000834202j -0.00585429+0.00592602j 0.00445774+0.00302849j 0.00566939+0.00250831j 0.00642974+0.00698075j -0.00517133+0.00775713j -0.00852528-0.0117357j -0.0126+0.00834166j 
0.00162859-0.000335548j 0.000346215-0.00033238j 0.000440922-0.00046707j 0.00104599-0.000577854j 4.10933e-06+0.000485808j -0.00229571+0.000816094j -0.00205353-5.81822e-05j 0.00420403+0.00257685j -0.00175873+0.00531102j -0.00112666-0.000148904j -0.00587689-0.00318353j -0.000255222+0.00241716j 0.00585381+0.00664936j 0.000775064-0.0019136j 0.000401334-0.00364388j 0.00460605-0.00195495j -0.00585727+0.000528504j 0.000972905-0.0049106j -0.00535668-0.00219303j 0.00604862+0.00383668j -0.000850729+0.00172179j 0.00890886+0.00171532j 0.0021223-6.26193e-05j -0.00834072-0.00115067j 0.00635767+0.00496969j -0.00246225+0.0026844j 0.00291808+0.00264702j -0.00228481-0.00807579j 0.00191251-0.00139361j -0.000634811+0.00265891j 0.00103717-0.00124589j -0.0131975-0.00162425j -0.00401826+0.000661381j 0.0070675+0.00113536j -0.00203101+0.00192503j 0.00240941+0.000286338j -0.00596385-0.00193901j 0.000558063+0.00133232j -0.00238468+0.000373301j 0.00495708+0.00153874j -0.00377499-0.00435708j -0.00289937+0.00115067j 0.00261913+0.00333532j 0.00628372+0.00418258j 0.00279067-0.00145796j -0.00273216+0.000412222j -0.00111361-0.000154123j 0.00346436-0.00105545j -0.000525486-0.00211341j 0.00323285+0.000971387j 0.00215611+0.000617583j -0.00324621-0.000796744j 0.00131208+0.00041569j 0.00212569+0.00643515j 0.00196064+0.00278938j -0.00244535+0.00285182j -0.000860705-0.00373794j 0.00496218+0.00522148j -0.000287136-0.000793674j -0.000677393-8.25592e-05j 0.000661771+0.00245469j -0.000309037+0.000445134j 0.000905304+0.00198342j 0.000850772-0.000118746j -0.000975098+0.000589759j 3.44362e-05+0.00228648j 0.00113371+0.00143694j -0.000776469+0.000441725j -0.000523951+0.000463761j 0.000418976+0.000928608j 
0.00119783+0.0023602j 0.000589396+0.00430613j -0.00122125+0.00243436j -0.00233517-0.00404351j -0.0011355+0.00022607j -0.00407499+1.48964e-06j -0.00182366-0.00349265j 0.000772773-0.000870818j -0.000767967+0.00669942j -0.00179353-0.0104297j -0.00774208+0.00567537j -0.0043906+0.00178964j -0.00876194-0.00129775j -0.00525339+0.00104072j -0.00488078+0.00580249j -0.00109801-0.00173054j -0.00325401-0.00186545j -0.00398565-0.00228268j -0.00525246+0.00341331j 0.000671738-0.000482668j -0.00638188-0.00235462j 0.00238837+4.17177e-05j -0.00133367+0.00195654j 0.00121361+0.00180185j 0.0034026-0.00793877j 0.000953331-0.00148503j -0.00599134-0.000505532j -0.00401244+0.00123252j -0.000144298-0.00126583j 0.00533746+0.000920225j 0.00334925+0.00159933j 0.00226929+0.00354822j -0.000260558+0.00483728j -0.00297089+0.00106998j 0.00151101+0.0019252j 0.00306329+0.000256366j -0.00106309+0.00221421j -0.000253129-0.00088961j 0.00159681-0.00339111j 0.00417507-0.00157892j 0.00815296+0.00126517j 0.000900557-0.000833381j 0.00116791-0.000227623j 0.0022283+7.50566e-05j 0.00637671-0.00132288j 0.000322122-0.00317797j 0.00268697+0.0017387j 0.0120473-0.00141135j -0.00163969+0.00268149j -0.000111565-0.00346062j 0.00634926-0.000678484j 0.000691344-0.000808694j -0.00139922+0.00397123j 0.00333075+0.00191044j 0.00747925+0.00265612j -0.0104107-0.00246677j 0.000724024-0.00193393j 0.0027826+0.000364315j 0.00130075-0.000541336j -0.00368883-0.00235157j -0.000129697-0.00187605j -0.00289743-0.000947669j -0.000562847-0.000130248j -0.00281255+0.000678114j 7.81997e-05+0.000389533j 0.00137053+1.42128e-05j -0.00436765+0.00149449j -0.00344778-0.000124072j -0.00158834+0.00177383j 0.00243509+0.00100313j 
-0.00131034+0.00188421j -0.00280787+0.000833203j 9.57479e-05+0.00483706j 0.000493774+0.00279219j 0.000310848+0.000571734j 0.00544284+0.00686348j -0.00227752-0.00657035j 0.00223053+0.000410166j 0.00214636+0.000475997j 0.00432293-0.00706723j 0.00711803+0.00157266j 0.0067806+0.000748988j 0.00319352+0.0149417j 0.00199124+0.000595076j -0.000574627+0.00330124j -0.00185495-0.00196847j 0.00078967+0.00734441j -0.000986821-0.000237766j -0.0031025-1.43133e-06j 0.000978893+0.00218027j -0.000916328+0.00604073j 5.16849e-05+0.00752208j -0.00129515-0.000760488j 0.00367631-0.00092297j -0.00369292+0.00895051j 0.000613247-0.000524504j 0.00228552+0.00378082j -0.000161641-0.00623979j 0.00145292-0.0016785j 0.00366119-0.00166477j 0.00243004+0.00423597j -0.000141121+7.73096e-05j 0.00691352+4.7135e-05j 0.000149944+0.0033325j 0.00171155-0.00500453j -0.00197785-9.76149e-05j 0.000884872-0.000582076j 0.000471364+0.0013898j -0.000801837-8.39472e-05j -0.000516098+0.00585935j -0.00211033-0.00193233j -0.00222723-0.00284462j 4.90395e-05-0.0017514j 0.00162792+0.00311375j -0.00163021-0.000522452j -0.00326625+0.000941914j 0.000614579+0.000999508j -0.00246481-0.0047717j 0.000828857-0.0016359j -0.0024058+0.00485817j -0.000270679+0.000376092j -0.00149372-0.00149595j 0.00246532+0.000531717j -0.000741402+0.00206779j -0.000903058-0.00249278j -0.000966297+0.00420732j -0.00325251+4.60918e-05j -0.00263621+0.001754j -0.000645804+0.00196529j -8.77735e-05+0.0027563j -0.00228455+0.000379244j 2.89179e-05+0.00151112j 0.00104037+0.0011652j 0.000908621+0.00114911j 0.00229641+0.000794388j -0.000746799+4.63283e-05j -0.000905251+0.0014238j -0.000515247+0.000414234j -0.000492415+0.00144454j 0.00216739+0.00251992j 
-0.00044252-0.00105008j 0.00305809+0.000121717j -0.00347674-0.00538225j -0.00196763+0.00442371j -0.000937451+0.00145495j -0.00197917-0.00498688j 0.00305085+0.00154667j 0.00605663+0.0066447j 0.0096748-0.00115213j -0.000978047+0.00959669j -0.00837826-0.00844663j 0.00242391+0.00314093j 0.000304031-0.0021977j -0.00928584-0.00830895j 0.00589222+0.00281817j -0.000190487+0.0103208j 0.000853949+0.00725394j -0.00293454-0.00177415j 0.000928093+0.0021363j -0.00262705+0.000204168j 0.00411912+0.00624355j 0.00434421+0.00281063j 0.00728021+0.00668238j 0.010095+0.00815718j 0.0024531-0.000733616j 0.00033141-0.00020092j 0.00316193+0.00301171j -0.00111588-0.00267466j -0.0028064-0.00229359j 0.0050712-0.000121199j 0.000975631+0.000539072j 0.0015459-0.00253074j 0.000341612-0.00289675j -0.00139222+0.00158035j 0.000403936-0.00388268j -0.000579838+0.00197408j -0.00215062-0.00023362j 0.000850667+0.000746412j 0.000857947-0.00238884j 0.00449628+0.00297651j 0.00590975-0.0035826j -0.00208592-0.000353118j -0.000643451+0.000473666j 0.000884175+0.00308373j 0.00289817-0.000944045j -0.00034154+0.00373204j 0.00200264+0.000177685j 0.00647009+0.00367935j 0.000834799-3.58847e-06j 0.00100137+0.000640669j 0.00558748+9.97419e-05j 5.59317e-05-0.00140219j -0.000753984-0.00044707j 9.53311e-06+0.00247246j 0.00271841+0.00169611j -0.00464988-0.00114175j 0.000284513-0.00180022j -0.000521719-0.000810557j -0.0030668-0.00153227j -0.00119434-3.58386e-05j 9.5636e-05-0.000716148j 0.000481554+0.00222355j -0.000449655+0.00128656j -0.000189262+0.00105862j 0.000407711-0.000578717j 0.000247302+0.000991474j -3.59827e-05-0.000361865j 0.000878052-0.000774758j 7.66917e-05+0.000349362j 0.00106912-6.28266e-05j 
-0.00171593+0.0033635j 5.31434e-05-0.00706496j 0.000741152-0.00185807j 0.00158886+0.00267826j -0.000269639+0.0092097j -0.0018353-0.00245463j -0.00354979-0.00186307j -0.00776629+0.000218755j 0.00733456-0.00686247j -0.00913736-0.00224061j 0.00407732-0.0126022j -0.00131096+0.0020582j 0.000983199-0.00268594j 0.0023712-0.00401366j -0.00106528+0.0043587j -0.00310473-0.00344917j -0.00648446+0.00105734j -0.000161043-0.00214997j 0.0041913-0.00333544j 0.0021576-5.02294e-05j 0.00160447-0.00084224j -0.00223009+0.00708908j 6.43414e-05+0.000403436j 0.00453801+0.000169654j -0.00303455+0.000156785j 1.44503e-05-0.00193151j -0.00410965+0.000561355j 1.89837e-05+0.00112964j 0.00147538+0.00189852j 0.000105335-9.9496e-05j -0.00186057+0.00137696j 0.00101015+0.00249335j -0.00168987+0.00382014j -0.00147945+0.000413753j 0.00172866-0.000157366j 0.00106228-0.0021574j -0.00232142+0.00305348j 0.000273996+0.00129661j 0.00121414-0.00326973j 0.000801367+0.00163092j 0.0032617+0.00263306j 0.000792884-0.000518409j -0.000500273+0.000616243j -0.00105654+0.000575073j 0.00272994+0.000246443j -0.000923917-0.00217858j -0.00208881+0.00226809j 0.00414198-0.000163472j 0.00158898+0.00034439j -0.00159655-0.00177099j 0.0012558+0.00066663j -0.000934136+0.00141539j -0.00057505+0.00134868j -0.00173166+0.000480092j 0.00187574+0.00165539j -0.00273396-0.00374405j 0.000530952+0.000591317j -0.00166866+0.00167287j -0.00225486-0.000212712j 0.000400751-0.00275214j 0.000242676+0.000244603j -2.40185e-05+0.000278338j 0.000841743-0.00146644j 0.000682252-0.00150975j -0.00235545+0.00108778j -0.000588796+0.00255932j -0.00165017-0.000152145j 0.00181574-0.00241489j -0.00258144+0.000583774j -0.000876953+0.000110349j 
0.00198915-0.000986612j 0.00132947-0.00110634j -0.000778368-0.00513307j -0.00365667-0.00918166j -0.000145481-0.00322591j -0.000520091-0.00566555j 0.00149552+0.00448084j 0.00679582+0.00486956j -0.00473976-0.00360302j -0.00336984+0.0116035j -0.0109036+0.00765613j 0.00565247-0.00318003j -0.00211511+0.00109623j -0.00660408+0.0034288j 0.00437588-0.00815509j -0.000150499+0.00456796j 0.00333408-0.00122089j -0.00262677+0.00217601j 0.00392893+0.000839692j -0.00282512+0.00470813j 1.13365e-05+0.000924569j 0.000902836+0.0032502j -0.000104643+0.00153131j 0.00298443-0.00759997j -0.00185871+0.00173699j -0.000861725+0.00051522j 0.00140959+0.00359583j -0.00141795-0.0027042j -0.000244058+0.003708j 0.0043492-0.00166265j 0.00404995+0.000320338j 0.000958742-0.00386937j 0.00136171-0.00264816j 0.000858678+0.000648183j -0.000861753+0.00188109j -0.00229682+0.00191652j 0.00101262+0.000476277j 0.000455798-0.00162476j -0.000324847-0.00298478j 0.00385912-0.00295738j 0.00181646-0.00846134j -0.00178518-0.00100744j -0.00142653+0.00204319j 0.000980215+0.00229331j 0.000458919-0.00177487j 0.000415329+0.00178397j 0.00126915-0.000560108j 0.00295213+0.000329505j -0.00082637-0.00143104j -0.000965994+0.00196822j -0.00093687+0.000257789j 5.41633e-05-0.00285699j -0.000358544+0.00103862j -0.0012134+0.00282219j -0.000103813-0.000212334j -0.00148482+0.00107416j -0.000404978-0.00345124j 0.000640028+0.000178448j -0.000991787+0.00198759j -0.000177373+0.00053837j -0.00146854+0.000362369j 0.00129524-0.000901612j -0.00137744+0.00247189j 0.000102905+0.00269908j 0.000833787+0.00138536j 0.0018075-0.00163178j -0.00117671+0.000453751j -0.00214725+4.29413e-05j -0.000588212+0.00153583j 8.99355e-05-0.000358831j 
-0.00249453-0.00231447j 0.00178003-0.00107062j 0.000511027-0.000329544j -0.000659026+0.000907509j 0.00237837+0.00303989j 0.000843064-0.000578084j -0.00350472+0.0021529j 0.00202641-0.0035747j 0.002225-0.00522023j -0.00723792+0.00379214j 0.000165767+0.0015837j 0.00242186-0.00696913j 0.0108081-0.00409831j -0.00352765-0.00218195j 0.00314972+0.00312206j 0.000965275+0.00127025j 0.00576789+0.00309434j -0.00405375+0.00391565j 0.000947595+0.00168527j -0.000714413-0.0047748j 0.00342203+0.00375799j 0.00621986-0.00162958j -2.35272e-05+0.00220117j -0.00414653-0.00275444j 0.00758068+0.000190185j 0.000145683-0.00282738j 0.00153433+0.00140948j -0.00705531+0.00633226j -0.00411449+0.000439457j 0.00249021-0.00249454j 0.0027143+0.0020904j -0.0017976+0.00208854j -0.000547566-0.00256397j 0.0012337-9.25984e-05j -0.00436619-0.00340246j 0.000515835+0.00150242j -0.00135838-0.000630565j -0.00165708-0.00014076j 0.000933377+0.000271976j 0.00574513+0.00147401j -0.00214401+0.00127661j -0.00308858+2.94712e-05j 0.000826079-0.00212473j 0.00314329-0.00214695j -0.00144987+0.000299406j 0.000134117+0.00251167j 0.00131153-0.00258047j 0.000104309-0.000241354j -0.00286471+0.000276764j 0.00214013+0.00302646j 0.00110194+0.00227052j -0.00020424+0.000132516j 0.000987529-0.00223242j 0.00449323+0.000844189j -0.000526728-0.0014817j 0.000667691+0.00284474j -0.00160291+0.00272528j 0.00173877+0.0030194j 0.000731241+0.000252081j 0.000353255+0.00154444j 0.000459509-0.000196553j 0.00203997+0.00142432j 0.001752-0.000673821j -0.000536029-0.00207522j -0.000345756-0.00100618j 0.00108052-0.00131053j 0.000333276+0.000682289j -0.000221012-0.000404361j 0.000734107-0.000478031j 0.000519297+0.000831747j 
0.00188301-0.00611983j -0.000989708-0.00111378j 0.000513815+0.00066991j 0.000458961+0.00149299j 0.00326636-0.00571643j -0.000837327+0.00241448j -0.00599127+0.00295038j -0.00496762-0.00454158j -0.00211105-0.00090612j -0.00122381+0.00352683j -0.00906821+0.00776403j 0.00193205+0.00291064j -0.00567151+0.00398797j 0.00150638+0.00240702j 0.00149471-0.00104976j -0.00393692-0.00575813j -0.00353249+8.25115e-05j -0.0021125+0.00320667j 0.000303962-0.00356622j -0.00293406+0.0054276j -0.00222213-0.0042669j 0.0004628-0.00116846j 0.00226022-0.00200659j 0.0010164+0.000168459j -0.00206253-0.000809973j 0.00127844-0.000585248j -0.00188814+0.000584523j 0.0029506-0.0045966j 0.00228913+0.00109446j -0.000643371-1.24127e-05j 0.000482496-0.00174912j 0.00345787-0.00141226j 0.00181657+0.00578472j 0.000867839+0.00179827j 0.00297207+0.000110101j 0.000159877+0.0017665j -0.00030652+0.000605803j 0.000740308+0.000478485j 0.000750014-0.00149094j -0.0011145-0.00128146j 0.00242175-0.00341631j 4.85809e-05+0.000851623j -0.000369632+0.000202158j -0.000747486+0.00169176j 0.00168334+2.73628e-05j -0.000870772-0.00309649j 0.000158652-0.000714797j 0.00305551-0.00471651j 0.00126848+0.00103541j -0.00298279-0.000783318j -0.000467245+0.000317171j 0.000334302+0.00143039j 0.000110432+0.00176117j -0.00164656+0.00067444j 0.00159662-0.00109136j -0.000516748-0.000234449j -0.000298917-5.72526e-05j -0.00146284-0.000241955j -0.00153049+0.00217604j -0.00186297+1.59115e-05j 0.000353487-0.00220647j -0.00113525+0.000668707j -0.000155146-0.000279409j 0.00142831-0.00236553j 0.000112715+0.000217117j 4.63326e-05+0.000604888j 0.000162367+0.000484275j 0.000736741-0.0027799j -0.000222137+0.00157154j -0.000777025+0.00370498j 
-0.00092752-0.0026508j -0.000842111-0.00369626j 0.00127506+9.13418e-05j -0.000916682+0.000738675j -0.00367439-0.00140082j 0.000630648-0.000683984j -0.00273479-0.000199808j -0.00160249+0.000930262j -0.0018018-0.00120899j 0.00509352+0.00451416j 0.00579415-0.00608259j 0.00185103+0.00317117j -0.00661545+0.00686435j 0.0083558-0.00179185j 0.00278732-0.000299598j 0.000933369-0.0022479j -0.00394284-0.00148893j 0.00628629-0.00194254j 0.00300948-0.00121955j -0.00397025+0.00116993j -0.000652356+0.00423634j -0.0038723+0.00648405j 0.00151139+0.00325151j -0.00764031-1.14948e-05j -0.00529353+0.00761809j -0.00564278+0.000106962j 0.0016783+0.00192105j 0.00592586-0.0021898j -0.000296376-0.00382292j -0.00181732+0.0018215j 0.00126162+0.00480835j -0.000107213-0.000898582j 0.000348362+0.000190508j 0.000611379+0.00154393j 0.00105884-0.0019587j -0.000667106+0.000143667j -0.000924745-0.00273431j 0.00118979+0.00206947j -0.00244432-0.00031753j 0.00243579+0.00992405j 0.00356893+0.00559745j -0.0025184-0.00253366j -0.000858295-0.000386812j -0.0003367+0.00496751j 0.000529507+0.0033727j -0.00231946+0.00202382j -0.00413376-0.000132657j 0.00157086+0.00528962j 0.00183533+0.0013936j -0.000308783+0.00310218j 0.000503578+0.0050229j -0.000860921-0.00157781j -0.00295274-0.00130798j -0.00384408+0.00255099j -0.00235464+0.00269774j -0.00145358-0.00441644j 0.000846499+0.00102696j -0.00216306+0.000911006j -0.00422914-0.000679228j 0.00143167+0.00129188j 0.000127015+0.000437335j 0.00155255-0.00307923j -0.00108122+0.00048355j 0.00339257+0.00252561j 0.000460081-0.000381265j 0.000192359+0.00152281j 0.0021417+0.000738106j 0.000609639+0.000801778j -0.000478169+0.00134287j -0.000694779+0.00227298j 
0.000874543-0.00123136j 0.00208796+0.00650968j -0.00207688-0.000190878j 0.00329213+0.00563442j 0.000932246-0.00402078j -0.00214941+0.00633689j 0.00390244+0.00522391j -0.00483817-0.00241987j 0.00119403+0.00381754j 0.00673035-0.00465294j -0.00637753+0.00211409j -0.00588219+0.00269735j -0.00421252+0.0015805j -0.00167375+0.00192159j 0.00845695+0.00104568j 0.00162042+0.00533388j 0.000206878+0.000768665j -0.00267091+0.00210445j -0.00160627-0.00212952j -0.000593708-0.00143216j 0.00378037+0.000895272j 0.00783147-0.00318499j 0.00753707-0.00144037j 0.00403373+0.0017364j 0.00465781+0.00052435j -0.00285808+0.00121063j 0.00221637-0.00182154j 0.00197738+0.00160039j 0.000263672+0.00192897j -0.000315627-0.000495137j 0.000563993-0.00492765j 0.00219572-0.00467163j -0.00421267-0.00444588j 0.00132747+1.91701e-05j -0.0039293+0.00110024j 0.00105461-0.001315j 0.000901639-0.000850282j -0.00131597-0.000425022j -0.00279234-6.86733e-05j 0.00545791+0.00085761j 0.00345152-0.00207545j -0.00088175+0.00124449j -0.00098149+0.00221335j 0.00117596-0.000142615j 0.00406406-0.000471457j 0.00278767+0.000914214j 0.00284283-0.00273395j 0.00468329+0.000753967j 0.000873436+0.00207292j 0.000404978-8.80332e-05j 0.00460348-0.00230483j 0.000435065-0.00329516j -0.00116996-3.83961e-05j 0.00191979-0.00165793j 0.00377049-0.00157143j -0.00239649+0.00110673j 0.00246165-0.000357312j 0.00121974+0.00130761j 0.00218905-0.00368411j -0.00198007-0.000495363j 0.000224001-0.00202861j -0.00262395+0.00358983j 0.000499672-0.000522394j -0.00175343-0.00162102j 0.000307195-0.00130275j -0.000674605+0.00033568j -0.000660799-0.00513187j 0.002267-0.00228645j 0.0027876-0.00443518j -0.000626225-0.00304133j 
-0.00360142+0.00280419j -0.00161161+0.000308884j 0.00214559+0.00173959j -0.000910373-0.0059965j 0.000403267+0.000594743j -0.00433992-0.00051735j 0.00900265-0.00369903j 0.00817025+0.00273869j 0.00317164+0.00168642j 0.018544+0.00145635j -0.004351-0.00158486j -0.00305262-5.27529e-05j -0.0049285-0.00362812j -0.00313235-0.00289027j 0.00824526-0.00669753j 0.00578186+0.000632471j 0.00147861+0.000574246j 0.00144043-0.00407661j -0.00211754+0.00298351j -0.00305064-0.00250732j 0.00277445+0.00336556j -0.000379959+0.00200609j 0.00434856+0.00408265j 0.00631666+0.00461479j 0.00257474+0.000315642j -0.00288243+0.000806633j 0.00022957-0.000453188j 0.00358719+0.00114365j -0.000255964-0.00247113j 0.00061459+0.003457j 0.00257307+0.00133418j -0.00156151+0.000492979j -0.00412845-0.00173471j 0.0015784-0.00214759j 0.00213789+9.22388e-05j 0.00163546+0.00195275j -0.00210577+0.00084394j 0.00255796-7.61927e-05j 0.000842769+0.000397449j 0.00239239+9.53895e-05j 0.00014824+0.00619946j 0.000110337-0.000422391j -0.0021987+0.000513728j -0.000340282-0.000506445j -0.00249615+0.000978755j 0.00130083-0.000380973j -0.00147098+0.00436101j 0.00379811+0.00542493j -0.000699709+0.000245768j 0.00300136+0.0011105j 0.000559129+0.00297839j 0.00038124-7.71749e-05j -0.00098839-0.000826925j 0.00052213+0.00141125j 2.14415e-05+0.0040782j -0.00264351-0.00102214j 5.2918e-05-0.00119075j 0.00171302-0.00200996j -0.00031447+1.42998e-05j 0.00201312-0.000948433j 0.000593907+0.00103638j 0.0023235-0.00408833j 0.000533951+0.0018676j -0.00102315+0.00129175j -0.00162772+3.48458e-05j -0.00185664-0.00195624j 0.00175927+0.00136902j 0.000962944+0.00368832j -0.00183808-0.000707703j 0.000416356+0.0024809j 
-0.000875589-0.00402993j -0.00141348+0.00349446j -0.00102707+0.00186386j 0.00658519+0.0060865j -0.00467435-0.00822466j 0.00530267-0.000939378j -0.0102072-0.000436058j 0.00129669-0.00484896j 0.00558819+0.00163396j 0.00614565+0.00156104j -0.00817059-0.00290862j 0.00769044+0.00133691j -0.00103142-0.00197138j 0.00360062-0.00470356j 0.00704815+0.0107701j 0.000693987+0.00151025j 0.00241563+0.00350879j -0.00142469+0.00418678j 0.00274789-0.00196046j -7.47801e-05+0.000321299j 0.000204401+0.00397207j 0.00189434+0.00200121j -0.00122993+8.82715e-05j 0.00663132+0.00728859j 0.00334385+0.00129728j 0.00147075+0.000723915j 0.00201559+0.000310775j -0.0023222+0.00114679j -0.00817915+0.00103622j 0.00242669+0.001392j 0.00560893-0.000488251j 0.00513959+0.00360828j 0.00399026+0.00156446j -0.00259971+0.00161273j -1.46139e-05-0.0010244j -0.00311898-0.00226492j -0.00244785-0.00198006j -0.000761313-0.00206252j 0.00338888-0.0013086j 0.0030004+0.0032162j 0.00671029+0.00436042j -0.00319485-0.00228127j -0.00150795-0.00469231j 0.00132329+0.001749j 0.000705111+0.00216051j 0.000178175+9.4127e-06j 8.63115e-06-0.00302761j 0.00210129-0.000819845j -0.00288108+0.00275288j 0.000388805-0.00155587j 0.00328689+0.00148749j -8.41973e-05-0.00177249j -0.0029835-0.000844472j -0.000379718+0.000653554j 0.000406847+0.00047307j -0.00248375-0.00278533j -0.000391509+0.00125171j -0.00263219-0.00191947j -0.00187929-0.00321049j 0.00106117-0.000765024j 0.00350232-0.000906305j 0.000811543+0.00212904j 0.00223961-0.000555369j 0.00184921-0.000754561j 0.00164049-0.00232378j 0.00111759+0.00462047j 0.000242823-0.00363203j 0.00116546-0.00368059j 0.00173665+0.000783721j 0.00309054+0.0031956j 
-0.00405197-0.0050084j -0.000574253-0.00212296j 0.00940197+0.00244456j -0.000649101-0.00417651j 0.00900012-0.000155214j 0.00100749+0.00267262j -0.00622423+0.00138449j -0.00448222-0.00449841j 0.00311496+0.00552651j -0.00700494+0.00135927j -0.00240183-0.00133136j -0.00288641-0.00250106j 0.00915491+0.00143922j 0.000950168+0.00028306j 0.00250002+0.00603923j -0.01058-0.00674199j -0.00255226+0.000393677j -0.00638709-0.00293931j -0.00208321+0.00327677j -0.00333102+0.00027298j -0.00101741-0.000826815j 0.00252592+0.002239j 0.000344311-0.00117685j 6.18516e-05+0.0106852j 0.00495455+0.00186277j -0.000204801-0.00181291j -0.00325641+0.0008189j -0.00434421-0.000733075j -0.00367234-0.00132695j -0.00235499+0.0015694j 0.00129703+0.00359409j 0.000538524+0.00524902j 0.00216856+0.00048858j 0.00502011-0.00235894j 0.000651306-0.00207548j 0.00151847+0.000408221j -0.00316556+0.000907994j 0.00151426+0.000675357j 0.00254213+0.00168848j 0.00147839+0.00269072j 0.000797998+0.00604439j 0.00113825-0.000410548j -0.000465078-0.00154659j 0.00123262-0.000199465j 0.000745377+0.000152847j -0.00131074-0.00286393j 0.00075636+0.00193705j 0.00137673-0.000598319j -0.000401806-0.0023212j 0.00161383-0.00161882j 0.000403439+0.00249005j 0.00356619+0.00281228j 0.0016887-0.000475567j 0.00318987-8.9478e-05j 0.00124555+0.00185655j -1.88953e-05-0.00162012j 0.000611683+0.00197882j 0.00244297+0.00146588j 0.00247498+0.0033273j 2.11473e-05-0.000356272j 4.19234e-05+0.00167009j -0.000148011-0.000802928j 0.000707344+0.00160681j -0.000183251-0.00592995j -0.00271102-0.000356433j -0.00143748-0.00241442j 0.00515747+0.000177035j 0.00108341+0.00390288j -0.000699319+0.000194972j 0.00107455+0.00386443j 
