0.00110743+0.00461261j -0.00231028-0.000731311j 0.000460779+0.00273135j 0.00150384+0.00293503j 0.00217262+3.11984e-05j -0.00030954-0.0040396j -0.00248078-0.000224006j -0.000624212-0.00201879j 0.000114922-0.00189213j 0.000167409-6.39607e-05j 0.000104586-0.00196149j 0.00277492-0.000500109j -0.000818765+0.000509017j -8.6377e-05+0.000490517j -7.42059e-05-0.00216021j 5.79188e-05-0.00116933j -0.000836523-0.000337262j 0.000640583-0.00125877j 2.89736e-05-0.000800048j 0.00190506-0.000341672j -0.000926728+0.000308014j 0.00123963+0.000342343j 0.00102648+0.000448681j -0.000759516+0.000461601j 3.72826e-06+8.01238e-05j 0.000787107+0.000804037j -0.000751996+0.000657739j -0.00202681+0.00051591j 1.13087e-05-0.000374345j 0.00018741+2.01433e-05j -0.00132352+0.000927422j 0.00104593+2.64129e-05j -0.000497264+0.000408478j -0.000449185+0.00058039j -0.000939748+0.000358571j -0.000249311+0.000772005j -0.000355325+0.00129094j 0.00183697-0.000216019j 0.000992183-0.000600603j 0.000403277+0.000425415j 0.000450008+0.00105409j 0.000557088+0.000246876j 0.000796255-0.000874969j -0.000602332-7.76417e-05j -4.3158e-05-0.000173506j -0.00071884-0.000243951j 0.00114014-0.000994545j 0.000305943-0.000834039j -0.00141127-0.000492409j 0.00079442-0.00035031j 0.000443574+0.00132367j -0.000162078-0.000483926j -0.000372078+8.89972e-05j 0.000184156-0.000542645j 0.00105558+0.000157937j 0.00173142+0.000604155j -0.000115991-0.000414279j 9.05107e-06+0.000211287j 0.00232639+6.55458e-05j -0.00225432+0.00107325j 0.00105761-0.000867401j 0.000588024+0.00141843j 0.000816152-0.00130675j 0.000167003-0.00135537j -0.00224383-0.000255534j -0.000457784+0.000543378j 0.00272535+0.00158343j -0.000193787-0.00139056j -0.0010858+0.000475983j 0.00875229-0.00086574j 0.00449569-0.00953453j -0.0217553-0.00324606j -0.0146867+0.0137986j 0.00835782-0.00611352j 0.110605+0.00159427j -0.0848975+0.0019624j -0.338009-0.00291064j 
0.0129835-0.0145109j 0.0180173+0.0156666j 0.0164463-0.00755067j -0.0034666-0.0156083j -0.00727819-0.000139461j 0.0128258+0.0111607j 0.000333112-0.00596335j -0.00976936-0.00513082j 0.015935+0.00777716j -0.0121979+0.008j -0.123719-0.00091488j 0.175536+0.00657986j 0.136038+0.00354238j 0.0646792-0.0021547j 0.00752911+0.00362165j 0.0585703+0.0077525j 0.0273591-8.3561e-05j 0.0340995+0.00795954j 0.0311248-0.00427451j 0.0201485+0.00571504j 0.0575471-0.0110392j 0.087936-0.0061556j -0.05512+0.00736084j 0.0244556-0.00656185j -0.0126211-0.00772406j 0.0326852-0.0034658j 0.047326-0.00340904j 0.0244551-0.00127559j -0.0271876-0.00092944j -0.0313178+0.00165762j 0.00461364-0.00121763j -6.98479e-05-0.00352041j 0.0206775-0.00056102j 0.0137667-0.000224435j -0.00165683-0.00114768j 0.0173228-0.00204694j 0.0107105-0.00119912j -0.0160017+0.00400451j -0.0223083+0.00248493j -0.00175304-0.00101666j 0.00987654-0.00439768j -0.000550124-0.00206593j 0.013877+0.0020103j 0.0012099-0.00012719j 0.00313368-0.00402188j 0.0118962+0.000463093j 0.00578957-0.00172328j 0.00716861-0.00214216j -0.0105784+0.00313436j 0.0162345-0.00150501j 0.00972968+0.00139658j -0.00325049+0.00164086j -0.00497588+0.00114443j -0.00926925+0.00280862j -0.00521161+0.000845578j 0.00329528+0.00278191j 0.00414163-0.000753337j 0.0140587-0.00168604j 0.0026956+0.00434041j 0.00665967-0.00232445j 0.00574648-0.00263165j 0.00472977-0.00156703j -0.00765295+0.00408557j 0.00239738-0.00205937j -0.00376643+0.000363342j 0.00965085+0.000975967j 0.00216684-0.00126422j 0.0055278-0.00157982j -0.0029204+0.00440221j 0.002456+0.0024434j -0.00898855+0.000375109j -0.000405443+0.00566889j 0.00157981-0.00126855j 0.00662342-0.00180309j 0.00141997+0.00508192j -0.00530706-0.00310376j -0.00795251+0.00784962j 
0.0226359+0.00753061j -0.00394671+0.020323j 0.00647608-0.00411105j -0.00110946-0.0132654j 0.0102924+0.0201148j -0.00183445+0.00591068j -0.00857301-0.0108143j -0.0124233+0.0144481j -0.0463124+0.00237788j -0.0677111-0.00284712j -0.168906-0.00745927j -0.140059-0.00339532j 0.0478084-0.00922536j -0.0425499+0.00386377j -0.0553492-0.00254721j -0.0395638-0.00761915j -0.0657573-0.0136914j -0.0101138+0.00171317j 0.0502748+0.00709855j -0.0301472+0.0145417j 0.0293117+0.00535421j -0.095534-0.00148243j -0.000855586-0.000372754j 0.00876029+7.74783e-06j 0.0258332+0.00119884j -0.0117864+0.00516896j 0.0200995-0.00111505j 0.0202542+0.00749799j 0.0350252-0.00161849j -0.00534401-0.000400965j 0.0270574-0.0014663j 0.0228654-0.00236288j 0.00217432+0.00181841j 0.00935175-0.000193409j 0.0297599+0.00091947j 0.00864518-1.53864e-06j 0.0107793+0.00208355j 0.00395929+0.00587673j 0.00864936+0.00106115j -0.00459331-0.000143203j 0.000824008+0.00186788j -0.0107684-0.000417647j -0.0101818+0.00181766j 0.00562389-0.00132876j 0.0100679+0.00189185j 0.000303774+0.00208132j -0.00151319+0.00215273j 0.00082415+0.00149542j -0.00828545-0.00336901j -0.0153201+0.00241926j -0.00205747-0.000631873j -0.00320717+0.00101901j 0.00671616+0.00361282j -0.00161613+0.000389485j 9.46201e-05-0.000337774j -0.00366388+0.000233886j 0.0101664-0.000511369j -0.00681493-0.00122743j -0.00444419+0.000823774j 0.00979528-0.00135053j 0.000711771+0.000324267j -0.0039788-0.000692946j -0.0051618-0.00504316j -0.0050469+0.00129343j 0.0124202-0.00293602j 0.00207591+0.00328566j 0.00474762+0.000946787j 0.00680127-0.00374842j -0.000440482-0.0026499j -0.00916491-0.00109413j -0.0025353+0.000448335j 0.00504104+0.00097694j 0.00525785-0.00320579j 0.000190797+0.00694117j -0.00768507+0.00503235j 0.00396264-0.00486312j -0.00514166-0.000429762j 
-0.00132846+0.0232397j -0.0256379-0.00339031j 0.0157324+0.0132959j 0.00176482-0.0214338j 0.00463351-0.00923129j -0.00362521-0.0190993j -0.00937228-0.0100176j 0.0152366+0.000994015j -0.00564445+0.00865392j -0.242456-0.000657428j 0.0792257-0.00216887j -0.00628476-0.0019572j 0.0446705+0.00286515j 0.0670088+0.00329637j 0.0193725+0.00300825j 0.0427188+0.0074441j -0.0422857-0.00669416j 0.0580654-0.00946388j -0.0772232-0.00652088j -0.00187539-0.00354883j -0.0228264-0.00566932j 0.0369114-0.00234903j -0.032295-0.00323304j -0.0185656+0.0022638j 0.0496169-0.000818491j 0.0141569-0.00720001j 0.0294762-0.00234472j -0.000452787-0.00231358j 0.0228152-0.000904327j -0.00369483+4.44558e-05j -0.00324549+4.78094e-06j -0.0092326-8.79759e-05j -0.000742087-0.00463563j 0.0094299+0.00188483j -0.0177894-0.00344959j -0.00617649-0.00187671j 0.00354897-0.00341075j -0.0118813+0.00155537j 0.000366835+0.000974762j 0.0193902+0.0015223j 0.00113017-0.0015992j 0.007956-0.00173552j 0.000942941+0.00255905j 0.00523048+0.00161884j 0.00855549+0.000661082j -0.00917371-0.000706599j 0.00534552-0.00134155j 0.00188019+0.00192584j -0.0108536+0.0033786j 0.0117414-0.00218704j -0.00537794-0.000687245j 0.00136114+0.00268694j 0.0120663-0.00395143j 0.0033609-0.00172141j -0.0131702+0.00339951j -0.00289736+0.00151328j -0.00859752+0.00160531j 0.00725135+0.00135215j -0.00618541-0.000957511j -0.00218772+0.000152288j -0.00329716+0.000654764j 0.00391348-0.0010485j 0.00104456+0.00165246j 0.000686173-0.00341877j -0.000969638+0.00437411j -0.00724504-0.000694398j -0.011585+0.003423j 0.00741738-0.0027879j 0.000234975+0.00132631j 0.00174719-0.00591695j 0.0095812-0.000693912j 0.0032934+0.00107153j -0.00041117+0.00126232j -0.00712923+0.0034869j -0.00129541-0.00352319j 0.00302488-0.00101334j 0.00127911-0.00131479j 
0.0149536+0.00458559j -0.0048435+0.012621j -0.0145707-0.0199063j -0.0142398+0.0060809j 0.0146759+0.00128958j 0.0134493-0.0023348j -0.0094567-0.00765134j 0.000466347-0.0201636j 0.239478-0.000985924j -0.0313555+0.00733154j -0.0839375-0.000868649j -0.0307355-0.00773238j -0.0631704+0.0124836j -0.00220395-0.00556572j -0.0514118-0.014796j 0.0543318+0.00659788j -0.0142648+0.000752438j 0.0518728-0.00457853j 0.0011976-0.00602533j -0.0699743-0.00192097j 0.0130895+0.00138412j -0.00155786+0.00122321j 0.0394776+0.000735343j 0.0235656-0.000227936j 0.00423579+0.00602683j 0.00103184-0.000875161j -0.0293662+0.00364259j -0.0195007+0.00103694j 0.00973061+0.00167214j 0.00738724-0.00594603j -0.00500245+0.00156947j 0.0210953+0.00320898j -0.00407272-0.00133054j 0.000931278-0.000793969j 0.00420424-0.000635541j -0.00558221+0.000115117j -0.00592871+0.0020674j -0.00452657-0.00494467j 0.00614413+0.000258667j 0.00461197+0.000544405j -0.00022728+0.0050877j -0.0056179+0.00183769j -0.0102126-0.00236125j 0.00726123+8.1779e-05j -0.000151856+0.000689683j 0.00507119+0.00287064j -0.00624876+0.000354353j -0.00565659+0.00200217j 0.0110211+0.00207518j -0.0128116+0.00182636j 0.00054206-0.00081633j -0.00115454+0.00082544j -0.00576004-0.000761272j -0.000725216-0.00122985j 0.0094907+0.0014623j -0.00613427+0.000995439j 0.0113829+0.00271947j -0.00129662-0.000172093j 0.00132163+0.00163097j -0.0117809+0.00250156j 0.00146723-0.00135206j 0.007827+0.00245333j 0.00515946-0.0018591j -0.00387377+0.00106608j 0.0160547+0.00236696j -0.00181706-0.00301322j 0.00272174-0.00296788j 0.00356842+0.00111314j 0.00592171-0.00273147j -0.00703265+0.00437451j 0.00291935-0.00603708j 0.000781027-0.00110408j -0.00151009-0.00185648j 0.00362133+0.000415166j -0.00701215+0.00354502j 0.00296366+0.000139291j 0.000824463-0.00276287j 
0.00994822-0.000719803j 0.00338244+0.00846338j -0.0111327+0.0131979j 0.0156974+0.01149j 0.00385565+0.016555j 0.0257033-2.73832e-05j 0.0105708+0.0206699j 0.250702+0.00543036j 0.0158054-0.00655473j 0.0154009-0.00845871j -0.0153105-0.00712393j -0.0280874+0.0264838j -0.0382435-0.00222484j -0.161842-0.00878092j 0.0676944-0.00962819j 0.0434118+0.000667527j 0.0155047+0.00448825j -0.0191383+0.004572j 0.00222865-0.00222395j -0.00402886-0.00674982j 0.0248597+0.00266845j -0.0124265+0.00163949j 0.00656352+0.0017469j 0.0143294+0.0013393j -0.00771899+0.0022402j -0.00464902+0.00124996j -0.0223224-0.000503595j -0.00845599-0.00228919j -0.0012783-0.000341522j -0.00220565-0.00211712j -0.00883949-0.00142589j 0.00993546+0.00198567j 0.00958227-0.000782118j 0.00266366-0.00129006j -0.0104042-0.00251227j 0.00471534+0.000361522j -0.0164318-0.00205603j 0.00464816-0.00196629j 0.0048888+0.000142649j 0.00651789-0.000456202j 0.000395176+0.00115401j -0.00668367+0.00184797j 0.0105222-0.00150223j 0.000525548+0.000993297j -0.00748393-0.000517097j 0.0118549+2.0121e-05j -0.0015029-0.000141441j -0.000446868+0.0011088j 0.00111883+0.00172199j -0.00137008+0.000407215j -0.00351502+0.000475949j 0.00365483-0.000423969j 1.21188e-05-0.004143j -0.00379235+0.00033262j 5.17717e-05+4.66586e-05j -0.00157053-0.00051835j 0.0058616-0.000360941j 0.0067262+0.00334537j -0.00240504+0.000169955j -0.00362697-0.00162883j 0.0015446+0.000113222j 0.00781498+0.00211211j 0.00803363+0.00079701j -0.000985109+0.00138807j 0.000405491+1.74241e-05j 0.00594468-0.000879202j -0.00855602-0.00196422j -0.00475236+0.00177241j -0.0030377+0.00154093j -0.00248098+0.00480991j -0.00368222-9.61664e-05j 0.00383278-0.00245465j -0.00318256-0.00343164j 0.00390528+0.000287257j -0.000490897-0.00222113j 0.00303172-0.00486447j -0.0034805+2.52988e-05j 
0.00236436+0.0160588j -0.0166917-0.00204441j -0.00874827+0.00177926j 0.00309591+0.00904537j -0.0345949+0.000608426j 0.0327189-0.00583624j 0.279795+0.00517555j -0.0220726-0.00641747j -0.0218087-0.00655474j -0.000784762-0.00480084j -0.0369991-0.0135266j -0.064057-0.00573844j -0.13403+0.0145828j 0.0440468-0.000409675j 0.00460741-0.00225203j 0.00132365+0.00392803j 0.00477317-0.00361165j 0.0161441+0.00763329j 0.0373733+0.00295779j -0.0351629+0.00439459j -0.0303647+0.000144888j -0.00633711+0.000176922j 0.0157186+0.00043734j 0.000575397-0.0049763j -0.000352831+0.00182219j -0.00425646+0.00207488j -0.0117002+0.00206266j -0.00763238+0.00166625j 0.0141923-0.000872738j 0.0049044+0.000448804j 0.00258315-0.000275775j 0.0106671-0.000489226j -0.00598997+0.00296161j -0.0113187+0.00215745j 0.00675177+0.00136212j -0.00547921+0.00214632j -0.00713745+0.00150333j -0.0012082+0.00221731j 0.00531252+0.000549702j -0.00588628+0.000134818j -0.000749944+0.00148797j -0.00668091-0.00111584j -0.0111429-0.000683705j -0.00365186-0.000484594j 0.00493199+0.00109255j -0.00442572+0.00131299j 0.00391859+0.000771484j -0.000436993-0.00156542j 0.00305367+0.00098235j -0.00828143-0.000563471j -0.00522916-0.000145655j -0.00982136-0.000831052j -0.00226117+0.000785017j 0.00466681-0.00075261j 0.00311972-0.000996627j -0.00697686-0.00187188j 0.00470525+0.000540553j -0.0122563+0.00103882j 0.00199749-0.00155272j -0.00171304-0.000735313j -0.00178146+0.000885687j -0.0036949-0.000632715j 0.00456999-0.0012721j 0.00411696+0.000724838j 0.00790562-0.00131074j -0.00749671-0.000395469j 0.00210717+0.000521781j -0.00339406+0.00278027j 0.00444392-0.00320411j -0.00257748-0.000616526j 0.00390604+0.000576046j 0.00261544-0.00463288j -0.00157961-0.00157566j -0.00275026+0.00288555j -0.00335276-0.00153028j 0.0058143-0.000836758j 0.00366261-0.00724549j 
-0.0176012-0.000360198j -0.00454973-0.017806j -0.00597015+0.00753177j -0.00157987+0.00754792j 0.0206451-0.0093537j 0.293052-0.00110829j -0.0393367+0.00711265j -0.0383193+0.00413364j -0.00935892-0.00186937j -0.0450075-0.0102073j 0.0200815+0.00542979j 0.105488-0.00546817j -0.0232995-0.00482987j -0.00825927-0.00443844j 0.00404282-0.00318726j -0.0253447-0.00454412j -0.0137658-0.00715578j 0.0341826+0.000784633j 0.00688073-0.00561844j 0.00348305+0.000498617j -0.00046236+3.47805e-05j 0.0283529+0.00192731j -0.000576918+0.00161798j -0.00420058+0.00219718j 0.00559353+0.00192255j 0.00799631+0.00378842j 0.000765691-0.00154238j -0.0103254+0.00158821j -0.00761673-0.000146439j 0.00715857+0.000961395j -0.0122154-0.00231664j -0.00307936-0.00197402j -0.00565043-0.00194602j -0.00116132+0.000269629j 0.0022594-0.00105207j -0.00452888+0.000378485j 0.00713064+0.00256751j -0.0043787-0.00347298j -0.00283028+0.00023784j 0.0014021+0.00206729j 0.00347923+0.000294381j 0.00959516+0.000287078j 0.00166032+0.00032585j -0.00137508+0.000605219j -6.28892e-05-0.00247047j 0.000558384+0.0019352j 0.00762124-0.00266352j 0.00167736-0.00115838j 0.00084841+0.00155207j 0.00784257-0.00162958j -0.000575326+0.000540422j 0.00277079+0.00153501j -0.003177+0.00178309j 0.00193466-0.000157942j 0.00351686+0.00123596j 0.00134407+0.00110594j 0.000256013-0.000271091j 0.00127275-0.000141465j -0.000194535-0.000766614j -0.0113758-0.00108488j 0.00586307-0.00162379j 0.000234171+0.00255599j -0.00339116+0.00122458j 0.00398161-0.00576494j -0.00373659+0.0018068j -0.00360698+0.000933032j 0.00332246-0.00324025j 0.00203757-0.00121277j -0.00142109+0.00348615j 0.00305159+0.000959043j 0.00378876-0.000248548j -0.00146203-0.00305918j -0.00574022+0.00547798j -0.000274326-0.00414465j 0.00479004-0.00422396j -0.00203213+0.00475289j 0.00467845-0.00152865j 
-0.0071536-0.0114698j 0.0106495-0.00355328j 0.00923834-0.00725627j -0.000584025+0.0146676j 0.316624-0.00146925j -0.0237997+0.0105543j 0.0469185+0.00847106j -0.0135322-0.00570563j -0.13205-0.0117327j 0.0182817+0.00492777j -0.0763354+0.000131137j -0.0240709-0.00459394j -0.0297753+0.00621163j -0.031927-0.00189786j -0.0511942-0.00438507j -0.0300726+0.000849494j 0.00416202-0.000403766j -0.00518387-0.00482271j 0.00232309-0.00286669j -0.0131725+0.00217558j 0.000964525-0.00125038j 0.00151826-0.00303263j 0.00968393-0.0012115j -0.0012394-0.00167634j -0.000636371+0.00171125j -0.000513913-0.00131633j 0.00729257+0.00198955j -0.00135593+0.00157126j -0.00174395+0.00132368j 0.00339679-0.00149322j 0.0103405+0.0020573j 0.00709036-0.00225155j 0.00297726-0.00182443j -0.00154687+0.000879042j 0.0110487-0.00176807j 0.000197775-0.00208659j 0.00933505+0.000540224j -0.00312745-4.01281e-06j -0.00553093+8.634e-05j -0.000578149+0.000661684j 0.00505872-0.000530395j 0.00483421+0.00046274j -0.0113185+0.00102603j -0.000510938+3.77763e-06j 0.0054167-0.000816966j -0.00543745-0.000637156j -0.00390055-0.000805908j -0.00449449+0.000423441j -0.00425673+0.000326765j -0.000603796+0.00203992j 0.0058038+4.35251e-05j -0.000838758+0.000239844j 0.00200301+0.00109111j -0.00263419+0.000255357j 0.00292098-0.00128928j 0.00296449+0.000343657j -0.00111566-0.00128542j -0.00258537-0.000351391j 0.000932787+0.00229536j 0.00317704+0.00225866j -0.00328868-0.0016622j 0.00511169-0.000763471j -0.00742358+0.00187886j -0.00161896+0.00016501j 0.00198697+6.78569e-05j -0.000404775-0.000965459j 0.00541199-0.00114654j -0.000574223-5.58266e-05j -0.000140064+0.00291622j -0.000724363+0.00319901j 5.28861e-05-0.00272759j -0.0066562+0.00460278j -3.72539e-05+0.00164401j 0.00344149-0.00375106j -0.00114115+0.00457467j -0.00239467+0.00202394j 0.00042732+0.000785191j 
0.00689449-0.0132325j 0.0127252+0.00918313j -0.0501366-0.00914802j 0.310371+0.000658168j -0.0066832+0.00911304j 0.0270413+0.0191087j -0.0259854-0.00614785j 0.160834-0.00146444j -0.0187145+0.00450008j 0.0244327+0.00241995j 0.00412237-0.0014057j -0.00439424-0.00507242j 0.0207213+0.000233167j -0.0180007-0.000833796j 0.011383+0.0032917j 0.00670474-0.000244056j 0.00334915-0.00136174j -0.00473146-0.000148915j 0.00581722+0.000931703j 0.00485282+0.00160795j 0.0115455-0.000730456j -0.00151528-0.00158196j -0.00520735+0.000692314j 0.00146466-0.000531025j -6.06109e-05-0.00138038j -0.0021328-0.000673486j -0.00247282-0.00126823j 0.0045194+0.000151814j -0.00505322-0.000440302j -0.00422529-0.000317759j -0.00301575-0.00121736j -0.0030242+0.000261168j 0.00313998-0.000744494j 3.416e-05+0.000171588j 0.000120106-0.000415163j 0.00360885+0.000173923j -0.000356929-5.41226e-05j -0.00381625+0.00125809j 0.00199989+0.000984124j -0.00139879+2.53403e-06j 0.00373681-0.001035j -0.00120143-0.00100323j 0.00212035+0.00257103j 0.00101618+0.000132378j -0.000121258-0.000122749j 0.00609981-8.90656e-05j 0.00257158+0.000973042j 0.00438573+0.00117064j -0.000295778-0.000580857j 0.00299173-0.000613861j -0.00200518-0.000388164j 0.00286292+0.000110511j 0.000224746-0.000538422j -0.00117772+0.000664433j -0.00314843+0.000118541j -0.000517066+0.00106081j 0.0014284-3.85249e-05j 0.00567493+0.000654796j -0.00160295-0.000562995j 0.00380153-0.00125032j 0.00101003+0.000997022j -0.00102243-0.0021768j -0.00251489+0.00105401j 0.00270825+6.68459e-05j -0.00445447-0.00128081j 0.00541714+0.000655859j -0.0050662+0.000515584j 0.00351273-0.000719926j -0.00313578-0.000681328j 0.00345387-0.00167375j -0.00609708+0.00140946j 0.00350127+0.00168112j 0.00200802-0.00104284j 0.00094146+0.00063314j 0.00141093+0.000866234j -0.00203072-0.00044636j -0.00376059+0.0049294j 
0.0112074+0.00821723j -0.00558711+0.0128582j -0.32058+9.14951e-05j -0.0505027-0.00657613j 0.116935+0.0118332j -0.00983848-0.00994434j 0.140307-0.0130592j 0.0253823+0.000867232j 0.0514977+0.00616495j 0.0138322-0.0041769j -0.0118951+0.00331279j -0.0228374-3.87063e-05j -0.0246079-0.00236095j -0.0085739-0.000289751j 0.00128706+0.000269599j 0.00291898-0.000317717j -0.00135704-0.00130391j 0.00464229+0.000248832j 0.00178805-0.000921247j -0.00798439-0.000165308j 0.00101671+0.00076914j -0.00792693+0.000678437j 0.000969158+0.00132904j 0.00371708+0.00109221j -0.0019021-0.000255826j -0.00615674+0.000431147j -0.00510973-0.00251978j -0.00462448-0.00110077j 0.00283658-0.000398535j 0.00506407+0.000866593j 0.00164567-0.001513j 0.00781063-5.06708e-05j 0.0038062-0.000727637j -0.0018362+0.000230372j 0.0054537-0.000448514j -0.000829375+8.93847e-05j -0.00345928+9.51534e-05j -0.00123912+0.00113361j -0.000569527+0.00153697j 0.00170671+0.000741848j 0.000923914-0.00036603j -0.00149827+0.000514447j -0.00116438+0.00042782j -0.0020075+0.000762168j -0.000153008-0.000547357j 0.00300496+0.000731757j 0.000185334-0.000861514j -0.0026743-0.000101196j 0.00112823+0.00153049j -0.00400885-0.000985109j -0.0037513+2.18806e-05j 0.0010848+0.00160474j 0.000739779-0.000247891j -0.00150968-6.53115e-05j 0.00353971+0.000561924j -0.00110697-0.000210452j 0.00547748-0.000573559j -0.00578893+0.00249816j -0.00518689-0.000611554j 0.000498332-0.00320268j 0.0015543-1.35986e-05j 0.00338307+0.000439184j -0.000667601+0.00211808j 0.000625473-0.00202161j 0.00442389-0.00079555j -0.00159776+0.000672633j -0.0027439-0.00195j -0.00381159+0.000451043j -0.00461999+0.00321649j -0.00389349+0.00297725j -0.000755217+0.001523j 0.00386429-0.000779071j -0.00432638-0.00232656j 0.00207614+0.00157899j -0.00186577+0.000151849j 0.00387833-0.00465559j -0.00176371-0.000843807j 
0.0804959-0.00477097j 0.344934+0.000924657j 0.0101413+0.000871414j 0.122513-0.000223865j 0.0178764-0.0019565j -0.0152354-0.0103459j -0.0206488+0.00109322j 0.00668587+0.00111025j -0.00174221-0.00195158j 0.00505318+0.00170205j -0.00470697+0.00173081j 0.00440274-0.00152035j 0.00505051+0.000291119j -0.00118118-3.73402e-07j -0.00323184-0.000534527j 0.00216935+2.36146e-05j -0.00181652+0.00102457j -0.00322603-0.00194459j 0.000148453-0.00172705j 0.00454253+0.000363147j 0.00147149+8.4589e-05j 0.00143642-0.00145035j 0.000593973+0.000286349j 0.00241568-4.59483e-05j -0.00178722-0.000551065j 0.00131261+0.000131183j -0.000884093-8.90865e-05j -9.58841e-05+0.00112321j -0.00153229+6.07713e-05j -0.00310596-0.000474459j 0.00100322+0.00102601j 0.00244242-0.000141612j 5.08434e-05+0.000186317j 0.000121652+0.000272233j 0.00120577-0.000513223j 0.00256489+0.000229915j 0.00231029+0.000144682j 0.00264336+0.000178005j 0.00195317-0.00038655j -0.00100938+0.000372853j 0.00295159-0.000723992j 0.000814504-0.000364j 0.000396826+0.000381612j 0.000617764+0.000249612j -0.00122212-0.000401336j 0.00116193-0.000709605j -0.000607538-0.00126609j 0.000953136-0.000600539j -0.000481884-0.000543161j 0.000630801-0.000296827j 0.00295109+0.000820387j 0.000900539-0.000297413j -0.000915308+0.000806427j -0.00157955-0.000133517j 0.00171007-0.000835963j 0.00317213+0.00061729j 0.000142598-0.00132552j 0.00277666+0.000320738j 0.00318692+0.000344882j 0.000242278+0.00136603j -0.00020521-0.00122617j 0.00155879-0.000273692j -0.00232401+0.000731071j -5.48518e-05-0.00117432j -0.00305461-0.000440315j 0.0040111+0.000446736j 0.00350838-0.000449894j 0.000160096-0.000269039j -0.00118854+0.00108449j 0.00234532-0.000337951j -0.00266083-6.15726e-05j -0.00491553-0.000178762j 0.00017346+0.00349679j 0.00221259-0.00327446j 0.00303825-0.00174289j -0.00362511+0.00381108j 0.00082632+0.000265618j 
-0.34522-0.000885609j 0.0804934-0.00484127j 0.124057-0.000791421j -0.0100505-0.00102377j 0.0141375+0.0095748j 0.0248377-0.00250788j -0.0109311-0.0046857j -0.0116234-0.000648782j -0.00457675-0.00126793j 0.00223527-0.00217648j 0.00472321+0.000156722j 0.00588007-0.000700008j -0.00318253+0.000606621j 0.000300845-0.0011624j -0.00340322-0.00149816j -0.00222143-0.00176047j 0.00249447-0.000948111j 0.00278748+0.000539394j -0.000309684-0.00104034j 0.00362014-0.000174458j -0.00157936+0.000912643j -0.000791892+0.000570902j 0.00207054+7.79778e-06j -0.00375552-0.000416713j -9.67408e-05+0.000401716j 0.00199404+1.03524e-05j -0.00244449+0.000909717j 0.000371467-0.000433241j -0.00206664-0.000590771j 0.000356066+0.00136448j -0.00113447+0.00018771j 0.00117426-0.000275371j -0.0022619+0.000567105j -0.00159517+0.000801626j -0.00034447+0.000664287j -0.000726924-0.000205527j 0.00130167+0.0011096j -0.00105029-0.000271115j -0.00284473-0.0011558j -0.000211442+0.000787923j -0.000360798+0.000265563j 0.00261691+0.000953237j 0.000927072-0.00041169j -0.00138621-3.02238e-05j -0.0022581+0.000241964j -0.00214418-0.000439278j 0.00156733-0.000391976j -0.00122335-0.000984283j -0.00034634-0.000325435j 0.00381043+0.000309285j 0.000718735+0.000545202j -0.000902529+0.000526178j -0.000669867+0.000306008j 0.00210489-0.000597036j 0.000256168+0.000451373j 0.00298913+0.000289546j -0.00264463-8.59069e-05j -0.00260647-0.0001289j 0.00101147-0.000606254j -0.00219708-0.000245946j 0.00133491+0.000210864j -8.4331e-05+0.00139576j 0.00010251-0.001408j 0.00177571-0.000561232j -0.00330197+0.000937954j -0.00388672-0.000391609j 0.0019147+0.00140798j -0.00140547+0.000161163j 0.000451063-0.00141285j 0.00239962-0.00241904j 0.00480212+0.000504318j -0.00141834-0.00314914j -0.00296322+0.000719745j -0.00314364+0.00172345j 0.00234299-0.00319406j 0.000787953+0.000256745j 0.00359909-0.00377267j 
