0.00110743+0.00461261j -0.00231028-0.000731311j 0.000460779+0.00273135j 0.00150384+0.00293503j 0.00217262+3.11984e-05j -0.00030954-0.0040396j -0.00248078-0.000224006j -0.000624212-0.00201879j 0.000114922-0.00189213j 0.000167409-6.39607e-05j 0.000104586-0.00196149j 0.00277492-0.000500109j -0.000818765+0.000509017j -8.6377e-05+0.000490517j -7.42059e-05-0.00216021j 5.79188e-05-0.00116933j -0.000836523-0.000337262j 0.000640583-0.00125877j 2.89736e-05-0.000800048j 0.00190506-0.000341672j -0.000926728+0.000308014j 0.00123963+0.000342343j 0.00102648+0.000448681j -0.000759516+0.000461601j 3.72826e-06+8.01238e-05j 0.000787107+0.000804037j -0.000751996+0.000657739j -0.00202681+0.00051591j 1.13087e-05-0.000374345j 0.00018741+2.01433e-05j -0.00132352+0.000927422j 0.00104593+2.64129e-05j -0.000497264+0.000408478j -0.000449185+0.00058039j -0.000939748+0.000358571j -0.000249311+0.000772005j -0.000355325+0.00129094j 0.00183697-0.000216019j 0.000992183-0.000600603j 0.000403277+0.000425415j 0.000450008+0.00105409j 0.000557088+0.000246876j 0.000796255-0.000874969j -0.000602332-7.76417e-05j -4.3158e-05-0.000173506j -0.00071884-0.000243951j 0.00114014-0.000994545j 0.000305943-0.000834039j -0.00141127-0.000492409j 0.00079442-0.00035031j 0.000443574+0.00132367j -0.000162078-0.000483926j -0.000372078+8.89972e-05j 0.000184156-0.000542645j 0.00105558+0.000157937j 0.00173142+0.000604155j -0.000115991-0.000414279j 9.05107e-06+0.000211287j 0.00232639+6.55458e-05j -0.00225432+0.00107325j 0.00105761-0.000867401j 0.000588024+0.00141843j 0.000816152-0.00130675j 0.000167003-0.00135537j -0.00224383-0.000255534j -0.000457784+0.000543378j 0.00272535+0.00158343j -0.000193787-0.00139056j -0.0010858+0.000475983j 0.00875229-0.00086574j 0.00449569-0.00953453j -0.0217553-0.00324606j -0.0146867+0.0137986j 0.00835782-0.00611352j 0.110605+0.00159427j -0.0848975+0.0019624j -0.338009-0.00291064j 
0.00828218+0.00391692j -0.00095051+0.00630315j -0.000552869+0.000137802j 0.000569057-0.00329902j 0.00236788+0.00266451j 0.000698692-0.00651982j -0.00195814-0.00560967j 0.00351081+0.00851684j -0.00128061+0.000674771j 0.00612505+0.00083487j 0.00437477+0.00850142j 0.00409438-0.00855943j 0.00187704+0.000684495j -0.000342308-0.00415383j -0.0022208-0.00867563j 0.00718843+0.000755193j -0.000281347-0.0021668j 0.00610735+0.00227233j 0.00255535-0.00719969j 0.0172964+0.0154003j 0.00180995-0.0017652j 0.00473076-0.0113975j -0.000764867+0.00523216j -0.00806928-0.00920451j 0.00277039-0.00935538j 0.00796925-0.00929691j 0.00528781+0.00697176j -0.00817965+0.00106693j -0.00251257-0.00732086j -0.00495019+1.60741e-05j -0.0146103+0.00113079j -0.00552458+0.0151006j 0.00660368-0.0155029j 0.00881218-0.000189467j -0.0138198+0.0185342j 0.00455908-0.0124556j -0.00286818+0.0266103j -0.0131108-0.00759329j -0.02101-0.0113257j -0.00288285+0.0191329j 0.0109335-0.031001j 0.0015347+0.0251715j 0.0151473+0.00768063j -0.00775242+0.00157542j -0.0102919+0.0344967j 0.00492298+0.00726835j 0.021563+0.0469914j -0.0131726+0.0131825j -0.0407625+0.000570185j 0.074557+0.0107933j 0.0183015-0.0209982j -0.00126909-0.00624672j 0.00450705+0.00854579j -0.00352055-0.0205919j -0.00725517+0.03089j 0.0366275+0.0168442j 0.0168541+0.0159153j -0.0353884-0.00333639j 0.0358457+0.0227386j 0.00836887+0.034154j 0.0461885+0.00955278j 0.0403453+0.015321j 0.00410107+0.0145496j 0.038067+0.0355691j -0.00166387+0.00581699j 0.0324792-0.00126709j 0.0181235+0.00218018j -0.00776595+0.0134231j -0.0467763-0.0143872j -0.0158298+0.0196206j -0.0199028+0.0155054j -0.0128819+0.00387183j -0.0144606-0.000752965j 0.00699289+0.0131175j -0.0216141+0.00502021j 0.00205074-0.00588903j -0.0077511-0.00142076j 
-0.00617704-0.00534086j 0.0065778-0.00345349j -0.00143987-0.00318267j -0.00120807+0.000222036j -0.00529845-0.006436j 0.0103566+0.00244386j 0.00123256+0.0022804j 0.00365231+0.00668741j 0.00148261+0.00136586j 0.00585061-0.00136299j 0.0115539+0.011977j 0.00353213-0.00529811j -0.00359195-0.00371617j 0.00127295+0.00502854j 0.00942678+0.00353558j 0.0028087-0.0100551j 0.0051349-0.00492851j -0.0023532-0.00102679j 0.000712903-0.00123319j 0.0024661+0.00445145j -0.00615127-0.00781688j -0.00254623-0.0105946j 0.000361522+0.000338246j -0.00109067-0.00426193j -0.00524853+0.000123959j -0.00685605-0.00195986j -0.00392651+0.000786971j 0.00546754+0.00849208j 0.00655923+0.00184387j -0.013263+0.0165581j -0.000519011-0.0116071j -0.0124366-0.0113213j -0.00782677-0.00724872j -0.000280294+0.0128608j -0.00538645-0.00109752j -0.010937+0.0239362j -0.00937234+0.00543881j 0.00253346-0.00486566j 0.0126418+0.0198591j 0.00259336-0.00611097j -0.005625+0.00619337j -0.00836606-0.0129057j 0.0184543-0.00558863j 0.00375089-0.00118416j 0.0163459-0.010137j 0.0160782+0.00521694j 0.0186845-0.00914566j 0.0183171+0.0389124j -0.0206368-0.0169897j -0.0204904-0.0069182j -0.0242812+0.0181318j 0.015382-0.0112445j -0.0180431+0.00664617j -0.0036809+0.00351694j -0.00454526-0.0162209j 9.03304e-05-0.0170135j 0.0251407-0.0161391j 0.0270834-0.0212768j -0.0467441+0.000742076j 0.0200464+0.0396189j -0.00918493-0.0490163j 0.0464664+0.0175675j -0.00141888+0.0224433j -0.00830051+0.0286755j 0.0144994-0.00226221j 0.00425591-0.0458075j -0.0065625+0.0109925j -0.0348259+0.0301821j -0.0179486-0.00264107j -0.0162477+0.015353j 0.0308016-0.0395087j 0.026074+0.0434658j -0.0625848-0.00182324j 0.0313527-0.0186016j 0.0227186+0.0190487j -0.0114736-0.00468009j -0.00811545+0.00751081j 
0.00135689-0.00118417j 0.00297034+0.00224096j 0.00156155+0.000182172j -0.0022233-0.00185212j -0.000415833-0.0034334j 0.00723387-0.00327778j 0.000933792+0.00294531j 0.00102356+0.000686726j 0.00671683-0.00417092j 0.00476265+0.0112729j 0.000299707+0.00194403j 0.00310098+0.000367348j -0.00548574+0.00227158j 0.000311037-0.000122542j 0.00089365-0.000967508j -0.00106665+0.00512151j -0.00210845+0.00151342j 0.00340348-0.00607417j -0.00110875+0.000450455j 0.00538171-0.000178566j -0.00492691+0.000534201j -0.00204699-0.00422604j -0.00087457-0.00430178j -0.0059847-0.00432997j 0.00376394+0.00836609j 0.00532717-0.0178565j 0.00601769-0.00454006j -0.000343003-0.00496916j 0.000158029-0.00415539j 0.00545991+0.00650731j -0.000625028+0.0190979j 0.00146571-0.00408321j -0.00603933-0.0111858j -0.00238921-0.0126011j 0.00237006+0.00743675j -0.00605161-0.0236099j 0.0195286-0.0215019j 0.00398377-0.00290983j -0.00285876-0.00860303j -0.00169152+0.0110136j -0.00755239+0.00451028j 0.0220849+0.00871826j -0.0151264-0.00395702j -0.0173741+0.0276671j 0.0239844-0.00275171j -0.0125737-0.00951718j -0.00436361-0.0129983j -0.0129387+0.0341572j -0.0047784-0.0105388j 0.0138363+0.0130921j -0.0149825-0.0292098j 0.0367608+0.00673895j 0.0418642-0.0365443j 0.0136493+0.00168594j 0.00431111-0.00896554j 0.0296452+0.00576305j -2.43045e-05+0.0538763j -0.0176072-0.032568j 0.00685825+0.0155993j 0.0404838-0.000869103j -0.0717121-0.0267849j -0.0178485-0.0365463j -0.013442-0.00118073j 0.0322612-0.0313835j 0.0212965-0.0662327j 0.0435396-0.00556799j 0.00319599-0.0129192j -0.062036+0.00735814j 0.0306779-0.0166447j 0.0137257-0.0368892j 0.0347565+0.00812632j -0.0317666+0.00923675j 0.00386578-0.0195006j 0.012151+0.00133648j -0.00325571+0.00743559j -0.00348957-0.00358223j -0.00721137+0.0031211j 
0.000700727+0.00219619j -0.00424344+0.000194617j -0.00789638+0.00102652j 0.0025125+0.00448165j -0.00557103-0.00163164j 0.00270099-0.000935377j 0.00100515-0.0036202j 0.00946659+0.00126791j 0.00450436-0.00162353j 0.002163+0.00100364j -0.000431248-0.00177593j -0.00334492+0.0103757j 0.00598579+0.00858905j -0.00515086+5.55888e-06j 0.0130785-0.000178307j 0.00827617-0.000183741j 0.0053618-0.00213768j -0.00271668-0.0116507j -0.000126149-0.000453256j -0.00291731-0.00673839j 0.00247028+0.00582709j -0.00515518+0.00469636j -0.00455222-0.00963851j 0.00605356+0.0106179j -0.00663888+0.0115606j -0.00561616+0.00114251j -0.0050586-0.0032715j -0.002644+0.0114082j 0.00669501-0.0100392j -0.0051081-0.00443334j -0.0139179+0.0141547j -0.00428356-0.0111374j 0.0063692-0.0185007j 0.00223217-0.0118733j -0.0199488+0.00962896j 0.00648594-0.00346626j -0.00170127-0.00913651j -0.00663037+0.0152657j 0.016342-0.0143218j 0.00892035+0.0303784j 0.00249125+0.00699432j -0.0117316+0.00429174j 0.0183745-0.00912765j -0.0176701+0.0206389j 0.00289362-0.0176149j 0.0205246+0.0139921j -0.00576788-0.0186056j -0.00353114-0.0111428j 0.0307912-0.0290851j 0.028293-0.000175898j 0.00295156-0.0534244j 0.00572346-0.0390431j 0.060711-0.0118508j -0.0203258-0.0397231j 0.0114091+0.0185419j -0.0332281+0.00063437j -0.055772-0.0604242j -0.0329808+0.0164919j 0.0427176+0.0274889j -0.0254655+0.0374705j -0.0187295-0.00156132j 0.048857-0.006513j -0.0369707-0.0139912j -0.03473+0.00901391j 0.00148173+0.030172j -0.0513787-0.0157869j 0.0258588+0.00905702j 0.00294081-0.00563868j 0.0139738-0.00224232j -0.00622813+0.0148445j -0.0075801-0.0107987j 0.037087+0.020664j -0.0448392+0.0334125j 0.00722667+0.010062j -0.0211927+0.0136105j 0.000525292+0.0107201j 0.0154582-0.0033853j 
0.00384079+0.00420986j -0.0081637+0.00266331j 0.000307484+0.00217213j -0.00130966-0.00540389j 0.00163194+0.00577311j -0.00368482-0.00166138j -5.32441e-05-0.00323672j -0.0033769-0.00283387j -7.14522e-05+0.00354842j -0.00358797+0.00519331j -0.0129996-0.00813439j -0.0111484+0.00203172j -0.00107252-0.00473135j 0.00893324-0.00441211j -0.0155176-0.00862938j -0.0025507+0.00638052j -0.00595775+0.000120172j 0.00358323-0.000847534j 0.0118207+0.00760951j -0.0102139+0.00410071j -0.0045534-0.000571889j -0.00905809+0.00506232j -0.00146028+0.0153215j -0.00160543+0.00686511j 0.0111445-0.014709j -0.00437247-0.00616456j 0.0108113+0.00106113j 0.00579619-0.0227805j 0.00850635+0.00439535j 0.00805774-0.00940994j 0.0189922-0.0159703j 0.0169164+0.00271459j -0.0141246+0.026438j -0.0137882-0.00478962j 0.0266569+0.00607569j -0.01062+0.0225313j 0.00616013+0.013076j -0.012059-0.0115338j 0.00464816-0.0240717j -0.00794023+0.0127283j 0.00402758+0.00375715j -0.000677157-0.00995281j -0.0398266+0.00475683j -0.0284256+0.0274724j 0.00208244+0.014151j -0.0131441+0.00662937j 0.0201864-0.0351339j -0.0257002-0.00386024j -0.0261181+0.0109814j -0.0204258-9.92774e-05j -0.00233031-0.0381897j -0.0353504-0.024519j -0.0194499-0.0168212j 0.074923+0.0343045j 0.00496482+0.0642393j 0.0670376+0.0138885j -0.0315622-0.0104832j -0.00391661+0.032191j 0.0147711+0.0182252j -0.020031+0.0169676j -0.020999-0.0141718j 0.0187981+0.00476711j 0.0156923+0.0180036j 0.0172316-0.00129767j -0.0305396-0.00500213j -0.00174653-0.0403675j 0.0110961+0.0170265j -0.00659106+0.025224j -0.0163963-0.00859301j -0.0487176-0.0261708j 0.0521128-0.0334632j 0.0112833-0.011059j 0.025347-0.000153506j -0.0198748-0.0074829j 0.0073802-0.020271j 0.0114443+0.00682224j 0.00885735-0.0101442j 
0.000963613-0.00284469j 0.00227542+0.00181388j -0.000915025-0.00787999j -0.00110787+0.00190075j -0.000423171+0.00349386j -0.000292681+0.00760098j 0.00258348+0.00396296j -0.00368914+0.00148974j -0.00113872-0.000901278j 5.94785e-05+0.00215707j 0.00787647+0.00477538j 0.00674678-8.99081e-05j -0.00271633-0.0042585j -0.000732961+0.000670847j 0.0106579+0.0132386j -0.00291169+0.000544031j -0.00290018-0.00494159j -0.0104245-0.00193498j -0.0135453+0.0158825j 0.00196575+0.0138591j -0.00111712+0.00447922j 0.00186246-0.00243186j -0.00138341-0.00373659j 0.000434795-0.00528238j -0.000679513+0.0221558j -0.00265959+0.0224339j -0.00428432+0.00635052j 0.00417791+0.00334376j 0.00369107-0.00254581j -0.00699303+0.0106109j -0.00824578-0.00559618j -0.00909614-0.00543579j 0.00227888+0.000276365j 0.00547605+0.00449382j -0.0252132+0.00860119j 0.00653413+0.00811815j -0.0194747+0.00129628j -0.00414606+0.0435045j 0.00280257-0.0108866j 0.0230556-0.0147301j -0.023367-0.00389248j -0.0169122-0.0174473j 0.0348227-0.00209761j 0.00723918+0.0171188j -0.00453113+0.0283801j -0.00391156+0.0317201j 0.0147484-0.00729979j 0.00026788-0.0134186j -0.0248873-0.0131151j 0.0128991+0.0205883j 0.00111124-0.0312112j -0.0106349-0.0302585j 0.0145396+0.0525458j 0.0181149+0.00852248j -0.0172207+0.018855j 0.00197113+0.0312977j -0.0156485-0.0102233j 0.0066147-0.00882543j -0.0201072-0.0111228j -0.0298302-0.0365015j 0.0223953-0.0342079j -0.0324951+0.00278683j 0.0160477-0.00269334j 0.00509801-0.0480252j -0.0232753-0.00640621j -0.00126641+0.021045j -0.0700272-0.022782j -0.0334729+0.00351826j 0.0163824+0.0182807j 0.0275163+0.00796785j -0.0131158+0.00942297j 0.0146307-0.0125114j 0.00037053+0.0112458j -0.00892633-0.00159764j 0.00558777-0.0101714j -0.000669731-0.00263589j -0.00345479-0.000567876j 
-0.00592053+0.00532036j -0.00934624-0.00697996j 0.00151946-0.00188138j -0.00591347-0.00276669j -0.00324069-0.00203771j -0.00765409-0.0101531j 0.0116615-7.90424e-05j -0.00450036+0.00342696j -0.00523916+0.00100093j -0.000203196-0.0015921j -0.00781282-0.00481288j -0.0192153-0.00641563j -0.00274328+0.000801644j 0.00405419-0.00602738j -0.016289-0.000155777j -0.00188478+0.00324987j 0.00205051+0.00159079j 0.00322341+0.00104923j 0.00197529-0.00549015j -0.0110828-0.0140556j 0.00204714+0.00956801j -0.0141872+0.0118616j -0.00834951-0.00983035j 0.00755424+0.0230839j 0.00772373-0.0169785j 0.00314988+0.00441266j 0.00969646-0.0119001j 0.0138544+0.00371724j 0.00764341-0.0096462j 0.00196942-0.0103154j 0.0201811+0.0180752j 0.013602+0.0227401j 0.0100187-0.00392352j 0.00393913+0.00319005j 0.0289522-0.00315626j 0.0153337-0.033438j 0.0115622+0.00786397j -0.0147687-0.0218544j -0.00772888-0.000259617j -0.00424245+0.00538383j 0.0235215-0.00494312j -0.0110259+0.0347342j -0.00810113+0.012021j 0.0122829-0.00465882j -0.0183828-0.0426682j 0.029097+0.0100272j 0.00297979-0.0248145j -0.00944269-0.000783559j -0.0176834-0.0204362j 0.038793-0.0206541j 0.0205311+0.0424636j 0.00431554-0.0138492j -0.00794027+0.0110199j -0.00310811-0.0222241j -0.00546525-0.00589773j 0.0346093-0.0135521j 0.0376931+0.0307962j 0.030102-0.00575725j 0.0109389-0.0164229j 0.00993105-0.0033677j -0.00281989-0.0296662j 0.0215311+0.0352657j 0.00492621+0.0121903j 0.0380925-0.0400983j 0.0294959-0.013711j 0.0520275-0.0355974j -0.0433906+0.00762093j -0.017468+0.0277541j -0.0173954+0.00981221j -0.0438123-0.00427801j 0.0267427-0.0422987j 0.0445798-0.0172511j 0.0320743+0.00442619j -0.026941-0.0103439j 0.0210777-0.0192285j -0.00877973+0.00744935j 0.0112591+0.00406885j 
-0.00482518+0.000135866j -0.000706404-0.00492626j 0.0009093+0.000637861j -0.00362939-0.00131038j 0.00900452-0.000611662j -0.00491688+0.00482834j -0.00358353+0.000194417j -0.00275987+0.00143875j -0.00429397+0.00697197j -0.00544006-0.00510221j -0.00236094+0.00327719j -0.00125539+0.00821243j 0.00371898+0.000383666j -0.00215795+0.0031796j -0.00513218+0.00520533j 0.00152675-0.00359318j -0.00365897-0.00577462j 0.0105659+0.0026125j 0.00900212-0.00535295j 0.000362215-0.0151795j 0.00415985-0.000345396j -0.00160029-0.00681101j 0.00286591-0.0054263j -0.0064026+0.0182353j 0.0116515+0.00559581j -0.00500564-0.00347811j -0.00430419-0.00378698j -0.00764936-0.0129776j 0.00626759+0.00337067j 0.00452895-0.0208384j -0.00294104-0.00575224j 0.0125054+0.00332629j 0.0103575-0.00724634j 0.00207082-0.0148081j 0.00972272+0.00439216j 0.0062538+0.0128745j -0.00581484+0.00571392j 0.0136606+0.00536531j 0.0289181-0.0255684j 0.0122082-0.0376672j 0.0176858+0.0268517j -0.0136156+0.00348587j -0.00479062+0.0398291j 0.00556847+0.0173184j -0.0145455+0.0351479j 0.0157459-0.0192726j 0.00802163-0.0265322j 0.0137738-0.00576056j -0.000111419-0.0210785j -0.0268744-0.00313858j 0.0025347-0.0083327j -0.0169032-0.0244639j 0.00859671-0.02388j -0.0352821-0.0180909j 0.0342454-0.0324697j -0.0225194-0.00374048j 0.0175779+0.0153179j 0.0128731-0.0257573j 0.0162447-0.0133568j -0.0112355-0.0177022j 0.0107731-0.00734996j -0.0118438-0.00895198j -0.0170122-0.00895561j -0.0354524+0.0334819j 0.0174274+0.0138478j -0.00962534+0.016304j -0.0464035+0.0164063j -0.00241607+0.0398993j -0.0538737-0.0241787j -0.0238158+0.00331186j 0.00721639+0.0110564j -0.0399429+0.00386316j 0.0143524-0.0224686j -0.00518989+0.00257468j -0.0019583-0.00303271j -0.00243397-0.000743941j -0.000386997+0.00230391j 
0.00515213+0.00117289j -0.000771641+0.00140769j 0.00141447+0.00573855j 0.00724215-0.00125458j -0.00319812+8.92938e-05j -0.00986706-0.00141101j -0.000550794-0.0127267j 0.0119775+0.0030761j 0.000244117+0.000121041j 0.00804564+0.000904434j -0.00253778+0.00380859j 0.0039145-0.00191687j 0.00804197-0.00404536j -0.00585721+0.00897656j 0.000284987-0.00263978j 0.000276469-0.0109031j -0.000281442-0.0132339j -0.00966088+0.00585534j -0.00528993-0.0108235j 0.00340416+0.0140007j 0.011629-0.00409757j 0.00583096+0.00434167j -0.00673873+0.00400411j 0.00602804-0.00324168j 0.000626132-0.0053608j 0.00278983-0.00097475j 0.00727395-0.00174082j 0.0118741-0.0100575j -0.00950993-0.0138279j -0.0106137+0.0120458j 0.00783666-0.0218733j 0.00240576+0.00625477j 0.00442793+0.00866369j -0.00588617+0.00368506j 0.00947996+0.0126123j 0.00339466+0.0296146j 0.005838+0.0406313j -0.0112044-0.00729559j 0.00868015-0.0155318j 0.00850182-0.0139292j 0.00715408+0.0213944j 0.00655312-0.0206038j -0.00105791+0.0193532j -0.0086728+0.0417395j 0.0232269-0.00417764j 0.00643499-0.0241574j 0.0240327-0.021783j 0.0104541-0.0165101j -0.00427426-0.0210611j -0.0191128-0.0157454j -0.0246032-0.0382897j 0.0306133+0.0501632j -0.0238176+0.000621298j 0.0330679+0.0285774j 0.00578606+0.0148979j -0.0174901-0.0131036j 0.035762-0.00983706j -0.0244719-0.0161829j -0.030789+0.0300932j -0.0373492-0.024051j 0.0282497+0.0123607j 0.0142115+0.0335171j -0.0412241-0.039388j 0.0006346-0.0322784j 0.0489151+0.0104597j -0.000456863-0.0147736j 0.0179786-0.024772j -0.044063-0.0250193j 0.0328028+0.00495856j -0.00414126+0.0146921j -0.0390728-0.0155629j 0.0433771-0.0272185j 0.00558886+0.0172536j 0.00854244+0.00425232j -0.0127746+0.00803496j 0.0137682-0.000847909j 0.00221206-0.0105464j 
0.00110038-0.00370014j 0.0035083-0.000175444j -0.00161369-2.45736e-05j 0.00284241+0.00208322j 0.00438392-0.00545446j 0.0050406+0.0158052j -0.00892528+0.00201158j -0.00159611-0.00812407j 0.000784063+0.00237509j -0.00518248+0.00311169j -0.00378835-0.00370212j 0.000494135+0.000431788j 0.00230572-0.00225424j -0.00301808+0.000423413j 0.0012407+0.0107705j 0.0106502+0.0142127j 0.000849999+0.00369291j -0.00386677+0.00506495j 0.00783533+0.00577457j -0.00223896+0.00991341j -0.000438604-0.00472113j -0.00569312+0.0261986j 0.00565747-0.000784637j 0.000794631-0.00592476j 0.00296106-0.00226041j -0.00309574+0.0238632j -0.00869518-0.00239738j -0.000249721+0.0143214j 0.0139203-0.00914269j 0.00663882-0.00973107j 0.00108785+0.0334229j 0.00464882+0.00342738j 0.00335505+0.0329918j 0.0161728-0.0135317j -0.00656557+0.00149567j 0.00535841-0.00664902j -0.0190965-0.0411101j 0.0163304+0.0300651j 0.0217879-0.0110804j -0.000613228-0.00824694j -0.00425064-0.00420407j -0.0248331+0.0222923j -0.00161796-0.00795117j 0.000224026+0.00134601j -0.00126587+0.0102941j -0.011596+0.00571758j -0.024573-0.0470882j -0.0117205+0.0354347j -0.00565255-0.0345281j -0.0113671+0.0169688j -0.00783472-0.0197511j -0.00539572-0.0274923j 0.00972887-0.0197364j 0.00578135+0.0401398j -0.023928+0.0191617j -0.0639203-0.0396275j 0.0210123-0.0360599j -0.0338695-0.00975547j 0.0186931+0.0173669j -0.00126215+0.019385j 0.00939206+0.0379368j -0.00723062+0.0332678j 0.0314854+0.00412773j 0.0659125+0.0320082j 0.0383072+0.0234132j -0.0320455+0.0176761j -0.00378236+0.0102861j 0.0400988+0.00880535j -0.0371269+0.00254661j -0.00645758+0.00784083j -0.00564932+0.00534616j -0.00719534-0.00151395j -0.00721714-0.00271224j 0.00490691+0.00595043j -0.00812145+0.00124999j 0.00619524-0.00401611j -0.0045312-0.00441504j 
-0.00163208-0.00153935j 0.00149879-0.000891491j 0.00340099+0.00376698j 0.000408508-0.00261128j 0.00409401+0.00431931j -0.00334984+0.00218225j -0.00136942+0.00652844j -0.00815943-0.00420789j -0.00142168+0.00637825j 0.00129306+0.00356048j -0.00733208+0.00399761j 0.00598774+0.0111105j -0.00829264-0.0083998j -0.000672014-0.00498165j -0.00280044+0.022035j -0.00808359+0.00284902j 0.000279251-0.0118266j -0.00377465+0.000207327j -0.000821758-0.00901804j 6.58381e-05-0.00265618j -0.00975659+0.0161916j -0.00315855+0.013425j 0.00234007-0.00867189j -0.003857+0.0178556j 0.00392264+0.00729274j -0.00387281+0.0278452j 0.000877586-0.0181864j -0.00436032-0.000192038j 0.00852792+0.000515505j 0.000564676+0.017754j 0.00341662+0.00455572j 0.0029533+0.0240937j -0.00689713+0.0103727j -8.33646e-05+0.000385209j -0.00694583+0.00531484j 0.0016244-0.00386388j -0.00388663-0.00376917j 0.0313205+0.00129439j 0.0165009+0.00578832j 0.0180517-0.00294783j 0.0292291-0.03371j 0.00248803+0.0249996j 0.00201646+0.00443453j -0.0218444-0.00868362j 0.00787565+0.0278813j 0.00621979+0.00252741j -0.000309428+0.0379284j 0.0135468+0.04411j -0.019198-0.0124725j -0.0358869-0.0311837j -0.00237296+0.0175284j -0.0258065-0.0201657j -0.00372041+0.0156206j 0.0148257+0.00919889j 0.0257766+0.00759953j -0.0188426+0.0192473j 0.00930475-0.015313j 0.0218918+0.00040909j -0.0297481+0.0152016j -0.0364808-0.00362229j -0.0687306+0.017715j 0.0145165-0.0120808j -0.00328307-0.0300421j 0.00569905-0.00611862j -0.0069865+0.0178344j -0.0484507-0.0100884j 0.0431881-0.0388318j -0.0456778-0.013224j 0.0194088-0.00876063j 0.00051856-0.00155716j -0.008989-0.00103213j -0.00155641-0.0135999j 0.016556-0.00396751j -0.00494159-0.00167127j 0.00205651-0.00384692j 0.000894377-0.0021108j -0.00536088-0.000271516j 
0.00398124-0.00123819j 0.00406199+0.00275411j 0.000763289+0.00518633j 0.00728253+0.000259843j -0.00643192-0.00503153j 0.00586388-0.00463207j -0.00346585+0.00204606j 0.00671353+0.000304505j 0.000427031-0.00466893j 0.00876844-0.00335054j 0.00742612+0.0059989j 0.00306855-0.0036444j 0.00130193+0.00617581j -0.000366731-0.000263555j -0.00116445-0.0155175j 0.00569115-0.00171295j 0.00526871+0.0108998j -0.00975033+0.00696251j -0.00649577-0.0183848j 0.00609084+0.00817621j -0.00267737+0.00110122j 0.00239961-0.0182405j -0.00184437+0.00324889j 0.00817525-0.00797726j -0.00453784+0.00323451j 0.00461689+0.0175406j 0.00296765-0.0186512j 0.00873468-0.0146148j -0.0127532+0.0181618j -0.00222867-0.00494159j -0.000944003-0.00511161j -0.00649558-0.0193352j -0.0080803+0.0101241j 0.00137361-0.00570618j 0.00458041-0.019551j 0.013241-0.0751593j -0.00131332+0.0339936j -0.0188107-0.00837444j -0.0204989-0.00385024j 0.0126664-0.0505407j 0.00155781+0.0396272j -0.00751136+0.0310927j -0.000798028+0.02758j -0.0189955+0.00692492j -0.0246868-0.00625368j 0.00373282+0.0644736j -0.00976229-0.0504763j -0.0124273-0.00223061j -0.0218772-0.00747346j -0.0265279-0.0175213j -0.000421047-0.0268363j -0.0270597-0.0416629j 0.00195198+0.0249765j 0.0195858+0.015287j 0.0145066+0.0012138j 0.0270244+0.0177982j 0.0238697-0.00338613j 0.00238252-0.00294675j -0.000813054-0.00218912j 0.0133172-0.00691512j -0.0288671+0.00129204j 0.0167389-0.00685473j 0.00148614-0.00622123j -0.0204425-0.00196267j 0.0140081-0.00223598j 0.0107151-0.0144493j 0.0102239+0.00211124j -0.0147726-0.00944883j 0.0221748-0.0069467j 0.000167865+0.0040683j -0.0159044-0.0093459j 0.0206072+0.00201415j -0.0191949+0.00208718j 0.0244332+0.00134559j -0.0045865+0.0164511j 0.00363921-0.00650305j -0.00813133-0.0025634j 
0.00371776+0.00237511j -0.00336672+0.00258916j -0.00463436+0.00470114j 0.0047008+0.000748496j -0.00229692+0.00202927j -0.0022901+8.50327e-05j -0.0029902-0.00530599j 0.00843813+0.000653021j -0.00265621+0.00142312j 0.00166375-0.00594253j 0.00508426-0.00513844j -0.00514433+0.00848869j 0.00751162+0.015582j 0.000589629+0.00344644j 0.0015118-0.0128007j 0.00386105+0.00185837j -0.00482144+0.000862571j 0.000142256+0.00345269j -0.00106484+0.00512755j 0.00188508+0.0021711j 0.00647091+0.00210533j -0.00129193+0.00450618j -0.00114722+0.0196548j -0.00218888-0.0069906j 0.00792963-0.00856012j 0.00391592-0.0135997j -0.0053935-0.0106495j -0.00914276+0.00374341j 0.003517+0.00474928j 0.00229557-6.14167e-07j -0.0107304+0.0314508j 0.0112702-0.007317j 0.00381225+0.0117415j -0.0157397+0.0260083j 0.000761034-0.00406842j -0.00888848-0.00112309j 0.000405848-0.00635591j -0.00381461-0.0348672j 0.000357743+0.0190572j -0.000867792+0.0336135j -0.00306256-0.010833j -0.00467371-0.0129492j -0.00811659-0.0182184j 0.0153806-0.0187022j -0.0151172-0.0123416j -0.012661+0.00209013j -0.0110141+0.0187674j -0.0103019+0.0117466j 0.0102603+0.0337102j 0.0124387-0.00493004j 0.0355155+0.0586001j -0.0305222-0.0240493j 0.00355178+0.00782767j -0.0204532+0.0152288j -0.00323578-0.0282232j 0.0153306+0.020618j 0.00743572+0.000384684j -0.0437925-0.0195964j 0.0480822+0.01511j 0.00525978-0.0168013j 0.0507808-0.024293j -0.019925-0.0256099j 0.0126551-0.0424506j -0.0222921-0.0142398j 0.0213749+0.0190484j -0.0371312+0.00943502j -0.0243959-0.0170148j -0.0561001+0.0149773j 0.00246799-0.0265792j -0.0101949+0.00556836j -0.0117295+0.00132233j -0.00192772-0.00278013j -0.00444255+0.00340804j 0.00900055+0.00425669j -0.0131044+0.00764588j 0.00659798+0.00485982j 0.00854909-0.00686231j 
