0.0668317+0.1079j -0.0892936-0.0403065j -0.026479-0.115645j 0.0218313-0.107849j 0.0360277-0.00246091j -0.0351733-0.0391501j -0.00622164+0.0477637j 0.053042+0.0105763j -0.0978826+0.00998986j -0.0423844-0.0559563j 0.0689822-0.0781734j 0.000223637-0.0383132j 0.0562974+0.0878297j 0.139814+0.0735473j 0.0257434+0.00734613j -0.0125453-0.0632082j 0.068622+0.0741404j 0.00585201-0.0288245j 0.0144424-0.108219j -0.0394919+0.0414672j 0.0274028+0.0386071j 0.0596224-0.0514844j 0.00168871+0.0255038j -0.00407448+0.0207286j 0.0303497+0.0315521j -0.0194167+0.0328175j -0.0149716+0.000153552j -0.00770606+0.0535149j -0.0758622-0.00737085j -0.0291088+0.0157606j -0.0929443+0.0143368j 0.05772+0.00838772j 0.0111349-0.0994706j 0.0397116+0.0335627j -0.0541656-0.0442442j 0.0468717+0.0325168j -0.0533211-0.0478336j -0.0239127-0.00575229j 0.0157409+0.0280592j 0.00371137-0.00929244j -0.0286402-0.0127608j 0.00331728-0.0331812j -0.000688764+0.0589561j -0.0221006+0.0324131j 0.0109234+0.0274235j 0.0184168-0.0200088j -0.0207707+0.0143108j 0.0220113+0.00346335j 7.34288e-05+0.0110582j -0.00919129-0.00117424j 0.0109896-0.0100611j -0.0471015+0.013244j 0.01392-0.000714671j -0.033409+0.00312339j 0.0275636-0.0232834j 0.030508-0.00751091j -0.0137945-0.0116716j -0.00414075-0.000682371j -0.0244124-0.00504973j 0.0275863-0.00647564j -0.0199587+0.00323126j -0.0117145+0.00138737j 0.0407683-0.00329296j 0.00320229-0.0141032j 0.00477804-0.00759373j 0.0335427+0.0356323j -0.00149226+0.00501399j 0.0144987-0.000800155j 0.0355429+0.0161952j -0.0295776+0.00430246j -0.038919-0.035361j -0.00440674+0.00954089j -0.0333943-0.0130325j -0.00938903+0.000517081j -0.00903455+0.000330566j 0.0608081+0.0155278j -0.0364817+0.0155942j -0.0161816+0.018802j 0.00283319+0.0528561j -0.00804919-0.0299328j -0.00855321-0.0844375j 0.00460742+0.0242414j 0.0554097-0.0453778j 0.0437139-0.00847057j 0.0926882-0.0479221j -0.000870425+0.0591475j 0.0435995-0.0133205j 0.0308764+0.00901506j -0.11803-0.0791969j -0.0822477+0.0413286j 0.00751473+0.0512753j -0.0201284+0.0210566j -0.00846004+0.0121764j -0.0280288-0.0268279j 0.145371+0.0747184j 0.00787328-0.0492114j -0.132845-0.118078j 
-0.00244834-0.0259607j -0.0132633-0.00545696j 0.0141027-0.0169918j 0.0137691+0.00941016j 0.00251591-0.0109049j 0.00418308-0.00613453j -0.0110089+0.00892091j 0.00584651+0.00274877j -0.00235287-0.000566374j 0.0128632-0.00192399j 0.000893655-0.00622125j -0.0138394+0.0116551j -0.00640964-0.0114981j 0.00852113-0.0111861j 0.00113405-0.00510779j 0.00873767-0.00716453j -0.00711258+0.0120203j -0.0131797+0.0173333j 0.0102133+0.00204677j -0.00328644-0.0157685j 0.00384651+0.00141902j 0.00513898-0.0142674j 0.00295976+0.003825j 0.00363775+0.00305838j 0.00149915-0.00110355j -0.00172372-0.00712153j 0.00951255-0.00023146j -0.00870479+0.000289838j 0.00145081-0.00298727j 0.00116739-0.00416598j 0.00518626+0.00986166j 0.0109158-0.00449172j 0.00364909-0.00583059j -0.00957266-0.00854442j -0.00961532+0.0141902j 0.000398644-0.00926034j 0.0017852+0.00744814j 0.00905904-0.00568287j -0.000754582-0.00578158j -0.00468726-0.00732245j -0.00430747-0.00617435j 0.0077406+0.00619335j -0.0067906-0.0026544j -0.0119387-0.00935404j 0.0037708-0.00642559j 0.0016332-0.018846j 0.00656439+0.00752205j 0.00447044-0.0142678j 0.00722717+0.00868268j 0.000810312+0.00751169j -0.0114496-0.00692888j 0.00678619+0.0100867j -0.00928958-0.00419623j 0.0125066-0.00128882j 0.00750058-0.00952825j -0.0112501-0.00551572j 0.0205129-0.00694105j -0.000252994+0.00258368j 0.0197521-0.0114616j -0.0086058+0.00157016j -0.00577732-0.0066068j 0.00868974+0.000595013j 0.00587194-0.00806222j -0.00171716-0.0035924j -0.00884138-0.0149285j 0.000831375-0.0174717j 0.00341782-0.0139277j 0.00863255-0.00646012j -0.00177682+0.00736485j 0.010668+0.0148807j 0.0164582-0.00884518j -0.00287124+0.00303129j -0.0085256+0.0111367j 0.0177307+0.000469895j -0.00167523+0.0147023j 0.0086085-0.0294056j 0.000518649+0.000927181j 0.0199946+0.0105791j 0.00822855-0.0318944j -0.00427229-0.00639252j -0.00789028-0.0143265j -0.00153311+0.00567447j -0.0250686+0.00650275j 3.01315e-05+0.00196957j 0.0041303+0.0297231j 0.01183-9.35775e-05j -0.00947656+0.00808625j 0.00282769+0.00434005j 0.00474742+0.0228042j -0.00934216+0.0238294j -0.0226947-0.0113652j -0.0102306+0.010127j 0.00139391-0.0139321j 0.00551947-0.029288j -0.0200993-0.00549141j -0.00520392+0.0126797j -0.0119459+0.0151157j 
0.0279056-0.00117113j 0.0136351+0.014116j 0.00869439-0.0027152j 0.00254333+0.00290602j -0.000221957+0.00194097j 0.0077835-0.00974435j -0.00405718-0.00469255j 0.000473608-0.00690659j 0.00176891-0.00526599j 0.00160978+0.00547565j 0.00367413-0.00783307j -0.00135666+0.00578824j -0.0166242-0.00284542j 0.00397162-0.0044552j 0.0197803-0.0123214j -0.00606827-0.0276526j 0.0165029+0.00037036j -0.0129455+0.00874417j 0.000538148-0.00828415j -0.00136521+0.00855759j -0.00194223+0.0022411j 0.00613052+0.000654229j -0.000864457+0.00853026j 0.00134654-0.00149361j 0.00768785+0.00607653j 0.00245211+0.000426477j -0.00513646-0.00140945j 0.0096723-0.00143594j -3.36895e-05+0.000892722j -0.00383158-0.00318358j -0.00151877-0.0101422j 0.00139509+0.0153419j -0.00542603+0.00424322j -0.000338752-0.000563766j -0.00803323-0.00245646j -0.00451353-0.00289193j 0.00277034-0.014279j -0.0148477-0.00615705j -0.000886133+0.0159379j -0.00130772+0.0105145j 0.0126444-0.00462442j -0.015702+0.0158807j 0.025879-0.00401391j 0.00373097+0.0017701j -0.00323823-0.000444366j -0.00933064+0.00134824j -0.0073613+0.00281625j 0.00746885+0.00253287j -0.00126677-0.0194223j -0.000351673+0.00960159j 0.0120976+0.0154638j -0.00946865+0.00533589j -0.00951591-0.00321318j -0.0116723+0.00781414j -0.014429+0.0026973j 0.0168329+0.0235525j 0.00282299+0.0115957j -0.003801+0.00183504j 0.0020406-0.00686893j 0.0127182+0.00858563j 0.0118016-0.00506191j -0.00670632-0.00391069j 0.00895941+0.0124623j 0.00642915+0.00504469j 0.00120229+0.011063j 0.00254893-0.00619025j 0.012227-0.00166237j 0.000361096-0.00730654j 0.00318851-0.012468j -0.0130379-0.0203613j -0.0117162-0.00773824j 0.0177727+0.0275942j 0.00453596-0.0218836j -0.0500725+0.00114141j -0.0145314+0.0113679j -0.0162084+0.0265558j 0.00424982-0.0154585j -0.0101152+0.00974216j 0.000882145+0.0391368j 0.00946242-0.00276871j 0.0302969-0.00810995j -0.00580949-0.0225235j 0.00379486-0.0367646j 0.0317531-0.0355369j 0.00894074-0.0303052j -0.00157933+0.00531873j 0.00153434-0.00368925j -0.00584774+0.0149594j -0.0174464-0.0259356j 0.0095525-0.00511451j 0.0136148-0.00662147j -0.0107898+0.0171519j -0.0122971-0.00454j -0.000505445+0.0065046j 0.00527407+0.0143099j 0.0209528-0.0144355j -0.0018252+0.0093421j 
0.0101687+0.000421361j 0.0143691+0.00328497j 0.000749114-0.0102005j -0.00272213-0.0047843j 0.00306249+0.00166693j 0.00806265+0.00630011j -0.0016297+0.000646999j 0.00358599+0.00959409j 0.0071655-0.00195362j 0.00515609-0.00361245j 0.00479864+0.00459272j -0.00641182+0.000178904j 0.0158538+0.00187512j 0.00718074-0.00229636j 0.000975553+0.00233989j -0.00479249-0.0070527j 0.0171956+0.0107491j -0.00174609+0.00892876j -0.00307793-0.0168429j -0.00605824+0.00902255j -0.00375613+0.0081554j 0.0080954+0.00698449j -0.00453131+0.0106456j -0.0070233-0.000428775j -0.00819985+0.000384059j 0.00350581-0.00218322j -0.000224749-0.00769602j 0.00524369-0.0117624j 0.0126354-0.0129351j -0.00180249-0.000694984j -0.0116092-0.0201366j 0.00213428-0.00988725j -0.0207266-0.00905475j -0.00239901-0.0119791j 0.00538006+0.00383326j 0.00140124+0.00646849j 0.00541733-0.0162485j 0.0122521-0.00926792j 0.0168047-0.00421909j 0.0157267-0.000372091j -0.0134279+0.0128468j 0.000395911-0.00508604j 0.0101287-0.0196665j -0.000857298+0.0248046j -0.0210729+0.00858482j 0.0123713-0.0110475j -0.00993539+0.00742156j -0.0232399-0.0129569j -0.0224007-0.0307315j -0.0232723-0.00125192j 0.00992005+0.00512406j -0.0220595+0.0130981j -0.0114267-0.0125176j 0.0267732+0.0273708j 0.0199567+0.00130985j 0.00998132+0.0101577j 0.00458686+0.0167962j -0.0111739+0.00681571j 0.00673612-0.001435j 8.34194e-07+0.00428507j -0.00240265-0.0172813j 0.00250955+0.0042988j -0.00108454+0.0130104j -0.0180972+0.0285731j -0.0126144+0.024495j 0.00795334-0.0198013j 0.00113243+0.0023143j 0.0158453-0.0217518j -0.000842981-0.0357045j -0.000410598+9.22637e-06j -0.0225226-0.0230555j 0.0192787+0.0494913j 0.0165301-0.0151115j -0.0438848-0.00122659j -0.0252024+0.00582983j -0.0125269+0.00910916j -0.0160476+0.0120682j 0.0151248+0.0420724j -0.0185442-0.00246448j -0.00233741-0.0261522j 0.0310642-0.00869107j 0.021949-0.0500468j 0.00889325+0.000993473j 0.0339602-0.0484345j 0.0146955+0.00563182j -0.0151645+0.0227207j 0.00196449+0.0090494j -0.000540188-0.0143542j -0.0117984+0.00450446j 0.0120156+0.0221138j 0.00875232+0.0180096j -0.0183861+0.0111814j -0.0156627-0.0184525j -0.0253285+0.0237256j 0.0215737+0.0161975j 0.000492866-0.015132j -0.00622243-0.009147j 
0.00379196-0.0265356j 0.0113634+0.0307655j 0.0153751-0.014794j 0.00327881+0.00368648j 0.00238875-0.0073564j -0.00244025-0.00158984j -0.0012358+0.00128084j -0.00324273+0.00328304j -0.00220569+0.00509539j -0.00374971+0.00414845j 0.00717487-0.00197427j -0.00583001-0.00533452j -0.00161126-0.00872493j -0.00904613-0.00399978j 0.0123814+0.00672356j 0.00195366-0.0315315j -0.00342992-0.00217657j -0.0293135+0.0369606j 0.00779972+0.00496791j -0.0129619+0.00957161j -0.00510985-0.00527696j -0.00479599-0.021755j 0.00636642+0.00559178j 0.00973588+0.00357078j -0.00823483+0.00780195j -0.000648721+0.00891362j 0.00262226-0.0138689j -0.00502893-0.0085536j 0.0133216-0.00828814j 0.00663011-0.00504945j -0.00823495+0.0129877j 0.007562+5.608e-05j 0.00398615+0.00452535j -0.0234546-0.00669304j 0.00516693+0.0116831j 0.00102649+0.0111877j -0.0125217-0.00375618j 0.00807861-0.0225421j 0.0056988-0.00290508j -0.00282199+0.0137329j 0.0142149-0.00743978j -0.00607963+0.0302885j 0.00748788-0.00269102j -0.00790902-0.00147199j 0.00678571-0.0281595j -0.0229766-0.0242184j 0.0136689+0.0175663j -0.00216449-0.00927541j 0.00354629-0.000998961j 0.015339+0.0147543j -0.0257764+0.0133448j 0.0184947+0.0141626j -0.000658665-0.0190891j -0.00245804-0.0046479j -0.00991025-0.0161116j -0.00256014+0.0044609j 0.0138071-0.00305237j -0.00810698+0.0183607j 0.0231798-0.0172436j 0.00452054+0.0180264j 0.0126083-0.00156724j 0.0262275+0.000173784j 0.00661119+0.00473535j -0.016558-0.0161006j -0.0121575-0.012228j 0.00292338-0.0307362j 0.0098418-0.0232438j -0.00320667-0.0140501j -0.00458527+0.0202987j 0.00731835+0.0220025j 0.0217328-0.025195j 0.0229977+0.0144056j -0.0201583-0.00204631j -0.00258233-0.00467j -0.0268516+0.0496882j 0.00983092-0.00499697j 0.0211347-0.0050681j 0.0200546-0.0291279j 0.020499-0.0320328j 0.00462736-0.0226532j 0.00575474-0.0197081j 0.00781705+0.0112941j -0.0225927-0.00171394j 0.00480699-0.00844923j 0.0126495+0.00975948j 0.0101051+0.0235369j 0.00221331+0.00850274j -0.0153708+0.00732634j 0.0038265+0.00715091j -0.00831298+0.0154548j -0.0215585-0.0179947j 0.000403764+0.00581418j -0.00133342+0.00880676j 0.0279738-0.0273778j -0.0246504-0.0139843j -0.00258179+0.0182697j -0.00508954+0.00185077j 
-0.0140594-0.010863j -0.000859937-0.000279778j -0.00223741-0.00987496j -0.00579894+0.00144725j 0.00416299+0.00152358j 0.00239079-0.00806143j 0.00030934-0.0011266j 0.00425384+0.0011461j -0.00165534-0.00273072j 0.00734452-0.00745504j -0.000430199-0.000601241j 0.0024583+0.00559319j 0.00815346-0.00479676j -0.00298274+0.00549582j 0.00199789-0.00133183j -0.00604096+0.00395477j -0.0192908+0.00319574j -0.000968078+0.0119566j -0.00434127-0.0104797j 0.000104009-0.00234219j -0.00428937+0.000653879j 0.00298867-0.00546494j 0.0109767+0.00730607j 0.00586456-0.00232101j 0.0187843-0.000330368j -0.0100171-0.00535028j 0.00837084+0.00246508j -0.0150135+0.0184392j -0.00238062-0.0151967j 0.000728822-0.00800852j 0.00789483+0.015561j -0.0147064+0.00527529j -0.00983003-0.00119056j -0.00505146-0.00732203j -0.00764513-0.0173204j -0.0123077-0.0240768j 0.0209484-0.0173304j 0.00553271+0.0108433j 0.0331472-0.031818j 0.00671354-0.0160071j 0.00233346-0.00475489j 0.0129354-0.0259645j -0.00458265+0.00381634j -0.00227225+0.0192051j -0.0283673-0.000558931j -0.00838371-0.00245556j 0.018849-0.0133701j -0.0275895-0.0122992j -0.0268861+0.0159655j 0.00766989+0.00120385j -0.00229691+0.00618647j -0.00317667+0.021603j -0.0339979+0.0149863j 0.0283371-0.00632601j 0.0006633+0.00263351j 0.0154179+0.0016491j 0.00935548+0.00780187j -0.00371142-0.0031192j 0.0181636+0.0120271j -0.00349748+0.0119377j -0.0272767-0.00240493j -0.00372708-0.00136311j -0.00561043-0.005656j 0.00584849-0.0116363j -0.0292365-0.0141243j 0.00172592-0.00305717j -0.00245593-0.0126045j 0.019182-0.0173215j 0.0160567-0.00810549j 0.0168443+0.00521151j 0.000896656+0.0122372j -0.0252545+0.0186566j -0.00757228+0.0136099j -0.00128712+0.00269963j -0.00724727+0.00943848j -0.00119304-0.016509j -0.00684187-0.00277479j 0.00770534+0.0149476j -0.00662956-0.0150155j -0.0247267-0.063324j -0.00830531+0.000351735j -0.00590257+0.0101921j 0.0312976+0.032837j -0.0123997-0.000684775j 0.00310802+0.0430671j -0.0484329+0.0239486j -0.0200994-0.01117j -0.0162792-0.0193103j 0.0238902+0.035075j 0.00991392-0.000169217j 0.00769757+0.00959852j -0.0338747-0.00185468j 0.00513087-0.030654j 0.00892718+0.0219531j 0.0180847-0.0226727j -0.0330386+0.000333864j 0.000951637-0.026169j 
-0.00766907+0.0273614j -0.0203104-0.0170966j -0.0156064+0.00267084j -0.00515412-0.00735214j -0.00339699+0.0108756j -0.00539087+0.00211842j 0.00484803-0.00392201j -0.0058186-0.00711373j -0.00491233-0.00236518j -0.0156628+0.00248057j 0.00257746-0.00749092j 0.00264269-0.00735312j -0.000452332+0.00112163j -0.00559204-0.00262132j 0.0120423-0.00893043j 0.0135272+0.0228199j -0.0151508+0.00805983j 0.0339004-0.00265612j -0.0122209-0.0190938j 0.00471404+0.0154256j -0.00661404+0.0152416j -0.00551007+0.0107745j -0.000872104-0.00799796j -0.0095621+0.00577254j -0.0275118-0.00759306j 0.00785876+0.0138561j 0.00971865+0.00101744j 0.00175553-0.0187066j 0.00295671+0.0080211j 0.0144241+0.00198452j -0.026494+0.00128984j 0.00217471-0.00951733j 0.00370472-0.00680143j 0.00504748-0.0130899j -0.00564978-0.000273697j 0.0061816-0.00767721j 0.00851096+0.00497668j 0.0110735+0.00762283j -0.00128477-0.0105138j 0.00880692+0.0173998j 0.0136365-0.00438613j 0.00822755-0.0207227j -0.0234703+0.0106363j 0.00930595+0.0122037j -0.0203186+0.010614j -0.012663+0.0195079j -7.5324e-05+0.0143316j -0.00282075+0.00453793j -0.00704464+0.016614j -0.00582996-0.0150505j -0.0239054-0.0217228j -0.00541457-0.00437178j -0.010246-0.00321404j 0.013231+0.00808414j 0.0358258-0.0089341j -0.0502469+0.00711462j -0.0234946+0.00453302j 0.0191125+0.00300385j 0.00529852+0.00451893j -0.00405112-0.00600721j -0.0135422+0.0257562j 0.015429+0.00247501j -0.0137147-0.000485j -0.000267356+0.00827043j -0.0102997-0.00515104j -0.0288949-0.0146168j -0.00376424+0.0058207j 0.0133752-0.0143919j -0.028687-0.0183033j -9.53115e-05-0.00455607j 0.0189119-0.0116778j 0.00654322-0.0163697j 0.0085233-0.0157268j 0.048409+0.01904j 0.0201936+0.0127475j -0.00415044-0.0358585j -0.0128445+0.0704629j -0.00786078-0.000878637j -0.00450107-0.0605891j -0.0183241-0.0217371j -0.0220258+0.0381724j 0.0170157-0.0111817j 0.000316304+0.023198j -0.0174739+0.0185577j -0.0124884+0.0369977j -0.0183613-0.00103872j 0.0146062-0.0102328j -0.00597556+0.0056832j 0.017809+0.0238826j 0.00382697+0.0133018j 0.00334745+0.0145055j -0.011655-0.00457456j 0.0052302-0.00951643j -0.00737427+0.00656856j 0.0182321-0.0154755j -0.0103964+0.00366758j -0.00901325-0.00719949j 
-0.019634+0.00065166j 0.0254711+0.00972212j -0.00464587+0.00209874j 0.00533513-0.00233595j -0.00704481+0.0030272j -0.00947225+0.0033893j 0.00103055-0.00821386j 0.000182415+0.000479728j 0.0055083+0.00568978j -0.00643307-0.0034955j -0.00653417+0.00688035j -0.00163785-0.015625j -2.83584e-05+0.00183454j -0.00245366+0.00660376j 0.00602512+0.00427992j -0.0334094-0.00882975j -0.00521391-0.0118378j 0.00246083+0.00586234j 0.00449333+0.0141181j -0.0176507+0.0106088j -0.0104463-0.0194478j -0.00514064+0.00192851j -0.0031049-0.00331003j 0.0125295-0.00396846j 0.00964371-0.000741755j -0.002447-0.00526833j -0.0189104-0.00535819j -0.00222844+0.00494054j 0.00550685+0.0273318j -0.00860548-0.0074228j 0.0131479+0.000418303j -0.0051625-0.00242957j 0.00169203-0.0100559j 0.00726847+0.0083845j 0.0121189+0.00862084j 0.00662268+0.0125937j 0.000593902-0.000894301j -0.00217599-0.0128289j 0.00756625+0.0116779j 0.00474938+0.0281564j -0.00172038+0.00385118j -0.0091705+0.00902708j 0.0243788+0.00347198j -0.0108942+0.0147377j -0.0154043-0.0168215j -0.02084+0.0235291j 0.00858037+0.0105516j -0.0288977+0.0139478j -0.0230111-0.0158514j 0.00913174+0.00277884j -0.0150366+0.0287118j -0.000814187-0.00398961j 0.0109145-0.00632669j -0.00240838+0.0113142j -0.0236354+0.00794963j 0.0424378+0.000221296j 0.0198677+0.00452369j -0.0103524+0.00134743j -0.0313312+0.0216537j 0.00672504-0.0181012j 0.0211508-0.00690541j 0.0162663+0.00238687j 0.016554-0.00560486j -0.0225043-0.0289317j -0.0130487-0.00174904j 0.0173986+0.00787551j -0.00651011-0.0239707j -0.00445513+0.0119166j 0.0225047+0.0220311j -0.0111903+0.0203194j -0.00617014+0.00301078j -0.00263061+0.00145379j -0.0127735-0.00952543j -0.000580157-0.0417305j 0.0199208+0.0107597j -0.00611688+0.0212632j 0.0134966-0.0111282j 0.0168408-0.0194267j 0.00193293+0.00588199j -0.0184945-0.0138527j 0.0192301-0.043785j -0.00359447+0.0139826j 0.0194437+0.00759602j -0.00344044-0.0107322j -0.00302413+0.0151503j -0.0173592+0.00973276j 0.0252481-0.00502062j -0.0153065+0.0202788j 0.00507555+0.00947584j -0.0139799-0.0286467j 0.00727936-0.0112362j 0.00364269-0.00144413j -0.000794118+0.00378414j 0.0275128+0.0435955j 0.015992-0.0167737j -0.00483873-0.0030869j 0.0228377-0.0220437j 
0.0149009-0.00799237j 0.00829815+0.00510509j -0.0034364-0.0168225j -0.00824528-0.0108519j 0.0068988+0.00583464j 0.011871+0.0040872j -0.00118345-0.00740562j 0.00519486+0.00717697j 0.00780809-0.00969671j 0.00777901+0.00268993j 0.00107463+0.00566498j -0.00806768+0.00244475j 0.00978483+0.00628646j -0.00999435-0.00330492j 0.0123625+0.00938783j 0.00551629-0.015068j 0.0192798-0.0089714j -0.0183571+0.0139906j 0.0143741+0.00471852j -0.000721593-0.00941245j -0.00540727+0.00337643j 0.0259623-0.0030938j -0.00750006+0.00446549j -0.00423805+0.00505157j -0.0045224-0.0108148j -0.00349643+0.0029931j 8.12579e-05-0.00174316j -0.00799428-0.00403277j 0.00895453-0.00437979j 0.00574756-0.00999637j -0.014613+0.016039j 0.000815398+0.0141024j -0.00686658+0.0125986j -0.00829833-0.0133426j -0.0156458-0.00807912j 0.000497835-0.0103281j 0.0152047-0.00402265j 0.00342783+0.00539102j 0.00608378-0.0025954j 0.0044633-0.0117348j 0.000161777+0.00118183j 0.000607295+0.011443j 0.00649519-0.00447825j 0.00408356-0.0168275j -0.000197675+0.00208161j 0.011097-0.0205146j -0.0131353-0.0040116j 0.01547-0.0088988j 0.0116205-0.0102533j -0.00606404+0.00646083j 0.0162574+0.00338128j -0.00910574+0.0114513j 0.00214659-0.00406482j 0.0126559+0.0062077j 1.52866e-05+0.00174619j 0.0123618+0.000393846j 0.00747385-0.006993j -0.00352586+0.0185417j 0.00339708-0.0154579j 0.00768421+0.00704475j 0.0125039-0.0195615j 0.00534998-0.00199221j 0.0122285+0.00981436j 0.0172261-0.00293962j 0.00611903-0.00926608j 0.00191594-0.00654202j -0.000549842+0.00743555j 0.00630727+0.00461123j 0.0105422-0.0060451j 0.00793329-0.0176485j -0.00899359-0.00887006j 0.0144073-0.01004j 0.00688288+0.000911028j -0.0265145-0.0120592j -0.0185392-0.00128145j -0.000203756+0.0199753j -0.0232987-0.00831759j 0.0256923+0.0122979j -0.0136302+0.0113772j 0.0229501-0.00385768j 0.000969799-0.0148587j -0.000194533-0.0155632j -0.00637508-0.0243767j 0.00625959-0.00973687j 0.0113116-0.00744822j 0.0182888-0.00426651j -0.00681375+0.0222386j -0.00759026-0.0163537j -0.0180552-0.00159089j -0.00760417+0.00503208j -0.000168761-0.00457076j -0.00157149+0.00468819j -0.00930041+0.0043679j -0.00171779-0.0166086j -0.00561432+0.0116819j 0.0177983-0.00467614j -0.00273539+0.0106373j 
0.00388922+0.00365494j 0.0114685-0.00569692j -0.000451008-0.00147799j 0.00666868-0.00371577j -0.00631621+0.000173454j -0.00106605+0.00975472j -0.00625086+0.0110457j -0.00411994-0.00417697j -0.001247+0.00381246j -0.00765327+0.00715429j 0.0011465+0.00284249j -0.00543065+0.0060676j -0.0230568-0.000716201j 0.00238019-0.0024757j -0.00579607-0.00770701j -0.0092407+0.00194112j 0.00567845-0.00301658j 0.013598+0.00563155j 0.00392685+0.00374992j 0.000829589+0.00187696j -0.0106534+0.00100299j 0.0202922+0.00129517j -0.0116917-0.0117353j 2.41863e-05+0.00401981j -0.00282228-0.0126299j -0.00502673+0.00327433j -0.00929521+0.004117j -0.00712038-4.92212e-05j 0.0134772+0.019829j -0.000287418-0.00721876j -0.0149153+0.00267901j -0.00477507+0.00976545j -0.00763997-0.00134501j 0.00448012-0.0116355j -0.00589574-0.00823562j 0.0012242+0.0128199j 0.000219143+0.0058981j 0.00730899+0.00418995j 0.00147456+0.00177863j 0.016529+0.0196313j 0.00922085-0.0025528j -0.000511108-0.000619252j 0.00516414+0.0131407j 0.00279189-0.00882805j -0.0180865+0.00213809j -0.0145089+0.0174941j -0.007574+0.00628573j 0.00908474+0.00967537j -0.00244464-0.000637014j -0.0011301-0.00375734j -0.00756113+0.00129903j -0.0200194+0.00948882j -0.00607608-0.00150814j 0.0122052+0.0237602j -0.00409282+0.00272909j 0.0133128+0.00668302j 0.0052513+0.0118842j -0.00203937+0.00846599j -0.0278798-0.00103203j 0.0118301-0.0235062j 0.0114452-0.00450647j 0.0140134-0.000974712j 0.0156239+0.0121586j 0.0247255-0.0157536j -0.00907095-0.0275801j -0.0110436+0.00903695j -0.0156276-0.0131126j 0.00319553+0.0128878j -0.00555949+0.00423147j -0.00603157-0.0140475j -0.0109235-0.0231565j 0.012871-0.0129403j 0.0260989-0.000103167j -6.79381e-05-0.0176065j 0.000779877-0.0130075j -0.00868889+0.0114441j -0.0205347+0.0110646j 0.00471706-0.0089309j -0.00714368+0.0042153j -0.00696578-0.0101459j 0.009302-0.0137866j -0.00266045-0.00211848j 0.0142785+0.0149786j 0.0010668-0.000792219j -0.0012143+0.00254323j -0.0177711+0.0109005j -0.0065963+0.00256661j -0.00556684-0.0102254j -0.00573346+0.00360498j -0.0282519-0.00948694j 0.00243654-0.00454015j 0.00705991+0.00776306j -0.00974868-0.00172851j 0.0151495+0.0126185j 0.00711674+0.00649677j 0.0146572+0.00279551j 0.00376322-0.000425148j 
-0.00582942+0.0153608j -0.00232389-0.0214448j -0.00504097+0.0113503j 0.00382935+0.000877792j 0.00791847+0.00452713j -0.00332747-0.0119059j 0.00298607+0.00105664j -0.00446914-0.00961142j 0.00274721-0.00903937j -0.00985149-0.0129942j 0.00394877-0.00105761j 1.78329e-05-0.00185813j 0.00117178-0.00642395j -0.00335975-0.000400446j 0.00382569-0.0136854j -0.00756016+0.01941j 0.00136622-0.00219302j 0.0115759-0.025674j 0.0133516-0.0131204j -0.00330976-0.00780268j -0.00185721-0.00219842j 0.00365401-0.0068569j -0.00828012-0.010558j -0.000361449+0.00622535j -0.0125833-0.0184332j -0.00321807-0.00809312j -0.00665911+0.0203213j -0.00278022+0.00932144j 0.00518214+0.00807407j -0.010244+0.00569375j 0.0199686-0.0042673j 0.00390596-0.00318301j 0.00132249+0.00208272j 0.00470824-0.0119716j -0.0122603+0.00860806j 0.0100293-0.00972167j -0.00309872+0.00809992j -0.0108863+0.0158034j -0.00390655-0.0083134j 0.0123989-0.0182987j 0.00324704-0.00744446j 0.00236494-0.0300951j -0.0195773+0.0138582j 0.0154302+0.00070292j -0.00211124+0.0238814j 0.0127968-0.0113637j 0.00132179-0.00936365j 0.00659623+0.0163825j -0.00376329+0.0201284j -0.00776941+0.00939458j -0.0146724-0.0285036j -0.0019991+0.00813509j -0.00903478+0.00454691j -0.00623559+0.014272j 0.0141347+0.00102253j -0.0107421+0.007529j 0.014758+0.0258582j 0.0072208-0.0024141j -0.0133025-0.0148596j 0.00412147-0.0106647j -0.0064395-0.0186431j 0.0140493+0.0076118j 0.0256041+0.0123507j 0.0284254+0.0338476j -0.0154624-0.0311106j -0.00644041-0.00558466j -0.000534279-0.0160221j 0.0110927+0.0060172j 0.00355183+0.0143845j 0.0197116+0.0114621j -0.0107635-0.0151472j 0.0138473-0.0178442j 0.0205389+0.0231415j -0.02996-0.00554034j 0.00234728+0.0116735j 0.000919911-0.00647614j -0.00767922+0.0164077j -0.0276419+0.0312084j -0.0285242+0.0211291j -0.00654576-0.00167732j 0.0120155+0.0232924j -0.00397357-0.00165631j 0.00624857+0.0111085j 0.00327998-0.0110299j 0.0204669+0.00697005j -0.0107358+0.0125314j -0.000954199-0.00407194j -0.00328276+0.00210755j 0.0117347-0.00804575j -0.024376+0.0306893j -0.00413567+0.0171578j -0.00117205-0.0124118j 0.017704-0.00532103j -0.0228513+0.0104379j 0.0132578+0.0188737j 0.0146563-0.0209538j 0.00755756+0.00858664j 
