0.0668317+0.1079j -0.0892936-0.0403065j -0.026479-0.115645j 0.0218313-0.107849j 0.0360277-0.00246091j -0.0351733-0.0391501j -0.00622164+0.0477637j 0.053042+0.0105763j -0.0978826+0.00998986j -0.0423844-0.0559563j 0.0689822-0.0781734j 0.000223637-0.0383132j 0.0562974+0.0878297j 0.139814+0.0735473j 0.0257434+0.00734613j -0.0125453-0.0632082j 0.068622+0.0741404j 0.00585201-0.0288245j 0.0144424-0.108219j -0.0394919+0.0414672j 0.0274028+0.0386071j 0.0596224-0.0514844j 0.00168871+0.0255038j -0.00407448+0.0207286j 0.0303497+0.0315521j -0.0194167+0.0328175j -0.0149716+0.000153552j -0.00770606+0.0535149j -0.0758622-0.00737085j -0.0291088+0.0157606j -0.0929443+0.0143368j 0.05772+0.00838772j 0.0111349-0.0994706j 0.0397116+0.0335627j -0.0541656-0.0442442j 0.0468717+0.0325168j -0.0533211-0.0478336j -0.0239127-0.00575229j 0.0157409+0.0280592j 0.00371137-0.00929244j -0.0286402-0.0127608j 0.00331728-0.0331812j -0.000688764+0.0589561j -0.0221006+0.0324131j 0.0109234+0.0274235j 0.0184168-0.0200088j -0.0207707+0.0143108j 0.0220113+0.00346335j 7.34288e-05+0.0110582j -0.00919129-0.00117424j 0.0109896-0.0100611j -0.0471015+0.013244j 0.01392-0.000714671j -0.033409+0.00312339j 0.0275636-0.0232834j 0.030508-0.00751091j -0.0137945-0.0116716j -0.00414075-0.000682371j -0.0244124-0.00504973j 0.0275863-0.00647564j -0.0199587+0.00323126j -0.0117145+0.00138737j 0.0407683-0.00329296j 0.00320229-0.0141032j 0.00477804-0.00759373j 0.0335427+0.0356323j -0.00149226+0.00501399j 0.0144987-0.000800155j 0.0355429+0.0161952j -0.0295776+0.00430246j -0.038919-0.035361j -0.00440674+0.00954089j -0.0333943-0.0130325j -0.00938903+0.000517081j -0.00903455+0.000330566j 0.0608081+0.0155278j -0.0364817+0.0155942j -0.0161816+0.018802j 0.00283319+0.0528561j -0.00804919-0.0299328j -0.00855321-0.0844375j 0.00460742+0.0242414j 0.0554097-0.0453778j 0.0437139-0.00847057j 0.0926882-0.0479221j -0.000870425+0.0591475j 0.0435995-0.0133205j 0.0308764+0.00901506j -0.11803-0.0791969j -0.0822477+0.0413286j 0.00751473+0.0512753j -0.0201284+0.0210566j -0.00846004+0.0121764j -0.0280288-0.0268279j 0.145371+0.0747184j 0.00787328-0.0492114j -0.132845-0.118078j 
0.0105414+0.00902338j -0.00338045+0.00103179j 0.00912893+0.00582265j -0.00250765+0.00782392j -0.00321618+0.00728318j -0.00782049-0.00169792j 0.000712133+0.0021275j -0.000841732-0.0051716j -0.00161011-0.00239742j -0.00858109+0.0017681j -0.000327194-0.00410728j 0.00374234-0.00236991j -0.00028417+0.000234063j -0.00433941+0.0031056j 0.000391504+0.00133736j -0.000317632-0.0102008j 0.0195282-0.00713729j 0.00249602+0.00288922j 0.0101887-0.00545799j 0.00702793-0.0164576j 0.0136009+0.00543416j -0.0065581-0.00110169j -0.00418143+0.000525871j -0.00491464+0.00636308j 4.68273e-05-0.000481124j 0.00383017-0.00796201j 1.83407e-05+0.00449256j 0.0015565+0.00165276j -0.00982962+0.00512457j -0.00195236+0.00349124j 0.000369659-0.00144375j -0.000994585-0.00313313j 0.00229462-0.0068587j 0.0068213+0.000622989j -0.00150406+0.000869008j -0.00273854-0.0053054j -0.00255746-0.000408128j -0.00174031-0.0092043j -0.0178896+0.000401519j -0.00747792+0.0166945j -0.00242051-0.000109962j -0.0110934+0.0105539j 0.0116898-0.00459691j -0.0213101-0.00322206j -0.0180374-0.00216188j -0.0150403+0.0242881j 0.0174834+0.0215785j 0.0138952+0.00630035j 0.0192678-0.0109195j -0.00461617-0.0228537j -0.0063395-0.0241833j 0.0105628-0.0185256j 0.0227057-0.00915647j 0.000486665-0.0118913j -0.00430505-0.00707421j 0.00654387+0.0137757j -0.0208537-0.00226284j 0.00180156-0.0274473j -0.00892469+0.00358935j 0.0035044-0.00491503j -0.00682701+0.00197261j 0.0316609+0.00588293j 0.000871674-0.00135207j 0.000902134-0.00204757j -1.71258e-05-0.0105311j -0.000747596+0.00843062j -0.010914-0.00396143j 0.000515012-0.00487955j -0.00186354+0.00848768j -0.0118566-0.00313341j -0.00411098-0.00596304j 0.000647745+0.00454383j -0.00636072+0.00637605j 0.0043503+0.000825476j -0.000983492+0.00226707j -0.00498646+0.000246402j 0.000987654+0.00918193j 0.000795119-0.00633723j -0.00112908+0.01142j 0.0040987+0.00320504j -0.00471437-0.01572j -0.00156692-0.00557365j -0.00188896-0.0108248j 0.00029208+0.00717585j 0.0112981-0.00679833j 0.0130257+0.00823604j 0.00617026+0.0121095j 0.00219298+0.00813119j 0.00256966+0.00781379j 0.000903625+0.0168621j -0.00440885-0.00628278j -0.000604452+0.0068984j -0.00310577+0.0137099j 0.000502801-0.0114624j -0.00323857+0.00751332j -0.000190048+0.00158703j -0.00828329+0.00846812j 
0.0170917+0.00630359j 0.00662069-0.0121119j 0.00061487+0.00928701j 0.00194033-0.00685354j -0.00231582+0.00278785j 0.000593326-0.00758805j -0.00429201-0.00629302j -0.00515702+0.00317327j 0.00270417-0.0105579j -0.000730998-0.00251297j -0.000247251+0.00234067j 0.00227074+0.00354515j 0.000581664+0.00184682j -0.00331488-0.00762666j -0.00274541-0.00264551j 0.0125552+0.0211155j 0.00450199-0.00648989j 0.00117246-0.0252562j 0.00332548-0.020023j -0.00378693-0.0358297j -0.0100472+0.0179529j 0.00994785+0.00402898j -0.0212647+0.0139231j -0.00584136-0.0055321j 0.00201927+0.0177268j -0.00858033-0.0144297j -0.000610254+0.00212749j -0.000916486-0.000882705j 0.00215681-0.000678475j -0.00284907-0.00396245j 0.00223153-0.00469458j 0.00223985+0.0122756j -0.000190707-0.0021235j 0.00104493+0.00214512j 0.00629049+0.00299882j 0.000228498-0.010598j 0.00604219+0.00163372j 0.0155445+0.00886073j -0.0142046+0.00251721j -0.00543109-0.00300299j -0.0020826+0.00486494j -0.0337733-0.028235j -0.0165283-0.0055615j -0.0187345-0.0432678j -0.0111066+0.0165908j 0.00390412-0.0210438j -0.00438456+0.0327439j 0.0235414+0.024171j 0.0156209-0.00425775j -0.0196941+0.00606895j 0.0377401-0.0274452j 0.00708746-0.00662038j 0.0259465+0.00156437j 0.000241071+0.00618004j -0.00429397-0.022545j 0.00492383+0.0298447j 0.00444437-0.000777975j 0.0309546-0.00465093j -0.0247927+0.0158694j 0.0124289-0.0072889j -0.00574591-0.0229665j -0.00760803+0.0216608j 0.0163413+0.0177742j 0.0140964-0.0158293j 0.0221946-0.00538644j -0.00833361+0.0146064j 0.00836584-0.00751885j 0.00609811-0.00584198j -0.00566979+0.0043904j -0.0157793-0.0162176j 0.00149322+0.0050951j 0.00417663+0.00638974j -0.00394215-0.0105532j -0.00765769-0.00472933j -0.00185486+0.000208799j -0.00371365+0.0153314j 0.0066444-0.0136606j 0.00752453+0.00214235j -0.00708319+0.016476j 0.00142667+0.00999176j 0.0137919-0.000384682j -0.00978393-0.00504454j 0.0114917-0.00378577j -0.00508133+0.0215346j 0.0250439+0.00826466j 0.00497128+0.0106461j 0.0120876+0.00892706j -0.00338176+0.0131082j 0.00241099+0.000134299j -0.0101536+0.00416504j -0.00102727+0.00637299j -0.000279989-0.00141691j 0.00291126+0.00907032j -0.00396778-0.00495932j -0.0123889+0.0164293j 0.0112841-0.00439671j 0.000820563+0.0174552j 
-0.00356343+0.00721493j 0.00751995+0.00666943j -0.00683526-0.00234175j 0.000199403-0.012857j -0.00415776+0.00320304j 0.00516486+0.00274338j 0.00496546+0.000780642j -0.000145018+0.00644029j -0.00449302-0.00288652j -0.00320793-0.00537825j 0.00550463-0.000241302j 0.00655888+0.00156441j 0.00432837+0.0064606j -0.00102592+0.00645693j -0.00346983+0.00336224j -0.020679+0.0197104j -0.0188819-0.00568545j -0.00657609-0.0169438j -0.0147349-0.0122893j 0.0062298+0.0121712j 0.00365336+0.00405329j 0.00105359+0.00609406j -0.00447094+0.00669635j -0.00902266-0.00887566j -0.00205737+0.00621211j -0.00785851+0.00807691j -0.00108488+0.0018195j -0.00173326-0.0048777j 0.0076182+0.00042106j 0.00258793+0.000558747j -0.00735798-0.000863071j -0.00129014+0.000172865j 0.00878402-0.00144219j 0.000221951-0.000588313j -0.00417585-0.00423047j -0.0015647+0.00763167j -0.00718289-0.000992825j -0.00200144+0.0254293j 0.0263088-0.00024463j 0.0305748-0.00129728j -0.000730207-0.0326766j -0.00308372-0.00881467j 0.00753677+0.0344574j 0.0210084-0.00842522j -0.00125611-0.00193738j -0.015739-0.047557j -0.0146044-0.0206637j -0.00585132-0.00454119j -0.0152278-0.00519191j -0.0130968+0.0211286j 0.0216409+0.0438228j 0.00109752+0.00758388j 0.0233814-0.00431373j 0.00298059+0.0170367j 0.027949+0.0164187j 0.00872485-0.00222811j 0.0220061-0.0016071j -0.0044931+0.0143733j -0.0034383+0.00351725j 0.00354681+0.0041377j 0.00227783-0.00402528j -0.0364264+0.00911846j 0.00474587+0.00151935j -0.000532436+0.00298027j -0.00147342+0.0193648j -0.0045983+0.00174624j 0.00900353+0.000507602j 0.00461608+0.00795995j 0.00418422-0.00753481j 0.00868297-0.00273784j -0.00688225+0.00820713j -0.000533923+0.00939522j -0.000689301-0.0203046j -0.000235982-0.00923938j 0.000634632+0.00645271j -0.00667538-0.000375908j 0.00314012+0.00739981j 0.00654791+0.00594087j -0.00226923-0.000423943j -0.000592416-0.00695892j 0.0115785+0.00200202j -1.54375e-05+0.00234884j 0.0115159+0.0108541j 0.00942443+0.00448513j -0.00139821-0.00159328j -0.0104959+0.0113402j -0.00987328-0.00826883j -0.00621323+0.0028269j -0.00635043-0.00483524j 0.000401645-0.00981282j 0.00402094+0.00466636j 0.00424182+0.00365583j 0.00728089+0.00193527j -0.00124893+0.00716311j 0.0145637+0.00601617j 0.00648756-0.0118698j -0.00600814-0.0134699j 
0.000615285-0.00900815j -0.0135032-0.0253624j 0.00289697-0.00879082j 0.00802022-0.00327057j -0.00411907+0.00150551j 0.00800624+0.000436j -0.00274107+0.00725809j 0.00209763+0.00243837j -0.00694093+0.00232506j 0.00485166-0.000497226j 0.000497261-0.00275318j 0.0029935+0.00797542j -0.00274302-0.000785852j -0.00332111-0.00377659j 0.00281069+0.00219237j 0.0058838+0.0161997j -0.0183041-0.0178017j -0.015389-0.0155381j 0.00600779-0.0161303j 0.00197671-0.0170873j 0.00829566+0.000703938j 0.0106548+0.00521861j -0.00940693-0.00724555j -0.00293748-0.00922188j 0.0115716+0.0172684j -0.00124116+0.00584551j 0.0129224-0.00716401j 0.00220711+0.00945493j -0.00524027-0.00754768j -0.00339097+0.00101316j 0.000663623+0.00483871j 0.00919949+0.00157392j 0.000756071-0.000338243j 0.00693368+0.00249833j -0.00194575-0.00357889j 0.00208364+0.00850117j -0.00292729-0.000129613j 0.0154757+0.00946649j 0.0211093+0.00979355j 0.00686758-0.0235829j 0.0155243-0.00411374j -0.0197449-0.046941j -0.0152499+0.00425375j 0.00450845-0.0227502j 0.0219364-0.0135316j 0.0176707-0.0120889j 0.00784894-0.0264658j -0.00449087-0.0349915j 0.0248367+0.023386j 0.0201454-0.00338389j -0.00568882-0.0167826j -0.0237822-0.0140573j -0.0275924-0.0279898j 0.00225377-0.0305184j 0.0130553-0.0165256j -0.0140883+0.01117j -0.0143773-0.0264204j 0.0194429-0.0136307j 0.000502154-0.00880988j 0.00221427-0.00444534j -0.0158301+0.008466j 0.017272-0.00063444j -0.00095123-0.00950063j 0.00167359-0.0098065j -0.00322539-0.0152152j 0.00824741+0.0112788j -0.00699152+0.00928694j 0.00584614+0.00325067j -0.00529849+0.014834j -0.00567081+0.00976648j 0.00327677-0.0165489j -0.00234258-0.0125444j -0.0096185+0.00910331j 0.0119748-0.00629182j -0.0102453-0.00419002j 0.00461334+0.000760865j -0.00919022-0.00207419j 0.00147033-0.0140346j 0.00133862+0.00694201j 0.0129865-0.0045841j 0.00187782-0.00704343j 0.00287106+0.0116474j -0.0119089-0.00180165j 0.0119243-0.0075814j 0.00532171-0.00711236j -0.00365648-0.020903j 0.00881265-0.00599892j 0.00398404-0.0115392j -0.0251858-0.00419675j -0.000524774+0.00387288j -0.00657195-0.000372562j 0.00364544-0.0060018j 0.00127075-0.0105009j -0.0119265-0.010581j 0.00998676+0.00894707j -0.00205771-0.000271008j -0.00785555+0.00168665j 
0.00809312+0.00288526j 0.0151947+0.017664j 0.00324535-0.000632709j 0.00700618+0.0093247j -0.00352799-0.00650458j -0.0042116+0.00702937j -0.00645883+0.00250279j -0.00790261-0.00516403j -0.000256819+0.00429857j 0.000402348+0.00387785j 0.00509078-0.00216033j -0.00362502+0.00259209j -0.00291075+0.000209068j -6.77635e-05+0.00332496j -0.00263465+0.00134889j 0.00400543-0.0122194j 0.00602228+0.0197436j 0.0098249-0.0212251j 0.0146143+0.00842343j 0.0104363+0.00861996j -0.000761297-0.0217206j -0.00759094-0.00184737j 0.00453306-0.0160092j 0.0146397-0.00384893j -0.0130972+0.00708617j -0.012957-2.72706e-05j 0.00385632+0.00281908j -0.00556916+0.00142249j 0.00627703+0.00597206j -0.00203726+0.00297853j -0.00590079+0.000215198j 0.0012061+0.0100342j -0.000791891+0.00987331j 0.00323076+0.00149736j -0.00618326-0.00598363j 0.00394926+0.0139523j -0.00108087-0.00257061j 0.0176964-0.0154314j 0.000884954-0.000355247j -0.00920986-0.0217357j -0.0171044+0.0454085j -0.00698673+0.0233023j 0.0422646+0.0406707j 0.0315081+0.0321797j 0.0328604-0.0228178j 0.0221141-0.0286943j 0.0160737-0.0227443j -0.0632128+0.00623589j 0.00617546+0.0289453j -0.00820285+0.00227744j -0.0283308+0.0179505j -0.0130341+0.000559754j -0.000297793-0.00137753j 0.0279061-0.0105082j -0.0027385-0.000394983j -0.011655+0.0019383j 0.00591436-0.00386224j 0.00230623-0.0137612j 0.010871+0.0121512j -0.0134454-0.00855489j -0.0159549+0.016215j 0.0074509-0.00366921j -0.0110434-0.00668211j -0.0161719-0.0173363j -0.00552522+0.00821974j 0.0105254+0.011099j 0.00200698+0.000515064j 0.000157965-0.00307488j 0.0124232+0.00153688j -0.0142411+0.00496523j -0.00465646+0.00855348j 0.0171639-0.00223623j -0.00955411+0.004476j -0.00526321+0.0038336j 0.00209326+0.00307776j 0.00300101+0.00107759j 0.0130076-0.00341456j 0.0018514-0.00107212j 0.00165847-0.0108613j 0.000900892+0.000257897j 0.0125047-0.0116078j -0.0165332+0.0113558j -0.00197354-0.013753j -0.00164863-3.66635e-05j 0.00171081+0.00662499j 0.00466269-0.00615116j -0.00225563+0.00122547j 0.00825526-0.019145j 0.00125104+0.00061286j -0.0263372+0.000452656j -0.00990269-0.005927j -0.000565253+0.00839647j -0.00633182-0.0117537j 0.00209453+0.00312005j 0.0160138+0.00856461j 0.00880935-0.00500859j -0.00391861-0.0197541j 
0.00223929+0.0224385j -0.00562332-0.0332596j -0.000640534-0.000582368j 0.0169117+0.00648126j -0.00450526-0.000866138j 0.00412491+0.00106445j -0.00799195+0.00302736j -0.00893309-0.00883845j -0.00202371+0.0020721j 0.00586309+0.00364608j 0.000415184-0.000501157j -0.00423856+0.00194664j -0.00841854-0.00270856j -0.0043188-0.0139128j 0.0049542-0.00791395j 0.0118378+0.0339453j -5.47721e-05+0.0125995j 0.0114489+0.00508724j 0.0400672+0.0241084j -0.00130002-0.0228009j -0.0238212-0.00526574j 0.00925642+0.0115029j -0.0222023-0.00344436j -0.0024503-0.00639171j 0.0011112-0.00624239j 0.00910034-0.00612996j 0.00187975+0.010089j 0.00884551-0.00961301j 0.0122282+0.0173158j 0.00830919+0.00519038j 0.00600231-0.000658987j 0.0033067+0.000132184j -0.00511995-0.0113181j -0.00459482-0.00757877j 0.00244386+0.0136467j 0.0135927-0.0153789j 0.000363894+0.010329j -0.00995598-0.00969756j -0.0103407-0.0197944j 0.0183073-0.013988j 0.0113808-0.00951134j 0.00857615+0.0129182j -0.00734532-0.00812632j -0.0147951-0.0492327j -0.0745748+0.0170549j 0.0346652+0.0244356j 0.02766-0.0165616j 0.0111485+0.00485135j 0.0506113-0.0151571j 0.0200958+0.0110362j 0.0181142-0.00676153j 0.0133638+0.0123209j -0.0090576+0.00247136j 0.0142587+0.0191397j 0.0051997+0.0321837j 0.0162568-0.000531602j 0.00575677-0.00279926j 0.0095787-0.0205803j -0.00716869+0.00366633j 0.0198811-0.0150169j 0.0114842+0.00340282j -0.00721306-0.0064775j 0.00163101+0.0184218j 0.00945042-0.0102491j 0.00364978+0.0332496j 0.0174777+0.0198994j -0.0043794-0.0113768j -0.0133018+0.000636802j 0.00419251-0.001945j 0.0188358-0.00669306j -0.00898789+0.00479384j 0.00542652+0.00748661j -0.00758744+0.00157222j 0.00577368-0.0010117j 0.00360225+0.00269589j -0.0158075-0.00400402j 0.00348385-0.00694421j 0.0275765+0.0142341j -0.00550571+0.00440007j -0.0147859-0.00245086j -0.00140343+0.0110747j 0.00670959-0.00554653j -0.00186999+0.000718011j -0.00770661+0.00543177j 0.0188651+0.0238718j -0.00238054+0.00916246j 0.00575909-0.0033516j -0.00604083+0.00901755j 0.00411114+0.0210761j 0.00321286+0.0127697j 0.0215224+0.00164808j 0.00167517-0.0176973j 0.0013141-0.00316693j 0.0178819-0.00496882j -0.0120317+0.012298j 0.00358588-0.00978155j 0.0107305+0.0251247j 
-0.00569438+0.0145093j -0.0212133-0.0218871j -0.00884214+0.0167218j -0.0119174+0.000705277j -0.000241837+0.00469842j 0.00065347-0.0089052j 0.00866763-0.00371567j 0.00650101-0.00178787j -0.00180738-0.00477727j -0.00475516-0.000803461j -0.00178248-0.00500591j 0.0062747-0.000738049j 0.00485972+0.000691209j 0.00135599-0.000110094j -0.00214031+0.00379748j -0.00418959+0.00374494j 0.00491217-0.0217279j 0.0154103-0.038762j -0.01297-0.00852563j 0.0244889-0.0301704j -0.00322522-0.000439434j 0.00119401+0.0125052j 0.00164192-0.0103627j -0.00699838-0.00710956j 3.43903e-05+0.00425944j 0.0166507+0.00119894j -0.00203881+0.00708291j 0.00805358-0.00776785j -0.00234029-0.00548225j 0.00494955+0.00479629j 0.0104746+0.008493j 0.00377508-0.000101514j -0.00419558-0.00908183j 0.00385675+0.000970176j 0.00066548+7.8647e-05j -0.00105371+0.00937652j -0.00291461+0.00360199j -0.00172143+0.0220938j 0.00877763+0.0283967j -0.00935292+0.0230778j 0.0409899+0.0262084j -0.0293022-0.0528197j 0.00737263+0.0242447j 0.0333625-0.0515016j -0.0015391+0.00704934j 0.0385104+0.0222771j -0.0356518-0.0341464j -0.0114456+0.0223029j 0.0191125+0.00572507j 0.0176532+0.00281061j 0.000867828+0.00605192j 0.010423+0.0277014j -0.0122263-0.00965397j 0.0253141+0.0118045j -0.00226393+0.013124j -0.00337572-0.0142377j 0.0123129+0.00487324j 0.00962488+0.0147846j -0.00256912-0.00173259j -0.0037214-0.00656548j 0.0200618+0.00230118j -0.0211922-0.006852j -0.0106487-0.00518086j -0.00807073-0.00159705j 0.0106905+0.0215413j 0.00240504+0.0104519j 0.00608821+0.00632954j -0.005654+0.00518961j 0.00264239-0.00207465j -0.00442157-0.0219581j -0.00301793+0.00185912j 0.0133977+0.00723532j 0.00487889-0.0143739j -0.0136777-0.00504551j 0.0101753-0.00463782j -0.0069646+0.00380114j 0.0162787+0.00977537j -0.000633457-0.00603227j 0.00688662+0.00574791j -0.0170944+0.00440633j -0.0101513+0.00768107j -0.00464191-0.00403853j 0.0061265-0.0109035j -0.00487884+0.00409696j -0.00721562+0.000123257j 0.00178798+0.00170225j -0.00308043+0.000537713j -0.00250142-0.00217036j 0.0127394+0.00302365j 0.00999299-0.00288772j -0.0162398-0.00337838j 0.0119572+0.00324605j 0.00421171-0.00528052j -0.0148239-0.00689051j 0.00865961-0.000219622j -0.00822507-0.00211577j 0.00385533-0.000285429j 
0.024484+0.040848j 0.00215405+0.0127669j -0.0218796-0.0243992j -0.00566278-0.0100064j -0.00113389-0.0011476j -0.00911265-0.00258909j 0.00245414-0.00439724j -0.0023128-0.00093223j -0.00365298-0.000980184j -0.00920198-0.0040025j -0.000380461+0.00356043j 0.00601622-0.00637088j 0.00308901+0.00226625j -0.00692033-0.00186811j -0.00148601-0.00258308j 0.0148427-0.00860684j 0.000736933+0.00728914j 0.0374991+0.0595378j 0.0224207+0.00443589j -0.00479169-0.00323954j 0.0139667-0.0125386j -0.000211193+0.0123182j 0.0119958+0.0135337j 0.00525645+0.0170076j 0.00267063-0.00630619j -0.00641446+0.00509288j -0.00649391+0.00209988j -0.0052011+0.00526151j 0.00227823+0.00308194j -0.00616396-0.00153063j -0.00490547-0.000183306j -0.00185465-0.0013859j -0.00210474-0.00504167j -0.0026942-0.00349351j 0.0102368+0.00377114j -0.00120173-0.0139526j 0.0138356+0.00305417j 0.0156617+0.00577539j -0.00200954-0.0112038j 0.0499433+0.0490938j 0.0255343-0.0143491j 0.0355429+0.03489j 0.00939779-0.0269401j -0.0458636+0.0154053j 0.0161943+0.00566753j -0.0161163-0.00551145j -0.0249632-0.0231475j -0.00338908-0.00461682j 0.0120475-0.0112189j 0.0408732+0.021228j -0.00571477-0.0358905j -0.0213246-0.0194348j -0.00702012-0.0386183j -0.0135229+0.0232682j -0.015953+0.00627376j 0.0114161+0.00637469j -0.0174465+0.0144098j -0.00860382+0.00848513j -0.0108707-0.00229068j 0.0122188+0.0072728j -0.00271346-0.00748539j 0.00803395+0.00916148j 0.00892762-0.00881296j 0.000467466+0.00204822j -0.0047103-0.0106541j 0.0050894+0.00238441j 0.0020269-0.00211327j 0.00410426-0.00124402j -0.0041691+0.000421471j 0.00032514+0.0057524j -0.00114375-0.00104512j -0.000746703-0.000601118j -0.00889667-0.00121515j -0.0022655+0.00494626j 0.00257201+0.00245318j 0.00209516-0.00306942j 0.001109+0.0124713j 0.000602815+0.000580184j -0.000997738+5.71354e-05j 0.00206639-0.000794194j -0.0045137-0.000454476j -0.00531167-0.0117183j 0.00813266-0.0095915j 0.00717653+0.0104074j 0.00331288-0.00579722j 0.00933242+0.0195586j -0.00385583+0.00233664j -0.00907791+0.00651655j 0.00311933-0.000619928j 0.00328628+0.00309677j 0.0145158+0.0024338j 0.0055376+0.0130307j 0.00711157-0.00369016j 0.0159609+0.00101428j -0.0157366-0.00644356j -0.00492787+0.00152128j -0.000787353+0.00534587j 
-0.02792-0.0217199j 0.0328891+0.027465j 0.0133052+0.00462889j -0.0143544-0.008873j 0.0107-0.0142219j -0.00208231-0.000774588j 0.0082889+0.00948762j 0.00422179+0.00466308j -0.000807184+0.00534089j -0.000393564-0.00328958j 0.00265862-0.00198769j -0.00209279+0.0041581j 0.00812551+0.00101167j -0.000325767-0.00274451j -0.00496296-0.0016126j 0.00513288+0.0157374j -0.00486718-0.0178814j -0.0162162-0.0149061j -0.017322-0.00726084j 0.0147369-0.00353329j 0.0120935-0.0112286j -0.0119455-0.00239836j 0.000342959+0.00210734j 4.74156e-05-0.000270586j 0.0058244+0.00495385j 0.00368384-0.00334105j 0.00719214-0.00474937j 0.000968609-0.0013747j 0.00140569-0.00930082j 0.00205721+0.00295428j 0.000275234+0.00707742j 0.000530853+0.0031527j 0.00261393+0.00417952j 0.000834169-0.000463609j -0.00606515+0.000272898j -0.00308863+0.00631837j -0.00419393+0.000973002j 0.0149827+0.0183504j 0.00834384-0.0193029j 0.0087569-0.0197266j -0.0321412-0.0135752j -0.00810309-0.0249205j 0.000836314+0.0309069j 0.0228965-0.011676j 0.000225455-0.0142752j 0.00225409-0.00505894j 0.00448858-0.00125667j -0.0096437-0.00320376j 8.32333e-05+0.00714698j -0.00318118+0.0276153j -0.000999417+0.0119262j 0.0166191-0.014915j 0.00573326+0.0138112j -0.00796026-0.00803797j 0.00869938-0.00929051j -0.00754531-0.000209561j -0.000352445-0.00778591j -0.00239945-0.00246275j 0.00958477-0.00277326j -0.0029094+0.00291046j 0.00294579+0.004155j -0.000465835-0.00656047j 0.0104202+0.00482069j 0.00699529+0.000892837j 0.000555959-0.0020336j 0.00079848-0.00246066j 0.000550594+0.00418379j -0.00111399+0.00138371j -0.000495424-0.00132984j 0.00302935+0.000246908j -0.00313687-0.0015105j -0.00459933-0.000984836j -0.000712062+0.00657411j -0.00078341-0.00111877j -0.00968312+0.000614005j -0.00246478+0.00214977j -0.00314058-0.00704424j 0.000356968-0.00330514j 0.00117821-0.00557341j 0.00573296+0.000354241j 0.00293001-0.00476987j 0.00281481+0.00769812j -0.000526308+0.0056341j -0.0056942-0.00152876j 0.00119304-0.00665767j -0.00252835-0.00857193j 0.00923478-0.00198411j 0.00298247+0.00295714j 0.00473488-0.00356209j -0.000167448-0.00109735j -0.00154515-0.00781931j -0.00272874-0.000579026j 0.00298184+0.0058302j 0.0009653-0.00128001j 0.00440659+0.00164355j 0.00483973+0.00332325j -0.00281871-0.00687376j 
-0.00775982-0.0140139j 0.039865-0.00823372j -0.000633766+0.0150042j -0.00507061+0.00564398j -0.0111402-0.00532853j -0.00697375+0.0062341j 0.00353783-0.00741558j -0.00837761-0.00836259j 0.0040345+0.00479505j -0.00324598+0.00574503j -0.00765607-0.00184127j -0.000125354-0.00134741j -0.00472536-0.0112853j -0.000516566-0.00673535j 0.00563489+0.00761322j -0.031652-0.00543839j -0.0219078-0.0429905j -0.0294948-0.0587425j -0.0219692+0.0193823j 0.00108597-0.00369943j -0.0134934-0.0011924j -0.0164567+6.53416e-05j 0.00167531-0.0107954j 0.00309856-0.00903513j -0.0101178-0.00278631j 0.00131351-0.00604927j -0.00211546-0.00612697j 0.00600204-0.00609072j -0.000733422-0.000540757j 0.00689415+0.00656407j 0.00646938+0.00132426j -0.00391662-0.00482756j -0.000129066+0.00746981j 0.00334319-0.000104288j -0.00625075-0.00581358j 0.00268346+0.0160929j -0.00778872+0.00349207j -0.0101108+0.0399019j 0.0300476+0.0191953j -0.00595128-0.0128838j 0.00702463-0.00144503j -0.0170367-0.0341873j 0.0329638+0.0321944j 0.0433904-0.0060501j -0.0189069-0.0184172j -0.0103624+0.0261829j 0.0261735+0.0334895j 0.0169573+0.00580727j -0.0151053-0.000772304j 0.00411713-0.0261394j -0.0221185+0.0353969j 0.00950157-0.00947821j 0.0102954+0.0142385j 0.00200969-0.0093901j 0.0212517-0.00356494j -0.0198339-0.000709514j 0.011562-0.00816427j -0.00467989-0.00190562j 0.00479564+0.00256616j -0.00211101-0.00388876j 0.003395+0.010715j -0.00356175-0.0104302j -0.00366493+0.000597367j 0.00133574-0.00428887j -0.00544078+0.00301325j -0.00718979-0.00137254j -0.00128799-0.00198649j -0.00417823-0.00340089j -0.00461764+0.000776881j 0.0023597+0.00146901j 0.00368258+0.00556551j -0.00634289+0.00379701j 0.0124003+0.00588786j 0.00375756-0.00116112j -0.00250942+0.00780816j -0.0030793+0.00459538j -0.00327826+0.000938394j -0.00476394-0.0155984j 0.00292935+0.00609464j 0.00232887-0.000586759j 0.00299473+0.000440739j -0.00319023+0.00627964j -0.00448785+0.00668076j -0.00358744+0.00686245j 0.00553009-0.00923543j -0.0150346-0.0150646j 0.0136959+0.00294465j -0.00233613+0.010208j 0.00214844+0.0020355j -0.00237134-0.0081331j -0.00327229-0.0121771j -0.00163885-0.010365j -0.00129271+0.000669348j -0.00355031+0.00233579j 0.0215242+0.00947087j 0.0107141-0.00137021j 0.00384217-0.0142216j 
