-0.0517316-0.0710783j -0.0861842-0.109856j 0.0289355-0.158916j 0.0170727+0.0119164j -0.0434588+0.0719695j -0.00787721+0.0525101j -0.0117774+0.000866906j 0.0952403-0.059189j -0.0248816+0.0436302j 0.0208596-0.00351324j 0.0115298+0.00509688j 0.00363704+0.0101988j 0.0445913+0.00997141j -0.0283797+0.0070413j -0.0164887-0.000663089j -0.0334414+0.018377j -0.033076+0.00873588j -0.00420144+0.0180072j -0.0253175+0.00549774j -0.0347309+0.019744j -0.0362125+0.00526807j -0.00382179-0.0212257j 0.0293542+0.0133383j 0.00295972+0.0258554j 0.0217168+0.018999j -0.00215929-0.019545j 0.0654738+0.0616869j 0.0492095-0.0107367j -0.0312963-0.0121391j 0.0116197+0.0334229j 0.0154148-0.0113624j -0.00212468-0.0703516j 0.0117815+0.0604594j 0.0540901-0.12159j 0.0672908+0.0690629j 0.0323649+0.0108549j -0.0476038-0.075275j 0.193768-0.00820475j -0.0422271-0.0868637j 0.0113966-0.0287028j 0.0780109+0.0248877j 0.0680544+0.0584614j 0.045495+0.103965j 0.0412943-0.0407621j 0.0059808+0.038999j -0.0270112-0.0531898j 0.031146-0.0349154j -0.00276803-0.0457761j 0.0729146-0.0256873j 0.00584356+0.0316341j 0.0416798-0.00387374j -0.0533045+0.0148983j -0.0112247-0.0151791j -0.0457183+0.0164891j -0.0187215-0.0214836j 0.0482571+0.00787236j 0.0220284+0.0163491j 0.0474514-0.0104719j -0.0225536-0.000379372j -0.00309661+0.0101519j 0.0231602-0.00512435j 0.00322208+0.0152934j -0.0308501-0.0302278j -0.00805159-0.00495816j -0.0220596-0.027738j -0.00174577+0.0048341j -0.030062-0.0303377j -0.0530252-0.00923774j 0.0165638+0.00561614j -0.0596761+0.0252318j -0.0132565+0.00303187j -0.00212941+0.016386j 0.0347768+0.0416185j 0.02142+0.0348065j 0.00914793+0.0334045j -0.0296167-0.0329546j -0.0162354-0.00406668j 0.0411204-0.00135682j -0.0112476+0.0152699j -0.0477722-0.0188911j 0.0763903+0.0478643j -0.000105462+0.0217936j -0.0533367+0.00194398j -0.0469022-0.0346563j -0.0605399-0.0811459j -0.00227281+0.0665186j 0.100865+0.163452j 0.168004-0.0841327j -0.0629236+0.122026j -0.110274+0.0121257j 0.0455325-0.13643j 0.0541684+0.0896657j -0.176394-0.0429339j -0.0148515-0.000455001j 0.062655-0.0116151j 0.143296+0.0599421j 0.0604308+0.0141111j -0.119442-0.143859j 
0.0310563+0.0286568j -0.0534799+0.0476737j -0.0346527-0.0102832j -0.084823+0.051574j 0.0753276-0.0467829j -0.085444+0.109884j -0.158331-0.0729025j 0.0767665-0.0204993j 0.0280466+0.0741795j 0.139865-0.035202j -0.0299416-0.214225j -0.0889898+0.110951j -0.0599356-0.018288j 0.0250337-0.0717856j 0.0405394+0.0590263j 0.0415617+0.0259554j 0.0124636+0.0609669j 0.0318-0.0379764j -0.017767-0.0200545j 0.0775266+0.00509143j 0.0463894-0.0335557j 0.00710469-0.0143164j -0.00378786+0.0107986j -0.0229598+0.0509417j -0.062883+0.011924j -0.0162681+0.0164766j -0.0109942-0.00794612j -0.0315339-0.0135123j 0.0655539+0.015386j 0.0311224+0.0241104j -0.0472215-0.0529593j -0.0353673-0.0178409j 0.0270884+0.0286704j 0.00360316-0.0122665j -0.109157-0.00842642j 0.0188577-0.0414185j -0.0208058-0.0338216j 0.171134+0.0479008j -0.0545278-0.140418j 0.0904531+0.0231885j 0.100257-0.03035j 0.00995737-0.068684j -0.0266682+0.148332j 0.0858913-0.0579173j 0.139164-0.0484281j -0.0144719+0.000536445j -0.0691591+0.0250435j -0.00822644-0.032207j 0.0433737+0.0865655j -0.0310267+0.0539263j -0.0414039+0.0341204j -0.038787-0.0120179j 0.0373875-0.0685556j 0.00408182-0.000521665j -0.0225925-0.0374462j -0.0342223+0.0331567j 0.000960774+0.0302775j 0.0280881-0.0127848j -0.00582482-0.00160981j -0.0109898+0.0189975j 0.00814105-0.0285802j -0.0120511-0.00711576j -0.00736429-0.00335344j 0.0203214+0.0163599j 0.00257648-0.00124537j -0.00180734+0.00959657j -0.0152146-0.011237j 0.0106384+0.0275222j -0.00295131-0.00230146j 0.00517139-0.0362202j 0.00938073-6.00182e-05j -0.0129373+0.00897798j -0.00181988-0.0248848j 0.0133111+0.0257263j -0.0131553-0.0254196j 0.00320235-0.0152736j -0.0152574+0.0196736j -0.0254625-0.0102424j -0.0175502+0.0239969j -0.00317425+0.0168651j -0.0311303-0.0212128j -0.009088+0.0192933j -0.0511081-0.00588209j 0.0385215+0.0212542j 4.63733e-05+0.020355j 0.0708049+0.00359852j -0.0345495-0.0934296j -0.0359034+0.00826828j 0.0131561-0.0151933j 0.0138114-0.0848461j -0.0122273+0.0612672j -0.0244847-0.0515777j 0.0933606+0.0533133j -0.0389389-0.00680693j -0.0732648+0.0155633j -0.0680035+0.0377733j 0.0750738-0.0490882j -0.0205615+0.128978j 
0.0533414-0.0446787j 0.0491437+0.0228639j -0.0483433+0.0427829j -0.000833347+0.0122781j -0.0134001+0.0101154j 0.0375824-0.0241531j -0.0268626+0.0467849j 0.00777224-0.0817497j 0.0732704+0.0185152j 0.0254409-0.0379168j -0.0259379-0.0260125j -0.0161597+0.0936195j 0.0482444-0.0644252j 0.00345124-0.0665739j 0.017454+0.0254702j 0.0236295-0.0523461j 0.0069739+0.0335477j 0.0388331+0.0536939j 0.0161848+0.00126971j 0.0386338+0.033998j 0.0440651-0.0026054j 0.00294193+0.00945061j 0.0186903+0.00696268j -0.0646838+0.0193974j -0.0531045+0.0414413j -0.0229388-0.0151506j -0.0495939+0.0467577j 0.0592586+0.00415225j 0.0451578-0.0037835j 0.0336831+0.0650596j 0.00629204+0.0420114j -0.0224471+0.0379192j -0.0583023+0.0710637j -0.0801327-0.00377607j -0.0787058+0.0138982j 0.0695106+0.0889283j -0.089756+0.070535j 0.042024-0.0373893j -0.0113604+0.106835j -0.00213274+0.10307j 0.0177882-0.1096j 0.0182138+0.0352221j 0.0578271+0.0189721j -0.00710432+0.0639454j 0.0440577-0.171881j -0.169808+0.0222609j -0.0292059+0.0918113j -0.0776886+0.0325493j 0.0926917+0.0482545j 0.0859724+0.0127998j -0.0430841+0.085587j 0.0170673-0.016413j 0.00875253-0.0513335j -0.00430284-0.0481743j 0.0400643-0.00478823j 0.0901361+0.020286j 0.0933517-0.0372131j 0.0583695-0.0383225j -0.0488714+0.0199379j 0.0158763-0.0367816j -0.00677125-0.0225164j -0.0607413+0.0190728j 0.11298-0.0424337j -0.0263592+0.0531179j -0.0360662+0.0564143j -0.0125147+0.00257201j 0.0380673-0.00745442j 0.0324345+0.0415352j -0.0577019+0.042735j 0.0612759+0.0726843j 0.0191985+0.0103228j -0.0328479+0.0645888j 0.0130356+0.0545323j -0.00583074+0.0537544j -0.0462182+0.00139421j 0.0294724+0.0296678j 0.00649191-0.107883j 0.0223576-0.0217455j -0.0941773-0.0275881j -0.0193067+0.0313455j -0.0923572-0.0536805j 0.0261329+0.0481962j 0.0988995-0.014463j 0.0223624+0.0276095j -0.0707173-0.0833957j -0.172196+0.150344j 0.115058-0.0181648j 7.1519e-05+0.0666903j -0.0246568-0.149789j 0.0701562+0.0836697j -0.0521086-0.0717842j -0.0840288+0.0483327j 0.0206592-0.0855186j 0.0115259-0.207229j 0.0699638-0.143397j 0.00110319-0.13984j -0.104956-0.20435j 0.256209-0.179263j 
0.0524671+0.015551j -0.0609251+0.0478602j -0.0302715+0.00131886j -0.0726294+0.00258579j -0.0388297-0.094695j -0.0360335+0.056894j -0.055065-0.0232963j 0.0144044+0.0450613j -0.0800454+0.00540456j 0.0525029+0.0123207j -0.0235578-0.0597706j -0.0310621-0.00715283j -0.0177294+0.0315506j 0.0353486+0.00150595j -0.00349985+0.0174849j -0.0233169+0.0491597j -0.0161448+0.0170227j 0.0116863-0.0357859j 0.013848+0.0231026j -0.031033-0.00667994j -0.005454+0.0171967j 0.00532443+0.0043729j 0.017651-0.0111587j -0.0997885-0.0199808j -0.0326958+0.0263173j 0.0182362-0.0124098j -0.0644225+0.00739158j 0.0260827-0.0306866j -0.0418227-0.0153472j -0.0253835-0.00258522j 0.00301501+0.0316307j -0.0392106+0.00932222j -0.0480086-0.0390836j -0.0170849+0.0130187j 0.0808337-0.0284075j -0.0663859+0.158018j 0.0329017-0.091056j 0.056138-0.0829377j 0.00886734+0.018735j -0.0956101+0.0492978j -0.0296774+0.0470254j -0.0661169-0.114126j -0.0501566-0.0309698j 0.00971392-0.0176379j -0.155099+0.0119252j -0.0680913+0.190666j 0.0580392+0.0213892j 0.0714473-0.100243j 0.117471-0.0270459j -0.104432-0.124902j 0.0633353-0.0772052j -0.00405677+0.0305755j -0.0192713+0.051587j -0.0331356-0.00711434j -0.0384438-1.22446e-05j 0.00836403-0.0842432j -0.0369694-0.00978394j -0.0152061-0.0208871j -0.00934022-0.00844988j 0.0155389+0.0155982j -0.0264896+0.0282439j -0.00222322-0.0284271j 0.0183903-0.0102148j -0.0423643+0.0124762j -0.0173876+0.0109996j 0.0337887-0.00318456j -0.0161039+9.98658e-05j 0.0424211+0.00349112j 0.0421802-0.0200432j 0.0458341+0.0459112j 0.023122+0.020497j 0.0483649-0.0162429j -0.00783913+0.00648349j 0.0530278-0.01056j -5.05062e-05+0.0340115j -0.0852971-0.00985587j 0.0815052+0.0271431j 0.0273495+0.0669201j -0.0368581-0.146812j -0.0296432-0.0514245j 0.0514494-0.0510163j 0.0250084+0.0607057j 0.0798202-0.012322j -0.140718+0.0667221j 0.0247633+0.0736178j -0.143887-0.109487j -0.043523+0.150936j -0.0028751+0.00290632j 0.077247-0.0912308j -0.0670121+0.215392j -0.0203443+0.0549228j 0.143872-0.0326871j 0.102144-0.153289j 0.139546-0.00990184j 0.0424-0.0941389j -0.00824943+0.0985177j -0.262277+0.196338j -0.11486-0.214316j 
-0.00171916-0.0499113j 0.0146804+0.0133531j -0.0664316+0.0163772j -0.0461076-0.0228398j -0.0369719-0.0325384j -0.0176593-0.0226641j -0.00453538+0.0159699j -0.0096698-0.00479958j -0.0320402-0.0065503j -0.00291221-0.0285966j -0.0183411-0.00620625j 0.00173638+0.0219427j 0.040721+0.00221653j 0.0154311-0.0297767j -0.0136004-0.00650691j 0.0202699+0.0103748j -0.00281951+0.0105779j -0.00839583-0.0156353j 0.027123-0.0081039j -0.0277998-0.00900095j 0.00961243-0.0197491j -0.0298038+0.00236789j 0.0151552-0.0170206j -0.00763911+0.0175798j 0.00360188-0.0195826j 0.00215594+0.0111641j -0.011566-0.0450504j -0.0207737-0.0437137j -0.0131153+0.0348922j 0.0532202+0.0252204j -0.057961+0.0417411j -0.0359078+0.0855528j -0.0203393-0.00764041j 0.0208587-0.0235412j 0.0299511+0.0578402j 0.0603378-0.0245953j -0.0237698-0.0558096j 0.00284898-0.00859201j 0.0407572+0.0370235j -0.0588878+0.0133685j -0.0802688-0.0088074j 0.000164969-0.101601j -0.153113-0.0149906j -0.0063628-0.128934j -0.00346797-0.069257j -0.0326276+0.0441831j 0.0578121+0.0319619j -0.0852326-0.0874498j 0.0401084+0.00611447j -0.0337696-0.0984172j 0.0497373-0.0731728j 0.0560829+0.0374699j 0.0513036+0.0502924j -0.00578773-0.0360698j -0.0300704+0.0199912j -0.0130713-0.0457489j -0.0157641+0.033011j -0.0141346+0.0104997j 9.79322e-05+0.00485502j 0.0274763+0.0465183j 0.0244471+0.0324715j -0.0107807-0.10763j 0.0128878+0.0466765j -0.0974743-0.0105458j 0.000420218-0.0535909j 0.0234395+0.0369189j 0.0391632+0.0270756j -0.0448436+0.0152647j -0.0189574-0.0798625j -0.074376+0.0518644j -0.00897108+0.0263045j 0.0156003-0.0494102j -0.0584738-0.0148173j 0.0309815-0.0357877j -0.027423+0.0544834j 0.0175334+0.0553467j -0.0225287+0.0885702j -0.0507824+0.0321262j 0.00776782+0.0674686j -0.0380568-0.0593564j -0.00764026+0.132201j 0.0699795+0.045432j -0.268418-0.0879423j 0.0180969-0.0225754j 0.069971-0.237366j -0.109891+0.125251j 0.0299889-0.131667j -0.101094-0.0118024j -0.00295914-0.0418402j 0.12233-0.0963578j -0.158281+0.0641034j -0.0542771+0.0812814j -0.113663+0.0900726j -0.0128421+0.213275j -0.157014+0.201291j 0.30839+0.122264j -0.0509236-0.0539743j 0.038852-0.130811j 
-0.018676-0.00231206j -0.0479099-0.0389301j -0.0367191-0.00928228j 0.0216395+0.0117364j 0.0145739+0.061132j -0.0464917-0.0204682j 0.00966427-0.00490454j -0.0062202-0.00782939j -0.0280023-0.00930744j -0.000592165+0.0120328j 0.013201+0.0264218j -0.0237229-0.0215641j 0.00332676-0.0222447j -0.013771-0.0206273j -0.0251178-0.0419778j -0.0160567-0.0593937j -0.00871215-0.0175532j -0.0308054-0.0244309j 0.000415182-0.0359478j 0.00104497-0.03131j 0.00344878+0.00274702j 0.0523531-0.00245181j 0.0367377+0.00372511j 0.016882+0.0187447j -0.0161791-0.0241921j 0.0375207+0.03548j -0.0384772+0.0551884j -0.0264131+0.0271744j -0.0129097-0.0263488j 0.0444807+0.00378631j 0.00665461+0.0318392j 0.0491693+0.0618623j -0.0156604+0.0199356j -0.0192548+0.0114661j 0.0766879-0.0221196j 0.0603095-0.0351948j 0.00237082-0.0215266j 0.0656914+0.0375732j -0.0241269+0.0329026j -0.0380861-0.0260412j 0.0213842-0.0192242j 0.0208279+0.039411j -0.0442212-0.0866011j 0.0653545-0.00772166j -0.0432516+0.00938417j 0.00392948-0.0253751j 0.113994+0.0600177j -0.0348964-0.0314154j -0.0642985+0.0182147j -0.0296909-0.00658446j -0.00872322+0.0544686j 0.0132259+0.0379728j 0.0839482-0.0271035j 0.00290621-0.0131907j 0.05355-0.0306523j -0.00093355+0.00506918j -0.0132087-0.0104378j 0.0485038-0.0458662j -0.000176187+0.0455806j 0.00615541-0.000392165j 0.0230182-0.0327759j 0.0167357-0.0633771j 0.00649327-0.0362966j 0.0134362+0.0176027j -0.0125623+0.0780583j 0.0209691+0.0911339j -0.0101862+0.0521605j 0.0372055+0.01109j -0.00436516+0.0057895j 0.03905-0.0651438j -0.0257117+0.00176232j 0.0413769+0.0174766j 0.0739882+0.0263223j 0.103893+0.0581829j -0.0487606+0.0506253j -0.0899574-0.0135682j 0.0725381+0.0549933j 0.208348+0.0187394j 0.0742029+0.178666j -0.0581565+0.0830162j 0.0516066-0.150005j 0.240847+0.0210629j -0.050966+0.141808j 0.0677275+0.133039j -0.149993-0.0136614j 0.00819629+0.00525306j -0.143039+0.0765811j -0.0543551+0.0573782j -0.0761024+0.0618833j -0.0823379+0.0114003j 0.0243213-0.00775021j 0.0612731-0.0209384j 0.180511-0.117875j 0.132991-0.0669718j -0.237733-0.140652j -0.137553+0.136364j -0.0454373-0.102797j 0.00943331+0.0303594j 
0.075506+0.00490505j -0.00167438+0.0192148j -0.0161037+0.0058665j 0.014131+0.0263778j 0.0215497-0.0156669j -0.0140511+0.0326576j -0.0415371-0.0220311j -0.00218273+0.00523841j -0.0106512+0.0179929j 0.068037+0.0359206j -0.0305585-0.017692j -0.0322489+0.00484297j -0.0394282+0.00379191j 0.0124415-0.0176206j 0.00708993+0.0140612j -0.0248874-0.0238504j 0.00648333+0.00396777j 0.0124534+0.0122351j 0.00998226-0.0243159j -0.021581+0.00335244j 0.0143551+0.0318648j -0.00336059-0.0150886j 0.000630548+0.018092j -0.0250609-0.0113387j -0.0599419-0.0149737j 0.0287383-0.00493516j 0.0472101+0.0327862j 0.0604781-0.00360161j -0.0463617-0.0182677j 0.0169719-0.0998991j -0.00488325+0.0650557j -0.0171382-0.026613j 0.0241965+0.0371567j -0.0432001-0.00742915j -0.0190663-0.00145344j 0.0328896+0.000206763j -0.0159801-0.0197053j -0.0437371+0.00345556j -0.0288216-0.0532467j -0.0250421+0.033394j -0.014886+0.051394j -0.0230169-0.0271963j -0.0158934+0.029895j 0.00562807+0.0560884j -0.042456+0.00833539j -0.0802191+0.029212j 0.0196066+0.0246601j 0.0473371+0.0278636j 0.0363395-0.0210728j -0.0396696+0.00743481j 0.0227625+0.0481615j -0.0196854+0.0172148j 0.0396852+0.0200536j 0.0117031-0.00544794j -0.0223763+0.0432941j 0.0134026-0.00597818j -0.035743-0.0593316j -0.00919468+0.0191899j 0.0326503+0.0377104j 0.025826-0.0350687j -0.0173878+0.00875227j 0.0487744-0.0298876j -0.0224225-0.00345439j -0.0912693+0.00396227j -0.108272+0.0198366j 0.0308678+0.0415823j -0.0866174+0.0116709j -0.00845401+0.0212969j 0.0674592-0.0137399j -0.137092+0.0277087j -0.0155634+0.0177536j 0.0352328-0.0490792j 0.0168231-0.00327639j 0.0169853-0.0511518j 0.112204-0.0644776j 0.119767-0.0274382j -0.0317262-0.0132091j -0.00917105+0.075832j 0.149344+0.04557j 0.0614675+0.031929j -0.153159+0.0697499j 0.104837-0.229649j 0.191528+0.243514j 0.113183-0.0827333j 0.0405253+0.10321j -0.152929+0.112871j -0.00119803-0.0322078j 0.0355104-0.107502j 0.00183611+0.007816j 0.0322256-0.0206727j -0.0645107+0.103874j -0.177179+0.110966j -0.161374+0.0378674j 0.0887931+0.0756842j 0.0544762+0.0559754j 0.038423-0.152743j -0.035152+0.0160452j 0.0781326+0.0106069j 
-0.0266244-0.0312806j 0.0476024-0.0280368j -0.0340969+0.065446j 0.0218527-0.00596141j 0.00493908+0.0101133j 0.00620525+0.00739997j -0.0270272+0.0339152j -0.000855247+0.00958675j 0.0384521+0.0293935j 0.0112479-0.0375145j -0.016454+0.0195088j 0.0234245+0.00108895j 0.0151953-0.0156647j 0.0195445-0.00126942j 0.0040649+0.0218001j 0.0514334+0.00216395j 0.00725668-0.00617276j -0.000428581-0.00822483j 0.0219294-0.00176651j 0.0193058-0.0394232j 0.0380497-0.0176035j -0.0388891-0.00516801j -0.0059984+0.0310733j 0.0212224-0.0434077j 0.000896104-0.0174318j -0.0293501-0.00628976j 0.0244105-0.0323766j 0.0207029-0.0235563j 0.0499139+0.0172039j -0.00529674-0.0416929j 0.0476771-0.0189137j 0.0138768-0.034966j -0.024987-0.0210093j -0.0731697-0.021419j 0.00983397+0.0495601j 0.0531851-0.0292309j 0.0267202-0.0559341j 0.0270755-0.0503285j 0.0186315+0.0680721j -0.0176347-0.00699962j -0.00663711-0.0305787j 0.0163232-0.0675258j -0.0547607+0.00346132j 0.0506047-0.0682856j 0.0344996-0.0360929j -0.0593746+0.00877723j 0.0870745+0.00426893j -0.0771008-0.0169726j -0.0242161+0.0309702j -0.00638069+0.0153496j 0.0230719-0.0534172j 0.0308199-0.0337961j 0.0737283+0.0155478j 0.0316738-0.0615049j -0.0628704+0.0930954j -0.0183853+0.0484151j 0.0377963+0.0568761j -0.00594142+0.097146j 0.0605902+0.0589918j 0.041004+0.0646587j 0.0218908+0.0711104j -0.000217729-0.0242293j 0.0033254+0.0201693j -0.0685073-0.0142298j 0.0357391-0.0774624j -0.0435387+0.0255715j -0.00393295-0.0473207j -0.0250003+0.0365733j -0.0176432+0.0184936j 0.0503239+0.0334882j 0.0214631+0.0169077j -0.117573+0.0566118j -0.00536993-0.0813873j -0.103831+0.0653924j -0.0154511-0.000694435j 0.0534847-0.0846171j -0.144196+0.0971789j 0.171181-0.0449499j -0.0750491-0.0864668j -0.0655813-0.0246869j 0.0582011-0.0671697j -0.0324314-0.250422j 0.10397-0.0760994j 0.0137403-0.097848j -0.125402-0.00779991j 0.130899-0.0767552j -0.0735313-0.0241679j 0.00978076-0.0378631j -0.127859-0.00840417j -0.0551806+0.0379869j 0.0497841+0.0137711j 0.175472+0.111108j 0.00916185+0.00918684j 0.0530949+0.0112174j -0.215773+0.177529j -0.00938477+0.213098j 0.0440905-0.0570543j 0.0287406+0.00160196j 
0.00749147+0.0226455j -0.00182438+0.0184707j 0.060346+0.00703119j 0.0108669-0.0459676j 0.0148754-0.0190244j -0.00126684+0.0243189j -0.0213387-0.0122127j 0.0152218+0.00861747j -0.0125059-0.0300584j 0.0220131+0.016893j -0.0225546+0.00625155j -0.00559613-0.00966293j -0.0111111-0.00483411j 0.0051723+0.0346885j 0.00663814-0.00891755j 0.00794531+0.0143676j -0.0253976-0.00971104j -0.0123845+0.012735j -0.00617561-0.0188102j -0.00776398-0.00114029j -0.0100297+0.0189607j -0.00142435-0.0174488j 0.0119686-0.0288284j 0.00606934-0.0307703j -0.0333437+0.0170187j 0.00486259+0.0251464j -0.0174104+0.0164972j 0.00533414+0.02807j 0.0429299-0.0263704j -0.0150747+0.0270747j -0.0317482-0.0377163j 0.0211773-0.0116506j 0.0237953-0.0465165j -0.00628689+0.0396381j 0.00959909+0.000812485j 0.00468567+0.00260426j -0.0393542+0.0407547j 0.0068411+0.0140622j -0.0171274+0.0046944j 0.00975399-0.0219274j -0.00417332-0.00589438j -0.0431986+0.0101386j 0.0173823+0.0157195j 0.0102608+0.00538582j 0.00490241+0.00728944j -0.0458951+0.00805456j 0.0324291-0.029738j 0.0449527+0.00744857j -0.0481718-0.0354343j -0.00809692+0.0357268j -0.0361681-0.0120622j 0.0460043+0.0668963j 0.0342176+0.00995485j -0.036246-0.00224204j -0.0290826-0.00166401j 0.0801047-0.000810856j -0.00212087-0.0462093j 0.0780812+0.00780774j -0.00455146+0.08912j 0.0228642+0.0165176j -0.02074+0.0192509j -0.0151079+0.0769164j 0.0764021-0.0433344j 0.00461482-0.0454713j -0.0162473+0.0551304j 0.0151687+0.00990563j -0.0712077+0.0605411j 0.0553287-0.0526986j 0.080275-0.08817j 0.128637-0.029501j -0.0993016-0.0463838j -0.00292642-0.0281158j -0.0838544-0.00254761j -0.0258743-0.0452433j -0.000291797+0.26152j 0.034733-0.0101255j 0.0742385+0.00945131j 0.0900782-0.147053j 0.166336+0.00440042j 0.0654423-0.0576566j -0.123687-0.0389423j -0.171774+0.108697j -0.129372-0.0861924j 0.170698-0.073749j -0.0562002+0.0434789j -0.0823196+0.0318009j 0.00749197+0.0343924j -0.154741+0.0387219j -0.0414691+0.190311j 0.0948816-0.0448262j -0.153506-0.107467j -0.0659235+0.0414122j -0.117509+0.0767412j 0.107243+0.0330187j 0.0660339-0.179186j -0.100641+0.0741101j 0.0294549+0.0235296j 0.0459202+0.0144677j 
-0.00947133+0.0368848j -0.0151268+0.0133831j 0.0387904+0.00877648j -0.0174802+0.00601485j -0.0221242+0.010096j -0.0265638+0.00506287j 0.032559-0.000101469j 0.00877172+0.0151874j -0.0402894-0.0198661j -0.0253352-0.00843714j 0.00201621+0.0124569j -0.0152637-0.0216333j 0.00114805+0.0110027j 0.00116157+0.0394107j -0.0114521-0.0293151j -0.000113878+0.0147838j 0.0066331-0.00740342j -0.0249083+0.00838405j 0.0038432-0.00819591j -0.00909479-0.00444694j 0.0084704-0.00839767j 0.00220153+0.00425351j 0.0249164+0.015336j 0.0204504-0.0229262j 0.0226716-0.020436j 0.0221263-0.00467304j -0.0405863-0.0321591j 0.0279886-0.0116006j 0.021297+0.0328871j -0.0159494-0.0100624j -0.0233526-0.0592152j 0.00589381-0.0133227j 0.014261-0.0703959j 0.0100672+0.0177427j -0.028072+0.0555081j 0.0111511-0.000367554j 0.000774245+0.0294452j 0.00817329-0.0234377j 0.00765664+0.0023433j 0.0248635-0.0487338j 0.0256417-0.00491465j -0.00367282+0.0198853j 0.0560373-0.0162894j -0.0106886+0.0130352j -0.018886+0.0113716j 0.0386533+0.00035892j -0.0182551-0.0201706j -0.0323286-0.00716257j -0.00765287-0.00435961j 0.0198218+0.0477185j -0.0810573-0.046075j 0.0574476+0.0266907j -0.0460172-0.0825798j -0.0703358+0.00820419j 0.0247437-0.0213502j -0.017334+0.0445571j 0.0227163+0.089489j 0.000946482-0.0303941j -0.035092+0.00925299j 0.0246414+0.0168053j 0.0403741-0.020788j -0.0371299-0.0294146j 0.0530231-0.0774731j 0.0170781-0.0114713j 0.0172168-0.0212756j -0.065669+0.0637723j -0.0527625-0.0183779j 0.00146623-0.0354182j -0.00151345-0.0451249j -0.0376165+0.141478j 0.11132-0.0214185j 0.00185364+0.0276264j -0.0173501-0.120815j 0.154288+0.0571249j -0.0588381-0.0580776j -0.055829-0.00682936j -0.0174824-0.0110491j -0.0978764+0.165518j 0.00693436+0.107883j -0.0306812-0.0713275j -0.0903981+0.00343974j 0.119237-0.0158161j 0.0119837-0.0372532j 0.0467358-0.00619973j -0.0471101-0.00581939j -0.0961406-0.0811046j 0.0369269-0.0157184j -0.0321981+0.137917j 0.0410084-0.0583867j 0.0994442-0.0679827j -0.0469782+0.103361j -0.119353+0.0751575j 0.0492664+0.0305871j 0.0262604+0.149568j 0.0296239-0.0239703j -0.0209808+0.0496743j -0.00628222+0.0162145j 0.0027168+0.0355008j 
0.0452555+0.0233247j -0.0111099-0.00685889j 0.031814+0.0275915j 0.0303335+0.00557051j 0.00565339+0.0220131j -0.015903+0.0141599j -0.0133241+0.00249175j 0.00650531+0.00887995j -0.0322591-0.0121543j 0.00607556-0.00338068j 0.00312721+0.0045282j -0.00672594-0.016343j -0.0152939-0.0058636j 0.0203949+0.0278563j -0.00465224-0.00538593j -0.015117-0.0124143j -0.00900424-0.0165265j 0.00546686-0.00551833j 0.0252656+0.015881j -0.026833-0.0226318j 0.0400621-0.0241885j 0.00777346+0.0160057j 0.00948615+0.00488306j -0.00766789-0.037069j -0.0355989-0.0277583j 0.0164238-0.0230461j -0.00110534+0.00108748j 0.020032-0.00197373j 0.0123485-0.0220286j 0.0287184-0.0366916j 0.004011+0.00821387j 0.006059-0.0131258j -0.00761896-0.0483j 0.00751695-0.0131035j -0.000386511-9.49969e-05j 0.00792476+2.60309e-05j -0.0220397-0.00653743j 0.00514121+0.0117094j -0.0228097+0.000926791j -0.00387167-0.0263399j 0.0247005+0.0115735j -0.0297525-0.00171389j -0.0108724+0.0017011j 0.0394606+0.00767044j -0.0273555+0.00983141j -0.0665292+0.0201861j 0.0609089+0.00623638j 0.000482232-0.0286803j 0.0110754+0.0200362j -0.0344605+0.0357195j -0.0701713-0.0491128j -0.00258229+0.00456974j 0.00528636-0.0922998j -0.00526102-0.00148385j 0.0152306-0.0332672j -0.0368476+0.0264132j 0.031613+0.1011j 0.0306578-0.035423j 0.0129524+0.0640514j 0.0147831-0.043593j -0.0362966+0.0275333j -0.0180964+0.00921602j 0.0411933-0.0554427j -0.0388685-0.00815778j -0.0965643-0.0173093j -0.0155528-0.0679777j 0.0553736-0.0567638j -0.00649444+0.0572171j -0.0838597+0.109063j -0.0600201+0.0920357j -0.0463789-0.0335794j 0.169131-0.00456558j -0.00673313+0.0161697j 0.114245-0.00371674j -0.151129+0.00267405j 0.0362028+0.00204911j -0.0345709+0.116326j 0.0787528+0.0239596j 0.0424141-0.0901317j 0.0214575+0.163438j -0.0914527-0.0119885j -0.123825-0.138181j -0.0212094-0.166716j -0.0442409+0.0598516j -0.0192105-0.0110054j -0.0792852-0.00301436j 0.119044-0.162862j -0.0699629-0.100301j 0.039818+0.00726333j 0.139349+0.0454948j -0.150512+0.0897011j -0.0200176+0.0285048j -0.00929524+0.119701j 0.0658668+0.0207499j -0.0609225-0.0211331j -0.0475741+0.0516065j -0.0678085+0.0239465j 0.034176-0.00519347j 
