0.00792501+0.0347958j 0.020537+0.00407966j -0.0198298+0.00821535j 0.0166861+0.0520389j 0.00471824+0.00738375j 0.0027388-0.0284298j -0.0260881+0.0115285j 0.0102149-0.0181766j 0.0233872+0.0511346j 0.00740572+0.0388244j -0.00622848-0.036631j -0.00494223-0.0166621j 0.0158656+0.0421294j 0.00853304-0.00757264j -0.0102876-0.0274868j -0.0281029-0.0245255j -0.0133664-0.00541327j 0.000978734+0.0232714j -0.0133436+0.0047016j -0.0264303+0.0309074j -0.000625308+0.033227j 0.0196285+0.00499585j 0.00197566+0.0341047j -0.0174823+0.0135746j 0.0192026-0.00572159j -0.0130231+0.0115114j 0.0107534-0.0213798j 0.0219983+0.0530069j -0.0183239-0.0582655j -0.0122967-0.0172244j -0.0165448+0.0165309j -0.0103159-0.0347256j -0.0152466-0.00897275j 0.0166815+0.0485085j 0.00387957+0.00690768j -0.0194195+0.00764245j 0.0302333+0.0141502j 0.00820933-0.0191686j -0.035814-0.0209251j -0.0202715-0.0204151j 0.0103176-0.0331277j -0.0263537+0.0258865j 0.0479184+0.0230133j -0.00332177-0.0427858j -0.0125193+0.0589705j 0.00831178-0.0639133j -0.035616-0.040074j -0.00420571+0.112813j 0.00659044+0.00812074j 0.0203465-0.00893795j -0.0576487-0.00719774j 0.0413507+0.147646j -0.0364757+0.0572601j 0.0111332+0.060548j 0.0295771-0.0785061j 0.0258915-0.0678697j -0.0352536-0.00388332j -0.0243008+0.00153782j 0.00463667-0.048541j 0.0449701-0.0384277j 0.0752702-0.000586502j -0.0260857+0.000763617j 0.0453685+0.0438625j 0.0265146+0.017437j -0.000737484-0.0479956j 0.0320517+0.0919616j -0.00424377-0.0474452j 0.00156703+0.116919j -0.0123314-0.0312555j 0.00273288+0.0128398j 0.0404007-0.0228295j 0.00791942+0.0154721j -0.0110939-0.0348183j -0.00547554+0.00621234j -0.0117026-0.0175098j 0.0200977+0.0301315j -0.0131658-0.0326907j 0.0168676+0.0156791j 0.0120131+0.0132247j -0.0258241+0.0205153j 0.0226173-0.0249209j 0.000728873+0.0536193j -0.00332268+0.0187407j -0.0188684-0.00281169j -0.00252764-0.000981749j -0.00555739-0.00360288j 0.0268297-0.0171261j 0.0199215+0.019572j -0.00874896-0.0253342j 0.0160531+0.0470911j 0.00803092-0.00270702j 0.0355565-0.0151849j -0.0178327+0.052989j -0.0421549+0.077927j -0.0256526-0.295308j 
-0.00681722-0.00891719j 0.000137245+0.0103843j 0.000913053-0.0169658j -0.00317747-0.0117489j -0.00938759+0.00230221j 0.00644278-0.00463148j 0.00164092-0.00598354j -0.00150082-0.0425353j -0.0140743-0.00786564j 0.00457752-0.00153454j 0.038906-0.0491813j -0.0279874+0.0349063j 0.0196832-0.0215848j -0.0239745-0.0149297j -0.00274733+0.0413531j 0.00513131-0.0206224j 0.00840048-0.000882601j 0.0287578-0.00720898j 0.0247772-0.0358242j 0.0107526-0.0224325j -0.0283967-0.0357839j 0.00607582+0.0388439j -0.00751316+0.00585332j 0.00439069-0.00794655j -0.00412621-0.0105229j -0.00622206+0.0257579j 0.00687158+0.0246256j -0.0161677+0.0243529j 0.015669-0.00817662j 0.0203044+0.0122087j 0.0141829+0.00151757j -0.0452804+0.0159543j -0.0113638+0.0111036j 0.000668916-0.00345338j 0.00304952+0.00480388j 0.0120583-0.00654472j -0.00101559-0.0148229j -0.00473066+0.0169476j -0.00118922+0.0150168j 0.000505409+0.0308646j -0.00131362+0.00731666j 0.00941712+0.0343525j 0.00787857+0.00784886j -0.00763025+0.00309949j 1.87411e-05-0.0134629j -0.00187495+0.00133704j 0.00314884-0.00566965j -0.00178377+0.00404404j -0.00364574+0.0102082j -0.00821893-0.0132542j 0.0325225+0.00180291j 0.0118214-0.0357364j -0.014337-0.00919595j -0.00980512+0.022512j -0.00290441-9.75025e-05j 0.00183922-0.00615739j 0.017822-0.00779291j 0.00820454-0.0114091j -0.00475278+0.00529982j -0.00596244+0.0117015j -0.0246489-0.00659218j 0.015889+0.00380213j -0.01656+0.00228551j -0.00612526+0.0126766j 0.00156287-0.00258469j -0.00222297-0.0128324j 0.0247042-0.000445085j -0.0113839+0.00350576j 0.0118254+0.00385121j 0.00312117-0.0156672j -0.0168587+0.0125316j 0.011373+0.023969j -0.00738806+0.000499443j -0.00298384-0.00217384j -0.0112883+0.00182869j -0.00191041-0.0079477j 0.00261752+0.00542919j 0.000810322-0.00150393j -0.000329087-0.00622122j 0.0100644-0.00117288j -0.0151542-0.00236318j -0.00344221-0.000178877j -0.000233202+0.00251658j -0.00247985-0.000886186j -0.00494198-0.00362278j 0.011982-0.0041383j -0.00675254-0.0118663j -0.000916872+0.017743j -0.00266516+0.00474486j -0.0171798-0.011092j 0.014933+0.00223658j -0.00912129+0.0115591j -0.00054973-0.0112874j 0.00615415-0.0084462j 0.0142466+0.0179511j 
-0.00492951+0.00666486j 0.0132066-0.00587952j -0.0116485+0.0121981j 0.00856984-0.00693426j 0.0152857-0.00348488j 0.0390892-0.0167296j 0.012672+0.00963365j -0.033433+0.01293j -0.00874419-0.0202862j 0.036908-0.0182014j 0.0326046-0.00248252j -0.0214199-0.00761903j 0.0104385-0.0196397j -0.0468529-0.0328115j 0.0533917-0.033319j -0.0397206-0.036106j 0.00378042+0.00740446j 0.00342264-0.00161952j 0.0134857+0.0175847j 0.0515848-0.0416951j 0.0184119-0.0106332j 0.0209769-0.0253437j -0.0243446+0.0090567j -0.0305587+0.0171045j 0.00879378-0.0362292j -0.0240261+0.00728557j 0.00927581-0.0202579j 0.000414577-0.0292328j 0.00263788+0.00097346j 0.00582913+0.0276475j 0.0472694+0.0524941j -0.0170979-0.0195138j -0.0113442+0.0463767j -0.0151277+0.0281037j 0.00405868-0.0371288j -0.00665414+0.0129716j 0.00441518+0.00698988j 0.00740625-0.0383706j 0.00858626-0.0434294j -0.0203745-0.0682795j -0.00550313+0.0451997j 0.011639-0.000940225j -0.000762799+0.00938743j 0.02361+0.0294692j -0.0242761-0.0552957j -0.0225143+0.0453612j -0.0135813-0.013701j -0.0152969+0.00442287j 0.00662522+0.00312636j -0.00257664+0.0240014j -0.00689096+0.035524j 0.0172414+0.0256731j -0.0166973-0.00680396j -0.000748421+0.00878636j 0.000781436-0.0218838j 0.00950983+0.0185359j 0.00625194+0.00945886j 0.0292673+0.01437j -0.0101345-0.0166428j -0.00755335-0.00478845j -0.00650124-0.0263589j -0.00261444+0.0127549j 0.000512785+0.000284816j 0.00551911+0.00176177j -0.00130497+0.00258002j -0.000998032-0.0116902j -0.00505113+0.00441033j 0.0164679+0.00397739j -0.0104028-0.00666807j 0.00277614+0.00434626j -0.00173498+0.00371006j 0.0044141+0.00444085j 0.00177447+0.0153109j 0.0120489-0.00405688j -0.00556153+0.00878843j -0.00285333-0.00750494j -0.00741069-0.00196899j 0.00836537+0.00216017j 0.00606865+0.0105657j -0.00760114-0.0133846j -0.00261218+0.0256384j 0.010134-0.00710781j -0.00657568-0.000533312j 0.0034718-0.0042017j 0.0214302-0.00206072j 0.00622471+0.0127642j 0.00704229-0.0250896j -0.00732104-0.0481553j -0.00639079-0.0481253j 0.00435329-0.00344617j 0.00303761-0.0109992j 0.00357297-0.0119541j -0.016545-0.0219579j 0.00081462+0.00425j -0.00423905-0.00953075j 
-0.0147024+0.000505794j -0.0017478+0.00896331j -0.00167918-0.0298588j -0.0124035-0.0167036j 0.00229068+0.013373j 0.0117494-0.0160416j 0.0308457-0.00240652j -0.0467454+0.021977j 0.00761733-0.00235622j 0.0496022-0.0118588j -0.00120308-0.015814j 0.00952301+0.0341326j -0.00553652+0.0343369j 0.0099644+0.0691936j 0.00255781-0.00754319j 0.0245369+0.0257661j 0.0133303-0.00564835j 0.0436558-0.0173557j 0.029378+0.0072834j 0.0207248-0.0281272j -0.0822196+0.03717j 0.0160811-0.0301871j 0.0218111+0.0016798j 0.0069345-0.00252946j -0.0214508+0.0193221j -0.020763+0.0158754j -0.0105972+0.000432459j -0.00507147-0.00686588j 0.00376549+0.0256792j -0.0119063+0.00751791j -0.0164941-0.0457662j 0.0161701-0.0389652j 0.00350151-0.0273459j 0.0106605+0.0300527j 0.00119423+0.0124471j 0.000451667-0.0154357j -0.0216544+0.0110401j 0.024655+0.0169307j -0.00973008+0.0562147j 0.0011188+0.0589871j -0.0167202-0.0120514j 0.0180569-0.000217965j 0.0040609+0.010461j -0.00460469-0.0326065j 0.00383903+0.0128863j 0.010879-0.0522076j 0.0074016+0.0334628j -0.0265607-0.0160906j 0.00400957-0.0367936j 0.00293463-0.031864j 0.0399662-0.0207935j -0.0239297-0.0610289j 0.00243752+0.00531022j -0.00858145-0.00300299j -0.0330836+0.0326794j -0.0160248+0.00349901j 0.0134-0.0194577j 0.00564866-0.0232615j 0.0129676+0.0030162j -0.0183608-0.00138105j -0.0314045+0.0140083j 0.0197671+0.00201173j -0.0260723+0.00518533j -0.00651047-0.00556502j 0.0100577+0.00740352j -0.000396235-0.00596255j -0.00589622+0.00628706j -0.0150848-0.00559218j -0.0112631-0.00262441j 0.00135468-0.0053682j -0.0210914-0.00505931j -0.00252907-0.0071482j -0.00088183-0.00365594j 0.00818792+0.0117097j 0.00189065-0.0168989j -0.00381478+0.0110566j 0.0127118+0.0104284j 0.00382648+0.0055038j 0.00230872-0.016199j 0.0149234-0.000976442j -0.00124763-0.0277642j -0.000497986+0.0030123j -0.00263907+0.0157449j 0.00576265+0.00519269j -0.0249378+0.000500515j 0.0209657-0.0137575j -0.0100722-0.00773594j 0.00776665+0.00855557j 0.00973948+0.0611811j -0.0256925-0.0224079j 0.013172+0.00802774j -0.0219737+0.0133273j 0.0123225+0.0208032j 0.0134267-0.00319154j 0.0222247+0.0198804j 
-0.00364704-0.0116661j 0.0133194+0.000460811j 0.0186014-7.64804e-05j 0.00904113+0.0202242j 0.0175518-0.00788042j 0.0165137-0.00931593j -0.00119172-0.0215693j -0.010819-0.0156154j -0.0313335+0.0139568j -0.00308035-0.0258014j 0.0159367+0.00977019j -0.0198434-0.00371472j 0.00131292-0.010716j 0.0160324-0.0124377j 0.0332961-0.0199315j -0.0679253+0.0235265j -0.0455729-0.0345814j 0.0264479-0.016678j 0.067573+0.00142j 0.0039937-0.0178129j -0.095504+0.0102102j -0.0218881+0.00014996j 0.0198676+0.00700727j -0.0278829-0.0170778j -0.0129321-0.0319835j -0.0284368-0.00394018j -0.0136524+0.0198708j 0.00610992+0.0111366j -0.00805574-0.026694j -0.0147349+0.0171397j 0.00516508-0.00313795j -0.00181592+0.0110691j 0.0152748-0.0118527j -0.0092412-0.040188j -0.00101155+0.0158325j -0.00968319-0.0297129j 0.0269088-0.0149685j 0.0194982+0.0249392j -0.0151976+0.020361j 0.0339753+0.0381101j 0.00833512-0.0331704j -0.0198322-0.00485008j -0.00365384+0.00909554j 0.0276341+0.0539497j -0.0207835-0.00222553j 0.04429-0.00193035j -0.0222057+0.00592029j -0.0310293-0.0026681j 0.0176482+0.0100382j 0.0223906-0.0128402j 0.0206275-0.0150871j 0.0222887+0.00854015j 0.0132274+0.0135929j -0.00359096-0.00638647j -0.0205121-0.00756245j -0.00407403+0.0106663j 0.00699982+0.00883076j 0.0196511-0.0135911j 0.00465097-0.00347163j -0.00031935+0.013929j -0.00412636+0.015882j -0.00346662-0.00840993j 0.00555464-0.00360248j -0.00771908+0.000969755j 0.00695238+0.009251j -0.00308262-0.00137954j 0.00988575+0.00107835j -0.0149874+0.0122121j -0.00449704+0.00958026j -0.000562981+5.60315e-05j 0.00235387+0.00178814j 0.00710771-0.00424606j 0.0147648+0.00349724j -0.00589267-0.00100167j -0.0176759+0.00655787j -0.000322563+0.00175181j -0.00786893-0.00833028j 0.00278391-0.00828304j -0.00211614+0.00388629j 0.00461441+0.00419354j -0.0106054-0.00799162j -0.000540902+0.013474j -0.0253932-0.00803722j 0.00283493+0.0141017j -0.0323134-0.0183344j 0.0239884+0.014001j 0.0195856+0.0394453j -0.00627814+0.011273j -0.00913658-0.0129002j 0.00682581+0.00416785j 0.0138405+0.0144225j -0.0102427+0.0464391j 0.00518711+0.00549709j -0.0118423+0.000735726j 0.00662661+0.00114741j 
0.00472795-0.00242127j -0.0143463-0.0122961j 0.0232698-0.00579967j -0.00439289-0.00927284j 0.0333493+0.00169675j 0.00465975+0.0329841j 0.0576407-0.00371188j 0.00381503-0.0230078j 0.0121719-0.00608263j -0.00733526+0.00792578j -0.0330816+0.0443724j 0.032305+0.0559716j 0.0234184-0.0150835j 0.0320276+0.0514494j 0.0250903+0.00870658j -0.0575847-0.0200796j -0.0285586+0.0734233j -0.0721126-0.0196463j 0.0473352-0.0112294j 0.0530755+0.00216711j 0.00931802+0.048727j -0.0298316-0.0305958j 0.0384016-0.0464697j -0.0205131-0.0400942j 0.000883313+0.00146226j -0.00439533+0.000526025j -0.0174022-0.0116515j 0.00110026+0.0245224j -0.00189379-0.00658636j -0.0214207-0.0153941j 0.0248496-0.00719295j -0.0240843-0.00709086j -0.0202645-0.0416685j 0.0344627+0.0409744j -0.0026044-0.00969935j -0.0571762-0.0589013j 0.0730231+0.00427968j -0.0253942+0.00771411j 0.0209765-0.0110991j 0.00140916-0.034707j 0.0463291+0.047977j -0.0353025+0.116095j -0.0101182+0.0733815j 0.0372968-0.0429083j -0.0227346+0.013598j 0.0370091+0.0422378j -0.00784693+0.0287398j -0.0230777+0.0115294j 0.00158695-0.0273465j 0.0261946-0.0227645j 0.058942+0.0190389j 0.0317105-0.0463274j 0.0267755+0.0247038j 0.00967109+0.0080188j -0.0437211-0.0092241j -0.0310476-0.0120972j -0.0085426-0.00416757j 0.0245791-0.00570319j -0.018853+0.00450477j -0.0343483-0.00579867j -0.0211743+0.0117649j -0.0110425-0.0025048j 0.0293935+0.00136146j -0.0058781+0.00393664j -0.00886894+0.0108776j 0.0161282+0.00710409j -0.00548012-0.00606565j 0.00906856-0.00929109j -0.0155524-0.0305873j 0.00162308-0.00222008j 0.0101222+0.0118829j 0.000653073+0.0107435j 0.00297857+0.0278253j 0.002777+0.0129376j -0.0123565+0.0154895j 0.0175746-0.0134795j -0.0133657+0.00444903j -0.00890391+0.00735975j 0.00594493+0.0043159j -0.0158833-0.0258543j -0.0090841+0.0101481j 0.00195998+0.0260202j -0.0264007+0.00362256j 0.0182575+0.0370829j 0.0259465+0.00623722j 0.0405153-0.0206416j 0.00327278-0.0625715j -0.0210847-0.0463501j -0.00313093-0.0139688j 0.00351921+0.00054356j -0.0242115-0.00692965j -0.0178395+0.017453j -0.0256374+0.0406601j 0.0169515+0.0246477j -0.0160407-0.00381969j 
0.0122887+0.0160946j 0.000322499-0.00980389j -0.0178047-0.0287621j 0.0207212-0.0373473j 0.0285216-0.00027144j -0.00874608+0.0164544j -0.0183364+0.0390676j -0.0349446-0.00946311j -0.0383814-0.0218698j -0.0102709-0.0119329j 0.0319919+0.00585623j -0.0239835+0.0237811j -0.0192155+0.0234524j -0.00763106+0.03297j -0.0249295+0.0180097j 0.044497-0.00605298j 0.0608096+0.0506701j 0.0389814-0.055558j -0.02768+0.00136789j 0.0302677+0.0213991j 0.0499095-0.0235458j 0.0238527+0.0280146j -0.00666661-0.0161079j -0.0130432-0.0133774j 0.0456861-0.0194776j -0.00122741+0.00937461j -0.00075977-0.0206613j 0.0121567-0.019578j 0.00550405-0.00494616j -0.000534669+0.0120955j 0.0160974+0.0146536j -0.000143285-0.0187986j 0.00493742-0.0285354j 0.0101195+0.0545671j 0.00841878-0.0213824j 0.0303765-0.0109286j -0.0365504+0.0337794j 0.00456047+0.0130763j 0.0103392-0.0128379j -0.031527-0.00280732j -0.0528335-0.00981244j 0.0526372+0.0442116j 0.050879+0.0222746j -0.0218429-0.0690173j -0.000874249-0.0108449j -0.0265572-0.00885744j -0.0113178-0.00463832j 0.03946-0.018347j -0.00534425+0.00602717j -0.025872-0.017785j -0.042075+0.0234115j -0.0184362-0.00441235j -0.0067511+0.016815j 0.00887386-0.0295132j 0.0276632-0.0190529j 0.0184658-0.0148587j 0.00572947-0.00929084j -0.0292615+0.00986139j -0.00210618+0.000463452j 0.00476541+0.000560843j -0.0054864-0.00686078j 0.00419862+0.00252529j -0.0132519+0.0108518j 0.00870243-0.00790069j 0.00629247-0.00262487j -0.00339385-0.00110058j -0.00649561+0.000783229j 0.00993039-0.00605244j 0.000349478-0.00762886j 0.000637567-0.0103042j -0.0152521-0.00291363j -0.00494213-0.00173683j -0.00693383-0.00619334j 0.00502854+0.00790145j 0.0150954-0.00646414j -0.0065513+0.0077805j 0.0206419+0.0185434j 0.00168965+0.0229127j 0.0145405-0.00607335j 0.00504729-0.0104223j 0.00135018-0.0091678j -0.00130733-0.00990099j 0.0255496+0.0156998j -0.000282217-0.00523121j 0.024202+0.027072j -0.0118375-0.0229369j -0.0289268-0.0440654j 0.0182389-0.00306706j 0.00866064+0.0257068j 0.00262834-0.0087963j -0.0155375-0.00551632j 0.00766458-0.0490586j -0.00462831+0.0085636j 0.0116418+0.00660343j -0.00234386-0.00260079j 
0.0323756+0.0125066j 0.00802869-0.00822985j -0.0453062-0.00902092j 0.0146522-0.00511505j 0.0565856-0.0137536j 0.00690455-0.00322142j -0.0489446+0.000984479j 0.016477+0.014694j 0.00251078-0.0266085j -0.0134316-0.0015954j 0.0125346+0.038219j 0.0347665+0.0277452j -0.0555931-0.0236987j -0.0141413+0.0168433j -0.0603332+0.0370585j -0.0248307-0.012145j -0.0551833-0.028383j 0.112553-0.0525645j 0.0678117+0.00373373j 0.0555551+0.0276537j -0.104993+0.0284012j -0.000645149-0.04947j 0.0435182-0.0218258j -0.0148415-0.00688681j 0.0474893+0.0010213j -0.0174816+0.0112431j 0.0144424+0.0190538j 0.00497573+0.00708313j 0.0155609+0.0216736j -0.0143312+0.029506j 0.00256002-0.00544457j 0.00537034+0.0170087j 0.0261813-0.0254967j -0.0128838+0.0261435j -0.021043-0.0221579j 0.0268331+0.00328409j -0.013663-0.0770747j -0.00342894-0.00112198j -0.0246213+0.00250533j -0.0122991-0.00899495j -0.0397642-0.00869426j 0.00952378+0.0300531j 0.0651385+0.0239072j -0.0114557+0.0118184j 0.0125557+0.00809115j -0.00815838-0.000495593j -0.0575614-0.00624568j 0.0185399+0.0396857j 0.0165511-0.00123438j 0.0736483-0.00621232j 0.0151634+0.00437473j 0.0810857-0.0132388j -0.0488284+0.0287832j 0.0320835-0.0133913j -0.0377159-0.00041385j 6.60681e-05-0.0112566j 0.0130412+0.00685968j 0.0153147+0.00779437j 0.0168678-0.0053338j 0.000191519+0.00832795j -0.0107854-0.0230531j 0.0135957-0.00461652j 0.00127599+0.00490304j 0.005766-0.0168867j 0.00261045-0.0196746j 6.14235e-05-0.00643119j -0.00308836+0.00256808j 0.0056367+0.00911173j -0.00729386+0.013791j 0.00385203-0.00816269j -0.0100768-0.00349365j 0.00900698-0.0120307j 0.000886381-0.0116501j -0.000247943+0.00415748j 0.00242152-0.00130592j -0.015813+0.00344824j -0.00462654+0.00952299j 0.0313489+0.00203947j 0.0090793-0.0118197j 0.022593+0.00380653j -0.00311942-0.0157194j 0.00230184-0.0178176j -0.0233796+0.0207665j -0.0150125-0.0236222j -0.0278703-0.0187986j 0.030228+0.0195579j 0.00125111-0.0107254j 0.0327434+0.0238174j -0.0205044-0.0316381j 0.000745596+0.0039601j -0.00763213-0.00608347j -0.0205075+0.023954j -0.0158867+0.023472j -0.00373567+0.0228597j -0.0102394-0.0114862j 
-0.00787602+9.02379e-05j 0.00687897-0.00678568j 0.00539128+0.0284044j 0.00296776+0.0100106j -0.0137399-0.0183117j 0.00159689-0.0467322j 0.0396212+0.0172517j 0.0137354+0.0321298j 0.0174207+0.035143j -0.0236336+0.0146849j -0.0178095-0.0211991j -0.0188532+0.0468699j -0.00206375-0.0252281j -0.0213802-0.0485252j 0.00136769-0.0241897j 0.0218248+0.0304497j -0.0226361-0.0176174j -0.0273339+0.041165j -0.0476967+0.0174801j -0.0211859-0.0658287j 0.017048+0.000381855j -0.0215693+0.0279993j -0.0326647+0.0011856j 0.0359491+0.0585988j -0.00910716+0.0176152j -0.0114909+0.0325498j 0.0136668-0.027298j -0.00379136+0.013803j 0.00459941-0.015736j -0.0116199+0.0199322j -0.0205189+0.00619881j -0.0008948+0.00676921j 0.0188747+0.0161673j -0.0101091+0.0088035j -0.000178002+0.00604377j 0.0140642-0.00380974j 0.0114641-0.0116927j -0.0130406-0.0502214j 0.0101116-0.0100753j 0.00707418-0.0118555j 0.0373187-0.00432456j -0.0311519-0.0696031j -0.0359812-0.0236679j 0.00140386+0.0674453j 0.0156374-0.0572339j -0.0104531+0.016053j 0.00637039-0.0269322j -0.00510807-0.0160364j -0.0169998+0.00132622j -0.012817+0.0314006j -0.0199848-0.00419924j -0.023777+0.0297774j -0.00261411-0.00679043j 0.010664+0.00228212j 0.0302759+0.00862001j -0.00142615+0.0163821j -0.00860324+0.0106356j 0.00202357+0.0124843j 0.00659739-0.0136712j -0.00695257-0.0105998j 0.00181473+0.00290578j 0.004472-0.00761208j 0.00643947-0.00921488j 0.00466727-0.000368545j -0.00268794+0.00142192j 0.00532118+0.00129777j 0.00172217+0.00688293j -0.00733295+0.00589313j -0.00479433+0.00485705j 0.00367125+0.0061931j 0.00464245+0.000895601j 0.00843181+0.0052885j -0.00136898-0.00139121j -0.00224006-0.0108212j 0.00131284-0.00591659j 0.000558372-0.00252785j -0.0084065-0.00466142j -0.00549812-0.015714j -0.00752092+0.00452412j -0.00479769+0.00855553j 0.00527179+0.020567j 0.00903563-0.000940162j -0.00297555-0.0163115j -0.00468099-0.000381432j -0.00206107-0.00786994j -0.0143413+0.011816j 0.0137473+0.0413377j -0.0080545-0.028038j 0.00189577-0.00928769j 0.00361614-0.000814682j 0.0065348+0.00122032j 0.00764811-0.0155161j 0.0072068-0.0211818j -0.00625106-0.00412678j 0.000369782-0.000672871j 
-0.00841464-0.0169598j 0.00180485-0.0189991j 0.00186879+0.0187992j -0.0186914-0.0161042j -0.001233+0.00489797j -0.000683983+0.00479622j -0.0190047+0.0274146j 0.00927732-0.00260829j -0.0370846+0.0349055j -0.0138743+0.0325977j 0.0157285-0.0030772j -0.0117724+0.000545491j -0.0528283+0.0443035j 0.0211538-0.047237j -0.0148682+0.029381j 0.0749199-0.0438034j -0.114379-0.0239512j 0.0684384-0.0422121j 0.0501615-0.000195836j 0.0837121-0.0975504j 0.00736817-0.092326j 0.00217744-0.0422981j 0.0256149-0.000489632j 0.00219171+0.00163314j -0.00693642-0.040136j 0.00847041+0.00428205j -0.00526892-0.0311354j 0.0109109+0.00232108j -0.00338063-0.0222739j 0.00311866+0.00696851j 0.00137916+0.0175584j -0.003008-0.0219952j 0.0137482+0.0190676j -0.0452817+0.0726099j -0.00428598+0.0152205j 0.00358913-0.00618181j -0.0138615+0.0403311j 0.0359766-0.0680551j 0.0105426+0.0142645j 0.0451076+0.0417381j -0.0275516+0.00647048j -0.00440649-0.110158j 0.0209604-0.113036j 0.0532647+0.027519j 0.013677+0.00428384j -0.0439313-0.0236892j -0.0184566+0.0206215j 0.00136121-0.038017j 0.00908334-0.021986j 0.00155481-0.00777566j -0.00591073+0.00602883j 0.0244896-0.0175187j 0.00412027+0.0268975j 0.00654989-0.00363682j -0.0121132-0.00463888j -0.000157814-0.00679495j 0.0192009-0.0166907j 0.00655341+0.00805832j 0.0124792-0.0174334j -0.0160533-0.0231565j -0.0101589-0.00151559j 0.0115385+0.000726933j -0.0134644+0.00579208j -0.00142744+0.00542683j 0.00488443+0.00591702j 0.00508098+0.0148381j -0.000559941+0.0151765j 0.00972959+0.019225j 0.00774183-0.00147721j 0.00675851+0.00148649j 0.000216729+0.00400323j 0.00737835+0.00533891j 0.00745182-0.0207077j -0.0160809-0.0216346j 0.0081339+0.010864j -0.0231974+0.0101869j 0.0127363-0.00453631j 0.00927672-0.0123335j -0.0159092+0.0171782j 0.0186128+0.0283659j 0.00657545-0.000681946j 0.0232666+0.00628567j -0.00117174-0.0190633j 0.0130294+0.018111j 0.00384456+0.0108127j 0.00990652+0.0155501j 0.0129236+0.0634353j 0.0161093-0.0829019j 0.000350258+0.0553802j -0.0184526-0.0231551j -0.0277949-0.0146009j -0.0133256+0.00353643j -0.00793468-0.00292482j 0.0279426+0.0211335j 0.014472+0.00568631j 
-0.00215483-0.00504058j 0.00489133+0.0203693j -0.000101627-0.00623456j 0.0203552+0.00885381j -0.0237367-0.0286918j 0.0222233+0.041327j -0.0351493-0.0155226j 0.0389818+0.049856j 0.00600259-0.0146018j -0.0306864-0.0111113j 0.0106966+0.0311246j -0.00344708-0.0180065j -0.0125066-0.0419942j -0.00918309-0.0707321j 0.0383486+0.0771708j -0.0269335-0.0235107j -0.00593294-0.060549j 0.0196533-0.0835464j 0.0438895-0.04892j 0.0440602+0.0572422j 0.101498+0.222253j -0.0214429-0.0092915j -0.0243467-0.0921093j -0.0265909-0.0613157j 0.00749342-0.00546832j -0.0177764+0.00245258j 0.0342622+0.0389817j 0.0176947+0.0270782j -0.00482432-0.010259j -0.0184366+0.0362901j -0.0390933-0.00194151j 0.00339556+0.00628097j -0.0351654+0.0221496j 0.00861993+0.0165291j 0.0256298+0.0210557j -0.00848328+0.0278183j 0.00138379-0.0380327j -0.0144003-0.0444366j 0.016549+0.0144958j -0.000588504-0.00965377j 0.0353505-0.0431611j 0.00118075-0.0513117j 0.0207185-0.072196j 0.0336163+0.0400789j -0.0219282+0.0118362j 0.0431488-0.00927579j -0.0101436+0.0241354j -0.00386089+0.0275166j 0.0136338-0.0186051j 0.0288395-0.00825102j 0.0309881-0.0340182j 0.0422149-0.00135953j 0.00603148+0.0239318j 0.00297476+0.00308506j -0.00987602+0.0128774j -0.00612371+0.0280496j 0.00800812+0.0122621j 0.0108458+0.0057252j 0.0133958-0.0219384j 0.00927725+0.0106147j -0.00176713-0.00154036j 0.00055016+0.00522425j 0.00703247-0.00112122j 0.00447287+0.00742732j 0.000664051-0.0256912j 0.00624071+0.00474158j 0.00122014+0.00760127j -0.00347071+0.00409291j 0.00388942+0.0129968j -0.00378405-0.00977998j 0.00132374-0.0120916j 0.00690574-0.0266598j -0.0035729-0.0150037j -0.00675729-0.00449249j -0.00518602-0.00431263j 0.00432868+0.00404648j 0.00689222-0.00419058j 0.0233243+0.00500788j 0.0157177-0.0154461j 0.000829294+0.0163617j -0.00844122-0.000506598j -0.0113696-0.00829997j -0.00338537+0.0203557j 0.0188966-0.00497596j 0.0749546+0.0130861j 0.0280851+0.010392j -0.0129448+0.0191478j 0.00940308-0.0133128j -0.00935922+0.0108014j -0.0151584-0.00728603j -0.00809434-0.00159701j 0.0214966+0.0202449j -0.0310102+0.018359j -0.000835877+0.000663786j 0.00882067-0.00893458j 
