0.00046557+0.0164495j 0.0205595-0.00666906j -0.0247664+0.0140712j -0.00896486+0.02903j -0.0130919-0.0123611j -0.0140802+0.0219784j 0.0165559-0.000698052j 0.0133201-0.00320729j -0.00305688+0.0439606j -0.0141443+0.0161399j 0.00572803+0.0272747j 0.00385725+0.00633291j -0.0124128+0.00464263j 0.00867543-0.026363j -0.0140442-0.0214009j 0.00121417-0.00837365j -0.0334746-0.00926006j -0.00218474+0.0289632j 0.0165664+0.0625256j -0.00772858+0.00480221j 0.00318011-0.00063252j -0.000719668+0.0215459j 0.0154484+0.00137264j 0.0114141-0.00394575j 0.0082582+0.0115308j -0.0313671+0.00450011j 0.0266163+0.0224372j -0.0054562+0.0146907j -0.00257527-0.00103173j 0.0340407-0.0375319j 0.0195615-0.0149435j 0.00464361-0.00596484j 0.00679213+0.0329123j 0.00654965+0.0096842j -0.0026504+0.0336885j -0.0135566-0.0170366j 0.0212583+0.0147611j -0.0245188+0.00805548j -0.00791171+0.0243374j 0.00352173-0.0382965j -0.0597071-0.0219343j 0.0118621+0.0210102j 0.023292+0.0280718j 0.0184597+0.00336716j 0.00572863-0.0289871j -0.0241153-0.041811j 0.0233667+0.0341162j 0.0177959-0.033142j 0.00272166-0.0258624j -0.0569027+0.0221206j -0.0269212+0.0296227j 0.0120743-0.00171669j -0.0248851-0.000777265j -0.0183441-0.00962642j 0.0201896+0.0206444j 0.0308439+0.0338653j 0.00546477-0.0338801j -0.0243482-0.0529746j -0.00558859+0.0051286j 0.053678-0.0321134j -0.0103771-0.0155174j -0.00714215+0.024218j 0.0457867+0.0137615j 0.00641397+0.010608j 0.00624041-0.0297342j -0.00825119+0.00114746j -0.00164606+0.0302988j -0.028336-0.00937661j 0.0210424+0.00529211j 0.00974555+0.00851231j -0.00293837-0.0151211j -0.0267529-0.00230369j -0.00876748+0.0167451j -0.000188886+0.0438031j 0.0229474+0.0364954j -0.0306937+0.0210611j 0.0624543-0.00108066j -0.0231782+0.0133297j -0.00955794+0.0465412j -0.0248321+0.0352187j -0.0068537+0.0554965j -0.0184726+0.0195815j 0.0110576-0.0354887j -0.0408191-0.0438052j -0.0281353+0.0251292j 0.00610769+0.016912j -0.00349419-0.00885862j -0.0209091-0.0167737j -0.0157457-0.000829518j -0.0117571+0.0026534j -0.0145129+0.0199596j -0.0474624+0.0266923j -0.0190539-0.0677378j -0.0103635-0.00685304j 0.015891-0.0288645j -0.0832149-0.0374881j 0.0386951-0.0991323j 
-0.00933824+0.00398387j 0.00907387+0.00601566j 0.00277077-0.00246541j -0.00616723+0.00108132j 0.00865073-0.00664565j -0.0127582-0.00405024j -0.0108527-0.00626458j 0.00893544-0.00829666j -0.0148217+0.0100111j 0.0225748-0.000421901j -0.00551611+0.000790952j 0.00261758-0.0181881j 0.00996829+0.0094123j 0.00325933+0.00953933j 0.00119113-0.00758985j 0.00249672+0.00615494j 0.00895911+0.00326205j -0.00865723+0.00946855j -0.0064805+0.00433009j 0.0144782+0.011213j 0.016726+0.0179386j -0.00547826+0.0314358j -0.00255391-0.000720488j -0.0220472+0.0138847j 0.00146876+0.0121526j -0.00187684-0.0171754j -0.00931205-0.00984222j -0.0167616-0.00863693j 0.00544134-0.00673225j 0.0118005-0.00591243j -0.00432724+0.0117817j -0.0213868-0.0143619j -0.0185844+0.0192949j 0.015489-0.0149304j -0.0176713+0.0206994j 0.0190373+0.0150845j 0.0130957-0.0164393j 0.0395918+0.0114811j -0.0307381-0.0257525j 0.0110661+0.0024174j -0.00340462+0.0242719j -0.0282585+0.023523j -0.0145894-0.00245852j -0.00982199+0.00231335j -0.000361396-0.0115119j 0.0295421-0.0313693j 0.0169088-0.0112828j -0.00131557-0.000928533j 0.00629642-0.00276521j 0.00616175+0.00289769j 0.00740233-0.00530654j -0.00726743+0.00319257j 0.0106582-0.00287624j 0.016363-0.00802377j -0.000240092-0.0182549j -0.00614398-0.00793669j -0.00290436+0.00912641j -0.00953079+0.00220596j -0.0067138+0.0119006j -0.00398955-0.000201728j 0.0188748-0.00741919j -0.00022617-0.0163127j -0.00279381-0.00185359j -0.0135382+0.0128214j -0.00803092-0.00869676j 0.0175451-0.00244082j -0.00752906+0.0066488j 0.00595805-0.00365732j -0.0103976-0.0208718j -0.00459216-0.00412912j 0.00288419-0.00612556j -0.000555958-0.0053409j 1.3308e-05+0.00351332j -0.00270376+0.0137273j -0.00955533+0.000870968j -0.0156842+0.00704358j -0.00808917+0.000357666j -0.00918957+0.00314098j -0.0147553+0.00119185j 0.00425342+0.00108147j 0.000963777-0.00141817j -0.00214261+0.00409186j 0.00455423-0.0186151j 0.00773712-0.00957958j 0.00123541-0.00117971j 0.00598982-0.00692079j -0.00235309-0.00473419j 0.0102736-0.0081943j -0.00318219+0.00197983j -0.00901586+0.00910934j 0.00643125-0.00346728j 0.00871413+0.000454433j 0.0158298-0.00823235j 0.0069337+0.00638998j 0.010455-0.0060509j -0.000350281+0.00113943j 0.0146202-0.0172986j 
-0.0148023+0.00711013j 0.0145929+0.0103226j -0.00111368-0.00381281j 0.00159449+0.0133182j 0.0233413-0.018074j -0.0132332-0.0165267j -0.00382424+0.0018058j -0.00324546-0.027997j 0.0163213+0.022217j 0.0141058+0.00141177j -0.0223974-0.00175977j 0.0253272-0.00586289j 0.0177404+0.0249365j -0.00206364+0.0294196j -0.0187961+0.023139j -0.00672762+0.000394164j 0.0149997+0.00511285j 0.0226511+0.000654092j -0.0156043-0.00944286j 0.0116167+0.0125006j 0.037919+0.0186103j 0.0564933+0.0828544j 0.0339588+0.0253872j 0.0349887+0.0246061j -0.0265202+0.0174881j 0.013872+0.01585j 0.0531868-0.0152773j 0.0629876-0.0306197j 0.0391771+0.0182406j -0.0121283+0.0148449j 0.013449-0.0102378j -0.0855338-0.0267806j 0.0471566+0.0104984j 0.00905131-0.0449182j -0.0883286+0.0126291j -0.0946568-0.048561j -0.0168164-0.027136j 0.0852522-0.00464815j 0.0247657-0.00294001j 0.014481+0.046175j 0.016039+0.00931923j 0.00343337-0.0187129j 0.0598796-0.0253115j 0.0501918+0.00819147j -0.045381-0.0179653j -0.0337964-0.0183217j 0.0112286+0.0130971j -0.0384201-0.0158552j -0.0144954+0.0128151j -0.0151208-0.0220576j -0.0221746+0.00087409j -0.0212554+0.00775764j 0.00749316-0.000747673j 0.000964948+0.00767362j 0.0136347-0.0321054j 0.0161707+0.00671753j 2.70435e-05-0.00986183j -0.00781596-0.0239865j 0.0386445+0.0180442j -0.0105876-0.0109173j 0.00322091-0.00563319j -0.020353-0.000778565j 0.0341428+0.000752959j 0.0179105+0.00839301j -0.0148465-0.0159991j 0.0100287+0.000158009j 0.00805081+0.0156593j 0.00260345-0.00992969j 0.00210451-0.0160709j 0.0226033+0.0102535j -0.0394698-0.00330751j -0.0328777-0.00894331j 0.00145694+0.0144738j 0.016002+0.00629784j 0.0285309+0.000230468j -0.0207983+0.00730808j 0.0149316-0.0128008j 0.0135323-0.00720414j -0.00412085+0.00703803j 0.00597927+0.0120859j -0.027137-0.00454927j 0.0255193+0.0136986j -0.0113546-0.0168489j -0.0261281-0.00663709j 0.00334569+0.00411426j 0.00702725+0.00641744j -0.00528752-0.00585312j -0.0166076-0.00519563j -0.0100507+0.0122753j 0.0123401+0.0121566j -0.00365855+0.00136102j -0.0150251+0.000559158j -0.0189894-0.0186826j -0.00462813+0.00701057j -0.00169667+0.000693791j -0.0155636+0.000689475j -0.00858712-0.00923642j 
-0.00147177-0.0116791j -0.0024445-0.00884991j -0.00044779-0.0112242j 0.00168641-0.00901515j -0.00473032+0.0108927j 0.00188969+0.0120181j -0.00131378-0.00503519j -0.0147128-0.00706721j -0.0136864+0.0181305j 0.00216662-0.00804147j 0.00483496-0.0048965j 0.0037921+0.00746697j -0.0157441-0.0208545j -0.010294-0.0139566j 0.024152-0.00698942j 0.000662461-0.00138655j 0.0189288+0.0463299j -0.023994+0.00429671j 0.00604342-0.00231991j 0.0173934+0.0220123j -0.00663133+0.0120893j -0.0200531-0.00430697j 0.0210878+0.0464517j 0.0239607+0.103091j 0.0354279+0.0145822j -0.0112293+0.0307738j -0.00768833+0.0151755j 0.0303219+0.0776831j -0.00625029-0.0113987j 0.033546+0.0307298j 0.0200192+0.0113939j -0.0493183-0.0836012j -0.0327731+0.0263768j -0.0178276-0.00461746j -0.0572521-0.100714j 0.000533367-0.0781052j -0.00622343-0.0131165j -0.0430325-0.0184655j -0.0108135+0.0304537j -0.0445144-0.0464004j 0.0264421+0.0488317j -0.0378493-0.0326394j -0.00818141+0.0150153j -0.00333226+0.0263108j 0.00204632-0.0214618j -0.0117482-0.0204715j -0.0126312-0.0238504j -0.000274113-0.0206291j 0.0185571+0.00912221j -0.0221118-0.0182584j -0.00571936+0.00493399j 0.00630199-0.011025j 0.00266897+0.0233466j 0.0215459+0.0218181j -0.0138222+0.00114443j -0.00657347-0.013731j 0.0159408+0.0264612j 0.0261793+0.0140698j -0.0103752+0.0188699j -0.00141141-0.02027j 0.00857984+0.00728833j -0.00656029-0.0089248j -0.00268273+0.0168249j -0.00544678+0.000639592j 0.00789952+0.0143466j -0.00868053-0.003114j -0.0255639-0.0154074j -0.0043723+0.00777609j -0.00408246+0.0107064j -0.00622456-0.00177397j 0.00859947-0.0090022j 0.0173108+0.0023268j -0.000557479+0.00921926j -0.0115503+0.0051068j -0.00645848+0.00666245j 0.0156853+0.00829901j -0.00500576-0.000596985j -0.00108654+0.00793313j -0.00627536-0.00645058j -0.00715155-0.0140544j 0.000770037-0.0202129j -0.00872744+0.0140919j 0.00449133-0.00466757j 0.0253375-0.0016741j -0.00181769+6.08947e-05j -0.013761-0.0016089j 0.0045395+0.000582161j 0.00995557-0.00202794j 0.00320616+0.000364918j -0.00854497+0.0122019j 0.00407755-0.00498323j 0.00815592-0.00199938j 0.0224379+0.0100655j 0.00315462-0.00116331j 0.000620492-0.00471718j 0.00941748+0.00220593j 0.0124064+0.00246631j 
-0.00587148-0.00320146j 0.00905013+0.00041498j -0.0127696+0.00218465j 0.00595847+0.0059384j -0.00331603+0.00109506j -0.004343-0.0208704j 8.23649e-05-0.00161513j -0.0187287+0.0220735j 0.0162119+0.010155j -0.0128999+0.000251262j 0.00166656+0.0224339j -0.000688566-0.0106966j 0.0161296-0.0118312j 0.00647695+0.00781237j -0.0121731+0.00432773j 0.0195199-0.022767j 0.00729842-0.012107j 0.00244931-0.0186489j 0.00877416-0.00954283j -0.000745507-0.0117609j 0.0217928+0.0205447j 0.00309443+0.00386278j -0.00568195-0.0032573j 0.00990139-0.0412435j 0.00688943+0.00427187j 0.0141452-0.00500678j -0.00416757-0.016631j -0.00320961-0.0349529j -0.0225676-0.0133267j -0.0319217-0.00923389j 0.0629834-0.0533292j -0.00783181+0.0237322j 0.0644373-0.0340606j 0.0322501-0.0193636j -0.0328735+0.0278314j -0.0182467+0.0298975j -0.0237573+0.000114428j -0.0271181-0.00457226j 0.0217754-0.0344444j -0.02079+0.0374941j 0.0288259-0.0153989j 0.0813862+0.0136328j 0.0226559-0.0112187j 0.0164601-0.0338137j -0.0181916+0.0224458j -0.0279468+0.0219827j -0.0225519+0.0341321j 0.00158121+0.0286434j -0.0255997+0.00198323j -0.025117-0.0070845j -0.0113072+0.0133364j -0.0128924-0.010044j -9.04727e-05+0.0083315j 0.00276759-0.00928468j -0.028429-0.0138944j 0.00332318+0.00846312j 0.00081586-0.0183494j -0.0278365-0.000851622j 0.00412915-0.00316726j -0.00658779+0.0135939j -0.00110921+0.00213586j -0.000230873-0.00298398j 0.0234124-0.0093351j -0.00129252+0.00963113j 0.00625493-0.00441184j 0.0170174+0.00395516j 0.0196879+0.0050382j -0.0179419-0.00415675j 0.00622766-0.0159069j 0.0103351+0.00937987j -0.0124855+0.012469j -0.0290819+0.013683j 0.0029729-0.01245j 0.0174403-0.0160836j 0.0145005-0.00280135j 0.0165839+0.00400973j 0.0168263-0.00667378j 0.0118285-0.00132886j 0.0039997-0.000228944j 0.00951712+0.0130352j -0.0219837+0.00536883j 0.010642+0.00170389j -0.00541608+0.00489096j -0.01606+0.00815561j 0.00788791-0.00446783j 0.00256889+0.00311965j 0.00198582+0.00446178j -0.0148235-0.000891213j 0.00579028+0.00433017j 0.00493648-0.00315469j 0.00207854+0.00268698j -0.00733476-0.000330413j -0.0184114+0.000319576j -0.00411007-0.00404877j -0.00240048-0.00241194j -0.00796107+0.00413255j -0.0112786+0.00731752j 
-0.00392292+0.00577212j 0.0153166-0.00445632j -0.00292047-0.00445466j 0.00611624+0.00332388j 0.0189962-0.00525705j -0.0155849+0.00554818j 0.0120498-0.00718435j 0.010618+0.0171663j -0.00446048+0.0119463j 0.0123792-0.0137303j 0.0229051+0.00196879j 0.0134738+0.0117139j 0.0203357-0.0295589j 0.00505591-0.0207927j 0.00314068-0.00817262j -0.018864-0.0444545j -0.0301749+0.0270945j -0.00473028-0.0558449j -0.00164953+0.0196725j -0.0389064+0.0134311j 0.0163385+0.0177568j -0.0226049-0.0437513j -0.0262491-0.00406077j -0.0632777+0.0312081j -0.0246234+0.00330052j -0.0103092+0.0223576j 0.0116665+0.0111887j -0.00107087+0.0482431j -0.00371634+0.00600428j -0.0184625+0.00912116j -0.0260256-0.0485008j 0.00601708-0.0429633j -0.0284478-0.00297864j 0.0100051-0.0197085j 0.00697611-0.047445j 0.0351063-0.0329866j 0.0425033+0.045627j 0.00586889-0.0354547j 0.00168721+0.00857576j -0.00406617-0.0337447j 0.00644737+0.00526478j 0.050032+0.00250664j 0.0126893-0.00266997j -0.016658+0.0173555j 0.0102558+0.00571039j 0.0158436-0.0130429j 0.0219548+0.00117809j 0.0232927-0.00502536j -0.0166427+0.00298267j -0.00614772+0.013804j 0.00192213-0.0202653j -0.0269667-0.0132295j 0.0195407-0.000197446j -0.0175282+0.00337026j 0.00667955+0.00506221j 0.0108082+0.0152712j -0.0216967-0.00301552j -0.0041965-0.0175841j -0.0107001+0.00270097j 0.0138382-0.0131847j 0.00910462+0.00101714j 0.000924551-0.0102715j 0.00119402+0.00248786j -0.000361035-0.00356737j -0.00797764+0.0155612j 0.00191834+0.0023754j 0.00667744-0.00140248j -0.00766428+0.00607511j -0.00639193+0.00274005j -0.000438658-0.0105041j -0.00310259-0.0065456j -0.0126669+0.00967655j -0.00907153-0.0113881j -0.00645955+0.00123685j 0.0160913+0.0064152j -0.0169517+0.00417567j 0.00260158+0.00276038j 0.0138707+0.0103135j -0.00374657+0.0105056j 0.0253819-0.00130754j -0.00380754+0.00702038j -0.00992492-0.00207596j 0.0111264-0.00461115j -0.0106606-0.00105024j 0.00380278-0.00090457j 0.0157865-0.00104126j -9.60993e-05-0.00144758j -0.00727393-0.00149462j -0.00645454-0.00303771j 0.00121922-0.00294185j 0.00717045-0.0037187j -0.00710172+0.00255277j -0.0098626-0.00752724j -0.00688984+0.00738967j 0.00279907-0.000206367j -0.0112258+0.00218673j -0.00187447-0.00652936j 
0.00138244-0.000799847j -0.00684036+0.0101958j 0.00948318-0.00478457j -0.0120764-0.000965463j 0.00538873+0.00953809j 0.0166764-0.00965516j -0.00634553-0.000259414j 0.00662776-0.000945874j -0.0229924+0.00683727j 0.00359255+0.00551452j -0.0108177-0.0229811j -0.0006825+0.0067787j -0.00806577+0.000695741j -0.0184808-0.0117291j -0.00394676-0.0247979j 0.00593568-0.0156191j 0.0266473+0.0139298j -0.0191033-0.0143937j 0.00256758-0.0109637j 0.00572772+0.00697552j -0.0421545+0.0210927j -0.0359008+0.0174106j 0.0319745+0.00810403j -0.00605434+0.0220747j -0.0249004-0.00712339j -0.00829686+0.0048512j 0.000615945+0.000788385j 0.0329353+0.0173866j -0.0144384+0.0228255j 0.0204511-0.013644j -0.0135498+0.0146441j -0.0230184-0.0788403j 0.0115259+0.0109328j 0.0360662+0.00331977j -0.0510966-0.0453237j -0.0416917-0.0299584j 0.0241088+0.00618815j 0.0178575+0.0157596j 0.0347069+0.0113054j -0.0179124-0.00276404j -0.0270462+0.00978687j -0.0515581+0.0376226j -0.00428652+0.0119705j -0.0257858+0.0343344j 0.0329944-0.0160826j 0.0186266-0.00620905j -0.00102817-0.00987176j -0.0162287+0.00573644j -0.021492-0.010069j 0.0170851-0.0108182j 0.00261175-0.0140297j -0.00773571-0.0253697j -0.00956663+0.00725985j 0.0137105-0.00191916j 0.00187431-0.0141665j -0.00239698+0.0129994j 0.0137116-0.00369596j 0.0140445+0.00787507j -0.0143932+0.00372548j 0.000241748+0.00691175j 0.00727796+1.84573e-05j 0.000785388-0.002279j -0.0110519+0.0144368j -0.00140465-0.0063994j 0.00811905-0.001604j 0.00948362+0.00814181j -0.0208267-0.00682669j 0.0190594-0.001997j -0.00706932+0.00170282j -0.0133088+0.000705944j -0.00236084-0.00981613j 0.00745304-0.0185177j -0.000579319-0.00375408j -0.00450081+0.0110107j -0.00744568+0.0130323j -0.0102786-0.0232378j 0.00531292+0.00725515j -0.00324043+0.0083259j -0.00977267+0.00339092j -0.0193459-0.00305927j 0.00627305-0.0157585j -0.0150447+0.00122825j 0.00339731+0.00635517j 0.00523912-0.00732195j 0.00430232-0.00900755j -0.00580147+0.00121208j 0.000379275-0.00516374j 0.00765874-0.00489137j 0.000392985+0.00204164j -0.00417688+0.00732144j -0.00234484+0.00388965j 0.00286288-0.0103564j 0.018919-0.00213771j -0.000152454-2.41541e-05j -0.000678293+0.00374505j 0.000974453-0.0103652j 0.0122347+0.00351257j 
-0.00676337-0.0030355j 0.0086764-0.00778745j -0.00285686-0.00865745j -0.003089-0.00587948j 0.00133378-0.013208j -0.0025731+0.0247994j 0.00557525+0.0120472j 0.00262153-0.0317702j -0.00300244-0.0158652j 0.00721069-0.0110854j -0.00286959+0.00536355j -0.00416941+0.000478699j -0.00431777-0.0113989j 0.00664534+0.0097063j -0.0155804+0.02056j 0.00482135+0.0666427j -0.00343031+0.00267766j 0.00574026+0.0676197j 0.00136174+0.0129875j -0.00563575+0.000472251j 0.0132081-0.045238j 0.00185568-0.0257958j -0.0130768-0.003699j 0.0176357+0.0243988j 0.0206759+0.0327447j 0.00261069-0.0062924j -0.0213493+0.0328731j 0.000277528-0.00866437j -0.0179735-0.0115376j -0.00159864+0.0180462j 0.0151088+0.0463686j 0.00906179+0.0258205j -0.00552664+0.0282419j -0.0216546+0.0865841j 0.0179988-0.00252818j -0.00479318+0.0475783j -0.0330953-0.0501523j -0.028625+0.024212j -0.00765981+0.00734545j -0.00270035-0.0253605j 0.0218496-0.000789439j 0.0137063+0.0021954j -0.0235786+0.0842343j -0.0123776+0.0173587j 0.0107135-0.0351495j -0.00617589+0.00475502j -0.0124403-0.0223217j 0.0300478-0.0132385j 0.00322919+0.00224011j -0.0159778-0.0233027j 0.00475366+0.0191898j 0.0179248+0.012658j -0.00193471+0.00434977j -0.0132508+0.00167786j -0.0105699+0.00667465j -0.00790155-0.0168323j -0.00613648+0.011508j -0.00528179+0.000353274j -0.000867676+5.39145e-05j 0.00265344+0.0033993j 0.00108643-0.000382868j -0.0100949-0.014038j 0.0115476+0.0258243j -0.00257007-0.0136401j 0.00213596-0.000957985j 0.0021172+0.00243885j 0.000927131+0.00683843j 0.00982179-0.00623126j -0.0220891-0.00304961j 0.000777519+0.00585098j 0.0117304-0.00792179j -0.00591197-0.0133185j -0.00260995-0.000135691j -0.000372735+0.0251947j 0.00256215+0.0140584j 0.0024843-0.00568944j -0.0036403+0.00442015j 0.00411289-0.00406995j -0.00135643+5.08801e-05j 0.00447642-0.0256383j 0.00301457-0.0100416j 0.00137687+0.023643j -0.00590646+0.00565895j 0.0008342+0.00538417j -0.00757838-0.000236266j 0.00182409-0.0103371j -0.0094968+0.00948044j -0.0164016-0.00619522j 0.00883391-0.00777764j 0.00101525+0.0231339j 0.00348437-0.00482665j -0.0025824-0.00466297j -0.00382674-0.00871714j 0.00219101-0.00525682j -0.00333705-0.00302437j -0.000804606-0.00571047j -0.00271826+0.000830106j 
-0.0250774-0.00713003j 0.00495325+0.0050253j -0.0005551-0.00434187j 0.00126366+4.28645e-05j 0.032897-0.00223727j -0.0069369-0.00519103j -0.0197795-0.00053354j 0.00076806+0.0244678j -0.00280037+0.00598679j -0.00455162+0.00046149j 0.0062979-0.00241761j 0.0275413+0.00193583j 0.0216937+0.00823275j -0.00911953+0.000320549j -0.00360683-0.010292j -0.0048023-0.0203617j 0.0213402-0.0345365j 0.00425998+0.0069829j -0.0301262-0.00954307j -0.00578687-0.0173063j -0.0107247-0.00970191j -0.0468895-0.023479j -0.0269663-0.0182839j 0.00836964-0.0287452j -0.0476789-0.0273285j 0.0406462-0.0134791j 0.0468654+0.0128081j 0.0479404+0.0129358j 0.022108+0.0302629j 0.0125367-0.027426j -0.0229004+0.0252066j -0.0128629+0.0432852j -0.00208096-0.00283171j -0.0243972+0.00425626j -0.0449098-0.0119206j -0.0553255-0.00193176j -0.0212004+0.00474099j 0.0206988-0.00331765j 0.0462179+0.0196476j 0.0179572-0.018356j -0.0260818+0.0220669j -0.0155893+0.0897876j -0.0175131+0.00938308j -0.00496232+0.00770248j 0.0247192-0.0124604j 0.0249059-0.0258297j -0.00700149-0.0119933j -0.0255923-0.000640161j -0.0160956-0.0126624j 0.0073396+0.0243847j 0.0114939-0.0252883j -0.0310897-0.0123493j -0.0103019-0.00215765j 0.0100353-0.0119878j 0.00786774+0.000531629j 0.0035743+0.00786662j 0.0100514-0.00563616j 0.0114835+0.00936437j -0.022578-0.00464924j 0.00115888+0.00477752j 0.00954874+0.00424398j 0.00072743+0.000370162j -0.0105979+0.00364959j -0.00602161+0.00271785j 0.0111711+0.00579571j 0.010225-0.000426043j -0.0210409+0.0069614j 0.0125402+0.00795291j -0.00303005+0.00962514j -0.00183862-0.00160105j -0.00502919-0.0103525j 0.00439281-0.0111712j 0.00704246+0.000335394j -0.007268+0.00909594j -0.000279456-0.000421663j -0.00891326-0.00936448j 0.00147514+0.017185j -0.00754759+0.0117121j -0.0174893+0.00384894j -0.00188169+0.0203809j -0.00596585-0.00658781j -0.0105389-0.00776128j 0.0103447-0.0125506j 0.011716+0.000679442j -0.00333059-0.0108239j -0.000353642-0.00169882j 0.00910862-0.0119571j 0.0170248+0.00115792j -0.0088486-0.00512581j -0.00440233+0.00314556j 0.00817795+0.0083759j 0.00160741-0.0026568j 0.0227841-0.00989653j -0.00508297+0.00238707j 0.00386029+0.00687512j -0.00220881-0.00550313j 0.0159228-0.00508145j 
-0.00463735-0.0086295j 3.08055e-05+0.00937493j -0.00259479+0.00330932j -0.00539187+0.00506194j 0.00243417+0.0126838j 0.00911433-0.0109894j 0.007921-0.0087011j -0.011185+0.0195132j -0.0156291-0.000358174j 0.00150046+0.00827536j -0.0010428+0.0181779j 0.00913933+0.0241022j -0.00437434+0.00712012j -0.00736682-0.00925167j 0.00722268+0.00161202j 0.0389221-0.0571598j -0.00480755-0.0242968j 0.0184897+0.0164939j 0.0126597-0.00877362j 0.00506335-0.00212483j -0.0323902+0.00289556j -0.0202345+0.00536238j -0.0480881-0.0305761j 0.00313147-0.037751j 0.00335104-0.00387361j -0.0174043-0.00116231j -0.0239754+0.0389061j -0.0320373+0.0140392j -0.0417691+0.032355j 0.0315986+0.0366097j 0.108351-0.0057689j -0.0222154+0.00478449j 0.0109606-0.0440944j 0.00327417-0.0155257j 0.0397094+0.0170342j -0.00713997+0.0494995j -0.0530736+0.0493805j -0.0315723+0.0281524j 0.00344434-0.0455981j -0.0442163-0.00730839j -0.0260305-0.00847522j 0.0133888+0.0531198j -0.0931988+0.00697356j 0.0157118+0.0372233j 0.0401585-0.010277j -0.0173289-0.0226137j -0.0381037+0.0363462j 0.00583663+0.0116914j -0.00883602+0.00484996j -0.0166643+0.00414343j 0.0296343-0.0400937j 0.0205563-0.00167754j -0.0165771+0.00414408j -0.00456062-0.00264161j 0.000627069+0.0102566j -0.00877769+0.0128731j 0.0234643-0.00910662j 0.0122871-0.0161772j -0.0328337-0.000269625j 0.0285869+0.031415j -0.0205819+0.0153235j 0.00495711+0.00589457j -0.0161275-0.00780078j -0.025336+0.00596961j -0.00657807+0.00972724j 0.0114981-2.70644e-05j -0.00758401-0.000955029j -0.00287078+0.0066629j -0.00792282+0.0111383j -0.021074-0.0126146j -0.00282891-0.0237543j 0.00311881+0.00652438j 0.0250127-0.0214704j 0.00664584+0.000890754j 0.00217351+0.0218153j -0.00418406-0.034262j -0.00477253+0.0163731j -0.00997685+0.0114836j -0.0141013+0.00186468j -0.0118851+0.0138462j 0.00831317+0.00887612j -0.0257479-0.00934173j 0.020171+0.00395133j 0.00132398+0.000327131j -0.00952471-0.0182785j -0.00679671+3.73861e-06j 0.0164386-0.00962968j 0.00625602-0.000481876j -0.00522747-0.0200266j -0.0119608-0.00897397j -0.00190459+0.00257888j -0.00696527-0.0139699j 0.0111239-0.0102744j -0.00908236-0.00226966j 0.00471297+0.00859278j -0.00510408-0.0139254j 0.00716664-0.00130018j 
-0.00773461-0.00447061j 0.00254815+0.00470333j 0.00354203+0.00432228j 0.00536229+0.00870198j 0.0108801+0.00755588j -0.00893112-0.0057244j -0.0114697-0.00325411j 0.0086538-0.00984435j -0.0015034+0.00842118j 0.00686309+0.0085768j 0.00362375+0.00556218j 0.0202631+0.0390894j 0.00838889+0.0121599j -0.0272713-0.00976056j -0.0169337+0.0144944j -0.0183201-0.00162525j -0.0228488+0.00571003j -0.0234522-0.0132733j -0.000435909-0.00685916j -0.00708103+0.00753183j 0.00739593+0.00486026j -0.0606584-0.00236773j 0.00818264+0.0250163j -0.0445966+0.0154858j -0.0547104-0.0219376j 0.00703182+0.0553156j 0.0204238+0.00638761j 0.00665707-0.00881663j 0.0153503-0.0160186j -0.0224866-0.00401091j 0.00452418-0.016924j 0.0578081+0.0221447j -0.0459545-0.0186277j -7.13382e-05-0.045142j -0.00240373+0.00577501j 0.0529707-0.0430232j 0.0910735-0.0296074j -0.0194652-0.0255586j -0.00705454+0.0350786j -0.0447437-0.0052378j -0.0180268-0.0208164j 0.0294009-0.0529553j 0.0139179-0.0204807j 0.00688862-0.0399976j -0.0269714+0.00352505j -0.000671959+0.0191316j -0.0165185-0.00936025j 0.0191257-0.0216488j 0.012704+0.0203254j 0.0426489+0.0177083j -0.0407709+0.0246726j 0.000153501-0.00512309j -0.0208785-0.00951826j -0.00534374+0.00238135j 0.0121301+0.0143057j 0.0120643+0.00273016j -0.01475-0.00295925j 0.0246536-0.000196977j -0.0345882+0.000198997j 0.0192844-0.0208923j 0.00869955+0.00267085j 0.0194209+0.0112715j -0.0265802-0.0260834j -0.00521502+0.00917687j 0.0194044-0.0118302j 0.00694977+0.0130442j 0.00109864+0.0194552j 1.5694e-05+0.0075568j 0.0439533-0.00910632j -0.0074367-0.00896497j -0.00052879+0.00987258j 0.0118181-0.00898492j -0.0217607+0.0263214j 0.000506292+0.0251767j -0.000198622-0.0041062j 0.000286553+0.00674384j 0.01979-0.00527568j 0.00996527-0.00675744j -0.00465575-0.00775862j -0.0183563+0.00332106j 0.0150905+0.00965752j -0.00395606-0.0019465j -0.0250439-0.00821626j -0.00571563+0.00513005j -0.00855404+0.0120345j -0.00758384+0.00343435j 0.00218053+0.00858563j 0.0145731+0.00831362j -0.01955-0.00448719j -0.00457843-0.00216804j -0.0080422-0.00516648j -0.0031821+0.0170144j 0.00505717+0.00387226j 0.00561855+0.00345473j 0.007844+0.000465569j 0.00161397+0.00757001j -0.00637024-0.00917341j 
