0.00046557+0.0164495j 0.0205595-0.00666906j -0.0247664+0.0140712j -0.00896486+0.02903j -0.0130919-0.0123611j -0.0140802+0.0219784j 0.0165559-0.000698052j 0.0133201-0.00320729j -0.00305688+0.0439606j -0.0141443+0.0161399j 0.00572803+0.0272747j 0.00385725+0.00633291j -0.0124128+0.00464263j 0.00867543-0.026363j -0.0140442-0.0214009j 0.00121417-0.00837365j -0.0334746-0.00926006j -0.00218474+0.0289632j 0.0165664+0.0625256j -0.00772858+0.00480221j 0.00318011-0.00063252j -0.000719668+0.0215459j 0.0154484+0.00137264j 0.0114141-0.00394575j 0.0082582+0.0115308j -0.0313671+0.00450011j 0.0266163+0.0224372j -0.0054562+0.0146907j -0.00257527-0.00103173j 0.0340407-0.0375319j 0.0195615-0.0149435j 0.00464361-0.00596484j 0.00679213+0.0329123j 0.00654965+0.0096842j -0.0026504+0.0336885j -0.0135566-0.0170366j 0.0212583+0.0147611j -0.0245188+0.00805548j -0.00791171+0.0243374j 0.00352173-0.0382965j -0.0597071-0.0219343j 0.0118621+0.0210102j 0.023292+0.0280718j 0.0184597+0.00336716j 0.00572863-0.0289871j -0.0241153-0.041811j 0.0233667+0.0341162j 0.0177959-0.033142j 0.00272166-0.0258624j -0.0569027+0.0221206j -0.0269212+0.0296227j 0.0120743-0.00171669j -0.0248851-0.000777265j -0.0183441-0.00962642j 0.0201896+0.0206444j 0.0308439+0.0338653j 0.00546477-0.0338801j -0.0243482-0.0529746j -0.00558859+0.0051286j 0.053678-0.0321134j -0.0103771-0.0155174j -0.00714215+0.024218j 0.0457867+0.0137615j 0.00641397+0.010608j 0.00624041-0.0297342j -0.00825119+0.00114746j -0.00164606+0.0302988j -0.028336-0.00937661j 0.0210424+0.00529211j 0.00974555+0.00851231j -0.00293837-0.0151211j -0.0267529-0.00230369j -0.00876748+0.0167451j -0.000188886+0.0438031j 0.0229474+0.0364954j -0.0306937+0.0210611j 0.0624543-0.00108066j -0.0231782+0.0133297j -0.00955794+0.0465412j -0.0248321+0.0352187j -0.0068537+0.0554965j -0.0184726+0.0195815j 0.0110576-0.0354887j -0.0408191-0.0438052j -0.0281353+0.0251292j 0.00610769+0.016912j -0.00349419-0.00885862j -0.0209091-0.0167737j -0.0157457-0.000829518j -0.0117571+0.0026534j -0.0145129+0.0199596j -0.0474624+0.0266923j -0.0190539-0.0677378j -0.0103635-0.00685304j 0.015891-0.0288645j -0.0832149-0.0374881j 0.0386951-0.0991323j 
0.00619523+0.00502888j 0.00180471-0.00586728j -0.00112451+0.0093505j 0.00328512+0.00616246j -0.0198266+0.00826692j -0.00569828+0.00401019j -0.0122293+0.00238207j -0.0216001+0.00165011j 0.0130241-0.00235684j -0.0172837+0.00982374j 0.00612715+0.0144769j -0.000604306-0.013719j 0.0163888-0.0073102j -0.00173624-0.00533368j 0.0110613+0.0126283j 0.0143433-0.0223001j 0.00639265-0.0176387j -0.0107884+0.00385137j -0.00289031-0.00216716j -0.00272961-0.00752989j 0.00390614+0.0111052j 0.0370673+0.0166014j 0.0291186-0.0235493j 0.00527056-0.0173062j -0.0208358-0.00152847j 0.0361561+0.00751914j 0.00274988-0.0128683j -0.0346124-0.00955378j -0.0143589+0.00791177j -0.0181903-0.026588j -0.0203158+0.00438741j 0.000777397-0.010909j 0.0234907-0.00767305j -0.0295126-0.052706j -0.00281051+0.0354589j -0.0207126+0.00914212j -0.0220697-0.00853498j -0.0055708-0.00327405j 0.0105636+0.00142368j 0.011772+0.0147708j -0.00743207-0.0037728j -0.0115771+0.0195031j -0.000613992-0.0621743j -0.0140839-0.020224j -0.0150766+0.026201j 0.000773588-0.00659121j -0.0113295+0.00294946j 0.00231331+0.00600427j -0.00774026+0.00245863j -0.00236215+0.00310951j -0.00383878+0.0166206j -0.00625521-0.0198616j 0.000794889+0.0090906j 0.006441-0.00570366j -0.0236601-0.0164469j 0.00437956-0.00226938j -0.00878002-0.0069052j -0.0151722+0.0114462j 0.0171103-0.0089078j -0.00787784-0.012595j 0.00542784-0.00649102j -0.00156613+0.0118237j -0.00529186-0.00782308j 0.000237313-0.000831757j 0.000771822-0.0111599j 0.00203717+0.00665701j 0.0120807+0.00459134j 0.00104505-0.00268267j -0.00728757-0.0310551j 0.0194793-0.00671555j -0.00727305+0.00204949j -0.0114286+0.0136882j 0.0122771+0.0172388j 0.00975954-0.0104986j -0.0108044+0.0161499j 0.00644683+0.00361059j -0.00519125-0.0158176j 0.0140695+0.00398847j 0.0097221-0.000622376j 0.00482853+0.00832356j 0.00109087+0.00762643j -0.00317316-0.015911j -0.0109328+0.0170994j -0.00905341+0.00948879j 0.0115138+0.00293094j -0.00991056+0.00317032j -0.013514-0.00677546j -0.000639628+0.00332711j -0.00367407+0.0212203j -0.00519793-0.00695567j -0.00937405+0.00842377j 0.00351413+0.0185709j -0.00670907+0.00950093j 0.00295081+0.00489106j -0.00551727+0.00415148j 0.00667201+0.00530327j -0.0153354-0.000640908j 
0.0131078+0.00162723j -0.00192116+0.011179j -0.00979709+0.00696881j 0.0026547+0.00992269j -0.00306972+0.0199191j -0.000456565-0.00850554j 0.00269295+0.0119968j -0.00906871-0.00421154j -0.0066956+0.000990407j 0.00649867+0.0160418j 0.000957858+0.0068015j 0.00664563+0.0152868j 0.000669533+0.00870492j 0.00922283-0.00305985j 0.0177185-0.00604224j 0.00996118+0.0135242j 0.0125897-0.032494j 0.0264912+0.0213776j -0.00286936-0.00378634j 0.00271503-0.0128057j -0.00555344+0.0187401j 0.0265026-0.00400772j 0.0211568+0.0169931j 0.000615029-0.0527384j 0.00771762-0.0349934j 0.00573903+0.0191235j 0.00666068-0.0016737j 0.00292455-0.0290577j -0.00994725-0.0188004j 0.0145539-0.0436491j 0.0620585+0.00262795j -0.0385724+0.076068j 0.00888598-0.000787204j 0.00677413+0.00316825j -0.0285908+0.0227416j 0.0292037+0.00812568j -0.0374523+0.000114082j 0.0286456-0.0118513j 0.00693093+0.0166715j -0.0406691+0.0177317j 0.0139413-0.00874965j 0.0520531+0.0223788j 0.0184469+0.00823656j 0.0153992-0.039457j -0.0511352-0.0177847j -0.0307125+0.0202383j -0.0102375-0.012503j -0.00924942+0.0144514j -0.00168763+0.00439012j -0.0285743-0.0126081j -0.0270023-0.0127843j -0.00900698-0.00204238j 0.0192896-0.0137955j 0.0211781-0.00423584j -0.0179201-0.00124632j -0.000245944+0.002546j 0.0182806-0.000743876j 0.0153061-0.000350661j 0.0197247+0.00134606j -0.000715775+0.00363826j 0.00486155-0.000451849j -0.0123618+0.00534481j 0.0101597-0.00809735j 0.00238202+0.00782247j 0.00012029-0.0148305j -0.00202981+0.00498667j -0.00252433+0.00594394j -0.00423669-0.00420003j 0.000322775+0.0208967j -0.0147016+0.0193606j -0.0227417-0.00985979j 0.010536-0.0094331j 0.00453368+0.00986736j 0.00644314+0.0150956j 0.0172807-0.000108368j 0.00328612+0.0040107j 0.00788131+0.000391903j 0.0118714-0.00712108j -0.00342124-0.00778051j 0.0108736-0.0109136j -0.019777-0.00179417j 0.00986664+0.00480224j -0.00796655-0.00771132j 0.00161961+0.00410452j 0.00183628-0.00252417j 0.00165168+0.00453352j -0.00187911+0.00434892j -0.00670115-0.00252894j 0.00858284+0.00105493j 0.0113606+0.00924073j 0.00646838+0.00167983j 0.00274291-0.010649j -0.00479501-0.00839545j 1.39755e-05-0.00479852j -0.00105689-0.00735583j -0.00167357+0.00496363j 0.0128943-0.004476j 
-0.00160046+0.00123847j 0.00482216-0.00154049j -0.00502131-0.000813342j -0.000266531-0.00125533j -0.00483142-0.0113957j 0.000356214-0.00159418j 0.00809474+0.000633059j -0.0099621-0.0107036j 0.00977682-0.00769175j 0.00732996-0.0117962j -0.0157733+0.015034j -0.00408176+0.00186322j 0.0191584-0.00826873j 0.0025865+0.0106449j -0.00719099+0.024335j 0.0284307+0.0342744j -0.0210723+0.0231815j 0.000375094+0.00245799j 0.00928065+0.00960607j 0.00677861-0.00811528j 0.0120853-0.00902453j 0.0205926-0.017341j 0.0257736+0.0139011j 0.00793104+0.0338067j -0.0153447+0.00378078j 0.0107155+0.00732123j -0.00979946-0.00604048j -0.0191685-0.0178999j 0.0210678-0.0568277j -0.0343031+0.0299762j -0.0556476+0.0080297j 0.0380375+0.0021271j 0.0140576+0.00606487j -0.0417632+0.0234762j 0.0102698-0.0177054j -0.0617181-0.0438289j -0.0277657-0.0470212j -0.0210868-0.048922j 0.0430799+0.0395843j 0.0509246-0.0165494j -0.0475499-0.00944578j -0.0887131-0.00984451j 0.00546344-0.035153j -0.0366305-0.0254862j 0.00530807+0.0173956j 0.0331132+0.00586091j 0.0012747-0.0279231j -0.0165504-0.00134089j 0.00751922+0.000260387j 0.00735866-0.0296685j 0.0246845+0.00398862j 0.00769243+0.0158985j -0.024531-0.00432489j -0.0155097+0.00745359j 0.00913942-0.00577209j 0.0267098-0.00891521j -0.0025461+0.0276637j -0.0109556-0.00852007j 0.0103156-0.0185351j -0.00212776+0.00466233j -0.0194326-0.0071642j 0.00433786-0.00727439j 0.00281087-0.00244699j -0.00437344-0.00629442j -0.0232565+0.00158402j 0.0068731+0.00787284j 0.0143523-0.000587448j 0.005866-0.00665661j -0.00480284-0.0117122j 0.0116677+0.00847104j 0.00950583+0.00613541j -0.0175072-0.00584404j 0.0297478+0.0169154j 0.0190374+0.0084216j -0.0206101-0.00773759j -0.00230543+0.00275019j 0.0122721+0.00730658j -0.0258149-0.0128542j 0.00189416-0.0114718j -0.0230489-0.000999047j 0.0159104-0.00855743j 0.00794865-0.0108429j -0.00678894+0.0168297j -0.0128805+0.0120189j 0.0171285+0.00765185j 0.00750702-0.000751685j 0.000344529+0.00880115j -0.00473501+0.000382541j 0.00443538+0.00918208j 0.0135455+0.00157765j -0.0077612+0.00517186j -0.00775539-0.00224634j -0.0130784+0.00399314j -0.0029636-0.00570108j -0.00207986-0.00477173j -0.00713755+0.00131438j -0.0104655+0.01503j 
0.00194216+0.00322551j 0.00194025+0.0021835j -0.0178446-0.0028002j -0.00378897-0.000366118j 0.00108769+0.0117985j -0.000137942-0.00901125j -0.000815126+0.0147707j -0.000611871+0.00757086j 0.00276676-0.00874335j -0.0111032+0.0100961j -0.0017392+0.00475073j 0.00641543+0.00688757j 0.0113381+0.00727389j 0.00191971+0.0170226j -0.0120764+0.00921356j -0.00405695-0.00521563j 0.00810025-0.0276372j -0.00493813+0.0279614j -0.0157016-0.0242183j -0.0252498-0.0115266j -0.00668345-0.003932j 0.0138853+0.0477607j -0.010776-0.0108342j -0.00413089-0.0473992j -0.0292229-0.0214094j 0.0026393+0.00774312j 0.00775056+0.0186854j 0.0162505-0.0166626j -0.00147837+0.0405348j 3.06614e-05+0.00375333j 3.70563e-05-0.0036665j 0.00118526+0.0197811j 0.0321078-0.000706253j 0.0343401-0.000630811j -0.0256944+0.0381794j -0.0338313+0.00605275j -0.0215393-0.0308678j 0.0244636+0.0683169j 0.0401873+0.0111507j 0.0248939+0.0304825j 0.013865+0.0160656j 0.0472195+0.0223672j -0.00170459-0.0110099j -0.00234854+0.00835622j 0.00179672-0.00208513j -0.000562137-0.00285375j 0.00983212+0.0202292j -0.026946-0.0281j -0.0330654+0.0122317j -0.0258325-0.0050758j -0.021294-0.0209301j -0.0110321-0.0116206j -0.00227742+0.014263j 0.0114549+0.00929796j -0.0128233+0.0223375j -0.00373687-0.020106j 0.00777555+0.0029276j 0.00312156-0.00565185j 0.00154615+0.00402968j 0.00747138+0.00566374j -0.00177306+0.00657871j -0.00672808-0.0109423j 0.0123915-0.01787j 0.00564702+0.0230539j 0.0124838-0.0183048j 0.0120663+0.00587987j -0.000961424+0.0134866j 0.010312-0.020399j 0.00752126-0.0296819j 0.00614476+0.00233839j 0.000444878-0.00349344j -0.0187401+0.000248776j -0.000306205+0.005046j 0.0123114+0.00535598j -0.00161642+0.0175647j -0.0122996-0.0227951j 0.00700438-0.00951911j 0.00667949+0.000552277j 0.000107053-0.00650218j 0.00715065+0.0176892j -0.00791823-0.0150066j 0.00143109+0.00364225j -0.00125686+0.0166399j -0.00889863+0.00864652j -0.000462414-0.00109624j 0.00258331+0.00135297j -0.0029293-0.00124053j -0.00772925-0.00206044j 0.00248577+0.00312477j 0.00890528+0.00136189j 0.00493696+0.00989144j -0.00656857+0.00611247j -0.00279808-0.000618465j -0.000340739-0.00494038j 0.00668594-0.00398037j -0.00639049+0.00485714j 0.00254753-0.0027112j 
0.00518417-0.0178217j -0.00671431-0.00338739j -6.586e-05+0.0101151j 0.0136998-0.00323342j -0.0161592+0.0228831j -0.00692987-0.00584246j -0.00341097-0.00450649j -0.00529592+0.0072653j 0.0219065+0.00322012j -0.0178471+0.0251575j 0.00793307-0.00908231j 0.000188663+0.00556552j 0.00608499+0.00638918j -0.00219357-0.0127684j 0.0105441-0.0146348j 0.00324421-0.0389439j 0.0256666+0.0041469j -0.0372981+0.011261j 0.00852673-0.0160638j -0.00159432+0.0293996j 0.00818721+0.0327085j 0.0429076+0.0221507j 0.00440102+0.046189j 0.0392802+0.00231889j 0.0239836+0.00928252j 0.00908983+0.0109571j 0.000775074+0.00578071j -0.0209781+0.0250609j 0.00401056+0.0464683j -0.030613-0.00642536j -0.0666293+0.00187589j -0.0170616-0.0199146j -0.0175643-0.0412805j -0.0392487-0.0683839j 0.0192476-0.00878037j -0.00632763-0.0045756j 0.0505664+0.0185275j -0.00636037+0.0228028j -0.0589773-0.0040622j 0.0200815+0.0231672j 0.0142443+0.0253214j -0.0380476-0.00387017j 0.020169-0.00214842j 0.0337559+0.0188614j -0.0254828-0.0105577j -0.0243876-0.00990508j 0.0269788-0.00595662j 0.0287818-0.0230298j 0.0183509+0.017744j 0.0220228+0.00349434j -0.0266034-0.0218004j 0.0213444-0.0220321j 0.0244099+0.00396818j 0.0232477-0.0042561j -0.012096-0.000167121j -0.00453112-0.00908699j -0.0137583+0.0113035j -0.00104645+0.015557j 0.0359971+0.0122469j -0.00427493-0.0110545j -0.00380837+0.0159513j -0.00258403+0.00912482j 0.00216105-0.00779008j -0.00164466+0.0103949j -0.00153421-0.00566125j -0.0189884-0.0106954j 0.012232-0.000290361j 0.00179258+0.00786261j 0.00188748-0.000325764j 0.0163665-0.00117405j -0.00345349+0.00492622j 0.000431905+0.0120813j 0.000895905-0.002807j 0.0013221+0.00412532j -0.0164483+0.00531017j 0.00651142-0.000775389j -0.0114963-0.00424207j 0.0110661+0.00666214j 0.0124498-0.00778564j 0.00297927-0.00798934j 0.00359815-0.00744484j 0.00997558+0.0093912j -0.0175447-0.0107399j 0.00301478+0.0107066j 0.0036764-0.0120969j -0.00703756-0.0143952j -0.0169365+0.00180937j -0.00483176+0.0116145j 0.00448642-0.0107522j 0.00694253-0.00268851j 0.00364958+0.00203908j 0.00743897+0.00120724j -0.0161735+0.0114199j 0.00274811-0.00358155j -0.00816149+0.00580564j 0.00977068+0.0054862j -0.00680673+0.010566j 
0.00612178+0.0127879j -0.00391069+0.00144786j -0.0032979-0.00281053j -0.00125011+0.00520845j -0.0105833-0.00687087j 0.00794536-0.000583524j 0.00756463+0.00579272j -0.00596467-0.00979892j -0.000436605+0.00874816j -0.0252338+0.00174627j -0.00119219-0.0124639j 0.0061312-0.00126847j -0.00982704+0.00209544j 5.7292e-05+0.00130507j -0.00300104-0.00221025j 0.0117037-0.000364468j 0.008912-0.00913925j -0.00781324+0.0088394j -0.0048783+0.00783243j 0.00346321+0.00090696j 0.0177896-0.00240755j -0.015733+0.00289823j 0.0370381+0.0359901j 0.0381359+0.0231118j -0.0130738+0.0161427j 0.0233147+0.00545254j 0.00646668-0.0054971j 0.00703558+0.00564264j -0.00256177+0.00188877j -0.0167258-0.0123818j -0.0273299+0.000172028j 0.0560327+0.0172864j 0.033838-0.0143879j 0.0127067+0.00988561j -0.0346436-0.00787267j -0.0449197+0.00409322j -0.0242253+0.00963338j -0.0356585-0.00217622j 0.0253793-0.0104122j 0.00424104-0.00285355j 0.00101272+0.00303059j -0.00603205-0.0212919j 0.051168+0.0213002j -0.0325415+0.00114j -0.0402138-0.0132929j -0.00155148+0.00377852j -0.0165657-0.0159562j 0.0160124-0.00915453j 0.0105821+0.00961858j -0.00525177+0.000375242j -0.0384144-0.0130659j -0.00404737+0.0125762j -0.00698716-0.00761791j 0.00215593+0.00408468j -0.0246406+0.0223102j -0.0016884+0.00247717j 0.0093104-0.00287149j -0.00422184-0.000420306j 0.0052853+0.0184866j -0.0177641-0.00730828j -0.00123019+0.00688524j -0.00774581+0.00398332j 0.0210362-0.00140364j 0.0089521+0.0036766j 0.0118663+0.00468126j -0.00361227-0.0221362j -0.000484021-0.0119261j 0.0217229+0.00306461j 0.0284847+0.0121857j 0.0328613+0.000973682j -0.0166262+0.0151392j -0.0209161+0.00176525j 0.0212484+0.00391027j 0.0116672+0.0208438j -0.0137791+0.00235546j 0.0236979+0.00634026j 0.0145179+0.0049593j -0.00549871+0.0120347j 0.00512933+0.0122716j -0.00745381-0.017987j -0.0114284+0.00887101j -0.00286064+0.00982148j -0.0171833-0.00498391j 0.00822709-0.00170713j -0.00029925-0.00629894j -0.0114431-0.0103873j -0.00443662+0.00670694j -0.00253658+0.00344052j 0.00757038-0.00456412j 0.00418437+0.014378j -0.00830172-0.00944578j -0.000533723-0.00139701j 0.00047551-0.00527584j 0.00893995+0.00116521j -0.00409843-0.00367396j 0.000232724-0.000749728j 0.00228369-0.0131933j 
-0.00513373-0.00683783j -0.00464265-0.0018956j 0.00263435+0.00669604j 0.000270448-0.00478116j 0.00113142+0.0125306j -0.00134782-0.00357711j -0.0145175+0.00780957j -0.0122214+0.00508542j 0.00373231-0.0150638j 0.0041522+0.0153656j 0.000642004+0.00161927j -5.57262e-05+0.0120781j 0.00672015+0.0105088j -0.00867597+0.00606948j 0.00596394+0.0079048j 0.00122772+0.0186174j 0.00323456-0.0443991j -0.0158939+0.0302788j 0.00971245-0.00895929j 0.0230426-0.0188859j -0.00497613-0.00646926j -0.0195606+0.0109043j 3.00966e-05-0.00471205j -0.0269407-0.0623546j 0.00699969-0.0290476j 0.00517827+0.00605571j -0.00856554+0.00451962j -0.0294062-0.0155386j -0.0198724+0.0223981j -0.0109358-0.00497677j -0.0145355+0.00684197j 0.029195+0.065629j -0.0561798-0.0155373j 0.0214723+0.0198004j 0.0380394+0.0596785j 0.0957413+0.0389527j 0.0543648-0.0194723j 0.00208237+0.0262503j -0.0768801-0.00826703j -0.0175962+0.0321417j -0.00915167-0.00778815j -0.0512378+0.0122005j 0.0400662-0.00078116j -0.0049078-0.0176921j -0.00944475-0.0185279j 0.0220888+0.0173771j -0.00141741+0.000194108j 0.0210352+0.0224086j 0.0052677-0.00198429j 0.0354516-0.010982j 0.0116306-0.0333232j 0.0218299+0.00931967j 0.000533489+0.00564495j 0.0149467-0.0158116j 0.0157173+0.00600892j 0.00175565-0.0120823j -0.0187545-0.0169382j 0.00761946+0.00269495j 0.0130357-0.00739255j 0.00526795+0.00347822j 0.0344044-0.0210405j 0.0266715-0.00206829j -0.0255851-0.014572j -0.00729145+0.00793361j -0.00603799-0.00080078j -0.00617104-0.00748711j -0.0108016-0.0118824j 0.000426252+0.0117451j 0.0135295-0.0111524j -0.0210254-0.00145042j 0.0113819-0.000929777j 0.00718537+0.00238667j -0.00237631-0.00160407j -0.0113088+0.00133861j -0.0150147+0.00178454j 0.00473674-0.00759611j -0.000359626+0.00387207j 0.000281949+0.00191968j -0.000599545-0.00458691j -0.0124174-0.00309632j 0.00584047-0.00425741j 0.00299773-0.00113982j 0.00193139+0.0046848j 0.0175192+0.0111852j 0.0115152-0.0132441j -0.0107706-0.0046278j 0.00822072+0.0090507j 0.0172798-0.00220045j -0.0115729+0.00500519j -0.00176988+0.00958705j -0.0010409-0.00403925j 0.00636875-0.00668693j 0.0137485+0.00857428j -0.000299853+0.00346782j -0.000910888+0.00118338j 0.00862502-0.00233999j 0.00512277+0.00813974j 
-0.0167134-0.00463419j 0.00937442+0.00635255j 0.0132984-0.00145847j 0.0137391+0.00610998j 0.0249147+0.00738695j -0.0272045-0.0126024j 0.000542868+0.00247102j 0.00639913-0.0095617j -0.00163213+0.0145334j 0.0191518+0.00210865j 0.00313921-0.00582753j 0.00916515-0.0162438j 0.0184818+0.0192011j -0.00367012+0.00124062j -0.000121021-0.0110055j 0.0125087+0.0154591j 0.00277149-0.0185462j -0.00718229-0.00296955j -0.000304022+0.00363996j 0.00627482+0.0126373j 0.0392482+0.0608552j -0.0154511+0.024377j 0.0142889+0.00784579j -0.0227212-0.0104142j -0.0314765-0.00518349j 0.00991533-0.00131895j -0.0285573-0.0507215j -0.0131711-0.0491327j -0.0414275-0.0181676j -0.00999599-0.0618142j 0.103857+0.0153404j 0.0221836+0.0411976j -0.00434834-0.00865309j -0.00739251-0.0331721j -0.00261051+0.0595294j -0.0258501+0.0308839j -0.0232103+0.0309516j -0.0419483-0.0180662j 0.0392303-0.0428673j -0.0140869+0.0122146j 0.0495323+0.0371363j 0.0220999+2.87396e-05j -0.0354749+0.00222393j -0.021981-0.0150129j -0.0203727-0.0236049j -0.00763228+0.00852857j -0.0574307-0.018629j -0.00836531+0.0219388j -0.0216801-0.00306333j -0.000212711+0.0131967j -0.0188939-0.00237086j 0.0186216+0.00946906j -0.0226459-0.00118162j -0.0137315-0.0167004j -0.0154119+0.00242843j 0.00204682+0.00611254j 0.0156573-0.0205276j 0.0135378-0.00277696j -0.0201598+0.017204j 0.000810995-0.0152235j 0.000108376-0.00497532j 0.00737254+0.0191841j -0.0126014-0.0144026j 0.00717342-0.00757747j 0.0213106-0.017602j 0.00802128-0.00707849j 0.00795346+0.0139607j -0.00619087-0.00812336j 0.0116516+0.0189213j 0.00887584+0.00615497j -0.00594625+0.00924174j -0.00334734-0.0115192j 0.00488797+0.00228334j 0.001437+0.0176038j 0.00502484-0.00176354j 0.011175+0.0134527j 0.0160527-0.00475875j 0.00419181+0.012343j -0.011315+0.000773886j 0.0169723-0.00422293j 0.00116642+0.000164581j -0.0101388+0.00912095j -0.021527-0.014159j 0.00576103-0.00513064j -0.00940634+0.00908475j -0.0110971+0.00587576j 0.00121006-0.00817374j 0.00990083+0.00352933j -0.0141506-0.00703862j 0.00564689+0.00747526j 0.0110517-0.00432347j -0.00405624+0.00153298j -0.00235168-0.00737385j -0.00930815+0.0017619j -0.00347294-0.00193133j -0.00464745-0.00213337j 7.04611e-05-0.00399506j 
0.00996972+0.00198746j 0.00906135+0.00635711j -0.0179785-0.00606989j -0.00582804-0.000299667j -0.0126719+0.00451521j -0.0143102+0.000310276j -0.0140652+0.00961718j -0.0100144-0.00251443j 0.0192553-0.000194308j -0.00612301+0.00676198j 0.00381242+0.00394777j 0.00551738-0.00165519j 0.0156004+0.0098621j 0.00386748+0.0209861j -0.00447274+0.0179519j 0.0126226+0.00846843j 0.000973309-0.0183977j -0.0236082+0.0258078j 0.00590935-0.00926531j -0.00151206-0.0042189j 0.0346889+0.0133861j -0.00816628+0.0403967j 0.0231939+0.00114768j 0.00286997-0.0205648j -0.00174874+0.00250621j 0.009911+0.0220742j -0.0102661+0.00918509j -0.00404067+0.00208462j -0.00553594+0.0170658j -0.0169109-0.0130416j -0.0308991+0.00603621j 0.0132863+0.0154942j 0.030538-0.010337j -0.00680715-0.00138014j -0.00986091+0.0111451j -0.0418406-0.00686547j -0.000390976-0.0693794j -0.0244112+0.0313522j 0.0315442-0.0160763j 0.0211057+0.0299514j 0.0243133+0.00604224j 0.008531+0.00951198j 0.0263435+0.00466217j -0.0405577-0.00425851j -0.0226351-0.0247412j 0.0102669-0.00432032j -0.00366773+0.00533943j 0.000212844-0.015761j -0.00437921-0.00109019j -0.0218831-0.0118558j -0.0202906-0.00282311j -0.0226065+0.00479785j 0.00963402+0.00321452j -0.00504736-0.0143768j -0.0069209-0.0187794j 0.00758098-0.00796075j -0.000650287-0.0230789j -0.0138838+0.00950568j 0.0113226+0.017494j -0.0237848-0.0153367j -0.0164099+0.00378042j -0.0168728-0.0100319j 0.00452578+0.0149194j 0.00154777-0.00115611j 0.000924607-0.00825937j -0.00792307+0.00427232j -0.00874919+0.0127901j 0.00476528+0.00744185j -0.00764941-0.0105599j -0.00119718+0.00454577j 0.00464036+0.00546173j -0.0178186-0.000526978j -0.00330528+0.00776084j 0.0227813-0.00100135j -0.0104824-0.00109957j 0.0112135-0.00093536j 0.0272157+0.00112262j -0.00134302+0.0102959j 0.00425896-0.00391809j -0.0040288+0.0132948j -0.0114422-0.00820276j 0.00332161+0.0153107j -0.020727+0.00307804j -0.00639174+0.00787225j 0.00219158+0.0139433j -0.00431676-0.00153582j -0.000856543+0.00512735j 0.000650995-0.00438224j 0.00346686+0.0161415j 0.00336208+0.0123532j -0.0105715+0.00216936j -0.00104183+0.00568626j -0.00589226-0.00357105j 0.013344+0.000113945j 0.0135374-0.00259987j 0.000557248+0.00498787j 0.00434864-0.00587219j 
0.0104894-0.00198623j -0.0136556+0.00111332j 0.00850631+0.00280924j 0.000714105+0.00326683j -0.0162088+0.0162841j 0.0057948-0.0045885j 0.0120759+0.0129976j 0.00672801-0.00609417j -0.00341438-0.0101279j -0.00163084+0.00641282j 0.00416789-0.00905169j -0.0296538+0.00559764j -0.0275741+0.0211821j 0.00694306+0.0170994j 0.00290467+0.00682701j 0.00431301+0.0204253j -0.00577454-0.0105611j 0.00500811+0.0340029j 0.0114804-0.0270697j -0.0104573-0.0175668j 0.0069694-0.0223055j -0.0124522+0.0303967j 0.0140058+0.00551894j -0.000431759-0.0197606j 0.0170657-0.0212385j -0.0398803+0.00993558j -0.0194565+0.0109893j 0.0259098-0.00303761j -0.0232696+0.00065431j -0.0127794+0.0294088j 0.0530133+0.0313356j -0.0129789-0.0123061j 0.0295551+0.00214352j 0.0404352+0.00818435j -0.0418765+0.0134186j -0.0788407-0.0315497j -0.0581814-0.0526696j -0.0461877+0.0320285j 0.0834759+0.0303185j -0.0104423+0.0513298j 0.0404-0.0144804j 0.0919088-0.00958456j -0.0222177-0.0228977j -0.0127328+0.00568934j -0.00251044+0.0237736j -0.0125841+0.0220153j -0.0146882-0.00711084j -0.00466312-0.0240009j 0.000516335-0.011409j -0.0286941-0.0273036j -0.00877582+0.00127768j -0.0303329+0.00516834j 0.00723308-0.00515564j 0.00226616-0.00976327j -0.0190639+0.00185285j -0.0126959-0.0247795j 0.00377973-0.0118997j -0.00390229+0.0278704j -0.0256253-0.00496192j -0.0095843+0.0196623j -0.00192175-0.0272512j -0.0197646-0.00779549j 0.0345144-0.00118607j -0.00537348-0.0051145j 0.0139231+0.00990503j 0.0174986+0.0311553j 0.0143852-0.00521688j -0.00801808+0.012306j -0.0101522-0.0365416j 0.0210877-0.013887j 0.00105845-0.00655001j -0.0216881-0.0258255j 0.00882003+0.0274646j 0.0126079+0.0122343j 0.0221424+0.00894187j 0.0166312-0.0119126j -0.00227039-0.0109743j -9.08753e-05-0.0162192j -0.00847821-0.0123827j 0.0139941-0.00849377j -0.0185959-0.00653587j -0.0104967-0.00365761j 0.0166488-0.000154877j 0.0127857-0.00622887j -0.00105362-0.00820724j 0.00657583+0.00420409j -0.00517638+0.00560037j -0.0107746+0.00454383j 0.0127515+0.00420331j -0.00273865-0.00922263j 0.00689817+0.000513699j -0.00165139-0.00737211j -0.00440431+0.0133534j -0.00357861-0.0010412j -0.00982522+0.00164569j 0.00238097+0.00138274j -0.00170618+0.00882587j 
