-0.179392+0.0103306j -0.176028-0.00182562j -0.128637+0.00351055j 0.158314+0.000497241j 0.0969448+0.0184412j 0.0683363+0.000449681j -0.043697+0.0114611j -0.0246942+0.0124943j 0.0388416-0.00151379j -0.0687248-0.00616403j -0.0383953+0.00629537j -0.0147173+0.0130702j -0.0835211+0.000355088j -0.0174722-0.00915877j 0.00600464+0.0108538j -0.152219+0.0131473j -0.0130184-0.0187513j -0.0795157-0.0215659j 0.052725+0.0347822j 0.214092-0.00563844j -0.00753969+0.0204537j -0.00119316+0.00383276j 0.0221143+0.0154506j -0.0267008+0.00563953j 0.0332235+0.00801282j 0.00853679-0.0110844j -0.0226495+0.00366083j -0.00276045+0.00381365j -0.0400217-0.00965955j -0.00969574+0.00383951j -0.0334275+0.000272934j 0.0248414+0.00252387j -0.00648621-0.00770311j 0.122186+0.00980014j -0.09013-0.00324757j -0.0449553+0.0286883j -0.0308163+0.00156374j 0.0652653+0.00885954j -0.0413569-0.0198078j 0.031759+0.0153482j -0.0105662+0.0125725j -0.00607818+0.000673714j 0.0636491+0.0101996j 0.0425646+0.0170653j 0.0211098+0.000219868j 0.0267354-0.00300784j 0.0149326+0.00595211j -0.00197456-0.00245207j -0.0365516-0.0140537j 0.0188746+0.0168751j 0.0211181-0.00395597j -0.00235126+0.0138905j 0.0170298-0.012288j 0.00135689-0.0101797j 0.00932336+0.00168941j -0.0397819-0.00582094j 0.00874529-0.0663806j 0.0304488-0.0331578j -0.0829023-0.000345766j -0.0246675-0.0312073j -0.00506045-0.0321403j 0.0143686+0.00843067j -0.0167571+0.0261655j 0.0167247+0.0150949j -0.0303578+0.0211174j -0.0215157-0.00675158j -0.00020099+0.0124165j -0.0255299+0.008455j -0.01884+0.000298457j -0.00950217-0.0149885j 0.00447761-0.000185553j -0.00323423-0.00647059j 0.0179961-0.00218871j 0.00262091+0.0136657j 0.0269948+0.00858851j -0.0183425-0.014693j -0.00535695-0.00149757j -0.0106342-0.00111862j -0.0024501-0.00516694j -0.011891+0.00398543j 0.00757097-0.0111198j 0.0104799+0.00177162j -0.0598635+0.00714452j 0.0354519-0.0159023j 9.35388e-05-0.0311472j -0.00447397+0.075247j -0.0388697+0.00120458j 0.0654068+0.122206j -0.091879+0.0921407j -0.0163083+0.0219308j 0.0500513-0.0333282j -0.0577237+0.037068j -0.124298-0.00153672j 0.0985002+0.155849j 0.12935-0.103126j 
-0.0461822-0.01793j 0.0555373-0.0218208j -0.0571807+0.000841792j -0.000138202+0.018061j -0.0295985+0.00243758j -0.0111387-0.0459898j -0.0225026+0.0177738j 0.0142648+0.0121046j 0.000455173-0.0134099j 0.00179861+0.0127714j 0.00980773+0.0151689j 0.0111942-0.00428531j 0.0195054+0.0153029j 0.01726+0.00156185j -0.0242319+0.0180456j 0.00750424+0.0423554j 0.00983922+0.0296588j 0.012679-0.00644072j 0.00156797+0.0145324j -0.0343006+0.096863j 0.0345373+0.0146331j -0.0148724+0.0192214j -0.0142738+0.0801634j -0.0692436+0.043364j -0.00739294+0.0298553j -0.0511286+0.0289727j -0.0403701+0.0460829j -0.00447028-0.00383968j -0.0173795+0.0202233j -0.0364967-0.00060313j -0.0129988-0.025036j 0.0192829-0.00509485j 0.0388971+0.0288567j -0.00919203+0.00343672j -0.00908752+0.0463492j 0.0138272+0.00155912j -0.0284762+0.0972234j -0.0185401-0.0839376j -0.0036151-0.0629723j -0.0355025-0.0575931j -0.0245004-0.160961j 0.0764449-0.0448093j -0.070592+0.0123183j -0.0124724-0.0526997j 0.00923215-0.0422963j -0.00990455-0.0320351j -0.0875498-0.0282012j 0.000960139+0.0168664j -0.0255067-0.0323143j 0.0258469+0.00560181j 0.0818584+0.0321318j -0.00955629-0.0390385j 0.0470394-0.0186982j 0.0607641+0.00728843j -0.0252516+0.0527118j -0.0459365-0.0114028j 0.0250949-0.0498665j 0.0172603-0.0274538j -0.0907744-0.0768419j -0.0109699-0.0119669j -0.0178106-0.038007j -0.0895686+0.00155684j -0.109821-0.0172144j 0.006214-0.151564j 0.0737001-0.00198936j 0.0483678+0.0670479j 0.146256+0.0169729j 0.0911025-0.0879572j 0.0369401+0.060148j 0.078748+0.000543696j -0.175541+0.0227698j -0.036853-0.0687155j 0.0272001-0.0174612j 0.0440423+0.0702998j 0.0437188+0.0540243j -0.0469275+0.0176102j 0.0155182-0.0300176j 0.0688966+0.0196283j 0.00951177-0.0513254j 0.00638486-0.0571722j 0.0262033-0.00508103j -0.0245016+0.100909j 0.0240075+0.0681049j 0.0563486-0.00689517j 0.0119125-0.0666265j 0.0490916+0.0390902j 0.0625603+0.0367578j 0.0261114-0.0458067j -0.0272364-0.0517979j -0.00670475-0.0134071j -0.0158305+0.0323632j 0.0220773-0.0430386j -0.0108602-0.0432629j 0.0145653-0.0133901j -0.00256464-0.0491739j 
-0.000881132+0.0174538j 0.0105231+0.0698962j -0.0159038-0.021942j 0.00180914+0.0463014j 0.0516804-0.0351597j -0.00370724+0.0106838j -0.0260284+0.00327016j -0.00921644+0.0172532j -0.00709205+0.0192845j -0.0139733+0.00296425j 0.00732627+0.00990787j 0.0272443+0.00368789j -0.000994802+0.0241698j 0.0191813-0.015646j -0.0252848+0.00292186j 0.00599415-0.00854888j 0.0251152-0.00192375j 0.0424535+0.00308159j 0.0477749-0.00509422j -0.0235544+0.00286539j -0.0202093-0.071364j -0.0390439-0.00182272j -0.0172859+0.0420521j -0.0648093-0.0137395j 0.00939388+0.0128987j 0.00491042-0.0216264j 0.0195837-0.031917j -0.00289072+0.0161014j 0.0327614-0.0154323j -0.0237422+0.00255095j -0.0225262-0.00625544j 0.0358073+0.0104076j -0.0819401+0.046388j -0.00668948+0.0326204j 0.0544652+0.0243509j 0.0537298+0.0801767j -0.00735267+0.0578093j 0.134739-0.00591632j 0.0234096+0.036758j 0.0581175+0.013561j 0.01125-0.0494426j -0.0215276-0.0108993j -0.0354407-0.0806399j -0.0309778+0.0552998j -0.0245783+0.027834j -0.00398659+0.0446576j -0.0119786+0.0446592j -0.00266934+0.00258968j -0.0220642+0.00987143j 0.00770403-0.0412474j 0.0602943+0.01501j -0.0210737+0.0183984j 0.0299554+0.0424559j -0.0317736-0.0454665j 0.00418942-0.0368478j -0.0344396-0.0270748j -0.0183852-0.00446336j 0.049537+0.0295227j 0.0581402-0.041035j -0.0760801+0.00471563j 0.0589884-0.0428856j 0.0797242-0.0200775j -0.0648027+0.112986j 0.0221-0.0983346j 0.0509332+0.00247309j 0.0409091-0.0623799j 0.120631+0.0760601j -0.0477859-0.005567j -0.0939274-0.0227502j 0.0351463+0.0398524j 0.0292431+0.0231793j -0.0408501-0.013915j -0.0130353+0.0144338j -0.0187696-0.00882649j 0.0415489+0.0480564j 0.0280215-0.0220797j 0.0048616+0.0129767j 0.012998-0.0496202j 0.0533445-0.0225071j 0.0161593+0.0265077j 0.0519507+0.010536j 0.0278106+0.0708051j -0.0186085-0.0161598j -0.0278714+0.0122797j -0.00938883+0.00650625j -0.0240355+0.053049j 0.049202-0.00940368j -0.0723753-0.0713256j -0.0455846+0.0817493j 0.01852-0.00333785j -0.0137863+0.0213853j 0.0268327+0.00831294j 0.0398563-0.0266182j 0.0976935+0.00494452j -0.000238207+0.00139125j 
0.0134452+0.0250172j 0.00779931-0.00428595j -0.00315703+0.000995746j 0.0255644+0.00630302j 0.0377743+0.040702j 4.63266e-05+0.0305433j -0.000843451+0.0210104j -0.0181742+0.0134782j 0.0186411+0.0124236j -0.00694521-0.0268942j 0.00705324-0.0094847j 0.0015247-0.0163995j -0.0114028-0.0130215j 0.00736034-0.0218254j -0.00128107+0.00960178j -0.00119019-0.0142259j 0.00394903-0.0261516j 0.0253497-0.0203461j 0.0145801+0.0327119j -0.0138951-0.0561481j 0.0588394-0.0993906j -0.037124-0.0116558j 0.00530687-0.0297666j -0.0437263+0.0153466j -0.0259993-0.0347633j -0.0350452-0.00514867j -0.00825679-0.00929469j -0.0127352-0.00261171j 0.0208949+0.00954777j 0.00767285+0.00655375j 0.0348109+0.0129163j -0.0190918-0.00263591j 0.0342864-0.0113197j -0.0447286-0.00930412j -0.0397832-0.0169772j -0.0338228+0.00355894j 0.0698549-0.0308476j 0.0246219-0.0112783j 0.0262936+0.1181j 0.0187737-0.00271819j -0.0468241+0.00782415j 0.0637821-0.0319778j -0.00916683-0.0413648j -0.0501519-0.015455j -0.0268107-0.0542898j 0.030314-0.0696282j -0.0112-0.035535j 0.0263381+0.0064279j -0.0105796-0.0180128j 0.0364632+0.0129039j 0.0157255-0.0129844j 0.0147773+0.0203817j 0.0143066-0.0284215j 0.00410709-0.0273219j 0.0316842+0.0211329j -0.00657501-0.0120487j 0.0722978-0.044013j 0.0271978-0.0550925j -0.0648686-0.0470251j 0.0359628-0.00210956j 0.0226183-0.0699848j 0.0883596+0.0339832j 0.0137817+0.00491849j 0.0457998-0.114317j 0.0507395-0.0777517j -0.00464551+0.0380882j 0.179067+0.057262j 0.0705193-0.0267034j 0.0218401+0.0494841j -0.0145908-0.0148994j -0.0114873+0.00311963j -0.0168712+0.00657695j -0.0301635+0.0500419j -0.00631341-0.0551953j 0.0411525+0.0231533j 0.00892324+0.01946j -0.00865041-0.0211733j -0.0140735+0.0215367j -0.000842387-0.028035j 0.0158604+0.0484823j 0.018551+0.0161994j 0.00481851-0.0393564j -0.0229668+0.00562066j -0.0130271+0.00377365j -0.00803715+0.0571145j 0.0190689-0.0870209j -0.00471065-0.0609989j 0.0950554+0.0685131j 0.0492344-0.128785j 0.0220825-0.00435241j 0.0278338-0.0152219j -0.035076+0.0485207j -0.0111926+0.0676192j -0.177382-0.00355214j 0.0184404+0.0541149j 
0.067299+0.00549507j -0.00743023+0.044138j 0.0161879-0.0230108j 0.0262512+0.0135696j 0.0272727-0.0383189j 0.00425652+0.00639174j -0.0168427+0.016976j -0.00937149+0.0192617j 0.0215988+0.016019j -0.0317097-0.0130502j -0.000394242+0.00181983j 0.00606101-0.0218134j -0.0132841-0.00855428j -0.00351401-0.0033791j -0.00908083+0.00626488j -0.0201246-0.0176794j -0.0150136-0.0362094j 0.0358297-0.0207041j 0.0423619+0.00145965j -0.0326459-0.0311463j 0.0170658-0.0699376j 0.124819-0.0390455j -0.0525361+0.0408785j 0.0767718+0.00184819j -0.0268747-0.0275833j 0.0198776-0.041994j -0.00831116-0.032906j -0.000476742+0.0184384j -0.00590924-0.00419624j -0.00537329-0.00282816j -0.0143265-0.011378j -0.0228083+0.013104j 0.0342049+0.0154882j 0.0906993+0.0185223j 0.029085+0.0241752j -0.00108015+0.0743617j -0.0240401-0.056959j 0.071968-0.0154973j -0.122389+0.0755876j -0.0207111-0.0095557j -0.106425-0.014823j 0.0855673-0.0191511j -0.0213775+0.0651151j -0.00398601+0.00567986j 0.00952067-0.0275165j 0.0737205+0.0662935j -0.085666-0.0233326j 0.0512381-0.0653526j 0.0246833-0.0375857j -0.0469994+0.0314697j -0.0218677+0.031624j -0.0336193+0.00594487j 0.00304984+0.0473308j 0.0480266+0.00943419j -0.0092344+0.0282415j 0.0542649-0.0645581j 0.0268836+0.0579636j 0.0175837+0.0317577j 0.0240222-0.0152982j -0.0813188-0.0290407j 0.0282725-0.0416525j -0.0174493+0.0044752j 0.0635111+0.0953685j 0.0271205-0.0351342j 0.0372499-0.0867169j -0.0280491-0.0321074j 0.133051+0.0462868j -0.0956239+0.0237084j -0.0385384+0.0123424j 0.0918023+0.0212831j 0.00298046-0.0123163j -0.0651382-0.029699j -0.0558572-0.0230444j -0.00529059-0.0241294j -0.05069+0.0412698j 0.0237813+0.0769636j 0.0632972-0.00712217j -0.0229274+0.069301j -0.00346743+0.00538283j 0.011069+0.0185719j -0.0272118+0.00498621j -0.0130794-0.112353j 0.0845529-0.0693815j -0.00978084+0.021498j 0.00926337-0.0582822j -0.00482936-0.0185273j -0.0632561-0.0140917j -0.0382973-0.0317577j 0.000531609+0.0852602j -0.0232624+0.0163907j 0.0626616-0.0474136j -0.0825829+0.0336652j 0.000967755+0.0463961j 0.0447241-0.00679307j -0.0525463+0.0293002j 
0.0280589-0.0229454j 0.021646+0.0425122j -0.00216949-0.018961j 0.0160472+0.0197145j -0.00399298-0.0642011j 0.0292979-0.0298837j -0.00527005-0.010641j -0.00357452-0.00808919j 0.0218044-0.0154525j -0.0143166+0.0302813j -0.0163946+0.00550913j -0.0125806-0.00157152j -0.0150802+0.0164647j -0.00765945+0.00348921j -0.00220435+0.0110944j -0.00436779+0.0220347j -0.00271995+0.00469713j 0.0269667+0.0160674j 0.0366735-0.0544675j -0.0234572+0.0460987j -0.0319259+0.0532449j 0.0357347-0.0476647j -0.02785+0.0734572j 0.0234057-0.0408536j -0.011378+0.0254767j -0.0201973-0.0332672j 0.0205256-0.0162468j 0.00101744+0.00564247j 0.0081769-0.0122384j 0.0124718-0.00492409j 0.0638988+0.0153587j -0.00233838+0.0175381j 0.0275317+0.0409701j -0.0302565-0.00261591j 0.0683298+0.067006j -0.0174643+0.00898795j -0.0820334+0.00294932j 0.0269489-0.0257567j -0.0735558+0.000717064j 0.00461595-0.0187899j -0.00625622-0.00467799j 0.013776+0.0415335j 0.00573977-0.0378703j 0.0403111-0.0208848j 0.0443939-0.023889j 0.0105747+0.066996j -0.00653961+0.0267258j 0.00109275-0.011988j -0.0254657+0.0163421j -0.0477604-0.0181979j 0.019053+0.0323211j -0.0144193+0.0299047j 0.00859986+0.0112352j -0.0178605+0.000855925j 0.0515332-0.0266147j 0.0333116-0.0302542j -0.0306212-0.05543j -0.0666315-0.0394961j -0.0568538+0.08312j -0.121921+0.00241851j -0.000748317+0.0402485j -0.0701996-0.0671443j 0.0160281+0.0320366j 0.0034467+0.0598282j 0.122199-0.00275808j -0.0194681-0.0770115j -0.061053+0.0473152j -0.11841-0.0112637j -0.0652566-0.0277973j 0.0115882+0.0136688j 0.0143174+0.0478302j -0.0229527-0.0317774j 0.00915346-0.0220607j 0.0522802+0.0187123j 0.00571053-0.0107386j 0.00741914+0.00249847j -0.0107204+0.00394914j 0.0308417-0.0251802j -0.0252298-0.00806302j 0.0156238+0.0402757j -0.0202674-0.017015j 0.0375208+0.00439774j 0.00159471+0.0272722j -0.0448128+0.0139319j -0.0273722-0.0639396j -0.0534292-0.0484413j -0.000752939+0.0463611j 0.0495402+0.0259832j 0.0041219-0.164802j -0.00791651-0.0153966j -0.0395376+0.052839j 0.0357473-0.0722187j -0.0693863-0.0915462j -0.181421+0.00753419j 0.0105598+0.00654506j 
-0.00124459-0.021851j 0.00148033-0.0356941j 0.00475486+0.005601j 0.0132619-0.0304387j -0.00870912+0.000376251j -0.00615297+0.000790345j 0.00567532-0.00367123j -0.0070812-0.00393611j -0.00473671-0.0136068j 0.0206936+0.00228475j 0.00433326-0.0137779j 0.0181172+0.0115256j -0.000265876-0.0086213j 0.0154783-0.0160312j 0.0224259+0.0124676j 0.0133207+0.000202681j -0.0111112+0.011989j 0.00336592+0.016442j -0.0595512-0.0102508j -0.0162037+0.00597406j 0.0143859+0.0276518j -0.029224+0.0169326j 0.0624252-0.011944j -0.0072077+0.0049333j 0.00638048+0.00211941j -0.0273297+0.00592111j 0.0129861+0.00152597j -0.0200579-0.013129j 0.0542248-0.00395718j -0.00947284+5.94015e-05j 0.067863-0.000950524j -0.00376816+0.00663909j -0.0462304-0.017j 0.0750968-0.0179719j 0.00926528+0.00774396j -0.0121398-0.0136628j -0.00535426+0.0306652j -0.0633797+0.0351185j -0.120366-0.0376186j 0.0348496+0.000474713j -0.135739-0.0117151j 0.00374807+0.00736453j 0.0111449+0.0338575j -0.00690923+0.0577972j 0.0279352-0.0180148j -0.018726-0.0126536j -0.0517031-0.00528551j 0.0248013-0.010209j -0.00385202-0.0207002j -0.0163625-0.0236569j -0.0389241+0.0235408j 0.00222226+0.0164857j -0.00563904-0.0424358j -0.0373104-0.0199404j 0.0608679-0.0150549j -0.00558534+0.0229002j -0.0189351-0.0477072j -0.0543815-0.0332255j -0.0847335+0.0701754j -0.0142406+0.00276821j -0.016131+0.0167775j -0.101205+0.0683942j 0.0175081-0.0239272j 0.0194261+0.0245427j 0.0609164-0.0140856j -0.0141112+0.0213257j -0.053867-0.00609276j 0.0253754+0.00770376j -0.000869154-0.00259259j -0.0138915-0.00133235j -0.0267479-0.034754j 0.0173939+0.0107968j -0.00939711+0.0254259j 0.0227539+0.0134808j 0.0107968+0.0280619j -0.0588243-0.101418j -0.0127051-0.00585768j 0.0250997+0.0648249j 0.0319142-0.0564559j -0.00291835+0.0956931j 0.0216948-0.0947133j -0.0116633+0.0605257j -0.123589-0.0701952j -0.0778821+0.0509462j 0.0524199+0.00431304j 0.102334-0.117396j 0.00501997+0.0138785j -0.0516059-0.0342003j -0.0738184+0.0606727j -0.026693+0.00320165j 0.0563711-0.00015045j -0.0681531-0.0255338j -0.012638+0.0507026j -0.0060448-0.0218048j -0.105189+0.00653448j 
-0.0302037-0.00424971j -0.0218987+0.00359101j -0.00329731-0.013843j -0.0240533-0.00663008j 0.0205163+0.00355315j -0.0285624+0.00771461j -0.00614164-0.0148183j 0.00115578+0.0120853j -0.0512695-0.00510843j 0.0133503-0.00827062j -0.00403431+0.0045782j -0.0194705+0.000386357j 0.0112957-0.00555459j -0.00327082+0.00474381j -0.00344929+0.00872631j 0.027262+0.00382509j 0.0262762+0.000182445j -0.00218795+0.0163975j 0.0120452+0.0240034j 0.075561+0.0074268j 0.0344683-0.00946394j -0.00828189-0.00509634j 0.00627141+0.00182611j 0.00898758+0.0019188j 0.0532967+0.00668205j 0.0687374+0.0101424j 0.0305542-0.00145688j 0.00316465+0.00627481j -0.0183556-0.00460639j 0.00513371-0.00232733j -0.0305486-0.0118739j 0.0408959+0.0128429j -0.0570952-0.00120128j -0.0745052-0.00656728j 0.0740535+0.0306083j 0.00420011+0.0356323j -0.0301323+0.0410104j 0.0118568+0.0947438j 0.0578281-0.00284792j 0.0235347+0.00515665j 0.00174299-0.00456684j 0.00549001-0.00953233j -0.00408251-0.0119218j -0.0115528+0.0355929j -0.0053166-0.0143098j 0.0116573+2.05435e-05j -0.0210971-0.00781272j 0.0132025-0.0138554j 0.0133804-0.0102645j 0.00734115+0.0271408j 0.0113644-0.00929258j 0.00353182+0.0158165j 0.00314602-0.0228186j 0.00520884-0.00876142j 0.0246597+0.0280093j 0.0319947+0.00463938j 0.0023054-0.0223436j 0.00667961-0.0396926j -0.0192239+0.0250451j 0.0179984-0.0280293j -0.0770287-0.0162239j 0.0296813+0.0618292j -0.0712687+0.0710059j 0.00877046-0.00177539j -0.0146243-0.0360466j -0.0128447-0.00934011j 0.0336342-0.00464418j -0.0241572-0.014545j -0.00897212+0.00590536j 0.0136159+0.0168468j -0.0142023-0.0221922j 0.0131418+0.0075283j 0.0286422+0.0674199j -0.062204+0.0165955j 0.024926+0.00961561j 0.0326879-0.0322516j -0.00454681-0.0268159j 0.0129438+0.0888368j 0.015004-0.0337042j 0.0208173+0.0184118j 0.0522773-0.0168867j -0.0421959-0.0907397j -0.0371898+0.00210171j 0.0103298-0.00890029j 0.102408-0.0325766j -0.0285515-0.0994718j -0.127411+0.0264869j 0.0277731-0.090223j -0.0120804-0.00651438j 0.00289687-0.0216719j 0.00745359+0.0792715j -0.0232145-0.102818j -0.0352861+0.07523j -0.0491002-0.0328629j -0.213527+0.00262159j 
-0.0155122+0.0128916j -0.0232533-0.0193355j 0.0143933-0.00434528j 0.000210725-0.0157417j 0.0148254+0.0420106j -0.0186149+0.0199265j -0.0143748-0.00644673j -0.00653077-0.00489673j -0.0350145+0.0117412j 0.0255821-0.0221406j 0.00320439+0.00541861j 0.0215752-0.00699432j 0.00332295-0.00696415j 0.0247222+0.0173782j 0.00731069+0.00830324j 0.0212297+0.00628873j 0.0159389-0.0142842j 0.0137023-0.0179245j -0.0676547+0.0339769j 0.0260785-0.0302339j 0.0541715-0.030212j 0.000577037+0.0120047j 0.0424479-0.0204143j -0.00180044+0.0121787j 0.00698344-0.00295247j -0.0036269+0.0154336j 0.0026308+0.0132519j -0.0276752+0.0031355j 0.0536687+0.00525957j -0.00464491+0.00341394j 0.0443267-0.00195283j 0.00434315-0.00480859j -0.0574426-0.0124555j 0.0917729-0.00894782j 0.0169252-0.0211138j 0.0353233+0.00340896j 0.028399+0.042027j -0.00362522+0.0555317j 0.0368993+0.0239689j -0.0634191-0.00270607j 0.142406-0.00764402j -0.0363273-0.0143454j -0.0265148-0.0430897j -0.0314112-0.107074j -0.0525525+0.024481j -0.033743-0.0238562j 0.036031+0.00820293j -0.000496447+0.0324978j -0.0620896+0.0163957j 0.0261662-0.00434711j 0.00760016-0.0185112j 0.012614+0.0384738j 0.0301097-0.0163132j 0.00816202+0.0202305j -0.0102578+0.0111187j 0.018424-0.0251648j 0.0248341+0.00595877j -0.0397605-0.0791365j -0.035986-0.0147366j 0.0166606+0.0512867j -0.116347+0.00784051j 0.0687396-0.0296084j 0.0482735-0.00537532j -0.0218392-0.0668827j 0.0650574+0.0044046j -0.0104644+0.0048284j 0.0695388-0.0276872j 0.0731754-0.0520199j 0.00659358+0.0327027j -0.0187672+0.00343543j -0.0297776-0.0403365j 0.0375609-0.00598469j 0.00174681+0.0411569j -0.0463594+0.0163336j 0.0312148-0.0120362j -0.00949596+0.0275638j -0.00312958+0.0521834j -0.0299299+0.00527816j 0.00932269-0.0428759j -0.00283525-0.100573j -0.0756347-0.0886177j -0.0620175-0.0596776j 0.0105601-0.113631j 0.0174306+0.0234231j -0.0324733+0.00348899j 0.0272538+0.000516046j -0.119936+0.0132298j -0.0388911+0.0643364j 0.00647557-0.00770817j 0.0259678-0.0113465j -0.0106146-0.00105669j 0.0419272+0.0360354j 0.0118932-0.0102588j -0.0192642+0.00752677j 0.0598286-0.000833658j 
-0.00815494-0.0098841j 0.0356504-0.00366904j -0.0149224+0.0262537j 0.0170369+0.00896384j -0.0096598-0.0219869j 0.0391105-0.000809513j 0.0114307-0.00310468j 0.0128389+0.011313j 0.01641-0.0181883j -0.00841321+0.0278961j 0.00370495+0.0105918j 0.00209226+0.00659896j 0.00588376+0.00247031j -0.0116704+0.0366402j -0.00537661+0.0112734j -0.00494786+0.00915384j -0.0136402+0.0147793j -0.00328917-0.00288977j 0.00299397-0.0206469j -0.0440572+0.0290264j -0.058749+0.0486893j -0.124546+0.0117721j -0.0155005+0.0046485j -0.0600278-0.0115791j -0.00442078+0.00752797j -0.0271758-0.011562j 0.00953556-0.00740458j -0.0069637+0.0050765j 0.0283531-0.00291698j 0.0164952+0.00201837j -0.00303092+0.026614j -0.0164786+0.00263806j -0.0281955+0.00980617j -0.0283852-0.00935061j 0.0334814+0.00768554j -0.0187957-0.0141809j 0.0175852+0.0426059j -0.0313592-0.0282773j -0.079471-0.0291531j 0.0461606+0.00813575j -0.128203+0.00242193j -0.0211159+0.017455j 0.0259721-0.0200326j 0.0255073+0.092343j 0.0217051+0.00548104j 0.0494742+0.014876j -0.0343588+0.012888j 0.0437307-0.0280621j -0.0173183-0.0183986j -0.00384485+0.0329862j 0.0172423-0.018278j -0.0429528-0.0119306j -0.0432111+0.00649199j 0.00501587-0.00743899j 0.00536487-0.0141676j 0.0133743+0.0232499j -0.0181069-0.00681539j 0.00221453-0.0202589j -0.0013701+0.0471159j -0.00508955-0.00303184j 0.0167475+0.0131271j -0.0781408+0.0447637j -0.0330909-0.0283431j -0.00835848+0.0314677j 0.0597864+0.0229256j 0.0761019-0.0119134j -0.0842176+0.000643473j -0.0331671-0.0190614j -0.0263972-0.103555j -0.0580959-0.000129586j -0.0285704+0.0286659j 0.0308132+0.00302393j 0.0332262+0.0565902j -0.00263168+0.0753261j 0.0787596+0.0721193j -0.0104858+0.00481736j -3.01341e-05+0.0696757j -0.0211949+0.00713935j 0.122069-0.0446649j -0.039607-0.113426j -0.0377736+0.0346238j 0.0109481-0.0435669j 0.0464955+0.0305437j 0.105192-0.0447064j -0.0509824+0.00534418j 0.016552-0.0342103j 0.00157341+0.00618622j -0.00630464-0.0170149j -0.0177527+0.0104271j -0.0129229-0.00621521j 0.0394999+0.010726j -0.0382451-0.0152452j -0.0231725+0.00065729j -0.00670835-0.00894032j -0.0238583+0.00304887j 
-0.0244196+0.018962j 0.0118741-0.01979j -0.00382592+0.00824347j 0.000432151+0.0212558j -0.0146307+0.00585489j -0.00638702+0.00955533j -0.0088549+0.0159942j -0.00692608+0.00691313j -0.00157433-0.00404761j -0.0019403-0.0255807j 0.00632339+0.0199793j 0.00377123-0.00949215j 0.000315482+0.0199186j -0.0023701-0.0188797j 0.00592857-0.0206598j -0.00251979+0.0103626j 0.00513834-0.000343196j 0.0225182+0.0156881j -0.00793524-0.0154428j 0.00405211+0.020075j 0.0139151+0.00986854j -0.0158811+0.00259436j 0.0103159-0.0124677j -0.00359678+0.0077876j -0.000467706-0.00626485j -0.0361157+0.0146042j 0.00342548+0.00916765j -0.00381623+0.0120112j 0.00941337+0.00825358j 0.00926259+0.00246064j -0.00277494+0.00194006j 0.0116033-0.0057388j -0.00769587-0.00558959j -0.00871381-0.00556271j 0.0176383-0.00668506j 0.00301054+0.00480364j 0.0396819+0.0474258j -0.0133507+0.00282678j -0.0704105-0.0182591j -0.0224448-0.0149753j -0.0142013+0.00565553j 0.0178359+0.000187117j 0.0194714+0.00794405j 0.0319592-0.0515291j 0.0112228+0.00436468j 0.0688038+0.00723795j 0.0194529-0.00931732j -0.0820064-0.0280227j 0.114269-0.0180378j -0.0166931+0.00280487j -0.0222279-0.00507598j 0.061026+0.0238284j 0.0323295-0.0271709j -0.0485291-0.00350336j 0.0600919-0.0226556j -0.0132764+0.00454863j -0.00738826+0.0360434j 0.0114729+0.033453j 0.00677241-0.00793485j 0.0158064+0.00462985j 0.0382801+0.00639841j -0.0628651+0.00785356j 0.0209529-0.0111033j -0.0976187-0.0214978j 0.0209063+0.0199293j 0.0945622-0.000952168j -0.0179756-0.084029j 0.00891303-0.0507263j 0.019131-0.0202872j 0.0436119+0.0481464j -0.0537428-0.050964j 0.0209202-0.00074139j 0.0325016+0.0514965j -0.107082+0.0734833j -0.0293928+0.033642j -0.0455325-0.0140487j 0.0250314-0.082829j -0.0520905-0.126591j -0.00962515-0.022832j 0.0200999+0.116251j 0.0913015-0.0305965j 0.0289064-0.112526j -0.0278639+0.01763j -0.0917895+0.00995023j -0.104685-0.0150905j -0.0411329+0.0328121j -0.0297804+0.0392217j 0.0102949+0.00232132j 0.0239453+0.0104026j 0.000875906-0.0117131j 0.0403516+0.0100895j -0.0210207+0.00384757j -0.0452245-0.00352953j 0.0115166-0.00676111j -0.00336639-0.00472497j 
