-0.179392+0.0103306j -0.176028-0.00182562j -0.128637+0.00351055j 0.158314+0.000497241j 0.0969448+0.0184412j 0.0683363+0.000449681j -0.043697+0.0114611j -0.0246942+0.0124943j 0.0388416-0.00151379j -0.0687248-0.00616403j -0.0383953+0.00629537j -0.0147173+0.0130702j -0.0835211+0.000355088j -0.0174722-0.00915877j 0.00600464+0.0108538j -0.152219+0.0131473j -0.0130184-0.0187513j -0.0795157-0.0215659j 0.052725+0.0347822j 0.214092-0.00563844j -0.00753969+0.0204537j -0.00119316+0.00383276j 0.0221143+0.0154506j -0.0267008+0.00563953j 0.0332235+0.00801282j 0.00853679-0.0110844j -0.0226495+0.00366083j -0.00276045+0.00381365j -0.0400217-0.00965955j -0.00969574+0.00383951j -0.0334275+0.000272934j 0.0248414+0.00252387j -0.00648621-0.00770311j 0.122186+0.00980014j -0.09013-0.00324757j -0.0449553+0.0286883j -0.0308163+0.00156374j 0.0652653+0.00885954j -0.0413569-0.0198078j 0.031759+0.0153482j -0.0105662+0.0125725j -0.00607818+0.000673714j 0.0636491+0.0101996j 0.0425646+0.0170653j 0.0211098+0.000219868j 0.0267354-0.00300784j 0.0149326+0.00595211j -0.00197456-0.00245207j -0.0365516-0.0140537j 0.0188746+0.0168751j 0.0211181-0.00395597j -0.00235126+0.0138905j 0.0170298-0.012288j 0.00135689-0.0101797j 0.00932336+0.00168941j -0.0397819-0.00582094j 0.00874529-0.0663806j 0.0304488-0.0331578j -0.0829023-0.000345766j -0.0246675-0.0312073j -0.00506045-0.0321403j 0.0143686+0.00843067j -0.0167571+0.0261655j 0.0167247+0.0150949j -0.0303578+0.0211174j -0.0215157-0.00675158j -0.00020099+0.0124165j -0.0255299+0.008455j -0.01884+0.000298457j -0.00950217-0.0149885j 0.00447761-0.000185553j -0.00323423-0.00647059j 0.0179961-0.00218871j 0.00262091+0.0136657j 0.0269948+0.00858851j -0.0183425-0.014693j -0.00535695-0.00149757j -0.0106342-0.00111862j -0.0024501-0.00516694j -0.011891+0.00398543j 0.00757097-0.0111198j 0.0104799+0.00177162j -0.0598635+0.00714452j 0.0354519-0.0159023j 9.35388e-05-0.0311472j -0.00447397+0.075247j -0.0388697+0.00120458j 0.0654068+0.122206j -0.091879+0.0921407j -0.0163083+0.0219308j 0.0500513-0.0333282j -0.0577237+0.037068j -0.124298-0.00153672j 0.0985002+0.155849j 0.12935-0.103126j 
-0.00685222-0.00226279j -0.0219956+0.0195827j -0.0020564-0.0109177j -0.031485+0.000507412j -0.00293476-0.0175806j 0.00565005+0.00559093j 0.00350797+0.00280298j 0.029938+0.0165352j -0.0305002+0.00162905j -0.0197511-0.00802251j 0.0122439-0.00183151j -0.0265218+0.004797j 0.0134896+0.00762656j 0.0248424+0.000612897j -0.0283499+0.0067188j -0.0147251-0.00802393j 0.046891+0.00661693j 0.00682973+0.0101231j 0.0311611+0.00577519j -0.11539-0.00160272j -0.0916831-0.0121661j 0.0480413-0.0219926j -0.0473158-0.00824986j -0.00813965-0.00469751j -0.0370381-0.017387j 0.0148399+0.0128552j -0.00252519+0.00693021j 0.01421+0.00075731j -0.0634909+0.00334819j -0.0500836+0.00503804j -0.0869362+0.0100826j -0.0153354-0.00782558j -0.100638-0.00298671j 0.0190765+0.0342646j -0.068355+0.0543349j 0.0325301+0.00578486j -0.0312168-0.00641878j 0.00205283+0.0112823j -0.16323+0.00637236j -2.48293e-05-0.0516862j -0.0684731+0.00285274j -0.000562671-0.00278662j -0.0141487+0.0377597j 0.0216201+0.0303767j -0.00632274+0.0230694j -0.0135029-0.0194247j 0.0487894+0.0549037j 0.0155654+0.0870652j -0.0696036-0.010429j 0.0414545-0.0134586j 0.141864+0.0295415j 0.037825+0.0604714j 0.0666579-0.0801942j -0.035226-0.0454878j 0.0858926-0.0305473j -0.0175281+0.023407j 0.00523973+0.0609789j 0.0221758-0.0221218j 0.0490735+0.0116958j 0.0566872+0.0055667j -0.0416602-0.00512656j -0.0153779+0.0111454j -0.000891789-0.0496184j 0.0361283-0.0117426j -0.0265807+0.00829344j -0.038669+0.0402258j 0.0164736+0.00572766j 0.0466599+0.0117676j 0.0197076-0.00357472j -0.0106781+0.027856j 0.0138004-0.0648623j 0.00876533+0.000892677j -0.0491735+0.00496376j -0.0572897-0.0695611j -0.0453609+0.0449099j -0.0684959+0.0275892j -0.0705371+0.0497209j 0.0639293-0.0235476j 0.0373729+0.0771769j 0.0389803+0.00460033j -0.032032-0.0487066j 0.106182-0.026313j 0.0778704+0.0610961j 0.00452353-0.00347039j 0.0402111-0.0822097j -0.0238755-0.0215163j -0.000378585-0.0913115j 0.0640129+0.0371434j 0.0173885-0.0499668j 0.0124878-0.00553957j 0.021817+0.0196004j -0.0214658+0.00549786j -0.0461798-0.0043311j -0.0513583+0.0137832j 0.0232112+0.0211167j 
-0.0127937+0.0120056j -0.0517414-0.0140648j 0.015995+0.00664367j -0.00857721+0.00945827j -0.0142863-0.0136098j -0.0461517+0.00691575j -0.000725352+0.00835869j 0.00759618+0.0195765j 0.00265246-0.00549086j 0.00312091+0.00232551j 0.00585248+0.013179j -0.0205574+0.00403462j 0.0101586-0.0274645j -0.0256993-0.00533318j 0.0132727+0.000787908j 0.00260803-0.00529604j -0.00641024-0.0114559j -0.000822343+0.00155745j 0.0200308+0.00923156j 0.0879624+0.00287567j 0.028233-0.0168161j -0.0231589-0.00607319j 0.0417298-0.00501778j 0.035523-0.00544028j 0.000126141-0.00637861j -0.017848+0.00246327j -0.0269055+1.26234e-05j -0.00709331-0.00094012j 0.0121306-0.0126249j -0.00356916-0.000954757j 0.0334151+0.0302823j 0.0286328-0.00154642j 0.0509155-0.00116604j 0.0246593+0.0155914j 0.0815722+0.035585j -0.0152979+0.00332599j -0.0249868+0.0277559j 0.00378628+0.0284161j 0.0947279+0.0474526j -0.00112238-0.0210413j -0.0360261-0.0158976j -0.00727476+0.000119689j -0.0346594+0.0683043j -0.00110928+0.0435016j -0.00344303-0.0216345j 0.0855202+0.011074j -0.0399948+0.00788824j 0.0310322-0.0675524j 0.0541594-0.0220573j 0.0157738+0.171888j -0.0203422-0.051808j -0.0680629-0.0399044j -0.1618-0.0222473j 0.0174683-0.164855j 0.128351-0.0651499j -0.0220741+0.00643047j 0.00616665+0.13827j 0.0635279-0.0222591j 0.108592+0.0350403j 0.0345869-0.0135791j -0.0285452+0.0335646j -0.0299843+0.0112164j 0.0174964-0.00170809j -0.0511705-0.00515336j 0.087325-0.00341645j 0.0291451-0.0235656j -0.0249205-0.00356937j 0.0174724-0.0347098j -0.00782556+0.00514792j 0.0440422+0.00968213j -0.0384653-0.0126242j 0.0207083-0.00367954j -0.00179845+0.0350157j -0.0380397+0.0366936j -0.00510452-0.0116657j 0.0201945+0.0295154j -0.0241826+0.010602j -0.00123978+0.0783713j -0.00908907+0.0136342j -0.0563792+0.0460829j -0.0622701-0.0349622j -0.0646672+0.0692795j 0.0104395-0.029628j -0.0809259-0.0353041j 0.0937069+0.0224536j 0.00841453+0.0557974j 0.0606803+0.00906906j -0.0581556+0.0438041j 0.0181266-0.00261081j -0.00310961-0.0100668j 0.0139032-0.0221969j 0.0367722+0.0366113j -0.0227104-0.0296771j -0.0130893+0.0117751j 0.0879576+0.000382971j 
0.0245648+0.00608641j 0.0367149-0.0217087j 0.000798787-0.0281112j 0.0345322+0.00178041j -0.00255305+0.005716j -0.00928123-0.00257492j 0.0108662+0.0143824j -0.00154669-0.00764343j 0.0317426-0.0106766j -0.000709062+0.00470691j 0.0139106-0.00170979j 0.0184254+0.00185453j 3.13034e-05+0.0110332j -0.00660641-0.000204865j 0.00454709+0.00727083j 0.00244247-0.021021j -0.00404332-0.000303449j -0.0199894-0.00529836j -0.0149911-0.00650395j 0.00991472+0.00575608j 0.016842-0.0011216j -0.0162287-0.000680381j -0.0151777-0.0261898j 0.00123709+0.00501214j 0.00562642+0.00190721j 0.0113447+0.0269097j 0.0212422+0.00932717j -0.00215842-0.00176431j 0.00835616+0.00654088j -0.029984-0.0189062j 0.0156284-0.00277686j -0.00818443+0.00658159j 0.0172215-0.0176718j -0.0136414+0.0017668j -0.0122524-0.0209802j 0.000720479-0.0178567j 0.0307338-0.0300066j -0.0322058-0.040017j 0.00680318-0.02053j -0.0269788-0.00793946j 0.0747026-0.025393j -0.0183784-0.0131934j -0.0184514-0.0741315j -0.0208225-0.0722734j -0.016514+0.00377636j -0.078787-0.00216946j -0.012938+0.0428091j 0.00209755+0.0397249j -0.0608992+0.0112937j -0.00364311-0.0649637j 0.0363005+0.0577286j 0.0125237-0.0226552j 0.00525052-0.128091j -0.0583633-0.219883j 0.160635-0.0827887j -0.180749+0.023683j 0.00767638-0.0648521j 0.0439+0.0806363j -0.0170877-0.0600426j 0.0246487+0.00810013j 0.156278-0.0188716j -0.0151774-0.0336268j -0.0143725-0.0437123j -0.0358586+0.0354107j 0.0494499+0.00628739j -0.0375997-0.0802947j -0.035682+0.0305511j 0.0166631+0.014419j -0.0451274+0.0132738j 0.0171752+0.00805392j 0.0554894+0.0173767j -0.0226997+0.0227211j -0.000237419+0.00465082j 0.0093865-0.00764747j 0.00679101-0.0169526j 0.0319725+0.0134539j 0.0233825-0.0150904j 0.0145803+0.0356763j -0.0358437-0.00341961j 0.0401095-0.0244059j -0.0320057+0.0186812j -0.0517648-0.0496055j 0.0364203-0.00214078j 0.0444333+0.0324642j 0.0131101-0.0360289j -0.00911287-0.0102714j -0.0749088+0.0429413j 0.0267813-0.0387121j 0.00552229+0.0163353j 0.00365948+0.000350591j 0.00135363+0.000827519j -0.0113442-0.00275657j 0.0181414+0.0342475j 0.0415382-0.012774j -0.0616688-0.0223201j 
-0.0249018-0.0100762j -0.016197+0.0161542j -0.00373474-0.0245597j -0.0190497-0.0102323j 0.0473148-0.00942382j -0.00291243-0.00630515j 0.000286445+0.00830398j 0.00227562+0.0188541j 0.00890495+0.0189819j 6.18927e-05-0.00989888j -0.0205057+0.0101363j -0.0214434+0.01735j 0.00390409+0.0129053j 0.000718773+0.00441299j 0.00132779-0.000957075j -0.00594246+0.00211468j -0.0145028-0.0112192j -0.000280231-0.00675925j 0.0180105+0.0113449j -0.0326609-0.0124542j 0.00985385-0.0452011j 0.0259776+0.0298629j 0.0620475+0.00116745j 0.0831177-0.0077344j -0.0576414+0.020791j 0.0125982-0.0368231j 0.0198545-0.0344386j -0.0266179+0.0167597j 0.0138483-0.03023j -0.0059009+0.00145366j 0.0158713+0.00384619j -0.0255184+0.00364154j 0.0527927+0.0503333j -0.0362643+0.00531625j -0.00488348+0.0129145j -0.00812831+0.0327799j -0.0419516+0.00361262j 0.0857228+0.0108061j -0.03342+0.016005j 0.0140621+0.0272871j -0.0101378+0.0479039j 0.0147812-0.0227983j 0.0203625+0.0311872j 0.0185979+0.0107794j 0.000760221-0.00944509j -0.0327861+0.018066j -0.0369373+0.0652952j 0.0199617-0.071827j -0.0155786+0.0501653j 0.0438184-0.102895j -0.0170485-0.0808044j -0.00432799-0.0644826j -0.0165655+0.054665j -0.0360998-0.076481j -0.0483572-0.0359528j -0.0811656-0.0608159j -0.0159047+0.0123983j 0.008833-0.00318115j 0.0531519+0.00970251j -0.0531574-0.00176046j -0.0321213-0.014092j 0.00777194+0.053981j 0.000120525-0.0291092j 0.0184902+0.0501742j -0.010083+0.0150002j -0.0416256+0.117991j -0.0451661+0.00735502j 0.0557386-0.0546038j 0.0749372+0.0331354j -0.00614892-0.0783768j -0.0676836-0.0462291j 0.0859514+0.0239014j 0.0126135-0.0610617j 0.0821511+0.0220175j 0.209536-0.0843832j -0.0717033+0.0591395j 0.189313-0.0262759j -0.0562319+0.00364817j -0.0654969-0.28822j 0.0153874+0.00435596j 0.0694317+0.00287077j -0.032639-0.00697197j 0.026364+0.0612781j -0.0142193-0.016302j 0.0415328+0.0453906j -0.0637688+0.0149127j -0.000734403-0.00917092j -0.0370522-0.0263823j 0.00881029+0.0244923j 0.0137756-0.00899577j 0.0078003+0.0148098j 0.00399896+0.0200038j -0.0198702-0.0184176j -0.0020619+0.00388349j 0.00539257+0.026676j 
0.00423172-0.025952j -0.0129358+0.00460466j 0.0119128-0.0261863j 0.00234958+0.0176628j -0.0118159-0.00196776j -0.0149547+0.0124529j 0.0127339-0.0131803j -0.00523331-0.00242052j 0.0298133+0.00126279j -0.00780756-0.00258845j -0.00382369-0.0108485j -0.0593284-0.00841616j -0.00354151+0.0164369j -0.0251243+0.00208772j 0.00138471+0.0080269j -0.0192217-0.00212521j 0.00796789+0.00352335j 0.00136603+0.00701187j 0.0164632+0.00913885j -0.00201368-0.0261359j 0.030393+0.00131966j -0.0100665-0.0187862j 0.0282549-0.00215959j 0.0160267-0.0118389j 0.00615205-0.0202212j -0.00698748-0.0243063j -0.0377225-0.00585854j -0.00993477+0.0001805j 0.0108396+0.00107923j 0.00917163+0.010134j 0.00983651+0.0279178j -0.00154159+0.0135687j 0.0315125+0.0234933j -0.0330568+0.0186908j 0.00502051+0.0033301j -0.000537195+0.00517295j -0.0426072-0.000843878j 0.0454286+0.00175402j -0.00687183+0.0120077j -0.0222032-0.0089211j -0.00569201+0.0691337j -0.0441484+0.0700545j 0.0160486+0.0320551j 0.0402482-0.0427377j -0.00150659+0.0201786j 0.0321975-0.0298743j 0.0759936+0.0661228j -0.0369491-0.0193562j -0.0688017+0.0328738j 0.0217106-0.0120416j -0.033667+0.0220986j 0.0463353+0.285075j 0.114358+0.00991464j -0.121802-0.000918378j 0.105646-0.047138j 0.123719-0.02208j 0.00958009-0.0336802j -0.0603746+0.0389963j -0.00742861+0.015171j -0.0210563-0.0511518j 0.0633203+0.00318503j -0.000976102+0.0253777j -0.00954462-0.0308698j 0.0205742-0.0371236j -0.0376211-0.0360707j 0.00666624+0.0987513j 0.0428687-0.0104662j 0.0222216-0.0251477j 0.0295814+0.0587283j -0.00112881+0.00423976j -0.0966122+0.0201426j -0.0133491-0.048561j -4.4144e-05+0.0193809j 0.000125377-0.00389575j 0.0470249+0.0169366j -0.0787313+0.0473725j -0.0837275-0.00122393j -0.039606+0.0230475j -0.0235796-0.0111353j -0.119391-0.0214951j -0.00614571-0.0729887j -0.0217601+0.0429558j 0.0257432+0.0330761j 0.0335563-0.108842j 0.0528953+0.0528689j -0.072252-0.0223713j 0.0376612+0.0209531j -0.051232-0.0355538j -0.0232041+0.0830537j 0.00900315+0.00573729j -0.0161164+0.00364683j 0.0095847+0.0147323j 0.0189796-0.0195999j 0.0505013+0.0106636j -0.0188739+0.0155439j 
-0.0110796+0.00574023j 0.0201698+0.0176928j -0.00759966-0.00879002j -0.00453568-0.0158973j 0.00617812+0.0149778j 0.0193625+0.0161189j -0.00162492+0.00580435j 0.0334224-0.00748781j -0.00729578+0.00116229j 0.0203353+0.0108457j 0.00566034-0.00122378j 0.0204074+0.01156j 0.0179107-0.00933181j 0.0189733+0.0042098j -0.0221224-0.0311061j 0.0283049-0.00765774j -0.0100367+0.00768194j 0.0123057-0.000725282j 0.0208572-0.011114j -0.00273621-0.0141919j -0.0281541+0.0121708j -0.0321321-0.0170572j -0.022013-0.013566j 0.103038+0.000890435j -0.110443-0.0305929j 0.0219152-0.0220862j 0.0555412+0.0113048j -0.0290645-0.00129747j 0.0292786-0.00845551j -0.0131669+0.0153802j -0.051605+0.0209428j -0.0239986+0.014268j -0.00548779+0.0089904j -0.0114766-0.00423433j -0.00407455-0.00850809j 0.0194107-0.0147884j 0.00287433-0.0160522j -0.0060625-0.0101207j -0.0698408+0.0193363j -0.00176807+0.00294622j -0.028103+0.0597059j -0.0252914+0.0470191j 0.0132127-0.0050293j 0.0413778-0.000709668j 0.0398745+0.112208j -0.0326933-0.0305332j 0.00931168+0.0836161j 0.0252526-0.0563741j -0.0068484+0.186181j 0.0887328+0.0283022j 0.0444326+0.0722037j -0.034623-0.084697j -0.0303027+0.132404j 0.0416888-0.0748163j -0.128364+0.0104773j -0.109826+0.0291318j -0.0395422-0.056607j -0.0417203+0.0393633j 9.3317e-05+0.0366028j -0.039342+0.0533881j 0.0590149-0.0184289j -0.0346239+0.0144944j 0.0167686-0.0339401j 0.00418241-0.0214456j 0.0648302-0.0356291j -0.039848+0.114638j 0.0269815+0.0138537j 0.0556439-0.0451265j 0.0665482+0.105831j 0.0232171-0.00113305j -0.0562621+0.0855126j -0.114233-0.0361988j 0.0115958+0.0584748j -0.0109718+0.00540335j -0.043403+0.0875107j -0.00205536+0.0227431j -0.187455-0.000521199j -0.0607193+0.000645137j 0.0196202+0.122459j -0.0343922+0.0540337j -0.0229224-0.0974322j 0.0204867-0.0438327j -0.0346883-0.00301756j -0.0257027-0.0247557j 0.004885+0.0394148j -0.0638789-0.0591489j -0.0356801+0.0137128j 0.00302392+0.0201903j 0.00742686+0.0185466j -0.0119642+0.00905468j 0.00253894-0.00864878j -0.0143727-0.00601318j -0.0347211-0.0293941j -0.0294588+0.0126513j -0.0126765+0.0129895j 
0.0106316-0.00462808j 0.00542224-0.0112303j 0.000689334+0.0233286j 0.0087969+0.00681303j -0.0240031+0.00305313j 0.00918807+0.00323177j -0.0148067-0.00679212j 0.00582994+0.00963688j -0.0142111-0.00391081j 0.0328768-0.0103293j -0.0142168+0.0116503j -0.0143983-0.00345955j 0.00434692+0.00527328j 0.0148859-0.0133432j -0.00015615+0.0154096j 0.026882-0.0172454j 0.00462693-0.00789717j -0.0190318-0.0121978j 0.0169806-0.00384431j 0.0489229-0.0158371j 0.00634424-0.0184271j -0.0198242+0.00663959j -0.0162177-0.00783285j 0.0562056+0.00875185j -0.0904299-0.00915532j 0.0388377-0.0125015j -0.00813738-0.0297023j -0.0179888-0.000275176j 0.058646+0.00653514j -0.00198547+0.0133722j -0.00790531+0.00683334j -0.0180541-0.00588409j 0.0266314-0.0182992j 0.0301342+0.00728685j 0.0227743+0.00750403j -0.00099426-0.00287297j 0.0125757-0.0295998j -0.0285999-0.0173449j -0.0137967+0.0358507j 0.00426586-0.0196092j 0.023697+0.000960957j 0.0277322-0.0528218j -0.035932-0.0753139j -0.00395974-0.0234752j -0.0550872-0.0765511j 0.00988362+0.0421817j -0.0366086+0.100791j 0.0975031+0.0402203j -0.176229-0.0179506j 0.0163792+0.0723293j 0.152528-0.11561j -0.0473803+0.033117j 0.0116753-0.0470345j 0.0826118+0.0228775j -0.0479816+0.0397126j 0.110838-0.0393943j -0.00139443-0.0517998j -0.000707122+0.0582534j -0.0810849+0.00746954j 0.00742445-0.0312217j 0.0781873-0.0465175j -0.0763915+0.0273985j 0.00797495-0.0737696j -0.0235659+0.0881309j 0.0124983-0.0327934j -0.0400436-0.0252763j -0.0698959-0.0062428j -0.0275096-0.025606j 0.0240876-0.0904991j 0.0418934-0.0557693j 0.0285255-0.0838626j 0.0963268+0.0801278j -0.0696414+0.0151687j -0.0481393-0.0328687j 0.047742-0.0163487j -0.0358945+0.0670012j 0.054816-0.0161528j 0.0756948-0.0286698j -0.0439345-0.0502385j 0.141709+0.0452566j -0.0324449-0.0261542j -0.0121461+0.0107655j 0.032321+0.0163051j -0.0540177+0.103941j -0.00801074-0.079092j 4.13696e-05+0.0103454j 0.0061995-0.0159799j -0.0115103-0.0188359j 0.00810285+0.00929294j 0.0284747-0.00353099j 0.0017539-0.0123278j 0.0168929+0.0685462j -0.00504291+0.00687143j 0.0186325-0.00673967j 0.000329846-0.00882535j 
-0.00114729+0.0172936j 0.0104415+0.0190726j -0.0179829-0.00313477j 0.00326019+0.0283836j -0.00395783-0.0130577j -0.0069265-0.0124367j 0.014038-0.000208537j 0.00856892+0.00257639j 0.0203493-0.00605067j -0.0138133+0.00438396j -0.00991348-0.000463232j -0.0232965+0.000591994j 0.00545414+0.000981541j 0.00183856+0.00131298j 0.00440697-0.00236092j -0.00132176+0.000448672j 0.0205474+0.000705901j 0.0163512+0.0188074j 0.0488721+0.00668398j -0.0160422+0.041632j -0.0279833+0.0172551j -0.0125784-0.0156704j 0.0118933+0.0243773j 0.0556785+0.0135025j -0.0711175+0.0620709j -0.00857594+0.0196163j 0.0327736+0.00100958j -0.0290524+0.000876478j 0.0359489+0.00366069j -0.00400676-0.014621j -0.0153995-0.0472692j -0.045518-0.0223644j -0.0241366-0.0275425j 0.0477743-0.000242719j -0.0129225+0.00444327j -0.0419586-0.000303952j 0.0011615+0.0111808j -0.0100306-0.0105579j -0.0261794-0.0869814j -0.0088591+0.0645094j -0.00763779-0.0546958j -0.020838-0.0180265j 0.0339662+0.0068977j -0.0229077-0.0257025j -0.0191128+0.0168449j 0.0503996+0.12087j 0.0463976+0.0186717j 0.0274485+0.0666468j 0.0318396-0.00617787j -0.00325652-0.041289j 0.100898-0.159925j 0.000433755+0.0291384j 0.0665569-0.0321043j -0.0245786-0.0581321j 0.0328536+0.0175335j 0.0186483+0.0162475j -0.0595596-0.00501521j -0.00109197+0.0152595j -0.00201975-0.00613938j 0.0179388+0.0180861j 0.0266596+0.054486j 0.0402399-0.13136j 0.0372443+0.0914821j 0.0189361-0.0664281j 0.0342378+0.112647j -0.0181982+0.0950655j 0.0203193+0.045797j 0.0732322-0.0577189j 0.0663281+0.0437382j 0.0085023-0.0888852j -0.0377924-0.0363387j 0.0566569-0.0315381j 0.0622184-0.100386j 0.0953396+0.109172j -0.120316-0.0525616j 0.186284-0.0545767j 0.127443+0.0279708j -0.125454+0.0364096j 0.0738999+0.0417063j -0.0339392+0.0407266j 0.016516+0.16001j 0.0859178-0.0670019j -0.0466439-0.0368964j -0.0116164+0.0180361j 0.0707414+0.0617913j 0.0429586-0.020629j -0.0300651-0.0374181j 0.0264127+0.0218666j 0.00446606-0.0188853j -0.0568534+0.0219106j 0.00957965+0.000606592j -0.0588655-0.106601j 0.0036465-0.0245342j -0.0102403-0.0121052j -0.00724584-0.00524272j 
0.00392531-0.00964367j 0.0174712+0.00697394j -0.0063464+0.0143923j 0.00980122-0.00800136j 0.00978523+0.0122527j -0.0378303-0.00799817j 0.030347-0.00597169j -0.0193794+0.000617471j 0.0460635+0.0105242j -0.00710214+0.00290824j 0.0204886+0.0186829j -0.00109154-0.00551532j -0.00441737-0.0140907j 0.000520178-0.00480137j 0.011684-0.00912687j -0.00927961-0.0163541j 0.0173845+0.0150118j 0.0129434-0.0103851j -0.0313097+0.000737743j -0.0226907-0.00911001j 0.0005148-0.0098742j -0.028982-0.00188822j -0.0083621+0.0052289j 0.0353436+0.00459812j 0.0171367+0.00108844j -0.0107666-0.0123379j 0.0221521-0.00234839j 0.002612-0.00200363j -0.0030009+0.000126589j 0.035471+0.0134589j -0.00327599+0.00467856j 0.010808-0.0065198j 0.0334644+0.0149631j -0.0166223-0.00557432j -0.0163076-0.011037j 0.00917196-0.0119832j -0.0025423-0.0120227j 0.00196805-0.0248343j -0.0293146+0.00723713j -0.00796743-0.0050869j 0.0571468+0.0162851j -0.0556362-0.0204519j -0.00921717-0.0396857j 0.0343455-0.0971814j -0.0418538+0.020731j 0.136512+0.02123j 0.138467+0.135936j -0.127887+0.0918113j 0.0738594+0.0300484j 0.0568793+0.158074j 0.145764-0.148117j -0.028073-0.115465j -0.109112+0.108954j 0.0947667+0.0234631j -0.0848195+0.0176517j -0.039329-0.0233795j -0.0151231-0.0893679j -0.0410952+0.0268197j -0.0721302-0.0149786j -0.0287715-0.000216433j 0.0700718-0.00552085j -0.00167527-0.0012781j -0.00872249-0.0361088j -0.0209419-0.0197868j 0.00422362-0.023189j 0.0597655-0.012585j 0.0123183-0.00214262j -0.00364893-0.0203629j 0.0122536-0.0175703j 0.00178087+0.00307554j 0.0014445-0.0165936j 0.0139774+0.00734608j 0.00837499+0.00958623j -0.012096-0.00342389j 0.0277866-0.0118334j -0.0119481+0.0134078j -0.0155187+0.0231331j 0.0224124+0.045225j -0.00578496-0.0106556j -0.0255117+0.0398991j -0.0146826-0.0261739j -0.0276704+0.00995559j -0.00438594-0.000538423j -0.0410179-0.0332281j 0.0618405-0.00599546j -0.0288736-0.0277235j -0.010006+0.0243021j 0.00734314-0.0277491j -0.00620286+0.0199674j 0.00713988+0.000929507j -0.00179975+0.00737294j -0.00543354+0.00237897j 0.00234272+0.0141237j 0.0158234-0.000421713j -0.0438006-0.0025448j 
0.0257093-0.00871956j -0.0078087-0.00682815j 0.0182904-0.00247657j 0.0254009+0.0148078j 0.00440531+0.0108486j -0.0228605-0.00874703j 0.0111812-0.00473845j 0.0118013+0.00138128j 0.0233113-0.0149106j -0.00159664+0.00287877j 0.000771145+0.00442879j -0.0250377-0.00217679j -0.00115229-0.0100902j 0.00384716-0.00205447j 0.0219062-0.00875594j -0.0121973+0.00734234j -0.00138208+0.0092103j 0.00226111+0.00898644j -0.0101453-0.0065908j 0.0327823+0.0211283j 0.0370864+0.0332256j 0.022026-0.00827458j 0.0471971-0.00467771j -0.0402247-0.0030294j 0.0112203+0.0304369j 0.0109668+0.0235285j 0.0155494+0.0277264j 0.00738374+0.00246892j 0.0279104-0.00729302j -0.0150665+0.0168907j 0.00616967-0.0128006j 0.0186762-0.00657486j 0.027389-0.0190801j -0.0167615-0.00171396j 0.0371835-0.00175572j -0.00953687-0.0157213j -0.000418711+0.0182842j -0.0306643-0.00646148j 0.0880538-0.046869j -0.0350944+0.0163408j 0.0514341-0.0352168j 0.00532533+0.0375399j -0.00408145-0.00257797j -0.0199768+0.0161165j -0.0502478-0.0389489j -0.0554252+0.0507887j -0.0891696-0.0253917j 0.254522-0.0791207j -0.279086+0.113157j -0.0310142+0.0843184j -0.0399035+0.0106827j -0.139282+0.0276104j -0.0979512+0.0105289j 0.0433605-0.0356948j -0.0612085-0.00838394j 0.0313519+0.0256441j -0.0195217+0.0432871j 0.00334917+0.0281157j 0.0281409-0.0134057j 0.00922408-0.0167571j 0.00382806+0.0359515j 0.0185826-0.0676444j 0.0253531+0.0637796j -0.0278184+0.0203703j -0.00559858+0.0655926j -0.0973397+0.0952697j -0.020362-0.0333093j 0.0270122-0.0253089j 0.0177737+0.0535076j 0.00229259+0.0136382j -0.0715525+0.0421192j -0.0670017-0.0352622j -0.0331076+0.066182j -0.0725864-0.00812862j -0.0434934+0.039049j 0.00519068-0.00498891j -0.0224079-0.0201173j -0.0530915-0.0380362j 0.0101699+0.0526476j 0.0200808+0.00397551j -0.0072528-0.0087742j 0.0471288-0.00535212j -0.0403027+0.0349567j 0.0172847+0.0564468j 0.016538+0.0124014j 0.0170616+0.0158555j -0.0111512-0.0100772j -0.0119536-0.00426827j -0.00991834+0.038244j -0.0080748-0.00970964j 0.00447208+0.0237708j 0.00163935-0.0436013j 0.0278969-0.00831836j 0.0369724-9.44169e-05j -0.00673902-0.0158716j 
