0.0297227+0.00158682j 0.0734146-0.0107824j -0.0652532+0.00554913j -0.0285512-0.00155803j -0.028237-0.0016691j -0.00519429+0.00160412j 0.0119833-0.00148776j 0.00348481-0.00109428j 0.0322922-0.000977264j -0.0237966+0.00305505j 0.0673213-0.000363377j -0.00786622+0.00191945j -0.241806-0.00296216j -0.0720802+0.00552982j -0.000577997-0.00231624j -0.0678351+0.00289227j 0.090019-0.0050925j -0.00481253-0.00650723j 0.0325217-0.00080481j 0.00332596+0.00158174j 0.0375491-0.000167202j -0.00804149+0.00102638j -0.0186991+0.000959702j -0.000833639+0.00683142j 0.0159872+0.00494283j 0.00279008-0.00275368j 0.0701822-0.00267308j 0.0191116+0.000530232j -0.00124571+0.00207579j -0.00853827-0.000701202j 0.001038-0.00243629j 0.000381016+0.00132746j 0.017372+0.00358535j 0.0302928-0.000504283j -0.0030439-0.00683109j 0.0202201+0.00564966j -0.0529375+0.00292307j 0.0459466-0.00390481j 0.0666183-0.00642543j -0.0652008-0.00159989j 0.0637867+0.0025187j -0.0306288-1.16741e-06j 0.0880726-0.00849659j 0.0881451+0.000894675j 0.0863349-0.0110662j -0.254268-0.0111485j 0.0123617-0.0426827j -0.017347-0.00117344j 0.0237184-0.0114277j 0.0175517+0.00834412j 0.00782172-0.00615922j 0.00628696+0.00239708j -0.0226919-0.00308807j -0.0607118-0.0159619j 0.0452941+0.00448498j -0.0390111-0.00486531j -0.017184-0.0114j -0.00301413+0.00543826j -0.0477163-0.0239988j 0.0932911+0.00202151j 0.0449778-0.0200523j 0.00148643-0.0227997j 0.00862585-0.0306325j 0.080907+0.0589938j 0.0297088+0.00352873j -0.0350327-0.000637188j -0.27111+0.0229731j -0.329654-0.118207j 0.273607-0.0725475j 
0.00135355+0.0172844j 0.0208146-0.0374998j -0.00322888-0.00446193j -0.0284765+0.0244138j 0.000109594-0.011767j 0.000311599-0.0109845j -0.00934218+0.000306309j -0.0058003-0.00326461j 0.00493352+0.0099962j -0.00454949+0.00245591j -0.00499154-0.00165477j 0.00369821-0.0105684j -0.00684677-0.00848146j -0.00869473+0.00520916j -0.0482928+0.0665662j 0.00643667-0.0112023j 0.0236968-0.0335408j -0.00208431-0.0179303j -0.0100399+0.0360395j -0.0272174-0.00349853j 0.0123826-0.0102102j 0.00223445-0.0425777j -0.0162405+0.0357917j 0.0218447-0.0173803j -0.0209295+0.0273337j 0.0212709-0.0141466j 0.013459+0.00916697j 0.000206638-0.0111048j 0.014015+0.00577277j -0.000655157+0.000309433j 0.015844-0.0113514j -0.0114469+0.0124953j -0.00552396-0.0294093j 0.0227112+0.0153397j 0.00217306-0.00395164j 0.0103576+0.00680391j 0.00765494-0.0117017j -0.00300999-0.00655163j -0.0243783-0.0215663j 0.000120882+0.011146j -0.0412182-0.00348947j -0.000887044+0.0468169j -0.0141166+0.00581522j 0.0203209+0.0209386j 0.021048-0.0450719j 0.00654548-0.0719611j -0.0400327+0.0141072j -0.0428993+0.0531208j 0.0318627-0.0436398j -0.0452006+0.0918874j 0.0222633-0.0547018j 0.0189836-0.022887j -0.00574159-0.0302928j 0.0859042-0.126745j 0.00686844+0.0558831j 0.0617572-0.123539j 0.157175-0.276994j -0.0886819+0.401378j -0.0631922+0.27953j -0.0134196+0.00392218j 0.0121961-0.0225808j 0.0112383-0.00137745j -0.0126805+0.00204166j 0.0114243-0.083471j -0.00598617+0.000595112j -0.00997184+0.0311771j -0.0260339+0.0267547j -0.00549671+0.0126277j -0.00465159+0.00526809j 
0.0371932+0.0470112j -0.0131295-0.0372985j 0.026397+0.026121j 0.00795674-0.0161542j 0.0291128+0.0317186j -0.0141781-0.0141692j 0.00736024+0.0207518j -0.00934081+0.00930528j 0.0109673-0.00826399j 0.00290073-0.0106085j 0.00781617-0.0067321j -0.0169557-0.00300273j 0.0247633+0.035769j -0.00987148-0.000305192j 0.0244138-0.00853654j -0.0579213-0.0481507j 0.0542317+0.133654j 0.0432618+0.00577794j -0.0529111-0.0992014j 0.0463588-0.043315j -0.0356588-0.0191713j 0.00217127-0.0240327j 0.00405655+0.0153299j -0.0139983-0.0495811j 0.0371157+0.0712891j -0.00453233-0.0380263j 0.00886353+0.00685717j 0.0377971-0.0312169j -0.00135224-0.00525598j 0.0196902+0.00897579j -0.00711649+0.0243297j -0.000428723-0.0172198j -0.0600519+0.0205237j 0.00862003+0.0129245j -0.00807223+0.000142306j -0.0044966+0.00991881j -0.0177095-0.0270352j 0.0202059-0.00796136j 0.016333+0.0254507j -0.0386715+0.0115838j -0.0547638-0.0240099j -0.00341338+0.0385806j 0.068979+0.0841766j -0.0518074+0.00844677j -0.0305663-0.0339186j -0.00357615+0.0862343j 0.0170931+0.0150131j 0.0855927+0.00969746j -0.119334-0.0470848j 0.0101742-0.0640441j -0.135202-0.0806896j -0.0829281-0.204318j 0.106533+0.281189j -0.0109113+0.173155j -0.0662928+0.0329479j -0.00389265-0.0902251j -0.0860507+0.0199402j 0.116433+0.209832j -0.021987-0.0288932j 0.023352-0.0286377j -0.0272587-0.0457785j 0.0109537+0.0773705j 0.0792678+0.0645346j 0.0373233+0.0642411j 0.00476947+0.0119307j -0.048434-0.0840989j 0.0476765-0.0777224j 0.00549259-0.0337649j 0.0198515+0.0196352j 
-0.00606324-0.0146445j 0.0165588+0.00934648j 0.00122157-0.0147778j -0.0164877-0.00138128j 0.0205445-0.00964198j 0.0108198+0.0138717j 0.00631603+0.00255123j 0.00214622+0.000962629j -0.00548225+0.000210862j 0.0081422+0.00751847j 0.00536682+0.0128893j -0.00256537+0.00274351j -0.00227467-0.0227256j -0.00300382-0.00284584j -0.0310305+0.0140039j 0.00219512+0.0271171j -0.00420043-0.0672556j 0.0145644-0.0180162j 0.0148441+0.0434553j -0.0375981-0.00639092j -0.0383999-0.0388111j 0.0299517+0.0253226j -0.0243818-0.020435j 0.0342663+0.0441595j 0.00374873-0.0208689j -0.0106447+0.00143235j 0.0134301-0.0061854j 0.0326613+0.0523335j -0.012209-0.00518244j 0.0126151-0.00212605j 0.00326743-0.0235159j -0.0111557-0.0126379j 0.0123608+0.0185519j -0.0083883-0.0297838j 0.0214858+0.0305495j -0.0138086-0.0179098j -0.00260478+1.86583e-05j -0.00164122+0.00560243j -0.0511501-0.051604j -0.0383261-0.042662j -0.00908882+0.020344j -0.00940465-0.015462j 0.00599726-0.0174332j 0.00371113+0.00215028j -0.00191417+0.0255359j -0.00919371-0.0324068j -0.0265039+0.0136109j -0.0777288-0.0741259j 0.0154121+0.00733477j -0.0167605+0.0391766j 0.0654375+0.0561647j -0.220014-0.222329j 0.230151+0.274574j -0.111725-0.312163j -0.0467104-0.117348j 0.0141012+0.0398702j 0.0732589+0.0465741j -0.038681-0.110206j 0.0177073+0.0896935j -0.0147499+0.0148356j 0.0494078+0.0524847j -0.0190952-0.045924j 0.0010665-0.0464226j 0.00657441-0.0170636j -0.0133884-0.00701217j -0.0566148-0.0226211j 0.0022917+0.0417621j 0.00194837+0.0121317j 0.00108889-0.0133225j 
0.0252424+0.00123177j -0.00966357-0.0170658j -0.0218701-0.0435265j -0.00698956+0.00536419j 0.012065-0.00711987j 0.00765564+0.0252692j 0.00843287+0.0167595j -0.00121442+0.000250299j -0.000127935+0.0110719j 0.000543373+0.0164551j 0.0012027+0.0141237j -0.0178674-0.0226657j 0.00616027-0.0328074j -0.0012049-0.00648083j 0.0140895+0.0485355j -0.0028248+0.0118143j 0.00700518-0.0376573j 0.0108814-0.0163663j 0.0131315+0.0473952j 0.0126482+0.0251822j -0.0343831-0.0432661j 0.00418201+0.00650229j -0.0207866+0.028619j -0.0156762-0.0251775j -0.0225582-0.0603158j -0.00551164-0.0216549j -0.0172952-0.12431j -0.0133615+0.0509084j -0.00513192+0.00660786j 0.0153404-0.0145252j 0.0205478-0.00211939j -0.0237242+0.0655896j -0.0339478+0.0215307j -0.00760723-0.0171322j -0.00450537-0.0240881j -0.00135047-0.00960369j -0.00428778+0.00530402j -0.0146813+0.0111259j -0.0532789-0.0213816j -0.0270912+0.0175012j -0.00840736+0.066623j -0.0107554-0.051834j 0.0381754+0.0119633j 0.0409468+0.0838616j -0.00398912+0.00646412j -0.0564216-0.0679295j 0.00113106-0.0793568j -0.0342118-0.0188783j -0.0733855-0.0417171j 0.00818454+0.0809921j 0.0102684-0.0805784j -0.0893749+0.139636j 0.153353-0.067796j 0.058909+0.213095j -0.0586202-0.240352j -0.0721324-0.378523j 0.0502141+0.12036j 0.0258992-0.0525144j 0.0106282+0.0706251j -0.0115512+0.0160243j 0.0190155+0.0476529j -0.0302031-0.0208372j -0.00887295-0.0311423j 0.00217096-0.046751j -0.00304201-0.00540253j -0.0365407+0.0381946j 0.00337087+0.0285607j 0.00577123+0.017833j -0.00830362-0.0318771j 
0.00548694+0.0174556j 0.00497994-0.0136301j 0.0143037+0.0104107j -0.00480896+0.00417639j 0.0164533-0.0222472j 0.00386297-0.0113709j 0.00394046-0.00892428j -0.00729688-0.00287865j 0.000796189+0.00178556j 0.00136574-0.0132891j 0.00985916-0.0129043j 0.000567565-0.000440153j 0.00611986+0.00248102j -0.00988857+0.00029626j -0.0219862+0.0182844j -0.0227207+0.00307858j 0.014678+0.0051302j 0.019198-0.0417688j -0.0194213-0.0101279j -0.0143654-0.0347202j -0.0552775+0.0436566j 0.0259716-0.0312628j -0.0143103-0.00243093j 0.0259302+0.0204761j 0.0231032+0.0303889j -0.0153165+0.023093j 0.0247359+0.0351691j 0.0504802-0.0329388j -0.0108301+0.0140132j 0.011985+0.00518595j -0.0164992+0.0128626j -0.0172066-0.00388206j 0.0191348-0.00511821j -0.0135117+0.033268j 0.0342978-0.00256255j -0.0156449+0.00874552j -0.0150343+0.00814531j 0.0123138-0.00439452j -0.0320271+0.0230259j -0.04944+0.00787023j -0.0372426-0.0381672j -0.00524945+0.023597j 0.0349304-0.026928j -0.0327507-0.0223943j -0.00299602+0.0152174j 0.02923-0.00650008j 0.0138485+0.0152715j -0.0472704+0.0436693j -0.00743318-0.00225684j 0.00717054-0.00670572j -0.011797-0.114387j -0.281127+0.186644j 0.291639-0.263046j -0.190962+0.0852374j -0.0595003+0.156231j 0.042828+0.215134j 0.00691372+0.0301452j -0.00853244+0.0636523j 0.0287475+0.0178518j 0.00369548-0.0111088j 0.0231672-0.0283559j -0.0180371+0.0386497j 0.0326431-0.00268459j 0.0364266-0.00181491j -0.01032+0.00334832j -0.0883906+0.0481434j 0.020145-0.0221108j -9.17114e-05-0.00602438j 0.0112123+0.00290412j 
0.0351133+0.0125898j -0.0245232-0.0117847j -0.00375331-0.026633j -0.00923292-0.00437522j -0.00870416-0.0508656j -0.00540149+0.00149396j -0.0140927-0.0378565j -0.0062996-0.0149742j 0.0156904+0.0170612j -0.0133723-0.0202269j 0.00299873+0.00741675j -0.0212146-0.0167002j -0.0139112-0.0695102j -0.00866486-0.00803905j 0.0420961+0.0527186j 0.00660233+0.0394005j -0.00500401-0.112178j -0.0124413-0.0625817j -0.0114554+0.00446079j 0.0129494-0.0757507j -0.000795994-0.0177163j -0.0438153-0.116885j -0.0160761-0.0097156j -0.0167514+0.0632923j -0.0007882+0.0747935j 0.0189743-0.00699376j 0.0174854-0.0268836j -0.0346657+0.0511299j 0.0299172+0.0428263j 0.0143924+0.00902532j 0.0278229-0.0073128j -0.0110009+0.0132189j -0.0319747+0.0339674j 0.0624687+0.00857338j -0.00116914+0.0103939j 0.00813861+0.0198004j -0.00248526+0.0684709j 0.0201527-0.00191985j -0.0216675-0.080849j -7.21456e-05-0.0187896j -0.0730437+0.0237409j 0.00929783-0.0388352j 0.0208772-0.043771j 0.0253396+0.0105443j 0.00474728+0.0496216j -0.039824-0.15922j 0.0223787-0.0466196j 0.0347762-0.0082569j -0.0941799-0.11824j 0.0461936+0.0601345j -0.155187-0.0942014j 0.0816895-0.0244848j -0.0732429+0.0468012j 0.127033+0.0046767j 0.0616094+0.0056639j 0.0552629+0.264852j 0.0293496+0.29745j 0.126312+0.100727j 0.0137281+0.0856052j 0.00346142+0.0219822j -0.0247392+0.0676652j 0.016848-0.0407451j 0.00945731-0.03711j 0.00180065-0.0854563j 0.00483623-0.0117762j 0.0257705+0.0463775j 0.00184017+0.0511182j 0.00762878+0.0301539j 0.000682963-0.0316476j 
-0.00373861-0.0153065j 0.00894359+0.0380882j 0.0240325-0.00115816j -0.0062545-0.00592557j 0.0023344+0.017529j 0.00141375-0.00244601j -0.00672921-0.0169378j -0.00806132-0.0107737j 0.00149265+0.0126026j -0.0106995-0.00426961j -0.00184448+0.0242938j 0.00348482+0.00232116j -0.010719-0.0223157j -0.00763628+0.000991253j -0.0253918-0.040991j 0.00748831+0.00497783j -0.0231911-0.0432838j 0.00210357+0.0474142j 0.00735023+0.0120132j -0.0444299+0.0571199j 0.019695+0.0401947j -0.0305193-0.112691j -0.00971984+0.0087822j 0.017699-0.0391779j 0.0317512+0.0599998j -0.00759082-0.0183162j 0.0428097-0.0305575j 0.0150894+0.00196769j 0.0130264+0.00592012j 0.0215436+0.016041j 0.00855754-0.0052073j 0.0116553+0.0232918j -0.0227129-0.0783436j 0.0449165-0.0206553j 0.0259164-0.0206326j -0.000598666+0.00551627j 0.0308136+0.0394206j 0.00267622-0.0234998j -0.0276326-0.0268816j -0.034391+0.0145452j -0.0283985+0.0182794j -0.00677205-0.0503838j -0.00472799+0.0021733j -0.0160124-0.00653956j -0.0127493-0.0384235j -0.0177726-0.0716142j -0.00894087+0.0143964j 0.00279392-0.0575845j 0.0135032-0.00670971j 0.0193271+0.163044j 0.0246055+0.463384j -0.101037-0.0469359j 0.037817+0.0347317j -0.0061684+0.261835j 0.0746639+0.0180362j 0.136341+0.0441924j 0.0311942-0.0977721j 0.0510005+0.0555037j 0.00581171-0.0786107j 0.0188646+0.068128j 0.0131705-0.0160285j -0.00122986-0.0766929j 0.00504454-0.0548524j -0.00158827-0.0139679j -0.00598001-0.00755861j -0.00449737-0.0240596j 0.00620143+0.0521534j 0.00459422+0.0115062j 0.00560561-0.0125017j 
0.0145313-0.0133615j -0.0073794+0.0343255j -0.0283562+0.0340322j 0.00269855-0.0129592j 0.039214-0.0110835j 0.0125068-0.013433j 0.0132867-0.00483344j 0.00301628-0.000525752j 0.0138645-0.00982029j -0.00222721+0.0109797j 0.00666857+0.00403068j -0.023261+0.00860834j 0.0214207-0.00600486j -0.00118616+0.00123487j 0.021598-0.0534542j -0.0501136+0.0384502j 0.0660393-0.0104023j 0.0855778-0.00296639j 0.00316386-0.0079422j 0.0530637+0.0398019j -0.0255525+0.0593306j 0.0274907+0.0179449j 0.01586-0.01749j -0.0750429+0.0159089j -0.0432791+0.00696177j -0.0296092+0.000303263j -0.0876873-0.0112477j 0.00452173-0.000317939j -0.0290828+0.00429493j 0.00208758+0.00801608j 0.0425195-0.0192195j 0.024172-0.0165453j -0.0636557-0.0268141j -0.0469695-0.00450418j -0.0472064+0.00875626j -0.00667984-0.0113722j -0.0249043-0.00596381j -0.0319324-0.0239689j -0.0292245-0.0131533j -0.00208583-0.0150876j 0.000704078-0.0460859j -0.0504327-0.0519023j 0.0897955+0.00660218j 0.0511759-0.0333981j -0.0298746-0.0194718j -0.049499+0.00364572j 0.00784427+0.108643j 0.02351-0.0722562j -0.0348391+0.19874j 0.0579648+0.240698j -0.0705716-0.0229546j 0.0672705+0.0278703j 0.145511-0.00876808j 0.25765-0.0372442j -0.0782654+0.0481092j -0.295771+0.131058j -0.0107658-0.143087j 0.0403749-0.0297636j -0.0118071-0.020388j 0.00167661+0.00224985j -0.0294136-0.0186675j -0.0417602-0.0272108j 0.00262401-0.061036j 0.00829906+0.00841599j 0.00804242-0.00283837j -0.0521379-0.0346165j 0.00633433+0.015454j 0.00395394-0.000966638j -0.00581382-0.0103803j 
0.0431886+0.0258283j -0.0134667-0.0449167j 0.0123372+0.0428084j -0.00430425+0.0285502j 0.0252256-0.0417856j -0.0149536+0.00586392j -0.00299908+0.0565785j -0.00707492+0.0116581j 0.0046057-0.0136991j 0.0039287+0.00235803j 0.00128432-0.0318915j -0.0204233+0.0121571j 0.0217783+0.0262167j -0.0100476-0.00732281j 0.0181234+0.0505545j -0.0436133+0.0176652j 0.060845+0.0953849j 0.0163351-0.162452j -0.0580456+0.00553043j 0.0313816+0.0133602j -0.00424678-0.0639681j -0.00352365+0.0681208j 0.00581923+0.00722736j -0.0246611+0.0331027j 0.0194541-0.0220885j -0.00166598-0.000278992j 0.00307451+0.0576042j -0.00502899-0.00244292j 0.00201648-0.00889448j 0.0090041-0.0254329j 0.0114267-0.0220595j -0.00341805+0.0265664j -0.0414332-0.0212535j 0.015302+0.00824882j -0.013514-0.0161574j -0.00219864-0.0172963j -0.0356844-0.0666247j 0.0190341+0.0447855j 0.00190414+0.0599454j 0.0229598+0.00416078j -0.0642362-0.0223446j 0.00664908+0.110997j 0.0583059-0.0799635j -0.0162174+0.0135903j -0.010689-0.0232054j -0.00510377-0.0863071j -8.02138e-05-0.11092j 0.0637593+0.120376j -0.106528-0.0565721j 0.025415-0.134092j -0.053752+0.329023j -0.00904726+0.00262771j 0.0362253-0.0997823j 0.119447-0.109348j 0.00535101-0.0418084j -0.0253651+8.90757e-05j -0.0253215-0.0164346j 0.0672068-0.127375j -0.0225246+0.155449j -0.000939948-0.16528j -0.0349608-0.044235j 0.00818496+0.146848j 0.0506661+0.0143331j 0.0278065-0.0142975j 0.0113821+0.0043137j -0.0270024+0.0631129j 0.00831829-0.0304339j -0.00230239-0.00216436j 0.0113963+0.016189j 
0.0216341+0.0847303j 0.00372396+0.0731052j 0.00590875+0.12805j 0.0332171+0.016839j -0.0176598+0.00136524j -0.00177842-0.0273765j -0.0218713+0.0201442j 0.00338788-0.0239702j -0.0291196-0.0138215j 0.00279807+0.0436492j -0.0122536+0.00751327j -0.00532412-0.0159443j 0.000348997+0.0132233j -0.00037682-0.0176832j -0.021017-0.150336j 0.0527874-0.0188295j -0.0661372-0.0459635j -0.0666404-0.14885j -0.00391724-0.0955327j 0.00958211+0.109784j -0.00679342-0.0296668j -0.0016275+0.0505106j -0.0273716+0.115395j 0.0470746-0.0180697j 0.00876593+0.00195737j 0.0137069-0.0490339j 0.0127204-0.0382906j -0.0125282+0.0310055j 0.000817401-0.0142289j 0.00832797+0.00203787j -0.0128214-0.0112206j -0.00929931+0.0197659j 0.019628-0.0136815j -0.00698006-0.00475786j -0.00616889+0.0115829j 0.0021347-0.0361359j -0.00132201-0.0105753j 0.00790017-0.0522971j -0.0309434+0.0269542j -0.00338429-0.0187456j 0.0373697-0.0296293j -0.0261268+0.00368189j -0.0207259+0.000728871j -0.0184295+0.0300997j 0.00373097+0.00397241j -0.061894-0.205036j 0.0262336+0.189323j 0.0589201-0.0491381j -0.035112+0.0784682j 0.0856187-0.061357j -0.0211679-0.0974908j -0.000264062+0.00896184j -0.035369-0.0014804j -0.0762434+0.0460279j 0.00363103-0.220523j 0.0847507+0.089124j 0.00583673-0.0720951j -0.0302146+0.0290329j 0.0233263+0.022349j -0.00980656-0.215146j 0.00742573-0.189617j -0.0152856-0.0387449j -0.0248529-0.064825j -0.0339986+0.0258471j -0.00647225+0.000281038j 0.0313351-0.0677676j 0.016211-0.0307467j 0.00970232+0.00589021j -0.00779576-0.0701944j 
0.0161939-0.0395018j 0.00753498+0.0090995j 0.0579829-0.0038447j -0.0409747-0.00659152j 0.00977942-0.0172393j -0.0322938-0.0204106j -0.0238941+0.000529532j -0.0281562+0.00770903j 0.0192182+0.00269226j 0.000646714+0.0302528j 0.000453003-0.00202693j -0.0109157+0.0105927j -0.00177781-0.00900615j -0.0103392+0.0190263j -0.0496318+0.0263279j -0.0322985+0.0788912j 0.0476483+0.00972104j 0.031385+0.034347j -0.0747653+0.0755241j -0.0650705+0.0659047j 0.0804696+0.0516004j -0.0509099+0.0514211j 0.00639314+0.0177047j 0.00329577-0.00502384j 0.0810168-0.0384953j 0.00795315+0.00609395j 0.0765357+0.00533738j 0.0144099+0.0113835j 0.0190635-0.00379909j 0.0201074-0.0121881j 0.0372587-0.0167719j 0.0256871-0.00163452j -0.0469247+0.00817365j 0.0806631-0.0105003j 0.0262919-0.00113786j 0.00186589-0.0110803j 0.0321784-0.014533j 0.00694678-0.031514j 0.00629793+0.0118772j -0.0167597-0.0271893j -0.13874-0.0132783j 0.0200509-0.0308493j 0.0460517+0.0159422j -0.0552377-0.0211693j -0.0333546-0.0409163j 0.0348832+0.0238146j -0.00130079+0.0633719j 0.011371-0.267906j -0.00728421+0.0631533j -0.0842605-0.114518j -0.152826-0.158635j -0.0634163+0.0338698j -0.00807199-0.0545292j 0.112004-0.0421341j 0.191629+0.00938241j 0.220194-0.0655463j 0.0145979-0.123317j 0.137451-0.137387j -0.0592751-0.00705238j 0.020182+0.0217417j -0.0147922+0.0515884j 0.0368735+0.00169732j 0.0564612-0.0565456j 0.033186+0.0136949j 0.00778862+0.000749597j -0.04393-0.0204457j -0.00184939+0.0507705j -0.00627032-0.00452317j 0.0261734+0.0193905j 
-0.0144454-0.000515019j 0.0168095+0.0218883j -0.00995662+0.00541027j 0.0166577+0.00368964j 0.038283+0.00529296j 0.0180605-0.024718j 0.0160301-0.0170896j -0.000737676-0.0200228j 0.00468854+0.0260314j -0.00723775+0.0114741j 0.00121146+0.0139095j 0.00700628-0.00800119j 0.0115303-0.0208866j -0.00103778+0.0159475j -0.0340469-0.0117559j -0.0146898+0.0301575j 0.0447459-0.0479542j 0.03822+0.0270546j 0.0412917+0.046635j 0.0572443+0.0332113j -0.00911551+0.0175145j -0.0621939-0.0861597j 0.00577478+0.0621859j -0.0353822-0.030607j 0.0118414+0.0333054j -0.0260195+0.00262736j -0.0260397+0.0558504j 0.00313293+0.0128889j -0.0199535-0.00376488j 0.00415362+0.00201693j 0.00951217+0.00773221j 0.0475488+0.00685509j -0.0672728-0.00811151j -0.0248753-0.00014456j -0.0297868-0.0052624j -0.000197976+0.0123655j 0.000749915+0.0395013j -0.0105012-0.0388643j -0.0171469+0.0137825j -0.00298914+0.00339951j 0.0385803+0.0349973j -0.0414357+0.0151234j -0.00168224-0.00527035j 0.0269692-0.0147099j -0.0493331-0.00903824j -0.055141-0.0591094j -0.0426315+0.0268559j -0.0211721-0.180093j 0.0146108-0.207132j 0.0822779-0.351878j 0.343174-0.0213833j -0.0352852-0.0514898j 0.0557352-0.0353836j 0.181126+0.0422097j -0.0467701+0.0394432j -0.0991127+0.0452767j -0.0514726-0.00576852j -0.0082343+0.0460397j -0.00471649-0.00853247j 0.0288019+0.0433147j -0.0115396-0.0247536j -0.0129866-0.0348216j -0.00202346-0.00276457j 0.000755388-0.00729545j -0.00709657+0.000462059j -0.0259734-0.00938645j 0.0222398+0.0432564j 0.00607352+0.00609879j -0.00583577+0.00181956j 
-0.0134015+0.0167159j -0.000531128-0.00713408j 0.053456+0.015602j 0.00758992+0.015457j 0.0121447-0.0457901j 0.00692967+0.00679751j 0.0101489+0.0379682j -0.00217354+0.016156j -0.00363967-0.0135396j 0.00130936-0.0154249j 0.00187099-0.0350119j 0.0234332+0.0139828j 0.0142603+0.00995964j -0.00207538-0.0106577j -0.0458275+0.0395303j -0.0181494+0.0212164j 0.0784064+0.123616j 0.019131-0.125113j -0.00515949+0.00128572j 0.0386475-0.0472519j 0.019218-0.0127507j -0.0476169+0.00239995j 0.00863383-0.0249675j -0.0152559+0.0183493j 0.0671838-0.0118983j -0.00762489-0.00596513j 0.0417759-0.0411482j 0.0216367+0.0237925j -0.00535313+0.014536j -0.0215082-0.00779246j -0.0201977-0.00453231j 0.0592971+0.0139111j -0.0278141+0.0273891j 0.0110525+0.0112702j 0.00120406-0.00899875j -0.00683407+0.0070241j -0.00588948-0.0330834j 0.0595236+0.0198333j 0.079221-0.0287106j 0.0270048-0.0063194j -0.0449967-0.0673936j 0.031338-0.034314j -0.023843-0.000200821j -0.0590515-0.000514703j -0.0495102+0.0309031j 0.103122-0.0257082j -0.0416056+0.0151959j 0.0662953-0.0676117j 0.0425232+0.0349863j 0.0434379+0.308145j 0.365389-0.0822942j -0.0166672+0.0217762j -0.049247+0.0524721j 0.0161825+0.0467854j 0.0433554+0.0215726j 0.0855712+0.0127806j -0.176122+0.0664095j -0.0170219-0.0290121j -0.0413181+0.0799507j 0.0357967-0.12016j -0.0261185+0.0190753j 0.0670646+0.0688113j 0.0741823+0.0158787j 0.051055+0.0169893j 0.00451302-0.00641362j 0.00628571-0.0066968j 0.0213571+0.0196789j -0.012287+0.00299794j 0.0301334+0.00738337j 
-0.00843758-0.0308889j -0.0226898+0.0092892j -0.0304219+0.00668948j -0.0101934+0.0370562j -0.0106659-0.0469283j 0.00458379-0.0224593j 0.00599396+0.0355937j 0.0100361+0.00765445j -0.0096942+0.0126094j 0.0311241+0.0135364j -0.00409508-0.00899184j -0.00100773+0.00927696j -0.00558362-0.0296899j 0.0140826+0.0148903j 0.0197987+0.0648692j 0.0469266+0.104035j 0.0510022+0.0761777j -0.0181638-0.0867435j 0.0459627+0.0744906j 0.0632009+0.0624752j -0.0543999+0.0029045j 0.12001-0.0628607j 0.0163182+0.032186j -0.00273627-0.0341815j -0.0521034+0.0316601j 0.0227356-0.0198237j -0.0198702+0.0148951j -0.00592643+0.0466589j -0.0351702+0.00622725j -0.0431848-0.00648584j -0.0200561-0.0125226j -0.00877955+0.0259994j 0.101383-0.0109861j -0.0716164-0.00592384j -0.00191493-0.0249978j -0.0158646+0.0125095j -0.058962+0.0142743j 0.0235431-0.00995864j 0.0718575-0.0293495j 0.0371205-0.0136899j -0.0318185-0.0214262j 0.0422802-0.0518824j -0.00158036-0.011773j 0.0247625-0.0266283j 0.0219517-0.0338814j 0.102256-0.128354j 0.022312+0.00730788j -0.0553547-0.257729j 0.0435038-0.093896j -0.173872-0.0293863j -0.186083+0.0327123j 0.0569654-0.051558j -0.0426082+0.0249014j -0.157148+0.123093j -0.0900459+0.0831238j -0.155775-0.00262329j -0.0633244-0.035522j -0.136564-0.0439931j 0.034007+0.089479j -0.0498394-0.0563134j -0.00489134+0.0152706j 0.0541722+0.0246627j 0.0227023+0.00914688j 0.031238-0.00577282j 0.0166199-0.00594074j 0.0152252-0.00492774j -0.0266188+0.110149j -0.0153055+0.0189552j 0.00501998+0.0230821j 
