0.0106964-0.0020676j 0.00124103+0.00905739j 0.00764212+0.00899604j -0.0149031+0.0053282j -0.00359791+0.00799197j 0.00263999+0.00659947j 0.0144077-0.00642648j 0.000617005+0.00522855j -0.0019817-0.000671993j 0.000734387+0.00826974j 0.00872131-0.00641513j -0.000920777+0.00800932j 0.0100327-0.00618532j -0.00215223+0.00785608j -0.00327279-0.0022862j 0.00125881-0.00808439j -0.000699616+0.00191298j 0.00551956-0.00674153j 0.000910284+0.00566366j -0.00247343+0.00432845j -0.00466524+0.00222143j 0.000909642-0.00206788j 9.6841e-06-0.00596578j 0.0010233-0.0110358j -0.00417742-0.00720316j -0.00167341+0.00308334j -0.00655159+0.00142693j 0.000948873+0.00463777j -0.000470484-0.00998598j -0.00456222+0.000779435j -4.39381e-05+0.00620136j 0.00110439+0.00587024j -0.00232611+0.00245318j -0.000752407+0.00361881j 0.000146922+0.00100309j 0.00395847+0.00196774j -0.00445662+0.00317385j -0.00812282-0.010268j -0.000803181-0.0128066j -0.00995201+0.00565125j -0.00348026+0.00445008j 0.0082271+0.012532j -0.00253793-0.00459721j 0.0058051-0.00843425j -0.0063841-0.00111827j 0.000195535+0.00130196j -0.0075934-0.00539412j -0.00799551+0.00420213j -0.0119204+0.00221772j 0.0061321-0.0114455j 0.00462455+0.0107772j -0.00627535-0.0100561j -0.0148992+3.99277e-05j 0.0101616+0.0116311j 0.00669463+0.0122885j 0.00687442+0.00470536j -0.010262-0.00364747j 0.00197082-0.008296j 0.00535198+0.0326522j 0.0438677-0.0135372j 0.0079635-0.0358077j -0.0114473-0.0187841j -0.0139455-0.00538112j -0.00462249+0.00343045j 0.000524668+0.0117683j -0.00415706+0.0119766j -0.00117811-0.00526043j 0.00225486-0.0284494j 0.000643352+0.0174132j -0.00174864-0.0168687j -0.0697072-0.0282718j -0.0278033+0.0749767j 
-0.000975053+0.000853693j -0.00313367+0.00307299j 3.71229e-05+0.00224076j 0.00646935-0.00297577j 0.00321219+0.00303894j -6.23786e-05+0.000558134j 0.0015297+0.0032691j 0.00613727+0.00248969j -0.00487199+0.00799848j -0.0017601-0.00311478j -0.00318527+0.000372688j -0.00490476+0.000605082j -0.00251866-0.00350319j -0.00101849+0.00333804j 0.00785983-0.000178619j -0.0128782-0.000181529j -0.00502385+0.00238344j 0.010137-0.00436616j -0.00162873+0.00359219j 0.0105076-0.00271907j -0.00731253+0.0071765j -0.00599439+0.00203694j -0.0134603+0.00617606j -0.000778119+0.00112293j 0.00789154-0.00202462j 0.00621291-0.00308917j -0.0141225+0.00073292j 0.00198565-0.00701675j 0.00997728-0.00894874j 0.000559771-0.00453029j -0.0144137+0.000344804j 0.0120671-0.00932643j 0.00323679+0.00179405j 0.00797987+0.000607413j 0.0127006+0.0182115j -0.00757665-0.0135595j -0.0263435-0.0156646j 0.0101107+0.00136539j 0.0031052-8.82683e-05j -0.00102349+0.00829846j -0.00927423+0.0062203j 0.000344383-0.00710039j -0.00769973+0.0184097j -0.00624842+0.0182154j -0.00204777-0.016322j 0.0102344+0.0040501j -0.000264194+0.00519108j -0.0212376-0.00564387j 0.00474922-0.000230729j -0.00348626+9.21163e-05j -0.00429332-0.0178378j 0.00402395-0.000619534j 0.00865319+0.00366971j 0.00474904+0.00724515j 0.00651907+0.00578635j 0.00845761-0.00470797j -0.00794915-0.00789449j 0.0104402+0.00381188j -0.00687836+0.00367883j 0.000486787-0.00112603j -0.00590221+0.00380555j 0.00444668+0.00101609j -7.17543e-05-0.00139585j -0.00298054-0.0135535j 0.0097936-0.00954872j 0.000360091-0.0016647j -0.000503431+0.00565742j -0.017338+0.00281011j 0.010243+0.00537073j 0.00778214-0.000969486j -0.00374231+0.000621287j -0.00782762-0.00718294j 
0.00721249-0.00627605j -0.006786-0.00863572j -0.00280369-0.00990378j -0.00324116+0.00969827j -0.00625362+0.00808934j -0.00236643+0.00405158j 0.00156261+0.00164031j -0.00339809+0.00032952j 0.00522222-0.000743301j 0.000927144+0.00326618j -0.0031794+0.0121614j -0.00921801+0.00777251j 0.00924533-0.0115982j 0.00038089-0.00103408j 0.015013-0.00694838j -0.00629665+0.0111182j 0.00311634+0.00403791j 0.00251886-0.00482912j -0.007503+0.00430445j 0.00809676+0.00321693j -0.00639649-0.0042202j -0.00934559+0.0129732j 0.0222627-0.00026777j 0.00213323-0.00929987j -0.00200462-0.0155597j -0.00437841+0.0140483j -0.00365823-0.00224572j -0.00558212+0.00172841j 0.000403376-0.0061031j 0.010744-0.0148193j 0.00509646+0.00306805j 0.00576707-0.0122748j -0.0036032-0.00951233j -0.00274989+0.00267184j -0.0012462-0.00110352j 0.00429751-0.0162125j 0.0155002+0.00915975j 0.0111998+0.00693486j 0.00227599-0.00528058j -0.00553538+0.0150345j 0.00252945+0.000561597j 0.00188553+0.00315931j -0.00289131-0.0103989j -0.00458969-0.00112521j 0.0233161+0.00499588j -0.0256111-0.0157997j -0.0150173-0.00929659j 0.00450997-0.00646761j -0.0091168+0.00426889j 0.000103432-0.00426028j -0.0060294+0.0170401j -0.00502502-0.00204842j 0.00868703-4.32102e-05j -0.00721151-0.0134865j 0.0122393-0.0031493j -0.0141671+0.000485902j 0.0143097-0.00575245j -0.00425226-0.00538852j 0.0104387-0.0024153j 0.0030262-0.00759518j 0.0245669-0.00806292j -0.00409008+0.00531625j 0.0131299-0.00282294j 0.00715339+0.00418965j -0.00406025+0.00100651j -0.0111341+0.00254188j 0.000454773-0.0116664j 0.00527231-0.000494679j 0.00302383-0.00192568j -0.00495506-0.00527868j -0.00394269+0.00350387j -0.000337362+0.0016394j 
-3.23631e-05+0.000825377j -0.00145736+4.57494e-05j -0.00208229-0.00115162j 0.00486349+0.000322607j 0.016068+0.00946075j 0.00579453-0.00386763j 0.0016546+0.000633537j 0.0011473+0.00741703j 0.00231958+0.000257892j -0.00206989-0.000819733j 0.00552164+0.000927555j 0.000575498-0.00419667j -0.00228081-0.00213819j -0.00921785+0.00357741j -0.0107815+0.0145152j 0.00207637-0.00257888j 0.00449691+0.0160945j -0.00242621+0.0104246j 0.00152201+0.0102598j 0.0103004-0.0122286j -0.00903198+0.00702968j -0.0138727+0.00229404j -0.00100714+0.0293423j 0.00111227-0.00455917j -0.00419066-0.00491822j 0.00841959-0.00812177j -0.00546369-0.00207966j 0.00271533+0.00101412j 0.00694688-0.0221683j -0.0241654+0.0101319j -0.0070981+0.0252896j -0.00585278+0.0116656j 0.00839247+0.013561j -0.000256364+0.00140544j -0.00613238-0.00431635j -0.00778222-0.00238661j -0.00959607-0.0067709j 0.0014882+0.0174855j -0.000673835-0.0026722j 0.0125297-0.0169313j -0.00867946-0.0141839j -0.0106161+0.00195941j 0.0029769+0.00294324j -0.00223959-0.0138547j -0.00859669-0.0169033j -0.00631518-0.0102524j -0.00507901+0.00183078j 0.00891918+0.0129164j 0.00101449-0.00731388j 0.012073+0.00420202j 0.0040455-0.00474276j 0.00298062-0.00622413j -0.00168439-0.0172525j 0.0074996+0.00942063j 0.00956123+0.00170405j 0.000894654+0.00136434j 0.00201658-0.00189429j 0.0102172+0.00239344j 0.00253479+0.00358368j -0.00962158+0.00416112j 0.00619398-0.00234367j 0.00475449+0.00278724j -0.00244489+0.00787107j -0.00532233-0.00453089j 0.00710715-0.0059555j 0.00290577-0.00455858j 0.00573922-0.00389594j -0.00326117+0.00191733j 0.00274281-0.00190216j -0.00204743+0.000580751j -0.000846022+0.000353193j -0.00136392-0.0018515j 
-0.00392402-0.00301155j -0.00184565+0.00311348j -8.00192e-05+7.67812e-05j 0.00357946-0.000306935j 0.00129953+0.00573507j 0.00737842+0.00321675j -0.00497119+0.00261365j 0.00100232-0.00234364j -0.00356723-0.00376463j -0.00460649-0.00155471j 0.00287826+0.00470263j 0.00567334-0.00136284j -0.00606688+0.00127972j 0.000388273+0.0106618j -0.00121474+0.0027959j -0.000832188-0.00958071j 0.0014308-0.00215809j 0.000178283-0.0028844j 0.0080835+0.0157465j 0.0114354-0.00127508j -0.000702771-0.0184497j 0.00188305-0.0150712j 0.0219243-0.0102671j -0.0123047+0.00419745j 0.00847004+0.00492457j 0.0241619+0.00316723j 0.00246106-0.00603736j 0.0111494-0.0104362j 0.00588952+0.0132865j -0.00812633-0.00121084j 0.0135582+0.00627941j -0.00799161-0.00346451j -0.000652763-0.00111744j 0.0100473-0.0131305j -0.0099966+0.00845303j -0.00520653-0.00520008j 0.00481708-0.0098015j 0.0150614+0.00662185j -0.0118959-0.00980253j -0.0103972-0.015684j 0.0123597-0.00172018j 0.0106522+0.00873323j -0.0114624+0.00580166j 0.00922356-0.00105412j 0.022635+0.00605608j 0.0184275+0.0234581j -0.00474568+0.000465387j 0.00997455+0.0154428j -0.0122847-0.00860179j -0.000723407-0.00213993j -0.00171044-0.00290921j -0.00875313-0.00344982j -0.00717847+0.00141686j -0.0136766+0.00435143j -0.00245309-0.00301401j -0.00789469+0.00238938j -0.000963405-0.00766042j -0.0227763-0.0108968j 0.00922836-0.00179039j -0.00151892+0.00450607j -0.011143-0.00492949j -0.00992954+0.0052676j -0.00121645+0.00675262j 0.00410699-0.00123242j 0.00185395+0.00126853j 0.0046908-0.00115007j 0.00119716+0.00830994j 0.00414177+0.0012195j 0.00265238+0.00070081j -0.00527764-0.00234709j 0.0053724-0.000622057j 0.00409637-0.00212367j 
0.0033849-0.00662261j -0.0023163-0.000840823j -0.00119166+0.00222031j -0.00299868-0.000372155j -0.01325-0.00723764j -0.00404005+0.0169558j -0.000520167-0.00488943j -0.00426056-0.0108617j 0.0141471-0.00748762j -0.00705328-0.000652818j 0.00588285+0.00666969j 0.000540041+0.00636594j 0.00116425-0.00885158j -0.00329966-0.00221218j 0.0239248-0.00383462j -0.0134351+0.0081566j -0.0126638-0.00205767j -0.00236866+0.00564537j 0.00441835-0.00249665j -0.00963264+0.0185999j -0.0108656-0.0270145j -0.00805764+0.00265124j 0.0166849-0.0198701j -0.00896873-8.17308e-05j -0.00957277-0.00700967j 0.00118336+0.0105137j 0.00623325+0.00424598j -0.00627527+0.00164196j -8.47268e-05+0.00844966j 0.000154072+0.0115785j -0.00310981-0.00441732j -0.00372794+0.00302228j -0.00427656+0.0122632j 0.00161253-0.00403373j 0.0158084-0.00849668j -0.0148216-0.0221701j 0.0113014+0.00264219j 0.00356637-0.000944856j 1.04107e-05-0.0276267j -0.00569552+0.0158639j -0.0127038-0.00322888j 0.00215212+0.00975207j 0.0145247-0.0220946j 0.0177957+0.0109366j 0.00128822+0.00231439j -0.00390066-0.00932742j 0.00639191-0.00409921j 0.0114217-0.00425353j 0.0145287-0.0157757j -0.00880992-0.010387j 0.0043048-0.00267723j 0.00587813+0.00806445j -0.00373646-0.00584722j 0.0124088-0.0122009j -0.009705+0.0037671j 0.0131558-0.00863703j -0.00167867+0.00326168j 0.00587022-0.00893006j -0.00656663+0.00801332j 0.00301618+0.00112301j -0.00397229-0.00217081j -0.002392-0.00703145j -0.0037847+0.00258283j -0.00530348+0.000334901j -0.00792136+0.00116105j 0.00471762-0.00669061j 0.00376488-0.0135958j 0.00908162-0.0011544j -0.00851139-0.00152324j 0.00696642+0.00087784j -0.00306417+0.00243855j -0.00361288+0.00360153j 
-0.00609251+0.00338029j 0.00336875+0.00709996j 0.000710498+0.00171327j 0.000599424-0.00222422j 0.0137004-0.00405632j -0.00496752-0.0032414j 0.00453874-0.00690238j 0.0117913+0.00604738j -0.00898461-0.0049121j -0.00530814+2.16153e-05j 0.000368671-0.00626717j -0.00608874-0.00865062j 0.00720072-0.00269405j -0.0116404-0.00430372j -0.000155034-0.00164207j 0.0073949+0.0159598j 0.0058522-0.0158872j 0.00254048-0.00528912j 0.00685796-0.00378757j -0.000515378-0.000141563j -0.00750683-3.99744e-05j -0.0133916+0.0147058j 0.00613794+0.0148775j 0.00169269-0.00618926j -0.00496887-0.00430675j -0.00295195+0.00378768j -0.00543105-0.000947811j 0.0173684+0.00352271j -0.00924674-0.00191638j -0.0162958-0.0040612j 0.00188691+0.00774483j -0.00180772-0.0078644j -0.00686344-0.0083357j -0.0157284+0.00620366j 0.00167217-0.00602257j 0.00229031-0.00833622j 0.00765757+0.00751377j 0.0082147+0.0012069j -0.00691699-0.000250707j 0.0038946+0.00576912j 0.015499+0.0110541j -0.00378165-0.00100441j 0.00762343-0.00226512j 0.00844158+0.0140428j -0.00146962+0.00144279j 0.00334364+0.00429455j 0.0143531+0.00603538j 0.00852106+0.00803645j -0.000163453-0.00234905j -0.0112067-0.0120103j -0.00102242+0.0016127j -0.00155977-0.0103406j 0.0128107-0.00712572j 0.0187586-0.0038386j -0.000278427-0.00843695j 0.00788986+0.00962766j -0.0175795+0.00369723j -0.00304419-0.00107503j -0.0028316+0.00986231j -0.000416435-0.00762727j -0.00803001-0.00343709j -0.00227674-6.16319e-05j -0.00594335+0.00200226j -0.00850954-0.00230035j -0.0134655+0.00517914j 0.00339673-0.00099499j 0.00798095-0.00494207j 0.00801962+0.00516231j 0.00259569-0.00297561j -0.00182169-0.00603311j -0.000516634+0.000499478j 0.00179159+0.00302517j 
-0.000157065+0.00236961j 0.00664686-0.00231978j 0.0027198-0.00202753j -0.00985375+0.00389691j -0.0032514-0.00662536j 0.000485426+0.000367232j 0.00488285+0.00394645j -0.00129093+0.00256631j -0.000795457+0.000666977j 0.0196856+0.00624197j -0.00487255-0.00446339j 0.00979506+0.00113443j 0.0084132+0.00352225j 0.00462234-0.00949647j -0.0100097+0.00362843j 0.00331926-0.00719943j -0.030197+0.00153382j -0.000526557-0.000723703j 0.00508942-0.0049019j -0.00716996+0.00655527j -0.00551404+0.00472532j -0.00283094-0.00659187j 0.00359831+0.0088652j -0.0125885+0.015185j -0.00181915+0.0122976j -0.00800663-0.0146387j -0.00330293+0.00727964j -0.00711295+0.0139181j 0.0140865-0.00962676j -0.0113513+0.00111334j -0.00313514+0.0145503j -0.00454039+0.00504971j 9.24864e-05-0.00213683j -0.0121003+0.00929389j -0.00582046+0.0135341j -0.00203026-0.000450954j -0.0025275+0.00582416j 0.00559988-0.00351078j -0.00186323+0.000769195j -0.00499393-0.00456219j -0.00033531-0.00922301j -0.00173233-0.00566634j -0.00315162+0.004192j 0.031958-0.00322972j 0.00516649+0.00775546j -0.0087389-0.00490981j -0.000528631-0.00407198j 0.00392565-0.00208214j -0.00913602-0.00220181j 0.00266+0.00741859j -0.00181828-4.39177e-05j 0.00570879+0.00294721j 0.00362738+0.00851962j 0.00107395-0.00699743j 0.00159158-0.00506796j -0.00751586+0.00934599j -9.95815e-05+0.00491803j 0.00199365+0.00440291j 0.00359899+0.000108438j -0.00964554+5.08045e-05j 0.0100002+0.00308855j -0.00295305+0.00260163j 0.0012827-0.00137773j -0.00530974-0.00360118j -0.00479167+0.00638925j -0.000756034-0.00058258j 0.000145155-0.00159879j 0.00205744-0.00587632j -0.00448208+0.00110932j 0.000430696+0.00106455j -0.0031834-0.000472394j 0.000963715-0.000122148j 
0.00293734-0.00151654j -0.000976283-0.00289168j -0.00355862-0.00341655j 0.000533918+0.00428688j -0.0016455+0.00126893j -0.00577895-0.00153845j 0.0047307-0.0037593j -0.0067653+0.00170975j 0.00235367-0.000347326j 0.0055649-0.00153265j 0.0120524+0.00883713j -0.00418919+0.0039703j 0.00191894+0.00223853j 0.00289293-0.00255066j 0.00184285-0.00107751j 0.00161364-0.00181505j -0.000915063+0.00330518j -0.00538812+0.00282986j 0.00539191+0.016967j 0.0126131-0.0114146j 0.00835138-0.002824j 0.0120659+0.00672969j 0.00746356-0.0127089j -0.0112193-0.00796798j 0.0103297+0.00200508j -0.00431236+0.00833249j 0.00410357+0.00338381j -0.000539269+0.00426859j 0.0151898-0.0021383j 0.0174129-0.00419582j 0.00261642-0.00733992j 0.000279955-0.00488485j -0.0148828-0.00821612j 0.0116339-0.00135214j -0.00142847+0.00471031j 0.0070742+0.00502451j -0.00561006-0.00289168j -0.00381861-0.0104634j 0.00472128+0.0104695j -0.00154244+0.000184679j 0.0234136+0.00117762j -0.00865986-0.00347345j 0.00313055+0.00668177j -0.0122746-0.00296567j -0.024292-0.0152385j 0.00438322+0.0141494j -0.000160754+0.00827922j -0.00557598-0.00500759j 0.00256985+0.0101502j -0.0068386-0.00347577j -0.00115714-0.0101722j 0.0091071-0.00686761j 0.00946108-0.00150191j 0.00348376+0.00675725j 0.00940668-0.0101798j -0.0033313+0.00240316j -0.038273+0.00702495j 0.000582031-0.00274579j -0.0234707+0.000907527j -0.00539873+0.00372236j -0.00852044-0.00275224j 0.000492809+0.00132361j -0.00423101+0.00713656j -0.00789358-0.000589526j -0.010232-0.00791366j 0.00039006+0.00452496j -0.00229846+0.00411573j 0.00321085+0.0030278j -0.00364421-0.00378739j -0.00431357+0.00290217j 0.000578854-0.00112945j 0.00324359+0.00144639j 
0.0020971+0.000840915j -0.00182731-0.00340136j 0.000739485-0.00371026j -0.00330399+0.00154574j -0.00434728+0.00464643j 0.00490668+0.00167876j -0.00621057+0.00573043j -0.000178539-0.00319576j 0.00735755+0.00682127j -0.00901056+0.000593344j -0.00996449-0.000606256j 0.0071923+0.00511536j -0.00673534-0.00334487j 0.00431166+0.00548638j -0.00801072+0.00854185j -0.00869233+5.38799e-05j 0.00721676+0.00656711j 0.0149121-0.00238945j -0.0130631-0.00181667j -0.00666864+0.00819875j -0.0010441+0.000889121j -0.000515482-0.0162631j 0.000779361+0.00834126j 0.00689853-0.00297312j -0.00752386-0.00647599j 0.00722758-0.00261428j 0.00405704-0.00365778j -0.00412357+0.00810424j 0.00478017+0.00737843j 0.0198061-0.00428421j 0.00503024+0.00912397j 0.00730674+0.00373889j -0.00903405-0.0121929j 0.0024493+0.00936938j 0.0147063+0.00804511j 0.00882156+0.00420041j -0.010931-0.00279283j -0.00944022+0.0128008j 0.0041877-0.00701977j 0.00752584-0.00495544j 0.0171753+0.00745067j 0.00142367+0.00176729j 0.0213631+0.00251223j 0.0136723-0.00225345j -0.0145119-0.0118622j 0.00357926+0.00122046j 0.00212309-0.0075365j 0.00312611-0.00271862j 0.00426371-0.00573209j 0.00469916-0.00308963j 0.00746734-0.0159325j 0.00236321-0.00828381j -0.00374895-0.0034018j -0.000511868-0.000715562j 0.00701856-0.00957316j -0.00598704-0.00525966j -0.0293816+0.0113752j 0.0013702-0.0010089j -0.0197303+0.00301872j -0.010396-0.00219955j 0.00221209-0.00229936j -0.0101694+0.00178954j -0.00795951+0.00122007j 0.00254171-0.00588787j -0.000561811+0.000782682j 0.00234191+0.00143113j 0.00167627-0.00259352j 0.00677553-0.0018065j -0.000671144+0.000737424j -0.00467216-0.00124569j -6.68601e-05+0.00139601j 0.00012925-0.00123013j 
-0.00136642+0.00106583j 0.00107035-0.000946873j 0.00140289-0.000808588j 0.00205824-0.000807857j 0.0113095-0.000219346j -0.00549814+0.000538098j 0.00339994+0.00244027j 0.00948127+0.00338347j 0.00707856-0.00147845j -0.00562817+0.000631807j 0.00670344+0.00111136j 0.00732695+0.00218725j 0.00158519-0.00860922j -0.00355829-0.0065584j -0.00690878+0.00673249j 0.00427481+0.00567627j 0.00898683-0.00250139j 0.0173304-0.00239687j -0.0165165+0.00387588j -0.00490283+0.00652561j -7.73433e-05-0.00404317j -0.00977176-0.00240972j 0.0152762+0.00338102j 0.011232+0.00853968j -0.0145936-0.00686203j 0.00587819-0.00585138j 0.00671759-0.00808192j -0.00558576-0.00383626j 0.00144821+0.00547832j 0.0119632-0.0142459j 0.0101619+0.00431697j 0.00947477-0.0020645j 0.0105084+0.00465448j -0.00560119+0.0068172j -0.00442616+1.09391e-05j 0.000531976+0.00630973j 0.0055928+0.00578666j 0.00960735+0.00378071j -0.0172979+0.00339482j -0.0123873-0.00399191j 0.00731781+0.00254606j -0.00351808+0.00488409j -0.00258454+0.0093864j -0.0228792-0.0056254j -0.00409447-0.00565587j -0.00748957+0.0144818j 0.00989327+0.0132897j -0.0341532-0.00257929j 0.022282+0.00255562j -0.000297944-0.00228602j 0.0089394+0.00602592j 0.00360733+0.00195161j 0.0128467+0.00630537j -0.00184499+0.00252002j 0.00867782-0.0034248j -0.000617763-0.0189232j 0.00536259+0.00309575j 0.00992022+0.00314644j 0.00375619-0.00134052j 0.0135608+0.0067928j -0.00242628-0.0034468j 0.00857345-0.00494732j 0.00317665-0.00436486j 0.00515725-0.000358653j 0.00497202-0.0118728j -0.00279904+0.00718746j -0.0088285-0.00017957j -0.0143095+0.00288536j 0.00405742+0.00255301j 0.0032394+0.000792965j 0.00130016-0.00202105j 0.00235208+0.00172823j 
-0.000352357+0.0046706j 0.00148455+0.0040397j -0.00444815+0.00161638j 0.00785708-0.000302328j -6.22304e-05+0.00273469j 0.000699462-0.00421456j 0.00689264-0.00688344j -0.00928792-0.00448765j -0.00302298-0.000914971j -0.00297547-0.00929726j 0.0134132-0.00794444j 0.000770608-0.00434634j -0.00637143+0.00460539j -0.0191758+0.002849j 0.0126713+0.00326793j -0.0056942+0.00242283j -0.0117577+0.00416728j -6.50974e-05+0.00413124j 0.0250296+0.00107487j 0.0052342-0.000882439j -0.0047414-0.00233469j -0.00564036+0.000939918j -0.010251-0.0106361j -0.00336026-0.0138414j -0.00296184-0.00976292j -0.0104384+0.00876476j -0.00805384+0.0162923j -0.0076902-0.00851423j 0.0214946+0.00336701j 0.00776064+0.0170205j -0.000222199+0.00376793j 0.0199756+0.0228208j -0.00730345-0.00932298j -0.0128542-0.0134723j 0.00248061+0.00875897j -0.00132139+0.0205988j 0.00603628-0.0150992j 0.00191838+0.0109277j -0.00337998+0.00661776j 0.00610477-0.014549j 0.00823801-0.00289033j 0.00293964+0.0157097j -0.010383+0.00154234j -0.014622-0.00457819j 0.00811892-0.00624305j 0.00502584+0.00291559j -0.0033217-0.00079449j -0.00292296+0.00636041j -0.00260308-0.00254349j -0.00558385-0.00174366j -0.00305635-0.00657592j 0.0077652-0.00544132j 0.00986209-0.0156669j 0.00891493-0.00213585j -0.00478914+0.0027008j 0.00823416-0.00460646j 0.0078273-5.08601e-05j 0.00610865-0.000219814j 0.000833318-0.00872829j 0.00504711+0.0032662j 0.00699623-0.0050033j -0.000322892+0.00508516j 0.000104806-0.00161569j -0.00762138-0.00234194j 0.0027184-0.00613501j -0.00144948+0.00147009j -0.00638196+0.00472313j -0.00102403+0.00124204j -0.00331818-0.00147779j 0.00347485+0.00404517j 0.00240412-0.00403089j -0.000748823+0.000975194j 
0.00535992+0.00310239j -0.00531193-0.00501928j -0.00555082-0.00554423j 0.0158498-0.000464782j 0.0161168+0.00643011j 0.0014218+0.00281306j -0.00476874-0.00202408j 0.0152483+0.000817896j 0.00331179+0.00882147j -0.00379148+0.00704715j 0.000336909+0.00345474j 0.00240597+0.000101904j -0.00247071-0.00126601j -0.0108792+0.00674477j 0.0100443-0.00214729j 0.00443591+0.00536238j 0.00542696-0.00671284j 0.00777765-0.00880549j 0.0156001+0.00340958j 0.0104351-0.0025837j 0.0044792+0.00755145j -0.0208664-0.00838386j 0.0234949+0.0249028j 0.0147645+0.00305998j 0.00379486+0.00373778j -0.0262688-0.00636047j -0.0108187+0.0044152j 0.00421447-0.0255403j -0.0068024-0.00125451j 0.0031936+0.00717487j 0.0120697+0.0119134j 0.00521273-0.00877744j 0.00231573+0.0179015j -0.00439319+0.0179314j 0.0123852+0.00324125j -0.00107402+0.0128663j -0.00535666+0.00536768j -0.0198369-0.00588501j -0.00201986+0.00509339j 0.00951602-0.00898727j -0.00918357-0.0114423j -0.0151512-4.85078e-05j 0.0100133+0.0123924j -0.00752276-0.00244628j 0.00293211+0.00668949j -0.002205-0.00397j -0.00734651+0.0044227j 0.00527244+0.0076743j -0.00823914-0.00546896j 0.00490329-0.00312686j -0.000334726-0.00466497j -0.000275604-0.000362606j 0.00905723+0.0127674j 0.00071587+0.006689j 0.0120556+0.00818288j -0.0110056+0.00156399j 0.00226702+0.00459374j 0.00680606+0.000702214j -0.0057841+0.00492923j -0.00505096+0.00194821j -0.00302034+0.0152407j -0.00309216+0.000440925j 0.00331106+0.00456576j -0.0126645+0.00859515j -0.00179108-0.00048832j -0.000554251-0.00257259j 0.00751221+0.00204955j -0.012591-0.00129491j 0.00753399+0.00746516j -0.00337983-0.00107515j 0.000233947+0.00106482j -0.000618946-0.0058562j 
0.000422881+0.00272074j 0.00300586-0.00298663j 0.013335+0.00316869j -0.00344593-0.00646158j 0.00203169-0.000534136j 0.00185642+0.00667492j 0.0013432-0.00194462j -0.0105869+0.0116066j -0.00940907-0.00570097j -0.000435985-0.00523536j -0.0110678-0.0044938j -0.00201623-0.0132393j 0.00384924-0.0273571j 0.00616784+0.00207071j -0.0137805+0.00478048j 0.00334477+0.000789867j -0.0139005-0.00983269j -0.000699063+0.00354417j -0.0102871+0.00985247j -0.00118994-0.00224927j -0.00577417-0.0122005j -0.00337118+0.00476675j 0.0185316+0.00239755j -0.0359822+0.0206969j -0.00568806+0.000594565j -0.010261+0.00772081j 0.00738913-0.0239893j 0.0116607+0.00977055j 0.0097375-0.00718793j -0.00238573+0.0295829j -0.0332447+0.0129865j -0.00192195+0.017021j 0.000175742-0.00845884j 0.00136945+0.0189398j -0.00288252-0.00295928j -0.000867218-0.0025754j -0.000924069-0.00476891j -0.00408766+0.00546127j -0.000903339+0.00304804j -0.0085878+0.00714546j -0.005786-0.000930619j 0.00525411-0.000852158j -0.00838732-0.0160479j 0.00304111-0.00103973j -0.00362835+0.00333389j -0.0159703-0.00849169j 0.00717376-0.00521895j -0.00860307-0.00602613j -0.00723389-0.00545208j -0.00971185+0.00387829j -0.00859512-0.00091364j -0.0033324-0.00405602j 0.0110824-0.0167707j 0.00177804+0.00355021j 0.00678847-0.00529071j 0.00363688-0.0112364j -0.00136005+0.00102783j -0.0095449+0.00333316j 0.00650081-0.00284785j 0.00510684-0.0027864j 0.0032248-0.00325016j 0.0073086-0.0108336j -0.00113403-0.0054645j 0.0159851-0.00204263j 0.0055715+0.00457168j -0.000130948+0.00055881j -0.00471218-0.00350912j 0.000490074-0.000327415j 0.00298033+0.000148798j 0.000670586-0.00184355j 0.00140766-0.00131299j 0.000697643+0.0014864j 
