0.0106964-0.0020676j 0.00124103+0.00905739j 0.00764212+0.00899604j -0.0149031+0.0053282j -0.00359791+0.00799197j 0.00263999+0.00659947j 0.0144077-0.00642648j 0.000617005+0.00522855j -0.0019817-0.000671993j 0.000734387+0.00826974j 0.00872131-0.00641513j -0.000920777+0.00800932j 0.0100327-0.00618532j -0.00215223+0.00785608j -0.00327279-0.0022862j 0.00125881-0.00808439j -0.000699616+0.00191298j 0.00551956-0.00674153j 0.000910284+0.00566366j -0.00247343+0.00432845j -0.00466524+0.00222143j 0.000909642-0.00206788j 9.6841e-06-0.00596578j 0.0010233-0.0110358j -0.00417742-0.00720316j -0.00167341+0.00308334j -0.00655159+0.00142693j 0.000948873+0.00463777j -0.000470484-0.00998598j -0.00456222+0.000779435j -4.39381e-05+0.00620136j 0.00110439+0.00587024j -0.00232611+0.00245318j -0.000752407+0.00361881j 0.000146922+0.00100309j 0.00395847+0.00196774j -0.00445662+0.00317385j -0.00812282-0.010268j -0.000803181-0.0128066j -0.00995201+0.00565125j -0.00348026+0.00445008j 0.0082271+0.012532j -0.00253793-0.00459721j 0.0058051-0.00843425j -0.0063841-0.00111827j 0.000195535+0.00130196j -0.0075934-0.00539412j -0.00799551+0.00420213j -0.0119204+0.00221772j 0.0061321-0.0114455j 0.00462455+0.0107772j -0.00627535-0.0100561j -0.0148992+3.99277e-05j 0.0101616+0.0116311j 0.00669463+0.0122885j 0.00687442+0.00470536j -0.010262-0.00364747j 0.00197082-0.008296j 0.00535198+0.0326522j 0.0438677-0.0135372j 0.0079635-0.0358077j -0.0114473-0.0187841j -0.0139455-0.00538112j -0.00462249+0.00343045j 0.000524668+0.0117683j -0.00415706+0.0119766j -0.00117811-0.00526043j 0.00225486-0.0284494j 0.000643352+0.0174132j -0.00174864-0.0168687j -0.0697072-0.0282718j -0.0278033+0.0749767j 
-0.00683666+0.00171816j -0.011712-0.00213006j -8.43483e-05-0.000107598j 0.00881266-0.00306958j 0.0285787+0.00787089j 0.0116964+0.017261j -0.015409-0.00524968j -0.024349+0.0205612j 0.0126464-0.00926687j 0.0117067+0.0227074j 0.0137135+0.0011531j -0.00886679-0.00597906j -0.00954235+0.00303418j -6.35885e-06+0.00949387j -0.0234021+0.00859684j -0.0251003+0.0135431j 0.0160014+0.00459737j -0.010094-0.00267727j 0.0178213+0.0028635j 0.00486097+0.012387j -0.00822176+0.0132748j 0.0277079+0.0147572j 0.023612-0.00262609j -0.012009+0.000148624j -0.011569-0.00814542j -0.0233386-0.0275622j 0.00488614-0.0123071j -0.0113593-0.0110864j -0.019213-0.00268005j 0.00580577+0.00686914j 0.00822864+0.00673434j -0.00315515-0.0186871j 0.000585002-0.0106995j 0.00578603-0.0170834j 0.00552477-0.00403356j 0.00429242+0.00646568j -0.00991674-0.00921931j -0.00115105-0.00221485j -0.00917092+0.00447187j -0.00380258+0.00121703j -0.011902-0.00247246j 0.00589496-0.00291703j 0.00395919-0.0048275j 0.00308885+0.0047438j 0.00307988-0.00151856j -0.00841424-0.0136257j 0.0144005+0.00879138j 0.00314149-0.0130518j -0.00951265-0.0021545j -0.0117416-0.00149003j 0.00532982+0.00473069j -0.0219636-0.00481893j 0.00541383-0.00654766j -0.013002-0.00177897j 0.0116807-0.00599442j 0.00486013-0.0025135j -0.000780793-0.00894857j -0.00681107-0.0069224j 0.00364272+0.00999927j -0.0029594-0.0069197j -0.00303348+0.000767474j 0.00655556-0.000734982j 0.000469939-0.00410743j 0.00280949+0.00537398j -0.00947927+0.0127515j -0.000957724+0.00380091j -0.00422268+6.87076e-05j 0.00120264-0.00353652j 0.0123183+0.000794552j -0.00877519-0.00473719j 0.00939903-0.00133614j 0.00204313+0.00269613j 
-0.00120597+0.00557613j -0.00282729+0.00222786j -0.0118101-0.00346366j 0.00412363+0.012549j -0.00424712+0.00984878j 0.00955229-0.00242008j 0.0127735+0.0100562j -0.0132834+0.00109297j -0.0163405+0.00474072j -0.00172041-0.00692111j -0.00878751-0.023377j 0.00604386-0.00546531j 0.00155205-0.00819608j -0.00247789+0.00134944j 0.0276928-0.0235038j -0.00555123-0.0177259j 0.0165284+0.0219126j -0.0188913+0.0157757j -0.000823307+0.0040656j 0.0236126-0.0020714j -0.0115428-0.021725j -0.00317425-0.0145957j -0.012949+0.0172002j 0.00748336+0.0109115j -0.000171189-0.00643279j 0.000513745+0.00962128j -0.0233851-0.0274894j -0.0167126-0.00153211j 0.00277269+0.00667398j 0.0097279+0.0104123j 0.00563431+0.00772838j -0.0124969+0.00440703j 0.00340231+0.00480034j -0.00123482-0.00273274j 0.000641605-0.00101524j -0.00619302+0.00656816j -0.011282-0.0261811j 0.00209418+0.00614697j -0.0076093-0.00974083j 0.021034-0.00633007j 0.00363707+0.00258789j -0.0119068-0.00628385j 0.000276279+0.00426779j -0.000419645-0.00167762j 0.0105623+0.00459107j -0.000104936+0.00952674j -0.0103024+0.0141395j 0.00150235-0.00739244j -0.0109435-0.000314388j -0.00457972+0.00788417j 0.00833441+0.0152731j -0.0061819-0.00764177j 0.0104189+0.000736328j -0.00905682-0.00489448j 0.00762062+0.00341543j -0.00757732-0.000299295j -0.00235524-0.00358544j -0.00783796+0.0102659j -0.000328188+0.0015276j -0.00731683-0.000217121j -0.00372855-0.00346033j 0.000923985+0.00542635j 0.00496588-0.00595686j 0.00227852-0.00505788j 0.00242756+0.00160134j -0.00300217+0.00465485j -0.000298169+0.00499583j -0.00505054-0.00458959j 0.0118893+0.00595275j -0.00251148-0.0014488j 0.00502967-0.00504071j -0.00342249+0.00194915j 
-0.00375475-0.00287345j -0.00785295+0.00643766j -0.00331459+0.00717639j 0.00175673-0.00229054j 0.00953222-0.00593664j -0.00813427-0.00215158j 0.00917042+0.00585539j 0.0052428-0.0046147j 0.00391715+0.00163187j 0.00338188-0.00937708j -0.000827878-0.00333074j 0.00444479-0.000679673j 0.00790631+0.00543782j -0.00409415-0.00925149j 0.0189898+0.00553006j -0.0201709+0.00492731j 0.00821379+0.00432478j -0.00348925-0.00994996j 0.0192675+0.00504711j -0.0335809-0.0137988j -0.0172858+0.00568136j 0.016864+0.013215j -0.00708389-0.0105299j 0.00915286-0.00677233j 0.0299766-0.00162633j -0.00901694-0.0118513j 0.00666356-0.00787051j -0.0135781+0.00723767j 0.00269528-0.00738228j -0.000627516-0.0148592j 0.00466027-0.00147997j -0.0243273-0.000436861j -2.29449e-05+0.00129903j -0.00636574-0.0142251j 0.00692051-0.00310245j -0.000283583-0.000319815j 0.0224971+0.00863081j 0.00108807-0.00290042j 0.000421351+0.00953016j -0.0256461-0.0102535j 0.00605595+0.00124813j 0.000495392-0.00400597j 0.0251925+0.00105185j -0.00858813-0.00882527j 0.00888412-0.0014178j 0.0208399+0.0123173j 0.00760126+0.00865093j 0.0138599+0.0020855j 0.0136829+0.000710927j -0.00152872+0.00397963j -0.00235653-0.00370344j -0.0116226-0.00293909j 0.00767727-0.000494688j -0.00760959+0.0163242j 0.00234647-0.00795334j 0.013461+0.00337424j 0.000922658-0.00529332j -0.00595382-0.00057103j -0.000203809+0.0022344j -0.00536833+0.00798381j -0.00235396+0.000593503j 0.00611181+0.000822661j -0.00849466-0.00271185j -0.00148444+0.000945125j -0.00557033+0.00073594j 0.010109+0.00642986j 0.00660022+0.00745414j -0.00221958+0.00793295j 0.00444641-0.00984575j 0.00136024+0.00700534j -0.000664943-0.00570352j -0.00550441+0.00121453j 
-0.00708055-0.0041426j 0.00708006+0.00735436j -0.00543681-0.000348595j -0.00157615+0.00944804j 0.00185581-0.0101793j -0.00590163+0.015098j 0.0214649+0.000511666j 0.0169668-0.00426547j -0.00655216+0.00954902j -0.0113343-0.0195035j -0.00478566+0.00915623j 0.00404749-0.00143846j -0.00696069+0.00501462j 0.00985236+0.0110793j 0.00370092-0.00241506j 0.00543109+0.000948499j 0.00499956+0.0107908j -0.0219763-0.0116401j 0.015836+0.0165063j -0.013401-0.0232561j -0.0163474-0.0158687j -0.0158796+0.0194669j 0.00662309-0.0188095j 0.000463421+0.00170338j 0.00426064-0.00125811j 0.0055626-0.0111197j -0.00347323-0.00653751j -0.00646105-0.0147787j 0.0072791+0.00405673j 0.00426819-0.0114115j 0.00487675-0.00439963j -0.00653603-0.00999338j -0.00504719+0.00792004j 0.0184792-0.00684321j 0.00750714-0.00810599j 0.000811098-0.0115917j 0.0154479+0.018746j 0.00150149-0.000657605j 0.00470185+0.0051966j -0.0165455-0.0175805j -0.0115757+0.00299019j 0.00880804+0.0076909j 0.000384487+0.00828196j -0.00179276-0.00356082j -0.00012189-0.0133892j 0.00191835+0.00415696j 0.00380899+0.00263748j 0.0065977+0.0109487j -0.00421202+0.0122796j -0.00189012-9.21675e-05j 0.000723388+0.00632509j 0.00336355+0.00638626j -0.00852281-0.00364024j 0.00393081+0.00889267j -0.00633397-0.0034493j -0.00516517+0.00863279j -0.000128826-0.00388329j -0.00151441-0.00413532j 0.000972999+0.00111794j -0.000779535+0.00379474j -0.000587739-0.00609179j -0.00237255+0.00167528j -0.00506901-0.00524793j -0.003151-0.0025202j -0.00582701-0.000773976j 0.00676805+0.00426554j 0.00262643-0.00242529j 0.00756502+0.00243427j -0.00360792-0.00988236j -0.00295962+0.00354802j 0.000560564-0.00205832j 0.00349003+0.00453542j 
-0.00937425-0.00448798j -0.00113324+0.00446778j 0.000516494+0.00186485j -0.00325397+0.000625873j 0.00111664-0.00402996j 0.00891695+0.00538174j 0.00174103+0.0103057j 0.00680237-0.00837921j 0.00746805-0.00729856j 0.00806765-0.00817277j 0.00216467+0.00391392j 0.0129843-0.00352425j 0.00606396+0.0115393j 0.00344839+0.00934664j -0.0143804-0.00382483j -0.0201418-0.0125766j 0.0147023+0.0114432j -0.0180768+0.00891346j -0.0194082-0.00747626j 0.0157829+0.0239961j 0.00530469-0.0295248j -0.0110826-0.00181741j -0.00441484+0.0130298j 0.00416077-0.00320085j -0.0204644+0.024753j -0.0103653+0.0162085j 0.00867852+0.00952468j -0.039195+0.00551427j 0.00721884+0.0115962j -0.00143791+0.0151174j -0.00670653-0.00974701j -0.00401905+0.000348468j -0.00901578-0.00324139j -0.016167-0.00802742j -0.00571846+0.00306724j 0.0171907-0.0198781j -0.0150411+0.013881j 0.0118731-0.00835212j -0.00121697+0.00582415j -0.015014-0.00146032j 0.00832196+0.00343596j 0.00687488-0.00176585j 0.00407937-0.00808979j 0.00979559-0.01152j -0.00845855+0.0021774j -0.00441624-0.00155516j 0.00117574+0.00567448j 0.00608618+0.00257302j 0.00324637+0.00520613j -0.0172019+0.00281672j 0.0101708-0.00452081j 0.00485502+0.00229075j -0.00114549-0.00689773j -0.00195307+0.00159895j 0.0106156-0.00232582j -8.43706e-05+0.00812226j -0.00513581+0.000122673j -0.0129563-0.00534524j 0.00897953+0.0055602j 3.99053e-05+0.00701229j -0.00582379-0.00461774j -0.00148607-0.00180645j -0.00339255-0.0115297j 0.00751551+0.00679016j 0.00513574+0.00336033j 0.00526757+0.00355515j -0.00131263+0.000190414j -0.00156245+0.00449314j 0.00189424-0.00733648j 0.00123197+0.00404727j 0.00214671-0.00543229j 0.00357038+0.000229323j 
-0.000449007+0.00861992j 0.00218989-0.00234815j 0.00142138+0.00434565j 0.0131213-0.00684062j -0.00312809-0.0162564j -0.00818502+0.00254025j 0.00178902-0.00909023j -0.000384223+0.00127141j 0.0123603+0.0155533j -0.00308571+0.00958843j 0.00958348-0.0103271j 0.00253936-0.0102322j 0.00886162+0.00722782j 0.0080692+0.00197683j -0.00225933+0.0151993j -0.00397454-0.00435446j -0.00071338-0.0192362j -0.000191827-0.00109012j 0.010882+0.00229063j 0.000209743-0.00966146j 0.00146924-0.00905094j 0.00329183+0.020426j -0.00663223-0.0236327j -0.00255858+0.00661091j 0.0083731+0.0269299j -0.00372977-0.0111192j 0.0208084+0.0136048j -0.012794-0.00204166j 0.00324043-0.00453215j 9.9648e-06+0.00455482j 0.00559149-0.0172987j -0.0168817-0.00532403j 0.00149206+0.00303245j -9.60729e-05-0.0151851j 0.0084046-0.000870224j 0.0123174-0.00045429j 0.00740283+0.00939049j 8.23367e-05-0.00579308j -0.00857696+0.00261361j -0.0118218-0.000918155j -0.0057874+0.00392097j 0.00444771+0.00317822j 0.0100624+0.0108483j -0.00613387-0.00458801j 0.00366217+0.00265315j 0.00125285+0.000866081j 0.000747988+0.00043384j -3.47656e-05+0.00398641j 0.00345719+0.00890934j -0.0100597-0.00337291j -0.00597295-0.00598252j 0.00277898-0.00220323j 0.000261812+0.00620658j -0.00159482+0.00246816j 0.00317445-0.00144868j 0.00305583+0.0131238j 0.0033796-0.00152405j -0.00274708-0.0030387j 0.00387445-0.00417383j 0.00709617+0.00659634j -0.00201388-0.0026209j 0.000853925-0.000941796j -0.000264389+0.00144109j 0.000461374+0.00187298j -0.00535297-0.00356665j 0.00636945-0.00390986j -0.00125333+0.00414897j -0.00182201+0.00169529j 0.0022993+0.000976204j -0.00215284+0.0020632j 0.000927024-0.00226427j -0.00105973-0.00328895j 
-0.00745591-0.00250751j 0.00488786-0.000336529j 0.00471082-0.00363273j -0.00234133+0.00381467j -0.00173304-0.0181518j -0.00246503+0.0128941j 0.00463317-0.00866685j 0.00649378-0.0138382j -0.00277294-0.0104038j -0.000628087+0.00678881j -0.00146734-0.0130824j -0.00830918-0.0154037j 0.0059641+0.00891197j 0.0181173+0.000983555j -0.0169746-0.0172377j -0.0265291+0.00107367j -0.00953063-0.0387725j 0.00103313-0.00557965j -0.00744692-0.00371561j -0.0221727+0.0141341j -0.0111858-0.00128851j 0.00627666-0.0020547j -0.0419773-0.00103783j 0.0145083-0.0108501j 0.0123295-0.000793004j -0.0133233+0.0186581j -0.0139753+0.0229703j 0.00148148+0.00320068j -0.00336216+0.00805549j -0.00501093+0.0144114j -0.00813204-0.018268j -0.00599658+0.0130335j 0.00187938-0.0112068j -0.0212668+0.00943763j 0.0027816+0.00284728j 0.00568456+0.00269868j -0.0139412-0.02546j -0.000906958-0.00383525j -0.00237289-0.014411j -0.00631852-0.00587402j 0.00413694-0.00877623j -0.0083085+0.0101801j 0.0124106-0.00790401j 9.79649e-05-0.00403411j 0.00193738-0.00339795j 0.01341-0.00954915j 0.00572292+0.00179839j -0.000131648+0.00115347j 0.00342214-0.0100432j 0.00477295-0.00249045j 0.00620947-0.00183842j -0.00494363-0.00615824j 0.00199+0.0129301j 0.00530691+0.00305564j -0.0020838+0.00958629j 0.0068655+2.33845e-05j -0.00321349+0.000838727j 0.00705487-0.0145187j -0.00430729+0.00381626j 0.00385691-0.00271207j -0.00166697+0.00823372j 0.00438705-0.00865482j 0.00344991-0.00101078j 0.00420509+0.00499976j 0.00315792-3.18435e-05j 0.0034754-0.00877846j 0.00373409-0.0097185j 0.000831234+0.00214208j 0.0030711-0.000407167j 0.00165767-0.00513198j -0.0021983+0.00197493j 0.0027932+0.00412555j 
-0.00243119-0.00589707j -0.0131246+0.00587398j -0.00688854+0.0103437j 0.00137423-0.00292047j 0.00766853-0.0164532j -0.00171506+0.0113373j -0.00325307-0.0043339j 0.00629742-0.000491641j 0.00517202-0.00616196j 0.00781071-0.0138347j 0.00375345-0.00350839j -0.0117305-0.00216406j -0.0293434-0.0174583j -0.014951+0.00851512j -0.0166157+0.000297692j 0.00778759-0.00180451j -0.0142619-0.0398516j -0.0192855-0.0126341j 0.0159369+0.00656678j 0.0125603+0.0180715j -0.021757-0.0158211j 0.0295159+0.00627276j 0.0156493-0.0160905j 0.00468071+0.00366057j 0.00195533-0.0117806j 0.0201604+0.00074662j 0.0129521-0.000276653j -0.0219823+0.00668775j -0.0126535+0.00266309j 0.0117404+0.00145338j -0.000787867+0.00206573j 0.0142616+0.00932426j 0.0049943-0.01717j 0.0105113+0.0227431j -0.0165669+0.00118829j -0.0228383+0.00767882j 0.00203141+0.00588699j -0.00538444+0.0120729j 0.00943673+0.0107855j 0.0189422-0.00161623j 0.00666886-0.00877431j 0.00668209+0.0171894j -0.0149173-0.00679456j -0.00125993+0.0094484j -0.0124397-0.00863754j -0.0044985+0.00416716j 0.00810398-0.00623516j 0.0151705+0.00399668j -0.00150875-0.00137678j -0.00652293-0.00469077j 0.00574326+0.0120644j -0.00999509+0.00565955j 0.00231491-0.0161882j -0.00480957+5.53997e-05j 0.0115248-0.0138303j -0.000860656-0.00399492j -0.00151463+0.00020738j -0.0114589-0.00746596j 0.00560843+0.00549191j -0.012114+0.00102005j 0.00958792-0.00800253j 0.000632404+0.0029256j -0.00952639-0.00571513j 0.00953096+0.0017664j -0.00311405+0.00748328j -0.00729981+0.0108967j -0.00129825+0.00207943j 0.0114405+0.00773418j 0.00493112-0.016133j -0.00413435+0.00588387j 0.00659931-0.00291995j -0.00518593+0.00671141j 
0.00907263+0.000696037j 0.00649292-0.00760847j 0.00215694-0.00259444j -0.000983645+0.00207187j -0.0162852+0.0093061j -0.0066577+0.00988284j -0.0207684+0.0103853j -0.000560436-0.00129949j -0.00674541+0.00385823j -0.0168192+0.00338409j -0.0168209+0.00320919j -0.0113772+0.0074501j -0.0203291-0.0222266j 0.0174662+0.0216384j 0.0131192+0.00616613j 0.00727171-0.0131176j 0.00598641-0.0114383j -0.018315+0.00683097j 0.0286601+0.0184795j -0.00633114+0.00913569j -0.0190194-0.007995j 0.000743784-0.00462919j -0.0244206-0.0251496j 0.00609627+0.000972974j -0.00541512+0.00286369j 0.00109789-0.0250125j -0.0220244-0.00703381j -0.000615374-0.0121528j 0.00371268+0.00913348j -0.00682876+0.00488513j 0.00227316-0.00559591j 0.00399867+0.00332515j 0.00920199-0.00190658j 0.00381126+0.000313551j -0.00943492+0.00896138j -0.00980019+0.0095107j 0.000241356+0.00256647j 0.00260277+0.0116905j -0.00432163+0.00205097j -0.017463+0.00630932j -0.00602001+0.00225155j 0.0214759+0.0212629j -0.00270095-0.000503971j -0.00109203+0.00626048j -0.0166391-0.011451j -0.00371963-0.000846592j 0.00437037-0.00721646j 0.000481688+0.000393702j 0.0042761-0.000328519j -0.00340292-0.0111599j 0.00841449+0.00742097j 0.00314756+0.0124162j -0.0114624-0.0124929j 0.00810616+0.000708713j -0.0100626-0.00910018j 0.0037711-0.00204902j 0.00224548-0.00299369j -0.000279222-0.00271313j 0.0046134+0.000752823j 0.0083275-0.00238783j -0.0114332-0.0089035j 0.00680783-0.000728424j -0.00356194+0.00350772j -0.00967703-0.00392943j -0.0125222+0.00555893j 0.00188153-0.00250711j 0.00280078-0.0049987j 0.0111432-0.00834371j -0.00992859-0.00227013j -0.00183083+0.00302807j 0.000957928+0.0010879j 0.00544696+0.00159269j 
-0.00449821+0.0145488j 0.0114413-0.00549172j 0.00740086-0.00425323j 0.00542364+0.0150191j -0.00715242-0.00756336j -0.03229-0.00634069j 0.0117536-0.0141373j -0.00610486-0.0151999j -0.00288514+0.0113677j 0.00213178-0.00251631j 0.00629875-0.0425855j 0.00696458-0.0115716j 0.0214207+0.00378767j 0.0046148-0.00102136j -0.0157223+0.0150415j 0.00177621-0.0174268j -0.0173876+0.00083257j 0.00106187+0.000665813j -0.0106875-0.0073313j 0.000163594-0.0193906j 0.0209294+0.0267534j 0.00448879+0.0132764j 0.028189-0.0150052j -0.0159097+0.0147036j 0.00253995+0.0137455j 0.0180189+0.0246257j 0.0211796+0.0245537j 0.0036229+0.00632357j -0.0165409-0.0202413j 0.00260399-0.00417996j 0.000294581-0.0129781j 0.0064334+0.0150856j -0.00109961+0.0109849j 0.00908567+0.00912682j -0.00317039-0.0118988j -0.00225754+0.00325351j -0.00207251-0.0204395j -0.000818576-0.00621406j -0.000970975-0.0209972j 0.00629203+0.00477122j -0.00989297-0.00136575j -0.00359186+0.0179698j -0.00583121+0.00542079j 0.00105168+0.00138474j 0.00099827-0.00241026j -0.00774266-0.00773528j -0.00607423+0.0011945j 0.00188379+0.00740105j -0.00490838+0.00621467j -0.00573819-0.00804604j -0.00425325+0.00666435j -0.0061733-0.0115075j 0.000627057+0.0102045j -0.00133507+0.0017165j 0.00799813+0.00706732j -0.000197821+0.0077135j 0.00169612+0.00232288j -0.00463378-0.00746661j 0.00282882-0.00685825j 0.00178331+0.00153691j -0.00114577+0.00297154j 0.00299133-0.00665034j 0.00248416+0.0039791j 0.00668319-0.00190429j -0.00419328-0.00725976j -0.000120132-0.0131058j 0.00256653-0.000962791j 0.00670386+0.00522692j 0.00541629+0.00366524j 4.25482e-05-0.00589834j 0.000797953+0.00178761j 0.00114449+0.00048721j 
0.00867541-0.00423498j 0.00236601-0.0136356j 0.0116267+0.00520754j -0.0142319-0.0125805j 0.0186939-0.0085272j -0.0117881-0.014013j -0.0125768+0.00684962j -0.0002457+0.00497362j -0.0167721+0.00111851j -0.0240113+0.0191426j -0.0189994+0.00744322j -0.0169593+0.0117351j -0.000296489-0.0269159j -0.0136415+0.0178445j -0.00755446+0.00648626j -0.00202132+0.00250787j -0.00558201-0.00945888j -0.0264775-0.000772757j 0.00547672-0.00256945j -0.0288669-0.0145207j 0.00969374-0.012479j -0.0180815+0.0284295j 0.009173+0.0117708j 0.0154643+0.00762535j -0.00513885+0.00993j -0.00263354+0.0066317j -0.026099+0.0131362j -0.00725159-0.012016j -0.00518039-0.000814806j 0.00349012+0.00915966j 0.0160115+0.00584628j 0.0108564-0.0101455j 0.0106423-0.00386637j 0.0184451+0.020459j -0.000580266-0.00557277j 0.000609158-0.0111111j -0.00933042+0.0127377j 0.019205+0.00180845j 0.00556901+0.0091914j -0.00140181+0.00164193j -0.00071365+0.00165494j -0.011748+0.00387425j 0.000990043-0.000647425j 0.00622937+0.00582437j -0.00218305-0.00231113j 0.00858878+0.000790401j -0.00948413+0.00881522j 0.00584+0.00802917j 0.00208412+0.00531222j 0.0186114-0.013873j 0.00152403-2.58156e-05j 0.00396289-0.00771214j 0.0031552-0.00632278j 0.0132519-0.00556666j 0.00264755+0.00284325j -0.00332519+0.00652871j 0.00168588+0.00239373j 0.00867689+0.0034792j -0.00284159+0.00527458j -0.00302975-0.00716876j 0.00997693+0.00225142j -0.00699058+0.00438599j -0.00759593-0.00697632j -0.00130583+0.00186442j 0.000778649-0.00647749j 0.00885866+0.00123353j 0.000378643-0.00314925j -0.000370382+0.0143152j -0.00020277-0.00242826j 0.00322933-0.00546849j -0.000493708+0.0036317j 0.000140068-0.00297286j 
-0.0344587-0.0157412j -0.0139642+0.0200027j -0.0312239-0.0115116j -0.0139581+0.0234876j -0.00775475-0.00771196j 0.0166088+0.00554111j 0.0196709-0.0259056j -0.00276801+0.0103013j 0.0202041-0.0138282j 0.0306294-0.0264024j 0.0067787+0.000555455j -0.0104258+0.03677j -0.0394627+0.0314385j -0.00264494-0.00681521j -0.0134155-0.00867416j -0.0151527-0.00471939j 0.00357487+0.0112676j -0.00807526+0.0140671j 0.0193716+0.00877055j -0.0352321+0.000900863j 0.011589+0.0128395j -0.0112985-0.0156586j 0.000806621-0.00286738j -0.0106885+0.0108275j -0.00773937-0.0029233j -0.0118847+0.00250978j -0.00373519-0.0211424j 0.0032981+0.00270266j -0.00274366-0.00454261j -0.00520919+0.00106014j 0.00862872+0.0060255j 0.00861926+0.00789009j -0.0017987+0.0121118j 0.0116383+0.00656779j -5.39305e-05+0.00170093j 0.00297291+0.00869958j 0.007604-0.0120579j 0.0167298-0.00359027j 0.00552182-0.0108376j -0.0120336+0.000179609j -0.001928+0.00568515j 0.00036942+0.0092896j -0.00124635+0.00153525j -0.00231472+0.00319896j -0.0122805+0.000357177j 0.00962551-0.00594248j -0.00390722-4.55608e-05j 0.0059874-0.00702086j 0.00100294+0.00105126j -0.00318748-0.00849277j 0.000952948+0.00479475j 0.00569586-0.00218047j -0.00552351-0.000808864j 0.0101675+0.0053259j 0.00128-0.0070121j -0.00311855-0.000166154j 0.00152234-0.00564832j 0.00451963+0.00194016j 0.00326453+0.00377311j -0.0042925-0.00155375j -0.00206549-0.00251624j 0.00102478+0.00427008j -0.00417933+0.00799381j -0.00505759-0.00764512j -0.00624144+0.00151015j 0.00254191+0.0052368j -0.003904-0.00329864j 0.00817479-0.00187188j -0.00450508-0.0041612j -0.000640018-0.000959534j 0.00352822+0.0038285j -0.000196765+0.0086397j 
0.00348057-0.0236954j -0.0281602-0.010518j 0.0225345-0.0131204j -0.0251404-0.0232191j 0.00953344-0.0271932j 0.0148457-0.0203074j -0.000312876-0.0156434j -0.0100996-0.00499338j 0.00881512-0.0270921j -0.00567393+0.00917783j -0.022881+0.019861j -0.0248537+0.0116813j -0.00823307+0.0102854j -0.011163+0.0232257j -0.00171509+0.0167911j -0.00410923-0.028874j 0.0255277+0.0010152j -0.00970078-0.00725879j -0.00652108-0.0258369j -0.0143598-0.0153244j -0.0250758+0.0097639j 0.00310154-0.0195368j 0.0159394-0.0152939j 0.00370574-0.000646201j -0.00403739+0.00532125j 0.0152292+0.00712205j -0.00362884+0.0104605j -0.00547897+0.0100218j 0.00435947-0.00595022j -0.00236525-0.000538417j -0.00626565-0.011759j 0.00186438+0.00337569j -0.00548697+0.00106544j 4.94937e-05-0.00573108j -0.00644054-0.000633108j -0.017156+0.0034204j 0.0176213+0.00486598j 0.000796558+0.00116414j 0.011199-0.00198978j 0.00450093-0.0167243j 0.00560542-0.00102907j -0.00142983+0.00386888j -0.0057747+0.00919329j -0.0025723+0.00555796j -0.00440815-0.00316815j 0.00253487-0.00269945j 0.00352072+0.00627085j 0.00545737+0.00453244j -0.00239884+0.00363421j -0.00073274+0.00151757j -0.0022578+0.00161752j 0.00247186-0.000216571j 0.00474247+0.00464949j -0.00191159+0.00371883j -0.00137179+0.00125283j -0.00402759+0.00445786j 0.000409747+0.0035927j -0.00598508+0.000479524j -0.00430855+0.00212411j 0.00283344-0.00495938j 0.00190983+0.00298306j 0.004696-0.00196084j 0.003831-0.0115011j 0.00806301+0.00172886j -0.00303596-0.00489952j -0.000963858+0.00227252j 0.00928263-0.00761665j 0.00116374+0.0128097j 0.00240492-0.00912108j 0.00192029-0.00142583j -0.00626518+0.00362522j -0.00283551+0.000910994j 
