0.0724518+0.053947j 0.034186+0.0322616j 0.0212108-0.0269369j -0.0402328-0.000572017j -0.113303-0.127223j -0.0150178+0.025063j -0.0205246+0.0807821j 0.0304693+0.0408601j 0.0586621-0.0333803j 0.0119364-0.10095j -0.0283079-0.0298737j -0.0131738+0.0101971j 0.0291314+0.0227932j -0.0341944-0.0171934j -0.037396+0.0241058j -0.0259459+0.00857277j -0.0479917-0.0246544j -0.0232822-0.0383627j 0.0131644-0.0154084j -0.0267859+0.0063838j 0.00464793-0.0198028j 0.00762405+0.00546553j 0.0370974-0.0150161j 0.0124397-0.013125j -0.0721899+0.0191136j 0.0816101+0.0505548j 0.156469+0.0774118j -0.0352317-0.110011j -0.0215361-0.137849j 0.115271+0.125743j 0.112399-0.0573532j -0.0286972-0.000473589j 0.078556-0.00459637j -0.0361526-0.0258564j 0.0346487+0.0106632j -0.0248141+0.00773883j 0.0447325-0.00905443j -0.0274599-0.0225649j 0.0128194+0.0716852j -0.00610189-0.0277687j -0.033028+0.0529173j 0.0160277+0.00905265j -0.0259276-0.0290013j 0.0301669+0.071374j -0.0148356+0.0544698j 0.0617928-0.0310706j -0.107731+0.0149338j 0.15315-0.0260356j -0.179793-0.167505j -0.0530832+0.0228881j -0.00979177-0.182419j -0.233059+0.0545893j 
-0.0343846-0.0745116j -0.0688726-0.00197808j -0.020468-0.124305j 0.0414111-0.0711017j 0.025533+0.0309899j 0.114808+0.102086j 0.0226193+0.127759j 0.0381197+0.0141496j 0.0660594+0.0953157j -0.0576738+0.00195968j -0.0917347-0.000785583j 0.0540568+0.0492455j 0.153972+0.0354778j -0.117024-0.0428147j -0.0763095+0.0671556j 0.0132991+0.00511073j -0.00730696+0.0562777j -0.0608008-0.000398274j 0.0482403+0.0883173j 0.109615-0.0706387j 0.0132278+0.0468904j -0.00432809-0.0705327j 0.0125929+0.0274901j 0.0218585+0.10983j 0.0568075-0.107887j -0.00456251-0.00457756j 0.0311222+0.0078737j -0.140867+0.0402771j -0.0095422+0.166628j -0.0827804+0.0326608j -0.110978+0.0596862j 0.074051+0.0658933j 0.00144603+0.134171j 0.136027-0.000707462j -0.0652546-0.00935189j 0.0253663+0.0267041j 0.0303409-0.0301733j 0.0266442-0.119981j 0.0649345+0.0951934j -0.00764973+0.0176331j 0.0649856+0.0447883j 0.111644+0.102372j 0.0222727-0.0660363j -0.0408391+0.109268j -0.0232376-0.000474522j 0.101289-0.0265818j 0.0245803-0.0129027j -0.109524-0.0327146j -0.14528-0.14116j -0.120967+0.0157392j -0.0975576-0.109244j 0.0944696-0.0711723j 
0.0133433+0.0301926j -0.0467972+0.0370116j 0.0835675+0.00263155j -0.05175-0.121092j -0.0192113+0.0195828j 0.0129296+0.00976378j -0.0291727+0.0957427j 0.00158809-0.00871716j -0.127855-0.0648651j 0.0141848-0.00837835j -0.0763642+0.106271j 0.00169989+0.0479489j 0.0626528-0.0935558j 0.0953398-0.0627396j 0.0313945+0.00657576j 0.0929183-0.0716168j -0.0174246+0.030863j -0.189889-0.0748823j -0.0733859+0.159445j -0.07404-0.0200412j -0.0196501-0.0503524j 0.0233714-0.0404942j -0.0959412-0.02808j -0.0156188-0.0802838j -0.0130405+0.00577556j -0.114205+0.00303703j -0.0212056+0.0530807j -0.0286445+0.0136033j 0.00574556+0.0396058j 0.000269947+0.0729173j 0.0267082+0.0447733j -0.0135418+0.0759137j -0.0150776+0.00917555j -0.0558889-0.0221138j 0.0283677-0.0202766j 0.0649341-0.0616307j -0.0510685+0.0335534j 0.117154-0.0241406j 0.046544+0.0130184j -0.126115-0.0923076j 0.0188759+0.0908936j 0.0314305+0.089472j -0.0394628+0.102107j -0.00823311+0.0981679j -0.0603676-0.0241084j 0.0147659-0.0779902j -0.0026186-0.11317j -0.0139649-0.0380608j 0.0105335+0.0160685j 0.00104103+0.0970578j -0.0434493-0.0371172j 0.0220421+0.0134821j 
0.0405653-0.0309568j 0.0816431-0.0375787j 0.135836+0.0682162j -0.0128159-0.0625042j 0.0454622-0.0169127j 0.0316073+0.0653166j 0.06048+0.0726264j 0.00188061-0.0171822j 0.0445353+0.0844927j -0.104072+0.0620583j 0.140606-0.0184134j 0.0176952-0.0317582j -0.148323+0.0427981j 0.0146033-0.123974j -0.125554-0.0168244j -0.0100965-0.0239424j -0.00299341+0.0958431j -0.0187612+0.0108692j 0.0939279+0.0675719j 0.14503+0.0214226j -0.0808506-0.0259921j 0.144112-0.0158258j 0.106256-0.0854874j -0.0244768+0.0937728j -0.0654832-0.0608546j -0.00115427-0.0307585j -0.0312762-0.0491711j -0.0443595+0.0631456j 0.00838779+0.000121786j 0.0188264+0.0145719j -0.0162237-0.0123803j -0.00225426+0.0030165j -0.106945+0.0377188j -0.134535-0.0111526j -0.0395796-0.00948101j -0.0402228-0.208j -0.0304807+0.00778001j -0.0308077+0.0662283j -0.0587947-0.0403593j 0.0471037-0.140128j 0.0212682-0.0210563j 0.0284079-0.0364129j -0.00682797+0.0810563j -0.106032-0.0127508j -0.158413+0.0706959j 0.0368449-0.0626646j -0.00596187+0.0208852j 0.0120626+0.027257j -0.00829924+0.00107482j 0.00527557+0.0172797j 0.0177805-0.00878969j 0.00261863+0.00762035j 
-0.0431688+0.0103042j -0.062478-0.0868165j -0.116955+0.0048534j 0.0915391-0.0876005j -0.0297331-0.0754872j -0.00505025+0.125283j 0.0646374+0.0160558j 0.0966428-0.0249036j -0.0889853+0.0115414j 0.0287443+0.0527568j -0.0511836-0.0735461j 0.0230128+0.00525952j -0.0884924+0.0237898j 0.0056811+0.044347j -0.0678086+0.111149j -0.0174682-0.0902849j -0.00248112+0.0103322j 0.114055-0.0349674j -0.00648167+0.19748j 0.0600455+0.021645j 0.0662045-0.0590223j -0.0302141-0.0225298j 0.0551729-0.0214999j -0.0296584+0.0784592j 0.0296425+0.0384814j -0.0334585+0.0637076j -0.0827194-0.0170239j -0.016165-0.0251071j 0.010583+0.158359j -0.0215687-0.0471636j 0.0122652+0.0217191j -0.0450362-0.00269159j -0.0928425+0.0330878j -0.0182354-0.0412204j 0.0330875-0.0245264j -0.0830225+0.136859j 0.00846835-0.145083j -0.110533+0.247914j 0.0288357+0.0149919j -0.008613+0.187232j 0.00160159-0.015534j -0.00506981-0.00462639j 0.0220259+0.188722j -0.0214864+0.00942721j -0.0583116+0.0134568j -0.0042465-0.0158113j -0.0334926+0.0230521j 0.0129597-0.0048334j -0.0464011+0.00788296j -0.0304012-0.12009j 0.000606093+0.064034j 0.0119352-0.047231j 
-0.0403806+0.00946377j -0.0726269+0.0503868j -0.0807679-0.0867196j 0.00483263+0.0189596j -0.0258056+0.0739703j -0.107078+0.0088661j -0.0716673-0.00374542j 0.052035+0.0283414j 0.00114197+0.108992j -0.0220685-0.00506148j 0.0517905+0.0579652j 0.0753424-0.0367858j -0.0508869+0.0332486j -0.0694186+0.054047j 0.146527-0.0472071j 0.00629382+0.0774018j 0.0366594-0.00220619j -0.0094231+0.0115842j 0.0496644-0.0606748j 0.0253694-0.0129186j -0.0991216+0.0222349j 0.0313114-0.0186055j 0.0427996-0.0492633j -0.00179266-0.0237903j 0.00340857-0.0710895j -0.0892168+0.0802995j -0.066334-0.0134522j -0.0361952-0.0724812j -0.0739932+0.0470546j 0.0058499+0.0164423j 0.0486391-0.0249978j -0.0610778+0.0151855j -0.00286642+0.17156j -0.0436772-0.0217738j -0.0746298-0.0292472j 0.00582513+0.0373646j -0.111166+0.0252415j 0.129121-0.0353199j -0.0447599+0.0650704j 0.186595+0.0720571j 0.0246233+0.0426801j -0.0256168+0.100813j 0.0329954+0.0232562j 0.0098257+0.0554174j -0.0220191-0.0959314j 0.032766-0.0113303j -0.00682664-0.0401534j -0.0232225-0.0224545j 0.0151495+0.0294725j -0.0077256+0.0237438j -0.00816539+0.0234049j -0.0116163+0.0225332j 
-0.0797023-0.0883527j 0.0488416+0.00573976j 0.0607829-0.00796082j 0.0496161+0.0592983j -0.0131399+0.0638429j -0.120269-0.0126864j 0.057915+0.101869j -0.0938191+0.0370592j 0.146042-0.128039j 0.0379071+0.0459677j -0.0977155-0.0256706j 0.0605614-0.0262923j -0.0274039+0.033978j 0.0434549-0.0551111j -0.0172861-0.0485557j -0.0529723-0.00593125j -0.0473714+0.00264015j 0.0353113-0.0737665j -0.0238896-0.0226811j 0.0728204+0.0100277j 0.053923-0.0146051j -0.0536978-0.0297987j -0.138758+0.0514017j -0.0167677-0.0118126j 0.0763515+0.0238378j 0.0446299-0.0892094j 0.0248027+0.119376j 0.00321686+0.079975j 0.0401067-0.0811744j -0.11274-0.0404222j -0.0249736+0.0440539j 0.020625+0.0524887j -0.0398198+0.07597j 0.0150617+0.0432139j -0.0340603+0.0225328j 0.085595-0.137089j -0.142414-0.0276482j 0.113033-0.110873j 0.0216228-0.03264j 0.0684757-0.0839783j 0.016915-0.00507807j -0.0410426-0.108096j -0.000400828-0.051571j 0.0046472-0.0892748j -0.0138264+0.0167868j 0.0560945+0.0237064j 0.0307814+0.108209j -0.0557095+0.047494j -0.00541677-0.013404j -0.0239275+0.0195135j -0.0369808-0.0558172j 0.0132268-0.00767053j 
-0.0429145-0.0231145j 0.0531675+0.0222601j -0.0739441-0.0627988j -0.0888297-0.0292571j -0.0713427+0.00784208j -0.161234-0.0817032j -0.0755165-0.120655j 0.0410357+0.138062j -0.0890521-0.0222002j -0.0367714+0.102008j -0.00195723-0.0477123j 0.0691564+0.0909045j -0.0612712+0.0330833j 0.109812+0.0605945j -0.0551773-0.0304339j -0.00886806-0.0054611j 0.0250708-0.0953621j 0.00581006-0.0606843j 0.0366619+0.0617565j 0.0577987-0.10782j -0.0628904-0.110373j -0.0965777-0.123725j -0.0348627-0.0277364j 0.131547+0.0304051j 0.00216389-0.0439224j -0.0254411+0.0529662j -0.0364711+0.0013554j 0.0580143+0.057787j -0.0649316+0.0220437j 0.0308577-0.17719j 0.0271568+0.0725643j -0.0327322-0.0112909j -0.0138096+0.0889704j -0.0856212-0.0649729j -0.0445593-0.0143059j 0.0390693-0.0204966j -0.0242603+0.0457681j 0.0130806-0.104063j 0.0213363-0.0690757j -0.0202045-0.0639861j -0.016442-0.0767065j -0.0366235-0.0300318j -0.0109866-0.105586j 0.0394251+0.0227739j 0.0391258+0.0383177j 0.000748632-0.0926149j 0.0689528+0.049394j -0.00879796-0.0491311j 0.101527-0.106271j 0.0374799-0.00747237j -5.2863e-05+0.00374279j -0.0719285+0.0373694j 
0.176712-0.0101581j 0.0482342+0.0837563j -0.0938124+0.100479j -0.0226002+0.0198898j 0.100577+0.116244j 0.0846531+0.0352032j -0.130862+0.0750751j -0.0141046-0.018212j -0.00562382-0.0746082j 0.0262108+0.114505j 0.0420251+0.0990093j 0.111352-0.081095j -0.0726354+0.177221j -0.0346629+0.011193j -0.141271-0.0129282j -0.154902-0.0757097j 0.0401234-0.0389735j 0.0869545-0.00853494j 0.00715013-0.0635756j 0.00463193+0.0866872j 0.0585843+0.0127178j -0.0289261-0.0729686j -0.0423664-0.0115537j 0.0248441-0.0713303j -0.00969463+0.0427159j -0.0179262-0.0285695j -0.109823+0.0154976j -0.0118967-0.0115587j -0.142008+0.0211914j 0.0559539+0.0220957j 0.0541212-0.0703777j 0.0272209-0.123152j 0.0235458+0.118158j 0.0175384-0.0192232j -0.0571441+0.010925j -0.0124934-0.0608707j 0.1073+0.0278731j 0.0564792+0.0638856j 0.0221627-0.0568635j -0.0093032+0.0191023j 0.0185455-0.0215727j 0.0508233+0.045851j -0.00710251+0.0578302j -0.091893+0.00490179j -0.0429296-0.00887035j 0.0554858+0.000330268j 0.00807477+0.0267895j 0.0277939+0.0115335j -0.101302-0.0544408j -0.0288618+0.0271467j -0.00726788-0.0479286j -0.0406779+0.0318083j 
0.0166791+0.181891j -0.116269+0.116337j -0.105886+0.0607344j -0.0208037+0.00867378j -0.106215+0.00615651j 0.101341-0.0133682j 0.00213813-0.00863196j 0.0840152+0.0150701j -0.0424385+0.128855j 0.0759347-0.151187j -0.0211272+0.0476547j -0.0454881-0.111542j 0.0255189-0.0443741j -0.17102-0.0584822j 0.0236941+0.0414843j 0.075436-0.0341327j 0.0158178-0.0121304j -0.0550974+0.0621381j 0.0097628-0.0452328j 0.0697752+0.0160494j -0.0593121-0.0206618j 0.0524894+0.0771407j 0.0802227+0.035528j -0.0149037-0.0169171j -0.00817136-0.0566891j 0.00516882-0.0299162j -0.0300061+0.036231j -0.0321332+0.079843j -0.00527844-0.0605577j -0.0428078-0.0751609j 0.0352498+0.0784337j -0.0212262+0.110239j 0.0302839+0.0316682j 0.0355874+0.00485715j 0.0199906+0.0198368j -0.00642082+0.0414016j -0.0792146-0.0489009j -0.057426-0.0523591j 0.0462749-0.0154761j 0.00369669-0.0433378j 0.0178626+0.040043j 0.048048-0.0160139j 0.0278565-0.0221861j -0.0187547-0.0118232j -0.0681464-0.012245j 0.0441249-0.0808364j -0.0449137+0.00829414j 0.0441589-0.0925615j -0.017627-0.0410598j 0.0382356+0.0466761j -0.0412053-0.02688j -0.00704818-0.0206171j 
-0.204569-0.0307791j 0.0707702+0.00154285j -0.103132+0.137425j -0.0543612+0.0928375j -0.0430937+0.024481j -0.0331729-0.00357778j -0.0787921+0.0405443j 0.0120416+0.0332241j -0.145241+0.191102j -0.187489-0.0701827j 0.0872636-0.0296078j -0.0145901+0.0261421j 0.0827954-0.0175766j 0.13273-0.0101987j -0.0193375-0.0587601j 0.0358271+0.100065j 0.0329993+0.0643893j -0.0387869-0.0259961j -0.00663776+0.0488821j 0.0341581-0.00101359j 0.0496356+0.0781254j -0.0794888-0.0614754j -0.0160878-0.0184979j -0.0102403-0.0086407j 0.0159735-0.10328j 0.110209-0.100402j -0.158441+0.0265934j -0.067424+0.0487058j -0.000808195-0.00272187j -0.0904197+0.206518j 0.147447-0.037731j 0.0814053-0.04614j -0.0038941-0.131368j 0.0384408+0.0519696j -0.0589273+0.0210705j -0.0078984+0.0460473j -0.0147687-0.0677803j -0.00424928-0.0421477j 0.0498148-0.00923533j -0.035924+0.0507294j 0.0570069+0.0300272j 0.0711159+0.0698131j 0.029682+0.0121517j 0.104094-0.0261678j 0.0459297+0.0267747j -0.0154477-0.0425909j 0.0979774-0.0660378j -0.0169324+0.0514217j -0.0327731+0.0887098j -0.0371457+0.0899513j -0.0737017-0.0486871j 0.0318721+0.00418819j 
-0.0357476+0.0240802j 0.0159459+0.00770918j 0.0344934+0.0659739j -0.0117999+0.0693081j 0.035506-0.0528919j 0.0618911+0.048842j 0.0603222-0.0628705j 0.0181561-0.111435j -0.128397-0.0281679j -0.00380148+0.0654702j 0.0058211-0.0389923j 0.0549457+0.0175261j 0.0440644-0.0369987j 0.0624197-0.0291812j -0.0905129-0.00217967j -0.0752634+0.0296629j 0.00454246-0.00350351j -0.0367616-0.037771j 0.0440883-0.0262349j -0.00248771-0.00175747j -0.0143014-0.0213261j 0.0517392+0.0176499j 0.0483109+0.039483j -0.020147-0.0192744j 0.0239158-0.0604262j 0.000949522-0.0549685j -0.058976-0.00744589j 0.0535914+0.0835225j -0.0617463+0.0104636j 0.0669894+0.0833374j 0.0698958-0.00194015j 0.100798-0.0761065j -0.0646125+0.0180462j 0.0727981-0.00300797j 0.00509573-0.0197453j 0.00922949-0.000163725j -0.0461846+0.0840363j -0.0282513+0.0828817j -0.0371217+0.156546j 0.00826068-0.0189982j 0.0617025-0.0330208j -0.0068506-0.0244064j -0.0251801-0.0165865j -0.0165302-0.110667j 0.0231675+0.0595306j -0.0853616+0.0658205j 0.0332629+0.033527j 0.0637935-0.0224331j -0.0429963+0.00142366j 0.0750736+0.0794786j 0.00106186-0.0524214j 0.0175022+0.0283757j 
-4.21383e-07-0.0472123j 0.0412701-0.0172767j 0.160972+0.013095j -0.0472035+0.00508668j 0.0467304-0.0188391j 0.213101+0.0140888j -0.138259-0.128613j 0.0382643-0.107032j 0.139164-0.0644978j -0.0618973-0.123265j 0.101634+0.0741586j 0.0941958+0.0421047j 0.0623195+0.0236032j -0.077191-0.0350683j -0.0836439-0.00538497j 0.0215223+0.0365047j 0.0505823-0.0466738j -0.0857709-0.0403589j 0.0487048+0.0016718j 0.0238025+0.0406612j 0.0374219-0.0118487j -0.0178111-0.00737007j 0.0177114-0.0289353j -0.0221561-0.0686271j -0.0212851-0.0364158j 0.13102+0.0242686j -0.0533503+0.00549101j 0.035608-0.0498655j -0.065684+0.0609192j 0.00104339+0.00232662j 0.133846+0.0111322j 0.104578-0.00652041j -0.0473964+0.022912j -0.0220968+0.0288401j -0.00574778+0.0291145j 0.00413098+0.0212918j -0.0694728-0.0807004j -0.0641611-0.0253914j -0.0276463+0.0910554j 0.0282316+0.0221262j 0.082817+0.0133514j 0.0312411+0.0586944j -0.0255241+0.0333497j -0.0510887+0.0862099j 0.016369-0.0686414j -0.0449253-0.00943813j 0.0452711-0.0776206j 0.116374-0.0543604j 0.0438858+0.114014j 0.0570419-0.196656j -0.0139361+0.0135575j -0.067375+0.116943j 
-0.000860862+0.110315j 0.089029-0.0409309j 0.0650472-0.00848496j 0.182145-0.075756j -0.109568+0.116987j 0.0766867-0.0783122j 0.309104-0.141422j -0.0381263+0.0722207j 0.0382392+0.100234j 0.0280003-0.0126389j 0.0177313+0.112272j -0.055507+0.0563048j -0.115652-0.00545782j -0.0131048+0.0152356j 0.0616222-0.0189753j 0.0147765+0.0472624j 0.0614627+0.0861205j 0.0543296-0.0459543j -0.00373465-0.00241534j -0.0879403+0.0269654j -0.0262428+0.00298196j -0.0647678+0.0156045j -0.0516056+0.00353658j -0.048498-0.0313651j -0.0406472-0.0632755j -0.0268541-0.0725665j -0.0658575+0.033557j 0.0581259+0.0539087j -0.0274016-0.0104874j 0.0690326+0.00952435j -0.0098844-0.0750728j 0.0424651-0.0294199j 0.0756327-0.0649738j -0.137776-0.0278389j -0.00500881-0.0105817j -0.0322521+0.0310238j 0.0980456-0.116855j 0.0262442-0.0179872j -0.0029936-0.0346484j -0.0121012+0.00894173j -0.00446012+0.0369709j 0.0408502-0.0940725j 0.00706098-0.0392729j -0.0117235+0.025712j 0.0159702-0.0292495j 0.0483301-0.166669j 0.0363517+0.000545807j 0.0185383-0.0120961j 0.0156457-0.0248164j -0.0359358+0.196192j 0.00417497+0.0118287j 0.14693-0.0698359j 
0.0270552-0.0309231j 7.10547e-05+0.0142518j 0.0289301-0.0184874j 0.0585673-0.0142438j -0.00294943-0.0421591j 0.00458138-0.0206839j -0.0244561+0.00817672j -0.0100925+0.0493231j -0.0459758-0.0737975j 0.010657-0.108319j 0.00433743+0.0177298j 0.0254304-0.0245802j -0.0389861-0.122027j -0.0394656+0.0929649j -0.0414357-0.248041j -0.0118242+0.0941787j 0.0650633+0.00700561j 0.0107598-0.0308992j 0.0260369+0.108034j -0.0753932+0.116195j 0.00880807-0.149431j -0.0232763-0.136906j -0.0253184-0.021214j -0.0219636+0.138315j 0.0184966-0.0713178j 0.022599-0.0197601j 0.0728362-0.103503j -0.0287416-0.0180081j 0.0209267+0.0169651j -0.0331073-0.0313769j 0.0601183+0.000250029j -0.0931412+0.00317768j 0.042005+0.00218875j -0.00498314+0.000372688j -0.2748+0.0638851j -0.0393525+0.0172712j -0.0505792+0.0230851j 0.0073443+0.00347229j 0.00461229-0.0247933j -0.0281711-0.00941971j -0.0479402-0.0389391j 0.187315+0.0471027j 0.00228928+0.0183636j -0.142074-0.0118318j 0.0528434-0.00278158j -0.192513-0.0194171j 0.0310337+0.00707771j 0.040551-0.00135344j 0.0149951+0.00686057j -0.0251317-0.00199527j 0.0023197-0.00179347j -0.0180748+0.00719168j 
-0.0206444+0.0270478j -0.0151105+0.0248399j -0.0401039-0.00261649j 0.0210184+0.0377849j -0.00475284+0.0225418j 0.0220891-0.0405671j -0.0860389+0.0116262j -0.0150611+0.00542728j 0.00323719+0.00831542j -0.00755892-0.044095j -0.0121511+0.000234453j -0.106922-0.0224359j -0.066827+0.0790706j -0.0109774-0.0351086j 0.0233481+0.0458734j -0.10391-0.0135394j 0.0316422+0.0155475j -0.02239+0.0393485j -0.0263807+0.0253364j 0.0658228+0.0143921j -0.0158036+0.0509451j -0.0697592-0.0657354j -0.037265+0.0091719j -0.00661419+0.0723199j -0.0826851-0.0185131j -0.000656378+0.0806778j 0.0574274+0.0387324j -0.0904227-0.0279923j -0.0144174-0.0590892j 0.0316701+0.0507132j 0.0554702-0.0385878j 0.00199051-0.0478413j 0.0465996-0.0118179j -0.00198845-0.00559028j 0.0777396-0.00424197j -0.251103+0.181905j -0.123337+0.0767871j 0.133451-0.0936409j -0.0419604-0.332585j -0.165537-0.0189312j 0.0678404+0.0829974j -0.0523728+0.126102j 0.232286+0.182882j -0.0193522+0.065121j -0.0378536-0.0595745j -0.0243931+0.0213091j 0.000965763-0.0161946j -0.010086-0.000567505j 0.00886451+0.00822119j 0.00784608+0.0188791j 0.000989781+0.00107018j 0.00707013-0.00541044j 
-0.0194168+0.0177156j -0.0578351-0.0324729j -0.00909288-0.024502j -0.0100511-0.00880184j 0.0209471-0.0211001j -0.105615-0.020893j -0.0410501+0.00208984j 0.0120123+0.0500967j -0.0571185-0.0271555j -0.054895-0.0373386j -0.0242059+0.0206415j 0.0188382-0.00817936j 0.0574731-0.00307198j 0.00539093+0.134095j -0.00948503-0.0595766j -0.0492508-0.00296757j -0.0817919-0.0184j 0.000640629-0.0252452j 0.0191373-0.0398122j 0.00918054+0.0598819j 0.0319148+0.0335881j 0.0503464+0.0433761j 0.0151721+0.0788535j -0.0250599-0.0366827j -0.0506361+0.0594291j -0.00635168+0.0211611j -0.00881436+0.0370555j -0.00123823-0.0182332j 0.0259745-0.00603757j 0.0116616+0.0569946j 0.0265279+0.0570016j -0.0510145-0.0290629j -0.176592-0.0995379j 0.089898-0.242025j 0.0102309+0.0573403j -0.0206051+0.0124042j 0.0115358-0.148177j 0.00870478-0.138348j 0.00813785+0.0232323j -0.0100372-0.0180482j 0.0172036+0.046792j 0.0421352+0.0354251j 0.00832891-0.0434031j -0.108697-0.0872672j 0.022968-0.109464j 0.0868196+0.0578826j -0.0872019+0.109206j 0.065175-0.0261102j -0.0345597+0.138278j 0.0181745-0.0088189j -0.00406565-0.0170162j -0.00258572+0.00953974j 
-0.144004+0.0427238j -0.00635914-0.0084429j -0.0625886+0.036126j 0.0680021+0.0304318j -0.0970261-0.00373653j -0.134592+0.0693035j 0.180857+0.011688j -0.169041+0.041808j -0.072976+0.0485066j 0.0323122+0.0265927j -0.0651236-0.00928606j -0.0210771-0.0732877j -0.112049-0.00291936j 0.00769446+0.0387639j 0.0377943+0.00941211j -0.0422664-0.031602j 0.0161975+0.00417481j 0.0422333+0.0559938j -0.0389128+0.000295048j -0.0147025-0.0236107j -0.0368203-0.0318184j 0.0340023+0.0118023j 0.0329342-0.0198939j 0.0542991-0.00417123j -0.0160382+0.0690881j 0.0269012+0.0702352j -0.08567-0.151029j 0.0801944+0.0273106j -0.157209-0.14056j -0.0503763+0.10263j 0.00875856+0.10824j 0.0717045-0.00336498j 0.0240853+0.0673672j -0.0250786-0.0902685j -0.039906-0.0399896j -0.00261669-0.0157263j 0.0535737+0.151278j 0.0818528+0.109472j 0.0386735+0.0998386j 0.00752+0.0176019j -0.0106009-0.0324527j 0.0304198+0.0636787j 0.0501323+0.0598408j 0.0484644+0.0445344j -0.033802-0.00099339j 0.0388483+0.0771016j 0.0284482-0.103874j 0.0548057+0.118281j -0.0494572+0.167883j 0.0288857-0.536244j -0.122587-0.0563844j -0.0967321+0.455741j 
0.077046+0.0853416j -0.188568+0.0684833j -0.132353-0.146654j 0.00437749-0.0419726j -0.00300196-0.0682485j -0.201457-0.190781j -0.00410776+0.0986362j 0.0278697-0.132942j 0.0796339+0.0532986j 0.102193-0.120855j -0.0414586-0.00891343j -0.07703+0.025344j -0.044739-0.0757252j -0.0172533-0.0620433j -0.0303706+0.0329733j -0.00436222+0.0545311j -0.00765507+0.0431426j -0.0072666-0.0234112j -0.0047036-0.00244137j 0.0147888-0.035859j 0.00487363+0.0340046j 0.0420485+0.0240461j 0.0616843+0.0396091j 0.0089876+0.0965649j -0.0456881-0.108654j 0.0397494-0.129474j -0.0694263+0.165519j 0.142726+0.0739858j -0.147026-0.020079j 0.089301+0.03057j 0.0896461-0.0139618j -0.0421132-0.00298732j 0.00310475+0.024683j 0.0104064-0.00423918j -0.009456+0.00861197j -0.00710182-0.015559j 0.0243107+0.0514562j 0.0154561+0.00391347j -0.00221975+0.0394239j 0.00157899+0.00887189j -0.00205962-0.0166023j -0.0161056+0.0515085j -0.0128323+0.0353881j -0.0340531+0.0490665j 0.0237465-0.033445j -0.00595224+0.0196252j 0.0188732-0.0465584j 0.0270915+0.0413639j 0.0253263-0.01133j -0.0542306+0.119737j 0.0866517-0.0759951j 0.0854457+0.00412775j 
0.179033+0.0129168j 0.0217547+0.0606266j -0.0288615-0.0292619j -0.038375-0.0957487j 0.0486756+0.148723j 0.156476-0.191999j -0.0569319-0.0338989j 0.165331+0.157355j -0.0293305-0.028969j 0.0597155+0.247251j -0.0378851+0.00282469j -0.0651602-0.046409j 0.0535301-0.0926149j 0.0449327+0.0173639j -0.00609308-0.033924j -0.0482058-0.064599j -0.0710201+0.0154047j -0.00601075+0.0643318j 0.012275-0.00600967j -0.0174666-0.0128464j -0.0255102+0.027606j 0.0204506+0.0414225j -0.0422258+0.0845986j -0.0547212+0.0453166j 0.0816596-0.032346j 0.150121+0.0618723j -0.121812-0.0680506j -0.0779926+0.149902j -0.0568784-0.221812j 0.0195844-0.0388355j 0.0845609+0.193917j 0.00312743-0.0517557j -0.00660433+0.0293295j 0.000639879-0.0161909j 0.0439569-0.00862405j -0.000269253-0.0137104j -0.021615+0.0827154j -0.0446577+0.0406485j 0.0302281+0.041489j 0.00261934-0.015023j -0.0402907-0.0220555j 0.0120864+0.0535149j 0.0252425+0.0267076j 0.0434982+0.0453622j -0.0152441-0.010993j 0.0287866+0.0987015j 0.0241789-0.0994491j 0.0248331+0.0603489j -0.0317427+0.222725j 0.0343123-0.369287j -0.0522737-0.0732339j 0.0531549+0.285265j 
