-0.0111808-0.0159973j -0.122751-0.101306j 0.000608676+0.108667j -0.039589+0.0197138j 0.00808869-0.0144283j -0.00362927+0.0332603j 0.015343+0.00109704j -0.0349258-0.0270021j 0.0204923-0.0176072j 0.0367151+0.0481029j -0.00115864+0.0129874j -0.0121879-0.0119788j -0.0658276-0.0160346j 0.0584118-0.00926599j -0.00997346-0.041531j -0.030404-0.0897866j -0.00352823+0.0393813j 0.0262601+0.0960975j 0.0291784-0.0391697j 0.0428656+0.0582933j 0.00832586-0.0326357j 0.00182605-0.0429352j -0.0235916-0.0226238j -0.0304864-0.0428819j -0.0277943-0.0320416j 0.0267217-0.00554867j 0.0299102-0.0485917j 0.0039008-0.019622j -0.0130327-0.00264404j -0.0115808-0.012422j 0.00334283-0.00878281j -0.0261428-0.00925399j -0.00270672+0.0135076j 0.00991696+0.00539432j -0.00302079-0.00612883j 0.00475308+0.00181893j -0.0187132+0.00833956j -0.000174968-0.0270629j -0.0842689-0.050507j -0.00807995-0.0131794j 0.0642308+0.00834672j -0.0222546-0.0413456j 0.102239+0.0201841j 0.0804601+0.00122233j -0.0304442-0.118195j 0.0892251+0.0941108j 0.0992384-0.0456618j -0.0250578+0.00694408j -0.0396844+0.0153032j 0.0385375+0.039677j -0.0456576+0.0210617j -0.0205983+0.00836089j 0.0244218-0.0173679j -0.00552805-0.0448542j -0.0722266-0.0108431j 0.00465175+0.0345069j -0.0358674+0.0674061j 0.0147357+0.0333837j 0.049129-0.0108318j -0.0636679+0.0214567j -0.0199912-0.0650286j 0.10529+0.0150961j -0.164696+0.0504606j -0.254221-0.218401j 0.0574945+0.0506596j -0.0262808+0.0338135j 0.0179794-0.0445773j 0.0221778-0.125241j -0.197246+0.103182j 
-0.0228282+0.00728836j 0.0345539+0.0100272j 0.0869991-0.0888135j -0.0144428-0.0304681j -0.0104918-0.153709j -0.101909-0.0209227j -0.0615102+0.050781j 0.147296-0.0510386j 0.0376305+0.012449j 0.0131433-0.00697507j 0.0735697+0.17852j -0.0590296-0.029722j -0.0417363-0.0386275j -0.127671+0.0228161j -0.0171082+0.017129j -0.0288068+0.0617877j 0.0472759-0.0413906j -0.0193524+0.0350589j -0.0332386+0.0695265j -0.0824261-0.0283195j -0.0100293-0.0280711j 0.0220304-0.012021j 0.0767882+0.0127863j -0.0272568-0.0277989j 0.0724868-0.0795315j 0.0806048+0.0189194j 0.0024812-0.164502j -0.046122-0.00514284j -0.0440785-0.0248681j -0.0370266-0.0187602j 0.0100002-0.0244401j -0.00903124+0.072157j -0.127691+0.0529565j 0.0416864+0.0382515j 0.124727-0.038155j -0.0289816+0.0789452j 0.0239246-0.0402812j -0.0205289+0.00115684j -0.0729595+0.0122331j -0.0300473+0.0545325j -0.00119401-0.040049j -0.00636669-0.00787292j 0.0500376-0.086382j 0.00492358-0.0135668j -0.0128737-0.0239801j -0.00472248+0.0787578j 0.107271+0.0610467j -0.0182967+0.00164744j -0.0148436-0.116811j -0.0371471-0.0133985j -0.0454501-0.0830283j 0.0749125+0.0133441j 0.0635064+0.0129939j -0.0477136-0.0253523j -0.0429156+0.0197507j -0.0530896-0.0501274j -0.0637207-0.00823033j -0.0315275-0.0136215j -0.0526842+0.0235037j -0.0111019-0.0435931j 0.0695877+0.0208188j -0.0736162+0.0362574j 0.027052+0.00217192j -0.124628+0.0169254j -0.0228317-0.0407779j 0.0454303+0.0218745j 0.0118185+0.05879j -0.0342727-0.0684937j 0.0442202-0.0893938j 
-0.0204807-0.0156236j -0.0096803+0.0222647j 0.0141612-0.0478528j 0.0732618-0.0400409j -0.0218599+0.0318143j 0.0256396-0.0541566j -0.0772437-0.0141427j -0.199702+0.0591877j -0.108417-0.0189315j -0.0626765-0.0222941j -0.0132978-0.0213381j -0.0413456+0.000166957j 0.0175637+0.0563883j 0.167293-0.0830682j -0.0335411+0.0391268j 0.124564-0.00570602j 0.0131953+0.0421638j -0.0281347-0.0847427j 0.00633364-0.0094481j -0.0112839+0.0202998j 0.0229633+0.00943831j 0.0197513-0.0236133j 0.0449264+0.0192432j -0.0666867+0.0507534j 0.0232962+0.0377003j -0.104695-0.0437094j -0.0397202-0.104j 0.0730192+0.00805912j 0.0497335-0.108228j -0.00115044-0.0308434j -0.0785975-0.04737j -0.0184405-0.063467j 0.0876376-0.02523j -0.00254606+0.0772665j -0.0192848+0.108645j 0.0376908+0.0314707j -0.00187066-0.00286618j -0.00358793+0.11955j -0.0405032+0.0867081j -0.0354016+0.0457118j -0.0195546+0.000181393j -0.0547709-0.00776779j 0.009518+0.00449029j -0.00665429+0.0814339j 0.0461271+0.00854218j 0.0331399+0.065057j 0.0706477-0.0115652j -0.020434-0.011269j 0.013399-0.0987594j 0.0204434+0.0397963j -0.0540856-0.0178493j -0.165174+0.00449365j -0.0664645-0.022645j 0.00932862-0.0744705j -0.00562541+0.0258008j -0.0547857-0.0603118j 0.0251956+0.0280866j -0.0692431+0.0375008j 0.0174976+0.0242131j -0.0375407-0.130593j -0.0114629-0.0220818j -0.0593459-0.0118141j -0.00569576-0.0189242j -0.110721+0.0210662j -0.015841-0.0469549j -0.023195+0.0192554j -0.0179517+0.0808064j -0.0645058-0.0112195j 0.0102298-0.0460606j 
-0.00654144+0.0139478j 0.0206783+0.00584066j 0.0322132+0.0156187j -0.0100631-0.0267544j 0.0508243+0.0513113j -0.0381538+0.0535661j -0.0141795-0.0740253j 0.0978961-0.0909524j 0.00325252-0.0345023j 0.105186-0.0282903j 0.107652-0.222387j -0.0210498+0.0402859j 0.0768596-0.00734675j -0.199137+0.139099j -0.00946233-0.0359746j -0.0553939-0.0210011j 0.0468544-0.00977086j -0.0249663-0.0643289j 0.0220323-0.0189619j -0.0419534+0.0868839j -0.0609105+0.0477818j 0.0147968-0.00502488j -0.0198259+0.0178146j 0.0180139-0.0144376j -0.0704017+0.00480604j -0.0602695+0.000777951j 0.0403578-0.036934j 0.0464966+0.0138731j -0.00506704+0.0272419j 0.0956636-0.143951j 0.0892869+0.0533942j 0.00942988+0.0396108j 0.106238+0.0335212j -0.146233-0.00790292j 0.00691392-0.0208361j 0.0972138+0.0378639j -0.0355364-0.0290799j -0.0148604+0.0430204j 0.0905086+0.0770015j -0.00130071+0.0432609j -0.0054255+0.0620146j -0.00688924+0.0225131j 0.0148334-0.055375j -0.00446439+0.0826712j -0.00124186+0.0854449j -0.062836+0.101954j 0.0334032-0.027302j -0.0291982-0.040615j 0.0385071-0.0582334j 0.0219441+0.035025j 0.0318609-0.0906702j -0.0250605-0.0670224j -0.0174508-0.0254237j 0.0263665-0.0272193j -0.0239666-0.0338221j -0.0394126-0.0471187j 0.0523954+0.10828j -0.0428891+0.00385308j 0.013392+0.0530061j 0.0249126+0.00220997j -0.004144-0.00670914j -0.0504777-0.00670208j -0.0230972+0.0117915j -0.00485686+0.0350799j -0.0107553-0.0611434j -0.0176805-0.0118002j 0.00879149-0.0148637j -0.000242335-0.0240135j 0.0308776-0.00851042j 
-0.0237307+0.00812566j 0.0165397+0.0139773j 0.0238057+0.0362267j 0.0182707-0.103701j -0.121605-0.0745558j 0.0517048-0.0395222j -0.053667+0.0031156j -0.018106-0.00533081j 0.0233842-0.0254205j -0.0110286+0.063313j 0.00956628+0.044451j 0.021453-0.0227293j -0.0380699+0.0182051j 0.00249373+0.0161053j 0.0890189+0.0528821j 0.0585451-0.0423058j 0.0638067-0.0358186j 0.0390726+0.154087j 0.0466256+0.0422519j -0.0618317+0.0377398j -0.0299634-0.0358797j 0.0160873+0.0766249j 0.0178504+0.0262465j 0.0887921-0.0540489j -0.0419112+0.113364j 0.00257586+0.011408j 0.00482887-0.0419718j 0.135084+0.0540866j 0.0228852+0.0066545j 0.0547625-0.015169j -0.0449736+0.032239j 0.04267+0.116887j 0.0345237-0.1792j 0.164677+0.0854196j 0.0931946+0.0584007j -0.0749412-0.0165752j -0.02281+0.0393242j 0.0483347-0.00553823j 0.0170961-0.00495268j 0.0347755-0.155484j -0.0888817-0.0315302j -0.157807-0.00176056j -0.0888401-0.0157126j -0.0491234+0.0573876j 0.0422211+0.0588026j 0.0102745+0.0225081j -0.0708336-0.0395893j -0.0553164+0.0398488j 0.0123222+0.0529469j 0.0446039+0.0228096j 0.0229014+0.0918109j 0.0848889+0.0739669j -0.0318459+0.134939j -0.0116353-0.0949319j -0.0494963-0.0501084j -0.00475294+0.0355483j -0.00369177-0.115779j -0.0469975+0.0747322j -0.0175077-0.0522182j -0.0603301-0.0113172j 0.0182918+0.00548257j 0.0510888+0.0760066j -0.0214945-0.0350708j -0.0340785+0.0444458j -0.0123201-0.0442436j -0.0326709-0.0196505j -0.0303063-0.0458147j -0.0369798+0.0318341j 0.00134619+0.0263521j 
0.0127578+0.0225762j 0.0103979-0.016169j -0.0329052-0.00494966j -0.0773999-0.0371199j -0.080317+0.0293006j 0.0185017-0.0606366j 0.0866774+0.0073249j -0.0953912+0.00722588j 0.0354984-0.0360001j 0.0593097+0.0186007j -0.00816916+0.0474728j 0.11895-0.00691084j -0.0313991+0.00896552j -0.00999645-0.00199188j -0.0300466+0.0504693j 0.0761191-0.0699598j -0.0267798-0.123806j 0.0623313+0.0171809j -0.00894166+0.0119663j -0.0328687-0.0105796j -0.0561826+0.083358j 0.0519975+0.0352192j 0.0824705-0.0359871j 0.0203173-0.0835083j 0.163927+0.0191143j 0.0183407-0.000297328j -0.0386282-0.0375j 0.00827641+0.0298297j -0.0339993-0.012486j -0.0601139+0.0229525j -0.0964931-0.00798384j -0.092757+0.0334392j 0.0844715-0.0277949j -0.0174622+0.0739041j -0.046953-0.0251043j -0.06776-0.0159419j -0.0348415-0.00389301j 0.0515007-0.0548197j 0.0376497+0.0179276j 0.0423511+0.0622711j 0.0648293+0.09432j -0.0325485-0.0372463j -0.0045846+0.0117221j 0.00494634+0.0380135j 0.0246547+0.134843j 0.0176547+0.0547644j -0.0383104-0.0353673j 0.0268608-0.0787981j 0.0810635+0.00794605j -0.00820233-0.0597316j 0.0599526-0.15859j 0.0101986+0.00623474j 0.0112676+0.0608572j 0.0225677+0.0380554j 0.009034-0.0915923j -0.0143511-0.0805956j 0.0142587+0.179154j -0.0848704-0.0402771j 0.0222187+0.0867688j 0.0380239+0.024077j -0.00819426+0.0378838j 0.000789903-0.0534922j -0.0500553+0.0166678j 0.0810518+0.057818j -0.0128668-0.0601526j 0.00607611-0.0624126j 0.0253717-0.0424777j 0.0293831-0.0088739j 0.0423957+0.0284163j 
0.0143109+0.00976003j -0.0242241-0.0264064j 0.0318206-0.0187911j 0.0495669+0.0595486j 0.158558+0.0594982j -0.023677-0.0137716j 0.0841128-0.0205499j -0.0299124-0.116908j 0.059554-0.00124054j -0.139557-0.00623972j -0.146187+0.169046j -0.0768996-0.0223173j -0.00693017+0.050884j -0.0115394-0.107053j -0.06897-0.0741364j -0.10028+0.0481678j 0.09251-0.0518405j -0.0808759-0.0319119j -0.0196223-0.00667804j 0.0413264-0.00114977j -0.0801312+0.00570715j 0.0413578+0.145802j 0.0506597-0.00887928j 0.0565778+0.0478885j -0.129387+0.0332325j -0.0458143+0.0390303j 0.110102-0.0742426j -0.0442776-0.0515458j -0.223133+0.0110875j -0.0332777-0.00936434j 0.0852297+0.0179887j 0.141864-0.0422367j -0.0445936-0.174051j 0.0920317+0.116263j -0.0460323-0.140501j 0.0200259-0.0655052j 0.0827843-0.0917776j -0.0849899+0.0496132j 0.0623319-0.0309472j 0.0955058+0.0104275j 0.0104655-0.0256888j -0.0480378-0.0162477j -0.0396507+0.0485739j -0.0648596-0.0292087j 0.0138127-0.0205896j -0.0409957-0.00968163j -0.0124709-0.000247941j -0.0417534-0.0348438j -0.00637786+0.00305321j 0.0621903+0.05246j 0.0287501-0.0577644j -0.0105491-0.0663054j 0.0125246-0.0167856j 0.0493396-0.0341298j 0.0178435+0.05142j 0.00402954-0.0494893j 0.0245398+0.0442038j -0.0479365-0.00949787j -0.00571952+0.0693731j -0.0425879+0.0179048j 0.0167669-0.0138285j 0.00117605+0.00561924j 0.0265947-0.0170799j -0.0609798-0.0104909j -8.92779e-05-0.0709246j 0.0175369-0.0316885j -0.00615503+0.0148864j -0.00404117-0.000575844j 0.00593681-0.034181j 
0.0213072-0.0141172j -0.0357497+0.0238284j -0.0498323+0.0637092j 0.0529666+0.00443517j -0.08113+0.023142j -0.0134236+0.0232981j -0.0644869+0.0393496j 0.0280964+0.0786736j -0.0232514+0.129525j -0.00813039+0.0269197j 0.0975777+0.00302069j -0.035687+0.00262867j -0.00633133-0.0943339j 0.0514682-0.0059851j -0.00183158+0.0190894j -0.0604873-0.0519404j 0.0710756+0.0440068j 0.0565951+0.02497j 0.116242-0.0489123j 0.0550119+0.0802334j -0.0801175+0.0091481j 0.0042483+0.0291957j -0.0373467+0.0637418j -0.0610094-0.0712872j 0.097976+0.0315106j 0.0995994+0.0587858j 0.0880209+0.0126063j -0.0215478+0.114123j 0.0855712+0.00199493j 0.0823067-0.00751826j -0.0422991-0.0345369j -0.0226471+0.16022j -0.032199+0.0299856j -0.0184672-0.0099798j -0.0246569-0.0686178j -0.0919948-0.020758j 0.0977932-0.0618597j -0.0200266+0.0455057j 0.0296172+0.0543414j 0.0574665-0.0348442j 0.0534469-0.0620846j -0.00649633+0.0204406j 0.0666873+0.00322652j 0.0150874-0.0638413j 0.0494151-0.0350098j -0.060726-0.114721j -0.0242658-0.130172j -0.066613+0.0178835j 0.0238064-0.00911137j 0.0991472+0.0575031j 0.0266944-0.0405949j -0.00869249+0.107261j 0.0331177+0.164687j 0.105995-0.00666641j 0.0475445+0.0732675j 0.0129288-0.124007j -0.0119757+0.0869546j -0.0535645+0.0203356j -0.0125937+0.0564752j 0.0064629+0.0161737j -0.0278132-0.000562451j 0.0333571-0.0226697j 0.010904-0.00408088j -0.0199685-0.0479842j 0.0175792-0.0206754j 0.0554116-0.0138919j -0.000704291+0.06098j 0.014922+0.0124365j -0.0128444-0.00854991j 
0.00392931+0.0154951j 0.0102783+0.0148435j -0.0683118-0.0562764j -0.0392248-0.00256005j 0.00471408+0.158133j -0.0235363-0.00950217j 0.133575+0.0372621j -0.01164+0.0442666j -0.0165954+0.0408131j 0.140117+0.00579609j 0.0234363-0.0671387j 0.00572864+0.0461166j 0.064821-0.0551351j -0.0570769+0.00245141j -0.119185-0.0900811j -0.0388026-0.102192j -0.0498669+0.0982883j -0.00668116-0.0855118j -0.0290913-0.0381467j 0.0451592+0.0816649j -0.0811919-0.0701319j -0.0923525+0.0484618j -0.0309685-0.0810874j 0.127881-0.161479j 0.0908666+0.0668662j -0.0516368-0.0639893j 0.0678615-0.0493963j 0.052437-0.0577808j -0.070427+0.0455684j 0.0249134-0.0909157j -0.000406181+0.00176862j -0.0034493+0.0756735j 0.016189-0.0659429j -0.0602696+0.0486307j -0.0397214+0.00631461j 0.00492955+0.0531526j -0.0955567-0.00717119j -0.0228536+0.0642236j 0.0741732-0.0251065j -0.0088535-0.0122676j 0.0837241+0.0523449j -0.0296572+0.0411655j 0.00570788-0.000931445j 0.00962191+0.0207084j -0.0445713+0.0535053j -0.00214677-0.0731151j 0.176174+0.0651164j -0.0648108-0.00957821j -0.020315-0.0213093j 0.0129632-0.0486817j 0.0825031+0.100274j -0.0890263+0.06103j -0.00355576+0.0756183j -0.0515511-0.0950135j -0.0638226-0.100085j -0.0490051+0.0178006j 0.0570894-0.0592403j 0.0244657+0.0301382j -0.0319638-0.0200151j 0.0764571-0.0425826j -0.0474543-0.00887908j 0.0245494-0.00398305j 0.0458719+0.00108896j 0.0316804-0.00672875j 0.0254199+0.000203282j -0.0695175+0.0803313j 0.0126189-0.0592141j -0.015796-0.0244844j -0.0208992+0.035354j 
0.024163+0.0278776j 0.0605241+0.0356944j 0.0922344+0.106372j -0.0660051-0.0824191j -0.0869528-0.139688j 0.090891+0.0418564j -0.0642249+0.0191678j -0.0734861-0.00887483j -0.0423712-0.0945932j -0.129303-0.0789161j -0.0548111+0.0669738j -0.0269567+0.00946786j -0.0275914-0.0829954j 0.0100124+0.0462239j 0.0450893+0.0956471j -0.0581297+0.0195167j 0.0335369+0.0240073j -0.0498966+0.0512825j -0.0138453+0.0234204j -0.0407887+0.0126811j 0.0279304+0.0533039j 0.0984698-0.00345765j -0.00102025+0.000986957j 0.00196719-0.0674662j 0.0663937+0.00040374j -0.061844+0.0274058j -0.0396553+0.00213299j -0.048807+0.0742253j 0.0630899-0.0577067j 0.0821104+0.121212j 0.128104-0.0454618j 0.0691214+0.0448283j -0.0648172+0.0128776j 0.148474-0.0327644j 0.00124366+0.0113645j 0.0342025+0.0256662j -0.00954108-0.00149225j -0.0857681+0.0305509j 0.0366528+0.0295015j 0.0451937+0.0639764j 0.0458379+0.0223786j -0.030727-0.0130267j 0.04584+0.120059j 0.0654714+0.0114093j -0.0565456+0.048271j -0.00293963-0.0928904j 0.0164431+0.0146311j 0.030333-0.0509215j 0.0221894+0.0392589j -0.0176577-0.0423797j 0.0798291-0.0274839j -0.0143388-0.0406538j 0.00265514-0.0598518j -0.0146163-0.0395443j 0.0256554-0.0026068j -0.0215077-0.0153844j 0.0371731+0.0923902j -0.0377874+0.0389763j -0.0350967+0.0485673j -0.00146137+0.00568598j 0.0229185+0.0168319j -0.00176213-0.00777211j 0.0675312-0.00859089j 0.0129099-0.0322216j -0.0128487-0.0365837j -0.0492845+0.0421738j 0.0163797-0.00623007j 0.0151562-0.00976338j -0.010616-0.0264957j 
-0.0130976+0.0201215j 0.016753+0.0243635j 0.11881-0.0108928j -0.0656331+0.0063888j -0.0377232+0.134463j 0.0934595-0.0141122j -0.0722516-0.0485991j -0.106312-0.0336274j -0.155272+0.0666983j -0.0828496-0.10149j 0.0556641-0.049899j 0.088568+0.039851j -0.016852-0.088817j -0.0793309-0.0385106j 0.0982417+0.00210012j -0.0203719-0.0997684j -0.00435573+0.0345601j 0.00647354-0.0861779j 0.001004+0.00130079j -0.0564474-0.0299569j 0.0694052-0.0504248j -0.0852046+0.0167556j 0.00300299-0.0546525j 0.0557299-0.0581496j -0.0517333+0.104436j 0.120615+0.0226056j 0.00893096-0.0517821j -0.0174857+0.0129j -0.103904-0.0402478j 0.0226823-0.00334931j -0.0165517-0.0382558j 0.0703741+0.0505509j -0.0798252+0.00528841j -0.101396+0.0644922j 0.0862981-0.03316j -0.0182212-0.0397494j -0.0942019-0.0129305j -0.00666664-0.00650492j 0.0627146-0.0541008j 0.0881199-0.0317462j 0.0113588-0.0679654j 0.0364025+0.0130494j 0.0309134-0.025572j -0.0130659-0.0255441j -0.054913-0.0686147j 0.00142228-0.0215845j -0.0770736+0.0466831j 0.0552965-0.0153702j 0.00893752+0.0216142j 0.0186287-0.128873j -0.0829345-0.00747175j -0.118788+0.0686131j -0.0752026+0.0333122j 0.033437+0.0408211j 0.0930185-0.0321787j 0.0140112+0.0415996j 0.0191939+0.00713518j 0.0829981-0.0790674j 0.0464742-0.0105876j -0.0186618-0.0193647j 0.023315+0.032741j 0.0174844-0.0320368j -0.0123321-0.0291726j -0.0205051-0.038155j -0.0341806+0.0118963j 0.0370957-0.0235765j 0.0263033-0.0221226j 0.0486483-0.0203928j -0.00918623-0.0508117j 
0.0120907+0.0929225j 0.0591022+0.0228829j 0.0530609+0.00222999j -0.0366589-0.0635683j -0.0930795+0.0359647j 0.148479-0.00529604j -0.0873397-0.0861202j 0.0891392-0.202678j -0.0484111+0.0289092j -0.140541-0.025861j -0.00112798-0.0773208j 0.0332511-0.0659446j -0.0322015-0.043924j 0.00455931+0.00389421j -0.010037-0.0415579j 0.00851805+0.00307582j 0.0121765-0.134559j -0.0263526-0.0343532j 0.0912055+0.0999345j -0.0107957-0.0611073j -0.00877343+0.0333364j -0.117897+0.00639079j 0.0415912+0.0536024j -0.0412754+0.0561117j 0.115785+0.0247548j -0.0294687+0.0321078j -0.0333224+0.0244606j 0.0932992+0.00273275j -0.0561835+0.0249669j -0.0489026+0.0575147j -0.0794565+0.0414474j 0.0452056-0.0152504j 0.0867069+0.120019j 0.0304809+0.0645335j 0.0118569+0.0586561j -0.0915753+8.31211e-05j 0.0236127-0.0745061j -0.0695079-0.0720864j 0.0995364-0.0571312j 0.0203784+0.190265j -0.0250973+0.0458287j 0.00837216-0.0442515j -0.035752-0.0388725j -0.0327633-0.00562289j -0.0277771-0.0213942j 0.00573884-0.0540261j 0.0379273+0.00363282j 0.0392379-0.0284624j -0.0695152+0.0412153j -0.024708-0.0439442j 0.0437845+0.00823495j 0.0118978-0.0608966j -0.0227069-0.0710422j -0.050543-0.0267998j 0.00269718+0.0211302j -0.0129442+0.0342966j 0.0622776-0.0397111j -0.0334492+0.0374587j -0.0317843+0.0156951j 0.0106362+0.0844682j -0.0224326+0.0117525j -0.0864438+0.0597807j 0.0700591-0.0268882j 0.0109444-0.0053906j -0.034998-0.067577j -0.0261794+0.0669475j 0.0372625+0.0427961j 0.0144776-0.0248257j -0.0300755-0.0111178j 
-0.03174-0.0379384j 0.0205465+0.00806064j 0.071586+0.101908j 0.0550925-0.0233223j 0.0315709+0.0907576j 0.0532458+0.0471161j -0.0471082-0.125274j -0.0612615-0.00525703j -0.130618-0.0310742j -0.0952089-0.00923035j -0.026978-0.0761194j -0.113329-0.00818455j 0.00292095+0.120334j -0.0217246-0.0350998j 0.0796828+0.015133j 0.069014-0.00782425j 0.0563328+0.0231299j -0.0926801-0.0250744j 0.0231742+0.0176054j 0.0245958+0.0310196j -0.00933946-0.00115751j 0.0454964-0.107279j 0.00673224-0.0577703j -0.0171616+0.0163407j -0.0452075-0.0460392j 0.046087+0.0594608j 0.000296383+0.0197783j 0.0480939+0.0391896j 0.00545758+0.0270778j 0.00994562+0.00327945j 0.118234-0.00824122j 0.041874+0.022331j 0.146277+0.0197279j 0.047041+0.00410446j 0.0178975-0.00405826j -0.0568976-0.0199742j 0.0744068-0.0987145j -0.0729421-0.0269074j 0.0276822+0.0340084j -0.0313443-0.0314676j -0.0408229+0.01845j 0.000238587-0.0187819j -0.060207-0.0202118j -0.0405752+0.00149813j 0.121392-0.00199608j -0.0414823-0.0252282j 0.0256065-0.0241471j -0.0916155+0.0443549j -0.00365646-0.0379539j 0.0111476+0.0704606j -0.0166477+0.0170321j -0.0973626-0.0740177j -0.0309015+0.0407298j 0.0191047+0.00415127j -0.116777-0.0305228j 0.0203819-0.0164685j -0.0189098-0.073903j -0.0110947+0.0148919j 0.0381216+0.0100922j -0.0133801+0.04572j -0.00169473-0.0261436j 0.0196788-0.0141232j 0.00428326+0.0474154j 0.00816399+0.0547815j 0.0687073+0.0292011j 0.00714808-0.0384537j -0.0861002-0.0303088j -0.0557071+0.0590889j 0.0326648+0.0680529j 
-0.0432216-0.0296564j 0.0316854+0.0347487j -0.104794+0.0366842j 0.00356899+0.0256329j 0.0590479+0.0450107j 0.0199326+0.06051j 0.0996431+0.0193618j -0.0632696+0.0728957j 0.0202409+0.0192248j -0.0278416+0.0652035j -0.0434427-0.0328869j -0.0451664+0.016823j 0.00675165+0.0266674j -0.00673497-0.00908304j -0.0109935+0.0618775j -0.00357215+0.026813j -0.0494873-0.0544318j 0.0299909+0.0549601j -0.128286+0.0243178j 0.0532586+0.0208893j 0.0284844-0.0365158j -0.075008-0.0466976j -0.0633988-0.0150286j -0.0130133-0.0356812j 0.0376139-0.0312481j -0.00478282-0.0612817j -0.0591751-0.0274242j -0.0923527+0.104095j 0.0572652-0.0640884j -0.0149869-0.046402j 0.0265048-0.017612j 0.0549859+0.0485276j 0.0859115-0.00104867j 0.00164841-0.12772j 0.0409461+0.0682514j -0.0755974+0.00976183j 0.00586946-0.0169696j -0.053289-0.0483732j -0.0637802+0.0118342j -0.0314038+0.0243155j -0.00476979-0.00336605j -0.0204456-0.0395907j 0.0428083-0.0403595j 0.139537-0.0305562j -0.0131001+0.0326988j 0.0558787+0.0126365j -0.0192795+0.0410078j 0.0809972-0.0146216j -0.0736866+0.0682179j -0.0010527-0.0205775j 0.0368734+0.0222842j 0.0253071+0.0650734j -0.129404-0.0474973j 0.0276768-0.0659689j 0.0154883-0.00360206j -0.137665+0.0407835j -0.0346725-0.0310357j 0.0279138+0.106966j -0.0417813-0.0340994j 0.0143744+0.0191049j -0.0263765-0.0364559j 0.0254255+0.0252292j 0.0405616-0.00408558j 0.0839573-0.0497844j -0.0380163+0.0478353j -0.0381904-0.0385033j 0.132875+0.0387378j 0.0618641-0.0619466j 0.0141432-0.0147817j 
-0.0297817-0.0154871j -0.00794533+0.0400335j -0.118232+0.123473j 0.0556432-0.0294686j 0.0559125-0.03492j -0.105925+0.061959j -0.0189526-0.0960768j -0.0908011+0.138186j -0.110116+0.0540197j -0.0238559-0.00300546j 0.0158167+0.0308323j -0.007408-0.0104068j -0.00673009+0.0852488j -0.0312355-0.0329671j -0.0914088+0.0289897j 0.0448233+0.0876258j -0.0658187-0.00287931j -0.0143548-0.00506578j 5.4659e-05+0.107281j 0.00281533-0.0266207j -0.213431-0.00270988j -0.0208951-0.00951485j 0.0362472-0.105427j -0.0179989-0.00455481j 0.0337729-0.0749274j 0.0328169+0.00477382j 0.108158-0.0175552j -0.0375914-0.0128565j 0.0182658-0.0730134j 0.0177337-0.0208675j 0.0552232-0.0546796j -0.0201586-0.0239234j 0.0107764+0.0730138j 0.107656-0.0515514j 0.0698952-0.0661226j -0.0792025+0.0175019j 0.0168615-0.130494j -0.0144626-0.0250261j -0.0187006-0.0193427j 0.0516038+0.0159569j 0.0658544+0.0768318j 0.0506982+0.00789442j -0.00577466-0.0999474j 0.0337613-0.0032013j 0.0154767+0.0887807j -0.0393986+0.00468093j 0.0235723+0.0880245j -0.0477229+0.00622688j -0.0107759-0.0250827j 0.0312057-0.0183432j 0.0281241+0.0425658j -0.0581739-0.0338451j -0.0356651+0.0488002j -0.0338922-0.000748201j -0.0155315+0.00587217j 0.00226851+0.00655452j 0.00409776-0.138206j -0.0458389+0.0220075j -0.00076693+0.030994j 0.036278+0.087446j -0.0447689-0.0212163j 0.0587096+0.00557596j 0.0298025+0.0386652j 0.0452887+0.0162295j -0.00665189-0.0312642j -0.0267366+0.0253986j -0.0168858-0.0851268j 0.00906655-0.0111487j 0.00390243+0.0466643j 
