-0.145289+0.17239j -0.176545-0.152311j -0.0727967+0.166789j 0.181459+0.065739j 0.0941777-0.125278j 0.0374435-0.0795278j -0.116448-0.167786j 0.174225-0.106771j 0.0337887+0.00935553j -0.181579-0.156145j 0.0511489-0.117982j 0.0274765+0.00632411j 0.0509438+0.169729j -0.0821098+0.0109511j 0.0347373+0.0345247j -0.115363+0.00439061j 0.0711728+0.0178933j -0.158115+0.246259j -0.0160106+0.147366j 0.0621334+0.10055j 0.147142-0.0593362j -0.177095-0.00538924j 0.0745425-0.0218859j -0.111013-0.0915025j 0.0610951+0.0904522j 0.0224225-0.016985j 0.247169+0.073803j -0.0336628+0.227166j 0.0622327-0.152128j -0.17174-0.0684158j -0.0870617-0.268383j -0.275539+0.0918598j -0.0679862+0.0999746j -0.0949828-0.0739088j -0.0516491+0.029896j -0.00790662+0.0130163j -0.0329178+0.061296j 0.074402+0.0399109j 0.00362486-0.0530396j 0.0202832+0.00896435j -0.0178838+0.00117026j 0.00282122+0.00480874j 0.020724-0.0202356j 0.0128631-0.0327934j 0.00852622+0.0149815j -0.0239916-0.0153373j -0.00963727+0.00963723j 0.0208778+0.0207586j -0.00951541+0.00103076j 0.00781835-0.01645j 0.0176621+0.0131987j -0.0260833+0.0229805j 0.0325528-0.011271j -0.0191572+0.00737642j -0.0049276-0.0276944j -0.00724607+0.00996998j -0.00371861+0.0127293j -0.00917039+0.00834961j -0.0301278-0.0241104j -0.0128328-0.0115014j 0.0135975+0.0109081j 0.0172319-0.0283794j 0.0166501+0.0188722j -0.0153833+0.00581778j -0.00784989-0.000163689j -0.000169319-0.0289748j 0.025292-0.00989875j 0.00571975+0.00355404j 0.0266144+0.00141707j 0.00395911+0.0287866j 0.0668556-0.012045j -0.00949251-0.0656846j 
-0.00575198-0.0022063j 0.00388682-0.00215846j -0.00147735+0.00803187j -0.000153238-0.00609477j 0.00337725-0.00548592j -0.0077545+0.00546698j 0.00281465-0.00464974j -0.00418146-0.000271959j -0.00825636-0.00179601j 0.000667654-0.000350782j 0.00151277+0.00298665j 0.00458492+0.00313921j 0.00659672+0.0115055j 0.00434078-0.00728264j -0.00882483-0.000359297j 0.0116808-0.00669862j 0.00151487+0.00588982j 0.00284084+0.00605762j 0.00465666+0.0196102j -0.00866365-0.00928735j -0.0175964+0.00274561j -0.00731144+0.00688558j 0.00664013-0.00389883j -0.00291284-0.00589491j 0.00450912-0.00102953j 0.0032505-0.00854491j -0.0153013-0.00151008j -0.00215397+0.0170429j 0.00694235-0.00486353j 0.013027+0.00974896j 0.00743722+0.00676021j 0.00451028+0.000945114j -0.0031021+0.00460119j 0.00556187-0.00242845j 0.00228845-0.00290273j 0.00230631-0.000689452j -0.000380635+0.00179746j 0.0023353-0.00377116j -0.000267748-0.00366876j 0.00190095+0.00224315j -0.00175337-0.00212994j 0.000407098-0.000914454j 0.000495189-0.00279146j -0.00170465+0.00467661j 0.00604162+0.000326592j 0.00170272-0.00426146j -1.94765e-05-0.00423401j -0.00253461+0.00442153j 0.00445339-0.000770323j 0.00194307-0.00292801j -0.00282518-0.00503024j -0.00486733-0.00571235j -0.00116456-0.00786783j -0.00684742-0.00585969j -6.05434e-06+0.00381804j -0.00359789-0.00377204j -0.00601758+0.00631877j -0.00843059+0.000801812j 0.00425781+0.00142165j -0.00784783+0.00550923j -0.000246568-0.00393943j 0.00511705-0.00513902j 0.0034685-0.00379606j 0.000140706+0.00163636j -0.00785214+0.00378835j -0.000450529-0.000276879j -0.00263007+0.00350451j 0.00504092+0.00412705j -0.0058564-0.00508075j -0.00124714+0.00263475j -0.00271979-0.000861463j 0.00463462+0.00223571j 
0.000522794+0.000905851j -0.000326934-0.000312921j 0.00164323+0.00110236j -0.000711656+0.00232283j 0.000322689+0.00305387j 0.00257194+0.00476529j -0.00199801+0.00645027j 0.00121024-5.27179e-05j 2.70695e-05-0.00510866j -0.00425876+0.000995064j 0.00463021+0.00235266j -0.0018317+0.00099165j -0.00771448+0.00106723j -0.00825785+0.0011514j -0.00563332-0.00129975j -0.000800044-0.000126292j 0.0101904-0.00704109j 0.00606043-0.0131464j -0.00271854+0.00483966j 0.00940091+0.00380026j 0.000521703-0.007208j 0.000339307+9.1478e-05j -0.00441227-0.00175655j -0.000351697-0.0115905j -0.00141704-0.000481554j 0.000463005+0.000821646j -0.00313606+0.0016563j 0.00403906+0.000985022j -0.00131269-0.000969854j -0.000384224+0.00115127j 0.00233654-0.000688383j -0.00064503+0.000863927j 0.000831352-0.00279739j -0.000430198+0.0011541j -0.00044163+0.00332799j -0.00127604+0.00140356j 0.000409993-0.0022096j -0.000195598-0.000978179j 0.0013855+0.00128137j -0.00344983-0.003141j 0.0021141+0.00452585j 0.00257662+4.16374e-05j -0.000639919+0.00105046j 0.00166236-0.00481783j 0.00742665+0.00194426j -0.00387143-0.00486203j -0.000863076+0.00400251j 0.00370003-0.00151295j -0.00327115-0.000362803j 0.00179568-0.00187134j -0.00486674+0.000881158j 0.000705502+0.000263826j 0.0026578+0.00142555j -0.00389953-0.00402985j 0.00374461+0.00304098j -0.0014659+0.00567027j -0.00212573-0.00155115j 0.00244901-0.00260065j -0.000601347-0.00444828j 0.00133344+0.00313923j -0.00124357-0.00111259j -0.00563543+0.000580655j 0.00634258-0.00227047j 0.00024752-0.00314419j -0.00113233-0.0018879j 0.00115142+0.000438142j 0.000879215-0.00232685j 0.00219014+0.0060022j -0.000763554-0.00146514j 0.00129912+0.00270133j 0.000400815+1.97671e-05j 0.000268211-0.000723921j 
-6.86393e-06+0.000897076j 0.000271547+0.000760105j -0.00103104+0.00234742j -0.000654342-0.000354652j 0.00236959+0.00124194j 0.00294411-0.00115838j 9.64896e-05+0.000615098j -0.000210526+0.000792358j 0.00498436-0.00159951j 0.00142753-0.000592283j -0.005619+0.00261003j -0.00342254+0.00210582j 0.00332354-0.00329802j 0.0140366+0.0101552j 0.00636114+0.00408989j -0.00378993+0.00159598j 0.00453079-0.00121018j 0.00216397+0.00434458j 0.00344677-0.00170527j -0.0105231+0.00110146j -0.00179931+0.00297671j -0.00757998-0.00735932j 0.00371572+0.00450981j 0.00568061+0.00458014j -0.000909213-0.00304487j 0.00224965-0.000108404j -0.00112554-0.000958441j -0.00245687+0.00145309j 0.000722594+0.00206766j 0.00157938+0.000552218j 8.47673e-05+0.0011806j -0.00143209+0.000261599j 0.00181423+5.67604e-05j -0.000736479-0.00188266j -0.00199972+0.0029028j -0.00131129-0.000143902j -0.00136878+7.10086e-05j -0.0002611-0.000253563j 0.00405748+0.00174315j -0.00111071+0.00256838j 0.00459177+0.00206566j -0.001599-0.00271634j -0.0042527+6.53804e-05j -0.00522506-0.00190762j 0.0117076+0.00488742j -0.0061125-0.00489196j -0.00381141+0.000992097j -0.00316091+0.00544176j 0.00667455+0.00100865j 0.0070344-0.000817407j -0.00215019-0.00517252j -0.00290692+0.000538067j 0.000530311-0.000186309j -0.0103778+0.0021552j 0.00377402+0.00745795j 0.00218042+0.00286527j 0.000495395+0.000464846j 0.00221044-0.000733625j -0.00230687-0.00563808j 0.00476646+0.000236111j -0.000160738-0.0034788j -0.00188826+0.00290203j 0.00191994-0.00564938j 0.00393052-0.00589571j 0.00251915+0.000153046j 0.00472429-0.00215505j -0.000242044-0.00498893j 0.000617163+0.00465458j -0.00152205-0.00133632j -0.000315007+0.00145613j 0.00051578-0.00169558j -0.00144062+7.29197e-05j 
0.00529551-0.00116312j 7.70811e-05+0.0018856j 0.00454609-0.0030228j 0.0025723+0.00438727j 1.13839e-06-0.00132116j 0.0001462-0.0031567j 0.00397139+0.00258542j -0.00152421-0.00367296j -0.000961963-0.00300575j 0.00143716-0.00629884j -0.00144769-0.00950618j -0.00385106-0.0032992j -0.00215857-0.00256597j 0.00082488-0.00706037j -0.00821031+0.00640587j -0.00459428+0.016266j -8.19999e-05+0.0121897j -0.00566218-0.000563883j 0.00264858-0.00118134j 0.00295373-0.00398508j -0.0103364+0.00594584j -0.00226214+0.000659662j 0.00106542-0.00152093j -0.00557091+0.00417194j 0.00197269+0.00461894j 0.000277367-0.00494956j -0.00202623+0.00451123j -0.000265355-0.00134974j -0.00103376+0.00106715j -0.000641237-0.0005719j 0.00145627-0.00265749j 0.000104068+3.84874e-05j -0.00194033-0.00310102j -0.00634324+0.000452821j 0.00473365+0.00560954j -0.00201246-0.00247867j -0.000670313+0.000998993j -0.00308452+0.00484678j 0.00797644-0.00598992j 0.00525504+8.11278e-05j 0.00139628+0.00281421j 0.00565553-0.00539495j -0.00813511-0.00232722j 0.00685895-0.00446579j -0.00582539-0.00572611j 0.00300998-0.00138526j 0.000575833+0.00209591j -0.00996728-0.0050653j 0.00417151+0.00557966j -0.00121295+0.00201977j 0.0111561+0.00101831j 0.00762143+0.00335233j -0.010505-0.00603993j -0.00377743-0.00045907j -0.00915135+0.0113j -0.00769631+0.00426392j -0.00154527+0.00629811j -0.00959949-0.0011322j -0.0187162-0.00672944j 0.00270022+0.00166975j 0.00486693+0.00245847j -0.00666949+0.00306421j -0.00583188-0.00817553j -0.000277419+0.000409778j 0.00330882-0.00184975j 0.0047172-0.000176263j -0.00441764-0.000221456j -0.00419407+0.00218738j -4.70783e-05+7.55891e-06j -0.000174779+0.00117733j 0.000229989-0.00125307j -0.000313044+5.29323e-06j 
-1.75001e-05+0.000486524j -0.000101868+0.00059965j -0.00269238+0.00113188j 0.00115105-0.00354283j -0.00224181-0.00171993j -0.00338497-0.00315347j 0.00108551-0.00350975j 0.00172092-0.00192919j -0.00725743+0.00600346j 0.00261231-0.00198872j 0.00200222+0.000766747j 0.00775657-0.00168665j 0.00663226+0.00560194j -0.00497144-0.0120152j 0.000608949-0.0091527j 0.00227619-0.00960417j -0.0158893+0.00682021j -0.00178829+0.00352224j -0.00290499-0.0029668j 0.00191064+0.000366269j 0.00436825+0.00397312j 0.00644054+0.0074103j -0.000682745-0.00390736j -0.00250788+0.0046493j 0.00533228-0.00111213j -0.00521548+0.000731134j 0.0025015-0.00364434j -0.00180666+0.00308543j 0.00316593+0.00316167j 0.00103473+0.000191238j 0.000424437-0.000241534j -0.00062073-0.00153631j 0.00235595-0.000595406j -0.000149886+0.00109279j -0.00119079+0.00212743j -0.00259088+9.19559e-05j -0.00340231-0.000917516j -0.000353639-0.00178377j -0.00124602-0.00321076j 0.00687208+0.000695871j 0.00226839+0.00568625j 0.00232837-0.000941666j -0.000436244+0.00189575j 0.00369527-0.00276832j 0.00921846+0.00135536j -0.00530673-0.00624247j -0.00161165+0.00638482j -0.0028705+0.00470505j 0.00131692-0.00133647j 0.00128402-0.00515601j 0.00128432+0.000462592j 0.00227917-0.000397629j -0.00379295+0.000289424j -0.00327266-0.00273452j 0.00428825+0.00683285j 0.00032359+0.00686874j -0.00332572-0.00116867j -0.00874779-0.0010403j -0.00551208-0.0038022j 0.00333059+0.00238225j -0.000654956-0.00202648j -0.00358337-0.00149025j 0.000958444-0.00831429j -0.0010847-0.00301728j 0.00312025-0.000953005j 0.00399267-0.000330207j -0.00363995-0.00272811j 0.000876126+0.00421789j 0.000448347-0.00382046j 0.00180331+0.00401191j 8.22394e-05-0.000983205j -8.57073e-05+0.00028863j 
-0.000137108+0.0011343j -0.000468896-0.000727038j 0.000272999+0.00281749j 0.000228043-0.000288566j -0.000538739-0.000630845j -0.00276502+0.00305489j -0.00250348-9.02096e-05j 0.00357344+0.00438658j -0.0129246-0.0027311j -0.00192127-0.00387514j 0.00088053+0.00514335j -0.00282906-0.000582192j 0.000874499-0.000302045j -0.00399179+0.0008521j -0.000352553+2.51008e-05j -0.000743416+0.0111803j -0.0058058+0.01195j 0.00134157+0.000748171j -0.00196314+0.00175555j 0.00506679+0.00423393j -0.00751116+0.00300089j -0.00465255+0.00230573j 0.00118446-0.00410922j 0.00484778-0.000752095j -0.00280775-0.00310917j -0.00111471+0.00237011j -0.0020403-0.000456827j 0.00033473+0.00164022j -0.000970413+0.000414272j -0.00069309+0.000167922j 0.0010486-9.20885e-05j -0.000414637-0.000369482j -0.000582095-0.00272562j 0.00148666+0.000897214j 0.00382988-0.00111208j -0.000249062-0.00167172j -0.000887546-0.00307534j 0.00073623-0.000656634j -0.00121243-0.00373252j 0.00879988-0.00386997j -0.00517344+0.00591168j 0.0065986+0.00273811j 0.00452639-0.0035727j 0.00590953-0.00452735j 0.00335994-0.00104795j -0.00758334-5.39444e-05j 0.00158176-0.00140429j -0.00335726-0.00297673j -0.00811384-0.0112196j -0.00395307+0.00364208j 0.00222013+0.0116419j 0.00325802+1.14753e-05j 0.00031835-0.00280058j 0.0118546-0.00794827j -0.0045677+0.000105336j -0.000951413+0.00314783j -0.00504573+0.000525093j -0.0103425-0.00181007j -0.00390535+0.00379971j 0.00780296+0.00495891j -0.00574871+0.00273531j -0.000435425-0.00890562j 0.000531238+0.00348286j 0.000680698-0.00191408j 0.00269074-0.00400249j -0.00159352+0.00360979j -0.00309019-0.000230099j 0.000503389+0.00223098j 0.00114705-0.00152098j 0.00205472+0.00201046j 7.57516e-05+0.00160088j 0.00145769-0.000451617j 
-0.00105007+0.000638204j -0.000585105-0.000235492j -0.00126034+0.00195969j 0.000663182-0.000921264j -5.01366e-05-0.00105461j -0.00201354-0.000629303j -0.00230946-0.00140858j 0.00350357+0.00315212j -0.00806041+0.000271029j 0.000183427-0.00309143j -0.00231424+0.0030721j -0.00211828+0.000224576j 0.00389101-0.00616497j 0.00854356+0.00880066j 0.00637039+0.00375766j -0.00237849+0.00950068j -0.00622774+0.0095189j 0.000493389+0.00741537j 0.000942123-0.00179991j -0.00402617+0.00254298j -0.00366432+0.00640778j -0.00874702-0.00471805j 0.00477629+0.000421112j 0.00871615+0.00444172j -0.00488445-0.0030951j 0.00104412+0.000987734j 0.000572857-0.00138122j -0.000764217+0.000793112j 0.000932502+0.00100861j 0.000223773-0.000587107j -0.000811934+9.97637e-05j -0.00041979-0.000250341j 0.0011648+0.00206028j 0.00194473+0.000131452j 0.001164-0.00141362j 0.00342977-0.00109118j 0.00181367-0.00130482j -0.00135388-0.00221402j -0.00264529-0.00632197j 0.00277207+0.000577686j 0.00303388+0.000421387j 0.00282046-0.00415694j 0.00303369+0.00536723j 0.00418656+0.00447862j -0.00847541-0.00362945j 0.0113334-0.00717897j 0.00214022+0.00734711j 0.0070662+0.000265723j 0.00304353+0.00953714j -0.00436675-0.0140695j 0.000548253-0.00424079j 0.00311214-0.000576791j -0.00781164+0.00700893j -0.00360552-0.00447104j 0.00613222-0.000644753j -0.00415234+0.00526417j -0.00547581-0.00343286j -0.00830772-0.000656611j -0.00543099-0.00037838j -0.0157632+0.0026421j 0.00458557-0.000169824j 0.00137493+0.00425878j -0.00429144-0.00428959j -0.00547701+0.00704606j -0.0040052+0.00358023j 0.00165498-0.0033076j 0.00395861+0.00422423j -0.000754619-0.00234339j 0.000904542-0.00125669j -0.0008399-0.00027067j -0.000163733-0.000281365j -0.000671474+0.000173589j 
0.00180464-0.000249249j -0.000254525+2.37876e-05j 0.00302642+0.000960124j 0.00351375+0.00104098j -0.00139455-0.00177169j -0.00236517-0.000462948j 0.0038663-0.00764738j -0.00583883+0.00572581j 0.00521676-0.00470564j -0.00115532+0.000337463j -0.0124412+0.0012051j -0.010181+0.00162523j 0.0069619+0.0191173j -0.000278568-0.00886648j -0.0084458-0.00432481j -0.00413073-0.00137494j 0.00855595+0.000275941j -0.0104971-0.00191162j 0.0054131+0.00278238j -0.00816237-0.00294686j -0.00814738-0.00167039j 0.000833896+0.00924595j -0.000860183-0.00351156j 0.00272047+0.00471577j 0.00194663-0.00292927j -0.000482742+0.00270652j -0.00408197+0.00344247j -0.000564663+0.00049949j -0.000122173+0.00152259j -0.00144238+8.54149e-05j 0.000730754-8.29612e-05j 0.000949139+1.17464e-05j -0.000900058-0.00253305j -0.00100824+0.00070816j 0.00245919+0.00178359j -0.00323007+0.00383088j 0.000947976+0.00643479j 0.00104868+0.0062739j 0.00558202+0.00393104j -0.0100093+0.00167579j 0.000867068-0.0048026j -0.00317343-0.00578897j -0.0109738-0.0035986j 0.000285654-0.00155417j 0.00256331+0.00120908j -0.0058124+2.31931e-06j 0.000532141-0.00129355j -0.000359059-0.00267654j 0.00540711-0.00384152j 0.00379648+0.00891491j -0.0036776-0.00637623j 0.00255798-0.00262747j 0.00653233-0.00954648j -0.00664716+0.00956494j -0.00336642+0.000510826j -0.00361614-0.00378795j 0.00693827+0.0113054j 0.0100624+0.00457783j -0.000813884-0.00361045j 0.00027015-0.00203563j 0.000965241-0.00284861j 0.0020677+0.00330949j 0.00553474-0.00144829j 0.000829041-0.00326525j 0.000538727-0.00377606j -0.00200789-0.000919927j -0.000673919-0.000299291j 0.000789473+0.000975781j 0.00124429-0.000172705j -0.000386446+0.00178169j 0.00113094+0.000662785j 0.000707579-0.00108683j 
0.000847167-0.00285549j -6.98336e-05+0.000953034j 0.0023103-0.0066466j 0.00299559+0.000764968j -0.00228852-0.00249234j 0.000193141-0.0027377j 0.00401522+0.000466606j 0.00120381-0.00400983j -0.00760232+0.00422245j -0.000833222-0.00307682j 0.00116021-0.00683882j 0.00125522-0.00442881j -0.00324292-0.00676498j -0.00339675-0.00469563j -0.00122519+0.00580119j 0.00271599+0.0117847j -0.00642934+0.0125469j -0.00388333+0.00178941j -0.000359129-0.00186984j 0.00615894-0.00337057j -0.00398429+0.00789581j 0.000617998+0.00173188j 0.00180791-0.00215219j -0.00521582+0.00415359j 0.00202873+0.00346563j -0.00155144-0.00313653j 0.00137774+0.00162852j 0.0020251-0.00311007j -0.000375233-0.000198881j -0.00139953-0.00108882j 0.000116181-0.000884294j 0.000997344-0.000346411j -0.000907243+0.00232207j 0.00118132+0.000735115j -0.00129498-0.00221008j 0.00321884+0.00254685j 0.00230059-0.00162932j -0.00267539-0.00243935j -0.000938513+0.00259481j -0.0104106+0.00174568j -0.00047499+0.000975093j -0.000468202+0.000451152j 0.00598518-2.16393e-05j -0.00738498-0.0021768j 0.00879393+0.0024666j -0.00413014-0.0017022j 0.00094123-0.000937525j 0.00818058+0.00513595j -0.000747026-0.00338154j 0.00510228-0.00221689j -0.012339+0.00102035j -0.00269887-0.00200755j 0.00597379+0.003249j -0.00161618-0.000112838j 0.0111572-0.000625637j -0.000857723+0.00140843j 0.000620684-0.000366127j 0.00462222-0.00228929j 0.00619217+0.00314963j -0.0034952+0.000390416j -0.00425342-0.00226668j -0.000750743-0.000131543j 0.0114967+0.00237665j -0.0042055-0.00571632j -0.00283818+0.00142847j -0.00412847-0.000208905j 0.00327108-0.000882241j 0.00186665-0.00160811j 0.000942446+2.9548e-05j -4.55721e-05-0.00159197j -0.000635127-0.00136876j -0.00175467+0.000653516j 
0.000118565-0.00138843j 0.00175511-0.00035687j 0.00255877-0.00107158j -0.000182161+0.00204838j -0.000879498-0.00230941j 0.00165008+0.00583788j -0.00187411+0.00455832j 1.50733e-05+0.00379336j -0.00491264-0.0057956j 0.000696829-0.00215466j -0.00583063-0.00519218j -0.00762007-0.00152618j -0.00815175+0.00444853j -0.0150367-0.000881514j -0.00267509+0.0132481j 0.00750163+0.0203853j 0.00696046+0.00481691j -0.00563771+3.74859e-05j 0.00199791+0.00205974j 0.00623377-0.00464459j -0.012214+0.00672003j 0.00205294+0.00423499j -0.0013366+0.000583547j -0.0102394+0.000447245j 0.00125176+0.008107j 0.00205596-0.00685144j -0.000133573+0.00461233j 0.000179035-0.00457817j -0.0096283-0.00229935j -0.000948576-0.00512911j -0.000115876+3.10085e-06j 7.25295e-05-0.00166363j 0.000972385-5.91764e-05j 0.000853155+0.000457837j 0.000358936+0.000132727j -8.80768e-05+0.00136982j -0.00187039-0.00210918j 0.00287643-0.000773216j -4.41161e-05-0.00134302j 0.00546527-0.000811601j 0.000837003-0.00299128j -0.00175391-0.000936656j -0.00220127+0.000239787j -0.00106128+0.000669554j -0.00573636-0.000847581j 0.00287874-0.00705085j -0.0034803+0.00132862j 0.00354414-0.000446608j -0.000397157+0.00388181j -0.00488834-0.00734881j 0.00523253+0.000225835j -0.00339454-0.000392414j 0.00053601+0.00490022j 0.0029589-0.00619375j -0.00642046-0.00590648j 0.00210015-0.000912957j 0.00130157+0.000629036j 0.00325809-0.0054131j 0.00558853+0.00462521j -0.00445428+0.00305341j -3.56106e-05-0.0028111j -0.0022437+0.00211876j -0.0120497+0.00413386j -0.00455042+0.000963412j 0.00359582+0.00308355j 0.00201343-0.00331269j -0.00258571+0.00275619j 0.00390473-0.00128058j 0.00154143+0.00204984j 0.00538214+0.00127058j -0.00108431+0.000505893j -0.00189389-0.0015805j 
0.00194805+1.91383e-05j -0.00132109+0.00147784j -0.000282403-0.00208191j 0.00229932-0.000869173j -3.99334e-05+0.00167699j -0.00176068-0.00204207j 0.00362152+0.00126177j 0.00335146-0.00218647j -0.0113082-1.73271e-05j -0.00589238-0.00360812j 0.00422967+0.00365768j -0.00351779-0.00372294j -0.000737081-0.00774282j 0.00289709+0.00430933j -0.00128035-0.00179799j -0.00823064+0.00916965j -0.00190727+0.0120485j 0.00450514-0.00764303j -0.00208176+0.00148501j 0.00507818+0.00552743j -0.00259387+0.00161067j -0.00973358+0.000334528j 0.00175473-0.0066107j 0.0107164-0.00339123j -0.00495219-0.00745055j -0.00162979+0.00380567j -0.00165015-0.00141372j 0.00150971+0.00167163j 0.00607432+0.00260887j -0.00119419+0.00469964j 0.00296111-0.00114859j -0.00224001+0.00093601j -0.000191371-0.00284476j -0.00331874+0.00207068j 0.000239963+0.00277544j -0.00477046+0.000895952j -0.00338933+0.000876841j 0.00395135+0.0026844j 0.00162121+0.00173136j 0.00690134-0.00301931j 0.00210161+0.00108391j -0.00013737-0.000892926j -0.00742711-0.00020577j 0.00544133-0.0019756j -0.000129605+0.00100907j -0.00302826+0.00577394j -0.000640455+0.0011179j -0.00929574-0.00276194j 0.00291352+0.000216491j 0.000358125+0.00777601j 0.00644891-0.00431859j 0.0055051-0.00137927j -0.00386939-0.00337275j -0.00313681+0.00539635j -0.0051338+0.00785977j 0.00128546+0.00212809j 0.00217712+0.000188524j -0.00312346+0.00582506j -0.00857092-0.00440231j 0.00898264-0.00422527j 0.0030213+0.0012969j -0.00141462+0.0011986j -0.00251726-0.00330345j 0.00706896+0.00152123j 0.00328189-0.00373417j 0.00150377+0.00240171j -0.00429762-7.40416e-05j -0.00411493+0.004064j -0.000580397-0.000105355j -0.00193316+0.00257483j 0.00210378-0.000159576j 0.00182133+0.00021733j 
0.00103688+0.00146814j 0.00196384-0.00142572j 0.00119454+0.00679493j -0.00478344+0.00547334j -0.00350656+0.00284919j -0.00510128+0.00340326j -0.00992368-0.000673884j 0.0044837-0.000942984j -0.00579483+0.0093837j 0.00320596-0.00260217j 0.00413724-0.000183955j 0.00561031+0.00573226j 0.000216119-0.00241202j 0.00114777-0.00389522j 0.000494742-0.00570561j 0.0135136+0.00177217j -0.0117987+0.0120488j 0.00184063+0.0126544j -0.00707191+0.000325477j 0.00667811-0.00040296j 8.51397e-05+0.00269901j 0.00260268-0.00193528j 0.00162407+0.00256499j 0.000140034-0.00246575j 0.00379929+0.00562322j -0.00174949+0.00143073j -0.000716507+0.000720132j -0.00159345+0.002832j -0.00580645-0.000226357j 0.00124639-0.00120389j -0.00129175+0.00171408j 0.00246664+0.000848864j 0.00241657-0.00271678j -0.00272921-0.00279763j -0.00244356+0.00405659j -0.000581058+0.000143923j 0.00595519+0.00357912j -0.00397206+0.002711j 0.00478107+0.00259061j -0.0117949+0.00204906j -0.00100165-0.00564726j -0.00495071-0.000733035j -0.00233616+0.0032739j -0.00590364-0.000427405j 0.000265054+0.00214449j -3.27588e-05+0.00248382j 0.000208121-0.00329741j -0.000615414+0.000346013j -0.000599719+0.00518947j 0.00472629+0.00499446j -0.00599156-0.00119286j -0.00732834+0.00375239j 0.0061745-0.00173526j -0.00582428+0.0055478j -0.00228043-0.00267077j -0.00223519-0.00505306j 0.00498928+0.00185552j 0.013766-0.00068739j 0.00524655-0.00256174j 0.000915511-0.000787599j 0.000633718-0.000460325j -6.09991e-05+0.00163671j 0.00200531+0.000956593j -0.000241647-0.0022954j 0.0015619+0.000269149j -0.000991693-0.00234982j 0.000683261-0.00335164j 0.00113278-0.000814848j 0.000429025+0.00188562j -0.00030725+0.000355002j 0.00057044-0.000498888j -0.00129209-0.00192888j 
-2.63686e-05-0.000938299j 0.00100905-0.000826139j 0.00284775+0.000683181j 0.00113831+0.00180004j 0.000618355-0.00176796j -0.000822309-0.000259314j -0.00395972-0.00123507j 0.000264047+0.00188097j -0.00159634+0.00274771j 0.000942646-0.00646587j -0.00830814+0.00178851j -0.00353571+0.00343084j 0.00249059-0.00744063j 0.018481+0.0022871j 0.00780503+0.00620784j 0.00402714+0.0133704j 0.00183686+0.0136804j -0.000348377+0.01351j 0.00444391-0.00413326j -0.00833098+0.000127172j -0.00552883+0.0107471j -0.0113337-0.00611544j 0.00765955+0.00317578j 0.00830595+0.00855075j -0.00156551+0.00131259j 0.000571267-0.00183203j -0.000916561+0.00267661j -0.000694332+0.000600764j -0.00262458-0.000777049j 0.00035049-0.0018848j -0.000725696+0.000403429j 0.0013421+0.00031577j -0.00125863-4.45977e-05j 0.000219266-0.00133646j -0.000149194-0.00210658j -5.05137e-05+0.000146768j 0.000516562+0.000518714j 2.35554e-05-0.000655027j 0.000597961+0.00334057j -0.00274834-0.000366398j -0.00564706+0.00317662j 0.00273258+0.00507988j 0.00353332-0.00626455j -0.00613849-0.0043933j 0.00936153+0.000653039j -0.0103302+0.00769434j -0.00151047-0.00730143j -0.00331943+0.00157642j -0.0117224-0.0129128j 0.00521483+0.00880267j -0.00333825+0.0122612j -0.00313114+0.00181081j 0.00721517-0.00602864j 0.0103206-0.00410905j -0.00145382-0.00205716j 0.00226451-0.00380451j 0.00240585+0.000752911j 0.00249669-0.00293091j 0.0066502+0.0038844j 0.0127902-0.00217205j -0.00877388+0.00330567j -0.000483234-0.00829716j 0.00947649+0.00511968j 0.001014-0.00906745j 0.00203694-0.002976j -0.00361132+0.00463762j -0.00220412-0.00290264j 0.00189733-0.000249324j 0.000626832+0.000224355j 0.00195578-0.000493139j -0.00102105+0.00100296j 0.000243551-1.63652e-05j 
