-0.0896087+0.0349309j -0.0440574-0.0908323j -0.00998982-0.163428j -0.143578-0.00885138j -0.0758219+0.0634217j -0.109569+0.019599j -0.130502-0.159511j 0.168778-0.159621j 0.0150975-0.0698043j 0.0452316+0.0348083j -0.0260824+0.00522458j -0.112163+0.0997309j -0.190051-0.0676514j -0.0958709+0.0363619j -0.0777737+0.0878423j 0.0287239-0.0124858j 0.0497897+0.0118234j 0.0895637+0.0466087j 0.0541696-0.0162142j 0.110441-0.145559j 0.0495188+0.131323j 0.110532-0.127797j -0.00773032+0.0191434j 0.101356-0.0866591j -0.0662523-0.0123053j 0.0411375+0.0734427j 0.0217002-0.0172965j -0.023603+0.062322j -0.053485+0.0579628j -0.0328466-0.0966001j 0.0253806-0.0495923j 0.185922+0.0847998j 0.13382+0.0420837j -0.0611241+0.091814j -0.00184621+0.00468152j -0.0035772+0.0911568j -0.0137449+0.0239691j -0.0112889-0.0565573j -0.0443597-0.113784j 0.00655776+0.0130189j 0.0194585-0.0378603j 0.0650292-0.0356529j 0.0986375+0.115861j 0.0350814+0.0970568j -0.0104479-0.0556292j -0.0483265+0.124241j -0.0632322-0.0738074j 0.00609859+0.0174111j -0.0810917-0.0470547j 0.052892-0.0979634j -0.0752183-0.0528639j -0.0198126-0.0129828j -0.0115939-0.018387j -0.0378112+0.109632j 0.0250433+0.0566609j 0.0167565+0.0588803j 0.0442617+0.00949831j -0.049719-0.080373j -0.0433949+0.002795j -0.0407978+0.0570803j 0.00651169+0.0490611j 0.028636-0.0485006j 0.0928776-0.0786941j 0.0718537-0.121895j -0.0447999-0.0272438j -0.0468555-0.0253437j -0.0801286-0.0933869j 0.079526-0.0535653j 0.184381+0.0524321j -0.111335+0.034081j -0.0617335-0.091305j -0.0928177+0.0602932j -0.103343-0.183663j -0.0935211-0.0352834j 0.00762434-0.114781j -0.0862875-0.120445j -0.128518+0.082804j 
4.30263e-06-7.65579e-05j 7.76967e-05-0.000474129j -0.000564593+0.00194028j 0.00327356-0.000726743j -0.00237958+0.000250436j -0.00108048-0.00024538j 0.000257057+0.00320345j -0.000979438-0.000125357j 0.00242839-0.00395636j -0.00197413+0.00547784j -0.00100034-0.00087641j 0.00188969+0.00510272j 0.00623882+0.00290438j 0.00283033+0.00800219j 0.00422669-0.00620785j -0.00801764+0.0066603j 0.0111747-0.0064254j -0.00359935+0.00338343j 0.00395909-0.00926504j -0.00153952-0.00042415j 0.000502024+0.00968244j 0.00885574+0.00542413j -0.00856718-0.00208805j -0.00782466-0.00519182j 0.00352912-0.0090969j -0.00940722-0.00173241j 0.00581179+0.00677j 0.000288209+0.00573778j 0.00168568-0.00063823j 0.00535392+0.0143772j -0.00681491-0.00682644j -0.00248575-0.00232869j -0.00316099-0.00653178j 0.0100474-0.00212528j 0.00157457+0.00675919j 0.0044505+0.00267224j 0.00515335-0.00139642j 0.00588471-0.000248374j -0.00235324+0.00254981j 0.00238399+0.00527816j 0.00276248-0.00707426j 0.00108898+0.00444314j 0.0016614+0.00307163j 0.00762072-0.000756065j 0.00323125+0.00149869j -0.00307501-0.008478j 0.0021297-0.00390694j 0.00183163+0.00908809j -0.00272211-0.00165374j 0.00647913+0.0020135j 0.00142679+0.00678862j -0.00425594+0.00032915j -0.00371036+0.00223014j -0.00304564+0.00528098j -0.00183452+0.000185633j 0.00118278+0.00449954j -0.000424735-0.00964448j 0.00158444+0.000820313j 0.00294568-0.000340156j 0.0021255-0.00251988j 0.00236182-0.00231839j -0.00407134+0.00193444j -0.00122339-0.00395928j -0.000322289+0.00327959j -0.00277419-0.00204692j -0.00192181-4.23446e-06j -0.00170946-0.00122306j -0.00106775+0.000268843j -0.00206002+0.00262287j 0.0018592+0.00236104j -0.00216995+0.00166656j 0.000945125+0.000994574j -0.000263184-0.00128004j 0.00205175-0.000655478j 0.00100101+0.000997461j 0.000722682+0.000499445j 4.27466e-05-0.000424516j 
-0.000393726+0.00142647j -0.00157606-3.35847e-05j 0.00128877-0.000908487j -0.00166254+0.000636342j -0.00190623+0.00265044j 0.00345953-0.00232225j -0.00345333+0.000740822j 0.00509967-0.000621236j 0.00180851-0.00555654j -0.00505651+0.00137491j -0.00325206-0.00447214j -0.00628623+0.00274109j 0.00366907+0.00383072j -0.00586923+0.00715428j 0.00783802-0.000259261j -0.000856685+0.00135768j 0.0132742-0.0139635j 0.00608745+0.0139044j -0.00352843-0.0038157j -0.00510311+0.00247232j -0.00172947+0.0019012j -0.000970489+0.00753953j -0.00836396-0.00394052j -0.00909368-0.0030856j -0.00184856-0.00464873j -0.00595907-0.00452952j 0.00589196+0.00139088j -0.00434308+0.010483j -0.000420346-0.00244585j 0.00681801+0.0121792j -0.00350902-0.00821856j 0.00284571-0.00142859j -0.00534122+0.00137523j 0.00909383-0.0056044j 0.00110461+0.00353662j 0.00390557+0.00400287j 0.00712693+0.00568762j 0.00276397+0.00686739j -0.00905288+0.000127709j 0.00212626+0.00549123j 0.0101541+0.00147133j -0.000932174-0.00262535j -0.00493868+0.000162148j 0.00887817-0.00300158j 0.000480822-0.00230032j -0.00549719-0.00178546j 0.00371311+0.00491853j 0.00654121+0.000439224j 0.00141106-0.000878856j 0.00307397-0.00375493j -0.00591929+0.0024366j -0.00279321-0.00589446j -0.00111338-0.00137141j 0.000291636-0.00245702j 0.000461529+2.25487e-05j 0.00267797-0.00628674j 0.0052027+0.000739279j -0.00176369-0.000820816j 0.00319706+0.00291638j -0.00853615-0.00114976j -0.00241189+0.00564722j 0.00514175+0.00269888j 7.09278e-05+0.000589577j 0.0010123+0.000875134j -0.00123627+0.000969429j 0.00199124+0.00331977j -0.0010461-0.00180244j -0.0011856-0.000864302j 0.000673719-2.00929e-05j -0.00184005+0.00298177j 0.00022221+0.000534638j -0.000525809-7.56421e-05j -0.00166677+0.0019193j -0.000686914-0.00322458j 0.00102153-0.000733007j -0.00080079+0.000428649j 0.000706154+0.00103313j 
-0.000137614-0.000123713j 0.000822729-0.000285665j -0.00034106+0.000439961j 0.00135581+0.000127735j 0.00058652-0.00252286j -0.00324746+0.00102416j -0.00158876+0.000451154j -0.00151852-0.000812963j -0.000457445+2.56564e-05j 0.00586276-0.0014736j -0.00241574+0.000515992j 0.00422106-0.0051148j 0.00401598+0.00268901j 0.00192843+0.00058841j 0.00247211+0.00664416j -0.000413091+0.0049201j -0.00113631+0.0013904j -0.00153406+0.00379795j 0.00197071+0.00289152j 0.00228625-0.00592217j -8.47844e-05+0.00110228j 0.00231998-0.00666256j 8.33175e-05-0.00339073j -0.00256724+0.00780822j 0.00514946+0.00647207j 0.00233125+0.00591704j -0.00268206-0.000206926j 0.000681272-0.00335613j 0.00425409+0.00239587j -0.00330073-0.00375145j -0.00789903+0.00283996j 0.0017432+0.00229969j -0.000668794-0.0032046j -0.00499489+0.00365404j -0.000916437-0.00211888j 0.00204365+0.0065129j 0.00643664+0.00747779j -0.000223695-0.00233776j 0.00861482+0.00244851j 0.0079125-0.00878125j 0.000543735+0.00277074j 0.00755029-0.00084218j -0.00461624+0.00557522j 0.00696546+0.000196758j 0.000880123+0.000139323j -0.00169057-0.00149283j -0.00227836+0.000639092j 0.000359334-0.00339765j -0.00410092-0.0014812j -0.000359681+0.00238405j 0.00107346-0.00214298j 0.00249235+0.00177457j 0.00035299+0.00366204j 0.000312421+0.000885673j 7.69788e-05-0.00309134j -0.00392008+0.000501621j -0.00659915-0.000467593j -0.00407963-0.000871811j 0.00220408+0.00093393j 0.000782815-0.00512091j 1.77658e-05-0.00133291j 0.0023228+0.000311257j 0.00136087+0.000419026j 0.000370192-0.000543943j -0.000787082-0.00167792j -0.00221949-0.00169857j 0.00113397+0.000267645j 0.00255677+0.000667165j -0.000403737+0.000505362j 0.000186508+0.000532611j -0.00110926-0.000933299j -0.00172719+0.000775401j 0.000506003-0.000248833j -0.000139861+0.00152384j 0.0012149-0.000532333j -0.000497653+0.00062444j 0.000365+4.60334e-05j 
0.000289703-0.000239608j -0.000826541-0.000736403j -0.00333282-0.00329122j -0.00315733-0.000822262j -0.0081084+0.00307634j 0.00531246+0.00048876j -0.00512697-0.00207415j -0.00264337+0.002136j 0.00775407-0.0074708j -0.00753966-0.00514345j 0.000208579-0.0122567j -0.00194532-0.0018157j -0.00832059-0.00106566j -0.00391463-0.00451919j 0.00679006-0.0112709j 0.006468-0.0040771j -0.00678466+0.00024841j 0.00708976+0.0100433j 0.00639445-0.00275261j -0.00241824+0.00198626j 0.00136245-0.00768044j -0.0059942+0.00635405j 0.00221014+0.0072929j -0.00462543+0.00303998j -0.0024188-0.00572607j -0.00557605+0.00213871j 0.000301839-0.00189153j 0.00436891-0.00600565j 0.00167477-0.000895242j 0.01008-0.00297053j 0.00668126+0.00588171j 0.00234386+0.00138268j 0.00181284+0.0085602j -0.00525283-0.00095783j -0.00486381+0.00691741j -0.00519599+0.00376092j -0.000496754+0.000986702j 0.00119044+0.00195754j -0.00597253+0.000820734j 0.00594278+0.010281j 0.00790878-0.00477856j 0.000363508-0.00162138j -0.00190966+8.05765e-05j 0.00521934+0.00338405j -0.00404378+0.00420698j -0.00418891+0.00575865j -0.0018507-0.0030846j -0.00792625+0.00277652j 0.0039285+0.00670089j -0.0102363-0.000422318j -0.00855485+0.00479569j -0.00379598-0.00201984j -0.0017204+0.000406186j -0.000791663-0.00559988j -0.0105722-0.00204043j 0.00670179-0.000159419j -0.00715275+0.00401949j 0.00387496-0.00162255j 0.00135029+0.00505737j -0.00398564+0.00194479j -0.0072045+0.00113251j 0.0031895+0.00287673j -0.0057274-0.00470319j 0.00106088+0.000434124j -0.00469948+0.000600581j 0.00336222-0.00155277j -0.00232643-0.000399306j -0.00277452-0.00370308j -0.00269185+0.00403354j 0.00114478-0.00262026j -0.00212211+0.00268524j 0.00236315-0.00193816j 0.00297506-0.00148524j 0.000130981-0.00165323j -0.000816574-0.00109136j -0.00124401-0.000844254j -0.00124259+0.00185174j 
0.000293913+0.0021528j -0.00053202-0.000343128j 0.000716466+0.00110547j 0.00507912+0.00412452j 0.00340373-0.00679624j -0.00949813+0.000980245j 0.00730907+0.00695103j 0.000939342-0.00527899j -0.00488057+0.00344169j 0.0153212+0.00308855j 0.00512817+0.00614066j -0.00558065+0.00145746j 0.0145568+0.00232376j 0.00447136+0.0145722j -0.00142242+0.00768219j -0.00161051+0.00972695j 0.00622915-0.00395401j -0.00529499+0.0027061j -0.00481441-0.00186239j -0.00790395+0.00292489j 0.00934226-0.00248146j -0.00287707-0.00749159j 0.00693136-0.0165151j 0.00568881-0.00126343j 0.011332+0.00187539j 0.00329787+0.00646876j 0.0076159+0.00410174j -0.00202687-0.00407755j -0.00500681+0.00165186j -0.000413793+0.00255205j -0.00103237-0.00667824j -0.0118702+0.00332631j 0.00608378-0.0114051j 0.00534561+0.00638617j 0.00920399-0.00487315j -0.00210808+0.00103733j 0.0097571-0.000955354j 0.000213309+0.00196751j 0.00233324+0.0047657j -0.000219748+0.00680747j 0.000531334-0.00520291j -0.00385386+0.00238297j 0.00434233-0.000278615j -0.00394732-0.000529512j 0.000771765-0.00947446j -0.00083474+0.000821893j 0.00304017+0.000387446j -0.0037479-0.000937021j -0.0037647-0.00492096j 0.00148886+0.00369937j -0.00237311-0.00400671j -0.000530951+0.0025601j 0.00490858+0.00313465j 0.00271131-6.44046e-05j 0.00225255-0.00211834j 0.0034238+0.000183543j 0.00251901+0.0008715j -0.00670874-0.000953875j 0.000765925-0.00361858j -0.00519159-0.00620958j 0.00323134+0.00312458j -0.00227598+0.00330895j 0.00314954+0.00264195j 0.00109996+0.00414645j 0.00133699+0.00233705j 0.00115916-0.000111312j -0.00234454-0.00339964j 0.000492765-0.000884082j -0.00106019-0.0051211j -0.00211341+0.000645052j -0.00108429+0.000926382j -0.00287034+0.00527543j -0.00128746+0.000708937j 0.00126463+0.000448401j 0.00118435-0.0015683j -0.000654731+0.00349931j 0.00265817-4.06033e-05j 
-7.21793e-05+0.000600631j 0.000194846+0.000715181j 0.00368691+0.00180855j 0.000601382+0.000646003j 0.00535361-0.000515365j -0.00272864-0.00749974j 0.000892073+0.00695725j 0.004138-0.00201657j -0.00434642-0.00262641j 0.00199214+0.00564351j -0.00724097+0.0039961j -0.00449873+0.00086761j 0.00396019+0.0048722j -0.00625626+0.00593057j -0.000538544+6.20672e-05j -0.00634996-0.00850744j -0.00651785+0.000226231j 0.00461157-0.0035415j 0.00671657+0.00627236j 0.00185372+0.00643355j -0.0022788+0.000493489j 0.000387452+0.00451069j -0.00510767-0.00741808j 0.00708983-0.00355219j 0.00454965-0.00697873j 0.00591147+0.00227925j 0.00342775-0.00043541j -0.00615795-0.00686796j 0.00626779+0.00108987j 0.00157649+0.00229374j 8.90846e-05+0.00110195j -0.00181619-0.00384799j -0.0038356-0.0062941j -0.000768525-0.000227768j 0.00293111-0.0114489j 0.00668208-0.00262069j 0.00708553+0.00289269j -0.00625408+0.000927348j -0.0023041-0.00220054j -0.000431342+0.000587187j 0.000301265+0.00329501j 0.000252698+0.00281124j 0.0017021-0.0028429j 0.000239616+0.000403958j 0.00255615-0.00228307j 0.000226305-0.0016375j 0.00194252-0.0041272j -0.00018036-0.00184578j -0.00386131-0.00589739j 0.00326994-0.00156561j -0.000428402+0.00248486j 0.000224024-0.00171896j 0.00152502+0.00333738j 0.00232531+0.002705j -0.000497657+0.0014992j -0.00383966+0.000346927j 0.0022167+0.000383045j 0.000639452+0.0018974j 0.000176215+0.000953701j 0.00066937-0.00245604j 0.00115011+0.00174192j -0.00129708+0.00199318j 0.00117554+0.000654263j 0.00250925+0.00209835j 0.000698432+0.00172568j 0.00111787-7.19796e-05j -0.00084602-0.00115136j 0.000886626+0.00229985j -0.00128885-0.00151104j -0.000231383+0.000290788j -0.00187818-0.00165685j -0.00219052+0.00013214j -0.000385008+0.000401268j -0.000621541+0.00161109j 0.000109415+0.000201313j 0.000607072+0.000560631j 0.000770409-0.00136437j 
-0.000502506+0.00104439j -0.000883681-0.00171641j -0.00443017-0.00316147j 0.00306317+0.000490156j -0.00704475-0.0037202j -0.00110374+0.00829906j 0.00162664-0.00771291j -0.00884113-0.000728645j 0.00545458+0.00885337j 0.00401372-0.00563064j 0.00844746-0.000153421j 0.00866832-0.00365453j 0.00232034-0.00676782j 0.0172209-0.00540578j -0.00154545+0.00921831j 0.00563995+0.0155485j 0.00891768-0.00324948j -0.00802488+0.000958525j -0.0101364-0.00103829j -0.0021309-0.00827068j 0.00284728+0.00063435j 0.00182427-0.0119627j 0.0102984-0.00277789j -0.00232822+0.00394775j -6.55404e-05+0.0124986j -0.000914473-0.00245693j -0.0049511+0.00508251j 0.00375966+0.00591141j -0.00944611-0.00161321j -0.00628173-0.00169264j -0.00195864-0.00289966j 0.000433284+0.00240856j 0.00820511+0.00473899j 0.00366653+0.00927587j -0.00289889+0.0081509j -0.00805209+0.0033493j -0.000887278+0.000735435j 0.00872665+0.00170053j 0.0100273+0.00172616j 0.00127942-0.00347807j -0.000263038-0.00439872j 0.000439662-0.00426157j 0.00233697+0.0027635j 0.00115303-0.00407693j -0.00449931-0.00303265j 0.000464809-0.00207437j -0.00160675+0.00467525j -0.000564266-0.00505581j 0.00113474+0.00618719j -0.00201491+0.00455359j 0.00159196-0.00452413j -0.00189441+0.00473492j 0.00102709-0.00244217j -0.00242127-0.00237078j 0.00019125-0.000575652j 0.000906924-0.0019524j -0.00369438+0.00250244j -0.00618232+0.00206509j -0.00383591-0.00320642j -9.35269e-05+0.00191068j 0.00181786-0.00110134j 0.00278883-0.00102275j -0.000704051-0.001646j -0.00160465-0.000105054j 0.000927967+0.000374679j -0.00394888-0.00285341j 0.00138144-0.000522222j -0.00103931-0.00100962j -0.000328893-0.000835743j 0.000280269+0.000939635j 0.00307009+0.00382837j -0.00097787+0.00165251j 0.00105963-0.00141517j 0.00121465-0.00201541j 0.000714794+0.000538328j -0.00160261+0.000363086j -7.55297e-05+0.00217715j 
-0.00123346+0.000390613j -0.000282442-0.00100415j -0.000965718-0.00124252j 0.000738946+0.000393529j -0.0017958+0.000849348j 0.00186579-0.0027457j 0.000760396+0.000568742j -0.00443585-0.00216259j -0.000634192-0.00206733j 0.0021917+0.00315641j -0.00153211-2.90372e-05j 0.00787184+0.000295336j 0.0021649-0.00255426j 0.0116421-0.00141197j -0.0037391+0.00329386j 0.00118277+0.00157884j -0.00060595-0.00755482j -0.000600258-0.00138853j 0.00153428+0.0048812j 8.31971e-05+0.000352817j 0.000549364+0.0022528j 0.00879904-0.00462509j -0.00183296-0.00684002j 0.00381311-0.00497797j 0.00234184-0.00501022j 0.00488094-0.0036711j -0.00242271+0.0033983j -0.00279029-0.00297304j 0.000547537-0.00109739j -0.00277196+0.00610495j -1.09564e-05+0.000270566j 0.00104146-0.00293886j 0.00354628-0.00150682j 0.00183926+0.00636719j 0.00130913-0.0035589j -0.000665282-0.00131865j 0.00539421+0.00437217j 0.00288438+0.00153383j 0.00952696-0.00382623j 0.00262332+0.00645371j 0.000439602-0.0052355j 0.00118378+0.00275827j 0.00450029-0.00645588j 0.0030305+0.000614358j 0.00102468-0.00284876j 0.00163464-0.00564465j 0.00119976-0.00316433j -0.000412967-0.00532086j 0.00070725+0.000772178j 0.0016687+0.00129115j 0.00162681-0.000701567j -0.000377571+0.0013521j -0.00101376+0.00366186j 0.000384317+0.00142189j -0.000220638+0.00103202j -0.00240009+0.00107123j -0.00367577-0.000793482j -0.00238875+0.00339642j 0.000186049-5.65106e-06j 0.00257918-0.000176214j 0.00170404+0.00223095j 0.00342612+0.00253319j -0.000923359-0.00118296j 0.00237515+0.00186641j 0.000272212+0.000629849j -0.00204039-0.00229525j 0.00112406+0.000682077j -0.000917204+0.00155679j -0.00193496+0.00112908j 0.000817337+0.00219069j 0.000839291+0.00149651j -0.00282307-0.00154655j 0.00224685-0.0022941j -0.000487085-0.000453887j 0.000439407+0.00115904j -0.000943374-0.000216764j 2.46228e-05+0.00111385j 
-1.51336e-05+0.000476442j -0.000871289-0.000152783j -0.000308489-0.00024159j 0.000698775+0.000862353j -0.00258361+0.00121884j 0.00201578+0.000504528j 0.00476571+9.20317e-05j -0.0015053-0.00166543j 0.00268575+0.00123308j -0.0021698+0.000698172j 0.000979919-0.000142005j 0.00305442+0.00421113j 0.00503264-0.00278085j 0.0077799+0.0047367j 0.000860524-0.00417185j -0.00124133+0.0024403j 0.00419455-0.0112472j 0.00341737+8.72997e-05j -0.000361559-0.000145441j -0.000445955+0.00203188j -0.00248296+0.00535495j 0.00763742+0.00210259j -0.00430837-0.00129626j -0.00300433-0.00233856j -0.00312211-0.00411172j -0.00578741-0.0036043j 0.00336486+0.00218369j 0.00349056+0.00388102j -0.000681355-0.00295131j 0.00652097+0.00536663j -0.000549935-0.00252277j -0.00217041-0.00490632j 0.00067596-0.000582928j 0.00426531-0.00241049j 0.00204418+0.00226578j 0.00184796-0.00314563j 0.00234114+0.00278824j 0.00401154+0.00244312j -0.00260464-0.000646065j 0.004977+0.00263872j 0.00184475-0.00377203j 0.000847432+0.00088349j 0.00580319-0.00338966j 0.001665-0.00262897j -0.00025691-0.00349874j -0.00114662-0.00474857j 0.00116406-0.00182555j 0.00104485+0.000164071j -5.83047e-05+0.00288673j 0.000794733-0.00149679j -6.03063e-05+0.00220493j -0.0019628-0.00268194j -0.0013082+0.000526681j -0.000494305-0.000101121j -0.000987036+0.000345396j 0.000467574+0.000873471j 0.000506616-0.000942365j 0.000260495+0.0026774j -0.00164891+0.000129j -0.000432506+0.00217414j 0.000268858-0.00056736j -0.00228209+0.00263062j -0.0017156-0.000817721j 0.000955384+0.00247675j -0.000767764+0.00223896j 0.000162795-0.000675532j -0.000552847-0.00111088j -0.00322705-0.00117594j -0.00190672-0.000865177j 0.00107301-0.000263624j -3.26274e-05+0.00308761j 0.000754265-0.000954476j 0.00206619+8.79202e-05j 0.00033769-0.00139676j -0.000644561+0.000614558j -0.000414015+0.000687105j 0.000624334+0.000789232j 
0.000599538-0.000384698j 0.000397219-0.000664883j 6.44966e-05+0.00171109j 0.00446805+0.000512911j -0.00104874-0.00253377j -0.00392693+0.00586567j 0.00602942+0.000893747j -0.00254728-0.00157284j 0.00378758+0.00586316j 0.00191273-0.00505722j 0.00553391-0.00176099j -0.00252305-0.00069342j 0.0039378+0.000422579j 0.0023193+0.00492818j 0.00377444-0.000967126j -0.00410582+0.00356979j 0.00159949+0.0058368j 0.00176613-0.0015793j -0.00185491-0.00150743j -0.00141733+0.000445025j -0.00350902-0.00372998j -0.00542293+0.00421645j 0.00893909-0.00347185j -0.00199801+0.00561135j -7.30856e-06+0.00688978j -0.00479991+0.00343006j 0.00346147+0.0015172j 0.00427797-0.000616076j -0.00357051-0.000880634j 0.00433209-0.00544219j 0.000106259-0.00323176j -0.00645616-0.00102076j 0.00328073+0.000629087j 0.00109595+0.000600893j 0.00106659+0.00222336j -0.00242245+0.00039891j -0.00167372+0.00199691j 0.000714507+0.00192693j -0.00629058+0.00568212j 0.0045256-0.00470153j -0.000257029+0.00265237j -0.000430221-0.00158727j 0.00245213+0.00140346j -0.00247572-0.00196323j -0.0057524-0.00331956j -0.00193321+0.0015255j -0.000535138+0.000835164j -0.00509034+0.000278432j -0.0025343+0.00198854j -0.00424074+0.00190165j -0.0020755+0.00276397j -0.00282947+3.02953e-05j 0.00140129-0.00206205j -0.00116793-0.00512919j -0.00428943-0.00203147j 0.00381222-0.000376036j 0.000387138+0.00293802j -0.000919791+0.000708217j -0.00290588+0.000641837j -0.00274352+0.00094663j -0.00136207-0.00534488j -0.0047012+0.000401769j -0.00249085-0.00198092j -0.000483718+0.00325352j -0.00113578+0.00310695j 0.00321409-0.0016265j -0.00210619-0.000517105j -0.00181507-0.00336695j -0.00421992-0.0019192j 0.00196488-0.0020465j -0.00236796+0.00474338j 0.0026053+0.00241482j 0.000908014+0.000678324j 0.00423112-0.000817106j -0.00104576+0.00151339j 0.000180301+0.00157935j 0.000685769+5.01086e-05j 
0.00167612-0.00137301j 0.0024614+0.00196731j 0.00174195+0.00174735j 0.00627499+0.00365771j 0.00366757-0.00534072j 0.0014913+0.000894262j 0.00744537-0.00269859j -0.00674825-0.000209979j 0.00762084+0.0091529j -0.000391502-0.00373606j 0.00446582+0.000964078j 0.00460342-0.00405568j 0.00467477-0.00184694j 0.005598-0.0039591j 0.00060279-0.000282951j -0.00416177+0.000475941j -0.000451386+0.00990506j -0.00620834-0.00971074j 0.0026586+0.00281405j 0.00546172-0.00255971j -0.00683438+0.000993909j 0.00483711+0.00155956j 0.00667645-0.00370613j -0.000342624+0.00204477j 0.00203833+0.00568197j -0.00280108-0.00402271j -0.00341786+0.00367004j 0.00231225-0.00124031j 0.000291866-0.00331365j -0.000812895-0.00406113j 0.000798019+0.00399909j -0.00314714-0.00336007j 0.00469984+0.00126333j -9.39077e-05+0.00200401j -0.00131704+0.00425595j -0.00169898-0.00202459j -0.00366537+0.00444942j -0.00105181-0.000598555j 0.0038448-0.000966946j 0.00134584-0.00723614j -0.00324714+0.00164552j -0.000159164+0.00113243j 0.00549473-0.0040531j -0.00246179-0.00306533j -0.0040902+0.000645022j 0.00320238-0.00135019j -0.00287175-0.000174067j -0.00318048-0.0026406j -0.00114775+0.00207603j -0.00139094-0.000390479j 0.00443664-0.000319563j 0.00274632-0.000692303j -0.00109238+0.00112053j 0.000805521-0.00124332j -0.000182286-0.00302471j -0.00395285+0.00296781j -0.00179935-0.00101557j 0.000100126+0.00190675j -0.00310486+0.00121634j 0.00434026-0.00186245j 0.000857281-0.00759256j -0.00595784-0.00186637j -0.00355254+0.00144875j -0.000871596+0.00177782j 0.00324797+0.00098354j 0.000639836-0.00118625j 0.00135463+0.00159189j -0.00121326-0.000124167j -0.00492479-0.00145679j 0.00156945-0.00352457j -0.000224452+0.00131373j 0.00371971+0.00176473j 0.00252054+0.00237172j 0.00346708+0.00324112j -0.0024462+0.00360866j 0.000663145+0.00227107j 0.00185964-0.000957376j 
-0.00130199-0.000384126j -0.00126838-0.00158201j -0.00171414+0.00277826j -0.00503978-0.00173482j -0.00393031-0.00131443j 0.00035029+0.00414649j 0.00670093+0.00222452j 0.00467704-0.000842753j -0.00240597+0.00600658j 0.00597578+0.00061281j 0.00469896+0.00129712j 0.00111572+0.00269031j 0.00509589-0.0028241j 0.00418959+0.00399857j 0.00353444+0.00111343j -0.000875915-0.000365792j 4.77529e-05-0.00402362j -0.000301414-0.000936655j 0.00426822+0.00190213j -0.00111988-0.00218662j 0.000691111+0.00142766j 0.000129978-0.000759441j -0.00492675-0.00269225j 0.000935325-0.000188424j 0.00155637-0.00121487j 0.00224587+0.00192906j 0.000906119+0.0017928j 0.000831434+0.00186174j -0.00368359+0.00268375j -0.00170754+0.000888392j -0.000364294-0.000134232j -0.00262008-0.000489467j -0.00129469-0.00758112j 0.00149533+0.00139827j 0.00067176-0.00299509j 0.00570211-0.00207214j 0.0015157+0.000966441j 0.00114423-0.00128611j -0.000995052-0.00495717j 0.00248009+0.000303823j -0.000297895+0.0024669j 0.00182224+0.00258687j 0.00482791-0.00246028j -0.000794026-0.000548146j 0.000859952-0.00339381j 0.00179792-0.00134934j 0.000226446-0.00169666j -0.000169751-0.00206151j -7.27267e-05-0.00116772j 0.000970526-0.000178899j 7.30001e-05-0.000362866j 0.00290379-0.00323792j 0.000411424+0.00144545j 0.00130639+0.00207247j 0.00406008-0.00011225j 0.00214108+0.000232592j 0.00104579-0.00440492j -0.000246978+0.000755141j -0.00244622-0.00195403j 0.00122732-0.000232169j 0.0014887+0.000554698j -0.00277161+0.00103975j 0.00324038+0.00131298j 0.00151047+0.00149981j -0.000316784+0.000847461j 0.000921437-0.000481429j 0.000530048+0.000144793j -0.000737801+4.7801e-05j -0.000978967-0.00325651j 0.00110013+0.000425679j -0.0018989-5.71228e-05j -0.0014702-0.00187573j 0.00111981-0.000697323j -0.000834715+0.000435507j -0.000233649-0.000448151j -0.000507024+0.000445148j 0.000660319+0.000324684j 
