-0.0896087+0.0349309j -0.0440574-0.0908323j -0.00998982-0.163428j -0.143578-0.00885138j -0.0758219+0.0634217j -0.109569+0.019599j -0.130502-0.159511j 0.168778-0.159621j 0.0150975-0.0698043j 0.0452316+0.0348083j -0.0260824+0.00522458j -0.112163+0.0997309j -0.190051-0.0676514j -0.0958709+0.0363619j -0.0777737+0.0878423j 0.0287239-0.0124858j 0.0497897+0.0118234j 0.0895637+0.0466087j 0.0541696-0.0162142j 0.110441-0.145559j 0.0495188+0.131323j 0.110532-0.127797j -0.00773032+0.0191434j 0.101356-0.0866591j -0.0662523-0.0123053j 0.0411375+0.0734427j 0.0217002-0.0172965j -0.023603+0.062322j -0.053485+0.0579628j -0.0328466-0.0966001j 0.0253806-0.0495923j 0.185922+0.0847998j 0.13382+0.0420837j -0.0611241+0.091814j -0.00184621+0.00468152j -0.0035772+0.0911568j -0.0137449+0.0239691j -0.0112889-0.0565573j -0.0443597-0.113784j 0.00655776+0.0130189j 0.0194585-0.0378603j 0.0650292-0.0356529j 0.0986375+0.115861j 0.0350814+0.0970568j -0.0104479-0.0556292j -0.0483265+0.124241j -0.0632322-0.0738074j 0.00609859+0.0174111j -0.0810917-0.0470547j 0.052892-0.0979634j -0.0752183-0.0528639j -0.0198126-0.0129828j -0.0115939-0.018387j -0.0378112+0.109632j 0.0250433+0.0566609j 0.0167565+0.0588803j 0.0442617+0.00949831j -0.049719-0.080373j -0.0433949+0.002795j -0.0407978+0.0570803j 0.00651169+0.0490611j 0.028636-0.0485006j 0.0928776-0.0786941j 0.0718537-0.121895j -0.0447999-0.0272438j -0.0468555-0.0253437j -0.0801286-0.0933869j 0.079526-0.0535653j 0.184381+0.0524321j -0.111335+0.034081j -0.0617335-0.091305j -0.0928177+0.0602932j -0.103343-0.183663j -0.0935211-0.0352834j 0.00762434-0.114781j -0.0862875-0.120445j -0.128518+0.082804j 
-0.00207429+0.00319154j -0.00286086-0.00130363j -0.00794641-0.00345944j -0.00254271+0.00465868j 0.000125107-0.00405766j 5.96486e-05+0.00891303j -0.0135629-0.00287716j -0.0020605-0.00622273j 0.00846905+0.0123682j 0.00298354+0.00195465j -0.00410961-0.00502496j 0.0060059+0.017578j -0.00327344+0.00265232j -0.0234903+0.00719813j 0.00348015-0.0155031j 0.0128272-0.00489501j -0.016413+0.00941669j -0.00825958+0.00513839j -0.0330657-0.00595144j 0.0255941+0.00817838j 0.000243245+0.0528937j -0.0161123+0.00839165j 0.00674082-0.00491992j 0.0062817+0.00286997j -0.00425982+0.00852551j -0.00578201-0.0112338j 0.006436+0.00769516j -0.0133393+0.00020488j -0.0132834-0.00771757j 0.000180071-0.0350967j 0.00530482+0.0144657j 0.00201153+0.000295269j -0.00449149+0.0184372j 0.00766916+0.016315j 0.0273894-0.0131625j -0.000508029-0.0086263j -0.0039721+0.00485174j 0.00577158-0.00680354j 0.0182943+0.00307961j 0.00605085+0.0177741j 0.0239903+0.00637511j 0.0137923+0.0158395j -0.01325-0.0111941j 0.00702907-0.00343473j 0.0188074-0.00153264j -0.0132318-0.0167305j -0.0049345+0.00656196j -0.00945663+0.0025208j 0.00053287+0.00964421j -0.00755754+0.0109944j -0.009308+0.0135871j 0.00592213+0.00141248j 0.00534901+0.00308722j 0.0101211+0.0131036j -0.0074356-0.0049203j 0.0116535+0.0106103j 0.0121954+0.0114424j -0.0238685+0.00888872j 0.00685412-0.000994937j 0.022468+0.00528034j -0.00424996-0.0146295j 0.0178997-0.00701118j 0.0120332-0.0210437j 0.0138788+0.00475867j 0.0122682-0.01639j 0.00382352+0.0200415j -0.00404612-0.00715271j -0.0134696-0.0167923j 0.0226614-0.00919384j 0.0104741-0.0137926j 0.0115402+0.0154763j -0.0134209+0.0123109j -0.0123975-0.00926602j -0.00360697+0.000666105j -0.0024754-0.00288572j -0.000229335+0.000944131j 0.00134402+0.00110114j 
-0.000271308+0.00288172j -0.00278037+0.000252575j -0.00558055-0.000513323j 0.00134116+0.00372301j 0.00517221-0.00561731j 0.00058588+0.0115443j -0.0135075-0.00347377j -0.000754868-0.00677637j 0.000484418+0.0161875j -0.00997311-0.00469163j -0.012072+0.0124241j -0.0174435+0.00856075j -0.00471181-0.0165428j -0.0103056-0.00116626j -0.00117138-0.0119197j 0.00148915-0.028095j 0.025248-0.0261671j -0.0488219-0.0077645j 0.016058+0.0165391j 0.00299867+0.012783j 0.014417-0.0129927j 0.002298+0.010995j 0.0183434-0.00548919j -0.00833524+0.00407258j -0.0311808-0.0174279j 0.0101731+0.024643j -0.00423344+0.00948936j 0.00634114+0.00123654j -0.00715902+0.011386j -0.00531886-0.00803229j -0.0119112-0.00675989j -0.00415644-0.00987639j -0.00866607+0.0159687j -0.013428+0.0179055j 0.00686332+0.00794201j -0.00529674-0.00207473j 0.013554-0.0109334j -0.00353075+0.00394303j 0.0071076-0.00747914j 0.00577084-0.0125935j -0.00600556-0.0137049j 0.00205244-0.00156893j -0.00943289+0.0031438j -0.00687706+0.00827915j -0.00357456+0.00912387j -0.0114157-0.0136651j -0.000155486+0.0049728j 0.00408394-0.0171347j -0.00689164+0.00339625j 0.0103386+0.00191595j -0.00358482+0.0185698j -0.00405736+0.000542646j 0.00821688+0.00168393j 0.0127503-0.00791845j 0.0004483-0.00961726j 0.019868-0.00158092j 0.00186323-0.0118198j 0.00509161+0.0126757j -0.00213577+0.0214411j -0.00583395+0.00377514j 0.00933489+0.0267995j -0.0102614-0.0119855j -0.00657398+0.00284547j 0.020037+0.0175843j 0.00554053+0.0146382j -0.0273432-0.00256743j 0.0243347-0.0063271j 0.0146916-0.0246652j 0.00964834+0.0158358j -0.00440675+0.00234782j 0.00952818-0.0124262j 0.00764405+0.0215702j -0.0191166-0.00113181j 0.000896572+0.000398945j -0.00171785+0.000650096j -0.000241736-5.12098e-05j 2.03721e-05+0.000816076j 
-0.00150825+0.00163396j -0.00174506-0.00178621j -0.00791224-0.0116306j -0.0143548+0.00870859j -0.0156574+0.0134723j -0.00441251-0.0154801j 0.00124214+0.00209056j 1.71396e-05-0.00633299j 0.00490661-0.0071764j -0.0169899+0.00894159j 0.00535629+0.0156235j 0.00338589-0.0143834j 0.0172222-0.00245293j 0.0171186+0.0131293j -0.00802303-0.0159995j -0.0236349-0.0121226j -0.0131115-0.0112938j -0.0149448+0.00705956j -0.000771468+0.0139731j 0.00722407+0.00818304j 0.00908597+0.00489809j -0.018532-0.0291365j 0.0161281-0.00804187j -0.0023254-0.00230054j 0.000304791-0.0161227j -0.0163291-0.0256665j -0.00262833-0.0137816j -0.0268379-0.0088654j 0.00482689+0.0134188j -0.00531987-0.0188342j -0.025357+0.00681528j 0.00684561+0.00742103j 0.00159457+0.00315845j -0.00518488-0.00513722j -0.0115703+0.0108241j -0.0102528+0.0228702j 0.0102897+0.000454229j -0.00573715-0.00178764j -0.017576+0.00745917j -0.00127782+8.94928e-05j 0.00792348+0.00727707j 0.00143205+0.0326936j 0.0218609+0.0167225j -0.00510433+0.00538277j 0.0149729+0.00168767j -0.00440779+0.0147422j -0.0140181+0.016545j 0.0109923+0.0107039j 0.00394823+0.00652528j -0.0139648+0.00489319j 0.00975668-0.00895379j -0.00137539-0.0110541j -0.00164322-0.00821117j 0.00683903-0.000318734j 0.00977021+0.00392208j -0.0124555-0.00896623j -0.0128406+0.0300767j 0.0118394-0.00199899j -0.0159901-0.000845282j 0.0121357+0.015771j -0.0270092+0.00773493j -0.0102991-0.0170791j 0.000923463-0.00227956j -0.00827783+0.00900063j -0.00456025+0.00376389j -0.00243293-0.0222469j 0.028739-0.000333385j -0.00867635-0.0243887j 0.00999344-0.0150377j -0.00405686-0.00596329j -0.00236853+0.0037977j -0.00422295-0.0131446j 0.0119309+0.00303892j -0.0068952+0.00116432j -0.000771975-0.00623754j -0.000187012+0.00308534j 0.00314917-0.000135956j 
-0.00486048-0.00380811j 0.00377649-0.00522374j 0.00943802+0.0058148j 0.00388439-0.00856025j 0.01489+0.0117732j -0.0108323+0.0154976j -0.00238222-0.0031363j 0.0010716+0.0046228j -0.00729603-0.0012004j -0.00495983-0.031173j -0.0299242-0.00491183j 0.0249966-0.016231j 0.00152524+0.0148924j -0.00633118+0.0145289j 0.00675624+0.00016769j -0.0152829+0.0191987j -0.00112218-0.0160918j -0.00227543+0.0202304j 0.00654135+0.0142878j 0.00998706-0.0119427j -0.00727275+0.00534464j -0.0112496-0.0105938j -0.00854178-0.00835283j 0.017479+0.00736878j -0.0025596+0.00022962j -0.00591873+0.00631792j 0.000615918+0.013951j -0.00619465-0.000885201j 0.00293623+0.000248831j -0.00626003-0.0140968j -0.00298772-0.00955581j 0.00388095-0.00548387j -0.0104657+0.00383212j -0.00900061-0.012966j -0.00631749+0.0107023j 0.0033699-0.00678144j -0.00364334-0.00738311j -0.00381944-0.00339928j -0.00374896+0.00106224j 0.00601664+0.0144634j -0.0089308-0.00864434j -0.00516528-0.00544315j 0.00624417+0.0141559j -0.0137222-0.0135797j -0.00371716+0.00506719j -0.000174604-0.0107934j -0.0203578-0.00602659j 0.00733306-0.0160114j 0.0040806+0.00843959j 0.00293416-0.00696006j -0.0015419+0.00370098j 0.0039712-0.0175526j 0.0313765-0.0189537j -0.0125503-0.00145507j -0.018138-0.00782178j -9.25163e-05-0.00305013j 0.0153505+0.0123911j 0.0127278-0.0165748j -0.00803177+0.0088445j 0.0487491+0.00042452j 0.0267307+0.02318j -0.0104552+0.036385j 0.00827422-0.0261213j 0.00178381-0.00117986j -0.0110309-0.0154038j 0.0213286-0.00174486j 0.00173458+0.0223248j 0.0211191+0.00231868j -0.00761927+0.0118939j 0.00793094+0.00405012j -0.00121494+0.00633942j -0.00064473+0.0042883j -0.00406503+0.00311151j 0.0039169-0.00306188j 0.00376356+0.0044121j -0.00061096-0.00109675j -0.00112797+0.00017874j 
0.00918134+0.00192287j -0.00184908+0.00985119j -0.0101118-0.00334575j 0.00114884+0.00963981j -0.0014844-0.0159165j -0.000835521-0.00389883j 0.00520863-0.0249586j 0.0139664+0.00831417j 0.00341612+0.0294882j -0.0194908+0.0117346j -0.0030784-0.000258462j 0.0128597-0.000271424j -0.000555208+0.0119753j -0.00289716+0.00818716j 0.0103048+0.0214394j -0.00774413-0.00627236j 0.0210102-0.0180709j 0.027213-0.0101221j 0.0136975+0.00667732j 0.0119253-0.00659695j -0.00403653+0.0138772j -0.00476927+0.00805808j -0.0041958-0.000147925j -0.0179834+0.0131498j 0.00563624+0.00334564j 0.0029704+0.00208026j -0.00968399-0.00479402j 0.00628911-0.00841143j 0.0142845-0.0072932j -0.00261233-0.00041788j 0.0115641+0.00443689j -0.0188939-0.00272118j 0.00690625-0.00702018j -0.00262899+0.000278873j 0.0131407+0.00095773j -0.0168197+0.0105642j 0.0252588-0.0059516j -0.00297532-0.0103634j 0.00425342+0.00802537j -0.00783512+0.0200575j -0.0153934-0.0179679j 0.00424876-0.00430587j -0.000635422-5.1948e-05j -0.00143974+0.00327408j -0.0105167+0.012734j -0.00566911+0.00648603j 0.00411998+0.017434j -0.00353322+0.0314835j -0.0141469+0.00743157j -0.00908055-0.00367535j 0.0131451-0.0058337j 0.024911-0.0102578j 0.0039665-0.00226792j -0.00984914-0.00622663j 0.000817138+0.00498945j 0.00546283+0.00739177j 0.00438538+0.0382721j -0.0248189+0.012128j -0.0373894-0.00164412j -0.00928402-0.0226977j 0.025156+0.0145606j -0.00586555+0.00985744j -0.00872845+0.0313028j -0.0164928+0.00136256j 0.0218075-0.00570467j 0.00243618+0.0120033j -0.00272289+0.00552851j -0.00354619-0.0033623j 0.0110056-0.00611202j -0.0114114-0.0111853j 0.010004-0.0101415j 0.00261165-0.000237895j 0.00416794-0.00437333j -0.00579063+0.00202855j -0.00279148-0.00668147j 9.52719e-05+0.000831474j 0.000783195+0.000629487j 
-0.00526313+0.0105582j -0.0106435-0.00632804j -0.00300619+0.00654223j 0.000876224-0.00120752j -0.0187971+0.0118572j -0.00412699-0.00284968j -0.0022811+0.00541159j 0.00806745+0.0109116j 0.0417817-0.0122377j -3.63269e-05-0.00524707j -0.00788549+0.0170222j -0.00758432-0.000712069j 0.00845887+0.0140258j -0.0107846-0.00811638j 0.0246842+0.00910275j 0.0035934-0.00821108j -0.00631271-0.00858442j -0.00523459+0.000919487j -0.00595966-0.00363478j 0.0273735+0.00939977j -0.00460804+0.00276651j 0.0279577-0.00234382j -0.0217395+0.00752783j -0.00923707-0.0138232j -0.0187995+0.00230942j -0.00605676+0.0254112j 0.00317293-0.0227776j -0.00834201+0.0174819j -0.0206634-0.015193j 0.00153517-0.00254241j -0.000886407+0.00983094j -0.0307478-0.0183948j 0.000943936-0.0261682j -0.0080554+0.00578903j -0.0130193+0.00410062j -0.00604677-0.0139463j 0.000200719-0.00857085j -0.00183579-0.0224768j 0.00674997-0.00450308j -0.00458788+0.0114694j 0.0133407+0.0152194j 0.00516238-0.0285213j 0.0202071+0.00164181j -0.0092411+0.0219233j -0.00548207-0.00759225j 0.0231939-0.00385891j -0.000154909-0.00338152j -0.0143309-0.00214198j 0.00201772+0.00273709j 0.0176585+0.0143798j -0.0131569+0.00958489j -0.00188032-0.00110756j -0.00184554-0.0009014j -0.000537388+0.00940183j -0.0041666-0.0169896j -0.000399994-0.0363926j -0.0160805+0.0101921j -0.0198372+0.0114431j -0.0160321-0.0140932j 0.000795945-0.00207979j 0.00549945+0.00449212j -0.00806621+0.00585748j 0.00327-0.00800434j -0.000297803-0.00194416j -0.0209227+0.00780776j -0.00657231-0.0193783j 0.00285357-0.0120618j -0.00817929+0.00069205j 0.00196411-0.00695j 0.00804097+0.00194695j -0.00848399+0.0108838j -0.00865548-0.00359762j -0.00425188-0.00141243j 0.0037316+0.00168433j -0.00190178+0.00395123j 0.000763343-0.00193191j -0.00165597-0.0014538j 
-0.00765346-0.00565613j 0.00516611-0.00712253j -0.00475569+0.00582542j 0.00464272+0.0093639j 0.00570941+0.00148292j 0.00974544-0.00477947j 0.00900598+0.0038361j 0.00909174-0.00761967j -0.018291-0.0236001j -0.0103291-0.00981403j 0.00640367+0.00613394j 0.00240381+0.00863237j 0.0155835-0.00485301j -0.0179983+0.0216317j 0.0182896-0.0162692j -0.00179569-0.00758885j -0.00674542+0.0102425j -0.00123907+0.00490215j 0.00932673-0.00805307j 0.00309636-0.0210884j -0.00846261-0.00676824j 0.0137274-0.00403001j -0.0138832-0.0287284j -0.0241239-0.0169216j 0.0150338-0.0215765j 0.0103684+0.00121694j -0.0220425+0.0181018j -0.0190174+0.0214365j -0.021859-0.016721j 0.0193506-0.00709815j -0.0251342-0.00143621j 0.010816+0.0127904j 0.0130473-0.00656802j 0.0177711+0.0128609j 0.0171285+0.00404622j -0.0133388-0.018096j 0.00694606+0.0013706j -0.0174298-0.0432698j 0.0246408-0.00426285j -0.0136608-0.00218793j -0.0210237-0.00159683j 0.0135514-0.0037652j -0.00407524-0.00791804j -0.00637914-0.00628316j -0.0344723+0.0153897j -0.00641767+0.0172954j 0.00364898+0.0104494j -0.00623247-0.00557211j 0.0226955-0.00304875j -0.00675095+0.0121729j -0.013565-0.0310857j -0.00296999+0.00409896j -0.00280308+0.00280012j -0.00529871-0.00573483j 0.00934404-0.0129731j 0.0125589+0.00852509j 0.00366506-0.010301j 0.00167025-0.0125459j 0.0130472+0.00376609j 0.00513003+0.000185116j -0.00702819+0.00320288j -0.00329414-0.00534918j -0.00352086+0.00157266j -0.00270301+0.00336596j 0.0111991-0.00873884j 0.00752707+0.0053399j 0.00629897+0.0100872j 0.00333439-0.00825518j 0.00104653-0.00524717j -0.00680997-0.00147672j 0.000449453-0.00293904j 0.00231666-0.00357291j 0.00686041+0.00346984j -0.00217828+0.00249507j -0.00255399-0.00152204j 0.00118893+0.000751789j 0.000440741-0.00113654j 
0.00427701+0.00965701j -0.00935948+0.0053094j -0.0121277-0.00691883j -0.00445794+0.00737492j -0.00417616-0.0141227j 0.00739044+0.00269509j -0.0127406-0.00440516j 0.00053988-0.004721j 0.0132723+0.0126296j 0.0130207+0.00137952j -0.0116117-0.0118624j 0.00454087+0.000654908j 0.00836151+0.00953897j -0.013933-0.00084412j -0.00373805-0.00497117j 0.00829706-0.00880565j -0.0048608-0.00313507j 0.00121619-0.00595213j 0.00286414-0.0108754j 0.00380185-0.00528238j -0.00477433-0.00610472j 0.0158353-0.0119136j 0.00517534+0.00870575j 0.000853529-0.00832265j -0.011454+0.00232434j -0.0015145+0.00692614j 0.00217988+0.0117819j 0.00227537+0.00376781j 0.0129064+0.000569291j 0.00120958-0.00562387j 0.00525717+0.0107893j 0.000317629+0.00380959j 0.0109699+0.0117727j -0.0121474-0.010289j -0.0116334+0.00150399j -0.00177222+0.00290962j -0.0151927+0.0101931j 0.00410857+0.00138263j -0.000665246+0.00238074j 0.00359667+0.000481078j 0.00988872-0.00683315j 0.00674264-0.00635477j 0.0119569-0.00307352j -0.00881172+0.0122021j -0.00899325+0.0154411j -0.00950102+0.000510471j 0.0100569-0.00732212j 0.00334789+0.00248334j -0.0124529-0.000789933j 0.000723946+6.27836e-06j -0.0146765-0.0143069j -0.005701-0.00575849j 0.0199446+0.0121486j 0.00130861+0.00935643j -0.000332497+0.0119555j -0.0073741-0.00727632j 0.00469438+0.00478824j -0.00498586-0.0030912j 0.00801658-0.00611004j -0.00311054-0.00488779j -0.00376072+0.00525778j 0.00343544+0.00281047j 0.00079284+0.00832972j 0.00719142-0.00368943j 0.00464765+0.0075572j -0.00727011+0.00712414j 0.00753518-0.000514085j -0.0111888-0.00679285j -0.021961-0.00610178j -0.00388933-0.00562924j 0.02236-0.00134907j 0.00309085+0.00734991j 0.0112753+0.00227845j -0.0116033-0.00161372j 0.00505742-0.00804621j -0.0132399+0.0017246j 0.00147744+0.0142682j 
-0.00863035+0.0061827j -0.00497741-0.00865603j -0.0042546-0.00849573j -0.0135988+0.00223104j -0.0101085+0.0118187j -0.00882656+0.0044239j -0.0216025-0.00430871j 0.00935565-0.0137515j 0.00866537-0.0178109j 0.00220501-0.00836095j 0.00188734+0.012635j 0.00674669+0.0206905j -0.0114098-0.00469055j -0.00609703+0.0158384j 0.00151503+0.0129439j -0.00571824-0.00185742j -0.00240567+0.00120524j 0.00703782-0.00249137j -0.00754049+0.00299379j -0.00694448-0.0131058j 0.0114357-0.00314692j -0.00710416-0.000445553j -0.00167833+0.00126115j 0.000974625-0.00924543j -0.00896802+0.000172266j 0.00278501-0.00636308j 0.00248433-0.00792342j -0.00324229+0.0044419j 0.00461688+0.00450502j 0.00452718+0.00466626j -0.00340601-0.00208357j 0.00793304-0.00665341j -0.0140988+0.0101173j 0.00711683-0.00294497j 0.00563878-0.00238146j -0.00148325-0.00284838j -0.000623462-0.0155551j 0.00369992-0.0314869j -0.00120768-0.00513845j 0.00256381-0.00165584j -0.000219677+0.015236j 0.00722614+0.000545052j 0.00433818+0.00350396j -0.0150025+0.00324675j -0.000365389-0.00132681j 0.00343086-0.00867792j 0.0139249-0.003893j 0.00876558+0.00185763j -0.0165198+0.000793641j -0.00454255-0.00279318j 0.00779068+0.00349788j 0.00153336+0.00234329j -0.00173205+0.00411915j -0.00510989-0.0118772j -0.0097614+0.00729701j 0.00636477+0.00527121j -0.00478243-0.000781849j 0.00235071-0.00593623j -0.00244285-0.00714822j 0.00135676-0.00249288j -0.00800916-0.000958471j 0.0066999+0.00364871j 0.011365-0.00763739j 0.00331981-0.00242279j 0.000315504-0.000114092j -8.3186e-05-0.00218605j 0.0138311-0.0130971j -0.00955142-0.000946659j 0.00498262+0.0242166j 0.000771085-0.00181336j 0.00394249-0.00879875j -0.0115475-0.000442334j -0.00211983-0.0240751j -0.00296923-0.00751671j 0.00970753-0.00710361j -0.00285221-0.0147026j -0.0132047+0.00333319j 
0.00122883+0.00958289j -0.0089721+0.000953504j -0.00604447-0.0106571j -0.00975515+0.00555994j -0.00522203-0.00942447j 0.00348022+0.00451179j -0.0129825-0.00628546j 0.00920498-0.0065011j 0.00205446+0.00158145j 0.00834194-0.00324755j -0.00370655-0.0093989j 0.00617645+0.00383245j -0.00203637-0.00427683j -0.00806826+0.00188306j -0.00238848+0.000901035j 0.00275963+0.00033036j -0.00363509-0.00469632j 0.00522323-0.0017929j 0.000639541-0.000749752j -0.0033306-0.000215259j -0.000617015-0.00188432j 0.00200959+0.000921235j 0.00564933-0.000831325j 0.00104867-0.00423956j -0.00684177+0.0033691j 0.000738208-0.000547482j 0.00996682-0.005099j -0.00237608+0.00685946j 4.54435e-06+0.00443544j -0.000408455+0.00337035j 2.74301e-05-0.000529521j -0.0130743-0.0060346j 0.00140936-0.00314126j -0.0020488-0.00449675j -0.000263246+0.000158529j 0.00657762+0.0016992j 0.00334329-9.817e-05j -0.008142+0.00658547j 0.0038448+0.000476623j -0.00454969-0.00387411j -0.00279406+0.000816791j -0.000260206+0.00302665j 0.000318171-0.00344555j -0.000883821-0.00089787j -0.00409694-0.000615314j 0.00312528+0.000290929j -0.00133822-0.00294878j -0.00175761-0.00519261j 0.00132718+0.00700488j -7.17577e-05+0.0110238j -0.00655151-0.00517725j 0.00493001-0.00215423j 0.00792578+0.00323837j -0.00746672+0.0110822j 0.00103775+0.000810547j -0.00837666-0.00489648j -0.00292863-0.000341748j -0.000350253-0.00086191j -0.00101667-0.001595j -0.00444389-0.00605159j -0.00565369+0.00405387j 0.00179123+0.000840744j 0.00208138-0.00127919j 0.0147606+0.00397714j 0.00147801+0.000136906j -0.00267839+0.00458656j 0.00559563-0.00369447j -0.00338663+0.000445842j -0.00399535-0.00261186j -0.0118044-0.00652572j 0.0107606-0.00431175j -0.00467711+0.00372436j 0.0081528-0.00209685j -0.0098217-0.00618565j 0.00896493-0.00843172j -0.00939927+0.0020281j 0.00219682+0.00861909j 
0.00773844+0.00600386j -0.00468393+0.00709424j -0.00475427-0.00736118j -0.00670527+0.00604848j -0.00278806-0.0174011j 0.00831241-0.00242145j -0.00138618-0.0017668j 0.00394595+0.00267496j -0.00836942+0.00386065j 0.00263917-0.00615183j 0.00132347-0.00811458j 0.0106464-0.000643669j 0.00380699-0.00610867j 0.000833494+0.00150258j -0.00276597-0.00551907j -0.000442312-0.000375081j -0.00776955-0.00291066j 0.00160434-3.14215e-05j 0.00606218-0.000188527j -0.0034832+0.00513182j -0.00183396-0.0011771j -0.00698762+0.0119869j 0.00254571+0.00247716j -0.00448035+0.00320161j 0.000487599-0.00223908j 0.00343966-0.00473534j 0.00528625-0.00429331j 0.00481221-0.00481576j 0.00988235+0.00125697j -0.00324837+0.00966927j 0.000949806+0.00522833j -0.00620949+0.00436525j -0.00607172-0.00306884j -0.00446169-0.00439149j -0.00453476+0.00555916j 0.000221602-0.00929185j 0.00486226+0.00265647j -0.00264764+0.00336358j -0.000261132+0.0047066j -0.0050869+0.00388308j 0.000733129-0.00362296j 0.00560632-0.00851458j -0.0064778-0.0137719j 0.00121992+0.00275656j 0.0128189+0.00744531j 0.00469417-0.000496824j -0.00323928+0.000946382j 0.00359752-0.00896878j 0.0091365+0.00244268j 0.0047817+0.00461357j -0.0103955-0.00406973j -0.00264796-0.000196286j 0.00783234-0.00632404j 0.00237553+0.00861805j 0.00632034-0.00263556j -0.00240929-0.0077044j 0.00244141-0.000804486j -0.000597015+0.00141692j -0.00749077-0.00669856j -0.00135771-0.00447476j -0.00470832+0.00880153j 0.0050058-0.00455498j 0.00343923+0.0121806j 0.00675633+0.00764063j 0.00240107-0.00189066j -0.00273325+0.00300529j -0.00381396+0.00131947j 0.00175211-0.000922933j 0.000792542-0.0138808j -0.0118136-0.0152224j 0.00118657+0.00292713j -0.00726234-0.00182105j 0.00644755+0.0230406j -0.0122087-0.00253089j 0.00112671-0.00256128j -0.00270038+0.00675217j 0.00838262-2.71526e-05j 
-0.00818938+0.00580528j -0.00732193-0.00962484j -0.00191297-0.0155539j -0.0135917+0.0038548j -0.00584937+0.00675452j -0.00330713+0.00858033j -0.0119041-0.00784499j 0.0177639-0.0132841j 0.00189204-0.00112607j -0.00143476+0.00685074j 0.00502925-0.0101828j 0.00237972+0.00314419j -0.0175837-0.00576239j -0.0076315-0.00187189j 0.00182373+0.00206719j 0.00509943+0.00148902j 0.00370418-0.00294141j 0.0089941-0.00168753j 0.00480767+0.00603196j 0.00971272-0.00527183j 0.00445653+0.00689819j 0.0203633+0.0044052j 0.00476589+0.000583447j 0.0150302-0.00604205j -0.00995811+0.00266406j -0.00318215+0.000644118j 0.00359741-0.00639378j -0.00191303+0.000648242j -0.00164095+0.00780931j 0.00211527-0.00171588j -0.00451443-0.00542857j -0.00104059-4.22965e-05j 0.00568112+0.00241747j 0.00555966+0.0050282j 0.00434345-0.00521406j 0.00110244-0.00170416j 5.77181e-05-0.00562818j -0.0158924-0.0135229j -0.0139023-0.00192352j -0.00323883-0.00277547j -0.00271725+0.00765794j 0.00774353+0.00536203j 0.000103438+0.00130086j 0.00215841-0.00371104j -0.00364295-0.00354797j -0.00696682+0.0122397j -0.000746395-0.000118507j 0.0126238-0.00239571j -0.00300937+0.0129464j -0.0234049-0.00962131j 0.00125595-0.00852112j 0.00990753-0.00823898j 0.00319774+0.0101811j 0.00229432-0.00699023j 0.00276587+0.0211369j -0.00413431+0.00653844j -0.00556879-0.00387986j -0.00211836-0.0229802j -0.00120343+0.00392399j -0.00939249+0.00157869j 0.00104946+0.0101455j 0.00649076-0.0066608j 0.0288094-0.0152949j 0.00606136-0.0222569j -0.00977439+0.00518588j -0.00274077+0.00132027j 0.00640511+0.00203664j -0.00625268-0.0115262j 0.000261032+0.00931579j -0.0169123+0.0176966j 0.00865937+0.00469305j -0.00378423+0.0207784j 0.0276066-0.00975289j -0.00830681+0.00460838j 0.00902056-0.00416099j -0.0121053-0.00473076j -0.00874674+0.0093405j 
-0.00286912-0.0063459j 0.00559715-0.0015714j 0.00515684-0.00713051j -0.0049696-0.00649373j -0.00683809+0.00599772j -0.0044205-0.0121118j 0.00241777-0.0114097j 0.00831466-0.00978816j -0.00243822-0.00415658j 4.33449e-05-0.00143072j -0.0103557+0.0113701j -0.0161925+0.00662296j -0.0170416-0.00415321j 0.000317023+0.00267806j -0.00929928+0.00328636j -0.00366481-0.00158077j -0.00434174+0.000339448j 0.00198563+0.00384756j 0.00349121-0.00120649j 0.00540893-0.00328481j 0.00491952+0.013532j -0.012174-0.00787054j -0.0114401-0.00981638j -0.00178701+0.000591757j 0.00779326-0.000775998j 0.00403055+0.00716645j -0.00857214-0.0149032j 0.00326773+0.00565681j -0.00873021+0.00198256j -0.00244176+0.00359136j -0.000511861-0.00850669j 0.0119864+0.00463001j -0.00619404+0.00162014j 0.00237928+0.00129409j 0.00384914-0.00796279j -0.000408806-0.00125986j -9.91834e-05-0.00673509j -0.000702993+0.0148325j -0.00632003-0.00589956j 0.00248208+0.000597601j 0.000117729-0.000444097j -0.00225214+0.00853297j 0.0041605+0.0120706j 0.00409164-8.28846e-05j 0.00181048-0.0122348j -0.0143224-0.00667172j -0.00672052-0.000105167j 0.000891899+0.0111488j -0.00691576-0.0038317j 0.0158511-0.0210521j 0.0121602-0.00035664j 0.0152172+0.0150603j -0.00754823-0.0023806j 0.00639102+0.00312013j -0.00825406+0.00135392j 0.0145204-0.000668325j 0.0037556-0.00121966j -0.00263743+0.007913j 0.00104326+0.0182776j -0.0141932+0.00965172j 0.00325446-0.000617277j -0.00446371+0.00365782j -0.00435181-0.0172969j -0.0209303-0.0013364j 0.0102562+0.00717311j 0.00731163+0.00550684j 0.00347116+0.0070825j -0.00235275+0.0084519j 0.0154572-0.00185074j 0.0129677+0.012662j 0.000751416-0.00792989j 0.0136636-0.00512352j -0.00354281-0.0251746j -0.00113287+0.000242647j 0.00314094-0.0125764j 0.00676792-0.00600276j -0.00773406-0.00369425j 
