-0.00297364-0.00578606j 0.00159613+0.021801j -0.00471604+0.0155088j 0.00133991-0.000329878j 0.000848555+0.00267921j 0.000250239+0.0416463j -0.00625828+0.0182632j 0.000294623+0.0287374j 0.00498343+0.0157877j 0.0167502+0.040327j 0.016577-2.84703e-05j 0.00810737-0.0545537j 0.0483897-0.0310566j -0.0560391+0.0694288j 0.0148019+0.0543737j -0.0183377+0.00559979j -0.00594823+0.0129007j -0.00109166+0.0042225j 0.0233942-0.00924733j 0.0157973-0.01262j 0.0165295-0.0107181j 0.0211409-5.1072e-05j 0.0190811-0.00167218j 0.0121325-0.00433716j -0.00952662-0.00584601j -0.014506+0.0154509j 0.00464503-0.00619717j 0.0222721-0.00440695j -0.0123676+0.0070561j 0.0155362-0.00661043j -0.0284797+0.000350946j 0.0064363-0.00398119j 0.0334874+0.00927124j 0.0264262+0.00559575j 0.0340988+0.0189394j -0.0197759-0.0142647j 0.0246815+0.0086558j -0.00403444+0.000460781j 0.00879277+0.00785272j -0.0106398+0.00153669j -0.00373093+0.00167941j 0.00871322+0.00382267j -0.00472304-0.0114889j -0.00384533-0.000526861j 0.00373583-0.0074372j 0.00489079-0.00501822j 0.0044495+0.00307842j 0.0106295+0.00111184j -0.00250207-0.011846j 0.00143896-0.00626031j -0.00268502+0.000860657j -0.0102428-0.00497532j -0.00611155+0.0140264j 0.00461013+0.00236112j 0.00900191-0.00824219j 0.0108072+0.00845327j 0.00171258+0.00372905j 0.0035412-0.00598442j 0.000888343-0.00301686j -0.00975649+0.00137231j -0.012064+0.00536271j 0.0132181+0.00493457j 0.000238567-0.00440823j -0.00791475-0.00266095j 0.0117599-0.0103901j -0.00253235+0.00333313j -0.00289562+0.00660875j 0.00645974+0.00984871j -0.0115889+0.0108899j 0.000265692+0.0020245j 0.00599183-0.000382765j 0.00447702+0.00385513j -0.0170331-0.000854013j -0.00525493+0.00990828j 0.0079254+0.0128386j -0.00677325-0.00144322j 0.00219981-0.000127263j 0.00674775-0.000299938j 0.00019186-0.0059842j 0.00341363-0.00314191j 0.00647799+0.0183558j 0.00584427-0.00921287j -0.00182954-0.00116202j -0.00577326-0.00231085j 0.0213617+0.00809672j 0.00291302+0.00601578j 0.00434577+0.00631222j -0.00194399+0.0018572j 0.00716461-0.0080676j 0.00888063+0.00653443j 0.0136559+0.0132691j -0.0110607+0.0177942j -0.00458414-0.000330924j -0.0159559-0.00328918j -0.00992445+0.0190328j 
0.0114846+0.0202376j 0.0113868-0.0132216j 0.00143058+0.0157032j 0.00814781+0.00375424j -0.0589701-0.0343815j -0.0119567+0.0113285j -0.0120911+0.011279j 0.0317008+0.0142548j -0.014977+0.000444973j -0.00887945+0.00496735j -0.010685+0.00332234j 0.00517693+0.0019916j -0.0041823+0.00685302j 0.00784342-0.00296908j -0.010921+0.00275493j -0.0315883+0.00542901j 0.0163238-0.00429177j -0.0375246-0.0020166j 0.0148718-0.00139978j -0.0335333-0.00246116j 0.311359+0.00598714j -0.19314-0.00463727j 0.346096+0.00230889j -0.0678457-0.00174105j -0.107975-0.00167203j 0.129018-0.000906039j -0.00685709-0.000627937j -0.0268046+0.0016574j -0.0326373+0.000690149j -0.00337602+0.000513364j -0.0258498-0.000292406j 0.0437709-0.000935049j -0.00095981+0.00022263j -0.00635058+0.000265819j 0.0217492-0.000885886j 0.0343914-0.000769911j -0.00289226-0.000163285j -0.00359342-0.00197673j 0.0398178-0.0066692j 0.00285559+0.00163085j 0.00960402-0.00197895j 0.000193315-0.00486129j -0.00608419-0.00351833j -0.0313746+0.00969687j 0.0260235-0.00169052j -0.0920701+0.0231211j -0.00608986-0.000129244j 0.00289559-0.00520607j -0.0224984-0.00702504j -0.0163879+0.0108788j -0.0175894-0.0195509j 0.00336319+0.027938j 0.0258549+0.0361701j 0.00846635+0.0270924j -0.00987518-0.00599016j 0.00758649-0.00468296j 0.00561319-0.0189884j 0.0103985-0.00233233j -0.015884-0.0157867j -0.0162954+0.0037757j -0.00752218-0.0068371j 0.00667853-0.0188304j -0.00410437-0.0236015j -0.00969073+0.00252808j -0.00964028-0.017123j -0.0124004+0.00692896j 0.00161092+0.0153462j 0.0101897-0.00143021j 0.00098235-0.00260119j 0.0044988-0.00481272j 0.00521097+0.00431337j 0.0191935-0.00621153j -0.00189216-0.00161144j -0.0041863-0.0039957j 0.000732533+0.000703624j -0.000397077+0.00313697j 0.00266069-0.00894583j -0.0116554-0.0101997j 0.00414004+0.00289955j 0.00345689+0.00140575j 0.00027741+0.00114099j -0.0103584+0.00367944j 0.0030722-0.00229021j 0.00722289+0.00283135j 0.00167107-0.00172796j -0.000661862+0.00375244j -0.0090787+0.00327632j 0.00438659-0.00499469j -0.00229779+0.00264314j -1.55449e-05+0.000645214j 0.000356529+0.00119589j -0.00577374+0.000550368j -0.00218744+0.000537775j 0.000450347-0.000445114j 0.00737934-0.000232274j 
-0.00214462+0.00522032j -0.00862638-0.0254886j -0.0622637-0.0123997j 0.0749717+0.0471585j -0.00798941-0.00890483j 0.0159649+0.0300613j 0.0233442+0.0100016j 0.00469222-6.54748e-05j 0.00783239-0.000799506j -0.00694137+0.0212056j -2.80472e-05+0.00898556j 0.00923469+0.00314914j -0.00866555+0.0047952j 0.00485935+0.00262923j -0.0115025+0.00259094j -0.0197919+0.00168493j 0.0264843-0.0071627j 0.0464634+2.71699e-05j 0.0926949-0.00121623j 0.189357+0.00257314j 0.229026+0.00269048j 0.255005+0.00513922j -0.210449-0.00289324j 0.0799147-0.000887835j -0.0307004-0.000138015j 0.406021-0.00186726j 0.125814-0.00075848j 0.0189453-0.00160951j -0.0463366+6.20585e-05j 0.0345752-0.00111301j -0.0196788+0.000319043j -0.0195864+0.00244132j 0.0227698-0.000744087j 0.0384924-0.00242859j -0.00921737+0.00139362j 0.0326829-0.00102688j -0.0365015+0.00228416j 0.0140855-0.00277645j 0.0374387-0.00277812j -0.0206837+0.00201184j 0.023246+0.00143596j 0.010669-0.00303549j -0.0420293+0.00849545j 0.0573376-0.00549968j -0.0437388-0.00567859j -0.0267542+0.00462839j 0.0361534-0.0222684j 0.0301769-0.0239394j 0.0311564+0.0121756j 0.00795247-0.0279341j 0.0141116+0.00450035j 0.00523221+0.0129415j 0.0148264+0.0369724j 0.0075823-0.0276074j 0.00666336+0.00591226j 0.0302875+0.0209961j -0.00247865+0.011966j 0.00503659+0.0278965j 0.00626463+0.0183123j -0.00862042+0.0058431j -0.00289028+0.0204011j 0.00668108-0.0131076j -0.00901428-0.0181263j -0.0170426+0.00158419j -0.00264002-0.0150517j -0.00297628+0.00339129j 0.00512547+0.00221781j 0.00742301+0.00652163j 0.00535733-0.00924688j 0.00402835-0.00295717j -1.68964e-05+0.00198262j 0.00882542+0.0070574j -0.00954891+0.00210547j -0.00187378-0.00162135j -0.00432393+0.00244578j 0.00873861+0.00507814j 0.0040433-0.0126233j -0.0104344-0.00568215j -0.000439369-0.00324569j 0.000761958-0.00278107j 0.00168297+0.00776443j -0.00800671-0.00165428j 0.000848875-0.00276644j 0.00513985+0.00610016j -0.000584872-0.00169088j 0.0037202+0.00294837j -0.00544933+0.00223071j 0.00535581-0.00425522j 0.000233488+0.00611884j 0.000821825+0.00057513j -0.00150374+0.00259802j -0.00202271+0.00287515j 0.00398562-0.000676459j -0.00486217-0.000910545j 0.00788469-0.00194508j 
0.000352569+0.00307487j -0.0163489-0.00869716j 0.0173915+0.0188273j 0.014195-0.00619779j -0.0161968-0.00486917j -0.00863538-0.0143216j 0.0115931+0.0276343j -0.0176829+0.0103807j 0.0221958-0.0322427j 0.0224365-0.0349614j 0.0194637-0.01641j -0.00734826+0.00727749j 0.0120897-0.00314692j -0.0101766+0.00418049j 0.00495096+0.00366856j -0.00873657+0.000239585j -0.008385-0.00708598j -0.0165962-1.59887e-06j -0.00271223-0.00147162j -0.101207-0.00133745j 0.0972895+0.00640061j 0.103765-0.00573142j 0.0263706-0.00441241j 0.0142237+0.00620574j 0.2186-0.00153124j -0.140434+0.00275834j 0.413514-0.00670225j -0.0124974+0.000146889j 0.0732557-0.00106941j 0.0252892-0.00155518j -0.0405544+0.00244733j 0.0397933-0.00366372j 0.00983979-0.000653577j -0.0139564+0.000637582j 0.01207-0.00234737j -0.00559402-0.000819382j 0.0152769-0.00214687j -0.0140533-0.00430258j -0.00143255-0.00118651j 0.00745991+0.000171938j 0.00245721+0.00227204j 0.00135255-0.00257551j 0.00931654-0.00150197j -0.0205152+0.00937682j -0.0110921-0.000383114j -0.0191203+0.011827j 0.0103671+0.00163739j 0.00686882+0.000988585j -0.00604501-0.0166675j 0.00424994-0.005756j -0.0185509+0.00612618j 0.0177137+0.033556j 0.0098154-0.00261975j 0.0109636-0.000779175j 0.0211509+0.00268696j 0.00980558+0.000527604j 0.0216664+0.0106757j -0.0218738-0.0254031j -0.0169164+0.0249154j 0.0102686-0.0151558j 0.00189767-0.00235727j -0.00320288-0.000410653j 0.00955176+0.0112507j 0.0102615-0.00281619j 0.0211479-0.0208391j -0.00778725-0.000788076j -0.00148743+0.00875299j 0.00978394+0.0106045j -0.0282225+0.0223735j -0.0114668+0.00440222j 0.0103564+0.00372686j -0.0115625+0.000222716j -0.00145065-0.00638008j -0.00887503+0.0183655j 0.0132639+0.0239916j -0.00718601-0.0172165j -0.0024577+0.00835352j 0.00597566+0.00370818j -0.0011363-0.0106725j 0.000129022-0.00072331j 7.84879e-05+0.00838828j 0.0163331+0.00323488j -0.00575787-0.00582207j -0.00295312-0.00970577j -0.000502386+0.00144473j -0.00315309-0.000734691j 0.0059072+0.00141531j -0.00155101+0.0164056j 0.0048056-0.00311425j 0.000654125-0.00176734j 0.00294698-0.00126125j 0.00309006-0.00279086j -0.00545698+0.00737207j 0.00251117-0.00136904j -0.00567286+0.00486558j 
-0.0186081-0.00863085j -0.00720407-0.0185875j -0.0189902-0.000340361j -0.0039164+0.0106565j -0.0152805+0.0114491j -0.0133191-0.0165298j 0.00437855-0.0442414j 0.0131873-0.0277117j 0.0173775-0.0363757j -0.0079058+0.00577914j 0.0070879-0.00752979j 0.00199401+0.00473209j -0.0106867+0.00323315j 0.0156496+0.00333808j 0.0100044-0.00241933j -0.0196903-0.00617025j 0.00727867-0.00606746j 0.0178524+0.00143493j 0.0236867+0.00328613j 0.00195604+0.00493188j 0.0773583+0.00557499j 0.0131443+0.00238351j -0.072808+0.000855681j -0.038727-0.00638761j -0.267845+0.00496068j -0.453737+0.00775545j 0.143684-0.00261318j 0.0660886-0.00223132j -0.0399186+0.00220251j 0.0142881-0.00247253j -0.02537+0.00169721j 0.0117863+0.000993707j 0.00382128-0.00064639j 0.0128924-0.000485601j 0.00412777+0.00354767j 0.0247885-0.00162397j 0.00775019+0.00413895j -0.0113641-0.0033687j 0.018956+0.00057444j -0.00426043-0.00172563j 0.0127733+0.000488641j 0.00645138-0.00167068j -0.0164442+0.00214131j 0.014852-0.00569017j -0.0105975-0.00399791j -0.0168302+0.0066171j 0.0106586-0.0139967j 0.00471105-0.00711292j 0.0201204+0.000922508j 0.00394029+0.00869433j -0.000928817+0.00716042j 0.000252644-0.00632895j 0.0167698+0.031726j 0.0003351-0.000766284j -0.017403-0.0117778j 0.0185155+0.0126468j -0.00695809+0.0201482j 0.00233106-0.0153529j 0.00936865+0.000598473j -0.0166646+0.00296614j -0.0176782+0.00636779j 0.0125594+0.00405436j 0.0132048-0.0218067j 0.0087849+0.00110207j -0.00830344+0.021862j 0.0304478-0.00365604j 0.0212627-0.0205367j -0.0248085-0.0113496j -0.0143459-0.0030507j -0.0198057+0.0133724j -0.00707875-0.00328387j -0.0116295-0.0316369j -0.00680253+0.0100109j -0.00269505+0.00694866j -0.01089+0.00118527j 0.00690225-0.00859364j 0.00561971+0.00708315j -0.00525585+0.0167921j 0.00390479-0.00516739j -0.00466119-0.0152414j 0.00145128+0.00858747j 0.000577097+0.000364924j 0.00523304+0.00233141j 0.00136672+0.00604131j -0.00221347-0.000390448j 0.00487871-0.00068914j -0.00380542+0.00314824j -0.0119108+0.008886j 0.00473171-0.00685517j -0.000713335+0.000915613j -0.00411843+0.00182498j 0.00121259+0.000745203j 0.00276647-0.00505302j 0.00922475-0.00462923j 0.00685674-0.00409621j 
0.0202352+0.0029915j 4.98551e-05-0.0216763j 0.0319105+0.00168853j 0.0111732+0.00971386j -0.0349719-0.0443339j 0.00379037-0.0185725j 0.0159595-0.0336914j 0.0118067-0.0267239j -0.0249797+0.0445756j 0.00940925-0.0151388j -0.00599579+0.0111749j -0.0138508+0.00732191j -0.00105839-3.31459e-05j -0.00647217+0.00504544j -0.00119122+0.00249769j -0.0011188+0.00242046j 0.0234925-0.00576932j 0.019746+0.00462521j 0.0344237+0.00398902j -0.16217+0.001551j 0.241809+0.0039574j 0.152624+0.00810442j -0.0311495+0.00680478j -0.0122549+0.00280242j 0.179956-0.00517111j -0.136476+0.00193843j -0.290483+0.00423022j -0.0934901+0.0026014j 0.0763453-0.00343343j -0.00721622+0.00094793j -0.00672766+0.000478706j 0.0527773-0.00258477j -0.0174451+0.00152101j 0.00826554-0.00222451j 0.0036115-0.000985569j 0.0212367-0.00444872j -0.0147112+0.000255217j 0.0171453-0.0045942j 0.0134675-0.00361925j -0.0077557+0.00377931j 0.0151222-0.000341872j 0.00846077-0.00409923j -0.0179596+0.005202j -0.0250375+0.00876198j -0.0342483+0.0156975j -0.05347+0.0106612j 0.01744-0.00951521j 0.0109737-0.0109541j 0.00843962+0.00769876j 0.00115447+0.0186565j -0.00121838+0.000503214j 0.0344128+0.0390294j 0.0137536-0.000313173j -0.00520893-0.0114244j 0.00206975+0.0181847j -0.023196-0.018081j 0.00845577-0.0100303j -0.0137289+0.0176332j -0.000280066+0.00132021j 0.00792224-0.0155264j 0.0161304-0.0216458j -0.0217053-0.0156317j 0.000519487-0.00548368j -0.000496039-0.0240838j -0.0340959+0.0146698j -0.0125024-0.0208023j -0.0060166-0.0171302j -0.0206451-0.0195277j 0.0246748-0.00342154j -0.012769+0.0112282j -0.0133537-0.00127994j -0.00940671+0.00280442j 0.0166291+0.0101454j 0.0150682-0.0152238j -0.0140757-0.011523j -0.0102538-0.00125829j -0.00426685+0.0173239j 0.000939707+0.000902942j -0.000105635+0.0119601j -0.00332024+0.00107323j -0.00110826-0.0106511j -0.00317041-0.00719154j 0.00872503+0.00154488j -0.0109879+0.000171272j -0.0052866+0.00407029j 0.00139774-0.00753008j 0.000723219-0.00676285j 0.00224444+0.000138705j -0.000995912-0.0109376j -0.000460165-0.000623486j -0.00134295+0.00153951j 0.00204564-0.00399974j 0.00762411-0.00935848j -0.00329538-1.51333e-05j 0.00222783-0.0014991j 
-0.00664908+0.00734832j -0.00711017-0.012296j -0.0188937-0.0263577j 0.0328218+0.0164931j 0.0191655+0.015282j 0.0680362+0.0112402j -0.000266977-0.0276832j 0.0188852-0.0242401j -0.00965556+0.0187112j 0.0196056-0.0252469j -0.00214648+0.00261766j -0.0171858+0.0145777j 0.00704429-0.00240869j -0.000652025+0.00657065j 0.00139896+0.00161838j -0.00291684+0.00513208j -0.00474757-0.00521164j 0.0789469+0.00630446j 0.0925169+0.0048139j 0.35484+0.00942342j 0.0185242+0.00382471j -0.191757+0.00307559j 0.0794692+9.85147e-05j 0.0758517+0.00549931j 0.0994185-0.00369369j -0.0626154+0.00265543j -0.0532922-0.000560268j -0.0774805+0.00190718j 0.0488076-0.00175933j 0.00338736-0.000212058j -0.00973584+0.00120643j 0.0126407-0.00259948j 0.0332729+0.00030422j -0.0107911-0.00111155j -0.0100338-0.00110572j 0.0167937-0.00418383j 0.0144876-0.00050077j -0.0117835+0.000883315j -0.00610474-0.0020097j -0.0131751+0.00366028j 0.0189928+0.00202646j 0.0167844+0.00307578j -0.0453453+0.0116223j 0.11303-0.0161741j 0.0441289-0.0150291j -0.01967+0.000819047j -0.0103794-0.0156883j 0.00277634-0.0178505j 0.0220119+0.0250631j -0.0151249-0.0476064j -0.0120248-0.0383874j -0.0117509-0.00943602j 0.00638141-0.0041067j -0.0131979-0.0042038j 0.014865+0.0025515j -0.00723269-0.0130169j 0.0171756+0.00880854j 0.00077959+0.00806717j 0.00613575+0.00280212j 0.0157299-0.0152841j 0.0198834-0.0187972j -0.00406885+0.00858385j 0.0192739-0.00718265j 0.0108394-0.000726651j -0.0115978+0.00724824j -0.00271891-0.0137463j -0.00429324-0.0097661j -0.0140323-0.0130586j 0.00279497+0.00995769j -0.0204698+0.00904034j -0.00856224+0.00486359j -0.00692235+0.000411616j 0.00881767+0.00609588j 0.0124202-0.00251476j -0.00605606+0.00112093j -0.00839415-0.0100029j -0.00882189+0.0123488j 0.0015832+0.00211969j -0.00296104+0.00799605j -0.00223962-0.00239676j 0.000158997-0.00435818j 0.00246327-0.00742722j 0.00622629-0.00324376j -0.0104557+6.45148e-05j -0.00621122+0.00486358j 0.000442441-0.00397679j 0.00360237-0.00500387j -0.00245496+0.00667208j 0.0114271-0.00987653j 0.00066283-0.000420375j -6.06472e-05+0.000847552j 0.0115845-0.00492408j 0.0037384-0.00626617j 0.00139646-0.000797663j -0.00175254+0.000576167j 
0.013072+0.00835545j -0.0118799-0.015661j -0.00729697+0.00217128j -0.00974766+0.00534096j -0.00231876-0.00267348j 2.3475e-05-0.000396501j -0.0135603+0.0399331j 0.0180968-0.0430404j 0.00238023+0.000745841j 0.0199785-0.0254962j 0.0044058-0.00538472j -0.0219889+0.0174754j 0.0142567-0.00206969j -0.0226566+0.00594825j 0.0128123+0.00424862j 0.00398565+0.00522116j 0.00304965-0.00770593j 0.00552941+0.00246678j 0.0380401+0.000105042j 0.0312693+0.00279733j -0.0776182+0.00312035j -0.0602514-0.0037919j -0.0682376+0.00416857j -0.0285457-0.00860554j 0.464705-0.00781509j 0.0433678+0.000176478j 0.0736365-0.00309814j -0.00792098+0.00160218j -0.000874721-0.000182694j 0.00175821-0.00124175j -0.00420898+0.00166486j 0.0203607-0.0045044j 0.00632169+0.000178219j -0.00303988-0.000936131j -0.00290142-0.00335464j -0.023866-0.0029544j 0.0057766-0.00117942j 0.00010505-0.00363041j -0.0149006-0.00293922j 0.0015473+0.00204256j 0.00629842+0.00222084j 0.00941534-0.00178932j -0.00367326+0.00167823j 0.0155653-0.0037393j 0.0168134-0.0136482j 0.0081493+0.00465672j -0.00741469+0.00117439j -0.00191097-0.00136737j 0.00745598+0.00475994j 0.012087+0.0113737j -0.00710974+0.0125389j -0.0217374-0.0311884j 0.0280826+0.0346279j 0.00135448-0.00266327j -0.00482864+0.0279685j -0.00200866-0.0290703j -0.014832+0.00544524j -0.0111225-0.00784001j 0.0180261-0.00266944j -0.0390132+0.0224707j 0.00504202-0.0120095j -0.0131104-0.0135499j 0.00386941+0.00549184j 0.0207473-0.00367465j -0.00631097-0.00571724j -0.0247181-0.0101622j -0.018185+0.00788933j 0.00509756-0.00208626j -0.00865873+0.0185177j -0.0180877-0.00655645j 0.00434964+0.0085443j 0.00100739+0.00823236j -0.00154472+0.00875698j 0.00725493+0.00400018j 0.0107911+0.0162367j -0.0105049-0.0115597j -0.00937452+0.000980078j 0.00416558+0.000612517j -4.3216e-05+0.0026739j -0.00810752+0.000401663j 0.00202906+0.00410322j 0.00329314-0.00523446j 0.00338948-0.00458347j -0.00105229-0.00671253j -0.00189351+0.00299252j -0.00352791-0.00271869j 0.00513177-0.00414914j -0.000541431+0.00886177j 0.00527138-0.00773367j 0.000125627-0.0016935j 0.00131755-0.00125092j 0.00755211-0.00691176j 0.00190341+0.00189565j -0.000399239-0.000529133j -0.0110986+0.00532529j 
0.0273615+0.0244978j -0.00871391+0.00507835j 0.00432492+0.033644j -0.019192-0.00180002j 0.0250803-0.00331686j -0.0725513+0.0221527j 0.0102466-0.0137648j 0.0235647-0.0443603j -0.00101878+0.0107581j -0.00649797+0.00243466j -0.00289765+0.00321169j -0.00619128+0.00854261j -0.00628495+0.00874257j 0.0141245-0.00564884j 0.0182467+0.0002694j -0.0238315+0.00869068j -0.0147553+0.00280545j -0.198846-0.00150024j -0.0669635-0.000998445j -0.0416541+4.42314e-05j -0.0779885+0.00212771j 0.0914914+0.000908133j -0.0315052-0.0107817j 0.103752-0.00193069j 0.207712-0.00406333j -0.126022+0.00317364j -0.178877+0.00571387j -0.0477755+0.000746463j -0.12721+0.00617016j -0.0592479+0.00274177j 0.061988-0.00350061j 0.00933255-0.000845079j -0.0265118+0.00237955j -0.0119091+0.00466251j 0.00452514+0.00205077j -0.00150188+0.000850892j 0.0188524+0.00249836j -0.00277616-0.000739304j 0.0102958-0.00513618j 0.0320792-0.00210779j 0.0105445-0.00155077j 0.00787326-0.00691662j 0.06858-0.0182271j -0.0225365-0.00329077j -0.0113629+0.0183065j 0.0216761-0.00143037j -0.000351029+0.0185422j 0.00385176+0.00285431j -0.0302837-0.044739j -0.0270452-0.0207296j 0.0419091+0.0260964j -0.00446652-0.00406215j 0.0246576+0.0234379j 0.0157553+0.0114872j 0.00316523-0.0363053j 0.0239753-0.0320631j 0.0184194+0.0158571j 0.0146098+0.0373957j -0.0161039-0.00400928j -0.0285438-0.00303893j -0.00389815+0.00269645j 0.0296256-0.0268114j 0.0340578-0.00620579j -0.0324119+0.0187781j -0.0257633+0.00431077j -0.0132462-0.000114835j 0.00106112-0.0020733j 0.00201573-0.00847596j 0.00391732-0.00987423j -0.00645991-0.00783988j -0.0115033+0.0118619j 0.010437-0.0115654j -0.0070084+0.0175179j 0.00441767-0.0107361j -0.0167542+0.00251021j -0.0019802-0.00632316j 0.00740751-0.00928008j -0.0114749+0.00201782j 0.0095202+0.0114193j -0.0132978-0.0036587j -0.00663929+0.00382676j -0.0181662-0.0054447j 0.0251557-0.00109187j 0.0101162+0.00658107j -0.00385929+0.00346189j 0.000588246-0.00635522j -0.0162274-0.000615297j -0.0107408-0.00665301j -0.0063409-0.00589085j 0.00186462+3.59229e-05j -0.00416668+0.00261565j -0.00703705-0.00277605j 0.00623284-0.00832086j 0.00662586-0.000252151j 0.00848462-0.00260123j 
-0.0638168-0.0160837j 0.00457785-0.0162938j -0.112411-0.0225314j -0.00110255+0.0278637j -0.0165042-0.0138773j -0.0492932+0.0238442j -0.017963-0.00416173j -0.00792944-0.00348263j -0.00203073+0.0105914j -0.00132015-0.00501238j -0.00347845+0.00143549j 0.00876316+0.00849314j -0.0050885-0.00222172j -0.0169127+0.00207519j -0.000220003+0.000515901j -0.00162499-0.00245778j 0.0202417-0.00580825j 0.230765+0.00358447j 0.10073+4.95639e-05j -0.22118+0.00393057j -0.0843864+0.00269689j -0.190967+0.00027915j -0.310332-0.00608972j -0.237839+0.00147108j -0.0409118-0.000899006j 0.0791308-0.0024312j -0.0174704+0.000762669j -0.0247521+0.00104179j -0.062762+9.05195e-05j 0.0071334+0.00106739j 0.0084771-0.000970928j -0.014198+0.00100412j -0.0122727-0.000269061j -0.0106952+0.000519379j -0.0110375-0.000567226j -0.0427093+0.00190703j -0.0344361-0.00112923j 0.0234427-0.000257265j -0.0237815+0.00405446j -0.053659-0.00240781j -0.0195312+0.00271772j 0.00456007+0.00599898j -0.101803+0.0180193j -0.0248032-0.00566369j -0.0158462-0.0256559j 0.0205737-0.00930346j -0.0234684-0.0592951j -0.0188912-0.0211453j 0.00874595-0.0274642j -0.0185717-0.0079453j -0.01069+0.0112655j 0.00510663+0.00791192j 0.0200284-0.00121893j -0.0253936-0.0158251j 0.0146872-0.0310291j 0.0193498-0.0251664j 0.00921886-0.0154869j 0.017618+0.00216963j 0.00568317-0.0143816j -0.00405076+0.0254676j -0.000425556+0.00789245j 0.00752832-0.0217778j -0.00945374-0.00996499j -0.0143814+0.00964019j -0.0120152+0.000463293j -0.0117742+0.00755867j -0.00317081+0.0104263j 0.000976926-0.00506408j 0.00344835+0.00172967j -0.000220126-0.00480509j 0.00298585+0.000642982j 0.0113484-0.00789374j 0.00437682-0.001258j 0.00167044-0.00232827j 0.00979556+0.000783816j -0.00386873+0.00464723j -0.00884338-0.0096406j -0.0101855-0.00333914j 0.00139625+0.000224071j -0.00627014+0.00894757j 0.00956268+0.00245704j -0.0087029+0.00725145j -0.00313029-0.00485155j 0.0108934-0.00276859j 0.0011085+0.000138827j -0.00184291+0.00219373j -0.00286251+0.00347802j 0.00617676-0.00102826j -0.00314432+0.00490919j 0.00107109-0.00241001j 0.00286554-0.00129767j -0.00381795+0.00124723j 0.00197329+0.00249468j -0.00985509+0.00174863j -0.00703167+0.00176244j 
-0.0273326-0.0331712j -0.00953472-0.00333377j -0.0373431-0.0041436j -0.00829464+0.00622701j -0.0204591+0.00230221j 0.0121062+0.00760559j -0.00237046+0.0157817j 0.00133409-0.0341954j 0.00143255+0.0021623j 6.51158e-05-7.89669e-05j -0.00212232-0.000113207j 0.00167979+4.28377e-05j 0.00889463-0.00427233j 0.00413192+0.00103103j 0.00482864-0.00334353j 0.0376552-0.00665774j -0.00985767-0.00459371j 0.201725+0.0120012j -0.0776825-0.00416386j -0.0985785-0.00419226j 0.124611-0.00422742j -0.0304471+0.00595059j -0.0601538-0.00103387j 0.574111-0.00564161j 0.0569136+0.000306779j -0.0272374+0.000411675j 0.0388243-0.00167418j 0.00767521+5.9058e-05j -0.0135202-0.000310778j -0.00287012-0.000994338j 0.00129358-0.000102925j -0.0209358+0.00135247j -0.00936982+0.00072102j -0.0232867-0.000598044j -0.0180214+0.00135307j -0.0207693+0.00201181j 0.000878014+0.00258944j 0.00271456-7.79513e-05j -0.0375487+0.00653308j -0.0429273+0.00188055j -0.0493003+0.00766432j -0.0383817+0.0133149j -0.0726014+0.0148304j -0.0110422+0.00452043j -0.0065961+0.00552376j -0.0309361-0.016659j -0.0234904-0.0439207j 0.00713744+0.0158735j 0.0108717+0.0105725j 0.00974718+0.00903371j 0.0139303+0.00586393j 0.00145334-0.0221676j -0.0160981+0.0202281j -0.0268155-0.00139741j -0.0040465-0.0159807j 0.0131265-0.00119173j -0.00624817-0.0112854j -0.00727465-0.00767885j 0.0203144+0.00522898j -0.0163266-0.0214731j 0.00936962-0.00531203j -0.00116716-0.000879388j 0.0109351+0.00689076j 0.00376282-0.00150912j 0.0025447-0.00948708j -0.00271488-0.00824523j -0.0118397-0.000858786j 0.00454576-0.00290161j -0.00718646+0.000362417j 0.00381635-0.00786907j -0.00749518-0.000107639j 0.00179456+0.00786704j -0.0065241-0.00439979j 0.00110961+0.00206884j -0.00565379+0.00806985j 0.00395802-0.00408464j 0.00351236-0.00116625j 0.00573903-0.00403423j -0.00737578+0.00200325j 0.00477983-0.0063801j -0.00460929+0.00395494j 0.00931728-0.00302291j -0.00682304+0.00333043j -0.00553288+0.0032852j -0.000647812-0.000316215j 0.00144551-0.000170941j 0.0127028-0.0010695j 0.0042937-0.0043813j 0.00710625-0.00254074j 0.000636938-0.00073794j 0.00173804-0.00196925j 0.00884823-0.00178515j -0.00651211+0.00411611j 0.00137572-0.00015265j -0.0057285-0.000251172j 
