0.0242629+0.104302j -0.0238164-0.0169996j 0.0109061+0.0324019j -0.0470096+0.0821351j 0.041538+0.0217178j -0.00788935-0.00591416j -0.0653005+0.0616477j -0.0319459+0.0301264j -0.0537478+0.0105612j -0.0281159+0.00775165j 0.0402292-0.0506462j 0.0169738+0.0153429j -0.0392994+0.0178086j 0.00904284-0.0118836j 0.0185032-0.0258004j 0.00361963-0.00227259j -0.00561936+0.000783739j 0.0169503-0.0243473j 0.00589845+0.0137487j 0.0134514-0.0302262j -0.000164622+0.0201904j -0.0302028+0.0289927j -0.0166445-0.0403678j 0.0252139-0.0698187j -0.0101245-0.0858687j -0.0805847+0.137769j 0.0877851-0.0351631j 0.378747-0.339309j -0.19862-0.0575765j -0.0579867-0.0401979j -0.0707404+0.131668j 0.0484111-0.0426455j -0.00170405+0.0156013j -0.00383085+0.0149336j -0.0317657+0.0268984j 0.00399118+0.00682166j 0.021042-0.0119557j -0.00790172+0.00731667j -0.008403+0.00684263j 0.00347171-0.0116623j -0.0225452+0.00968437j -0.00740141+0.000345359j 0.00419464+0.00175753j -0.00402756+0.00660062j -0.0105911-0.000212635j -0.0129043+0.00798097j -0.00166018+0.00271906j -0.00740043-0.0031366j 0.00171033-0.0010892j 0.0057186-0.0012257j 0.00760508-0.00941126j -0.000950186-0.00322364j 0.0127832-0.00631111j 0.00362984-0.00857098j 3.04578e-05-0.00794478j -0.00357028-0.00159074j -0.00294599+0.00472705j 0.0134068-0.0179406j 0.00723269-0.0109069j -0.00105386+0.00459141j -0.0119027+0.0028827j 0.0104108-0.000139982j -0.0129677+0.0173449j 0.00509065-0.0196671j -0.00715484+0.0228979j 0.0118532-0.0857895j 0.0829801-0.0251361j -0.049668+0.0739086j -0.0517973+0.0417519j 
0.0227863+0.0618804j -0.120717-0.0218672j 0.0783259+0.06584j 0.0269455+0.0663523j -0.0131396+0.138592j 0.0276435-0.013562j -0.0844185-0.22102j -0.098679-0.141014j -0.0578847+0.035839j 0.0728453+0.100776j 0.0564517+0.083168j -0.00774614-0.0110226j -0.0239928+0.0707076j 0.0365737-0.0602171j 0.11526-0.00406454j 0.0444497+0.0612501j 0.0912068-0.114167j 0.188477+0.00540734j 0.175272-0.0360968j -0.0102009+0.0712731j -0.0347187-0.0423952j -0.0544646+0.0463036j 0.0839942+0.0392884j 0.0226738+0.0430474j 0.0811028+0.0114987j 0.059757+0.0387899j -0.0643153-0.0787038j 0.0799228+0.0530239j -0.0488863-0.0753517j 0.00555285-0.0348539j 0.0547819+0.0191266j -0.0186166-0.0382648j -0.0154591+0.0181602j 0.0182224+0.0355522j -0.00836997-0.0252893j -0.027251-0.0362863j 0.035787+0.0160914j 0.00569217-0.00517254j 0.0224074+0.00327815j 0.020343-0.00309806j -0.0177928+0.000999383j -0.0153779+0.0080309j -0.0116635+0.00446621j -0.0250103+0.0235918j 0.0067807-0.00723397j 0.00518484+0.00627443j 0.00218751+0.00883121j 0.00470717+0.00908924j -0.00621559-0.00474599j -0.00254425+0.0182381j 0.00210989-0.00809883j -0.00584773+0.00313519j -0.00365489+0.00367029j 0.00034882+0.013857j 0.00225971+0.00862303j -0.0102938-0.0029118j 0.005468+0.00102366j -0.00802614+0.00927728j -8.20076e-05-0.0191725j 0.00870218-0.00216467j 0.00536192+0.000163456j 0.0053692-0.0019036j 0.00336681-0.00447461j 0.00425803+0.0044202j -0.0116937-0.00514859j 0.0128253-0.00180802j -0.00363873-0.0152393j 0.00933447+0.00390323j -0.00370669-0.0160517j 
0.0623773-0.198095j 0.211667-0.0592081j -0.12248+0.0815593j -0.0231803-0.0760826j -0.00978845+0.0669365j 0.00238992+0.0355497j 0.0998549+0.151177j -0.0947819-0.098051j -0.0770899-0.185287j 0.0404387-0.0299168j -0.0942544-0.00524417j 0.193485-0.0254966j 0.0894136+0.0169657j 0.0307276+0.028943j 0.030817+0.081827j 0.0164541-0.0232226j -0.0261914-0.0535125j -0.141604-0.0490844j -0.0131764+0.075087j -0.0220841-0.0412547j 0.0116255+0.123354j -0.0831291-0.0731055j -0.09906-0.0146836j 0.0169947+0.00871476j -0.0309161+0.0389352j -0.0930841+0.0243203j 0.0481291+0.0258113j 0.0254265+0.0405267j 0.0758563-0.0160571j -0.0742015+0.121004j -0.106049-0.0208343j 0.024348-0.0222857j -0.0104683-0.00100238j 0.0162436+0.0162916j 0.00310358+0.000292734j -0.00540237-0.0102772j 0.0169417+0.0138773j 0.000354762-0.00555674j -0.0015474-0.00278867j 0.0104428+0.0188864j -0.00656129+0.00648314j -0.0102873-0.0210127j 0.0299097-0.00849774j 0.017059-0.00435779j 1.85553e-05+0.00855369j 0.00558671-0.00978761j -0.00471941-0.00951854j -0.00245934+0.00138328j -0.00992439+0.0126648j -0.00844912+0.00893527j 0.00420503+0.0155172j -0.0173169+0.0093648j -0.00333141+0.0117522j -0.00296278-0.000570185j -0.0110444+0.00867389j -0.00342908+0.00338843j -0.00425442-0.00436337j -0.00348269+0.00653494j 8.25784e-05-0.00403438j -0.00650494-0.000192873j -0.00618814-0.000143657j 0.00868184+0.0110565j 0.00199737-0.000230188j -0.00441318+0.00675555j 0.000266661-0.00706524j -0.00356077+0.00578053j 0.0139755+0.00610489j -0.0187017-0.0135893j -0.0109028+0.0142529j 
-0.168107+0.102987j 0.00350062-0.224103j -0.0012903-0.0533572j 0.074044-0.0749735j 0.105588-0.0872945j -0.0705865+0.0838099j -0.199808+0.10432j -0.0775772-0.0422313j 0.239309-0.0430634j 0.0990517-0.0985359j -0.152118-0.0768195j -0.0644966+0.107368j -0.0771961-0.00569377j -0.0275498+0.0296382j 0.00825119+0.0206941j 0.0406473-0.0128948j 0.0808471+0.0179793j 0.0704046-0.0333235j -0.0376059-0.0237445j 0.105705+0.0309054j -0.0431034+0.109389j 0.0552477-0.00669409j 0.0381879-0.0141204j 0.0149553+0.0756261j 0.0446726-0.0360568j 0.0232064-0.0951694j -0.0645678+0.0951931j -0.00346396+0.0515313j 0.0306194+0.0302314j 0.110723-0.00981265j -0.0338321+0.139834j 0.0134292+0.0182867j 0.0320845-0.0455059j 0.0174851-0.0110283j 0.00435838-0.00943114j -0.00567739+0.0134704j -0.00921549+0.00400473j 0.00455497+0.00548036j 0.00944178+0.0169168j 0.00724504-0.0145441j 0.0202005-0.00155477j 0.0272227-0.00723895j 0.0106555+0.021563j -0.00313425+9.73641e-05j -0.0141206+0.00848227j -0.0019858+0.00114041j 0.0123911+0.0029913j -0.00746785+0.0146237j 0.00148716+0.00231163j -0.0191081-0.000582208j 0.00728951+0.0140048j 0.00365129-0.00118729j -0.000331793+0.00560535j -0.00604603+0.00753732j 0.00361219-0.00446262j -0.00587766+0.00113971j -0.00247065+0.00271535j -0.00262441+0.00250532j 0.00693785+0.00359028j 0.00392847+0.00540782j -0.00731453+0.000724746j 0.00556809+0.00180784j 0.000606005-0.00705042j 0.00342887-0.000982776j -0.00351409+0.000203798j 0.0147202-0.00342896j -0.00110327-0.00687085j -0.0080068+0.00731497j 0.00791616+0.00863095j 
0.178126+0.186931j -0.145459+0.156851j -0.0324244+0.304443j -0.301803-0.0958377j -0.0217301-0.143013j -0.0641473-0.00021608j -0.111238-0.0914308j 0.151425+0.0382782j 0.0085948+0.315817j -0.224772+0.050718j 0.0616067-0.0345434j -0.0268489+0.0525797j -0.0334043-0.0140414j 0.010089-0.0663176j 0.0017341-0.00487385j 0.0202673+0.0851863j 0.0696429+0.0397036j 0.0161748+0.0833832j -0.0775965+0.0377585j 0.0233811-0.0537437j -0.0476896+0.0360452j -0.00604816+0.0208194j -0.043651+0.0643989j -0.0380394+0.0708644j -0.0430975-0.00741888j 0.0596973-0.0372431j 0.000505345+0.0169665j 0.0565089-0.00525462j 0.0239361+0.0337775j -0.0796984-0.133316j 0.0961229-0.0562121j -0.0197772-0.0712585j -0.057837+0.0192461j 0.00503276-0.0166757j 0.00373998-0.00547238j -0.0190545-0.00507255j -0.018521+0.0028457j 0.0130364+0.0164512j -0.000150473-0.0156403j -0.00278583+0.0111617j 0.0019512-0.00319509j -0.000484106+0.019785j -0.0380038-0.00963938j -0.0130897-0.00679408j -0.00650719-0.0326664j 0.00292017+0.00873451j 0.00208472+0.00749221j 0.0138483-0.000877174j -0.00212877+0.00376686j -0.0125+0.00560497j -0.00266045+0.00607712j 0.0117498-0.00540486j 0.00289361+0.00710148j -0.00738433-0.00232482j -0.00436029-0.0100348j -0.00548187+5.64688e-05j -9.42062e-05+0.00282528j -0.00801757-0.00624254j 0.00960642+0.00894167j 0.0109738+0.0117973j -0.0118473+0.0054831j -0.00680497+0.00992353j 0.00687208+0.00980821j -0.00297362-0.00310734j 0.010708-0.00393622j -0.00637347-0.00741001j -0.010705+0.00236368j 0.00501054+0.00031086j -0.00367896-0.00706337j 
-0.186583+0.0970791j -0.165727-0.19177j -0.0437377+0.0230491j -0.108982-0.0132237j -0.261921-0.0244385j 0.0998848-0.0137414j -0.021612+0.0461712j 0.015645-0.31199j 0.21092+0.0971341j -0.0106739+0.105831j -0.153626-0.0213475j -0.0422603+0.113936j 0.0595191+0.038911j 0.0165364+0.0207306j 0.0385526+0.02621j 0.0188788+0.0848174j -0.0249543-0.0378743j -0.0763029-0.0259424j -0.0174278-0.0108548j 0.0363076-0.0360376j 0.0231611+0.159569j 0.0309284-0.0798729j -0.0206736-0.0514139j 0.00181913+0.0458752j -0.0522166+0.0104344j -0.0558391+0.0308599j 0.00988437-0.00635865j -0.0412297-0.0209475j -0.051681+0.0368097j 0.117655-0.0147488j 0.0531712+0.122237j -0.0198354-0.0165248j -0.0259616+0.031845j -0.0179627+0.00699563j -0.0142154+0.0145289j -0.00154959+0.0054953j -0.0131787+0.0116297j -0.00750855+0.0129907j 0.00583067+0.00788592j 0.0230866-0.00584844j -0.00109085+0.00210403j 0.00201282+0.0136802j -0.00226735+0.0155331j -0.00334557+0.0243944j -0.00805058-0.00110209j 0.00636939-0.0104463j 0.0150545+0.0107156j -0.000208084+0.00222365j -0.000194745-0.0135668j 0.00794699+0.00635093j 0.00371826+0.00270574j 0.0103945+0.00185284j 0.00799862-0.00337371j -0.000788581+0.0044787j -0.00787025+0.00274098j -0.0108273+0.00242598j -0.00121698-0.00254347j 0.00988872+0.00960705j -0.00293889+0.00911184j -0.0106112-0.00734902j 0.00116262-0.003649j -0.000507026-0.00583323j -0.0129352+0.00600248j -0.00958735-0.0116334j -0.00677627+0.000755327j 0.00916787+0.00531784j -0.000868807-0.0104699j 0.00887578+0.0153251j 0.0123868+0.00539594j 
-0.105426+0.029859j 0.0441017-0.105625j 0.0530385-0.097675j 0.0538477+0.27464j 0.109176+0.171005j -0.0186145-0.085609j 0.0981605-0.0212098j 0.166549-0.153219j -0.0615389+0.0447101j -0.16564+0.0614222j -0.060542+0.0616157j 0.0841537+0.0896129j -0.013381+0.0872181j 0.022644+0.0118588j 0.0126763+0.0527319j -0.033078+0.0665289j -0.0217933-0.0291649j -0.0079447-0.0574371j -0.0545894-0.0332462j 0.0411823+0.0185294j 0.0328204-0.00442733j -0.00208338+0.0388599j -0.00179-0.000495988j 0.0152985+0.0179129j -0.0990886+0.059373j 0.0432338-0.0134485j 0.0759983+0.0467002j 0.0331064+0.0349099j 0.0914977+0.0588783j 0.0635368-0.0109778j -0.0266009+0.0623776j -0.0152896+0.0236672j 0.00410952+0.0484391j 0.00108947+0.0146093j -0.00147804+0.0167631j -0.00362437-0.00599474j -0.00333702+0.00112239j -0.0108927+0.00843052j -0.00451511+0.0114707j -0.0183567+0.00126397j 0.0094814-0.0111691j 0.00566915+0.000563941j -0.00672421+0.00903027j 0.00888376+0.00746075j 0.00269911-0.00565626j -0.00133607-0.00965029j 0.00530859+0.00472599j -0.00898178-0.005928j -0.0123414-0.00670264j 0.000406572-0.0238963j -0.0124012+0.000867704j 0.00534765-0.00709214j -0.00738375-0.00789449j 0.0034921-0.00401709j 0.013261-0.0112461j -0.00979264-0.0074753j -0.0045645-0.00463078j 0.0122677-0.00506953j -0.00495667+0.011144j 0.00473166+0.00995541j 0.00451425-0.0025025j 0.000321052-0.00119554j -0.00480543+0.00233565j -0.00164272-0.00826813j 0.0147382+0.00655083j -0.00494661-0.00571467j 0.00087917+0.0107374j -0.0183676-0.0015977j 0.00440472+0.011507j 
-0.0499536+0.0920102j -0.0599521+0.0311263j 0.118299-0.0787371j -0.022757-0.0366114j -0.255311-0.0622591j 0.169728+0.0249809j 0.114182-0.027593j -0.020465+0.120731j -0.0302043+0.00428532j 0.104378-0.0354393j 0.0836963-0.0302897j -0.0226271-0.037547j 0.0625309-0.0146081j 0.00677976+0.0217144j -0.00477947-0.0535276j -0.0217064-0.0488646j -0.0183587+0.0532346j -0.0239106-0.010578j -0.00660524-0.038785j -0.045063+0.00471689j -0.0159053-0.0901415j 0.0358549-0.00774026j 0.0684289-0.00153604j -0.0250358-0.0364829j 0.0113584-0.0188327j -0.0185036-0.00959686j -0.0441619+0.0151892j -0.119514-0.0111586j 0.0387786+0.0303511j 0.027159-0.0379945j 0.0184521-0.0148121j -0.0275784+0.0104267j -0.00592412-0.00871551j -0.0458927-0.00826801j 0.00499184+0.00541675j 0.0331573+0.0309383j -0.00805649+0.0024435j -0.00145498+0.00486809j -0.015227+0.000515251j -0.0175985-0.00270518j 0.0158444+0.0246506j 0.00470567+0.020307j -0.000636671+0.00202683j 0.00760327+0.0139033j 0.0101379+0.00360706j -0.000852768-0.0119132j -0.00175187-0.000976983j 0.00138557+0.00306042j 0.00453952-6.65773e-05j 0.00201855-0.00237269j -0.00211369+2.82017e-05j -0.00173921-0.00360464j -0.00437412-0.00686017j 0.00741095-0.00451888j -0.00107025-0.000965241j 0.00825934-0.00466389j -0.00117711-0.00117929j 0.00528243-0.00280767j -0.00422329+0.000179503j -0.00577081-0.00474463j 0.0107815+0.000197568j -0.00163206-0.00621894j -0.00480192-0.00441145j -0.000339055-0.00502343j -0.00165228+0.0069712j 0.00658082-0.00204694j -0.00741617-0.00114177j 0.00909695+0.0103252j 0.0184557-0.00105229j 
0.0592909-0.0727869j 0.0189228+0.147911j 0.0102327+0.124918j 0.118733+0.0574205j 0.0928607-0.304582j -0.113974-0.108501j -0.202413+0.0634507j -0.121195-0.176454j -0.146417-0.0652095j 0.0418458+0.109976j -0.0583183+0.0797379j 0.0125673-0.101488j -0.0680776-0.0592911j 0.0108433+0.0299604j 0.0211506+0.017058j 0.000882239+0.0359423j 0.0247335-0.00644976j -0.0292964+0.0718587j 0.0248461-0.0192468j -0.0110277-0.0592389j -0.037738-0.011104j -0.0144215-0.0175172j 0.0250964+0.0120206j -0.0410585-0.075353j -0.0323347+0.113873j 0.0940557-0.0487913j -0.00800081-0.0170222j -0.000563399+0.0207395j -0.0539461-0.0157419j -0.00353842+0.0168331j -0.00892627-0.0539272j 0.00220289-0.0229307j 0.0173005+0.0125535j 0.00617369-0.053241j 0.00558845-0.00593198j 0.00674424+0.00193854j -0.00345099+0.0230735j -0.0144421+0.00209674j -0.00354768+0.00629493j -0.0137689-0.0102297j 0.00184446+0.00632363j 0.0040858+0.00748024j 0.00893117-0.00430229j -0.00311487+0.010703j -0.00333847+0.00256131j -0.000229133-0.00185909j 0.00184717+0.00240895j 0.000614426-0.00138606j 0.00577722-0.00758842j -0.00108387-0.00697385j -0.00312917-0.00617944j -0.00486297+0.00703584j -0.000387722-0.000467273j 0.00636798-0.00561305j -0.00126414+0.00779377j -0.0062309-0.00502884j 0.00529758+0.00203415j -9.54782e-05-0.00446218j 0.00405598-0.000939551j -0.0118444+0.00281123j -0.00403886-0.00425213j 0.00418512+0.000951882j -0.000188032+0.000145216j -9.24987e-05-0.0116959j 0.00819968-0.00417157j -0.0119783+0.00232647j -0.00578803+0.00822206j 0.00598196-0.00751755j -0.00787308-0.0111996j 
0.0171489-0.111467j 0.0499768-0.0217506j -0.0558657-0.122873j 0.0703498+0.101666j 0.146109+0.316557j -0.112482-0.124703j 0.0192526-0.0835828j -0.0204067-0.0582428j 0.010717+0.0561139j -0.0436015+0.0479708j -0.00219406+0.027016j -0.0151629-0.0486189j -0.00892324-0.0141551j -0.00640945-0.0606551j -0.0119497-0.018171j 0.0172732+0.0291282j -0.0264209-0.0182374j -0.035645+0.0527955j 0.0291177-0.00647548j -0.0110282+0.0437112j 0.0615367+0.0144412j -0.0173012+0.0311177j -0.0450258+0.0360324j -0.0112854+0.0147668j -0.0164824+0.07101j -0.0212319+0.0230578j 0.0269732-0.0763j -0.0138624-0.00838857j -0.0482915-0.00599947j -0.00613714+0.0456624j 0.00751792-0.00690212j 0.0394688+0.0126925j -0.0159289-0.0210108j 0.0047945-0.00690111j -0.0202315+0.010293j 0.0164961+0.0169853j -0.0270618-0.0124284j -0.00399481+0.00186329j -0.00456998-0.0142259j -0.00827745-0.0150265j -0.00361956+0.014522j -0.00411836-0.00102233j 0.00708449-0.00183261j -0.010675+0.00659738j -0.00626798+0.00673395j 0.0110994+0.00194669j 0.00133877+0.00234155j 0.00627455-0.000766165j -0.0022501-0.000831385j 0.0044998+0.00732793j 0.00551921+0.00132231j 0.00340447+0.000395806j 0.0106485+0.000962539j -0.00297397+0.00209209j -0.0078633+0.00306499j -0.00122071+0.00413147j 0.00441651-0.000536428j -0.00345606+0.00207823j 0.00151246-0.00448326j -0.00287195+0.00064132j 0.000591867+0.00299064j 0.0108007-0.000730944j 0.00279596+0.00224378j -0.00830596+0.00219163j -0.00662038-0.0101069j -0.00524443+0.0122372j 0.0106205-0.00379215j 0.00280666-0.00189353j -0.00356952-0.000382105j 
0.0491165+0.0365773j 0.102789-0.170944j 0.127246+0.111348j 0.00994168+0.117905j 0.12306+0.0415074j 0.0743481-0.0268213j -0.0546699-0.111214j -0.0364625-0.0413614j 0.042297-0.000725659j 0.00438195-0.0316914j 0.00720471+0.00802635j -0.0322466+0.00410921j 0.00589491+0.0131324j -0.00711379+0.0304497j 0.0378234+0.0166359j 0.0170992-0.0181062j 0.0286709-0.00825933j -0.0247219-0.0416953j -0.00550901+0.0202111j 0.0558627-0.0654003j -0.0253321+0.054229j 0.0152708-0.056321j -0.0501188-0.0284669j 0.043586+0.00700877j -0.00513572-0.0986575j 0.0535123-0.0262816j -0.015293+0.0230342j 0.0799424-0.00707323j -0.0660596+0.0384018j -0.044735+0.0192794j -0.0223628+0.0836192j -0.0160776-0.0122351j 0.000897491-0.00670471j -0.040391-0.0116751j -0.00356269-0.00872156j 0.0105+0.0255948j 0.0321246-0.0161243j 0.00471179+0.00850625j 0.0122499+0.00561987j -0.00181095+0.00942253j -0.00515587-0.00368246j 0.00183501-0.00367616j -0.00140032+0.00194401j 0.0020173-0.00932175j -0.00215194-0.00269337j -0.00825209+0.00507484j -0.000830929-0.0024752j -0.00753463+0.00183204j 0.00315593+0.00161477j -0.00824382+0.00616639j -0.000621538-0.00159114j -0.00362997+0.00304146j -0.00272271+0.0068754j -0.00382333+0.00645094j 0.00266983-0.00359412j -0.00344382+0.00358571j -0.00320547+0.00441579j 6.61589e-05-8.45871e-05j -0.00185098+0.00601304j 0.00372816-0.00343379j -0.0137163-0.00203854j -0.0148483+0.00493435j 0.00256452+0.00195484j 0.0154135+0.00384252j 0.00305902+0.00878113j -0.00668197-0.0092244j 4.45953e-06-0.000766908j -0.00328508-0.00863265j -0.0250394+0.00827016j 
-0.103558+0.180117j 0.0375796+0.00387335j 0.0768451-0.111968j 0.15501+0.112138j -0.0716321-0.0039624j 0.00807262-0.0440288j -0.0636783+0.0408005j 0.0487286+0.127098j 0.034168+0.0870318j -0.0326628-0.0547513j 0.0648066-0.0627065j -0.0495271+0.00787391j 0.00946451+0.0210897j 0.0393302-0.00118688j 0.0197169-0.0321036j -0.0170176-0.00425858j 0.00888727-0.00230572j 0.0449936+0.0154428j 0.000188921+0.00987665j -0.0496621-0.0476078j -0.0296253-0.0129564j -0.0542126+0.0175238j 0.00366631-0.0127919j 0.0129911-0.0515248j -0.0211736+0.00622655j -0.00666756-0.00248938j 0.0332156+0.0190912j 0.0505459-0.0468864j 0.0567326+0.00573538j 0.0243983-0.0827844j -0.0464951+0.0352559j -0.00435278-0.0151408j 0.0181502+0.00713527j 0.0085409-0.0328643j 0.00968079-0.000852425j -0.0326734+0.00796823j 0.0186539+0.0352672j -0.00488732+0.0075487j -0.00187677+0.0148856j -0.00538731+0.0082372j 0.00212157-0.00952925j 0.00106727+6.37862e-06j 0.00197938-0.00505119j 0.00523412+0.00475431j 0.00582172-0.0078276j -0.00108535-0.011085j 0.0017924-0.00394651j 0.00230058-0.00458137j 0.00160839-0.00519183j 0.00728116+0.00440149j 0.00375054-0.00301933j -0.00202289-1.75245e-06j 0.0028482-0.0034321j 0.00770259-0.00447362j -0.00548543+0.0062552j -0.00292952-0.0027599j -0.000371464-0.00132105j 0.00405719+0.00127668j 0.0075573-0.00357399j -0.00170299+0.001525j -9.36992e-05+0.00444938j 0.00755612+0.00564798j -0.00557413-0.000790522j 0.00200815-0.00778252j 0.00682146+0.00345363j 0.00474163-0.00517516j 0.00408916+0.00303069j -0.0178834+0.0111088j 0.00430341+0.00738529j 
-0.206017-0.317266j -0.305325-0.140407j -0.0116168-0.197881j -0.193367-0.121546j -0.0316605-0.0254295j 0.0179064-0.0285863j -0.0253442-0.0664108j 0.0307708-0.0261651j 0.0421065-0.0400514j -0.0493623-0.0155548j 0.0123868+0.0209599j -0.00821082+0.026411j 0.0239737-0.0365928j 0.0256077+0.00519986j 0.0450642+0.00902293j -0.00262255+0.00228159j -0.0304488+0.00849319j 0.00515913+0.037177j 0.0280572-0.0043974j 0.0164743+0.016753j 0.0302289-0.0142674j -0.0264794-0.0313889j -0.0252077+0.0261425j 0.0336083+0.0422868j -0.0112541+0.0196241j 0.020467-0.0487558j 0.0674339+0.0362857j 0.0770167+0.0921889j -0.080231-0.0187998j 0.119943+0.146178j 0.0956443-0.0554131j -0.0210867-0.00966817j 0.00937643-0.0286567j -0.0137225-0.00336266j 0.0114015-0.0155155j -0.0111512-0.0101442j 0.00037378-0.00574596j 0.00418722-0.00239845j 0.006923-0.00410164j 0.00386474+0.006573j 0.00218977+0.000469686j 0.00232373+0.002289j 0.000495695-0.00393727j 0.00425574+0.00181234j 0.00131954+0.00177156j -0.0024-0.00808193j 0.000385526-0.00329131j 0.000153943+0.00485121j 0.00179002-0.000509831j 0.00224179-0.00836592j 0.00224953+0.00407499j -0.00230363+0.00263357j 0.000457083+0.00129653j 0.000212138+0.00784941j -0.00254652+0.00557445j -0.00157823+0.00344184j -0.00054954-0.00425275j -0.00025469+0.0121037j 0.000150546+0.0042844j 0.000231568-0.0030467j -0.00242699-0.000451517j 0.000821979+0.000499081j 0.00510275-0.0126571j 0.00282062+0.0108239j 0.00200172-0.00579562j -0.0140976+0.00989156j 0.00408486+0.0134136j 0.00482293-0.0321812j -0.00913273-0.00171519j 
0.325295+0.128668j -0.183162-0.323314j 0.189905+0.129235j -0.0312692-0.165148j 0.00389286+0.0778634j -0.0478021-0.0875333j -0.019666-0.0195599j 0.032287-0.000825314j -0.0089449-0.0316596j 0.00734056+0.0153079j 0.022222+0.0255923j 0.0201393+0.0145756j 0.0133232-0.00560495j 0.0148208+0.00619999j -0.00679133-0.0161063j -0.0143621-0.012249j 0.0391373+0.0167389j 0.0568106+0.00407908j -0.0567746-0.0366724j -0.00618611+0.00332591j -0.055258-0.0190606j -0.0152729+0.00484372j 0.0661867+0.0459786j 0.0187629-0.00550121j 0.0470822+0.00530983j -0.0687549-0.0551151j 0.0324626-0.0326559j 0.100333+0.0216704j 0.0549143+0.0822662j -0.110975+0.0561653j 0.108826+0.138124j 0.00695909-0.0349809j 0.00734259+0.0211649j 0.00109169-0.0102894j 0.0185835+0.0150972j 0.00794628-0.00664614j 0.000139421-0.00891236j -0.00143493-0.00333255j 0.00177398+0.00850053j -0.00766182-0.00293178j 0.00055377+0.00103393j 0.00184411+0.00615131j 0.000801645-0.0036067j 0.000858965-0.00247025j -0.00503578-0.00743443j 0.000681394+0.000551126j 0.000499585-0.00395753j 0.000428445+0.00522716j 0.000413655+0.00276941j -0.0023124-5.47969e-05j -0.000304962-0.0028765j -0.00138913-0.00050655j -0.00109617-0.00769627j 0.000500636+0.000659838j -6.67773e-05+0.00406023j -0.00249025+0.00263973j -0.000517491+0.000994291j 0.00256085-0.00582892j 0.000708762+0.00745331j -0.00117565+0.000907282j 0.00158493-0.0010483j 0.00660632-0.0121822j -0.00487128-0.00890856j 0.00200505-0.006753j -0.00547364+0.00747583j 0.00256293+0.0106344j 0.0125619-0.0113182j -0.00856646+0.000606094j -0.00926143+0.0295788j 
