-6.65707e-13-0.183806j -2.63831e-14-0.183052j -1.06024e-14+0.0976474j 7.28381e-15-0.122151j -3.1929e-15+0.0706069j 6.34518e-15-0.0237762j 8.522e-15-0.13321j 6.62074e-15-0.044902j 8.47862e-15-0.235009j 9.94831e-15+0.161854j -2.94248e-15-0.12108j 3.89941e-17-0.0504591j -3.74234e-15+0.126014j 1.4769e-14-0.230485j -1.07484e-14+0.234809j 2.84637e-15-0.0630244j 4.41572e-14-0.160656j 1.03236e-14+0.0860784j 1.53888e-14-0.0147645j -1.14736e-14+0.134522j -1.77449e-14-0.121936j 6.93106e-16-0.0249903j 1.41146e-14-0.124856j -8.30442e-16-0.117892j -1.18062e-14+0.034748j -2.68986e-15-0.0990812j -4.90147e-15-0.0694657j 6.30524e-14-0.132596j 4.56731e-16+0.10852j 1.48017e-14+0.0375853j -1.82333e-14+0.00128022j 6.50853e-15+0.0567779j 7.9939e-14-0.00524111j 1.66998e-14-0.0415292j 4.23351e-14-0.0582343j -7.78411e-14-0.00826096j -2.87892e-15-0.0444965j 1.02773e-14-0.116949j 2.50289e-14-0.0575892j -6.40336e-15-0.0132896j -7.03833e-15+0.0136911j 4.56725e-14-0.0574114j -7.74999e-16-0.078042j -2.30306e-15-0.0069515j 1.53175e-14-0.131637j 4.3095e-15-0.0268421j 1.02036e-14+0.0219853j 6.6629e-15-0.0431718j 4.96093e-15-0.0385184j 2.58455e-14+0.0161598j 5.39071e-15+0.0143461j 1.40174e-15-0.00484348j -1.37501e-15+0.0378199j -1.54653e-14+0.0111834j -8.35598e-15+0.0469065j 2.36226e-15+0.0808217j -9.23755e-15-0.00118155j -2.28195e-15-0.0117911j 4.3301e-16+0.000681049j -1.55175e-15+0.0193028j -2.13826e-15+0.0227462j -3.52002e-15-0.00612731j -2.92442e-15+0.0351487j -1.0909e-15+0.0731403j -2.67341e-15+0.0282597j 5.60703e-15-0.03236j -1.07183e-14+0.0356769j -7.10871e-15-0.00719921j 2.3954e-15-0.0537569j 8.19335e-15-0.138625j -3.64502e-15+0.036436j 1.90306e-15+0.024194j -8.6055e-15+0.110931j 6.13632e-15+0.0132577j -4.07257e-15-0.148081j 6.6736e-15+0.149069j -1.47104e-13-0.083802j 
8.45298e-15+0.0017016j 7.58681e-16+0.00961067j 2.02064e-18+0.000513921j 7.06455e-17+0.00280195j -2.7654e-16-0.00459005j 4.74244e-17+0.000961261j 7.04502e-17-0.00171793j 2.10496e-16+0.0050874j 3.09484e-16+0.000714982j -1.81638e-16+0.000518555j 1.11406e-15+0.00656545j 5.45726e-16+0.00451859j -3.8132e-16+0.000818577j 3.78407e-16+0.00658419j -5.10076e-16+0.0018089j 5.51353e-16-0.00499525j -4.90748e-16+0.00588633j -3.26451e-16-0.0036329j 8.28213e-17+0.00395329j -7.60901e-17+0.00369526j 2.23364e-16+0.000168481j 1.53436e-16-0.00295344j 2.05078e-16+0.000351283j 2.27033e-16-0.00211335j -2.89671e-17+0.000698898j 5.25283e-16+0.00159816j 3.24554e-16+0.00118687j -1.58413e-15+0.00326256j -3.8046e-16+0.000243042j -8.62695e-16-0.00103749j 5.07364e-16+0.00184848j -4.03082e-16+0.000471937j -1.08552e-15+0.000124612j -2.1098e-16-0.000388831j -2.79791e-16+0.00116815j 3.32452e-17-1.51723e-05j 5.48646e-16+0.00049388j 1.6638e-15-0.00426133j -2.54853e-15-0.000294136j -1.69926e-15+0.000957295j 1.16998e-16-0.000644695j -6.97355e-16+0.000435042j 4.2242e-16+0.0044312j -7.28864e-17-0.00206436j -4.3148e-16+0.00340188j 1.86796e-16-0.001723j -7.75151e-16+0.00104232j -2.24201e-16+0.000642847j -1.81718e-16-0.006767j -1.74774e-15-0.00135627j -1.18849e-15-0.000232568j -1.81922e-15-0.00567265j 5.5137e-17+0.00181566j 2.29331e-15-0.00608696j 9.45566e-16-0.00160682j 1.97516e-16+0.00494932j -2.62153e-14-0.00278239j -8.76191e-16-0.00686106j -1.39013e-15-0.00588086j 9.18806e-16+0.00536758j -3.71488e-16-0.00430982j -7.93032e-16-0.00599073j 1.4174e-16+0.0101012j -7.08354e-16-0.0102197j -2.75876e-16+0.00354491j -5.05271e-18+0.00438178j 8.61761e-16-0.00807521j -3.78667e-15-0.00658241j 1.4766e-16+0.00928621j 3.26467e-16+0.00222954j 2.42484e-16+0.00411008j 2.31675e-16+0.00255949j -1.28173e-16-0.00418962j -2.31918e-16-0.00350963j 1.20959e-16+0.000905077j -1.71673e-15-0.0061484j 1.66363e-14+0.00947478j 
3.46079e-14+0.0100359j 2.55886e-15-0.00195664j 4.56769e-17+0.000783598j 9.10286e-17-0.000484761j -4.64521e-16-0.00277962j 1.81151e-16+0.00227416j -2.07603e-17+0.00136486j 2.34486e-16-0.000686311j 4.43922e-16+0.00558544j -8.4924e-16-0.00530858j 1.50434e-15+0.00673659j 5.97308e-16+0.00364518j -1.16166e-16-0.0019068j 7.21208e-16+0.00294814j -1.27643e-16-0.00813278j -3.01829e-16+0.00622991j -2.94592e-17+0.00107656j -6.02029e-16+0.000146167j -1.32372e-16-0.000786955j -1.03251e-16-0.00782475j 4.60061e-17+0.00169355j 8.96036e-19+0.00553115j -4.34299e-17+0.00163517j 5.98161e-16+0.00528879j 2.4834e-16-0.00316684j 1.16798e-16+0.00244824j -1.02045e-16+0.00057143j 1.15041e-15-0.00232802j 5.04807e-17+0.00116472j 6.81415e-16+0.00150081j -1.87544e-16-0.000750362j -1.2533e-15-0.00548519j 1.57545e-14-0.00190439j -6.23053e-16+0.00262567j -1.38482e-15+0.00280703j -5.87308e-15-0.000716526j -8.00121e-16-0.000865766j -2.36535e-15+0.00604358j 3.72288e-15-0.000273989j 2.32638e-15-0.00157462j 1.84219e-16+0.00127457j 1.23778e-15-0.00148005j 3.38676e-16-0.00170504j -2.62387e-16+0.000162546j 5.026e-17-0.00658113j 2.6087e-16-0.0011275j 1.75606e-15-0.0014868j 4.90803e-16-0.00214163j -9.40385e-16-0.00490234j -3.02463e-15-0.00180247j -1.08579e-15-0.00125619j -2.41254e-16-0.00124487j -6.76301e-16-0.00267486j -2.32835e-15+0.00546504j -6.03861e-16+0.00339532j -2.24998e-16-0.0066097j 7.15047e-15+0.000726948j -1.95624e-16+0.00714874j -1.4403e-15-0.00786448j 1.16042e-15+0.00791982j 2.64522e-16-0.00635177j 1.02801e-15+0.00797191j -4.04097e-17-0.00733412j -9.45107e-16-0.00515479j -1.61983e-16-0.00272036j 3.55004e-16+0.00436387j 5.2674e-17-0.00608332j 9.02206e-16+0.00179546j 3.59681e-16-0.00273948j 3.38921e-16+0.00356087j 2.51172e-18-0.00239357j 3.78211e-16+0.00297505j -2.32502e-16-0.000616326j -3.67623e-16-0.00304735j -1.66046e-16-0.00210318j -2.95141e-16-0.00949319j -9.77397e-15-0.00651115j 
-1.21707e-13-0.0341998j -3.48225e-15-0.0296964j -1.7432e-15+0.0111577j 1.97249e-15-0.0177813j -1.44098e-15+0.0165821j 7.82214e-16-0.000678356j 1.97258e-15-0.0183417j 1.95296e-15-0.00985129j 2.72337e-15-0.0327492j 4.88956e-16+0.0187279j 3.70339e-16-0.0164727j 1.98765e-16-0.00803737j -1.44786e-15+0.0161675j 3.93174e-15-0.0339304j -2.23364e-15+0.0293576j 5.21361e-16-0.00842984j 7.38959e-15-0.0188421j 1.6184e-15+0.00481647j 1.51686e-15+0.00149401j -1.83157e-15+0.0166961j -1.16871e-15-0.0151895j -1.36701e-16-0.00179263j 4.1045e-15-0.0248138j 5.57125e-17-0.0159172j -1.60448e-15+0.00369653j 3.36838e-16-0.0126676j -3.91783e-16-0.00493717j 9.62998e-15-0.0152039j -5.28146e-16+0.00617879j 3.0389e-15+0.00544324j -2.60795e-15-0.00392659j 2.28624e-16+0.0114213j 2.2365e-14-0.00171023j 2.79673e-15-0.00432046j 7.29551e-15-0.0104743j -2.16641e-14-0.00247129j -1.06092e-15-0.00820742j 5.20837e-16-0.0146041j 6.32881e-15-0.00863354j 3.40613e-16-0.00269056j -1.68578e-15+0.00248961j 9.2668e-15-0.0100538j 4.93486e-16-0.0172341j 2.1945e-16+0.000640207j 3.84548e-15-0.0209573j 3.10773e-17-0.00108743j 1.21915e-15+0.00314602j 1.18577e-15-0.00550905j 6.29178e-16+0.00656739j 6.64213e-15+0.00363554j 2.25412e-15+0.00700209j 2.37274e-15+0.0052846j -3.80004e-16+0.00707555j -6.91829e-15+0.00969588j -3.95034e-15+0.0121553j 2.24383e-16+0.00879141j 5.02348e-14+0.00537046j -2.43266e-16+0.00721872j 1.30686e-15+0.00633429j -1.20211e-15-0.000801121j -3.46322e-16+0.00627648j -3.57921e-16+0.0053769j 6.48274e-17-0.00332265j -1.29533e-15+0.023488j 2.74735e-16-0.00334348j 1.05068e-15-0.00439229j -2.59503e-15+0.00848389j 1.76917e-15+0.00446461j 1.59493e-15-0.017266j 2.37773e-15-0.0227234j -3.60288e-16-0.000674955j 8.18516e-17+0.00263591j -2.45574e-15+0.0186608j 6.26262e-16+0.00756417j 2.29128e-16-0.0232869j 9.81598e-17+0.0311014j -2.77769e-14-0.0163576j 
1.05937e-13+0.0327701j 9.09325e-15-0.0321297j -8.54104e-16+0.00967691j 1.00532e-15-0.00542048j -7.86035e-16-0.00372643j 4.72416e-16-0.0151799j 7.71221e-16+0.00563513j 9.64613e-16-0.0174744j 1.6095e-15+0.00475589j -1.00424e-15-0.000411024j -1.35805e-16-0.0138602j -1.34913e-16-0.00381276j -4.35255e-16+0.00409426j 2.16241e-15-0.0217095j -2.57952e-16-0.0220527j -2.58244e-15+0.0233335j 2.81011e-15-0.0268714j -5.73363e-16+0.0263291j 2.06497e-15-0.027937j -2.1587e-15-0.014813j -2.13053e-15-0.0073182j -9.47494e-16+0.00964059j 8.98387e-17+0.0110037j 1.96428e-15+0.0103468j 1.0542e-15-0.0104722j -1.38707e-15-0.00430735j -2.82027e-15-0.00554532j 1.39362e-14-0.03068j 1.16425e-15+0.0310873j 6.74675e-16+0.00706947j -1.17181e-15-0.00134322j -2.87707e-16-0.0245956j 8.49135e-15-0.00217023j -1.42397e-15+0.00439019j -1.08938e-15+0.00335286j -1.04103e-14-0.00137845j 3.04541e-16+0.00100381j -5.6701e-15+0.0159128j 7.61612e-15+0.000586932j 5.21804e-15-0.0033288j 1.48488e-16+0.00389276j 5.25794e-15-0.00476991j 1.55901e-15-0.00496363j -1.16044e-15-0.00250913j 1.42981e-15-0.0162862j 1.55848e-15-0.00625252j 2.8231e-15-0.000117018j 7.50855e-16-0.00351793j -5.90153e-16-0.0274949j -1.03567e-14-0.00645277j -4.42876e-15-0.00379833j -1.78504e-15-0.00930627j -1.74118e-15-0.0112859j -4.45081e-15+0.00991869j -2.31513e-15+0.00596158j -7.85224e-17-0.0258157j -5.6643e-14-0.00614519j -1.64036e-15+0.0106971j -1.29573e-15-0.0137574j 3.11512e-16+0.0178882j 1.4027e-15-0.00917505j 9.99087e-16+0.0146545j 1.43483e-16-0.00329232j -1.0603e-15-0.0110234j 1.65092e-16+0.00634508j 4.79451e-16-0.00761479j -1.40845e-15+0.00582425j 2.2091e-15+0.00425156j 1.11665e-15+0.00012115j 1.31223e-15-0.00489909j 1.49818e-16+0.00405716j -1.67857e-17-0.00367921j -1.27952e-15+0.0132488j -2.30421e-16-0.0165645j 1.6498e-15+0.00252799j 2.39974e-15-0.0202132j -5.19452e-14-0.0333275j 
2.70341e-14+0.00696437j 1.91061e-15+0.0140272j -1.30251e-16+0.0101584j 2.38165e-17+0.00541098j -1.00401e-16-0.004599j -5.54322e-18+0.00356311j -5.29071e-17+0.00625671j 5.87068e-17+0.00644557j 1.95944e-16+0.0116403j -3.98083e-16-0.00220053j 5.08492e-16+0.00356385j 2.07629e-16-0.00131006j -2.11065e-16-0.00600101j 2.21721e-16+0.0122329j 9.51633e-17-0.0085082j -2.7435e-16+0.00394847j -8.7774e-16+0.00396347j -6.79699e-16+0.000834282j -1.33111e-16+0.00248617j 2.04836e-16-0.00313007j 1.37126e-16+0.00251883j -2.24411e-17-0.00312265j -3.6816e-16+0.00638456j 4.2554e-16+0.00684364j 4.79911e-16+0.00329625j 8.70978e-16+0.00597535j 6.42544e-16-0.00183521j -2.2939e-15+0.0046712j -5.65732e-16-0.002366j 2.24024e-15+0.00546432j -3.6533e-16+0.000542628j -1.18152e-15-0.00898574j 1.41012e-14-0.00190096j -8.33803e-16+0.00273007j -2.61067e-15+0.0055351j 3.72901e-14+0.00456686j 1.57647e-15+0.00150972j -2.92342e-15+0.000507047j 5.0727e-15-0.00410002j 4.26845e-15-0.00303915j 1.08865e-15-0.00195405j -3.23476e-16+6.27104e-05j 9.09106e-16+0.0073188j -9.13114e-16-0.000225123j 6.73664e-17+0.00736294j -1.06196e-16+0.00171704j 1.03957e-15-0.00308919j 5.05728e-16-0.00356924j 1.79042e-16-0.00235214j -2.46745e-15-0.00216662j -8.39023e-16+0.000615179j -6.64929e-16-0.00205927j 4.85071e-16+0.000772424j 3.5355e-15-0.00745297j 1.33744e-15-0.00850676j 1.80752e-16+0.00232392j -4.76934e-14-0.00508446j -7.36716e-16-0.00693863j -5.00708e-16-0.000300689j 2.75165e-16+0.0020426j 6.4502e-17-0.00385455j -9.62284e-16-0.00489132j 3.52095e-16+0.00747164j -3.49742e-16-0.0116833j -6.58146e-17+0.00455209j -2.55374e-16+0.00467376j 7.0931e-16-0.00356326j -3.14125e-15-0.00525846j 1.52479e-16+0.00830937j 1.58043e-16+0.00377036j 2.54563e-16+0.0029855j -1.64213e-16-0.00689172j -1.53165e-16-0.00951957j -3.88242e-17-0.00665861j -5.92698e-17-0.00284915j -1.87406e-15-0.00997053j 2.54581e-14+0.0143909j 
-5.94455e-14-0.0176625j -3.86407e-15+0.00352148j -2.81222e-16+0.0119092j -1.07687e-16+0.00796217j -1.3309e-16+0.0106909j 4.5654e-17+0.000264116j 1.28007e-16-0.00508311j 4.56906e-17-0.01074j -9.00992e-17+0.0032287j 1.03524e-16+0.000169915j 1.77203e-16+0.0030852j 4.21001e-17-0.000421078j -1.63855e-17+0.00255453j -2.51485e-17+0.00155098j 2.63218e-17-0.00360137j 4.13356e-16-0.00439825j 8.64873e-16+0.000639564j 6.56891e-16-0.0067263j -8.60163e-16+0.00550388j 5.22039e-16-0.000618992j 7.61825e-16+0.00330603j 2.10157e-16-0.0101092j 2.09389e-16-0.00844417j -6.1031e-16-0.00392558j 8.37361e-16-0.00194511j 3.27819e-15+0.0165408j 6.17431e-16+0.0113505j -4.82773e-15+0.010959j -1.56955e-15-0.00268475j 1.56047e-15+0.00552271j -3.17227e-16+0.00294667j -2.28373e-15+0.00342555j 4.68673e-14-0.00463939j -7.43869e-16+0.00246337j -1.57752e-15+0.00301137j -5.562e-14-0.00675867j -2.86798e-15-0.00582984j -2.1531e-15-0.00212949j 3.54006e-15-0.00357252j 2.77384e-15-0.00277485j 5.36277e-16-0.00223297j 4.55507e-15-0.00586371j 5.55751e-17-0.000924227j 2.85856e-16+4.48673e-05j 3.15511e-16+0.00249247j -1.36834e-16+0.00086693j 7.68294e-17-0.000695157j -1.98133e-16+0.000500792j 1.48183e-16+0.0149736j 6.96637e-15+0.00374288j 2.47609e-15+0.00483863j -1.53406e-17+0.000197266j 8.86878e-16+0.00618707j 2.19261e-15-0.00518983j 6.6569e-16-0.0060926j 4.11994e-17+0.00661545j 1.37594e-14+0.00150059j 6.92143e-16+0.000589903j 6.5925e-16+0.00680655j -7.1881e-16-0.00805731j -1.25854e-15+0.00594009j -7.43448e-16-0.00529537j 7.19656e-17+0.0134105j -2.05317e-17+0.00965617j 3.21653e-16-0.00248638j 2.58683e-16-0.000586328j -1.3572e-15+0.00765143j 3.27036e-15+0.00568522j 3.35134e-17-0.0120453j -1.31909e-17-0.0137267j 4.077e-17+0.00381707j -3.83827e-17-0.00511432j -1.09024e-16-0.0026884j 9.74286e-17+0.000674539j -3.97555e-16-0.00568891j -1.21173e-15+0.0160394j 1.60014e-14+0.0106594j 
1.38868e-14+0.00419511j 8.54554e-16-0.00260496j 6.72126e-17-0.0213644j 1.47001e-16+0.00523411j -7.0305e-17-0.00144943j -5.86277e-17-0.0117032j -1.47114e-17-0.00350557j -1.3254e-16-0.00638981j 1.88943e-17+0.00132288j -1.19276e-15-0.00984005j 1.99707e-16+0.00312838j 2.23337e-16+0.00772641j 3.45462e-17+0.000522633j 1.937e-16+0.000531608j -1.16553e-16-0.00383001j 3.41724e-16-0.00379684j -4.87042e-16+0.00522257j -5.45327e-16-0.00889279j -1.19947e-16-0.00481341j 1.94319e-16-0.00362498j 2.12793e-15+0.00606158j -3.07688e-17+5.76931e-05j -3.07755e-16+0.00174467j -8.9019e-17-0.00451164j 3.0677e-16-0.00783363j 2.36467e-16+0.000794862j -3.52614e-16+0.0111612j -9.1387e-16+0.00366029j -3.13764e-16+0.000228379j -7.53137e-15-0.0147662j 3.6499e-15+0.00326914j 2.17388e-15+0.00589641j -4.69933e-14+0.00512555j -7.57383e-16-0.000856436j -2.1142e-17-0.00181908j -6.25902e-14-0.00778829j -1.69121e-15+0.000376007j 5.61785e-15+0.00411149j -1.10732e-14+0.010153j -1.21579e-14+0.0102835j -1.17764e-15-0.000303063j -4.73186e-15+0.00643427j -7.00394e-16-0.00242458j 1.97459e-15-0.00177803j -4.52038e-16+0.00288009j 2.08437e-16-0.00153263j -3.89709e-15+0.00491651j -1.16706e-15+0.0118146j -2.22074e-16+0.00314373j 4.00889e-15+0.0036261j 5.06712e-16-0.00322321j -1.52068e-15-0.00286974j -5.51615e-16-0.00357764j -1.68715e-15+0.00319979j -4.45128e-16+0.0055024j -1.50791e-16-0.00479299j 4.08607e-14+0.00437849j 5.80321e-16+0.00592044j 1.44674e-16-0.00100442j -5.32991e-16-0.00482781j -4.41664e-16+0.00271681j 5.77419e-17+3.27821e-05j -7.7685e-17-0.00119924j 7.92121e-18+0.0052404j 1.32965e-16-0.00495063j 3.23157e-16-0.00779779j -7.96085e-16+0.00466733j 3.71036e-15+0.00606999j 4.16831e-17-0.000826452j 1.36738e-18+0.00347492j 6.15627e-17+0.00191343j 2.7966e-16+0.0114856j 6.52627e-17+0.00462997j -3.4198e-16+0.00591803j 1.70272e-15+0.0196933j 8.52499e-16+0.00165308j -1.34253e-14-0.00781424j 
1.70927e-14+0.00465484j 1.84111e-15-0.000546872j 1.52809e-15+0.000208727j 8.6203e-16+0.00233209j -1.58076e-15-0.00459594j -3.99465e-16+0.000751833j -5.74709e-16-0.00183497j -8.44349e-16-0.00619723j -4.94942e-16-0.00456071j -1.73156e-16-0.00040553j -3.657e-16-0.000772539j 1.08801e-16+0.00103132j 6.71001e-16+0.00583863j 1.68233e-15+0.00424139j -2.41605e-16+0.000209652j 1.40205e-15+0.00360575j -5.92245e-16-0.00441234j 7.35012e-16+0.000443044j 1.42887e-16+0.00108077j -3.63968e-16-0.00089828j 7.87514e-16+0.00166273j -5.9102e-16+0.00107891j 1.10574e-15+0.00538838j 1.09656e-15+0.00172105j 8.67961e-16-0.00136238j 2.63192e-15+0.0071847j -1.00951e-15-0.00205872j 1.62494e-15-0.00549525j 1.39986e-15+0.00302166j 1.11766e-15+0.00352199j 1.55497e-15+0.00506088j -3.27117e-16+0.000835723j -2.16243e-14+0.0022361j -3.52973e-16+0.00151125j -3.44842e-16+0.0025633j -3.27084e-14-0.00400445j -9.11176e-16-0.000805861j -6.41327e-16+0.00101453j -1.68765e-15+0.000596549j -3.08892e-15+0.00281172j -7.33269e-17+0.00014627j 3.45115e-15-0.00575482j 2.28716e-15+0.00484657j -2.49961e-16-0.000139173j 3.04428e-16-0.000741224j 5.64386e-16+0.00282269j 4.83347e-16-0.00476573j 9.48141e-16+0.00339146j -1.12601e-15-0.00492068j -1.76486e-15-0.000869416j -2.33712e-15-0.00213907j -6.60442e-15-0.0117254j -5.60887e-16-0.000565031j -8.05995e-16-0.00259936j -2.91771e-16+0.000522921j 5.27605e-16-0.00143334j -4.11129e-14-0.00424103j -1.64277e-15-0.00253414j -2.53217e-15-0.00699032j 6.63851e-17+0.000729698j -1.10532e-15-0.00327675j -2.33019e-15-0.00550189j 1.56809e-15+0.00121307j -2.49914e-15-0.00597268j -1.57948e-16-0.00238656j 6.67635e-16+0.00236771j -1.02327e-16-0.00016861j -8.08183e-16-0.000728793j 8.33867e-16-0.000257493j -1.26856e-15-0.00475583j 9.28651e-16-0.000497116j 7.42805e-16+0.00307106j -8.0361e-16-0.00135483j -1.84688e-15-0.00438837j 5.97925e-16+0.00381881j -1.5338e-15-0.00431455j -1.01716e-15-0.00153337j 
9.8285e-15+0.00363834j 4.61483e-16-0.0105194j -2.55307e-17-0.0270812j -1.91591e-16-0.00561826j 4.41955e-16+0.000489867j 2.52246e-17+0.00221287j 1.46678e-16+0.00125335j 4.51562e-16-0.000979175j 1.55976e-16-0.00823353j 8.05656e-17-0.00135859j 2.18295e-16+0.00174215j 5.0226e-17+0.00606262j -4.04892e-16+0.00673027j -5.75496e-16-0.00716458j -1.31123e-16+0.00597603j -5.80186e-19-0.00781031j -6.93238e-16+0.00699598j -5.46239e-16-0.00535408j 4.39916e-16-0.0033654j 1.06174e-17+0.00601119j 3.65579e-16-0.000844527j 1.57566e-16+0.00969199j -4.24836e-16-0.00205723j -4.35971e-16-0.00883372j -2.0088e-16-0.00753752j -3.04647e-15-0.0103697j -2.76398e-16+0.000744272j 4.231e-16-0.000538133j -1.07541e-16+0.000288624j -4.74264e-15-0.0133451j 9.01065e-16-0.00424579j 3.6517e-15+0.0163417j -5.9883e-14+0.00695754j 1.40785e-15-0.00507353j 3.00157e-15-0.00842956j -1.70263e-14-0.0022179j -4.329e-16+0.00460107j 4.13313e-15+0.00938872j -1.04845e-14+0.0119316j 1.94615e-17+0.00107978j -1.36108e-15+0.00475791j -2.42716e-15+0.00426672j -1.04694e-15-0.00453059j 7.93431e-16-0.000637154j -4.65524e-16-0.00261403j 6.7978e-17-0.00266654j -1.8784e-15+0.00429606j -4.8272e-16+0.0048332j -3.35289e-16-0.00489562j 5.38832e-16+0.00100149j 4.52081e-16-0.00135717j 2.27951e-15+0.00324577j -8.58509e-16-0.00502656j -4.51794e-15+0.0102541j -1.17676e-15+0.0126775j -3.22204e-16-0.00789174j 5.22393e-14+0.00553973j 3.12379e-16+0.00424885j 2.94982e-16-0.00336645j 2.94896e-16+0.00182798j 1.4774e-16+0.00424022j 1.67206e-15+0.00591083j -6.85251e-16-0.0150798j 6.36318e-16+0.00867369j 1.98143e-16-0.00466181j 3.06705e-17-0.00322347j 4.91018e-17-0.00240806j 3.43085e-16+0.000462011j -8.19332e-17-0.00262635j 5.18794e-16+0.00786839j -6.37837e-16-0.0110869j -2.03364e-17+0.00709337j 3.74217e-16+0.00787225j 2.63501e-16+0.00949485j 8.32876e-16+0.0142519j 2.54553e-15+0.0018455j -3.27208e-14-0.0191813j 
3.74338e-14+0.0108633j 2.5023e-15+0.00168305j 4.47693e-16-0.00695779j 3.45292e-16-0.00740614j 4.53621e-17-0.0104991j -3.69406e-17-0.00283636j -1.0836e-16-0.000250791j -4.63891e-16+0.0146797j 8.47518e-18-0.00318j -1.39684e-16+9.20164e-05j -2.15504e-16-0.00331367j 2.6695e-17-0.000443764j 1.89246e-16-0.00186727j 1.95276e-16-0.000278718j -2.96341e-16+0.00892873j 2.09097e-16+0.000533563j -6.14053e-16-0.000775154j -2.434e-16+0.00379803j 8.57535e-16-0.00378664j -3.7823e-16+0.00234855j -9.34964e-17-0.00186919j -2.32211e-16+0.00423839j -1.31853e-16+0.00869467j 4.72456e-16-0.00158207j -1.1401e-15+0.00389651j -2.23393e-15-0.01671j -1.68464e-16-0.0101954j 2.4632e-15-0.00638439j 1.4142e-15+0.0011467j -2.30052e-15-0.00768673j 1.30072e-15-0.00139418j 1.76272e-15-0.00418741j -3.90487e-14+0.00383164j 8.09961e-16-0.00268746j 1.62941e-15-0.00207319j 6.66931e-14+0.00819957j 3.06379e-15+0.0040037j 1.71667e-15-0.00312957j -4.76358e-17-0.00070831j -4.9183e-15+0.00423823j 8.08589e-19-0.00184967j -6.46752e-15+0.00748224j -1.05208e-16+0.000338508j -1.92234e-16+0.00115889j -5.26473e-17-0.00353036j -2.56286e-16+0.00113524j -9.75527e-18+0.000749605j 3.56678e-16-0.00168911j -1.85338e-16-0.0113721j -6.29553e-15-0.00301308j -2.54366e-15-0.00598737j -1.08609e-15-0.000538322j -4.3178e-16-0.00359293j -1.67511e-16-0.000111736j -2.72368e-16+0.00202991j 2.13755e-16+9.41044e-05j -1.5938e-14-0.00169402j -6.38491e-16-0.00227402j -5.98812e-16-0.00362748j 4.68761e-16+0.00360576j 9.14197e-16-0.00577746j -2.28886e-16+0.00075753j 4.74194e-16-0.0079989j -2.37331e-16-0.00963715j -3.57372e-16+0.0039163j -2.01959e-16-7.95077e-06j 1.18466e-15-0.0056664j -3.69479e-15-0.00640106j -9.56098e-17+0.0140414j -3.28248e-16+0.012805j 2.90228e-16+0.00208054j 3.91625e-17+0.00680151j -4.54493e-17+0.000676627j -2.585e-16+7.76775e-05j 1.36987e-16+0.00119028j 1.44196e-16-0.0128121j -1.0614e-15-0.00161956j 
-3.05877e-14-0.00931017j -2.06002e-15+0.00337304j -1.49394e-16+0.00357103j -2.74753e-16+0.00666517j -4.02311e-16+0.00655007j 3.7064e-16-0.00904863j 2.51264e-16-0.00501695j 1.84456e-16-0.00375171j -2.33489e-16+0.00809658j -5.47229e-16-0.0056557j 2.11699e-16+0.00456933j -8.07042e-17+0.002755j 1.10827e-16-0.00343346j 1.80587e-16-0.000727508j 1.92474e-16-0.00734559j 5.13745e-16-0.00474343j 4.02721e-17+0.0038184j 3.41922e-16-0.00824442j -4.16056e-16-0.000387874j 2.78312e-16-0.00324342j 9.61805e-16+0.00367769j 4.88339e-16-0.00948675j 5.19432e-16-0.00598178j -1.38134e-16-0.0046827j 5.20516e-16-0.00351787j 1.48238e-15+0.0063164j -8.9414e-17+0.0132855j -5.76979e-15+0.0113645j -1.61732e-15-0.00145032j -2.23776e-15-0.00585223j 1.72732e-15+0.000226696j -1.79044e-15-0.00276083j 3.06499e-14-0.00325014j -7.9062e-16+0.00194663j -1.23466e-15+0.00218275j -2.92085e-14-0.0035554j -1.63811e-15-0.0041187j -7.05923e-16-0.0013985j 3.03607e-15-0.00227007j -3.17631e-15+0.00225635j -7.545e-17-0.0029291j -2.45637e-15+0.00269851j -5.20793e-16-0.00498924j 1.17132e-15-0.00110018j -1.88784e-16+0.00127676j 5.60976e-16-0.00258523j -2.0714e-15+0.00416724j -6.76153e-16+0.00190877j -4.39068e-16+0.0111812j 4.93963e-15+0.00280119j 1.97941e-15+0.00343163j 4.45739e-16+0.00282426j 5.99852e-16+0.00308477j 8.0308e-16-0.00169336j 3.31267e-16-0.00333263j -2.76354e-16+0.00414168j 3.19757e-14+0.00344303j 7.6322e-16+0.00402417j 5.64315e-16+0.00697118j -3.23263e-16-0.00518681j -1.00924e-15+0.00314348j -3.46221e-16+5.69605e-05j -3.99026e-16+0.0115294j -3.95878e-16+0.00665807j 3.15312e-16-0.000322957j 4.91921e-16-0.00464796j -1.17656e-15+0.0056166j 3.28625e-15+0.00600757j 2.72387e-16-0.00323767j 2.05128e-16-0.0045399j 7.54479e-17+0.00856878j 1.17523e-17+0.000854978j -1.24223e-16+0.000539959j -1.42012e-16+0.00188423j -5.70432e-17+7.93374e-05j -1.31252e-15+0.00918211j 1.16362e-14+0.00769177j 
