-0.00118869-0.173618j -0.138492-0.00870818j -0.0175433-0.12243j 0.0268357-0.174666j -0.0852542+0.073162j -0.0312997-0.22922j 0.158777-0.132989j -0.280506-0.0250505j 0.0373963+0.254952j 0.0718091+0.0845576j 0.210168+0.203047j -0.0832595-0.0275526j 0.118977-0.1306j -0.081285+0.163571j 0.172618-0.229596j -0.000781908+0.170072j -0.110855-0.0630234j -0.0609706+0.216867j -0.260842-0.0183949j -0.0844194-0.198736j -0.0428853+0.0474419j -0.078025-0.0490283j -0.0328243-0.016198j -0.0601006-0.0116924j 0.049798-0.00161082j -0.0147227+0.0128179j -0.128089-0.0288446j 0.264974+0.0376348j 0.206698-0.0564622j 0.0112686-0.00940197j -0.101802-0.00860482j -0.0162408-0.0403311j 0.00405337-0.0228118j -0.0594843-0.0586989j -0.0384487-0.0360192j 0.0410674-0.0725035j 0.0926399-0.0312583j 0.0580739+0.0219204j 0.0209649-0.00673131j -0.0330766-0.00676719j 0.0140658-0.00390539j -0.0303658+0.0282223j 0.0165916-0.0118744j 0.00374281-0.0131699j -0.00160607+0.0278677j 0.0259021+0.00976353j -0.0163228+0.00457927j -0.00221765-0.018407j 0.0138778+0.022294j -0.00212138-0.0317457j 0.00576892+0.000355666j 0.00718106+0.0168165j 0.00465774+0.0329789j -0.0161681+0.0241331j 0.00723625+0.00597291j 0.000297128-0.017544j -0.000210027+0.0268691j -0.0349752-0.0131121j 0.00893471+0.00536466j 0.0116913-0.00767104j 0.0180461-0.0020795j 0.00907127+0.0131716j -0.00154904+0.0158883j 0.0106831-0.0148194j -0.00215463-0.00151104j -0.00171178+0.0182337j -0.0152671-0.00242635j -0.0131254-0.00759076j 0.00236647+0.00346494j 0.00796798+0.00859199j -0.00753833-3.69582e-05j 0.00143167+0.0148065j -0.0260095+0.0208879j 0.0253433-0.00553093j -0.00827061-0.00880526j 0.0253423+0.00501707j -0.00724401+0.00165115j -0.0110057+0.00653294j 0.00880079+0.00665j 0.0117845+0.0114042j -0.0089784+0.0131236j -0.0110971-0.0204596j 0.00159685+0.00720826j -0.0118093+0.00306037j 0.00580033+0.0101123j -0.0231039-0.0207609j 0.00941654+0.0122563j -0.00375899-0.0092773j -0.00156619+0.00456136j -0.00465687+0.0205737j 0.0316198-0.00311199j -0.00590799+0.0133825j 0.00101109+0.0103172j -0.0262872-0.0285455j 0.0276008-0.0235645j 
0.00448146+0.00295903j 0.000285048+0.00130688j 0.0082468-0.000213668j -0.0048617+0.00552854j 0.00125638-0.00109173j -0.000888506-0.000390774j -0.00102318-0.00353091j -0.00103124-0.00425681j -0.00414005-0.00882471j 0.00255299+0.0068858j 0.00857694+0.00434385j 0.000351554-0.00487401j 0.00792352-0.0074981j 0.0102861+0.00683008j 0.00403724-0.00217508j -2.3392e-05-0.000692055j 0.00322793-0.00489948j 0.00304382-0.00134948j -0.00287326+0.00420744j -0.00167693+0.00119412j 0.000253739+0.00961241j 0.00402033-0.00103181j -0.000217213+0.000563516j 0.000705333+0.00723448j -0.00604517+0.00363068j 0.00180672-0.00468414j 0.00462714+0.00107611j -0.00221853+0.00318817j 0.0020526+0.00308204j -0.000220391+0.00227902j -0.000233541+0.000554935j 0.00130505+0.00461258j 0.00254439-0.00282658j -0.00203859-7.51442e-05j 0.00163803+0.00805229j -0.00177363+0.00229276j -0.00119098-0.000445512j -0.00244648-0.00203097j -0.00118332+0.000543013j 0.00183212+0.000368925j -0.0013351-0.00147207j 0.00440683+0.000651378j -0.00411318+0.00266233j 0.00185426+0.00448114j -0.00334449-0.00274509j -0.00871888-0.00349934j -0.00459508+0.00192442j 0.00848146+0.000719276j 0.00357036+0.00129411j -0.00289502+0.000747234j 0.00864985+0.00450281j -0.00243335-0.00722318j -0.00112171-0.00151636j 0.00362763+0.00130015j -0.00413648-0.00205286j 0.00573096+0.000646311j -0.00165224-8.84157e-05j -0.00119019-0.00931883j -0.00236295-0.00463658j -0.0010088-0.00324449j 0.00105539+0.00297813j 0.00179001+0.00225692j -0.00181461+0.00490455j -0.00495372-0.00149838j -0.00234099+0.0054315j -0.00470015+0.00194221j 0.000965452+0.00192486j -0.00194827+0.00432637j 0.00487237+0.000967821j 0.00498769+0.00575343j -0.00180483+0.00211182j -0.00218017-0.00423408j -0.00263791-0.00223795j 0.00326452+0.00033535j 0.00170812-0.00112178j 2.80565e-05-0.000378266j -0.00324862-0.00224837j 0.00254358-0.00462889j 0.00200348-0.00401606j 0.00132971-3.57816e-05j -0.00536314+0.00338662j 0.00278671-0.000753799j -0.00120689-0.00178006j -0.0018797+0.00322857j -0.00026668-0.00030606j 0.000243964+0.000142566j 4.27484e-05+0.0011385j -0.00333145+0.00279011j -0.00752593+0.00122457j 0.0021775-0.00172007j -0.000826032-0.00126797j 0.0046571-0.000753257j 0.00179795-0.00183135j 0.000638507-0.00058537j 0.00115875+0.00156467j 
-0.00306092-0.00111232j -0.00360613-0.00226585j 0.00498728+0.00340317j -0.00240439-0.0055008j -0.00197296+0.00471018j -0.00329212-0.00449177j -0.00217815+0.00412671j 0.0103558-0.00390112j 0.01155-1.49555e-05j -0.00475062-0.00785079j 0.00581422-0.00651145j 0.00185207-0.0100303j 0.00886195-9.09388e-05j -0.00418412+0.0101124j -0.00517353-0.00051538j -0.00579239-0.00906358j 0.000804715+0.000544176j -0.00855468-0.00778331j 0.00492431-0.00750904j 0.00386687+0.00212351j 0.00132283+0.00147962j 0.00136524+0.000352365j -3.88646e-05-0.00485776j -0.00262983-0.00308327j 0.00289527-0.00207463j 0.00558975+0.00121449j -0.00144468+0.0064241j 0.00177999+0.00461559j 0.00114843-0.00493228j -0.00033442+0.00229483j -0.000803775+0.00237965j 0.00199595-0.00114461j 1.47223e-05-0.000198671j 0.00301271+0.00149697j -0.00107853-0.00475686j 0.00232793-0.00708599j -0.00101002-0.000656364j 0.00299417-0.00278938j -0.00333238-0.00398903j -0.00469931+0.00128585j 0.00594595+0.00170793j 0.00436177-0.00360338j 8.27077e-05-0.000253714j -0.00404201-0.00228253j -0.00599561-0.000341869j 0.00170307+0.00287509j 0.00238486+0.0017314j -0.00276026-0.00230186j 0.00387435+0.000910184j -0.00415855+0.00452471j 0.00329919+0.00178343j -0.00067425-0.00116482j 0.000154174-0.000645742j 0.000221042+0.00372025j -0.00268828-0.00368771j -0.00780299-0.00178698j 0.00393743+0.000436855j 0.000769677+0.00081557j 0.00241665-0.00582868j 0.00020158+0.000922193j 0.000424584-0.00114527j -0.000901769-0.000431147j 0.00230349-0.00223769j 0.00382136+0.00305757j -0.0035854+0.00575684j 0.00119739+0.00297802j -0.00172053-0.00465071j 0.00694957-0.00410638j 0.00175281-0.00463471j -0.00243802+0.000322853j 0.00177702-0.00229025j 0.00573565+0.00528943j 0.00322483-0.000366224j 0.00325333+0.00377225j 0.00340979-0.00357201j 2.15172e-05-0.0015624j 0.000220844-0.000714432j 0.00325023-0.00212247j -0.00172096-0.00352737j -0.000578645+0.00302127j 0.00651029+0.000522219j -0.00393462-0.000449358j 0.00185895+0.000107688j -0.00568178-0.0024173j 0.00413095+0.0011636j -0.003256-0.000228259j -0.00170637-0.000385696j -0.00297552+0.00134658j 0.00717954-0.00371937j -0.00268236+0.00157462j -3.68183e-05+0.00269319j -0.00614897+0.00136073j -0.00435307+0.00117843j -0.000118353-0.000826902j -0.000463936+0.000864939j 
-0.00209972+0.000289146j 0.00351525+0.00282259j 0.0110492+0.00116049j -0.0106271+0.00475552j -0.00903877-0.000933028j -0.00328068+0.00353168j 0.000317853-0.00288076j 0.00538851-0.00518707j -0.000987223-0.00519178j 0.00656342+0.00527151j 0.00139924-2.4145e-05j 0.00049562-0.00719706j -0.00305387-0.0113821j -0.00145069+0.00953625j 0.00732217-0.00284066j -0.00517437-0.00216697j 0.00497575+0.00205144j 0.00448578+0.00266495j -0.00577276-0.00767661j -0.000424239+0.0102412j 0.000690959-0.00736857j -0.00092976-0.000133504j 0.00143838+0.0030833j -0.000395765-0.00181541j 0.00290098-0.00518287j -0.00302927+0.00636409j 0.00185004-0.00683666j -0.00156311-0.00420389j -0.00240321+0.00183603j 0.00701053-0.00426529j 0.000464972-0.000921164j -0.00668966+0.0021478j 0.00318508-0.000110887j 0.000302101+0.000364097j -0.000265447-0.00341807j -0.0032977+0.00299129j 0.0005748-0.000183114j 0.000367872+0.00327971j 0.000530349+0.00269326j 0.00345378-0.00270593j 0.000381892+0.000970924j -0.00427156+0.00146375j -0.00246955-0.00021912j 0.00207568-0.00273522j 0.00744875+0.00250441j 0.00413676+0.000476448j -0.00128182-0.00591636j -0.00755216-0.00283125j -0.00108435-0.00128311j 0.0033064-0.00175998j -0.00845113+0.00151864j -0.00115614+0.000256961j -0.00233976+0.00142553j -0.00442175-0.00452296j 0.00255553+0.000824317j 0.00147474-3.18929e-05j 0.0032116-0.00180054j 0.00181202+0.00495115j 0.000717532+0.00392409j 0.000623904+5.0075e-05j -0.00211657+0.000693785j -0.0027932-0.00289394j 0.00339621-0.00184852j -0.00122409+0.000830967j 0.00153878-0.00585259j 0.0020625-0.00225429j -0.000659214+0.00245428j -0.00267908-0.00154389j -0.00227326+0.00331757j -0.00454378-0.00191834j -0.00251969+0.00329987j 0.000392681-0.000778764j -0.00180283+0.00314196j -0.00236036-0.00235719j -0.000449724-0.00065215j 0.000248646+0.00416554j 0.000656869-0.000302162j -0.00273349+0.00414717j -0.00108882+0.0058797j -0.000135044-0.00390419j -0.000743296+0.000302086j 0.000421134+0.000879828j 0.000729871-0.000750428j 0.00387359+0.000196209j -0.00352794-0.00183401j 0.00264666-0.000613729j 0.000674594+0.0005355j 0.00883478-0.000388512j -0.00155023+0.000733819j 0.000785215-0.00140128j 0.00176775-0.00281389j 0.00133818+0.000423154j 0.00351452-4.34798e-05j -0.00186005+1.60602e-05j -0.00122006-0.00166191j 
0.00484875-0.00158123j -0.00462054+0.00559026j 0.00308488-0.00169417j -0.00121942+0.000340885j -0.00122137-0.000621092j 0.00232146+0.00222076j -0.00453802-0.00361836j -0.00296314+0.00537731j -0.00164885-0.000633168j -0.000829247-0.000489073j 0.00119579+0.0038002j -0.000406554-0.000347403j 0.0109959-0.000144388j 0.0051443+0.00292336j 0.00181916-0.00033768j 0.00102496+0.00450018j 0.00263315-0.000322657j 0.00173146+0.000892227j 0.000282403+0.0013196j -0.000100355+0.00411888j 0.00824996+0.00134248j -0.00994382-0.00863139j 0.00412419-0.00318756j 0.0050053-0.00323236j 0.00915342+0.00801631j -0.00445441-0.00846607j -0.00955998-0.00324524j -0.00558244-0.00543495j -0.0103468+0.00582249j -0.0123964-0.000415344j 0.00617405-0.00365325j 0.00919898-0.00914531j -0.00790937+0.00605221j 0.00245479+0.00174771j -0.00542562-0.00680286j 0.00152419-0.00512764j 0.00368573-0.0020525j 0.000972492+0.00682595j -0.00829257-0.000345723j -0.00484497-0.00165573j -0.00203359+0.00306338j -0.001891+0.00169492j -0.000819067-0.00623515j -0.0067515-0.00739952j -0.0051077-0.000200135j 0.00175676+0.0028627j -0.0050889-0.00233229j 0.000590739+0.00512875j 0.00692105+0.00195769j 0.00115716-0.00865326j 0.00475292-0.00529369j 0.00123737+0.00296422j -0.000904299+0.000438064j 0.00241968+0.00553945j -0.00718939-0.000758407j -0.0027204+0.00365459j -0.00321372+0.00389277j -0.00121731-0.00146073j 0.00190266+0.00441771j 0.00350992-0.000966916j 0.000910882-0.0055522j -0.00144356-0.00284597j 0.00133143-0.00528263j 0.00522417-0.00149972j 0.00447799-6.27197e-06j -0.00469792-0.00396164j -0.00024438+0.000853862j -0.0068904+0.00561139j -0.00500005-0.00458749j -0.003457-0.000878617j 0.00463254+0.00135887j -0.00713157-0.00439858j -0.000391976-0.000401703j -0.00924876-0.0012532j -0.00338269+0.000980465j -0.00102161+0.00544181j -0.00210751+0.0013068j -0.00253611-0.00476214j 0.00427612-0.0036947j -0.0014758+0.00378516j -0.000833208-0.000617099j -0.00262131+0.0012812j -0.00178615+0.00146727j 0.0032414+0.00230478j -0.00313803-0.000523358j -0.000987072+0.000660826j -0.000669304-0.000361298j 0.00097767-0.00563689j 0.0118053+0.00231602j -0.000678154+0.00125162j 0.00276551+0.00140214j -0.00283812-0.000413262j 0.000588642-0.000121952j -0.000663591-0.000287419j 0.000907298-0.000353142j 
0.00454887-0.00412079j -0.00302551-0.00278328j -0.00341309+0.00197474j 0.00194651-0.00119489j -0.00323103+0.00323726j -0.00274005+0.00452301j -0.000473933-0.00420675j -0.00741135+0.00270474j 0.00640897+0.00123659j 0.00162695-0.00573564j -0.00357807+0.00245645j 0.00538847-0.00511846j 0.00012206+0.00593349j 0.000733122+0.00315847j 0.00138568-0.00164366j 0.000212204-0.000474316j 0.00477571+0.00220158j 0.00209349+0.00236043j -0.00115217-0.000762072j 0.00323282-0.000181954j 0.00301181+0.000113247j -0.00138933-0.00307744j 0.00499931-0.00124479j 0.00070405+0.000249817j -0.00318128+0.00455842j 0.000426103-0.00174617j 0.00195619+0.00252628j 0.00468137-0.00288163j -0.000642514+0.00279058j -0.00512974-0.0102633j 0.00578057-0.0100114j -0.00156616-0.0026347j 0.00352068+0.00102816j 0.000964472+0.00199883j 0.00199525-0.00141561j -0.00148832+0.00351706j 0.00189891-0.00124689j -0.000695912+0.000314224j -0.00360494+0.00270296j 0.00347356+0.000823885j 0.00254878-0.000710759j -0.00096668+0.00971108j 0.0105031-0.0096025j 0.000134312-0.00447327j -0.000341225+0.00491626j 0.00441814-0.00110309j 0.00243601-0.000138145j 0.00262986+0.00590369j -0.00602027-0.000754787j 0.0037382-0.00446774j -0.00459798-0.00154588j -0.00312046+0.00188742j -0.00126444-0.00737911j -0.0019762-0.000532517j 0.00861138+0.0100334j -0.000420793+0.00561346j -0.00228969+0.000745838j -0.000241478+0.00532868j 0.00353945-0.00203705j 0.00155229+0.000273618j 0.00177625+0.0159446j 0.000149849+0.0049418j -0.00670398+0.00576484j -0.00279681+0.00220873j -0.00185942-0.00313183j 0.000606901+0.00209839j 0.00314175+0.00660982j -0.00848919-0.00924715j -0.00125743+0.00869829j 0.00665296-7.48475e-06j 0.00134651-0.00487666j -0.0113249-0.00111299j -0.0029595-0.0027589j -0.00602754+0.000798323j -0.00304032-0.000374805j -0.00166793-0.00308853j 0.00388192+0.0010714j 0.00285896+0.00284935j 0.000515992+0.00461602j -0.00146275-0.00332837j -0.000719008-0.00215082j 0.00252999-0.000128211j 0.00300951-0.00650906j 0.00225303-0.00435751j 0.000737206+0.00340349j -0.00416902-0.0031802j 0.000980223-0.00110392j -0.0157709+0.00103664j 0.00263465+0.00518907j -0.00157363+0.00273999j -0.00113795+0.00155997j -0.000897599+0.000753259j -0.00486743+0.00163336j 0.00244813-0.00187477j 0.000314071+1.23588e-05j 
-0.00123459+0.000328821j -0.00388766+0.00119861j 0.00834123-0.00379243j -0.00269984-0.00510539j -0.0018146-0.00466354j 0.000642814-0.00468687j -0.00637534-0.00184876j 0.000876756+0.000805283j -0.000769031-0.00805334j -0.00578036-0.000492901j 0.00129931+0.00810844j -0.00455292+0.00748602j 0.00583715-0.00397315j -0.00466883-0.00538597j -0.00523395+0.00188912j 0.000801554+0.00436374j -0.000510523+0.000248436j -0.00147097-0.00229196j 0.000319919+0.002711j -0.000125531+0.00547771j -0.00189336+0.00280042j -0.000688631+0.00107152j -0.000567571+0.00247688j -0.00103386-0.000733922j 0.00389849-0.00127829j 0.00165713-0.000836924j -0.000864985-0.0022072j -0.00388388-0.00148737j -0.00238245-5.2513e-05j -0.00119061+0.00121506j -0.00105052-0.00271577j -0.000856645-0.000707657j -0.00220892+0.00429444j -0.00113278+0.00329309j -0.00105508-0.00193395j -0.000226514+0.0019914j 0.00379843+0.000673839j 0.003993+0.000704508j -0.00556381-0.00112743j -0.000958609-0.00097158j 0.00161265+0.00715735j -0.00242998+0.00126695j 0.00495536-0.00541989j -0.00405865-0.0030031j 0.00651241+0.000724846j -0.00199991-0.00173054j 0.00744827-0.0013136j 0.00732479+0.00263132j -0.00122055+0.00109977j 0.00311742+2.84207e-05j 0.000377211+0.00177912j 0.00446574+0.00334808j 0.000552854+0.00097681j -0.00460703-0.00280348j 0.00377392+0.00743601j -0.000329024+0.00437016j -0.00178158-0.0039166j 0.00274514+0.00893519j -0.00153469+0.00300559j 0.0011692+0.00101921j 0.00420658+0.0080476j -0.00234264-0.00521021j -0.00323355+0.00290183j 0.00261875-0.00265578j -0.00523942-0.00343888j 0.0025147+0.00405847j 0.000747369+0.00426108j -0.00388384-0.00537341j -0.000114432+0.00637463j -0.00503438-0.00327887j -0.0026518+0.00300223j 0.000263843+0.00256456j 0.00310158+0.00462607j -0.00119395-0.000356291j -0.00109481-4.05991e-05j -0.00339021-0.00106141j 0.00208784-0.000474738j -0.00222357+0.00790427j 0.00315225+0.00742874j -3.84971e-05-0.00468884j 0.00242611-0.00159365j 0.00200543-0.00141106j 0.00401339-0.00523246j 0.00036014-0.00986334j 0.000801095+0.000460557j -0.00157331-0.00131301j -0.00212528+0.000253296j 0.000427649+0.0012867j 0.00219795+0.00120809j -0.00163881-0.00383337j -0.000504688+0.000702529j -0.000969301-0.000338873j 0.00243605-0.00308767j -0.00181678-0.000286073j 0.00140493-0.00109445j 
-0.00529077+0.000555606j 0.00160687+0.000938235j 7.75018e-05-0.00123066j 0.00305535+0.00497389j 0.00492774-0.00462595j -0.000740651-0.00413373j 0.00290573+0.00110424j 0.00370131+0.000327085j -0.00656981+0.00321876j 0.000992009+0.00717639j 0.00389523-0.00724964j 5.95847e-05-0.00227127j -0.00569836+0.000824162j 0.00176844-0.00132029j 0.0034679+0.000218691j 0.00154942-0.00158564j -0.0045175-0.00134213j -0.000449413+0.000811086j -0.000385677-0.00369921j -0.00492995-0.00277336j -0.00777998+0.000248707j 0.00599035+0.00570031j -0.00551406+0.00531185j -0.00597128+0.000371917j -0.00410014-0.00543552j 0.000669767+0.00714734j 0.00296437-0.00132574j -0.000458093+0.00353991j 0.00266873-0.00530323j 0.00656768+0.00833904j -0.00378125+0.00585237j -0.000290616+0.00396876j -0.000739545+0.00288987j -3.43785e-05+0.00252326j 0.000763703-0.000401406j -0.00341891+0.012316j -0.00480175+0.0065719j -0.00237416-0.00372843j -0.000519918-0.0047153j -0.0018476+0.000443834j 0.00371406+0.0081062j -0.00154852+0.0148724j 0.00456462-0.0135152j -0.00438171+0.00253646j -0.00536748+0.0017907j 0.000589173+0.00146684j -0.00120991+0.0122665j 0.0048731-0.00115195j -0.00239149+0.00444475j 0.00469767+0.00107299j -0.00352991-0.00973925j -0.00130091+0.00856259j 0.00179533-0.0112779j 0.00130127-0.00218511j -0.00222033+0.00513483j 0.00660399+0.00134665j -0.00444919+0.00314815j 0.00323978+0.00566113j 0.00143406+0.0071285j 0.00691642+0.0015871j 0.00595733-0.000112475j 0.000945783-0.000395499j 0.00408793-0.00492018j 0.0145877-0.00278969j 2.28762e-05-0.00234929j -0.000389468+0.00484348j -0.00669842+0.00383652j -0.00256982+0.0023114j -0.00863913+0.002646j -0.00746626-0.00566518j 0.0135675+0.00238155j -0.0107408+0.00158491j 0.0169391-0.00466103j -0.00553081+0.0102288j -0.000341342-0.000638755j 0.00322068+0.000184529j -0.00211373-0.00221194j -0.00618806-0.000337605j -0.00225965+0.00156096j -0.00370087-0.00355626j -0.00571336+0.0030316j 0.00543232+0.0013374j -0.00175327+0.00134958j -0.00366229+6.56156e-05j -0.00354619+0.00200993j -0.00285913-0.000200669j -0.003707+0.00291043j -0.0203597-0.0061597j 0.0121529-0.00370178j -0.0034804+0.000168621j 0.000846471-0.00405769j -0.00145764+0.000310075j 0.000453721+0.000120068j -0.000415422-0.000541747j 0.000836694+0.000727103j 
0.00386467-0.00279867j 0.00548707+0.0035433j -0.00789122+0.00645296j 0.00694625+0.00812944j 0.00848833+0.00615573j 0.00398517+0.00636158j 0.0068859+0.00322514j 0.00187191+0.0047365j -0.00397109+0.00737443j 0.00579827+0.00360354j -0.00218102-0.00426939j 0.00164576-0.00370448j -0.00349135+0.00610079j 0.0032585+0.00419369j 0.00368169-0.00234733j 0.00215687-0.0028259j 0.00130173+0.00192648j 0.00383598+0.000378723j 0.00182441-0.00177743j -0.00466254-0.00376357j 0.00177644-0.00484786j -0.00383908-0.00214439j 0.00204091-0.00729195j -0.00259808-0.0053604j -0.00358649-0.0034292j -0.00665736-0.00102226j -0.00410859-0.00226614j -9.88251e-05-0.000655581j -0.00611695+0.00173234j -0.00366686-0.0017522j -0.00258183+0.000478025j 0.00567446-0.00343579j -0.00106266-0.00105865j 0.00172083-0.00242176j -0.00664625-0.00159331j 0.0023482-0.00817991j -0.00060172-0.00308167j -0.00333428+0.00240593j -0.00725786+0.000530538j -0.00288636-0.00194796j 0.00148622+0.00566963j -0.00420451-0.00381097j -0.00246945+0.00806964j 0.00171476-0.00494128j 0.0088903+0.0020917j -0.000442318-0.00243415j 0.000553083-0.000574318j -0.00134251-0.00329346j 0.000820766-0.00280061j 0.00328434+0.00281955j -0.0054837+0.00902287j 0.00540075-0.00243444j -0.000849777+0.00646772j -0.000789611-0.00182589j 0.0058764+0.00208159j -1.91618e-05+0.00175766j 0.00538386+0.000870876j 0.00385977+0.00112832j -0.00234868-0.00165691j -0.00379339-0.00369673j -0.00048356+0.00240482j -0.00224431-0.00342424j 0.0063059-0.00223551j -0.00579384-0.00149392j -0.00667199+0.00109747j 0.0025299+0.00346937j 0.00268247+0.00359521j 0.00635663-0.00853653j 0.00421488+0.00400769j 0.00397943-0.00329899j -0.00383609+0.00550539j 0.00747473+0.00125165j -0.00265444+0.00553727j 0.00778364+0.00773382j -0.00250031-0.000373383j -4.67632e-05-0.00476011j 0.00181372-0.00455234j -0.000451743+0.00559264j -0.00314698+0.00559557j 0.00137754-0.00288695j -0.00198459+0.00136634j 0.00257973+0.00270461j 0.00013122-0.00114084j -0.00602862-0.00184503j -0.00276866+5.92102e-05j -0.00142643+0.00155457j -0.00595162+0.00198994j 0.0191339+0.000590437j 0.00756983-0.00268795j 0.00718231-0.000892694j -0.000895479-0.00488352j 0.00107194+0.00196663j 0.00268852-0.00278763j 0.000247131-0.00165416j -0.000226095+0.00100777j 
0.00535375-0.00515176j 0.000936041+0.000356199j 0.00184278+0.000993934j -0.00259925-0.00348704j 0.00379676+0.00148322j -0.00199646+0.00192936j 0.00425771-0.00471987j 0.00239127+0.00104556j 0.00329708-0.00398297j -0.00126247-0.00592999j 0.000609412+0.00218812j 0.000788449-0.000773006j -0.00287861-0.00166235j -0.00727437-0.00397959j 0.0017741+0.00439431j -0.000758142+0.00389495j 0.00503024+0.0038611j 0.00337978-0.0015687j 0.00106512-0.002231j -0.000442778+0.0027306j 0.00348458-0.00601273j -9.9553e-05+0.00181005j 0.00744906-0.00527066j -0.00579606-0.0038071j -0.00229706-0.00284476j -0.00650295+0.000380276j -0.00162337-0.0056907j -0.0035231-0.00616849j -0.0034654-0.000205824j -0.000790056-0.00804964j -0.00524141-0.00432099j 0.00061757-0.00127301j 0.000876837+0.00267613j 0.00066421+0.00145706j -0.00248632-0.000638044j -0.00402461-0.00389782j -0.00357155+0.00456208j -0.00333867+0.00113418j -0.00335012+0.00176345j -0.00151177+9.70511e-05j 0.000247757+0.00641526j 0.00056103+0.00762906j -0.00190439-0.00382401j 0.00960258+0.00135375j -0.00434589-0.00136642j 0.00482781-0.00446029j -0.00347056+0.00710712j -0.00415233+0.00443284j -0.00256452+0.00788262j 0.00339196+0.00205712j -0.00365044-0.00122183j -0.00165394+0.00180829j -0.000231239-0.0033041j 0.00331114+1.46554e-05j -0.00213336-0.00119636j 0.00166743+0.00340996j -0.00586428+0.00642396j -0.00282226-0.00371259j -0.000685596-0.0015266j 0.00180569+0.00131431j -0.00042218+0.000634057j -0.00199436-0.0019191j -0.001504-0.000106917j 0.000991823-0.00262079j 0.00113549+0.00924947j -0.00545567+0.00635573j -0.00297122+0.00324382j -0.00372551+0.00164424j 0.000129356+0.0029595j 0.00540363+0.0058501j 0.00382589+0.0016785j -0.00524871-0.00590669j 0.00384253-0.00268427j -0.00492321+0.00674366j 0.00126932+0.000635166j 0.00259641-0.000968795j -0.00426381-0.00415143j -0.00468055-0.00423479j -0.00426421-0.000686978j 0.00211867-0.000120007j -0.00615345+0.00302838j 0.00189665-0.000149438j 0.000179054-0.000143716j -0.00346556+0.00148908j -0.000189639+0.00231095j -0.00484471+0.0027079j -0.00513203+0.00172418j -0.00321238+0.00106842j 0.00766129+0.00183717j 0.0033782-3.19509e-05j -0.000609603-0.00235013j -0.00223995+0.00147545j 0.00429736-0.00539745j 0.00262713-0.00285027j 0.0015632+0.00225371j 
-0.000132666+0.00368376j -0.00118033-0.00586924j -0.00737356+0.00734805j 0.00342543+0.00305061j 0.000489049-0.000771981j 0.000328354+0.00291736j 0.0132413-0.00124031j 0.00246145+0.000297912j 0.00346106+0.00940143j 0.00422659-0.0059105j 0.000389932-0.00415614j 0.0132028-0.00852278j -0.0077677+0.000916287j 0.00566819+0.00255428j 0.00833503+0.00194344j 0.000403161-0.00146043j 0.00102706+0.00362771j 0.00023161+0.00420257j 0.00349853-0.00158993j -0.00216673-0.00216379j -0.000389933+0.00198462j 0.00359003+0.00304763j -0.00341449+0.00208367j -0.00103916-0.00320397j -0.00451255-1.81265e-05j 0.00164303+0.00370807j 0.00275085+0.00109674j 0.00204107-0.0018699j 0.000208468-0.00335466j 0.00220492-0.0032443j 0.000675886-0.00337206j -0.000719181+0.00158172j 0.000491198-0.0024951j -0.00146355-0.00375349j 0.00106261+0.000316985j -0.000834819+0.0043137j 0.000861605+0.00403966j -0.00267625-0.00269259j -0.00119907+0.0030005j -0.000144994+0.00288902j 0.00368536-0.00253062j -0.00279987-0.00331194j -0.00141092+0.00212374j -0.00369168-0.00403476j 0.000371102+0.000857294j -0.000877275+0.000827236j -0.000526626-5.64235e-05j -0.0045132+0.00195826j -0.00625349-0.00186563j 0.00120368+0.000762409j -0.00391018-0.000693043j -0.00316751-0.0056347j -0.00352862-0.00230403j 0.00286444+0.000184979j 0.00129117+0.0026736j -0.0008917-0.000544347j -0.0035277-0.00189958j 0.000372825-0.000476021j 0.00274716-0.00461906j -0.00228517-0.00256864j 0.00534524+0.00497167j -0.000496921-4.58544e-05j 0.000349361+0.00146792j -0.00518369-0.00239872j 0.00440053+0.00393087j 0.0033116+0.00191483j -0.000429485+0.0016938j 0.00159748+0.00211094j -0.000484486+0.00094057j 0.00336805-0.00291445j 0.000849651-0.00109957j 0.000794086-0.000157269j -0.00380941+0.000323032j 0.00118918-0.00191086j -0.00154344-0.00413852j 0.000185007-0.00524747j -0.00284781+0.00185844j -0.00140192-0.00523815j 0.000998218-0.00207486j -0.00161944-0.00189547j -0.0020888+0.00157137j -0.00027683-0.00132545j -0.00356368-0.000528548j -0.00077694-0.00627006j 0.00654917+0.00618333j -0.00125378-0.00215019j -0.000609215+0.000357781j 0.00173906-0.00366894j 0.000495209+7.76282e-05j 0.00173113+0.00544078j 0.00290457+0.00267684j 0.00416487-0.00359505j -0.004287+0.000331787j 0.00341912+0.00279173j -0.00246206+0.00227654j 
