-0.0124683-0.00180878j -0.00205777+0.0115305j -0.000411339+0.0143044j 0.0103883-0.00432653j 0.00255089-0.00314136j 0.00992706+0.00487407j -0.0106484-0.00142121j 0.00462014-0.00668276j 0.0024481-0.00310343j 0.000174227+0.00329189j 0.0043784+0.00377544j -0.00403535-0.000570178j 0.00618094+0.000971116j -0.0166535+0.0110812j 0.00759433-0.00884917j -0.0083225+0.000685711j 0.00473558+0.00517085j -0.00554194+0.010311j 0.00040067+0.0141585j -0.00567294+0.00524042j -0.000976079+0.0012966j -0.00617526+0.00566253j -0.00134755-0.00144357j 0.0037827-0.00332727j 0.00508127+0.00678715j -0.00339388-0.00017437j 0.00138163+0.00746665j 0.000876394+0.00498279j -0.00544329+0.00388163j -0.00385768+0.00345016j 0.00192614+0.00468403j -0.00388838+0.0030047j -0.00119677-0.00330557j -0.00138827-0.00164481j 0.0109386-0.0139624j -0.00845567-0.0031707j 0.00439203+0.00230063j 0.0148091+0.0110252j 0.00719833-0.0118645j -0.00259005+0.00475414j 0.00400014-0.00285266j 0.0132805-0.0199326j 0.00851678+0.00179593j 0.0359866+0.0172621j -0.0291778+0.000541861j 0.0236221-0.0176205j 0.00490525+0.00257065j 0.00277667-0.00285323j 0.0176023+0.026314j 0.00349682+0.0411019j 0.00189385-0.00412838j -0.00318103-0.000908077j -0.0030519-0.00426066j -0.0106525+0.00333278j 0.0154072-0.00979904j 0.00561208-0.00603358j 0.0150004-0.00322894j -0.00615549+0.0121553j -0.00960479+0.00686717j -0.00145807+0.0155122j 0.00241633-0.0130359j -0.0054093-0.00252797j -0.0011777+0.00443911j 0.00317485+0.0192404j -0.00149375+0.0153626j 0.00388322+0.0275431j -0.0135526-0.0136454j -0.0294096-0.0591766j 0.0590053-0.0324353j 
0.000315302-0.00122868j 0.00137548-0.00081455j -0.00134319+0.00232289j -0.00103288-0.000753947j -0.00214321-0.00916128j 0.00235685+0.0024394j -0.00150998-0.0110106j 0.000886428+0.0130908j -0.00306665+0.00128593j 0.00420952+0.0028342j 0.00137474+0.000794341j -0.00485935-0.00390166j -0.00236344-0.00346254j 0.00511015-0.00131513j 0.00136031+0.00328566j 0.00735598+0.0139293j -0.00709194+0.00747206j 0.00252129+0.005061j -0.000753899-0.00929106j 0.00835757-0.00809035j 0.0055493+0.00502567j 0.00158385+0.00342403j 0.000421311+0.0157377j 0.0131082+0.00498014j -0.0135798+0.0234712j 0.0110149+0.0020826j 0.0133571-0.00159557j 0.00377123-0.0196426j -0.0172444-0.00686586j 0.00793287-0.000586021j 0.00395867+0.00684596j 0.00180881-0.0110848j -0.00629591+0.0197064j 0.000427536+0.0189467j -0.00506527+0.0116686j -0.0221538-0.023709j 0.00104133+0.0107399j -0.0154405+0.0116838j -0.0205249+0.00964576j -0.0023208-0.0056657j -0.00409824-0.013578j -0.00399573-0.00567781j 0.000300126-0.00420799j -0.00532061+0.00631567j -0.00357891+0.00512349j 0.00663261+0.00348985j -0.00489655-0.0192768j -0.00897074+0.00366945j 0.00159178-0.00334425j -0.00188756+0.000391357j 0.00161336-0.000859292j -0.00238938-0.00443535j 0.000186249-0.0140599j -0.00128762+0.00697174j -0.00286053-0.00639554j -0.00423008+0.00136791j 0.00152246+0.00579103j -0.000265765+0.0143239j 0.00289484-0.0025873j -0.00241787+0.0106776j -0.0033753+0.00631577j 0.00150094-0.00114683j 0.00392068-0.00975794j -0.00248151+0.000651364j 0.00283894-0.00357649j -0.00248953-0.0129507j 0.00216317-0.00804102j -0.00130089+0.00209466j -0.00194394+0.000544314j 
-0.00895674+0.00699234j -0.00502995-0.0131639j -0.00298262+0.00200247j 0.00309938-0.00333041j -0.00173033-0.00558851j 0.00795658-0.00922742j -0.00254092+0.00680157j 0.00121146+0.00629881j 0.00102338+0.0179905j -0.00231639-0.0132313j -0.0056052-0.00868148j 0.00273982-0.0261024j 0.0087293+0.00386395j -0.00366933-0.0165684j 0.00545029+0.00231979j 0.00119867-0.00874058j 0.00461046+0.00485824j 0.0110054-0.00745652j -0.0131376-0.00124911j -0.00870813+0.00395707j 0.0139833-0.00242819j -0.00534459-0.0128592j -0.0056846+0.00149564j -0.0127573+0.000159918j -0.0155466-0.0100962j 0.00110368+0.00463281j -0.00892981-0.00309558j -0.00807969+0.00253123j -0.0156699+0.0103349j 0.0024075+0.000305581j 0.000832809-0.0077553j 0.0106212-0.00125538j 0.00303767-0.00894559j 0.00469011-0.00626077j -0.0068137-0.0020285j -0.00401386+0.0103334j -0.00057073-0.0104247j -0.0151414-0.0146211j -0.000464539+0.00189031j 0.00332894+0.00812456j -0.00648875-0.00434943j -0.00350464+0.00965717j 0.00438663-0.00545421j -0.00278618+0.00342736j 0.00053629-0.00518653j -0.0109203+0.00143112j -0.000842559-0.0124623j -0.00481924-0.0127114j 0.00245345-0.00869021j 0.00888619-0.0127941j 0.0025803+0.00174412j -0.00453281-0.00734981j 0.00507285-0.00133352j -0.0119588-0.00506159j 0.0072827+0.0162625j -0.00141705+0.00666068j 0.0159856+0.000710894j -0.00731306-0.00428163j -0.0062164+0.00474606j 0.00308442+0.000393057j 0.00589391-0.00205355j -0.00358968+0.000837983j -0.00277916+0.00117915j 0.000125611-0.00260261j 0.00126671-0.00252649j -0.00468041-0.00420726j 0.012706+0.0106322j 0.00642864-0.00950296j 0.00764476+0.0040387j 
-0.0018264+0.000846394j 0.000889081+0.00221536j -0.0010443+0.002763j -0.000364166-0.00366931j 0.00202371-9.92435e-05j 0.00372834-0.00265351j -0.00133963+0.00563886j 0.00300762+0.00911591j -0.000577722+0.00979155j 0.00414449-0.00638839j -0.00154276-0.00559226j 0.00625278-0.00498198j 0.00225942+0.00310196j -0.00635049-0.00573578j -0.0011607-0.00013391j -0.000406309-0.00417337j 0.00265425-0.000641548j 0.00240352-0.000566774j -0.000253087-0.00387823j 0.00749844-0.0102472j 0.00192896-0.00126506j -0.00157543-0.00365388j -0.00192796+0.00764475j 0.00419936-0.0044373j -0.0209515-0.0044991j 0.00901631+0.00131739j 0.0165339-0.00541728j 0.00873907+0.00372017j 0.0411594+0.00506715j -0.00611534-0.00139371j -0.00529017-0.00138103j -0.00438214+0.00491677j 0.017897-0.0110396j 0.0103426-0.0032047j 0.0117828+0.0060296j -0.0141686+0.000749368j 0.0142566-0.00153829j -0.00400012+0.00241978j -0.00599704-0.0159443j -0.00373468-0.00968611j -0.0111203-0.0138723j 0.00193078+0.0123472j -0.00287041-0.00109244j -0.00276473+0.00800975j -0.00507593-0.013266j -0.00127102-0.00406576j 0.00340996+0.0119409j 0.000882072+0.00591787j 0.00323565-0.00855777j 0.00082343+0.00797255j 0.00086514+0.00190122j -0.00195159+0.0162956j -0.000907835+0.0028706j -0.00465052-0.00965418j 0.00477132-0.00886245j 0.00193345-0.02921j 0.00426668+0.0122361j -0.00455388+0.00858793j -0.00264219-0.00216006j 0.00266189-0.00135224j -0.000521193+0.00328939j 0.00123029+0.00170619j -0.00200034-0.00222745j 0.00305617-0.00498234j 0.000378134-0.007585j 0.00181014-0.00557134j -0.000204321+0.00072974j -0.000702293-0.00425554j 0.00299379+0.00446712j 
0.00317747-0.00279162j -0.00302174-0.00217829j -0.00635596+0.00198813j -0.00489283-0.0125241j -0.000522954+0.00217282j -0.00236143+0.00310203j 0.0042309+0.00269737j 0.00520457-0.0150008j -0.00235274-0.0169881j -0.00406387+0.00424178j 0.00193647-0.0230132j -0.000970543-0.00524207j -0.000417763+0.0241288j -0.00246288+0.0163237j 0.000297222-0.00481841j 0.00121617+0.00380138j 0.00445106-0.00312618j -0.00184779-0.0189864j -0.00153145+0.0035378j 0.00567804+0.0118852j 0.00450526-0.00579344j 0.000829041+0.00513806j 0.00692804-0.0166619j 0.00516509-0.0009501j -0.00484214-0.00147909j 0.00422615-0.00446487j 0.00500337-0.00176689j 0.00293252+0.00690076j 0.0033136+0.00454385j -0.00210783+0.00119197j 0.000934182-0.004539j -0.000755124+0.00575294j -0.000326342-0.0055718j -8.53755e-06+0.00117761j 0.0107728+0.00556279j -0.00886845+0.0087568j -0.00488823-0.000539526j -0.0083609-0.00505767j -0.00650034-0.00796965j 0.00178701-0.0081125j -0.00155165+0.00579154j -0.00604855+0.00139432j -0.00589508-0.0112716j -0.0045774-0.0105953j 0.00525437+0.0238487j 0.00222513-0.00848644j -0.00127175-0.0118658j -0.00425314-0.00352824j -0.00252615-0.0112856j -0.00528081-0.0159981j -0.00088056-0.00023156j 0.000553668+0.00794436j -0.00107471+0.00211893j 0.0110523+0.00561922j -0.010506-0.0127895j -0.000372164-0.00082344j -0.00828527-0.00369419j 0.00359545+0.00784537j 0.00282785-0.00314968j -0.00898147+0.00534538j 0.00304544-0.00294292j 0.00227436+0.000254597j 0.00295164-0.00551826j -0.0105892+0.00929963j 0.00326428-0.0042375j 0.00105078+0.00178645j 0.0115787-0.0057092j 0.00715613+0.00837302j -0.00540262-0.0109036j 
0.00109483-0.000272819j -0.00337542-0.00189026j -0.000429373-0.00227248j 0.00960823-0.00727007j 0.00122696+0.00580377j 0.00258959+0.00908661j 0.00546219+0.00295642j -0.00258813+0.0146571j 0.00416018+0.000930947j 0.00964296+0.00657998j -0.00152149-0.0210372j 0.000725125+0.0336251j 0.00581097+0.015106j -0.00264584-0.0163844j 0.00440849+0.0116818j 0.000104703-0.00418795j 0.00114557+0.0267747j -0.00184643-0.00334353j -0.0134166-0.000981351j -0.00204415+0.00130511j -0.00159967+0.00627825j 0.00143061-0.00718485j 0.00985001-0.000376478j -0.0112191+0.00543043j -0.00325499+0.00619319j 0.00122573-0.00561407j -0.00221159-0.00439546j -0.00781479-0.00458998j 0.00171779-4.79171e-05j -0.00123435-0.00222816j -0.00565091-0.00156955j -0.0119034+0.00049588j -0.00898718-0.00427553j -0.00599582-0.00439326j -0.00563722+0.00114114j 0.000500483+0.00947672j 0.0076931+0.000680075j 0.0128887-0.0047883j 0.00237353-0.00636227j 0.0043232+0.00571825j -0.000991706+0.00958179j -0.0113741+0.00225963j -0.00113798-0.00877656j 0.000636186+0.00299275j -0.00375265-0.00358735j 0.00408184+0.0163189j 0.00345406-0.00451397j -0.00621713-0.00281267j 0.00744826+0.00214142j 0.0136262-0.0101563j -0.00174987+0.00221757j -0.00252864+0.000803375j -0.000302919+0.000580486j 0.00816814+0.0125745j -0.00458158+0.00249971j 0.00138392+0.00213442j 0.0107958-0.00169066j -0.00182039-0.00239597j 0.0032585+0.000570547j 2.94897e-05-0.00365848j 0.000525617-0.00238716j 0.00158077+0.000697923j -0.00409217+0.00535205j 0.006002+0.00184964j -0.0112358-0.00170982j -0.0268242+0.00297351j -0.0116357-0.011531j -0.00412787+0.00424814j -0.00128582+0.00429519j 
-0.00275081-0.000372841j 0.000178512-0.00714012j 0.00758072+0.00333658j -0.0075604-0.0087466j -0.0127711-0.00639819j -0.00120533+0.00146064j 0.00872711+0.000226009j -0.00493198-0.0169104j 0.00167051+0.00724902j 0.00602586-0.0037222j 0.00907657-0.0104156j 0.00227098+0.00443504j 0.00917353+0.00817533j 0.00519233-0.0117936j 0.00256438+0.00186606j -0.00573943-0.0102236j 0.00604175+0.00132854j -0.0172053+0.019233j -0.00690521+0.0057554j 0.00978779-0.00783149j -8.14009e-05+0.00829175j -0.0143553+0.00712843j 0.0042466+0.00604287j 2.06713e-05+0.00123218j 0.000675447+0.00669502j -0.000348013+0.00165225j -0.00776444+0.00764433j 0.00158161+0.00564101j -0.0027993-0.00819172j 0.00237774+0.00446098j -0.00168313+0.00903002j -0.0187008+0.00665538j -0.00399845+0.00495913j 0.00143346+0.00442739j 0.00640468+0.0032917j 0.0209901-0.00407564j 0.029345+0.00372446j -0.00275713+0.00729375j -0.0119394-0.0033491j 0.000101931-0.00442839j 0.0135276+0.00622496j -0.0124364+0.00136184j -0.0184446-0.00470209j -0.00459468+0.0136559j 0.0156279-0.00580014j -0.00598276+0.00377392j -0.00794367+0.00204226j -0.0101003-0.000210194j 0.0118958-0.00572854j 0.00410722+0.0120762j -0.00347127+0.00243198j 0.00724641-0.00596426j -0.00582294+0.00395485j 0.0218079+0.00174378j -0.0207223-0.00806214j -0.00151575+0.00761407j -0.0151798-0.012393j 0.0236409+0.00417718j 0.0115049+0.00847518j -0.0072717+0.00120488j -0.00844674+0.00969549j 0.00799405-0.00318556j -0.00898213-0.00572058j 0.0277831-0.00362124j 0.00673557+0.0296833j -0.00114962-0.00675065j -0.0161479-0.0105811j -0.00201517-0.0182561j -0.0113257-0.00477417j 
-0.00154015-0.000939928j -0.00298297+0.00298932j 0.00855005+0.00551052j -0.0042464+0.00877793j -0.0148328-0.00288281j 0.00201579+0.00561353j 0.0126162+0.0078074j 0.00275772-0.0119325j 0.00438667+0.00257394j 0.00925543+0.00821706j -0.00713678-0.0123171j 0.0066749+0.00717846j 0.0118744+0.00376632j -0.0116728-0.0314913j 0.00210425+0.00714701j 0.0116673+0.00432884j 0.00390276-0.0105466j -0.00181283+0.0237616j 0.00338935+0.00459741j 0.00405231-0.0149622j 0.00620822-0.0033081j -0.00558788-0.00799909j -0.00937683-0.00830267j 0.00699809+0.0199337j 0.0106304+0.00940282j 0.004168+0.00869884j 0.001857-0.00093501j 0.000794059+0.00181324j 0.00370241+0.00462222j 0.00533184-0.00554546j 0.00511429-0.00233531j -0.00585647-0.00653534j 0.00743986+0.0015336j -0.0057728+0.0135673j -0.019811-0.00226246j -0.00130908+0.00105878j -0.00284783-0.00282421j 0.00578917-0.013201j 0.00114831-0.0018957j -0.00845076-0.0114421j 0.00226991+0.000213204j 0.00019301-0.00482607j 0.0042502-0.0011308j 0.00358393-0.00696839j -0.00100709+0.00632386j -0.00298063-0.0144349j -0.00707111+0.00224579j 0.00379275-0.0026024j -0.00292987-0.0142614j 0.0124959-0.0109185j 0.00189484+0.00585413j -0.00240909+0.00260489j 0.00476682+0.00784424j -0.00351511+0.00843645j -0.00286961-0.0051685j -0.00627474+0.0118024j 0.00159687+0.00440423j 0.00959813+0.00544933j 0.0148453+0.00983385j 0.00834773-0.00846703j -0.00116946-0.00118264j -0.00182225+0.00709887j 6.02122e-05+0.00134721j -0.00340859+0.000590201j 0.0160301+0.0181436j 0.0122692+0.00308063j 0.00219818+0.00833401j -0.00209994+0.0123236j -0.00765687+0.00176587j 
0.00256363+0.00184728j 0.00085546+0.0051198j -7.51159e-05-0.008079j -0.00551186-6.02375e-05j 0.00873572+0.00747968j 0.000253621+0.00336986j -0.00670192-0.00267883j 0.0107071-0.0159745j -0.00609678-0.00437569j -0.00940971-0.00440222j 0.0240952-0.0234824j -0.00141559-0.0158999j 0.00584803-0.00257729j 0.0220581+0.001767j -7.2285e-05-0.0104182j -0.0124315-0.00720692j -0.00145696-0.00277286j -0.0368586+0.00633419j -0.0109897-0.0113891j 0.00671673-0.00703953j -3.31026e-05+0.00335347j -0.00987669+0.0188015j -0.00531683-0.00357314j -0.00443514+0.00376707j 0.00522415+0.00881967j 0.00378797+0.00743894j 0.00115694+0.00616167j -0.00102091-0.00685842j 0.00355193-0.016061j 0.00270045+0.00689501j -0.00323628+0.00241999j 0.00266282+0.00996995j -0.0030279+0.0045727j 0.006238+0.0104554j -0.011901-0.00811434j -0.00158807-0.0103782j 0.0140991-0.00781879j 0.0190745-0.0029415j -0.000306315+0.00574547j -0.00417767-0.00146205j 0.0117032-0.00556107j 0.0134987+0.0101237j 0.00190619+0.0135399j 0.0180732-0.0194089j -0.00550054-2.1507e-05j 0.00612658-0.0129134j -0.00206067-0.00178599j 0.00725253-0.00239805j -0.000117504-0.0015446j 0.00431107-0.00633384j -0.00303009+0.00251431j 0.000255+0.00414592j -0.00117884+0.00726478j -0.00514212-0.00330011j 0.00926787+0.0132861j -0.00779715-0.0057589j -0.0038382+0.00493087j -0.0108991-0.00387344j 0.00585132-0.0184718j 0.0104347+0.0100335j 0.00244938-0.0080461j -0.00311758-0.00355504j -0.000860687+0.0264058j 0.0100244-0.0122221j 0.0177882-0.0140776j -0.00375636+0.0162297j -0.00641774+0.0161153j -0.00287144+0.00789045j 0.00523755+0.0032295j 
0.0035058+0.00241001j 0.00266289-0.00207945j -0.001125-0.00451335j -0.000102585-0.00663037j 0.0081114+0.0106219j -0.00111341+0.0046765j -0.00968133+0.00281306j 0.000790827-0.00373011j -0.000970678-0.0113661j -0.005162-0.00804501j -0.000907944+0.011835j 0.00376459+0.00744281j 0.00486166+0.00847638j -0.00614299+0.00758488j -0.00320964-0.00180964j -0.0129623-0.0148182j 0.00676945-0.0130153j 0.00300728-0.0127163j 0.000409357-0.00610992j -0.00961728-0.010451j 0.0078845-0.00733712j 0.00128817-0.0017156j 0.00521379-0.00267166j 0.00582995-0.00099261j 0.000579131-0.00257943j -0.00211371+0.0113673j 0.00531212+0.00583605j 0.00293459+0.00350941j -0.00180304+0.0299234j 0.00917615+0.000960765j 0.00533794-0.000557379j 0.00700682-0.00777971j 0.00725081+0.0219198j 0.0131882+0.0138718j -0.019633-0.0177594j -0.00408377-0.0180712j 6.26301e-05-0.00289375j 0.0103615+0.0182046j -0.0168749+0.0134777j -0.00733385-0.0100763j 0.00936613-0.00428145j 0.00637221+0.0121958j -0.0016818+0.00495185j 0.00493715+0.00062815j -0.00690258-0.0131412j -0.00206848+0.00885977j -9.79218e-05+0.000772952j -0.00511972-0.00793472j 0.00165428-0.00602809j 0.0147276+0.00692659j 0.00199396-0.00269555j 0.00239974-0.00175207j 0.00278471+0.00392026j -0.00075258+0.0168866j 0.00928622-0.0059271j -0.00120323-0.00437623j 0.00433471-0.00424471j -0.00143874+0.00353567j 0.00317914+0.00111121j 0.0143129+0.00417702j -0.0116226+0.00335107j -9.14641e-05-0.00110444j 0.017466+0.0173031j 0.0144337-0.0244576j 0.0174822+0.0102371j -0.00920671-0.000540186j -0.00527928-0.0030527j -0.00816371-0.00345983j 0.000260482-0.000714038j 
-0.00277314+0.00145473j 0.00201762+0.00148677j 0.0025724-0.0042343j -0.00227503+0.00236515j -0.000726701+0.000829292j -0.00517465+0.0017579j 0.00678156-0.00635087j 0.00811451-0.00941856j -0.00353873+0.00163057j -0.00662342+0.0121277j 0.0197017-0.0227813j -0.00377177+0.00314918j 0.00290505-0.00923726j 0.013841-0.00897129j -0.00450468-0.00250593j 0.00788344+0.00856426j -0.0123524+0.0115912j -0.00341144+0.0185873j -0.00105348-0.000964173j 0.00947383+0.0060755j -0.000871987-0.00496736j -0.00610197+0.00960527j -0.00992775-0.00471531j -0.00887207-0.0109701j -0.000829132-0.00960782j 0.00501379-0.00534498j 0.000964344+0.00434253j 0.000323236+0.0169397j -0.000994504+0.0452414j -0.00654195-0.00641944j -0.00146051-0.00107496j 0.000210645-0.00123437j -0.00076023+0.0124428j -0.00256679-0.00177249j 0.00953604+0.00852771j -0.0036606+0.00953887j -0.0046827-0.00210621j -0.0148387-0.00673336j 0.00369832+0.00353837j 0.00690979-2.41245e-06j -0.003004-0.0114358j 0.00553127-0.0092302j 0.00315508+0.000788985j -0.00274264-0.00579763j 0.00764957+3.82374e-05j -0.00040028-0.00952749j 0.00058201+0.00590128j 0.00593396+0.00559597j -0.00740194+0.00578028j -0.0208762+0.0047885j 0.0004981+0.00113677j 0.00272824+0.000945505j 0.00164066-0.00201991j -0.00631571-0.0150077j 0.000982205+0.00568976j -0.00316831-0.0035413j -0.00411005+0.00884065j -0.00748021-0.00193072j -0.00688347-0.00349954j -0.000713225+0.0023475j 0.00740241-0.00028471j -0.00428905+0.00266103j -0.00365773-0.00733746j -0.00714019+0.00490887j -0.00341396-0.0140115j 0.00948843+0.0011613j 0.013143+0.0080796j 0.00804531-0.00180052j 0.00115042-0.00461634j 
0.001069-0.00219912j -0.00927436+0.00133591j -0.00500844-0.00763142j -0.00435606-0.000189292j 0.000109479+0.00944167j 0.00302597-0.00198935j -0.0141467-0.00611495j -0.00593655+0.0171692j -0.000742492+0.00400458j 0.00679025-0.00622503j 0.00702999+0.0135229j -0.00609028-0.00235781j 0.0151547+0.00523779j 0.0158019+0.00403502j -0.00882548-0.000665441j -0.000730185-0.0181261j 0.0178599+0.00488063j -0.0267498-0.033649j -0.00630825-0.00849315j 0.0100569-0.00134593j -0.0140027+0.00974048j -0.00236995-0.00994111j 0.00589752-0.00127605j 0.0109169+0.00390584j 0.00830788+0.00208814j -0.0051493-0.0039748j 9.03932e-05+0.00213823j -0.00541917+0.00136706j -0.00114904+0.0136523j -0.00400827-0.00444834j -0.0029983-0.00829646j -0.00828296-0.00125166j -0.0101294+0.00487738j -0.00619646+0.0140805j 0.0086592+0.0171338j 0.0157378+0.0117798j 0.0293233+0.0114807j 0.00912959+0.00299029j -0.00164836-0.00414362j -0.0087123-0.0109117j 0.00986226+0.0173282j -0.00924808+0.000252792j 0.00221666-0.0103828j 0.0160577+0.00431041j -0.00266463+0.0123696j 0.00833962-6.06598e-05j -0.00226354+0.000574137j -0.00530075-0.00117997j 0.025003-0.00621895j 0.0227068-0.0305962j -0.00509571+0.00219267j -0.00183073+0.00527539j -0.00718085+0.00587875j 0.0118629-0.00580696j -0.0162899+0.0132364j -0.00120756+0.00439171j -0.0188504+1.88022e-05j 0.0152572-0.00798814j 0.015711+0.00022691j -0.0105056-0.000147985j 0.000901007-0.00205333j 0.00148506+0.000399344j -0.0235836+0.000400633j 0.0032815+0.0124144j -0.00449653+0.0148846j -0.00670048+0.00430307j -0.0306615+0.00444424j -0.00856852+0.00665472j 0.00494408+0.0168499j 
0.00607582+0.000370358j -0.00209841-0.00176938j 0.00038711-0.00631351j -0.000655627+0.00381124j -0.00248105-0.000877072j 0.00851884+0.00198009j 0.00305832+0.008068j -0.00070286+0.00599831j 0.000822177+0.000148973j 0.00265092+0.0109614j -0.00224267-0.00711194j -0.00626125-0.00358414j 0.0190694-0.00444636j -0.00774525+0.00127699j 0.00245938-0.0043571j 0.0188709+0.011412j 0.0104728+0.0088965j 0.00348243-0.00333772j -0.00334162-0.0193897j 0.00443331+0.0143909j -0.000761425-0.00318399j -0.00550411+0.0122984j 0.0143697-0.0100537j 0.0218256-0.0128747j 0.0150552-0.00863136j -0.00548532+0.00311027j 0.00453098-0.0116664j 0.00500483-0.0126577j 0.00436146-0.00130714j 0.0117755-0.00583767j 0.00773468-0.00462536j 0.00727891-0.0101779j 0.0104916-0.0129958j -0.00079572-0.0219207j -0.0271838-0.011512j 0.00723517+0.00216096j -7.05257e-05+0.00648632j 0.00474571-0.0168195j 0.0109293+0.0294718j -0.0219414-0.00351583j 0.00528968-0.0204793j 0.00871766-0.00451546j 0.00653629-0.00492563j 0.013737-0.00409351j -0.00159154-0.00337946j -0.00372011+0.00292081j -0.00601136+0.0100062j -0.0047317+0.00569274j 0.00375264+0.0143574j 0.000195055-0.000679339j 0.00183098+6.60725e-05j 0.00938735+0.0096691j 0.00970629-0.0146699j 0.000675909-0.00344562j -0.0180734+0.00484943j 0.0132972+0.00431525j -0.0004399+0.00965742j 0.0145341+0.00206185j 0.024491+0.00161926j 0.00345331-0.00213871j -0.0137865+0.00944913j 0.0030787+0.000449129j 0.000143835-0.0173618j -0.0139391-0.0103746j 0.0277856-0.00388658j -0.00298782-0.00810905j -0.0102325+0.0023278j 0.00108668+0.000110236j -0.00538215+0.00151555j 
0.00129776+0.00327035j 0.00261775+0.00368134j 0.00651648+0.00290991j 0.0060483+0.00150655j 0.00148465-0.0069129j 0.0148225-0.0103166j 0.00842417+0.0154413j 0.00786051+0.00182757j 0.00966949+0.0053737j -0.00236057+0.0126591j -0.0234346+0.000674784j 0.014792+0.00381313j 0.00485146-0.0107117j -0.0174344-0.00213654j 0.000955619-0.00146046j -0.00796139+0.0103381j 0.0211592+0.00492234j -0.00454343+0.0165863j -0.0149559-0.00406585j 0.00319976+0.00677745j 0.00528347+0.0176261j 0.000131013+0.00915742j -0.00935416+0.000450492j -0.0137072-0.0327137j -0.00152845-0.014393j -0.00179729+0.00149248j 0.00675368-0.00467418j -0.00933721-0.00262989j -0.00471705+0.00228943j -0.000540315+0.00189723j -0.00188494+0.00349117j 0.00218704-0.0173683j -0.00193603+0.00636745j -0.0069308+0.00719826j 0.00556064-0.00827524j 0.013654-0.00844645j 0.0255228+0.021152j 0.00601178+0.0169772j 0.0157732+0.00368937j 0.0022227+0.000708568j 0.00305926+0.00259462j 0.013917+0.0176742j 0.00526486+0.0033068j 0.0205228-0.00990394j -0.00446228-0.00407586j 0.00223709-0.00427073j -0.00361127-0.00263369j 0.0190554-0.00178973j 0.00319168-0.00581405j 0.00498099+0.0188078j 0.000812374+0.00200148j -0.0108882-0.00969643j 0.00344691+0.00359335j -0.0254104-0.0218212j 0.0091203+0.00419187j -0.000821688-0.00688364j 0.00667714-0.014039j -0.0154152-0.0068618j 4.08149e-05-0.0151444j -0.00562523-0.00804016j 0.00899228-0.00605372j -0.00254175+0.00168706j -0.0222743+0.0153352j 0.00352682+0.00516861j 0.00331606-0.004761j -0.0063432-0.00421649j 0.0045132+0.00640458j -0.00591356+0.000730456j 0.0152201+0.0050406j 
-0.00424776-0.00128255j 0.000121076-0.0036806j 0.00686993-0.00568419j 0.00385138+0.00704203j -0.0011358+0.00520512j -0.00379654+0.00592679j -0.00855446-0.00281881j -0.00548801-0.0150522j -0.0129908+0.0018222j -0.000928314+0.014459j 0.0144675-0.00183427j 0.00623234+0.00421735j 0.00245729+0.0214939j 0.0018505-0.00623856j -0.0081749+0.0103725j 0.00418676-0.0163282j 0.00252245-0.00330062j 0.00512766+0.000358434j 0.00180471-0.0151754j 0.00244584-0.00371973j 0.000310233+0.0126503j -0.00606315+0.00130621j -0.0156221-0.00326067j 0.000346772-0.00163443j 0.00619696-0.000229802j -0.00918292-0.00423017j 0.00433706-0.00220623j 0.0113012+0.00251199j 0.000380125-0.00447437j -0.0031001+0.00409199j 0.00517197+5.49576e-05j 0.00429305+0.00415666j -0.00219252-0.00294504j 0.00677427+0.00954195j -0.000458268-0.0207499j -0.00269933-0.00754177j -0.0114369+0.012557j -0.00321256+0.0214652j -0.00603757-0.0118892j -0.0102487-0.0150687j 0.00930249+0.0189072j -0.000976446-0.00963195j 0.00691589-0.00388757j -0.00172853+0.027942j 0.0134344-0.0127157j -0.0171664+0.0225282j -0.00323935-0.00619726j 0.00144961-0.0120326j 0.0056825+0.0155762j 0.0307578+0.00774744j 0.000264092+0.00411203j -0.000177811-0.000656542j 0.00488883-0.00482408j -0.00402043-0.00971731j -0.0139185+0.00999676j -0.0108251-0.0166196j -0.017362+0.00963968j -0.00430656-0.0116964j -0.0116272+0.0108282j -0.000685233+0.00317893j -0.00485766-0.0028846j -0.00428531+0.00110241j 0.00738971+0.00288242j -0.00325147-0.0131547j -0.00717338-0.00652085j 0.00851503+0.00207437j -0.0108108-0.00228137j -0.0226687-0.0213022j -0.00347914+0.00159921j 
