-0.0124683-0.00180878j -0.00205777+0.0115305j -0.000411339+0.0143044j 0.0103883-0.00432653j 0.00255089-0.00314136j 0.00992706+0.00487407j -0.0106484-0.00142121j 0.00462014-0.00668276j 0.0024481-0.00310343j 0.000174227+0.00329189j 0.0043784+0.00377544j -0.00403535-0.000570178j 0.00618094+0.000971116j -0.0166535+0.0110812j 0.00759433-0.00884917j -0.0083225+0.000685711j 0.00473558+0.00517085j -0.00554194+0.010311j 0.00040067+0.0141585j -0.00567294+0.00524042j -0.000976079+0.0012966j -0.00617526+0.00566253j -0.00134755-0.00144357j 0.0037827-0.00332727j 0.00508127+0.00678715j -0.00339388-0.00017437j 0.00138163+0.00746665j 0.000876394+0.00498279j -0.00544329+0.00388163j -0.00385768+0.00345016j 0.00192614+0.00468403j -0.00388838+0.0030047j -0.00119677-0.00330557j -0.00138827-0.00164481j 0.0109386-0.0139624j -0.00845567-0.0031707j 0.00439203+0.00230063j 0.0148091+0.0110252j 0.00719833-0.0118645j -0.00259005+0.00475414j 0.00400014-0.00285266j 0.0132805-0.0199326j 0.00851678+0.00179593j 0.0359866+0.0172621j -0.0291778+0.000541861j 0.0236221-0.0176205j 0.00490525+0.00257065j 0.00277667-0.00285323j 0.0176023+0.026314j 0.00349682+0.0411019j 0.00189385-0.00412838j -0.00318103-0.000908077j -0.0030519-0.00426066j -0.0106525+0.00333278j 0.0154072-0.00979904j 0.00561208-0.00603358j 0.0150004-0.00322894j -0.00615549+0.0121553j -0.00960479+0.00686717j -0.00145807+0.0155122j 0.00241633-0.0130359j -0.0054093-0.00252797j -0.0011777+0.00443911j 0.00317485+0.0192404j -0.00149375+0.0153626j 0.00388322+0.0275431j -0.0135526-0.0136454j -0.0294096-0.0591766j 0.0590053-0.0324353j 
-0.000906629+0.013821j -0.0295366+0.00530044j -0.00407303+0.00397633j -0.00697536+0.0107427j -0.00658906+0.0142625j 0.0132824+0.020968j -0.0152747-0.00261544j -0.0256679+0.0150883j 0.0175879+0.00901361j -0.0252002+0.012681j -0.00407128+0.00276403j 0.00648056-0.0123066j -0.00343777-0.00440836j 0.00807981-0.00699322j 0.0128793-0.0102634j 0.014716-0.00459031j -0.000776531-0.00971275j 0.0107019-0.00680781j 0.00749428+0.000953971j 0.00693522-0.0147063j 0.0188543+0.00677052j 0.01836-0.0123096j -0.00257697-0.0146348j -0.0307456+0.0211048j -0.00844859+0.0119476j 0.000576818-0.00756069j 0.00484523-0.00226606j -0.011186-0.00859742j 0.00439062-0.00224555j 0.0034419-0.00778664j -0.00936274-0.00666344j -0.00478436-0.0059967j -0.00350758+0.000106825j 0.0109018+0.00173883j -0.0132462+0.00953572j 0.0108028-0.00533004j -0.00195685+0.00476282j -0.00403259-0.0023806j -0.0109841-0.00390656j -0.00725824-0.014818j 0.00246165-0.0080801j -0.00455367-0.00859768j -0.00487694+0.0137937j -0.00399989-0.00102874j -0.00553354+0.0092286j 0.0124923-0.0299157j 0.0106017-0.00522779j 0.00416104+0.00986818j -0.00176785+0.00193884j 0.00441849-0.0106774j -0.000135149+0.00318396j -0.00202415-0.000986687j -0.00369968+0.0089027j 0.00952601-0.042696j -0.00430309+0.0300528j 0.00211365-0.00174424j -0.00638824+0.00876171j 0.00742339-0.0166845j 0.0105271-0.0101325j 0.00598043-0.0019477j -0.0044281+0.00933696j 0.00293104-0.00202902j 0.00240727+0.00826278j -0.000566463+0.00227348j -0.000984151-0.00152147j -0.000562577-0.0104127j -0.00674527+0.0106122j 0.00506572-0.00611506j -0.000727579+0.00181361j 
0.00461714-0.00303701j 0.00639381+0.00260229j 0.00918637-0.0303223j 0.0190231+0.00672912j -0.00863721-0.0135876j -0.00265107-0.0269916j -0.00708573-4.61925e-05j 0.0123287-0.00144523j 0.0189333+0.00724332j 0.0209183+0.0129111j 0.00448969-0.00329358j -0.00626784-0.00184763j 0.00331186-0.000208264j -0.00935677+0.00216307j -0.00645696+0.0018935j -0.00648008+0.00482924j 0.000689117-0.00466613j -0.0129592+0.00852492j 0.00243151-0.00538603j -0.00111074+0.00234914j 0.00449847-0.00658408j -0.0103105-0.0140949j -0.0263453+0.00364471j -0.00118292-0.00540057j 0.00962875-0.0122967j -0.004983+0.0120297j 0.0185198-0.00628057j 0.00101855-0.0198652j 0.00217383-0.00553216j -0.0060291-0.00965491j -0.00737206-0.0146299j 0.02954+0.0384041j -0.00823991+0.0168481j 0.00519117+0.00787671j 0.0111223-0.00124333j 0.0118664-0.0136798j -0.00472777-0.00494878j -0.00545799+0.012837j -0.0079543-2.84388e-05j -0.00446124+0.0139012j 0.00339501+0.0045741j -0.00373817+0.0094944j 0.0100046-0.0222623j -0.00121206+0.0111033j 0.00178576+0.00802971j -0.00224031+0.017425j 0.0131465+0.00382317j 0.00530366+0.0121889j -0.0040167-0.00358206j -0.0134455+0.00996652j 0.00270816-0.00292397j -0.000102116+0.0163581j 0.00497168+0.00324156j -0.0262235+0.0485028j 0.0153766-0.00131547j 0.00170771+0.0136175j 0.00786753-0.0173438j -0.00629115+0.00824275j -0.0147805-0.00795269j 0.00455315+0.00698262j -0.000758814-0.0108508j -0.00250486-0.00260245j -0.00589261-0.0189108j -0.00246968-0.0116047j 0.00150703+0.0116399j -0.0068616+0.00624014j 0.0122225-0.0106202j -0.00817515+0.00757376j 0.00463755+0.000548519j 
-0.00790468+0.00888544j -0.00127009-0.00487338j -0.00225274-0.00147573j -0.00738249+0.00538697j 0.0130137-0.00865431j 0.00879521-0.00604046j -0.0129242-0.00152508j -0.00708756+0.00442544j -0.018235+0.00904655j -0.011769-0.00493333j -0.00542671+0.0139011j 0.00564729-0.00344441j 0.00569592-0.0138338j -0.00729306-0.000287019j 0.00648133-0.00202004j -0.000459678-0.000374402j -0.0074069-0.000915894j 0.000299553+0.0077711j 0.0171306+0.00265873j 0.0103927+0.0220004j -0.00987271+0.00177965j -0.00218716+0.0127167j 0.00643065+0.0032807j 0.00233201+0.0141154j -0.00793393+0.0319068j 0.00812201+0.00641376j -0.0159097+0.0113548j -0.00725882-0.00926623j 0.0018053-0.00800403j -0.00465646+0.00475684j -0.00723308+0.0124072j -0.0129502+0.00439718j -0.0152966+0.0191565j -0.010739+0.00390467j -0.000842055+0.0044761j 0.00429428-0.00272815j 0.0107378+0.019266j -0.00576521+0.0134829j 0.00560011+0.014343j 0.00455574+0.00899222j 0.00302404+0.00883149j 0.00287388+0.000650411j -0.00254749-0.00785786j 0.000377154-0.0025937j -0.00190379+0.000994196j -0.00351567+0.00299824j -0.000429161+0.012375j -0.000985217-0.0014209j 0.00260747-0.000990625j 0.00123697+0.00160736j 0.00100487-0.00307813j 0.0187974-0.0160273j 0.00611195-0.00319282j 0.0164414+0.00708487j 0.0137071-0.016784j 0.00581197+0.00108992j -0.00964698-0.000186414j 0.00745274+0.00649832j -0.0136506+0.0132315j 0.00833865+0.00345267j -0.0123914+0.00459643j -0.00110848+0.00104568j -0.0134438+0.00511447j -0.011407+0.00786933j 0.00863804-0.00266042j 0.00119722+0.00161618j -0.00268003-0.000268843j 0.00336861+0.000546653j 0.000129144-0.002579j 
-0.000874313-0.0112265j 0.00636021-0.00555745j -0.00442316-0.00652028j 0.00867806-0.00891477j -0.00583945+0.00443744j -0.00538274+0.0113227j 0.0231596+0.00431931j -0.00594529+0.00685684j -0.0124639-0.0181553j -0.000152165+0.00342624j -0.00258113-0.00208146j 0.00216704-0.00342089j -0.000737773+0.0185601j 0.00171861-0.000680095j -0.00349807+0.00779794j -5.67732e-06+0.00524377j 0.0055595+0.005062j -0.00011181+0.000711882j -0.00962357-0.0180655j -0.00709284-0.0238601j 0.00421798+0.0131163j -0.00562195+0.00702411j 0.00621981+0.0185948j 0.00102182-0.0183261j -0.0164858-0.0190394j -0.00650595-0.0174624j -0.00924908-0.00478721j 0.0150459+0.0208062j -0.00815722-0.0157112j 0.0033939-0.00157263j 0.00535429+2.11801e-05j 0.000971262-0.0202455j 0.0102776-0.000282218j -0.00527019+0.0235794j 0.00245473+0.0182877j -0.00039254-0.0164735j -0.00268068-0.0076457j 0.00516101+0.0125553j -0.00130641-0.00109587j -0.00546791+0.0110661j -0.00927664-0.00799958j -0.000752253-0.00444505j -0.0133854+0.00542268j -0.00273667-0.00993073j 0.00139865+0.00975885j -0.000574718-0.0110785j 0.0145822-0.00739712j 0.00177332-0.000287769j -0.00138303-0.0054163j 0.00548514+0.000935967j 0.000197314+0.00112166j -0.00345569+0.00811092j -0.00110284-0.0111675j -0.00231627-0.0205932j 0.0146513+0.0166821j 0.0059041-0.001536j -0.00552127+0.00268896j -6.02304e-06-0.00502404j -0.0110115-0.01682j 0.0090323-0.00317971j -0.00621158-0.0165489j -0.00101478+0.00281935j -0.00991901-0.0162416j -0.00443198-0.0110254j 0.00566322+0.0105368j -0.00533413-0.000725931j 0.000471822+0.0105175j -0.00163591-0.0011993j 0.00129619+0.00541599j 
-0.0125277+0.00230298j -0.00125288-0.0103938j 0.00841777+0.00975218j 0.00717398+0.000299428j 0.0112779+0.00298408j 0.00226455-0.0144981j 0.00607324+0.0125878j -0.000215772-0.0123085j -0.013781+0.00121522j -0.00437553+0.00104336j -0.00942327+0.00988886j 0.000269594-0.00398416j 0.00218642-0.00460889j 0.0115127+0.00715811j 0.00640557+0.00582538j 0.00701482+0.00100555j 0.00855949+0.00217888j 0.00525392+0.00379953j -0.00913914+0.018042j -0.00530646-0.00189748j -0.00579427+0.00286601j -0.00950982+0.0272615j 0.0134114+0.00366897j 0.00458251+0.0077395j 0.00491169+0.00234053j 0.00890991+0.00338513j -0.00839314-0.00641806j 0.000737-0.00598387j 0.000465935-0.00543312j -0.00241387+0.00840556j -0.00116449+0.0132161j -0.0144415-0.0116241j -0.0067524+0.0160082j 0.00144412-0.00371401j -0.00429233-0.010985j -0.0132461-0.0171322j -0.0114929+0.0168981j 0.00574826+0.0142921j -0.00386606+0.0174875j -0.000801149-0.00530434j -0.00815115-0.0118609j 0.0108528-0.00423608j -0.0116913-0.00337614j -0.00583915-0.00231322j -0.000530197-0.00420564j -0.00203585+0.00312367j 0.00768471-0.000269061j 0.00526062-0.00176539j 0.0173606+0.000172464j -0.000465883+0.00468412j 0.000244305-0.000331739j -0.00639139+0.00065735j 0.0181688-0.000804011j 0.00736291+0.00942214j -0.00683919-0.00912008j 0.0149242+0.00417062j -0.0109822-0.00716212j 7.86839e-05+0.00947311j 0.0209493+0.0122976j -2.05164e-05+0.00102294j 0.0302291+0.00733671j -0.00669509+6.6445e-05j 0.022538+0.00864373j 0.0134743+0.00361522j -0.020175-0.00794237j -0.000320153-0.0022781j -0.00279678-0.00610886j 0.00241136+0.0029347j -0.00134065-0.0040339j 
0.0120748-0.00987546j 0.0122603+0.0107996j -0.00685001-0.0199468j -0.00387401+0.0290778j -0.0108487-0.00367075j -0.00943759+0.00804279j 0.00845682-0.00768823j 0.0181193+0.00532016j -0.00110582+0.00394548j 0.00966799-0.0123177j -0.0125433+0.00904574j 0.00197158-0.00266261j 0.00336076-0.00250216j -0.0115151-0.00350155j -0.00062343+0.000700077j -0.00993363-0.00891173j -0.00717316+0.00421738j -0.0179337+0.00923175j 0.0031419-0.0163099j 0.00299503-0.012825j -0.00278601-0.00756686j 0.00589357-0.0311458j -0.00896456-0.0216831j -0.00452139+0.00631255j -0.00561616-0.00910587j -0.00948531-0.0145597j 0.0024291+0.00254736j 0.00180031-0.0240952j 0.00112225-0.00184932j 0.000371968-0.00285012j -0.00487723-0.00487509j 0.0202996+0.0320684j 0.00120938+0.012647j 0.0029688-0.00116816j 0.00315509+0.0202346j 0.00883591+0.0171299j -0.00631013+0.00943047j -0.00688192-0.0169815j -0.00934756+7.56865e-05j -0.00136379-0.0107271j -0.0110434-0.0112354j -0.0044643+0.00480743j -0.00574941+0.00598193j 0.00356239-0.00554354j -0.000665671+0.00844334j -0.0027858-0.00376717j 0.00433872-0.0181211j -0.000733739-0.00259769j 0.00124472+0.00594382j -0.00846541-0.0130525j 0.000439114+0.000610076j -0.0103849-0.00370711j -0.0025111+0.00421674j -0.0165007-0.0230018j 0.00330057-0.00509717j 0.00119252-0.00635313j 0.00198304+0.0109105j -0.00743604-0.00847805j 0.00581186+0.012615j 0.000272312+0.00362394j 0.0211348+0.0331425j -0.00603696-0.00960507j 0.0131071+0.0150834j 0.0114279+0.0149468j 0.000450838-0.0125491j 0.00254559+0.00364481j -0.00318943+0.0112283j -0.00468887-0.00280349j 0.00334044+0.00902057j 
-0.000406602+0.00412393j 0.00178421-0.00320331j -0.00322034+0.0246597j -0.0172363-0.00696241j -0.00184751-0.00512051j 0.00701238+0.00838439j 0.00610343+0.00621563j -0.0182317-0.00997825j -0.011717-0.00539194j -0.0117102-0.00630072j -0.00256401-0.00101108j 0.0101233+0.00767934j -0.00187596-0.00471584j 0.000635571+0.00180465j -0.00228066-0.00394561j -0.00237745-0.00383716j 0.0167154+0.00818948j -0.00452633-0.0104241j 0.00273359+0.0129412j -0.00561607+0.00867602j -0.0120779+0.007208j -0.00060891+0.0122058j 0.00156342+0.00783571j -0.0019714-0.0110483j -0.00715836+0.00619753j -0.00228866+0.00266377j -0.00423852+0.0040855j 0.0248784+0.0098085j 0.00728447+0.00330993j 0.00742609+0.00596116j 0.0153646+0.0148579j -0.0147884-0.0308477j -0.018132-0.00990806j -0.0224034-0.0177284j 0.00569612+0.00105999j 0.0203742+0.0110291j 0.00956719+0.00183008j -0.00908846-0.00375041j -0.00972168-0.0138935j -0.00356609-0.016978j 0.0105565+0.000515102j 0.00960959+0.000631974j -0.00221363-0.00378815j 0.00346599+0.00152696j -0.000331786-0.00570566j 0.00406622-0.00294968j -0.0109983+0.0147927j -0.00920097+0.00249274j 0.0125355+0.0073632j 0.00216815+0.00381044j -0.000489747+0.00168623j -0.0020362+0.00113445j -0.00519662+0.00271112j 0.00519546-0.00539674j -0.0135279+0.0137826j -0.00850914+0.00792732j 0.00467314-0.0096586j 0.00431384+0.00850275j 0.0164478-0.00859498j -0.000382916+0.00636749j 0.00850324-0.0175056j -0.000729372+0.00477038j 0.0182004-0.00472442j 0.00716654-0.00177228j -0.00790109+0.000282838j 0.00829744-0.00629202j -0.00104241+0.00134397j 0.00435223-0.00355135j -0.00276859-0.00323553j 
-0.0021163+0.0106751j -0.00140078+0.00151209j -0.0160512+0.0056298j -0.000941727-0.0264069j -0.0457385-0.0120036j -0.00636846+0.00531522j 0.00303016-0.00854167j -0.00771943-0.00217244j -0.0166671-0.00122921j 0.0121358+0.00823408j 0.0213073+0.00371994j -0.00831288+0.000466769j 0.000307613+0.00132386j -0.010158-0.0066087j -0.00388752-0.00642215j -0.00563925-0.0131768j 0.0227022-0.00278922j -0.00813895-0.00416333j 0.00638228-0.00211341j 0.00154799+0.00700122j 0.0137934+0.00418347j 0.00120727+0.00988754j -0.0109872+0.0180468j -0.0356158-0.0172183j -0.0115412+0.0116078j -0.0194504+0.00877366j 0.0182281-0.00371563j 0.021028+0.0212892j -0.0180977-0.00431127j 0.00560897+0.010584j 0.0158371+0.033128j 0.0276127-0.00523062j 0.0171443+0.0108355j 0.00949104-0.0133706j 0.0397784+0.024148j 0.0181149+0.0141444j 0.0134984+0.0174067j 0.00499184+0.00126272j -0.0117007-0.0183768j 0.00227049-0.010837j 0.0248563+0.00819859j 0.0135387+0.0073182j -0.0173938-0.00345581j -0.000938871+0.0129784j 0.0101369+0.0141949j 0.00507824-0.00140395j 0.00905233-0.0199321j 0.000813161+0.0245339j 0.0100584+0.0160501j -0.00616196-0.00761259j 0.000148054-0.000406527j -0.00242659-0.00542172j -0.00950538+0.0177891j -0.0132628-0.00491574j 0.00312192-0.00239781j -0.000379963-0.00388488j 0.00721605-0.00117402j 0.00675351-0.00634161j -0.00312079+0.00680764j 0.0161445+0.00313444j 0.0041354+0.0212286j -0.00586034-0.00535402j 0.000854935+0.020891j -0.00536355+0.0103686j 0.013653-0.00164514j 0.00201717+0.00708024j 0.00346172-0.00518986j -0.00349879+5.92693e-05j 0.00141937-0.00278678j 
0.000190991+0.000195429j -0.00100059+0.00808366j -0.0165402+0.00188284j -0.0167395+0.0271642j 0.00734677-0.0167407j 0.0228231-0.00971014j 0.00362163-0.00773502j -0.0331258+0.00258879j -0.0116296+0.0143366j 0.00521993+0.0045808j 0.0135814-0.0167866j -0.00282334+0.0015051j -0.0131516-0.0161887j 0.000925768-0.000563243j -0.00716468-0.0230913j 0.000137621+0.00459525j 0.0247668-0.0177054j 0.00775513-0.00035487j 0.000715692-0.00656349j 0.00672434-0.0027333j 0.021665-0.0129357j 0.00208609-0.0201832j 0.0128904-0.00243837j -0.0205788+0.00342515j -0.00240978+0.00916011j 0.00896603-0.000876211j -0.00545637+0.0052861j 0.0217979-0.026199j -0.00999734+0.0044717j 0.00667305-0.0066034j 0.0157936-0.00546551j -0.0242244+0.00530018j 0.0061142+0.00259015j 0.0014133-0.000646808j 0.0067173+0.00951976j 0.00467366-0.00626232j 0.00170897-0.00241032j -0.0011707+0.00676231j -0.000294924-0.0101741j 0.01299+0.00147136j 0.0284912+0.00833675j 0.000772593+0.0030057j 0.000716089-0.00198398j 0.00133144+0.0134021j 0.00535219+0.00043491j -0.0013261-0.00146209j 0.00715002-0.0190073j 0.00553334-0.00160632j -0.00180464-0.000900886j 0.00370045+0.00694791j 0.00126941+0.0014145j -0.0025376+0.015297j 0.00475784+0.00445368j -0.0120886+0.00832321j 0.00356391+0.00629074j -0.0076934-0.00312177j 0.00375118-0.000250686j -0.00351703+0.00235191j -0.0116543-0.0054608j 0.00501786+0.00246369j -0.00764585-0.0117898j 0.000573632+0.00326647j -0.00743929-0.0090424j -0.00542669-0.00292598j 0.00433546+0.00648374j -0.00282488+0.0029792j 0.00438506+0.00101092j -0.000945307-0.00202906j -0.00169864+0.000542655j 
-0.0123325-0.00438039j 0.00190739-0.0163801j 0.00100241-0.0181575j 0.00591024-0.00175434j -0.0038151-0.00672474j 0.0167282-0.0115521j -0.00181021+0.00746515j -0.0245834-0.0058095j -0.0110849+0.00372475j -0.00731927+0.000678034j 0.0155431+0.0129142j -0.00634083+0.00424727j -0.00182128+0.0130748j 0.00334403-0.00264723j 0.00847865+0.0124952j -0.00967898-0.00853159j 0.0195257+0.00744491j 0.00757358+0.00619485j 0.00174094-1.12137e-05j -0.0115608+0.00209904j 0.00539645-0.00661408j -0.00440145+0.00372703j -0.0154464-0.00244681j -0.00867816-0.00290213j -0.0119889-0.0343282j -0.000149307-0.00928705j -0.00477775-0.0137982j -0.000622518+0.00960716j -0.00401236-0.000884176j 0.00443499+0.0110182j 0.0122469+0.00838018j 0.00298446+0.0284151j 0.0146887+0.0162628j -0.00973771-0.0140076j 0.00988844-0.00701226j 0.00591156+0.0104739j 0.0101647+0.0127009j -0.0120051-0.00499864j 0.00474747+0.0109096j -0.0140303+0.0178363j -0.000308667+0.00894472j 0.00865764-0.00220877j 0.00120281+0.0094146j -0.00530322+0.00383442j 0.00103638+0.000278786j -0.00584425+0.0108629j -0.00809155-0.0118569j 0.00851163-0.00127357j 0.0144589-0.015935j -0.00765113+0.00724996j 0.00144217-0.000843657j -0.0108142+0.0225264j 0.0140591-0.0154279j -0.0226311+0.0222979j -0.00508977-0.00742526j -0.00167621-0.00771481j 0.00266224-0.00160128j -0.00472067+0.0114837j 0.0215139-0.0159783j 0.00447716+0.00256642j 0.0374792-0.0222719j -0.0082335+0.00340258j 0.027776-0.0248182j 0.0188717-0.0183057j -0.0203036+0.0145379j -0.00226997+0.000388327j 0.00605116-0.0053934j -0.0044686+0.00558068j 0.00422222-0.000459728j 
0.0170493+0.00694241j 0.00074822+0.0175692j 0.00905601+0.0149789j -0.0127611+0.00163948j -0.00521693-0.0254812j -0.00516334-0.00833874j 0.00956699+0.00031549j -0.000519773-0.00892584j 0.0164262+0.0122942j 0.0190182-0.00134282j 0.000630104-0.00504269j -0.00486773+0.00433534j -0.0120309-0.0297113j -0.00162915+0.00479193j -0.0187382-0.0209439j -0.00059546+0.00156547j -0.00735062+0.0025653j -0.00684584-0.000849355j 0.00486475+0.00308629j -0.00625537+0.00704003j -0.00482589-0.00548281j 0.002334-0.00874198j -0.00850226-0.00767646j 0.0163293-0.00432686j 0.0179956+0.0247477j 0.000650539+0.00723549j 0.0100958+0.024855j 0.00338592-0.0368209j 0.00031067-0.00134161j 0.006035+0.00291669j 0.0152272+0.00466485j -0.0015165-0.0125141j -0.00220832+0.0181053j -0.013024+0.0089403j 0.00500912+0.00597267j 0.00328325+0.000631166j 0.0189436+0.0043117j 0.00940021+0.00155455j -0.00618682-0.00245935j -0.020495+0.0012882j -0.010241+0.0221861j 0.00271974+0.00150948j -0.00487686+0.00718219j 0.00586261+0.0141371j 0.00277346-0.00702029j 0.00413202+0.00966599j 0.00894002-0.0152822j -0.00167241-0.00412623j -0.00109737-0.000924216j 0.00407264+0.0078534j -0.00110032+0.00143069j -0.00901857+0.0171519j -0.00529493-0.00561426j 0.00520237+0.0106941j -0.00307643-0.00903777j 0.0106646-0.0067306j -0.0062479-0.00115644j 0.00627276+0.0114069j 0.00897065-0.00420411j 0.00325372+0.000771693j -0.00443769-0.0212741j 0.00229016+0.00625782j 0.0153195-0.0115926j 0.0106195-0.00434136j -0.00915997+0.00792205j 0.00625066+9.04305e-05j 0.00150965-0.00496205j 0.00308241-0.00264491j -0.00263028-0.00630156j 
-0.0060576+0.0149862j -0.0106696-0.00756805j 0.00568728+0.00295672j 0.010974-0.0224725j -0.00714238-0.00765854j -0.00381854-0.00925824j -0.00681033+0.0126905j -0.00746142+0.00110996j 0.0104311+0.0187116j 0.0172274+0.00259434j -0.0181032+0.00182612j 0.0103078+0.00351343j 0.00830434-0.00665134j -0.0109062-0.00630679j 0.0028628+0.00904294j 0.00117989-0.00689242j -0.00239816+0.0227255j -0.0153633-0.0173435j 0.0126041+0.0061093j 0.00494098-0.00615489j -0.0159936-0.010947j -0.00379605+0.0273106j 0.00529151-0.00437454j -0.00611934-0.00539492j -0.00411775+0.0167212j -9.97917e-06-0.00452026j -0.000101738+0.0182057j 0.0116685+0.0240453j 0.00194129+0.00467534j -0.000927885+0.00753165j -0.00665864+0.0122013j 0.00883748-0.00856604j -0.016919-0.0124196j 0.00653501-0.00108401j 0.00252265+0.000879395j 0.00927364+0.00543991j 0.00481138-0.00557095j -0.000771065+0.00684353j -0.00288762-0.0142195j 0.0145019+0.0263304j 0.0128483+0.0185381j 0.000925301+0.00150512j 0.00427815+0.00245698j 0.00321991+0.00621933j -0.00503793-0.00165915j 0.00565069+0.00860576j -0.0106518-0.0138266j 0.00248056-0.00610602j -0.004861+0.00739896j -0.00537182-0.0016758j 0.00144356-0.000529907j 0.00725086+0.0133048j 0.00738212-0.0142013j 0.0104188+0.00886686j -0.00756654-0.0283906j -0.000132984-0.00654373j -0.000778426-0.00311192j 0.00424075+0.0164719j -0.00858556+0.0170797j 0.00584607-0.00151234j -0.0122947-0.00180424j 0.00122627+0.00290462j -0.00597033+0.00330477j -0.00719332-0.00116151j 0.00876453+0.00183947j 0.00622617+0.00472532j -0.00266605-0.00926986j 0.00248939+0.00553899j 7.70137e-05-0.00686457j 
-0.0132209-0.0113928j 0.00467676-0.0134035j -0.014414+0.0134357j -0.0117268+0.0143522j -0.0130808+0.017447j 0.0363992+0.0122042j -0.00479747-0.0134076j -0.00506634+0.0019169j 0.0105056+0.00776384j -0.00430647-0.0260298j 0.0125853+0.000325156j -0.00107033+0.00121245j 0.020306+0.0130209j 0.00240997+0.012002j 0.0151987+0.0174031j -0.00166435+0.00712824j 0.0119461-0.00776318j 0.0059388+0.0173301j -0.0127041-0.0179317j -0.00162332+0.000599888j 0.0157779+0.00237426j -0.00274996+0.00865933j 0.00493138-0.00341998j -0.0295951+0.0136569j -0.0104964+0.000963451j -0.00880103+0.00522338j 0.0111992+0.00722566j 0.0116797-0.0156091j -0.00294444+0.00729203j 0.00344207+0.00371046j 0.00958035-0.00251858j 0.00925514-0.0126974j 0.00470677+0.0081569j 0.000449047-0.00657244j 0.014461-0.0166623j 0.00735319-0.00472949j -0.00589239-0.0113482j -0.0101815-0.0137694j 0.00136699+0.00888801j 0.00895443+0.00639691j 0.0101191+0.0113445j 0.00292545-0.000221952j 0.00105923+0.00977595j -0.00419968-0.0076643j 0.00639813+0.00355426j -0.00557011-0.00476357j 0.00630057+0.0188711j -0.0035238-0.00906453j -0.00213591-0.0188557j -0.00275578+0.0117731j -0.0010163-0.00128566j 0.00157453+0.00658764j -0.0081869-0.0232631j -0.0109056-0.00186824j 0.0144321+0.0111765j -0.00157473-1.58107e-05j 0.0078496+0.00765268j -0.0097182-0.00836238j -0.0164949-0.0248105j -0.00230965-0.00911893j 0.00828889-0.0134183j -0.00282267+0.00290922j -0.00376111-0.0235222j -0.0105898-0.0128365j 0.00846536+0.00687186j -0.000755722-0.00122402j 0.00225675+9.33819e-05j -0.00401746+0.00135221j -0.00214938+0.00357765j 
-0.0135105-0.0298308j 0.0235866-0.0245796j 0.000707437-0.0203541j -0.0338866-0.00258251j 0.0128997-0.0350048j 0.032775-0.0189047j -0.0300363-0.0017801j -0.0059722-0.0144496j -0.0324565-0.00947642j -0.0131887-0.0126332j -0.00666934+0.00502754j -0.00175192+0.00677047j 0.0117966+0.0193926j -0.00550033+0.0146726j -0.0036469+0.0219932j 0.00407915+0.00859406j -0.0117018+0.0155739j 0.011538+0.0215483j -0.0155816-0.025352j -0.00652397-0.0103296j 0.0126582-0.0088677j -0.0123358-0.0135024j -0.0001435+0.0124627j -0.004897-0.0402115j -0.0126211-0.0441019j 8.66497e-07-0.00598375j -0.0114654-0.00654088j 0.00931155-0.0026237j -0.0018432-0.00988828j -0.00960562+0.0047214j -0.0103169-0.00838366j -0.021311+0.0393985j -0.0189013+0.0175822j 0.00234697+0.0205242j 0.00797829+0.00475863j -0.00194446+0.00603923j -0.00211245-0.00140859j -0.00932915+0.00100596j 0.0124859-0.00294753j -0.000448095+0.0100275j 0.00185901-0.0070382j -0.002613+0.0158877j 0.00868096-0.0113616j -0.00237779-0.00260944j 0.00167051+0.000503078j -0.00336249+0.0227611j 0.00238959-0.0135304j 0.00440627+0.00775711j -0.0108+0.010616j 0.00459518-0.00270741j 0.000134637+0.000293487j -0.000922792+0.00513008j -0.00303672+0.00363715j -0.0113652+0.0298181j 0.0174823-0.0236846j -0.00378356+0.0052076j 0.004111-0.00852715j -0.00763037+0.00653595j -0.0150054+0.0173949j -0.00209148+0.000213303j -0.0242805+0.02056j 0.00495433-0.00609426j -0.0101299+0.00876059j 0.00237389+0.00173124j 0.00158617-0.00218745j -0.00182485+0.00887742j 0.0124295-0.0110873j -0.00789917+0.00583418j 0.00618028+0.00174075j 
