-0.00476234+0.00573029j 0.0041589+0.0065888j 0.00459105-0.00192948j -0.00207116-0.00553848j 0.00347033+0.00600083j 0.011868+0.00314461j -0.0029265-0.00727922j 0.00454581-0.0106907j -0.0119261+0.00694012j -0.00850362-0.00242166j -0.00353111+0.000339772j 0.00982047+0.00563376j 0.00679144-0.00346458j 0.00726288+0.00251629j -0.00806861-0.00783994j 0.000849084+0.0108257j -0.00446693-0.0114035j -0.0119748+0.00707631j 0.000857983-0.00128206j 0.000893461-0.0030842j 0.00604936+0.00871088j -0.000133707+0.00511379j -0.00674554+0.00688454j 0.0138115-0.0145329j -0.00466255-0.00926737j -0.00683491-0.0073665j -0.00114292+0.00893406j 0.00404168-0.00322129j -0.000420542+0.00619706j 0.0016828-0.00183774j 0.00645146+0.002317j -0.00946858-0.00284998j -0.0011473+0.00279085j 0.00667216-0.00183865j 0.00979496-0.00161322j 0.00750389+0.000326306j 0.00147581+0.000545988j -0.00483551+0.00385419j 0.00287898+0.00822306j -0.00023123+0.00644627j 0.00313673-0.00207832j 0.000623638-0.00499262j 0.000732922-0.00814481j -0.00633613+0.00439764j 0.00576966+0.0134377j -0.000579909+0.00521065j 0.00379914+0.0088307j -0.00114395-0.00363639j 0.000240876+0.00420765j -0.00672272-0.00381548j 0.00866856-0.00170298j -0.00140252-0.00117749j 0.00768724-0.0058013j -0.00702152-0.00212494j 0.0039372-0.00029918j 0.00099593+0.00304171j -0.00598402-0.00105697j 0.0019894+0.00194765j 0.00276948+0.000306354j 0.00550206-0.00418302j -0.00426009+0.00131429j 0.00139278-0.000719561j -0.00323349+0.00509195j -0.000758859-0.0047319j 0.00140642+0.00497884j -0.000264667+0.00160074j -0.00446312-0.00095093j -0.00163837-0.00527911j 0.000683965-0.00039252j 0.000317581+0.0037773j -0.00491077+0.000681069j -0.00062012-0.00238229j -0.000185193+0.000752555j -0.00228472-0.00786908j -0.00231237+0.000751958j -0.000216732-0.000202066j -0.00479307-0.00135797j -0.00377953-0.00104866j 0.0027332-0.0010486j -0.00471502-0.00268973j 0.00111833+0.000151739j 0.0017462-0.00461317j 0.00198316-0.00566648j 0.000373568-0.00134681j 0.00145684-0.0013238j -0.00277977+0.000531567j 0.000385891-0.00461559j -0.000221653-0.00152867j 0.00347944-0.00540972j -0.00289704-0.00199051j -0.00478137+0.00268736j 0.00739147+0.00022832j 0.00168327-0.00851764j 0.0170841-0.0121685j 0.00834411+0.0178475j 
-0.00226753+0.000123047j 0.00391609-0.0010316j 0.00357815+0.000873178j 0.00206211-0.00481279j -0.00576024+0.000737735j 0.00302886-0.0020562j -0.00355349+0.00473478j -0.00660083+0.0021963j -0.00461566+0.00308129j -0.00126331-0.00311536j 0.00839104-0.00065771j -0.00276941+0.010228j 0.0016613-0.0056967j 0.00390008-0.00937183j -0.00476904+0.00942042j 0.00130326+0.003171j 0.00433947-0.0039033j -5.31488e-05+0.00168391j -0.000210808-0.00123361j -0.00378964+0.00467303j 0.00120934+0.001386j -0.00280321-0.00484671j -0.00285126+0.000169851j -0.00476317+0.00628931j 0.00270932+0.00104477j -0.00375166+0.00345964j 0.0033107-0.00869561j 0.00414242+0.00375799j 0.00395493-0.00406417j -0.00792041+0.0043431j 0.00607306-0.00340496j -0.00321267+0.00228643j -0.00174182-0.000836911j 0.00516036-0.00483752j -0.00243864+0.00379558j 0.00187347+0.00178384j -0.00320724+0.00437652j 0.00421804-0.00317734j -0.00315129-0.00262923j 0.000515022+0.000583117j -0.00694859+0.00151506j -0.00359215-0.00574846j -2.06948e-05+0.00250944j 0.00268433-0.00340226j 0.00362021+0.000690878j -0.00522939-0.0017579j 0.00692375+3.10156e-05j 0.000554755-0.00128338j -0.00427063-0.000733288j -0.000977701+0.00179195j 0.000188859+0.0055769j 0.00301972+0.00265761j -0.00113678-0.00157217j -0.00415036-0.00503622j -0.00421066+0.0046894j 0.00372505-0.00657141j -0.00938111+0.00230328j -0.00331284+0.00209227j 0.0039349+0.00546724j 0.00358523-0.000751682j -0.000622372-0.00543217j -0.00406968+0.00278774j 0.000323473+0.00296347j -0.00347224-0.00109399j 0.00398832-0.00325201j 0.000642932+0.00153228j -0.00184712+0.00169736j -0.00519994+0.00512917j -0.00196857+0.000269423j 0.00155409-0.00183754j -0.00559773+0.00147914j 0.00345859+0.00186595j -0.00208941-0.000547752j -0.000995066+0.0024852j -0.00777283+0.00359607j 0.00189256-0.00420235j -0.00532863+0.00161257j -0.00569576+0.000968373j 0.00264362-0.00100205j 0.00137934+0.00240882j 0.000586542+0.00265557j 0.00158875+0.000486287j -0.00385312-0.0015335j 0.000499973-0.000227702j -0.00212282+5.28029e-05j 0.00328261-1.27437e-05j 0.0069844+0.0051455j 0.00622356-0.00362277j 0.0014163+0.00395112j -0.00121516-0.00367341j 0.000579138+0.00200604j -0.000909112-0.000701914j -0.00493355-0.003353j 9.25725e-05+0.00472014j 0.00210681+0.00490041j 
0.00130018-0.00282403j 0.00486609-0.00286674j 0.00361583-0.00374485j 0.00825479-0.00194917j -0.00134967+0.00270103j -0.0159708+0.008356j 0.00659915-0.00169789j -0.0111424+0.00210678j -0.000593448+0.00990997j 0.00256838-0.00396296j -0.00193911+0.000931666j 0.00530013-0.00381444j -0.00373116+0.0055738j 0.00356982-0.00190678j -0.00603129+0.00346789j 0.0097667-0.0030896j -0.00989635+0.00291988j -0.0113647+0.0010856j 0.0035862+0.000258781j -0.00174111-0.00141393j 0.00511909-0.00668621j -0.0044976+0.00481201j 0.000869285+0.00488353j 0.00498696+0.00469103j 0.00770167+0.00782013j 0.00346278+0.00115242j 0.0093272-0.000218355j -0.00122351+0.00605509j -0.00831246+0.00157651j -0.00382565-0.00556332j 0.000976176-0.00459172j 0.00281847-0.000518412j 0.00734528-0.00143411j -0.00326519-0.00199238j -0.000103784-0.00598038j -0.00588949+0.000761312j 0.000821253+0.00485546j -0.00604799-0.000196175j 0.00113907+0.0053229j 0.00600464-0.00463237j -0.00387547+0.00219419j -0.00366495+0.000119775j -0.00416056-0.00314751j -0.00204797+0.00415977j -0.00106119+0.00857975j -0.00294474-0.00239609j 0.00167774-0.000463004j 0.00253378+0.00440192j -0.0011773-0.000110573j 0.000128352-0.00318115j -0.000171045+0.0015043j -0.0081216+0.00645697j -0.00173268-0.00178529j -0.00169104+0.000658186j -0.00207341+0.00290763j 0.00277575-0.00430886j -0.00950385-0.00231556j 0.000158148-0.00308256j -0.00159595-0.00232112j -0.00726429+0.00032216j 0.00316924-0.00117877j 0.00337392-0.00160299j -0.00314172+0.000984074j -0.00242251-0.00161166j 0.00421444+0.00229053j -0.00439004-0.0025081j 0.00257497+0.000163753j 0.0101066-0.0050092j 0.000396083-0.00493451j 0.00204223+0.0041501j 0.00453534-0.00203313j -0.00771701-0.000444882j -0.00626464+9.97751e-05j -0.000484194+0.00429174j 0.00362424-0.00410325j 0.00216381+0.0077583j 0.00375573+0.000363252j 0.00527847-0.00404094j -0.00498465+0.00478363j -0.00478944-0.00238806j 0.000107237-0.00261902j 0.00226352+0.00778644j -0.00409047-0.00102391j -0.000471269+0.00123646j 0.00270834-0.00303325j -0.000923927-0.000282669j -0.00413489-0.000807416j 0.0010023+0.00348304j -0.00119638+0.00211328j -0.00206797+0.00353934j 0.000184074-0.0106367j -0.00712064-0.00177346j -0.00129392+0.00199272j -0.00320562-0.000390705j 0.00202682+0.00890512j 
0.00118056+0.00621141j -0.00469247-0.00167142j -0.00143702-0.00138542j 0.000979064-0.00645033j 0.00557262-0.000779128j 0.00358704-0.000292735j -0.00802037+0.00393617j 0.00457668+0.00508222j 0.00347759+0.00549022j 0.00500089+0.000410881j -0.00433716-0.000779056j 0.000563681-0.00158951j 0.0059842-0.000643498j -0.00085233-0.000479072j -0.00232643+0.00556034j 0.00164956-0.000633666j 0.000979534-0.00169635j 0.00449533-0.000804002j -0.00547849+0.00269166j 0.00428029-0.00313377j -0.00161573+0.00224493j -0.000538633-0.00228432j 0.0013696+0.00291643j 0.00480764+0.00362559j -0.00260853+0.00182849j 0.0014529+0.00479957j 0.00540397+0.00354398j -0.00867046+0.00339369j 0.00316323-0.000372136j -0.00785205-0.00554633j 0.00592732+0.00150519j -0.00367339-0.000489549j 0.00276178-0.00118858j 0.0133179+0.000311954j -0.000873876-0.00114595j -0.00251386+0.00031922j -0.00068793-0.00210702j 0.011842+0.00330749j -0.00511979-0.000533742j 0.00861631-0.000206044j -0.00878572-0.0056333j -0.000148012-0.00600095j 0.00344047-0.00086096j 0.00351482+0.00563798j -0.00785481+0.00379021j 0.00120745-0.00122392j -0.00642336+0.00282283j 0.000334132+0.00414295j -0.000303105-5.71879e-05j 0.00530121+0.00105517j -0.00483093-0.00778009j 0.0055906+0.00327812j -0.00362531+0.00563082j -0.00153644+0.00351796j -0.00399322+0.00354899j 0.00289821+0.000298687j 0.00358243+0.00236483j -0.00324326-0.00619902j -0.00414231+0.0060445j 0.00732379-0.00093951j 0.00147316-0.00264704j 0.0051945+0.00780917j -0.0020294+0.00599472j -0.000500897+0.00256171j -0.00220604+0.00270333j 0.00476372-0.00673546j -0.00344348+0.00107258j 0.00583605+0.00560149j 0.00467677+0.00342401j -0.0025105-0.00251352j -0.00234384+0.00619347j 0.00157528+0.00208723j -0.00128944-0.00333349j -0.00146138+0.00170591j -0.00011204-0.0096838j -0.00114327+0.00627324j 0.00463026+0.00487267j -0.00168156+0.00918146j -0.00320182+0.000381078j 0.0019361-0.00518187j -0.000361252+0.00470276j -0.00207499+4.86545e-05j 0.00254038+0.00737118j -0.00138028-0.00199415j -0.00267924-0.00539652j 0.00175246-0.000398839j -0.00283648-0.000126346j 0.00116281-0.00812457j -0.00135844-0.00644702j -0.00264312+0.00415297j 0.00420524+0.00367395j -0.00164711+0.00473113j 0.00100149-0.00319116j 0.00405442+0.0087584j -0.00102599+0.00602421j 
-0.00131515-0.00349324j -0.000936273+0.00233378j -0.000807655+0.00181839j -0.00388858+0.000473022j 0.00124746-0.00494484j 0.0149545-0.0141663j -0.00636955+0.00185668j 0.011038-0.00069547j 0.00781463-0.00512415j -0.0067954+0.00152832j 0.000246608-0.00739031j 0.00117847+0.0050372j -0.0070964+0.000988757j -0.00625899-0.00827857j 0.00185453+0.0128683j -0.00515153+0.000751773j -0.00329717-0.00257924j 0.0052378+0.00522533j -0.00329464+0.001685j 0.000435982-0.00202439j -0.00388092+0.0113422j -0.00205058-0.00413339j 0.00312742+0.00306362j 0.011981-0.00768004j -0.000573141+0.00373205j 0.00109838+0.0049565j -0.00198777-0.00247616j -0.00244396+0.00497512j -0.00557069-0.00825243j -0.00551907-0.00310545j -0.00296147-0.00449095j 0.00186684+0.00169426j 0.00208217+0.0067508j -0.00146209+0.00059179j 0.000715661+0.00422445j 0.0025267-0.00459356j -0.00146095+0.00753198j 0.00142909-0.00185208j 0.00359775+0.00403973j 0.00167152+0.00121782j 0.00377412+0.00536276j 0.00321765-0.00222132j 0.00266704-0.00364399j -0.00701556-0.00413499j -0.000382167+0.00498795j 0.00110253-0.00495632j -0.00534932-0.0026224j 0.00135562-0.000527237j -0.00117095+0.00157322j -0.00491292+0.00360738j 0.000535516+0.00467712j 0.00534837-0.002237j -0.00496787-0.00526435j 0.00278446-0.00156109j -0.00249926-0.00128784j -0.000322127-0.00120329j 0.00515033-0.00185975j 0.00034777-0.00573725j -0.00253671+0.00331644j 6.35901e-05-0.00303899j -0.000867833-7.47946e-05j -0.00446232+0.000816509j -0.00569567-0.00647415j -0.000138717-0.00255778j -0.00284975-0.00807403j 0.000632559+0.00032968j 0.00173339+0.0027057j -0.00084483+0.00263501j 0.00125259-0.00367109j -0.00264889-0.000125542j 0.000927039-0.00139131j -0.00139376+6.56464e-05j -0.000857743-0.0018387j 0.000124834-0.00495201j -0.00010936+0.00509371j -0.00135667-0.00147232j -0.00164923+0.00655848j -0.00400438+0.000488353j 0.000114747-9.69227e-05j -2.05796e-05+0.000821111j 0.00643186-0.00734109j 0.00451035+0.00129958j -0.00316088-0.00591077j -0.000910121+0.000563896j -0.000844352+0.000726764j -0.000713414+0.00074988j -0.00122631-0.00635478j -0.00354807-0.00235148j -0.00230258-0.00137187j -0.0045753+0.00404968j 0.00119535-0.0080908j 7.8778e-05+0.000195463j 0.00219489+0.00283501j -0.00132368-0.00306989j -0.00183971+0.000227987j 
-0.00177913-0.00464628j -0.00102756+0.0019046j 0.00160864-0.00325815j -0.00470238+0.00275311j -0.00914451-0.00138517j 0.00238255-0.00677094j -0.00728725+1.24199e-05j 0.00555582+0.00176719j 0.00549435-0.00426061j -0.00601835-0.00410803j 0.00835557-0.00191554j -0.0040698+0.00248386j -0.00134124-0.00527566j 0.00627203-0.0174307j 0.00220251+0.000719927j 0.000708286+0.000951492j 0.000248196+0.000373128j 0.000122604+0.0125646j 0.00220097-0.00685056j -3.60442e-05-0.00276591j -0.00803987+0.00418384j -0.000933219-0.00985986j 0.00113543+0.00139864j 0.00109101+6.47138e-05j -0.00580598-0.00620114j -0.000281289+0.000577652j 0.00130065+0.00156102j -0.00153718+0.000897518j 0.00437866+0.000522092j -5.48214e-05-0.00126047j -0.00490276-0.000669487j 0.00261963+0.000427858j -0.00175872-0.00298118j 0.00221721-0.00345757j -0.00195355-0.00301632j -0.00132137+0.00236097j -0.000501671-0.0086437j -0.00481269-0.00555195j -0.000593476-0.0018988j -0.0101073-0.00324007j 0.00059547+0.0016137j 0.00132932-0.0032428j -0.000625619+0.000177305j 0.0036158-0.00579832j 0.0043719+0.00367525j 0.00144832-0.000563057j 0.000602634+0.00448316j 0.00261124+0.0049943j -0.000629132-0.00319481j 0.00136136+0.00421664j 0.00349755-0.007679j 0.00634445-0.000755032j 0.00393659+0.00750453j -0.00303875+0.00436875j 0.000412791+0.00591737j 0.00472028+0.00430981j -0.00283192-0.00176876j 0.00167804+0.000408674j 0.000681901-0.00666006j 0.0026331+0.00263957j 0.00335052+0.00681941j 0.00607427+0.00641135j -0.000310276-0.00105267j -0.00192333-0.00444741j 0.00366451+0.00821751j 0.00286455+0.0019737j -0.00417584-0.00397853j -0.000905599-0.00192446j 0.00306224+0.00619533j 0.00146137+0.0017682j 0.00340282-0.00187036j -0.000382249-0.00198981j -0.000296946-0.00265353j 0.00100893-0.00549109j 0.000912784-0.00766543j 0.000269135+0.00691078j -0.00130843-0.000728803j -0.00357145+0.00399788j -0.0025252+0.00206544j 0.00462585+0.00275679j 0.000954374+0.00876086j 0.000520776-0.00105305j -0.00118894+0.00125282j 0.000289591+2.85872e-05j -0.00116188+0.00124046j 0.00174481-0.000304855j 0.00318284+0.00204741j 0.00241122+0.00447701j 0.00168284-0.00579909j -0.00491343+0.00118449j 0.00267657-0.000772221j 0.00290705-0.00147324j -0.00175077-0.00341351j -0.00103845-0.00499878j -0.00271704-0.00621442j 
0.000252205+0.00329441j 0.00311934-0.00344799j 0.00716939+0.00168267j 0.000931287+0.0019428j -0.0106189-0.000192512j 0.0163379+0.00825044j -0.00925629-0.00259982j 0.000183213+0.00116076j -0.0067437+0.00194369j 0.00165922+0.00435598j 0.0163564-0.00256165j -0.00380635+0.000752289j 0.00611406-0.000646035j 0.0120761-0.00175289j 0.00893537-0.0145595j -0.000122761-0.0059584j 0.000132512+0.00393988j 0.00457845-0.00642423j -0.0102029-0.00384901j -0.0031454+0.000449615j -0.00508028-0.00545928j -0.00651194+0.00244571j -0.0039268+0.00420647j 0.00515112+0.00290557j 0.000273629+0.00527867j 0.00471384-0.00391202j 0.00314941-0.000923992j -0.00280594-0.00294045j 0.00253819-0.000714356j -0.00633081-0.00184295j 0.00215655+0.000905384j 0.00338325-0.000713376j 0.00216112+0.000691324j -0.000764271-0.00161535j -0.00796815-0.000426101j 0.000849845+0.00431343j -0.000315492+0.0071176j 0.00267804+0.00376617j -0.00058738+0.00294885j 0.0005551-0.00146307j 0.00204807-0.000689782j 0.00170433+0.0023078j -0.00123236-0.000424384j 0.00626401-0.0031923j -0.00352634-0.000627682j 0.000482467+0.0024106j -0.00773169+0.00471057j -0.00356536+0.00141682j -0.0107077+0.00923105j -0.00733436+0.00448404j 0.00237836-0.00733794j -0.000327474+0.00142079j 0.0028966-0.00396141j 0.000280924-4.14528e-05j -0.00769233+0.000401395j 7.47598e-05+0.00311967j 0.00198481-0.00620436j -0.00281384+0.00627672j -0.000426112+0.00303702j -0.00126353+0.000837819j 0.00123039-0.00331374j -0.00676004+0.00258913j -0.00477248-0.00125009j 0.00253293-0.00105493j 0.00157488+9.95576e-05j -0.00473962+0.00216603j 0.00365565-0.000719195j -0.00100665+0.00178185j 0.00143143-0.00641649j -0.0047394-0.000910473j 0.0086797-0.00706355j 0.000807069+0.00390782j 0.000423435-0.00138611j 0.012998-0.00218889j 0.00289807+0.002497j 9.67453e-05+0.000717839j -0.010846+0.00652781j -0.00976039+0.000820032j 0.00459359-0.00109217j 0.00776756-0.00173571j 0.00143444-0.00498269j 0.00555655+0.00199345j 0.00227601-0.00131847j 0.00127073+1.66992e-05j 0.00293787-0.00407942j -0.000428737+0.00107483j 0.00464237+0.00164829j 0.00304982-0.00336653j 0.00209863+0.00293642j 0.00219176+0.00226102j -0.000170198-0.00347768j -0.00237516+0.00130841j 0.0028596+0.0012877j -0.00043434+0.00304768j 0.000674114+0.00369497j 
0.00122437+0.00276502j 0.0023755-0.0033907j -0.00232388+0.00469642j -0.00473151+0.0021948j -0.000795107-0.00444502j -0.00417991-0.00031193j 0.000603636-0.00650018j 0.000253644+0.00122668j -0.00325556+0.00579829j -0.00396104-8.87476e-05j -0.0053887+0.00533434j -0.00159459+0.00245161j -0.00142708+0.00218434j -0.0030622+0.00836336j -0.00231348+0.00306159j -0.00270887+0.00593433j 0.00554154-0.00666469j -0.00273267+0.00194163j 0.0103461-0.00989252j -0.00497285+0.00303023j 0.00377746-0.000283653j 0.0067492-0.00485179j 0.00366034+0.00274436j -0.000347562+0.000212093j -0.000415451-0.00588763j -0.00129841-0.00561256j 0.00157342+0.00525503j 0.00135141-0.00734374j 0.00385528+0.00309049j 0.000189899-0.00393593j 0.0067245-0.00187067j -0.00362561+0.00123675j -0.00378527+0.000610836j 0.000859062+0.00266374j 0.00100972-0.00227346j 0.000906986-0.00142735j -0.000153834+0.00101266j 0.00242673+0.00109447j -0.000968443+0.005337j 0.00658082-0.00685339j -0.00898775+0.00206999j 0.00137875+0.00278066j -0.0016668-0.00476396j 0.000922366+0.00166944j -0.00431065+0.00425352j -0.00671739-0.00502924j 0.000436201-0.00852096j -0.00396297+0.00152105j -0.00314265-0.0011399j -0.00065988-0.000149535j 0.00210371+0.000614691j -0.00631247+0.0042431j -0.00167812-0.00152047j -0.000329921+0.00105272j -0.00316059-0.00274656j -0.00453542+0.00372096j -0.000849865-0.0104655j 0.00212646+0.000169149j 0.000854139+0.00115563j 0.00611211-0.00682449j -0.0032087+0.00594252j -0.00152013+0.00895124j -0.00568496-0.0023474j -0.00269054-0.00157105j -0.00371849+0.0043701j 0.0063408-0.002341j 0.00126887-0.00401136j 0.00271216+0.00275253j 0.00259741+0.00594817j -0.00424269+0.00196869j -0.00289313+0.00815513j 0.00106766-0.00359564j 0.00363642-0.00623942j 0.00123438+0.00425815j 0.0106486-0.000661053j -0.0116937+0.00921662j 0.00619977-0.001247j -0.00018993+0.00257214j -0.00122901+0.00122278j 0.0082935+0.00364016j -0.000389032-0.00436064j 0.00104739-0.00093656j -0.00163411-0.00808723j -0.00033623+0.00212954j -0.00109791+0.000850731j 0.0021469-0.000398726j 0.0049715-0.000317697j 0.000445534+0.000389624j 0.00363236+0.00358476j -0.00351174+0.00259552j 0.00607302-0.00217958j -0.00149925+0.000108906j 0.000109245-0.00253322j 0.000104053+0.00068321j -0.000183665-0.00187176j 
-0.00447841-0.00186923j -0.00539926+0.00236542j 0.0027833-0.00173763j 0.00390175-0.00292086j -0.0125645-0.000816725j -0.0158192+0.00731338j 0.00522493-0.00657717j -0.00952798+0.00858152j -0.00258587+0.00669222j -0.00787342+0.00034014j 0.00765189-3.05325e-05j 0.00115476-0.0096222j 0.00618423-0.00976155j -0.00505535+0.00391782j 0.00600226+0.00500079j 0.0249772-0.0129872j -0.0012147-0.00330411j -0.000290477+0.00897666j 0.00291238+0.00343718j 0.00912245-0.0069271j 0.00374902+0.00200252j -0.00628425+0.00241469j -0.0019108+0.00740414j -0.00548279+0.00157224j -0.00433551-0.00503175j -0.00341109-0.0023056j -0.00494008-0.00167732j -0.00130315-0.00374165j 0.00620436-0.00967792j 0.00491482-0.000381629j -0.00622004+0.00315786j 0.000721552+0.00266433j 0.00565198-0.00416589j 0.00382499-0.00133574j -0.000731351+0.00675884j -0.00630082-0.00161962j -0.00762983-0.00307183j -0.00614176+0.00368476j 0.000514792-0.00242559j 0.00200086-0.000906785j 0.00302175-0.00247103j -0.00724123+0.00552001j 0.00464463-0.00223149j 0.00544342-0.000840808j 0.000113284-4.28815e-05j 0.0020078-0.00799957j -0.00538598+0.00297627j -0.00275212+0.0078573j -0.00349653+0.00261635j -0.00475611-0.000177862j 0.000286162+0.00108493j 0.000739072+0.0021191j -8.99543e-05-0.001928j 0.000685317-0.000224168j -0.00276586-0.000478373j -0.00304955+0.000272233j 4.14072e-06+0.000391763j -0.00890148+0.00251957j -0.00156116+0.000959127j -0.00447738-0.00447319j -0.00371793-0.000356757j -0.00259287-0.0062831j 0.000312369-0.00165023j 0.0030434+0.00202087j -0.00229437+0.00250863j -0.00187334-0.0017337j 0.000722642+0.0005348j 0.00335965-1.06047e-05j 0.00330559-0.00202644j -0.00276831-0.00101952j -0.00553246-0.00248996j 0.00209019+0.00119535j 0.000389553-0.00108659j 0.0023213-0.00562565j -0.000760868-0.00411732j -0.00300392-0.00547595j -0.00324589-0.0019437j 0.00071848-0.00438145j 0.00153099-0.00465039j 0.000479457-0.00247436j -0.00266146-0.000614698j 0.000453706-0.00126687j 0.00394118-0.0044818j -0.00115136+0.00092196j -0.00117748+0.00336649j 0.00113501+0.000295522j -0.0011928-0.00218874j 0.00322191+0.00106367j -0.00177745-0.00303345j -0.0015566-0.000495989j 0.00629951+0.00337198j 0.000982541+0.000789244j -0.00230035-0.00292796j -0.000233313-0.00179187j -0.00215914-0.00658587j 
-0.000539859+0.00173635j -0.00223734-0.000110149j -0.00175842-0.00342285j 0.000247315-0.00275517j 0.00477628+0.000218289j -0.00495968+0.000423659j -0.0032947+0.000258363j 0.00408462-9.48162e-05j 0.0114356+0.00172776j 0.0117906-0.00575602j -0.00529098+0.00909955j 0.00878232+0.00157091j -0.0103436+0.0101959j 0.00660675-0.020617j 0.00450016-0.00592043j -0.0226113+0.0135084j 0.00126209+0.0146229j 0.00102391+0.0105948j -0.000250247-0.00325722j -0.00017446+0.000868455j -0.00676255-0.00333282j 0.000485114-0.00132691j 0.0017967+0.00173599j -0.00566564+0.00247624j -0.00279137-0.00255834j -0.00205758-0.000923212j 0.000941853+0.000935959j -0.00390036+0.00107862j 0.00227159-0.000727672j 0.000487217-0.00183818j 0.00409664+0.00138521j 0.000562161-0.00136701j -0.000372652-0.00112471j 0.00133111-0.00392715j 0.00729315+0.000271171j 0.00420197-0.00118604j -0.000782928-0.0068526j 0.0139781-0.00249936j 0.00358026+0.00363976j -4.41655e-05+0.000869014j -0.00227623+0.00244001j 0.00528847-0.00546748j 0.00350508-0.00236925j -4.46765e-05+0.0004668j -0.00117846-0.00333358j -0.00594565+0.00294332j -0.00165548-0.00137167j 0.00304315-0.000758806j 0.00153035+0.00143106j -0.00504513+0.0047153j -0.000698976+0.00424241j -0.00354653-0.000472213j -0.000852783-0.000338873j -0.00348343+0.00248419j -0.00525917-0.00190425j 0.00121718-0.000500245j -0.000625113+0.000394863j -0.00417172+0.00164133j -0.000303974-0.000472497j -0.00604421-0.00365936j 0.000497193-0.00408338j -0.00810579-0.00804797j -0.000423113-0.000461869j 0.00221851+0.00278721j -0.00299485+0.00383304j 0.00253171-0.0039594j 0.000607456+0.00561855j 0.00225389+0.00119296j -0.00411068-0.0122991j -0.000200878+0.00220809j 0.00176364-0.00369292j -0.00119184+0.00185818j -0.00157411+0.00333981j -0.00055984-0.00241841j 0.00457501-0.00287736j 0.00140498-0.00586286j -0.00105449-0.0031342j 0.00243115-0.00734574j -0.00511851-0.00281654j 0.000383367-0.00129506j -0.000665916-0.00610879j -0.00376819+0.00193486j -0.000189006-0.00525234j -0.000583025+0.000583406j -0.000835561-0.00103257j -0.00123391+0.00148679j 0.00225457+0.00147753j -0.00248893-0.0019848j 0.00157428+0.00240574j -7.54988e-05+0.000598301j 0.00188328+0.00137825j -0.000292098-0.00207499j -0.000825311-0.000863329j 0.00117234+0.00169207j -0.00164911-0.00171604j 
-0.0012616-0.00128428j -0.000601505+0.00320277j 0.0045537-0.00395136j 0.00213429-0.00282556j -0.000531102+0.0038267j -0.000588991+0.00549862j 0.00106782+0.000362201j -0.00190615+0.00380295j 0.00359817-0.00010301j 0.00927145-0.000459498j -0.00683576-0.00366815j 0.0013505-0.00215038j -0.00834953-0.000385264j 0.0093725+0.00153503j 0.00217297-0.00298669j -0.0118961-0.00489549j -0.0144912+0.000391046j -0.0058578-0.00370918j 0.00304821+0.00132959j 0.00282417-0.000733944j 0.00226142-0.0029536j -0.0035848+0.00193325j -0.00332576-0.00104565j -0.00154572+0.00171272j -0.000344185-0.00090549j 0.00252341+0.000830828j -0.00215076-0.00222548j -0.000860192-5.66443e-05j -0.00422772-0.00140097j 0.00380104+0.00286718j -0.00496398+0.00330019j 0.00344204+3.20199e-05j 0.0023625+0.000225216j 0.00442857-0.000126832j 0.00383625+0.000823957j -0.00265259-0.00195492j 0.00552782-0.00211731j 0.00188231-0.000209178j 0.00399824-0.00291143j -0.00149426-0.000713059j 0.00480558-0.00294428j 0.00484817+0.00440292j 0.00138343+0.000320801j -0.0031369+0.00187585j 0.00452631-0.00183678j -0.00465777-0.00174669j -0.00379158+0.00421584j 0.00216873-0.0029366j 0.00668189+0.00183274j 0.000783027+0.0152328j -3.47553e-05-0.00013479j -0.00069383+0.00556096j -0.004318+0.0017442j -0.00455641+0.00182411j 0.000128486+0.00824897j 0.00215913-0.00116098j 0.0022773+0.00474752j -0.00940135+0.00852231j -0.00241986+0.00304351j -0.00288326+0.00751978j -0.000600664+0.00699819j -0.00208651+0.0130282j 0.00220712+0.00224462j 0.0021861+0.000391244j -0.00629101+0.00645315j -0.00230152-0.00287133j 0.00243307-0.00794896j 0.000794912-0.0043303j -0.000440813+0.00805567j 0.00358977-0.00190468j 0.00144235+0.00498689j -0.0052071+0.00415994j -0.000715+0.00157943j -0.000930127+0.00108166j 0.00276364-0.0062348j 0.000675966+0.00306558j -0.00281901-0.00156777j -0.00303887+0.00484085j -0.00240252+0.000130662j -0.0021037-0.00173626j -0.00709729+0.00875095j -9.39981e-05-0.00416076j 0.00118645+0.00237675j -0.000601542+0.000829922j -0.00257808+0.00667254j 0.00036466-0.00308109j -0.00290248-0.00311035j 0.000962221-0.00233682j -0.00110525+0.000990572j 0.00096629-0.00267799j -0.00212032+0.00100177j 0.000244543+0.00126747j -0.000707629+0.00333228j -9.69422e-05-0.00115252j 0.000642125-0.000954475j 
