0.0259328-0.0513206j 0.107686-0.0700099j -0.0581604-0.012265j -0.0948489-0.0148463j -0.0491569-0.034238j -0.045478+0.00695205j -0.0238895-0.0446049j 0.0213604+0.0369995j -0.0188565-0.0107841j -0.045506-0.0516375j -0.0331191+0.0142774j 0.00666965+4.46784e-05j -0.00873168-0.017871j -0.00319255+0.0289238j 0.0100057-0.0229302j -0.00978692+0.026077j 0.0102669+0.023966j 0.0182787+0.0199638j 0.0316945-0.0089895j -0.0762574-0.0126893j -0.0321781+0.0121359j -0.000988106+0.0382435j 0.0147503+0.0370609j 0.0551095-0.0742714j -0.0233208-0.0808853j -0.0534256-0.0173373j 0.011651+0.0016867j -0.0371301+0.0473859j -0.0651165+0.0523566j 0.0452833-0.0611673j -0.0374927+0.00791028j -0.00616078-0.00235523j -0.0389201-0.0133275j -0.0676945-0.0174757j 0.0152797+0.00421265j 0.0123056-0.00407929j -0.0410243-0.00242277j -0.0480078-0.0703847j 0.0116804+0.0108916j 0.00157657+0.0233694j -0.017691+0.00325352j 0.00856305-0.0110378j 0.00361801-0.0120831j 0.00383102+0.0390984j 0.00127149+0.0115651j 0.00658273-0.0207232j 0.00313603-0.033087j 0.0082452+0.0244962j 0.0118745+0.011534j 0.00233043+0.0501894j -0.0129108+0.0218932j -0.00957732+0.0438038j 0.00760621-0.0371182j -0.0247548-0.00124657j 0.0426991-0.0578446j -0.0333701+0.0721533j 0.0210357-0.00689309j -0.0325108-0.0280055j 0.0117771+0.00789293j -0.05823+0.00991332j 0.119721+0.00862923j 0.0621805-0.0774848j -0.0699009-0.0636048j 0.0318639+0.10927j -0.0930931-0.00661801j -0.0545807+0.109919j 0.00481552+0.10542j 0.0323165-0.00835541j 0.0467412-0.00878641j 0.0494442-0.14191j -0.0404261+0.00936874j 0.114796-0.139294j 
-0.103702-0.0414606j 0.0187114+0.0157733j 0.159992+0.158544j 0.0370988-0.0626026j 0.0667494+0.00646854j -0.0291003-0.0115553j -0.0323131-0.10494j -0.0211667+0.0262808j -0.0100552-0.0696201j -0.00125332+0.0120624j 0.08245+0.157422j -0.0552515+0.0906868j -0.178164+0.0076459j -0.0218563+0.122109j 0.0112668-0.0914807j -0.0993936-0.210438j -0.0057904+0.0787979j -0.0174455+0.103071j 0.239554+0.0968935j -0.0203168+0.195034j 0.190842+0.027486j 0.217364-0.0473651j 0.0268417+0.144707j 0.0658234-0.151154j 0.148488-0.0460625j 0.125547+0.0675436j -0.0554664+0.00303528j -0.0628472-0.0592579j 0.0425484-0.0261126j -0.147831-0.0209996j -0.0774893-0.0677899j 0.092338+0.121697j -0.0556406-0.0519629j -0.0365637-0.0235797j -0.0443061+0.0023013j 0.0287048+0.0131663j -0.00253114-0.0322193j 0.00496778+0.0114837j 0.012353-0.00241239j -0.014792+0.00991136j -0.0156457-0.0227035j -0.0129867+0.0118019j -0.00736696+0.0218427j -0.00560904-0.00235966j 0.00511159+0.0241262j 0.00437387+0.0141591j -0.00826129+0.00501283j 0.00974758+0.0297112j 0.00305873-0.0459677j 0.00526614+0.00997023j 0.000286701-0.00292264j -0.00435849+0.00300515j 0.00689912-0.00629297j -0.00401909+0.0273526j 0.0112796-0.0123071j 0.0119333-0.0353785j -0.0248887-0.0158935j 0.0130862+0.00630873j -0.00570136+0.0311552j -0.00249018-0.00447414j -0.00299296-0.0155943j 0.00175861+0.012986j -0.0191311-0.00404972j 0.014731+0.0218769j -0.0196214+0.00826577j -0.0120024-0.0198634j -0.0102555+0.0203635j -0.0435338-0.0251933j 0.0118794+0.0491219j -0.0364268+0.0121447j 0.0276171-0.00804409j -0.0141626-0.00942321j 
0.00278204-0.0529344j 0.0283594-0.0258966j -0.0164556-0.0145968j -0.0697225+0.05061j -0.104306+0.0157992j -0.0624096-0.0165087j -0.0239417-0.0228755j 0.129578-0.0218599j 0.107799-0.183842j 0.0191433+0.0237122j -0.117731-0.138237j 0.103953-0.0478628j 0.0867605-0.0705481j 0.149471-0.0952652j 0.0429141+0.0657022j 0.0419678-0.0324098j -0.128947+0.321649j 0.174926+0.105971j 0.0148529-0.00547674j 0.0474453+0.218349j 0.152991-0.000864338j -0.0777825+0.241741j 0.0492143-0.0358389j 0.135946-0.108903j -0.00464786-0.064332j -0.056367-0.0870554j 0.00280657-0.0213589j 0.0270247+0.0411949j -0.00933403+0.00586315j 0.0410322-0.0831525j -0.00277616+0.0365784j 0.0339183-0.00866727j 0.0314296-0.0291728j -0.00148348-0.000789837j -0.0320662-6.73428e-06j -0.0192732+0.00178858j 0.021063-0.00998325j 0.0341132-0.00216379j -0.0062187-0.0211236j 0.0201205-0.00795646j 0.0198014+0.00627528j 0.0101816-0.00538594j -0.00144884-0.00889053j -0.0135772+0.000852441j -0.0103305-0.000699599j -0.00714195+0.00342737j 0.00794428-0.00542365j 0.00766408+0.00495075j -0.0131292+0.0429251j -0.0124613-0.0210762j 0.0085645+0.011954j -0.0140516+0.00615066j 0.0178803+0.00677242j -0.0368729-0.0268582j -0.00961556-0.0177949j -0.00895143-0.0196539j -0.0146568+0.0231391j 0.00502219+0.00330605j -0.00992975+0.00354597j -0.0257859+0.00945012j -0.00529284-0.018969j 0.0127606-0.00606903j 0.00440809+0.0132773j -0.0176387-0.00708561j 0.00301642+0.00581576j 0.0112487-0.00658254j 0.00953588-0.0230158j -0.00880741-0.00147749j -0.00257321-0.0114386j -0.000955856+0.00948492j 0.0222322+0.00804112j -0.0116521-0.0207241j 
-0.0198606+0.00541385j -0.00361771-0.0205034j -0.00916672-0.0157559j 0.000199151+0.0208568j -0.0321723+0.0131092j -0.101895+0.0127718j 0.0422383-0.0778137j 0.065727+0.114748j 0.0204316-0.0471883j -0.0879868-0.0211281j -0.0916812-0.113043j -0.128536-0.123696j 0.270487-0.0501179j -0.059758-0.0358063j -0.126058+0.20274j -0.010676-0.170836j 0.0132656-0.0470466j 0.231216+0.0960584j -0.079613-0.0467266j 0.0896796-0.279408j 0.0786232-0.0690972j 0.0550999+0.0163179j -0.138081-0.0215921j -0.0930081+0.184721j 0.0820442-0.00972961j 0.0201211-0.128238j -0.0736697-0.0345405j 0.0181559-0.0421748j 0.0292508-0.00196037j 0.020677+0.00102001j 0.0672339+0.00405512j 0.0265843-0.0224285j -0.0215991+0.00659183j 0.00796164+0.00452792j 0.00509465+0.00277021j -0.02818+0.00824456j 0.0233298-0.00775484j 0.0147193+0.0316245j 0.0198846-0.00361564j -0.0157157-0.0199118j 0.0147651-0.0124193j -0.0198534-0.0425545j -0.00157919-0.0023053j -0.0214119+0.0042354j -0.00707504-0.0399147j -0.0508362-0.00228442j 0.0220936-0.0126169j 0.0181824+0.00201168j 0.00771426-0.0227591j -0.0630724-0.0195997j -0.00467695-0.00574747j -0.0140866+0.00177091j -0.0406797-0.00940599j -0.00929988+0.00655448j 0.0331178+0.00592754j 0.0105376+0.011564j -0.0144438+6.52339e-06j -0.016257+0.0204486j -0.00658763-0.00895831j -0.00628896-0.0264062j 0.0170977+0.00393603j -0.01465+0.000674038j -0.0131592+0.00196976j -0.00616339-0.00345526j -0.00621341-0.00893962j 0.00310898+0.0106921j 0.0044499-0.00514464j 0.0177468-0.0106144j 0.00756478-0.0155059j -0.00566325-0.00857628j -0.0139115-0.00722914j -0.0127241-0.00337744j 
0.0164462+0.0562681j -0.0450911+0.0162052j 0.0613764-0.0533378j 0.0262585-0.0413088j 0.0430776-0.0353367j 0.0500093-0.0454156j -0.0212196+0.0894295j -0.0625543-0.0291199j -0.0230778-0.220381j -0.099666+0.0203695j 0.0739718+0.232346j -0.179254+0.17234j 0.0900981-0.182803j -0.0575871-0.232493j -0.00989877+0.0107j -0.0753824-0.0592037j 0.158954+0.0974997j -0.0721091+0.0220387j -0.0829049+0.00878368j 0.00895602-0.111593j -0.043754+0.0749403j 0.0686862+0.146868j -0.0736096-0.0193747j -0.211253-0.0834415j -0.00787907-0.0711068j -0.0256055+0.000681098j -0.0523463-0.0127651j -0.0160379-0.022556j 0.0185318+0.0156784j 0.000186179+0.0882407j 0.0221529+0.00496225j -0.0372951+0.012083j -0.0427725+0.0421358j -0.0172132+0.00699191j 0.0282602-0.0121798j 0.0217316-0.0137928j -0.0357004+0.0347375j -0.0169689+0.00791665j 0.0390497-0.0146406j 0.00273572-0.0140214j 0.0031816-0.0464403j 0.0110744-0.00698355j -0.0313166-0.00965809j 0.00506389-0.00706889j 0.0383532-0.0444645j -0.0200573-0.00449433j -0.0169633+0.0177072j -0.0163545+0.0213634j -0.0223656+0.0112478j 0.0265387-0.00654629j -0.00854489+0.00843658j 0.0177543-0.00925034j -0.00332769+0.020017j -0.00873359-0.036552j 0.00286954-0.0259639j -0.0035017+0.00915922j -0.0108523-0.0117387j -0.0102517-0.0062089j -0.0017108-0.00443419j -0.00832329-0.00132832j -0.00933405+0.0199491j -0.0102715-0.0118536j 0.00536563-0.0215805j 0.00518147+0.00967686j -0.000690789-0.0137649j -0.00841361+0.0115309j -0.0122595+0.0149021j 0.0193714-0.00232542j -0.00349479+0.00503195j -0.0036463-0.00781326j -0.0277825-0.00653465j 0.0049436+0.0222733j 
0.086865+0.0121975j -0.0397699+0.011402j 0.17652-0.10902j -0.0307361-0.0419183j 0.0257174-0.121025j -0.0405646-0.210242j -0.126447-0.0206755j 0.0342053+0.0400494j 0.159326-0.00490695j -0.00392777-0.205202j 0.146156-0.262355j 0.0700237+0.118631j 0.0967901-0.207706j -0.00164102+0.128372j 0.222157+0.180446j -0.116718+0.0624286j -0.144217-0.0940799j 0.0247267-0.137247j -0.0534684-0.0251849j 0.0106741+0.0951339j 0.25436+0.0294345j -0.00275573+0.090795j 0.125327+0.148569j -0.0779556-0.0395291j 0.0375989-0.0154879j -0.0675921+0.0694146j -0.0520591+0.0482015j -0.00846024+0.0711532j -0.002392+0.0549454j 0.0755013+0.0832299j -0.0264147+0.108272j -0.0858536+0.0510453j -0.05183+0.0228798j -0.0793344+0.010233j 0.0218988-0.0331924j -0.00591445-0.0550607j -0.046491+0.00361158j 0.0201739+0.0446649j 0.0655749+0.0070066j 0.0570393-0.0336292j -0.0091674+0.0395718j 0.0153338-0.00444507j 0.00313116-0.0219668j 0.0381047+0.0337615j 0.0401228-0.036922j 0.0155789+0.0162315j -0.0183308-0.0109344j 0.0223882-0.00623832j 0.0106255-0.0100558j -0.00719907-0.00143098j 0.0228112+0.0240239j 0.0211095+0.0167358j -0.0143295+0.00702623j 0.000381675+0.00347849j -0.00547969+0.000760067j 0.00822632+0.0116553j -0.00913911+0.0139578j -0.00824313-0.0102821j -0.0044133+0.00879709j 0.00066282-0.0192058j -0.00527911+0.000663211j 0.00165582-0.00585667j 0.0017451-0.00948303j -0.0118051+0.0194804j 0.0073901-0.0208015j 0.00135261+0.000791335j -0.0266226+0.00147043j 0.00732637-0.00185677j -0.0261831+0.014958j -0.00608207+0.002679j -0.0141252+0.0113447j 0.0108533+0.0131369j 
-0.0401947+0.0107778j 0.0204272-0.0640991j -0.0532623+0.0284905j 0.0321286-0.0332652j -0.02277-0.0454402j 0.0290064+0.0476237j -0.0121805-0.000409927j -0.0169792-0.00680134j -0.14191+0.00476048j 0.0884712+0.0213878j 0.0648769-0.1094j 0.226964+0.0101349j -0.247572+0.0812208j -0.0944168+0.141855j -0.105389+0.0765357j -0.140992+0.151324j 0.229275+0.0400642j 0.0802862-0.019627j -0.01529+0.0264054j 0.0730841+0.00187414j 0.0450651-0.0223527j 0.00812781-0.118831j 0.00491518-0.00965865j -0.0356022+0.0258189j -0.00529435-0.0612275j 0.0196646-0.0111032j 0.0413311+0.0448432j -0.043555+0.009532j 0.013206-0.0403267j 0.0289004-0.025327j 0.0123303+0.0300199j 0.0669692-0.0598478j -3.26748e-05+0.005243j 0.0412277-0.0342415j -0.0093297-0.021366j 0.0224211+0.0187928j 0.00191441-0.0081613j 0.00596458-0.0018286j -0.0255023-0.00327271j 0.0142763-0.0144951j -0.0165809+0.0205232j 0.0206807-0.00413381j 0.0198186-0.0205208j 0.0155116-0.0038676j -0.0280855+0.0168391j 0.0353397+0.00590815j -0.00328292-0.0185158j -0.0389887-0.0264298j -0.00660809-0.016318j -0.00767683+0.0179338j 0.00490992-0.00193055j -0.0155377-0.00489922j 0.0133322+0.00293425j 0.00414233-0.0368979j 0.0174261+0.0118226j 0.00834607-0.00411911j 0.000390574-0.00267886j 0.00455615-0.000549872j -0.00572451-0.00045482j 0.00115083-0.000154264j -0.00280028+0.00596776j -0.0202441-0.00663387j -0.00149076-0.00261616j -0.00248586-0.00333875j -0.00296417+0.00680887j 0.00362802+0.0105709j 0.013303-0.00398139j 0.00644486-0.010339j 0.0111661-0.0175781j -0.00127397+0.0120271j -0.00787136-0.0208334j -0.0236925-0.0081969j 
0.00207735-0.00516999j -0.000354975+0.0326993j 0.00585534+0.0234754j 0.07198+0.0587716j 0.0244467+0.146815j -0.052921-0.0764004j 0.106799-0.0806857j -0.103139-0.0432842j -0.208211+0.0870984j 0.153849-0.0282216j 0.103134+0.000501578j 0.192377-0.00331438j 0.0851389+0.0825291j -0.0473743-0.243886j 0.153549-0.166913j 0.130802+0.0987157j 0.111458+0.0291009j 0.00178694-0.0559339j 0.0393213+0.108987j 0.113903+0.21774j 0.0317833-0.0424652j 0.0112253+0.0466925j 0.0749963-0.0752136j 0.0380785+0.0185301j 0.0457751+0.158368j 0.027824+0.0138418j -0.0159906-0.0402327j 0.0476645-0.04431j 0.0080103+0.00315717j -0.031317-2.46919e-05j 0.000653574-0.057794j -0.0561775+0.0291704j -0.0218983-0.0255726j -0.00125804+0.0142517j 0.00074815+0.0503277j -0.0279706-0.0440957j 0.0496098-0.0209809j -0.0401606-0.0114997j -0.0423264-0.00996095j 0.0141357+0.00787662j -0.0263571-0.00527604j -0.0082688+0.0282139j 0.0275233-0.0179031j 0.00256464-0.0405626j 0.00100106-0.0221824j -0.0186027-0.0376184j -0.0316674+0.0188791j -0.0153614+0.00554513j -0.0160307-0.00979179j 0.00591728+0.0145273j 0.0259338+0.00578302j 0.0146486+0.0116345j -0.00119988-0.00204885j -0.00567686+0.00995294j 0.00499601-0.00420307j -0.00266712+0.000217957j 0.0127121-0.00510079j 0.0145881-0.01136j 0.00218389+0.00455316j -0.00945173-0.00211522j 0.00717173-0.00906903j 0.0248245-0.00269816j 0.00398768+0.0126895j 0.00392275+0.00880051j -0.00483775-0.00634896j -0.00277239-3.25904e-06j -0.00802179+0.00359336j -8.64347e-05+0.00376866j -0.0105757+0.0113555j 0.00175631-0.0228201j 0.00507237+0.0143856j 0.0234266+0.00693288j 
0.121181-0.0591338j 0.00102546+0.071614j -0.0953801-0.169753j -0.241004+0.129829j 0.157792-0.0934206j -0.0809667-0.0372921j 0.047026+0.175134j -0.0489769+0.0427429j 0.0806979+0.0825633j -0.0858086-0.156272j 0.0218526+0.183047j -0.296891+0.00339037j -0.214808+0.0172541j 0.0397111+0.108484j -0.155443-0.0897898j 0.225908-0.17774j 0.100516-0.108351j -0.100187+0.00537662j 0.119896-0.080117j -0.0766346+0.148093j -0.033459-0.0655859j -0.0777316+0.00590548j -0.0119955+0.0360369j -0.0203524+0.0365175j -0.146501-0.0408159j -0.0796928-0.103571j -0.0599083+0.0168728j 0.0458807+0.0508714j -0.0372701+0.0932993j 0.0334472+0.0205073j 0.0242888+0.0975466j -0.019893+0.0212354j 0.111673-0.0191425j -0.0365355+0.0912094j 0.0806042-0.00601039j -0.0615886+0.00586049j -0.0163339+0.0798338j -0.00874-0.00520167j 0.0103366+0.0413554j -0.0462331+0.0379709j -0.0355629-0.0281018j 0.00774448+0.03012j -0.0152472+0.0261405j 0.0299543-0.0102472j 0.00768718+0.0185955j -0.0200095+0.0131678j 0.0374093+0.00891056j -0.0207342+0.00208494j 0.0210353-0.0085554j 0.00990641+0.0016264j -0.00414046+0.000486352j -0.0230133-0.0147073j 0.0056288+0.0153522j -0.00492558+0.0152769j 0.00565361-0.0201996j 0.00962684-0.0015711j 0.000649177-0.0122095j 0.0144796-0.0125231j 0.00777708-0.00661461j -0.00637216-0.00551952j -0.00640081+0.00757507j 0.0123494+0.00973453j -0.00513562-0.00150632j -0.00857444-0.0266611j 0.0264333+0.00617327j -0.000962102-0.0141184j 0.00868901-0.0162339j 0.00161125+0.0362091j -0.0019364-0.0267518j 0.0210374+0.0113382j -0.00153835+0.0254428j 0.00780724-0.00168142j 
0.0498012+0.00673243j 0.041379+0.0229993j -0.0778481-0.0743221j 0.0456963+0.119677j 0.0867822-0.0587156j -0.108826+0.130951j -0.0816287+0.00515275j 0.0117929-0.0126728j 0.00462103+0.228812j -0.0242299-0.0163959j 0.0502633-0.132599j 0.176925+0.0641481j 0.0278381-0.274969j -0.348204-0.0991612j -0.110606-0.189428j 0.0468225-0.0133746j -0.0928375+0.0795268j 0.0775076+0.0682736j -0.0249915-0.00676076j 0.00846497+0.0494509j -0.0948631+0.0408218j -0.0869336-0.027729j 0.0682472-0.108935j -0.00736761+0.0625751j -0.00686683+0.00991459j -0.0466285-0.0637663j -0.00958027+0.0684737j 0.0144616-0.0342972j 0.0581445+0.0341552j 0.0454778+0.00402695j 0.017262+2.46953e-05j -0.0363058-0.0641661j -0.00627981-0.0106514j 0.0236224+0.0549647j 0.0558717+0.00105778j -0.0754433+0.038077j -0.00373007-0.0202054j 0.0170992-0.0135042j 0.00575964+0.0280651j 0.0194302-0.0133112j 0.00953078+0.0300876j 0.0256172-0.00423379j -0.0253103-0.0271651j -0.0238297+0.0151079j -0.00195735+0.00216292j -0.016047+0.014858j -0.00905603+0.00680788j 0.00559532+0.00527913j 0.020067+0.0187042j 0.00119074+0.00270785j 0.0163002-0.0272617j -0.00528979+0.000234476j 0.0163089+0.00758168j 0.0130331+0.0201592j 0.0143393-0.00263654j -0.0154864-0.0158084j -0.00604855-0.00882745j 0.0098104+0.0179806j 0.0157834+0.00589693j -0.00903463-0.00266154j 0.00870574-0.00272525j -0.00187296-0.00296179j 0.0079219+0.00399477j 0.00839939-0.00836405j -0.00117576-0.00829761j 0.00369126+0.00786346j -0.00733689-0.00496177j 0.0168239+0.00305862j -0.00660209-0.0178616j 0.00468838-0.0200214j -0.0239489+0.00510255j 0.0213435+0.0171603j 
-0.0660734-0.186121j 0.210666-0.142585j 0.203955-0.00977981j -0.0506156+0.10775j -0.130846-0.110756j -0.0251376-0.0101089j -0.0545244-0.0245578j -0.180623+0.116589j -0.143917+0.0951262j -0.0128748-0.300116j -0.0295396+0.136032j 0.0406032+0.0823414j 0.215427+0.0940222j -0.0194578+0.0304375j 0.0373922-0.0416737j -0.0672567-0.0199293j 0.0542416-0.0352157j 0.179078-0.211383j 0.0993917-0.0680446j -0.0556301-0.0385961j -0.0646524+0.0678839j 0.128588+0.0373191j 0.026999-0.0592637j 0.170087+0.0320565j 0.0869706-0.00359962j -0.00148671-0.0675502j 0.0304856+0.046055j 0.0854353-0.00796537j 0.145084-0.00239462j -0.00307525-0.12895j -0.117892+0.159728j 0.0769379-4.54038e-05j -0.0532069-0.0979204j -0.112813+0.0550625j -0.0958698-0.00278198j -0.0232302+0.0072131j -0.0171549-0.00274167j 0.0135091+0.00405209j -0.00819754+0.0387826j -0.0504985-0.0159306j 0.00110847+0.00526791j 0.00757138+0.0307212j 0.00233297-0.0179493j -0.0297911-0.0231132j 0.0113725-0.00887918j 0.0105345+0.0117502j -0.0173143-0.00708831j -0.00587745-0.0181703j -0.00363783+0.00851451j -0.0063064-0.0184398j 0.00293363+0.00358633j 0.00418175-0.00145393j 0.00287145-0.00355628j -0.00557208-0.00647362j 0.00435555+0.00672375j -0.000539675-0.00804277j 0.0142724+0.0128935j 0.00693423-0.0142266j 0.00152253+0.00825673j -0.000652605-0.00677904j -0.0113166-0.0179566j -0.00398781+0.019776j -0.00977428-0.000748556j -0.00197432+0.0176423j -0.0110065+0.00627827j 0.0185543-0.0134618j 0.0116198-0.0115267j -0.0330753-0.0217166j 0.00965119+0.00931166j -0.0127092+0.0188778j 0.021355-0.00884247j -0.0225079-0.0426489j 
-0.110238+0.12687j -0.0629585-0.165549j -0.194623+0.0303562j -0.220407+0.21304j 0.150879-0.140926j -0.0348005-0.198834j -0.0870882+0.129827j 0.080012-0.0119j -0.149633-0.0510066j 0.301861-0.361623j -0.0574104-0.118171j -0.0436307+0.147105j -0.0885674-0.0423432j 0.0298279-0.0657814j 0.00401181+0.145635j 0.0995351-0.0240822j 0.05961+0.0350409j -0.087796+0.0689848j -0.067972-0.0191796j -0.019812+0.022986j 0.0575491+0.0123523j 0.0297736+0.00329569j -0.0852225+0.0616682j -0.039026-0.0226897j 0.0839378+0.0179263j 0.059435-0.00057507j 0.0884787-0.0485978j -0.0650163-0.0411257j -0.00828096-0.0805452j -0.0304769+0.0237339j 0.108503+0.0579226j 0.0339059-0.183967j 0.165373-0.107853j -0.0144328-0.0365295j 0.047558-0.0419138j -0.0283173-0.0347697j 0.0173625+0.0486341j 0.0408897+0.00497483j -0.0134027+0.0173104j 0.018197-0.0427225j -0.00929004+0.00243256j -0.0299703-0.0188626j 0.00168383-0.0202769j 0.0173908-0.0343122j 0.0127465-0.0088114j -0.0061816+0.0079976j -0.000519479-0.00541806j 0.00763693-0.0187035j -0.0153316+0.00113001j 0.00805397-0.00487452j -0.00656797+0.0054418j -0.0279223-0.0171206j -0.00210403+0.000751491j 0.0155829-0.00433917j -0.010905-0.000282229j -0.000741441+0.0114126j -0.00593984-0.00402704j 0.00596685+0.017647j 0.00220026-0.000799826j 0.00602473+0.00543601j 0.00609677-0.000924654j -0.0170126-0.00848572j 0.00999174-0.00713211j -0.00731941-0.00348183j -0.00388351+0.000655164j -0.00142214+0.0187788j 0.000743108+0.00353798j 0.0350924-0.018136j -0.00166902-0.0114248j 0.000768879-0.00715848j -0.0375793-0.0268317j 0.00445902+0.0267822j 
-0.151899+0.10188j 0.0540417-0.0402793j -0.0592434+0.0634206j 0.0226656+0.24306j -0.0068846-0.123672j 0.129093+0.215785j -0.23595+0.18418j 0.135397-0.0868857j 0.0532268+0.0557984j 0.156771+0.0431625j -0.153419-0.0316964j 0.0541511+0.102691j 0.115725+0.0170923j 0.0102012-0.0260224j -0.0678575+0.0264368j 0.00497672-0.00763548j -0.0223005+0.00654352j -0.0016681+0.0124684j -0.0440272-0.0641158j -0.00940684+0.00913612j -0.0273258-0.0494895j 0.03844-0.0716949j 0.0641573-0.0577722j 0.0193301-0.0391949j 0.0393032-0.00460973j -0.075128+0.0530812j 0.0446965-0.0655529j -0.038635-0.0414137j 0.0746203-0.14025j -0.246326+0.142617j -0.0800233-0.192239j 0.0743919-0.156516j -0.00275857-0.0476739j 0.0571126+0.0509482j 0.0102005-0.0253587j 0.0285539+0.0409076j -0.0433138+0.0391783j 0.00221592-0.0426291j -0.018909-0.0142873j -0.00147528-0.0091064j -0.00618476+0.0216966j 0.00529753-0.0103069j 0.00936117+0.0152809j 0.00745285+0.00601315j 0.0163007+0.0158474j -0.0261526-0.0130818j -0.000284309-0.00102777j -0.00499981-0.00336333j 0.0141577-0.00365337j 0.011233-0.00491j 0.0146389-0.0105421j 0.00908819-0.0166018j -0.0222157+0.00146133j -0.0102094+0.0184771j -0.00641958-0.00965055j 0.012985-0.0155461j -0.00481638+0.00738927j -0.0225896-0.00822432j -0.0199057+0.0123832j 0.0152942-0.00695234j -0.0156332-0.00496011j 0.0389557-0.00122306j -0.014967+0.0194994j 0.0262561+0.00405872j 0.00341918+0.00494914j -0.00153425-0.0176069j 0.00945339+0.0122561j -0.0534436+0.023892j 0.0158608+0.0358285j -0.011657-0.00407869j 0.079797+0.04707j 0.0111142-0.0342084j 
0.0514039-0.0433658j 0.16465-0.0818646j 0.0394787-0.146162j 0.00498964-0.00424579j -0.194191-0.0902051j 0.11047-0.10739j 0.125242+0.270832j -0.229167+0.0173003j 0.108449-0.175415j 0.00284259-0.0598321j 0.0588453+0.116837j 0.0655659-0.00298695j -0.0222229-0.0055124j 0.0590553+0.112229j -0.0967589-0.116067j -0.0105073+0.0284032j -0.0252984+0.0484202j 0.0478162+0.033565j 0.0179418-0.00499118j 0.00413633-0.0229016j -0.0648887+0.00450504j -0.00338545+0.00901815j 0.0348469-0.080176j -0.00713691-0.016304j 0.0108358+0.0276709j 0.00824977+0.0251455j 0.103916+0.0588782j 0.0696324-0.116922j 0.23623-0.122102j 0.0749853-0.110701j -0.108987+0.141423j -0.069705-0.149761j 0.00634048+0.0526527j 0.0117509+0.00335034j -0.0616028-0.0279577j 0.0233265-0.0174576j 0.0199409+0.0438484j -0.0716024+0.009888j -0.00433735+0.00958479j -0.00602887+0.00348485j 0.00905932+0.0085158j -0.00833923+0.0135246j 0.016564+0.00229494j 0.0040029+0.000268162j -0.00577519-0.00769667j -0.00307111+0.0223099j -0.0177907+0.0113622j 0.0108481-0.00336123j -0.00294862-0.00924474j -0.0131614-0.00721702j -0.0137136-0.00418089j 0.0152937-0.00951177j 0.00627179+0.0100179j 0.009994+0.0154162j -0.00205064-0.019104j -0.0195417+0.00520396j 0.00158268-0.0209507j -0.00649733+0.0339743j 0.000192912+0.0131564j -0.00559213+0.00477905j 0.0120335-0.00907612j 0.0152312-0.00567595j 0.0229587-0.00568297j 0.0411236-0.0061608j -0.0300521-0.00472299j 0.00728907+0.0125505j -0.0311569+0.018859j 0.012969+0.00161195j -0.0162286+0.0116298j -0.0333464-0.036719j -0.0154939+0.0277077j 0.072757+0.0492167j 
0.0573689+0.0057628j -0.0225415-0.0726861j -0.052881-0.0178839j -0.0153907-0.0453573j 0.0667059-0.00012195j -0.0754594-0.0854777j 0.086851-0.0267786j -0.113599-0.015256j 0.0566941-0.0555502j 0.0535828-0.0379215j 0.0915394-0.069893j -0.0420433+0.0240517j -0.0253502-0.0439795j -0.00961119+0.0523283j -0.0542728-0.121163j 0.0274681-0.00862506j -0.00390412-0.00878632j 0.0435563-0.0213011j -0.113047-0.0437915j 0.02382+0.018022j -0.00727834-0.0963104j 0.0726308+0.0147043j 0.0691084+0.107548j 0.151202+0.0107302j 0.0380734+0.0428407j -0.162415-0.00304095j 0.0339758+0.00344187j 0.0713926-0.0602963j -0.0844937-0.151563j -0.0734603+0.0148597j -0.0648042-0.161511j -0.214707-0.0525364j 0.0384613+0.118986j -0.0286669-0.0103832j 0.00748454-0.0170927j -0.0600783-0.0848383j 0.0275221-0.0033193j -0.0925079+0.0532729j -0.0218659-0.0613456j 0.020057-0.0311899j 0.0395243+0.0573824j 0.0351421+0.0689707j 0.0713854+0.0278545j 0.0175853+0.0440988j 0.0588318+0.0136309j -0.0752188-0.0234179j 0.0817787-0.0116428j -0.00312668+0.0307438j 0.0168541-0.0120641j 0.0271645-0.007769j -0.00460376+0.0203534j 0.0488086-0.027972j -0.021998-0.0228027j -0.015024+0.030892j 0.0375508-0.0361965j -0.0301949-0.0565222j 0.0118359+0.0875856j -0.0558415-0.0912185j -0.0771371-0.0266044j 0.0204077-0.0766772j 0.00490873+0.0078362j 0.0297429+0.0691659j -0.0763914+0.0827188j -0.00940361+0.0285759j 0.0912885+0.0332368j 0.0679361+0.0311505j 0.0327399-0.0175273j -0.189665+0.0239477j -0.0936937-0.0410348j 0.1285+0.00043699j 0.216697+0.044784j -0.0569937-0.205804j 
