-0.0065102+0.00266966j -0.00442218-0.00464237j 0.00376785+0.00348106j 0.00514089-0.00220254j -0.00147485-0.000870298j -0.000882639-0.00267384j 0.00540502-0.00128957j 0.00178197+0.00289699j 0.00152172-0.000116536j -0.00102907-0.000410058j -1.99065e-05+0.00159694j 0.00409929-0.000800485j -0.000782158-0.00304941j -0.00200053-0.00118597j 0.000868454-0.000877624j 0.000294322+0.000852181j 0.000121254+0.000593683j -4.70875e-06+0.00175156j 0.00192398-0.000784717j -0.000990601-6.99695e-05j -0.000857914-8.42665e-05j -0.00304475-0.000676534j 0.000485988-0.00197553j -0.00111817-0.000929607j 0.000418972+0.000330221j -0.00142979-0.00140679j 0.00231342-4.00015e-06j -0.000458732+0.00088461j -0.000911682+0.000590221j -0.00152661-2.3082e-05j -0.00270488-0.00106396j -0.000474625+0.000805408j -0.000501537-0.000478241j 0.00082712-0.000132681j 0.00132407-0.00218027j 0.00149483+0.000228696j -0.000147358+0.000341555j 0.00141977+0.00172459j 0.00115256+2.44145e-05j -0.000314495-0.000451417j -0.00030593+0.000159875j 0.00295324-0.000456742j 0.000100004-0.00177882j 0.00245922+7.73799e-06j -0.00255419+0.001992j -0.00295309-0.00223807j -0.00248127+0.00198741j 0.00182518+0.0014821j -0.00427138-0.000447952j 0.00228285-0.00511675j 0.00625875+0.0017784j -0.000511665+0.00290972j -0.00835678+0.00791519j -0.0104205-0.00558877j 0.0289382+0.0330109j 0.303655+0.00485671j 
-0.000499101+0.000994191j -0.00173664-0.000487035j 0.00379394+0.00282408j 0.00347555-0.00136624j 0.00703078-0.000596073j -0.000877901+0.00571168j 0.00124055+0.000961185j -0.000973935+0.00182414j 0.00460469+0.00427091j 0.00727434+0.00305895j -0.0059298-0.0036193j 0.00416351-0.00102794j 0.0210386+0.00463353j -0.0082526+0.00406118j 0.0101637+0.002683j -0.0335781-0.00510925j 0.0106992+0.00148791j 0.0160194-0.005622j -0.0293465-0.00451786j -0.0230844+0.000620622j 0.0259351-0.000858114j -0.0278085+0.00297929j 0.052289+0.000165259j -0.0709281+0.000572007j -0.0128795+0.0013327j 0.0181835+0.00567618j -0.00435199-0.000807947j 0.0436423-0.00349078j -0.0933415+0.00357389j -0.00269282-0.00378984j -0.0223261-0.000159921j -0.0292273-0.00162551j 0.0291425-0.00042897j 0.0136056+0.000125634j -0.0011501-0.00271858j 0.00181591+0.000375124j -0.00225564+0.00480309j 0.000505851+0.00248106j -0.00833308+0.00407486j -0.00369917+0.00413532j -0.00760061+0.001346j 0.0131455-0.00270534j -0.000620804+0.00221825j 0.0055541-0.00102762j -0.00256826+0.000758688j 0.00175356+0.00229811j 0.00427765-0.00177169j -0.00189305+0.00206755j 0.00280305-0.00175911j 0.000303252+0.00187988j -0.00620039-0.00290745j 0.00623471-0.000854982j -0.00560486+0.000361478j 0.00180165-0.00275988j -0.000866429+0.000418284j 0.00107492+0.00017621j 
0.00234161+0.00257475j -0.00414052+0.00114079j -0.00298951+0.000752769j 0.00796544+0.00111048j -7.42223e-05-0.00464357j 0.00386495-0.00431909j 0.00623397-0.00221773j -0.00278093+0.000444556j -0.0175574-0.000804359j -0.0264817-0.00212575j 0.0149343+0.00159443j -0.00330392+0.00386493j 0.0134672+0.00423349j -0.00941794-0.00741813j 0.00374221-0.00579166j -0.0361896-0.00459678j -0.0402907-0.00418882j -0.0325455+0.00081981j -0.0511032-0.00315028j 0.0282967+0.00293683j 0.0305013-0.000388209j -0.0930518-0.00029473j -0.0739357+0.00395486j -0.011275-0.00149927j -0.00331847-0.00545297j 0.112881-0.00581971j 0.0234694-0.0032394j -0.0360819+0.00292306j -0.00173919-0.000919056j -0.00212853+0.00230669j 0.00816125-0.00527827j -0.000522575-0.00313862j 0.00671071-0.00147528j -0.013901+0.00294003j 0.0181008+0.00518301j 0.0151179-7.55357e-05j 0.0177799-0.00261254j 0.00463897-0.00166209j -0.00305947+0.000807332j 0.00659854-0.00109666j 0.00664892-0.00448064j -0.0107502+0.00508341j 0.0146825-0.00642031j -0.00150651+0.00220568j 0.00289126-0.00162625j 0.00632674-0.00159907j -0.00782677+0.00156697j 0.00448042-0.00162071j -0.00724785-0.000839965j 0.00205153+0.00028517j 0.000673625-0.000229919j 0.00673325+0.000829907j -0.000721321+0.00012704j -0.000991523+0.00114299j -0.000796053-1.33139e-05j 0.000193417+0.000441719j 
0.000304633-0.000508525j 0.000497789+0.000287096j -0.000628723-0.000323474j 0.000664712+0.000584881j 0.00404354-0.000894528j 0.00391545+0.00313048j -0.0063088-0.000336375j 0.00136383-0.00286495j -0.00680671-0.00324608j 0.00164282-0.00230746j -0.00299065-0.00683143j -0.00993565-0.00252474j -0.0108111+0.000249303j 0.0148798+0.00114132j 6.11304e-05+0.00104743j 0.0204054+0.000280023j 0.02515+0.00238482j 0.0347479-0.000118491j -0.0568818+0.000183993j -0.000702055+0.000769999j -0.0106498+0.00236333j 0.0188226-0.00507421j -0.0601246+0.00905644j -0.0820983+0.0098969j 0.0327882+0.00107049j 0.00445714+0.000654068j -0.023724+0.00338671j 0.0189436-0.00136472j 0.01998-0.00265864j 0.0115498-0.0018137j -0.0166562+0.00639071j -0.00282713-0.00211925j 0.00741371+0.000388917j -0.0166578-0.00310111j -0.000834313+0.00172997j 0.00872109-0.000814921j -0.00269036+0.000151673j 0.00669535+0.00131976j -0.0136227+0.00303655j -0.000347775+0.00166115j 0.000391645-0.00136353j 0.00580723-0.000688411j -0.00278236-0.000165699j -0.00365517-0.00112507j 0.00985305-0.00100266j -0.000212241+0.00240303j -0.00133923-0.000457885j -0.000705161+0.000775061j -0.00333945+0.000814816j -0.00395887-5.33555e-05j -0.000124017-0.00248191j 0.00558936-0.00113126j -0.0011644+0.00261576j -0.00454665+0.000254389j 0.00325461-4.93217e-06j 0.000907148-0.00181409j 
-0.00116115+0.00111738j -0.00192486-0.000552296j -0.00530786-0.00281633j -0.00110116+0.000661597j -0.00663474-0.00220665j -0.00345962-0.00238272j -0.0058776-0.00660254j 0.00429068-0.00163231j -0.0206771-0.00251414j -0.00266014+8.463e-05j 0.00413618-0.00281526j -0.0243696-0.00775329j -0.0134959-0.00810801j -0.0326893-0.00554473j -0.0304608-0.000583116j 0.0347182+0.00401391j 0.0546806+0.00450022j 0.00924977-0.00170506j -0.0214837-0.000636034j -0.0559973+0.00412528j 0.103188-0.00223848j 0.0640981-0.000317057j -0.0650608+0.00117605j 0.0110485+0.00149175j 0.0306781-0.00721206j -0.0453333+8.72696e-05j 0.0478099-0.00387068j -0.00773679-0.0040626j -0.0105149+0.00476601j -0.0328927+0.00154637j -0.0356251-0.0010714j 0.0199903+0.00257859j -0.0177321+0.00206793j -0.0120636+0.00154007j 0.00622198-0.00196823j 0.0260617+0.00160771j 0.000686398+0.0076145j 0.00909624-0.000635467j -0.0115545+0.00209865j 0.000579814-0.00135635j 0.0127573-0.00508783j 0.0065929-0.00251605j 0.000641424-0.00309277j -0.000233145+0.00132564j 0.0110147+0.000606479j -0.00662806+0.00332117j -0.0104049+0.00143108j 0.000640974-0.000457483j -0.00185485-0.00242911j -0.000957247+0.00140288j 0.00790436+0.000158399j 0.000273943+0.00469736j 0.00278552-0.000543582j 6.60675e-05+0.00293215j 0.000497883+0.00287148j 0.00527242-0.000677205j 
0.00126522+0.0013374j -0.00188351+0.000709473j 0.00487565+0.00154152j 0.00306109-0.00277961j 0.0036743-0.000851899j 0.000822346-0.00216461j -0.000993509+0.00418122j -0.0060468-0.000863528j -0.0198046-0.00840189j -0.000888359-0.000354135j 0.00310819-0.00169055j 0.0259138+0.0088466j -0.0295797-0.00170389j 0.00921097-0.00239212j 0.00240918+0.00576449j 0.000571128-0.00124625j -0.00175351-0.000802951j 0.0297925-0.00701368j 0.0271194-0.00234614j 0.0527486-0.000220587j 0.0512664+0.00141552j -0.0246655-0.00377794j 0.035124-0.00716492j -0.120631+0.00711941j -0.0375994+0.00104657j -0.00588787+0.00227002j 0.0184502-0.00445892j -0.0241303+0.000271813j -0.00612722+0.00714798j -0.0108224+0.00281999j 0.00138412+0.00617151j -0.0128257+0.0040346j 0.0067006-0.00509718j 0.00311279-0.00570848j 0.00760156+0.00379949j -0.00272851+0.00300918j 0.00241901+0.00210193j 0.00293938+0.00155301j 0.00687629-0.00110334j 0.00853935-0.00310515j -0.00568168-0.00117582j -0.00661353+0.000142078j 0.00303812-0.00137067j -0.00806156+0.00131777j 0.00486103+0.000404421j 0.00481116+0.00138637j 0.000956196-0.00135957j 0.000589141+0.00119027j -0.00639098-0.00200261j 0.00865799-0.0021634j -0.0016986+0.00306441j 0.000759471-0.0012024j -0.00151611+0.00166359j -0.00250765+0.000194902j -0.000444677+0.000825756j 0.00158897+0.000213849j 
0.00180871-0.000989271j 0.0020592+0.00113582j 0.00389189+0.00211103j -0.00033422+0.000137536j 0.00311455+0.00736212j -0.00461758+3.34426e-05j 0.00167682+0.00495338j -0.00676478-0.00285921j 0.00547994-0.00371868j 0.0251218+0.00354534j 0.014663+0.00484797j -0.0143196+1.24662e-05j -0.0203555-7.76482e-05j -0.0148239+0.00408199j 0.0131031-0.000825713j -0.00648818+0.00970409j 0.0502398+0.00102908j -0.0371528+0.00309708j -0.0147087-0.0022323j 0.122458-0.000409271j -0.046791+0.00609005j -0.0236391+0.00438182j -0.0244393+0.00225234j -0.00754069-0.00357262j -0.0840237-0.00465714j -0.021473-0.00186885j -0.0213521+0.00229211j 0.0121433-0.00019719j 0.00430707+0.00201091j -0.0168513-0.00487075j 0.0130131-0.000993092j 0.00816215+0.000714541j 0.00597796+0.00334833j 0.00685214-0.00149643j 0.0173991+0.00240398j -0.00968452+0.000147833j -0.00342784-0.000796942j -0.0147064+0.00183539j -0.0097304+0.00035841j -0.00209564+0.000756318j -0.00918957-0.000295875j -0.000968824-0.00102639j -0.00726599+0.00284098j -0.00269557-0.00448878j 0.00852793+0.00367795j -0.0055435+0.0022947j 0.00973722-0.000291849j -0.00317386-0.000789596j 0.000657444+0.00148263j -0.000351429-0.00279102j 0.00401183+0.00120141j -0.00362383-0.0011178j 0.000866091+0.000873688j -0.000461399-0.00034136j 0.00168655-0.000174504j -0.000613466-0.000926388j 
0.00404178+0.000235971j 0.000438667+0.00241483j 0.00675695+0.00120399j -0.00114452-0.00202364j -0.00109973+0.0059275j -0.00347512-0.00247913j 0.00569544+0.000520522j -0.000409005+0.00222566j 0.023143+0.00331176j -0.00419508-0.00179925j 0.0165013+0.00627825j -0.0135537-0.000350764j 0.0228316-0.000414941j -0.046712-0.00451825j -0.0411932+0.00746264j -0.0329326-0.00248721j -0.011467+0.00544543j 0.0497745-0.00213262j 0.0190388-0.00278498j 0.0659397-0.00715153j 0.0105853-0.0032114j -0.0907064+0.00844067j 0.0208917+0.00166617j 0.0103187+0.00756559j -0.0154174+0.000367922j -0.0177871+0.00159002j -0.000188049-0.00295755j 0.00573898+0.00162005j 0.0134006+0.00214532j 0.00833401-0.000971317j 0.00724308-0.0050714j -0.00119701+0.00251529j -0.00596539+0.000254473j -0.00611657+0.00176642j 0.00780107-0.00442358j -0.00861258+0.00170238j -0.00526507+0.000962647j 0.00154061-0.00037933j 0.00465555-0.000629828j -0.00303253+0.000139767j -0.00786036+0.00348821j 0.00637831-0.000563681j -0.00726986-0.000406013j 0.00775462-0.000998218j -0.00400287+0.00173013j -0.000950983-0.00197865j 0.00302923-0.000807678j -0.00336168-0.000734298j -0.00159747+0.00169569j 0.00175239-0.00232246j 0.00385617+0.00115601j -0.00253497-0.000489145j -0.000742405+0.000692915j -0.000335097-0.000549034j 0.000560845+0.00100099j 0.00163099-0.00046488j 
-0.000447401+0.00133765j -0.00180799-0.000323548j 0.0036165+0.00111336j 0.00188436-0.00374374j -0.00765425-0.00343709j 0.000832424-0.0031014j -0.00166738-0.000713246j 0.00249918+0.00371358j -0.00984965+0.00255971j -0.0155306-0.00381682j -0.0140667-0.00393257j -0.013528+0.00426868j -0.00759419-0.000914239j -0.0765601-0.00109336j -0.0460769-0.00143532j -0.00791386-0.000783653j 0.0210658+0.00325861j 0.0115353+0.00405838j -0.0892981+0.00741707j 0.0129669-0.00125304j 0.0012795+0.00810457j -0.0858983+0.00331466j 0.0412769+0.00188754j -0.0180655+0.00168742j 0.042422+0.00135303j 0.0108005-0.00302343j 0.0353457+0.00252676j -0.0110537-0.00330643j -0.00191134-0.000806184j -0.0196767-0.00065457j -0.00533365-0.00408688j -0.00721257+0.00204808j 0.00578561-0.00284942j -0.0166976-0.000335537j 0.0173682-0.00395502j 0.00626916+0.0028882j -0.00606901+0.00406749j 0.0144176+0.0013587j 0.00468622+0.00130909j 0.00688898-0.00140003j 0.00532375+0.000564361j 0.00571519-0.00164106j 0.00603269-0.00139779j -0.00517076+0.00151196j 0.00407961-0.0016631j 0.00377619-0.000687097j -0.0106607-0.00131069j 0.00352917+0.000782319j -0.0033941-0.000510716j -0.000425669+0.00107048j -0.00237946+0.00179543j -0.00132238+0.000394309j 0.00238148+0.00103941j -0.00394568+0.00196433j -0.00274191+0.00183475j 0.00342953+0.00157714j 
-0.00371008-0.00155415j 0.00250975-0.00178681j -0.000749867+0.00120975j 0.00157306-0.00303671j -0.00690533-0.00560331j -0.00465831-0.00146464j -0.00449567-0.00264628j 0.00707492+0.0081596j -0.0216349-0.0010756j 0.0317596+0.00661797j 0.0238155-0.00485735j 0.0870141+0.00438919j 0.0264046+0.00217628j -0.0274198-0.0022244j -0.0166781+0.00280079j 0.0481996+0.00191892j 0.0153032+0.000809153j -0.0628957+0.00707506j 0.0896421-0.0100937j -0.0684964-0.00269196j -0.0564717+0.00755549j 0.0492404+0.000242114j 0.0662723+0.00151975j 0.0145292-0.00199137j -0.000180277-0.00208797j 0.0378606+0.00178931j 0.0050244+0.00281993j -0.046452+0.00273069j 0.00196613-0.00122214j 0.0014319-0.00233581j 0.000120735-0.00423544j -0.00897105-0.00115893j -0.00216182-1.91831e-05j 0.0148043-0.00410303j -0.00889913+0.00415257j -0.00605955+0.00645505j 0.000524206+0.00236923j -0.00664612+0.00301567j 0.0100838-0.00193361j 0.0074104-0.000179688j 0.00554031-0.00107822j -0.00599055+0.000186291j 0.0103684-0.00272605j 0.00188292+7.68066e-05j -6.98917e-05+0.00377596j 0.00135267+0.00149526j -0.00216504-0.00250912j 0.00165557+0.00184324j -0.00183667-0.00483667j 0.00502893+0.000788127j -0.00272653+0.00213979j -0.000746665+0.00215207j 0.00156053-0.00127421j 0.000660304+0.001094j -0.00585501-0.00072066j -0.00192007+0.00339011j 
-0.000142914-0.000228539j 0.000148112+0.000170302j 0.00391038-0.00220211j -0.00206744-0.00280665j 0.000615294-0.00252874j 0.000347446+0.00586163j -0.0113098-0.00892838j 0.0158795-0.00162467j 0.0160379-0.000691341j 0.00790096+0.00425809j 0.0142276+0.000510639j 0.0176032+0.0137149j -0.126723-0.00173698j -0.00721698-0.000395956j -0.0167809+0.00240259j 0.0281197-0.00439359j 0.0318863-0.00509047j 0.0340473+0.00186672j 0.0050711-0.00411882j -0.0804184+0.00114293j -0.0745298-0.00307557j -0.0498934+0.00392172j -0.0277141+0.000600226j -0.000605654-0.00487657j 0.0261901-0.000499648j -0.021873-9.83752e-05j 0.0145609+0.000182779j -0.00263243+0.00588926j -0.00134402-0.00188299j 0.00452526-0.00201546j -0.0219489-0.00237503j -0.00633308+0.00215092j 0.000263841+0.000338895j -0.0058273+7.94164e-05j 0.00658075+0.00022569j 0.00855538-0.000719809j -0.0069258-0.00214687j 0.0078585-0.00136605j -0.0028617-0.000787198j -0.000711087+0.000253604j 0.0114162+0.00039059j 0.00784953+0.000333723j -4.75627e-05-0.000879455j 0.00356958-0.00198395j 7.99037e-05+0.000516249j -0.00384593-0.00201893j -0.00904736+0.00144923j 0.00544476+0.000769317j -0.00408463+0.00187483j -0.00527277-2.70067e-05j -0.00222357-0.00132513j 0.00162684-0.00120233j -0.00215166+0.0029449j -0.00657059-0.00105696j -3.50101e-05+0.00275042j 0.00579679-4.78291e-05j 
0.00127945+0.00287358j -0.00524235+7.88842e-05j 0.00520254-0.00342948j -0.00191692+0.000645611j 0.0105084+0.00259562j 0.00180609-0.00318055j 0.0153885-0.00261342j -0.00793923-0.00126492j 0.0233196-0.00134977j -0.0063762-0.00715622j 0.0532242-0.00170069j 0.0369481+0.000220664j 0.0339506+0.000578545j 0.0118943+0.00255886j 0.0831687-0.00598522j 0.0257387-0.00187966j 0.0120666-0.00334178j 0.0216719+0.00792012j 0.0637417-0.00106931j -0.0936686+0.00813501j 0.0606413+0.00056071j -0.0673025+0.00275092j 0.0247735+0.000997379j -0.000880215+0.000928132j -0.0173588-0.000595636j -0.0205279-0.0018707j -0.00999503-0.002001j 0.00248624+0.00459103j -0.00471643+0.0013211j 0.0212117+0.000734168j 0.00451457+0.00119458j -0.0177977+0.00212074j -0.00549415-0.000613362j -0.00388949+0.000538713j 0.00440925-0.00388666j 0.00801848-0.0045937j 0.00311585-0.001319j 0.00757212-0.00249458j 0.00838995-0.000542725j -0.000678433-0.00195559j -0.0111495+0.000720612j 0.00156175-0.000336263j -0.0111307-0.0020002j 0.011131+0.000164562j -0.00758033+0.000371611j 0.00247383-0.00257449j 0.008545+0.00183714j -6.55099e-05-0.003367j -0.00257301+0.000964885j 0.0106484-0.00176657j 0.000735967+0.00299661j 0.000690792-0.0015438j -0.00673298-0.00162746j 0.007094-0.00294375j -0.000828312+0.00225472j 0.00361354-0.000209318j 
-0.00198219+0.000387849j -0.000817426-0.000931613j 0.00153326+0.00419509j 0.00899913-0.000619227j 0.00374789+0.00977133j -0.0129633-0.00373757j -0.00981552-0.00346411j -0.014692-0.00221951j 0.039313-0.00354398j -0.0424029+0.00816242j -0.0495156-0.00425011j 0.0119057+0.000371477j -0.0212827-0.00392195j -0.024272+0.0106069j -0.0170277+0.00591823j -0.095464+0.00581589j 0.0545044-0.00440759j -0.12732+0.0067975j 0.0706504-0.00444313j 0.0521582-0.00305947j 0.0190334-0.00278528j -0.0183878-0.00516754j -0.014317-0.00287546j 0.00964073-0.00232461j 0.00288955+0.00341729j 0.0211728-0.00749011j 0.00237338-0.000645348j -0.0141925+0.00958686j 0.000491995-0.000540155j -0.011146+0.00687603j 0.0101411-0.00123931j 0.00618001-0.00485493j 0.00280792+0.000155943j 0.00270833-0.00257172j 0.00842404+0.000777067j -0.00269666+0.00179754j 0.00176562-0.00286142j 0.000425659+0.00244345j -0.00793007+0.000335582j -0.00333623+0.000579459j -0.0030291+0.000465866j 0.00385926+0.00505355j 0.00852802-0.00451793j -0.00270587+0.00366392j -0.0013501-0.00240103j 0.00147929-0.0010236j -0.00377926+0.000377067j -0.00127004-0.000988617j 0.00324433+0.000352746j -0.00482459+0.000768457j 0.00140906-0.00218099j 0.000517999+0.00132243j -0.000419903-0.0021204j 0.00406181-0.00122809j -0.00390279+0.000503549j 0.000339285+0.00200157j 
-0.00488992+0.00011073j -0.00227518-0.00325119j 0.00140297-0.00493171j 0.000284277-0.000110941j 0.00427735-0.00939368j 0.0158194-0.000871444j 0.00651574+0.00493747j -0.0267149-0.00647677j 0.0159641-0.00298223j -0.0200552-0.00212961j 0.00423133+0.00062033j -0.0309915-0.000582339j -0.00416985+3.87688e-06j 0.0214251-0.00718645j 0.0345726+0.00795166j -0.00330282+0.00299974j -0.0823282+0.00526351j -0.0961723+0.00404304j -0.0976287+0.00320639j -0.0823763+0.00348551j 0.00827804-0.00144627j 0.00271058-0.00719074j -0.020473+0.00364034j -0.00723249-0.00269226j -0.00319313-0.00703701j 0.00241734-0.0042613j -0.0117528+0.00154572j 0.0025976-0.00155713j -0.00595191+0.000395266j 0.00885201-0.00109764j -0.00416027+0.00151839j -0.00582502-0.00345653j 0.000389134+0.00168005j -0.0027088+0.00186281j 0.0143052+0.00154205j 0.0198756-0.00383758j 0.0089772-0.003707j 0.00339741+0.000529744j -0.000352926+0.00427177j 0.00577185+0.000442034j 0.00242162-0.00353695j -0.00108824-0.00142935j -0.0036631+0.00153761j 6.94087e-06-0.000424293j 0.00205645-0.00262814j 0.00470223-0.000593608j 7.37386e-05+0.00491954j 0.0125761-0.00195401j -0.0036384+0.00238274j 0.00211973+0.00337099j -0.0109861+0.00182433j 0.00275566-0.00423013j 0.00124499-0.00154024j 0.0030172+0.00114131j -0.00158507-0.000448862j -0.000924741+0.00101816j 
0.00350113-0.000181883j 0.00114692+0.00256178j 0.00398059+0.00370473j 0.00412674-0.00445099j -0.011434-0.00597385j 0.00992407+0.00792416j -0.00188331+0.00711517j -0.0121261-0.000550779j 0.0236662+1.23147e-05j -0.0531141-0.0043876j 0.0196781-0.0102263j -0.00404029-0.00258226j 0.0234777-0.00204915j -0.0526645+0.00501159j -0.0526378+0.00157622j -0.139509+0.0133834j -0.0610669-0.00828616j 0.0672961-0.00298132j -0.0179036+0.00135074j -0.0209745-0.00521365j -0.018238-0.00449819j 0.020783+0.000246916j -0.00166377+0.00120407j -0.00630397+0.00145738j 0.0218483+0.0014905j -0.000548528-0.00254655j 0.00431428-0.000747739j 0.00810494-0.00484342j -0.00863233+0.000301681j 0.00815089+0.00344632j -0.00921565+0.0018982j 0.00537213-0.00373311j -0.00442872-0.00221256j -0.000616181+0.00110974j -0.0106131-0.00011399j -0.00846553+0.00270833j -0.00307405+4.71074e-05j -0.000882504-0.00173413j 0.00646588+0.000476285j -0.00143048+0.00113008j 0.00569549+0.000749404j 0.00329761-0.00254623j -0.00534378+0.00160753j -0.00108508+0.00317134j -0.00764197+0.000217726j -0.00249665+0.000537836j -0.00479984+0.00153816j -0.00083388+0.00483169j -0.00129894-0.00272754j 0.00197983+0.00183045j -0.00593801-0.00167221j 0.00444445-0.00138482j -0.00147163+0.00199825j -0.00407096-0.000229329j 0.00124466-0.000756534j -0.000657281-0.000465613j 
-0.000403401+0.00177234j -0.00311771-0.000614414j -0.00313532+0.00271392j 0.00334429+0.0033428j 0.0076159+0.00488315j 0.0169756+0.0129998j -0.0216995-0.00306933j -0.0276973-0.000680937j -0.0664131-0.00783121j 0.00140108+0.00294798j 0.0161637-0.000939164j 0.0306335-0.00768658j 0.0277762+0.0057752j 0.0382966-0.0050339j 0.0113799+0.000244847j -0.101572+0.000606395j 0.131367-0.00426263j -0.00180037+0.00745849j -0.0368919-0.0069229j -0.00177032-0.0027051j 0.0364307+0.00143047j 0.00324426+0.00555913j -0.00894653+0.00327941j 0.00881765-0.00231115j -0.00336375-0.000787568j 0.00596489-0.000404556j -0.00599219+0.000175031j 0.0217446-0.00111744j 0.00120893-0.000500591j -0.00372454+0.00353718j -0.00343874-0.00183425j 0.00735963-0.000616249j 0.00335576-0.00267238j -0.00544555+0.000334895j 0.00303498-0.0022746j 0.00615352-0.00112375j 0.00895496+0.000271083j 0.00607244-0.00130828j -0.00506593+0.00597087j 0.000508389+0.000874181j -0.00311271-0.000812001j 0.00672908-0.00295718j -0.0100967-0.00290502j -0.00578407-0.000297724j 0.00293607-0.00165276j -0.00213454+0.00265113j -0.00295876-0.000171621j -0.0086213+0.000636819j 0.0063266-0.00290833j -0.000685577+0.00270329j 0.00179067-0.00244057j 0.00462785+0.0015871j -0.00232802-0.00154031j 0.00533242-0.000445533j 0.00191205-0.000152355j -0.000205592-0.00149954j 
0.0023791+0.0030867j -0.0037422+2.60194e-05j 0.00240873+0.00681082j 0.00298446+0.00287766j -0.0182596+0.00138907j 0.0193091-0.00118667j 0.0251206+0.00985j 0.0552953-0.00143949j 0.0007174+0.00278496j -0.00114026+0.00611634j -0.0529232+3.92062e-05j -0.0137246-0.00296778j -0.0389066+8.33345e-05j -0.0615541-0.00802877j 0.153545-0.00535217j -0.0520366+0.0048271j -0.00435217-0.00104199j -0.00463597+0.00689453j 0.000314827+0.00071833j 0.0400033+0.0035978j -0.0304973-0.00669934j -0.0140079+0.000934532j 0.00673444+0.00322078j -0.0141488-0.00211188j -0.00870734+0.00255311j -0.00650468-0.00145681j 0.00543961+0.00717729j 0.00497957-0.00423331j -0.000164629+0.000827903j -0.00713841-0.00286316j -9.62741e-05-0.00324958j -0.00126263+0.000345464j 0.00823633+0.000127403j 0.00666765-0.000510671j 0.00563803-0.00265496j -0.0157082-0.00296246j -0.0152771-0.0031935j -0.00134809+0.000443228j 0.0083138+0.000802296j 0.00483934-0.000733301j 0.00229594+0.000250155j 0.00288976+0.000115014j 0.00649933+0.00245274j -0.0086808-0.000587964j -0.00559854+0.000579322j -0.00386152-0.00124355j 0.0032874-0.00289585j -0.00683637-0.00032555j 0.0088386-0.00134663j 0.00263703-0.000177264j -0.00228122+0.00264047j -0.00828535-0.000930601j -0.00139557+0.00281109j -0.00496264-0.00238711j -0.0025474+0.000822078j 0.00134305+0.00172237j 
-0.00263224-0.00118187j 0.000349845-0.00200238j 0.000112314-0.00282229j 0.00230502+0.00482874j 0.0398259+0.00766699j 0.0380254+0.00400745j -0.000549895+0.0062873j 0.101176-0.00210598j 0.0133099+0.0105157j 0.0458169-0.012809j 0.0111883-0.00662029j 0.0718154-0.0104398j -0.0540231-0.000664223j 0.147715+0.00231929j 0.0083737+0.00675754j -0.00399056-0.00670194j -0.00981287-0.00375898j -0.0106094-0.0014535j 0.0148423-0.00269917j 0.00864234+0.00386342j -0.00201708-0.00316438j -0.00902795-0.00589526j -0.00597652-0.00387299j 0.00757199-0.00102108j 0.00201859+0.00392084j -0.00544238+0.000786494j -0.0088104+0.0013028j 0.0124197+0.00186656j -0.00135478-0.000276857j 0.00737347-0.00155498j 0.00898586-0.000319721j -0.00377416+0.000651459j 0.00241538+0.00186391j 0.00155668-0.000403269j -4.50612e-05+0.000776359j 0.000876649-0.00203586j -0.000530001-0.00339781j -0.00167956+0.000341582j -0.00729703-0.000692338j -0.00225849+0.0029093j 0.00242894+0.00290987j 0.00430293+0.00308735j 0.00107014+0.00129874j 0.00510993-0.00236305j -0.00201414-0.000960578j 0.000353249-0.00309079j 0.00174295-0.000442467j -0.00118108-0.00165606j 0.00419128+0.00368015j -0.00549765+0.00090186j -0.00324334-0.00218726j -0.000590584-0.0026641j -0.00178408+0.00191324j -0.00254012-0.0022531j -0.000761097-0.000679025j -0.00100858+0.000587791j 
0.0013118+0.00100194j -0.00110815+0.00170903j 0.000989134-0.00849544j -0.0128073-0.00571563j -0.0204607+0.000436803j -0.0294902-0.00534592j -0.0849524+0.0088037j 0.0491507+0.01464j -0.0391644-0.00446809j -0.00765538-0.00070595j 0.0134036+0.00135635j -0.00984306-0.00745035j -0.168001+0.00251719j -0.0778215+0.00347018j -0.0163956+0.000554256j 0.0201344+0.00340053j -0.00124296+0.000131604j -0.00928543+0.00227515j -0.00143941-0.00254069j 0.00109242-0.000992525j -0.0139457+0.00269852j -0.0171947-0.000731372j -0.0124834-0.00332959j -0.0107167+3.69216e-05j 0.0135556+0.00125953j -0.00472325-1.83081e-05j 0.0217455+0.000292702j -0.0106493+0.00272151j -0.000172985+0.000314526j -0.0149541+0.000382279j -0.0139239-3.61683e-05j 0.00175724-0.000379988j 0.00566412+0.00123071j -0.00598659-0.000463016j 0.00484828-0.00296834j 0.00611722+0.00186292j -0.00372431+0.00264594j 0.0105353+0.000914898j -0.00369706-0.00210799j 0.00115599-0.000190605j 0.00614205-0.00129163j 0.00200297+0.000169881j 0.0101711-0.00221772j -0.00229075+0.000653067j 0.00301981+9.25737e-07j -0.00414773-0.000338265j -0.00705349+0.00136276j 0.0101889-0.000588607j -0.00314165+0.00160922j -0.00526133-0.000334075j 0.00143246-9.90933e-06j -0.00262803+0.0013432j 0.00440281+0.0014683j -0.00570747+0.00233645j 0.00421857+0.00352995j 0.00687477-0.00221202j 
