-0.0171659+0.0329265j 0.0206163+0.019768j -0.0109168+0.0621858j 0.0451553-0.000352186j -0.00853622-0.0113939j 0.00225627+0.0110357j 0.00759817+0.0350085j -0.0261245+0.0228959j -0.0408791-0.0551223j -0.031451-0.00635657j 0.00770433+0.0139733j -0.0119946-0.0190455j 0.0119056+0.00432113j 0.0244065-0.000885325j 0.0131691+0.0140796j -0.00759071+0.013245j -0.0197372+0.00334652j -0.00932794-0.00856145j 0.017955-0.00423063j -0.0153432-0.0138189j -0.0267035-0.011343j -0.00658247+0.00191863j -0.00114661-0.00894238j -0.00396622-0.01186j 0.000271591-0.0115915j -0.0133773+0.0136806j 0.00721532+0.00161542j -0.00889625+0.00162347j 0.00058019-0.000765453j -0.00512958+0.0090241j 0.00328339-0.0160503j -0.0114259+0.0227863j 0.0293567-0.0030304j -0.0181654-8.12765e-06j -0.0163848-0.0157724j 0.00640366-0.01411j -0.0048356-0.0177133j -0.0239945+0.01163j 0.000430086+4.96408e-05j -0.00363712-0.0126758j -0.0188204-0.0174078j 0.0152726+0.0109093j 0.000873365+0.000513713j -0.00702726-0.0291886j -0.0108132-0.00107268j -0.0277466-0.00947255j -0.0100843+0.00612672j 0.00109043+0.0115749j 0.0237734+0.0167476j 0.0222266-0.0197113j -0.00811415+0.00699437j -0.00724662-0.0112419j 0.0302669-0.012536j 0.00764932-0.0257176j -0.00210337-0.0136481j 0.0141525-0.0312664j -0.000410777-1.94062e-05j -0.00156146-0.00382172j -0.00154605+0.0153083j 0.00512938-0.0345301j -0.00442335-0.0116727j -0.0168124+0.00342768j 0.0220863+0.0173323j -0.00633456-0.0032809j -0.0256842-2.76442e-05j -0.00720791-0.00527761j 0.0104762+0.000826014j 0.0125592-0.00505284j -0.00316206+0.00530771j -0.0123906-0.0116883j 0.0195026-0.0110142j 0.00934463+0.00727066j 0.00958375+0.0111191j -0.00768847+0.0194622j 0.0207088+0.0188107j -0.00762449+0.0145129j 0.0012615+0.0350405j -0.00465016-0.0102637j 0.0192095+0.00233906j 2.03982e-06-0.0217922j -0.0210785+0.00321395j 0.0107127-0.00505614j -0.0186664-0.0018833j 0.0143891-0.00750916j 0.00668173-0.0198796j -0.0115314+0.0276173j -0.0355506+0.0304275j 0.00383102+0.00998061j -0.0629942-0.0679858j -0.00106252-0.0092204j 0.0024981-0.000200508j -0.0465767-0.0122731j 0.0302404+0.0799828j -0.0359076+0.00387587j -0.00344718-0.0370984j 
0.0045008+0.00534121j 0.00333424-0.00312815j 0.00580938+0.0127622j -0.00359391-0.00213073j -0.0083239+0.0104817j 0.00482576-0.0030772j 0.0039246-0.00533912j -0.00851718+0.0103568j -0.00257425-0.0150151j 0.0060907+0.00278719j 0.000553504+0.00723937j 0.00619894+0.00513212j 0.00275895+0.00536875j -0.00693729+0.00185803j 0.00290007+0.00177282j -0.00914262+0.00522695j 0.0023985-0.00389466j 0.00281277-0.00807344j 0.0115618-0.0141968j 0.00148291+0.00492773j -0.00883411-0.00589061j 0.00324026-0.00681642j 0.00762592-0.00240482j 0.00409788-0.00255832j 0.00463191-0.00037237j -0.000478946+0.00862197j 0.000656678-0.00359782j 0.0031162+0.00626791j -0.00213409-0.00233451j 0.0113231-0.00308429j -0.00438595-0.0034514j 0.000491219-0.00290871j 0.00240963+0.000526751j 0.00166473-0.00857553j -0.00585774-0.000964591j 0.00714409+0.00136472j -0.00800792-0.00195854j 0.00534374+0.00488942j -0.00735052+0.00615846j 0.00736895-0.00418849j -0.00107489-0.00200087j -0.00299743+0.000550403j -0.0026544+0.000525678j 0.00575102+0.00482483j -0.00170371-0.00383516j 0.00327987+0.0069548j -0.000395938-0.00637709j -0.000114667-0.00102565j -0.00834212+0.00971193j -0.00848917-0.00134873j -0.00218386+0.0020455j 0.00343861-0.0108542j -0.00328921+0.000131847j 0.00462751+0.00232929j -0.0152972+0.00134968j 0.00326106+0.00176558j -0.011863+0.00584963j -0.00728146+0.00144618j 0.00268853-0.00584559j 0.0069281-0.018942j 0.000453089-0.00956793j 0.00357776-7.69924e-05j 0.00742129+0.00443609j 0.00224434+0.00661973j -0.000691002+0.00488469j -0.00263328-0.00333448j 0.00511472+0.00197032j 0.000315997+0.00331318j -0.00356716+0.00591034j 0.00437228-0.0119248j -0.000215966+0.00871368j -0.00275917+0.0099336j -0.00221016+0.00788894j -0.00478531+0.0200348j 0.0119837+0.0038694j -0.00489268-0.0036841j 0.00387289+0.00885559j -0.00533371-0.0095252j -0.0034377-0.00794571j -0.00440247+0.00446417j -0.0117242-0.00361234j 0.000995667-0.00291603j 0.00215303-0.00545391j -0.00159239+0.00157579j 0.00794262-0.00577045j -0.0134789+0.00673636j -0.00771208+0.0133115j 0.00567612+0.0126394j -0.00378016-0.00237168j -0.0018366-0.00134757j 0.000963917+0.00272766j -0.00529704+0.00482456j 0.00157463+0.00603995j 0.000264872-0.000991151j 0.00262464-0.00556796j 
-0.0057872+0.00348305j 0.00236338+0.0110288j 0.00488281+0.0130469j -0.00941696+0.0115152j -0.00948926+0.0066813j 0.00482271+0.00325493j 0.0084034+0.0122906j -0.00996056-0.00191455j -0.0149083-0.0199761j -0.000504713-0.014616j 0.00302353+0.00232845j 0.00421288-0.0110627j 0.0109454-0.0182861j -0.00237437+0.00132812j -0.00270386+0.00748592j -0.00207129-0.0142281j 0.00644677+0.00177728j -0.0182202-0.00214572j 0.0118274+0.00450135j -0.00969469+0.00128981j -0.00676396-0.00266879j -0.00471091-0.00695245j -0.00187492+0.00269986j -0.00605866-0.00415426j -0.0045827-0.00753868j -0.0129379+0.00740269j 0.00650915+0.0114714j -0.0106009-0.00359432j 0.00119329+0.00378866j 0.00255297+0.00281749j 0.00472248+0.000851462j -0.00571474+0.00853805j 0.0105099+0.00466092j -0.00650565+0.00706282j 0.00243015+0.00170409j 0.00547763-0.000894987j -0.0114511+0.00348045j -0.00798623-0.00211265j -0.0116601+0.00203157j 0.000990091-0.00590618j 0.00468147-0.00532815j 0.000388047+0.00578963j 0.00638621-0.00497619j -0.000429727-0.00682856j -0.00745375-0.00477176j -0.0126818-0.00474583j 0.00210282-0.00738751j -0.00565658+0.00720188j 0.00254204+0.0117775j -0.00105799+0.00266281j -0.0113833+0.000674703j 0.00787313-0.00582888j 0.0110787+0.0072385j 0.0081575-0.00302631j -0.00364777-0.0126286j 0.00215002-0.00574586j 0.00954715+0.00136186j 0.00478029-0.00880731j 0.0019966+0.0140336j -0.0124702-0.00586811j -0.00508777-0.0052147j -0.000541737-0.00208688j 0.00393767+0.00692852j -0.00391141-0.00140082j -0.00866578+0.00525421j -0.0103539-0.00524556j -0.0158073+0.0132954j -0.00306839-0.00809334j -0.00185554+0.00645602j -0.00152929-0.00336157j 0.00867169-0.00910202j 0.0114883+0.00525834j 0.0150236-0.00436749j -0.00624132-0.00839523j -0.00949994+0.0111111j 0.0047711+0.0101552j -0.00616444-0.00282053j 0.0137737-0.00320143j 0.0133973+0.00608409j 0.00587961-0.00566995j -0.01291-0.0179008j -0.00180795-0.00235495j -0.00331966+0.000612786j 0.0062707+0.00584966j 0.00670323-0.00476963j 0.0021861+0.0038221j -0.00584134+0.0114174j 0.0107525+0.00557224j -0.0199442+0.00584829j 0.00230966+0.000105258j 0.000662157-0.00386729j -0.00942438-0.00383982j 0.0023202+0.00719342j -0.00471092-0.00894991j 0.00269016-0.00541914j 
0.0016408-0.00796914j 0.00691638-0.0130199j 0.00149413-0.00395133j 0.00903375+0.00590766j 0.0187256+0.00918095j 0.00412902+0.00944325j -0.0128129-0.0082909j -0.000719716-0.00318298j 0.01285+0.00435722j -0.000844159+0.00117988j -0.0113732-0.00782085j 0.010415+0.0100769j 0.00410216+0.0117804j 9.77635e-05-0.00614182j -0.00789704-0.00681589j -0.012621+0.0116071j 0.00118522-0.0030296j 0.00696853+0.00999202j 0.0031166-0.00022131j -0.00371601+0.00982354j -0.0138092-0.00828277j 0.0025436+0.000165489j -0.00169312-0.00273361j 0.00167206-0.000992097j 0.00292382-0.00483734j 7.68788e-05-0.00054641j 0.00386671+0.00361136j 0.0121498-0.0135538j 0.00362334+0.00523341j 0.000888954+0.0040696j 0.00614753-0.00425579j 0.00152285+0.00158161j 0.00517926-0.00385673j 0.00164712+0.00755648j -0.000264157+7.49731e-05j -0.00729657+0.000511071j -0.00646173-0.00317123j 0.00906775-0.0112893j 0.00596485-0.00753332j 0.0127386+0.00445617j -0.0127878-0.00127313j 0.009361-0.0217725j 0.00427365+0.00517604j -0.0108145+0.00109969j -0.00811346+0.00402073j -0.0040676-0.00562438j 0.00904016-0.00305426j 0.00637203-0.00459829j -0.00230618+0.00303355j -0.00597854+0.00125182j -0.0107849+0.020082j -0.00280965-0.00587839j -0.000251507+0.00242108j 0.0100922-0.00768712j -0.0128599+0.00654528j -0.01063+0.0160155j -0.014171-0.00432599j 0.00754663-0.0137935j -0.014327+0.00478415j 0.00430916+0.00840397j 0.00108554-0.0172231j 0.00325442+0.0101578j 0.0100659+0.00553329j 0.00225781-0.00541221j -0.0113828+0.0122325j -0.0052765-0.0122188j -0.000839351+0.0103841j 0.00202462-0.00739361j -3.03188e-05+0.00808828j -0.000759744-0.00620631j -0.00726769-0.0127101j 0.00276363-0.00998074j -0.00783728-0.0174984j -8.44737e-05+0.00793957j -0.00647596-0.0180929j -0.00133873+0.0101035j -0.00642893+0.00382633j -0.0204118+0.00751488j -0.0102964-0.00694249j 0.00198789+0.0170572j 0.00669481-0.00638669j 0.00944767+0.00403118j 0.00130002+0.000947675j -0.00455263+0.0104901j 0.0087106-0.00128266j -0.00525046+0.000826213j -0.00456942+0.0145327j 0.00532608-0.0106648j 0.00906293-0.00937084j -0.00203896+0.00453635j 0.00206396+0.0054722j 0.0046932+0.0076496j 0.00478046-0.000800388j -0.000698206+0.00200196j -0.00411005-0.00127307j 
-0.00369739-0.00042069j -0.00890761+0.00585484j 0.0130527-0.0176919j -0.0124886+0.00101476j -0.0091619-0.00889409j 0.0024248-0.0105386j 0.0058806-0.00182047j 0.0164779-0.0162471j 0.00813441+0.0133113j 0.0153685+0.00270391j -0.0103889-0.012881j 0.00461535-0.019262j 0.000182048-0.0145953j -0.00360643+0.00529724j -0.0065126-0.00479739j 0.0190611-0.00145047j -0.000737571-0.00732794j -0.00431767+0.00845324j 0.00454855+0.00155485j -0.00569561+0.00514084j 0.00266914-0.00186473j 0.0029888-0.00311008j 0.000729313+0.0015435j -0.00111044+0.00897221j -0.011088+0.000977217j 0.00551234-0.00629047j -0.0044532-0.00864235j 0.00508786-0.00621869j -0.01011+0.00457592j -0.00579815+0.00137885j 0.0066709-0.00571118j -0.00124915-0.00954613j -0.0143283-0.00357937j 0.00805635-0.00014021j 0.00687534+0.00471547j -0.00580195+0.00647388j 0.00202202+0.00491482j 0.00482861-0.0112923j 0.00368943+0.00411507j -0.0099082+0.0153312j -0.0105802+0.00640507j 0.00095286-0.00658772j -0.00223841+0.0123447j 0.00499471+0.00313047j -0.00184424+0.00493751j -0.00427955+0.00236871j 0.00188113-0.00206613j -0.000517266+0.00719149j -0.0124608+0.00963031j -0.000778978-0.000226397j -0.00266707-0.00225526j 0.00659179-0.00186059j -0.00277825+0.00631097j -0.00748963+0.0155936j -0.00728513+0.00249803j -0.00404206+0.0068951j -0.000556464+0.00102959j 0.000944856+0.00670035j 0.00861923+0.00879638j -0.0122387+0.00338192j -0.00814466+0.00044003j -0.00843549+0.00379494j -0.00689804-0.00421485j 0.00486591+0.00061077j 0.00070253-0.000724147j 0.0010148-0.00913936j 0.0035542+0.00578887j -0.00707989-0.00288534j 0.0051211+0.00924215j -0.00185946+0.00966669j -0.00734936+0.00588525j 0.00946701+0.00982777j 0.00480594-0.0113651j -0.00491763-0.0166501j -0.00690441-0.00252522j 0.0075632-0.0140674j 0.00682284-0.0125857j 0.00429078+0.00516068j -0.00724239+0.0134369j 0.00460071-0.00135028j -0.000191473+0.00232694j -0.0200518-0.0165146j 0.000572437+0.00339482j -0.00149184+0.00101825j 0.000476149+0.00965726j 0.00515836-0.0172468j 0.009667-0.0144318j -0.00486965-0.00364859j 0.00546132+0.00716217j -0.000783689+0.00777776j 0.00632508+0.00163675j 0.0153094-0.00348842j -0.00553535-0.0158306j 0.00464456+0.000188488j -0.00193226+0.0101351j 
0.010516-0.00609438j -0.00519042+0.00396082j 0.00424618-0.000779505j -0.00798955-0.00182938j 0.00135475+0.0239064j -0.00771918+0.00454271j 0.00126359-2.16768e-05j -0.00092235+0.00470726j 0.0142021+0.00712834j -0.0144431+0.0112424j -0.00832117+0.014478j -0.00167991+0.00709967j 0.0119534+0.000296274j -0.011771-0.00688402j -0.00378209+0.000641921j -0.00384147+0.00196698j 0.0197394+0.0044948j -0.000736861+0.00133227j 0.00212876+0.00494862j 0.00455059-0.00367518j 0.00630383-0.0060942j 0.00789576-0.0100532j 0.0063033-0.00638687j 0.00936362-0.00424918j -0.00256225+0.00485596j 0.00213673+0.00466262j 0.0123077-0.00214533j 0.00406891+0.00294798j 0.000379276+0.00467121j 0.0137371+0.00565483j -0.00627125+0.0126327j -0.00243246-0.00433341j 0.00269481+0.00785619j -0.009688+0.00394325j -0.000510116+0.00117789j -0.00221113-0.00168518j -0.00215281+0.00253965j 0.000982965+0.000102753j 0.00525683-0.00299938j -0.00303806+0.00379545j -0.00069869+0.00765683j -0.00474542-0.00432248j -0.0107435+0.0107393j -0.00636222+0.015073j -0.0139943-0.00149561j 0.00417646+0.00221903j 0.00443471-5.91469e-05j -0.0151731-0.00808629j -0.0104991+0.00674571j -0.00921808+0.00268718j -0.00692273-0.00364744j 0.00561272-0.00138935j -0.000767571+0.00320712j 0.0036325+0.00206438j -0.0113355-0.00508462j 0.00213734+0.00897922j 0.00301312+0.00116741j -0.00083098+1.53787e-05j -0.00886164+0.00187734j 0.000477135-0.0140668j -0.00183643-0.00565337j 0.0122555-0.000901219j 0.00128664+0.00190122j -0.00724162-0.00545449j -0.00518387-0.00385507j -0.00968364+0.00886675j -0.00362712+7.37695e-05j -0.00289889-0.00379484j -0.00166683+0.000688332j 0.00436176-0.0206457j 5.57222e-05+0.00145417j 0.00561204-0.00495013j 0.00250604-0.000692661j -0.00301805-0.00181078j 0.00821426+0.00258529j 0.000483324+0.0112748j -0.00422798+0.00132966j 0.00250934+0.00325191j -0.00439685-0.00934636j -0.00201399+0.0100217j -0.00138645-0.00910748j 0.00494296-0.000219566j -0.00024893-0.00986657j -0.00215247+0.00337511j -0.00725495-0.00776034j -0.00921307+0.00469827j 0.000604818-4.30031e-05j 0.0105009+0.0015495j -0.00191573+0.00168727j -5.79757e-05-0.00447409j -0.00651067+0.00100235j -0.00448-0.00093821j 0.00166206+0.00306222j 0.00149129-0.000230249j 0.003653+0.000954311j 
0.00236534-0.00460451j 0.0120693-0.00540066j 0.00437272+0.00405024j -0.00304059+0.00424225j 0.0137289-0.00460004j 0.00228805+0.0155932j -0.00613345+0.00663665j 0.0167636+0.00470862j 0.00153845+0.00165718j -0.0128578+0.00719963j -6.50593e-05+0.0137147j -0.00211714+0.00143063j -0.0073096+0.00916113j -0.00647876-0.00859707j -0.00134964+0.00662495j 0.00600062+0.000524455j 0.00627601+0.00375133j 0.000348059-0.00819751j -0.00367979-0.0100141j 0.00343445-0.00711968j 0.00788309-0.00302595j 0.00520709+0.00698832j -0.000536662+0.00583615j -0.0100908-0.00554725j -0.00602798-0.00337806j -0.00637897+0.00629407j -0.00784918+0.0109078j -0.00466754+0.00198079j 0.00914534-0.0158512j -0.00315205-0.00505279j 0.00549713-0.00806976j -0.00548354+0.0160299j 0.00238591+0.00948851j 0.00518348-0.00659051j -0.00881155-0.00862445j -0.00818418+0.000403402j 0.00132707+0.00314338j -0.0093816+0.00631128j 0.00504958-0.00580157j 0.00971041-0.00904025j -0.000377899+0.0062168j 0.0107773+0.0142258j 0.00240626-0.00598528j -0.00297647-0.000975742j -0.00158311-0.000698195j 0.00404723-0.00813951j -0.000347916-0.00592586j 0.00362804-0.00731645j 0.000565191-0.00122877j 0.00834697-0.00591828j 0.00800662+0.00275175j -0.0115776+0.00318195j 0.00209098-0.00332682j 0.00218083+0.000675093j -0.00151121-0.00264735j -0.0110795-0.000839146j 0.00311442+0.00164859j -0.00947077-0.00174964j -0.00807169-0.0051406j -0.00864261+0.0018367j 3.20281e-05+0.00228668j 0.0059314+0.0114789j 0.00334838+0.00511618j 0.00256782+0.001821j -0.00499442-0.00937664j 0.00260852+0.00425487j 0.00960373-0.00336115j -0.00570583-0.00396144j -0.00620713+0.00439926j -0.000938545+0.00271935j -0.00764162+0.00200031j 0.0029824+0.000816709j 0.0033488-0.00614604j 0.0106777-0.00222319j 0.00234932-0.00399227j -0.006578+0.00576312j 0.00896867-0.00391824j 0.0101372+0.00148117j 0.00036153-0.00147576j 0.0060062-0.00910078j 0.00803213+0.00602136j 0.0005573-0.00419364j -0.00563038-0.00457341j -0.00246297+0.000833966j -0.00660516+0.00322632j -0.00577361-0.00843198j -0.00235652+0.00377388j 0.00173967-0.0035022j 0.0130725-0.00829545j 0.00207126+0.000657058j 0.00124708-0.00616349j -0.0175267+0.00444986j 0.00143552+0.0082069j -0.00122679+0.0050976j -0.00229948-0.00090324j 
0.00380695-0.00602465j -0.00237173+0.00155346j 0.00159602-0.00420994j -0.00838961+0.0036125j 0.000854389+0.00191737j -0.00110134-0.00111068j 0.00984569-0.0204568j -0.00903167-0.00871901j -0.00586477-0.0126103j 0.00407898-0.00893144j -0.0034987+0.003183j 0.00315689+0.00699159j 0.00741876+0.00151128j 0.0108361+0.0052474j 7.00634e-05-0.00648779j -0.000166674+0.00160543j -0.00102595-0.00595996j 0.0105425+0.00613793j -0.00310594-0.00106375j -0.00128599+0.00327294j -0.00243671-0.00333107j -0.00661111-0.0104629j -0.00383855-0.00337609j -0.00736044+0.00341413j 0.0084441-0.00145566j 0.00922517-0.00244235j -0.00509538-0.000930535j 0.00681412-0.00198397j -6.58839e-05+4.94641e-05j -0.0039068-0.00199056j 0.0017367-0.00204841j -0.00922772-0.000478486j -0.000861878+0.00237048j -0.0101454-0.00902303j -0.0086771+0.00386588j -0.0016434+0.00753093j 0.000496972-0.00316703j 0.00398221-0.00141949j 0.00153459+0.00406948j 0.00757032-0.0143478j -0.00744463+0.00498997j 0.0031044-0.00587115j -0.00855644-0.00336526j -0.00491383+0.00966422j 0.00145415+0.00130429j 0.00535002-0.00238101j 8.21692e-05-0.00680334j 0.00527615+0.0125272j 0.0083894-0.00543306j 0.00116931-0.000128165j 0.00242655+0.00337115j 0.00492443+0.00793991j 0.000530804-0.00213184j -0.00608012-0.006175j 0.000355799-0.000722713j 0.0109229+0.00983457j -0.00891685+0.0048274j -0.00059267+0.00854475j 0.00907421-0.00540367j 0.00552397-0.00345543j 0.0107347+0.00354287j -0.0107049-0.00504141j -0.00769401+0.0107382j -0.00819328+0.00468035j -0.00437531+0.00923495j 0.00403377-0.00815344j 0.00170845-0.00303969j 0.00563157-0.00311388j 0.00163447+0.00307072j 0.0030305+0.00239163j 0.0088868-0.00106114j -0.000144169+0.00317655j -0.0114024+0.0106813j -0.00400225+0.0176428j -0.00713978-0.00045071j 0.00236762-0.025696j 0.00799666+0.00332486j -0.0124477-0.00621145j -0.0162765-0.00673045j -0.00139312+0.0211894j -0.0068064+0.00542388j -0.000563576+0.000824736j 0.0120458+0.00276711j 0.00505466+0.011763j 0.00551496+0.0111194j 0.00337287-0.000181034j 0.00425782-0.00273319j -0.00244476+0.000547705j -0.00304981+0.00406927j 0.00276709-0.000362567j 0.00245923-0.00147045j 0.00746783+0.000412941j 0.00181863-0.00784809j 0.00273799-0.00203546j 0.00409412+0.000707245j 
-0.00859155+0.00758272j -0.00271587-0.00568625j 0.0104157+0.00253122j -0.00720781-0.00487589j -0.00413422-0.0126354j 0.0120435+0.00750655j 0.0015201+0.010304j -0.0105281+0.014019j -0.0124268-0.00260005j 0.00671713+0.00059657j 0.00185873+0.000859642j 0.000565438-0.00489202j -0.00372366+3.51141e-05j -0.00503318-0.00142847j 0.00623114+0.00601866j 0.00194983-0.00694482j -0.00562755-0.00651545j -0.0100687+0.00184379j 0.0138779+0.00464664j -0.00536699-0.00827382j 0.0115223+0.00181357j 0.00989952-0.00136969j 0.00500013-2.77401e-05j -0.00250645-0.00735246j -0.0170642+0.00416297j 0.00549011+0.0014331j 0.00664845+0.00544992j -0.00557564+0.0045151j -0.00260624-0.000183456j 0.00172406+0.00537494j 0.00840145+4.40727e-05j 0.00341323-0.0113805j -0.00939771+0.00320666j 0.00604115-0.00486591j 0.00533242-0.00710046j -0.00714548+0.00513066j -0.0167452+0.00534277j -0.00204014-0.00784484j 0.00343358+4.71058e-05j -0.0126178+0.0035752j -0.00459974-0.00159248j 0.00399376+0.00232225j -0.00569912+0.00324588j -0.00335583-0.00416798j 0.00264831-0.000800237j -0.00929868+0.00360761j -0.00990519+0.000479315j 0.0122796-0.00174048j -0.00465724-0.00811288j -0.00241757+0.000557668j 0.0115229-0.00667621j 0.000466966-0.00371629j 0.0148321-0.00122575j -0.00352857+0.0117164j 0.00173605+0.000476804j -0.00427771+0.00137286j 0.00944127+0.00438775j -0.00117592-0.00190323j -0.00282351-0.00285274j -0.00974351-0.00483363j 0.000621844+0.00360186j 0.000262366-0.00206949j -0.0034842-0.00578727j -0.00291749+0.00982433j -0.00202815-0.00281082j 0.00450703+0.00300687j -0.00321431+0.00638618j 0.00251926-0.0029113j 0.0035142+0.00852155j -0.0116758+0.0104093j 0.00708061+0.00124221j 0.00897858+0.00717003j 0.0031783+0.000627625j -0.00200684-0.00455363j 0.000116549+0.00856202j -0.00281695-0.00457634j 0.0092471+0.00722941j 0.0154727-0.00435159j 0.00771027+0.00545709j 2.185e-05-0.0120392j -0.008048-0.0062246j -0.00677561-0.000600161j 0.0097885+0.00145643j 0.000178882+0.00987847j 0.00399982+0.00948358j 0.00271263+0.00233067j -0.0019825+0.00763708j 0.0070814+0.00103931j -0.0106214-0.00183334j 0.00442233-0.00464174j -0.00203913-0.00332285j -0.00255805-0.00553147j -0.00333142-0.000608471j -0.00138715+0.00146502j 0.000247761-0.00400262j 
-0.0105676+0.0129445j 0.00454133-0.000603961j -0.00623393+0.0182784j 0.0280274+0.00110912j 0.001945-0.0119381j -0.00137361-0.000403305j 0.00628149+0.0102941j 0.00917203+0.00892969j -0.00129608-0.0193632j -0.00500701-0.00277745j -0.0037754+0.00496184j -0.0037572+0.000283926j -0.0101268-0.00553664j 0.0204197-0.00897796j -0.00159572-0.00229947j -0.00446254-0.000337904j -0.0185689+0.00225444j -0.000638177-0.00400495j 0.00607016-0.00236203j -0.0028716+0.00328367j 0.00296537-0.00901352j -0.00945994+0.00352337j -0.0069509+0.00041864j -2.24229e-05-0.0016235j 0.00337839-0.00738484j -0.00543732+0.0116383j 0.00287628-0.00490238j 0.0036361-0.00243875j -0.00911747-0.00521382j -0.00597297-0.00279902j -0.0011067-0.00994175j -0.0119094+0.00423791j 0.000336249-0.00626905j -0.00319456+0.00476207j 0.00714345+0.00777026j 0.00413524-0.0100999j 0.0119781-0.0157724j 0.00517699+0.00612233j -0.0212326+0.00185426j 0.0059887-0.00227193j -0.00492776-0.00317697j -0.00566278-0.000602001j 0.00436622+0.014605j -2.91383e-05-0.00940307j 0.00103751+0.00310528j -0.00993441-0.0105636j 0.00300676+0.0103611j 0.0062017+0.0141751j -0.0016975+0.00559175j 0.0159786-0.00249923j -0.00567276+0.00292589j 0.00798288+0.00219168j 0.00292194-0.0062651j 0.0131303-0.0105409j -0.00386179-0.000991722j 0.00604995-0.00689175j -0.00377931+0.00114348j 0.00339715+0.00127949j 0.0119746+0.0133962j -0.000907111-0.00207438j 0.000134556+0.00111769j -0.0114096+0.000724902j 0.0024613+0.00704728j -0.00285162-0.0150267j -0.00641433-0.00891468j -0.00560552+0.00962213j 0.00192529-0.00225027j 0.00176176-0.0138095j -0.00185558-0.00594818j 0.000684878+0.000698895j -0.00185716+0.0107755j 0.00923646+0.00457092j 0.00561326+0.0163386j -0.00126885+0.0188012j -0.00668396+0.00868414j 0.000746213+0.00720566j -0.00574527-0.00636099j -0.00352432-0.00598566j -0.00480127-0.0151716j 0.00802372+0.00683069j -0.0063659+0.0114794j 0.00234246-0.00221224j -0.00755532-0.00529641j -0.00374144-0.00832097j -0.0102421-0.00461655j -0.0109553+0.00118607j -0.00604929-0.00248818j -0.0096957-0.00106593j -0.0109547-0.0070258j 0.00047702+0.00234943j 0.00846734-0.00228088j -0.0182676+0.00969398j 0.00587085+0.0194379j -0.00436752-0.00074083j -0.000758956-0.00804142j 
-0.00509935-0.00602859j 0.002798-0.00793737j 0.00327547-0.000659783j -0.00211407+0.0031981j -0.0182576-0.000165212j -0.0055696-0.00987814j 0.018074-0.018022j 0.013732+0.00677938j -0.0111305-0.0128647j 0.000694857-0.00653479j 0.00157185-0.00325193j -0.00785416-0.000197804j -0.000797569+0.00905686j 0.00279059+0.00519771j 0.0117488-0.00150121j -0.00615413-0.00491292j -0.00363323+0.00927975j 0.00454261-0.000800398j 0.00830348-0.000557526j 0.00620654-0.00635656j -0.0175537+0.00313451j 0.00040673+0.0054314j 0.00620062+0.00532013j 0.00691103-0.00571446j 0.00401823-7.82789e-05j -0.00707576+0.00253406j 0.0016322-0.00211597j -0.00607868+0.00157781j 0.00197057-0.00199591j -0.000868208+0.00709151j -0.00344875-0.00896153j 0.00200223-0.000687244j 0.0034764+0.00394784j -0.0100503-0.0146853j 0.00444593+0.00409291j -0.0037118+0.000803242j 0.0181234-0.000774107j -0.0116214-0.0063149j -0.000281159-0.00300863j 0.00335897+0.0020855j 0.0127504-0.00232436j -0.00375768-0.00180468j -0.00768017-0.00795973j -0.00738358-0.0045561j -0.000634622-0.00628985j 0.00530033+0.00108154j 0.00680477+0.0122343j -0.0026171-0.00153785j 0.0110392+0.00668338j 0.0183631+0.00523707j 0.00379813+0.00478481j -0.000771388-0.00238964j 0.00945754+0.00635241j -0.0164327-0.0108773j -0.00306716+0.00159999j 0.00600069-0.0110527j -0.000290904+0.0117584j 0.00953319+0.0106459j -0.00119901+0.00707724j 0.0104879-0.00452416j -0.00214033+0.0119922j -0.015961-0.00603757j -0.00346069+0.00907686j -0.00368751+0.00138568j 0.00266319+0.00575242j -0.00257512+0.0156431j -0.00657247-0.00077153j -0.00032796+0.0161094j -0.00190215+0.00218214j 0.00946521-0.0182847j 0.0104798-0.00745451j -0.0139468-0.000487445j 0.00363551+0.0204428j -0.0124374-0.00130877j 0.0244063+0.009413j -0.00070452-0.00911659j -0.00238776-0.00392945j -0.0081265+0.000514186j 0.00941322+0.0112891j -0.00425099-0.00752898j 0.000590632+0.000979369j 0.00633786+0.000369783j -0.00302268+0.00534466j 0.0141049-0.00566215j 0.0135464+0.00902262j 0.00819003+0.00386647j 0.00440682-0.00508332j -0.00873349-0.00629922j -0.0141274-0.00648547j 0.00054296+0.00549654j 0.00391544+0.00159907j -0.00066056-0.000355947j 0.00179229-0.00334611j -0.00135675-0.00584937j 0.0058226-0.00326799j 
