-0.122034+0.0855284j 0.0257271-0.0340446j -0.0448338-0.00918616j 0.147231+0.0500751j 0.0389292-0.0128693j -0.0268481-0.0228662j 0.0782581+0.0939282j -0.0431062-0.0415022j 0.000583264-0.0545152j -0.00296936+0.0299432j -0.0175434-0.0219912j -0.0415585-0.071339j -0.0170124-0.0194869j 0.0127452-0.024543j 0.0236435-0.0282809j 0.00666706-0.0576311j -0.00357696-0.00578354j 0.0126698-0.0321123j 0.00145743-0.0158681j -0.0291286+0.00550763j -0.00706001+0.0460392j -0.0149586-0.045502j -0.0100916+0.0269317j 0.00273074+0.023254j 0.000745569-0.00191223j -0.00358843-0.000252593j 0.0311474-0.0247534j 0.0211468+0.0231862j -0.0214496+0.0122045j -0.0212149+0.0295432j 0.00234434+0.0249694j -0.000391415-0.0505292j -0.0192867+0.0335557j 0.0095104-0.0169961j 0.0299181+0.00832286j -0.0222904+0.0367466j -0.00228642+0.00545799j -0.00805611+0.0120029j -0.00323715+0.00536454j -0.0128701+0.00507238j 0.00172945-0.017579j -0.0255983+0.0337988j -0.0317565+0.0303458j -0.0202062+0.0168945j -0.00438561+0.0644893j -0.0070953+0.0483618j 0.0115646-0.021294j 0.0167046+0.0164722j 0.0505303+0.0204236j 0.0592508-0.0155905j -0.00755625-0.0162964j 0.0247456+0.00901068j -0.0101072+0.00261411j 0.0328698-0.00974367j -0.00430818-0.0229532j 0.0420608-0.0788801j -0.0172135-0.0309401j 0.0394436+0.0155083j -0.0295925+0.0490554j 0.0285799+0.0142162j -0.00709745+0.0442199j -0.0347766+0.0860224j 0.0375112-0.013661j 0.0960044+0.00118381j 0.0767506+0.0755115j 0.219021-0.196453j -0.121804-0.196182j 0.173818+0.0718418j -0.0347301-0.0745304j 0.143949+0.0821971j 0.122196-0.0437261j 0.0606388-0.208807j -0.00945473+0.00855589j -0.0439751-0.101745j -0.05966+0.154898j -0.0228243+0.0575158j 0.151225-0.15896j 
0.00329232+0.00467667j -0.00660559-0.041208j -0.0007461-0.00890495j 0.0023034+0.0171844j 0.00785776+0.00612126j 0.00540032-0.0261234j -0.0289108+0.0705491j 0.0341622+0.0197743j 0.0927018-0.0467505j -0.00220813+0.0150604j -0.0798374-0.0281051j 0.108393-0.0734539j -0.0296164+0.0700441j 0.0357731-0.0199949j -0.0415598+0.180085j -0.00243322-0.0627764j 0.0648701-0.0369069j -0.0505391-0.00439763j -0.0730138+0.116346j -0.112438+0.0965343j -0.00823977+0.0310008j 0.105806-0.0546013j 0.000526143+0.11172j -0.0152234+0.0467952j 0.106002+0.0256573j -0.122876-0.013485j 0.025934-0.00506708j 0.146768-0.0402174j -0.026913+0.00468959j 0.145641-0.182503j -0.0317949+0.160013j 0.00710251+0.0298061j 0.0178719-0.0549249j -0.105387+0.155418j 0.152611+0.0255938j -0.109364+0.0251965j 0.114076+0.152322j -0.00497453+0.0246698j 0.044643+0.00633084j -0.00255382-0.0176917j 0.0359278-0.0621327j 0.0630463-0.0817445j -0.0230452+0.0619025j -0.0817386-0.106274j 0.0220533-0.0114388j 0.0168258-0.0350935j -0.0239333+0.0247802j 0.146178-0.0285643j -0.0547224+0.0629956j 0.00818027-0.0336089j 0.0227488-0.0290954j -0.0201234+0.0230739j -0.0817362-0.0519759j -0.0545613-0.0361782j -0.0905681-0.0980427j 0.024481-0.00132759j -0.00976492-0.0309673j -0.0323469-0.0905179j 0.0154025+0.0464161j 0.0261522+0.0026734j -0.0275553+0.0156928j -0.0294195-0.0255907j 0.0270146+0.0282783j -0.0122355-0.0110824j -0.00481131+0.0742706j 0.0345631+0.0350221j 0.025472-0.0208231j 0.0216611-0.0539732j 0.0352965+0.0274737j 0.00442601+0.00314227j 0.00839625-0.0663022j 0.00419317+0.0238538j -0.0100918+0.00683703j 0.0127699+0.0511306j -0.00410353+0.0189226j 0.0257179-0.0138746j -0.0126213+0.00677852j 
0.0371881-0.0116747j -0.0366094+0.0261791j -0.0424581-0.0368038j -0.0168507+0.0469001j -0.0124049-0.0156945j -0.0517232+0.00928616j 0.0224329+0.0652647j -0.0733105+0.0615812j 0.00298183+0.0319156j -0.0343555-0.040148j -0.0314733+0.0256673j 0.0508705+0.0566183j 0.0779291+0.0957207j 0.0798087-0.0235859j -0.0833288-0.0546926j -0.0887556+0.100581j 0.0403947-0.114424j -0.0507465+0.031297j -0.199432+0.0122977j -0.0357578-0.161506j -0.0498406+0.163132j 0.183293+0.0626828j -0.0525164-0.0530081j -0.23204-0.000882513j 0.0346423+0.00240153j 0.0492218-0.110073j 0.0421221-0.00204363j 0.0521693-0.142554j 0.0257546-0.0340347j 0.037688+0.0596943j -0.00581576+0.000906874j -0.238893+0.0160772j 0.0055511-0.128056j -0.0435162-0.00911222j -0.0232933+0.012539j 0.00340326-0.151853j -0.0499073-0.033132j -0.174787-0.0399014j 0.0495873-0.0291983j 0.0653799+0.0270789j 0.178253-0.0340729j 0.0443746+0.138997j -0.0120523-0.0735814j -0.0755883+0.00462238j -0.0427764-0.0154124j 0.0156238-0.0111728j 0.0852268+0.0676599j -0.0486343+0.0205221j 0.0815864+0.0189167j 0.0629642+0.0125432j 0.0230205+0.0224262j -0.0170463+0.0841509j 0.15956-0.034331j -0.00157979-0.0159509j 0.0661471-0.0182722j 0.091573-0.0370841j 0.0336037-0.0435119j 0.0486008+0.0022421j 0.0528852+0.0315121j -0.0185804-0.0149997j 0.0400202+0.0526898j -0.0134665-0.0132085j -0.0512767+0.0233705j 0.0737055+0.0156817j -0.0125105+0.0660802j 0.0162609+0.0578732j 0.00546382+0.0217577j 0.0225821-0.0457196j -0.0372693-0.0311225j -0.0343026-0.0357424j 0.00149454-0.00725575j 0.00259048+0.0072054j 0.00215081+0.0364817j -0.0330725+0.0360227j 0.0160952+0.054427j -0.00229025-0.0658798j -0.0144473+0.0110762j 
0.00781177-0.02269j 0.0149523-0.00181771j 0.0160015+0.0224508j -0.0164373-0.0281543j 0.0171931+0.0579147j -0.0205133+0.0237017j 0.0313953+0.0449327j -0.0187775-0.0240297j -0.0949609+0.0417619j -0.181759+0.0771998j -0.110273-0.147713j -0.114652+0.167678j 0.170819+0.139169j 0.184658+0.0508487j -0.0360635+0.100815j 0.158571+0.0429107j -0.0803302+0.154859j 0.121966-0.0399175j 0.0541404+0.0888609j 0.125688+0.0810478j 0.0509325+0.0604502j -0.0168368+0.0717176j 0.0696368-0.0968643j 0.129389+0.0544164j -0.0635989+0.0621504j -0.072771+0.0207007j 0.0476635+0.0250515j -0.0396181+0.0360541j -0.0674388+0.211356j -0.0235315-0.136716j 0.147769+0.0376416j -0.150144+0.0816459j 0.16252-0.116812j -0.0672865-0.0850378j -0.167959-0.045854j -0.13578-0.010552j 0.0457401+0.0880369j -0.00306685+0.0471513j -0.0142241+0.0404605j -0.0281136-0.173029j 0.0813457-0.0587618j -0.0783508-0.0396601j -0.172333-0.0336089j 0.00263398+0.0159968j 0.0395552+0.0639054j 0.00728446+0.0444365j -0.00560249+0.107395j 0.0515504-0.039035j -0.0122705-0.0322819j 0.0130728-0.0107216j -0.00905271+0.00701456j -0.0151398-0.0219309j 0.0248256+0.00440148j 0.0115911-0.0284384j 0.0366215-0.0114488j 0.0204755-0.0122489j -0.0248665+0.00128293j -0.0119639+0.01202j 0.0502509-0.00891696j 0.0207791+0.00805956j 0.016888-0.0390778j 0.0792042+0.017681j -0.0312125-0.0154343j 0.0354416+0.00107797j 0.0298998-0.0168037j -0.0257403-0.00471206j -0.0180467+0.0671552j -0.0123045+0.0282022j 0.0430197+0.0554063j 0.0557775+0.0118206j 0.0247194+0.0234757j 0.0245196+0.0506099j -0.00295118+0.0238927j 0.00493341+0.0158565j 0.00135751+0.0337743j -0.0110266+0.00544289j 0.00834839+0.0145745j 
-0.00345463-0.0155618j 0.0101546-0.0277004j -0.0534436-0.0429708j -0.0366945-0.0194712j 0.059612-0.0648989j 0.0529795-0.130681j -0.0510613+0.0854662j 0.0664673-0.00701596j 0.084534-0.0316285j 0.00965011+0.230135j -0.145865+0.15887j 0.144842-0.0458006j -0.112338-0.0903018j 0.039614-0.159488j -0.0660839+0.0660575j 0.0937664-0.0713883j -0.206013-0.0220512j 0.0356435-0.012181j -0.0593409-0.0313909j 0.0125846+0.0970221j 0.0151338+0.0395751j -0.029198-0.0894638j -0.0418904+0.117653j -0.105195+0.0973308j -0.0815892-0.0704359j -0.0338676-0.00348986j -0.000818788+0.100885j -0.0146992+0.0338629j -0.081613-0.0260523j 0.0550232-0.0603165j -0.159417-0.0318719j -0.00975545-0.0965106j 0.0814684+0.104483j 0.0987785-0.215211j 0.149163+0.140064j -0.0335464-0.0370031j -0.0594556-0.171005j 0.0614846-0.110397j -0.0811218+0.0703229j 0.0170109+0.0734268j -0.0156073+0.060913j -0.00258457+0.0228802j -0.0262823+0.0553506j 0.00710274+0.00760208j -0.0660233+0.0609044j 0.0317648-0.0317719j 0.0171216-0.0179319j 0.0398092-0.0133055j 0.0133995+0.0216404j -0.0407596-0.00511999j 0.0226766-0.0697217j -0.0166823-0.0307445j 0.0384296+0.00989607j -0.0134981+0.00521048j -0.0147926+0.00689873j -0.0276252-0.0118401j -0.0272296+0.00575002j 0.0863413+0.0447808j -0.0269164-0.0038014j 0.0457578-0.0261644j -0.0720988-0.0128477j 0.0407318-0.0383205j 0.0686053-0.0623113j 0.0224181-0.0328921j -0.0112346+0.0346046j 0.0353334-0.00999006j 0.0812078+0.0696626j -0.0179649-0.0945559j -0.0386526+0.0696359j -0.0302274-0.0144288j -0.0090158-0.074506j -0.0178916+0.027243j -0.0287814-0.0163207j 0.0134058+0.040512j 0.0409297-0.015185j 0.0153469-0.0165305j -0.00593036-0.00244506j 
0.0220321+0.0180251j 0.00801937+0.0163243j -0.00247127-0.0272605j 0.0540582+0.027165j -0.0833398-0.0222046j -0.104473+0.0258796j 0.0475966+0.00611902j 0.057215+0.059556j -0.0723848+0.0588915j -0.0752098+0.0106064j -0.110843+0.184036j 0.119657+0.112044j 0.182472-0.039909j 0.0761906-0.100217j 0.131546+0.124439j 0.0126585+0.0922871j -0.0299331-0.0105433j -0.0665363-0.087645j 0.147922+0.0699306j 0.101049-0.0617556j 0.0372238+0.0566435j 0.0885851+0.00238624j 0.0840277-0.0545214j -0.0211569+0.0125272j 0.01588+0.166342j 0.0376157-0.0913893j -0.00838487+0.119788j -0.0461123-0.0729557j -0.0724373+0.0270771j 0.0812646-0.0341208j 0.188298+0.123746j 0.106334-0.072883j 0.193613+0.00633259j 0.118382-0.0506372j 0.067655-0.0780693j 0.0918298-0.017408j 0.138641-0.13437j -0.0432697+0.0426793j 0.072744-0.0979868j 0.112921+0.0634523j -0.0377554+0.126378j -0.0693567+0.00893627j 0.0374271+0.0718135j 0.0455406-0.0342122j 0.0259835-0.040756j -0.0157367+0.0426341j 0.0544751+0.0168476j -0.021713-0.00238462j 0.00847061+0.0041485j 0.0468459-0.0537321j -0.0170834+0.0541174j -0.0739301-0.00452976j -0.0865354+0.0479862j -0.0365703-0.0148432j -0.0401408-0.0193037j -0.0368942-0.0281869j -0.00998284-0.0445955j -0.0701632-0.035116j 0.0242334+0.00793161j -0.04367-0.0570874j 0.0178413+0.0250799j -0.0658071-0.0499823j -0.0408165+0.0340559j 0.0534265-0.0144399j 0.00764821-0.0176996j 0.0102303+0.00226721j 0.00411002+0.0287241j -0.0316084-0.0170175j -0.0520539-0.0345752j -0.0311375-0.0507874j -0.00759301+0.00334887j -0.00689082+0.0235528j -0.0141972+0.0371952j -0.043972+0.00244024j -0.0402866+0.0291217j -0.0218943+0.0176736j -0.0172466+0.0107335j 
-0.0201078-0.00327766j -0.00340085-0.0106968j -0.112516-0.0266385j -0.0236191+0.0140444j 0.221026-0.129637j 0.0082666-0.074552j 0.0254078+0.0849853j -0.0627976-0.0501079j -0.0119492-0.118344j -0.0289973+0.143998j -0.131109-0.10124j 0.00776138-0.0399673j -0.00329522+0.0798915j -0.0691134-0.00648039j 0.175513-0.122229j -0.129426-0.0978341j 0.0584024-0.0181005j -0.073892+0.11355j 0.0743874-0.101992j 0.00906412-0.0367829j 0.0484747+0.0818779j 0.0161131-0.129135j -0.0145617+0.0250565j -0.0457301+0.214779j 0.0563894+0.0569555j -0.0491762+0.112739j 0.0731191+0.0528589j -0.106352+0.0243634j -0.104611-0.0322204j -0.069733-0.0679599j 0.197986+0.0740383j 0.0345193-0.0362285j -0.0668379-0.0434579j 0.0451197-0.0299341j 0.0113385-0.0449567j -0.119774-0.0434059j 0.0394804-0.134551j -0.0171286+0.0614412j -0.00275358-0.0640928j 0.0477645-0.051464j -0.066256-0.0552221j 0.0347974+0.0157781j 0.0260889-0.0357266j 0.000302525-0.0405752j 0.0508265-0.0223486j 0.020142-0.037176j 0.0247489+0.0120979j -0.0569081+0.0458388j 0.0226682+0.0827472j -0.0135616+0.0456322j 0.0710453-0.029908j 0.0344475+0.029963j 0.00704133-0.0110464j -0.0090013-0.0029635j -0.0107642-0.045623j 0.0186389-0.046378j 0.0484926+0.0514952j 0.0712417+0.0371385j 0.0521506-0.00162625j 0.0599252+0.00150232j -0.00559969+0.0283737j 0.0601952+0.0351512j 0.0802039-0.0367429j 0.0179254-0.0350661j 0.0108317+0.0770272j 0.0461441+0.00714014j 0.0528777+0.0151969j 0.0413885-0.0320666j -0.0179279+0.0848786j -0.0119343+0.0363794j 0.0171264-0.0382888j -0.0307842-0.0367459j 0.0228256+0.0348685j -0.00790551+0.062457j 0.0447237-0.0306658j 0.0179603-0.0179124j 0.003726-0.0386708j 
0.0184708-0.00559396j 0.0504055+0.00986663j 0.0424452+0.00233285j -0.0109765-0.0358726j -0.0446739+0.0484054j 0.0264907+0.0436552j 0.085803-0.0702471j 0.14373-0.108202j 0.0225376-0.0476588j 0.0641901+0.0368789j -0.0917676+0.125299j 0.165917+0.272572j -0.0649456-0.137156j -0.0126795-0.0248941j -0.00742595+0.00633002j 0.0386835+0.0169351j 0.0879985-0.0382108j 0.116875-0.0426332j -0.027153+0.08308j -0.00419163+0.0473159j 0.00449094-0.148336j -0.00656185+0.0344802j 0.143335+0.0909139j -0.0214301+0.147001j -0.190384-0.018704j -0.152825+0.0584818j -0.120874-0.0356067j 0.0490553-0.0569644j -0.109446+0.0642597j 0.126307+0.120018j 0.0364442-0.0562234j 0.0017275+0.0466795j -0.0990543+0.117306j 0.0187781-0.0219293j 0.00735809-0.165398j 0.00106186+0.0190344j -0.0252644+0.0428473j -0.0378346+0.0425908j -0.0716675+0.0800634j -0.0173924+0.0861596j 0.0178769-0.0163663j 0.019246+0.0483871j -0.011366+0.0510829j 0.0150985-0.00375329j -0.0741258+0.0571238j 0.0265196+0.0269307j 0.0352152+0.016554j -0.0304952+0.0176813j 0.0256553+0.0209901j -0.0151522-0.0742191j -0.0207111+0.0775107j -0.105269-0.0167928j -0.0292883+0.0409143j -0.0310849-0.0511772j 0.0263299+0.0383271j -0.0423479-0.0287972j -0.0170693+0.0179105j -0.0577965-0.0542094j -0.00494381-0.00178433j 0.0249411-0.0530797j 0.017291+0.0515041j 0.0454688+0.0392105j -0.052836-0.0652184j 0.0640711+0.0437128j -0.0157959-0.0514369j -0.071227-0.0268094j -0.0156285-0.0953209j -0.0399907+0.0207804j -0.0319905-0.027668j -0.01808+0.0643548j 0.0490372+0.0667352j 0.0490605-0.0347141j -0.00127745-0.0852891j 0.0357308-0.094518j -0.0218138-0.0635232j -0.0381438+0.0797793j -0.00140684+0.0374271j 
-0.0627613+0.0688745j 0.013402+0.0135925j -0.00327417-0.0132024j 0.0116026-0.0626063j 0.00818574-0.0536307j -0.0722222-0.0651601j 0.107345-0.0484456j -0.116745-0.00569582j 0.106174-0.00304681j -0.0176967+0.102697j 0.128779-0.215315j 0.0813586+0.0177435j 0.0057394+0.0336061j 0.065982+0.00991645j -0.043466-0.039786j -0.0855256-0.0697353j -0.110496-0.154853j 0.0538871-0.0574631j 0.0409091-0.0216864j 9.11674e-05+0.0863448j -0.109195+0.212326j 0.152233+0.00672789j -0.000981302-0.0078363j 0.0271643-0.0878219j 0.0249104-0.00349452j 0.200361-0.00512211j -0.150762-0.00422326j 0.0110914-0.0381814j 0.00621869-0.0324202j 0.0446269-0.103895j 0.0175425-0.0437763j -0.121204+0.123265j 0.0367396+0.0627275j -0.0548149-0.038998j -0.0448594+0.0604058j -0.0201541-0.00835793j -0.0145769-0.0912084j -0.0286762+0.0748113j 0.102293-0.0316217j 0.00783435+0.0331586j -0.0486476+0.0120725j -0.0699231+0.0437404j 0.126495-0.0518051j -0.0554186+0.0246356j -0.017401-0.0777588j 0.0293649-0.00893204j 0.0386666-0.0100791j 0.0114229-0.0187102j -0.0111693+0.0418076j -0.0197899+0.011057j 0.0341938-0.0513462j -0.0726151-0.028735j -0.0757898+0.0966835j -0.0537495-0.0408127j 0.0212511+0.0096895j -0.0190725-0.0291815j -0.0315213+0.026241j -0.0871399+0.00952252j 0.0165095-0.0792264j 0.0266994+0.043949j -0.0631278+0.00904265j 0.0249152-0.0213433j -0.00164426+0.00579736j 0.0345537-0.0117159j -0.00856416-0.0760907j 0.0338138-0.0373661j 0.0665352-0.0148153j -0.0467408+0.030952j -0.00149571+0.000839553j -0.0117196+0.0362967j -0.00894054+0.0566165j -0.00993735+0.00321562j 0.0149287-0.0469847j -0.0177932-0.0511511j -0.0246288-0.0490352j 0.0109157+0.0577883j 0.0042085-0.0673335j 
0.0108652-0.0111416j -0.0244689+0.087194j 0.0448899+0.0136042j -0.0393282-0.081588j -0.060458+0.145334j 0.150401+0.00704606j -0.0193513-0.120028j 0.077799-0.167166j 0.0207335+0.126058j 0.0549155-0.153177j -0.0950909+0.0276569j 0.113737-0.00398161j 0.0251397-0.103622j 0.0696142-0.0606521j -0.070836-0.0419068j 0.00780978+0.156819j -0.154701-0.0407538j -0.0455405-0.0732309j -0.0643722+0.0263459j -0.0322144+0.102755j -0.0527616-0.00449851j 0.0327929+0.0779614j 0.0602429+0.0108914j -0.0768837+0.004644j 0.035358-0.0555002j 0.0272584-0.0584643j 0.0471001+0.0470508j 0.00537711-0.0698154j -0.0867496-0.00890009j -0.0877385+0.0262051j 0.0129474-0.0717391j -0.000430487-0.0857708j 0.00719406-0.0573007j 0.0845346-0.146215j 0.0847974-0.0787676j -0.0144536-0.0156833j -0.0248374-0.0506101j -0.023137-0.0727974j -0.0246259-0.0234149j -0.0193401+0.0487922j 0.0477653+0.0353743j -0.0636918+0.0443876j -0.0208149+0.0808754j -0.0212448+0.00381796j -0.0738187-0.00657694j 0.0220432+0.0481067j -0.0294127-0.0192357j 0.0184252-0.00770714j -0.00183008+0.0444914j -0.00219192+0.00831039j -0.0219778+0.0173306j 0.0402108+0.0207619j -0.067444+0.00264148j 0.0505813-0.00391741j -0.0125964+0.0468602j 0.0381648-0.0293397j 0.0378324+0.0267573j 0.0287208-0.0840343j 0.0163702+0.00622721j 0.0128291-0.0239507j 0.0214667+0.0170579j -0.00614801+0.0363485j -0.0175008-0.0563756j -0.022842+0.0255279j 0.00948068-0.0293641j -0.0224333-0.0274993j -0.0540881-0.0995645j 0.0711646+0.0380562j 0.0363638-0.0215996j 0.0242813+0.0314393j 0.0552467+0.0382294j 0.029748-0.000649514j -0.0336668-0.0917534j -0.0103406-0.116519j 0.00657988-0.0210666j -0.0327538-0.0190594j -0.00613528-7.07516e-05j 
0.0151333+0.0349028j -0.0309081+0.0374675j 0.0547212-0.0255484j 0.0534184+0.00331236j 0.0828+0.0915289j 0.0940962+0.0807849j -0.0983814+0.100321j 0.156741-0.0561347j -0.0773394+0.174052j 0.0980003-0.08907j 0.0522367-0.000399876j 0.028708-0.047883j -0.0290637+0.026763j 0.0138713-0.00304859j -0.0367054+0.0347904j 0.0271066-0.0185232j -0.121054+0.0711838j 0.0208611-0.0280482j 0.0229005+0.160492j 0.0676762-0.101062j 0.134775-0.0669573j 0.00112196+0.0104092j -0.0884709+0.00326869j 0.0067769-0.0156443j -0.0626014-0.134381j 0.0348739-0.100601j 0.0859815-0.00836256j -0.0669802-0.0411758j 0.0509179+0.0431788j -0.163197-0.0491286j -0.0285535+0.0478046j 0.124046-0.0459609j 0.0146667-0.0752019j -0.00466675-0.0162768j 0.0578696+0.0206104j 0.0247131+0.091608j 0.0100645+0.028974j 0.0561351-0.0825839j 0.0268894-0.00901502j -0.0732223-0.0258886j -0.0389313+0.0607436j 0.0244297-0.0449486j -0.0362516-0.0101202j -0.0680688+0.0376647j -0.0495771+0.039209j 0.0389314-0.0552953j -0.0335499-0.0366175j 0.0752031+0.00396534j 0.0800845+0.00477286j -0.0214513+0.0160536j -0.0186223-0.0448129j 0.0294143+0.0111256j -0.0895336+0.052527j 0.0500433+0.00601266j -0.0294519+0.00855902j -0.0274331+0.00575464j 0.00430335-0.0151249j 0.0894877+0.0175653j 0.0347473+0.0263736j 0.0421691+0.000963567j -0.0776987-0.00685318j -0.0407077-0.00536449j -0.0203312-0.0420961j -0.0328378-0.00222148j 0.0341219+0.00359563j 0.0232869+0.0250149j 0.0734502+0.0802955j 0.101594+0.0316619j 0.0556937+0.0650173j -0.0505216-0.0265083j 0.0240038-0.00968145j 0.00575835+0.0372924j -0.0136739+0.0552866j -0.0380804+0.0141757j -0.0242446+0.0163797j -0.0121236-0.03611j -0.0343666-0.00819932j 
0.0167657+0.036918j -0.0377056-0.0292529j 0.0776412-0.143845j -0.197979+0.0993265j 0.109163+0.191349j 0.135052-0.110809j -0.122558+0.0934483j -0.00568129-0.230131j -0.0250105+0.125925j -0.0279782-0.0619262j 0.00452353+0.0381028j -0.0285604+0.0382386j 0.00875637-0.0378054j 0.0344213-0.0259614j 0.0631571-0.211977j -0.158658+0.176037j -0.0996001-0.0685134j 0.00697543+0.00140687j -0.0159218+0.17818j -0.0722397-0.0475125j 0.0141856+0.0090077j -0.0715344+0.0340328j 0.0187317-0.144516j 0.119473+0.00952668j 0.0783756+0.0615088j 0.176737+0.078521j -0.161125+0.113806j 0.0591396-0.0760923j -0.047761+0.096853j -0.0417201-0.0985968j 0.0420522-0.0185915j 0.07384-0.00919696j -0.0648391+0.0917619j -0.0732789+0.0382721j 0.00680618+0.0762485j -0.0864491-0.0224039j -0.0200709+0.0193466j -0.0208127+0.0315631j 0.01617-0.0126852j 0.00441705-0.0433848j -0.0139272-0.00222799j -0.0134346+0.0153504j -0.0259299+0.019249j 0.0187877+0.0217869j -0.027047+0.0241056j -0.00768468-0.0448597j 0.00823535-0.00721594j -0.0497224-0.000378268j 0.00574011+0.0234503j 0.000825176+0.0183431j 0.0117327-0.0487749j 0.0167198+0.025525j 0.0323478-0.0308225j 0.00895453+0.0113407j -0.00115825-0.0567523j 0.0304567-0.0662177j -0.000755855+0.0195702j 0.0235444+0.0524229j -0.00833535+0.0270452j -0.0754127-0.0229324j -0.0490539+0.0101062j 0.0705197+0.0595795j -0.0189204-0.02946j -0.0265393-0.00286352j 0.00935755+0.0584419j -0.00611023-0.0476669j 0.0648739+0.0209355j -0.0127666-0.0465159j 0.0736719+0.0592306j -0.0450534-0.00157327j -0.0173307-0.0764546j -0.00264461+0.00352802j 0.00259654-0.0501718j 0.0387556-0.0289198j -0.0400728-0.0323285j 0.0120468-0.0290331j -0.0376244+0.0217433j 
-0.0635599+0.0152169j -0.0281283+0.0592864j -0.310275+0.0957907j -0.0449646+0.252317j 0.0328021-0.0328741j -0.00228566-0.031362j 0.00449618+0.211192j 0.0283223-0.0896827j -0.110446+0.159707j 0.0371098-0.152783j -0.0347089-0.00515064j -0.0742698+0.0270984j 0.102675+0.037899j 0.0913862-0.0638229j 0.0670966+0.0283918j -0.141518+0.0155224j 0.0490182+0.0081385j 0.190296+0.0175022j -0.166425+0.157312j -0.0591268-0.0872788j 0.194805-0.122512j 0.0525478-0.0151077j -0.0493058-0.0447558j -0.126234-0.00756608j 0.0417576-0.00605744j -0.0265951+0.0686935j -0.0435426-0.0912823j 0.0181887-0.020991j -0.0180613+0.0565386j 0.0546184-0.00928702j 0.0119343+0.0783273j 0.0169147-0.151836j 0.0188425-0.0263225j 0.0065412-0.0354308j -0.0723041+0.0549803j -0.0289266+0.0154305j -0.0223266-0.0338921j -0.0631985-0.10549j -0.0465596-0.052889j 0.0322045+0.0138947j -0.0227435-0.0193775j 0.0158208-0.00360602j 0.0593523-0.068775j -0.00905969-0.0388945j 0.00226864-0.0253679j -0.0138586+0.0248927j 0.000824656+0.0197835j -0.0191387+0.0344563j -0.0418725-0.0176598j -0.0286839+0.0139638j 0.0188358-0.0190527j -0.0615535-0.00687466j 0.0329104+0.0294825j -0.0872336+0.0171695j -0.0294678+0.0120098j 0.0465772-0.00775637j 0.00631494+0.000554985j -0.0308497+0.024141j 0.0488843-0.060627j 0.0151067+0.0418866j 0.00778537+0.00717719j -0.057581-0.0601535j 0.0492127+0.0436309j 0.0430926-0.0243175j 0.00138403-0.0192106j 0.0922635+0.014025j 0.0330619+0.0514997j -0.0467555+0.0150351j -0.0119971+0.0178813j 0.0196593-0.00700224j -0.0485618+0.0122177j -0.0374267-0.029224j 0.0247973+0.0861316j 0.0072304+0.0803307j 0.0555391-0.0101089j 0.0269903-0.0886605j -0.00804309-0.030052j 
-0.0136415-0.109157j -0.0301592+0.00766499j 0.117611-0.143631j -0.187952+0.0381944j -0.0769807-0.13011j -0.0934729+0.210537j 0.1745+0.0156758j -0.0771485+0.101213j 0.0562478-0.0373072j -0.0582274+0.0202654j 0.104072+0.020949j -0.0515023-0.112983j -0.0626783+0.0867484j -0.108448+0.0850265j -0.135763+0.0769634j -0.150577-0.0203981j 0.116653-0.113319j 0.146134-0.0585221j 0.144168+0.137409j -0.0764247-0.0967919j -0.0926748-0.218425j 0.0264261-0.15402j -0.0197596-0.0336213j 0.0047961-0.0164369j -0.0722569-0.119884j 0.0585647-0.122298j -0.0240925+0.120985j 0.0345742+0.027869j 0.0173085-0.136749j -0.0254328-0.0700114j 0.0835105-0.0365732j -0.0572769-0.0328715j 0.0195454-0.0348152j -0.0143493-0.0178607j 0.030656-0.00624962j -0.0446912-0.0398331j -0.0792061-0.0173365j 0.0654901+0.0953121j 0.0370893+0.0158795j 0.00499924+0.0257392j -0.00896623+0.00502493j -0.030651+0.0217196j -0.0152747+0.00654832j -0.0286554+0.0160461j -0.0569666+0.0110427j -0.0606139+0.00360752j 0.00826854-0.0372684j -0.0398147+0.0231225j -0.0211794-0.0439918j 0.00507769-0.0230662j -0.0138531-0.0642134j -0.0845172+0.0124283j 0.0135956-0.00358592j -0.0262538-0.00378249j -0.0127323-0.0580363j 0.0852687-0.0896241j 0.0098464-0.00178803j 0.0694875+0.0612235j 0.0764567-0.018104j 0.0302556+0.022839j 0.0183049-0.0297848j -0.0143744-0.00508877j 0.000476137+0.00823358j 0.0562194-0.0386688j 0.0316949+0.0643931j 0.0350164+0.0641259j 0.003863+0.10949j 0.0670443+0.0201681j 0.0448027+0.030993j 0.010822-0.0542925j 0.0143967-0.0679434j 0.0265534-0.0377184j 0.00460957+0.100565j 0.0532057+0.0886325j 0.0187827+0.0419873j -0.00884594-0.0498755j 0.00558504+0.0928419j 
