-0.080201+0.0487919j -0.0528639+0.0421771j -0.0959151-0.0221241j 0.0526947+0.0136643j -0.0343711-0.0108127j 0.0220111+0.00436062j 0.0492259+0.0148716j -0.0445999-0.0696505j -0.00367127+0.0217184j -0.000787859+0.00300576j -0.0111768-0.0234787j -0.0285101-0.0224787j 0.00783071+0.0576597j -0.00158935+0.0238554j -0.00378836+0.0239521j -4.7835e-05-0.0120488j -0.00222741-0.0122309j -0.00522951+0.0042661j 0.0155511+0.00214699j 0.0111214+0.0139203j 0.00108721+0.0220525j -0.00571778+0.00440208j -0.0173667+0.0235773j -0.00980953+0.00617882j 0.00259037+0.0166957j 0.00748503-0.0407599j 0.0030636-0.00443844j 0.0106625+0.0460004j -0.00755818+0.00202637j 0.0127672-0.0110129j -0.0159414+0.0308488j 0.0081367-0.0168243j -0.0293887+0.0115782j -0.035111+0.029033j 0.00623633+0.00124414j -0.00856199+0.0279468j 0.0134447-0.00657556j 0.00543211-0.0165738j 0.0422392-0.0651322j -0.0123784+0.00517939j -0.0292243-0.0139108j -0.000163383-0.0387197j -0.0488709+0.0387892j -0.0478833+0.0188141j -0.133536+0.0524963j 0.0542349+0.134269j -0.0970146-0.0338515j -0.00627432-0.0705583j -0.0993682-0.0354428j -0.0617952+0.0725559j -0.0173821+0.114396j 0.00833644-0.00561326j 0.0571546+0.0222212j 0.034922-0.125303j -0.0258545+0.0125405j -0.102356+0.133531j 
0.0212862+0.00992254j 0.026575-0.0201364j 0.057208-0.0412439j -0.0106967-0.00167281j 0.0585165-0.00776002j 0.0538996-0.0393277j -0.0607623-0.0161175j 0.0867374+0.000757043j -0.0510112+0.00590163j 0.0877854+0.00435897j 0.0169127+0.204651j 0.0787307-0.143529j 0.112246+0.166569j -0.049747+0.105312j -0.0321533-0.0143621j -0.0439271-0.0968099j 0.0154709+0.010376j 0.0134527+0.0653292j -0.0139181-0.0661482j -0.0026424-0.159058j -0.0392735-0.0137521j -0.11346-0.0502384j -0.0423099-0.0865023j 0.0367038+0.0701377j -0.0790556+0.0554995j 0.0805367-0.142578j -0.216759+0.126152j 0.182654-0.127083j 0.11942-0.0796471j 0.184363+0.0367811j 0.117182+0.0658676j -0.0112807-0.138138j -0.0679889-0.00469378j 0.040034-0.110648j 0.0129647-0.126082j 0.015889-0.100869j -0.0711253-0.00251708j -0.0763795+0.0160808j 0.0490007+0.0202644j -0.00505013+0.00095176j 0.0371308-0.0173344j -0.0290701+0.00799702j 0.122697-0.00645069j 0.0690356+0.0431033j 0.0103793-0.016075j -0.0438762-0.00903624j 0.0189979+0.0205211j -0.00178347+0.00881615j 0.0652391+0.00461227j 0.0423605+0.0131473j 0.0178605+0.0130999j -0.0381229-0.00664963j -0.0368135+0.0436746j 0.0218827+0.0580886j 0.0482949+0.00168687j 0.0195923-0.0107724j 
0.0433906-0.0104385j 0.0238263+0.0184559j 0.0670952-0.0430914j -0.0760289-0.052243j 0.0157974-0.0456656j 0.0649577-0.00864047j -0.02972+0.0507821j 0.142056-0.0747891j -0.0923219+0.0168086j 0.00472481+0.077667j -0.18878+0.0754848j 0.230229+0.0896687j 0.0775727+0.189486j -0.0630232-0.0135097j -0.110056+0.0230527j 0.0951678-0.0833452j -0.109154-0.0456426j 0.177885-0.186703j -0.193899-0.122103j -0.0789616-0.147136j 0.0409262+0.0617362j -0.0827397+0.0537713j -0.113064+0.0551755j 0.0584782-0.00869319j 0.0392162-0.102486j -0.201103+0.0677938j 0.0592444+0.0951729j -0.0650194-0.0217492j 0.10457-0.0556545j -0.0538393-0.0517784j -0.116427+0.0239027j -0.0549677+0.0334098j -0.0238816+0.0309238j -0.0693816-0.0579376j -0.0521221-0.00467873j 0.110956+0.00656049j 0.0329773-0.0368552j -0.0249575+0.0605463j -0.00942464+0.0186459j 0.040925-0.0184819j 0.04473-0.0545063j -0.0269788-0.0216329j -0.0034495-0.0633462j -0.0498786-0.0351616j 0.109001-0.0250768j 0.00113112+0.0229744j 0.081534+0.0805516j -0.0668107+0.0120532j 0.109831-0.00202535j 0.00565058+0.037139j -0.0334739-0.0357665j -0.0249885-0.0483513j -0.039086+0.0103889j 0.010699+0.0406941j 0.015378+0.0442584j 0.035381-0.0431046j 
-0.0277094+0.000162517j -0.0227859+0.000280242j 0.00736946+0.0270461j 0.0216849-0.0132859j 0.0550895-0.033106j 0.0333486-0.0310953j -0.0659536-0.0811104j -0.0665386+0.0270088j -0.0389696-0.0287616j 0.063827-0.0583721j 0.16294+0.016793j -0.0437979-0.104006j 0.0442688-0.052079j 0.240574+0.0442782j -0.272946+0.0563466j 0.039071-0.0185471j -0.118033+0.0478938j 0.147494+0.126913j -0.0423739+0.0329851j 0.0286911+0.0260751j 0.0231195-0.0195483j 0.00993171-0.124791j -0.0800212+0.105183j -0.0455513+0.148602j 0.155198-0.0404501j 0.0941092-0.0504747j 0.262842-0.0121716j 0.0062806-0.0214761j 0.136529+0.102801j -0.00935933+0.0357661j 0.0324906+0.087297j -0.00374596-0.00737568j -0.0171753+0.0546646j -0.0980145-0.00254484j -0.0795131-0.0435323j -0.0108662-0.023987j 0.0231988+0.0380975j 0.0452678-0.0433245j 0.000779606+0.0665163j 0.00693763+0.0636443j -0.047119+0.0316686j -0.0534035+0.00736554j 0.0293585+0.0387463j 0.029006+0.0323764j -0.0382369+0.000664551j 0.0877017+0.0291918j -0.0359632-0.0322895j 0.0281684-0.0452506j -0.082943+0.035021j 0.000729151+0.0784308j 0.0256818+0.0239643j 0.0254745-0.0275265j 0.0120034+0.0027266j -0.00229217-0.0479745j -0.0431289+0.00738026j -0.0382266+0.0106313j 
-0.0152214-0.0465728j 0.0318696-0.031101j -0.0212213+0.0739788j 0.0610908+0.0174579j 0.112912+0.0674905j -0.152442+0.00843647j 0.0952972-0.0787892j -0.0146029+0.163778j -0.045455+0.171282j 0.01613+0.0413654j -0.0923934+0.205264j -0.0439946+0.144879j -0.0721062-0.0533592j -0.0593201-0.125823j 0.131114+0.0554438j 0.204117-0.0689386j 0.0960055+0.0748392j 0.0302196+0.0857598j -0.00340943+0.0185848j -0.020855-0.0582457j -0.096944-0.0582578j 0.0799576-0.0410396j 0.037555-0.0145194j 0.032949-0.154654j 0.0226482+0.123489j -0.113652+0.0238818j -0.0710308-0.101489j -0.191565+0.0206689j 0.102561-0.0494145j -0.0401502+0.0398879j 0.0106248-0.0101174j -0.0485176-0.00377085j -0.00847292-0.100714j 0.0452531-0.0159465j -0.0229012-0.0217384j -0.0555539+0.0670174j -0.0485892+0.0306139j -0.00928658-0.0263767j 0.0222795+0.0711073j -0.0908585-0.0355212j -0.103645-0.0626594j -0.000224071+0.0419209j -0.0312653+0.00766214j 0.0385033-0.0343955j 0.0570901-0.0824309j 0.121588-0.0116121j 0.0402811-0.0454117j -0.0992543-0.100221j -0.00168416+0.0154627j 0.0115395-0.0648657j 0.00388722+0.0026663j 0.00541078+0.0155296j -0.012122-0.039821j -0.0417326-0.0103513j -0.00276075-0.0478047j 0.0118292-0.0523382j 
-0.00285695+0.022122j 0.010925-0.0403499j -0.00973431-0.0126359j -0.000489563+0.0796382j 0.0319189+0.0362785j -0.075679+0.0334845j 0.109643+0.0863897j -0.00302484+0.0523036j 0.0211215-0.0354432j 0.0513128+0.0189626j 0.17894-0.143172j -0.028545+0.0812977j -0.0423886-0.0775968j 0.102328-0.102809j -0.0677139-0.0289537j 0.0304166-0.0492316j 0.0849577+0.0655748j 0.0283241+0.00727531j -0.0886968+0.0341011j 0.018279+0.0508248j 0.00242786-0.0219125j 0.0963056-0.0685231j 0.134442+0.0552367j -0.0545515+0.0522819j 0.0391772-0.0338854j 0.000547322+0.0248155j 0.090532-0.0834347j -0.0430654+0.0442008j 0.0386611+0.0725923j -0.104785-0.0051972j 0.116023+0.027105j -0.0846076+0.0657037j 0.0360771-0.0103094j 0.0617253-0.0362818j 0.00192696-0.0865418j 0.0639327+0.0411409j -0.0867736+0.00481017j -0.0545712+0.0360392j 0.0268946+0.051596j 0.0165165-0.0452002j -0.00126159+0.0123478j 0.0271463+0.017277j -0.0196787+0.00452538j 0.0489523+0.0328494j 0.0414159+0.0217826j -0.0587223-0.096198j 0.0695821-0.0169066j 0.00354672+0.0222945j 0.0448769+0.000657328j 0.0523987-0.103544j 0.00852942-0.018367j -0.0140312+0.0480329j -0.0310841-0.00196137j 0.0124248+0.0603519j 0.0410255-0.0517235j 0.0401004+0.0145009j 
-0.0707512+0.0402267j 0.0496912-0.000167553j -0.00787888-0.00907043j 0.0994177-0.073837j 0.0707798+0.0543611j -0.0841285+0.00264199j 0.129905-0.10284j -0.0947206+0.0195386j -0.0467641+0.0579106j -0.00603857+0.062036j -0.13142-0.0826314j 0.0774533+0.0373242j -0.0803257-0.169043j 0.1014-0.0804844j -0.0974589+0.0567541j -0.0708595-0.0956839j -0.0389808-0.0154251j 0.0459178+0.132066j -0.160065+0.121024j -0.114174+0.0436077j -0.0986751+0.207238j -0.0176291+0.0247083j 0.132961+0.0250935j -0.0765173+0.0714779j 0.056812+0.0481938j -0.120212-0.012946j -0.00755962+0.0709969j -0.0606707-0.041918j 0.0143205-0.111157j 0.0930573-0.0602745j -0.00783993+0.0542064j 0.00277586-0.0652368j 0.104102-0.0369513j 0.0340566-0.0962756j 0.0165302+0.00414142j -0.00387189+0.0626298j -0.0771398+0.0777977j -0.0569273+0.0290014j -0.0119579+0.0562969j 0.0301859-0.00535566j -0.000572252+0.0423723j 0.016602-0.0365797j -0.0517966+0.0310149j -0.00649775-0.0183027j -0.0296091-0.0707609j -0.0920075+0.00585397j 0.0168123-0.0926793j -0.0571561-0.0273285j -0.00673428-0.0457621j -0.0559026-0.0306887j -0.0463566+0.0527144j -0.0298574+0.0184485j 0.0331226+0.0652739j 0.0259303-0.0387009j 0.0414464-0.0471561j -0.0798252+0.0382256j 
-0.00142739+0.031433j -0.0295742-0.0403728j -0.0106112-0.0849457j -0.16415+0.0951899j 0.0111392-0.0695757j 0.0509835-0.142378j -0.00298785+0.0605538j -0.164729-0.109542j 0.0572694-0.0435754j -0.219+0.0699953j -0.00741583-0.167928j -0.0577693+0.023221j -0.0602281+0.0319868j -0.0521906+0.0238708j 0.0321324-0.228812j -0.0725228-0.0374692j 0.13592-0.204693j -0.0841499-0.0414136j 0.000180672-0.0399793j 0.0153116+0.154379j -0.171605+0.14403j 0.0343734-0.0657917j -0.0132427+0.0586414j -0.261309-0.0431796j 0.0654589+0.077632j -0.0102803+0.0671568j -0.0237259-0.0160546j -0.0841855+0.14801j -0.0653689-0.126869j -0.0815164+0.0951907j 0.0294518-0.0436948j -0.0661208+0.0570764j 0.0176943-0.0142709j 0.077664+0.00395119j 0.0381182+0.0220891j 0.0231809-0.0472647j 0.0977345+0.00632358j -0.0113381+0.0345979j 0.000172386-0.00594651j 0.0492087-0.0123106j -0.103588-0.00805516j 0.020287-0.0649278j -0.0220021+0.0482959j 0.036305-0.0423084j -0.0078648-0.00132543j 0.0139186+0.0500157j 0.0458674+0.0328813j -0.0124676+0.00729957j 0.000870282-0.00582908j 0.0367697+0.0633853j 0.0355914+0.0594025j 0.0160614-0.0295704j -0.0612961+0.0339921j 0.0223201+0.0507286j -9.77344e-05+0.0037659j 0.00796849+0.0320759j 
0.0130317+0.0298165j 0.106154-0.0324222j 0.24214-0.0565221j 0.102761-0.252832j -0.0413051-0.0703416j -0.0983213+0.0649491j -0.104066-0.152369j -0.00453805+0.0375697j 0.019618+0.0813014j 0.0148377+0.131876j -0.0527512+0.00682245j -0.0103551+0.171508j 0.021892-0.128987j 0.0500113+0.0850629j 0.0259479-0.0262051j -0.0512425+0.152085j -0.202994+0.137187j -0.123719+0.0489097j 0.0169696+0.0856583j -0.00291232-7.45674e-05j 0.00163364+0.221992j -0.0608184+0.0825498j -0.0667156+0.0118163j -0.0547872+0.00861295j -0.0771181+0.0326769j 0.0751458+0.0158677j 0.0356706-0.0918441j 0.0186002+0.0180663j 0.0247646+0.00589182j -0.0216197+0.0145328j -0.035824+0.00205327j 0.0175704+0.040222j -0.067109+0.0152726j -0.0395169+0.0067669j 0.0382375+0.0638501j 0.0037788-0.00341517j -0.104299+0.0354902j 0.0348011+0.0396717j -0.103261-0.0429055j 0.0749698+0.0400817j 0.0174582+0.00313014j -0.111688-0.0298522j 0.0396019-0.0116701j 0.0155352-0.0909756j 0.07103-0.0621242j -0.000765636+0.0375818j 0.0394496+0.0385218j -0.032352-0.0182998j 0.0572261+0.00614152j -0.0385942+0.0449087j -0.0598923-0.0667167j -0.0492963-0.0458893j 0.0257671+0.0360839j 0.0627242-0.0379376j 0.037091-0.0386616j -0.0426085-0.044235j 
-0.0070752+0.0540294j 0.0271648+0.0600765j -0.0835535-0.0203282j -0.128142-0.0441125j -0.0790858-0.113343j -0.0626428+0.00772205j -0.0548812+0.152186j 0.0180357-0.0792655j 0.0271338-0.00737009j -0.0563563+0.000139819j 0.00920579-0.0584435j -0.0147025+0.0265144j -0.10764+0.173188j -0.0024506+0.071516j 0.0444323-0.0801813j 0.246529+0.0891128j -0.0538377+0.233166j 0.0246548-0.0427436j -0.0596231-0.0820864j 0.20722+0.205865j 0.0879792+0.033396j 0.00717223-0.0750211j 0.0307841-0.0338781j -0.0316881-0.0248215j 0.000248485-0.147181j -0.0344036-0.0423067j -0.0214735+0.102548j 0.00261781-0.084875j -0.0056989-0.039903j -0.00583882+0.0588591j -0.0195373-0.0456531j -0.0422937+0.0496797j -0.0907614-0.0234228j 0.0555111-0.0784693j -0.0151054+0.0223244j 0.0227348+0.00153187j -0.0747567+0.080905j -0.0196736+0.0131247j 0.0574774-0.0036143j 0.0284168-0.0232218j -0.0338151+0.00766405j 0.070352-0.0416486j -0.0629112+0.0714523j -0.0557749-0.00878425j -0.0383547+0.0497991j -0.0308347+0.0790595j 0.0981276+0.0101954j -0.0911418+0.00973899j -0.0298806+0.00401187j 0.000722894+0.0631471j -0.0156629-0.0175038j -0.0130193-0.030627j 0.055596+0.0133931j -0.0410113-0.0681982j -0.0516252+0.0874627j -0.0494357+0.00558228j 
-0.0252245-0.0328845j 0.0721338+0.0261586j 0.235363-0.0262072j -0.12062-0.168169j 0.00578372+0.0129603j -0.0755554+0.195076j 0.0526178-0.153256j -0.0239993-0.0190173j -0.00950382-0.00544845j 0.00650419+0.00282284j 0.134718-0.0477867j -0.0543838+0.0740977j -0.0106166-0.074215j 0.14786+0.0568585j -0.2066-0.0632409j -0.0328224-0.249098j 0.274613+0.113982j -0.0810305+0.0783502j -0.0172433+0.115646j 0.0872216-0.0410801j -0.041276+0.0305316j -0.041454-0.0954467j 0.0254352-0.178835j -0.110165+0.115338j -0.071666-0.109576j -0.0247003-0.00771478j 0.0466757+0.0586082j -0.0222518+0.0942444j -0.00772138-0.0238593j -0.00605461-0.0299613j 0.00138273-0.0139331j -0.0181472-0.0825275j -0.0283556-0.036826j 0.0255417+0.072859j -0.0116801-0.0417236j 0.0290299-0.0291531j -0.0280964-0.0336583j 0.0223398-0.0171741j -0.026614-0.0192616j 0.0160873-0.0202491j 0.0619052-0.015549j 0.0183884-0.0422252j -0.0619264+0.035942j -0.0736099+0.0143341j 0.0612975+0.0438373j 0.0211829-0.00875896j 0.0275631+0.028373j 0.0510959+0.0335466j -0.0295433+0.0445271j -0.0140081-0.00110394j -0.065114-0.0880358j -0.0237796-0.034101j -0.0227475-0.0524981j -0.0411194-0.0175493j -0.039347-0.0103364j 0.0243988-0.116938j 
-0.166008+0.035596j -0.0115716+0.0503614j 0.101547+0.328612j 0.254636-0.0762j -0.294765+0.0611163j 0.115562-0.242459j -0.0711265+0.0661816j 0.075768-0.149174j 0.0748103-0.11146j 0.0593846-0.0296071j -0.0261856-0.0908412j 0.139145-0.096145j -0.120315+0.136037j 0.140576-0.105066j 0.0182772-0.0904868j -0.161143-0.187347j 0.0483846+0.0472037j 0.137552-0.0255075j 0.194502+0.016947j 0.00824951+0.0286169j 0.0287031-0.0961252j -0.0801722+0.0760953j 0.0459188+0.0345752j -0.0481388-0.0151146j 0.0590917-0.0257776j 0.0130875+0.0848219j -0.0373901+0.0358041j 0.102421-0.124029j 0.0255634-0.0237629j -0.0776613+0.0322697j 0.00173419+0.0789742j 0.000889004-0.00883309j -0.0140082-0.031022j -0.077405-0.0327088j 0.0424866+0.112142j -0.014161+0.032782j -0.0816218+0.0230646j -0.00572754+0.0234757j -0.0923768+0.0295864j 0.0214457+0.00808468j 0.00418596-0.0243685j -0.0592097+0.0452128j -0.0289757+0.00218326j 0.0154124-0.0850012j 0.0535366-0.0417564j 0.0705678+0.00894547j 0.0294604+0.0025039j 0.0641184-0.0304901j -0.0815032-0.0152771j -0.0613512-0.0428592j -0.0815786-0.0333068j 0.0398926+0.019969j -0.00950198-0.0262912j -0.0141185-0.00653967j -0.0374485-0.0623813j -0.00993985+0.0276981j 
-0.155574-0.153559j -0.214026+0.178984j 0.076293-0.0655257j -0.110018+0.119318j -0.0494392-0.0768132j -0.0948143+0.0463963j 0.0262018-0.176121j 0.0413123+0.00472601j -0.198268+0.10614j -0.00247842-0.0893521j -0.0936925+0.0573149j -0.151815+0.0213546j 0.176739+0.0348233j -0.124172+0.0392624j -0.00301473+0.195041j 0.00572168-0.0221263j 0.0563578-0.0494565j -0.0256466+0.0490272j 0.0437156+0.0223671j -0.146858+0.0238953j 0.036633-0.0374724j -0.0130311-0.0501888j -0.0116529-0.0949278j -0.0512703-0.0317274j 0.00573354-0.075402j -0.0294813+0.0277953j 0.0182867+0.0456893j 0.0688557-0.0114058j 0.0148406-0.00319302j 0.0248954+0.0784474j 0.01982-0.0150698j 0.0537735+0.0571386j 0.0150232-0.0314882j -0.0116637-0.0420787j 0.0192482-0.00805152j 0.0530501+0.0289107j -0.0284259+0.0563619j -0.0236573+0.0212082j -0.0682424+0.0931823j 0.00663669-0.0170806j 0.00496743+0.0506756j 0.0077774+0.0357099j -0.012092+0.0371084j -0.0407777-0.127781j 0.0308164+0.0353412j 0.0199155+0.00965852j 0.0726683-0.0355696j -0.00145197+0.00869973j -0.0765455+0.0117316j -0.054432-0.0112934j -0.00548521+0.0222621j 0.146024+0.0442263j 0.0270332+0.00868965j -0.0746026+0.019271j -0.082112+0.0868397j -0.0195602-0.0554833j 
-0.208492+0.201495j 0.172511+0.150772j -0.159876+0.0721776j -0.126039+0.102139j 0.152105+0.00966488j -0.132182+0.0658785j -0.00944042+0.0179638j -0.0888652-0.0702621j -0.126128-0.00774172j 0.205445-0.0402695j 0.0168391-0.097116j 0.00370335-0.105544j -0.0962538+0.180928j 0.0771291+0.0381105j -0.0367689+0.0398144j 0.0427958+0.0859161j 0.12869+0.0326017j -0.0440143-0.0697764j -0.0241834-0.0185055j -0.128412-0.11622j 0.0199562+0.00166012j 0.129276-0.0356575j 0.0372793+0.0224511j -0.019628+0.0425933j -0.0171747+0.0258293j -0.0510305+0.0297647j 0.0326813-0.0417846j 0.0780297+0.0852019j 0.00748016+0.0182416j 0.00653592-0.0670497j -0.0336196-0.0465248j -0.0184559-0.0499856j -0.026935+0.0288551j 0.0277073+0.0190944j -0.0303969+0.00296852j -0.0034149-0.0862561j -0.0314359-0.0611592j -0.0122793+0.0454488j 0.0188959-0.036383j -0.00248451+0.0184222j -0.0385115+0.115135j -0.0165199-0.0389989j -0.0243526+0.0566945j -0.0160342-0.0650478j -0.0424621-0.0491364j -0.00744472-0.0452254j 0.0271666+0.0542528j -0.100871-0.00182371j 0.0263127+0.022346j -0.0669086+0.0328162j -0.106108-0.0426235j -0.0323893+0.0997734j 0.0505638-0.0346823j 0.0521595-0.0154577j 0.0200675+0.0440733j -0.0713266+0.091348j 
-0.203574-0.0180981j -0.155982+0.28447j 0.0585426-0.0298899j -0.0482793+0.0179698j -0.0562932-0.17405j -0.073546+0.034003j 0.00855006-0.0229816j 0.0810953+0.00114816j -0.126746+0.0564799j 0.0196964-0.00466822j 0.0326441+0.00466748j -0.168165+0.0479774j 0.103003+0.138604j -0.0524873-0.0159756j -0.061197+0.0796054j 0.0458696+0.0244758j -0.0255554+0.062259j -0.0502063+0.0320726j 0.0389957+0.0279362j -0.0429582+0.014234j 0.0918921+0.0839081j -0.0830815-0.0530674j -0.0310657-0.0377692j -0.0201997+0.0019051j 0.0362197-0.0261585j -0.0114409-0.0337566j -0.017433+0.0491132j -0.013011+0.0635543j 0.00160391-0.00636655j -0.013246+0.0295037j 0.0337411-0.027145j -0.0340335+0.00817879j -0.0213198-0.0122616j -0.0176752-0.0353541j 0.0519342+0.0693253j 0.0147434-0.0147714j 0.0238151-0.0424568j -0.00385182+0.0275213j 0.00798448+0.00951851j 0.0479642-0.00646986j -0.0629111-0.0988985j 0.00397898+0.0397819j -0.0171024-0.0290035j 0.0764556+0.0509192j 0.0197569-0.0651681j 0.0757266-0.0174748j -0.0713536+0.0273158j 0.135786-0.0530667j -0.0444324-0.00385422j -0.0117063-0.011126j 0.0124942+0.0294145j -0.0858783-0.0300735j -0.0152817+0.012745j 0.0396302+0.000334071j 0.0945663-0.0384816j 0.108097+0.210465j 
0.127921-0.273138j -0.192449+0.0126218j 0.0825539-0.0397181j 0.0297738-0.0692725j -0.138968+0.0171916j 0.0548569+0.0790905j 0.0558149-0.010861j 0.0137604+0.00479018j 0.130293+0.0431588j -0.036149-0.0735728j -0.0344507-0.0510127j 0.0320862+0.143614j 0.146706-0.064639j -0.0170129-0.108858j -0.0180165-0.076424j 0.0247482-0.0698277j 0.0369393+0.0382296j -0.0128667+0.0240397j 0.0166865-0.0185372j 0.0328555+0.0225357j 0.0451989-0.0245993j -0.099503+0.00934307j 0.00601334-0.0126561j 0.0163399+0.0138153j 0.0549099-0.0193938j 0.0684981+0.0366305j -0.0439273+0.00100948j -0.0489203-0.00994816j -0.00798226-0.00593818j -0.067392+0.0229036j 0.0106134-0.0233322j -0.0458053+0.0334038j -0.0218442+0.0168484j -0.0346844+0.0574089j 0.05372-0.0426527j -0.0635555+0.0593735j -0.0848521+0.0046908j 0.0508444-0.00642249j -0.0222497-0.0253314j -0.00961258+0.00641112j 0.0143703+0.0136981j -0.013636+0.0280744j 0.0390987-0.0867211j 0.076819-0.039382j -0.103355-0.0236816j -0.000570367-0.0308249j 0.021392+0.0633772j -0.0430137-0.0676971j 0.0300217-0.00628379j 0.0149482+0.0472852j -0.00660315-0.0105418j -0.00772921+0.0748474j 0.0168382-0.00112853j 0.00888639-0.0479593j 0.115063+0.218053j -0.100374+0.0509018j 
0.0113001+0.0492562j -0.126451-0.0135743j -0.011829-0.130888j 0.0152926+0.118655j -0.117842-0.0922102j -0.0618603+0.0255438j -0.00558289+0.190283j 0.141935+0.0320489j -0.0541219-0.0523067j -0.0121291+0.0895447j 0.229016-0.0211306j -0.100053+0.0739493j 0.0530746+0.0928923j -0.016334+0.00775687j 0.0111632+0.0437406j -0.0632507-0.00465163j -0.0573093-0.0563635j 0.016929+0.0185967j 0.0405839-0.0305087j 0.0614484+0.0434532j -0.0436647-0.0349006j 0.00308699+0.00759933j 0.0441987+0.0247177j 0.0128781+0.0022094j 0.00349846+0.00730745j -0.0191567-0.0229509j 0.0329508+0.00647355j 0.00552204+0.0312092j -0.0114165+0.0053578j 0.0235321-0.0073538j -0.00529306+0.042551j 0.00198312-0.0405265j 0.00629287-0.0149082j 0.00907401+0.0670686j -0.0192493-0.0285962j -0.00690563+0.0633726j 0.0339577+0.0288073j -0.0230713-0.0346578j -0.0356425-0.00868669j -0.0404617+0.0481406j -0.00951343+0.00247829j -0.0458036+0.0195667j 0.00359483+0.0549945j 0.0189164+0.0160543j -0.0414066+0.0365288j -0.00945827-0.000915431j 0.0390554-0.0223979j -0.0108407-0.0438821j 0.0243251-0.0607153j 0.0287111-0.0472749j -0.0662663-0.0395334j 0.0853108-0.0133387j 0.0427112+0.0361914j 0.0596981+0.0565191j -0.100301-0.0569662j 0.0271863-0.00289958j 
0.141035+0.0301285j 0.0197226+0.0434266j -0.0100472-0.136617j -0.0278743-0.142292j 0.0274062-0.00457879j 0.141165+0.179838j 0.152881-0.0139929j 0.139049-0.113252j -0.00387995-0.0579102j 0.081338-0.067995j 0.0487687-0.138153j 0.148553+0.0836966j 0.0694812-0.0428315j -0.0796059+0.00445822j -0.00334254-0.0364718j 0.0357555+0.035424j -0.0316578-0.00514568j -0.0231342-0.0566486j -0.0599596-0.0625645j -0.0103952-0.0120851j -0.00840084-0.0196913j -0.00256026-0.0213976j 0.0552956+0.0371699j 0.0205622+0.0118452j 0.0319026+0.0044813j 0.0347528+0.00734209j -0.00291927-0.00665121j -0.0118133+0.0617464j 0.000365907+0.0200834j -0.0114099-0.0140915j -0.00305656-0.0295087j -0.045822+0.00444793j 0.00469964+0.00571685j 0.0331319-0.0207834j -0.0319304-0.000213984j -0.0118593-0.010157j 0.0227871-0.0329441j -0.0194086+0.0135191j 0.00841235+0.0485283j 0.0392158+0.0341125j -0.0356854-0.0172492j -0.0166577+0.0983638j 0.0381124-0.0321229j -0.0424429+0.0434828j 0.0504462-0.00598549j -0.00652591+0.0322729j -0.0150218-0.00158362j 0.0394317+0.0503143j 0.0105784-0.0625179j -0.0620446+0.00199115j 0.00671887+0.0278062j 0.0187146-0.0257398j 0.11806+0.0305712j -0.0269155+0.0214191j 0.00439034-0.0168546j 0.119309+0.0410381j 
-0.0140209+0.0338753j 0.113724+0.000498673j 0.0551721+0.0235645j -0.0214312-0.0951207j 0.0977232-0.0467938j 0.0579456-0.0565052j -0.0162061-0.0510233j -0.0100153-0.00208162j -0.0292395-0.0147872j -0.0242141+0.0405983j -0.0368754+0.017894j 0.0102721-0.0399779j -0.0556754-0.0217167j 0.0205524+0.0492675j 0.0175968-0.0134222j 0.0265192-0.00328392j -0.0101294+0.0243695j 0.0188845-0.026687j -0.0495792+0.0142738j 0.0564444-0.0323717j -0.0245746+0.0458903j -0.00666937-0.0370821j 0.0081408-0.0066762j 0.000940556-0.00140401j -0.0328042+0.0171546j 0.000204424+0.00257865j 0.0304083-0.0284578j -0.0229251-0.0507358j -0.00316573-0.00824683j 0.0178768-0.0120294j -0.00757032+0.0204689j 0.00141759+0.0166082j 0.00968984+0.0241909j -0.0141335-0.0192038j -0.0492334+0.00476369j 0.00860255-0.0154834j -0.0280583-0.0184355j 0.00987264+0.0264267j -0.0330162+0.00280195j 0.0468638-0.0595392j -0.00755921+0.10805j 0.00456583+0.0377808j 0.113442+0.0252814j 0.0744281+0.0532828j -0.0518005-0.0169542j -0.0152362+0.0583398j -0.00650527+0.00425101j -0.00505648-0.0358662j -0.0276035-0.0101361j 0.0139578+0.00441203j -0.0196542-0.0307554j -0.00468236-0.0334282j 0.044604+0.117351j -0.122432+0.0936428j 0.0445089-0.0195279j 0.0237395-0.0155862j 
