-0.0586083-0j -0.0103606-0j -0.000863382-0j -0.0509611-0j -0.00849351-0j -0.00520119-0j -0.00106169-0j -6.25606e-05-0j 0.031515-0j -0.0323607-0j 0.0050857-0j -0.00522218-0j 0.00415246-0j -0.00426389-0j 0.000599356-0j 0.000519058-0j -0.00061544-0j -0.000532986-0j 6.11715e-05-0j -6.2813e-05-0j 2.79209e-06-0j -2.86701e-06-0j -0.0237233-0j 0.0288852-0j -0.0171244-0j -0.00375098-0j 0.00456715-0j -0.00296541-0j -0.0027076-0j -0.00197694-0j -0.00042802-0j 0.00361065-0j 0.0024071-0j -0.000494235-0j -0.00214055-0j 0.000521152-0j -0.000174738-0j -0.00142703-0j -4.11863e-05-0j -0.000308961-0j -4.36846e-05-0j 0.000601774-0j 0.000212759-0j -0.000356758-0j 5.01479e-05-0j -3.64039e-06-0j -0.000126133-0j 5.31898e-05-0j -2.97298e-05-0j -1.35669e-07-0j 4.43249e-06-0j -3.15332e-05-0j 1.65189e-07-0j -2.62777e-06-0j -9.79312e-08-0j 
-0.036535-0j -0.00209623-0j -0.000531444-0j -0.000211771-0j -0.24332-0j -2.16138e-05-0j 0.000421799-0j 4.99695e-05-0j -0.000406595-0j -0.00013836-0j 0.00310371-0j 0.00105616-0j 0.00780782-0j 0.00265693-0j -0.107743-0j 0.000316771-0j -0.036664-0j 0.000107794-0j 0.000113574-0j 3.86481e-05-0j 8.66387e-06-0j 2.94823e-06-0j 0.000101472-0j 0.000362057-0j 6.70798e-05-0j -0.000758926-0j -0.0027079-0j 1.2684e-05-0j -0.000501702-0j -0.00247321-0j -0.000175031-0j 4.52572e-05-0j -0.00882455-0j 0.0145736-0j 8.38497e-06-0j -0.000624522-0j 7.4741e-07-0j -0.00163496-0j 0.00369475-0j -0.000115708-0j -1.78641e-05-0j 0.0519996-0j 2.6668e-06-0j 0.00963416-0j 0.0131831-0j -2.99291e-06-0j 4.94089e-07-0j -6.374e-05-0j 0.00244249-0j -1.67599e-07-0j -1.06789e-05-0j -1.18094e-05-0j -5.98004e-07-0j -1.97852e-06-0j -1.10794e-07-0j 
5.06462e-05-0j 0.0823552-0j 0.0102289-0j 6.26827e-07-0j -9.98797e-06-0j -1.23746e-05-0j -0.00562143-0j 2.12477e-05-0j -2.72335e-05-0j -2.71683e-05-0j 0.000420165-0j 0.000419158-0j 0.000345248-0j 0.00034442-0j -0.00231726-0j -0.00829475-0j -0.0023117-0j -0.00827486-0j 0.0697288-0j 0.0695617-0j -0.000111423-0j -0.000111156-0j -4.0892e-05-0j -3.55291e-07-0j -2.8964e-05-0j 0.000618144-0j 5.37075e-06-0j 0.000491798-0j 0.000437835-0j -3.40767e-06-0j -0.00330088-0j 4.27299e-06-0j -2.96076e-08-0j -0.0078364-0j 0.000348343-0j -2.86797e-05-0j 8.75409e-05-0j -2.41367e-06-0j -0.000973316-0j -0.00233803-0j 0.0651649-0j -6.80866e-05-0j 7.60599e-07-0j -0.00555056-0j -8.45666e-06-0j 0.0166706-0j 6.20056e-05-0j 0.000566186-0j -0.000689404-0j -1.62331e-05-0j 0.000144842-0j 0.0461566-0j -1.41041e-07-0j 0.0118079-0j -1.1498e-05-0j 
0.000153513-0j -0.00524916-0j 2.26146e-06-0j -0.000129683-0j -2.16138e-05-0j -0.245036-0j 0.000522589-0j -1.592e-07-0j -0.000248988-0j -8.47281e-05-0j -4.01802e-05-0j -1.36729e-05-0j 0.00634579-0j 0.00215941-0j -4.73528e-06-0j -0.0759206-0j -1.61137e-06-0j -0.025835-0j 9.34823e-05-0j 3.18111e-05-0j -2.20592e-08-0j -7.50653e-09-0j 6.21385e-05-0j 0.000221714-0j 4.10778e-05-0j 9.82496e-06-0j 3.50561e-05-0j -0.00150242-0j 6.49497e-06-0j 5.17821e-06-0j 1.12112e-06-0j -0.00536071-0j 1.84762e-05-0j -0.000250403-0j -0.0009932-0j 4.00021e-06-0j 0.0256862-0j 3.42315e-06-0j 1.07879e-07-0j 7.41134e-07-0j 0.00211835-0j -0.000893452-0j 0.0916501-0j -0.000165533-0j 3.8492e-07-0j -1.84439e-06-0j 0.0169804-0j 0.0075584-0j 7.13157e-08-0j 3.55359e-10-0j -6.58089e-06-0j 0.00140037-0j 1.26794e-09-0j -1.21927e-06-0j 2.34917e-10-0j 
1.79061e-05-0j 0.0291169-0j 0.00361645-0j 1.55697e-05-0j -0.000248091-0j -0.000307372-0j -0.13963-0j 0.00052777-0j -4.84565e-05-0j 9.88689e-06-0j 0.000747597-0j -0.000152537-0j 0.000614298-0j -0.000125339-0j -0.00412308-0j -0.0147588-0j 0.000841259-0j 0.00301133-0j 0.124068-0j -0.0253144-0j -0.000198255-0j 4.04512e-05-0j 7.24798e-06-0j -4.4413e-05-0j 5.23187e-06-0j -0.000109564-0j 0.000671369-0j -8.71697e-05-0j -7.90875e-05-0j 6.03999e-07-0j 0.000585071-0j 0.000534144-0j -3.70108e-06-0j 0.00138898-0j -6.29224e-05-0j -0.0035851-0j -1.55163e-05-0j 4.35989e-07-0j 0.000172517-0j 0.000422327-0j -0.0115503-0j -0.00851115-0j 9.50785e-05-0j 0.00100262-0j -0.00105712-0j -0.00295481-0j -1.12003e-05-0j 0.0707758-0j 0.000124529-0j 2.87726e-06-0j 0.018106-0j -0.00833743-0j -1.76308e-05-0j -0.00213289-0j 2.07692e-06-0j 
0.0213121-0j 0.0012228-0j 0.000310009-0j 0.000374219-0j 0.42997-0j 3.81935e-05-0j -0.000745359-0j -8.83008e-05-0j 7.86328e-05-0j -0.000385522-0j -0.000600237-0j 0.00294285-0j -0.00150998-0j 0.00740316-0j 0.0208369-0j -6.12614e-05-0j -0.102159-0j 0.000300354-0j -2.19644e-05-0j 0.000107688-0j -1.67554e-06-0j 8.21485e-06-0j -5.91919e-05-0j -0.00021211-0j -4.97163e-05-0j 0.000442707-0j 0.00158641-0j -7.39898e-06-0j 0.000371837-0j 0.0014427-0j 0.000102102-0j -2.65138e-05-0j 0.00516984-0j -0.00850128-0j -6.21454e-06-0j 0.000365875-0j -4.35989e-07-0j 0.00121175-0j -0.00215527-0j 8.57569e-05-0j 1.04207e-05-0j -0.0304638-0j -1.56234e-06-0j -0.00714037-0j -0.00772329-0j 1.74587e-06-0j -3.66195e-07-0j 3.73419e-05-0j -0.00181025-0j 9.77661e-08-0j 6.2562e-06-0j 8.75253e-06-0j 3.50339e-07-0j 1.46638e-06-0j 8.21155e-08-0j 
-2.98435e-06-0j 0.000101403-0j 0.115242-0j -3.69361e-08-0j 1.18325e-06-0j -3.76978e-09-0j -2.12477e-05-0j -0.00544088-0j 1.60475e-06-0j 1.60091e-06-0j -4.97758e-05-0j -4.96565e-05-0j 2.11445e-07-0j 2.10938e-07-0j 0.000842708-0j -5.08023e-06-0j 0.000840688-0j -5.06805e-06-0j -0.00816501-0j -0.00814544-0j 0.0890655-0j 0.088852-0j 2.40959e-06-0j 2.09357e-08-0j 1.70672e-06-0j -7.323e-05-0j -6.36259e-07-0j 3.01198e-07-0j -5.18692e-05-0j 2.00799e-07-0j 0.00120042-0j 2.61696e-09-0j 1.74464e-09-0j -9.6489e-06-0j 2.1334e-07-0j 1.04299e-05-0j 1.77483e-08-0j 1.42227e-07-0j -0.0109657-0j 0.000850263-0j 0.000122517-0j -8.38345e-08-0j 1.54206e-10-0j -6.83436e-06-0j -9.52756e-05-0j 0.0443681-0j 1.25712e-08-0j 1.06449e-06-0j -0.00776706-0j 0.0262646-0j 0.000385492-0j 8.67796e-05-0j 0.0002282-0j 0.0314261-0j 0.0186033-0j 
-2.95436e-05-0j -0.0480405-0j -0.00596684-0j 5.02805e-05-0j -0.000801179-0j -0.000992621-0j -0.450919-0j 0.00170437-0j -1.61452e-05-0j -1.49392e-05-0j 0.000249092-0j 0.000230485-0j 0.000204678-0j 0.000189389-0j -0.00137377-0j -0.00491748-0j -0.00127115-0j -0.00455016-0j 0.0413383-0j 0.0382504-0j -6.60566e-05-0j -6.11224e-05-0j 2.38537e-05-0j 2.8964e-05-0j -3.34229e-05-0j -0.000360584-0j -0.000437835-0j -0.000286882-0j 0.000505237-0j 1.98781e-06-0j 0.00192551-0j -0.000348343-0j 2.41367e-06-0j 0.00457123-0j 0.000401969-0j 0.00233803-0j -5.10655e-05-0j -2.78524e-06-0j 0.000567767-0j -0.00269796-0j -0.0380129-0j 0.00555056-0j -6.20056e-05-0j -0.00640505-0j 0.000689404-0j -0.0097245-0j 7.15511e-05-0j -0.0461566-0j -0.000795535-0j 9.4693e-06-0j -0.0118079-0j 0.0532622-0j 1.1498e-05-0j 0.0136256-0j -1.3268e-05-0j 
-3.13357e-05-0j -0.0509547-0j -0.00632879-0j 2.64714e-05-0j -0.000421799-0j -0.000522589-0j -0.237397-0j 0.000897305-0j 5.08244e-05-0j 1.7295e-05-0j -0.000784129-0j -0.000266831-0j -0.000644316-0j -0.000219255-0j 0.00432456-0j 0.01548-0j 0.00147161-0j 0.0052677-0j -0.130131-0j -0.0442823-0j 0.000207943-0j 7.0761e-05-0j -1.2684e-05-0j -4.52572e-05-0j -8.38497e-06-0j 0.000191737-0j 0.00068413-0j 0.000152547-0j 0.000126751-0j -1.057e-06-0j -0.00102387-0j 0.000544297-0j -3.77143e-06-0j -0.00243071-0j 0.000100844-0j -0.00365324-0j 2.71536e-05-0j -6.98748e-07-0j -0.000301905-0j -0.000676851-0j 0.020213-0j -0.00867292-0j 9.68857e-05-0j -0.00160687-0j -0.00107721-0j 0.00517091-0j 1.79504e-05-0j 0.0721211-0j -0.00019958-0j -5.03521e-06-0j 0.0184501-0j 0.0133622-0j -1.79659e-05-0j 0.00341833-0j -3.32862e-06-0j 
-8.95493e-05-0j 0.00306201-0j -1.31919e-06-0j 0.000229161-0j 3.81935e-05-0j 0.433001-0j -0.000923462-0j 2.81322e-07-0j 4.81526e-05-0j -0.000236083-0j 7.77059e-06-0j -3.80978e-05-0j -0.00122723-0j 0.00601691-0j 9.15773e-07-0j 0.0146825-0j -4.48987e-06-0j -0.0719858-0j -1.80789e-05-0j 8.86374e-05-0j 4.2661e-09-0j -2.09159e-08-0j -3.62475e-05-0j -0.000129891-0j -3.04449e-05-0j -5.73123e-06-0j -2.05375e-05-0j 0.000876409-0j -4.81376e-06-0j -3.02062e-06-0j -6.53984e-07-0j 0.00314056-0j -1.08242e-05-0j 0.000146068-0j 0.000736111-0j -2.34351e-06-0j -0.0149836-0j -2.53707e-06-0j -6.29296e-08-0j -5.49293e-07-0j -0.0012357-0j 0.000523426-0j -0.0536929-0j 0.000122685-0j -2.25504e-07-0j 1.07589e-06-0j -0.012585-0j -0.00442807-0j -5.28557e-08-0j -2.07293e-10-0j 3.8554e-06-0j -0.00103789-0j -7.4282e-10-0j 9.03662e-07-0j -1.74109e-10-0j 
-1.05513e-06-0j 3.58515e-05-0j 0.0407442-0j -9.17455e-07-0j 2.93907e-05-0j -9.36373e-08-0j -0.00052777-0j -0.135146-0j 2.85533e-06-0j -5.8259e-07-0j -8.85659e-05-0j 1.80707e-05-0j 3.76222e-07-0j -7.6763e-08-0j 0.00149943-0j -9.03922e-06-0j -0.000305937-0j 1.84433e-06-0j -0.014528-0j 0.00296423-0j 0.158474-0j -0.0323344-0j -4.27092e-07-0j 2.61706e-06-0j -3.08291e-07-0j 1.29798e-05-0j -7.95353e-05-0j -5.33864e-08-0j 9.3693e-06-0j -3.5591e-08-0j -0.000212771-0j 3.27133e-07-0j 2.18088e-07-0j 1.71024e-06-0j -3.85364e-08-0j 0.00130378-0j -3.14583e-09-0j -2.56909e-08-0j 0.00194364-0j -0.000153586-0j -2.17158e-05-0j -1.04797e-05-0j 1.92765e-08-0j 1.23451e-06-0j -0.0119099-0j -0.0078641-0j -2.27078e-09-0j 0.000133066-0j 0.00140299-0j -0.00465531-0j 0.0481883-0j -1.56753e-05-0j 0.028526-0j -0.00567661-0j -0.00336038-0j 
-0.00555978-0j -0.000318998-0j -8.08734e-05-0j -0.000163022-0j -0.187309-0j -1.66383e-05-0j 0.000324702-0j 3.84667e-05-0j 2.08477e-05-0j 0.000385949-0j -0.000159139-0j -0.00294611-0j -0.000400338-0j -0.00741135-0j 0.00552442-0j -1.62421e-05-0j 0.102272-0j -0.000300686-0j -5.82338e-06-0j -0.000107807-0j -4.44231e-07-0j -8.22393e-06-0j 1.54417e-05-0j -9.39085e-05-0j -0.000493072-0j -0.000115491-0j 0.000702359-0j 1.93021e-06-0j 0.00368778-0j -0.000376365-0j -2.66357e-05-0j -1.17386e-05-0j 0.00228886-0j 0.00221777-0j -6.1634e-05-0j 0.000161985-0j 1.13739e-07-0j 0.0120178-0j 0.000562256-0j 0.000850512-0j -2.7185e-06-0j -0.0134874-0j -6.91701e-07-0j -0.0708162-0j -0.00341936-0j -4.55452e-07-0j -3.63182e-06-0j 1.65325e-05-0j -0.0179536-0j -2.55047e-08-0j 2.76983e-06-0j 8.6805e-05-0j 1.55107e-07-0j 1.45432e-05-0j 8.14398e-07-0j 
1.74087e-06-0j -5.91519e-05-0j -0.0672245-0j -2.96281e-06-0j 9.49137e-05-0j -3.0239e-07-0j -0.00170437-0j -0.436437-0j 9.51366e-07-0j 8.80302e-07-0j -2.95093e-05-0j -2.7305e-05-0j 1.25354e-07-0j 1.1599e-07-0j 0.000499594-0j -3.01178e-06-0j 0.000462276-0j -2.78681e-06-0j -0.00484057-0j -0.004479-0j 0.0528019-0j 0.0488577-0j -1.40559e-06-0j -1.70672e-06-0j 1.96946e-06-0j 4.27175e-05-0j 5.18692e-05-0j -1.75699e-07-0j -5.98542e-05-0j -1.17133e-07-0j -0.000700245-0j -2.1334e-07-0j -1.42227e-07-0j 5.62852e-06-0j 2.46183e-07-0j -0.000850263-0j -1.03532e-08-0j 1.64122e-07-0j 0.00639666-0j 0.000981157-0j -7.14684e-05-0j 6.83436e-06-0j -1.25712e-08-0j -7.88648e-06-0j 0.00776706-0j -0.0258814-0j 1.45065e-08-0j -8.67796e-05-0j -0.00896277-0j -0.015321-0j -0.0314261-0j 0.000100139-0j -0.0186033-0j 0.036264-0j 0.0214672-0j 
1.82792e-05-0j 0.0297236-0j 0.0036918-0j -4.67773e-05-0j 0.000745359-0j 0.000923462-0j 0.419502-0j -0.00158562-0j -9.8291e-06-0j 4.81903e-05-0j 0.000151645-0j -0.00074349-0j 0.000124607-0j -0.000610923-0j -0.000836342-0j -0.00299373-0j 0.00410043-0j 0.0146777-0j 0.0251665-0j -0.123387-0j -4.02148e-05-0j 0.000197166-0j 7.39898e-06-0j 2.65138e-05-0j 6.21454e-06-0j -0.000111847-0j -0.000400795-0j -8.89857e-05-0j -9.3942e-05-0j 6.16582e-07-0j 0.00059726-0j -0.000318875-0j 2.20948e-06-0j 0.00141791-0j -7.47407e-05-0j 0.00214024-0j -1.58396e-05-0j 5.17878e-07-0j 0.000176111-0j 0.000501649-0j -0.0117909-0j 0.00508101-0j -5.67602e-05-0j 0.00119093-0j 0.000631083-0j -0.00301636-0j -1.3304e-05-0j -0.042252-0j 0.000147919-0j 2.93721e-06-0j -0.010809-0j -0.00990338-0j 1.05253e-05-0j -0.0025335-0j 2.46701e-06-0j 
2.33611e-05-0j -0.0007988-0j 3.44142e-07-0j -9.983e-05-0j -1.66383e-05-0j -0.188629-0j 0.00040229-0j -1.22553e-07-0j 1.27666e-05-0j 0.000236344-0j 2.0602e-06-0j 3.81399e-05-0j -0.000325374-0j -0.00602356-0j 2.42797e-07-0j 0.00389275-0j 4.49483e-06-0j 0.0720654-0j -4.79321e-06-0j -8.87354e-05-0j 1.13106e-09-0j 2.0939e-08-0j 9.45604e-06-0j -5.7507e-05-0j -0.000301944-0j 1.49513e-06-0j -9.09265e-06-0j -0.000228633-0j -4.77415e-05-0j 7.88004e-07-0j 1.70608e-07-0j 0.00139043-0j -4.79225e-06-0j -3.81055e-05-0j 0.00730054-0j -1.03755e-06-0j 0.00390885-0j -2.5162e-05-0j 1.64167e-08-0j -5.44772e-06-0j 0.000322364-0j 0.000231739-0j -0.0237717-0j 0.00121676-0j -9.98385e-08-0j -2.80673e-07-0j -0.124815-0j -0.00196046-0j -5.24208e-07-0j 5.40774e-11-0j 1.70692e-06-0j -0.0102935-0j -3.28872e-10-0j 8.96226e-06-0j -1.72676e-09-0j 
1.84648e-06-0j -6.274e-05-0j -0.0713023-0j -1.55984e-06-0j 4.99695e-05-0j -1.592e-07-0j -0.000897305-0j -0.229772-0j -2.99486e-06-0j -1.01912e-06-0j 9.28938e-05-0j 3.16108e-05-0j -3.94607e-07-0j -1.34281e-07-0j -0.0015727-0j 9.48093e-06-0j -0.000535174-0j 3.22627e-06-0j 0.0152379-0j 0.00518531-0j -0.166218-0j -0.0565623-0j 7.4741e-07-0j 2.6668e-06-0j 4.94089e-07-0j -2.27146e-05-0j -8.10471e-05-0j 9.34263e-08-0j -1.50159e-05-0j 6.22842e-08-0j 0.000372348-0j 3.33351e-07-0j 2.22234e-07-0j -2.99291e-06-0j 6.17612e-08-0j 0.00132856-0j 5.5052e-09-0j 4.11741e-08-0j -0.00340136-0j 0.000246148-0j 3.80027e-05-0j -1.06789e-05-0j 1.96429e-08-0j -1.97852e-06-0j -0.0121363-0j 0.0137622-0j 3.63931e-09-0j 0.000135596-0j -0.00224853-0j 0.00814679-0j 0.0491043-0j 2.51224e-05-0j 0.0290682-0j 0.00909774-0j 0.00538559-0j 
-4.76857e-06-0j -0.00775412-0j -0.000963096-0j 2.03777e-05-0j -0.000324702-0j -0.00040229-0j -0.182749-0j 0.000690747-0j -2.60597e-06-0j -4.82436e-05-0j 4.02054e-05-0j 0.000744312-0j 3.30366e-05-0j 0.000611598-0j -0.000221737-0j -0.000793721-0j -0.00410496-0j -0.0146939-0j 0.00667232-0j 0.123523-0j -1.06621e-05-0j -0.000197384-0j -1.93021e-06-0j 1.17386e-05-0j 6.1634e-05-0j 2.9178e-05-0j -0.000177446-0j 2.32141e-05-0j -0.000931689-0j -1.60851e-07-0j -0.00015581-0j -0.000141177-0j 9.78213e-07-0j -0.000369898-0j -0.000741256-0j 0.000947559-0j 4.13215e-06-0j 5.13616e-06-0j -4.59429e-05-0j 0.00497521-0j 0.00307595-0j 0.00224953-0j -2.51297e-05-0j 0.0118113-0j 0.000279402-0j 0.000786893-0j -0.000131945-0j -0.0187064-0j 0.00146702-0j -7.66242e-07-0j -0.00478549-0j -0.0982189-0j 4.65991e-06-0j -0.0251265-0j 2.44671e-05-0j 
-1.07711e-06-0j 3.65984e-05-0j 0.041593-0j 2.75638e-06-0j -8.83008e-05-0j 2.81322e-07-0j 0.00158562-0j 0.406029-0j 5.79186e-07-0j -2.83964e-06-0j -1.79651e-05-0j 8.80794e-05-0j 7.63144e-08-0j -3.74156e-07-0j 0.000304149-0j -1.83355e-06-0j -0.00149119-0j 8.98956e-06-0j -0.00294691-0j 0.0144482-0j 0.0321454-0j -0.157603-0j -4.35989e-07-0j -1.56234e-06-0j -3.66195e-07-0j 1.32502e-05-0j 4.74812e-05-0j -5.44987e-08-0j 1.11291e-05-0j -3.63324e-08-0j -0.000217203-0j -1.95293e-07-0j -1.30195e-07-0j 1.74587e-06-0j -4.57744e-08-0j -0.000778334-0j -3.21136e-09-0j -3.05163e-08-0j 0.00198413-0j -0.000182433-0j -2.21682e-05-0j 6.2562e-06-0j -1.15077e-08-0j 1.46638e-06-0j 0.00711-0j -0.00802793-0j -2.69728e-09-0j -7.94384e-05-0j 0.0016665-0j -0.00475229-0j -0.0287676-0j -1.86195e-05-0j -0.0170295-0j -0.0067428-0j -0.00399153-0j 
2.80991e-07-0j -9.54758e-06-0j -0.0108506-0j -1.20077e-06-0j 3.84667e-05-0j -1.22553e-07-0j -0.000690747-0j -0.176879-0j 1.53558e-07-0j 2.84278e-06-0j -4.76303e-06-0j -8.81767e-05-0j 2.0233e-08-0j 3.74569e-07-0j 8.06384e-05-0j -4.86125e-07-0j 0.00149284-0j -8.9995e-06-0j -0.000781307-0j -0.0144641-0j 0.00852264-0j 0.157777-0j 1.13739e-07-0j -6.91701e-07-0j -3.63182e-06-0j -3.45664e-06-0j 2.10216e-05-0j 1.42173e-08-0j 0.000110375-0j 9.47821e-09-0j 5.66628e-05-0j -8.64627e-08-0j -5.76418e-08-0j -4.55452e-07-0j -4.53977e-07-0j -0.000344595-0j 8.37763e-10-0j -3.02651e-07-0j -0.000517609-0j -0.00180932-0j 5.78312e-06-0j 2.76983e-06-0j -5.09486e-09-0j 1.45432e-05-0j 0.00314784-0j 0.00209428-0j -2.67509e-08-0j -3.51701e-05-0j 0.0165279-0j 0.00123975-0j -0.0127364-0j -0.000184663-0j -0.00753956-0j -0.0668732-0j -0.0395869-0j 
