0.00994119-0.0126906j 0.027852+0.0172186j 0.0107426+0.00632271j 0.00430717+0.0297031j 0.0236972+0.00139691j -0.0200621+0.00435966j -0.00412617+0.0346504j 0.0153915+0.0036995j -0.02739+0.0295161j -0.0103524+0.0213301j 0.00668042+0.00764504j -0.00493944-0.00324348j -0.0012345-0.0046752j 0.00556184+0.00458581j -0.00439272+0.00515746j -0.00468157-0.00185464j -0.000822576+0.00180622j 0.00138347-0.00336939j -0.000677979-0.00346749j -0.0032662-0.0101744j -0.00115887-0.00186456j -9.7366e-05-0.00309729j -0.000219231-0.00211985j 0.00011206+0.00338831j 0.00888073-0.00204098j 0.000173817-0.000236025j -0.00505799-0.00709327j -0.00387765-0.000744283j 0.00517661+0.00562571j -0.00367577-0.000888706j 0.000136311-0.00317196j 0.00353865+0.0138684j -0.00513652-0.00348873j 0.00681673-0.0114456j -0.00796886+0.0116692j 0.00681182+0.00495233j -0.00452069-0.00163916j -0.00273332+0.00134923j 0.0158289-0.000373221j 0.00825331+0.00100285j -0.0161447+0.00292318j -0.00324907+0.00843405j -0.000105784-0.00579865j 0.00382844+0.00838735j 0.003793-0.00503172j -0.00724107-0.00495321j -0.0117361-0.00884489j 0.00509827-0.00876412j -5.23302e-06-0.0104443j 0.000398047+0.00184256j -0.000202946-0.00031765j -0.00147876+0.00314821j 0.001559-0.00195452j 0.00160317-0.00277161j 0.00286761+0.00222314j -0.00308181+0.00110276j -0.000802775-0.00203013j 0.000605111-0.00109551j -0.000669524-0.00246327j 0.00155109-0.000335983j -0.00159609+0.000445519j -0.000305646-0.00192006j -0.000232171+0.0010271j -0.000596584+0.000785285j -0.00089878-0.0018387j 0.000547492+8.8603e-05j -0.000550205-0.000106659j 0.000377342-3.44183e-05j 0.000705461+0.00195439j 0.00080612+0.00220764j -0.000803972+0.000188876j -0.00172911+8.67832e-06j 0.000146806+0.00342322j -0.0030731+0.00056247j 0.0023116-0.00291444j 0.00130213-0.00182863j 0.000386189-0.000575046j 3.9765e-05-0.00133478j -0.000168671-0.000780882j 0.000550157-0.000542641j -0.000327075+0.000303486j 1.63233e-05-0.000950122j 0.000125078+5.80723e-05j 0.00137042+0.000499932j -0.000503488-0.000338079j -0.000108258-0.000298649j 0.000253092-0.000255826j -0.0016061+0.00113103j 0.000423417+0.000669927j -4.13551e-05+0.000534584j 0.000414398+0.00167084j 0.000524038-0.00140388j 0.000117558+0.000569205j -0.000226481+0.000109631j -5.973e-05+0.000268511j 
-0.0165172+0.0160606j 0.00150439+0.00143779j 0.00180728-0.00373778j -0.00465213+0.00310174j 0.0130368-0.0147798j -0.00912147+0.00902838j -0.00343975+0.00198873j 0.00124527-0.00035216j 0.0180679-0.015633j -0.00135111+0.00471697j -0.006739+0.0113728j -0.0226532+0.0202587j -0.0264981+0.0395619j -0.0184912+0.0222662j 0.00223973+0.00743591j -0.0232792+0.0244684j 0.0424753-0.0438845j -0.00562362+0.0064649j -0.0414824+0.0572936j 0.0302389-0.0315946j 0.00776261-0.011469j -0.0200267+0.0249079j 0.0319002-0.0422395j -0.0373803+0.0508974j 0.0444335-0.0546413j -0.0128042+0.0211102j 0.138133-0.150612j 0.0961265-0.0959139j 0.0558991-0.0622727j 0.00463214-0.00696145j 0.0111014-0.0354951j -0.0088842-0.00440569j -0.0123436+0.00620343j 0.00149606-0.0102781j 0.00184862+0.00640383j 0.00340749+0.00160655j 0.00900835+0.000236409j 0.0130781+0.0171867j 0.00304556+0.00386436j -0.0153721+0.00513049j 0.0057293-0.00651996j 0.0087503-0.00180072j -0.0167892+0.00863775j 0.00173374+0.00771497j 0.063101-0.0289053j -0.0184712+0.0258736j 0.00711775+0.00864428j -0.0353084+0.0158004j -0.00144772-0.00105192j -0.0130662-0.0011118j -0.00297237-0.00233685j -0.00690311+0.000263115j -0.00616492+0.000237896j -0.000124107-0.000759115j -0.00463519+0.000355197j -9.6981e-06+0.000537275j -0.00550768+0.00220832j 0.00281153+0.00062956j 0.00394795+8.8614e-05j 0.0166046-0.00111809j -0.0139986+0.00632038j 0.00427817-0.00372575j 0.0128003+0.000248327j 0.00058545+0.00138747j 0.00227056-0.00141819j 0.00026924-0.00101655j 0.0070257+0.00226035j 0.00100585-0.00228226j 0.001855+0.00198618j -0.0115357-0.0011621j -0.0029305-0.00162478j -0.00410637+0.00234154j 0.00520557-0.00275182j -0.00514334+0.00297604j 0.0112718+0.0110617j -0.0139145-0.0109082j 0.00126086+0.00234872j 0.0123076-0.00250672j -0.00753102+0.00139088j -0.00573011+0.00225558j 0.00405346-0.00206419j -0.00804065-0.000152347j -0.00118008+0.00013645j 0.00736571+0.00142248j 0.00253558+0.00365837j -0.0183426-0.00919386j 0.00412548-0.00218865j -0.0471091-0.00886547j 0.0269131-0.00211418j -0.0102955-0.0214617j 0.0146643+0.0157801j 0.0117835+0.0230418j 0.00461991-0.00711859j -0.00402247+0.00146599j -0.00296519-0.00337737j 
7.23995e-05-0.00565599j -0.0146482+0.00274949j -0.00281584+0.00256399j -0.00505996-0.0031207j 0.0149497+0.00384353j -0.0120313+0.0013047j -0.0227453+0.00124614j -0.00909763+0.00181997j -0.0177142+0.00252939j -0.0257494+0.00124213j 0.0058975-0.00468127j -0.00103324-0.000249301j 0.00536603-0.00105447j -0.0274855+0.00847856j 0.0267781-0.0188677j 0.000564007+0.00061685j 0.0424978-0.00224984j -0.0406978+0.00515147j 0.0494025-0.0154796j -0.0109754-0.00290455j 0.051298-0.024442j 0.00561948+0.00101785j 0.05206-0.01175j 0.0739702-0.0395955j -0.122633+0.0344587j 0.00624282+0.00254958j 0.0565056-0.0121036j -0.00579648-0.00939865j -0.010567+0.00974483j 0.00653787+0.00241127j 0.00581557+0.00847748j 0.00539633+0.00408714j 0.0348199+0.0199668j 0.02291+0.00954995j -0.0185719-0.00673299j -0.00520421+0.00191593j 0.0186401+0.00909336j -0.00753544-0.00253983j 0.00421175+0.00473403j -0.00651191-0.00669786j -0.00534557+0.000609145j 0.00301172+0.005134j 0.0110342+0.00673455j -0.00846504-0.00338355j -0.0183417-0.00696926j -0.0509626-0.0227349j 0.00685829+0.00381443j -0.00848821-0.00247472j -0.0321684-0.00957853j 0.0159951+0.00949633j -0.00126059+0.00272348j 0.00192178+0.00504032j -0.00214947+0.00879942j -0.00428584+0.00187745j -0.00119339+0.000747931j 0.00311408+0.0106637j 0.00237819+0.000935521j -0.00248269+0.0025483j 0.00130632-0.00109736j 0.0074629-0.00454211j 0.0028536-0.00467189j -0.00485343-0.00379165j 0.00633734-0.00522147j 0.00572725+0.00211131j -0.00397314-0.0149332j -0.00385728-0.000899639j -0.00303849+0.00593322j -0.00676466+0.011664j -0.00777577+0.00623184j -0.00173156+0.00601159j 0.00150906+0.000146758j -0.00331846-0.0223025j -0.0107864-0.0210357j 0.00410086-0.00790939j 0.00378273+0.0101388j 0.00450977+0.0112717j -0.000579584-0.0186955j 0.0047938+0.0200972j 0.000620476+0.00500528j -0.00226398-0.00695938j -0.00858727-0.000471166j 0.00525649+0.00225016j 0.000214986+0.00232079j 0.00122814+0.00265277j -0.00119537+0.00471134j 0.0029272-0.00247111j 0.00212619-0.0409195j 0.00352158+0.0302863j 0.0112267+0.0767785j 0.0106636-0.0451759j 0.0125971-0.0306694j -0.00547611+0.0191539j 0.000696244-0.00188994j 0.000724562-0.00102243j -0.000922685-0.000617396j 
0.00792159-0.00788428j 0.00635124-0.0107633j 0.00177352-0.00351605j 0.00850255-0.00992696j -2.55597e-05+0.0041389j 0.00323843-0.00589873j -0.00361024-0.00611947j -0.00112242-0.00195184j -0.0100353+0.00395256j 0.0110624-0.0150677j -0.00223794-0.00119589j -0.00187428-0.00639051j 0.00504593-0.0105455j 0.0236786-0.0375988j -0.0596255+0.0652409j 0.0384021-0.0638443j 0.00887485+3.5347e-05j 0.0201833-0.0446415j -0.0370555+0.061377j -0.0344307+0.0517885j -0.0638075+0.0783987j -0.0206274+0.0446706j -0.0131508+0.0209792j -0.103555+0.139903j 0.081022-0.115095j 0.0105355-0.0144184j -0.0309574+0.0723234j -0.0185226+0.0186817j 0.0151034-0.0150063j -0.0047438+0.00858189j 0.0022398+0.000802253j -0.00534299-0.0171338j 0.0391512-0.0382486j 0.0192432-0.021737j -0.0133886-0.00224386j 0.00646408-0.00386309j 0.0216273-0.0124482j 0.0133446-0.0134965j 0.0107171-0.00505693j -0.0194978+0.0154025j -0.0020885-0.00701219j 0.00807854+0.00205291j 0.00634184-0.0070327j -0.0024544+0.0122746j -0.00207268-0.00227285j -0.0260027+0.0155757j 0.0102758-0.00747441j -0.00307436-0.00227679j -0.0187756+0.00688042j 0.000540581-0.00521679j -0.00292022-0.00127672j 0.00283294-0.00368279j 0.000485631-0.00424072j -0.00367672-6.14367e-05j -0.00151599-0.00133557j -7.52517e-05+0.00428395j 0.00245972+0.000555607j 0.0027119+0.00282716j -0.00512898-0.00030314j 0.00493114-0.000348921j -0.0114326-0.0106663j 0.00550765+0.00306623j 0.00484134+0.000332092j -0.00167174+0.000902043j 0.00200352+0.000465188j -0.000158928-0.00271428j -0.000142358+0.00630906j 0.0035888+0.0060299j -0.0134061+0.00289974j -0.00379434-0.000725218j 0.00424421-0.00398327j 0.00167563-0.00289958j 0.00172817-0.00109336j 0.00423173+0.000380341j 0.0108911+0.00774659j -0.0160212-0.0044368j 0.00128249+0.00939948j -0.00565863-0.00420137j -0.00678378-0.00371968j -0.00893145+5.65473e-05j 0.0166291+0.00697558j -0.020568-0.00326832j -0.00389998-0.000491163j 0.00579786+0.00534915j -0.00653182-0.00710527j -0.00376688+0.00933701j 0.072268+0.00823655j 0.045828+0.0345864j -0.0234146-0.00751472j 0.00374657+0.00231129j -0.00220897+0.0044159j -0.0033248-0.00391191j 0.00059454+0.000114964j -0.000523141+0.000224065j -0.000297913-0.000522436j 
-0.0136968+0.029099j 0.028569-0.013499j -0.00526184-0.00191048j -0.0137122+0.0115727j 0.00430855-0.0203139j 0.026707-0.00865489j -0.00593579+0.0096754j -0.009096+0.0058424j -0.00905829-0.0146278j 0.0274844-0.0186949j -0.0234136+0.0272142j -0.00258548+0.0300956j -0.0593755+0.0925771j -0.0327978+0.0574766j -0.0369373+0.0304439j 0.0293298+0.000185595j -0.0866589+0.0193344j 0.0100073-0.00501031j -0.000528681+0.0671919j -0.0241959-0.00851502j -0.00305733-0.0159078j 0.0498161-0.0205246j 0.00801763-0.0516853j 0.0274447+0.0329001j -0.0292644-0.024646j -0.0683356+0.0872088j -0.0552579-0.118902j -0.129842+0.00814894j 0.00399917-0.0786831j 0.0143784-0.0164104j 0.0348278-0.101341j -0.00108391-0.0158468j -0.00024871+0.00256588j -0.0101325-0.000401863j 0.00842681-0.00516901j 0.00669613-0.00224636j 0.00429114+0.00769497j 0.0283008+0.0165862j 0.00787782+0.00686014j -0.000858365+0.000950939j -0.0100944-0.00774469j 0.00252926+0.000396019j 0.00235712+0.00803839j 0.0130043+0.011267j -0.000824838-0.0348938j 0.0236527+0.0200287j 0.0120677+0.00420321j 0.0167017+0.0113851j -0.0107598+0.00671715j -0.0123615+0.0150131j -0.00408258-0.00171973j -0.00672153+0.023338j 0.00166034+0.015867j -0.00627019+0.00186083j -0.00424672+0.00287581j -0.0011911+0.00178149j 0.00470529+0.00257681j -0.00680554-0.00777365j -0.00202707-0.000867194j -0.015585-0.00651262j 0.0195752+0.00134746j 0.00414002-0.00481519j -0.0159802+0.00033838j 0.00172442-0.00265477j 0.000912705+0.0025595j 0.00264129+0.00499592j -0.01606+0.00218822j 0.00537421+0.00393433j -0.0025854-0.00119125j 0.0152256-0.0119399j 0.0153649-0.000554891j -0.00308277-0.00583191j -0.00316798+0.00470782j 0.000252332+0.000856107j -0.016928+0.00512998j 0.0145179-0.0022784j 0.00687365-0.000450307j 0.00537667-0.00843856j -0.00520093-0.00807963j -0.0226861-0.0077184j 0.0229857+0.00449261j -0.00549573-0.00376383j -0.000662983+0.00103968j -0.00777346+0.0019955j 0.00896428+0.0120885j -0.0122892-0.0260428j 0.0105028-0.00236245j 0.00284926-0.00437135j -0.00547439+0.00274578j -0.010649-0.00151j -0.00767634+0.00692186j 0.0113705-0.0075472j -0.0111967-0.00800598j -0.00265903+0.0157239j -0.00757436-0.00192378j 
0.01403-0.00330304j 0.00134666+0.0188714j -0.0038335-0.00349591j 0.00288888-0.0052724j -0.0152499-0.00402191j 0.0049884+0.0268124j 0.00478786-0.00209051j 0.000185006-0.00659113j -0.0129748-0.0172312j 0.00176495+0.0262691j 0.0091727-0.018504j 0.0221235+0.0081337j 0.0390909-0.0458902j 0.0299861-0.024306j 0.00815485-0.0423062j 0.00461492+0.0499027j -0.0145555-0.133091j -0.00344517+0.0186685j 0.0437762+0.0309785j -0.019492-0.0507231j -0.0195327-0.0146245j 0.00637263+0.072206j -0.0417506-0.0112056j 0.0230909+0.0593505j -0.0220648-0.0588855j 0.0335172-0.068785j -0.110771-0.16256j -0.0478416-0.21724j -0.0474753-0.0300335j -0.0115405+0.00904446j -0.0338141+0.0552595j 0.00420044+0.0146624j 0.00913095+0.0229507j -0.000959064-0.0152175j 0.000527978+0.0100164j -0.00185179+0.00475344j -0.00594454-0.0113341j -0.0101468-0.00421186j -0.00337369-0.0059686j 0.00886033+0.0136944j -0.000129042-0.00531108j -0.00535594-0.00867201j 0.00689457+0.0175963j -0.00466529-0.00491303j -0.0256271-0.0631677j 0.00142092+0.0293466j -0.00276859+0.00771435j -0.00127291+0.0406611j 0.00510525-0.0046252j 0.00863535-0.00486316j -0.000257348-0.00276135j 0.00676486-0.00400872j 0.000214116+0.00172922j 0.00432273-0.00389108j 0.00404893+0.000581912j 0.000420157-0.0014931j -0.00219275-0.000256676j 0.00809617+0.0040342j -0.000440848+0.00278538j -0.00112413+0.0110447j -0.00124547-0.00319969j 0.00160597-0.00808016j 0.00609089+0.004956j 0.00229085-0.000357041j 0.0086957-0.013975j -0.00708679+0.00571328j 0.00377565+0.00537124j -0.00787177+0.00211159j -0.00237099+0.00035889j 0.00138729-0.00109205j -0.00391678+0.00200558j -0.000385348-0.00145261j -0.0018093-0.00279971j 0.00396637-0.00488402j -0.00227742-0.00992203j 0.0133562+0.00430793j 0.00555337-0.00277394j -0.00858631+0.00425289j 0.00850803-0.00771607j 0.0141813+0.00624325j -0.0131053-0.00505683j 0.00650924+0.00328311j 0.000380059-0.00050154j 0.00332879+0.00171034j -0.00461499-0.00454535j 0.00754923+0.00684822j 0.00013079+0.00104761j 0.0204349-0.011925j -0.00740619+0.010614j 0.00585147+0.015147j -0.0383157-0.0017148j -0.00251871-0.00878348j -0.0163948+0.000422783j 0.00552729-0.00430151j -0.000921982+0.00104743j 
0.014057-0.0136829j 0.00246749-0.00448326j -0.00707419+0.00441957j 0.00881411-0.0109169j 0.000722874+0.00151707j 0.00395988-0.00240323j -0.0140951+0.00942243j -0.0112405+0.0095903j -0.0228055+0.0181865j -0.00285333+0.000843182j 0.00491078-0.00980686j 0.00785677-0.00829856j -0.011111+0.00681491j -0.00715249+0.00363984j 0.00242716-0.0149417j 0.0885249-0.124689j 0.0287604-0.0434578j 0.0161372-0.0319472j -0.0081355+0.0337j -0.0901325+0.107753j 0.0472293-0.0501442j -0.0908486+0.112702j 0.121168-0.132423j -0.00215495+0.0287196j -0.081082+0.0952314j 0.01674-0.0230465j 0.0117629-0.0117954j -0.0117243-0.00103336j -0.00145133-0.00243092j -0.0152378+0.0164815j -0.00848047+0.0115498j 0.0113384-0.0447408j 0.00698978-0.0218946j 0.00214711-0.0211668j 0.00899325-0.0216318j -0.00200503+0.00484317j 0.00806075-0.0120503j 0.0192241-0.0260923j -0.000800386+0.00464661j 0.00166919+0.00241647j 0.00348914-0.00876574j 0.0011383+0.00880614j -0.00160136-0.00110078j 0.000154983+0.0178572j 0.00676673-0.0112312j 0.00574542+0.00985469j 0.00506488-0.0115055j 0.000440819-0.00129718j 0.00156532+0.00241039j -0.00471206-0.0110055j -0.0028812-0.00382629j -0.000902291-0.0047925j 0.00370892-0.00364835j 0.00383619+0.00314508j 0.00333131+0.00095919j -0.00127634+0.00362963j -0.0079258-0.00370609j 0.00291335+0.00151803j 0.00170683-0.00274189j 0.00017833+0.00125104j -0.013361-0.0098997j 0.00273946+0.0029926j -0.00701641-0.00675511j -0.00275008-0.00297805j 0.00555917+0.00696459j 0.00256227+0.00637723j 0.000562097+0.00486353j -0.00578571-0.00100178j 0.00732485+0.00557251j -0.00326206-0.000144667j 0.0042656-0.00653213j -0.00191587+0.00133292j 0.00559828-0.000647911j -0.00174316-0.000696923j 0.0098829+0.00548891j -0.00612777-0.0017152j 0.0055364+0.0145549j -0.00791049-0.00476926j -0.00745263-0.00483005j -0.0239522-0.00348938j 0.027086+0.00779534j -0.0120773-0.00789571j 0.00293078+0.00172748j -0.0355282-0.00383138j 0.0168105-0.00119485j 0.0161591+0.0139349j -0.0590913-0.0308553j 0.00788216+0.0232042j -0.00874945+0.0104409j 0.00210019+0.00412464j -0.00386762+0.00836093j -0.00575865-0.00811598j -0.000717601+0.00257882j -7.47993e-05+0.000151458j 0.000704876-0.000169627j 
-0.00972912+0.00951234j -0.000515866+0.000921817j 0.0136188-0.0153498j 0.000956033+0.000323104j 0.00742951-0.00461039j 0.00993269-0.00873314j 0.00714097-0.00819914j -0.0158962+0.0131251j -0.00765842+0.00154809j 0.000797535-0.00391995j -0.00634739+0.0116006j -0.000711902-0.00239338j 0.00902349-0.0128717j 0.0284056-0.0400492j -0.0537383+0.0818755j -0.049363+0.088959j -0.0522621+0.07811j -0.0779181+0.110112j 0.0677865-0.085608j -0.00332651+0.00246961j -0.0526889+0.0806986j -0.0784297+0.110408j 0.116009-0.159939j 0.0469516-0.0500627j 0.0425015-0.089703j 0.0367445-0.0545384j 0.0101281-0.00632351j -0.0278781+0.0341944j -0.00100443-0.00590244j 0.00314496+0.000335879j 0.00479082-0.00949355j -0.0148594+0.0374549j -0.00137399-0.00663185j -0.00622719+0.00246665j -0.00659043+0.017381j -0.000536445-0.00537944j -0.00223106+0.00269182j -0.00914783+0.011568j -0.000869121-0.00480313j 3.20742e-05+0.00137801j -0.00212435+0.00101356j 0.00351644-0.0160229j 0.00237899-0.00103663j 0.00353233-0.00335685j -0.00241126+0.00854781j -0.000831456+0.00466663j -0.00202961+0.000726995j -0.000727509+0.00943104j 0.00139108+0.00622458j 0.0010749+0.00358062j 0.00228576+0.000741421j -0.00181707-0.000973529j 0.000850241+0.00194613j 0.00171808+0.00788617j 0.00400171-0.00113037j 0.0120666+0.00685989j -0.0153492-0.0105428j -0.00378764+0.00131113j 0.0111265+0.00442282j -0.000737866-0.00154556j -0.00187738-0.0016943j -0.00760809-0.00179231j -0.0195691-0.011906j 0.00472058+0.00426798j 0.000656873-0.000209586j -0.00295737+0.0024057j 0.00738759+0.00768586j -0.0112519-0.00252508j 0.0121319+0.00403825j -0.00952575-0.000672624j 0.0152624+0.00700314j 0.00157328+0.000117698j -0.00843575-0.00550485j 0.00797715+0.0106434j -0.00483361-0.00454232j 0.00411835-0.00507302j -0.00190973-0.00572369j 0.00512914-0.00191898j 0.0036522+0.00234094j 0.0277582+0.0135962j -0.00430178+0.0120276j -0.0370956-0.0193072j -0.00278429-0.00125962j 0.00176451+0.00348662j -0.00164498-0.0021195j -0.00344773-0.00508527j 0.0188589+0.0124805j -0.00263942-0.00047092j -0.0020582-0.00597198j 0.000643147+0.00196343j 0.00162998+0.00161355j 0.00237692+0.000316756j -0.00062368-0.00114458j 0.000153201-3.989e-05j -0.000255696+9.93026e-05j 
-0.00147021+0.000795129j 0.00316916+0.00397748j 0.00303276+0.00404438j -0.000350736+0.00162324j -0.00363547-0.00447071j 0.000147909-0.0014954j 0.00958411+0.00987013j 0.0127333+0.0135527j 0.013606+0.0127122j 0.0100887+0.0144991j -0.00193927-0.00253194j -0.00338834-0.00378843j 0.00532063+0.0140195j 0.0160426+0.0317766j -0.0224673-0.0403392j -0.0103031-0.0163034j -0.0057654-0.00102645j 0.0295938+0.0430608j -0.0455937-0.069728j 0.0333679+0.0565181j -0.0592559-0.104308j 0.0480114+0.085987j -0.111063-0.1915j -0.0833528-0.140185j 0.107079+0.168272j -0.0147615-0.0174846j -0.0412929-0.0630248j 0.00921074+0.0122791j 0.0122509+0.0148457j 0.00269063+0.00438543j 0.00283543+0.00230267j -0.00295506-0.00959878j 0.00772251+0.0205009j 0.00506782+0.0111719j -0.00494999-0.0130245j 0.00516374+0.00651606j 0.00249016+0.00745014j -0.000890709-0.00247746j 0.00513546+0.00905573j -0.00909052-0.0166452j 0.000731708-0.00203448j -0.000938998+0.00244376j 0.00128923+0.0051944j -0.00134193+0.00057072j 0.00077819-0.000788642j -0.00545509-0.015333j 0.00210672-0.00018876j 0.00117198-0.00268662j -0.00120325-0.00925687j -9.27636e-05+0.000374023j -0.000240488+0.0006309j -0.000593948+0.00173807j 0.00155514-0.00181636j 0.00340608-0.00225558j -0.00220836+0.00246298j 0.0045098-0.00074349j 0.00786787-0.00340016j 0.00281632-0.00266081j -0.00539205+0.00629711j 0.00479403-0.00333791j 0.00407971-0.000296531j 0.00402128-0.00213988j 0.00653607-0.000481943j -0.00262762+0.00203366j 9.11873e-05-0.000732231j 0.00938966-0.0020121j 0.00413557-0.00555103j 0.0102813-0.00312624j -0.00462348+0.00612066j 0.00469267+0.000291473j -0.0078226-0.00360057j -0.00747541+0.0021511j 0.000868633+0.0111116j 0.00045605-0.00389643j 0.00253844-0.00572501j -0.00436217-0.000898027j -0.00374146+0.000719744j 0.00308713-0.00301419j -0.000939877-0.000914852j -0.000686118+0.000317783j 0.00694918-0.00283142j 0.00440783+0.0024377j -0.00172469+0.0014463j 0.024763-0.0153665j -0.0116794+0.00629774j -0.00776118+0.00655783j 0.0353249-0.0177774j 0.0425923-0.0208134j 0.0272333-0.0220742j -0.0198982+0.00808675j -0.0114471+0.00356162j 0.00571423-0.000728217j 0.000980296-0.000248967j -0.000537742-8.39305e-05j 0.000223052-1.69014e-05j 
-0.00108277-0.00314638j -0.00014157-0.000502206j -0.000163085+0.00952559j -0.0086428-0.00111055j -0.00653938+0.00141418j -0.00501601+0.00471397j 0.00408831+0.00541085j 0.00323961-0.00490307j 0.0176986-0.000918785j -0.00355112+0.00333423j -0.00501016-0.00488542j 0.000160254+0.00274405j 0.0138806+0.00334266j 0.00458285+0.0277874j -0.000684812-0.0315936j -0.0263121-0.0123357j -0.0441648-0.0445338j -0.0248411-0.0656763j -0.0159183+0.0160523j -0.0025127+0.00932613j -0.0358978-0.0819804j -0.0320274-0.0681195j 0.0453689+0.0678203j -0.0158399-0.00355155j 0.0504239+0.0583922j 0.0145026+0.0223069j -0.034791-0.0130206j 0.00372976-0.0162271j 0.0191946+0.00677829j -0.00297196-0.00272851j 0.00524044-0.00064828j 0.00909012-0.00911278j 0.0363795+0.0192059j 0.0256758+0.0134542j -0.00533152-0.00516151j -0.00121756+0.00413197j 0.0146917+0.00709917j 0.00437762+0.00402169j 0.00742879+0.00697277j -0.0165385-0.00820974j -0.00418242+0.00219733j -0.00865825+0.00507128j 0.0112941+0.000853222j -0.0195245-0.00275162j -0.000780489-0.00334033j -0.0442463-0.0141353j 0.00327132+0.000859843j -0.00123551-0.00590741j -0.0234892-0.0123554j 0.0146883+0.00822635j -0.00239753+0.000786664j 0.00318773+0.00668447j -0.000623665+0.000961862j -0.00565021-0.0071892j 0.00572575-0.00282144j -0.00207367-0.0098744j -0.0139868+0.00666164j -0.00583108-0.00454701j 0.0115119-0.00373222j 0.00406708+0.00202851j -0.0133406+0.00450104j -0.00822322-0.00322326j -0.0120756+0.0118402j -0.000538986+0.0031392j -0.00288586-0.0111409j -0.00346045-0.00875465j -0.00446653-0.0167408j -0.0181305-0.00089241j 0.00470851-0.000816434j -0.0116216+0.0032021j 0.0132698-0.000710063j 0.00734375+0.00325674j -0.00706334+0.00293744j -0.0026135-0.00527485j 0.00370715+0.00263745j -0.00795808+0.00125787j -0.00387087-0.0106436j 0.00217471+0.00618294j -0.00430335+0.00347544j 0.000179221-0.00471317j -0.00241427-0.0199781j -0.0288823+0.0188793j -0.00154556+0.00075755j -0.0198711-0.0115752j 0.0062089+0.0057501j 0.00901535+0.00292486j 0.0252643-0.00108666j 0.0315624-0.0123104j 0.00598074-0.00875585j -0.00291485-0.0104402j -0.00410959-0.0128706j 0.00263869+0.00935603j 0.00163555-0.00289939j -0.00024176-0.0010192j -0.00205375+2.04905e-05j 
0.00734478-0.0107947j -0.0139352+0.0191491j 0.00765086-0.012723j -0.0105378+0.0119169j -0.00291002-0.00204543j 0.000603321-0.00374784j -0.00443285+0.00414345j 0.00730803-0.00651067j -5.00222e-05+0.00595165j -0.00178814+0.00247661j 0.00215549-0.00539217j 0.00363336-0.0036399j -0.0247187+0.0412156j 0.0119997-0.0293923j 0.0723095-0.124394j 0.0603113-0.118198j -0.0279022+0.0734617j -0.056674+0.151355j -0.0517018+0.0736602j 0.0578464-0.137171j -0.0762658+0.192723j -0.0194742+0.0609465j -0.0169556+0.00914447j -0.00116881-0.0220417j -0.0291647+0.0500647j -0.018004+0.0305805j -0.00554472-0.0058287j 0.0059745-0.00467862j 0.000852131+0.00589526j -0.00976305+0.0130673j -0.00535714+0.00924473j 0.0162698-0.0316711j 0.00209628+0.0127278j 0.00439798-0.00461396j 0.00632881-0.0140451j 0.000713339-0.000753789j 0.00476534+0.00874382j 0.00756458-0.0116148j 0.000826932+0.00646085j -0.0035153+0.000198689j -0.00166126+0.00262461j -0.00510399+0.0130673j 0.0011205+0.00194126j -0.00395662+0.005442j 0.00451161-0.0125347j -0.00542605-0.00554931j 0.00129722-0.000262838j 0.00139775-0.00589942j -0.0015749-0.00878008j 0.00348701-0.00397046j -0.00112356-0.00204132j -0.00512427+0.000701866j 0.00662471+0.000946925j 0.0106846+0.00319986j 0.00728212+0.00409814j 0.000444759-0.00378018j -0.00860888-0.00766686j -0.00138053-0.00711982j 0.0019706+0.00482163j 0.00663512+0.00644416j -0.00450704+0.00134286j -0.00179318-0.00217791j -0.011793-0.00370948j 0.0034489+0.000319243j 0.00544643+0.000309451j 0.00333443-0.00311593j 0.0025991-0.00162082j -0.00494343-0.00409355j 0.00442529+0.00736456j -0.00539615-0.00177289j 0.00679902+0.00213176j -0.00118445-0.0022256j -0.000265513-0.00426403j 0.00653177+0.00130525j 0.00108354+0.00142317j -0.00540456+0.00160112j 0.00166339+0.00146333j -0.00308723+0.00216305j -0.00455536-0.0010945j -0.03763-0.0211641j -0.00507802-0.018013j 0.0584615+0.0371856j 0.00250036+0.00155982j 0.00564602+0.00440477j -0.00238299-0.00165954j -0.000811+0.000759343j 0.00552193+0.00300246j 0.000851241-0.00224072j -0.00429055+0.00247835j 0.00148687-0.00299383j -0.00217745-0.00267905j -0.00128647+0.00132963j 0.000315413+0.000104799j -0.000191003-0.000200621j -0.000311674-0.000135846j 
