0.00994119-0.0126906j 0.027852+0.0172186j 0.0107426+0.00632271j 0.00430717+0.0297031j 0.0236972+0.00139691j -0.0200621+0.00435966j -0.00412617+0.0346504j 0.0153915+0.0036995j -0.02739+0.0295161j -0.0103524+0.0213301j 0.00668042+0.00764504j -0.00493944-0.00324348j -0.0012345-0.0046752j 0.00556184+0.00458581j -0.00439272+0.00515746j -0.00468157-0.00185464j -0.000822576+0.00180622j 0.00138347-0.00336939j -0.000677979-0.00346749j -0.0032662-0.0101744j -0.00115887-0.00186456j -9.7366e-05-0.00309729j -0.000219231-0.00211985j 0.00011206+0.00338831j 0.00888073-0.00204098j 0.000173817-0.000236025j -0.00505799-0.00709327j -0.00387765-0.000744283j 0.00517661+0.00562571j -0.00367577-0.000888706j 0.000136311-0.00317196j 0.00353865+0.0138684j -0.00513652-0.00348873j 0.00681673-0.0114456j -0.00796886+0.0116692j 0.00681182+0.00495233j -0.00452069-0.00163916j -0.00273332+0.00134923j 0.0158289-0.000373221j 0.00825331+0.00100285j -0.0161447+0.00292318j -0.00324907+0.00843405j -0.000105784-0.00579865j 0.00382844+0.00838735j 0.003793-0.00503172j -0.00724107-0.00495321j -0.0117361-0.00884489j 0.00509827-0.00876412j -5.23302e-06-0.0104443j 0.000398047+0.00184256j -0.000202946-0.00031765j -0.00147876+0.00314821j 0.001559-0.00195452j 0.00160317-0.00277161j 0.00286761+0.00222314j -0.00308181+0.00110276j -0.000802775-0.00203013j 0.000605111-0.00109551j -0.000669524-0.00246327j 0.00155109-0.000335983j -0.00159609+0.000445519j -0.000305646-0.00192006j -0.000232171+0.0010271j -0.000596584+0.000785285j -0.00089878-0.0018387j 0.000547492+8.8603e-05j -0.000550205-0.000106659j 0.000377342-3.44183e-05j 0.000705461+0.00195439j 0.00080612+0.00220764j -0.000803972+0.000188876j -0.00172911+8.67832e-06j 0.000146806+0.00342322j -0.0030731+0.00056247j 0.0023116-0.00291444j 0.00130213-0.00182863j 0.000386189-0.000575046j 3.9765e-05-0.00133478j -0.000168671-0.000780882j 0.000550157-0.000542641j -0.000327075+0.000303486j 1.63233e-05-0.000950122j 0.000125078+5.80723e-05j 0.00137042+0.000499932j -0.000503488-0.000338079j -0.000108258-0.000298649j 0.000253092-0.000255826j -0.0016061+0.00113103j 0.000423417+0.000669927j -4.13551e-05+0.000534584j 0.000414398+0.00167084j 0.000524038-0.00140388j 0.000117558+0.000569205j -0.000226481+0.000109631j -5.973e-05+0.000268511j 
0.0110564-0.0046815j 0.00446262-0.0190758j -0.0307809+0.0101162j -0.0288598+0.00670539j 0.00417675+0.0130357j 0.01541-0.0227777j -0.0125754-0.0314036j -0.00343995-0.00542283j -0.0578962+0.0307247j -0.0454429+0.00783292j 0.00155657+0.013108j 0.0432914-0.0317516j 0.00841857+0.00486641j 0.00297095-0.0284119j 0.00761023+0.0475012j 0.0387072-0.00504915j -0.0689211+0.0863006j -0.00406998-0.0263687j 0.0800912-0.0101284j -0.0648054+0.0169869j 0.00849341+0.0584931j 0.0459606-0.0412677j -0.0134542+0.0741445j 0.111078+0.0121768j -0.107134-0.0694533j 0.00938779+0.00758401j -0.170384+0.152277j -0.143778+0.0994179j -0.075536+0.0274441j -0.00857239+0.0120541j -0.00577074+0.00377723j 0.00796162+0.00068004j 0.00588196+0.00123283j -0.0149732+0.00458547j 0.0125991-0.0105526j 0.000405937-0.00487101j -0.00612154+0.00201564j 0.00826668-0.00468819j 0.000695565-0.00215404j 0.00838797+0.000830974j -0.00375237+0.000261654j -0.00529111+0.00495754j 0.00398854+0.001699j 0.000374753+0.0104639j 0.0144265-0.034093j -0.000467143+0.00465406j 0.0151013-0.0091208j -0.0277975+0.0351567j 0.000825135-0.0284491j -0.0129298+0.0078329j -0.017826+0.00838535j -0.0164725+0.00552719j -0.0140172+0.00726537j 0.00426637-0.000468619j -0.00562576+0.000485658j 0.00127453+0.00416001j -0.00331097-0.00195714j 0.00410291+0.0104655j 0.00695206+0.00394326j 0.008861-0.00615618j 0.00605491-0.0142412j -0.0014903-0.000584783j 0.0124868+0.00379759j 0.00591362+0.00546854j 0.00525525-0.0179314j -0.00171145-0.0204417j 0.012139+0.00126816j 2.20502e-06+0.0047358j 0.0108067+0.00632941j -0.00746601+0.0062559j -0.00842698+0.0058348j -0.00557715-0.0132938j 0.00202701-0.00622243j -0.0070633+0.00291886j -0.00250648+0.0157744j 0.0126268-0.0161688j 0.00537875+0.00326281j 0.0215579-0.0155483j -0.00335963-0.000848616j -0.0069835+0.00609779j 0.00138951+0.00282865j -0.00221533+0.00429613j -0.000391612+0.00109649j 0.00418729-0.00221174j 0.00567369-0.00153429j -0.0171201+0.00318889j 0.00415951-0.0132608j 0.000711176-0.0309628j 0.0135484-0.012795j -0.0133825-0.00231728j -0.0139281+0.013j 0.000183208+0.018326j -0.00816452+0.00710935j 0.00461104-0.00504795j 0.00147824-0.00121802j 
0.0222076+0.0268526j -0.0431924-0.0171829j 0.00387932-0.0154293j 0.00910566+0.00359216j 0.00661013-0.0120679j -0.0165595-0.00543928j 0.0131561-0.00518752j 0.0345031-0.0146087j 0.0205994-0.0429917j -0.0529963-0.035593j 0.0422526+0.0226771j 0.0148748+0.00810624j 0.0749935+0.0336256j 0.0256777-0.0108739j 0.0803239+0.0409967j -0.0240793+0.0466775j 0.118131-0.000318214j -0.0326776-0.00387883j 0.0467092+0.0613263j 0.0208732-0.0231682j 0.0538285+0.0456932j -0.0701919+0.0088919j 0.0308581+0.0278617j 0.043204+0.0999604j -0.0826653-0.131054j 0.0918487+0.0159115j 0.0650291-0.0180993j 0.139905-0.023317j -0.0238498-0.0407996j -0.0378746+0.0053479j -0.0602059+0.0163743j -0.0310905+0.00360164j -0.0215413-0.000321037j 0.00349989+0.000857017j 0.00457454-0.0144845j 0.0121107-0.0112925j 0.0355995+0.00210946j 0.0880832-0.0163215j 0.0315297-0.00836599j -0.0261354+0.00368588j -0.0149175+0.00115365j 0.0237739-0.00346854j -0.0185755+0.0079781j 0.0418585-0.00646893j 0.044538+0.0111947j 0.0416695-0.0390519j 0.0224985+0.0122973j 0.0317928-0.0256467j -0.0351159-0.0150844j -0.0188709-0.0123017j 0.0097498-0.00753461j -0.00266946-0.0160328j 0.0162595-0.0136629j -0.00592725-0.0076009j -0.0108247-0.00181946j -0.00164138-0.00125092j 0.000235032+0.000202536j -0.00411931-0.00415334j 0.00187311+0.00262024j -0.0134371-0.00765817j 0.0222356+0.000729993j 0.00188684-0.0102441j -0.00300354-0.00169632j 0.00119856+0.0164217j -3.85373e-05-0.00992959j 0.0023794-0.00675639j -0.00417694+0.000162213j 0.00341486+0.00642061j -0.00362153-0.00696379j -0.00279559-0.00796922j 0.0139423+0.00819726j -0.00585127+0.00156894j -0.00283031+0.00395701j -0.00274613+0.00134974j 0.00630767-0.0122946j -0.0182345-0.00135816j -0.0156677+0.00212849j -0.00861149+0.0115544j 0.0064708+0.0110619j -0.00749174-0.00432607j 0.00637802+0.00255038j -0.00069981+0.000173243j -0.000546753+0.000469498j -0.00165064+0.00117119j 0.00322616+0.00373899j -0.00854768-0.00730052j 0.00842737-0.0232788j 0.0220306-0.0132459j 0.00915848-0.0223604j -0.0214327+0.0188022j -0.00221315-0.00594105j -0.00555301-0.0226446j 0.0187076-0.00459789j -0.00401472+0.00952128j 0.0107477-0.00206801j 
0.0342104-0.0459002j -0.00392839-0.034755j -0.0140696-0.0380875j -0.0392216-0.00445861j -0.0415124+0.0541707j 0.0640973-0.0780715j 0.0191045+0.073699j -0.136177+0.064323j -0.143575-0.0448432j -0.0431737-0.197123j -0.0120492-0.0165366j -0.0244277+0.0249399j 0.0142175-0.033225j -0.00430579-0.0131174j 0.0110549-0.00643769j -0.0259935+0.00152249j -0.00944399-0.0178911j -0.00359776+0.00582261j 0.00769486-0.0091189j 0.0315198+0.00998843j 0.0221536-0.0087859j 0.0209179+0.0246403j -0.0259555+0.00244128j 0.0266495+0.0308511j -0.0132616+0.0284976j -0.00622279-0.0022512j -0.00776806+0.00414559j 0.00173689-0.00578834j -0.0185155-0.0162341j 0.0115553-0.0105769j -0.00411493+0.0134922j -0.0065929+0.00508102j -0.0101975+0.00307587j -0.00527269+0.00594635j -0.0013614-0.0050062j -0.00224422-0.000667742j 0.00817755+0.00341178j 0.0055144-0.00479354j 0.00571977-0.0035213j 0.00922314-0.00518605j -0.0265271-0.00163269j -0.00889913-0.00551651j -0.0021243+0.00319459j 0.0180982-0.0112892j 0.0173172+0.00167829j -0.00913502-0.00565619j -0.020088+0.00198595j 0.00215622+0.0109793j -0.00793087+0.002291j 0.00204855+0.00160426j 0.000951606+0.00230717j -0.0071363-0.00319402j -0.00112403+0.000396972j -0.00463114+0.000286493j 0.00759079+0.00166512j -0.0032602-0.00323452j -0.00144913+0.00164078j 0.00661133+0.00306303j -0.0144644-0.0061066j -0.016712+0.000752819j -0.0199969-0.0120643j -0.0107154+0.00654632j -0.00986887-0.00698211j 0.00975037-0.00763775j -0.00253669+0.00476902j 0.0154793+0.00393625j -0.00931953-0.00141794j -0.00858308+0.00164793j 4.19334e-05-0.0129794j 0.00758475+0.00349158j -0.0160078+0.000794268j 0.00591414+0.00282804j 0.0235341-0.00247931j -0.00120419+0.000129782j -0.00971982+0.00203801j -0.00592582+0.00375519j -0.00171198+0.00707535j -0.00382997-0.00273988j -0.000112087-0.000988275j 0.00406348+0.000557328j -0.00534147-0.000777259j 0.000638527+7.75864e-05j 0.000236589+0.00169764j 0.00238922+0.00422159j -0.00124959-0.00266994j -0.00507445-0.00227237j 0.00585801-0.000851117j -0.00436125-0.00499009j 0.00800042+0.000399447j -0.00592799+0.00102345j -0.00369532+0.00324202j 0.00269705+0.00730571j 0.00327477+0.000884823j -0.000973812-0.000995706j 0.00175345-0.00176593j 
0.011+0.0214931j 0.00181138+0.00664635j -0.0324872-0.0225896j -0.0335551+0.0178934j 0.00397986+0.00460342j -0.0438029+0.00961545j -0.110989+0.0290943j -0.0141267-0.0116503j -0.0193232-0.0695781j 0.0113565-0.0573973j -0.00361039-0.0114651j -0.0337462+0.0195802j -0.0408565-0.0284619j -0.0244126-0.0160884j -0.00720748+0.0031761j 0.0569247+0.0798091j 0.0293532+0.00549452j 0.00952788+0.000903168j -0.069258-0.0117291j -0.0761625-0.0655408j -0.00665144+0.0219295j -0.026081-0.0182346j 0.0680403+0.0558014j -0.0512808+0.0141907j 0.0372899-0.075805j -0.0127612-0.00322633j 0.0701002-0.012268j 0.0297537-0.0461013j 0.0253743-0.0195694j 0.0110551-0.0087249j 0.0221107-0.000829756j 0.0282562-0.0164247j -0.000916639-0.00495575j 0.00346638-0.0028801j 0.00512054+0.00888827j -0.00822617+0.00157037j -0.0149334+0.000752141j -0.0272375+0.0125221j -0.0141486-0.00306248j 0.010389-0.00653195j 0.00921118+0.00188625j -0.00940697+0.0108031j 0.0010478-0.00870163j -0.0141206+0.0210501j -0.0171658+0.000101972j -0.0116566+0.0046938j -0.0148285-0.00138153j 0.00565918-0.0336267j 0.0108107-0.0142467j 0.0114056+0.00310009j 0.0048002-0.0008692j 0.00392583-0.00392371j 0.00915061+0.00678421j 0.00661115+0.00166158j 0.00389096-0.00145622j 1.44456e-05+0.00201997j 0.000463112+0.00302858j 0.00462997+0.00248742j -0.00143149-0.00371425j 0.00393164-0.0324621j -0.000182332-0.0285096j 0.00524143-0.00192817j -0.00442379-0.0206856j -0.00601045+0.00902451j 0.00348692-0.0185338j -0.00176491-0.014392j 0.00737985+0.0144253j 0.00345529+0.0334367j 0.00361332+0.00344688j 0.00861505+0.00108447j 4.74982e-06+0.00104776j 0.00142537-0.0177289j 9.43927e-05-0.0275195j 0.00240546-0.0137487j -0.00836186+0.00951135j 0.000429726+0.0135297j 0.00353113-0.00786863j -0.00344768+0.00902445j 0.000466576-0.00329563j 0.00147027+0.0100445j -0.00675666+0.00838752j 0.00500258+0.0122566j 0.00254146+9.94642e-05j 0.00340059-0.0174427j -0.00146986+0.00466474j 0.00929717+0.00298617j 0.0028991+0.00514568j 0.00655557-0.0141005j 0.0122045-0.0312884j 0.00398482+0.00947101j 0.00550616-0.00174683j 0.00281475-0.00553457j -0.0011846-0.00558027j 0.000218551+0.000315512j -0.00486529+0.00216099j 
-0.0293994+0.0284105j -0.0143277-0.0336582j -0.0191837-0.0589317j 0.0177393-0.0531792j 0.042092-0.0267758j -0.050256+0.0250178j 0.0644161+0.0440431j 0.103509-0.128999j 0.0126865-0.238817j -0.108815-0.181188j -0.010581-0.0330904j 0.032471-0.0192062j -0.0253574-0.00310638j -0.00786247-0.00668061j -0.0130353-0.0122766j 0.0174461-0.00666677j -0.0126121-0.00653454j 0.0162369+0.00650019j -0.0123904-0.0381104j -0.00890874+0.017127j -0.0015942+0.00890332j 0.0140355+0.0141134j -0.000190029-0.0133789j 0.00171078-0.00670418j 0.00335685+0.0444631j -0.0112616-0.00532694j -0.014703+0.00980305j -0.0219671+0.0229136j 0.0024197-0.0174498j -0.00632584-9.45263e-05j 0.0118881+0.00770351j 0.00185983+0.00674458j 0.00971179+0.000177291j -0.00404572+0.00396342j 0.00567764-0.00499813j 0.00622324+0.000757234j -0.0147656+0.0010203j -0.00640078+0.00152298j 0.00497333-0.00121542j -0.00121819-0.00525202j 0.0184932+0.00617989j 0.0101876+0.00355657j 0.000202898+0.00494172j -0.00969121+0.00266021j -0.00650128+0.00285369j -0.00167224+0.00920197j -0.00696446-0.000990915j -0.00211381+0.00502802j -0.0059876+0.00199561j 0.0025323-0.00269472j -0.00836972+0.00349225j 0.00516193+0.003006j -0.0037673-0.000422167j -0.00066601-8.90984e-05j -0.00635031-0.00023665j 0.000825572+0.0042596j -0.00286018+0.0047578j -0.0105675-0.00180608j 0.0149225+0.0024948j 0.015041+0.0107333j 0.0115784+0.0115968j 0.00228585-0.0010122j 0.0115441+0.00612982j 0.000447957-0.00317435j -0.00431131+0.00361038j -0.014645-0.00169882j 0.00714453-0.00199336j 0.0142359-0.00852273j 0.0125892-0.0137101j -0.00802578-0.000701417j 0.00640149+0.00537624j 0.00453498-0.000679371j 0.0142773-0.007885j 0.0021289+0.00935103j -0.0179526-0.00150527j 0.00758516+0.00225853j 0.00722034-0.000204788j -0.00521566-0.00167552j -0.00411303+0.00129491j -0.000951911-0.00146655j 0.00443592-0.000316036j -0.00117507-0.000858761j 0.00120522+0.00123217j -0.00554124+6.01897e-05j 0.00181645-0.00193334j 0.000333456-9.83038e-05j 0.000905666-0.00398851j 0.00681047+0.00477529j 0.00149565+0.00280083j 0.00112199-7.65328e-05j -0.000897298+0.000677053j 0.00359388+0.000310564j 0.000613826+0.000373211j -0.000440365-0.000211064j -0.000978397+8.97236e-06j 
0.00861936+0.00711509j 0.00666575+0.00468558j 0.017884-0.0072688j 0.0148362+0.0137575j -0.0254021+0.0133757j 0.0258689-0.00489884j 0.018642-0.0219847j -0.0369541-0.007837j -0.0522743-0.0198365j 0.0223307-0.00519132j 0.00255067+0.00125695j 0.00900447+0.0142068j -0.010466-0.00394653j -0.0218205+0.00705244j -0.00877512-0.050235j 0.158905+0.072218j 0.0264719+0.0348401j 0.0477167+0.00323205j -0.0188754-1.05954e-05j -0.107128-0.0813256j 0.0719139+0.0129636j -0.115761-0.088587j 0.159289+0.115219j -0.0190481-0.03086j -0.141572-0.0397053j -0.00296741+0.0206859j 0.0306995+0.0343983j -0.0322859-0.0184928j 0.00783891+0.00275996j -0.00776815-0.0125712j -0.00136773+0.00142461j 0.0198417-0.00829472j 0.0182931-0.00196125j 0.00980546-0.0138841j -0.00504475-0.00674764j -0.010295-0.000504458j 0.0126272+0.00988598j -0.0110179-0.00802598j -0.0154049-0.0018031j 0.00777686+0.00170554j 0.00812694-0.00528437j 0.00608517+0.0189913j 0.00701508+0.0027567j -0.00111159+0.0164985j -0.0199073-0.0102689j -0.00578345+0.02521j 0.00411499-0.00025206j -0.0163952+0.00189314j 0.00833463+0.0219687j -0.00256128-0.0157745j 0.00577446-0.000494317j 0.00700047+0.00489955j 0.00306238+0.000499675j 0.00162511+0.000102452j 0.00385533+0.00115733j -0.000992471-0.00837597j 0.00456251+0.00199913j -0.00472726-0.0168397j -0.00300287+0.00444316j -0.000520082+0.0192804j 0.00235239+0.0155068j -0.00201141-0.00165442j -0.00181554+0.00415187j 0.00450073+0.000675171j 0.00152574+0.00809537j -0.00145345+0.00913642j 0.00127301-0.0227209j 0.00296523-0.0197687j -0.000714138-0.00114347j 0.00205367-0.00301575j -0.003323+0.00510173j -0.00421985+0.004441j -0.00983948+0.00925581j 0.00173499+0.00561993j 9.91661e-05-0.00364041j 0.00749258-0.0104025j 0.00878323-0.00657508j 0.00184139+0.00214412j 0.00147935-0.0030712j 0.00843157+0.0030351j 0.00594528+0.00031061j -0.00685174-0.00430714j -0.0019998+0.000139206j 0.027408-0.0336501j -0.0140933+0.0145572j -0.00681715+0.0103713j 0.00968112-0.00579468j 0.0138122-0.00876902j 0.0243184-0.0125033j 0.0059525-0.00914617j 0.00918757-0.010441j -0.00217796+0.00890528j 0.0012053-0.00392157j -0.000622178-0.00155746j -0.00412633+0.0010137j 
0.0154074+0.0498742j 0.00720913+0.0278252j 0.0135987+0.0363214j 0.00755167-0.0429637j -0.0364637-0.0706553j -0.00512628+0.124125j -0.0397754-0.0427573j -0.148289-0.254566j -0.0626723-0.130333j 0.0404309+0.112734j -0.00282852+0.00349831j -0.0178849-0.0498381j 0.0130659+0.0393099j -0.00456453+0.00987588j 0.0146188+0.00587646j -0.0215692-0.0274252j 0.0154623-0.000154351j -0.0183299-0.00325347j 0.016071-0.0111698j 0.000129611+0.0212036j 0.0303202+0.0124048j -0.00290246-0.00200245j 0.0149351-0.0379605j 0.026105-0.0291296j -0.034624+0.0152564j 0.00284079-0.0046439j 0.0215576-0.00894138j 0.0119056+0.0203334j -0.00681833-0.00279076j 0.00293199+0.0188909j -0.00373304-0.00873125j 0.00142493+0.00177651j -0.00485194-0.00352714j 0.00330753+0.00111237j 0.00350483+0.000235809j -0.00548931+0.00633382j 0.0116341-0.00629109j 0.00829255-0.00605471j -0.0103287-0.00026002j 0.0147307-0.010046j -0.0123198+0.00474837j -0.0044958+0.00197693j -0.0146404-0.00582845j 0.0118638-0.00147107j 0.00400295+0.00440274j -0.00156227+0.00342455j -0.00492491+0.00132171j -0.00537508-0.00574629j -0.00674585+0.00041367j -0.0018412+0.00185871j 0.00183887-0.00465737j 0.000346177+0.000702448j -0.00515451-0.000401938j -0.00167061-0.00420502j -0.00212751-0.00584854j 0.0061838+0.00306541j 0.00304976-0.00375553j 0.00153748+0.00149421j -0.00381016+0.00531759j -0.00628965+0.0009646j -0.0142152+0.00435327j -0.00354644+0.00601612j 0.000507552+0.00141121j 0.0162536-0.0106577j -0.00131955-0.00219975j 0.00359176-0.00522776j -0.0200637+0.0139863j -0.015528+0.0135057j -0.0107148+0.00669425j 0.00502848+0.000894906j -0.00435168-0.00028637j -0.00538962-0.00230056j 0.00329241-0.00209205j 0.0116639-0.00745062j 0.0034606+0.00263201j -0.00795683-0.000861651j -0.00332224-0.000467104j 0.00199654-0.000898484j 0.000440223-0.00135573j -0.00168719-0.00257199j 0.00114429-0.00290402j -0.000522522+2.29384e-05j 8.07425e-05-0.000297873j 0.00963791-0.00399039j -0.00316381+0.000907739j -0.00287937+0.00165624j 0.0036308+0.00697504j 0.00149324-0.000881807j 0.000876211-0.00866032j -0.000119208+0.00325935j 0.0057098+0.000895653j -0.00466155-0.00130156j 3.79782e-05+0.000889997j 0.000367433+3.18996e-05j 0.00147222+0.00012573j 
-0.00738301-0.00847194j -0.0134615+0.00812639j -0.0284478+0.00750347j 0.0364678-0.0299433j -0.0808143+0.133362j -0.188684+0.184353j -0.04992+0.0813393j -0.0179882+0.12073j 0.00692249+0.0398451j -0.0147873-0.0490534j -0.0154834+0.0236519j 0.0132395+0.0194654j -0.0182738+0.0433005j -0.0158791+0.00976297j 0.017555+0.0147764j -0.021297-0.011697j 0.00948465+0.000272159j -0.0288662+0.00230134j 0.0511855-0.0334162j 0.00226486-0.0121699j 0.0484336-0.00591881j -0.00997494+0.0139451j 0.0505698-0.051211j 0.0798804-0.0432502j -0.0892768+0.0563404j 0.00180902-0.00190701j 0.0277703-0.0169223j -0.0159266+0.0071622j -0.0118518+0.00117905j -0.00588915-0.00369396j 0.0015185-0.00964164j -0.00968479+0.00655237j 0.00309879+0.00446476j 0.00192412+0.0121934j 0.00869873+0.0158545j 0.0201963+0.0106392j 0.0107224-0.00184348j 0.00345335-0.00809345j -0.00482125-0.00485861j -0.00698411-0.00308692j -0.00649639-0.00132121j 0.00967029-0.00260641j -0.0250961-0.00791053j -0.0044737-0.0059169j -0.000756209-0.00483542j 0.00765202+0.0171077j 0.0126925-0.00998538j -0.00925851-0.00545996j -0.00624139+0.00148845j 0.000965201-0.00175283j -0.00257437-0.00127498j -0.000345664-0.00192762j -0.00446524-0.00217485j -2.31761e-05-0.00660334j -0.00391618+0.00305185j -0.00109113+0.00937441j -0.000421381+0.00563406j 0.00204759+0.00314663j 0.00102442-0.00129421j -0.0104955-0.00408116j -0.00849235-0.000441331j -0.00156555-0.00100749j -0.00170062-0.00320356j -0.00230252-0.000684062j -0.00144741+0.000507162j 0.00676914+0.00305095j 0.000319948+0.00010605j -0.00391069-0.000981826j 0.00464523+0.00628147j -0.000815464+0.00734194j -0.000576767-0.0120156j -0.000383221-0.000941831j 0.00708031-0.00018158j 6.21031e-05-0.00493506j 0.000693601+0.00139706j 0.00336-0.00256567j -0.000365149+0.0025165j 0.000552259-0.00212987j -0.000212096+0.00112648j -0.00215352-0.00408281j 0.00499418-0.00340789j -0.0027633-0.000250387j 0.00243433-0.00576532j 0.00460625+0.0029924j 0.00234167-0.00218001j -0.00418805-0.00264211j 0.0183279+0.0105214j 0.00437189+0.00128758j -0.00595513-0.0145241j -0.00130579+0.00811899j -0.00299752+0.00440703j 0.00321791-0.00380627j -0.000763533-0.000145593j -0.000723714+0.00137832j 0.000517539-0.00063943j 
0.0349672-0.0377587j 0.0126751-0.020579j 0.0482011-0.0775229j 0.0215161-0.0440614j -0.081414+0.107487j 0.0231546-0.0468317j 0.13559-0.205712j 0.0493545-0.0335388j -0.0170107+0.050148j 0.00689678-0.0140095j -0.0043286+0.0180415j -0.0180103+0.0480913j -0.0170357+0.0107427j -0.0346271+0.0126802j 0.0410847+0.0142678j 0.0341239+0.0115509j 0.0341434-0.0142656j 0.00686139+0.0461576j -0.01012-0.0500864j -0.0452205+0.0361217j 0.0504801-0.0020624j 0.0215652+0.0302852j 0.0191884-0.0819175j 0.0252441-0.0534213j -0.0785593+0.0346431j -0.00493616-0.0265409j 0.0161086-0.0339329j 0.00274192+0.0093944j -0.00843507+0.0148649j -0.00181429-0.0150354j 0.000515295-0.00765126j 0.00636538-0.00665832j 0.00824362-2.15005e-05j -0.00516775+0.000377884j -0.000770968+0.00036125j 0.00190811+0.00729624j 0.00229168-0.00429132j 0.00278576-0.00782484j 0.00160477+0.00157139j 0.00604311-0.00628717j -0.0127417-0.00860356j -0.00408184-0.00821928j -0.0112564-0.00159269j 0.00596408+0.00319565j 0.0150443-0.000178448j -0.00190785+0.00574289j -0.0178336-0.0115079j 0.00888052+0.00464212j 0.00906399+0.00852093j -0.00313921-0.00401543j -0.00267966-0.00283372j 0.00423696-0.00255662j 0.00238794-0.00203305j -0.00359799-0.00408981j -0.00613738-0.00247086j -0.00575425+0.00673112j 0.00792733+0.00222453j -0.0109662+0.00223124j 0.00619947-0.0017943j 0.00836653-0.00297151j 0.0124536-0.0153332j 0.00880834+0.00228869j 0.000602281+0.00278867j -0.00727927+0.00955828j 0.00785479-0.00798282j -0.0131905-0.0186215j 0.00373318+0.00695471j 0.00942043+0.0217338j -0.0275163-0.0128595j -0.0128652-0.00493585j 0.0235569+0.00283301j 0.0147428+0.00358403j -0.0155751-0.00739052j 0.0119154+0.00842022j 0.0015757-0.00356296j -0.00457103-0.00628941j -0.000568384+0.00147606j 0.000835832-0.000360621j 0.00108352-0.000841472j -0.00338744+0.00252186j -0.00426129+0.00489809j -0.00220965+0.00864762j -0.000641641+0.001052j 0.00184859+0.00158677j 0.000268529-0.000623791j -0.00189863-0.00305364j 0.00735623+0.00830916j -0.00310362-0.00479064j 0.00161336-0.0109865j 0.000388705+0.00156057j 0.000436111+0.000558452j 0.000424432+0.00322162j 0.00185109-0.00198015j -0.000794436+0.0001868j 5.98045e-05-0.000731485j 
0.0199656+0.00300376j -0.00646538+0.00124203j 0.0217369-0.0167967j -0.00744458-0.0245627j -0.095945+0.0884596j -0.0246281+0.0966292j 0.0354018-0.0493477j -0.00131024-0.0362754j -0.00978507-0.0157674j 0.0426642-0.0140554j -0.00902286+0.0173317j -0.000455294+0.0150261j -0.0213007+0.0069401j 0.00355366-0.0378632j 0.0012726+0.0513793j 0.053471+0.0427061j 0.00389939+0.0320628j 0.0970402-0.00446092j -0.105959-0.0125623j 0.0454262-0.0224949j -0.0583617+0.0811088j 0.0806383+0.00489196j -0.172674+0.0357126j -0.132278+0.0379356j 0.0878533-0.124644j -0.0320419-0.0253965j -0.0815901+0.0563738j 0.0349466+0.00609642j 0.0273936-0.00395689j -0.00710625-0.0108028j 0.00284219-0.00424759j 0.00721178-0.00894306j 0.00332613+0.00817408j 0.00872708-0.00141516j 0.0028894-0.01705j 0.0132286+0.0046336j 0.00657486+0.0195796j -0.00942169-0.00735358j -0.00887979+0.000731961j -0.00599644-0.00640463j -0.0036584-0.00878469j -0.0041318+0.0108233j -0.0127573+0.00209175j -0.00178062+0.00659489j -0.00596026-0.00997567j 0.0111773-0.01333j -0.00571969+0.00377433j 0.000443327-0.00224818j 0.00441022-0.00337527j -0.00396384-0.00200322j 0.00385249-0.000482527j 0.00674869-0.00201974j 0.00891562+0.00685791j 0.00027314+0.00495122j 0.0037736+0.0008561j 0.0023123-0.00120471j -0.00544001+0.0047292j -0.00335295-0.00782568j 0.00375462+0.00307159j -0.00479631+0.0149158j 0.00115925+0.00842547j -0.0047479-0.00237975j -0.0070142-0.00230628j 0.00135766+0.00754378j -0.00100825+0.00350406j 0.0047333+0.00696474j -0.0082237-0.00754261j -0.00711383-0.00675488j 0.00749995-0.00580827j 0.00543656-0.00208466j -0.00312319+0.00252737j -0.00479327+0.00487014j 0.0010305+0.0026081j -0.00563083+0.0128975j -0.000442728-0.00558094j 0.00368576-0.00513993j 0.000337769-0.005733j 0.00299427+0.00343592j -1.51248e-05+0.000876119j -0.00592736+0.0108419j -0.00989689+0.0230532j -0.00770834+0.00662535j 0.00117199-0.003159j -0.00991021+0.0011706j 0.00352008+0.00298788j 0.00424877-0.00326579j -0.0182113-0.0266421j -0.00426084-0.00431702j 0.0138399+0.0164382j -0.00225215-0.0117125j 0.00175144-0.00635666j 0.000495425+0.00612365j 0.00483488-0.00308343j -0.00148038+0.000491187j -0.000498127-0.000271369j 
