0.0408963+0.0118986j -0.0511033-0.0764835j 0.0920636-0.124647j -0.150109-0.0113344j -0.0220058-0.0807088j 0.206458-0.240894j 0.117688-0.0319382j -0.237937-0.0730432j 0.221299-0.15615j -0.130404-0.00256733j 0.256903+0.0938148j 0.0294043-0.440345j 0.0597549+0.233437j 0.145689+0.0833119j -0.110183+0.0749302j -0.475837+0.302288j -0.0458257-0.255444j -0.481883+0.385193j -0.376653-0.495281j -0.031904+0.260971j 0.574672+0.0263129j 0.0754915-0.475318j -0.715563+0.315015j 0.0740925-0.0109434j -0.676419-0.214845j -0.0725114+0.626239j -0.0132336-0.544914j -0.466785-0.185426j 0.0586763+0.149074j 0.121108+0.551745j 0.151911+0.123445j -0.218238-0.0260362j 0.0971384+0.0787656j -0.353318-0.136857j 0.257906+0.00268743j -0.35368-0.0943317j 0.0146724+0.0381274j -0.0962115+0.363499j 0.406013+0.326078j 0.0272965-0.0167792j 0.50031-0.639419j -0.588451+0.104708j -0.702775-0.149305j -0.0751243+0.0671533j 0.569184+0.793701j -0.36913-0.366681j -0.129004-0.335731j -0.53059-0.502909j -0.0195744+0.0776587j -1.1296+0.413172j 0.353095+0.066204j -0.336728-1.03788j 0.426879-0.0189386j -0.0575423+1.02244j 0.737825+0.180694j 0.646825+0.520048j -0.770284+0.105809j 0.0677529-0.247484j -1.05053-0.151726j 0.349058+0.216288j -0.0681065+1.22462j 0.566423+0.476988j 0.988248-0.539256j 0.0630706-0.246941j 0.076868+0.193033j -0.396112-0.317668j 0.334503+0.280335j 0.379037-0.471017j -0.912162-0.133407j 
-0.348459-0.540258j -0.0636757-0.665143j -1.09392-0.264392j 0.0482731+0.375791j 0.57789-0.131422j 0.169244-1.3563j 1.40093-0.599836j 0.331586-0.544413j -0.489778-0.0247641j -0.178861-0.22575j -0.859553-0.427611j 0.591729+0.525069j -0.175544-0.398406j 0.211153+0.774018j 0.416248-0.583902j 0.724114-0.959462j -0.00581056+0.269207j 0.158064+0.0114715j 0.190565+0.700939j -0.504971-0.00578323j -0.0423713+0.185428j 0.286798+0.642914j 0.408165+0.0751943j 0.0631837-0.0553456j -0.49025-0.10097j 0.196116+0.661962j 0.0102883+0.0145628j -0.34+0.395945j -0.586388+0.170234j 0.144244-0.185415j 0.651111-0.0134884j 0.103212+0.492152j 0.772525+0.390959j -0.382541-0.209219j -0.179633-0.744932j -1.15764-0.0213082j -0.716451+1.19219j -0.780426+0.361424j -0.859057-0.0506962j 0.533956+0.0300169j 0.366025+0.872526j 0.528752-0.183105j -0.113916-0.865694j 0.138278+0.555176j 0.214482-0.0895845j -0.57419+0.258321j 0.145871-0.0165652j -0.326494-0.2301j 0.725343+0.260674j -0.548284+0.0218028j -0.653531+0.183188j -0.194565-0.0436791j -0.233682-0.289112j -0.0702549+0.68845j 0.010791+0.000860282j 0.0433959-0.541311j 0.154241+0.349197j 0.0732323+0.35077j -0.289472+0.0700807j 0.23661-0.263929j -0.591526-0.452884j -0.0475499+0.0128557j -0.0765253+0.0604494j 0.266977+0.157022j -0.207281+0.258916j -0.387541-0.152829j 0.0528905+0.121919j 0.142649-0.189784j -0.0904558+0.0133366j 
0.275202-0.22895j -0.00822649+0.142423j -0.691134+0.702093j -0.68732-0.12446j -0.814305-0.657552j -0.673689-0.316403j 1.10053-0.0176746j 0.2168+0.291065j 0.313671-0.0641999j -0.784321+0.0449301j 0.528392-0.60716j 0.560875+0.779715j 0.330428-0.220627j -0.306386+0.0467122j 0.000854908-0.0799599j 0.0459094+0.383571j -0.191299-0.104483j 0.722215+0.0589161j -0.307344+0.182813j 0.213716-0.0889035j 0.0686988+0.0650562j 0.134225-0.39233j -0.26464+0.167118j 0.157416-0.295895j 0.257085-0.15709j 0.159671-0.0217337j -0.217555+0.190433j 0.0368286-0.0200974j -0.0256063-0.412228j 0.118526+0.0525674j -0.435501+0.610019j 1.05543-0.170231j 0.45573-1.48681j 1.21205+0.148952j 0.82546-0.0225291j -0.767801+0.368087j 0.634518+1.07578j 0.164526+0.110084j -0.286202-0.510721j 0.595044-0.632789j 1.07996-0.86308j -0.403338+0.139125j 0.215314-0.386132j 0.581512+0.189515j 0.30571-0.610207j 0.311155-0.404677j 0.177199+0.135104j -0.0100462-0.631278j 0.313018+0.373167j -0.961351+0.0721078j -0.00701503-0.320923j -0.113091-0.229277j -0.222183-0.62383j -0.0540854-0.288984j 0.1253+0.119272j 0.214985+0.00496802j -0.342732+0.110678j -0.0144235+0.637146j 0.111318-0.262414j 0.182034+0.48117j 0.0656855+0.287787j 0.00674191-0.0774233j -0.324092+0.039152j -0.352079-0.191973j -0.059657-0.513691j -0.130076-0.0496144j -0.218981-0.225011j 0.0104748+0.262992j -0.0507099-0.0392075j 
-0.391332-0.257787j 0.320241-0.0637522j 1.37236+0.316552j 0.469227+0.806002j -0.24286+1.5436j 0.0108344+0.87659j -0.489037-1.10907j 0.189729-0.398943j -0.193523-0.30214j 0.249876+0.79892j -0.758869-0.347004j 0.535919-0.994021j -0.23147-0.358078j 0.174656+0.421725j -0.0849741+0.000475397j 0.488179-0.0841983j -0.126707+0.290941j -0.200873-0.871472j 0.339651+0.221459j -0.216506-0.268907j 0.00858206-0.164062j -0.589764-0.00633043j 0.368332+0.281534j -0.433728-0.0981248j -0.263892-0.293075j -0.135892-0.164669j 0.366566+0.206558j -0.0772992-0.127777j -0.377587-0.274677j 0.0536917-0.0814312j 0.321492+0.598855j 0.0461795-0.681858j -1.06793-0.850001j 0.413082-0.980613j 0.419464-0.709585j -0.0746812+0.697039j 0.741756+0.0817285j 0.127919-0.119555j -0.502098+0.0292032j -0.0292166-0.547886j -0.284833-1.19173j -0.0751091+0.250563j -0.0664593-0.342436j 0.371028-0.0898977j -0.243944-0.308277j -0.0522072-0.357368j 0.201453+0.0321969j -0.385783-0.205243j 0.205207+0.050971j -0.322837+0.631273j -0.216819-0.147345j -0.0961522-0.0815873j -0.457314-0.161892j -0.201003-0.0868608j 0.179971+0.0334968j 0.177021-0.0138568j -0.155969+0.207669j 0.292381+0.262881j -0.0827965-0.217895j 0.362976+0.0814535j 0.203149+0.0601904j -0.0368071-0.032773j -0.140001+0.170608j -0.267937+0.0921973j -0.298054-0.143818j -0.043407+0.0276711j -0.20397+0.030307j 0.13052+0.0828923j -0.0351937-0.0105024j 
-0.861976-0.169097j -1.06664+0.927838j -0.0570213+0.597193j -0.509007-0.550209j 0.53522+0.303376j 0.543035-0.645399j 0.430222+0.423175j -0.970018+0.186711j 0.195595-0.363455j -0.122656-0.174571j -0.0354427+0.275569j -0.232521-0.742986j 0.336518+0.149375j 0.39983-0.0404031j -0.0566054+0.0860733j -0.146075+0.348613j -0.0274544-0.203714j -0.316551-0.445913j -0.0948765+0.0827821j -0.181381-0.134844j 0.0526427+0.0418365j 0.224103+0.00687265j 0.0970591+0.248354j -0.0152197-0.14173j -0.0058004+0.0273943j 0.0872572+0.201525j 0.0247978+0.0207167j -0.0424923+0.304965j 0.925467+1.11501j 0.0715867-0.0827013j -1.60667+1.42456j -1.30211+0.914477j -0.103611-1.07069j 1.08404+0.946977j -0.088984+0.895694j 0.407908+0.269348j -0.344391+0.298255j -1.20815+0.314532j 0.190962+0.363684j 0.614746+0.611564j 0.0753881+0.893339j -0.752305+0.197735j -0.113324+0.0206121j -0.0303086+0.310213j -0.38882+1.20165j -0.0215138-0.16619j -0.12131-0.404743j -0.148542-0.0300555j -0.868302+0.0123382j 0.295639+0.125788j -0.276572+0.262756j 0.157077-0.182861j -0.158545+0.362678j -0.122104-0.5819j -0.0123558+0.120838j 0.202123-0.149064j -0.330656-0.106384j 0.379805+0.0761297j 0.0373004+0.0114753j 0.295477-0.237464j -0.0287324+0.178432j 0.0280472-0.0185157j -0.0772496-0.0335079j -0.130067-0.0332581j -0.18498+0.0648802j -0.0742312-0.0220104j -0.00202283-0.0388014j 0.10953-0.124156j -0.120278+0.105233j 
-0.087201-1.48735j -2.26301-1.1134j -0.706888+0.373298j 0.491047-1.01613j 0.0451688+0.686112j 1.02193+0.340908j -0.313614+0.506041j -0.384116-1.21584j 0.55869+0.173394j 0.161076-0.0860419j -0.328415+0.111931j 0.821092-0.465454j -0.205732+0.443511j 0.117394+0.614771j -0.146089-0.08049j -0.52785-0.119165j 0.297832-0.081543j 0.558571-0.566797j -0.164549-0.110333j 0.143024-0.332879j -0.0742654+0.0899274j 0.120103+0.296238j -0.312137+0.257903j 0.229539-0.0825373j -7.01978e-05+0.0113738j -0.180899+0.167189j -0.0809499+0.0676031j -0.257356-0.05143j -0.679322+0.324491j 0.0939289+0.0635989j -0.83413-1.33795j -0.339236-1.33614j 0.90108+0.192625j -1.00211+0.544762j -0.471683-0.337241j -0.199877+0.255651j 0.0102993-0.195087j 0.11373-0.63265j -0.204989+0.00453769j -0.462823+0.0419565j -0.467041-0.193385j 0.0803111-0.440669j -0.010369-0.13899j -0.110775-0.150968j -0.351304-0.520811j 0.0799791+0.024723j 0.275971+0.0754783j 0.0860195-0.0462327j 0.248819-0.370047j -0.085208+0.0607607j -0.0453066-0.234714j 0.0382831+0.0819706j -0.143028-0.227663j 0.310912+0.125789j -0.050641-0.054456j -0.0010862+0.12512j 0.14637-0.131004j -0.130447+0.158721j -0.037723-0.00599914j 0.023799+0.242047j -0.0863722-0.0432097j 0.00879088+0.0138429j 0.0407077-0.0381354j 0.0660714-0.0635032j 0.0186715-0.1135j 0.0326093-0.00749197j 0.0363244+0.0119647j 0.0187206+0.0710084j -0.0114109-0.0744275j 
0.0497288-0.147508j -0.15373+0.123871j 0.00331696-0.063826j -0.284033+0.0206667j -0.0566411-0.0680196j 0.345578-0.136046j 0.21445+0.0246152j -0.27075-0.226572j 0.3263+0.0919818j -0.123889-0.0939155j -0.0217186+0.243899j 0.702266+0.0505745j -0.18622+0.151452j -0.160263+0.281993j -0.0509135-0.102086j -0.315383-0.432858j 0.332717+0.165818j 0.752906+0.116212j -0.306756+0.203627j 0.357988-0.25146j -0.270487+0.180824j 0.0352752+0.524145j -0.432648+0.657015j 0.689934-0.303044j 0.560272-0.356971j 0.784686+0.978412j 0.207013+1.41991j -1.22224+0.843001j 0.270195-0.0874446j 1.72351-0.708933j 0.21061-0.0362385j -0.057969+0.06603j 0.0737631-0.0258137j -0.152762+0.0515947j 0.0128195-0.0615325j -0.0322625+0.071903j 0.0130327-0.00137372j 0.0642103+0.069403j 0.174133-0.00635298j -0.0405018-0.00589456j 0.206927-0.122636j -0.0777594+0.097794j -0.12352+0.0453884j -0.0197471+0.0217155j 0.0514199+0.193802j -0.104413-0.0823829j -0.0568516-0.108827j -0.177934-0.101815j -0.377802+0.0705104j 0.152126-0.111602j -0.126388+0.096154j 0.0380513-0.0963516j -0.134607+0.129897j -0.215366-0.466172j -0.0253611+0.134058j -0.0410657-0.116906j -0.251028-0.144127j 0.605336-0.222343j 0.201056-0.0812366j 0.0645835-0.124655j 0.380858+0.516749j -0.00137068-0.175158j 0.100244+0.245257j -0.335831+0.547138j 0.368285+0.288455j 0.671313-0.138214j 0.119328-0.354531j 0.105403+0.603567j 1.00235+0.588462j 
0.141674-0.0303991j -0.164304-0.0742685j 0.051862-0.0042721j -0.168799-0.273187j 0.0380177-0.109474j 0.309501+0.275815j 0.0774466+0.208909j 0.0704072-0.390684j 0.112423+0.37126j 0.0174209-0.151058j -0.244922+0.162948j 0.336453+0.708787j -0.260927-0.102346j -0.367931+0.0164868j 0.0700295-0.101714j 0.193828-0.507951j 0.0338965+0.402888j 0.286611+0.709914j -0.43328-0.189087j 0.355772+0.224872j -0.276999-0.102384j -0.327998+0.345922j -0.688977-0.00929482j 0.56895+0.31411j 0.15631+0.525403j -0.519326+1.11528j -1.28891+0.355486j -1.01974-0.611016j -0.000586084+0.190247j 1.74853+1.89292j -0.0322031+0.115308j -0.222311-0.0786125j 0.0664092+0.140121j 0.0791546-0.149273j 0.075727+0.143536j -0.125124-0.188705j -0.00377079+0.0252615j -0.138558+0.0382203j -0.309062+0.200585j 0.0459293+0.0353578j -0.0181496+0.410166j 0.0167287-0.300028j 0.202594-0.345131j -0.0245432-0.0990639j -0.342982-0.253841j 0.267628+0.0857075j 0.263986+0.0918053j 0.472125-0.0143317j 0.577043-0.640313j 0.0356952+0.323291j 0.148499-0.377019j 0.0238663+0.225395j 0.16441-0.433979j 1.05756+0.551216j -0.195321-0.307377j 0.307579+0.0818924j 0.622213-0.0248212j -0.607999+0.808903j -0.207248+0.549829j 0.131159+0.233158j -1.20131-0.270309j 0.275527+0.255736j -0.256794-0.147689j 0.0830136-1.19838j -0.86109-0.112885j -1.05075+0.700551j 0.0435883+0.823247j -0.264582-1.42035j -1.86322-1.02113j 
-0.0800097-0.110663j -0.109918-0.0240691j -0.0143905-0.3303j -0.16394-0.0528465j -0.0594849-0.322513j 0.206576-0.461075j -0.0500513-0.0325006j 0.156565-0.291637j 0.121515-0.208874j 0.133706+0.188479j -0.0311997+0.422458j 0.00766367-0.497121j -0.372599-0.104017j -0.395103+0.0895304j -0.0399948+0.0906738j 0.286624+0.314186j -0.187035+0.38568j -0.686588-0.714008j 0.0243176+0.446593j 0.164284-0.29102j -0.0797593-0.374894j -0.119298-0.57117j 0.10442+0.526469j -0.399681+0.713057j 0.397873+1.05001j -1.0094+1.59237j -0.500766-0.367501j -0.153848-0.14658j 0.09274-0.0614567j -0.1981-1.45552j -0.0841867-0.220268j 0.0363261+0.306025j 0.0586568-0.153904j 0.159291+0.374896j 0.139815-0.228423j -0.194522+0.227519j 0.0393742+0.0189346j 0.0675906+0.196146j 0.0522575-0.295555j 0.213202+0.160054j -0.126517-0.502948j -0.289489+0.136008j -0.38899+0.182818j -0.104442+0.0981345j 0.141225+0.275158j 0.102548+0.259305j 0.0416379-0.139558j 0.183011+0.237832j 0.0342766+0.0668029j -0.431867-0.600231j -0.199615+0.124638j 0.00828686+0.0445679j 0.0477481+0.0203525j 0.0802428+0.143489j -0.306144-0.0246495j -0.278921-0.695367j 0.0951192+0.00712009j -0.214408+1.0532j 0.27686+0.397011j -0.609079-0.312684j -0.300948-0.19156j 0.599597-0.159365j 0.148018+0.0594841j -0.96875-0.552637j -0.517808+0.378972j -0.182873+0.0366025j -0.0850904-1.13405j -0.349739+0.119441j 0.417503-0.342915j 
-0.0431077-0.0488666j -0.00580794+0.114118j -0.0406954-0.0118682j -0.093443+0.182374j -0.103412+0.0478089j 0.0268195-0.238288j 0.096368-0.0970335j -0.270409+0.064833j 0.153355-0.16422j -0.0993162+0.0152127j 0.194415+0.0617034j 0.256559-0.351997j 0.054247+0.207229j 0.15517+0.21034j -0.0636915-0.0205394j -0.329619+0.0211849j 0.202644-0.149933j 0.267059-0.206108j -0.041871+0.237755j 0.039016-0.192339j 0.0400707+0.185878j 0.218582+0.0676309j 0.0757327+0.294667j 0.0766174-0.363608j 0.33412-0.332794j 0.808066-0.0381203j 0.470306+0.781951j 0.00689671+0.675655j 0.133494+0.00597607j 0.676984-1.50866j 0.0805978+0.0538669j 0.029852+0.187594j 0.0596597-0.0897425j -0.139663-0.0560281j 0.100117-0.124777j -0.138396+0.170283j 0.0158546+0.00741485j 0.050746+0.140387j 0.283852+0.200331j 4.69923e-05-0.0498328j 0.344673-0.11313j -0.29098+0.105233j -0.366473-0.0369707j -0.0607646+0.045812j -0.0436926+0.422869j -0.0370061-0.275224j -0.00787675-0.261669j -0.190615-0.388404j -0.681939-0.267141j 0.181117-0.0454187j -0.298983-0.00487377j 0.169246-0.169086j -0.339045+0.002475j 0.123036-0.901745j -0.109022+0.239602j 0.0730116-0.177075j -0.252404-0.489864j 0.853845+0.314845j 0.366883-0.0125626j 0.243111-0.0952156j 0.0267108+1.12281j 0.138766-0.206681j -0.0561628+0.336966j -0.996214+0.222741j 0.059645+0.657529j 0.848312+0.737487j 0.692498-0.16189j -1.40601+0.793762j -0.426593+2.17638j 
0.041093-0.15403j -0.0518588-0.17096j 0.413736-0.223719j -0.103635-0.23051j 0.332475-0.321912j 0.699303-0.0603262j 0.0387113-0.0691408j 0.43143+0.0473092j 0.269165-0.0563209j -0.117862+0.249018j -0.525265+0.222683j 0.508538-0.353113j -0.0944215-0.496635j -0.314672-0.437535j -0.149392+0.0785221j -0.193913+0.556149j -0.46629-0.0673128j 0.319003-1.15167j -0.318687-0.147277j 0.231562-0.0839289j 0.381439-0.291795j 0.464888-0.352077j -0.514785+0.480681j -0.718852+0.0412713j -0.863912+0.692067j -1.83738-0.522893j 0.356663-1.07908j 0.0467019-0.120714j 0.0454398+0.0507877j 1.6439-0.946573j 0.278271-0.0557732j -0.301955-0.13915j 0.123483+0.151372j -0.455845-0.121226j 0.0387613+0.379794j 0.0471179-0.373468j -0.0543408+0.0207079j -0.217814-0.176833j 0.16146+0.335008j -0.356774+0.00240305j 0.54147+0.395743j 0.228253-0.398173j 0.368884-0.541484j 0.07047-0.242379j -0.380332-0.195146j -0.341145-0.280075j 0.0680351+0.23649j -0.394448-0.232271j -0.084514+0.0457109j 0.814684+0.238362j 0.120706-0.260582j 0.027327-0.106542j -0.175988+0.0261753j -0.188516-0.236099j 0.339753-0.229272j 0.72131+0.540985j -0.0658565-0.0068071j -0.331218-1.27381j -0.622811-0.188316j 0.845881-0.0330032j 0.391569+0.177056j -0.423601+0.617339j -0.101406+0.0179647j 1.29157+0.201198j 0.588206-0.432459j 0.36457-0.061112j 0.400728+1.17976j 0.324742-0.197636j -0.231221+0.520407j 
0.0780972-0.0400266j -0.409815+0.0473582j -0.197309-0.153965j -0.40963-0.29054j -0.323374+0.0499246j -0.186129-0.150872j -0.0872402+0.294791j -0.100421-0.550061j -0.276637+0.0518926j 0.171005-0.0651394j 0.372396-0.181746j -0.291708+0.167002j 0.058781-0.128362j 0.380275+0.097822j -0.135559-0.125396j 0.304647-0.102892j -0.449325-0.508496j 0.0270803-0.67872j -0.7599+0.0582268j -0.679216+0.286937j 0.304459-0.133331j 0.697771+0.891452j -0.343307-0.092543j -0.749642-0.107075j 0.332145-0.459743j -0.884214-0.160018j -1.23519+0.29912j 0.175696+0.504046j 0.0215544+0.00952702j -0.406674-0.358593j -0.384373-7.52798e-05j 0.0772791+0.322455j 0.13576+0.220703j 0.484895+0.167636j 0.188507-0.360959j -0.210664+0.0769141j 0.0424162+0.0765486j 0.117901+0.772695j -0.233508+0.0713612j 0.360581+0.140514j -0.175119+0.0515153j -0.132353-0.0265393j -0.0219184-0.125096j -0.164239-0.0575094j 0.385728+0.697221j -0.174924+0.0670895j 0.0836411+0.0214875j 0.302751-0.0548699j -0.0725471+0.21178j 0.855643-0.130297j 0.412056-0.288068j 0.174269-0.139238j 1.07148-0.129282j -0.658934-0.0620275j -0.114398-0.522848j 0.710303+0.403776j -0.0898945+0.0884677j -0.835468-0.478195j -0.181289+0.249956j 0.256989-0.506219j 0.0158701+0.132474j 0.897623+1.12414j -0.596293+0.124988j -0.419243-0.896114j -0.888431+0.365006j -0.360887-0.338111j 0.251647-1.2549j 0.0118793+0.412065j 0.455956+0.4296j 
-0.106008+0.00435971j 0.0691265+0.126199j -0.209953-0.126235j 0.0467053+0.261071j -0.147379-0.0897458j -0.15777-0.333517j -0.0170086-0.131252j -0.0748542-0.0621937j 0.0405827-0.120261j 0.136334+0.0323776j 0.00107829+0.356943j -0.19884-0.195375j -0.296136+0.188368j -0.345345+0.161991j 0.142538+0.131085j 0.259669-0.00788501j 0.220942+0.535079j -0.768599+0.309288j 0.246168+0.374077j 0.247207-0.103331j -0.342717-0.0918835j -0.574724-0.654854j 0.503812+0.291674j 0.39524+0.395673j 0.343489+0.564145j 0.272362+1.30034j -0.378834-0.0199254j -0.0337955-0.246048j 0.0229584-0.0287838j -0.789712-0.675937j 0.0245997-0.253289j -0.148026+0.252771j 0.0775238-0.188097j -0.194882+0.50972j 0.31017-0.0237831j -0.409603+0.0478262j 0.0241386+0.0342358j -0.136858+0.0830519j 0.39577-0.308627j -0.0253004+0.371133j 0.312367-0.596354j -0.38893-0.134203j -0.5048-0.163863j -0.195169+0.0560104j -0.258146+0.198975j -0.11724+0.403373j 0.123499-0.0921883j -0.163808+0.49577j 0.0380119+6.92608e-05j -0.238743-0.834389j -0.485606+0.0423822j -0.0909084+0.12853j -0.311945+0.117786j 0.122116+0.285196j -0.204009-0.052718j 0.149719-1.09928j 0.161114+0.115721j -0.926063+0.764913j 0.0288405+0.576638j -0.262819-0.734895j 0.0687092-0.511944j 0.284012-0.0203466j 0.290037+0.130122j 0.0378558-1.17768j -0.337291-0.889006j -0.183445-0.332386j 1.30436-0.551995j -0.373218-0.530475j 0.400752+0.0255188j 
-0.0835425-0.158208j 0.242032+0.531154j -0.118572+0.22033j -0.26062+0.699449j 0.244446+0.23745j 0.12113+0.142653j 0.461355-0.120156j -0.672806+0.31476j 0.34109+0.288963j -0.199763-0.149051j -0.472687-0.0317386j 0.315015+0.157531j -0.18309-0.238066j -0.312104-0.806853j -0.0651454+0.310496j -0.105085-0.00696489j -0.736706+0.957428j -1.00137-0.0793062j 0.166354+0.780728j 0.661533+0.893298j -0.249067-0.459948j 0.737158-1.46379j 0.0485564+0.729617j 0.158375+0.882424j -1.21671-0.0104498j -0.350866+1.22468j 0.559202+1.52466j 0.663753-0.39131j 0.0350033+0.107967j -0.0796545-0.112982j -0.169834+0.315844j 0.306684+0.13442j 0.150083+0.103274j 0.358316-0.330535j -0.153272-0.261742j -0.0247152+0.146492j 0.0779395+0.0252302j 0.476037+0.441814j -0.160694+0.277099j 0.238365-0.230316j -0.00249131+0.307036j 0.105378+0.182111j 0.13096-0.0862395j -0.0807405-0.0207523j 0.698756+0.207558j -0.144142-0.0704615j 0.0693385-0.0505523j 0.191391-0.35203j 0.157285+0.00718204j 0.781513-0.24955j 0.185236-0.66135j 0.0455046-0.313835j 0.738912-0.657082j -0.437949+0.21759j -0.349225-0.426116j 0.808405+0.303384j -0.0454671+0.14158j -0.487812-0.393653j -0.0370311+0.179234j 0.334968-0.521699j 0.280806+0.171991j 0.924937+0.199132j -0.53511+0.158659j -0.381723-0.231535j -0.23937+0.550066j -0.184814+0.166599j -0.333226-0.472794j 0.402671+0.499945j 0.314797+0.326103j 
-0.035694+0.0711834j 0.281271+0.0431088j 0.250966+0.269677j -0.0259422+0.00293088j 0.276693+0.283968j 0.0784427+0.143297j 0.100435+0.405097j -0.221415-0.027372j 0.101182-0.180697j 0.479804-0.284798j -0.0615453-0.433985j 0.303623-0.103647j -0.16837+0.236797j 0.127486+0.297702j -0.252549+0.284105j -0.0323001+0.0253802j 0.713246+0.0382386j 0.00387026-0.283744j 0.968615+0.352749j -1.14217-0.259561j 0.199111+0.0563859j 0.293075-0.673393j 0.690453-0.0971475j -0.0866947+0.815099j 1.13266-0.623635j 0.434559-0.235491j -0.547821-0.608871j -1.05587-0.200274j 0.138297+0.051444j 0.0406858+0.195024j 0.413722+0.164119j -0.212725-0.291037j 0.0923016+0.315391j -0.458343-0.320503j 0.00331149-0.173375j 0.146918-0.37148j 0.140059-0.111937j -0.250808+0.29803j 0.0535445-0.0827855j 0.309772-0.584758j 0.454015+0.221691j -0.0578483+0.0523907j 0.288437+0.333151j 0.389306+0.166236j -0.238814+0.353406j 0.00630949+0.101702j -0.37188+0.333719j 0.14957-0.182752j -0.1871+0.773572j -0.454305-0.351559j -0.0876532+0.636135j -0.0941883+0.273329j 0.483885-0.21518j -0.296529+0.264832j 0.299022+0.319802j -0.495043+0.631637j -0.553727+0.803055j -0.332362-0.154368j -0.446022+0.234845j -0.662394+1.23363j -0.107973-0.131852j 0.464458-0.293501j -0.0361754+1.01176j -0.147265+0.575543j -0.617583+0.52423j -0.612843+0.0573336j 0.861273-0.767788j -0.0365125-0.329407j -0.187786-0.0628877j 
-0.00693766-0.224663j 0.0122555+0.280348j 0.273227-0.156389j -0.42698+0.29592j 0.339065+0.138884j -0.109525-0.0833343j 0.0556461-0.115349j 0.0453624+0.446906j -0.24398+0.276546j 0.100257+0.302964j 0.0904032+0.317942j -0.608686-0.0190877j -0.170774-0.587685j -0.266494-0.355066j 0.0631791+0.453087j -0.797254-0.273124j 1.18009-0.018757j -0.0896171+0.488882j 0.0127109+0.0569246j 0.164383+0.0193524j -0.400052-0.119037j 0.159924+0.131199j 0.888608+0.436889j -0.47317-0.807144j 0.52872+0.26314j -1.32152+0.117274j -0.46323+0.898402j -0.212533+0.0688169j -0.00620901+0.0631275j -0.301531-0.192897j 0.0485326+0.14718j -0.383069+0.19328j 0.716146+0.0606041j 0.207744+0.0596245j -0.11884-0.110562j -0.0982898+0.0591494j -0.0661253+0.105768j 0.468481-0.452223j -0.408234+0.117784j 0.114965+0.48367j -0.417215-0.351459j -0.0754981-1.00788j 0.204069-0.244826j -0.28236+0.151194j -0.245873-0.690159j -0.177855+0.53319j -0.113753+0.213219j -0.572642-0.593241j -0.746003-0.277004j -0.567868+0.387435j 0.522281+0.841047j 0.355749+0.415644j -0.545966-0.19174j -0.437467-0.417613j 0.0619089+0.476089j 0.209382-0.468699j -0.235631+0.0693509j -0.376781-0.579773j 0.399632-0.513361j -0.619092+0.614413j -1.40793+0.619721j -0.325308+1.44297j -0.204251+0.702309j 0.15201+0.158716j -0.183663+0.729489j 0.236817-1.12701j -0.943854-0.302709j -0.159958-0.540363j 0.103552-0.440213j 
0.122199-0.00845411j -0.256146-0.375403j 0.195944-0.5513j -0.200753-0.00638768j 0.20961-0.549305j 0.123186-0.169429j 0.504943-0.297162j -0.0313899+0.229021j -0.362792+0.0783799j -0.526874-0.474704j -0.512132+0.0181276j -0.474967-0.236833j 0.425483+0.119588j 0.465816-0.511675j 0.476937+0.133453j 0.0744431+0.0921754j -0.699806-0.969337j -0.371345-0.0957215j -0.107214-1.21098j 0.0598172+1.32606j -0.00550363-0.193012j -0.62297+0.0710122j -0.325206-0.952779j 0.768973+0.0385656j -1.15521-1.42428j -0.554795-0.136327j -1.23374+1.05976j 0.0821062+1.60392j -0.00639914-0.143611j 0.158583-0.173097j 0.223995-0.29008j -0.37682+0.0504191j 0.282996+0.170664j -0.412176+0.192195j -0.03516-0.0591773j -0.107193-0.356579j 0.0379162-0.109118j -0.144371+0.319939j -0.0560074-0.120587j -0.026137-0.377622j 0.297152-0.185001j -0.078534-0.0743792j 0.383995+0.000285697j 0.337082-0.07696j -0.112669+0.34697j 0.0633291+0.071344j -0.163835+0.462858j 0.0386948-0.11604j 0.238129+0.632232j -0.510133+0.204099j 0.335655+0.603757j 0.123771+0.355181j 0.151082-0.179114j 0.0116291+0.168042j 0.509495+0.0434215j -0.195667+0.642516j 0.0255444+0.680674j -0.292726-0.0360967j -0.132444+0.369213j 0.0473201+1.18772j -0.269723-0.00561518j 0.0180498-0.0850135j 0.203506+0.568101j 0.0486671+0.306619j -0.369114+0.537754j -0.41857+0.0616348j 0.416618-0.671227j -0.180274-0.108969j -0.200237-0.103633j 
