-0.00828938+0.0119103j 0.00779058+0.0174291j -0.0076089-0.028166j 0.0214289+0.00639775j -0.0354691-0.0176904j -0.0224001+0.0136137j -0.023233-0.0235843j 0.0306756+0.00795839j -4.28527e-05+0.000354203j -0.00407134+0.00893352j -0.0130752+0.0279931j 0.00197272-0.0297715j 0.0030528-0.0151546j -0.0129346-0.000205068j -0.0060369-0.0118064j 0.00169322+0.00044147j 0.0230623-0.0005209j -0.0177619-0.0175564j -0.00835015-0.00292725j 0.0181025-0.0111533j -0.00788279-0.0111155j 0.00627483-0.00242969j 0.0111023+0.0012158j 0.00246751-0.0158472j 0.00260498-0.00759985j 0.00409701-0.00531123j 0.00492195-0.0046742j 0.00666775-0.00258621j 0.00773692-0.00103586j 0.0140088-0.00970528j 0.00150388+0.0203652j 0.0151266+0.00112842j -0.00533811-0.00745198j -0.00125647-0.0159931j -0.00709707+0.00990141j 0.0122546+0.00512456j 0.00167032+0.013568j -0.00555196+0.0233981j -0.0252816-0.0289365j -0.010645-0.00432671j 0.0180845-0.0140304j 0.0225498-0.00681267j 0.0181626-0.00308779j 0.0025824-0.0142517j 0.0264862-0.003846j -0.0277452-0.00658792j -0.0207375+0.00715358j -0.00934615-0.0313333j -0.00843084+7.6721e-05j -0.00117453-0.0287807j 0.0299208-0.00100573j -0.019043+0.0065396j -0.0198409-0.00839814j 0.00669003+0.0113244j 0.00446969+0.0008236j 0.00680656+0.043139j -0.00293781+0.00221459j -0.0195969-0.00904475j 0.00189941+0.00402319j -0.0151893-0.0248684j 0.0112214+0.00316363j 9.50551e-05-0.0144835j 0.0138563+0.0143778j 0.0173962-0.0150443j 0.012916-0.00695621j 0.0223436-0.0354925j -0.024829+0.0146337j -0.040495-0.0741284j -0.00279447-0.00734064j 0.0174799+0.0601808j 0.00731469-0.00407066j 0.00409656+0.0105459j 
-0.0116544-0.000189432j 0.00442895-1.46637e-05j 0.00885487-0.011221j 0.0125957+0.00199416j 0.0101267-0.0215341j -0.0131717-0.00251352j 0.00301249-0.0133485j 0.000657817+0.00255302j -0.0151723+0.00274602j -0.00979766-0.0122107j 0.000785405-0.00285359j 0.013243-0.00509767j 0.00621958-0.00463616j -0.0133759-0.00651738j -0.0110245-0.00754982j -0.00222196-0.0177375j 0.0106554+0.0130443j -0.0109091-0.0145327j -0.00737715-0.00364554j 0.011201+0.00723579j 0.00396417-0.00248824j 0.0144981+0.00256219j 0.00266413-0.000503328j -0.00950991+0.00948724j 0.00449803-0.0127381j 0.00740903-0.00852271j 0.00268189-0.00299992j 0.0146539+0.000525347j -0.000390742-0.00349624j -0.00326697+0.00525198j -0.0100742+0.00274038j 0.000818579-0.0117351j -1.43461e-05-0.00736147j -0.0102961-0.00392393j 0.00077233+0.0010693j -4.65137e-05+0.0054801j 0.000673404+0.0062587j -0.00846651-0.0051571j -0.006378+0.00143893j -0.00664157-0.0044729j 0.00691175-0.000979695j -0.00989933+0.00219453j 0.0112302+0.00278235j -0.00775479+0.0143649j 0.0146117-0.00820299j -0.0118128+0.00914624j 0.00593667-0.00969176j 0.00242168+0.00545513j 0.000442099-0.00633205j 0.00324047-0.0102011j 0.00254182-0.00167955j 0.00264665-0.00183349j -0.0107505+0.012481j 0.00403062+0.00873679j -0.00956972+0.00962694j -0.00159904+0.0108607j 0.0123358+0.00275421j -0.000520915-0.00596331j -0.000331788-0.00545172j -0.0104548+0.00117418j -0.00391936-0.01035j 0.00243589+0.00243761j 0.00965219+0.0130003j -0.00956526-0.00850892j -0.0153224-0.00347044j 0.00847566-0.00890106j -0.00533358-0.0129864j 0.00432599-0.00132732j -0.012297+0.000530515j -0.00500373+0.00629819j 0.00208499-0.00296962j 0.00224949+0.00149983j 
-0.00762451+0.00456801j -0.00483557+0.00983943j 0.0012987-0.00340781j -0.00613826-0.00124781j -0.0307737-0.0121495j -0.00538712-0.00290064j -0.00336879-0.00717693j -0.00245505+0.0181511j 0.00395459+0.0173609j 0.00022423+0.0153817j 0.00681478-0.0167921j -0.00257416-0.0085158j 0.00540605-0.00505786j -0.00258482+0.0109677j -0.00886835-0.0117018j 0.00691939+0.0057922j 0.0228696+0.0105347j 0.00945136-0.000815991j 0.0036595-0.00982757j 0.00295182-0.0122275j -0.00154252+0.00164667j 0.00299787+0.00750228j -0.00711904+0.00567805j -0.00628955+0.000952936j -0.00216534-0.00670854j 0.0066009-0.00255407j 0.00423174+0.00766654j 0.00922075+0.00679964j -0.00719925-0.00714734j -0.00691844+0.0124843j -0.00783148+0.00110201j 0.00812041-0.00746859j 0.00691241-0.00904013j 0.00493942+0.00641927j -0.00872057+0.0143342j 0.000638629-0.00630453j -0.00650764+0.020673j 0.0254908-0.0120954j 0.00331271-0.0079815j 0.00646764-0.00574193j 0.00808478-0.00409304j 0.00152941+0.00812989j 0.00890456-0.00406732j -0.00690978-0.0063672j 0.0170321-0.00177626j -0.0182261-0.00480515j 0.0061228+0.0169589j -0.00135509-0.0241894j -0.0115945-0.00716416j -0.0232677+0.00728618j 0.00456198+0.0173062j 0.00315382-0.00937505j -0.00188845+0.00839983j 0.00655019-0.000540609j -0.0135449+5.07137e-05j 0.00700687+0.00750723j -0.00956303+0.00310677j -0.00960092-0.00557217j 0.000895505+0.00145253j 0.00368046-0.0114891j 0.00901753+0.0098061j 0.0130081+0.00531221j 0.00895022-0.00675406j 0.000587028-0.0090015j 0.00384287-0.00307924j 0.0114275-0.00607823j -0.00545022+0.00246912j -0.0122681-0.00540225j 0.00274492-0.00181603j 5.34324e-05+0.00593911j 0.00214065+0.00410038j -0.00315197+0.00452175j 
0.00192458-0.00274291j -0.00143955+0.00496141j -0.0117079+0.00851026j 0.00377348+0.0109322j -0.0149059+0.00699123j 0.0040575-0.00281407j -0.00237233-0.00873149j 0.00116588+0.00816579j 0.0057238-0.00123089j -0.00395761+0.00268132j -0.00033823+0.00054056j -0.000975154-0.00195111j 0.0103353+0.005813j -0.00214111+0.00155391j -0.000187092+0.000386389j -0.00339006-0.00527604j 0.00214595-0.00220372j -0.00948201-0.012458j -0.0132894-0.00384488j -0.00586925+0.00746901j -0.00736105-0.00564628j -0.00481752+0.00239041j 0.00540365+0.00106466j 0.000728844+0.00646365j -0.00404357+0.000471759j 0.00785866-0.0074746j 0.00417471-0.00335196j -0.0017549+0.00432822j -0.00747276-0.000729007j 0.00502159-0.0074049j -0.00187769+0.000439941j -0.00716626-0.00113725j -0.00538383-0.00196113j 0.000504474-0.00821876j -0.0112531+0.00250215j -0.00434273+0.0103646j 0.00806858+0.00164616j 0.00204902+0.00496315j 0.00643578-0.000859101j -0.00337473-0.000132209j 0.0078635-0.00419362j 3.58939e-05+0.00513351j 0.0133166+0.00883445j -0.000962652+0.00795223j 0.000607493-0.000948674j -0.0132988+0.000495003j -0.00709117+0.000382818j -0.00511285-0.0161139j 0.000732179-0.00219801j 0.00231836-0.0107452j 0.0126997-0.00227963j -1.66999e-05-0.00225723j 0.00656558-0.00285536j 0.0125626+0.00842276j -0.00897545+0.000428938j -0.00157111+0.00906767j 0.000535835-0.00762503j -0.0114404-0.00646514j 0.00455656-0.00743222j -0.00336691-0.00252932j 0.00373626+0.00118305j -0.000277717+0.00970836j 0.00086295-0.00550951j 0.00468246+0.00230428j 0.00294399-0.00179929j 0.00296366-0.00124141j 0.00290484+0.00302941j -0.0161679+0.00219411j -0.00244026-0.00532746j 3.33461e-05+0.00191162j 0.00179919+0.00301852j -0.00354816+0.00232357j 
-0.00317388+0.00606743j 0.00696389+0.00260452j 0.0133982+0.0039948j 0.00595834-0.010858j 0.0328257-0.00381582j 0.00581406-0.0118089j -0.00531079-0.0128366j 0.00239185-0.00993275j 0.00257222+0.00686961j -0.00172233+0.00948045j 0.013788-0.00195672j 0.00840882-0.00386312j 0.00329772+0.00140546j -0.0056356-0.0150091j 0.00329228-0.00835905j 0.00782564+0.0187943j -0.00356348+0.00489165j 0.00140199-0.00386282j 0.000513653+0.000864608j -0.00448203-0.0127306j -0.00390237+0.00134402j -0.00402896+0.00615694j -0.00286296-0.000168493j -0.00318054+0.000261119j 0.0102057+0.00148783j -0.00177615+0.00581637j -0.0167507-0.00731573j 0.00607405-0.00861474j -0.0186755-0.00887372j -0.0130574+0.00129232j -0.000263272+0.000184555j -0.00314957-0.014207j -0.0135393-0.0179497j -0.019333-0.00739012j -0.00899152+0.004542j -0.000868413-1.67756e-05j -0.00437315+0.0127623j -0.00232394+0.00988397j -0.00320597+0.00434698j 0.00524315+0.00101016j -0.0104167+0.00257606j -0.00262761+0.00487041j -0.0136923+0.00176988j -0.00337081+0.00770215j 0.000914335-0.0112406j -0.00700051+0.016594j -0.0104094-0.000143418j 0.00703715-0.00719626j -0.000894075-0.00883313j 0.000150376+0.00496189j -0.0126824-0.0121405j -0.0116009+0.00530916j 0.0059869-0.00800677j -0.0114066+0.00753687j 0.00034561+0.0107765j 0.0062598+0.0053754j 0.00837138+0.0097483j 0.00267653+0.00542014j -0.0143576+0.00296762j -0.000620482+0.00977376j 0.00883524-0.0190795j -0.00781185-0.00461281j -0.0107384+0.00464291j 0.00342366-0.00556382j -0.00109941-0.003911j -0.000915681-0.00686706j -0.00281282-0.00270581j 0.00982794+0.00285278j -0.0120659+0.00148283j -0.00022643+0.000722829j 0.00159413-0.00593115j -0.000535479-0.00270982j 
0.000792142+0.00469531j -0.00460244+0.000771937j -0.000156961-0.0155957j -0.00684852-0.00748261j -0.0208659-0.00298436j 0.00417353+0.00396299j -0.00215336-0.0241163j -0.007494+0.000885075j 0.00342055-0.00839519j -0.00214224+0.00629433j -0.0014268+0.0105452j -0.00730039-0.00467201j -0.00344054-0.000819475j -0.00393298-0.0194418j -0.00166436-3.00119e-05j -0.00696729+0.0135738j -0.00385044+0.00246758j -0.000288369-0.000144771j 0.00417001+0.00406198j -0.000593154+0.0115284j 0.00359042-0.0104802j -0.000411605-0.00254011j -0.00340227+0.00276052j -0.00637738+0.00831565j 0.00231003-0.00425349j -0.00510648+0.00397634j 0.00407569-0.00205236j -0.00991845-0.00304886j 0.00623184-0.00170174j 0.00269689-0.00806504j 0.00167135+0.0020561j 0.00813906-0.00872255j -0.00459852-0.0126588j -0.00288685-0.0049657j -0.00751884+0.0027016j 0.00807448-0.00624619j 0.000250831+0.0211028j -0.00162621-0.00176991j -0.00146026-0.00161791j -0.0117623-0.00328838j 0.00713023+0.000701756j 0.0056958-0.0102187j 0.00342894+0.0116885j -0.0101765+0.0131262j 0.000263606-0.00201304j -0.00951365-0.0010982j -0.000224577-0.00579558j 0.00320688-0.000752647j -0.000840597+0.00327671j -0.00383282-0.0039184j 0.0124913-0.00954547j -0.00110993+0.0022489j -0.00208036-0.00172601j 0.00988475-0.00109073j -0.00969396+0.00703548j -0.00202203+0.0117378j -0.00381422+0.00617344j -0.0105349-0.00121507j 0.00522239-5.51201e-05j -0.00927441+0.00764258j -0.0111252-0.00321709j 0.00744439-0.00742483j -0.00355131+0.00940596j -0.0110986-0.00178386j -0.0132724-0.00120297j 0.00948757-0.000109847j 0.00126072-0.000208122j -0.00839193-0.00542123j -0.00423501-0.000963174j -0.00195605+0.0107968j 0.0039316-0.00249793j -0.0038329+0.00202989j 
-0.00303599+0.00799322j -0.00581477+0.00303261j 0.00221345-0.0117938j -0.00488337+0.00460196j -0.0018554-0.0134751j 0.00682493+0.00344895j -0.00638825-0.0142189j -0.001109+0.00306459j 0.0103618+0.00654867j -0.00249689+0.00871978j -0.00494827-0.00538345j -0.000775552-0.00564628j -0.000741826+0.012358j 0.00662474-0.00291162j -0.00273746+0.00685923j 0.00557473+0.00378059j 0.00307811-0.00126603j -0.00187613+0.00952413j 0.000704463+0.00245775j 0.00210797-0.0045528j -0.00481775-0.00634851j -0.00415964+0.00437352j 0.004475+0.00307637j 0.00340105-0.00170663j 0.00270932+0.000398443j 0.00284059-0.00374241j 0.00247452-0.000526782j 0.00622711+0.00282349j -0.0113128+0.0063533j -0.00162013-0.000787173j 0.00161577+0.00474284j 0.00052046+0.00627279j -0.00366817+0.00753856j -0.00360349-0.00429341j 0.00219919-0.00543394j -0.00742342-0.00276431j 0.00593006-0.00628032j 0.00266281+0.0113268j -0.00538184+0.00306205j 0.00121341+0.00632812j -0.00384212+0.00233582j -0.00947534+0.0119476j -0.00194368-0.00108982j -0.00765354+0.00170792j 0.00469797+0.00681839j -0.0082146+0.000671987j 0.000641622-0.000605015j 0.00318693+2.6325e-05j 0.00526185+0.000481051j -0.00149834+0.00652697j -0.000513724-0.00768192j 0.00533188-0.00723171j -0.00570585+0.00404939j 0.00269584-0.00260614j 0.000397769+0.00602684j 0.00714838+0.00973283j 0.0152067-0.00190313j 0.00200219-0.00199845j -0.00305308-0.0021157j -0.00373757+0.00225524j -0.00806283-0.00626001j 0.009097-0.00131672j -0.000572758+0.0087079j -0.00457536-0.00749202j -0.00836045-0.00339525j 0.000915406-0.00254079j 0.00493601-0.00117172j 0.00808902-0.00086288j -0.0079006+0.00335132j -0.00113139+0.00638781j 0.00112742-0.00264368j 0.00135219+0.000746602j 
0.000961555+0.000392044j 0.00901742+0.00284274j 0.00573582-0.0182241j -0.000460891-0.0078107j -0.0041026-0.00552884j -0.00150296+0.00444506j 0.00201301-0.00381469j 0.0166808-0.0029532j -0.00440548-0.0166464j 0.0186512+0.00661069j 0.00206346+0.00356746j -0.00601463-0.0211097j -0.0184937-0.00765354j 0.00494548+0.00328863j -0.000511378-0.0207392j -0.00748037+0.000820005j -0.0114782+0.00833504j 0.00471513-0.000877828j 0.0083172+0.000419856j 0.00578903-0.0121433j 0.00509045+0.00917534j 0.0099813+0.00608136j 0.00304965-0.0181118j 0.00806596-0.015167j -0.000847159+0.0151463j -0.00146398-0.00287616j -0.0132968-0.00352705j -0.00836899-0.000923541j -0.00708098+0.00250721j 0.00305694+0.00669922j 0.00701716+0.0095514j -0.00127005+0.000542688j -0.00278833-0.00257055j 0.00602539+0.00526865j -0.00161083-0.0126574j -0.00682019+0.000862927j -0.0075679-0.00713062j -0.00973233+0.000653667j 0.00153462-0.00156304j -0.0100373-0.000980832j 0.00103174-0.000789951j 0.00512415+0.00809142j 0.0018658-0.000180766j -0.0080672+0.00766275j -0.0130249-0.00443374j -0.00406704+0.00561175j -0.0155065+0.00444972j 0.00486159+0.00139403j 0.00171869+0.00710362j 0.0056877-0.00652212j -0.000868465-0.010995j -0.00470371+0.00265521j -0.00291302-0.00727563j 0.00319383+0.00954563j 0.00414589+0.00253504j 0.00294172+0.00949821j 0.00450276-0.000316971j 0.00613372+0.00287984j -0.0102576-0.00197877j -0.00607273+0.00258372j 0.00348144-0.0125189j -0.000357556-0.0102369j -0.00868324+0.00849959j 0.00635383-0.00431049j -0.00245962-0.000348915j 0.0011881-0.00545663j 0.00397544+0.00185035j 0.00375438-0.00783916j -0.00850857+0.00481757j 0.00163574+0.00708899j -0.000542361-0.0047166j -0.00179685+0.00131414j 
0.000545415-0.000903094j 0.000689422+0.00376834j -0.00187487-0.00197938j -0.0018042+0.00277291j -0.00806502+0.00294328j -0.00978751+0.00250293j 0.00781056-0.0125236j 0.00031132+0.00882206j 0.000257753+0.00248864j -0.00124531+0.0112491j 0.00231803-0.000379659j 0.00205403-0.00252515j -0.00143785-0.00107197j 0.0109119+0.00950785j -0.00462001-0.0133504j -0.000458606-0.000437716j 0.00515537+0.000534793j -0.0039791-0.00770179j 0.00712337-0.0030524j 0.00299295-0.0035106j -0.00720159+0.000517142j 0.00582487+0.00426244j -0.00826245-0.00873688j 0.0091921-0.0012912j 0.00752657-0.00141685j 0.00581184-0.00661359j -0.0073309-0.00697128j 0.011215-0.00148772j 0.00202072-0.0079001j -0.00141576-0.00423496j -0.0060262-0.00161567j -0.00367906+0.00859991j -0.00882727+0.00390418j 0.00193896+9.89709e-05j -0.00772602+0.000403282j -0.00313352+0.0148512j 0.0109591-0.00314613j 0.00315215+0.0075915j 0.00760166-0.00701933j 0.00370605-0.00183453j 0.00356043-0.00263199j 0.00219088+0.00571069j 0.0147798-0.00213622j -0.00255296-0.00202151j 0.00263758+0.00500394j -0.018171-0.00278902j -0.00260888+0.000441559j -0.00269017-0.00304208j 0.000109416+0.0043209j 0.00837912-0.0146765j 0.00664122+0.00840108j -0.013784+0.0109675j 0.0122546-0.00133824j 0.0113139+0.00375773j -0.00185512+0.00541105j 0.00240075+0.0218962j -0.00129404-0.00754918j -0.0174289-0.00612423j 0.00729721-0.00755735j -0.00054868+0.00744791j 0.00558577-0.00177172j -0.0061428+0.00818591j 0.00281612+0.00913866j -0.00186285-0.000134032j -0.0023426-0.00335717j -0.00563077-0.00630756j -0.00144824-0.00287033j -0.0203464+0.00109335j -0.00695348-0.00581238j 0.00110804-0.00181227j 0.00427672+0.0046515j -0.00269409+0.00189637j 
0.00206875+0.00441538j -0.00332117+0.00374139j -0.00607892-0.00160145j -0.00201285+0.00190041j 0.000634527-0.00158469j -0.000515278+0.00507343j 4.0681e-05-0.00290378j -0.00689727-0.00471854j 0.0145427-0.000363831j 0.00384863+0.0103577j 0.00236424-0.00384339j 0.00688423+0.00443444j 0.00700115+0.00772838j 0.0139143+0.0113989j -0.0056687+0.00343299j 0.00462615+0.00138049j 0.00258418+0.00103619j 0.000745416+0.00321486j 0.00428295+0.00471172j 0.00428883+0.00134651j -0.00183066-1.12941e-05j 0.00706819+0.00321255j -0.0064904+0.00249853j -0.000306451-0.000387211j -0.00237481-0.00676203j 0.00979432-0.00727316j 0.00636365+0.000183074j 0.00648159+0.00527328j 0.00108448-0.00476388j 0.000794824-0.00127069j -0.00247136-0.000770275j -0.00245813-0.00607311j 0.0191617+0.0096909j 0.00867837-0.00657364j 0.00604687-0.00923684j 0.00424105-0.00503329j -0.00795104+0.0112445j 0.013003-0.000682212j -0.000885199+0.00203141j 0.002167+0.0035548j 0.00596307+0.000861444j 0.00369213-0.00251784j 0.000547178+0.0019121j 0.00453758+0.00866721j 0.00199745+0.000791124j 0.00670519-0.00703507j 0.0121361+0.0146236j -0.0085643+0.00355782j -0.0117585+0.00106521j -0.0176512+0.00538162j 0.00608477+0.0119527j -0.000918137-0.00442401j -0.00249972-0.0111592j -0.00313672+0.000538659j 0.00640274+0.00303662j 0.00855153-0.00554583j -0.00228335-0.00375655j -0.00775038-0.00765331j -0.00207553+0.00447855j 0.00436945+0.00246222j 0.00952791+0.0052099j 0.0047818+0.00334967j -0.00126495-0.00129778j -0.00375906-0.0073029j -0.00244074-0.00232665j 0.0043334-0.0058528j -0.00514075-0.00154929j -0.00275504-0.000214164j -0.000676599+0.00203187j 0.000697715-0.00419029j 0.000483761+2.90765e-05j 0.00150265-0.000119787j 
-0.00353026+0.0035084j -0.000767929+0.000244631j 0.0027806-0.00601316j 0.000499803+0.00249619j 0.00206945-0.00783269j 0.01055+0.000800366j -0.00474161+0.0049691j -0.00326703-0.00139186j -0.000784493+0.00784044j 0.000855503-0.00187872j -0.00014485-0.00220349j 0.00234894+0.000433441j 0.00369457-0.00334514j 0.00415495-0.00734254j -0.00170143+0.00734831j -0.00470224-5.39739e-05j -0.000619067-0.00239383j 0.00319203+0.0112702j 0.00163158+0.00141937j -0.00940391-0.00433426j 0.00745704-0.0100447j 0.00387702-0.00807098j -0.000778743+0.011592j 0.00228776+0.00401186j 0.000305369+6.67238e-05j -0.0033348+0.00928007j 0.00831637+0.00718157j 0.00349967+0.00105448j 0.00666187+0.0111226j -0.00656089-0.00667699j -0.00343158+0.00651532j 0.00426593-0.00222914j 0.00714966+0.000166606j -0.00180254+0.00231668j 0.00522915-0.00323272j -0.0103907-0.0217591j -0.00384552+0.00262475j 0.00836431-0.000611233j -0.00466563+0.00055392j 0.00518783+0.00505001j -0.013596+0.00208107j 0.00281586+0.00387236j -0.00578554-0.00165797j -0.0014514-0.0131513j 0.00619372-0.00393366j 0.00809128-0.00550624j 0.000451573-0.000622597j 0.00276204+0.00582569j 0.0019605-0.00336458j 0.00735814-0.00158573j -0.0143053-0.00110172j -0.00180919+0.00036764j -0.00998059+0.01459j -0.0116305-0.00481397j -0.00120404-0.00141137j 0.00372406+0.00320677j 0.00418378-0.000882017j -0.00221014-0.00177179j -0.00559356-0.00385081j -0.00365805-0.00223179j 0.00140997-0.00451611j 0.0109063+0.00139948j 0.0112745-0.0018207j -0.000901665-0.00822566j -0.00578937-0.0025626j -0.000750291+0.00162174j -0.0014742+0.00468389j 0.00275429-0.00323409j 0.000677064+0.00227755j 0.00229333+0.00342961j -0.0012489-0.00302035j 0.000360348-0.00163409j 
-0.00388939+0.00381167j -0.00263127+0.00152501j 0.00138588-0.0152373j -0.0045682+0.00441126j 0.00204317-0.0106957j -0.0166742-0.00313564j -0.00989177+0.00483711j 0.00611301+0.00330473j -0.00694672+0.0024307j -0.00577232-0.00491043j 0.000357359+0.00795782j 0.000322565-0.00367632j -0.0100024-0.0106993j -0.000193362-0.0030346j -0.000669904-0.0116703j 0.00435231+0.0108162j 0.00643119+0.00342564j 0.00188269-0.00484131j 0.00539197-0.00683136j 0.0117978-0.00868344j -0.00223938-0.00717517j -0.00842609-0.000400629j 0.00884438+0.00719479j -0.00129167+0.00653047j 0.00770002+0.00480717j 0.00196737+0.00175741j -0.00873178-0.00212833j -0.0149318-0.000178751j 0.00524093-0.000995124j 0.0110237-0.00103805j 0.00196305+0.010877j 0.00676028+0.00732312j 0.00434732-0.0107713j -0.00453942-0.00264582j -0.00127117+0.0030622j 0.00184044+0.00645545j -0.00463161-0.00721061j -0.000886709+0.00756904j -0.00128442-0.0142084j -0.00509292+0.00170353j 0.00853377+0.000427189j 0.00744603+8.4083e-05j 0.00137024-0.0117511j -0.000906796+0.00844155j 0.00911151+0.00757443j -0.00426765+0.00490575j 0.00159631+0.00323064j 0.00423323+0.0021026j 0.007839+0.00205626j 0.00679618-0.00852663j 0.00654179-0.00675532j -0.00447561-0.00426434j -0.00129474-0.00361654j 0.00276286-0.00354247j 0.00111785-9.29984e-06j -0.00412299+0.0138998j 0.00405971-0.0016573j -0.0024424-0.000143797j 0.00251988-0.00859816j -0.0120644-0.00198735j -0.00637063-0.000651176j -0.00211997-0.00459513j 0.00574564+0.00760406j -0.0020341-0.00177045j -0.00581101-0.00686262j -0.00328458-0.000306723j -0.00167473-0.00665743j -0.00270052-0.00703381j -0.00813113-0.00239878j -0.000468977+0.0062099j 0.00039729+0.00209085j -0.000802846+0.00314673j 
0.002513+0.00301995j -0.000585585+0.00129138j -0.00627233+0.00562436j 0.000449534-0.000174428j 0.00269055+0.00917269j -0.00834164-0.00494883j -0.000144647+0.0111939j 0.00317758+0.00415697j -0.00221293+4.05892e-05j 0.00285597-0.00191145j 0.00600236+0.00288036j -0.00317834+0.00440865j -0.00266294-0.00357724j -0.00356953+0.0112365j 0.000817766-0.00262038j 0.00402156-0.00351635j -0.00765305+0.0101973j 0.00501092-0.000356606j -0.00847448+0.00355678j 0.00109685-0.0025324j -0.00260388-0.00685362j 0.00656772+0.00146205j 0.00257093+0.00188797j -0.00102311-0.00597186j -0.00383331-0.00678025j -0.00606902+0.00434813j 0.00033223-0.00398881j -0.000300834-0.00190025j -0.00264881-0.00459087j 0.00667776-0.000133056j 0.00067757-0.000575311j -0.000840247-0.00428964j 0.0065037+0.0116923j 0.000675564+0.00572945j -0.00381553+0.0138752j 0.00512278+0.00849472j -0.00448139-0.00344351j 0.000707879-0.00232816j 0.00244476+0.00377022j 0.00749789-0.00816343j 0.00417132-0.00296258j -0.000162012+0.000110826j -0.00832094-0.00134495j 0.00626902+0.00124646j 0.000358281-0.00548246j 0.0139233-0.000949891j 0.000342956+0.00978016j 0.00248155-0.00786713j -0.00448541-0.000672315j -0.00799033+0.00100917j 0.00673856-0.000689519j -0.00610826-0.0139149j -0.0100933-0.00101142j -0.00216414+0.00570741j 0.00702783+0.00296485j -0.0114076-0.00343485j -0.00580634+0.00498716j 0.000726773+0.00267389j -0.0027744+0.00395566j 0.00957324-0.0115887j 0.0089698+0.000436822j -0.00731553-3.25819e-05j 0.000145549-0.0179977j 0.00938079+0.00121782j 0.00848009+0.00156249j 0.00220041-0.00364379j -0.0082815+0.00187797j -0.00084757-0.00167212j 0.00783462+0.000157719j 0.00180584-0.00148311j -0.00463932+0.000909259j -0.00153306+0.00166644j 
0.00387358-0.00796099j -0.00380884+0.00110334j -0.00877401+0.00361266j -0.0031224+0.00631894j -0.0261162+0.00293975j 0.018206+0.0130351j 0.0087654+0.00278773j -0.0150903+0.00491893j 0.00777806+0.00766856j -0.00496379-1.51977e-05j -0.00728141-0.00626697j -0.00441047+0.00976538j 0.00269136-0.0037644j 0.0041297+0.00338117j 0.00157323+0.00535642j -0.00688976-0.00936267j 0.009112-0.0105387j 0.0171032-0.000617637j 0.00436598+0.00240736j -0.00490445+0.0130403j -0.00460481+0.00810318j -0.00113999-0.00404481j -0.00799524+0.00100973j -0.00137921+0.00147919j -0.0106015-0.0143977j -0.00536187+0.0102684j -0.00093587+0.00195166j 0.00187128+0.0102971j 0.00800033+0.00499829j -0.00201413-0.00548455j 0.00311131-0.00523301j 0.0026167+0.00313081j 0.010655+0.00204997j 0.00640848-0.00113347j 0.00648657-0.00253849j 0.00601389+0.000424034j 0.00265931+0.0039379j 0.0110448-0.0164922j 0.00728166-0.00111009j -0.00127221+0.000311598j -0.0068277+0.00532566j 0.00716795-0.010726j -0.00206234+0.00564504j 0.0181719+0.00686282j -0.0036402+0.00212522j 0.012163-0.0105423j -0.00570074+0.00939002j 0.00282022+0.00725364j -0.0013379+0.000288046j 0.00964818-0.010577j -0.00342632+0.00496661j 0.00639408-0.00828889j 0.000344551+0.0169783j 0.00381463-0.00667716j -0.00875482-0.00613628j -0.00233406-0.0047541j -0.00464242-0.00592425j 0.00116963-0.00802718j 0.00443391-0.00260462j 0.00826632-0.00582904j -0.00693865+0.0128551j 0.0117255+0.00680396j 0.00731935-0.0100677j -0.00623396-0.00022881j 0.000273676+0.00117139j -0.00524003+0.00543645j 0.00996361-0.00300152j 0.00225113+0.00648573j 0.00613817-0.00221421j -0.000638492-0.00974457j 0.00040482+0.00342172j -0.000296777-0.00151941j 
