-0.00828938+0.0119103j 0.00779058+0.0174291j -0.0076089-0.028166j 0.0214289+0.00639775j -0.0354691-0.0176904j -0.0224001+0.0136137j -0.023233-0.0235843j 0.0306756+0.00795839j -4.28527e-05+0.000354203j -0.00407134+0.00893352j -0.0130752+0.0279931j 0.00197272-0.0297715j 0.0030528-0.0151546j -0.0129346-0.000205068j -0.0060369-0.0118064j 0.00169322+0.00044147j 0.0230623-0.0005209j -0.0177619-0.0175564j -0.00835015-0.00292725j 0.0181025-0.0111533j -0.00788279-0.0111155j 0.00627483-0.00242969j 0.0111023+0.0012158j 0.00246751-0.0158472j 0.00260498-0.00759985j 0.00409701-0.00531123j 0.00492195-0.0046742j 0.00666775-0.00258621j 0.00773692-0.00103586j 0.0140088-0.00970528j 0.00150388+0.0203652j 0.0151266+0.00112842j -0.00533811-0.00745198j -0.00125647-0.0159931j -0.00709707+0.00990141j 0.0122546+0.00512456j 0.00167032+0.013568j -0.00555196+0.0233981j -0.0252816-0.0289365j -0.010645-0.00432671j 0.0180845-0.0140304j 0.0225498-0.00681267j 0.0181626-0.00308779j 0.0025824-0.0142517j 0.0264862-0.003846j -0.0277452-0.00658792j -0.0207375+0.00715358j -0.00934615-0.0313333j -0.00843084+7.6721e-05j -0.00117453-0.0287807j 0.0299208-0.00100573j -0.019043+0.0065396j -0.0198409-0.00839814j 0.00669003+0.0113244j 0.00446969+0.0008236j 0.00680656+0.043139j -0.00293781+0.00221459j -0.0195969-0.00904475j 0.00189941+0.00402319j -0.0151893-0.0248684j 0.0112214+0.00316363j 9.50551e-05-0.0144835j 0.0138563+0.0143778j 0.0173962-0.0150443j 0.012916-0.00695621j 0.0223436-0.0354925j -0.024829+0.0146337j -0.040495-0.0741284j -0.00279447-0.00734064j 0.0174799+0.0601808j 0.00731469-0.00407066j 0.00409656+0.0105459j 
-0.00510854-0.00667132j -0.000266419-0.00183674j 0.00987298+0.0136711j 0.00760466-0.00284577j -0.00584759+0.00639719j 0.00402992+0.00556535j 0.0032218+0.00360825j -0.0014534-0.00498526j 0.00489004-0.00289082j -0.00513012+0.0160324j 0.0168187-0.000736428j 0.000374926+0.00299378j 0.0105074+0.00764164j -0.0181432-0.00869315j 0.000342352+0.000394592j -0.00365298+0.00150278j -0.00288001-0.00617574j 0.00403467-0.0110348j 0.00272726-0.00239043j 0.00318669-0.00212409j 0.00217655+0.00250633j 0.000263439-0.00660816j 0.0024491-0.00426894j -0.00636368+0.00405209j -0.0101476+0.00681605j 0.00992858-0.00860425j -0.00280685-0.00411571j 0.000195271-0.0100941j -0.000933508+0.000615317j 0.00648086-0.00226882j 0.00649097+0.00574177j 0.00253352-0.00878472j 0.0160592-0.00434397j 0.00146349-0.00321059j 0.0126671-0.00440771j -0.00610664+0.00272417j -0.00911373+1.75031e-05j 0.00858788-0.00842436j -0.00484786-0.0134881j 0.00183764+0.00130733j 2.52534e-05-0.00725072j -0.00662314+0.0023972j 0.0133754-0.00462828j 0.0141076+0.010936j 0.012939+0.0143469j 0.0037923-0.0043363j -0.00554208-0.00133762j 0.00152484+0.00905676j 0.00252122+0.00412126j 0.00202922+0.00600488j -0.00189739+0.0140465j -0.000959852-0.0108575j -0.00138698+0.00246907j -0.00305769+0.00151732j -0.00509798-0.00305133j -0.00795053-0.00957682j 0.00113406+0.0106254j 0.000856694+0.0124357j 0.00711069+0.008718j -0.000416041-0.00388272j -0.00216906+0.00626258j -0.00156877+0.00880296j 0.00256966-0.00234693j 0.00216788+0.00615943j -0.00066357-0.0068556j -2.2029e-05+0.00704345j -0.00134045+0.000780452j 0.00114649-0.00183755j 0.00446486+0.0012533j 0.00134519+0.00494574j -0.00212397-0.000226613j 0.000498504+0.000141178j 
-0.00448971-0.00106481j 0.00169613+0.00268813j 0.00349394-0.00523074j 0.00395742+0.000428258j -0.00712555-0.0132528j 0.00493629-0.00165897j 0.000115713-0.000906914j -0.00177502-0.00324167j 0.00665479-0.00052329j 0.00264967-0.00231241j -0.00235559-0.00359905j -0.00384344-0.00650354j -0.00915276-0.00100942j -0.00782038-0.000738893j -0.0112328+0.00253422j 0.00611213-0.00210958j 0.000581096-0.00485132j -0.00759703-0.00971411j -0.00249704+0.00459042j -0.00115669+0.00674815j -0.00319784-0.00397463j -0.0133692+0.00189087j -0.00729977+0.0041072j 0.00489519+0.00647011j 0.00246378-0.0113596j -0.00425042-0.00049169j -0.00283178-0.00770095j -0.00307287-0.00279254j 0.00115404-0.0102642j 0.00588644+0.00676586j 0.00536753-0.00129792j -0.00143899+0.00908232j 0.00630385+0.00404263j 0.0112971-0.0163856j -0.00314521-0.00412243j 0.00623796-0.0173207j -0.00192672-0.00229628j 0.00494469+0.00500807j -0.00419746-0.00276916j 0.00592824+0.00254741j 0.000901485-0.000576863j 0.00453931+0.00573138j 0.00113196+0.00648808j 0.0104176+0.000850947j 0.00478682+0.00130442j -6.26109e-05-0.00207166j 0.00105045+0.00139932j 0.00190922-0.00824761j -0.00394231-0.00521348j 0.00139593+0.00127127j -0.00880301-0.0092289j -0.00700173-0.00803907j -0.00633123+0.0116453j 0.00196478+0.000819159j -0.000896428+0.00137651j -0.00145739+0.00724659j 8.49101e-05+0.0046992j -0.0101449-0.00261434j -0.0147963-0.000362441j 0.00799804-0.00397932j 0.00222439+0.00760299j 0.0051839-0.00111131j -0.00476227+0.00158223j -0.00446634-0.00824793j -0.00618768-0.00536653j 0.00459195-0.000952265j 0.0067582+0.000793113j 0.00693181-0.00599887j -0.0032839+0.000993025j 0.000351418+0.00420447j 0.00137792-0.00141184j 0.00216176+0.00117259j 
-0.000935887-0.00289801j -0.00828423+0.00124343j -0.00401078+0.00630167j -0.0173417+0.00433294j -0.024974+0.0113667j 0.0149176-0.0099573j -0.00352744+0.021998j -0.00193977+0.00853879j 0.00297066+0.00796121j -0.00214883-0.0085517j -0.0108771+0.00904305j -0.0104638+0.00483151j 0.00483622-0.0146519j -0.00340157+0.0151488j 0.0100472-0.00621027j 0.00536105+0.00156634j 0.0101055-0.00143114j 0.0051862-0.0101706j -0.0113772-0.000816599j -0.016302-0.00571086j 0.0113556+0.00837378j -0.00238912-0.00626388j 0.00456303+0.0124964j -0.000656768+0.00666936j -0.00604244+0.00501723j -0.0146431-0.0120893j 0.010879+0.0127104j -0.0161857+0.0125032j 0.0027122+0.0124685j 0.00237069-0.0047321j -0.0049823-0.000253173j -0.00175068+0.00711551j 0.0150412+0.000992515j -0.0101555+0.0103031j -0.00763616-0.00741219j 0.00350747-0.00619209j -0.0115132-0.00885076j 0.026202-0.00552895j 0.00152111-0.00349849j -0.00509421+0.00588453j 0.00692877-0.00160157j 0.0127607+0.000717533j -0.00639201-0.0129345j 0.0157018-0.0146723j 0.0107146+0.0112992j 0.00696912+0.00141758j -0.0174057+0.0121699j 0.00826934-0.00788184j -0.0125486+0.00529169j 0.0146223-0.00441586j -0.0148228+0.00695389j 0.00404898-0.00096639j 0.00700156+0.00377325j 0.00541604+0.00811661j -0.0121466-0.0105715j 0.0107431-0.00931949j -0.014768+0.00692816j -0.0121449-0.00247184j 0.00726033-0.0102894j -0.00521741-0.00407825j 0.0124709+0.0122802j 0.011816+0.00990283j -0.000305704-0.0207292j 0.00553495+0.00606271j 0.018508-0.00618686j -0.00868229+0.0152598j 0.0193421+0.00587379j -0.0169409+0.000265965j 0.00188632-0.00459424j 0.00498637-0.010152j 0.00348363+0.00782871j -0.00673444-0.00451704j 
-0.00174561+0.000612338j -0.00350878-0.00373245j 0.0119366+0.0017476j 0.00172614-0.00362757j 0.00591407+0.0098067j -0.0129355-0.000956137j -0.0037535+0.00285201j 0.0213354-0.00139317j 0.00138862-0.00706882j -0.00343574+0.00802171j -0.00104585+0.00829637j 0.00430125+0.00322453j 0.0113317+0.00131481j 0.00173754-0.0081062j 0.00425669-0.00182397j -0.00777469+0.0101475j 0.00675169+0.0107482j -0.00722624+0.0036918j 0.00821791-0.0092012j 0.018293-0.00843548j -0.0087643-0.00364343j 0.0034488-0.0122097j 0.00400526-0.0128587j -0.000789327-0.00749943j 0.00859861+0.00497939j 0.015661-0.00138541j 0.00314804-0.011959j 0.00904715-0.00939244j 0.007883-0.00997705j 0.00127733+0.0079288j 0.00135306+0.00117784j -0.000343835-0.00156206j -0.00575112-0.00804154j 0.00556198-0.0111534j 0.00734317+0.0114737j -0.0014151+0.00105953j 0.00223886+0.0034911j -0.0153035+0.00913642j -0.00178495-0.00954633j 0.00220956-0.0118938j 0.00865822-0.00943224j 0.00289585-0.0186307j 0.0147514-0.00581187j -0.000373254-0.000815987j 0.00566856+0.0136056j -0.00439159-0.00210733j -0.00491339+0.00810548j 0.000852339+0.00328653j -0.00912504+0.00294556j -0.00330016-0.00290292j 0.00827975-0.000310106j -0.00986862-0.0125386j 0.0041781-0.00579773j 0.00518231+0.00128312j 0.018914-0.00280279j -0.00248969+0.00225116j 0.0053383-0.0124365j -0.0109189-0.000667552j 0.00603269+0.00355333j -0.00104427-0.00828966j -8.2299e-05-0.000802093j -0.0136951-0.00268634j 0.00509336+0.00213453j 0.00932801-0.00104273j 0.000594301-0.00313342j -0.00163243-0.00270425j -0.00966665-0.000305416j -0.00522346-0.011781j 0.000191591-0.00229699j 0.000550492+0.0108039j 0.00110435+0.00170204j -0.000328442+0.00666071j 
0.00352905+0.00211636j 0.000582879+0.00190985j -0.00728692+0.011173j -0.00503973+0.00623464j -0.00436513+0.00780435j -0.00722232-0.000391907j -0.00365146+0.00458758j -0.00492199+0.00887729j 0.00048519+0.00819405j 0.000320885+0.0122132j 0.00655248+0.00371319j 5.01332e-05+0.00595142j 0.0122621+0.00879285j 0.0182388+0.00827978j 0.000291319-0.00165074j 0.00536149+0.00013563j -2.85837e-05-0.00670832j 0.0038912-0.000594337j -0.00325903+0.00130097j -0.0113606+0.00282592j 0.00749719-0.00808947j 0.00588657+0.00399771j 0.00306523+0.00555566j 0.0193105+0.00947882j -0.00349424+0.00560815j 0.00603572+0.00287288j -0.00542314+0.000635685j -0.0106002-0.000740014j 0.00110558-0.000869291j 0.00537518-0.00403903j 0.00589277+0.00809381j -0.00752257+0.00419554j -0.00941011+0.00135933j -0.000543064+0.00415731j -0.00225747-0.00378669j 0.00998735+0.00179009j 0.00423907-0.0136923j 0.00375183-0.00341195j -0.0031271+0.00354304j -0.00276411+0.0013105j 0.0051505+0.00138275j -0.00191054+0.00205529j 0.00257723+0.00126085j 0.00599483-0.000354967j 0.0070371+0.00451868j 0.00270829-0.000731704j 0.00110273+0.000949261j -0.00248189-0.01353j 0.00170221+0.00270771j -0.000927323+0.00273649j 0.00157912+0.00832609j -0.00228313-0.00251832j 0.0067507-0.000208267j 0.00761065-0.00369467j 0.00405209+0.000253661j 0.00138122+0.00450726j -0.00729133-0.00130655j -0.00332315-0.00103585j 0.00658373-0.00580373j 0.00530666-0.00156318j -1.53538e-05+0.00490548j -0.0132464+0.00195899j 0.000359361-0.00447719j 0.00181805+0.000127961j 0.00992662-0.000451768j -0.00117497-0.000610908j 0.00226267-0.000377343j -0.00685745+0.00766229j 0.00641658-0.00236574j -0.00017259-0.00612118j -0.00112231+0.00310402j -0.00353831+0.00102189j 
0.00162527-0.00820849j 0.000851066-0.00165493j 0.00386946+0.01638j -0.0073608-0.00332569j -0.0019542+0.0192282j -0.00574664+0.00555545j 0.0124249+0.0044513j -0.00521482+0.00118467j -0.0140084-0.00552876j 0.00478505-0.00937367j 0.0101207-0.00108219j 0.00202528+0.00388137j 0.00473507-0.00867309j -0.014769-0.0065272j 0.00180154-0.00278494j 0.00165275+0.00261543j 0.0164204+0.00174332j -0.00610428+0.0032656j -0.00269414-0.0115802j 0.00363387-0.00518795j 0.000577236+0.00937716j -0.0116116-0.00521731j 0.00661343-0.00603441j -0.0027871-0.000438392j -0.00301012+0.00866112j 0.00911073+0.00696338j 0.00649293+0.0107315j -0.00150505-0.00477384j -0.0108624-0.00147908j -0.00446817+0.00608555j -0.0087026-0.0061429j 0.00507163+0.00717803j -5.81575e-05+0.00821699j -0.00879505-0.00404832j -0.00257448+0.00229727j 0.00122381+0.006898j -0.00245339-0.00461706j 0.00221563-0.00402148j 0.00942431-0.0012521j -0.00451879-0.0097518j 0.0109187-0.000947035j 0.00212362+0.0145631j 0.00258679-0.00206713j 0.000430866-0.00722603j 0.00517653-0.00370378j 0.000655141+1.82025e-05j 0.000608027-0.00948379j 0.000214937-0.00552654j -0.0158131+0.00627269j 0.00845296+0.00361883j 0.00695854+0.00967865j -0.0116001+0.0142469j 0.0097656-0.00124126j 0.0178402+0.00406139j 0.0110558+0.0109328j 0.0021078-0.00354905j -0.00692647+0.00205971j -0.00457518-0.000331586j 0.015369-0.00792354j 3.80171e-05+0.00615328j 0.00225985-0.00221437j -0.0107026-0.000362104j -0.00723188-0.0119972j 0.0049546+0.0120533j 0.0155988+0.000609074j -0.00694951+0.00621628j 0.00534007+0.00324422j -0.019414+0.00810049j 0.00278572-0.0059842j 5.08812e-05-0.00825453j 0.00149836+0.00383967j -0.00261261+9.01851e-05j 
0.00127415+0.000117106j 0.00416677+0.00328507j -0.000686627+0.00688894j 0.00844956+0.00606364j -0.00402163-0.00366553j 0.00179135-0.00254203j -0.0142073-0.00233485j 0.00799431+0.00681257j 0.00158382-0.00556498j 0.0103101+0.0113681j 0.00985162+0.00105258j 0.00193225+0.000335587j 0.00220937+0.0105311j 0.0037934-0.00278921j -0.00316265-0.00295468j -0.000698539+0.00869487j 0.000937001+0.00049046j 0.00416611+0.00450027j -0.00561005-0.00979367j -0.00570456-0.0111558j 0.00513282-0.00414808j 0.000687317+0.00638531j 0.000502383+0.000921557j 0.00872107+0.000767621j -0.00429641+0.00657099j 0.00304746+0.00849806j -0.00210544+0.00332052j -0.0066845-0.00765739j 0.00130741-0.00224306j 0.00319172-0.00477793j 0.00807156+0.00424722j 0.00201585-0.00129283j -0.00036871-0.00842957j 0.00256696-0.0056253j 0.00653925-0.0046558j 0.00878273+0.00117923j -0.000809528-0.00214587j 0.00170578+0.00464364j -0.00151965-0.000607382j -0.00544401+0.00330543j -0.000457738+0.000167491j 0.00185378+0.0145056j 0.0010617-0.00016247j -0.0123306+0.0141646j 0.00636499-0.00424749j 0.00471461+0.00114324j -0.00796294-0.00107231j 0.00528245-0.00808233j 0.00206781+0.00326892j -0.00651569-0.00193539j 0.0012157-0.00312888j 0.00599212-0.0148264j -0.00365153-0.00716833j 0.00206163+0.00178299j -0.00591482-0.000721489j 0.000490656-0.000964863j -0.00410372-0.00661459j 0.00360951-0.00208524j 0.00113166-0.00577594j -0.00164968+8.1941e-06j -0.000564065-0.00389958j 0.00524885-0.00282894j -0.000735279+0.000700586j 0.00753577+0.00262456j 0.00468527+0.00383005j 0.00317292-0.00465158j 0.0087335+0.000202837j 0.0037084-0.00170185j 0.000560172+0.00485358j -0.00191575+0.00630749j -0.00246455+0.000593778j -0.00040333+0.00463107j 
0.00196488+0.000801753j 0.00547313+0.00179578j -0.00211615-0.00425689j 0.00682924+0.00503517j 0.00862845-0.00178968j 0.000385113+0.00880171j 0.0062895+7.11607e-05j 0.00182606-0.0081606j -0.00389795-0.00686759j 0.00919483+0.00781495j 0.00684922-0.00365397j 0.0120369-0.0168756j 0.0098392-0.00137198j -0.00407531-0.00401061j 0.00107459+0.00556295j -0.000428372+0.0055159j -0.000360136-0.00580166j -0.00860224+0.00497993j 0.00496105-0.00207382j -0.00426557-0.0110783j -0.000389952-0.0123435j -0.00212916-0.00246409j 0.0071868-0.00391756j 0.0122762+0.00534091j 0.00179441-0.0010415j 0.0060749+0.0137034j -0.0041139+0.00339784j 0.00853545+0.00356876j 0.00186475-0.00680608j 0.000704084-0.00842996j 0.0142228+0.0100747j 0.00462843-0.00379506j 0.00462202+0.00220523j 0.00406803+0.000386108j -0.000661126+0.00913201j -0.00124736+0.00464688j -0.0068777-0.000335046j -0.00728647+0.00581963j -0.00192845-0.00400853j 0.00424652-0.00744508j -0.00195217+0.000345237j 0.00951899-0.00403653j -0.00140269-0.00257294j 0.000882271-0.000589053j -0.000602448-0.00457246j 0.0121173+0.00521445j -0.00650777+0.00130482j 0.00965761+0.0046606j -0.0078243+0.00438754j 0.00621283-0.000155326j -0.0116936+0.00419278j 0.00251288-0.000249083j 0.0044029-0.00520925j -0.0128716+0.00529966j 0.00067444+0.01179j 0.00131232+0.00425272j -0.00704579+0.00419085j 0.00224298+0.00966529j 0.0012882+0.00257536j -3.88295e-05-0.000523174j 0.00594656-0.0129382j 0.000813049-0.00252566j 0.00420148+0.0104661j 0.00122159-0.00641397j -0.00363042+0.000825256j 0.00419879-0.00975488j -0.000222688+0.00100571j 0.000964852-0.00653555j -0.000285205+0.00409674j 0.000706155+0.00442126j -0.000859318-0.00251625j -0.00164775+0.000594445j 
0.00997843-0.00163417j -0.00585368+0.0017724j -0.00505656-0.0015611j 0.00652674+0.00994665j 0.00809434+0.00408559j 0.00382276+0.00536391j 0.00830206+0.0235123j 0.0166335-0.00722157j 0.000844951+0.00340578j -0.00774532+0.0106912j -0.00412705+0.00948582j -0.00515864-0.00493255j -0.0126169-0.00920312j 0.000748844+0.020982j 0.020636-0.00269134j -0.00296551-0.00283374j -0.00225101-0.0171447j -0.00259278-0.0129511j 0.0144793+0.00754373j 0.0081892-0.0148385j -0.00716119-0.000714365j -0.0164382-0.013223j 0.000445204+0.00578733j -0.0106955-0.00716299j -0.00941126+0.00906046j -0.000509565-0.0167702j 0.00308479-0.000742069j -0.0221263-0.00726483j 0.0177424-0.00652409j 0.01142-0.0101907j 0.00540439+0.00759877j 0.0139008+0.0097588j 0.0167908+0.00210707j 0.0123693+0.00543025j -0.00478925-0.00223342j -0.00244404-7.44723e-05j 0.00363578+0.00413422j -0.0182476+0.000615119j -0.00305879-0.011614j -0.00287872-0.00321381j -0.00468625-0.000214255j 0.01254-0.00578634j -0.00302561-0.00355459j 0.0243524+0.00455311j -0.00653046-0.000620597j 0.00385866+0.0118957j -0.00639816-0.00490481j 0.0134611+0.0298306j -0.0112874+0.0113297j 0.00572126-0.0137733j -0.000730628+0.0128134j -0.018869+0.00852472j -0.0109436-0.0122555j -0.00477464+0.0074267j -0.00251469+0.0105652j -0.010004-0.00492388j -0.00346564-0.00328358j -0.0139651-0.00387245j 0.00537524-0.00282828j -0.00276323+0.00136951j -0.00700509-0.0022701j 0.00239463+0.00712933j -0.00182358+0.00519731j 0.000941809-0.00732389j -0.00829844-0.00240313j -0.00770434-0.00466061j 0.00803601+0.00351435j -0.00137891-0.00169752j -0.00534759+0.00192603j 0.00394295-0.00145381j -0.000101257+0.00305853j -0.00268498-0.00362754j 
-0.00233167-0.00136949j -0.00280253-0.00220992j 0.00219381+0.00162308j -0.0136724-0.00368658j -0.00099205+0.00312634j -0.00948058+0.00597053j 0.00503367-0.00484779j -0.00950493+0.000676251j -0.00383598+0.0029567j -0.00534374-0.00534108j 1.97221e-05-0.00604767j 0.00760755+0.000435938j 0.00592853+0.00331471j 0.00743474+0.00210559j -0.00914641+0.00365984j -2.05236e-05-0.0090445j 0.0132557-0.00367471j -0.00122325+0.00364869j -0.00276142+0.0035489j -0.00109878+0.00451521j -0.00148866+0.0112133j -0.00232935+0.00148228j 0.000664072-0.00592121j 0.0107106+0.00612154j 0.0143618+0.0123566j 0.00430408-0.00177369j -0.00958085-0.0166552j -0.00204346+0.00537853j -0.00685431+0.00373791j 0.00254808+0.00310016j -0.00508828-0.00854503j -0.00464967-0.00932508j -0.00154481-0.012334j -0.000600765-0.0128169j -0.00757433+0.00335873j 0.00867474-0.000220768j -0.00600901-0.00130148j 0.0140185-0.00814923j 0.00674822+0.00446174j -0.00362009-0.00221526j 0.00700688-0.00360064j 0.0125586+0.0063993j -0.00178267-0.0015379j -0.00463924+0.00398408j 0.00946356+0.00670346j 0.000448467-0.000360176j -0.000731022-0.0039554j -0.00293228-0.00618573j -0.00943578-0.00660296j 9.73329e-05+0.0108323j -0.00142718-0.000578118j -0.00158388-0.00251966j 0.00185352+0.00197817j 0.00576425-0.00249229j 0.00502423+0.00205586j 0.000205343-0.0032949j -0.00796669+0.00705977j 0.00164196+0.00530124j 0.00442334+0.00203127j -0.00287446-0.00132533j 0.00354188-0.00604546j -0.0123724-0.0080519j 0.00123141-0.00842111j 0.0062925+0.00779227j 0.010814-0.00480073j -0.000186369+0.00758114j -0.00599938-0.0009625j -0.00974012+0.000549824j 0.00338779-0.00534119j 9.71209e-05-0.000221225j 0.00251873-0.00013583j 0.000742091+0.00134642j 
0.00964099-0.0064314j -0.00583755+0.00333042j -0.012674+0.00311537j -0.00316276+0.00653076j -0.0101997+0.00874277j 0.000479418+0.00530591j 0.00252236+0.019009j 0.00653119+0.000956861j 0.00253606+0.00341146j -0.00577057+0.00082222j -0.00757637+0.00850722j 0.00057422+0.000470032j -0.00862509-0.00999567j 0.00140646+0.0151172j 0.00377306-0.00212749j -0.00325239+0.00176842j 0.00407822-0.00472675j 0.00208254-0.00397054j -0.00551944+0.00596769j -0.00268843-0.00265903j 0.0013156+0.00355816j -0.0032667-0.00835192j 0.000495469+0.003521j -0.00212653-0.00466467j -0.00196499-0.0106647j -0.00588022-0.00708534j 0.00224655+0.00192188j -0.0120664-0.000385906j -0.00441455-0.00544513j 0.00365973-0.00622919j -0.0185653-0.00508077j 0.00697393+0.0163435j 0.00193604+0.0183987j -0.000442+0.000352932j -0.00249573-0.00454258j 0.00354193-0.00748587j 0.00701838-0.00296463j -0.000501145-0.0036413j 0.00732707+0.00101434j -0.0144194+0.00673416j -0.000464644-0.00679518j 0.00857441-0.00503218j -0.0118279-0.00466665j 0.0102135-0.00200513j 0.00095045+0.0191423j 0.0109193-0.00378779j -0.0119765+0.013686j 0.0164391+0.00848636j -0.0126723+0.0104705j 0.00513333-0.0127631j -0.00363868+0.0100759j -0.012591-0.00105829j -0.004632-0.00561008j 0.0019662+0.00358963j -0.0063514+0.00895266j -0.00428564-0.00326571j -0.0084712+0.000970877j 0.00265082-0.00280545j 0.00961366-0.00766423j 0.00265875-0.009679j 0.00359043+0.000661243j 0.00402068-0.00039433j 0.00444283-0.0109023j 0.00251408-0.00035432j 0.00672616-0.00501337j -0.00411591+0.00472919j 0.0109502+0.00541935j -0.0128632+0.00391038j 0.00384884-0.00253912j 0.00384301-0.00362544j 0.00142541+0.00342107j -0.00328167-0.00216564j 
0.00309894+0.00322123j 0.00083797-0.00487179j 0.0107766-0.0181861j 0.00146737-0.00761948j 0.0214926-0.00260671j 0.010703-0.00834448j -0.00088287-0.00527758j 0.00549769-0.00336476j 0.000131753-0.00640525j 0.00473265+0.00696285j 0.000243969-0.00661351j 0.00949532-0.018715j -0.019187+0.00750923j -0.000409954+0.0153605j -0.00222245+0.00153159j -0.00232368+0.00020597j -0.00606059-0.00975432j 0.000375539-0.00595615j 0.00281499+0.00732793j 0.00367984-0.000135074j -0.00812793-0.0037466j -0.00789099-0.00220763j -0.00158669-0.0061981j 0.00164751-0.00224332j -0.0130102+0.00324879j 0.0108404+0.00500143j -0.00707292+0.014309j -0.00330422-0.00134717j -0.00607388-0.0123111j 0.00375271-0.00135622j 0.0109906-0.00239035j 0.00633062+0.00710993j 0.00866065+0.00519605j 0.00069499+0.00411856j 0.00725342+0.00457285j -0.00866311-0.005636j -4.49168e-05-0.00122379j -0.0181242+0.00755973j 0.00135507-0.00105317j 0.00123614+0.000751417j -0.0109965+0.00776803j -0.00649351-0.00693151j -0.00553213+0.000788155j -0.0136959-0.000420951j -0.0195168-0.0101101j 0.00194271+0.00490925j 0.00446422-0.000331004j 0.0147566+0.0174286j -0.00387218+0.00984099j -0.0079807-0.0130995j -0.0115831-0.00500805j -0.0118899+0.0081257j -0.0103651-0.00433413j -0.00606542+0.0102432j -0.00479508+0.0154282j -0.00536518+0.00819893j -0.00400639+0.00104024j -9.1691e-05-0.00428485j -0.00298061+0.000485468j 0.000844615+0.0118503j -0.000412129-0.0151958j 0.0074732+0.00329479j -0.00361004+0.0139147j -0.00298599-0.01389j -0.0158288+0.0013372j -0.00114732-0.0086453j 0.00589109+0.000427928j 0.00934396+0.00442502j -0.00645351+0.00507582j 0.00176278+0.0004413j -0.00142894+0.00129318j 0.0005127-0.00238608j 
0.00103361+0.00789967j 0.00234462-0.00317569j -3.2021e-05+0.00120142j -0.00418536-0.00201223j 0.0227684+0.00451456j -0.00500756-0.00698033j 0.00640467-0.00198725j -0.00684921+0.000425054j -0.00138242+0.00761903j -0.00867193+0.00535467j 0.0149376-0.00202613j 0.00212795+0.0104851j -0.00503094+0.0112118j 0.0173715+0.00758966j -0.000406881-0.00450477j 0.00835296-0.00599522j -0.00970491+0.000227061j 0.00359653+0.00187001j 0.00205366-0.00045021j 0.00468319-0.00159455j -0.00687131-0.00322346j 0.00387216+0.0123787j -0.0014771-0.00112468j 0.00378547-0.00493237j 0.00389669-0.000519891j 0.00347489+0.00278561j -0.00625328-0.0024552j -0.00475388+0.00280237j -0.0027141-0.00882924j 0.000489747+0.00257176j 0.00530327-0.000713684j -0.00243839+0.00120948j -0.00622922+0.00415819j -0.00338035+0.00500231j -0.000702912-0.00480199j -0.00100737+0.00296988j -0.00601774-0.000967418j -0.00119961+0.00167019j -0.00636027+0.0114954j 0.00192674+0.0027849j 0.00277908+0.00203615j -0.006421+0.0110538j -0.00320235+0.00292463j -0.00433966-0.00421119j -0.00844011-0.0154774j 0.00342139+0.00747539j 0.0122745-0.0177037j -0.0115797+0.00636584j 0.000749477-0.00304123j -0.0210823+0.00901986j 0.00347993+0.00281638j -0.00487304+0.00863598j 0.00755886-0.00396356j -0.00163823+0.00248885j 0.0107987-0.00412497j -0.00542928-0.00534473j 0.00126869+0.00318996j 0.001061+7.632e-05j -0.00272561+0.00708761j 0.00206173+0.00862142j -0.000470283-0.00842725j -0.0190065+0.00183598j -0.005246-0.00215267j 0.00553995-2.81394e-05j 0.00193084+0.00229896j -0.00602587-0.00150294j -0.0118912-0.00467752j 0.00342409+0.00522048j 0.00214977+0.00101133j 0.00336615-0.00791603j -0.00408121-0.00149227j 0.000749855-0.00286547j 
