-0.00705191+0.000354331j -0.00363889-0.0100992j -0.00184624-0.00468647j 0.0119446+0.00340764j 0.019608-0.00917169j 0.000669225-0.015183j 0.0103073+0.00214237j -0.0177255-0.000625126j -0.00865674+0.00456732j 0.00265217+0.013794j -0.00163368+0.00207214j -0.0100531-0.0126326j 0.015572+0.0160787j -0.00636073-0.00747819j 0.00238436-0.00177208j 0.00729237+0.00336346j 0.00655648-0.0119773j -0.0105656+0.00437529j 0.00977659-0.0098556j -0.0186969+0.00540565j 0.012229+0.000232858j 0.00299936+0.00159366j -0.00954361+0.0107833j -0.00525204-0.000846877j -0.00211097+0.00692506j -0.0085677-0.0175414j -0.0167148-0.00994149j -0.0079798-0.00556282j 0.0146987-0.00694896j -0.0117718+2.39371e-05j -0.00511536+0.0223997j 0.00524661-0.00325248j 0.00159396-0.0136649j -0.0144691-0.00158486j -0.00406367+0.00020325j -0.0154428-0.0113247j -0.0207486-0.00356277j 0.00306918-0.00964573j -0.00231216-0.011723j -0.00805296+0.00730242j 0.000928493-0.0228254j 0.0067732+0.00825321j -0.00759344-0.0157827j 0.00063612-0.00322622j -0.00366502-0.00132847j 0.00833522+0.0105792j 0.00146328+0.00323111j -0.00988978+0.00540195j -0.0213487+0.00642419j 0.0110676-0.0213221j -0.0212154+0.0202225j -0.0261578-0.044344j 0.0123335-0.00238775j 0.00778735+0.0315258j -0.00646508-0.00321027j -0.00152501+0.00126823j 
-0.000221122+0.00659467j -0.00307917-0.00357211j -0.000224684-0.0212246j 0.00157698+0.0101645j 0.00694283+0.0198189j 0.000402692+0.0109374j 0.0104773+0.0112431j 0.00243431-0.006598j 0.00484064-0.00250514j 0.0273448-0.00347242j 0.000827878-0.0127397j 0.00177542+0.00421102j 0.00569765-0.011448j 0.0123387-0.00673785j 0.0203497+0.0186482j -0.00531336-0.000840778j 0.00162452-0.0228604j 0.0182256-0.0100682j -0.000672972+0.0126059j 0.0168601+0.0353611j 0.00641039+0.0175916j -0.00179916+0.00592762j 0.00827501+0.00320332j -0.0144537+0.00904961j -0.00672486+0.014177j -0.00502139-0.0158048j -0.00592517+0.00242714j 0.00699429+0.000188904j -0.00372838-0.00801548j 0.000171909+0.00161231j 0.00172301+0.00643835j 0.00640074+0.00171445j -0.0133549+0.0182657j 0.00907011-0.0174395j 0.00551558+0.015476j 0.0321443-0.00771957j 0.0263247-0.00892377j 0.00716576-0.0223593j 0.00154262-0.0324363j -0.00712136-0.0063813j 0.00888805+0.00493303j -0.00183755+0.000351158j 0.0115549+0.00895186j -0.0227807+0.000210423j -0.00438592-0.0281927j -0.0274053+0.00953292j 0.0130602-0.0132393j -0.0043638+0.0118972j -0.00660465+0.00316576j -0.00758622+0.000484284j -0.00649186-0.00884894j 0.0039618+0.010328j 0.0159482+0.0074897j 0.000214585-0.0116395j -0.00233076-0.00169094j 0.00431894-0.00469461j 
0.000206079+0.0100434j -0.00196131+0.00303595j 0.00912417-0.0226872j -0.00372432-0.00614842j -0.0376566+0.0201377j -0.00912276+0.0238838j 0.00202905+0.0128693j 0.000772723+0.0149666j 0.00678438-0.00420875j -0.00429678+0.00179078j -0.0128951+0.0235655j -0.0106479-0.0173303j 0.0228356-8.97777e-05j 0.0114493-0.0113021j -0.00414918+0.0203556j 0.0277252-0.0039224j -0.028272+0.00497704j 0.00152774+0.0117712j -0.000958189-0.00959815j -0.000868924-0.0253909j -0.00699835-0.0164535j -0.00669841+0.0225608j 0.0130519+0.00904558j 0.00174085-0.0214471j -0.0050814+0.0260406j -0.0113657+0.0165952j 0.0245714-0.0159114j 0.00970037+0.00351681j -0.00658553+0.00345022j 0.00207114-0.0253339j 0.0329072-0.0203878j 0.00568109-0.00667642j 0.0044092+0.00083533j -0.000980872+0.0100764j -0.0192212-0.0113694j 0.00569686+0.0135894j -0.0302733+0.0184894j 0.000308252+0.00423452j -0.0165692-0.00906228j 0.0139418+0.0118294j -0.00262743-0.0248897j 6.53729e-05-0.0103554j -0.00020045-0.00258443j -0.0124386+0.0136677j -0.00537376+0.0148568j -0.0104577-0.0053994j -0.012183+0.00111507j 0.0104168+0.000108924j 0.0352643-0.0102873j 0.0134183-0.00502816j 0.00828975+0.000528213j 0.0101281-0.00865621j -0.0168117+0.00716562j 0.00917446+0.00734597j 0.0038105-0.00539468j -0.00344708+0.00605824j 
0.00130613+0.00381105j -0.000105906-0.000229006j -0.000776772-0.0060938j 0.00300469-0.00153107j -0.0121608+0.0149156j 0.00408637+0.00596337j 0.00473085+0.00913446j 0.00157712+0.00828155j 0.00131397-0.00361854j -0.0120791+0.00115317j -0.00277879-0.00178962j 0.00352831-0.013653j -0.00327489-0.00116411j 0.00373452-0.0101666j 0.00351644+0.00374167j -0.00524068-0.00447608j -0.00250878+0.0172059j 0.0018724+0.00133905j -0.00548994-0.0108276j 0.0146733-0.00958485j 0.00545925+0.000118981j 0.0046761+0.000939742j -0.00214645+0.022193j 0.00845602-0.0083738j -0.000519902+0.0117978j -0.0176442+0.00720239j 0.0117482+0.0136786j -0.00753073-0.00195047j -0.00797703-0.0149715j 0.00489818-0.0111307j 0.01642-0.00135996j -0.0160722-0.0160867j 0.00213614-0.00943449j 0.00286338+0.0108065j 0.00517303-0.00155566j 0.00305116-0.00205404j -0.000503165+0.00524475j 0.000160024+0.00319199j -0.0143283-0.0187322j 0.0213487+0.00718284j 0.00295696-0.00993185j 0.00596491-0.00875305j 0.000816166+0.0077475j -0.00320658+0.0127135j 0.00033621+0.0186856j -0.00415113+0.00289454j -0.00404315+0.0180889j 0.00136725-0.00721633j 0.0187554+0.0012224j -0.000173511+0.005118j -0.00857786-0.00670723j 0.0107362-0.0132908j -0.0150843+0.00562933j -0.000346976+0.00351513j 0.00338926-0.00842769j 0.0022128-0.000789492j 
0.00185205+0.00511628j -0.00226684+0.00344067j -0.000275851-0.00941722j -0.00710863+0.00302398j -0.0255864-0.00379391j -0.00671175+0.00486837j 0.0103115+0.00691478j -0.0027527+0.018911j 0.00952854+0.024372j 0.0165609-0.0126102j 2.56849e-06+0.016924j 0.0119296-0.00959865j 0.00557638-0.00106926j 0.000507333-0.0239541j 0.0100987+0.00683119j 0.00524853+0.00704769j 0.0121894-0.0011802j -0.0140255+0.0349499j 0.00659636-0.0300536j 0.00363151-0.00571222j 0.0133445+0.00341736j -0.00631625-0.00298842j -0.00131654+0.00133696j -0.0130095+0.0122363j 0.00632933+0.00765012j 0.0109409+0.0168292j 0.00763753+0.00466809j 0.0219168-0.0053457j 0.0015194+0.0124279j -0.000257877-0.00264602j -0.00387366-0.0087413j -0.0117707-0.03811j 0.0198362+0.00220195j 0.00484717+0.0178763j 0.00409125-0.0194084j -0.00362869+0.0149098j -0.0071816+0.00329313j 0.00295554+0.00992959j 0.00155842-0.00648234j -0.00025243-0.00947393j 0.00714981-0.00698619j 0.00601314+0.0115317j -0.00751541-0.00148193j -0.00824166+0.0129635j -0.00935416+0.0105847j 0.00735516+0.0115068j -0.00372945+0.0151346j -0.00287576+0.000734142j 0.00513485+0.00464532j -0.00553453-0.00812228j -0.00157511+0.00254831j -0.00643465-0.000842551j -0.00165239+0.00145536j 0.00284024+0.0125999j 0.00173648-0.00145088j 0.000296256+0.00359977j 
0.00439598+0.00284264j -0.000484997+0.00480395j -0.001884-0.00670956j -0.0140992+0.00116825j -0.0187077+0.00034646j 0.0118732+0.00905972j -0.00380899+0.00166917j 0.0118661+0.00450514j 0.0222064+0.0102488j -0.00340543+0.00136196j -0.00643398+0.0120488j 0.00197398-0.00696603j 0.00133412-0.00462906j -0.000285663+0.00421193j 0.00337441+0.0126129j 0.0025248+0.00992096j -0.00387638+0.002358j 0.00237804+0.00960854j -0.00472114+0.00885544j -0.00168987-0.0142577j -0.00258088-0.000453501j -0.0112364-0.00152702j -0.00278282+0.00692602j 0.00312245+0.0150209j 0.00363405+0.000935133j -0.0155734+0.00393942j 0.0129505+0.00425351j 0.0167396+0.0147507j -0.0153938+0.0123714j -0.00129853-0.00458916j 0.00279495-0.00694502j -0.0106718+0.00063835j -0.00152577+0.0182704j 0.0131102-0.00156315j 0.00418779-0.0175195j 0.0106528-0.0108089j -0.00207525+0.0192319j 0.00518072+0.0119446j 0.0129645+0.00332905j -0.00491697+0.00668459j 0.0178669+0.0122031j -0.014948-0.0230726j 0.00376024+0.00203504j 0.00279315+0.00129717j 0.0110181+0.00233154j -0.002717-0.016851j -0.000407212-0.00293956j 0.00136428-0.0070181j 0.00874943+0.00585923j -0.00895783+0.00611543j 0.00318421-0.0108998j 0.0081343+0.0106179j 0.000687236+0.00410609j 0.00378578-0.00760939j 6.27518e-05-0.00300993j -0.000598924+0.00156252j 
0.00328304-0.00645387j 0.00120377+0.00473697j -0.00752305+0.0149827j -0.015584+4.37367e-05j 0.00385594-0.0291084j 0.00543547-0.00724817j -0.0101321-0.00896923j 0.0122769+0.00225843j 0.00135273+0.0199415j 0.000702017-0.00812985j -0.00402654+0.0180159j -0.00452975+0.0203774j 0.00844415+0.0017075j 0.00214515+0.0104799j 0.0164605-0.000599933j -0.0080199+0.00169623j -0.00695925+0.00731407j -0.00620021+0.00990455j -0.00293628+0.0102176j -0.00836914-0.0133417j 0.0048621-0.00760053j -0.00901884+0.00317003j -0.0121506-0.00604905j 0.01764+0.0184072j 0.00527991-0.0213968j -0.0145282-0.0213915j -0.000341048-0.00059474j 0.00988783-0.0119269j -0.00681274+0.0438247j -0.0095699+0.00189273j 0.000989107+0.00178886j -0.0124069+0.0203552j -0.00609675+0.00943244j -0.00890713-0.0119288j 0.0054147-0.022634j -0.0163941-0.0187664j 0.00107632+0.00737762j 0.00470373+0.00946761j -0.00174538+0.0295645j -0.0114281-0.00814177j 0.0148353+0.0189771j -0.0232981-0.0111511j -0.0214553-0.00377828j 0.00640593-0.0130969j 0.00845419-0.00783978j 0.0138352-0.0181624j -0.00909628-0.0115591j 0.00103566-0.00830843j -0.00953505+0.0181335j -0.019589+0.00955688j -0.00753663-0.00514734j -0.00730349+0.000817359j 0.00704882-0.00583915j 0.00564878-0.000341527j -0.00137398+0.00868437j -0.00202686+0.00187279j 
-0.00324278+0.00483248j -0.00239356-0.000453598j 0.00374196-0.00823012j 0.00244164-0.00396859j -0.0207312+0.000778586j -0.00972903+0.0121967j 0.000246236+0.00595251j -0.000855533+0.00868277j 0.00679323-0.00202773j 0.0086696+0.000341964j 0.00145247+0.0204831j -0.0160192+0.00348867j 0.0182448+0.00233029j 0.00775057-0.00676309j -0.000916003+0.00561599j 0.00418231-0.00381296j -0.007685-0.0207889j 0.0121488+0.0113916j 0.000899522+0.00269983j 0.010099-0.00111056j -0.00206321-0.00462959j 0.00504054+0.0131416j 0.00591116-0.00535237j -0.0074432-0.0104279j 0.00349132-0.00116944j 0.00186599+0.00467946j 0.00962337-0.0108988j -0.00233811-0.00933317j -0.0107568+0.00760801j -5.68537e-05-0.00121977j 0.00646855-0.0100934j 0.0254306-0.00835725j -0.0029783+0.00470584j -0.00302212-0.0142486j -0.00965303+0.00359607j 0.0131851+0.0118583j -0.00386319+0.0140467j -0.00237231+0.00266803j -0.00377942-0.00490443j -0.00993646+0.0110428j 0.0146681-0.00847283j 0.00980113+0.00237208j 0.00242985-0.0118061j -0.0213598+0.00708109j -0.016743-0.00348774j -0.00792787-0.0135116j -0.00870365-0.0176638j -0.0044124+0.00580931j -0.00225217-0.00745921j 0.00488919-0.0151136j 0.00788999+0.00862732j 0.0121105+0.00481342j 0.0031545+0.00544099j 0.00370048+0.0043951j -0.00329917-0.000762832j -0.000655451+0.00309477j 
0.00266743-0.00185869j -0.000605509+0.00442566j 0.00673222+0.0160716j 0.000540155-0.0126822j -0.0111434-0.0280622j -0.0191834-0.00417428j -0.00820939-0.00334083j -0.00985669+0.0155321j 0.00497427+0.009467j -0.00869271+0.0167647j -0.00358345+0.00408824j -0.0130618-0.00579954j -0.00239593-0.00155052j 0.0210596+0.00399286j -0.000821194+8.94471e-05j -0.0114321-0.0121851j 0.000458572+0.019658j 0.0215047+0.0255297j -0.00395256+0.00877269j 0.00701923+0.00300696j 0.00844338-0.00945883j 0.00228595-0.0164791j 0.00548602-0.00590476j 0.00409389+0.0269546j -0.00546917+0.00411902j 0.00274904-0.00309121j 0.00673081+0.0157148j 0.0045665-0.00393506j -0.0142359+0.0139817j -0.0100511+0.00847419j 0.000406439-0.00766098j -0.0155064+0.0142331j 0.00680242+0.0225786j 0.00937888-0.0016205j 0.0184173+0.00168099j -0.00589643+0.007668j 0.0199889+0.0147799j 0.00603365+0.0259058j -0.00651335-0.00328767j -0.0109967+0.0119975j 0.0224464+0.0123562j -0.00833392-7.17834e-05j 0.0154762-0.00728712j -0.00553792-0.00664454j 0.00289951+0.00559945j 0.0080769+0.000976402j -0.00312355-0.0173499j -0.015075+0.000237335j -0.0170122-0.00765429j 0.00216078-0.0140887j -0.0071429-0.00372522j 0.0115033+0.0036448j 0.00990138+0.0104378j 5.10046e-06-0.00311065j -0.00321886+0.000703466j -0.00208527-0.000605006j 
0.00154917-0.00130147j -0.000243577-0.000813674j -0.0065596+0.00996054j -0.00527491+0.00469929j 0.00712123-0.0221538j 0.00226537-0.0105164j -0.00939102-0.00969137j 0.00137192-0.00590323j 0.0105057+0.00175822j 0.00464538-0.00107815j -0.000829364-0.00651787j 0.00242209+0.00548876j -0.00241071+0.00416407j -0.00598715+0.00708198j 0.00905211-0.00516633j -0.00948265+0.017371j 0.00176891-0.0187406j -0.00389245-0.00820767j -0.000697384-0.00461481j -0.010903+0.0178598j -0.00916347+0.00108426j 0.00797613+0.00162935j -0.0126872-0.00704927j 0.00486441+0.0143128j 0.00425631-0.0180948j 0.0115783-0.0187636j -0.000781121-0.00238233j 0.00840716-0.0104371j 0.00039553+0.0244288j -0.00656791+0.00342119j 0.00900894+0.00903876j -0.00501472+0.0192793j 0.00327866+0.0152963j 0.00116048-0.00434062j -0.00128275-0.00571469j -0.0142079-2.44269e-05j -0.0035573+0.00213232j -0.00853488+0.000767689j -0.000489651+0.00159474j -0.00601013+0.00629745j 0.0135468-0.000875793j -0.000308252+0.0158197j -0.000314932+0.00752344j 0.0133425-0.013206j 0.000369856-0.0183798j 0.0151063-0.00328893j 0.00246963-0.00863662j -0.0126142-0.00409925j -0.0246149+0.00142059j -0.00550617-0.00785028j -0.00311837-0.00151j -0.0102101+0.0072843j 0.0144146-0.00426044j -0.00740535-0.00302203j -0.00171355+0.0055369j 0.0037961-0.00336745j 
0.000877076-0.00137345j 0.000743982+0.000959208j 0.00496767+0.00579241j -0.00634443+0.000250927j -0.00483622-0.00538405j -0.00880047-0.0032936j 0.0150455-0.00947184j -0.0074914+0.0105503j -0.011134+0.0131412j 0.0165262-0.0274954j 0.000864771-0.0141707j -0.0107045+0.00227642j -0.00561114-0.00398012j 0.0147895-0.0101242j 0.0108342-0.00970445j 0.0127113-0.000394958j -0.00187474+0.0148299j 0.00131156+0.00504151j -0.00820064+0.0120657j -0.000785393+0.0115874j 0.00697286+0.0044433j -0.0158274-0.010759j -0.0245211-0.0128739j 0.0142814+0.0039608j 0.0186273-0.0132473j -0.00973643+0.0222934j 0.000915189+0.0172434j 0.0170891-0.00983183j 0.0271017+0.0220203j -0.00355644-0.00151122j 0.00146203-0.0139071j -0.0387067-0.0142144j -0.00426196+0.00534339j -0.00878552+0.0133764j 0.0109531+0.028407j 0.00106249+0.0170398j 0.0268908-0.021642j 0.0272635-0.0170064j -0.000297861+0.00872987j -0.00585394-0.0179399j 0.0067436+0.0171418j 0.0120081+0.0185928j -0.00525363+0.00789223j -0.00821819-0.00411489j -0.00550202-0.00915341j -0.00310778+0.00724272j -0.00440942-0.018947j -0.00520896+0.00160543j -0.0120275+0.00258261j -0.00459207+0.00257593j -0.00281525+0.00596333j 0.0053823+0.00513918j 0.00585137+0.0032628j 0.00266565+0.000114788j -0.00146888+0.00109084j 0.000693783-0.00230687j 
0.00102521-0.00440559j -0.00313825-0.00192495j 0.00160261+0.00970756j 0.00463635+0.00639885j 0.0271074-0.00535335j -0.00851542-0.00500999j -0.0051664-0.0127577j -0.0113343-0.0128065j -0.0103247-0.00154549j 0.00877612+0.0117011j 0.00353607+0.00185939j -0.0038705-0.00398842j 0.00320006-0.00346753j -0.00388707-0.00258704j 0.00062654-0.00240647j -0.0107319-0.00537569j -0.0247771-0.00578093j -0.00638602-0.0188149j 0.000474557+0.0190925j -0.0252846+0.00959531j 0.00775204-0.0062797j -0.00403002+0.0102788j 0.000976005+0.00331628j 0.00567135-0.0176081j -0.0211176+0.00708703j 0.0043515-0.0251834j 0.000211244-0.00973413j -0.0122539-0.00493779j 0.0075985+0.00693473j -0.00295966-0.00560023j -0.000508269+0.00417649j 0.0149553+0.0115519j 0.00365815-0.00959698j 0.00380454-0.00627493j 0.011224-0.00556405j -0.00366255-0.00325762j -0.02963-0.0146421j -0.00897956-0.0186411j 0.0063871+0.000981881j 0.00493621-0.01003j -0.0112638+0.0025813j 0.00477839+0.00284727j 0.0100696-0.00449536j 0.0103985+0.0028358j 0.0016038-0.00803337j -0.00632722+0.00584919j -0.0027781-0.00242932j 0.0043092+0.000638055j 0.00179529+0.00354137j 0.00375462+0.00683194j -0.00330032+0.00513061j -0.00437842-0.0225608j 0.00201696+0.00198656j -0.00120498+0.00964417j -0.00076766+0.00736517j -0.00238022-0.00421733j 
0.00102214-0.00395733j -0.000259237+0.00147307j 0.00288978+0.0126148j 0.00320358-6.33565e-05j 0.0218739-0.0083142j -0.0055089-0.00306231j -0.00753103-0.006906j 0.00238147-0.0113525j 0.00268097-0.00260048j 0.00101467+0.00476537j 0.0139643-0.0151304j -0.0075788+0.00305073j -0.0126363-0.0128076j -0.00639951+0.0141769j -0.00422569-0.00363661j -0.031385+0.0131961j -0.00375211+0.00889098j 0.00905849-0.0143501j 0.000321083+0.0259478j -0.0100995+0.00187311j 0.000981925-0.00984471j 0.00453208-0.00888394j 0.0231364-0.00617837j -0.000630757+0.0038343j 0.000863008-0.00321434j -0.00416321-0.00598713j -0.00223786+0.00617375j -0.00426867+0.00519253j -0.0176581+0.00652636j 0.0137798+0.00925713j 0.00571952+0.0110696j 0.0016807+0.00159655j -0.00744763-0.0129364j -0.00816699-0.0078586j 0.0125589+0.0086891j 0.0168777+0.00175948j 0.0019674-0.00831864j -0.0198667+0.000108258j 0.0219842+0.0038087j -0.00534357-0.00838333j -0.00020161+0.0101606j -0.00237872+0.00131092j 0.00656482+0.00749307j 0.0146815-0.0132826j 0.0143253-0.00873003j -0.0145674-0.00335258j 0.000980335-0.0117299j -3.11175e-05-0.00578782j 0.00402821-0.00362291j 0.000958451+0.0238984j -0.00183134+0.00612574j -0.00954782+0.006665j 0.00542423+0.0054913j -0.00471799-0.0136309j -0.00035927-1.51342e-05j 0.00206754-0.00153575j 
0.00124515-0.00311091j -0.0029556+0.000857703j -0.00867493+0.00768847j 0.00440981+0.0032739j 0.0158582-0.00571392j -0.00297606-0.0189259j -0.0163214+0.00101142j 0.00865815-0.00212535j 0.00421224-0.00337019j 0.0105909+0.00602629j 0.0072203-0.0192139j -0.0028249-0.00509071j -0.00904977+0.0115177j -0.00748517+0.00121567j -0.0122665+0.00394625j -0.00333161-0.00207057j 0.014249-9.17036e-05j -0.0244548-0.0225744j -0.00671342-0.00613748j -0.0019464+0.0123113j -0.0138317-0.0141207j 0.0016148-0.0149116j -0.00863908-0.00956548j -0.00117957-0.00631299j -0.00152564-0.0172936j -9.31277e-05+0.00151638j -0.00175521-0.00839811j 0.0220088-0.0160475j 0.00324735+0.00016604j 0.0123086+0.00806444j 0.000541157+0.0137798j 0.0108456-0.00710561j 0.0110852+0.0137954j -0.00921968+0.00143613j -0.00434747-0.0150966j -0.00854191+0.0105659j -0.00992026-0.014382j -0.0124936-0.0167427j -0.00391634-0.0176751j 0.0115819-0.0035605j -0.0156556-0.000800534j -0.0103811+0.0149232j 0.00986665-0.000466303j 0.00329036-0.0213295j -0.00103387-0.0133516j 0.0216855-0.0155677j 0.0299052+0.00467525j 0.00312897-0.00770529j 0.000987227+0.00176354j -0.0091605+0.0128773j -0.007301-0.00148444j -0.0198745+0.00280328j 0.00462389-0.00915581j -0.00608561-0.00760755j -0.00208812+0.00551189j 0.00173834+0.00221021j 
0.00428883-0.000340384j 0.000179498+0.00126191j 0.00332214+0.00620213j -0.00504661-0.000724256j 0.0117254-0.0112696j 0.00359396-0.010153j -0.00401566-0.00386359j -0.00653447-0.00108805j 0.00261467+0.0147998j -0.00563213+0.00609072j -0.0120762-0.0120785j 0.0185263-4.57345e-05j 0.00334251-0.00343483j 0.00165785-0.00589055j 0.00946293-0.00142507j -0.000226948+0.00299345j 0.0101675+0.0119273j -0.00186541-0.00560282j 0.00853746+0.00733984j -0.01278-0.00438797j -0.0123277+0.00419079j -0.00890722-0.0101443j -0.0178999+0.0166145j -0.00738869+0.00503843j -0.00417782+0.0144733j -0.00435324+0.00212154j -0.0292994+0.00896525j 0.00609654+0.0161697j -0.000422404+0.013956j -0.0248306+0.0119519j -0.0343516+0.0093571j -0.00206818+0.0203265j 0.0189872+0.00626621j -0.00898978+0.00823263j -0.00468218-0.0210174j -0.0239799+0.00684241j -0.000552129-0.0236237j 0.000924483-0.00184761j -0.00125749-0.00894193j 0.0032966-9.81862e-05j -0.00891361-0.00697084j -0.00455891+0.00147557j -0.000454378+0.00449646j 0.0246554-0.0062549j 0.00793998+0.0159018j 0.0101318+0.00656396j 0.0255043+0.00156958j -0.00703737-0.0124069j 0.00501382+0.00527904j 0.00849319+0.00523955j -0.00742987-0.00377127j -0.0326108-0.0083934j 0.00258167-0.00624594j -0.00278675-0.00707474j 0.00292596+0.005351j -0.00252159-0.000716729j 
0.00115358-0.00214035j -0.000848112+0.0017521j 0.00578179+0.00388467j -0.00356337-0.00811606j -0.00324517-0.0115716j -0.0170893+0.00127615j -0.00973701-0.00535664j 0.00516076+0.00561135j 0.000956646-0.00129082j 0.00426507+0.00718799j -0.016003-0.00999476j -0.000511705+0.00858566j -0.00648273-0.0165435j 0.00778187+0.0158661j -0.00614357+0.00409062j 4.40338e-05+0.00298298j -0.00703863+0.00954277j 0.00967062-0.00404479j -0.0018428+0.0246733j -0.000164078-0.00101131j -0.0206547-0.0209663j -0.000284549-0.0013479j 0.0064101-0.00646674j -0.00378131+0.00479729j -0.00297791-0.00934877j 0.0142626-0.000905919j 0.00117028-0.00851578j 0.0103442+0.018586j -0.00408536+0.0119881j -0.00340879+0.00194879j -0.00634891-0.00951194j -0.0115002+0.0215056j 0.00244314-0.00215228j -0.00316399-0.00729253j 0.00766964+0.0092628j 0.00744571+0.0137945j 0.0064324+0.00248804j -0.00655952+0.00766559j 0.00808615+0.000381057j -0.00813954-0.00233715j -0.00260456-0.0023346j 0.00706931-0.00142481j 0.0034903+0.00185542j 0.0114399-0.014695j 0.00373184-0.0069556j 0.00357996-0.000412561j 0.00249905-0.0185454j 0.00461686+0.00801096j -0.00212209+0.0016717j 0.00191466+0.0076999j 0.00809965+0.00735569j -0.0158643+0.0139978j 0.00955162-0.00198806j 0.00255829-0.0155553j -0.000660203+0.00329896j -0.00140812+0.00529209j 
0.000139012-0.00385432j -0.000146761+0.005118j 0.00203556+0.0119505j 0.00372978-0.00758687j 0.00350788-0.0149391j -0.00952226-0.00274073j 0.000583467-0.00756982j -0.00906841+0.00369226j -0.00373265+0.00675539j -0.000322013+0.00835761j -0.00636805+0.00464338j 0.00659846-0.00264643j -0.00417391-0.0091543j 0.0065559-0.00452398j 0.000647032-0.011701j -0.0115329-0.0242844j 0.00522299+0.0267581j 0.0137892+0.00497636j -0.0048236+0.0242776j 0.00984672-0.0101069j 0.00181796-0.0117568j -0.00494159-0.0166891j -0.0145026+0.00185019j 0.00238708-0.0123295j 0.00586048+0.0158426j -0.00787895+0.00595976j -0.00275923+0.0140667j 0.00296457+0.0168063j -0.000745668+0.00767618j -0.00395656-0.0119581j -0.00893719+0.00119205j -0.00361044+0.0206043j -0.00427123+0.00502521j -0.012221-0.00340453j 0.00049968-0.0154352j 0.00408874-0.00629795j 0.0196285-0.000143583j 0.00812819+0.000125088j -0.00666354-0.00643981j -0.00445377-0.0118268j 0.0157219+0.0172881j -0.00276371-0.0049156j 0.00677284-0.0124826j -0.00710725+7.6211e-05j 0.00114843+0.00252701j -0.000217976-0.0184258j 0.00444474-0.0190276j -0.00451118+0.000332619j -0.00378479-0.00190299j 0.00232017+0.00161808j -0.00503141-0.00527599j 0.0103279+0.00316548j 0.0100578+0.00985004j -0.000871104-0.00507685j -0.00451224+0.00239756j -0.000167079+0.000427744j 
-9.21055e-06+0.00112155j -0.00328281+0.00420888j 0.00143576+0.0138097j -0.00420667-0.00195377j 0.00264236-0.0169314j 0.00196118-0.00212466j -0.00336964-0.0089334j 0.0037143-0.00494237j 0.0152444+0.00127908j 0.00479789-0.0162764j 0.00564565-0.0224879j 0.00241711+0.00999064j -0.0043953-0.00615569j -0.00113403+0.014908j 0.0236925+0.00745251j -0.0205206+0.0175246j 0.0179274+0.00776713j 0.00697002+0.000502587j -0.000612238+0.00940203j -0.0164864+0.00625755j -0.0088869+0.00180832j -0.0153253-0.0104133j 0.00531156-0.0154496j 0.0129735+0.011686j -0.0116999+0.00848167j 0.00832187+0.00390648j -0.0116721+0.00767014j -0.00246007+0.0114307j -0.0197187+0.017687j -0.00437595+0.000778772j 0.00498807+0.00177889j -0.00325684+0.00561215j -0.00828621+0.0139607j 0.0154034-0.00335928j 0.0181228-0.00655767j -0.00585376+0.00129138j 0.0194191-0.0131856j -0.00325975+0.00966644j 0.00747607-0.0123719j 0.00122827+0.00439585j 0.00623149+0.00868713j -0.00692938+0.00389811j 0.00658762+0.00185028j 0.00581107-0.0119784j 0.00536341-0.00236327j 0.00538978-0.0059801j 0.015299-0.0179575j -0.0136761-0.012936j -0.00449157-0.00538789j 0.00857485+0.015522j -0.00463901+0.0022419j -0.0158443+0.0172505j 0.00856278-0.0027225j -0.00156012-0.015921j 0.0015729+0.00230006j -0.000413653+0.00157054j 
-0.00440871+0.00174046j -0.0053106-0.00175913j 0.000452683+0.0123391j 0.00332573+0.00483548j -0.00737705-0.00339875j 0.0136919+0.00095087j -0.0111366-0.0117428j 0.001644+0.00833855j 0.00810814-0.00549798j 0.00206452-0.0196678j 0.000116705+0.00577937j 0.00841021-0.000896441j -0.0100903-0.00549716j -0.016296+0.00651695j 0.0275878-0.0093209j -0.0112854+0.00979681j 0.00563272-0.0121732j 0.00573942-0.0182265j -4.36384e-05+0.0172484j -0.0177528+0.0229606j -0.00370028+0.00977259j -0.0145666+0.024552j -0.02305-0.00251363j 0.00826018-0.0113879j -0.00349555+0.00322473j 0.0315166-0.0141741j -0.00396593-0.00104308j 0.0167681+0.0285622j 0.00501424+0.0052905j -0.0146746-0.0119414j 0.0095109-0.0068956j -0.0045062-0.004524j 0.00583054+0.0198966j 0.0158465+0.00117726j 0.0016342-0.00552366j 0.00423762-0.00820874j -0.0132247+0.00916326j 0.00403314+0.000651225j 0.0085138+0.00736264j -0.0011674+0.0023334j -0.00449255+0.00518108j -0.000981667-0.0031517j 0.00290306+0.00666317j 0.00226571-0.00774797j -0.00251261-0.00388968j 0.0106098-0.00459549j -0.0014624-0.00301221j -0.0120972+0.000697064j -0.000155798+0.00657307j -0.00144215+0.00763683j -0.00876208+0.00205408j -0.00685744+0.00886244j 0.00173145-0.00292676j 0.00583764-0.00503784j -0.00129537+0.00277611j 0.00174828+0.00378409j 
