0.0780237-0.0873187j 0.0883762-0.105538j -0.045095-0.0196961j -0.0407002+0.0420409j -0.0763311-0.0112427j 0.0523354-0.0201629j 0.00088409+0.00839367j 0.0360442+0.0397285j 0.00722132-0.0125701j -0.0304265+0.0247598j 0.0136659-0.0275947j -0.00820181-0.0183239j 0.0198732+0.0191375j 0.000932299-0.0206702j -0.00164269-0.0046151j 0.0176617-0.00677134j 0.0267687-0.0203413j 0.00866998+0.0241605j 0.0294733-0.0263393j -0.0221776+0.10323j 0.0185585-0.0217299j -0.0995022+0.0130707j -0.0248216+0.0487637j 0.02259-0.0411413j 0.0261875+0.0616762j 0.0236556+0.00804693j 0.00430566+0.00944591j -0.0385075+0.0226265j 0.0785821-0.0400988j 0.0438905-0.00575069j -0.0111161-0.0441204j -0.0441288-0.0448994j -0.052644+0.0405023j -0.00146758+0.0149912j -0.0237883+0.0660317j 0.0202815-0.0410835j 0.0331028+0.0394985j -0.0457411-0.00355548j 0.017459+0.025818j -0.0685609-0.0203j 0.0177821+0.00535419j -0.00681485-0.015648j 0.00944109+0.00300876j 0.035802+0.0182476j -0.0254093+0.0205506j -0.0331682+0.00284048j 0.0135873-0.0270303j -0.00337269+0.0151264j -0.0301826+0.00617173j 0.00824171-0.0301444j -0.0175449+0.0281406j -0.000164862+0.0270966j -0.016348-0.00371261j -0.0269911+0.0419426j -0.020732+0.0115347j -0.0576313-0.0102028j -0.01354-0.00779796j 0.0152592-0.0190085j 0.0049912+0.0285006j 0.0266055-0.0543173j 0.0370524-0.0517538j -0.0136716-0.0249113j -0.0627591-0.016447j -0.0298352+0.0549551j 0.0123233+0.00661281j 0.0023274+0.024659j -0.0253157-0.0335516j -0.0324186+0.0352335j -0.0144713+0.00478897j -0.000908595-0.0411964j 0.00704267-0.0447236j 0.00666616+0.0283998j 0.00229861-0.0332507j 0.00898185-0.0510112j -0.00581961-0.0159418j -0.0219951-0.0241596j -0.014126+0.016632j -0.00468131-0.025874j 0.0206302+0.00540515j 0.029381-0.0248137j 0.0255147+0.0407025j 0.020687-0.058761j 0.00545019-0.012571j -0.0643817-0.0648697j 0.00476468-0.0818916j 0.0853253-0.109529j 0.108445+0.0353288j -0.0243312+0.051717j -0.0126273+0.0419189j 0.061046-0.212071j 0.0912874-0.149664j -0.188838+0.169451j 0.190869+0.028459j -0.00337455+0.0543695j 0.115374+0.169442j 
0.00755223-0.0464308j 0.00929184-0.0407256j 0.0188449+0.00418313j -0.00656256+0.0184459j 0.0106538-0.0430733j -0.00796367-0.0223845j 0.00764683-0.0190621j -0.0212671-0.0238679j -0.0145344-0.00240043j 0.0127575+0.0179362j 0.0131835-0.0439868j -0.00430949+0.00943562j -0.0153494+0.0197158j -0.00879099-0.0154824j 0.0136167+0.000854386j 0.00908058-0.00265481j 0.00677804+0.00284057j -0.014408+0.00349095j 4.26572e-05+0.0157181j -0.00443688+0.0243839j -0.0176669-0.0302499j 0.0317689-0.02917j 0.0127438+0.0062348j -0.0268839+0.00738245j -0.0197142+0.0283223j 0.00410389+0.0259073j 0.0113606+0.000931522j -0.0130971+0.0215206j 0.0175755-0.0137223j -0.0059432-0.0229812j -0.0162391-0.0104768j 0.0197886+0.00785261j -0.0207013+0.0550122j -0.0154275+0.00891407j 0.0127518-0.0316809j -0.0550901+0.0112124j -0.022247+0.0521615j -0.00631672-0.0612911j -0.0734873+0.00529773j 0.00749093-0.0116618j 0.0461123+0.044615j 0.0600229-0.0385523j -0.0182498-0.000714944j 0.0702621-0.0208844j 0.0893872+0.0282349j -0.0769402-0.0563043j -0.00717981+0.0233195j 0.00696459-0.0633391j 0.0746353+0.103953j 0.019255-0.0762203j -0.0785804-0.0159404j 0.00370407-0.0640926j 0.154758-0.0234094j -0.0291747+0.039639j 0.00778543-0.0669794j 0.00139951-0.0109142j 0.0614812+0.0230811j -0.00628676+0.0157214j 0.0865721-0.11166j 0.00948821-0.0106685j 0.00729264-0.0250595j 0.0559319+0.0377192j 0.0198515-0.0256401j 0.00877492+0.0229676j 0.0442677-0.00577198j -0.0340211-0.0496575j -0.0533324+0.104121j -0.0170693+0.0434282j -0.0803414-0.0861782j -0.0832379-0.00695058j 0.0939367-0.0265557j 0.051782-0.0126282j -0.0141427+0.0261884j 0.0433611-0.0136372j -0.00950494-0.112452j -0.114475+0.0278407j 0.0629332+0.0193891j 0.0144104+0.0810327j 0.00231601-0.0741768j 0.045123+0.0471794j -0.0605452-0.0821061j 0.00996887+0.0489703j -0.0253051-0.011402j -0.0246618+0.0198361j 0.0406849+0.0253924j 0.0544302+0.060087j 0.0121077-0.0215801j -0.0409214-0.104913j 0.0107183+0.00684181j 0.00054502-0.0356595j 0.00843877+0.0186225j -0.00520922+0.0458003j 0.00647227-0.0315214j 0.0202744-0.00664642j -0.0297275-0.0452665j 
0.0800521-0.032851j -0.0115169+0.1421j -0.0294484+0.0277769j -0.0232489-0.00481376j 0.0201966+0.00823594j 0.0623185-0.0212091j 0.0203036-0.00208363j 0.00810396-0.045787j 0.0288434-0.00265313j -0.0125729-0.0474339j 0.00606094+0.0292619j 0.0110574+0.0163601j 0.0167835-0.0129924j 0.0218749-0.00923841j -0.0135684+0.0250861j 0.0101488+0.0152221j -0.0100329-0.0112428j -0.000786551-0.0199793j -0.0089457+0.00776052j -0.000976042-0.00749318j 0.106736-0.0566503j 0.0281913+0.0161821j 0.00899243-0.0424654j -0.013272-0.034768j 0.0444609+0.00179962j -0.068739-0.0124469j -0.025233+0.00343456j -0.0236632+0.0316873j 0.0109444-0.0269634j 0.0180401-0.00925923j -0.0235561+0.0798027j 0.00307931+0.00878468j 0.000216957-0.0136252j 0.0174058+0.0132119j 0.0264486-0.00759447j 0.0104015+0.0157872j -0.0925108-0.0157415j 0.00176871+0.0441163j 0.247429+0.0098458j 0.00387296-0.0338174j -0.0814571+0.0256847j 0.0200077-0.0386326j -0.0269999+0.026525j 0.063504+0.0256178j -0.00910689-0.025303j -0.00824069-0.000568579j 0.0281046+0.124618j 0.0652198-0.127858j -0.0217466+0.0561995j -0.147293+0.0618584j 0.0466373+0.0505998j 0.0108133+0.0198966j 0.00298596-0.0560065j -0.0167859+0.0306821j -0.040356-0.0261505j -0.029473-0.0743373j 0.0181063-0.0195754j -0.00418734+0.0240227j 0.048903+0.0595778j 0.0236513-0.0121926j 0.0610611+0.0532957j -0.12633-0.128015j 0.0284253-0.0512122j -0.0670475+0.0269114j 0.0455878-0.0118635j -0.00149707+0.0666804j 0.0252379-0.0815049j -0.0852929+0.0410914j 0.0891384+0.02983j 0.152862+0.0591811j -0.108787+0.0132962j 0.00463846-0.0160946j 0.0117799+0.0271299j -0.088936+0.0164884j -0.0344298+0.0426705j 0.0748227+0.0618084j -0.0484867-0.0432653j 0.0114365+0.0117529j -0.0467933-0.0428159j -0.0358147-0.045726j 0.00214629+0.0302256j -0.00224997-0.00512641j 0.0253447+0.0629117j -0.0020293+0.0717158j -0.0639141-0.11299j -0.0360445+0.0560081j -0.0641835-0.0535122j 0.0568457-0.0295952j 0.121879+0.0354188j -0.0252168+9.60479e-06j -0.0295631+0.00230109j 0.00715967-0.0359504j -0.0171339+0.0499651j 0.00820928-0.017897j -0.0210629+0.0389661j 
-0.0311531-0.0626809j -0.00341796-0.0263426j -0.0139434+0.0080442j -0.011699+0.0210394j -0.0349224-0.0265525j 0.0688791-0.047614j -0.0437741-0.000784626j 0.00505459-0.034187j 0.0102467+0.00478233j -0.0175912+0.000493591j -0.00685769+0.0206715j 0.0122204-0.0151683j -0.00814941+0.016793j 0.00400039-0.012037j -0.0106231+0.02684j -0.0159205+0.025204j 0.0109637+0.0115928j 0.0102501-0.00767165j 0.00106499+0.0239415j -0.0157367+0.0321261j 0.0140739-0.0541319j -0.0363703-0.045115j -0.0771096+0.0258228j -0.0586711+0.00894776j 0.0541257-0.00827741j 0.0201068+0.00338833j 0.00588649-0.00932632j -0.0050352-0.00840751j 0.00822823+0.00828401j 0.00262161+0.0109525j 0.0277903+0.0664916j -0.00966162-0.0043661j 0.0241337-0.0541947j 0.0910969+0.127418j -0.0133954+0.0366071j 0.0988569-0.0227365j 0.0757745-0.0379267j -0.0158928-0.0613533j 0.0446096-0.0721218j 0.0641188+0.0270735j 0.0491487-0.0136322j -0.0575866+0.0752417j 0.109526+0.127205j -0.0492844-0.0391587j 0.0253098+0.0354537j 0.00874946-0.033829j 0.0534661-0.0561411j -0.0295408-0.100676j -0.0251003-0.0417547j 0.0435818-0.00202224j -0.0188647+0.142671j 0.0208144+0.0141323j 0.0153718-0.0418494j 0.0303285+0.0150839j -0.110579-0.0190949j 0.0168791-0.0420818j -0.000461173+0.0742796j 0.00227984+0.0180596j -0.0420311-0.0763975j 0.023443-0.0443169j -0.0119542+0.0473757j 0.0804866-0.0430064j 0.0457923-0.0356226j 0.00529354+0.0261919j -0.0824301+0.124803j 0.0352256+0.0276972j -0.0297403+0.032707j -0.0668807+0.0406911j -0.105766+0.00265888j -0.0901884-0.0280549j 0.00733108+0.0346999j 0.0481946-0.0621323j 0.0454894-0.0167152j 0.0254233-0.00349958j 0.0104468-0.0311064j -0.0223601+0.0779829j 0.0352135-0.131839j -0.00618406+0.0289279j 0.0479589-0.0484041j 0.0793766-0.00139756j -0.0126436-0.0646185j -0.0491612-0.0330024j -0.0921831+0.0528479j 0.0762916-0.0034496j 0.0273228+0.0554334j 0.0138947+0.00369072j 0.0450451+0.00561585j 0.0350447+0.00545833j -0.0439443-0.00971022j 0.0389752+0.0465146j -0.0520822+0.0754436j 0.044343+0.0227807j -0.0490238-0.0222669j 0.00944543-0.0343575j -0.022615-0.0190814j 
-0.0559145-0.0237179j 0.04688-0.0204085j -0.00357908-0.0174307j 0.0251277+0.00914915j -0.0410157-0.0062067j 0.0505894+0.0453506j -0.0353463-0.0195859j 0.0261519+0.0332031j -0.00495351+0.0304127j -0.000966465+0.00496764j 0.0207233-0.00814512j -0.00608373+0.00612486j -0.0325107-0.00771673j 0.00552174+0.0312721j 0.00831568-0.0263257j 0.00152551-0.000313627j -0.0118117-0.0116332j 0.00335555+0.0145207j 0.0146943-0.0254487j 0.0101621-0.0108345j 0.043988+0.0522671j -0.0229052+0.00788444j -0.025818+0.00749058j -0.0275976-0.0238492j -0.0527396-0.0114599j -0.0406299-0.0198034j 0.0384549+0.0239741j 0.000436604-0.0354733j 0.00149521+0.0397985j -0.00669921+0.0134304j -0.027623-0.0811645j 0.00876999+0.0213879j 0.0516355+0.0984293j -0.0385715-0.00190312j -0.0434133-0.0325067j 0.115104+0.0982723j 0.0162101+0.000818204j -0.0229401+0.0111122j 0.0153523+0.0154259j -0.0607824-0.0436714j -0.011137+0.0381446j 0.182786+0.0859789j 0.0159596-0.0484076j -0.0194282-0.0128196j -0.105-0.0303655j 0.118954-0.0156452j -0.00588345-0.0430921j 0.00533828+0.00741903j -0.00185896+0.00373418j 0.019548-0.00776815j 0.0952403+0.0422984j -0.00516062-0.038346j 0.130223+0.102466j -0.0512278-0.0334968j 0.0116918+0.0305884j -0.109392-0.0807977j 0.112132+0.0566175j -0.0836266+0.031069j 0.0192565-0.0213763j -0.0115029-0.0121723j 0.0229853+0.0610618j -0.111714+0.00962903j 0.104145+0.012939j -0.0468081+0.0147115j -0.0286664-0.0031514j -0.0397875+0.0392936j -0.113809-0.00350311j -0.114927-0.0575449j -0.0837629-0.110051j -0.0235136-0.0541454j -0.0885862-0.00751569j 0.0348935-0.0579811j 0.0248551-0.0772246j 0.0697124+0.0637162j 0.0567073+0.124873j 0.025157+0.0371457j 0.00466749-0.004254j -0.0209418-0.0240024j 0.0255971-0.00162624j -0.0588396-0.0838456j 0.00364286-0.0352594j -0.0478598+0.025917j 0.0159449-0.0195599j -0.0131837-0.00665834j 0.0645615-0.035342j -0.0201035-0.0131063j 0.0301745+0.0249042j 0.0100089+0.0281559j -0.0152651-0.0467732j -0.065563+0.0830991j 0.0468124-0.150939j 0.0240388-0.0317113j 0.00966931-0.0268526j -0.03328-0.0158005j 0.0658126-0.0183354j 
-0.0405704-0.0897466j 0.0126774+0.00886903j 0.0495639+0.0433596j -0.0103142+0.0301336j 0.0647089-0.042007j 0.00454773-0.0467849j 0.0153704-0.0517545j -0.0284726-0.0524397j 0.00529539-0.0358907j 0.0171393+0.0295321j 0.00462453-0.0251895j -0.00574563+0.00903202j -0.0116609+0.0154309j -0.0303937-0.0113859j 0.00431161+0.0266713j -0.00764305+0.00946361j 0.00105289+0.0141771j 0.0123547-0.00326978j 0.00878617+0.0276878j 0.00432304+0.0588523j 0.0254193-0.0586032j 0.00995561-0.0438967j -0.00317027-0.042371j -0.0320211-0.00173668j 0.0388272+0.0179583j 0.000976859+0.025062j 0.0338519+0.0184393j 0.025731+0.0739603j -0.0040697-0.096014j -0.00435681-0.0314316j 0.00684196+0.0507108j 0.0202759-0.00360389j -0.049873-0.00871335j -0.105242-0.102767j 0.0139257-0.030051j -0.0679228-0.0335316j -0.0534021+0.086199j 0.021026-0.0174842j 0.0870162-0.00788328j 0.00892549+0.0131443j -0.00799507+0.0231987j -0.0362467-0.0657328j 0.00412901-0.0782537j 0.0414728-0.0561674j -0.0100874-0.0517465j -0.0759415+0.00382904j -0.0630638+0.0949837j 0.0582292+0.0386792j -0.0232399+0.0111722j 0.0984703+0.0857061j -0.0815071-0.0643663j 0.0261139+0.0392354j -0.0330866-0.0239235j 0.0701019-0.0044793j -0.0398823+0.0127656j 0.0231467-0.0462185j 0.0190862-0.0570143j 0.0730285-0.0346521j -0.0591573-0.0311266j -0.0119265+0.0641403j -0.032932+0.116668j 0.00303328-0.0877628j -0.0431019+0.0398482j 0.0513-0.0329871j 0.0528839-0.0501997j -0.0414862-0.0478087j 0.0271704+0.0315628j 0.114528-0.0538345j 0.00389149-0.0416764j -0.0904771-0.0754733j 0.0628451-0.019636j 0.0658188+0.126592j 0.00997645+0.1175j 0.0167012-0.0203772j -0.0248306-0.0156821j 0.00416524+0.0656951j 0.0685665-0.000146278j -0.0107632+0.0465036j 0.0108795-0.00839449j 0.0371123-0.103837j 0.00841454-0.0110875j -0.0382031+0.0290251j -0.0624185+0.0598273j 0.0111306+0.0862649j 0.0746446+0.00626166j 0.00553281+0.0346898j 0.032403-0.0117544j 0.0247436-0.0203194j 0.0265431-0.0854422j -0.00738337+0.0362853j 0.0501564+0.0248192j 0.0219355-0.0751934j -0.046656-0.045945j 0.0257257-0.0286368j 0.0116343-0.049586j 
0.0396273+0.00173205j 0.0318312+0.0269976j 0.00780195+0.0263953j -0.00658858-0.0066837j -0.00848105+0.0540563j 0.0132615+0.0201358j 0.0299862+0.0410671j -0.032463+0.018138j -0.000990854-0.0237548j -0.00565327+0.0231546j 0.0092984-0.0189337j 0.0116926-0.0179696j 0.00889482+0.0152991j 0.00294809-0.00320937j 0.00769518-0.0065185j 0.00845917+0.00479483j 0.0135177-0.00143764j -0.0050229+0.0183042j -0.00327539+0.0199279j 0.00318214+0.0154165j 0.0136067+0.0339495j 0.0065748+0.00978481j -0.028087+0.0340414j 0.00865633+0.0049868j 0.029791-0.0466592j 0.00352539-0.0389394j -0.0422136+0.0255606j -0.00909662+7.09376e-05j 0.00431031+0.0219341j 0.00823173+0.00561724j 0.0438166-0.0650872j -0.0287842+0.01242j -0.0987458+0.00747085j -0.0163963-0.143951j 0.0505945-0.0170614j -0.0826676+0.0134639j -0.048502+0.029035j -0.00331246+0.0610986j 0.0217202-0.0198582j -0.00357742+0.0506692j -0.0046716-0.00711257j 0.0273855-0.0195125j -0.215233+0.0105173j 0.0604979+0.0533024j 0.0881638+0.0205599j -0.0290472-0.0787461j -0.00756562-0.0929609j -0.00501666-0.0641175j -0.0155997+0.00106454j 0.0531591-0.0991466j 0.0464668+0.0242201j -0.024571-0.0404541j 0.0272499-0.0583616j 0.0307484+0.0615795j -0.0557783-0.0495014j -0.0587854+0.0572596j 0.0509623-0.0151273j 0.034688+0.0551498j -0.0715695+0.000374168j -0.0101305-0.0978458j 0.0136823-0.0150397j -0.0606549+0.00841499j -0.0384067-0.0261234j -0.0544122+0.00829223j 0.0297266+0.0194103j -0.00871594+0.0579233j 0.00829562-0.00515509j 0.0185343-0.0142646j 0.0587467-0.050715j 0.00420581+0.0889397j 0.00811659-0.0282796j 0.0253399-0.0663423j -0.0113445+0.0285412j 0.0135138-0.0145753j -0.0864607-0.0524742j -0.0241917-0.0587245j -0.0331781+0.00776553j 0.0133399+0.0866356j -0.00453078-0.0111348j 0.0216612+0.0256711j -0.0478641-0.00595902j 0.085287+0.043503j -0.0202813-0.0124624j 0.0472979-0.0509002j -0.027476-0.046741j -0.0480445-0.0432783j -0.0148277-0.0287143j -0.0115022+0.0280636j 0.00425915+0.0773482j -0.0130012-0.0573458j -0.0131651+0.0040076j -0.0528132+0.0145228j -0.00749652-0.00120828j -0.0095674+0.00770043j -0.0148225+0.00964324j 
0.0186116-0.145292j 0.18244-0.0132866j -0.0126079+0.0227549j -0.0307613+0.00734131j -0.0443343-0.00279798j 0.054581+0.0264771j -0.029425+0.0374282j -0.0394025+0.0266077j 0.0383101-0.0211265j -0.0293109-0.00924482j 0.0177248+0.0186882j 0.0116255-0.0188846j 0.0143705-0.00578874j 0.005499-0.0101392j -0.0127916-0.0128578j -0.0217092-0.00279607j 0.0293917+0.0205507j 0.00693056+0.00198478j -0.00845398-0.00447016j 0.000158823+0.0026228j -0.0153262+0.0523885j -0.0666238+0.0037191j -0.0628019+0.0330747j 0.00828828+0.0652451j 0.0708644-0.0295349j -0.0185058-0.0286884j -0.00382568-0.00561657j -0.00930439-0.0194613j 0.00432262+0.00799061j 0.00875524+0.0359346j 0.011548-0.0571925j 0.0217188-0.0074778j 0.0338773-0.00969739j -0.0546772+0.029876j 0.0186379+0.014213j 0.0112463+0.0378941j -0.00889055-0.0340202j 0.000248127-0.000622403j 0.118776+0.0239538j -0.00220084+0.0405552j 0.0380496-0.0190746j 0.00502454+0.041619j 0.0228058-0.02134j -0.0559579+0.181593j -0.0424994-0.0390467j -0.00135579+0.0528717j -0.00226919-0.0180818j -0.0124202+0.153999j -0.0150911-0.0701625j -0.00464125-0.127458j 0.00697322-0.0111242j 0.0643731+0.0268652j -0.0185888+0.0388746j -0.00674599-0.037665j -0.0323076-0.0372026j -0.0522545+0.120058j -0.0581444-0.000408561j -0.0485331-0.029394j -0.0277672+0.0035296j 0.0904605-0.00646699j 0.0380749+0.11975j 0.128616-0.0508284j 0.0111617+0.00570275j -0.00720951-0.0816928j 0.0555593-0.0231514j 0.0047105-0.00569365j 0.0660403-0.0194411j 0.0216026-0.0323918j -0.0272777+0.0808332j -0.0736401+0.0736006j 0.069609-0.0152087j 0.0349607-0.0208436j -0.0311732-0.0275545j 0.0254579+0.035795j 0.00956245-0.0504954j 0.0104224-0.0589663j 0.0364994-0.0453611j 0.0041026-0.0321793j 0.00423822-0.0120757j -0.0100638-0.0455609j 0.0297164+0.00946755j -0.0174216+0.00525507j 0.0362392+0.0292543j 0.0220765-0.0923878j -0.0343605+0.0567851j 0.00733927-0.0700235j -0.00123354-0.0838386j 0.00832084+0.0737926j 0.0115482+0.124465j -0.0136283+0.0253023j 0.0183044-0.00410831j 0.0106927+0.00926361j 0.0562855-0.0237801j -0.0340673-0.00397413j -0.0228204-0.0234849j 
-0.097999+0.0150446j -0.00314211-0.135927j 0.0297995-0.0350809j 0.0085814+0.0150198j 0.00825259-0.0528219j -0.0654495+0.0407974j -0.0427012-0.0267395j -0.0582551+0.0113178j -0.000472396-0.00194286j 0.0123729+0.0124081j -0.0150865+0.000817765j -0.00449759+0.00489675j 0.0184838-0.00539541j -0.021803+0.00169203j 0.0245881-0.00643511j 0.00698697+0.000978216j 0.0196683-0.00600714j -0.0292985+0.0164934j 0.0397383-0.00913621j -0.00251776+0.010222j -0.0441933+0.0135582j 0.0236873+0.0343881j 0.00227148-0.0024836j -0.0203329-0.0252641j 0.0618061+0.0296592j -0.0055438+0.000816546j -0.0139384+0.0134669j -0.00235324-0.0239066j 0.00272777+0.0292823j -0.00374114-0.00534934j -0.000584617-0.0311071j 0.0164537+0.00887994j 0.0926775+0.0103156j 0.0803913+0.0265126j -0.0190315-0.00761982j 0.00769014-0.0552858j 0.0168132+0.00804782j -0.0548879-0.0638809j 0.0318865-0.0385067j 0.0078903+0.0447504j 0.00774738+0.102919j 0.0360732+0.133187j 0.0712263+0.0820151j 0.062364-0.0578383j -0.0307372-0.0380011j -0.0591281-0.107701j -0.048674-0.098913j -0.0245797+0.0464016j 0.0699196-0.0103086j -0.00131687-0.0677422j -0.0367979-0.0574028j 0.062693-0.000675475j -0.0263383+0.030354j 0.0331354-0.0195348j -0.00947625+0.0735091j 0.0698689+0.01123j -0.0668219+0.0595675j 0.056775-0.00898294j 0.0210097-0.0119415j -0.0146075+0.101312j -0.0203329+0.0154857j -0.142192-0.0141553j 0.0341449+0.0293955j 0.0921204-0.0910465j 0.0409202+0.0477683j 0.0275575-0.0552616j 0.0114661+0.0357164j 0.0403773-0.024045j -0.00949553-0.043954j -0.0294226-0.0715504j 0.0438374+0.0770937j 0.0218998+0.0882536j -0.0389247-0.000934152j -0.0133701-0.0497164j -0.104464-0.0164093j -0.0275184+0.0280014j -0.0246166+0.0278392j 0.0534905-0.0181064j -0.0152304-0.00221279j 0.0794361+0.00959682j -0.0300357+0.0585985j 0.0656124-0.0452228j 0.0307909-0.0601492j -0.06428-0.0696819j 0.0350745-0.0570157j 0.0427165-0.0303605j -0.0279539-0.0147283j 0.0225491+0.0224241j -0.0277881-0.00143758j 0.0579377-0.0323618j -0.0125283+0.0590613j -0.0164715+0.113603j -0.0320903+0.0707324j -0.00526441+0.0374701j -0.0271002+0.035803j 
0.102744+0.0195302j -0.0174728+0.105519j -0.0512367-0.00776506j 0.00407389+0.00637574j -0.0402664-0.0329537j -0.00776378-0.066502j -0.0266489-0.0266325j 0.00894518-0.0253189j 0.00789598+0.00241529j -0.00587751-0.00992808j 0.00373696+0.0166415j 0.00912701-0.00249816j 0.00356091-0.000277971j 0.0162266+0.00414985j -0.0098348+0.0177535j -0.00744191+0.015701j 0.00587815+0.00582732j 0.00219522-0.0248483j -0.0226918+0.0130036j -0.0127462+0.0202691j -0.0182375-0.0686996j 0.0552236-0.000768854j -0.0298644+0.0144522j -0.00129828+0.0320741j 0.0270783-0.0180344j 0.0243977-0.0096223j -0.0260264-0.0081279j -0.0414632-0.0125706j 0.0233296-0.0152364j 0.00834107+0.00111179j 0.00336742+0.0154115j 0.0150721+0.0253144j 0.0472112+0.0934031j 0.0197626+0.0115695j -0.0232325-0.0532609j 0.0362298+0.125397j 0.0791711+0.0918034j 0.0125206+0.00365017j -0.000764552-0.0313461j 0.068669-0.012494j 0.110421+0.0753214j 0.123472+0.171028j -0.0398996-0.0433765j -0.0554581-0.0259283j -0.0899837-0.0782881j -0.00684625+0.13657j -0.0433472+0.0690678j -0.0634049-0.0666779j -0.0657242-0.000736583j -0.0486702-0.0343448j 0.0434388+0.0307154j 0.0718374+0.0651111j 0.00208385+0.0503406j -0.0820418-0.0399739j 0.00745065-0.0607076j 0.0888787+0.0193362j -0.0827261-0.0093692j -0.0230082+0.0347002j 0.0055038+0.0900728j 0.0303816-0.0120564j -0.00107315-0.030687j 0.0399755+0.0371979j 0.0487437+0.0820261j 0.0100926-0.0293378j 0.048766-0.00379978j -0.0586262+0.00487223j -0.0158763-0.116648j -0.00372479-0.0286178j -0.0120206-0.0871621j 0.034645+0.0437063j 0.0369189+0.0356796j -0.0176561+0.0402302j -0.0887931-0.0357527j 0.01732-0.0696711j -0.0584767+0.0179514j 0.00693851-0.0297249j 0.0923732+0.0724836j 0.126015+0.0315135j -0.0210959+0.0261089j 0.0799444-0.0183143j 0.0467552-0.0112744j 0.0512868-0.0463033j -0.025313+0.0104983j 0.0235421+0.0359507j -0.0907513+0.00286738j 0.0410768+0.0584967j -0.0735911-0.00280999j 0.0366489+0.0188274j 0.00700543-0.00384934j -0.0497858+0.0684398j -0.0227496+0.0295424j 0.0666919+0.0764917j -0.016354+0.119358j -0.0113467+0.0138943j -0.0681745+0.0395976j 
0.0447097-0.0888619j -0.0582179+0.0367417j -0.018416-0.00436238j -0.00911191+0.00444747j -0.0404788-0.0219663j 0.00179903+0.0195208j 0.0361835+0.0411015j 0.0360399+0.0259631j -0.0162523+0.00234738j -0.00290057+0.00434728j -0.00577059+0.00279226j 0.00168787-0.0220593j 0.00220612+0.00366071j 0.00909354-0.0424623j -0.0216704+0.00752188j -0.0115887-7.93523e-05j -0.0064395+0.0135097j 0.0214507+0.0284084j -0.0179051+0.0131589j -0.00369757+0.0516432j -0.000129312+0.0438851j -0.032132-0.0624211j 0.00112874-0.00327518j 0.0673988+0.0158354j 0.0195966+0.0150016j 0.0301598+0.0224344j -0.024517+0.0214528j 0.0055711+0.0178093j -0.0158487+0.00202801j -0.00197501-0.003506j 0.0518587+0.0357953j -0.0387603+0.00103306j -0.0242339-0.0218057j 0.0280575+0.00301371j 0.00050072+0.00565656j 0.00934223+0.054951j 0.0395652+0.035917j 0.00824062-0.037185j -0.00119984-0.00154146j 0.0414875-0.00359765j -0.0173531-0.0842074j -0.000129451+0.0735742j -0.0385108-0.0213794j -0.0795471-0.0471858j 0.00304714-0.027361j 0.0130575-0.0467224j 0.0248199-0.0138621j -0.0681334+0.0187182j 0.036641+0.0642708j 0.0353289-0.0211833j 0.0360413-0.0312074j 0.0202858-0.0265282j 0.00469715+0.0160549j 0.00865574-0.00925466j -0.0109633+0.0746155j 0.0934906+0.0156065j -0.0223984+0.0156486j 0.00916393-0.0469581j 0.0300556+0.00995317j -0.0520487-0.0145351j -0.0149661+0.0620129j 0.0445954-0.0199266j -0.0650884-0.0447377j 0.0652474-0.0838639j 0.0443959+0.0412004j 0.0396892+0.00435498j -0.00715319-0.000586861j 0.023982-0.0592863j 0.0483964+0.00420834j -0.0389787+0.058448j 0.00985898+0.0268033j -0.0204028-0.00751373j -0.0163312+0.00409396j -0.00540956-0.00954045j -0.00270807-0.122835j -0.0413196-0.0636319j 0.049374-0.0682352j 0.0245959+0.0664786j -0.0321708-0.0214519j 0.0387058-0.0400409j 0.0255436-0.00130501j 0.0155151+0.0376976j -0.0234542+0.0267675j -0.0127723-0.0639013j 0.0279605+0.135538j -0.0183735+0.0018837j -0.000297742-0.010113j -0.0194135-0.0191044j -0.0357879+0.00265999j 0.0102413-0.0193812j -0.0197577+0.0736046j 0.0176497+0.0518018j -0.0150845-0.116569j 0.0586201-0.0383933j 0.00457613-0.000421826j 
