-0.00430829-0.0901194j -0.00501481-0.0322141j -0.00211155+0.0111973j -0.00250972-0.139504j -0.00518881+0.0638282j -0.00233484+0.0533179j 0.00918431+0.0155135j 0.00159837-0.0150494j 0.00444546+0.025557j 0.00105941-0.0464935j -0.000308531-0.0322933j 7.56232e-05+0.0017305j -0.00190103+0.0236024j -0.00177135-0.0180683j -0.0043524-0.0419559j 0.00554592-0.00843685j -0.00544102-0.0290313j 0.0112106+0.0674768j -0.0116201-0.112989j -0.00902865+0.177477j 0.013319+0.0122257j 0.00240873+0.0092341j 0.00741512-0.0215943j -0.00203271+0.0450835j 0.00299309-0.0270063j 0.00391968-0.00257728j 0.000350255-0.0238139j 0.00221289+0.00248399j 0.00240152-0.0459589j 0.000641117-0.00610598j -0.000659603-0.00563397j 0.00290298+0.0090557j -0.000262347+0.0231296j 0.00378515+0.0283903j 0.00174147+0.0653692j -0.0137722+0.0660064j 0.000789781+0.106748j -0.0169767+0.0395807j 0.00374513-0.0323261j 0.0139685+0.0113573j -0.00406764-0.0298223j -0.0243657+0.0557923j 0.00359714-0.00306737j 0.00629019-0.0690995j 0.0010456-0.0197433j -0.00109496-0.00682474j -0.00484847+0.0267353j -0.0100768+0.0356356j -0.0071669-0.0167392j -0.00895559+0.00946233j 0.0102313-0.0292029j -0.0263149+0.0131197j 0.0278521-0.00543955j -0.0202816+0.0143212j -0.00717354+0.0510439j -0.0219003-0.0124432j -0.0364961-0.0233005j 0.00928256+0.0379659j -0.0059404-0.0136742j -0.00960779+0.0109486j -0.010777+0.0217334j -0.00540378+0.0101259j -0.000886505-0.000101858j -0.0140701+0.023492j -0.00758312-0.0135167j -0.00690942+0.0136613j -0.0140765-0.0391653j 0.00471749+0.0261905j -0.000901842-0.00254856j 0.0129456-0.00724597j -0.0183951-0.000389286j 0.000616531+0.0111305j -0.00436342+0.00760153j 0.00745727+0.00323394j 0.0075256-0.0256765j -0.000225218-0.00456669j -0.00184981-0.00310303j 0.00389438-0.0141378j -0.00317328-0.00950888j -0.00607774-0.0246864j -0.00100558+0.0151481j -0.0211602+0.0207461j -0.006214-0.0211856j 0.0289413+0.0240049j -0.00122036-0.0265229j 0.0664783-0.0116521j 0.0432459-0.031434j -0.0253917+0.00723667j -0.0119107+0.00351712j 0.0462167-0.127693j -0.190974-0.0896051j -0.0461791+0.00816187j 0.00105553-0.120383j 0.211696-0.099643j -0.0978283-0.202565j 
-0.00436543+0.000120021j -0.00962179-0.00178751j -0.0172638+0.000329935j 0.00349242-0.0129162j -0.00712226+0.0242978j -0.00357113-0.0423926j 0.0169501+0.00809857j 0.0135365+0.0165131j 0.000203886+0.00203105j 0.0157141-0.00813556j -0.00367264+0.0033469j -0.000293948-0.00248752j -0.00277501-0.0102467j 0.000244062+0.00457686j -0.00851381+0.0025045j 0.0117803-0.00134913j -0.0125145+0.00434804j -0.0017941+0.0149326j -0.022887+0.00288599j -0.0116066+0.00148448j -0.0236467-0.0237041j 0.00489382-0.0361761j 0.019087+0.000415713j 0.0213075-0.0321539j -0.00362499+0.0160993j -0.00789951+0.00199626j 0.0025332+0.0377151j 0.0175023-0.0136084j 0.00393812+0.013034j 0.00510763-0.0180113j -0.0116149-0.0146759j 0.00196864-0.002477j 0.0283428-0.00580484j -0.0280257-0.00164883j -0.00673604+0.042663j -0.0207191+0.0520901j 0.0015248-0.0246684j 0.00946917-0.060041j 0.000483629+0.0150252j -0.0129236-0.00622753j -0.0228254-0.0188094j 0.0208711-0.0127709j -0.0302125-0.00392932j 0.0027564+0.0133592j -0.0169632+0.0240808j 0.0067194+0.0244697j 0.00207917-0.0143612j 0.00728107-0.0557326j 0.0200261-0.00487859j 0.0322974+0.0381399j -0.0136437+0.0357613j 0.00191504-0.0255147j 0.0046608+0.0199979j 0.032514+0.00970846j -0.0221946+0.0108078j 0.00406554+0.00411059j 0.00107643-0.0143892j -0.0302738+0.000290137j -0.0100049-0.0172954j -0.00613225-0.0101165j -0.0266038+0.012836j -0.011848+0.00834145j 0.00881064-0.046335j 0.007386+0.0494841j 0.0348902-0.0390986j -0.0162591+0.0475759j -0.0278189+0.0428302j 0.0592691+0.05263j 0.0601118+0.00639947j 0.0287195+0.0364235j 0.128402-0.0852474j 0.00283471+0.026402j 0.110798-0.116917j 0.15576+0.162731j 0.0795823-0.0902471j -0.0460675-0.0356718j -0.03652-0.0537737j 0.0422973+0.00184546j 0.00515879+0.000574999j 0.0188379+0.0774481j 0.04021+0.0195521j 0.00988723+0.027232j -0.00631112-0.0243934j -0.0142159+0.00876317j 0.00684054-0.0354029j 0.0079457+0.0148297j 0.00940859+0.00472941j -0.0271432-0.0306412j -0.0407336+0.0521308j -0.0107021-0.0204971j 0.0143584+0.0331466j -0.0148088+0.0122424j -0.00945047+0.01556j -0.00189029+0.00287711j -0.00477646+0.0111037j 
0.0357432-0.00552812j 0.00960258-0.00491618j -0.0182534-1.21972e-05j -0.0137202+0.00293364j -0.00627484+0.025435j 0.0119143-0.00434238j -0.0182541-0.0205402j -0.0260998-0.00692911j 0.0209163-0.00889473j 0.0120073-0.0356614j -0.00911077-0.010125j 0.00474019-0.00118176j -0.0140542-0.0124005j -0.00668371+0.0251271j 0.000578573+0.0226741j 0.0138591-0.010499j -0.0220421+0.00890076j -0.0255377-0.00675558j -0.0155106+0.0123218j -0.00192408+0.00524416j 0.00993488-0.0145302j 0.00930205-0.0525083j 0.00623576+0.039448j 0.0241937-0.0913539j -0.00700012-8.02103e-06j -0.011367-0.0174703j -0.00417775+0.0467009j 0.0171566-0.0240857j -0.0180096-0.025486j -0.0066215-0.0194221j -0.0136197-0.0509125j -0.00537172-0.029305j 0.0665546+0.0364408j -0.0486976+0.0243088j 0.0340827+0.0321779j -0.00628803+0.00233453j -0.0115998-0.038303j -0.0308578-0.0991796j 0.0146094-0.023819j -0.037032-0.0763976j 0.0172372+0.00147713j 0.0426263-0.0351662j 0.024975-0.0221613j 0.00472594-0.0743123j 0.0341431+0.00588808j -0.032551+0.02837j 0.0135455+0.012765j -0.0420518-0.0211002j -0.0339879+0.0100886j -0.0211381-0.0195966j 0.00965018-0.0134272j -0.0206856+0.0140824j -0.0165387-0.0441651j 0.00112638-0.0183631j -0.0185359+0.0226316j -0.00598544-0.0113545j -0.0635184-0.0147057j 0.0170415+0.0152239j -0.00866968+0.0299418j 0.0516793-0.115079j 0.00872623+0.0196013j -0.035356+0.0272236j 0.0393315+0.0428062j -0.0507355+0.00719412j 0.0343848-0.0593303j -0.0116913+0.0178534j 0.0133551+0.0331755j 0.0101147+0.0628797j 0.0993147-0.0289574j 0.0404928+0.0640977j 0.0663766-0.0130668j 0.0633678+0.0332976j -0.078049+0.138534j -0.11765+0.0316139j 0.105975+0.0196838j 0.116935+0.0808078j -0.0309961-0.0202553j 0.0122115-0.0148168j -0.00682218-0.0588145j 0.0700537+0.00941593j -0.00505162-0.0154771j -0.00400386-0.00980225j 0.034535+0.00553855j -0.00263259+0.00414267j -0.0407426-0.0503575j -0.039063-0.0625969j 0.000918349-0.0485869j 0.112078+0.199798j 0.194256-0.13749j 0.0296659-0.0157912j -0.0399165-0.0211329j 0.0444249-0.0563604j -0.0447185+0.0491249j 0.00761327+0.00725046j 0.0121701-0.000213473j 
-0.005203-0.000426656j 0.00702036+0.000334741j -0.00253795+0.0104245j -0.00597253+0.00804938j 0.011787+0.0155254j 0.0259052+0.00148874j -0.00126646+0.000481116j -0.023019-0.0165904j -0.00853293+0.0229869j 0.014653-0.0237972j -0.00262588-0.0065865j -0.0159867+0.00809294j -0.0135101-0.0109438j -0.0108114+0.00634968j -0.0010752+0.0175869j 0.0197825+0.0113203j -0.00622565-0.00614698j -0.0221491-0.00422539j -0.00831932-0.00439642j 0.00165624+0.0139134j 0.0143753-0.0426123j -0.0212497-0.084231j -0.0132396+0.0118493j 0.0367622-0.0156481j -0.00511617-0.00425947j 0.00952641+0.02077j -0.0140725-0.00687916j 0.0159169+0.026221j -0.012005+0.0360149j 0.00594992-0.00314949j 0.00211813-0.0132346j -0.00400997-0.0196314j 0.0324032+0.00752585j -0.0520124+0.0113595j 0.0264595-0.0155336j 0.00061209-0.0255024j -0.0120996-0.0282294j -0.0102087-0.0354137j 0.0139876-0.00529198j 0.0179938+0.0116816j 0.0132656+0.0186644j 0.0091104+0.0167518j -0.0201943-0.00303252j 0.0314461-0.0282733j 0.0340714-0.0181977j 0.00361037-0.00142029j 0.00583898+0.0353022j -0.000109639-0.044766j 0.0101065+0.00376757j 0.0185819-0.00662945j 0.0357624+0.0277133j 0.00351976-0.00527514j -0.00219493+0.00201009j 0.0176526-0.00735584j -0.0286675+0.015954j -0.00827618-0.0278647j -0.0147229-0.0030026j -0.0152266+0.0144053j 0.00241161+0.0607211j 0.0181574+0.0380237j 0.00306897+0.0155829j -0.0269532-0.00582095j 0.0491633+0.00122543j 0.0436559+0.0617917j 0.0348206-0.104754j -0.0561229+0.0806757j -0.0241541+0.0155309j 0.0577834+0.0727576j 0.105222+0.0340644j 0.110629-0.0077154j 0.00354374-0.0950189j -0.0685808+0.0138913j -0.069107-0.0296015j 0.0906487-0.0305197j 0.0128317+0.0368254j -0.0250224+0.0355586j -0.0153948+0.00653943j 0.0349554-0.0328668j 0.0290995-0.0594294j -0.0028356+0.0271011j 0.0380014-0.00587797j 0.0187692+0.0567635j 0.0460261+0.0104708j -0.0550924-0.0245496j 0.00835666-0.0301466j -0.0306387-0.03536j 0.0761946-0.000537049j -0.103293-0.238012j -0.203716+0.119947j -0.0418052-0.0327114j 0.0242826-0.00660823j -0.0266888-0.00881342j -0.048751+0.0226976j -0.00228436-0.00488668j 0.00374136-4.0745e-05j 
0.0290654+0.00563405j 0.00300287+0.0233105j -0.0147727+0.0116173j -0.0110961-0.00167092j 0.0130522+0.0447211j 0.0295167+0.0225006j -0.00936918+0.0391777j 0.00588773+0.0168395j -0.0127559-0.00535033j -0.00305808-0.00338186j -0.00424743-0.0116854j 0.0165508+0.00598483j 0.0253409+0.0149121j 0.0279391-0.0201137j 0.00342228+0.0117167j -0.0127178+0.0360798j 0.0206989-0.00566179j -0.0151686-0.00948376j 0.0143621+0.0266247j 0.00795475-0.0200494j 0.0191059-0.0369879j -0.002437-0.0376118j 0.0276353+0.0555339j -0.0414765+0.0291384j -0.00115209-0.0337332j -0.0107852+0.0297766j -0.0103377-0.00866582j -0.0245705+0.0201624j -0.0169651+0.0378838j -0.0208748+0.0147752j -0.0109379-0.0486512j -0.00260689+0.0266693j 0.0479446-0.00759939j -0.0379799+0.0379926j 0.00132772+0.0414148j -0.00875814+0.0171861j -0.0111186-0.0227479j -0.0239198-0.0598187j -0.0079899+0.0413381j -0.0404849+0.0137067j 0.0417022+0.0528016j 0.0277467-0.0271662j -0.00334274-0.021501j -0.000484879+0.0437198j 0.0497153-0.0277746j 0.0534848-0.0127484j 0.0271002-0.00419901j 0.0475095-0.0145946j 0.0630271-0.0656827j 0.0299655+0.0941056j -0.0109088-0.00674937j 0.0440005-0.0213635j -0.00477236+0.0144043j 0.0305731+0.0447467j 0.00109413-0.0222368j 0.0477265-0.0127272j -0.0008569+0.0854121j -0.0283041+0.0254274j 0.0441156+0.00942189j 0.0312246-0.034094j -0.0265418-0.0182562j -0.0155693-0.0568397j -0.000144585-0.0134173j -0.00247606-0.0189232j 0.024525+0.0252513j 0.021799-0.00517542j 0.0384094-0.0782582j -0.0191868-0.0148706j -0.0879576+0.0112602j 0.0232296-0.0745991j 0.0174092-0.0365446j -0.0804175-0.0748355j 0.203212-0.0430183j 0.0507308+0.100122j -0.049178-0.0707472j -0.0385063-0.0940641j -0.0238957+0.0245826j -0.0372999+0.0294566j -0.0425568+0.0249976j -0.0365738-0.0300435j 0.0350032+0.0135349j -0.0420024+0.0615681j 0.0152868-0.0195258j 0.0181652+0.00368927j -0.0555957+0.0829568j 0.0391987-0.0507037j 0.0427148+0.0218772j -0.0148758+0.17471j 0.153724+0.0439404j 0.0150646+0.025167j -0.0300784-0.0378388j 0.0628858-0.0300423j -0.0336269-0.0325944j 0.0120389-0.00478747j 0.00659499-0.00736979j 
-0.0110717+0.0179101j -0.0052265-0.00514903j -0.00212069-0.0107j 0.00146433+0.00941125j -0.0112375-0.0054803j -0.00620415-0.000508884j 0.00205444-0.00311694j -0.00800164+0.0128121j -0.00474085-0.0021951j 0.00129951+0.0158022j -0.00761713+0.00636587j 0.0085947-0.00748622j -0.00191776+0.00710005j -0.0108112-0.0105459j -0.0154409+0.00400848j -0.00565294+0.0110029j -0.00489688-0.0129726j -0.000155031-0.0136163j -0.0218336-0.000556163j 0.00929443-0.0183038j 0.00644095-0.00748033j 0.0199225+0.0249985j 0.00758443-0.0394793j 0.0213969-0.0519917j -0.00438803-0.0187628j -0.0139085+0.00497186j 0.0107706-0.0481346j -0.00877726+0.0201097j -0.00505763-0.0204164j -0.00482018+0.0203816j -0.00995039+0.0282072j 0.00778225+0.0141689j -0.00849326-0.0104294j 0.00823896-0.0205355j -0.00446909-0.0035566j -0.00189795-0.0391329j 0.00458229+0.0362143j 0.0198249+0.0256653j -0.000657794-0.0246631j 0.0115847-0.0628427j 0.0108467-0.0447089j 0.0212693+0.0091223j 0.0406491-0.0037324j -0.0287065+0.0364026j 0.00533329-0.031997j -0.0211963+0.016463j -0.032113+0.0625159j 0.0114401+0.0531659j -0.0195211-0.0213892j -0.0173243-0.0166511j 0.0184928+0.0389343j -0.0197304+0.0243961j -0.0258216-0.0144964j -0.0136613-0.0201543j 0.0217582-0.0119363j 0.00611769-0.0488768j 0.0333987+0.000899766j -0.0100245-0.0267588j -0.00945749+0.0100466j -0.000663978+0.0808266j 0.0105135+0.0317985j 0.0104627-0.0968421j 0.00705678+0.0387937j 0.0687776+0.0240363j 0.0881905-0.0406389j -0.0348305+0.0923843j 0.00738274-0.0592077j -0.0434827-0.00845323j -0.0814407+0.147699j 0.224249-0.112935j -0.103831-0.0802191j -0.197743-0.16875j -0.0334765+0.100897j -0.0856866-0.0324607j 0.0507472+0.0856187j 0.00686342-0.00123539j 0.00471883-0.0345609j -0.00745786-0.0120476j 0.00458261-0.0227477j 0.0129128+0.0376976j -0.00133593+0.017942j 0.00180252-0.0081516j -0.0147071+0.00391475j 0.007451+0.00211055j -4.64603e-05-0.0323751j 0.00653428+0.0060224j -0.0339615+0.0195342j 0.0338882+0.0467385j 0.0323229-0.0367767j 0.0109245-0.0135298j -0.0116248+0.00724856j 0.000109462-0.00394839j 0.0172932-0.00875799j 0.000113096-0.00175178j -0.0013976-0.00338405j 
0.0572673-0.00188718j 0.00827547-0.00743206j -0.00934959+0.0171114j -0.00021916+0.0284981j 0.00694916+0.028016j 0.0411027+0.0629501j 0.00128515-0.0607677j -0.0371058-0.0191105j 0.0458802-0.00217617j -0.0309319-0.0332308j 0.000662583-0.0153283j 0.00183529+0.0106151j 0.0285223+0.0131925j -0.00770676+0.00567631j 0.017126+0.018861j 0.00155798+0.0155314j 0.0172655+0.00188606j -0.035161-0.0352042j 0.0208745+0.0350277j 0.0272441-0.0114649j 0.0616658+0.0215853j -0.0352781-0.0338344j -0.0327451+0.0333294j 0.0315626-0.061705j -0.00907761-0.00707015j 0.0136217+0.0468236j -0.031402+0.0162473j -0.0130554+0.000645201j -0.0175216-0.0184357j -0.0084638-0.00194791j 0.0248535-0.0652476j -0.0124449-0.0380336j 0.0611708+0.107623j -0.0532883+0.0369833j 0.0419708+0.0635024j 0.0439933+0.00909602j 0.00563385+0.0290695j -0.0230296-0.0427862j 0.0102435+0.0518652j 0.0272998-0.0889196j 0.0622726+0.0103725j 0.00252211+0.0749986j -0.010683+0.00599405j 0.0261065+0.0443616j 0.00315055-0.0449087j 0.0136287-0.0288258j -0.0234851-0.0163671j 0.0298983-0.0143929j 0.0109404+0.0262079j -0.00289238-0.0156701j 0.0725697-0.0490206j -0.0124972+0.0134981j -0.0170433-0.0479319j 0.00683145+0.00895734j 0.013324-0.000973486j -0.00922917-0.00522128j -0.07708+0.0552108j -0.0451279+0.00788271j 0.021292-0.0432506j 0.0352097-0.152492j 0.00548975-0.119145j -0.00363562+0.0149208j 0.00763715+0.0457518j -0.138009-0.0271097j -0.0889469+0.0653201j 0.00617639-0.0956711j 0.0977516-0.110537j -0.0439708+0.00271563j -0.150475-0.0214936j -0.0590528-0.117119j -0.0459619-0.0444913j -0.114916-0.0376792j -0.0832793-9.24577e-05j -0.0234023-0.0456036j 0.0260608+0.0601205j 0.0101641+0.0271398j -0.00727114+0.0102062j -0.00167345-0.0134128j -0.0163344-0.032623j -0.00797425+0.0164987j 0.0254173-0.00402829j 0.0398423+0.0311569j 0.0315011-0.0588312j -0.0493897+0.0498809j 0.00160027+0.0249005j -0.052615+0.0236101j 0.0434847-0.0368973j -0.0255187-0.126244j -0.111124+0.0280295j -0.00776016-0.0483415j 0.00554799+0.0197171j -0.0184612-0.0465009j -0.0232555+0.0485981j 0.0111432+0.0189366j 0.0147881+0.00246092j 
-0.00680821+0.0126668j -0.00422352+0.0213771j -0.000149619+0.0146185j -0.00419136+0.00779949j -0.00419834+0.00613505j 0.00096977+0.0366969j 0.00279575+0.0318719j 0.0156683-0.0252186j -0.0191124+0.00527916j -0.027163-0.0237779j 0.0506179-0.0118991j -0.00966682+0.00553509j -0.0104053+0.0261117j 0.0239213-0.00862748j -0.00686464+0.015055j -0.00998911+0.0274809j 0.00421023+0.0101778j 0.0195464-0.0211527j -0.00909459+0.000448758j 0.00342217-0.0102033j -0.00499213-0.0200068j -0.00739636+0.0084534j 0.011559+0.0135479j -0.0108458+0.0573042j -0.0103091-0.0131599j -0.017634+0.0146763j 0.0320908-0.0817161j -0.00189617+0.0407463j -0.00764679-0.00397916j -0.00956238+0.0126842j 0.00256786+0.0168547j 0.00272975+0.0220763j -0.0396276+0.00606599j 0.00491315-0.000804357j -0.0144728-0.0110552j 0.0064256+0.0195864j 0.0191044+0.0152919j -0.00908678+0.0062251j -0.0302162+0.0559102j -0.00339529-0.0332095j 0.00646952-0.0208357j 0.0318013-0.00520096j -0.0226917-0.0238889j -0.0112313-0.053182j -0.0173792+0.0117188j 0.0364176-0.0218798j -0.0316029-0.00290098j 0.0052369+0.00258217j 0.000958563+0.0228247j -0.0201937+0.0108553j -0.00435151+0.0456847j 0.0451839-0.0207192j 0.020499+0.0225993j -0.000826938+0.0104688j -0.00883038-0.0434633j 0.0368684+0.00649609j 0.0315439+0.0198752j -0.0322281-0.015456j -0.0359209+0.00109113j 0.0108799+0.164073j 0.0513467-0.139497j -0.0432864+0.19887j -0.0880081+0.0976132j 0.00381759-0.0227448j -0.167933-0.0748677j -0.200956+0.00961294j -0.00475182+0.038198j -0.13503-0.0398131j 0.105512+0.0779679j 0.0700456+0.0264806j 0.0396276-0.0248257j -0.0399047-0.0186582j 0.0220785+0.0139415j 0.0104926+0.0492091j -0.011244+0.00575354j -0.0150654+0.00243744j 0.00993903+0.0235373j -0.0379109-0.0141988j -0.0327852-0.0117725j -0.0191944+0.00406564j -0.0159837-0.00357598j -0.00913366-0.0160624j 0.00419645-0.015697j 0.00475592+0.00360177j -0.00225319+0.0475486j 0.00238952-0.0134497j 0.00543653-0.00856852j -0.0124606+0.0512337j 0.0544215+0.014217j 0.00869821+0.0203278j -0.0145889-0.0162052j -0.0157508-0.00130684j -0.000625403+0.0162129j 0.00421383+0.00453374j 0.00705801-0.0280817j 
0.0278242+0.00202308j 0.0164698+0.0322746j 0.0176654+0.00328935j -0.00418514+0.00684943j 0.00944167+0.00916524j 0.00194342+0.0993152j -0.0317738+0.0184346j -0.0301946+0.00704922j -0.0397147-0.00263089j 0.0489248+0.00433824j 0.00964477+0.00463554j -0.0067704+0.0122537j -0.019049+0.00450242j 0.0147649-0.000283569j 0.0140236+0.00102664j 0.00431496+0.00657516j 0.0166876-0.00424687j -0.0012745-0.00272626j 0.0199145+0.0023663j -0.000890211-0.00803753j 0.0112594+0.0761454j 0.0042474+0.00641296j -0.0274848+0.0838712j -0.0455058+0.0782288j 0.0127812-0.0365662j 0.00947383+0.00400776j 0.00705844-0.010098j -0.00458616+0.00921746j -0.00477106+0.0163535j -0.0112821+0.0113488j 0.0202194+0.00172453j 0.00752848-0.0111725j -0.0361148+0.0152529j 0.00512702-0.00891242j -0.0202855-0.00134062j 0.0409584-0.0177852j 0.0150222+0.000585197j -0.0184403+0.0012452j 0.0214248-0.0683618j 0.0175217-0.0333228j 0.0547503-0.072177j -0.0048377+0.017729j 0.0715959+0.0264968j -0.0201377+0.0127034j -0.049133-0.0442564j 0.0028602-0.0241117j -0.0236799-0.0488513j 0.0778203-0.0512026j 0.0313977-0.0035557j 0.012543+0.0958536j -0.0406153+0.0344256j 0.0877933-0.00628568j 0.0253319+0.0194223j 0.0181496+0.0331855j -0.0155537-0.0825517j 0.0267817+0.053332j 0.0390933+0.0352337j -0.0265445-0.0185485j -0.0147269+0.00887659j 0.0451059-0.0160879j 0.0306851+0.00922702j 0.0178248-0.0866481j 0.0114699-0.0144245j -0.134356+0.0374421j 0.0608349-0.024315j 0.0286676-0.0221807j -0.0651305+0.0875039j 0.1135+0.140933j 0.0211855-0.000771784j 0.0356343-0.000899982j 0.099987+0.0298502j -0.05115-0.0325752j 0.00169309-0.0437267j 0.016877+0.0234566j -0.0253387+0.0103424j -0.0324517+0.027373j 0.0302205+0.0177972j -0.0892727-0.0192529j -0.0447912-0.0129999j -0.0386148+0.000829252j -0.00522008+0.0021809j 9.35968e-05-0.0416868j -0.0103006-0.0204102j 0.011166+0.0527453j -0.00678176+0.0974515j 0.013749-0.0146264j 0.0237321+0.000381128j -0.0297759+0.0191209j 0.0217623+0.0356667j 0.0154813+0.0162369j -0.0196892-0.00557733j -0.00652781-0.0175819j -0.00844624-0.00833406j 0.00799688-4.40838e-05j 0.00136217-0.0271455j 
-0.0134729-0.00470164j 0.00715395+0.0111336j 0.0315187+0.0118102j -0.00959391+0.0111382j 0.051153-0.0180123j 0.0414536+0.0176551j -0.0140202+0.00598355j -0.00604836-0.0341365j -0.0417629+0.0043803j 0.0371686-0.0221394j -0.0157549-0.013465j 0.00169301-0.00693176j -0.0146725-0.00906064j -0.00465372-0.00521338j -0.0177244+0.021832j -0.00759596+0.0131209j 0.000612733-0.0153529j 0.0129506-0.018481j -0.00960484-0.00961349j 0.00577997-0.00174431j 0.0143966-0.0205691j 0.0108856-0.0542083j 0.0187468-0.0492659j 0.00167902+0.0152773j -0.029829-0.0120826j 0.0263713-0.0399615j 0.0119419-0.0324446j -0.0182879+0.00750398j -0.016445-0.0156515j -0.00555459-0.00785465j 0.00253222+0.0354672j 0.000273548-0.00101322j -0.00273702-0.00525789j 0.00550339-0.00365453j 0.00339532+0.0177959j 0.00820698+0.0262707j 0.0358375-0.019654j 0.00776246+0.0555753j 0.00986393-0.0283871j 0.0120726+0.0243089j -0.00140376+0.0444862j -0.0483697-0.00270501j -0.0110534-0.0177724j 0.0506419-0.0297823j 0.0445732-0.0339569j -0.0247569+0.0625555j 0.0389876+0.0201766j -0.00985181-0.0740855j -0.0278986+0.03407j -0.0314651-0.02398j 0.0008551-0.0282233j 0.0197029-0.0350547j -0.00151586-0.0195261j 0.0296886+0.0177886j -0.0135756-0.0511015j -0.0159528+0.0583928j -0.0346422+0.0141506j 0.0063886+0.0254277j 0.0641612-0.0141625j 0.0145623-0.0586093j 0.0161671-0.0299228j -0.0068-0.119428j -0.0884677+0.110197j -0.091224-0.0774765j 0.145113-0.120184j -0.0561063+0.0845928j 0.063037+0.0757168j 0.0380411+0.0400783j 0.168352+0.0932761j 0.0990257+0.0368439j -0.101022-0.0326879j -0.0339053-0.00876736j 0.0347012+0.0537905j -0.0430477-0.0446428j -0.00209443+0.00561582j -0.000804634-0.0487736j -0.0253269+0.0127249j 0.0249498+0.0195451j 0.0331592+0.0166986j 0.0192239-0.00903181j -0.000212493-0.00750991j 0.0196121+0.0344453j 0.00862746+0.0278412j -0.00202324-0.0102667j -0.00622408-0.0144894j -0.0156161+0.0142509j -0.00261878-0.0148349j 0.00162792-0.00925068j -0.00886054+0.00153841j -0.00779477+0.00131587j 0.00475453-0.0122415j 0.00427943-0.00813934j 0.00468515+0.00628736j -0.00452695+0.007973j 0.00941867+0.00561303j 
-0.0255148+0.00134959j 0.0110245-0.0159154j -0.0142468-0.0305911j -0.0118392+0.00531683j -0.0298557-0.01386j -0.0588227+0.0461648j -0.0222527+0.0342834j -0.0157727+0.0496222j 0.01704+0.0213041j 0.0201189-0.00809156j 0.026896-0.00899645j -0.0248058+0.0133836j -0.0404172-0.00166329j -0.0126809+0.00267949j -0.00100904+0.0024387j -0.00145369-0.00210311j -0.0165664-0.0404679j -0.0013296+0.0117693j -0.00264244-0.0128439j 0.0119725-0.0260232j -0.0239759-0.00153162j -0.00993642+0.03139j -0.0672067+0.103172j -0.0224463-0.0168982j 0.0104179-0.0420478j -0.0230608+0.0167208j 0.0053798+0.0383592j 0.0215576-0.00908425j 0.0100154-0.00212104j -0.00288962-0.00143465j 0.0235748-0.049786j -0.0100131-0.0183956j 0.00997656-0.00819346j -0.0385447-0.0548713j 0.00138883-0.00871318j -0.0567728-0.0208045j -0.020348+0.0393889j 0.00955371+0.00838955j 0.00416773-0.0616192j 0.0281489-0.0216244j 0.00660883-0.0157855j 0.00630845+0.020098j 0.0714597+0.0476125j -0.047831-0.00194027j -0.0244449-0.0501066j 0.00183828+0.0675099j -0.0348946+0.0144855j -0.0167285+0.0513469j -0.0380471+0.058652j -0.0219399-0.0818702j 0.0229977+0.0333338j -0.00513153+0.0117912j -0.0268383+0.0127j 0.00163213-0.00818004j -0.0145079+0.00555125j -0.0417528+0.00248729j -0.0232229-0.0369449j -0.0289593-0.0464284j -0.0645041-0.0416048j -0.056768+0.0872597j 0.0403117+0.010735j -0.0126789+0.0528598j 0.0515221-0.0382336j -0.00475798+0.0541363j -0.0660081-0.0755675j -0.0166801+0.0273604j -0.104687+0.0162676j 0.0397932+0.0614251j 0.0396773+0.000243413j 0.104624-0.0302812j 0.0538655+0.00801105j -0.0597972-0.0278766j -0.0726973-0.00813508j -0.0157373+0.0292889j 0.0333319+0.0366785j 0.0148541+0.0789217j 0.0159446-0.00173262j -0.0412896-0.0322566j -0.00865782-0.036331j 0.0153914-0.00997942j 0.0119354-0.000384235j 0.0258391-0.0881109j -0.0284931-0.0217685j 0.0181312+0.0604938j -0.00863642+0.0434388j -0.0548554+0.0614329j -0.060286-0.0101633j 0.0323782-0.000625078j -0.000169217-0.0490545j -0.0111912-0.000284662j 0.0058843+0.0368665j -0.0546845+0.0213522j 0.0493924+0.0466223j -0.00660974+0.00564907j -0.00625942-0.0137051j 
