-0.00430829-0.0901194j -0.00501481-0.0322141j -0.00211155+0.0111973j -0.00250972-0.139504j -0.00518881+0.0638282j -0.00233484+0.0533179j 0.00918431+0.0155135j 0.00159837-0.0150494j 0.00444546+0.025557j 0.00105941-0.0464935j -0.000308531-0.0322933j 7.56232e-05+0.0017305j -0.00190103+0.0236024j -0.00177135-0.0180683j -0.0043524-0.0419559j 0.00554592-0.00843685j -0.00544102-0.0290313j 0.0112106+0.0674768j -0.0116201-0.112989j -0.00902865+0.177477j 0.013319+0.0122257j 0.00240873+0.0092341j 0.00741512-0.0215943j -0.00203271+0.0450835j 0.00299309-0.0270063j 0.00391968-0.00257728j 0.000350255-0.0238139j 0.00221289+0.00248399j 0.00240152-0.0459589j 0.000641117-0.00610598j -0.000659603-0.00563397j 0.00290298+0.0090557j -0.000262347+0.0231296j 0.00378515+0.0283903j 0.00174147+0.0653692j -0.0137722+0.0660064j 0.000789781+0.106748j -0.0169767+0.0395807j 0.00374513-0.0323261j 0.0139685+0.0113573j -0.00406764-0.0298223j -0.0243657+0.0557923j 0.00359714-0.00306737j 0.00629019-0.0690995j 0.0010456-0.0197433j -0.00109496-0.00682474j -0.00484847+0.0267353j -0.0100768+0.0356356j -0.0071669-0.0167392j -0.00895559+0.00946233j 0.0102313-0.0292029j -0.0263149+0.0131197j 0.0278521-0.00543955j -0.0202816+0.0143212j -0.00717354+0.0510439j -0.0219003-0.0124432j -0.0364961-0.0233005j 0.00928256+0.0379659j -0.0059404-0.0136742j -0.00960779+0.0109486j -0.010777+0.0217334j -0.00540378+0.0101259j -0.000886505-0.000101858j -0.0140701+0.023492j -0.00758312-0.0135167j -0.00690942+0.0136613j -0.0140765-0.0391653j 0.00471749+0.0261905j -0.000901842-0.00254856j 0.0129456-0.00724597j -0.0183951-0.000389286j 0.000616531+0.0111305j -0.00436342+0.00760153j 0.00745727+0.00323394j 0.0075256-0.0256765j -0.000225218-0.00456669j -0.00184981-0.00310303j 0.00389438-0.0141378j -0.00317328-0.00950888j -0.00607774-0.0246864j -0.00100558+0.0151481j -0.0211602+0.0207461j -0.006214-0.0211856j 0.0289413+0.0240049j -0.00122036-0.0265229j 0.0664783-0.0116521j 0.0432459-0.031434j -0.0253917+0.00723667j -0.0119107+0.00351712j 0.0462167-0.127693j -0.190974-0.0896051j -0.0461791+0.00816187j 0.00105553-0.120383j 0.211696-0.099643j -0.0978283-0.202565j 
-0.000756551+0.016782j -0.0257843+0.0167515j 0.000964091+0.0132247j -0.00589861-0.00677976j 0.0123505+0.0246282j 0.00633352+0.0122952j 0.00345194-0.0629671j -0.00171918-0.0422566j 0.0052462+0.0127793j -0.0105983+0.0153965j -0.00819999-0.00325438j -0.00061995-0.0139209j 0.00356738-0.0232654j -0.00733524+0.0198881j -0.000625695-0.00442679j 0.00330639-0.0101655j 0.000596563+0.0320939j -0.0084483+0.00144085j 0.0157926+0.0149988j -0.0155064+0.0192528j -0.00968942+0.0397774j -0.0224789+0.00981791j 0.0129524-0.0310289j 0.00901549-0.129128j 0.0569096+0.0444432j 0.0351331+0.0377545j -0.00390296+0.0573396j 0.00698149-0.0291354j 0.0117769-0.0317294j 0.0109795-0.0243095j 0.023826+0.0286548j 0.0239417+0.0139436j 0.0128616-0.0462644j 0.00327016+0.0254262j 0.0119336+0.0451207j 0.0160254-0.0646009j -0.0046258+0.0280741j -0.0404191+0.0310933j 0.0566292+0.0226796j 0.0190019-0.00161722j 0.0335106+0.000636498j 0.0210954+0.00897751j -0.0408175-0.000292085j 0.081208-0.10292j 0.116523-0.0652434j 0.00659434+0.0734251j 0.0604939+0.0600691j 0.0277593+0.00842899j -0.124504-0.0913665j -0.0675645+0.0408042j -0.110642-0.00262059j -0.0468825-0.0134584j -0.0278646-0.0585679j -0.0146361-0.0935223j -0.0824544-0.103423j 0.00316205+0.0201273j 0.0223565+0.00844551j -0.0678819-0.0192186j 0.00159771+0.0141217j -0.0385845+0.0454345j 0.064178-0.0612409j 0.0474994-0.0109835j -0.110156-0.0841051j 0.0920318-0.00232387j -0.13699-0.00956134j 0.0563587+0.0228507j 0.0373988+0.148655j 0.170456-0.10596j -0.0210767-0.0721554j 0.0718572-0.0454093j -0.0164467-0.0293701j 0.0163198-0.0307932j -0.0577802-0.0828248j 0.0553478-0.0956235j -0.0280408-0.0159037j -0.0794709+0.00741319j -0.0281257+0.0548961j -0.0175159-0.072188j -0.030316-0.0711705j -0.029527+0.00871142j 0.0275675+0.00474674j 0.0660812+0.0580894j 0.0129491-0.0580141j -0.0115196+0.026057j -0.0290028+0.0843575j -0.0131635+0.0111971j -0.021739-0.0106187j 0.0208821+0.047027j 0.0378803-0.0165939j 0.0383315-0.0010424j -0.00102277-0.0156544j 0.0713863-0.0339517j 0.0370767-0.0438631j -0.000172086+0.00857171j -0.000627697+0.0162376j 
-0.00430176+0.0266228j -0.00472486+0.00750399j -0.0184474+0.0175732j 0.0249134-0.0079676j 0.00228548+0.0174468j -0.0103957+0.0684557j -0.0042653+0.010313j -0.00426712+0.0234999j 0.01096-0.0216672j -0.000716041+0.00610886j 0.0138742+0.00504504j 0.0254329+0.0110962j -0.00504381-0.0061776j -0.00813148+0.00622969j -0.00233944+0.00587263j -0.000859689+0.0133782j 0.00175336-0.0166451j 0.0247354-0.0215375j -0.00550849+0.0251559j -0.00941965-0.0143085j -0.0159771+0.0206245j 0.0210551+0.0166369j 0.0215502+0.0811797j -0.0400045-0.0203803j 0.00510335-0.0160331j -0.0126055+0.0153068j 0.00269582-0.0114153j 0.0021837+0.0227367j 0.017898+0.011556j 0.000997222+0.00294555j 0.0016431-0.0225153j -0.0148862+0.051997j -0.00367788-0.0359344j -0.0382166+0.0156758j 0.00374778+0.00486649j 0.00235821-0.0606022j -0.0237344+0.0312177j -0.0410344+0.0199611j -0.00380771+0.0186928j -0.00733124-0.0477074j 0.0974394-0.176935j 0.0734481+0.0135975j 0.0329795-0.0236365j -0.0623697-0.0480486j -0.134321-0.0497991j -0.102768-0.00637041j -0.173628-0.0182559j 0.0660699-0.0102679j -0.0770518+0.129426j -0.0793072-0.0634564j -0.0252583+0.0683647j -0.143108+0.03921j 0.0692732-0.0485233j 0.15624-0.122103j 0.00179375+0.0514502j 0.00237964+0.0230667j -0.0628457-0.0372817j -0.0175612+0.00431154j 0.0104102+0.0127481j 0.0208967-0.0216465j 0.0294206-0.0168099j 0.0264529-0.0293766j -0.00326118+0.024709j 0.0191749-0.0743082j -0.0414557-0.0137994j 0.0619173+0.0720799j 0.0373689-0.00465066j 0.0198114-0.041147j 0.0352797-0.0655287j 0.0369557+0.0120361j -0.0396448+0.063827j 0.0624376-0.0700193j 0.100857-0.0559624j -0.0203341-0.0162179j -0.0909935-0.108971j -0.0380621-0.0481665j -0.0315228+0.0227773j 0.0542195+0.0978923j 0.00864289+0.0234612j 0.0918193-0.0601301j 0.026764-0.0287668j -0.00655398+0.0539448j 0.0537892+0.00828501j 0.0322209-0.0370104j 0.0206279-0.0556625j -0.0202997-0.0478118j 0.00661967-0.0100657j -0.0163787-0.024668j -0.0244647+0.0163914j -0.0211119+0.0167243j -0.017136-0.0371508j -0.0062888+0.0181918j -0.00269419+0.0232818j 0.00328912-0.0422591j -0.00844757-0.0149996j 
-0.00977912+0.0274429j -0.0041102+0.0138996j 0.00287412-0.0147866j 0.0197471-0.00508384j -0.026981-0.0107139j 0.0245671-0.00178895j -0.0115976+0.00352949j -0.0401791+0.00226925j 0.00819316+0.00669892j -0.00189967+0.00119106j 8.87242e-05-0.00562859j 0.00628445+0.00346726j 0.00146559-0.0179161j -0.0270276+0.00659322j 0.00401705-0.00927841j 0.0164784-0.00150224j 0.0111412+0.00618452j -0.0141789+0.00484733j 0.019721+0.00114968j -0.00928468+0.0169498j 0.0395207-0.0263151j -0.0195684-0.000868129j -0.0270437-0.028304j 0.0197105-0.00746217j 0.0605842+0.0157805j -0.0259113+0.0502131j -0.0189245+0.0278733j 0.0133806-0.033667j 0.00911325-0.0111266j 0.000724152+0.00295803j 0.0314276+0.0096118j 0.0227284+0.0342519j -0.0016833+0.0441476j 0.0158587-0.041028j 0.0103846+0.0317862j 0.0249529-0.0299523j -0.00221806-0.0222391j -0.0502274-0.0905802j 0.040316+0.0175139j -0.0381718-0.09113j 0.0363229-0.0438416j 0.025314+0.0198441j 0.0363665+0.0561167j -0.00999426+0.0243127j -0.0962124-0.00773713j 0.0738873-0.144813j -0.0873368-0.00839867j -0.0642555+0.153494j -0.142608+0.0183724j -0.0295639-0.132568j 0.103394-0.0389229j 0.0247923-0.0456791j -0.0715262+0.00299591j -0.0490443+0.0440018j 0.0166736-0.0911252j -0.0467652-0.00964783j 0.0349-0.00178438j -0.0461047+0.0192256j -0.0493374-0.0246448j -0.109949-0.0233625j -0.0239463+0.0103184j -0.00689009-0.0551236j -0.106305-0.0105156j -0.0125317+0.0193033j 0.0492304-0.0363901j -0.0117901-0.00540321j -0.0137196+0.0650809j 0.0176417-0.0335863j 0.0232758+0.0662569j -0.0618708+0.0276697j -0.0334576-0.00457612j -0.0371057+0.0857586j 0.00419477-0.0636713j 0.0606132+0.0189357j 0.0247204+0.0463777j -0.0216292-0.0747174j 0.0290234+0.026396j 0.0614865-0.0833833j 0.0533129+0.0256089j -0.0567909-0.00315979j -0.0315694+0.0151589j -0.00909832+0.0533894j -0.047856-0.0375938j -0.0511143-0.0161524j -0.0178898+5.00389e-05j 0.0405362-0.0372567j -0.014489-0.0391692j 0.00673073+0.0340561j 0.0363215-0.00314356j -0.0114227+0.0151002j 0.00395083-0.027904j 0.0578861+0.0084057j 0.0193678+0.0124461j 0.00127365-0.0435251j -0.0209043+0.00823856j 
-0.000486702-0.0053075j -0.0018046+0.0199189j -0.00401198+0.0116291j -0.0342973+0.00521014j -0.000387985+0.0237741j -0.0023333-0.00765187j 0.0129528-0.032077j 0.0204015-0.0207701j -0.00596112+0.0229919j -0.0118936+0.00644213j 0.00545073+0.00835714j 0.027946-0.0143449j -0.0184741+0.0387386j -0.00223904-0.0386091j -0.0163317-0.0134559j -0.0144709+0.00227901j -0.0036428-0.0101347j 0.00192126-0.00129132j -0.0104332+0.00441186j -0.0112713-0.0195003j -0.0285756+0.017518j 0.0266654-0.0194351j 0.0246966+0.00330809j -0.0221414-0.014172j -0.0243046-0.0155321j 0.0111934-0.0334464j 0.0106098-0.0089202j -0.00893066+0.011056j 0.00316908+0.0521148j 0.0134186-0.024013j -0.000242276+0.0279738j -0.0194945-0.0482762j -0.0528163+0.0179795j -0.0507094+0.00557135j -0.0055928-0.0389018j 0.0219761+0.0399095j -0.00633584+0.0139611j 0.0128478+0.0130891j -0.00602598+0.012378j 0.0295419-0.0504087j -0.0712432+0.0520814j 0.0709345-0.0245291j -0.0239132-0.0551798j 0.0128193-0.19853j 0.145279+0.0547152j -0.00589106+0.0336807j -0.0712772+0.119799j -0.0962391-0.0171917j -0.119736+0.0600497j -0.17012-0.114451j 0.0649091+0.0881141j 0.0378557-0.0582617j 0.0716664+0.0327813j 0.150553+0.0772251j 0.0288404-0.0466887j 0.0473377-0.0194334j -0.00281147+0.0112973j -0.0233686+0.0188079j 0.0279198+0.0083471j 0.0629752+0.0130945j -0.00259219-0.00734758j -0.0166516-0.0669374j 0.0912315-0.0486848j -0.0273471-0.00976735j 0.0205511+0.0246325j 0.0215644-0.0147036j -0.0405674-0.0947659j -0.00613835+0.0520427j -0.0303986-0.0267863j -0.00521294-0.0145764j -0.00721023+0.0163492j 0.0156835-0.0280126j 0.0345236-0.0115239j -0.0148832-0.015185j -0.0352099-0.0852001j -0.0289835+0.0509008j -0.0170101-0.020449j -0.0448336+0.0470006j -0.101205+0.0363839j 0.0362229+0.0163763j 0.00696422-0.0231552j 0.0436874-0.0423654j -0.0135918-0.0459219j 0.0253845+0.00126031j 0.029875+0.0548394j -0.00286308+0.0343876j -0.000562211-0.0116845j 0.00467114-0.0154453j -0.0230706-0.000378597j -0.0172661-0.0136044j 0.00679084+0.0104747j 0.00749694-0.0274939j -0.0266085-0.0466161j -0.00685827-0.00682977j -0.00155636+0.0400251j 
0.0196395+0.0148571j -0.0221601-0.00131031j -0.00808103+0.0069607j -0.00821473+0.00501404j 0.00441579-0.00280468j -0.0106907+0.0167358j 0.00296228+0.00219694j -0.007448-0.0127149j -0.0196331-0.0270304j 0.00376239+0.0222531j 0.0150273+0.0122868j -0.00194748-0.000749777j -0.0208707+0.000315215j -0.00597057+0.000727048j 0.00174926+0.01926j -0.00580236+0.0113135j 0.00469833-0.00787288j -0.00829687-0.0157234j -0.00754639-0.0071678j 0.0362342+0.00244661j 0.0016625-0.00894549j -0.00301145+0.0107103j -0.0245397+0.0295343j 0.00986347+0.0191432j -0.0455307-0.0208223j 0.0257839-0.00984607j -0.0283445+0.00675626j -0.0187253-0.0121156j -0.0583105-0.0136732j 0.0177256-0.0133151j 0.0338298-0.0192171j 0.0652616+0.00640542j 0.0284115+0.0291535j 0.00355277-0.01749j -0.0196085-0.0566668j -0.0402281+0.018848j 0.0642204+0.0079701j 0.0454844+0.0351589j -0.0527286+0.0250821j 0.030001+0.00430895j 0.0287863+0.0448589j 0.0322227+0.0154032j 0.00345805-0.0760097j 0.054776-0.0401316j 0.050168+0.00926919j -0.0791027-0.0435391j 0.00193124+0.0176174j 0.211599+0.0212258j -0.0719555+0.120647j -0.107679+0.0107599j -0.049469+0.0379041j 0.0194744+0.00421122j -0.110914+0.042427j -0.201312+0.0215524j -0.207403+0.00608393j 0.0207301-0.00583915j 0.00605921+0.0539393j -0.0193485-0.0343509j 0.0800558+0.00581652j 0.0269752+0.0219119j -0.000946254-0.00304612j 0.0202817-0.0335323j 0.0592144-0.0417658j 0.0725419+0.00582365j -0.0720798+0.0097004j 0.045662+0.064651j 0.0659643+0.000884459j 0.0576586-0.000631545j 0.0459692-0.0636013j -0.030328-0.0808694j 0.0226029+0.0747929j -0.017839+0.0912223j 0.102904+0.0970133j -0.0815532+0.116351j 0.107728+0.10369j 0.0528945-0.146064j 0.128429-0.0528427j 0.0356379+0.0631245j 0.019825-0.0458305j -0.0917153-0.00623677j -0.0277887+0.00731773j -0.0345446-0.0167559j 0.0679523-0.00276689j 0.0459666+0.00432832j -0.0175582-0.0333913j -0.0373677+0.0593692j -0.0160495+0.0124636j -0.0102841-0.0281139j -0.0337803-0.00056764j -0.0362518+0.00790119j -0.0280819-0.0185411j -0.0102283-0.0049897j -0.00035087-0.0015807j 0.00500185-0.0139669j 0.0213881+0.022024j 
0.00828396-0.00737305j -0.0285902+0.0126481j -0.00567672+0.0134912j 0.00474343-0.00317676j -0.010011+0.0351939j 0.000275953+0.00723392j -0.0189917-0.00796259j -0.0185962-0.0140992j -0.00550497+0.0049134j -0.0212767+0.00526075j -0.00413043-0.020882j -0.0039655+0.00946387j -0.0117223-0.0195516j -0.0079828+0.0346352j 0.00445511+0.00764082j 0.00590632+0.001206j 0.0144721+0.0338716j -0.00967453-0.023461j 0.00563063+0.030237j 0.016054+0.0227122j 0.00476866+0.000441227j -0.0432277+0.000656345j -0.0446053-0.0344668j 0.00374337-0.127596j -0.0242606+0.0545338j -0.0447043-0.00519938j -0.0127725+0.0333772j 0.0231118-0.0028587j 0.00870747+0.00197136j -0.0380525-0.0261859j -0.0480836+0.0446012j 0.0219355-0.00629874j -0.00731889-0.0319426j 0.00663775+0.0303479j 0.0150514-0.0124248j -0.00981542+0.00314933j 0.038393+0.042323j -0.00870986+0.0573876j -0.018047+0.0138055j -0.00394809+0.0385227j 0.0810245-0.0547431j 0.0323349-0.011835j -0.0679083-0.0157355j -0.0834078-0.108981j 0.101144+0.00689072j -0.0182039-0.0318787j -0.120649+0.00411574j -0.246282-0.0183185j 0.233971+0.075653j -0.0704544+0.044468j 0.173242+0.0537985j 0.139401+0.0220849j 0.0105912+0.0580225j -0.136379+0.00292007j 0.0645595-0.0240056j -0.127188+0.0217809j 0.0325591+0.00757333j -0.0552174+0.0095677j 0.0111969+0.0168686j 0.0114762+0.0398154j 0.0315809-0.0129597j -0.0412095-0.0350686j -0.0487412-0.050143j -0.00183456-0.0197514j 0.0143065-0.0235128j 0.0591861-0.00731978j -0.0843281+0.0479496j 0.0314404+0.00592959j 0.0325376-0.0453546j -0.0374416-0.0907145j -0.0299453+0.065387j -0.0123659+0.0159195j 0.0872781+0.10237j -0.0392475+0.0575779j 0.0524968-0.0478087j 0.0501425-0.0430366j -0.000853527+0.0599698j -0.0605428-0.0461591j -0.0409595+0.0111063j 0.0171527+0.021453j -0.0186503-0.00944505j 0.010329-0.0212025j -0.00856494-0.0240655j -0.0398582+0.00426902j 0.00049395+0.0292425j 0.0221253-0.0176378j -0.012142+0.020966j -0.00339589-0.0316513j -0.037983+0.01109j -0.0158451+0.00846687j 0.0016653-0.0142307j -0.00761546-0.0123879j 0.0147595-0.0192527j -0.0139506-0.0121534j 0.000514202+0.0030886j 
0.0180899+0.00452932j 0.0135147-0.0293211j -0.0072753-0.0170871j -0.0181481+0.0232447j 0.0351594-0.0375399j -0.0417295+0.0119881j 0.0260805-0.000581826j 0.0345897+0.0401383j -0.0027048-0.00476978j 0.0025248-0.00297989j 0.0264377-0.00948313j 0.00544053+0.0131662j -0.0219494-0.0139343j -0.00733131-0.00118661j -0.0217214-0.0115732j -0.0251248-0.0117749j -0.0117366-0.016975j 0.0153127+0.00787997j -0.0203299-0.0100345j 0.0284164+0.0167411j -0.0233301+0.00250065j -0.0285769+0.049518j -0.00705511+0.00742029j 0.0186951-0.0390551j -0.132427-0.0208962j 0.0546938+0.0204098j -0.0146899+0.0139508j 0.00456817-0.0133232j 0.0205349-0.0220135j -0.0168021+0.0179447j -0.00307593+0.0408211j -0.0234447-0.0104103j -0.0226714-0.0731081j -0.00298705-0.00202401j -0.00804981+0.00621195j -0.0557784-0.0126686j -0.0119139+0.032962j 0.0777215+0.0364595j -0.0676949-0.0360837j 0.081069-0.138153j -0.00252612-0.00126305j 0.0788886+0.0262468j 0.0548309-0.0427614j -0.0373225-0.000346317j -0.054392-0.078778j 0.0820449+0.0491667j 0.108036+0.0847969j -0.0565292-0.0492831j 0.0202359-0.0508944j -0.0396997-0.000578946j 0.149694+0.0130761j 0.00692124-0.0116075j 0.0274176-0.0135818j 0.0121693+0.0201152j 0.0704914+0.0542395j 0.0708299+0.046804j 0.00797987+0.032296j 0.0630414+0.00999346j 0.0718923-0.0316501j 0.180046+0.0258519j -0.0942151+0.0224878j 0.0475283+0.0278742j 0.0313047+0.0251711j 0.0526328-0.0394882j 0.017509+0.0832729j -0.017245+0.0469861j 0.0441297+0.0507592j 0.0312391+0.0165656j 0.00532162-0.0828889j -0.00804796-0.0326259j -0.0251263-0.14823j 0.014193+0.0811883j -0.0766817-0.107336j 0.14878-0.110126j -0.00955729+0.0481154j 0.0144333-0.0457568j 0.059839-0.0205812j -0.0281892+0.0281853j -0.0152327+0.0435141j -0.0524376+0.0314754j -0.0450088+0.000862654j -0.00240588-0.0207462j 0.066123+0.0120875j -0.0221177-0.017229j 0.0180961-0.00419961j -0.0536447+0.0548203j 0.0267307+0.0244565j 0.0267439+0.0532812j 0.0946738-0.0344554j -0.0222829+0.0605815j -0.0890507-0.0097731j -0.0293775+0.0159528j -0.00237314+0.0260573j 0.00132821+0.00957975j 0.0342103+0.00227363j 
-0.0283827+0.00793798j -0.00847166+0.0215969j 0.0202987-0.0362987j -0.0203108+0.00248652j -0.017858-0.0473067j -0.00195526+0.00860809j -0.00879092+0.0286122j -0.0128886+0.0328373j 0.00193478+0.0163597j 0.00572368-0.0357033j 0.000995265-0.00175174j -0.00481296+0.0103792j 0.00455251-0.0417257j 0.00333801+0.0360067j 0.0030732+0.0197429j -0.00728557-0.0326291j 0.0127825-0.0126473j -0.0109065+0.00181273j 0.0100176-0.00105148j -0.0102826+0.00242168j 0.00559254-0.0200792j 0.0194707-0.0288055j 0.0264953-0.0620333j -0.000893762-0.116871j 0.0751252+0.00697148j -0.013965-0.0702892j -0.00255815+0.0333314j 0.003363-0.0238879j -0.00685531+0.0208598j 0.0148146-0.0214717j 0.0166949+0.0336261j 0.00949144-0.103985j -0.00537186+0.00984973j -0.0192203-0.0522544j -0.010051+0.0708829j 0.0370083+0.0159545j 0.0216043-0.0265573j -0.0504272-0.0137803j 0.0476224-0.125587j -0.0466699-0.0511445j -0.0373721-0.0361123j -0.0616577-0.0354526j 0.0624158-6.3895e-05j 0.0270203-0.0415622j 0.0948275-0.0427077j -0.0650651+0.135714j 0.0114164+0.0512258j 0.0275829-0.132847j -0.0664797+0.0315344j 0.0190993+0.0110711j -0.0503677+0.135113j 0.00682982-0.0338773j -0.0552249+0.0713307j 0.0841268+0.111727j -0.0706984+0.0772439j 0.00736675-0.0392631j 0.0611005-0.0189629j -0.0582483+0.00227176j -0.0402749+0.0478863j -0.063488+0.0428345j 0.0282763-0.0485523j 0.055032+0.0129588j 0.0035746+0.0113092j 0.00307993+0.0387065j 0.0458974+0.158078j -0.0975662-0.0884147j -0.00591334-0.0541223j -0.0312872-0.0302012j -0.0853149+0.0655242j -0.0311748+0.0933811j 0.0435876+0.0189676j 0.0274795-0.0420311j -0.0109775+0.0273722j -0.0324193+0.0242563j 0.0197409+0.0416652j -0.0153785+0.00960717j 0.000162477-0.0153925j 0.0126494+0.0220293j -0.0077947+0.00631716j -0.0305686-0.00019053j -0.0508068+0.0552275j -0.0400771+0.0146502j -0.00110128-0.0132471j 0.0414652-0.0566699j 0.0535208+0.0559132j 0.0233456-0.016035j -0.0358918-0.0565303j -0.0133486-0.0229538j -0.0385685+0.00393843j 0.0212071+0.0116774j -0.00934746+0.00452986j 0.00867698-0.00344961j 0.00677353-0.0231112j -0.00924938-0.0174714j -0.0296418-0.000311895j 
0.027795+0.0187365j 0.0133124-0.00841357j 0.0314055+0.00171434j -0.0182063+0.00109415j 0.00894786+0.00135938j 0.0203652+0.0126379j -0.0155085-0.0028357j -0.0321695+0.0363941j 0.00471663-0.0142388j 0.00992355-0.0127796j 0.0063462+0.0154746j 0.00451571-0.000640871j 0.00679962-0.00208728j -0.0127967-0.00573071j -0.00873902-0.00865614j 0.00782987+0.00053723j -0.00510824-0.0157341j -0.0166259+0.0204733j 0.0144212-0.0121941j 0.0199669-0.00744192j 0.0191271+0.0201224j -0.0405517+0.00495646j -0.0574351+0.0264268j 0.0645562+0.0382853j -0.00895542-0.0548737j 0.0520003-0.0196143j -0.0264885-0.0213253j 0.0112071+0.0134186j 2.43716e-05+0.00449942j -0.0171042+0.0161812j 0.0182546-0.0151161j 0.0773361+0.0182415j 0.0290098-0.0151277j 0.0217332-0.038545j -0.00357998+0.0346265j -0.00689041-0.0286772j 0.0353637-0.0266697j 0.0280537-0.0429977j 0.0421645-0.127821j 0.0718677-0.0833092j 0.0439962+0.0500424j 0.0362479-0.0301785j 0.20339+0.0288103j 0.0162671+0.017393j 0.133811+0.0624416j -0.325549-0.0107583j -0.129304+0.012144j -0.0675182-0.0357843j 0.151062-0.0707836j 0.0925081-0.0300975j -0.0342337-0.0547679j -0.0264413-0.0281742j 0.0336385-0.0218157j -0.0857468-0.0118316j -0.093342+0.0327032j -0.0930441-0.0228392j 0.0286806-0.054573j -0.0432103+0.0285303j 0.0363673-0.0408498j 0.064041-0.00494598j 0.000257454-0.0334625j -0.0291482+0.0382858j -0.0839665-0.00600582j 0.0786586-0.0413146j -0.0533612+0.0136521j 0.00816233+0.0443581j -0.0167497-0.0057231j 0.00747857-0.023119j 0.0489074+0.0658084j -0.0903753-0.052325j -0.0251936-0.00276709j -0.075975+0.0669918j -9.77547e-05-0.0878495j 0.0277447-0.0337391j -0.0413819-0.0279189j -0.0646408+0.0538363j -0.0877204-0.00212668j 0.0366448+0.0409948j -0.00726527+0.032543j 0.0172055+0.0209898j 0.0101865+0.00530548j -0.0117803+0.045849j -0.00748395+0.00882569j 0.00195481-0.0682156j 0.0486571+0.0105918j -0.00839119+0.0179189j 0.0262226-0.0211138j 0.013573+0.0401979j 0.0599935-0.00851917j 0.0291339-0.00264103j 0.00317497+0.0195503j -0.0141538+0.0169068j -0.011687+0.0175331j -0.000852551+0.0195566j -0.00299018-0.0170354j 
-0.0181663+0.0084882j -0.0323313+0.0153754j 0.0147925+0.0259366j -0.0185988-0.000672529j -0.0159886+0.0358719j -0.018515+0.040008j -0.0161249-0.0075657j -9.43986e-05-0.00849055j 0.0080663-0.0258624j 0.00230654+0.00963218j 0.00437972-0.00781285j 0.00380456+0.00964252j -0.00587152-0.0273379j 0.0156558+0.0306874j -0.0125952+0.0199225j -0.0145114+0.0177129j -0.0191131+0.0183712j 0.00514668-0.0122546j 0.00740458+0.0133344j -0.00841453-0.00555454j -0.0137364+0.0458082j 0.0130957+0.0179488j -0.0123189-0.00447489j -0.0537355-0.0717182j 0.0338653-0.0341568j 0.000976058-0.0481185j 0.0141602+0.00400349j -0.00960459+0.0247475j -0.0124468+0.0282961j -0.00247403+0.00390563j 0.0189269-0.0341746j -0.0436581+0.00589301j -0.0142085-0.00705645j -0.0227131-0.0131687j 0.00376965-0.0370274j -0.0150006-0.0105521j -0.00452965+0.00672049j -0.0235596+0.0302558j 0.0304504-0.204095j -0.0546058-0.00234259j -0.0703966+0.0456769j 0.0365706-0.0164422j 0.199877+0.0538124j -0.0308181-0.0641721j -0.0515869+0.0562839j 0.180026-0.099652j 0.173877-0.0288138j -0.0666876+0.0402175j -0.0859891+0.000538977j -0.0204821+0.0376424j 0.0293846-0.0440435j -0.0125535+0.00950358j -0.00985661-0.00630336j 0.0371179-0.0391792j 0.0358258-0.0426402j 0.0483077-0.0366647j 0.00273166+0.00626525j -0.0168524-0.0103923j -0.016863-0.0196381j -0.0261969+0.0253406j 0.00205033-0.0594173j -0.0297949-0.00720317j 0.0424234+0.00974378j -0.0428818+0.000579528j -0.0463369-0.0734644j 0.0204313+0.0202376j 0.0232009-0.0255253j -0.00403234-0.0250483j 0.0285518-0.0543966j 0.0190536-0.0657186j -0.0620697+0.0269439j 0.0109113+0.0260258j 0.051487+0.016713j -0.000221671+0.0270989j 0.0291939-0.0319886j 0.0125704-0.0349446j -0.0247354+0.0101975j 0.048498-0.034649j -0.0111454+0.00686208j -0.0297688-0.00481754j -0.0213942-0.0129301j 0.0205844+0.0374753j 0.00309143+0.00306304j -0.0108958-0.0840108j 0.0032848-0.00256604j 0.0110844+0.0163012j -0.00530219-0.0128993j 0.00196284-0.00751452j -0.0138721+0.00371883j 0.00193798+0.0059854j -0.00596308-0.01144j -0.00541605-0.00708803j 0.00724408-0.00533124j 0.0009892-0.00833928j 0.0026827-0.0184597j 
