0.030784-0.0110574j 0.00499735-0.0509968j -0.0386952-0.123089j 0.0656544-0.0831962j 0.0490336+0.0186822j -0.126502+0.0493506j -0.00818691-0.0555403j 0.0696362-0.00429701j 0.0558995-0.0433698j 0.00628953-0.0774021j -0.00749324+0.00234519j -0.086208-0.114276j 0.0907067-0.00287397j 0.030053+0.102062j -0.121462-0.037547j -0.100574+0.0434907j -0.0287405+0.0306809j 0.0902038+0.016794j -0.0395124-0.0587749j 0.0330066-0.128811j -0.00660958+0.0392997j -0.0376948+0.1037j 0.276121-0.0346145j -0.10838+0.0928746j -0.209861-0.144783j 0.0589858-0.170628j -0.0958296+0.0498015j 0.0347689+0.0909172j 0.00755453+0.119258j -0.06386-0.0392085j -0.154473+0.148789j 0.0247065+0.0813705j -0.0473339-0.118995j 0.0234143+0.0699552j -0.0271639+0.077045j 0.189299+0.0400958j -0.114434-0.217645j 0.188817-0.00259733j -0.0410528+0.0857326j 0.0713717+0.0168816j -0.03768+0.0265686j 0.0232583-0.0161625j 0.0353812+0.0054402j 0.0293322-0.0537399j -0.00976231-0.0497665j 0.0452221-0.00930286j 0.0104489+0.02428j 0.00838482-0.046172j 0.00439014-0.00184883j -0.0295632-0.00296502j 0.0019109+0.0221843j -0.04862+0.0220085j 0.0485405-0.0101344j 0.0314827-0.0092039j 0.0304449-0.0166787j -0.0109442+0.050858j 0.0240017-0.0160435j -0.0513953-0.0340069j -0.015511-0.00499548j -0.00483051+0.0215276j -0.0177383-0.00554045j -0.00169883-0.0141596j -0.038479+0.00405359j -0.0529763-0.00354019j -2.98872e-05+0.00734323j 0.0382975+0.0542761j 0.0130719-0.0417903j -0.00604436+0.0132422j -0.00756572-0.035321j 0.0800509-0.00609515j -0.0130644-0.0157727j 0.0108575+0.0346001j -0.0248813-0.045204j 0.0165029-0.0551839j 0.0110461+0.0283166j -0.0306124+0.0332722j -0.00418901-0.00144775j 0.0126627-0.000375616j 0.0467286+0.0106511j -0.0173833-0.0326896j -0.0218386-0.0143621j -0.0105395-0.00229208j -0.0299686+0.0110782j 0.033771-0.0619429j -0.010682+0.0341212j 0.00714864+0.0194708j -0.000877904+0.0309512j -0.00835519+0.032197j 0.0508595-0.112404j -0.123944-0.0328164j -0.0226257+0.03443j 0.00246689-0.0333625j 
-0.000432039-0.00197121j -0.00136919-0.00230513j -0.00227413+0.00190491j -0.0042642-0.00139972j 0.00379284-2.19315e-06j -0.00119139+0.00352256j 0.00102982-0.00122493j 0.000143271+0.00266579j -0.00228225-0.00108721j 0.000946475+0.00219145j 0.00335968-0.000261386j -0.00199561+0.00372285j 0.000448285-0.00241082j -0.00339384+0.00106891j 0.00409565+0.00075453j 0.000104912+0.000484095j 1.64287e-08+0.00376017j 0.00631057-0.00251755j 0.00111124-0.00555396j -0.000740316-0.00767151j 0.00294849-0.00149562j 0.00135747+0.00144j 0.000732657+0.00102873j -0.000958338+0.000696522j 0.00223004-0.00258517j -0.00272607+0.00399229j -0.000735066+0.000887285j 0.00741463-0.00734165j -0.00124177+0.0033514j -0.00606304-0.00337138j 0.000205976+0.00255596j 0.00657078-0.00349775j 0.00455476-0.000703981j -0.00124073+0.00122325j 0.00507901+0.00291342j -6.43346e-05-0.00694449j -0.0116569+0.0113258j -0.00210707-0.00853771j 0.00404465-0.00636198j -0.00345355-0.00485694j 0.00350719-0.00181505j 0.00644642-0.000135885j -0.00290438+0.00336584j 0.00730768+0.00320604j -0.000718455-0.00240354j 0.00531189+0.00226869j 0.000592767+0.00247484j -0.00248494+0.000108866j -0.00641386-0.00207214j 0.00149236-0.00151028j 0.00316809+0.00271971j -0.00199755+0.00375832j -0.00206526+0.000537702j -0.00712722-0.00122831j -0.00152396-0.00147533j -0.00204441+0.00507487j -0.000943392+0.000765323j 0.00169813-0.00309362j -0.00271837-0.00471018j -0.0109964-0.00471622j -0.00298559+0.00735456j 0.00449895+0.00988716j -0.0179694+0.012748j 0.0140084+0.00376314j 0.0051604+0.00962045j 0.0134981-0.000932664j -0.000395605+0.00361916j -0.00416869+0.0111585j 0.00246831-0.0163163j -0.00513313+0.00639503j -0.000339223+0.00261105j 0.00271526+0.00512196j 0.0184+0.00292465j 0.00212603-0.00283368j -0.00754105+0.00411676j -0.00274523+0.0109762j 0.00386791-0.00207264j 0.00385151-0.00323433j 0.00486037+0.00474247j 0.00864211+0.00386191j -0.0104134-0.00865872j -0.0183685+0.00500553j 0.0117172+0.00160894j -0.00815924+0.00143563j -0.00910224-0.00324374j 0.00281732+0.00115119j -0.000945525+0.0101538j 0.00469834-0.00258416j 0.00305933-0.00203425j 0.00221556-0.00138361j -0.00277372+0.00459967j 0.00170098+0.00263853j 
0.00150708-0.00151633j -0.00565011-0.0012596j -0.00177512+0.000362167j -0.0014458+0.000680069j -0.000697104+1.31813e-05j -0.00273489+0.00427221j 0.00189518-0.00108134j -0.00157283+0.000165213j 0.00174793-0.00147282j -0.00133784-0.00146149j -0.0024167-0.00207017j 5.05759e-05-0.00102344j -9.07639e-05-0.00228187j -0.00233899+0.00391702j 0.00265879-0.00326599j 0.00101344+0.00262214j 0.00212856-0.00269589j 0.00286605+0.000248257j -0.00264458-0.000727548j 0.00211559+0.00309007j 0.00235511+0.00310532j -8.8715e-06+0.00338813j 0.000277312-0.00783249j 0.00250219-0.000505297j -0.0042061-0.00376302j 0.000895954+0.00362345j 0.00947867-0.000178195j 0.00101615+0.000656977j -0.00472589-0.00891462j -0.000477083+0.000272044j 0.000331164-0.00156891j -0.000463272+0.00222158j 0.00771073-0.000102266j -0.00143398+0.000731814j 0.00142444-0.000326713j 0.00185394+0.0122212j 0.000783306-0.000780901j 0.000318971+0.00167924j -0.0047538-0.00500134j -0.00182889+0.00587311j 0.00463213-0.00532381j 0.00363114-0.000677135j 0.00523088-0.00110885j 0.00258144-0.00887636j 0.000977492-0.00315946j -0.00759227+0.0115952j -0.00828957-0.00429483j 0.00447943-0.00726609j -0.00787187-0.0054428j -0.00362965-0.00175284j -0.00101076+0.0129859j 0.00685945+0.00307438j -0.00444257-0.000747518j -0.00697504+0.00104841j -0.000348598-0.00580834j 0.00478601+0.00359951j -0.00310185+0.000658502j 0.00796622-0.013145j -0.00806865+0.00175221j 0.00131143-0.000168022j -0.00195564-0.00151393j -0.00395436-0.00626555j 0.000818839-0.000716979j 0.002828-0.00941954j -0.00183954+0.0178497j -0.00446058-0.00668572j 0.00116696+0.00720206j 0.00577685-0.00153847j -0.00450796+0.00384981j -0.00204031-0.0177489j -0.0109253-0.00343627j 0.00616062+0.00581537j 0.00749868-0.0176569j -0.0104064+0.00404582j 0.00723558+0.0099711j -0.00716998-0.000215525j -0.00540462-0.000479494j -0.00356688-0.00596685j 0.0113901-0.00799754j -0.00747331+0.00547194j 0.0141683+0.00816605j 0.00433213-0.0181814j -0.0120819-0.00835016j 0.0137326-0.0167892j -0.000778168-0.00468659j -0.00934526+0.00364904j 0.0128368+0.0116624j 0.00132559+0.00653958j 0.00456471+0.0086947j 0.00553646-0.00219967j -0.00088029+0.00357225j 0.00365548-0.000396404j 
0.0022429-0.00130051j 0.0044634+0.00315021j 0.000422077+0.00128092j 0.00128964+0.00430032j 0.00218257-0.00156801j 0.000347021+0.00243271j -0.00296348-0.00109594j 0.00305072+0.00366275j -0.000299798-2.06575e-06j 0.00286596+4.88903e-05j 0.00281632+0.000139915j -0.000232961+0.00362625j 0.0014892-0.00343876j 0.000880025-0.0025242j -0.00314257+0.0054618j -0.000579663+0.00176474j -8.95796e-05+0.00401673j 0.00214571+0.00178747j 0.000882393-0.00263162j 4.20232e-05-0.00580287j -0.00155447-0.00405327j 0.00163005-0.00176795j -0.00420606+0.0024827j 0.000168015-0.00646025j 0.000195553-0.00479953j 0.00813581-0.00392506j 0.00131622-0.00559156j -0.00415834-0.00550742j 0.00313036+0.00368032j -0.00283565+0.000284349j -5.75276e-05+0.00412729j -0.00147686-0.00382833j -0.00714752+0.00263928j 0.000218987-0.00578836j 0.00173975-0.000824641j 0.000839491-0.00723462j 0.00699756-2.49407e-05j 0.00220068-0.00411997j -0.000312637+0.00816301j 0.0010718-0.00385172j -0.00990554+0.0102335j 0.00234726+0.00365644j -0.00236222-0.00497233j -0.000693503+0.00554391j 0.00620822+0.0023197j 0.0027469-0.00260726j -0.00127278+0.000219413j -0.00492561-0.00260094j 0.00568798+0.00284091j 0.00239646-0.00065459j -0.00148726-0.00911145j 8.75746e-05+0.00785647j 0.000241034-0.000104778j -0.00360662+0.00066259j -0.00419772-0.000911622j -0.0112675-0.00610396j 0.00115066-0.00025924j 0.00949772+0.00690045j 0.00201416-0.00243025j 0.00388233-0.0038313j -0.0022129+0.00475818j -0.000104011+0.00391704j -0.0029492+0.00767334j -0.00209526+0.000878178j 0.00406805+0.00334218j 0.00320015-0.00695386j -0.00353-7.38325e-06j 0.00132452-0.000152765j 0.00203413-0.00601295j 0.00465373-0.000581467j -0.00559373-0.0120746j -0.000924094+0.0021916j 0.00272007-0.00157854j -0.00604255-0.00897817j -0.00595838+0.0126181j 0.0039702-0.0130917j 0.00240802-0.00225524j -0.000908917-0.011059j -9.87134e-06-0.00312328j -0.00122148-0.0045127j 0.00167589-0.00423104j 0.00147945-0.00348909j -0.00601348-0.00218208j -0.0134266-0.00133929j -0.00767862+0.0108152j 0.00503903+0.00235209j -0.00211805-0.00684844j -0.00785711-0.00342127j -0.00203347+2.70861e-05j -0.00163823-0.00408516j -0.00242314-0.00199609j -0.0011296+0.0047584j 
0.00116487-0.00311458j 0.00468374-0.00159426j 0.00808793-0.00294352j 0.0120709+0.00203319j -0.0123627+7.92695e-05j -0.000457731-0.0037858j -0.00355705-0.000709941j -0.00179099-0.00605616j 0.00661103+0.0024273j 0.00347249-0.00633987j -0.00752205+4.22569e-05j 0.0038895-0.00403786j -9.86868e-05+0.00126977j 0.00378004+0.000107324j 0.000948517+0.00382541j -0.000881305+0.00148876j -0.001894-0.00689028j -0.00012436-0.00127685j -0.00306626+0.00540402j 0.00532729+0.00672887j 0.00384417-0.000696839j -0.00190581+0.00598918j 0.000199647+0.00125031j 0.000779357-0.000972929j -0.00614123+0.00320477j 0.000758501-0.0076241j -0.000552197+0.00258722j -0.0033727+0.00356465j -0.00514289-0.00514908j 0.00228978+0.00342303j -0.0102131-0.00849943j -0.00798672+0.00326949j 0.000164799-0.00699002j 0.00755882-0.00197951j -0.00566552-7.41694e-05j 0.00392738+0.0114155j 0.0112398-0.0167766j 0.00857103+0.0113012j -0.00935258-0.00430256j -0.0027862+0.0074951j -0.00159948+0.0020507j 0.00115496+0.00117506j -0.00323+0.00479929j -0.00189167-0.00134587j -0.0046917+0.00852066j -0.0070844+0.00280489j -0.0039682-0.00518451j -5.22705e-05-0.000414573j -0.00410518+0.00342304j 0.00478472-0.000677137j 0.00703537+0.00634908j 0.00415028-0.00806586j -0.00885368+0.000578608j -0.00695732+0.00206314j 0.00718257-0.0019693j 0.015742+0.00913826j 0.00678265+0.00382185j -0.00281402-0.00423725j 0.00174576+0.010116j -0.00459768+0.00669672j -0.00176637+0.00784554j 0.0075869+0.00429244j -0.00213619+0.010368j 0.0107153-0.00263302j -0.00469682-0.00454259j 0.0100484+0.00138491j 0.00625016-1.8088e-05j -4.68651e-05+0.00829594j -0.00873881-0.00447098j -0.00523368+0.00960565j 0.00305356+0.00421025j 0.0120325-0.00735793j -0.000303093+0.00432226j 0.0108708+0.00644068j 0.00393832-0.00330811j 0.00253675+0.0108095j -0.00357432-0.00334296j 0.00744467+0.0130198j 0.0023026+0.00407801j 0.00481431+0.00556633j -0.00413394+0.00390655j -0.00726561+0.0183037j 0.00744477-0.0154129j 0.0110529+0.00882884j 0.00646961-0.0130876j -0.002788+0.000597712j 0.00192031+0.00453817j 0.00787805+0.000556676j 0.00748139-0.000559156j 0.00278836-0.00338506j -0.000579529+4.98976e-05j -0.00165146+0.00156315j 
0.00596754+0.00196702j 0.00317299+0.00101966j 0.00999247+0.00448328j 0.000209432+0.00762208j -0.00302039-0.00768906j -0.00411623-0.0022275j -0.000824807-0.00291053j 0.00696371-0.00697001j 0.00437623+0.00333797j -0.000438169+0.000620299j 0.00152529-0.00364954j 0.00144571+0.00265288j 0.000830577-0.00125178j 0.00691249-0.00338167j 0.00239757+0.000433729j -0.00183625+0.0037776j -0.00260919-0.000642843j -0.00454602+0.00453086j 0.00850684-0.000371264j -0.00219021+0.00295035j 0.000215641-0.00540759j 0.00186451+0.000482969j 0.000425817-0.00232966j -0.00635392-0.00148131j 0.000446821-0.00706327j -0.00360079-0.00734765j 0.00741896+0.00197552j 0.000935476-0.00863976j -0.00461992-0.0061647j 0.00300732-0.00369351j -0.00937809+0.00269111j -0.00107493+0.00467386j 0.00314733-6.90922e-05j 0.00577881+0.00272759j 0.00146665-0.00101706j 0.00419667+0.00224369j 0.00196247+0.000640266j 0.00555531+0.00570212j -0.00600262-0.00199088j 0.00217809+0.00776264j 0.000798004+0.00659397j 0.00703361+0.00404297j 0.00931262+0.00681619j 4.65723e-05-0.00986207j -0.00295563+0.00185952j -0.00532587-0.00495056j -0.00391315-0.000439358j 0.0117467-0.0050557j 0.00254599-0.00103894j 0.0127409+0.00670128j -0.00731157+0.00199491j -0.00364742+0.000751211j 0.00630077-0.0125221j 0.00397559-0.00641379j 0.0116535+0.00641768j 0.000461954-0.0017034j -0.000547381-0.00841545j -0.00143298+0.00569101j -0.00162583-0.00505277j 0.0040268-0.0136356j 0.00222952-0.000366719j 0.0109769-0.0118715j 0.00474754-0.0224259j 0.00117676+0.00590187j -0.0109574-0.0052063j -0.00308256+0.00914865j 0.00421418+0.0131953j 0.00813624-0.0209674j 0.0123739-0.00875988j -0.000262974-0.00125492j 0.0194905+0.00357097j -0.00183486+0.00165024j 0.00135839+0.0124224j -0.00840775+0.00467383j 0.00786543+0.00289097j 0.00658061+0.0129092j 0.0101205+0.0184277j 0.000712019-0.00611387j 0.00885528+0.00709366j -0.000684696+0.00492671j -0.00472935-0.0146607j -0.00429825+0.00812549j 0.00409176+0.00231885j 0.00619905-0.00550642j 0.0099164-0.00784213j -0.00186366+0.00161732j -0.00173345-0.00264679j 0.0144616+0.000947927j -0.00132116-0.00373259j -0.00360432-0.00157403j -0.0009533-3.73974e-05j 0.00527852-0.00129558j 
0.000880234-0.00255929j -0.00253391-0.0041123j -0.00915627-0.00156967j 0.00178576-0.00125673j -0.00362786-0.00646486j -0.00495025-0.00425139j 0.000490554+0.00155648j 0.00200342-0.00491682j 0.00171151-0.00208975j -0.00484798-0.00381612j 0.00253651-0.00369234j 0.00460239-0.00116495j 0.00106516+0.00116162j -0.00160936-0.0044728j 0.00266445+0.00152823j -0.00382884+0.00646533j 1.59116e-05-0.0097988j 0.0032447-0.00574475j 0.000373569-0.00410575j 0.00411911+0.000118651j -0.00232445-0.0017293j -0.0101889+0.00262012j 0.00666242+0.00309342j 0.00525944-0.00275509j 0.00739226-0.000628456j 0.00302816-0.00190538j 0.0170209+0.0210442j 0.00596396-0.00869496j 0.00859907-0.00795053j -0.00248517+0.000588972j -0.00693772-0.00589765j 0.00378321-0.00979252j -0.00124995-0.00453809j 0.0138581-0.00712324j 0.00111645-0.00055371j -0.00772575+0.00759375j 0.00711281-0.0121807j 0.0139498+0.00964418j -0.00909793+0.00135587j 0.00241027+0.00161459j -0.00313668+0.00652524j 0.00350428-0.00188205j -0.000737446+0.00328017j 0.00061329+0.00351368j -1.13838e-05+0.000529263j 0.00550306+0.00234776j -0.000610271-0.0024695j 0.00190093+0.00313059j -0.00392406+0.0024771j -4.21535e-05+0.000808683j 0.0040325-0.00235598j -0.00239956+0.00651999j 0.00366465+0.00291625j 0.000722655+0.00530747j -0.00727094-0.000186036j -0.0111718-0.000509093j -0.00315477-0.00303076j 0.00306303+0.000938408j -0.0034486-0.00791872j -0.00375006-0.00436768j 0.00043041+0.002336j -0.0093886+0.0033007j -0.00356116+0.0075591j 0.00292462-0.00189584j 0.00600806+0.0099286j 0.00436704+9.26159e-05j 0.00447459+0.0023373j 0.00590236-0.000990024j 0.00264827-0.00672137j -0.00304923-0.00090986j -0.00556706-0.0100467j -0.00149756+0.00545623j 0.00589139-0.00846937j -0.00458847-0.00160821j 0.00510187-0.0040011j -0.00521828-0.00699438j 0.00430696+0.000691851j -0.000455674-0.00706118j 0.00426907-0.0128826j -0.0024114+0.00114032j 0.00938743-0.00284319j -0.00249417-0.011458j -0.0169947+0.00682049j -0.0169226-0.0131497j -0.00422814+0.00481136j -0.00186778-0.00644371j -0.00500449+0.00581631j 0.00592144+0.00394459j 0.00483667-0.000300765j 0.000636151+0.0002389j -0.000304835+0.0016026j 0.00279557+0.00269737j 
0.000414867+0.000480654j -0.000268143+0.00153172j -0.00240979+0.000823129j -0.00292346-0.00216167j 0.0039365-0.000167077j 0.000232969-0.00107947j 0.000703396+0.00147743j 0.00104158+0.00108452j -0.00292012+0.00356314j -0.00121957-0.00123128j 0.00116257+0.00217961j -0.00085275+0.00172138j 0.000666411-0.00112455j 0.000153428-0.0013571j -0.0017487-0.000990633j 0.000538198+0.000945504j -0.00247757-0.00030528j -0.00130204+0.000823773j 0.0049742-0.0046076j -0.00281975-0.00114501j 3.46582e-05-0.00606514j -0.00409067-0.000141706j 0.000389272+0.00297762j 7.40335e-05-0.00123593j 0.00606223+0.00142046j -0.00563782+0.000589778j 0.00150005+0.00589747j 0.0071775-0.00336771j 0.00514278+0.00355684j 0.00943602+0.00469637j -0.00236259-0.00257633j -0.000756103+0.00186009j 0.00129673-0.00401275j 0.00122724-0.00399836j 0.000397493+0.000233453j -0.00440437-0.00181373j -0.00323016+0.00159888j -0.00012521+0.00153205j 0.00263096+0.00169194j 0.000572799-0.00112492j 0.00118291+0.000382344j -0.00242305-0.00183264j -0.00270587-0.000654245j -0.00257304-6.3852e-05j 0.000420393-0.000418086j 0.00467098-0.00546417j 0.00474215+0.00208912j 0.0019329+0.00855512j 0.00722348+0.00161595j -0.0052266-0.0044918j -0.00575683-0.00592392j -0.00416152+0.00564945j 0.00609913+0.011905j -0.00175213-0.0076034j -0.00631948-0.0133668j -0.00351961+0.00222615j -0.00665045+0.00127035j -0.00677784+0.00290541j 0.0138479-0.00209709j 0.0148763+0.0059426j 0.00283068+0.00477923j -0.00110794+0.00525653j 0.0100095+0.00458839j 0.000773705+0.0133686j -0.00872366-0.00634663j -0.00658954+0.00331289j -0.0130364+0.00600845j 0.00990222-0.0041133j 0.00326024+0.00614753j 0.0141996+0.00577853j -0.00111813+0.00561635j -0.016861+0.00503003j 0.0123634+0.00803951j -0.00137708+0.00456786j 0.00918501+0.0054973j -0.0044165-0.0192614j -0.00330875+0.00431277j -0.00215187-0.00117113j 0.0133466+0.00284461j -0.00211328-0.00341845j 0.00378041-0.0110641j -0.00739304+0.0142981j 0.00566449+0.00656337j -0.00590751+0.00419563j -0.00608653-0.00202453j 0.00163824-0.00957968j 0.00240418+0.00300241j 0.00777415+0.00436995j -0.000811818+0.00141614j 0.00452798+0.00142699j 0.00285178-0.00219786j -0.000526613-0.00014961j 
0.00358139-0.00215375j 0.00159583-0.00216717j 0.00291977-0.0010641j -0.00210335-0.00132115j 2.13372e-05-0.00170842j -0.00392364-0.00350848j -0.00361123+0.000355259j 0.00064969-0.00766885j 0.000516532-0.00326872j 0.00272501+0.00375603j 0.00695432+0.0031748j 0.00882742-0.00457338j 0.00250646+0.00412135j -0.00133568-0.00975428j -0.00110768-7.63204e-05j -0.00424135+0.000317769j -0.00473551-0.00228974j -0.00890649-0.00700273j -0.000143769+0.00019096j -0.00332233-0.000628499j -0.0101658+0.00891306j -0.00206052-0.00307749j 0.0130875+0.00944235j -0.000648951+0.0108271j -0.00154985+0.00328783j -0.00459431+0.000801702j -0.0170035+0.00597463j 0.00335041+0.00993684j 0.00605531+0.00218005j -0.00727975+0.0018076j 0.00562026-0.00244614j 0.00560348-0.00918718j -0.00249142-0.00299315j 0.00230464+0.00622261j -0.00418941+0.00678424j -0.00401618-0.00733578j -0.0081997-0.00452133j -0.00148827-0.00137359j -4.99609e-05+0.000742818j 0.00193789-0.00133293j -0.00326764-0.000272947j 0.00141858-0.000116552j -0.00277621+0.00239236j 0.00124618-0.00123606j -0.00322539+0.000639289j -0.00819679-0.000806558j -0.00498271-0.000818288j 0.00146247-0.00508188j -0.0120593+0.000411311j 0.00689319+0.00411074j 0.0040937-0.000634986j 0.00300843-0.00213916j 6.26679e-07-0.0130514j -0.00601753+0.00290446j 0.0013459-1.52462e-05j -0.00301073+0.0074747j 0.00809961+0.000800175j -0.00531467-0.00641513j -0.0076508+0.0059096j -0.0045314-0.00436539j -0.00123396+0.00806993j 0.00102778+0.00161515j -5.49181e-05-0.00773107j -0.00338057-0.00593804j 0.00125301+0.00778066j -0.00432236+0.00304977j 0.00218666+0.00591875j 0.000304443-0.00307591j -0.0061994+0.0049289j 0.00303653-0.00928869j -0.00302783-0.000803867j -0.00516758-0.000109341j 0.0108491-0.00337768j -0.0121945+0.0119336j 0.0111028+0.0158388j 0.00482789-0.00314431j -0.00154904+0.00210967j -0.00526377-0.0116699j 0.00952227+0.00276581j -0.00103217+0.00339309j 0.00204949+0.000781811j -0.00252986-0.00240314j -0.00971258+9.16155e-05j 0.00195818-0.00144062j 0.00423876-0.00426388j -0.00029641+0.00135997j 0.0117808+0.00639855j 0.00183518+0.00120761j -0.00108487-0.00224757j 0.00105737-0.00285245j 0.00171244+0.00118234j 0.00144091-0.000433222j 
-0.00425121+0.00101247j -0.00264671-0.00358284j -0.00701613-0.00354678j -0.00130488-0.000823767j 0.00220078-0.00274911j 0.00142795+0.000171594j 0.00127078-6.69718e-05j -0.00127983-0.0012373j -0.00503104-0.000325185j -0.0031133+0.00149743j 0.00142577-0.00538461j -0.00123023+0.00233746j 0.00052863+0.00100706j -0.0021802+0.0026134j 0.0048169-0.00476072j -0.00370443+0.00104433j 0.00104785+0.000606667j -0.00134066+0.0014066j 0.00653858-0.00192828j 0.00161921+0.000365158j 0.00224933-0.00621416j 0.00232978-0.00930168j -0.00426404-0.0117383j -0.00830678+0.00229765j 0.0120523-0.00256022j 0.0016568-0.00308805j 0.00776663+0.0120219j -0.00355681-0.0180602j -0.000835915-0.00692119j 0.00120456-0.00875138j -0.0098101+0.0104899j 0.00439916+0.00502423j 0.00331923+0.00911156j 0.00245261-0.00244467j 0.00699097-0.00236216j -0.00360407-0.000857385j -0.000319203+0.00956044j 0.00146504+0.00558849j -0.000911797+0.000514845j 0.00260933-0.00211248j 0.000592734+0.00141807j -0.00509194+8.37277e-05j 0.00112907+0.00244028j 0.00137421+0.00514654j 0.00251193-0.000407587j 0.00659931+0.00102708j 0.00542538+0.00357988j -0.00344825+0.00218301j -0.000662037-0.00431414j -0.00593708-0.00317519j 0.00346137-0.00447193j -0.00311931-0.00251804j -0.00235076-0.00255704j 0.00518424+0.00247665j 0.00577932+0.00788881j 0.000374262-0.000711725j 0.00238857+0.00399086j -0.00660318+0.00572154j -0.0039788+0.00685156j -0.0126491+0.0075j -0.00313408-0.00581531j 0.000458611-0.00677229j -0.00368741-0.00998398j -0.0106987-0.00189509j -0.00337286-0.00987577j -0.00252123+0.00929755j -0.00122086-0.00408461j -0.0113123-0.0106668j 0.000524175+0.00708242j -0.00733605-0.00517636j -0.00701507+0.00201133j 0.00243366-0.00363168j -0.0136238-0.00102088j -0.000628327+0.00203987j 0.0013853-0.00385268j 0.012449-0.00887003j 0.000491531+0.00225667j -0.0121373+0.000771219j -0.00320927-0.000541287j 0.00188052-0.00571489j -0.00161484+0.00714457j 0.00580539-0.00684366j 0.00218565+0.004369j 0.00338007+0.00265582j 0.00299046+0.0054392j -0.000598442-0.0019162j -0.00904681-0.0079728j -0.00446969+0.00162774j -0.000244139-0.00223494j -0.0033973+0.000258975j -0.00306369+0.00345779j -0.00147535+0.00045272j 
0.00266562+0.00172493j -0.00138077+0.00301659j 0.00419796-0.00187611j -0.00106988-0.00121465j 0.00103496+0.00358817j 8.40925e-05-0.000115082j -0.0013979+0.000555297j -0.0037372+0.00233847j -0.0016419+0.00234856j 0.0035081-0.00432013j 0.000917596+0.00369862j 0.000650584+0.000413762j 0.00174828-0.000230713j -0.00100587+0.000998687j 0.00298869-0.00443341j -0.00416841-0.00192144j -0.00204679+0.00707022j 0.00650368-0.00635111j -0.00472863-0.00355075j 0.000781429-0.0019839j 0.00372463-0.0128956j -0.0009566+0.00626766j 0.00464096+0.00654636j -0.00297407+0.0036884j 0.00742889+0.00249644j -0.0124996+0.00550043j 0.00022083+0.0130643j 0.00637204-0.0108429j 0.00696707+0.00263137j 0.0100325+0.00356976j -0.0104091-0.00373848j 0.00285953+0.00668238j 0.00757597-0.00394463j 0.00110157-0.00473931j 0.00229179+0.00955439j -0.00684187-0.0038145j -0.00345192+0.00784631j -0.00415842+0.00462921j 0.0039914-0.00258288j -0.00369349+0.00173343j -0.000330339-0.000750494j -0.00687058+0.00353107j -0.00190542-0.00322726j -0.00613084-0.0040567j -0.00126235+0.000826996j -0.00154607+0.00157231j -0.00143714-0.00147096j -0.000404715+0.00146374j 0.00304893+0.00312293j 0.00192557+0.0017702j -0.000602585-0.000302311j 0.00317422-0.0017113j -0.00384672-0.00164918j -0.00314769+0.0015682j -0.000596131-0.00124531j 0.00831871+0.00262558j 0.00781422+0.00608921j -0.00122519+0.00067125j 0.00285787+0.00227265j 0.00266814+0.00146463j -0.00149066+0.00370246j 0.000215325+0.00527704j 0.00128136+0.0088123j 0.00124316-0.00708351j 0.00534897-0.00228514j -0.00108332-0.000633401j 0.00361452-0.0015369j 0.00218401+0.00585914j -0.00708568-7.20017e-05j -0.00716472+0.0047889j -0.00365537-0.00116336j 0.00751332-0.00481903j -0.00664376-0.00509112j 0.00185789+0.00213243j 0.00378523+0.000689921j -0.00363564+0.00142767j -0.00365532-0.00340453j -0.0013529+0.00944815j 0.00142598+0.00185212j -0.00552329+0.00404765j 0.00465149+0.00626389j 0.00570044+0.00159376j 0.00215035-0.00974532j 0.00930393+0.00509437j 0.00384492+0.00109594j -0.00332521+0.00298812j 0.00246596-0.00205441j -0.00363435-0.00250931j -0.000644591+0.0024969j 0.00107491+0.00303011j -0.001005-0.00293195j -0.00109516-3.09665e-05j 
