-0.118359-0.0305307j 0.0685561-0.000656824j 0.0787199+0.105557j 0.0156463+0.0578584j -0.0279574-0.0392193j 0.00675265-0.0509445j 0.0346476-0.0186877j 0.0079787-0.100989j 0.00518714-0.00548809j 0.00618601-0.0153306j -0.0531719+0.00610585j 0.102664-0.0330658j 0.0156912-0.0251258j -0.0086994-0.00194698j 0.0197545-0.0180657j -0.0364481+0.0293626j 0.0390745+0.0366842j 0.0413991+0.00268444j -0.0129875+0.0513018j -0.0402109+0.077978j 0.0193807-0.0124961j -0.0409887-0.0373068j 0.0857262-0.0145578j -0.0215682+0.0365327j 0.106741-0.112825j 0.0245732+0.00803912j 0.0072747-0.0689356j -0.0446482-0.00595366j 0.0519116-0.00221447j 0.19887-0.081206j 0.0252556+0.175167j -0.0751705-0.00490881j 0.109118-0.097571j 0.0361961+0.0417109j 0.0606264+0.0816259j -0.0367408-0.0204894j 0.0728995-0.0428286j -0.102835-0.0509641j 0.0438749-0.0152649j -0.0508279-0.161101j -0.075541-0.236445j -0.200187-0.0545267j -0.0318094-0.00581544j 0.0547676+0.00320513j 0.0125+0.00316869j 0.0291475-0.0211907j -0.0547112+0.0493459j -0.0041948+0.00276947j -0.0389853+0.024138j -0.00912473+0.0224378j 0.0326127-0.0132879j -0.0288336+0.00970463j 0.0208928-0.0301485j -0.0549952+0.00151077j 0.0125955-0.00528173j -0.0255449+0.0296636j 0.016829-0.00834282j -0.00645857-0.00580529j -0.00928148-0.00222121j 0.0339957-0.0177983j 0.0413234+0.0196562j 0.0311861-0.00101903j -0.046047+0.00606255j -0.0317533+0.0184261j 0.00373122-0.0145833j -0.00765766+0.00589068j 0.0164443+0.00512075j -0.0176986-0.000126209j 0.0167019+0.0221822j 0.0460333-0.0116661j 0.0310966+0.0320617j 0.0458717+0.0265472j -0.027938+0.0177025j -0.0286792-0.0773171j 0.0111623+0.0222413j -0.047751-0.0515756j -0.000576726+0.0229845j 0.0646693-0.0320122j -0.0337806-0.0229872j 0.0513492+0.0237268j -0.104087+0.041087j -0.0558475+0.099014j 0.0907409+0.0735321j 0.0507161-0.120034j 0.0155618-0.0734049j -0.03923+0.0409855j -0.0632049+0.0625771j 0.0685499-0.0477801j -0.0802492-0.0369362j 0.126905-0.12397j -0.218638-0.149445j 0.0818577+0.197445j 
-0.00345105+0.00783246j -0.00508174-3.05281e-05j -0.0103504+0.00719844j 0.00450773+0.00369018j -0.00581258+0.00561243j -0.0051164-0.000554031j 0.00692601-0.00225828j 0.00209286+0.000582107j -0.0026947+0.00582721j 0.0116041+0.00149362j 0.00995102-0.00448376j -0.00178103-0.00141149j -0.00131603+0.00116798j -0.0116152-0.00437949j -0.00991648-0.00282239j -0.00817468-0.00139648j -0.00348993+0.00493629j -0.00164767-0.0103235j -0.00703249+0.00231499j 0.00332622-0.0140291j -0.00499523-0.00471429j -0.00165621-0.0170699j 0.0081706-0.0127371j 0.00395357-0.00703462j -0.00241587+0.00966196j -0.00767609+0.0213748j -0.00121687-0.00885534j 0.00888227+0.010526j 0.00507532+0.0130018j 0.0102031+0.0121653j 0.00350949-0.00446849j 0.00337551-0.000466101j 0.0088981+0.0104035j 0.0120488-0.00853355j -0.0141608+0.00411978j -0.00588411-0.00859396j -0.0027329+0.0117686j -0.00257751-0.00181654j 0.00456435-0.00273365j -0.00151056+0.0164296j -0.000971461-0.0010508j -0.00327934-0.00309822j -0.00196323-0.00184813j -0.00637456-0.00147099j -0.00229354+0.00447184j 0.00110898+0.0040033j -0.000416612-0.00425137j -0.0139349-0.00264789j -0.00984711+0.011773j -0.000452564+0.00337939j 0.00783183-0.00432333j -0.005298-0.00250456j -0.00897239+0.00473657j 0.00211728+0.00489074j -0.00171198+0.0056496j -0.00413151+0.000825568j -0.00100778+0.00431232j -0.00440302-0.012115j 0.00687828+0.000349687j -0.000543267-0.00458514j -0.000316895+0.0200787j -0.00315939+0.00731025j -0.0117762+0.013562j -0.00215727-0.00256278j -0.014219+0.010285j 0.0178556+0.00441782j -0.00713741+0.0124218j 0.02833+0.00823937j -0.00947348+0.00397753j 0.0233844+0.00427858j -0.00672026-0.0148496j -0.00111748+0.0162838j 0.00685893-0.014184j 0.0115548-0.00589924j -0.00123929+0.00515998j -0.012091-0.0150336j -0.00240529-0.00706423j -0.00321973-0.00566591j -0.0315687+0.0040996j 0.000306497+0.00795413j -0.00653417-0.0233983j 0.00167715+0.0111104j 0.00930375+0.0313308j -0.0146668-0.00143843j -0.00915122+0.00262479j -0.000275347-0.00231541j -0.000277484-0.0114528j 0.00337602+0.00339781j -0.00250078-0.00102175j 0.00421665+0.00233217j -0.00227825+0.00228734j 0.00578061+0.00331674j 
-0.00872166+0.003968j -0.00403255-0.00458914j -0.00825272-0.00372195j 0.00142315+0.000664645j -0.00550311+0.00121822j 0.00993891-0.000148551j 0.000171551-0.00999275j -0.00809783+0.00256964j 0.00346315-0.00515249j 0.00431823-0.00216667j 0.00775038-0.00457212j 0.00123208-0.00428916j 0.00528893-0.00401418j -0.00740743-0.00207105j -0.00201165+0.00417943j 0.000560083-0.000201402j -0.00183805-0.0014815j -0.00207841-0.00142101j 0.000446985+0.00489413j 0.00332459-0.0135676j 0.00172794+0.00184856j 0.00231041-0.000969559j 0.000684902-0.0059157j 0.00219639-0.000852596j -0.00339383-0.00237411j -0.0123936+0.00960206j -0.000869436-0.00142395j 0.00960452+0.011828j -0.00238621-0.00782774j 0.00932457+0.003925j -0.00364874+0.0115592j 0.00618111-0.0048147j 0.00655527+0.00301049j 0.00575253-0.0085426j -1.23946e-05+0.000280091j 0.00723142-7.48227e-05j -0.00713053+0.00995919j -0.00655296-0.00899553j 0.00171461-0.00444798j -0.00210895+0.00952768j -0.00651959-0.00333331j -0.00265172+0.00336621j 0.00644451-0.00865474j -0.00446019+0.0054987j 0.00389866-0.00534621j 0.0215616-0.00728296j -0.00484312+0.0077323j 0.02428+0.00659669j 0.00933955-0.00920845j -0.00766835-0.0140415j -0.00180855+0.00950815j 0.0115665+0.0165853j 0.00913908-0.0167388j 0.00856902-0.00144702j 0.00299343-0.00781927j 4.8653e-05+0.00686237j 0.00644484-0.0146018j 0.0118617+0.0149092j 0.0020338+0.00264032j -0.00206939+0.00150487j -0.000278473-0.0208303j -0.0113291-0.00418683j 0.0183494-0.04949j 0.0126764+0.00544683j 0.029958+0.00159235j -0.0314049-0.0221431j -0.0206062-0.0155146j -0.0269786-0.0209592j -0.0181115+0.0221935j -0.00330872+0.00989539j 0.00292098+0.00281499j -0.0175413-0.0275422j 0.00225042+0.0243862j -0.0166826+0.0117032j -0.0176803+0.00423944j -0.009402+0.0364243j -0.000761299+0.015359j 0.0134183+0.0187916j 0.0235429-0.00502403j 0.0113715-0.0292345j -0.0204261+0.0339984j -0.019901-0.0219004j 0.00976426-0.0342247j 0.0230397+0.00194828j 0.00652626+0.00335799j -0.013103-0.00286702j -0.00229858+0.00455206j 0.00171394-0.000914688j 0.00754818-0.00185035j -0.00068682+0.00562692j -0.0049184+0.00480526j -0.00148841+0.00304672j 
-0.00696274+0.0152732j -0.00690503+0.00453188j -0.0091257-0.000734904j 0.00261389+0.00491824j -0.000318033-0.00523667j 0.000907227+0.00331801j -0.0072941+0.00278958j -0.00214937+0.00402105j -0.00641384+0.000772344j -0.00410278-0.000242031j 0.000215319+0.00295108j -0.00179309+0.00418513j 0.00423249+0.000964526j -0.00369643+0.00204471j -0.000479165+0.00240921j 0.0044508-0.00418298j 0.00173642-0.000647326j -0.00497964+0.00187364j -0.00323742+0.00518514j 0.000909915-0.00290277j -0.00331579-0.00345082j -0.00314471+0.00291959j -0.00458945-0.00201177j -0.0040297-0.00371402j -0.0113398+0.00338739j -0.00792083-0.00986329j 0.0105202-0.00919767j -0.00200791-0.00792036j 0.00410712-0.0133654j 0.00318776+0.00871586j 0.011876-0.00569677j -0.00392985+0.00399687j -0.00638383-0.00133217j 0.00557871+0.00860485j 0.00090708-0.00180224j -0.0031081-0.00446359j 0.000301302-0.00540403j 0.00732715-0.00879627j 0.00316932-0.00377519j -0.00697641+0.0108147j 0.00377308-0.00975005j 0.00181563-0.000491174j -0.00914663-0.00752323j 0.00647527+0.00992866j 0.00624779-0.0125939j -0.0182489+0.0053855j 0.00447161+0.00616402j 0.00677192+0.00116493j -0.0168554-0.0127039j -0.00681044-0.00836865j 0.0086777+0.0111979j 0.00250193+0.01193j -0.0252394+0.020685j 0.00595043+0.0104499j 0.017631-0.00438703j 0.0216401-0.0117202j 0.0234204-0.00971037j 0.0125441+0.00465626j 0.029266-0.00949886j 0.00712336+0.0166995j 0.0195593+0.00126986j -0.0374368+0.000821514j -0.0031972+0.0220224j -0.0131271-0.0135189j -0.0153461+0.014327j 0.0114253-0.00949702j 0.038395-0.015098j 0.00017891-0.00824456j -0.0427441-0.0132668j -0.00594385-0.0125859j 0.00378836+0.0105668j 0.00135638+0.00597688j 0.00472532+0.0160195j -0.00732539-0.0149998j 0.00215383-0.0185173j -0.0065325+0.0100029j 0.00755181+0.00432228j 0.041456-0.0128325j 0.0170067+0.00363259j 0.0124665-0.0185297j 0.00766302+0.00987281j -0.00491858+0.0208118j -0.027095-0.00804545j 0.0219119-0.0086705j 0.00135062+0.0152896j -0.0137186-0.0125363j 0.0149355-0.00921552j -0.00963075+0.0162461j 0.00954296+0.000501797j 0.00303765+0.0106202j 0.00509052+0.00506024j -0.00351313-0.00382014j 
0.00320046-0.00911579j 0.00180672-0.00437848j -0.00403967+0.00269148j -0.00617143+0.000710095j -0.00320705+0.00299636j -0.00429789-0.000454732j 0.000427108-0.00197328j -0.000777976-0.000435409j 0.0113465+0.00142651j -0.0029729+0.00436414j 0.00239354-0.00181517j -0.00564135-0.00216485j -0.00223825-0.00376006j 0.00954487+0.003348j 0.005833-0.00145698j -0.00250415-0.00195603j 0.000570505+0.00315849j -0.00128012-0.00696129j -0.00155404-0.00270865j 0.00913636-0.00134648j -0.00171591-0.00390146j 0.00408103-0.011461j -0.00960312+0.00810273j 0.00508608-0.00640107j 0.00505887-0.0173792j -0.00659754-0.00774454j 0.0236033+0.00231026j 0.000730051+0.00360369j -0.00732946-0.0138073j 0.00861983-0.013108j -0.00152228-0.0221405j -0.00432636+0.0156976j 0.000737396+0.00490737j 0.00882826-0.00303697j 0.00969017+0.00121462j -0.00390792-0.00772675j -0.000715096+0.00593141j -0.000749915+0.00965069j -0.00233587+0.00174785j -0.00262164-0.00206626j 0.00399522+0.0110561j -0.00114462-0.00910652j 0.00540185-0.00310794j 0.00188015+0.0110758j -0.0025664+0.00283782j -0.00544266-0.0105163j 0.00357066-0.00672622j 0.000665489+0.00828493j -0.00325971+0.0181034j 0.00872599+0.00847509j -0.00843743-0.0211604j 0.0146216+0.000404848j 0.0167981+0.011182j -0.00721513+0.0131022j -0.00857783-0.00699438j -0.00745134+0.00134212j -0.016136-0.00679134j -0.00295711-0.00654769j 0.00562085-0.0205395j 0.00585411-0.00551558j -0.0117516+0.000330856j 0.00547869-0.000181409j 0.00354687-0.00456653j 0.0219014+0.00103663j 0.00906905-0.01273j -0.0202716+0.0209676j -0.0278095-0.0176937j 0.00404047+0.00440422j 0.024765+0.0288695j 0.0306961+0.00532357j 0.0160793+0.0232707j 0.00625002+0.00191357j -0.0205283+0.0118108j -0.0119719+0.000238532j -0.00203477+0.00632527j 0.0337388+0.0150313j 0.00488482-0.00426018j -0.0167299-0.0126613j 0.00997012+0.0239571j 0.0111698-0.0142298j -0.00761242-0.00245511j 0.00850428-0.0109585j 0.0282087+0.0165414j 0.00468238+0.00864006j 0.00563482+0.00146667j -0.00286527+0.0104429j 0.000137977-0.00264465j 0.00612402-0.00160821j -0.00347937-0.00558079j 0.0122141-0.00549718j -0.00191047+0.00325648j 0.00640329+0.00574585j 
-0.00210927+0.00258541j 0.00391436-0.00675275j -0.00547292+0.00875354j -0.00113841+0.0011635j -0.0149504+0.00180261j 0.00883132+0.00331652j 0.00312141-0.0136988j -0.00398518-0.00716396j 0.00647014+0.00344112j -0.00997136-0.00722668j 0.00296653-0.00205665j 0.00196541-0.0043156j -0.00241284-0.00594751j 0.00499508+0.00230885j -0.00678433+0.00530023j -0.00849467-0.0022708j -0.00501814+0.00978513j -0.000593065+0.00601252j 0.0115837-0.0095166j 0.0115553-0.00241303j -0.00154481-0.00621381j 0.00580691+0.0160577j -0.00392937-0.00495693j -0.00295774-0.00159421j 0.0106398-0.00145038j -0.00194709+0.00462189j -0.0029612+0.00926626j 0.0203798-0.0108183j 0.00499536+0.00491522j 0.00284651-0.0227546j 0.00541632+0.0115518j 0.00939571+0.00476415j 0.0152432+0.00576604j 0.00122565-0.00267813j -0.00739266+0.00872725j 0.00648002-0.0125605j 0.0192578-0.00933988j -0.00150993+0.00850324j -0.00096424-0.0109421j -0.00298127+5.30981e-05j -0.00122377-0.00729158j -0.000471558-0.00344378j -0.00622318-0.000635873j -0.0110165-0.00703701j -0.00527971+0.0106006j 0.00803841+0.00148254j 0.00188165-0.0117611j -0.0080699-0.00358236j -0.00650822-0.000121333j 0.00391885-0.00648823j 0.00639965-0.00358265j 0.000730821+0.0102211j -0.002789-0.000276221j -0.00301955+0.00459667j -0.00191988+0.0040823j -0.00532313+0.000210243j 0.0130185-0.0067442j -0.000255337+0.00684987j 0.0171446+0.00051494j 0.00236449-0.0104105j 7.96409e-05+0.0167099j -0.00573968+0.010661j -0.00447646-0.0106141j -0.00213864-0.00563307j -0.0142076-0.00268716j 0.00568806+0.00459307j -0.00706082-0.0126256j 0.0157765-0.0105066j -0.0249906+0.0123466j 0.0153269-0.00230141j 0.00620338-0.00804372j 0.0060283-0.0056406j 0.0116982-0.000773979j -0.00397249+0.00580077j -0.0135131+0.0120052j 0.00225142+0.00358351j -0.00715765-0.0162483j 0.00737686-0.0172651j -0.0185588+0.00501727j 0.011394+0.00285548j 0.00197722+0.00313064j 0.00458583+0.000998426j 0.00734945+0.00185173j -0.00644089+0.0140228j -0.0137266-0.00465431j 0.000287935+0.0052946j -0.00708616-0.00302487j 0.00209679-0.00503399j -0.00774032+0.00387809j 0.00141582-0.00657587j -0.00148325-0.000829387j -0.00316123-0.00758141j 
-0.00531277+0.00104487j 0.00722904-0.0154483j 0.00291181+0.0050837j 0.00128097-0.00449113j -0.00554492-0.00234149j 0.000205717-0.00718828j 0.00317417-0.000797304j 0.00415459-0.00343845j -0.00641414+0.00374436j 0.00075021-0.000542979j -0.0106271-0.00536595j 0.00476701+0.0019142j -0.00236013+0.000217984j -0.00135613+0.00630563j 0.000966741-0.0023729j 0.000361681+0.00305674j -0.00878585+0.00785996j 0.00950987+0.00843194j -0.00138011-0.00249846j -0.00468416-0.00673099j -0.0151635-0.00405901j -0.00421798-0.00997823j 0.0175515-0.00240622j 0.00790628+0.00992053j 0.0129343-0.000215095j 0.0141441+0.00158475j -0.0232206-0.000334512j 0.00221238+0.00291201j -0.000622938+0.0451183j -0.00788577+0.0145662j -0.00699899+0.000335291j -0.000666128+0.00167407j -0.00596656+0.0163186j 0.00710343-0.00524054j -0.00223578+0.00356008j -0.00471981-0.00652524j 0.00558276-0.0148929j 0.0134313-0.00112387j -0.00417217+0.00443381j -0.00298455-0.0178j 0.00747414+0.00762084j 0.0041648-0.00601413j 0.00477399-0.00407121j -0.0019151+0.00173848j -0.00605983+0.0053643j -0.000687112-0.0123722j 0.00522468-0.00930934j 0.0090506+0.00787399j 0.0112408+0.00524454j 0.00417702-0.000463606j -0.00539039-0.0158672j 0.0130951+0.0128171j 0.00873403+0.00195517j -0.00724624+0.00437356j -6.58123e-05-0.00426003j -0.00826452-0.00459774j -0.00505751-0.00667627j -0.00369434+0.00355283j -0.00485307+0.00318733j 0.00347504+0.00301911j -0.00782478-0.000537679j 0.004826+0.00803534j 0.0102556-0.0175939j -0.00113446-0.0112661j 0.0155638-0.0150248j -0.023958+0.00717926j -0.00783566-0.0200711j 0.0110185-0.0116822j -0.00402775+0.014861j -0.00252914-0.00322144j 0.00809996+0.00628718j 0.00674444-0.00753503j -0.00898152+0.0166545j -0.0169038+0.0034975j 0.00662442+0.00108777j 0.0127152+0.0183692j 0.00445167-0.00255611j 0.00336434-0.000961736j 0.00495881+0.00375213j 0.0164054-0.00359384j -0.00852205+0.0137455j 0.001766+0.00992442j 0.0029827-0.0131322j 0.00901126+0.00250353j 0.00611182-0.00358797j 0.00749119+0.00357287j -0.00215917+0.00491575j 0.00213058-0.00687254j -0.00582084+0.00285927j 0.00430018-0.00433447j -0.0040179-0.00622903j -0.00343693+0.000103109j 
-0.0138656+0.0130924j -0.00236033-0.00382053j 0.00355321+0.000151251j 0.00934597-0.00179235j 0.00341867+0.00425724j 0.00275595-0.00538663j 0.00461718+0.000434759j 0.00492179+0.00209017j -0.00356085-0.00117799j 0.0111143-0.0025064j -0.00234093-0.00259266j 0.00287975-0.00415685j 4.01799e-06+0.00126521j 0.000542396-0.00348007j -0.00453038-0.00341704j 0.00129781+0.000814229j 0.00351278-0.00535792j -0.00264025+0.00574811j -0.0142506+0.00302554j -0.0147423+0.000594113j 0.0064784-0.00695923j -0.011546-0.00425949j -0.00678193+0.00119487j -0.0122741-0.00425713j 0.00752091+0.0239499j 0.00192362-0.0133498j -0.000252864-0.00565199j 0.000985154-0.00734982j 0.00348462-0.0271565j -0.00247302-0.00521261j -0.0100531-0.00140411j 0.00351689+0.00491924j -0.00283404-0.00332004j -0.00704976-0.00455731j 0.0068873+0.000188721j -0.00213603+0.0138056j 0.00166459-0.0060354j -0.000707988+0.00534115j 4.55285e-05+0.0101747j -0.00186825-0.00131094j -0.000923291-0.00419252j 0.00173218-0.00573044j -0.00445813-0.0026677j -0.012398-0.0126402j -0.00784391+0.0139779j 0.0155406-0.00755303j 0.00562786-0.0104677j 0.00305326+0.00323844j 0.00289175+0.00998948j 0.007115-0.0128665j 0.0134997-0.0076029j 0.00729085+0.0136922j -0.00124259-0.00875111j -0.00330224-0.00604905j 0.0101234+0.00639139j -0.0125789+0.0057226j 0.0237126-0.0149607j -0.00734674+0.00821959j -0.00749628-0.00858671j 0.00708046-0.0150618j -0.0119848+0.0143189j 0.0139089+0.0336749j -0.00658884-0.0307429j 0.0030063-0.01297j 0.00784986-0.00480047j -0.00981973-0.00553686j -0.0235458-0.00893441j 0.040435-0.0237808j -0.0219498+0.0292463j 0.00810082+0.00745611j 0.00900313-0.00414566j -0.00910074-0.0144467j 0.0024648-0.0114552j -0.0202443-0.00493037j -0.00675068+0.0301742j 0.0011351+0.0176903j 0.00135035-0.0165207j 0.0062089-0.0106209j -0.00859038+0.00198596j 0.00700965+0.00348473j -0.0163318+0.00412066j 0.000373917+0.00247197j 0.0103607+0.00398609j -0.00970133+0.0037809j -0.00558912-0.00226322j 0.0131884-0.00382784j -0.000559727+0.00240323j -0.00336514-0.0118646j -0.00303764+0.00951795j -0.0127908-0.00114663j -0.0119829-0.0078179j -0.000229226+0.00448826j 
0.00143773-0.00419751j 0.00187574-0.00382413j 0.000983488+0.00267076j 0.00135914+0.0052519j -0.00773334+0.00314118j 0.00489395-0.00163383j 0.005286+0.00125515j -0.00272805-0.0034844j -0.00218632+0.0041556j -0.0024602+0.00444749j -0.000662302+0.00731016j 0.00130553+0.0053655j -0.00194436+0.00105736j -0.00107904+0.00418852j -0.00667296-0.00895076j -0.0041889+0.00824204j 0.00327021+0.00636893j 0.00663813+0.00617151j -0.0116539-0.00829943j 0.00130687+0.00529802j 0.00496818-0.00638384j 0.0023338-0.00306817j -0.0148139-0.00740316j -0.00928421-0.00660182j -0.00490726+0.0270814j -0.0107977-0.00834987j -0.011104-0.0160372j 0.0075703-0.00477344j 0.00232034-0.0219713j 0.00853622-0.00424021j 0.00298227+0.00230432j 0.000455326+0.0110438j -0.000207207+0.00703513j 0.00787763-0.01832j -0.0118194+0.0061822j -0.00650436-0.00158279j 0.00380333-0.00488345j 0.00548618+0.000799449j 0.00390721-0.00410951j -2.05963e-05-0.00385362j -0.001279+0.00612504j 0.000830752+0.00286321j 0.00170288+0.00547098j 0.000187354+0.00107655j -0.00131337-0.0021589j 0.00193007+0.00608251j -0.00569272-0.000165487j -0.00280715-0.0111559j 0.00635214-0.0137963j -0.000540634+0.0170953j -0.0046489+0.00444604j -0.00483482-0.0145723j 0.00203198+0.000893732j -0.00876663+4.36732e-05j -0.00695101-0.00848205j -0.00179903-0.00313288j -0.00884936-0.0177566j 0.00401573+0.00548371j 0.000884622-0.00661622j -0.00748605+0.0156253j 0.0094894-0.0119082j 0.00636987-0.00667989j 0.00475978+0.00902128j -0.00425272-0.00293135j -0.00838098-0.00180476j 0.00162801-0.00208447j 0.00759317-0.00544311j -0.0156014-0.015666j 0.0089962+0.00581783j -0.0264646-0.00892052j 0.00515559-0.009483j -0.00595162-0.00586573j -0.00484644+0.0161737j 0.00194021-0.0010185j 0.00604723-0.00897005j -0.000320376-0.00140153j -0.00455583+0.0127969j -0.0153881-0.00955572j -0.000931606+0.00291161j -0.00309481+0.00119806j 0.00861505+0.0122046j -0.00874357+0.0159146j -0.0105291-0.0113532j 0.000459153-0.00990256j -0.000282813-0.011449j 0.00064854+0.00148008j -0.00992199-0.000722401j 0.00400542-0.00285294j -0.0078621+0.00201831j 0.00554118-0.00216336j 0.001252-0.000886883j 0.00180954-0.000816335j 
0.000983515-0.00319317j 0.00225893-0.00302803j -0.00434763-0.00444821j -0.00365348+0.0014547j -0.00651289-0.00122425j 0.00244799-0.0020577j 0.00483189-0.0106845j 0.00370797-0.00458165j -0.00685192+4.71455e-05j 0.00600824-0.00300667j -0.001593+0.00180897j -0.00540047-0.000197189j -0.00526399+0.003323j 0.0032035-0.0012312j -0.000480233-0.00210287j 0.006904+0.00452244j 0.000619086+0.00250986j -0.0137313-0.00249791j -0.00879222-0.00772863j -0.000846751+0.00754542j 0.00194289+0.000816261j -0.00276879+0.00202768j 0.0028338+0.00617315j -0.00645752+0.00323132j -0.000191926-0.00699645j -0.000632831+0.00513066j -0.00388182+0.00424583j 0.0190088+0.00306374j -0.00159897-0.00996048j 0.0113309-0.0118727j -0.00990292+0.00648241j 0.00781127+0.00749784j -0.00075658-0.00329393j -0.000766801-0.0144061j -0.0017276+0.00241675j 0.00456971+0.00612655j -0.000643479-0.00791313j 0.00869178-0.00621418j -0.00431205-0.00926553j 0.00401193-0.00427313j -0.000900849-0.000353751j -0.00252984+0.00363806j 0.00560447-0.000627387j 0.00493311+0.0037426j 0.00131889-0.00197362j -0.00645523-0.00212237j -0.000359354-0.00241564j 0.00816072+0.0103203j 0.00108889+0.00272814j -0.00605961-0.0119333j -0.0089745-0.00277308j 0.00336233+0.00913999j 0.000995165+0.000600879j 0.0079947+0.00425971j -0.00186536+0.00434176j 0.00055059-0.00373597j -0.0213334+0.028958j -0.00259851-0.00164821j -0.00716501+0.028205j 0.00203663-0.0065938j -0.0123271+0.00985157j -0.00558963-0.0140036j 0.00380889+0.00987094j 0.000539265+0.00459184j 0.0139427-0.0131378j -0.00278948-0.0057105j 0.00517824-0.00111462j -0.0175489+0.0272057j 0.00977195-0.0430778j -0.00549897+0.0062436j -0.00458915-0.00177556j 0.0101736+0.00283702j -0.00696086+0.00620595j -0.0031833+0.00914197j 0.00182884-0.0105264j 0.0138263-0.0152836j -6.64913e-05-0.00498452j 0.00477006+0.0255163j 0.00977564-0.0145396j 0.00387065+0.00621079j 0.00234576-0.00381848j 0.00206147-0.00352668j 0.00499134-7.88589e-05j 0.0126426+0.0138273j 0.00753162+0.00586954j 0.000639119+0.0040471j -0.00123201+0.000407232j -0.000257657+0.00433411j 0.000727417-0.00314381j 0.00366617+0.000953235j 0.0036351+0.00236203j -0.00625975-0.00403958j 
-0.00394581+0.00368948j -0.00557028-0.00195585j 0.00751106+0.00118463j 0.000826197-0.00626001j 0.00905745-0.00662392j -0.00905438-0.00680556j 0.00418589+0.00813245j -0.00239655-0.0115527j 0.00296946+0.00312371j 1.11227e-05+0.00482413j -0.00284305-0.00721194j 0.00764118+0.0102943j -0.00586232+0.007567j -0.00625572-0.0024106j -0.00289795+0.00198727j -0.00389917+0.00432616j 0.00930046-0.0114219j -0.0123927-0.00415986j 0.0065727-0.00655019j -0.00181233+0.00561151j 0.012766+0.0033892j 0.00726421-0.00856733j 0.00874223+0.00449895j -0.0067343+0.00578833j -0.00124497+0.0174362j 0.0328025+0.016876j -0.0114098-0.00271097j -0.0114028-0.00556025j 0.0180154+0.00918996j 0.0131361+0.00283579j 0.0219786-0.0112313j 0.000499084-0.0192527j -0.0065018-0.000759067j -0.00376422+0.00545422j 0.00050989+0.00758104j -0.0120925+0.00859547j 0.00516669+0.00478274j -0.00378373+0.00714028j -0.003646+0.00512458j -0.00643924+0.000490739j -0.00258938+0.00360344j 0.00453762+0.000631527j -0.0020605-0.00242648j 0.00253168+0.00448672j 0.00224076-0.00304303j -0.00300021-0.00354507j 0.0014361+0.00215376j 0.00726863+0.00298611j -0.00285375+0.00122942j 0.00109967-0.00472668j -0.000247934-0.00159477j 0.00892754+0.00700619j 0.00499079-0.00384654j 0.00536506-0.00133537j 0.0032714-0.00167292j -0.00102691-0.00452255j -0.000569444-0.0022576j 0.00526791-0.00329716j -0.00150223-5.90427e-05j 0.00545948-0.00357823j -0.000524606-0.000728634j -0.00475581+0.00345509j 0.00102087-0.0124118j 0.000113076-0.00100576j 0.009077-0.00634566j -0.00971759-0.00311947j -0.00700722-0.00571454j -0.0107032+0.00113729j -0.00671231+0.0035627j 0.00287537+0.00537454j 0.00228439+0.00544385j -0.00416014-0.00215943j -0.000128418+0.0076625j -0.0113832-0.000520638j -0.00427915-5.77178e-05j 0.00806976+0.00961093j 0.00491516+0.00235039j 0.00637221+0.00571787j 0.0113237-0.000941199j 0.00582474-0.00971488j -0.00685915+0.00654141j -0.00202978-0.00946047j 0.00492262-0.00632151j 0.0128157+0.00287517j 0.00378754-0.00161963j -0.00484554-0.00398338j 0.00611403-0.001211j -0.00106538+0.00217642j 0.00362503-0.000633887j 0.00074376+0.00117896j -0.00198008+0.000747909j -8.45062e-05+0.00200534j 
