-0.118359-0.0305307j 0.0685561-0.000656824j 0.0787199+0.105557j 0.0156463+0.0578584j -0.0279574-0.0392193j 0.00675265-0.0509445j 0.0346476-0.0186877j 0.0079787-0.100989j 0.00518714-0.00548809j 0.00618601-0.0153306j -0.0531719+0.00610585j 0.102664-0.0330658j 0.0156912-0.0251258j -0.0086994-0.00194698j 0.0197545-0.0180657j -0.0364481+0.0293626j 0.0390745+0.0366842j 0.0413991+0.00268444j -0.0129875+0.0513018j -0.0402109+0.077978j 0.0193807-0.0124961j -0.0409887-0.0373068j 0.0857262-0.0145578j -0.0215682+0.0365327j 0.106741-0.112825j 0.0245732+0.00803912j 0.0072747-0.0689356j -0.0446482-0.00595366j 0.0519116-0.00221447j 0.19887-0.081206j 0.0252556+0.175167j -0.0751705-0.00490881j 0.109118-0.097571j 0.0361961+0.0417109j 0.0606264+0.0816259j -0.0367408-0.0204894j 0.0728995-0.0428286j -0.102835-0.0509641j 0.0438749-0.0152649j -0.0508279-0.161101j -0.075541-0.236445j -0.200187-0.0545267j -0.0318094-0.00581544j 0.0547676+0.00320513j 0.0125+0.00316869j 0.0291475-0.0211907j -0.0547112+0.0493459j -0.0041948+0.00276947j -0.0389853+0.024138j -0.00912473+0.0224378j 0.0326127-0.0132879j -0.0288336+0.00970463j 0.0208928-0.0301485j -0.0549952+0.00151077j 0.0125955-0.00528173j -0.0255449+0.0296636j 0.016829-0.00834282j -0.00645857-0.00580529j -0.00928148-0.00222121j 0.0339957-0.0177983j 0.0413234+0.0196562j 0.0311861-0.00101903j -0.046047+0.00606255j -0.0317533+0.0184261j 0.00373122-0.0145833j -0.00765766+0.00589068j 0.0164443+0.00512075j -0.0176986-0.000126209j 0.0167019+0.0221822j 0.0460333-0.0116661j 0.0310966+0.0320617j 0.0458717+0.0265472j -0.027938+0.0177025j -0.0286792-0.0773171j 0.0111623+0.0222413j -0.047751-0.0515756j -0.000576726+0.0229845j 0.0646693-0.0320122j -0.0337806-0.0229872j 0.0513492+0.0237268j -0.104087+0.041087j -0.0558475+0.099014j 0.0907409+0.0735321j 0.0507161-0.120034j 0.0155618-0.0734049j -0.03923+0.0409855j -0.0632049+0.0625771j 0.0685499-0.0477801j -0.0802492-0.0369362j 0.126905-0.12397j -0.218638-0.149445j 0.0818577+0.197445j 
-0.00991425+0.00603968j -0.00196757-0.00521159j -0.00384119-5.57303e-05j -4.11002e-05+0.00300757j -0.0107282+0.00746635j 0.0122962+0.00370441j 0.008888-0.00788505j 0.00427641-0.00287652j -0.0149448+0.00118868j -0.0134104+0.00373316j -0.00684738+0.0112669j 0.0230467+0.00293633j -0.00684633-0.0151812j -0.00605381-0.00196573j 0.00886699+0.00378474j 0.0112486+0.0126567j -0.00416752+0.00361615j -0.00615849+0.00376085j -0.00357121+0.00497987j 0.000755642-0.0148141j 0.0137124+0.00218971j 0.0105777+0.00203509j -0.0135555+0.00400725j -0.0166055+0.00981545j 0.00364747+0.00199166j -0.0082858+0.0021725j -0.00894808-0.000336425j -0.00839953-0.00495145j 0.00360534-0.00283149j -0.00141872+0.00673154j 0.00111357+0.00664573j -0.00982387+0.000825536j 0.00413238+0.00803218j -0.00127959+0.00268475j -0.00145996-0.000258362j 0.00253743+0.00128524j -0.000285825-0.00355782j -0.000107878-0.000111497j 0.000991875-0.00055211j 0.000943006+0.00385858j 0.000111744-0.000973852j -0.000892062-0.00388232j -0.000706046-0.00570534j -0.00123482+0.0071152j 0.00426854-0.0113917j 0.00253037-0.0095648j -0.00372442+0.01067j -0.00109313+0.0101615j 0.00737901-0.00669828j -0.0150322+0.00191179j -0.00320718+0.00848872j 0.00177884-0.0027141j 0.0100982-0.00577545j 0.000662763+0.00858857j 0.00994154+0.00891997j 0.00869917+0.00144929j 0.0362388+0.0137138j 0.00542605+0.00469255j -0.0151452+0.00766415j 0.00109394-0.01499j -0.0148844-0.000446412j 0.00212742+0.00148849j 0.0137231-0.0271635j 0.00262846+0.00239764j -0.00807701-0.0298202j -0.00666386+0.00979816j 0.00118666+0.00942823j 0.0365787+0.0237036j -0.00894087-0.004972j -0.000653655-0.00649507j -0.00293229+0.0151218j 0.0012075-0.0259437j -0.0048594-0.0136245j -0.00413958-0.00768084j 0.00181256+0.00247387j 3.2162e-05-0.0159644j -0.00661522+0.00997882j 0.00480332+0.00233252j 0.00350503+0.00344637j 0.00388421+0.0023258j -0.017432+0.00757115j 0.00613726+0.00416696j -0.0010238-0.00638995j 0.000105164-0.0067059j 0.00433882+0.00953482j -0.0017229-0.000899635j -0.00237568+0.00656855j 0.000901076+0.00647108j -0.00139425-0.000397891j 0.00287744-0.00181465j -0.00222537-0.00194551j 0.00274998+0.00160956j 
0.00213771+0.00135417j -0.00388292+0.00555311j -0.00817374-0.00501331j -0.00548136-0.00186964j -0.00198034-0.0114963j -0.00440783+0.012559j 0.00166168-0.0033106j 0.0105245+0.0121027j -0.00486441-0.0148397j 0.00935393+0.0143258j -0.0198474-0.0127682j 0.00951429-0.0104189j -0.0145192+0.00538212j -0.00243888-0.000459609j 0.0236665+0.00242219j -0.018191+0.00443337j -0.0060311+0.0037356j 0.00906664-0.000354551j 0.00464662-0.0123103j -0.00327613+0.00490018j 0.00814141+0.00401067j -0.000191934-0.000123289j -0.00819112+0.00922282j -0.0047103-0.0143319j 0.00503226+0.00938099j 0.00193463-0.00164778j -0.0052047+0.00241665j 0.00661934+0.0117457j 0.00406865+0.00117401j 0.00511915-0.00517636j -0.000282751-0.00615892j -0.00380287-0.00600593j -0.0039035-0.00920369j 0.00466105-0.000946259j 0.0034104+0.00503914j -0.0029772+0.00161885j 0.0034304-0.00319999j 0.00377032-0.00602264j 0.000234469+0.000934735j -0.00022253-0.00539159j 0.00208281-0.00410591j -0.00204385+0.00285684j -0.0005738+0.00170725j -0.000177495-0.00195819j -0.00213882+0.00677682j 0.00809148+0.00171042j 0.00748707-0.00554255j 0.0155669-0.00466054j 0.00947363+0.00267072j 0.0173278-0.0110689j -0.00737135+0.00255334j 0.00218962+0.0106107j -0.000395092+0.0248705j 0.00326001-0.000733171j -0.0200493+0.0052191j 0.00136343+0.00169519j -0.0106993-0.0153865j 0.00198955-0.0046685j 0.00892493-0.00911014j -0.00650834-0.00634003j 0.00769462+0.0055232j -0.00463103-0.0099229j -0.00193215+0.00639366j 0.00487508-0.00111129j -0.0103868+0.0114862j -0.00804827+0.00307656j 0.000356786+0.00070561j 0.00293841+0.000128014j 0.0011039-0.00750054j 0.00933296+0.00894889j -0.000192776-0.00557428j -0.00617734+0.00113065j 0.00690501+0.0101066j 0.00419541-0.00257657j -0.00844851+0.00916125j 0.000723706-0.00104101j 0.000265728-0.00125283j -0.00441158-0.00165556j 0.0102106-0.000912059j -9.4931e-05+0.00379762j 0.00181923+0.0015406j -0.00673651+0.0040852j 0.00744091+0.000550619j 0.00192608+0.00459232j 0.000997749-0.00454902j -0.00130517-0.00288343j 0.000459088-0.000220345j 0.00226284-0.00266143j -0.00245796-0.000656403j -0.00215827+0.00831124j -0.00159172+0.00376272j -0.000734426+0.00189524j 
-0.00386+0.00169714j -0.00146609-0.000273777j 0.00295814-0.00186658j 0.00385509+0.00493876j -0.00134546+0.00641309j 0.00402572-0.00357469j 0.000484328-0.0224257j 0.00686516+0.00664166j -0.00899036+0.00182108j -0.00459773+0.0183715j 0.00625144+0.00164995j 0.0221028-0.00333361j 0.0110646+0.0143758j 0.00661911+0.00465963j 0.00384796-0.00628341j 0.000567309-0.0196992j -0.00220489+0.00943347j 0.00571507+0.00214524j 0.00233275+0.00695717j 0.00333224+0.00471719j -0.0022895-0.00380915j -0.0148632+0.00992579j 0.00350486+0.00691162j 1.44282e-06+0.00419542j -0.00573699+0.00277947j 0.00960097-0.0110353j -0.00106265+0.00020742j -0.00791682-0.0024862j -0.000820443+0.00547143j -0.00136681-0.00297119j -0.000482797-0.00332171j -0.00596071-0.00141002j -0.00206272+0.00649247j -0.00564134-0.000120523j 0.000572411+0.000448395j 0.00581859+0.000461911j 0.000843231-0.0037853j -0.00165782+0.00533177j 0.00269284+0.00267574j -0.000538795+0.00465587j 9.49535e-05-0.00476598j -0.00233401-0.00093364j -0.0108683+0.00101685j 0.000222731-0.00100171j -0.00188362-0.00560808j 0.0051353+0.00151186j 0.00253354+0.00727442j -0.00981812-0.00308799j -0.0133589+0.00272063j -0.0130252+0.00786695j 0.00652797+0.00683455j 0.0110807+0.00858586j -0.00638513-0.00292214j -0.0104005-0.0272501j 0.00126898-0.0171132j 0.00444682-0.0068442j 0.0103602-0.0197277j 0.0161448+0.0144025j 0.00169131+0.00934398j 0.00290114+0.00682899j -0.00284788+0.00940654j -0.00615237+0.000152097j 0.01998+0.00391377j -0.00463689-0.0258566j 0.0262288+0.00455784j -0.0021041-0.00296719j -0.00926073-0.00953199j -0.00101703-0.00178845j -0.000752899-0.00231443j 0.00246054-0.00239863j 0.000473097-0.00993236j 0.0049687-0.000593833j 0.00943593+0.00661499j 0.00156411+0.0149144j -0.000414967-0.0037523j 0.0139639+0.00489982j -0.0042748-0.0028207j -0.00217119-0.0008148j 0.00209475-0.00348201j 0.00443408-0.000241203j -0.0046831-0.0112678j 0.00515024+0.00397984j -0.00113055+0.000694892j 0.00239657-0.00225431j -0.00711724+0.00369683j -0.00245496-0.00361023j 0.00398958+0.00107713j -0.00230435+0.0026958j -0.00146665+0.00333315j 0.000479625+0.00169771j -0.00348005+7.39403e-05j 0.00484158-0.000130607j 
0.00121448+0.00332346j 0.00188244+0.00156161j -0.00646466+0.000868272j -0.00178597+0.00655655j -0.013438+0.0080695j 0.0100534+0.0105959j 0.00951225-2.85046e-05j 0.00390376+0.00396557j -0.0138552-0.00422826j -0.00361377-0.00749789j -0.000260056+0.0102855j 0.0033216-0.00481027j 0.00170214-0.00979542j -0.0102605-0.000239489j -0.00514803+0.0143081j 0.00604397+0.0180827j -0.00382019-0.00932283j -0.0132319+0.0119067j -0.00854038-0.00572177j 0.00630418-0.00180501j 0.00345939+0.00542966j 0.00634587-0.0049474j 0.0126389-0.00664786j -0.000777008+0.00499092j 0.00688404-0.00454621j -0.000676888+0.00748175j -0.00826615+0.000304874j 0.000557334-0.00101162j 0.000334661-0.00291289j -0.00138688+0.00208348j 0.000101777+0.00035635j -0.00587402-0.00200329j 0.00138719+0.00436209j 0.000588544+0.00171673j -0.003664-0.00361966j 0.000317377-0.00180993j -0.00131619+0.000508066j 0.00403215-0.00292321j 0.0026227-0.00130085j 0.00274027+0.00449178j 0.00390422-0.00151116j -0.00431974-0.00641678j 0.00266191-0.00107728j 0.00126738+0.000660666j -0.00417675-0.00237549j -0.0131569-0.00383833j 0.00189085-0.00184251j -0.0114339+0.00839974j -0.0150611+0.018883j 0.0074671-0.00694665j 0.00170593-0.0174821j -0.0102371+0.00984659j -0.00593312+0.00116115j -0.000356432-0.00366831j 0.0129624-0.00605462j 0.00214765-0.0209757j -0.0110107-0.0118618j 0.00531893-0.00218654j -0.000688307-0.00688472j 0.000240491-0.00947238j -0.0152042+0.00823048j -0.00603503+0.0166297j -0.0099631+0.01966j -0.0143954-0.0190182j 0.00408444+0.0300524j 0.0137839-0.00702151j 0.000216918-0.00192571j -0.00889606-0.0147978j 0.00592305+0.00828731j 0.00753093-0.00455038j 0.00217461-0.00796821j 0.00922287+0.0178586j -0.0032683-0.0097994j 0.00482085+0.018637j -0.00493222-0.00602894j 0.000809728+0.0219328j 0.00405162-0.0096527j 0.00418439-0.0127551j -0.00897329-0.00461456j 0.0060448-0.00118981j 0.00673114-0.0164147j 0.00128716-0.00507339j -0.00717751+0.0166808j 0.0015946+0.0151839j -0.00389517+0.0133657j 0.00215951+0.00614515j 0.00952381-0.00270556j 0.00193034-0.0021413j -0.00406649+0.00378864j 0.000834264-0.00155169j 0.00319694-0.00302955j -0.000109191-4.36979e-05j 
-0.00443906+0.00857392j -0.00233249+0.0111366j 0.00256738-0.00234047j 0.00853538+0.00433691j 0.00556962-0.0190279j -0.0016479-0.00548936j -0.0129464-0.00257233j 0.0156948+0.00189942j -0.00402125+0.00354503j 0.00548786+0.00733587j 0.00237466-0.0149563j 0.00145171+0.0248904j -0.000155582-0.036805j 0.00548233-0.0123749j 0.00239843+0.0172693j 0.0162384+0.0104132j 0.00297193-0.018387j -0.0173519-0.0037003j 0.0020956-0.000718067j -0.00677832-0.00149038j 0.013005-0.0014747j 0.0121449+0.00138643j -0.00502144+0.00407382j -0.00248261-0.0047438j -0.00248523+0.00514277j -0.0046185-0.00534824j 0.00444319+0.0070067j 0.00114901+0.00319641j -0.00309875+0.00329261j -0.00334585-0.00399501j -0.00233064+0.00197561j 0.00242288+0.00239834j -0.00048452+0.00602536j -9.01222e-05-0.000502337j 0.00209258-0.00203929j 0.00405659-0.0028553j 0.00601742+0.000417541j -0.00606871+0.000511823j 0.00475956+0.00647311j -0.00474089+0.00594263j 0.00289551-0.0075939j -0.00107888-2.25975e-05j -0.01948-0.000230505j 0.00715688+0.00203879j 0.00733074-0.00630917j -0.000512502+0.0016792j -0.0072555+0.0055124j -0.00901542-0.00351172j -0.0261162+0.00142951j 0.00353706+0.00587307j 0.0095113+0.00827468j -0.00334147-0.00424858j -0.0115985-0.0130311j 0.000320577-0.00297271j 0.0138852-0.0127944j 0.00514832+0.00444068j 0.0104819+0.00444845j 0.00401804+0.0187287j -0.000206233+0.0116655j 0.0144096+0.0179504j -0.0136242+0.0141089j 0.000814307+0.00574355j 0.00770986+0.000468871j -0.00921018-0.0242283j 0.0211938+0.00419425j 0.00707463+0.00228068j -0.0136783-0.00989534j 0.00354588-0.00307506j -0.00282337-0.00631192j -0.0023141+0.00720171j 0.0107317-0.0111419j -0.00100964-0.00300887j 0.00301213+0.00887227j -0.00691241+0.00898329j 0.00298001-0.00405278j 0.0151519+0.000298313j -0.000914303-0.00179247j -0.00475797+0.00286874j -0.000673607+0.000399273j -0.00206266+0.000299173j -0.00584653-0.00763161j 0.0107129-0.00175146j -0.000817579+0.00241205j 0.00120797-0.00981283j -0.00107384+0.00593708j -0.00666949-0.00142078j 0.00595333-0.00302242j -0.00147652+0.00773726j 0.00531273-0.00165283j 0.00541094-0.000452288j -0.00853114-0.00238338j 0.0053784+0.00209928j 
0.00315602-0.00202572j 0.0146181-0.00993931j 0.0212343+0.0057655j -0.00626111+0.0179095j -0.000378145+0.000483298j 0.00302601-0.00532062j 0.000634499-0.0100546j -0.0149645-0.0107556j -0.00687406+0.00801949j 0.00599943-0.00260401j -0.00896806-0.0150317j 0.00693795+0.00773445j -0.00627649-0.00537531j 0.00765689+0.000900616j 0.00122361-0.0152685j 0.00863605-0.000316032j 0.00718444-0.000101133j -0.0140536-0.003479j -0.00513213+0.00802032j 0.0108574-0.00222733j 0.0072649-0.0125334j -0.0115665-0.00296651j -0.00596885+0.00643146j -0.00169087+0.00321927j 0.00723853-0.00268715j -0.000922131-0.00499687j 0.00309608-0.00227243j 0.00342581+0.00430256j 0.000939744-0.00661663j -0.00934496-0.00134459j -0.00618167+0.0033382j -0.00164794+0.000396412j 0.00801046-0.00122279j 0.00343236-0.00250682j -0.000780521+0.00116858j -0.00225735-0.00456529j -0.000396038+0.00906078j -0.0018767+0.00203685j -0.00208233+0.0041465j -0.00725317-0.00605086j 0.00368263+0.00516824j 0.00260324-0.00379263j 0.00627726+0.00480939j -0.00688184-0.00224967j 0.000685601+0.0106939j -0.00506084-0.000931643j 0.0203974-0.000104651j -0.00576021+0.00189662j -0.00334836+0.0114455j -0.00207247+0.013363j 0.00649224+0.0111914j 0.00881092-0.0203469j -0.0073671+0.000118502j 0.00091818+0.0032152j 0.0129987+0.00219428j -0.0115243-0.00651554j -0.0195555+0.0215878j -0.00936485-0.0140618j 0.0276286-0.00147392j -0.00699591-0.00315187j 0.00405096-0.0133141j -0.00184679-0.00311926j -0.00921441-0.00418943j 0.0239764+0.018375j -0.0232768-0.0158919j 0.0200212-0.0106112j 0.00480218-0.00756513j -0.0184672-0.0161514j 0.007861-0.00417186j -0.0101136-0.0237052j -0.00115191+0.0169631j 0.00920343-0.0011861j -0.00681399-0.00775342j 0.0138769-0.00285022j -0.00408381-0.00017178j -0.0190627-0.00798115j 0.00851734-0.00632093j 0.00468377+0.00153519j -0.00340406+0.00363503j 0.000958578-0.00500425j 0.00695645-0.00490609j 0.00392749-0.00243955j 0.000746794+0.00517497j -0.0125881-0.00328243j -0.00838316-0.00484514j 0.00254409+0.00625195j 0.00525188-0.00258232j -0.00172712-0.0079228j 0.0013437-0.000169011j 0.000599783-0.00482681j -0.00378141-0.00219541j -0.00822211-0.0035074j 
-0.000774872-0.00610338j 0.0100125-0.00542792j 0.0085157-0.00719596j 0.0188903+0.00459669j -0.0112114-0.00467032j -0.00101454-0.00593053j 0.00632625-0.00721211j 0.0129298+0.00433034j -0.00117644-0.00795j -0.00531092+0.0155054j -0.00236807+0.00848156j -0.000865198+0.0196053j 0.0131022+0.0135057j 0.00763558+0.00179941j 0.00263123+0.00962111j 0.0138389-0.00578439j -0.0114756+0.00695641j 0.0134894-0.00948635j 0.00313498-0.0138494j -0.0135578+0.00392322j -0.000858112-0.00823889j 0.00890538+0.00596052j 0.006089+0.00665866j -0.00803309-0.00299601j -0.00783927+0.00463803j -0.00152678+0.000260267j 0.00232928+0.00521812j -0.00352421+0.00496311j 0.00371952+0.00119672j 0.00160759-0.00288349j 0.00462561-0.000333714j 0.00713446-3.51055e-06j -0.00582767+0.00670979j 0.00121505+0.00283405j -0.00143093+0.00142116j 0.00102417-0.000975876j -2.98704e-05+6.91465e-05j 0.000773479-0.00180373j 0.00482289+0.00608061j -0.00241065-0.00330679j 0.000747219+0.00452557j -0.00876989+0.000778607j 0.00753134+0.00276889j 0.00158676-0.0021502j -0.00434146+0.00722837j 0.0057072+0.00344184j 0.0112984-0.0147565j 0.00991503+0.000464176j -0.000629402+0.00902981j 0.0100004+0.00567095j -0.0127294-0.00550468j 0.0127207-0.00617812j -0.0102965+0.0190869j 0.0191557+0.0059411j 0.00658251+0.0231578j 0.00272774-0.0170665j -0.0192415+0.00554033j -0.0130844-0.015461j 0.0151363+0.00582819j -0.0206561-0.00381147j -0.00302107-0.00658906j -0.0175775-0.00239458j -0.0322001-0.006173j 0.0271449+0.0103646j -0.0242268-0.00394538j 0.00307779+0.00583577j 0.000287335-0.0157478j 0.00692221-0.00563476j 0.00428023-0.00155151j -0.000791795-0.0128328j 0.00368065+0.000478704j -0.00224635+0.00427108j -0.00924465-0.00585044j -0.0119363-0.00592152j 0.000203966+0.00364928j -0.0240675-0.00224749j 0.00162827-0.00446086j 0.00107476+0.00357416j 0.00234225+0.00771527j 0.00110856-0.000639986j 0.00785983-0.0104591j 0.000337774-2.23228e-05j 0.0119069+0.00275032j -0.000272563+0.00341589j -0.00916998-0.0058184j 0.00427579-0.000849941j 0.00644088+0.00149309j -0.00107123-0.00523488j -0.00291167-0.00013521j -0.00216277+0.00739247j -0.00328178-0.00175554j -0.00542588-0.00128876j 
-0.00182161+0.00273658j 0.000827369-0.00564743j 0.0041035+0.00212093j 0.00308261+0.00473756j -0.00209055+0.0057134j -0.00123758+0.00450815j 0.0119574+0.000626443j -0.00307743-0.00121662j -0.00885015-0.0143342j -0.00916247-0.0126007j -0.000100697-0.00546607j 0.00282569+0.0233298j 0.000229855-0.0159451j 0.01905+0.00927643j 0.00843701-0.00125078j 0.0148914-0.0136135j 0.000227186-0.0115322j -0.0107198-0.00281685j 0.00439275-0.00592355j 0.012572+0.00168336j -0.00525555+0.00418749j -0.000469237-0.0039554j -0.00138468+0.000649818j 0.00218621-0.000283917j -5.4467e-05-0.00537846j 0.00173508+0.000372181j 0.00429561-0.00357006j 0.000895924-0.00219325j -0.00145438-0.00217886j -0.00392523+0.00531823j -0.00300628-0.000370289j -0.00191073-0.00178803j -0.000638808-0.00266083j -0.00220566-0.00314532j -0.00162943+0.00169188j -0.00119987+0.00236747j -0.000467375-0.000976062j 0.00361193+0.00587495j 0.00296581-0.00330841j -0.0030131+0.000434331j -0.000920792-0.00102656j -0.00312308+0.00345687j 0.00678662-0.00190517j -0.00729932+0.000943798j 0.00539272+0.00142843j 0.0148983+0.0015412j 0.00344902+0.00203703j 0.00555741-0.00839844j 0.020274-0.000381489j -0.0151327-0.00709629j 0.00220289+0.0053365j 0.00508241+0.0140463j 0.0281409+0.0155542j 0.00467207-0.0348231j -0.0132631-0.00889377j 0.00479283-0.00831687j 0.0119682-0.0360153j 0.0127968-0.00454542j -0.0190918-0.00165945j -0.00879483-0.0243503j -0.00294167-0.00157382j 0.00653209-0.0141983j 0.0128965+0.00929876j 0.00832776-0.0120858j -0.00709647+0.0178515j -0.0131911-0.00543982j -0.000917147+0.0181025j 0.00479844-0.000121273j 0.00308346+0.000969273j 0.0075833+0.0112936j -0.0158427-0.0121215j -0.00845941-0.000827909j 0.0114188-0.00841405j 0.0102496+0.0175067j -0.00785418+0.00398119j -0.00134555+0.0149349j -0.00286051+0.00494195j -0.00606931-0.00614358j 0.00639782-0.0141892j -0.000443745+0.00222168j -0.00704275+0.00414219j -0.00698002+0.00490988j 0.00464372-0.00353004j 0.000593552+0.00271417j 0.00413215-0.00540835j 0.00333937-0.00764264j -0.00892864+0.00328115j -0.000227863-0.00241748j -0.00404087+0.00449488j -0.0076144+0.00645947j 0.00346741+0.00145746j -0.00111795-0.00137351j 
-0.00420716+0.000541982j -0.00261667-0.000779596j -0.00217973-0.00465942j 0.0146292-0.00165835j 0.0044472+0.00915133j -0.00357011-0.00428374j 0.00729373-0.0103181j 0.00439058-0.00195397j 9.28959e-05+0.00861258j 0.00532659+0.00707024j -0.00167386+0.00358694j 0.00651149+2.61075e-05j -0.00428152-0.00905121j 0.0055324-0.00507326j 0.00825114+0.0034852j 0.000238776-0.00165229j 0.00176531-0.00095317j -0.00179242+0.00423636j 0.00449292+0.00473343j -0.00688674-0.00349766j 0.00275895+0.0014013j 0.00152721+0.00770718j 0.00294221+0.00102214j -0.00637592+0.00298936j -7.7013e-05-2.01171e-05j -0.000999592-0.00152242j 0.00140492+0.000709468j -0.00539547+6.20163e-05j 0.00141598+0.000426886j 0.00398569+0.00612771j -0.000988451-0.00255964j -0.00258646-0.00139562j 0.00308712+0.000174251j 0.00210508+0.00341879j -0.00514081+0.0019396j -0.000635075+0.00150699j -0.00248267-0.00323544j -0.00399362-0.00245631j -0.00174378+0.000954047j -0.0086735-0.00336079j 0.0025637+0.000523365j 0.00283213-0.00455415j 0.00329126+0.00265358j -0.0119223-0.0095173j 0.00631859+0.0147711j -0.00236996+0.0116457j 0.00670367-0.0193371j 0.00506453-0.00658122j 0.00339387+0.00950369j 0.0523383+0.00477235j -0.0127809-0.0398711j -0.00627188+0.00619207j 0.012627+0.00334763j 0.00712328+0.00465385j -0.0256128+0.00909835j -0.00890919-0.0105403j -0.0252477+0.00927015j -0.0293425-0.0256432j 0.00628326+0.022405j -0.0104546-0.0139811j 0.0198858+0.0085409j 0.00660252+0.00931463j -0.0157598+0.011228j -0.0300507+0.0397011j 0.0164266+0.00264406j 0.0172642-0.0053867j 0.0270672+0.00153113j -0.030049-0.0125091j -0.00342417+0.0136675j -0.0175496-0.0232912j -0.0157605+0.000154199j 0.0165868-0.00496541j 0.00955185-0.00624468j 0.017883-0.011494j -0.0186691+0.00607537j 0.00339461+0.00406116j 0.00692089+0.000530033j -0.0148166-0.00722563j -0.0221293-0.0138088j -0.0124265-0.00168201j -0.00223095+0.00809471j 0.00246713+0.00294202j 0.0107956+0.00955174j -0.00304393+0.00693144j 0.00932287-0.0190452j 0.00128707-0.00108032j 0.000140064-0.00329928j 0.00469782-0.010066j -0.00115496+0.00221622j -0.00256264-0.00166374j -0.00817969-0.000249747j -0.00378132-0.000321976j 
-0.00613482+0.00635084j 0.000144075+0.00281243j 0.010476-0.0142875j 0.00860463+0.0242752j 0.00438639-0.00497049j 0.0151308-0.00889756j -0.00687656+0.00470368j -0.0305817-0.00960864j 0.0146364+0.00323538j -0.00176315-0.00602318j -0.00558699-0.00339164j -0.00560895+0.0156579j -0.00273431+0.00685315j -0.00334727-0.00250129j -0.00358792-0.0108964j 0.00602782+0.0182102j 0.006797+0.00053684j 0.0076321+0.0100437j -0.00128599-0.000511024j 0.0019949+0.0014404j 0.00616195-0.00460501j 0.00738715-0.00337499j 0.000761575+0.0020294j 0.00281968+0.00691466j 0.00135193+0.000965838j -0.00404503-0.00763194j -0.00513431-0.00309456j 0.000185484+0.00107388j 0.00542639-0.000722142j -0.00606362+0.00575707j -0.000938103+0.00658724j 0.0120187-0.00123687j 0.00743978+0.00598211j 0.00663378+0.00143334j 0.00904175+0.00016627j -0.0025563-0.00608214j 0.00105735+0.00368013j -0.0018961+0.00253449j 0.00244954-0.00204762j -0.00979378-0.00278935j 0.00254745-0.00213655j 0.00315072+0.00122307j 7.12305e-05-0.00269607j 0.00272674+0.00786692j 0.0134269-0.00095951j 0.00667353-0.00888534j 0.00706336-0.00301004j 0.0203415+0.00243403j 0.0259902+0.00947301j 0.0224406-0.0390638j -0.0140756+0.00944248j 0.016572+0.0215255j 0.0202871+0.00979971j -0.0142691-0.0150426j -0.0097216+0.0193718j 0.00301578+0.00069343j -0.0175715-0.0163155j -0.00424997-0.00682842j -0.00488509+0.00675092j -0.00260983-0.0224046j -0.0094779+0.00292301j -0.00175503+0.00937197j 0.0112206-0.00671977j -0.0179562-0.0114402j -0.00543804+0.0135621j -0.0153586+0.00965815j -0.00087094+0.00798782j 0.0124276-0.00530837j -0.0072836-0.00703253j 0.00724708+0.0231701j -0.0102746+0.00695524j 0.00160459-0.00206762j 0.00580494+0.00324919j 0.0104112+0.00746113j -0.0181426+0.00637486j 0.00337646+0.00258207j -0.000567797+0.00486194j 0.00333361+0.00170324j 0.0110497-0.00179804j -0.00908665+0.00743746j -0.0157429+0.0054354j -0.000270932-0.00349881j 0.0072915+0.00769621j -0.00711535+0.00194364j 0.0155244+0.00107435j -0.00398482+0.00511804j -0.00411253+0.00422177j 0.00498391-0.00273454j 0.00270127-0.0013591j 0.00143856+0.00251283j -0.00903135+3.6075e-06j -0.00279973+0.00345569j 
